Orthogroup	Prai	Syat
OG0000609	Prai.g_00688	Syat.g_00344
OG0000610	Prai.g_00693	Syat.g_00399
OG0000611	Prai.g_00696	Syat.g_00402
OG0000612	Prai.g_00697	Syat.g_00403
OG0000613	Prai.g_00702	Syat.g_02129
OG0000614	Prai.g_00721	Syat.g_01084
OG0000615	Prai.g_00729	Syat.g_00442
OG0000616	Prai.g_00732	Syat.g_02397
OG0000617	Prai.g_00754	Syat.g_00665
OG0000618	Prai.g_00755	Syat.g_00666
OG0000619	Prai.g_00756	Syat.g_00667
OG0000620	Prai.g_00759	Syat.g_02591
OG0000621	Prai.g_00760	Syat.g_02590
OG0000622	Prai.g_00761	Syat.g_02572
OG0000623	Prai.g_00762	Syat.g_00672
OG0000624	Prai.g_00763	Syat.g_00673
OG0000625	Prai.g_00764	Syat.g_00674
OG0000626	Prai.g_00765	Syat.g_00675
OG0000627	Prai.g_00766	Syat.g_00641
OG0000628	Prai.g_00767	Syat.g_00640
OG0000629	Prai.g_00768	Syat.g_00637
OG0000630	Prai.g_00771	Syat.g_00631
OG0000631	Prai.g_00857	Syat.g_00624
OG0000632	Prai.g_00856	Syat.g_00623
OG0000633	Prai.g_00855	Syat.g_00622
OG0000634	Prai.g_00852	Syat.g_00475
OG0000635	Prai.g_00851	Syat.g_00476
OG0000636	Prai.g_00849	Syat.g_00478
OG0000637	Prai.g_00847	Syat.g_00480
OG0000638	Prai.g_00846	Syat.g_00481
OG0000639	Prai.g_00845	Syat.g_00482
OG0000640	Prai.g_00844	Syat.g_00483
OG0000641	Prai.g_00839	Syat.g_00488
OG0000642	Prai.g_00838	Syat.g_00489
OG0000643	Prai.g_00837	Syat.g_00494
OG0000644	Prai.g_00836	Syat.g_00495
OG0000645	Prai.g_00835	Syat.g_00496
OG0000646	Prai.g_00833	Syat.g_00499
OG0000647	Prai.g_00832	Syat.g_00501
OG0000648	Prai.g_00830	Syat.g_00504
OG0000649	Prai.g_00829	Syat.g_00505
OG0000650	Prai.g_00828	Syat.g_00506
OG0000651	Prai.g_00827	Syat.g_00507
OG0000652	Prai.g_00826	Syat.g_00508
OG0000653	Prai.g_00824	Syat.g_00510
OG0000654	Prai.g_00823	Syat.g_00514
OG0000655	Prai.g_00822	Syat.g_00515
OG0000656	Prai.g_00819	Syat.g_00518
OG0000657	Prai.g_00811	Syat.g_00720
OG0000658	Prai.g_00810	Syat.g_00723
OG0000659	Prai.g_00809	Syat.g_00724
OG0000660	Prai.g_00805	Syat.g_00740
OG0000661	Prai.g_00803	Syat.g_00742
OG0000662	Prai.g_00801	Syat.g_00746
OG0000663	Prai.g_00799	Syat.g_00749
OG0000664	Prai.g_00798	Syat.g_00752
OG0000665	Prai.g_00794	Syat.g_03302
OG0000666	Prai.g_00793	Syat.g_01415
OG0000667	Prai.g_00789	Syat.g_00958, Syat.g_03278
OG0000668	Prai.g_01060	Syat.g_00710
OG0000669	Prai.g_01054	Syat.g_00416
OG0000670	Prai.g_01052	Syat.g_00419
OG0000671	Prai.g_01050	Syat.g_00421
OG0000672	Prai.g_01048	Syat.g_00424
OG0000673	Prai.g_01045	Syat.g_00430
OG0000674	Prai.g_01043	Syat.g_00432
OG0000675	Prai.g_01042	Syat.g_00433
OG0000676	Prai.g_01040	Syat.g_00436
OG0000677	Prai.g_01039	Syat.g_00437
OG0000678	Prai.g_01037	Syat.g_00439
OG0000679	Prai.g_01033	Syat.g_00448
OG0000680	Prai.g_01032	Syat.g_00449
OG0000681	Prai.g_01030	Syat.g_00452
OG0000682	Prai.g_01029	Syat.g_00453
OG0000683	Prai.g_01028	Syat.g_00454
OG0000684	Prai.g_01027	Syat.g_00457
OG0000685	Prai.g_01025	Syat.g_02571
OG0000686	Prai.g_01024	Syat.g_00459
OG0000687	Prai.g_01023	Syat.g_00460
OG0000688	Prai.g_01020	Syat.g_00463
OG0000689	Prai.g_01019	Syat.g_00465
OG0000690	Prai.g_01018	Syat.g_00466
OG0000691	Prai.g_01017	Syat.g_00467
OG0000692	Prai.g_01015	Syat.g_00469
OG0000693	Prai.g_01014	Syat.g_00471
OG0000694	Prai.g_01013	Syat.g_00472
OG0000695	Prai.g_01011	Syat.g_00619
OG0000696	Prai.g_01010	Syat.g_00618
OG0000697	Prai.g_01009	Syat.g_00616
OG0000698	Prai.g_01006	Syat.g_00613
OG0000699	Prai.g_01005	Syat.g_00611
OG0000700	Prai.g_01004	Syat.g_00610
OG0000701	Prai.g_01003	Syat.g_00609
OG0000702	Prai.g_01001	Syat.g_00606
OG0000703	Prai.g_01000	Syat.g_00601
OG0000704	Prai.g_00999	Syat.g_00599
OG0000705	Prai.g_00995	Syat.g_00592
OG0000706	Prai.g_00994	Syat.g_00591
OG0000707	Prai.g_00993	Syat.g_00590
OG0000708	Prai.g_00992	Syat.g_00587
OG0000709	Prai.g_00988	Syat.g_00573
OG0000710	Prai.g_00985	Syat.g_00567
OG0000711	Prai.g_00968	Syat.g_00539
OG0000712	Prai.g_00966	Syat.g_00537
OG0000713	Prai.g_00965	Syat.g_00536
OG0000714	Prai.g_00964	Syat.g_00532
OG0000715	Prai.g_00962	Syat.g_00530
OG0000716	Prai.g_00960	Syat.g_00527
OG0000717	Prai.g_00959	Syat.g_00526
OG0000718	Prai.g_00948	Syat.g_00522
OG0000719	Prai.g_00946	Syat.g_00712
OG0000720	Prai.g_00938	Syat.g_00699
OG0000721	Prai.g_00936	Syat.g_00697
OG0000722	Prai.g_00935	Syat.g_00696
OG0000723	Prai.g_00932	Syat.g_00686
OG0000724	Prai.g_00923	Syat.g_00782
OG0000725	Prai.g_00917	Syat.g_00810
OG0000726	Prai.g_00916	Syat.g_00811
OG0000727	Prai.g_00915	Syat.g_00812
OG0000728	Prai.g_00913	Syat.g_00814
OG0000729	Prai.g_01109	Syat.g_02224
OG0000730	Prai.g_01113	Syat.g_01617
OG0000731	Prai.g_01117	Syat.g_01605
OG0000732	Prai.g_01126	Syat.g_02290
OG0000733	Prai.g_01144	Syat.g_03285
OG0000734	Prai.g_01157	Syat.g_01579
OG0000735	Prai.g_01159	Syat.g_03235
OG0000736	Prai.g_01160	Syat.g_03236
OG0000737	Prai.g_01161	Syat.g_03237
OG0000738	Prai.g_01165	Syat.g_03251
OG0000739	Prai.g_01166	Syat.g_03252
OG0000740	Prai.g_01167	Syat.g_03253
OG0000741	Prai.g_01168	Syat.g_03256
OG0000742	Prai.g_01170	Syat.g_03259
OG0000743	Prai.g_01172	Syat.g_03262
OG0000744	Prai.g_01173	Syat.g_03263
OG0000745	Prai.g_01174	Syat.g_03266
OG0000746	Prai.g_01176	Syat.g_00314
OG0000747	Prai.g_01177	Syat.g_00313
OG0000748	Prai.g_01180	Syat.g_00305
OG0000749	Prai.g_01181	Syat.g_00303
OG0000750	Prai.g_01182	Syat.g_00302
OG0000751	Prai.g_01184	Syat.g_00296
OG0000752	Prai.g_01186	Syat.g_00294
OG0000753	Prai.g_01189	Syat.g_00291
OG0000754	Prai.g_01192	Syat.g_00250
OG0000755	Prai.g_01196	Syat.g_00217
OG0000756	Prai.g_01197	Syat.g_00216
OG0000757	Prai.g_01204	Syat.g_00205
OG0000758	Prai.g_01205	Syat.g_00204
OG0000759	Prai.g_01206	Syat.g_00203
OG0000760	Prai.g_01207	Syat.g_00202
OG0000761	Prai.g_01208	Syat.g_00201
OG0000762	Prai.g_01209	Syat.g_00199
OG0000763	Prai.g_01211	Syat.g_00924
OG0000764	Prai.g_01212	Syat.g_00923
OG0000765	Prai.g_01221	Syat.g_00897
OG0000766	Prai.g_01222	Syat.g_00896
OG0000767	Prai.g_01224	Syat.g_00894
OG0000768	Prai.g_01225	Syat.g_00893
OG0000769	Prai.g_01227	Syat.g_00891
OG0000770	Prai.g_01229	Syat.g_00886
OG0000771	Prai.g_01238	Syat.g_00788
OG0000772	Prai.g_01310	Syat.g_01768
OG0000773	Prai.g_01325	Syat.g_01114
OG0000774	Prai.g_01327	Syat.g_01146
OG0000775	Prai.g_01330	Syat.g_01148
OG0000776	Prai.g_01331	Syat.g_01149
OG0000777	Prai.g_01332	Syat.g_01150
OG0000778	Prai.g_01333	Syat.g_01151
OG0000779	Prai.g_01337	Syat.g_01154
OG0000780	Prai.g_01338	Syat.g_01157
OG0000781	Prai.g_01341	Syat.g_01161
OG0000782	Prai.g_01342	Syat.g_01162
OG0000783	Prai.g_01343	Syat.g_01163
OG0000784	Prai.g_01344	Syat.g_01164
OG0000785	Prai.g_01346	Syat.g_01166
OG0000786	Prai.g_01348	Syat.g_01170
OG0000787	Prai.g_01349	Syat.g_01171
OG0000788	Prai.g_01358	Syat.g_00087
OG0000789	Prai.g_01360	Syat.g_00845
OG0000790	Prai.g_01375	Syat.g_01300
OG0000791	Prai.g_01377	Syat.g_01302
OG0000792	Prai.g_01378	Syat.g_01303
OG0000793	Prai.g_01381	Syat.g_01412
OG0000794	Prai.g_01382	Syat.g_01414
OG0000795	Prai.g_01383	Syat.g_01416
OG0000796	Prai.g_01387	Syat.g_01422
OG0000797	Prai.g_01388	Syat.g_01423
OG0000798	Prai.g_01395	Syat.g_01214
OG0000799	Prai.g_01445	Syat.g_01256
OG0000800	Prai.g_01446	Syat.g_01255
OG0000801	Prai.g_01447	Syat.g_01253
OG0000802	Prai.g_01449	Syat.g_01245
OG0000803	Prai.g_01451	Syat.g_01241
OG0000804	Prai.g_01452	Syat.g_01238
OG0000805	Prai.g_01454	Syat.g_01236
OG0000806	Prai.g_01456	Syat.g_01234
OG0000807	Prai.g_01457	Syat.g_01233
OG0000808	Prai.g_01458	Syat.g_01232
OG0000809	Prai.g_01461	Syat.g_01229
OG0000810	Prai.g_01462	Syat.g_01228
OG0000811	Prai.g_01466	Syat.g_01186
OG0000812	Prai.g_01468	Syat.g_01182
OG0000813	Prai.g_01469	Syat.g_01181
OG0000814	Prai.g_01471	Syat.g_01179
OG0000815	Prai.g_01472	Syat.g_01177
OG0000816	Prai.g_01474	Syat.g_01175
OG0000817	Prai.g_01475	Syat.g_01279
OG0000818	Prai.g_01480	Syat.g_01325
OG0000819	Prai.g_01481	Syat.g_01326
OG0000820	Prai.g_01482	Syat.g_01327
OG0000821	Prai.g_01485	Syat.g_01333
OG0000822	Prai.g_01486	Syat.g_01335
OG0000823	Prai.g_01487	Syat.g_01336
OG0000824	Prai.g_01490	Syat.g_01342
OG0000825	Prai.g_01491	Syat.g_01343
OG0000826	Prai.g_01492	Syat.g_01344
OG0000827	Prai.g_01493	Syat.g_01345
OG0000828	Prai.g_01496	Syat.g_01348
OG0000829	Prai.g_01497	Syat.g_01349
OG0000830	Prai.g_01498	Syat.g_01350
OG0000831	Prai.g_01500	Syat.g_01353
OG0000832	Prai.g_01505	Syat.g_02982
OG0000833	Prai.g_01514	Syat.g_03072
OG0000834	Prai.g_01515	Syat.g_03073
OG0000835	Prai.g_01516	Syat.g_03075
OG0000836	Prai.g_01517	Syat.g_03078
OG0000837	Prai.g_01518	Syat.g_03079
OG0000838	Prai.g_01520	Syat.g_03083
OG0000839	Prai.g_01521	Syat.g_03084
OG0000840	Prai.g_01522	Syat.g_03085
OG0000841	Prai.g_01523	Syat.g_03086
OG0000842	Prai.g_01524	Syat.g_03087
OG0000843	Prai.g_01525	Syat.g_03088
OG0000844	Prai.g_01526	Syat.g_03090
OG0000845	Prai.g_01527	Syat.g_03091
OG0000846	Prai.g_01528	Syat.g_03092
OG0000847	Prai.g_01529	Syat.g_03093
OG0000848	Prai.g_01530	Syat.g_03095
OG0000849	Prai.g_01531	Syat.g_03096
OG0000850	Prai.g_01533	Syat.g_03098
OG0000851	Prai.g_01534	Syat.g_03101
OG0000852	Prai.g_01535	Syat.g_03102
OG0000853	Prai.g_01539	Syat.g_03106
OG0000854	Prai.g_01541	Syat.g_03108
OG0000855	Prai.g_01542	Syat.g_03109
OG0000856	Prai.g_01558	Syat.g_03305
OG0000857	Prai.g_01597	Syat.g_00500
OG0000858	Prai.g_01632	Syat.g_03114
OG0000859	Prai.g_01633	Syat.g_03115
OG0000860	Prai.g_01640	Syat.g_03126
OG0000861	Prai.g_01641	Syat.g_03127
OG0000862	Prai.g_01642	Syat.g_03136
OG0000863	Prai.g_01644	Syat.g_03138
OG0000864	Prai.g_01645	Syat.g_03139
OG0000865	Prai.g_01646	Syat.g_03140
OG0000866	Prai.g_01647	Syat.g_03141
OG0000867	Prai.g_01648	Syat.g_03142
OG0000868	Prai.g_01649	Syat.g_03067
OG0000869	Prai.g_01653	Syat.g_03054
OG0000870	Prai.g_01658	Syat.g_03049
OG0000871	Prai.g_01659	Syat.g_03048
OG0000872	Prai.g_01660	Syat.g_03042
OG0000873	Prai.g_01663	Syat.g_03039
OG0000874	Prai.g_01666	Syat.g_03037
OG0000875	Prai.g_01667	Syat.g_03035
OG0000876	Prai.g_01668	Syat.g_00745
OG0000877	Prai.g_01670	Syat.g_03024
OG0000878	Prai.g_01671	Syat.g_03023
OG0000879	Prai.g_01672	Syat.g_03022
OG0000880	Prai.g_01673	Syat.g_03021
OG0000881	Prai.g_01677	Syat.g_03016
OG0000882	Prai.g_01682	Syat.g_03011
OG0000883	Prai.g_01683	Syat.g_03007
OG0000884	Prai.g_01685	Syat.g_03005
OG0000885	Prai.g_01686	Syat.g_03004
OG0000886	Prai.g_01687	Syat.g_03003
OG0000887	Prai.g_01688	Syat.g_03002
OG0000888	Prai.g_01690	Syat.g_03000
OG0000889	Prai.g_01692	Syat.g_02997
OG0000890	Prai.g_01693	Syat.g_02994
OG0000891	Prai.g_01694	Syat.g_02993
OG0000892	Prai.g_01696	Syat.g_02992
OG0000893	Prai.g_01701	Syat.g_01864
OG0000894	Prai.g_01703	Syat.g_01860
OG0000895	Prai.g_01706	Syat.g_01856
OG0000896	Prai.g_01707	Syat.g_01855
OG0000897	Prai.g_01709	Syat.g_01853
OG0000898	Prai.g_01710	Syat.g_01852
OG0000899	Prai.g_01711	Syat.g_01851
OG0000900	Prai.g_01712	Syat.g_01850
OG0000901	Prai.g_01715	Syat.g_01845
OG0000902	Prai.g_01717	Syat.g_01843
OG0000903	Prai.g_01720	Syat.g_01830
OG0000904	Prai.g_01722	Syat.g_01834
OG0000905	Prai.g_01727	Syat.g_01839
OG0000906	Prai.g_01728	Syat.g_01841
OG0000907	Prai.g_01734	Syat.g_01828
OG0000908	Prai.g_01737	Syat.g_01825
OG0000909	Prai.g_01738	Syat.g_01824
OG0000910	Prai.g_01739	Syat.g_01823
OG0000911	Prai.g_01741	Syat.g_01821
OG0000912	Prai.g_01742	Syat.g_01820
OG0000913	Prai.g_01743	Syat.g_01819
OG0000914	Prai.g_01744	Syat.g_01818
OG0000915	Prai.g_01746	Syat.g_01816
OG0000916	Prai.g_01747	Syat.g_01815
OG0000917	Prai.g_01748	Syat.g_01814
OG0000918	Prai.g_01749	Syat.g_01813
OG0000919	Prai.g_01750	Syat.g_01812
OG0000920	Prai.g_01751	Syat.g_01811
OG0000921	Prai.g_01752	Syat.g_01810
OG0000922	Prai.g_01753	Syat.g_01809
OG0000923	Prai.g_01757	Syat.g_01805
OG0000924	Prai.g_01758	Syat.g_01804
OG0000925	Prai.g_01759	Syat.g_01803
OG0000926	Prai.g_01760	Syat.g_01802
OG0000927	Prai.g_01762	Syat.g_01800
OG0000928	Prai.g_01763	Syat.g_01799
OG0000929	Prai.g_01764	Syat.g_01798
OG0000930	Prai.g_01765	Syat.g_01797
OG0000931	Prai.g_01766	Syat.g_01796
OG0000932	Prai.g_01767	Syat.g_01794
OG0000933	Prai.g_01776	Syat.g_01788
OG0000934	Prai.g_01778	Syat.g_01786
OG0000935	Prai.g_01779	Syat.g_01665
OG0000936	Prai.g_01780	Syat.g_01664
OG0000937	Prai.g_01781	Syat.g_01663
OG0000938	Prai.g_01783	Syat.g_01659
OG0000939	Prai.g_01784	Syat.g_01658
OG0000940	Prai.g_01791	Syat.g_01651
OG0000941	Prai.g_01793	Syat.g_01649
OG0000942	Prai.g_01795	Syat.g_01647
OG0000943	Prai.g_01796	Syat.g_01646
OG0000944	Prai.g_01797	Syat.g_01644
OG0000945	Prai.g_01798	Syat.g_01643
OG0000946	Prai.g_01802	Syat.g_01633
OG0000947	Prai.g_01804	Syat.g_01630
OG0000948	Prai.g_01805	Syat.g_01629
OG0000949	Prai.g_01808	Syat.g_02142
OG0000950	Prai.g_01813	Syat.g_02152
OG0000951	Prai.g_01817	Syat.g_02157
OG0000952	Prai.g_01821	Syat.g_02162
OG0000953	Prai.g_01824	Syat.g_02166
OG0000954	Prai.g_01828	Syat.g_02187
OG0000955	Prai.g_01829	Syat.g_02188
OG0000956	Prai.g_01831	Syat.g_02191
OG0000957	Prai.g_01836	Syat.g_02204
OG0000958	Prai.g_01837	Syat.g_02205
OG0000959	Prai.g_01841	Syat.g_02212
OG0000960	Prai.g_01842	Syat.g_02213
OG0000961	Prai.g_01844	Syat.g_02873
OG0000962	Prai.g_01846	Syat.g_02223
OG0000963	Prai.g_01850	Syat.g_02226
OG0000964	Prai.g_01851	Syat.g_02227
OG0000965	Prai.g_01852	Syat.g_02228
OG0000966	Prai.g_01861	Syat.g_02259
OG0000967	Prai.g_01865	Syat.g_02263
OG0000968	Prai.g_01867	Syat.g_02269
OG0000969	Prai.g_01868	Syat.g_02271
OG0000970	Prai.g_01869	Syat.g_02272
OG0000971	Prai.g_01870	Syat.g_02274
OG0000972	Prai.g_01871	Syat.g_02275
OG0000973	Prai.g_01872	Syat.g_02276
OG0000974	Prai.g_01873	Syat.g_02277
OG0000975	Prai.g_01874	Syat.g_02278
OG0000976	Prai.g_01875	Syat.g_02279
OG0000977	Prai.g_01876	Syat.g_02281
OG0000978	Prai.g_01877	Syat.g_02283
OG0000979	Prai.g_01880	Syat.g_02286
OG0000980	Prai.g_01882	Syat.g_02289
OG0000981	Prai.g_01884	Syat.g_02292
OG0000982	Prai.g_01886	Syat.g_02691
OG0000983	Prai.g_01887	Syat.g_02690
OG0000984	Prai.g_01888	Syat.g_02689
OG0000985	Prai.g_01891	Syat.g_02685
OG0000986	Prai.g_01893	Syat.g_02680
OG0000987	Prai.g_01894	Syat.g_02678
OG0000988	Prai.g_01897	Syat.g_02672
OG0000989	Prai.g_01900	Syat.g_02657
OG0000990	Prai.g_01903	Syat.g_02500
OG0000991	Prai.g_01904	Syat.g_02503
OG0000992	Prai.g_01906	Syat.g_02507
OG0000993	Prai.g_01907	Syat.g_02508
OG0000994	Prai.g_01908	Syat.g_02512
OG0000995	Prai.g_01912	Syat.g_02517
OG0000996	Prai.g_01913	Syat.g_02446
OG0000997	Prai.g_01914	Syat.g_02417
OG0000998	Prai.g_01916	Syat.g_02415
OG0000999	Prai.g_01917	Syat.g_02414
OG0001001	Prai.g_01922	Syat.g_02400
OG0001002	Prai.g_01926	Syat.g_02394
OG0001003	Prai.g_01928	Syat.g_02392
OG0001004	Prai.g_01929	Syat.g_02391
OG0001005	Prai.g_01930	Syat.g_02390
OG0001006	Prai.g_01934	Syat.g_02378
OG0001007	Prai.g_01936	Syat.g_02376
OG0001008	Prai.g_00468	Syat.g_02971
OG0001009	Prai.g_00027	Syat.g_02311
OG0001010	Prai.g_00028	Syat.g_02310
OG0001011	Prai.g_00029	Syat.g_02308
OG0001012	Prai.g_00050	Syat.g_01004
OG0001013	Prai.g_00055	Syat.g_02716
OG0001014	Prai.g_00058	Syat.g_02721
OG0001015	Prai.g_00059	Syat.g_02722
OG0001016	Prai.g_00073	Syat.g_01474
OG0001017	Prai.g_00077	Syat.g_01480
OG0001018	Prai.g_00080	Syat.g_01482
OG0001019	Prai.g_00089	Syat.g_01532
OG0001020	Prai.g_00090	Syat.g_01539
OG0001021	Prai.g_00091	Syat.g_01552
OG0001022	Prai.g_00094	Syat.g_01555
OG0001023	Prai.g_00095	Syat.g_01556
OG0001024	Prai.g_00098	Syat.g_01560
OG0001025	Prai.g_00104	Syat.g_01566
OG0001026	Prai.g_00111	Syat.g_01582
OG0001027	Prai.g_00112	Syat.g_02947
OG0001028	Prai.g_00114	Syat.g_02944
OG0001029	Prai.g_00115	Syat.g_02942
OG0001030	Prai.g_00130	Syat.g_02922
OG0001031	Prai.g_00197	Syat.g_02836
OG0001032	Prai.g_00198	Syat.g_02834
OG0001033	Prai.g_00219	Syat.g_02784
OG0001034	Prai.g_00247	Syat.g_01448
OG0001035	Prai.g_00267	Syat.g_01885
OG0001036	Prai.g_00272	Syat.g_01939
OG0001037	Prai.g_00273	Syat.g_01941
OG0001038	Prai.g_00291	Syat.g_02058
OG0001039	Prai.g_00294	Syat.g_02061
OG0001040	Prai.g_00296	Syat.g_02064
OG0001041	Prai.g_00300	Syat.g_02070
OG0001042	Prai.g_00317	Syat.g_02100
OG0001043	Prai.g_00318	Syat.g_02103
OG0001045	Prai.g_00355	Syat.g_01602
OG0001046	Prai.g_00390	Syat.g_00552
OG0001047	Prai.g_00470	Syat.g_02973
OG0001048	Prai.g_00471	Syat.g_02974
OG0001049	Prai.g_00473	Syat.g_01290
OG0001050	Prai.g_00474	Syat.g_01289
OG0001051	Prai.g_00475	Syat.g_01288
OG0001052	Prai.g_00501	Syat.g_01375
OG0001053	Prai.g_00513	Syat.g_03173
OG0001054	Prai.g_00528	Syat.g_03192
OG0001055	Prai.g_00546	Syat.g_03224
OG0001056	Prai.g_00564	Syat.g_03275
OG0001057	Prai.g_00569	Syat.g_00102
OG0001058	Prai.g_00577	Syat.g_00079
OG0001059	Prai.g_00581	Syat.g_00075
OG0001061	Prai.g_00602	Syat.g_00051
OG0001062	Prai.g_00604	Syat.g_00048
OG0001063	Prai.g_00606	Syat.g_00042
OG0001064	Prai.g_00607	Syat.g_00041
OG0001065	Prai.g_00608	Syat.g_00040
OG0001066	Prai.g_00609	Syat.g_00039
OG0001067	Prai.g_00610	Syat.g_00038
OG0001068	Prai.g_00611	Syat.g_00037
OG0001069	Prai.g_00612	Syat.g_00036
OG0001070	Prai.g_00615	Syat.g_00032
OG0001071	Prai.g_00616	Syat.g_00031
OG0001072	Prai.g_00618	Syat.g_00028
OG0001073	Prai.g_00632	Syat.g_00009
OG0001074	Prai.g_00643	Syat.g_01015
OG0001075	Prai.g_00644	Syat.g_01037
OG0001076	Prai.g_00653	Syat.g_03315
OG0001077	Prai.g_00657	Syat.g_03290
OG0001078	Prai.g_00665	Syat.g_00118
OG0001079	Prai.g_00676	Syat.g_00378
OG0001080	Prai.g_00682	Syat.g_00368
OG0001081	Prai.g_00684	Syat.g_00366
OG0001082	Prai.g_00685	Syat.g_00365
OG0001083	Prai.g_00690	Syat.g_00390
OG0001084	Prai.g_00691	Syat.g_00391
OG0001085	Prai.g_00699	Syat.g_00408
OG0001086	Prai.g_00700	Syat.g_00410
OG0001087	Prai.g_00717	Syat.g_03277
OG0001088	Prai.g_00718	Syat.g_02496
OG0001089	Prai.g_00726	Syat.g_00818
OG0001090	Prai.g_00749	Syat.g_00659
OG0001091	Prai.g_00751	Syat.g_00661
OG0001092	Prai.g_00752	Syat.g_00663
OG0001093	Prai.g_00757	Syat.g_00669
OG0001094	Prai.g_00854	Syat.g_00473
OG0001095	Prai.g_00834	Syat.g_00497
OG0001096	Prai.g_00821	Syat.g_00516
OG0001097	Prai.g_00802	Syat.g_00743
OG0001098	Prai.g_00787	Syat.g_01672
OG0001099	Prai.g_01057	Syat.g_02943
OG0001100	Prai.g_01053	Syat.g_00418
OG0001101	Prai.g_01051	Syat.g_00420
OG0001102	Prai.g_01049	Syat.g_00423
OG0001103	Prai.g_01047	Syat.g_00425
OG0001104	Prai.g_01026	Syat.g_00458
OG0001105	Prai.g_01022	Syat.g_00461
OG0001106	Prai.g_00998	Syat.g_00598
OG0001107	Prai.g_00991	Syat.g_00580
OG0001108	Prai.g_00987	Syat.g_00570
OG0001109	Prai.g_00986	Syat.g_00568
OG0001110	Prai.g_00984	Syat.g_00566
OG0001111	Prai.g_00983	Syat.g_00564
OG0001112	Prai.g_00982	Syat.g_00562
OG0001113	Prai.g_00981	Syat.g_00561
OG0001114	Prai.g_00980	Syat.g_00560
OG0001115	Prai.g_00978	Syat.g_00557
OG0001116	Prai.g_00977	Syat.g_00555
OG0001117	Prai.g_00976	Syat.g_00554
OG0001118	Prai.g_00975	Syat.g_00553
OG0001119	Prai.g_00974	Syat.g_00551
OG0001120	Prai.g_00972	Syat.g_00546
OG0001122	Prai.g_00945	Syat.g_00711
OG0001124	Prai.g_00940	Syat.g_00702
OG0001125	Prai.g_00939	Syat.g_00700
OG0001126	Prai.g_00929	Syat.g_00790
OG0001127	Prai.g_00928	Syat.g_00789
OG0001128	Prai.g_00926	Syat.g_00786
OG0001129	Prai.g_00925	Syat.g_00784
OG0001130	Prai.g_00924	Syat.g_00783
OG0001131	Prai.g_01088	Syat.g_01674
OG0001132	Prai.g_01098	Syat.g_00965
OG0001133	Prai.g_01130	Syat.g_03311
OG0001137	Prai.g_01179	Syat.g_00306
OG0001138	Prai.g_01198	Syat.g_00214
OG0001139	Prai.g_01200	Syat.g_00209
OG0001140	Prai.g_01201	Syat.g_00208
OG0001141	Prai.g_01202	Syat.g_00207
OG0001142	Prai.g_01203	Syat.g_00206
OG0001143	Prai.g_01210	Syat.g_00925
OG0001144	Prai.g_01215	Syat.g_00906
OG0001145	Prai.g_01326	Syat.g_01117
OG0001146	Prai.g_01339	Syat.g_01158
OG0001147	Prai.g_01357	Syat.g_01368
OG0001148	Prai.g_01372	Syat.g_01297
OG0001149	Prai.g_01373	Syat.g_01298
OG0001150	Prai.g_01374	Syat.g_01299
OG0001151	Prai.g_01385	Syat.g_01420
OG0001152	Prai.g_01386	Syat.g_01421
OG0001153	Prai.g_01494	Syat.g_01346
OG0001154	Prai.g_01495	Syat.g_01347
OG0001155	Prai.g_01507	Syat.g_02774
OG0001156	Prai.g_01510	Syat.g_02978
OG0001157	Prai.g_01511	Syat.g_02977
OG0001158	Prai.g_01512	Syat.g_02976
OG0001159	Prai.g_01513	Syat.g_02975
OG0001160	Prai.g_01537	Syat.g_03104
OG0001161	Prai.g_01550	Syat.g_02384
OG0001162	Prai.g_01563	Syat.g_01528
OG0001163	Prai.g_01630	Syat.g_03112
OG0001164	Prai.g_01634	Syat.g_03116
OG0001165	Prai.g_01637	Syat.g_03121
OG0001166	Prai.g_01657	Syat.g_03050
OG0001167	Prai.g_01674	Syat.g_03019
OG0001168	Prai.g_01676	Syat.g_03017
OG0001169	Prai.g_01678	Syat.g_03015
OG0001170	Prai.g_01680	Syat.g_03013
OG0001171	Prai.g_01689	Syat.g_03001
OG0001172	Prai.g_01704	Syat.g_01858
OG0001173	Prai.g_01705	Syat.g_01857
OG0001174	Prai.g_01713	Syat.g_01849
OG0001175	Prai.g_01714	Syat.g_01848
OG0001176	Prai.g_01721	Syat.g_01831
OG0001178	Prai.g_01729	Syat.g_03137
OG0001180	Prai.g_01788	Syat.g_01654
OG0001181	Prai.g_01792	Syat.g_01650
OG0001182	Prai.g_01799	Syat.g_01642
OG0001183	Prai.g_01803	Syat.g_01632
OG0001184	Prai.g_01819	Syat.g_02160
OG0001185	Prai.g_01833	Syat.g_02200
OG0001186	Prai.g_01856	Syat.g_02235
OG0001187	Prai.g_01862	Syat.g_02256
OG0001188	Prai.g_01864	Syat.g_02261
OG0001189	Prai.g_01881	Syat.g_02287
OG0001190	Prai.g_01885	Syat.g_02692
OG0001191	Prai.g_01895	Syat.g_02675
OG0001192	Prai.g_01899	Syat.g_02663
OG0001193	Prai.g_01909	Syat.g_02513
OG0001194	Prai.g_01910	Syat.g_02515
OG0001195	Prai.g_01911	Syat.g_02516
OG0001196	Prai.g_01924	Syat.g_02398
OG0001197	Prai.g_01925	Syat.g_02396
OG0001199	Prai.g_00074	Syat.g_01475
OG0001200	Prai.g_00076	Syat.g_01477
OG0001201	Prai.g_00108	Syat.g_01572
