Orthogroup	Prai	Syap
OG0000605	Prai.g_00680	Syap.g_02501, Syap.g_02771
OG0000606	Prai.g_00683	Syap.g_02506
OG0000607	Prai.g_00686	Syap.g_00093
OG0000608	Prai.g_00687	Syap.g_00094
OG0000609	Prai.g_00688	Syap.g_00096
OG0000610	Prai.g_00693	Syap.g_01963
OG0000611	Prai.g_00696	Syap.g_01958
OG0000612	Prai.g_00697	Syap.g_01957
OG0000613	Prai.g_00702	Syap.g_02480
OG0000615	Prai.g_00729	Syap.g_00154
OG0000616	Prai.g_00732	Syap.g_00127
OG0000617	Prai.g_00754	Syap.g_00513
OG0000618	Prai.g_00755	Syap.g_00514
OG0000619	Prai.g_00756	Syap.g_00515
OG0000620	Prai.g_00759	Syap.g_00520
OG0000621	Prai.g_00760	Syap.g_00521
OG0000622	Prai.g_00761	Syap.g_00523
OG0000623	Prai.g_00762	Syap.g_00526
OG0000624	Prai.g_00763	Syap.g_00527
OG0000625	Prai.g_00764	Syap.g_00528
OG0000626	Prai.g_00765	Syap.g_00529
OG0000627	Prai.g_00766	Syap.g_00848
OG0000628	Prai.g_00767	Syap.g_00850
OG0000629	Prai.g_00768	Syap.g_02334
OG0000630	Prai.g_00771	Syap.g_02793
OG0000631	Prai.g_00857	Syap.g_01724
OG0000632	Prai.g_00856	Syap.g_01725
OG0000633	Prai.g_00855	Syap.g_01726
OG0000634	Prai.g_00852	Syap.g_00190
OG0000635	Prai.g_00851	Syap.g_00191
OG0000636	Prai.g_00849	Syap.g_00193
OG0000637	Prai.g_00847	Syap.g_00195
OG0000638	Prai.g_00846	Syap.g_00196
OG0000639	Prai.g_00845	Syap.g_00197
OG0000640	Prai.g_00844	Syap.g_00198
OG0000641	Prai.g_00839	Syap.g_00203
OG0000642	Prai.g_00838	Syap.g_02732
OG0000643	Prai.g_00837	Syap.g_02731
OG0000644	Prai.g_00836	Syap.g_02730
OG0000645	Prai.g_00835	Syap.g_02726
OG0000646	Prai.g_00833	Syap.g_02723
OG0000647	Prai.g_00832	Syap.g_02721
OG0000648	Prai.g_00830	Syap.g_02719
OG0000649	Prai.g_00829	Syap.g_02718
OG0000650	Prai.g_00828	Syap.g_02717
OG0000651	Prai.g_00827	Syap.g_02716
OG0000652	Prai.g_00826	Syap.g_02715
OG0000653	Prai.g_00824	Syap.g_02713
OG0000654	Prai.g_00823	Syap.g_02711
OG0000655	Prai.g_00822	Syap.g_02710
OG0000656	Prai.g_00819	Syap.g_02706
OG0000657	Prai.g_00811	Syap.g_01845
OG0000658	Prai.g_00810	Syap.g_01841
OG0000659	Prai.g_00809	Syap.g_01840
OG0000660	Prai.g_00805	Syap.g_01835
OG0000662	Prai.g_00801	Syap.g_00823
OG0000663	Prai.g_00799	Syap.g_00826
OG0000664	Prai.g_00798	Syap.g_00828
OG0000665	Prai.g_00794	Syap.g_02331
OG0000666	Prai.g_00793	Syap.g_01573
OG0000667	Prai.g_00789	Syap.g_01979
OG0000668	Prai.g_01060	Syap.g_02765
OG0000669	Prai.g_01054	Syap.g_02371
OG0000670	Prai.g_01052	Syap.g_02368
OG0000671	Prai.g_01050	Syap.g_01260
OG0000672	Prai.g_01048	Syap.g_01257
OG0000673	Prai.g_01045	Syap.g_01253
OG0000674	Prai.g_01043	Syap.g_01251
OG0000675	Prai.g_01042	Syap.g_01250
OG0000676	Prai.g_01040	Syap.g_01248
OG0000677	Prai.g_01039	Syap.g_01246
OG0000678	Prai.g_01037	Syap.g_01239
OG0000679	Prai.g_01033	Syap.g_00157
OG0000680	Prai.g_01032	Syap.g_00158
OG0000681	Prai.g_01030	Syap.g_00163
OG0000682	Prai.g_01029	Syap.g_00165
OG0000683	Prai.g_01028	Syap.g_00166
OG0000684	Prai.g_01027	Syap.g_00169
OG0000685	Prai.g_01025	Syap.g_00172
OG0000686	Prai.g_01024	Syap.g_00173
OG0000687	Prai.g_01023	Syap.g_00174
OG0000688	Prai.g_01020	Syap.g_00178
OG0000689	Prai.g_01019	Syap.g_00180
OG0000690	Prai.g_01018	Syap.g_00181
OG0000691	Prai.g_01017	Syap.g_00182
OG0000692	Prai.g_01015	Syap.g_00184
OG0000693	Prai.g_01014	Syap.g_00185
OG0000694	Prai.g_01013	Syap.g_00186
OG0000695	Prai.g_01011	Syap.g_01729
OG0000696	Prai.g_01010	Syap.g_01730
OG0000697	Prai.g_01009	Syap.g_01734
OG0000698	Prai.g_01006	Syap.g_01737
OG0000699	Prai.g_01005	Syap.g_01738
OG0000700	Prai.g_01004	Syap.g_01739
OG0000701	Prai.g_01003	Syap.g_01740
OG0000702	Prai.g_01001	Syap.g_01747
OG0000703	Prai.g_01000	Syap.g_01750
OG0000704	Prai.g_00999	Syap.g_01753
OG0000705	Prai.g_00995	Syap.g_02022
OG0000706	Prai.g_00994	Syap.g_02020
OG0000707	Prai.g_00993	Syap.g_02019
OG0000708	Prai.g_00992	Syap.g_02016
OG0000709	Prai.g_00988	Syap.g_00121
OG0000711	Prai.g_00968	Syap.g_02686
OG0000712	Prai.g_00966	Syap.g_02688
OG0000713	Prai.g_00965	Syap.g_02689
OG0000714	Prai.g_00964	Syap.g_02691
OG0000715	Prai.g_00962	Syap.g_02693
OG0000716	Prai.g_00960	Syap.g_02696
OG0000717	Prai.g_00959	Syap.g_02697
OG0000718	Prai.g_00948	Syap.g_02701
OG0000719	Prai.g_00946	Syap.g_02767
OG0000720	Prai.g_00938	Syap.g_02780
OG0000721	Prai.g_00936	Syap.g_02782
OG0000722	Prai.g_00935	Syap.g_02783
OG0000723	Prai.g_00932	Syap.g_00532
OG0000725	Prai.g_00917	Syap.g_01559
OG0000726	Prai.g_00916	Syap.g_01560
OG0000727	Prai.g_00915	Syap.g_01561
OG0000728	Prai.g_00913	Syap.g_01564
OG0000729	Prai.g_01109	Syap.g_01122
OG0000730	Prai.g_01113	Syap.g_00572
OG0000731	Prai.g_01117	Syap.g_00560
OG0000732	Prai.g_01126	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prai.g_01144	Syap.g_01971
OG0000734	Prai.g_01157	Syap.g_02628
OG0000735	Prai.g_01159	Syap.g_00244
OG0000736	Prai.g_01160	Syap.g_00243
OG0000737	Prai.g_01161	Syap.g_00242
OG0000738	Prai.g_01165	Syap.g_00236
OG0000739	Prai.g_01166	Syap.g_00235
OG0000740	Prai.g_01167	Syap.g_00234
OG0000741	Prai.g_01168	Syap.g_00231
OG0000742	Prai.g_01170	Syap.g_00229
OG0000743	Prai.g_01172	Syap.g_00226
OG0000744	Prai.g_01173	Syap.g_00225
OG0000745	Prai.g_01174	Syap.g_00222
OG0000746	Prai.g_01176	Syap.g_00220
OG0000747	Prai.g_01177	Syap.g_00219
OG0000748	Prai.g_01180	Syap.g_00212
OG0000749	Prai.g_01181	Syap.g_00211
OG0000750	Prai.g_01182	Syap.g_00210
OG0000751	Prai.g_01184	Syap.g_00205
OG0000752	Prai.g_01186	Syap.g_01793
OG0000753	Prai.g_01189	Syap.g_02775
OG0000754	Prai.g_01192	Syap.g_01883
OG0000755	Prai.g_01196	Syap.g_01893
OG0000757	Prai.g_01204	Syap.g_00427
OG0000758	Prai.g_01205	Syap.g_00428
OG0000759	Prai.g_01206	Syap.g_00429
OG0000760	Prai.g_01207	Syap.g_00430
OG0000761	Prai.g_01208	Syap.g_00431
OG0000762	Prai.g_01209	Syap.g_00434
OG0000763	Prai.g_01211	Syap.g_02624
OG0000764	Prai.g_01212	Syap.g_02623
OG0000765	Prai.g_01221	Syap.g_02440
OG0000766	Prai.g_01222	Syap.g_02439
OG0000767	Prai.g_01224	Syap.g_02437
OG0000768	Prai.g_01225	Syap.g_02436
OG0000769	Prai.g_01227	Syap.g_02434
OG0000770	Prai.g_01229	Syap.g_02431
OG0000772	Prai.g_01310	Syap.g_02295
OG0000773	Prai.g_01325	Syap.g_00885
OG0000774	Prai.g_01327	Syap.g_01473
OG0000775	Prai.g_01330	Syap.g_01475
OG0000776	Prai.g_01331	Syap.g_01476
OG0000777	Prai.g_01332	Syap.g_01478
OG0000778	Prai.g_01333	Syap.g_01479
OG0000779	Prai.g_01337	Syap.g_01494
OG0000780	Prai.g_01338	Syap.g_01496
OG0000781	Prai.g_01341	Syap.g_02609
OG0000782	Prai.g_01342	Syap.g_02611
OG0000783	Prai.g_01343	Syap.g_02612
OG0000784	Prai.g_01344	Syap.g_02613
OG0000785	Prai.g_01346	Syap.g_02281
OG0000786	Prai.g_01348	Syap.g_02287
OG0000787	Prai.g_01349	Syap.g_02288
OG0000788	Prai.g_01358	Syap.g_01932
OG0000789	Prai.g_01360	Syap.g_00372
OG0000791	Prai.g_01377	Syap.g_02520
OG0000792	Prai.g_01378	Syap.g_02519
OG0000793	Prai.g_01381	Syap.g_02141
OG0000794	Prai.g_01382	Syap.g_02200
OG0000795	Prai.g_01383	Syap.g_02199
OG0000796	Prai.g_01387	Syap.g_02448
OG0000797	Prai.g_01388	Syap.g_02449
OG0000798	Prai.g_01395	Syap.g_01269
OG0000799	Prai.g_01445	Syap.g_02488
OG0000800	Prai.g_01446	Syap.g_02487
OG0000801	Prai.g_01447	Syap.g_02486
OG0000802	Prai.g_01449	Syap.g_02659
OG0000803	Prai.g_01451	Syap.g_02109
OG0000804	Prai.g_01452	Syap.g_02113
OG0000805	Prai.g_01454	Syap.g_02115
OG0000806	Prai.g_01456	Syap.g_02117
OG0000807	Prai.g_01457	Syap.g_02118
OG0000808	Prai.g_01458	Syap.g_02119
OG0000809	Prai.g_01461	Syap.g_02122
OG0000810	Prai.g_01462	Syap.g_02124
OG0000811	Prai.g_01466	Syap.g_02472
OG0000812	Prai.g_01468	Syap.g_02474
OG0000813	Prai.g_01469	Syap.g_02475
OG0000814	Prai.g_01471	Syap.g_02753
OG0000815	Prai.g_01472	Syap.g_02752
OG0000816	Prai.g_01474	Syap.g_02289
OG0000817	Prai.g_01475	Syap.g_02527
OG0000818	Prai.g_01480	Syap.g_02001
OG0000819	Prai.g_01481	Syap.g_02002
OG0000820	Prai.g_01482	Syap.g_02003
OG0000821	Prai.g_01485	Syap.g_02009
OG0000822	Prai.g_01486	Syap.g_02011
OG0000824	Prai.g_01490	Syap.g_00008
OG0000825	Prai.g_01491	Syap.g_00009
OG0000826	Prai.g_01492	Syap.g_00010
OG0000827	Prai.g_01493	Syap.g_00011
OG0000828	Prai.g_01496	Syap.g_00014
OG0000829	Prai.g_01497	Syap.g_00015
OG0000830	Prai.g_01498	Syap.g_00016
OG0000831	Prai.g_01500	Syap.g_00019
OG0000832	Prai.g_01505	Syap.g_00752
OG0000833	Prai.g_01514	Syap.g_00021
OG0000834	Prai.g_01515	Syap.g_00023
OG0000835	Prai.g_01516	Syap.g_00024
OG0000836	Prai.g_01517	Syap.g_00026
OG0000837	Prai.g_01518	Syap.g_00027
OG0000838	Prai.g_01520	Syap.g_00031
OG0000839	Prai.g_01521	Syap.g_00032
OG0000840	Prai.g_01522	Syap.g_00033
OG0000841	Prai.g_01523	Syap.g_00034
OG0000842	Prai.g_01524	Syap.g_00035
OG0000843	Prai.g_01525	Syap.g_00036
OG0000844	Prai.g_01526	Syap.g_00039
OG0000845	Prai.g_01527	Syap.g_00040
OG0000846	Prai.g_01528	Syap.g_00042
OG0000847	Prai.g_01529	Syap.g_00043
OG0000848	Prai.g_01530	Syap.g_00045
OG0000849	Prai.g_01531	Syap.g_00046
OG0000850	Prai.g_01533	Syap.g_00310
OG0000851	Prai.g_01534	Syap.g_01214
OG0000852	Prai.g_01535	Syap.g_01215
OG0000853	Prai.g_01539	Syap.g_01219
OG0000854	Prai.g_01541	Syap.g_01222
OG0000855	Prai.g_01542	Syap.g_01223
OG0000856	Prai.g_01558	Syap.g_01286
OG0000857	Prai.g_01597	Syap.g_02722
OG0000858	Prai.g_01632	Syap.g_00612
OG0000859	Prai.g_01633	Syap.g_00613
OG0000860	Prai.g_01640	Syap.g_00623
OG0000861	Prai.g_01641	Syap.g_02789
OG0000862	Prai.g_01642	Syap.g_01789
OG0000863	Prai.g_01644	Syap.g_01784
OG0000864	Prai.g_01645	Syap.g_01783
OG0000865	Prai.g_01646	Syap.g_01781, Syap.g_01782
OG0000866	Prai.g_01647	Syap.g_01780
OG0000867	Prai.g_01648	Syap.g_01779
OG0000868	Prai.g_01649	Syap.g_01775
OG0000869	Prai.g_01653	Syap.g_01770
OG0000870	Prai.g_01658	Syap.g_01401
OG0000871	Prai.g_01659	Syap.g_01400
OG0000872	Prai.g_01660	Syap.g_01394
OG0000873	Prai.g_01663	Syap.g_01390
OG0000874	Prai.g_01666	Syap.g_01388
OG0000875	Prai.g_01667	Syap.g_01386
OG0000876	Prai.g_01668	Syap.g_00822
OG0000877	Prai.g_01670	Syap.g_01380
OG0000878	Prai.g_01671	Syap.g_01378
OG0000879	Prai.g_01672	Syap.g_01377
OG0000880	Prai.g_01673	Syap.g_01376
OG0000882	Prai.g_01682	Syap.g_01516
OG0000883	Prai.g_01683	Syap.g_01511
OG0000884	Prai.g_01685	Syap.g_01509
OG0000885	Prai.g_01686	Syap.g_01508
OG0000886	Prai.g_01687	Syap.g_01507
OG0000887	Prai.g_01688	Syap.g_01506
OG0000888	Prai.g_01690	Syap.g_01504
OG0000889	Prai.g_01692	Syap.g_01502
OG0000890	Prai.g_01693	Syap.g_01499
OG0000891	Prai.g_01694	Syap.g_01498
OG0000892	Prai.g_01696	Syap.g_02671
OG0000893	Prai.g_01701	Syap.g_02497
OG0000894	Prai.g_01703	Syap.g_02679
OG0000895	Prai.g_01706	Syap.g_00546
OG0000896	Prai.g_01707	Syap.g_00545
OG0000897	Prai.g_01709	Syap.g_00543
OG0000898	Prai.g_01710	Syap.g_00542
OG0000899	Prai.g_01711	Syap.g_00541
OG0000900	Prai.g_01712	Syap.g_00540
OG0000901	Prai.g_01715	Syap.g_01930
OG0000902	Prai.g_01717	Syap.g_01929
OG0000903	Prai.g_01720	Syap.g_01916
OG0000904	Prai.g_01722	Syap.g_01922
OG0000905	Prai.g_01727	Syap.g_01925
OG0000906	Prai.g_01728	Syap.g_01927
OG0000907	Prai.g_01734	Syap.g_01914
OG0000908	Prai.g_01737	Syap.g_01235
OG0000909	Prai.g_01738	Syap.g_01236
OG0000910	Prai.g_01739	Syap.g_01237
OG0000911	Prai.g_01741	Syap.g_00511
OG0000912	Prai.g_01742	Syap.g_00510
OG0000913	Prai.g_01743	Syap.g_00509
OG0000914	Prai.g_01744	Syap.g_00508
OG0000915	Prai.g_01746	Syap.g_00506
OG0000916	Prai.g_01747	Syap.g_00505
OG0000917	Prai.g_01748	Syap.g_00504
OG0000918	Prai.g_01749	Syap.g_00503
OG0000919	Prai.g_01750	Syap.g_00502
OG0000920	Prai.g_01751	Syap.g_00501
OG0000921	Prai.g_01752	Syap.g_00500
OG0000922	Prai.g_01753	Syap.g_00499
OG0000923	Prai.g_01757	Syap.g_00495
OG0000924	Prai.g_01758	Syap.g_00494
OG0000925	Prai.g_01759	Syap.g_00493
OG0000926	Prai.g_01760	Syap.g_00492
OG0000927	Prai.g_01762	Syap.g_00490
OG0000928	Prai.g_01763	Syap.g_00489
OG0000929	Prai.g_01764	Syap.g_00488
OG0000930	Prai.g_01765	Syap.g_00487
OG0000931	Prai.g_01766	Syap.g_00486
OG0000932	Prai.g_01767	Syap.g_00485
OG0000933	Prai.g_01776	Syap.g_00479
OG0000934	Prai.g_01778	Syap.g_00477
OG0000935	Prai.g_01779	Syap.g_00476
OG0000936	Prai.g_01780	Syap.g_00475
OG0000937	Prai.g_01781	Syap.g_00474
OG0000938	Prai.g_01783	Syap.g_00471
OG0000939	Prai.g_01784	Syap.g_00469
OG0000940	Prai.g_01791	Syap.g_00460
OG0000941	Prai.g_01793	Syap.g_00458
OG0000942	Prai.g_01795	Syap.g_00606
OG0000943	Prai.g_01796	Syap.g_00604
OG0000944	Prai.g_01797	Syap.g_00602
OG0000945	Prai.g_01798	Syap.g_00601
OG0000946	Prai.g_01802	Syap.g_00595
OG0000947	Prai.g_01804	Syap.g_00591
OG0000948	Prai.g_01805	Syap.g_00590
OG0000949	Prai.g_01808	Syap.g_01051
OG0000950	Prai.g_01813	Syap.g_01061
OG0000951	Prai.g_01817	Syap.g_01070
OG0000952	Prai.g_01821	Syap.g_01074
OG0000953	Prai.g_01824	Syap.g_01078
OG0000954	Prai.g_01828	Syap.g_01089
OG0000955	Prai.g_01829	Syap.g_01090
OG0000956	Prai.g_01831	Syap.g_01092
OG0000957	Prai.g_01836	Syap.g_01109
OG0000958	Prai.g_01837	Syap.g_01110
OG0000959	Prai.g_01841	Syap.g_01114
OG0000960	Prai.g_01842	Syap.g_01115
OG0000961	Prai.g_01844	Syap.g_02170
OG0000962	Prai.g_01846	Syap.g_01121
OG0000963	Prai.g_01850	Syap.g_01124
OG0000964	Prai.g_01851	Syap.g_01125
OG0000965	Prai.g_01852	Syap.g_01126
OG0000966	Prai.g_01861	Syap.g_01141
OG0000967	Prai.g_01865	Syap.g_00633
OG0000968	Prai.g_01867	Syap.g_00998
OG0000969	Prai.g_01868	Syap.g_00996
OG0000970	Prai.g_01869	Syap.g_00995
OG0000971	Prai.g_01870	Syap.g_00993
OG0000972	Prai.g_01871	Syap.g_00992
OG0000973	Prai.g_01872	Syap.g_00991
OG0000974	Prai.g_01873	Syap.g_00990
OG0000975	Prai.g_01874	Syap.g_00989
OG0000976	Prai.g_01875	Syap.g_00988
OG0000977	Prai.g_01876	Syap.g_00986
OG0000978	Prai.g_01877	Syap.g_00985
OG0000979	Prai.g_01880	Syap.g_00980
OG0000980	Prai.g_01882	Syap.g_00977
OG0000981	Prai.g_01884	Syap.g_01812
OG0000982	Prai.g_01886	Syap.g_00132
OG0000983	Prai.g_01887	Syap.g_00134
OG0000984	Prai.g_01888	Syap.g_00135
OG0000985	Prai.g_01891	Syap.g_00140
OG0000986	Prai.g_01893	Syap.g_01044
OG0000987	Prai.g_01894	Syap.g_01033
OG0000988	Prai.g_01897	Syap.g_01027
OG0000989	Prai.g_01900	Syap.g_01011
OG0000990	Prai.g_01903	Syap.g_02087
OG0000991	Prai.g_01904	Syap.g_02091
OG0000992	Prai.g_01906	Syap.g_02095
OG0000993	Prai.g_01907	Syap.g_02097
OG0000994	Prai.g_01908	Syap.g_02101
OG0000996	Prai.g_01913	Syap.g_01817
OG0000997	Prai.g_01914	Syap.g_02590
OG0000998	Prai.g_01916	Syap.g_02591
OG0000999	Prai.g_01917	Syap.g_02592
OG0001001	Prai.g_01922	Syap.g_02605
OG0001002	Prai.g_01926	Syap.g_00124
OG0001003	Prai.g_01928	Syap.g_02310
OG0001004	Prai.g_01929	Syap.g_02311
OG0001005	Prai.g_01930	Syap.g_02312
OG0001006	Prai.g_01934	Syap.g_00053
OG0001007	Prai.g_01936	Syap.g_00055
OG0001008	Prai.g_00468	Syap.g_02060
OG0001012	Prai.g_00050	Syap.g_00371
OG0001013	Prai.g_00055	Syap.g_01325
OG0001016	Prai.g_00073	Syap.g_01695
OG0001033	Prai.g_00219	Syap.g_00105
OG0001035	Prai.g_00267	Syap.g_01594
OG0001038	Prai.g_00291	Syap.g_01362
OG0001039	Prai.g_00294	Syap.g_01359
OG0001040	Prai.g_00296	Syap.g_01356
OG0001041	Prai.g_00300	Syap.g_01352
OG0001043	Prai.g_00318	Syap.g_01676
OG0001053	Prai.g_00513	Syap.g_02253
OG0001054	Prai.g_00528	Syap.g_00274
OG0001055	Prai.g_00546	Syap.g_00252
OG0001059	Prai.g_00581	Syap.g_00306
OG0001060	Prai.g_00588	Syap.g_00299
OG0001061	Prai.g_00602	Syap.g_01309
OG0001062	Prai.g_00604	Syap.g_01314
OG0001072	Prai.g_00618	Syap.g_00441
OG0001073	Prai.g_00632	Syap.g_00122, Syap.g_00455
OG0001078	Prai.g_00665	Syap.g_00896
OG0001080	Prai.g_00682	Syap.g_02505
OG0001085	Prai.g_00699	Syap.g_01953
OG0001094	Prai.g_00854	Syap.g_00187
OG0001095	Prai.g_00834	Syap.g_02725
OG0001096	Prai.g_00821	Syap.g_02709
OG0001100	Prai.g_01053	Syap.g_02369
OG0001102	Prai.g_01049	Syap.g_01258
OG0001103	Prai.g_01047	Syap.g_01256
OG0001104	Prai.g_01026	Syap.g_00171
OG0001105	Prai.g_01022	Syap.g_00175
OG0001107	Prai.g_00991	Syap.g_02015
OG0001108	Prai.g_00987	Syap.g_00119
OG0001122	Prai.g_00945	Syap.g_02766
OG0001133	Prai.g_01130	Syap.g_01292
OG0001137	Prai.g_01179	Syap.g_00213
OG0001140	Prai.g_01201	Syap.g_02134
OG0001152	Prai.g_01386	Syap.g_02447
OG0001154	Prai.g_01495	Syap.g_00013
OG0001155	Prai.g_01507	Syap.g_00750
OG0001160	Prai.g_01537	Syap.g_01217
OG0001162	Prai.g_01563	Syap.g_02366
OG0001163	Prai.g_01630	Syap.g_00609
OG0001164	Prai.g_01634	Syap.g_00614
OG0001165	Prai.g_01637	Syap.g_00619
OG0001168	Prai.g_01676	Syap.g_01372
OG0001171	Prai.g_01689	Syap.g_01505
OG0001172	Prai.g_01704	Syap.g_00547
OG0001177	Prai.g_01724	Syap.g_01920
OG0001178	Prai.g_01729	Syap.g_01786, Syap.g_01787
OG0001179	Prai.g_01761	Syap.g_00491
OG0001180	Prai.g_01788	Syap.g_00097, Syap.g_00465
OG0001181	Prai.g_01792	Syap.g_00459
OG0001183	Prai.g_01803	Syap.g_00594
OG0001185	Prai.g_01833	Syap.g_01104
OG0001186	Prai.g_01856	Syap.g_01140
OG0001187	Prai.g_01862	Syap.g_01142
OG0001188	Prai.g_01864	Syap.g_00634
OG0001189	Prai.g_01881	Syap.g_00979
OG0001191	Prai.g_01895	Syap.g_01030
OG0001192	Prai.g_01899	Syap.g_01021
OG0001197	Prai.g_01925	Syap.g_00126
OG0001198	Prai.g_01933	Syap.g_00052
OG0001199	Prai.g_00074	Syap.g_01696
OG0001200	Prai.g_00076	Syap.g_01698
OG0001202	Prai.g_00210	Syap.g_01613
OG0001203	Prai.g_00249	Syap.g_01154
OG0001204	Prai.g_00256	Syap.g_01577
OG0001214	Prai.g_00666	Syap.g_00897
OG0001217	Prai.g_00894	Syap.g_01464
OG0001218	Prai.g_00887	Syap.g_00020
OG0001219	Prai.g_00858	Syap.g_02794
OG0001221	Prai.g_01035	Syap.g_01777
OG0001222	Prai.g_00997	Syap.g_02027
OG0001224	Prai.g_00922	Syap.g_01551
OG0001225	Prai.g_00920	Syap.g_01553
OG0001226	Prai.g_01083	Syap.g_02551
OG0001228	Prai.g_01218	Syap.g_01063
OG0001229	Prai.g_01368	Syap.g_00827
OG0001230	Prai.g_01455	Syap.g_02116
OG0001231	Prai.g_01560	Syap.g_00073
OG0001232	Prai.g_01661	Syap.g_01393
OG0001235	Prai.g_01726	Syap.g_01924
OG0001236	Prai.g_01816	Syap.g_01069
OG0001237	Prai.g_01820	Syap.g_01073
OG0001238	Prai.g_01896	Syap.g_01028
OG0001239	Prai.g_00071	Syap.g_01693, Syap.g_01692
OG0001242	Prai.g_00119	Syap.g_02227, Syap.g_02229
OG0001243	Prai.g_00125	Syap.g_02219
OG0001244	Prai.g_00141	Syap.g_02192
OG0001246	Prai.g_00534	Syap.g_00267, Syap.g_01165
OG0001248	Prai.g_00714	Syap.g_00423
OG0001249	Prai.g_00869	Syap.g_00575
OG0001250	Prai.g_00806	Syap.g_01836
OG0001253	Prai.g_01102	Syap.g_01969
OG0001255	Prai.g_01156	Syap.g_02523
OG0001256	Prai.g_01553	Syap.g_01225
OG0001257	Prai.g_01559	Syap.g_00374, Syap.g_00373
OG0001258	Prai.g_01635	Syap.g_00617
OG0001260	Prai.g_01695	Syap.g_01497
OG0001261	Prai.g_01769	Syap.g_00482
OG0001262	Prai.g_01879	Syap.g_00981
OG0001263	Prai.g_00128	Syap.g_02216
OG0001265	Prai.g_00118	Syap.g_02231
OG0001266	Prai.g_00214	Syap.g_01618
OG0001267	Prai.g_00293	Syap.g_01360
OG0001268	Prai.g_00352	Syap.g_00563
OG0001270	Prai.g_00465	Syap.g_02056
OG0001271	Prai.g_00502	Syap.g_02759
OG0001272	Prai.g_00516	Syap.g_02250
OG0001275	Prai.g_00961	Syap.g_02694
OG0001276	Prai.g_00942	Syap.g_01873
OG0001277	Prai.g_01090	Syap.g_01293
OG0001278	Prai.g_01223	Syap.g_02438
OG0001279	Prai.g_01583	Syap.g_02663
OG0001282	Prai.g_01371	Syap.g_01701
OG0001284	Prai.g_01532	Syap.g_00047
OG0001286	Prai.g_01786	Syap.g_00467
OG0001287	Prai.g_01840	Syap.g_00418
OG0001288	Prai.g_01849	Syap.g_01123
OG0001289	Prai.g_00087	Syap.g_02365
OG0001291	Prai.g_00135	Syap.g_02207
OG0001292	Prai.g_00261	Syap.g_01583
OG0001299	Prai.g_00695	Syap.g_01959
OG0001304	Prai.g_00933	Syap.g_00536
OG0001305	Prai.g_00914	Syap.g_01562
OG0001306	Prai.g_01158	Syap.g_00245
OG0001307	Prai.g_01354	Syap.g_00403
OG0001308	Prai.g_01473	Syap.g_02751, Syap.g_02750
OG0001310	Prai.g_01650	Syap.g_01774
OG0001312	Prai.g_01008	Syap.g_01735
OG0001314	Prai.g_00439	Syap.g_00330, Syap.g_00391
OG0001315	Prai.g_00061	Syap.g_00596
OG0001318	Prai.g_00269	Syap.g_01596, Syap.g_01597
OG0001323	Prai.g_00548	Syap.g_00757
OG0001332	Prai.g_01504	Syap.g_01548
OG0001333	Prai.g_01675	Syap.g_01373
OG0001336	Prai.g_01921	Syap.g_02602
OG0001345	Prai.g_01190	Syap.g_01877, Syap.g_02776
OG0001346	Prai.g_01336	Syap.g_01484
OG0001348	Prai.g_01587	Syap.g_00938
OG0001349	Prai.g_01407	Syap.g_01264, Syap.g_00851
OG0001351	Prai.g_00485	Syap.g_01996
OG0001353	Prai.g_00815	Syap.g_01849
OG0001358	Prai.g_00649	Syap.g_00942
OG0001360	Prai.g_01103	Syap.g_01881, Syap.g_02778
OG0001361	Prai.g_01187	Syap.g_01792
OG0001364	Prai.g_01809	Syap.g_01052
OG0001365	Prai.g_01889	Syap.g_00138
OG0001371	Prai.g_00708	Syap.g_02545, Syap.g_02544
OG0001376	Prai.g_01069	Syap.g_01991
OG0001377	Prai.g_01070	Syap.g_01992
OG0001378	Prai.g_01112	Syap.g_02055
OG0001382	Prai.g_01575	Syap.g_00677
OG0001394	Prai.g_01031	Syap.g_00159
OG0001395	Prai.g_00931	Syap.g_00531
OG0001398	Prai.g_01601	Syap.g_02356
OG0001406	Prai.g_01068	Syap.g_01989
OG0001408	Prai.g_01086	Syap.g_01862
OG0001411	Prai.g_01422, Prai.g_01391	Syap.g_00853
OG0001415	Prai.g_00242	Syap.g_00447, Syap.g_00446
OG0001418	Prai.g_00713	Syap.g_00221
OG0001420	Prai.g_01122	Syap.g_02736
OG0001422	Prai.g_01585	Syap.g_01682
OG0001428	Prai.g_00183	Syap.g_01196
OG0001432	Prai.g_01545	Syap.g_01967
OG0001436	Prai.g_01403, Prai.g_01402	Syap.g_01703
OG0001437	Prai.g_00241	Syap.g_00448
OG0001438	Prai.g_00306	Syap.g_01346, Syap.g_01630
OG0001439	Prai.g_00320	Syap.g_01674
OG0001441	Prai.g_00550	Syap.g_02749
OG0001443	Prai.g_01602	Syap.g_01006
OG0001447	Prai.g_00126	Syap.g_02218
OG0001452	Prai.g_01058	Syap.g_01590
OG0001453	Prai.g_00967	Syap.g_02687
OG0001459	Prai.g_01552	Syap.g_00351
OG0001470	Prai.g_01433	Syap.g_00709
OG0001474	Prai.g_00353	Syap.g_00562
OG0001475	Prai.g_00152	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001492	Prai.g_01220	Syap.g_02441
OG0001493	Prai.g_01228	Syap.g_02433
