Orthogroup	Pray	Praf
OG0000586	Pray.g_01123	Praf.g_01698
OG0000587	Pray.g_01122	Praf.g_01699
OG0000588	Pray.g_01121	Praf.g_01700
OG0000589	Pray.g_01120	Praf.g_01708
OG0000590	Pray.g_01119	Praf.g_01709
OG0000591	Pray.g_01118	Praf.g_01710
OG0000592	Pray.g_01117	Praf.g_01711
OG0000593	Pray.g_01116	Praf.g_01713
OG0000594	Pray.g_01115	Praf.g_01716
OG0000595	Pray.g_01114	Praf.g_01717
OG0000596	Pray.g_01113	Praf.g_01718
OG0000597	Pray.g_01109	Praf.g_01727
OG0000598	Pray.g_01108	Praf.g_01728
OG0000599	Pray.g_01107	Praf.g_01729
OG0000600	Pray.g_01106	Praf.g_01730
OG0000601	Pray.g_01105	Praf.g_01731
OG0000602	Pray.g_01104	Praf.g_01733
OG0000603	Pray.g_01103	Praf.g_01736
OG0000604	Pray.g_01102	Praf.g_01737
OG0000605	Pray.g_01101	Praf.g_01738
OG0000606	Pray.g_01100	Praf.g_01739
OG0000607	Pray.g_01099	Praf.g_01741
OG0000608	Pray.g_01098	Praf.g_01742
OG0000609	Pray.g_01096	Praf.g_01744
OG0000610	Pray.g_01095	Praf.g_01745
OG0000611	Pray.g_01093	Praf.g_01749
OG0000612	Pray.g_01092	Praf.g_01751
OG0000613	Pray.g_01090	Praf.g_02344
OG0000614	Pray.g_01084	Praf.g_00371
OG0000615	Pray.g_01083	Praf.g_01127
OG0000616	Pray.g_01082	Praf.g_02570
OG0000617	Pray.g_01080	Praf.g_01572
OG0000618	Pray.g_01079	Praf.g_02180
OG0000619	Pray.g_01078	Praf.g_01210
OG0000620	Pray.g_01076	Praf.g_01230
OG0000621	Pray.g_01075	Praf.g_01225
OG0000622	Pray.g_01074	Praf.g_01221
OG0000623	Pray.g_01073	Praf.g_01220
OG0000624	Pray.g_01071	Praf.g_01207
OG0000625	Pray.g_01070	Praf.g_01206
OG0000626	Pray.g_01069	Praf.g_01205
OG0000627	Pray.g_01068	Praf.g_01121
OG0000628	Pray.g_01067	Praf.g_01122
OG0000629	Pray.g_01066	Praf.g_01124
OG0000630	Pray.g_01064	Praf.g_01126
OG0000631	Pray.g_01063	Praf.g_01489
OG0000632	Pray.g_01059	Praf.g_02767
OG0000633	Pray.g_01058	Praf.g_00817
OG0000634	Pray.g_01039	Praf.g_01303
OG0000635	Pray.g_01037	Praf.g_01305
OG0000636	Pray.g_01036	Praf.g_01307
OG0000637	Pray.g_01034	Praf.g_01308
OG0000638	Pray.g_01033	Praf.g_01309
OG0000639	Pray.g_01032	Praf.g_01310
OG0000640	Pray.g_01031	Praf.g_01311
OG0000641	Pray.g_01030	Praf.g_01313
OG0000642	Pray.g_01029	Praf.g_01314
OG0000643	Pray.g_01028	Praf.g_01315
OG0000644	Pray.g_01026	Praf.g_01317
OG0000645	Pray.g_01025	Praf.g_01318
OG0000646	Pray.g_00269	Praf.g_01319
OG0000647	Pray.g_00270	Praf.g_01320
OG0000648	Pray.g_00271	Praf.g_01441
OG0000649	Pray.g_00272	Praf.g_01440
OG0000650	Pray.g_00273	Praf.g_01437
OG0000651	Pray.g_00274	Praf.g_01436
OG0000652	Pray.g_00276	Praf.g_01433
OG0000653	Pray.g_00291	Praf.g_01580
OG0000654	Pray.g_00293	Praf.g_00710
OG0000656	Pray.g_00306	Praf.g_00617
OG0000657	Pray.g_00313	Praf.g_01400
OG0000658	Pray.g_00314	Praf.g_01401
OG0000659	Pray.g_00315	Praf.g_01402
OG0000660	Pray.g_00326	Praf.g_02063
OG0000661	Pray.g_00335	Praf.g_00360
OG0000662	Pray.g_00337	Praf.g_01432
OG0000663	Pray.g_00339	Praf.g_01429
OG0000664	Pray.g_00340	Praf.g_01428
OG0000665	Pray.g_00341	Praf.g_01427
OG0000666	Pray.g_00342	Praf.g_01524
OG0000667	Pray.g_00343	Praf.g_01525
OG0000668	Pray.g_00344	Praf.g_01526
OG0000669	Pray.g_00345	Praf.g_01527
OG0000670	Pray.g_00347	Praf.g_01529
OG0000671	Pray.g_00348	Praf.g_01530
OG0000672	Pray.g_00349	Praf.g_01531
OG0000673	Pray.g_00350	Praf.g_01532
OG0000674	Pray.g_00351	Praf.g_01533
OG0000675	Pray.g_00352	Praf.g_01534
OG0000676	Pray.g_00354	Praf.g_01536
OG0000677	Pray.g_00356	Praf.g_01538
OG0000678	Pray.g_00357	Praf.g_01539
OG0000679	Pray.g_00358	Praf.g_01540
OG0000680	Pray.g_00359	Praf.g_01541
OG0000681	Pray.g_00360	Praf.g_01542
OG0000682	Pray.g_00361	Praf.g_01543
OG0000683	Pray.g_00362	Praf.g_01545
OG0000684	Pray.g_00363	Praf.g_01547
OG0000685	Pray.g_00364	Praf.g_01548
OG0000686	Pray.g_00365	Praf.g_01549
OG0000687	Pray.g_00366	Praf.g_01550
OG0000688	Pray.g_00367	Praf.g_01551
OG0000689	Pray.g_00368	Praf.g_01552
OG0000690	Pray.g_00369	Praf.g_01553
OG0000691	Pray.g_00371	Praf.g_01557
OG0000692	Pray.g_00372	Praf.g_01558
OG0000693	Pray.g_00373	Praf.g_01559
OG0000694	Pray.g_00374	Praf.g_01560
OG0000695	Pray.g_00375	Praf.g_01561
OG0000696	Pray.g_00376	Praf.g_01562
OG0000697	Pray.g_00378	Praf.g_01585
OG0000698	Pray.g_00379	Praf.g_01586
OG0000699	Pray.g_00383	Praf.g_01591
OG0000700	Pray.g_00384	Praf.g_01592
OG0000701	Pray.g_00385	Praf.g_01594
OG0000702	Pray.g_00386	Praf.g_01595
OG0000703	Pray.g_00387	Praf.g_01596
OG0000704	Pray.g_00388	Praf.g_01597
OG0000705	Pray.g_00390	Praf.g_01599
OG0000706	Pray.g_00391	Praf.g_01600
OG0000707	Pray.g_00392	Praf.g_01601
OG0000708	Pray.g_00393	Praf.g_01602
OG0000709	Pray.g_00394	Praf.g_01603
OG0000710	Pray.g_00395	Praf.g_01604
OG0000711	Pray.g_00396	Praf.g_01606
OG0000712	Pray.g_00397	Praf.g_01607
OG0000713	Pray.g_00398	Praf.g_01608
OG0000714	Pray.g_00400	Praf.g_01619
OG0000715	Pray.g_00401	Praf.g_01620
OG0000716	Pray.g_00402	Praf.g_01622
OG0000717	Pray.g_00403	Praf.g_01625
OG0000718	Pray.g_00404	Praf.g_01627
OG0000719	Pray.g_00406	Praf.g_01629
OG0000720	Pray.g_00408	Praf.g_01444
OG0000721	Pray.g_00409	Praf.g_01323
OG0000722	Pray.g_00436	Praf.g_01339
OG0000723	Pray.g_00440	Praf.g_00222
OG0000724	Pray.g_00443	Praf.g_01638
OG0000725	Pray.g_00444	Praf.g_01454
OG0000726	Pray.g_00445	Praf.g_00961
OG0000727	Pray.g_00446	Praf.g_01455
OG0000728	Pray.g_00447	Praf.g_01456
OG0000729	Pray.g_00449	Praf.g_01458
OG0000730	Pray.g_00450	Praf.g_01459
OG0000731	Pray.g_00452	Praf.g_01461
OG0000732	Pray.g_00453	Praf.g_01462
OG0000733	Pray.g_00454	Praf.g_01463
OG0000734	Pray.g_00455	Praf.g_01464
OG0000735	Pray.g_00456	Praf.g_01465
OG0000736	Pray.g_00458	Praf.g_01467
OG0000737	Pray.g_00459	Praf.g_01469
OG0000738	Pray.g_00461	Praf.g_01475
OG0000739	Pray.g_00462	Praf.g_01478
OG0000740	Pray.g_00463	Praf.g_01480
OG0000741	Pray.g_00465	Praf.g_01494
OG0000742	Pray.g_00466	Praf.g_01495
OG0000743	Pray.g_00470	Praf.g_01498
OG0000744	Pray.g_00471	Praf.g_01499
OG0000745	Pray.g_00473	Praf.g_01512
OG0000746	Pray.g_00474	Praf.g_01511
OG0000747	Pray.g_00475	Praf.g_01510
OG0000748	Pray.g_00476	Praf.g_01509
OG0000749	Pray.g_00477	Praf.g_01508
OG0000750	Pray.g_00478	Praf.g_01506
OG0000751	Pray.g_00480	Praf.g_01515
OG0000752	Pray.g_00481	Praf.g_01516
OG0000753	Pray.g_00482	Praf.g_01517
OG0000754	Pray.g_00483	Praf.g_01519
OG0000755	Pray.g_00485	Praf.g_01520
OG0000756	Pray.g_00486	Praf.g_01522
OG0000757	Pray.g_00487	Praf.g_01523
OG0000758	Pray.g_00488	Praf.g_01426
OG0000759	Pray.g_00489	Praf.g_01425
OG0000760	Pray.g_00490	Praf.g_01424
OG0000761	Pray.g_00491	Praf.g_01422
OG0000762	Pray.g_00493	Praf.g_01420
OG0000763	Pray.g_00494	Praf.g_01419
OG0000764	Pray.g_00495	Praf.g_01417
OG0000765	Pray.g_00496	Praf.g_01416
OG0000766	Pray.g_00497	Praf.g_01415
OG0000767	Pray.g_00498	Praf.g_01006
OG0000768	Pray.g_00499	Praf.g_01408
OG0000769	Pray.g_00500	Praf.g_01407
OG0000770	Pray.g_00501	Praf.g_01405
OG0000771	Pray.g_00502	Praf.g_01404
OG0000772	Pray.g_00503	Praf.g_02684
OG0000773	Pray.g_00505	Praf.g_01399
OG0000774	Pray.g_00506	Praf.g_01398
OG0000775	Pray.g_00507	Praf.g_01397
OG0000776	Pray.g_00508	Praf.g_01395
OG0000777	Pray.g_00509	Praf.g_01394
OG0000778	Pray.g_00510	Praf.g_01393
OG0000779	Pray.g_00512	Praf.g_01388
OG0000780	Pray.g_00513	Praf.g_01387
OG0000781	Pray.g_00514	Praf.g_01385
OG0000782	Pray.g_00516	Praf.g_01382
OG0000783	Pray.g_00517	Praf.g_01380
OG0000784	Pray.g_00518	Praf.g_01378
OG0000785	Pray.g_00519	Praf.g_01377
OG0000786	Pray.g_00520	Praf.g_01376
OG0000787	Pray.g_00522	Praf.g_01374
OG0000788	Pray.g_00523	Praf.g_01372
OG0000789	Pray.g_00524	Praf.g_01371
OG0000790	Pray.g_00525	Praf.g_01370
OG0000791	Pray.g_00526	Praf.g_01369
OG0000792	Pray.g_00527	Praf.g_01073
OG0000793	Pray.g_00528	Praf.g_01366
OG0000794	Pray.g_00529	Praf.g_01364
OG0000795	Pray.g_00530	Praf.g_01362
OG0000796	Pray.g_00532	Praf.g_01360
OG0000797	Pray.g_00534	Praf.g_01359
OG0000798	Pray.g_00535	Praf.g_01358
OG0000799	Pray.g_00536	Praf.g_01355
OG0000800	Pray.g_00537	Praf.g_01354
OG0000801	Pray.g_00538	Praf.g_01353
OG0000802	Pray.g_00540	Praf.g_01349
OG0000803	Pray.g_00541	Praf.g_01348
OG0000804	Pray.g_00553	Praf.g_01343
OG0000805	Pray.g_00555	Praf.g_01341
OG0000806	Pray.g_00556	Praf.g_01340
OG0000807	Pray.g_00557	Praf.g_01338
OG0000808	Pray.g_00558	Praf.g_01337
OG0000809	Pray.g_00562	Praf.g_01331
OG0000810	Pray.g_00563	Praf.g_01329
OG0000811	Pray.g_00564	Praf.g_01328
OG0000812	Pray.g_00565	Praf.g_02685
OG0000813	Pray.g_00566	Praf.g_01327
OG0000814	Pray.g_00567	Praf.g_01326
OG0000815	Pray.g_00568	Praf.g_01325
OG0000816	Pray.g_00570	Praf.g_01322
OG0000817	Pray.g_00573	Praf.g_01287
OG0000818	Pray.g_00574	Praf.g_01286
OG0000819	Pray.g_00576	Praf.g_01283
OG0000820	Pray.g_00577	Praf.g_01281
OG0000821	Pray.g_00578	Praf.g_01280
OG0000822	Pray.g_00579	Praf.g_01279
OG0000823	Pray.g_00582	Praf.g_01276
OG0000824	Pray.g_00583	Praf.g_01275
OG0000825	Pray.g_00585	Praf.g_01270
OG0000826	Pray.g_00586	Praf.g_01269
OG0000827	Pray.g_00587	Praf.g_01268
OG0000828	Pray.g_00589	Praf.g_01267
OG0000829	Pray.g_00614	Praf.g_01296
OG0000830	Pray.g_00623	Praf.g_01652
OG0000831	Pray.g_00626	Praf.g_00558
OG0000832	Pray.g_00627	Praf.g_01008
OG0000833	Pray.g_00634	Praf.g_00162
OG0000834	Pray.g_00132	Praf.g_02056
OG0000835	Pray.g_00128	Praf.g_02047
OG0000836	Pray.g_00126	Praf.g_01825
OG0000837	Pray.g_00112	Praf.g_01671
OG0000838	Pray.g_00096	Praf.g_02698
OG0000839	Pray.g_00095	Praf.g_02691
OG0000840	Pray.g_00090	Praf.g_00359
OG0000841	Pray.g_00083	Praf.g_01832
OG0000842	Pray.g_00079	Praf.g_00233
OG0000843	Pray.g_00077	Praf.g_00822
OG0000844	Pray.g_00076	Praf.g_00823
OG0000845	Pray.g_00075	Praf.g_00824
OG0000846	Pray.g_00074	Praf.g_00825
OG0000847	Pray.g_00073	Praf.g_00826
OG0000848	Pray.g_00072	Praf.g_00827
OG0000849	Pray.g_00071	Praf.g_00830
OG0000850	Pray.g_00070	Praf.g_00832
OG0000851	Pray.g_00068	Praf.g_00836
OG0000852	Pray.g_00065	Praf.g_00853
OG0000853	Pray.g_00063	Praf.g_00855
OG0000854	Pray.g_00062	Praf.g_00856
OG0000855	Pray.g_00060	Praf.g_00858
OG0000856	Pray.g_00059	Praf.g_00859
OG0000857	Pray.g_00058	Praf.g_00860
OG0000858	Pray.g_00056	Praf.g_00870
OG0000859	Pray.g_00055	Praf.g_00872
OG0000860	Pray.g_00054	Praf.g_00873
OG0000861	Pray.g_00053	Praf.g_00874
OG0000862	Pray.g_00052	Praf.g_00875
OG0000863	Pray.g_00051	Praf.g_00879
OG0000864	Pray.g_00050	Praf.g_00880
OG0000865	Pray.g_00049	Praf.g_00881
OG0000866	Pray.g_00048	Praf.g_00882
OG0000867	Pray.g_00045	Praf.g_00885
OG0000868	Pray.g_00043	Praf.g_00886
OG0000869	Pray.g_00042	Praf.g_00914
OG0000870	Pray.g_00041	Praf.g_00917
OG0000871	Pray.g_00040	Praf.g_00918
OG0000872	Pray.g_00039	Praf.g_00921
OG0000873	Pray.g_00038	Praf.g_00922
OG0000874	Pray.g_00037	Praf.g_00923
OG0000875	Pray.g_00036	Praf.g_00925
OG0000876	Pray.g_00034	Praf.g_00927
OG0000877	Pray.g_00033	Praf.g_00928
OG0000878	Pray.g_00032	Praf.g_00929
OG0000879	Pray.g_00031	Praf.g_00930
OG0000880	Pray.g_00030	Praf.g_00931
OG0000881	Pray.g_00029	Praf.g_00932
OG0000882	Pray.g_00028	Praf.g_00933
OG0000883	Pray.g_00027	Praf.g_00913
OG0000884	Pray.g_00026	Praf.g_00912
OG0000885	Pray.g_00025	Praf.g_00911
OG0000886	Pray.g_00024	Praf.g_00910
OG0000887	Pray.g_00023	Praf.g_00908
OG0000888	Pray.g_00022	Praf.g_00905
OG0000889	Pray.g_00021	Praf.g_00904
OG0000890	Pray.g_00020	Praf.g_00902
OG0000891	Pray.g_00019	Praf.g_00901
OG0000892	Pray.g_00018	Praf.g_00899
OG0000893	Pray.g_00017	Praf.g_00898
OG0000894	Pray.g_00015	Praf.g_00895
OG0000895	Pray.g_00014	Praf.g_00894
OG0000896	Pray.g_00012	Praf.g_00892
OG0000897	Pray.g_00011	Praf.g_00891
OG0000898	Pray.g_00010	Praf.g_00888
OG0000899	Pray.g_00009	Praf.g_00887
OG0000900	Pray.g_00007	Praf.g_00937
OG0000901	Pray.g_01895	Praf.g_00548
OG0000902	Pray.g_01881	Praf.g_00810
OG0000903	Pray.g_01880	Praf.g_00809
OG0000904	Pray.g_01879	Praf.g_00808
OG0000905	Pray.g_01878	Praf.g_00806
OG0000906	Pray.g_01877	Praf.g_00804
OG0000907	Pray.g_01875	Praf.g_00802
OG0000908	Pray.g_01874	Praf.g_00801
OG0000909	Pray.g_01873	Praf.g_00800
OG0000910	Pray.g_01872	Praf.g_00799
OG0000911	Pray.g_01871	Praf.g_00798
OG0000912	Pray.g_01868	Praf.g_00794
OG0000913	Pray.g_01867	Praf.g_00791
OG0000914	Pray.g_01866	Praf.g_00790
OG0000915	Pray.g_01864	Praf.g_00787
OG0000916	Pray.g_01863	Praf.g_00786
OG0000917	Pray.g_01862	Praf.g_00785
OG0000918	Pray.g_01861	Praf.g_00784
OG0000919	Pray.g_01860	Praf.g_00783
OG0000920	Pray.g_01859	Praf.g_00782
OG0000921	Pray.g_01857	Praf.g_00777
OG0000922	Pray.g_01856	Praf.g_00776
OG0000923	Pray.g_01847	Praf.g_01886
OG0000924	Pray.g_01846	Praf.g_01893
OG0000925	Pray.g_01843	Praf.g_01897
OG0000926	Pray.g_01842	Praf.g_01996
OG0000927	Pray.g_01841	Praf.g_01623
OG0000928	Pray.g_01839	Praf.g_01001
OG0000929	Pray.g_01837	Praf.g_01271
OG0000930	Pray.g_01835	Praf.g_01294
OG0000931	Pray.g_01834	Praf.g_01635
OG0000932	Pray.g_01831	Praf.g_00494
OG0000933	Pray.g_01827	Praf.g_00582
OG0000934	Pray.g_01826	Praf.g_00581
OG0000935	Pray.g_01825	Praf.g_00580
OG0000936	Pray.g_01824	Praf.g_00579
OG0000937	Pray.g_01823	Praf.g_00578
OG0000938	Pray.g_01822	Praf.g_00577
OG0000939	Pray.g_01821	Praf.g_00576
OG0000940	Pray.g_01820	Praf.g_00575
OG0000941	Pray.g_01819	Praf.g_00573
OG0000942	Pray.g_01818	Praf.g_00572
OG0000943	Pray.g_01817	Praf.g_00571
OG0000944	Pray.g_01816	Praf.g_00570
OG0000945	Pray.g_01815	Praf.g_00569
OG0000946	Pray.g_01814	Praf.g_00568
OG0000947	Pray.g_01813	Praf.g_00567
OG0000948	Pray.g_01812	Praf.g_00566
OG0000949	Pray.g_01811	Praf.g_00565
OG0000950	Pray.g_01787	Praf.g_02394
OG0000951	Pray.g_01740	Praf.g_01765
OG0000952	Pray.g_01739	Praf.g_01766
OG0000953	Pray.g_01738	Praf.g_01767
OG0000954	Pray.g_01737	Praf.g_01772
OG0000955	Pray.g_01736	Praf.g_01773
OG0000956	Pray.g_01734	Praf.g_01779
OG0000957	Pray.g_01733	Praf.g_01781
OG0000958	Pray.g_01732	Praf.g_01782
OG0000959	Pray.g_01731	Praf.g_01783
OG0000960	Pray.g_01730	Praf.g_01784
OG0000961	Pray.g_01729	Praf.g_01785
OG0000962	Pray.g_01728	Praf.g_01787
OG0000963	Pray.g_01727	Praf.g_01788
OG0000964	Pray.g_01726	Praf.g_01790
OG0000965	Pray.g_01724	Praf.g_01792
OG0000966	Pray.g_01723	Praf.g_01793
OG0000967	Pray.g_01720	Praf.g_01796
OG0000968	Pray.g_01719	Praf.g_01801
OG0000969	Pray.g_01718	Praf.g_01802
OG0000970	Pray.g_01717	Praf.g_01803
OG0000971	Pray.g_01716	Praf.g_01804
OG0000972	Pray.g_01715	Praf.g_01805
OG0000973	Pray.g_01713	Praf.g_01807
OG0000974	Pray.g_01712	Praf.g_01808
OG0000975	Pray.g_01711	Praf.g_01809
OG0000976	Pray.g_01710	Praf.g_01810
OG0000977	Pray.g_01709	Praf.g_01817
OG0000978	Pray.g_01708	Praf.g_01818
OG0000979	Pray.g_01707	Praf.g_01819
OG0000980	Pray.g_01706	Praf.g_01820
OG0000981	Pray.g_01705	Praf.g_01822
OG0000982	Pray.g_01704	Praf.g_01823
OG0000983	Pray.g_01703	Praf.g_01824
OG0000984	Pray.g_01699	Praf.g_01831
OG0000985	Pray.g_01698	Praf.g_01833
OG0000986	Pray.g_01697	Praf.g_01834
OG0000987	Pray.g_01695	Praf.g_01837
OG0000988	Pray.g_01694	Praf.g_01838
OG0000989	Pray.g_01693	Praf.g_01839
OG0000990	Pray.g_01692	Praf.g_01840
OG0000991	Pray.g_01691	Praf.g_01841
OG0000992	Pray.g_01690	Praf.g_01842
OG0000993	Pray.g_01689	Praf.g_01843
OG0000994	Pray.g_01688	Praf.g_01844
OG0000995	Pray.g_01687	Praf.g_01845
OG0000996	Pray.g_01686	Praf.g_01846
OG0000997	Pray.g_01684	Praf.g_01849
OG0000998	Pray.g_01681	Praf.g_00956
OG0000999	Pray.g_01679	Praf.g_00554
OG0001000	Pray.g_01678	Praf.g_00542
OG0001001	Pray.g_01677	Praf.g_00540
OG0001002	Pray.g_01675	Praf.g_00538
OG0001003	Pray.g_01674	Praf.g_00537
OG0001004	Pray.g_01673	Praf.g_01653
OG0001005	Pray.g_01672	Praf.g_00536
OG0001006	Pray.g_01670	Praf.g_00534
OG0001007	Pray.g_01669	Praf.g_00533
OG0001008	Pray.g_01668	Praf.g_00532
OG0001009	Pray.g_01667	Praf.g_00530
OG0001010	Pray.g_01666	Praf.g_00529
OG0001011	Pray.g_01665	Praf.g_00526
OG0001012	Pray.g_01664	Praf.g_00525
OG0001013	Pray.g_01663	Praf.g_00524
OG0001014	Pray.g_01662	Praf.g_00523
OG0001015	Pray.g_01661	Praf.g_00522
OG0001016	Pray.g_01660	Praf.g_00521
OG0001017	Pray.g_01659	Praf.g_00520
OG0001018	Pray.g_01658	Praf.g_00518
OG0001019	Pray.g_01657	Praf.g_00517
OG0001020	Pray.g_01656	Praf.g_00516
OG0001021	Pray.g_01655	Praf.g_00515
OG0001022	Pray.g_01654	Praf.g_00513
OG0001023	Pray.g_01653	Praf.g_00512
OG0001024	Pray.g_01651	Praf.g_00511
OG0001025	Pray.g_01650	Praf.g_00508
OG0001026	Pray.g_01649	Praf.g_00507
OG0001027	Pray.g_01648	Praf.g_00370
OG0001028	Pray.g_01647	Praf.g_00504
OG0001029	Pray.g_01646	Praf.g_00503
OG0001030	Pray.g_01643	Praf.g_00500
OG0001031	Pray.g_01642	Praf.g_00499
OG0001032	Pray.g_01634	Praf.g_01650
OG0001033	Pray.g_01627	Praf.g_01677
OG0001034	Pray.g_01600	Praf.g_01546
OG0001035	Pray.g_01565	Praf.g_00490
OG0001036	Pray.g_01564	Praf.g_00489
OG0001037	Pray.g_01558	Praf.g_00479
OG0001038	Pray.g_01557	Praf.g_00478
OG0001039	Pray.g_01556	Praf.g_00477
OG0001040	Pray.g_01555	Praf.g_00475
OG0001041	Pray.g_01553	Praf.g_00472
OG0001042	Pray.g_01552	Praf.g_00471
OG0001043	Pray.g_01551	Praf.g_00470
OG0001044	Pray.g_01550	Praf.g_00469
OG0001045	Pray.g_01549	Praf.g_00468
OG0001046	Pray.g_01548	Praf.g_00466
OG0001047	Pray.g_01547	Praf.g_00465
OG0001048	Pray.g_01545	Praf.g_00464
OG0001049	Pray.g_01544	Praf.g_00463
OG0001050	Pray.g_01543	Praf.g_00462
OG0001051	Pray.g_01542	Praf.g_00461
OG0001052	Pray.g_01541	Praf.g_00460
OG0001053	Pray.g_01540	Praf.g_00459
OG0001054	Pray.g_01539	Praf.g_00458
OG0001055	Pray.g_01538	Praf.g_00457
OG0001056	Pray.g_01537	Praf.g_00455
OG0001057	Pray.g_01535	Praf.g_00453
OG0001058	Pray.g_01534	Praf.g_00452
OG0001059	Pray.g_01533	Praf.g_00450
OG0001060	Pray.g_01532	Praf.g_00449
OG0001061	Pray.g_01531	Praf.g_00448
OG0001062	Pray.g_01530	Praf.g_00447
OG0001063	Pray.g_01529	Praf.g_00446
OG0001064	Pray.g_01528	Praf.g_00444
OG0001065	Pray.g_01527	Praf.g_00443
OG0001066	Pray.g_01526	Praf.g_00442
OG0001067	Pray.g_01525	Praf.g_00441
OG0001068	Pray.g_01524	Praf.g_00440
OG0001069	Pray.g_01521	Praf.g_00435
OG0001070	Pray.g_01519	Praf.g_00433
OG0001071	Pray.g_01518	Praf.g_00432
OG0001072	Pray.g_01517	Praf.g_00431
OG0001073	Pray.g_01516	Praf.g_00430
OG0001074	Pray.g_01515	Praf.g_00429
OG0001075	Pray.g_01513	Praf.g_00427
OG0001076	Pray.g_01512	Praf.g_00425
OG0001077	Pray.g_01511	Praf.g_00424
OG0001078	Pray.g_01510	Praf.g_00423
OG0001079	Pray.g_01509	Praf.g_00422
OG0001080	Pray.g_01508	Praf.g_00421
OG0001081	Pray.g_01507	Praf.g_00420
OG0001082	Pray.g_01506	Praf.g_00419
OG0001083	Pray.g_01505	Praf.g_00418
OG0001084	Pray.g_01504	Praf.g_00405
OG0001085	Pray.g_01503	Praf.g_00404
OG0001086	Pray.g_01234	Praf.g_02202
OG0001087	Pray.g_01235	Praf.g_02200
OG0001088	Pray.g_01236	Praf.g_02199
OG0001089	Pray.g_01238	Praf.g_02196
OG0001090	Pray.g_01239	Praf.g_02195
OG0001091	Pray.g_01240	Praf.g_02194
OG0001092	Pray.g_01241	Praf.g_02193
OG0001093	Pray.g_01242	Praf.g_02192
OG0001094	Pray.g_01243	Praf.g_02191
OG0001095	Pray.g_01244	Praf.g_02190
OG0001096	Pray.g_01245	Praf.g_02189
OG0001097	Pray.g_01246	Praf.g_02188
OG0001098	Pray.g_01247	Praf.g_02187
OG0001099	Pray.g_01248	Praf.g_02185
OG0001100	Pray.g_01249	Praf.g_02184
OG0001101	Pray.g_01250	Praf.g_02183
OG0001102	Pray.g_01253	Praf.g_02170
OG0001103	Pray.g_01254	Praf.g_02171
OG0001104	Pray.g_01255	Praf.g_02175
OG0001105	Pray.g_01257	Praf.g_02173
OG0001106	Pray.g_01259	Praf.g_02176
OG0001107	Pray.g_01260	Praf.g_02177
OG0001108	Pray.g_01261	Praf.g_02179
OG0001109	Pray.g_01264	Praf.g_02163
OG0001110	Pray.g_01266	Praf.g_02161
OG0001111	Pray.g_01267	Praf.g_02160
OG0001112	Pray.g_01268	Praf.g_02159
OG0001113	Pray.g_01269	Praf.g_02158
OG0001114	Pray.g_01270	Praf.g_02157
OG0001115	Pray.g_01271	Praf.g_02156
OG0001116	Pray.g_01272	Praf.g_02155
OG0001117	Pray.g_01273	Praf.g_02154
OG0001118	Pray.g_01274	Praf.g_02153
OG0001119	Pray.g_01275	Praf.g_02152
OG0001120	Pray.g_01276	Praf.g_02151
OG0001121	Pray.g_01277	Praf.g_02150
OG0001122	Pray.g_01278	Praf.g_02149
OG0001123	Pray.g_01279	Praf.g_02148
OG0001124	Pray.g_01280	Praf.g_02147
OG0001125	Pray.g_01281	Praf.g_02146
OG0001126	Pray.g_01282	Praf.g_02145
OG0001127	Pray.g_01283	Praf.g_02144
OG0001128	Pray.g_01284	Praf.g_02143
OG0001129	Pray.g_01285	Praf.g_02142
OG0001130	Pray.g_01286	Praf.g_02141
OG0001131	Pray.g_01287	Praf.g_02140
OG0001132	Pray.g_01288	Praf.g_02139
OG0001133	Pray.g_01289	Praf.g_02138
OG0001134	Pray.g_01290	Praf.g_02137
OG0001135	Pray.g_01291	Praf.g_02136
OG0001136	Pray.g_01292	Praf.g_02135
OG0001137	Pray.g_01293	Praf.g_02134
OG0001138	Pray.g_01294	Praf.g_02133
OG0001139	Pray.g_01295	Praf.g_02132
OG0001140	Pray.g_01296	Praf.g_02131
OG0001141	Pray.g_01298	Praf.g_02128
OG0001142	Pray.g_01299	Praf.g_02127
OG0001143	Pray.g_01300	Praf.g_02126
OG0001144	Pray.g_01302	Praf.g_02124
OG0001145	Pray.g_01304	Praf.g_02122
OG0001146	Pray.g_01305	Praf.g_02121
OG0001147	Pray.g_01307	Praf.g_02118
OG0001148	Pray.g_01308	Praf.g_02117
OG0001149	Pray.g_01309	Praf.g_02112
OG0001150	Pray.g_01312	Praf.g_02109
OG0001151	Pray.g_01313	Praf.g_02108
OG0001152	Pray.g_01314	Praf.g_02107
OG0001153	Pray.g_01315	Praf.g_02106
OG0001154	Pray.g_01316	Praf.g_02105
OG0001155	Pray.g_01317	Praf.g_02104
OG0001156	Pray.g_01318	Praf.g_02103
OG0001157	Pray.g_01320	Praf.g_02101
OG0001158	Pray.g_01321	Praf.g_02099
OG0001159	Pray.g_01322	Praf.g_02097
OG0001160	Pray.g_01323	Praf.g_02096
OG0001161	Pray.g_01327	Praf.g_02082
OG0001162	Pray.g_01328	Praf.g_02081
OG0001163	Pray.g_01329	Praf.g_02079
OG0001164	Pray.g_01330	Praf.g_02078
OG0001165	Pray.g_01331	Praf.g_02077
OG0001166	Pray.g_01332	Praf.g_02076
OG0001167	Pray.g_01333	Praf.g_02075
OG0001168	Pray.g_01335	Praf.g_02372
