Orthogroup	Pray	Prbb
OG0000544	Pray.g_01170	Prbb.g_00594
OG0000545	Pray.g_01169	Prbb.g_00593
OG0000546	Pray.g_01168	Prbb.g_00595
OG0000547	Pray.g_01167	Prbb.g_00596
OG0000548	Pray.g_01166	Prbb.g_00597
OG0000549	Pray.g_01164	Prbb.g_00599
OG0000550	Pray.g_01163	Prbb.g_00600
OG0000551	Pray.g_01162	Prbb.g_00601
OG0000552	Pray.g_01161	Prbb.g_00602
OG0000553	Pray.g_01160	Prbb.g_00603
OG0000554	Pray.g_01159	Prbb.g_00604
OG0000555	Pray.g_01158	Prbb.g_00606
OG0000556	Pray.g_01157	Prbb.g_00607
OG0000557	Pray.g_01156	Prbb.g_00608
OG0000558	Pray.g_01155	Prbb.g_00609
OG0000559	Pray.g_01154	Prbb.g_00610
OG0000560	Pray.g_01153	Prbb.g_00611
OG0000561	Pray.g_01152	Prbb.g_00612
OG0000562	Pray.g_01151	Prbb.g_00613
OG0000563	Pray.g_01150	Prbb.g_00614
OG0000564	Pray.g_01149	Prbb.g_00615
OG0000565	Pray.g_01148	Prbb.g_00616
OG0000566	Pray.g_01147	Prbb.g_00617
OG0000567	Pray.g_01146	Prbb.g_00618
OG0000568	Pray.g_01145	Prbb.g_00619
OG0000569	Pray.g_01142	Prbb.g_00622
OG0000570	Pray.g_01141	Prbb.g_00623
OG0000571	Pray.g_01139	Prbb.g_00624
OG0000572	Pray.g_01138	Prbb.g_00626
OG0000573	Pray.g_01137	Prbb.g_00627
OG0000574	Pray.g_01136	Prbb.g_00628
OG0000575	Pray.g_01135	Prbb.g_00629
OG0000576	Pray.g_01134	Prbb.g_00630
OG0000577	Pray.g_01133	Prbb.g_00631
OG0000578	Pray.g_01132	Prbb.g_00632
OG0000579	Pray.g_01131	Prbb.g_00633
OG0000580	Pray.g_01130	Prbb.g_00634
OG0000581	Pray.g_01129	Prbb.g_00635
OG0000582	Pray.g_01128	Prbb.g_00636
OG0000583	Pray.g_01127	Prbb.g_00637
OG0000584	Pray.g_01125	Prbb.g_00639
OG0000585	Pray.g_01124	Prbb.g_00640
OG0000586	Pray.g_01123	Prbb.g_00641
OG0000587	Pray.g_01122	Prbb.g_00642
OG0000588	Pray.g_01121	Prbb.g_00643
OG0000589	Pray.g_01120	Prbb.g_00644
OG0000590	Pray.g_01119	Prbb.g_00645
OG0000591	Pray.g_01118	Prbb.g_00646
OG0000592	Pray.g_01117	Prbb.g_00647
OG0000593	Pray.g_01116	Prbb.g_00648
OG0000594	Pray.g_01115	Prbb.g_00649
OG0000595	Pray.g_01114	Prbb.g_00650
OG0000596	Pray.g_01113	Prbb.g_00651
OG0000597	Pray.g_01109	Prbb.g_00655
OG0000598	Pray.g_01108	Prbb.g_00656
OG0000599	Pray.g_01107	Prbb.g_00657
OG0000600	Pray.g_01106	Prbb.g_00658
OG0000601	Pray.g_01105	Prbb.g_00659
OG0000602	Pray.g_01104	Prbb.g_00660
OG0000603	Pray.g_01103	Prbb.g_00661
OG0000604	Pray.g_01102	Prbb.g_00662
OG0000605	Pray.g_01101	Prbb.g_00664
OG0000606	Pray.g_01100	Prbb.g_00665
OG0000607	Pray.g_01099	Prbb.g_00667
OG0000608	Pray.g_01098	Prbb.g_00668
OG0000609	Pray.g_01096	Prbb.g_00670
OG0000610	Pray.g_01095	Prbb.g_00671
OG0000611	Pray.g_01093	Prbb.g_00674
OG0000612	Pray.g_01092	Prbb.g_00675
OG0000613	Pray.g_01090	Prbb.g_00677
OG0000614	Pray.g_01084	Prbb.g_00684
OG0000615	Pray.g_01083	Prbb.g_00685
OG0000616	Pray.g_01082	Prbb.g_00686
OG0000617	Pray.g_01080	Prbb.g_00689
OG0000618	Pray.g_01079	Prbb.g_00690
OG0000619	Pray.g_01078	Prbb.g_00691
OG0000620	Pray.g_01076	Prbb.g_00693
OG0000621	Pray.g_01075	Prbb.g_00694
OG0000622	Pray.g_01074	Prbb.g_00695
OG0000623	Pray.g_01073	Prbb.g_00696
OG0000624	Pray.g_01071	Prbb.g_00700
OG0000625	Pray.g_01070	Prbb.g_00701
OG0000626	Pray.g_01069	Prbb.g_00702
OG0000627	Pray.g_01068	Prbb.g_01450
OG0000628	Pray.g_01067	Prbb.g_00703
OG0000629	Pray.g_01066	Prbb.g_00705
OG0000630	Pray.g_01064	Prbb.g_00707
OG0000631	Pray.g_01063	Prbb.g_00708
OG0000632	Pray.g_01059	Prbb.g_02176
OG0000633	Pray.g_01058	Prbb.g_01260
OG0000634	Pray.g_01039	Prbb.g_00714
OG0000635	Pray.g_01037	Prbb.g_00716
OG0000636	Pray.g_01036	Prbb.g_00717
OG0000637	Pray.g_01034	Prbb.g_00719
OG0000638	Pray.g_01033	Prbb.g_00720
OG0000639	Pray.g_01032	Prbb.g_00721
OG0000640	Pray.g_01031	Prbb.g_00722
OG0000641	Pray.g_01030	Prbb.g_00723
OG0000642	Pray.g_01029	Prbb.g_00724
OG0000643	Pray.g_01028	Prbb.g_00725
OG0000644	Pray.g_01026	Prbb.g_00727
OG0000645	Pray.g_01025	Prbb.g_00729
OG0000646	Pray.g_00269	Prbb.g_00730
OG0000647	Pray.g_00270	Prbb.g_00731
OG0000648	Pray.g_00271	Prbb.g_00733
OG0000649	Pray.g_00272	Prbb.g_00734
OG0000650	Pray.g_00273	Prbb.g_00735
OG0000651	Pray.g_00274	Prbb.g_00736
OG0000652	Pray.g_00276	Prbb.g_00738
OG0000653	Pray.g_00291	Prbb.g_00086
OG0000654	Pray.g_00293	Prbb.g_00108
OG0000655	Pray.g_00302	Prbb.g_01452
OG0000656	Pray.g_00306	Prbb.g_01099
OG0000657	Pray.g_00313	Prbb.g_00983
OG0000658	Pray.g_00314	Prbb.g_00982
OG0000659	Pray.g_00315	Prbb.g_00981
OG0000660	Pray.g_00326	Prbb.g_00389
OG0000661	Pray.g_00335	Prbb.g_00958
OG0000662	Pray.g_00337	Prbb.g_00960
OG0000663	Pray.g_00339	Prbb.g_00962
OG0000664	Pray.g_00340	Prbb.g_00963
OG0000665	Pray.g_00341	Prbb.g_00964
OG0000666	Pray.g_00342	Prbb.g_00777
OG0000667	Pray.g_00343	Prbb.g_00778
OG0000668	Pray.g_00344	Prbb.g_00779
OG0000669	Pray.g_00345	Prbb.g_00780
OG0000670	Pray.g_00347	Prbb.g_00782
OG0000671	Pray.g_00348	Prbb.g_00783
OG0000672	Pray.g_00349	Prbb.g_00784
OG0000673	Pray.g_00350	Prbb.g_00785
OG0000674	Pray.g_00351	Prbb.g_00786
OG0000675	Pray.g_00352	Prbb.g_00787
OG0000676	Pray.g_00354	Prbb.g_00789
OG0000677	Pray.g_00356	Prbb.g_00791
OG0000678	Pray.g_00357	Prbb.g_00792
OG0000679	Pray.g_00358	Prbb.g_00793
OG0000680	Pray.g_00359	Prbb.g_00794
OG0000681	Pray.g_00360	Prbb.g_00795
OG0000682	Pray.g_00361	Prbb.g_00796
OG0000683	Pray.g_00362	Prbb.g_00798
OG0000684	Pray.g_00363	Prbb.g_00800
OG0000685	Pray.g_00364	Prbb.g_00801
OG0000686	Pray.g_00365	Prbb.g_00802
OG0000687	Pray.g_00366	Prbb.g_00803
OG0000688	Pray.g_00367	Prbb.g_00804
OG0000689	Pray.g_00368	Prbb.g_00805
OG0000690	Pray.g_00369	Prbb.g_00806
OG0000691	Pray.g_00371	Prbb.g_00808
OG0000692	Pray.g_00372	Prbb.g_00809
OG0000693	Pray.g_00373	Prbb.g_00810
OG0000694	Pray.g_00374	Prbb.g_00811
OG0000695	Pray.g_00375	Prbb.g_00812
OG0000696	Pray.g_00376	Prbb.g_00813
OG0000697	Pray.g_00378	Prbb.g_00814
OG0000698	Pray.g_00379	Prbb.g_00815
OG0000699	Pray.g_00383	Prbb.g_00818
OG0000700	Pray.g_00384	Prbb.g_00819
OG0000701	Pray.g_00385	Prbb.g_00821
OG0000702	Pray.g_00386	Prbb.g_00822
OG0000703	Pray.g_00387	Prbb.g_00823
OG0000704	Pray.g_00388	Prbb.g_00824
OG0000705	Pray.g_00390	Prbb.g_00827
OG0000706	Pray.g_00391	Prbb.g_00828
OG0000707	Pray.g_00392	Prbb.g_00829
OG0000708	Pray.g_00393	Prbb.g_00830
OG0000709	Pray.g_00394	Prbb.g_00831
OG0000710	Pray.g_00395	Prbb.g_00832
OG0000711	Pray.g_00396	Prbb.g_00833
OG0000712	Pray.g_00397	Prbb.g_00834
OG0000713	Pray.g_00398	Prbb.g_00835
OG0000714	Pray.g_00400	Prbb.g_00837
OG0000715	Pray.g_00401	Prbb.g_00838
OG0000716	Pray.g_00402	Prbb.g_00839
OG0000717	Pray.g_00403	Prbb.g_00840
OG0000718	Pray.g_00404	Prbb.g_00841
OG0000719	Pray.g_00406	Prbb.g_00843
OG0000720	Pray.g_00408	Prbb.g_00847
OG0000721	Pray.g_00409	Prbb.g_00848
OG0000722	Pray.g_00436	Prbb.g_00914
OG0000723	Pray.g_00440	Prbb.g_00917
OG0000724	Pray.g_00443	Prbb.g_00922
OG0000725	Pray.g_00444	Prbb.g_00924
OG0000726	Pray.g_00445	Prbb.g_00925
OG0000727	Pray.g_00446	Prbb.g_00926
OG0000728	Pray.g_00447	Prbb.g_00927
OG0000729	Pray.g_00449	Prbb.g_00929
OG0000730	Pray.g_00450	Prbb.g_00930
OG0000731	Pray.g_00452	Prbb.g_00932
OG0000732	Pray.g_00453	Prbb.g_00933
OG0000733	Pray.g_00454	Prbb.g_00934
OG0000734	Pray.g_00455	Prbb.g_00935
OG0000735	Pray.g_00456	Prbb.g_00936
OG0000736	Pray.g_00458	Prbb.g_00938
OG0000737	Pray.g_00459	Prbb.g_00939
OG0000738	Pray.g_00461	Prbb.g_00942
OG0000739	Pray.g_00462	Prbb.g_00943
OG0000740	Pray.g_00463	Prbb.g_00944
OG0000741	Pray.g_00465	Prbb.g_00946
OG0000742	Pray.g_00466	Prbb.g_00947
OG0000743	Pray.g_00470	Prbb.g_00951
OG0000744	Pray.g_00471	Prbb.g_00952
OG0000745	Pray.g_00473	Prbb.g_00762
OG0000746	Pray.g_00474	Prbb.g_00763
OG0000747	Pray.g_00475	Prbb.g_00764
OG0000748	Pray.g_00476	Prbb.g_00765
OG0000749	Pray.g_00477	Prbb.g_00766
OG0000750	Pray.g_00478	Prbb.g_00767
OG0000751	Pray.g_00480	Prbb.g_00769
OG0000752	Pray.g_00481	Prbb.g_00770
OG0000753	Pray.g_00482	Prbb.g_00771
OG0000754	Pray.g_00483	Prbb.g_00772
OG0000755	Pray.g_00485	Prbb.g_00774
OG0000756	Pray.g_00486	Prbb.g_00775
OG0000757	Pray.g_00487	Prbb.g_00776
OG0000758	Pray.g_00488	Prbb.g_00965
OG0000759	Pray.g_00489	Prbb.g_00966
OG0000760	Pray.g_00490	Prbb.g_00967
OG0000761	Pray.g_00491	Prbb.g_00968
OG0000762	Pray.g_00493	Prbb.g_00970
OG0000763	Pray.g_00494	Prbb.g_00971
OG0000764	Pray.g_00495	Prbb.g_00972
OG0000765	Pray.g_00496	Prbb.g_00973
OG0000766	Pray.g_00497	Prbb.g_00974
OG0000767	Pray.g_00498	Prbb.g_00975
OG0000768	Pray.g_00499	Prbb.g_00976
OG0000769	Pray.g_00500	Prbb.g_00977
OG0000770	Pray.g_00501	Prbb.g_00978
OG0000771	Pray.g_00502	Prbb.g_00979
OG0000772	Pray.g_00503	Prbb.g_00893
OG0000773	Pray.g_00505	Prbb.g_00984
OG0000774	Pray.g_00506	Prbb.g_00985
OG0000775	Pray.g_00507	Prbb.g_00986
OG0000776	Pray.g_00508	Prbb.g_00988
OG0000777	Pray.g_00509	Prbb.g_00989
OG0000778	Pray.g_00510	Prbb.g_00990
OG0000779	Pray.g_00512	Prbb.g_00992
OG0000780	Pray.g_00513	Prbb.g_00993
OG0000781	Pray.g_00514	Prbb.g_00994
OG0000782	Pray.g_00516	Prbb.g_00996
OG0000783	Pray.g_00517	Prbb.g_00997
OG0000784	Pray.g_00518	Prbb.g_00998
OG0000785	Pray.g_00519	Prbb.g_00999
OG0000786	Pray.g_00520	Prbb.g_01000
OG0000787	Pray.g_00522	Prbb.g_01002
OG0000788	Pray.g_00523	Prbb.g_01003
OG0000789	Pray.g_00524	Prbb.g_01004
OG0000790	Pray.g_00525	Prbb.g_01005
OG0000791	Pray.g_00526	Prbb.g_01006
OG0000792	Pray.g_00527	Prbb.g_00101
OG0000793	Pray.g_00528	Prbb.g_01007
OG0000794	Pray.g_00529	Prbb.g_01008
OG0000795	Pray.g_00530	Prbb.g_01009
OG0000796	Pray.g_00532	Prbb.g_01010
OG0000797	Pray.g_00534	Prbb.g_01012
OG0000798	Pray.g_00535	Prbb.g_01013
OG0000799	Pray.g_00536	Prbb.g_01014
OG0000800	Pray.g_00537	Prbb.g_01015
OG0000801	Pray.g_00538	Prbb.g_01016
OG0000802	Pray.g_00540	Prbb.g_01017
OG0000803	Pray.g_00541	Prbb.g_01018
OG0000804	Pray.g_00553	Prbb.g_01036
OG0000805	Pray.g_00555	Prbb.g_01037
OG0000806	Pray.g_00556	Prbb.g_01038
OG0000807	Pray.g_00557	Prbb.g_01039
OG0000808	Pray.g_00558	Prbb.g_01040
OG0000809	Pray.g_00562	Prbb.g_01045
OG0000810	Pray.g_00563	Prbb.g_01047
OG0000811	Pray.g_00564	Prbb.g_01048
OG0000812	Pray.g_00565	Prbb.g_00892
OG0000813	Pray.g_00566	Prbb.g_01049
OG0000814	Pray.g_00567	Prbb.g_01050
OG0000815	Pray.g_00568	Prbb.g_01051
OG0000816	Pray.g_00570	Prbb.g_01054
OG0000817	Pray.g_00573	Prbb.g_01058
OG0000818	Pray.g_00574	Prbb.g_01059
OG0000819	Pray.g_00576	Prbb.g_01062
OG0000820	Pray.g_00577	Prbb.g_01063
OG0000821	Pray.g_00578	Prbb.g_01064
OG0000822	Pray.g_00579	Prbb.g_01065
OG0000823	Pray.g_00582	Prbb.g_01068
OG0000824	Pray.g_00583	Prbb.g_01069
OG0000825	Pray.g_00585	Prbb.g_00891
OG0000826	Pray.g_00586	Prbb.g_00890
OG0000827	Pray.g_00587	Prbb.g_00889
OG0000828	Pray.g_00589	Prbb.g_00887
OG0000829	Pray.g_00614	Prbb.g_00897
OG0000830	Pray.g_00623	Prbb.g_01108
OG0000831	Pray.g_00626	Prbb.g_01090
OG0000832	Pray.g_00627	Prbb.g_01783
OG0000833	Pray.g_00634	Prbb.g_02071
OG0000834	Pray.g_00132	Prbb.g_00392
OG0000835	Pray.g_00128	Prbb.g_00400
OG0000836	Pray.g_00126	Prbb.g_01780
OG0000837	Pray.g_00112	Prbb.g_01085
OG0000838	Pray.g_00096	Prbb.g_01888
OG0000839	Pray.g_00095	Prbb.g_01889
OG0000840	Pray.g_00090	Prbb.g_01126
OG0000841	Pray.g_00083	Prbb.g_01539
OG0000842	Pray.g_00079	Prbb.g_01533
OG0000843	Pray.g_00077	Prbb.g_01531
OG0000844	Pray.g_00076	Prbb.g_01530
OG0000845	Pray.g_00075	Prbb.g_01529
OG0000846	Pray.g_00074	Prbb.g_01528
OG0000847	Pray.g_00073	Prbb.g_01527
OG0000848	Pray.g_00072	Prbb.g_01526
OG0000849	Pray.g_00071	Prbb.g_01525
OG0000850	Pray.g_00070	Prbb.g_01524
OG0000851	Pray.g_00068	Prbb.g_01521
OG0000852	Pray.g_00065	Prbb.g_01518
OG0000853	Pray.g_00063	Prbb.g_01516
OG0000854	Pray.g_00062	Prbb.g_01515
OG0000855	Pray.g_00060	Prbb.g_01513
OG0000856	Pray.g_00059	Prbb.g_01512
OG0000857	Pray.g_00058	Prbb.g_01511
OG0000858	Pray.g_00056	Prbb.g_01508
OG0000859	Pray.g_00055	Prbb.g_01507
OG0000860	Pray.g_00054	Prbb.g_01506
OG0000861	Pray.g_00053	Prbb.g_01505
OG0000862	Pray.g_00052	Prbb.g_01504
OG0000863	Pray.g_00051	Prbb.g_01502
OG0000864	Pray.g_00050	Prbb.g_01501
OG0000865	Pray.g_00049	Prbb.g_01500
OG0000866	Pray.g_00048	Prbb.g_01499
OG0000867	Pray.g_00045	Prbb.g_01497
OG0000868	Pray.g_00043	Prbb.g_01495
OG0000869	Pray.g_00042	Prbb.g_01493
OG0000870	Pray.g_00041	Prbb.g_01491
OG0000871	Pray.g_00040	Prbb.g_01490
OG0000872	Pray.g_00039	Prbb.g_01488
OG0000873	Pray.g_00038	Prbb.g_01487
OG0000874	Pray.g_00037	Prbb.g_01486
OG0000875	Pray.g_00036	Prbb.g_01484
OG0000876	Pray.g_00034	Prbb.g_01482
OG0000877	Pray.g_00033	Prbb.g_01481
OG0000878	Pray.g_00032	Prbb.g_01480
OG0000879	Pray.g_00031	Prbb.g_01479
OG0000880	Pray.g_00030	Prbb.g_01478
OG0000881	Pray.g_00029	Prbb.g_01477
OG0000882	Pray.g_00028	Prbb.g_01476
OG0000883	Pray.g_00027	Prbb.g_01475
OG0000884	Pray.g_00026	Prbb.g_01474
OG0000885	Pray.g_00025	Prbb.g_01473
OG0000886	Pray.g_00024	Prbb.g_01472
OG0000887	Pray.g_00023	Prbb.g_01471
OG0000888	Pray.g_00022	Prbb.g_01470
OG0000889	Pray.g_00021	Prbb.g_01469
OG0000890	Pray.g_00020	Prbb.g_01468
OG0000891	Pray.g_00019	Prbb.g_01467
OG0000892	Pray.g_00018	Prbb.g_01465
OG0000893	Pray.g_00017	Prbb.g_01464
OG0000894	Pray.g_00015	Prbb.g_01463
OG0000895	Pray.g_00014	Prbb.g_01462
OG0000896	Pray.g_00012	Prbb.g_01461
OG0000897	Pray.g_00011	Prbb.g_01460
OG0000898	Pray.g_00010	Prbb.g_01459
OG0000899	Pray.g_00009	Prbb.g_01458
OG0000900	Pray.g_00007	Prbb.g_01457
OG0000901	Pray.g_01895	Prbb.g_01291
OG0000902	Pray.g_01881	Prbb.g_01575
OG0000903	Pray.g_01880	Prbb.g_01576
OG0000904	Pray.g_01879	Prbb.g_01577
OG0000905	Pray.g_01878	Prbb.g_01578
OG0000906	Pray.g_01877	Prbb.g_01580
OG0000907	Pray.g_01875	Prbb.g_01581
OG0000908	Pray.g_01874	Prbb.g_01582
OG0000909	Pray.g_01873	Prbb.g_01583
OG0000910	Pray.g_01872	Prbb.g_01584
OG0000911	Pray.g_01871	Prbb.g_01585
OG0000912	Pray.g_01868	Prbb.g_01588
OG0000913	Pray.g_01867	Prbb.g_01589
OG0000914	Pray.g_01866	Prbb.g_01590
OG0000915	Pray.g_01864	Prbb.g_01592
OG0000916	Pray.g_01863	Prbb.g_01593
OG0000917	Pray.g_01862	Prbb.g_01594
OG0000918	Pray.g_01861	Prbb.g_01595
OG0000919	Pray.g_01860	Prbb.g_01596
OG0000920	Pray.g_01859	Prbb.g_01597
OG0000921	Pray.g_01857	Prbb.g_01600
OG0000922	Pray.g_01856	Prbb.g_01601
OG0000923	Pray.g_01847	Prbb.g_01608
OG0000924	Pray.g_01846	Prbb.g_01609
OG0000925	Pray.g_01843	Prbb.g_01612
OG0000926	Pray.g_01842	Prbb.g_00746
OG0000927	Pray.g_01841	Prbb.g_01541
OG0000928	Pray.g_01839	Prbb.g_01057
OG0000929	Pray.g_01837	Prbb.g_01789
OG0000930	Pray.g_01835	Prbb.g_01637
OG0000931	Pray.g_01834	Prbb.g_00845
OG0000932	Pray.g_01831	Prbb.g_01201
OG0000933	Pray.g_01827	Prbb.g_01641
OG0000934	Pray.g_01826	Prbb.g_01642
OG0000935	Pray.g_01825	Prbb.g_01643
OG0000936	Pray.g_01824	Prbb.g_01644
OG0000937	Pray.g_01823	Prbb.g_01645
OG0000938	Pray.g_01822	Prbb.g_01646
OG0000939	Pray.g_01821	Prbb.g_01647
OG0000940	Pray.g_01820	Prbb.g_01648
OG0000941	Pray.g_01819	Prbb.g_01649
OG0000942	Pray.g_01818	Prbb.g_01650
OG0000943	Pray.g_01817	Prbb.g_01651
OG0000944	Pray.g_01816	Prbb.g_01652
OG0000945	Pray.g_01815	Prbb.g_01653
OG0000946	Pray.g_01814	Prbb.g_01654
OG0000947	Pray.g_01813	Prbb.g_01655
OG0000948	Pray.g_01812	Prbb.g_01656
OG0000949	Pray.g_01811	Prbb.g_01657
OG0000950	Pray.g_01787	Prbb.g_02044
OG0000951	Pray.g_01740	Prbb.g_01668
OG0000952	Pray.g_01739	Prbb.g_01669
OG0000953	Pray.g_01738	Prbb.g_01670
OG0000954	Pray.g_01737	Prbb.g_01671
OG0000955	Pray.g_01736	Prbb.g_01672
OG0000956	Pray.g_01734	Prbb.g_01674
OG0000957	Pray.g_01733	Prbb.g_01675
OG0000958	Pray.g_01732	Prbb.g_01676
OG0000959	Pray.g_01731	Prbb.g_01677
OG0000960	Pray.g_01730	Prbb.g_01678
OG0000961	Pray.g_01729	Prbb.g_01679
OG0000962	Pray.g_01728	Prbb.g_01680
OG0000963	Pray.g_01727	Prbb.g_01681
OG0000964	Pray.g_01726	Prbb.g_01683
OG0000965	Pray.g_01724	Prbb.g_01684
OG0000966	Pray.g_01723	Prbb.g_01685
OG0000967	Pray.g_01720	Prbb.g_01688
OG0000968	Pray.g_01719	Prbb.g_01689
OG0000969	Pray.g_01718	Prbb.g_01690
OG0000970	Pray.g_01717	Prbb.g_01691
OG0000971	Pray.g_01716	Prbb.g_01692
OG0000972	Pray.g_01715	Prbb.g_01693
OG0000973	Pray.g_01713	Prbb.g_01695
OG0000974	Pray.g_01712	Prbb.g_01696
OG0000975	Pray.g_01711	Prbb.g_01697
OG0000976	Pray.g_01710	Prbb.g_01698
OG0000977	Pray.g_01709	Prbb.g_01699
OG0000978	Pray.g_01708	Prbb.g_01700
OG0000979	Pray.g_01707	Prbb.g_01701
OG0000980	Pray.g_01706	Prbb.g_00465
OG0000981	Pray.g_01705	Prbb.g_01702
OG0000982	Pray.g_01704	Prbb.g_01703
OG0000983	Pray.g_01703	Prbb.g_01704
OG0000984	Pray.g_01699	Prbb.g_01707
OG0000985	Pray.g_01698	Prbb.g_01708
OG0000986	Pray.g_01697	Prbb.g_01709
OG0000987	Pray.g_01695	Prbb.g_01711
OG0000988	Pray.g_01694	Prbb.g_01712
OG0000989	Pray.g_01693	Prbb.g_01713
OG0000990	Pray.g_01692	Prbb.g_01714
OG0000991	Pray.g_01691	Prbb.g_01715
OG0000992	Pray.g_01690	Prbb.g_01716
OG0000993	Pray.g_01689	Prbb.g_01717
OG0000994	Pray.g_01688	Prbb.g_01718
OG0000995	Pray.g_01687	Prbb.g_01719
OG0000996	Pray.g_01686	Prbb.g_01720
OG0000997	Pray.g_01684	Prbb.g_01722
OG0000998	Pray.g_01681	Prbb.g_01728
OG0000999	Pray.g_01679	Prbb.g_01731
OG0001000	Pray.g_01678	Prbb.g_01732
OG0001001	Pray.g_01677	Prbb.g_01733
OG0001002	Pray.g_01675	Prbb.g_01735
OG0001003	Pray.g_01674	Prbb.g_01736
OG0001004	Pray.g_01673	Prbb.g_01737
OG0001005	Pray.g_01672	Prbb.g_01738
OG0001006	Pray.g_01670	Prbb.g_01740
OG0001007	Pray.g_01669	Prbb.g_01741
OG0001008	Pray.g_01668	Prbb.g_01742
OG0001009	Pray.g_01667	Prbb.g_01744
OG0001010	Pray.g_01666	Prbb.g_01745
OG0001011	Pray.g_01665	Prbb.g_01746
OG0001012	Pray.g_01664	Prbb.g_01747
OG0001013	Pray.g_01663	Prbb.g_01748
OG0001014	Pray.g_01662	Prbb.g_01749
OG0001015	Pray.g_01661	Prbb.g_01750
OG0001016	Pray.g_01660	Prbb.g_01751
OG0001017	Pray.g_01659	Prbb.g_01752
OG0001018	Pray.g_01658	Prbb.g_01753
OG0001019	Pray.g_01657	Prbb.g_01754
OG0001020	Pray.g_01656	Prbb.g_01755
OG0001021	Pray.g_01655	Prbb.g_01756
OG0001022	Pray.g_01654	Prbb.g_01757
OG0001023	Pray.g_01653	Prbb.g_01758
OG0001024	Pray.g_01651	Prbb.g_01760
OG0001025	Pray.g_01650	Prbb.g_01761
OG0001026	Pray.g_01649	Prbb.g_01762
OG0001027	Pray.g_01648	Prbb.g_01763
OG0001028	Pray.g_01647	Prbb.g_01765
OG0001029	Pray.g_01646	Prbb.g_01766
OG0001030	Pray.g_01643	Prbb.g_01769
OG0001031	Pray.g_01642	Prbb.g_01770
OG0001032	Pray.g_01634	Prbb.g_01555
OG0001033	Pray.g_01627	Prbb.g_01659
OG0001034	Pray.g_01600	Prbb.g_00799
OG0001035	Pray.g_01565	Prbb.g_01817
OG0001036	Pray.g_01564	Prbb.g_01818
OG0001037	Pray.g_01558	Prbb.g_01824
OG0001038	Pray.g_01557	Prbb.g_01825
OG0001039	Pray.g_01556	Prbb.g_01826
OG0001040	Pray.g_01555	Prbb.g_01827
OG0001041	Pray.g_01553	Prbb.g_01828
OG0001042	Pray.g_01552	Prbb.g_01829
OG0001043	Pray.g_01551	Prbb.g_01830
OG0001044	Pray.g_01550	Prbb.g_01831
OG0001045	Pray.g_01549	Prbb.g_01832
OG0001046	Pray.g_01548	Prbb.g_01833
OG0001047	Pray.g_01547	Prbb.g_01834
OG0001048	Pray.g_01545	Prbb.g_01835
OG0001049	Pray.g_01544	Prbb.g_01836
OG0001050	Pray.g_01543	Prbb.g_01837
OG0001051	Pray.g_01542	Prbb.g_01838
OG0001052	Pray.g_01541	Prbb.g_01839
OG0001053	Pray.g_01540	Prbb.g_01840
OG0001054	Pray.g_01539	Prbb.g_01841
OG0001055	Pray.g_01538	Prbb.g_01842
OG0001056	Pray.g_01537	Prbb.g_01843
OG0001057	Pray.g_01535	Prbb.g_01845
OG0001058	Pray.g_01534	Prbb.g_01846
OG0001059	Pray.g_01533	Prbb.g_01847
OG0001060	Pray.g_01532	Prbb.g_01848
OG0001061	Pray.g_01531	Prbb.g_01849
OG0001062	Pray.g_01530	Prbb.g_01851
OG0001063	Pray.g_01529	Prbb.g_01852
OG0001064	Pray.g_01528	Prbb.g_01853
OG0001065	Pray.g_01527	Prbb.g_01854
OG0001066	Pray.g_01526	Prbb.g_01855
OG0001067	Pray.g_01525	Prbb.g_01856
OG0001068	Pray.g_01524	Prbb.g_01857
OG0001069	Pray.g_01521	Prbb.g_01859
OG0001070	Pray.g_01519	Prbb.g_01861
OG0001071	Pray.g_01518	Prbb.g_01862
OG0001072	Pray.g_01517	Prbb.g_01863
OG0001073	Pray.g_01516	Prbb.g_01864
OG0001074	Pray.g_01515	Prbb.g_01865
OG0001075	Pray.g_01513	Prbb.g_01867
OG0001076	Pray.g_01512	Prbb.g_01869
OG0001077	Pray.g_01511	Prbb.g_01870
OG0001078	Pray.g_01510	Prbb.g_01871
OG0001079	Pray.g_01509	Prbb.g_01872
OG0001080	Pray.g_01508	Prbb.g_01873
OG0001081	Pray.g_01507	Prbb.g_01874
OG0001082	Pray.g_01506	Prbb.g_01875
OG0001083	Pray.g_01505	Prbb.g_01876
OG0001084	Pray.g_01504	Prbb.g_01877
OG0001085	Pray.g_01503	Prbb.g_01878
OG0001086	Pray.g_01234	Prbb.g_01922
OG0001087	Pray.g_01235	Prbb.g_01924
OG0001088	Pray.g_01236	Prbb.g_01925
OG0001089	Pray.g_01238	Prbb.g_01927
OG0001090	Pray.g_01239	Prbb.g_01928
OG0001091	Pray.g_01240	Prbb.g_01929
OG0001092	Pray.g_01241	Prbb.g_01930
OG0001093	Pray.g_01242	Prbb.g_01931
OG0001094	Pray.g_01243	Prbb.g_01932
OG0001095	Pray.g_01244	Prbb.g_01933
OG0001096	Pray.g_01245	Prbb.g_01934
OG0001097	Pray.g_01246	Prbb.g_01935
OG0001098	Pray.g_01247	Prbb.g_01936
OG0001099	Pray.g_01248	Prbb.g_01937
OG0001100	Pray.g_01249	Prbb.g_01938
OG0001101	Pray.g_01250	Prbb.g_01939
OG0001102	Pray.g_01253	Prbb.g_01948
