Orthogroup	Syac	Praa
OG0000585	Syac.g_00940	Praa.g_00612
OG0000586	Syac.g_00941	Praa.g_00613
OG0000587	Syac.g_00943	Praa.g_00614
OG0000588	Syac.g_00949	Praa.g_00618
OG0000589	Syac.g_00953	Praa.g_00621
OG0000590	Syac.g_00954	Praa.g_00622
OG0000591	Syac.g_00961	Praa.g_00625
OG0000592	Syac.g_00962	Praa.g_00626
OG0000593	Syac.g_00975	Praa.g_00632
OG0000594	Syac.g_00976	Praa.g_00633
OG0000595	Syac.g_00977	Praa.g_00634
OG0000596	Syac.g_00982	Praa.g_00638
OG0000597	Syac.g_00985	Praa.g_00640
OG0000598	Syac.g_00986	Praa.g_00641
OG0000599	Syac.g_00989	Praa.g_00644
OG0000600	Syac.g_00990	Praa.g_00645
OG0000601	Syac.g_00991	Praa.g_00646
OG0000602	Syac.g_00996	Praa.g_00648
OG0000603	Syac.g_00997	Praa.g_00649
OG0000604	Syac.g_01001	Praa.g_00650
OG0000605	Syac.g_01089	Praa.g_00651
OG0000606	Syac.g_01434	Praa.g_00654
OG0000607	Syac.g_01430	Praa.g_00657
OG0000608	Syac.g_01429	Praa.g_00658
OG0000609	Syac.g_01427	Praa.g_00659
OG0000610	Syac.g_01419	Praa.g_00664
OG0000611	Syac.g_01416	Praa.g_00667
OG0000612	Syac.g_01415	Praa.g_00668
OG0000613	Syac.g_00231	Praa.g_00673
OG0000614	Syac.g_00911	Praa.g_00692
OG0000615	Syac.g_01377	Praa.g_00700
OG0000616	Syac.g_02478	Praa.g_00704
OG0000617	Syac.g_01280	Praa.g_00717
OG0000618	Syac.g_01279	Praa.g_00718
OG0000619	Syac.g_01278	Praa.g_00719
OG0000620	Syac.g_01270	Praa.g_00722
OG0000621	Syac.g_01269	Praa.g_00723
OG0000622	Syac.g_01268	Praa.g_00724
OG0000623	Syac.g_01267	Praa.g_00725
OG0000624	Syac.g_01265	Praa.g_00726
OG0000625	Syac.g_01264	Praa.g_00727
OG0000626	Syac.g_01263	Praa.g_00728
OG0000627	Syac.g_01126	Praa.g_00729
OG0000628	Syac.g_01127	Praa.g_00730
OG0000629	Syac.g_01130	Praa.g_00731
OG0000630	Syac.g_01134	Praa.g_00734
OG0000631	Syac.g_01139	Praa.g_00794
OG0000632	Syac.g_01140	Praa.g_00795
OG0000633	Syac.g_01141	Praa.g_00796
OG0000634	Syac.g_01345	Praa.g_00799
OG0000635	Syac.g_01344	Praa.g_00800
OG0000636	Syac.g_01342	Praa.g_00802
OG0000637	Syac.g_01340	Praa.g_00804
OG0000638	Syac.g_01339	Praa.g_00805
OG0000639	Syac.g_01338	Praa.g_00806
OG0000640	Syac.g_01337	Praa.g_00807
OG0000641	Syac.g_01333	Praa.g_00812
OG0000642	Syac.g_01332	Praa.g_00813
OG0000643	Syac.g_01330	Praa.g_00814
OG0000644	Syac.g_01329	Praa.g_00815
OG0000645	Syac.g_01327	Praa.g_00816
OG0000646	Syac.g_01324	Praa.g_00818
OG0000647	Syac.g_01322	Praa.g_00819
OG0000648	Syac.g_01319	Praa.g_00821
OG0000649	Syac.g_01318	Praa.g_00822
OG0000650	Syac.g_01317	Praa.g_00823
OG0000651	Syac.g_01316	Praa.g_00824
OG0000652	Syac.g_01315	Praa.g_00825
OG0000653	Syac.g_01313	Praa.g_00827
OG0000654	Syac.g_01312	Praa.g_00828
OG0000655	Syac.g_01311	Praa.g_00829
OG0000656	Syac.g_01308	Praa.g_00832
OG0000657	Syac.g_00846	Praa.g_00840
OG0000658	Syac.g_00842	Praa.g_00841
OG0000659	Syac.g_00841	Praa.g_00842
OG0000660	Syac.g_00837	Praa.g_00846
OG0000661	Syac.g_00835	Praa.g_00848
OG0000662	Syac.g_00833	Praa.g_00850
OG0000663	Syac.g_00830	Praa.g_00852
OG0000664	Syac.g_00829	Praa.g_00853
OG0000665	Syac.g_01018	Praa.g_00857
OG0000666	Syac.g_01088	Praa.g_00858
OG0000667	Syac.g_02165	Praa.g_00862
OG0000668	Syac.g_01239	Praa.g_00892
OG0000669	Syac.g_01404	Praa.g_00899
OG0000670	Syac.g_00580	Praa.g_00901
OG0000671	Syac.g_01400	Praa.g_00903
OG0000672	Syac.g_01396	Praa.g_00905
OG0000673	Syac.g_01393	Praa.g_00908
OG0000674	Syac.g_01391	Praa.g_00910
OG0000675	Syac.g_01390	Praa.g_00911
OG0000676	Syac.g_01388	Praa.g_00913
OG0000677	Syac.g_01387	Praa.g_00914
OG0000678	Syac.g_01384	Praa.g_00916
OG0000679	Syac.g_01375	Praa.g_00920
OG0000680	Syac.g_01374	Praa.g_00921
OG0000681	Syac.g_01371	Praa.g_00923
OG0000682	Syac.g_01370	Praa.g_00924
OG0000683	Syac.g_01369	Praa.g_00925
OG0000684	Syac.g_01365	Praa.g_00926
OG0000685	Syac.g_01363	Praa.g_00928
OG0000686	Syac.g_01362	Praa.g_00929
OG0000687	Syac.g_01361	Praa.g_00930
OG0000688	Syac.g_01356	Praa.g_00933
OG0000689	Syac.g_01354	Praa.g_00934
OG0000690	Syac.g_01353	Praa.g_00935
OG0000691	Syac.g_01352	Praa.g_00936
OG0000692	Syac.g_01351	Praa.g_00938
OG0000693	Syac.g_01349	Praa.g_00939
OG0000694	Syac.g_01348	Praa.g_00940
OG0000695	Syac.g_01143	Praa.g_00942
OG0000696	Syac.g_01144	Praa.g_00943
OG0000697	Syac.g_01146	Praa.g_00944
OG0000698	Syac.g_01149	Praa.g_00947
OG0000699	Syac.g_01151	Praa.g_00948
OG0000700	Syac.g_01152	Praa.g_00949
OG0000701	Syac.g_01153	Praa.g_00950
OG0000702	Syac.g_01161	Praa.g_00952
OG0000703	Syac.g_01162	Praa.g_00953
OG0000704	Syac.g_01165	Praa.g_00954
OG0000705	Syac.g_01174	Praa.g_00958
OG0000706	Syac.g_01175	Praa.g_00959
OG0000707	Syac.g_01176	Praa.g_00960
OG0000708	Syac.g_01179	Praa.g_00961
OG0000709	Syac.g_01187	Praa.g_00965
OG0000710	Syac.g_01191	Praa.g_00968
OG0000711	Syac.g_01220	Praa.g_00985
OG0000712	Syac.g_01221	Praa.g_00987
OG0000713	Syac.g_01222	Praa.g_00988
OG0000714	Syac.g_01224	Praa.g_00989
OG0000715	Syac.g_01226	Praa.g_00991
OG0000716	Syac.g_01230	Praa.g_00993
OG0000717	Syac.g_01231	Praa.g_00994
OG0000718	Syac.g_01235	Praa.g_01008
OG0000719	Syac.g_01237	Praa.g_01010
OG0000720	Syac.g_01250	Praa.g_01019
OG0000721	Syac.g_01252	Praa.g_01021
OG0000722	Syac.g_01253	Praa.g_01022
OG0000723	Syac.g_01261	Praa.g_01025
OG0000724	Syac.g_00879	Praa.g_01034
OG0000725	Syac.g_00887	Praa.g_01040
OG0000726	Syac.g_00888	Praa.g_01041
OG0000727	Syac.g_00889	Praa.g_01042
OG0000728	Syac.g_00891	Praa.g_01044
OG0000729	Syac.g_00144	Praa.g_01091
OG0000730	Syac.g_02024	Praa.g_01095
OG0000731	Syac.g_02011	Praa.g_01099
OG0000732	Syac.g_00051	Praa.g_01109
OG0000733	Syac.g_02386	Praa.g_01128
OG0000734	Syac.g_00388	Praa.g_01145
OG0000735	Syac.g_00750	Praa.g_01147
OG0000736	Syac.g_00751	Praa.g_01148
OG0000737	Syac.g_00752	Praa.g_01149
OG0000738	Syac.g_00757	Praa.g_01153
OG0000739	Syac.g_00762	Praa.g_01154
OG0000740	Syac.g_00763	Praa.g_01155
OG0000741	Syac.g_00766	Praa.g_01156
OG0000742	Syac.g_00768	Praa.g_01158
OG0000743	Syac.g_00770	Praa.g_01160
OG0000744	Syac.g_00771	Praa.g_01161
OG0000745	Syac.g_00773	Praa.g_01162
OG0000746	Syac.g_00776	Praa.g_01164
OG0000747	Syac.g_00777	Praa.g_01165
OG0000748	Syac.g_00787	Praa.g_01168
OG0000749	Syac.g_00789	Praa.g_01169
OG0000750	Syac.g_00790	Praa.g_01170
OG0000751	Syac.g_00797	Praa.g_01172
OG0000752	Syac.g_00799	Praa.g_01174
OG0000753	Syac.g_00802	Praa.g_01177
OG0000754	Syac.g_01471	Praa.g_01180
OG0000755	Syac.g_01479	Praa.g_01183
OG0000756	Syac.g_01480	Praa.g_01184
OG0000757	Syac.g_01492	Praa.g_01190
OG0000758	Syac.g_01493	Praa.g_01191
OG0000759	Syac.g_01494	Praa.g_01192
OG0000760	Syac.g_01495	Praa.g_01193
OG0000761	Syac.g_01496	Praa.g_01194
OG0000762	Syac.g_01498	Praa.g_01195
OG0000763	Syac.g_01500	Praa.g_01197
OG0000764	Syac.g_01501	Praa.g_01198
OG0000765	Syac.g_01515	Praa.g_01207
OG0000766	Syac.g_01516	Praa.g_01208
OG0000767	Syac.g_01518	Praa.g_01210
OG0000768	Syac.g_01519	Praa.g_01211
OG0000769	Syac.g_01521	Praa.g_01213
OG0000770	Syac.g_01524	Praa.g_01215
OG0000771	Syac.g_00873	Praa.g_01224
OG0000772	Syac.g_01569	Praa.g_01290
OG0000773	Syac.g_00741	Praa.g_01309
OG0000774	Syac.g_00737	Praa.g_01311
OG0000775	Syac.g_00735	Praa.g_01313
OG0000776	Syac.g_00734	Praa.g_01314
OG0000777	Syac.g_00733	Praa.g_01315
OG0000778	Syac.g_00732	Praa.g_01316
OG0000779	Syac.g_00727	Praa.g_01320
OG0000780	Syac.g_00723	Praa.g_01321
OG0000781	Syac.g_00719	Praa.g_01324
OG0000782	Syac.g_00718	Praa.g_01325
OG0000783	Syac.g_00717	Praa.g_01326
OG0000784	Syac.g_00716	Praa.g_01327
OG0000785	Syac.g_00714	Praa.g_01329
OG0000786	Syac.g_01730	Praa.g_01331
OG0000787	Syac.g_01731	Praa.g_01332
OG0000788	Syac.g_00992	Praa.g_01353
OG0000789	Syac.g_01111	Praa.g_01356
OG0000790	Syac.g_01921	Praa.g_01371
OG0000791	Syac.g_01922	Praa.g_01373
OG0000792	Syac.g_01923	Praa.g_01374
OG0000793	Syac.g_01928	Praa.g_01377
OG0000794	Syac.g_01929	Praa.g_01378
OG0000795	Syac.g_01930	Praa.g_01379
OG0000796	Syac.g_01934	Praa.g_01383
OG0000797	Syac.g_01935	Praa.g_01384
OG0000798	Syac.g_02250	Praa.g_01393
OG0000799	Syac.g_01602	Praa.g_01458
OG0000800	Syac.g_01603	Praa.g_01459
OG0000801	Syac.g_01604	Praa.g_01460
OG0000802	Syac.g_01608	Praa.g_01462
OG0000803	Syac.g_01613	Praa.g_01464
OG0000804	Syac.g_01616	Praa.g_01465
OG0000805	Syac.g_01620	Praa.g_01467
OG0000806	Syac.g_01622	Praa.g_01469
OG0000807	Syac.g_01624	Praa.g_01470
OG0000808	Syac.g_01625	Praa.g_01471
OG0000809	Syac.g_01628	Praa.g_01474
OG0000810	Syac.g_01629	Praa.g_01475
OG0000811	Syac.g_01637	Praa.g_01479
OG0000812	Syac.g_01639	Praa.g_01481
OG0000813	Syac.g_01640	Praa.g_01482
OG0000814	Syac.g_01642	Praa.g_01484
OG0000815	Syac.g_01643	Praa.g_01485
OG0000816	Syac.g_01645	Praa.g_01487
OG0000817	Syac.g_01646	Praa.g_01488
OG0000818	Syac.g_01652	Praa.g_01493
OG0000819	Syac.g_01653	Praa.g_01494
OG0000820	Syac.g_01654	Praa.g_01495
OG0000821	Syac.g_01659	Praa.g_01499
OG0000822	Syac.g_01661	Praa.g_01500
OG0000823	Syac.g_01662	Praa.g_01501
OG0000824	Syac.g_01666	Praa.g_01504
OG0000825	Syac.g_01667	Praa.g_01505
OG0000826	Syac.g_01668	Praa.g_01506
OG0000827	Syac.g_01669	Praa.g_01507
OG0000828	Syac.g_01672	Praa.g_01510
OG0000829	Syac.g_01673	Praa.g_01511
OG0000830	Syac.g_01674	Praa.g_01512
OG0000831	Syac.g_01676	Praa.g_01514
OG0000832	Syac.g_00623	Praa.g_01520
OG0000833	Syac.g_00613	Praa.g_01528
OG0000834	Syac.g_00610	Praa.g_01529
OG0000835	Syac.g_00609	Praa.g_01530
OG0000836	Syac.g_00605	Praa.g_01531
OG0000837	Syac.g_00604	Praa.g_01532
OG0000838	Syac.g_00600	Praa.g_01534
OG0000839	Syac.g_00599	Praa.g_01535
OG0000840	Syac.g_00598	Praa.g_01536
OG0000841	Syac.g_00597	Praa.g_01537
OG0000842	Syac.g_00596	Praa.g_01538
OG0000843	Syac.g_00595	Praa.g_01539
OG0000844	Syac.g_00593	Praa.g_01541
OG0000845	Syac.g_00592	Praa.g_01542
OG0000846	Syac.g_00591	Praa.g_01543
OG0000847	Syac.g_00590	Praa.g_01544
OG0000848	Syac.g_00588	Praa.g_01545
OG0000849	Syac.g_00587	Praa.g_01546
OG0000850	Syac.g_00585	Praa.g_01548
OG0000851	Syac.g_00573	Praa.g_01549
OG0000852	Syac.g_00572	Praa.g_01550
OG0000853	Syac.g_00568	Praa.g_01554
OG0000854	Syac.g_00566	Praa.g_01556
OG0000855	Syac.g_00565	Praa.g_01557
OG0000856	Syac.g_00964	Praa.g_01572
OG0000857	Syac.g_01323	Praa.g_01600
OG0000858	Syac.g_00559	Praa.g_01629
OG0000859	Syac.g_00558	Praa.g_01630
OG0000860	Syac.g_00542	Praa.g_01637
OG0000861	Syac.g_00541	Praa.g_01638
OG0000862	Syac.g_00540	Praa.g_01639
OG0000863	Syac.g_00538	Praa.g_01641
OG0000864	Syac.g_00537	Praa.g_01642
OG0000865	Syac.g_00533	Praa.g_01643
OG0000866	Syac.g_00532	Praa.g_01644
OG0000867	Syac.g_00531	Praa.g_01645
OG0000868	Syac.g_00529	Praa.g_01646
OG0000869	Syac.g_00524	Praa.g_01650
OG0000870	Syac.g_00519	Praa.g_01655
OG0000871	Syac.g_00518	Praa.g_01656
OG0000872	Syac.g_00510	Praa.g_01657
OG0000873	Syac.g_00507	Praa.g_01660
OG0000874	Syac.g_00512	Praa.g_01663
OG0000875	Syac.g_00505	Praa.g_01665
OG0000876	Syac.g_00675	Praa.g_01666
OG0000877	Syac.g_00671	Praa.g_01668
OG0000878	Syac.g_00670	Praa.g_01669
OG0000879	Syac.g_00669	Praa.g_01670
OG0000880	Syac.g_00668	Praa.g_01671
OG0000881	Syac.g_00664	Praa.g_01675
OG0000882	Syac.g_00659	Praa.g_01680
OG0000883	Syac.g_00656	Praa.g_01682
OG0000884	Syac.g_00654	Praa.g_01684
OG0000885	Syac.g_00653	Praa.g_01685
OG0000886	Syac.g_00652	Praa.g_01686
OG0000887	Syac.g_00651	Praa.g_01687
OG0000888	Syac.g_00649	Praa.g_01689
OG0000889	Syac.g_00647	Praa.g_01691
OG0000890	Syac.g_00642	Praa.g_01692
OG0000891	Syac.g_00641	Praa.g_01693
OG0000892	Syac.g_00638	Praa.g_01695
OG0000893	Syac.g_02193	Praa.g_01699
OG0000894	Syac.g_02189	Praa.g_01701
OG0000895	Syac.g_02185	Praa.g_01704
OG0000896	Syac.g_02184	Praa.g_01705
OG0000897	Syac.g_02182	Praa.g_01707
OG0000898	Syac.g_02181	Praa.g_01708
OG0000899	Syac.g_02180	Praa.g_01709
OG0000900	Syac.g_02179	Praa.g_01710
OG0000901	Syac.g_02174	Praa.g_01713
OG0000902	Syac.g_02172	Praa.g_01715
OG0000903	Syac.g_02140	Praa.g_01718
OG0000904	Syac.g_02145	Praa.g_01720
OG0000905	Syac.g_02148	Praa.g_01725
OG0000906	Syac.g_02150	Praa.g_01726
OG0000907	Syac.g_02138	Praa.g_01733
OG0000908	Syac.g_02135	Praa.g_01736
OG0000909	Syac.g_02134	Praa.g_01737
OG0000910	Syac.g_02133	Praa.g_01738
OG0000911	Syac.g_02131	Praa.g_01740
OG0000912	Syac.g_02130	Praa.g_01741
OG0000913	Syac.g_02129	Praa.g_01742
OG0000914	Syac.g_02128	Praa.g_01743
OG0000915	Syac.g_02127	Praa.g_01744
OG0000916	Syac.g_02126	Praa.g_01745
OG0000917	Syac.g_02125	Praa.g_01746
OG0000918	Syac.g_02124	Praa.g_01747
OG0000919	Syac.g_02123	Praa.g_01748
OG0000920	Syac.g_02122	Praa.g_01749
OG0000921	Syac.g_02121	Praa.g_01750
OG0000922	Syac.g_02120	Praa.g_01751
OG0000923	Syac.g_02116	Praa.g_01755
OG0000924	Syac.g_02115	Praa.g_01756
OG0000925	Syac.g_02114	Praa.g_01757
OG0000926	Syac.g_02113	Praa.g_01758
OG0000927	Syac.g_02111	Praa.g_01760
OG0000928	Syac.g_02110	Praa.g_01761
OG0000929	Syac.g_02109	Praa.g_01762
OG0000930	Syac.g_02108	Praa.g_01763
OG0000931	Syac.g_02107	Praa.g_01764
OG0000932	Syac.g_02106	Praa.g_01765
OG0000933	Syac.g_02101	Praa.g_01769
OG0000934	Syac.g_02099	Praa.g_01771
OG0000935	Syac.g_02098	Praa.g_01772
OG0000936	Syac.g_02097	Praa.g_01773
OG0000937	Syac.g_02096	Praa.g_01774
OG0000938	Syac.g_02092	Praa.g_01776
OG0000939	Syac.g_02091	Praa.g_01777
OG0000940	Syac.g_02084	Praa.g_01784
OG0000941	Syac.g_02082	Praa.g_01786
OG0000942	Syac.g_02080	Praa.g_01788
OG0000943	Syac.g_02079	Praa.g_01789
OG0000944	Syac.g_02077	Praa.g_01790
OG0000945	Syac.g_02075	Praa.g_01791
OG0000946	Syac.g_02071	Praa.g_01796
OG0000947	Syac.g_02068	Praa.g_01798
OG0000948	Syac.g_02067	Praa.g_01799
OG0000949	Syac.g_00205	Praa.g_01802
OG0000950	Syac.g_00193	Praa.g_01807
OG0000951	Syac.g_00188	Praa.g_01811
OG0000952	Syac.g_00183	Praa.g_01815
OG0000953	Syac.g_00177	Praa.g_01818
OG0000954	Syac.g_00172	Praa.g_01822
OG0000955	Syac.g_00171	Praa.g_01823
OG0000956	Syac.g_00169	Praa.g_01825
OG0000957	Syac.g_00158	Praa.g_01830
OG0000958	Syac.g_00157	Praa.g_01831
OG0000959	Syac.g_00153	Praa.g_01835
OG0000960	Syac.g_00152	Praa.g_01836
OG0000961	Syac.g_00147	Praa.g_01838
OG0000962	Syac.g_00145	Praa.g_01840
OG0000963	Syac.g_00140	Praa.g_01844
OG0000964	Syac.g_00139	Praa.g_01845
OG0000965	Syac.g_00138	Praa.g_01846
OG0000966	Syac.g_00107	Praa.g_01853
OG0000967	Syac.g_00075	Praa.g_01858
OG0000968	Syac.g_00080	Praa.g_01860
OG0000969	Syac.g_00078	Praa.g_01861
OG0000970	Syac.g_00077	Praa.g_01862
OG0000971	Syac.g_00067	Praa.g_01863
OG0000972	Syac.g_00066	Praa.g_01864
OG0000973	Syac.g_00065	Praa.g_01865
OG0000974	Syac.g_00064	Praa.g_01866
OG0000975	Syac.g_00063	Praa.g_01867
OG0000976	Syac.g_00062	Praa.g_01868
OG0000977	Syac.g_00059	Praa.g_01869
OG0000978	Syac.g_00058	Praa.g_01870
OG0000979	Syac.g_00055	Praa.g_01873
OG0000980	Syac.g_00052	Praa.g_01875
OG0000981	Syac.g_00049	Praa.g_01877
OG0000982	Syac.g_02354	Praa.g_01879
OG0000983	Syac.g_02355	Praa.g_01880
OG0000984	Syac.g_02356	Praa.g_01881
OG0000985	Syac.g_02359	Praa.g_01884
OG0000986	Syac.g_02363	Praa.g_01886
OG0000987	Syac.g_02365	Praa.g_01887
OG0000988	Syac.g_02370	Praa.g_01890
OG0000989	Syac.g_02379	Praa.g_01893
OG0000990	Syac.g_02397	Praa.g_01896
OG0000991	Syac.g_02400	Praa.g_01897
OG0000992	Syac.g_02402	Praa.g_01899
OG0000993	Syac.g_02403	Praa.g_01900
OG0000994	Syac.g_02405	Praa.g_01901
OG0000995	Syac.g_02410	Praa.g_01905
OG0000996	Syac.g_02454	Praa.g_01906
OG0000997	Syac.g_02464	Praa.g_01907
OG0000998	Syac.g_02466	Praa.g_01909
OG0000999	Syac.g_02467	Praa.g_01910
OG0001000	Syac.g_02470	Praa.g_01913
OG0001001	Syac.g_02475	Praa.g_01915
OG0001002	Syac.g_02481	Praa.g_01919
OG0001003	Syac.g_02483	Praa.g_01920
OG0001004	Syac.g_02484	Praa.g_01921
OG0001005	Syac.g_02485	Praa.g_01922
OG0001006	Syac.g_02492	Praa.g_01926
OG0001007	Syac.g_02494	Praa.g_01928
OG0001009	Syac.g_00030	Praa.g_00027
OG0001010	Syac.g_00031	Praa.g_00028
OG0001011	Syac.g_00032	Praa.g_00029
OG0001012	Syac.g_02351	Praa.g_00043
OG0001013	Syac.g_02337	Praa.g_00048
OG0001014	Syac.g_02333	Praa.g_00051
OG0001015	Syac.g_02332	Praa.g_00052
OG0001016	Syac.g_00446	Praa.g_00073
OG0001017	Syac.g_00440	Praa.g_00077
OG0001018	Syac.g_00438	Praa.g_00080
OG0001019	Syac.g_00422	Praa.g_00089
OG0001020	Syac.g_00417	Praa.g_00090
OG0001021	Syac.g_00413	Praa.g_00091
OG0001022	Syac.g_00410	Praa.g_00094
OG0001023	Syac.g_00409	Praa.g_00095
OG0001024	Syac.g_00405	Praa.g_00098
OG0001025	Syac.g_00399	Praa.g_00104
OG0001026	Syac.g_00386	Praa.g_00111
OG0001027	Syac.g_00380	Praa.g_00112
OG0001028	Syac.g_00378	Praa.g_00114
OG0001029	Syac.g_00376	Praa.g_00115
OG0001030	Syac.g_00356	Praa.g_00130
OG0001031	Syac.g_02266	Praa.g_00186
OG0001032	Syac.g_02268	Praa.g_00187
OG0001033	Syac.g_02298	Praa.g_00208
OG0001034	Syac.g_01968	Praa.g_00236
OG0001036	Syac.g_02221	Praa.g_00259
OG0001037	Syac.g_02223	Praa.g_00260
OG0001038	Syac.g_02251	Praa.g_00278
OG0001039	Syac.g_02254	Praa.g_00281
OG0001040	Syac.g_00292	Praa.g_00283
OG0001041	Syac.g_00287	Praa.g_00287
OG0001042	Syac.g_00258	Praa.g_00304
OG0001043	Syac.g_00254	Praa.g_00305
OG0001044	Syac.g_02021	Praa.g_00333
OG0001045	Syac.g_02008	Praa.g_00341
OG0001046	Syac.g_01207	Praa.g_00378
OG0001047	Syac.g_00695	Praa.g_00438
OG0001048	Syac.g_00696	Praa.g_00439
OG0001049	Syac.g_00703	Praa.g_00441
OG0001050	Syac.g_00704	Praa.g_00442
OG0001051	Syac.g_00705	Praa.g_00443
OG0001052	Syac.g_01704	Praa.g_00471
OG0001053	Syac.g_01901	Praa.g_00483
OG0001054	Syac.g_01884	Praa.g_00498
OG0001055	Syac.g_01863	Praa.g_00517
OG0001056	Syac.g_01831	Praa.g_00536
OG0001057	Syac.g_01825	Praa.g_00541
OG0001058	Syac.g_01810	Praa.g_00550
OG0001059	Syac.g_01806	Praa.g_00554
OG0001060	Syac.g_01799	Praa.g_00561
OG0001061	Syac.g_01779	Praa.g_00574
OG0001062	Syac.g_01777	Praa.g_00576
OG0001063	Syac.g_01773	Praa.g_00578
OG0001064	Syac.g_01772	Praa.g_00579
OG0001065	Syac.g_01771	Praa.g_00580
OG0001066	Syac.g_01770	Praa.g_00581
OG0001067	Syac.g_01769	Praa.g_00582
OG0001068	Syac.g_01768	Praa.g_00583
OG0001069	Syac.g_01767	Praa.g_00584
OG0001070	Syac.g_01764	Praa.g_00587
OG0001071	Syac.g_01763	Praa.g_00588
OG0001072	Syac.g_01758	Praa.g_00590
OG0001074	Syac.g_00945	Praa.g_00615
OG0001075	Syac.g_00946	Praa.g_00616
OG0001076	Syac.g_00956	Praa.g_00624
OG0001077	Syac.g_00967	Praa.g_00628
OG0001078	Syac.g_00980	Praa.g_00636
OG0001079	Syac.g_00993	Praa.g_00647
OG0001080	Syac.g_01092	Praa.g_00653
OG0001081	Syac.g_01432	Praa.g_00655
OG0001082	Syac.g_01431	Praa.g_00656
OG0001083	Syac.g_01424	Praa.g_00661
OG0001084	Syac.g_01423	Praa.g_00662
OG0001085	Syac.g_01412	Praa.g_00670
OG0001086	Syac.g_01410	Praa.g_00671
OG0001087	Syac.g_00923	Praa.g_00688
OG0001088	Syac.g_00920	Praa.g_00689
OG0001089	Syac.g_00896	Praa.g_00697
OG0001090	Syac.g_01286	Praa.g_00712
OG0001091	Syac.g_01284	Praa.g_00714
OG0001092	Syac.g_01282	Praa.g_00715
OG0001093	Syac.g_01276	Praa.g_00720
OG0001094	Syac.g_01347	Praa.g_00797
OG0001095	Syac.g_01326	Praa.g_00817
OG0001096	Syac.g_01310	Praa.g_00830
OG0001097	Syac.g_00834	Praa.g_00849
OG0001098	Syac.g_01096	Praa.g_00864
OG0001099	Syac.g_00377	Praa.g_00896
OG0001100	Syac.g_01402	Praa.g_00900
OG0001101	Syac.g_01401	Praa.g_00902
OG0001102	Syac.g_01398	Praa.g_00904
OG0001103	Syac.g_01395	Praa.g_00906
OG0001104	Syac.g_01364	Praa.g_00927
OG0001105	Syac.g_01360	Praa.g_00931
OG0001106	Syac.g_01166	Praa.g_00955
OG0001107	Syac.g_01180	Praa.g_00962
OG0001108	Syac.g_01188	Praa.g_00966
OG0001109	Syac.g_01190	Praa.g_00967
OG0001110	Syac.g_01192	Praa.g_00969
OG0001111	Syac.g_01194	Praa.g_00970
OG0001112	Syac.g_01196	Praa.g_00971
OG0001113	Syac.g_01197	Praa.g_00972
OG0001114	Syac.g_01198	Praa.g_00973
OG0001115	Syac.g_01202	Praa.g_00975
OG0001116	Syac.g_01204	Praa.g_00976
OG0001117	Syac.g_01205	Praa.g_00977
OG0001118	Syac.g_01206	Praa.g_00978
OG0001119	Syac.g_01208	Praa.g_00979
OG0001120	Syac.g_01213	Praa.g_00981
OG0001121	Syac.g_01949, Syac.g_01170	Praa.g_01125, Praa.g_00984
OG0001122	Syac.g_01238	Praa.g_01011
OG0001123	Syac.g_01245	Praa.g_01015
OG0001124	Syac.g_01247	Praa.g_01017
OG0001125	Syac.g_01249	Praa.g_01018
OG0001126	Syac.g_00870	Praa.g_01028
OG0001127	Syac.g_00871	Praa.g_01029
OG0001128	Syac.g_00875	Praa.g_01031
OG0001129	Syac.g_00877	Praa.g_01032
OG0001130	Syac.g_00878	Praa.g_01033
OG0001131	Syac.g_01382	Praa.g_01070
OG0001132	Syac.g_01062	Praa.g_01080
OG0001133	Syac.g_00958	Praa.g_01115
OG0001134	Syac.g_01466	Praa.g_01127
OG0001135	Syac.g_01464	Praa.g_01130
OG0001136	Syac.g_00767	Praa.g_01157
OG0001137	Syac.g_00786	Praa.g_01167
OG0001138	Syac.g_01486	Praa.g_01185
OG0001139	Syac.g_01488	Praa.g_01186
OG0001140	Syac.g_01489	Praa.g_01187
OG0001141	Syac.g_01490	Praa.g_01188
OG0001142	Syac.g_01491	Praa.g_01189
OG0001143	Syac.g_01499	Praa.g_01196
OG0001144	Syac.g_01508	Praa.g_01201
OG0001145	Syac.g_00740	Praa.g_01310
OG0001146	Syac.g_00722	Praa.g_01322
OG0001147	Syac.g_01689	Praa.g_01352
OG0001148	Syac.g_01918	Praa.g_01368
OG0001149	Syac.g_01919	Praa.g_01369
OG0001150	Syac.g_01920	Praa.g_01370
OG0001151	Syac.g_01932	Praa.g_01381
OG0001152	Syac.g_01933	Praa.g_01382
OG0001153	Syac.g_01670	Praa.g_01508
OG0001154	Syac.g_01671	Praa.g_01509
OG0001155	Syac.g_00621	Praa.g_01521
OG0001156	Syac.g_00618	Praa.g_01524
OG0001157	Syac.g_00617	Praa.g_01525
OG0001158	Syac.g_00616	Praa.g_01526
OG0001159	Syac.g_00615	Praa.g_01527
OG0001160	Syac.g_00570	Praa.g_01552
OG0001161	Syac.g_02385	Praa.g_01565
OG0001162	Syac.g_01307	Praa.g_01576
OG0001163	Syac.g_00562	Praa.g_01627
OG0001164	Syac.g_00556	Praa.g_01631
OG0001165	Syac.g_00551	Praa.g_01634
OG0001166	Syac.g_00520	Praa.g_01654
OG0001167	Syac.g_00667	Praa.g_01672
OG0001168	Syac.g_00665	Praa.g_01674
