Orthogroup	Syac	Praz
OG0000585	Syac.g_00940	Praz.g_01718
OG0000586	Syac.g_00941	Praz.g_01717
OG0000587	Syac.g_00943	Praz.g_01716
OG0000588	Syac.g_00949	Praz.g_01712
OG0000589	Syac.g_00953	Praz.g_01709
OG0000590	Syac.g_00954	Praz.g_01708
OG0000591	Syac.g_00961	Praz.g_01705
OG0000592	Syac.g_00962	Praz.g_01704
OG0000593	Syac.g_00975	Praz.g_01698
OG0000594	Syac.g_00976	Praz.g_01697
OG0000595	Syac.g_00977	Praz.g_01696
OG0000596	Syac.g_00982	Praz.g_01692
OG0000597	Syac.g_00985	Praz.g_01690
OG0000598	Syac.g_00986	Praz.g_01689
OG0000599	Syac.g_00989	Praz.g_01686
OG0000600	Syac.g_00990	Praz.g_01685
OG0000601	Syac.g_00991	Praz.g_01684
OG0000602	Syac.g_00996	Praz.g_01682
OG0000603	Syac.g_00997	Praz.g_01681
OG0000604	Syac.g_01001	Praz.g_01680
OG0000605	Syac.g_01089	Praz.g_01679
OG0000606	Syac.g_01434	Praz.g_01676
OG0000607	Syac.g_01430	Praz.g_01673
OG0000608	Syac.g_01429	Praz.g_01672
OG0000609	Syac.g_01427	Praz.g_01671
OG0000610	Syac.g_01419	Praz.g_01666
OG0000611	Syac.g_01416	Praz.g_01663
OG0000612	Syac.g_01415	Praz.g_01662
OG0000613	Syac.g_00231	Praz.g_01657
OG0000614	Syac.g_00911	Praz.g_01638
OG0000615	Syac.g_01377	Praz.g_01630
OG0000616	Syac.g_02478	Praz.g_01626
OG0000617	Syac.g_01280	Praz.g_01601
OG0000618	Syac.g_01279	Praz.g_01600
OG0000619	Syac.g_01278	Praz.g_01599
OG0000620	Syac.g_01270	Praz.g_01596
OG0000621	Syac.g_01269	Praz.g_01595
OG0000622	Syac.g_01268	Praz.g_01594
OG0000623	Syac.g_01267	Praz.g_01593
OG0000624	Syac.g_01265	Praz.g_01592
OG0000625	Syac.g_01264	Praz.g_01591
OG0000626	Syac.g_01263	Praz.g_01590
OG0000627	Syac.g_01126	Praz.g_01589
OG0000628	Syac.g_01127	Praz.g_01588
OG0000629	Syac.g_01130	Praz.g_01587
OG0000630	Syac.g_01134	Praz.g_01584
OG0000631	Syac.g_01139	Praz.g_01521
OG0000632	Syac.g_01140	Praz.g_01520
OG0000633	Syac.g_01141	Praz.g_01519
OG0000634	Syac.g_01345	Praz.g_01516
OG0000635	Syac.g_01344	Praz.g_01515
OG0000636	Syac.g_01342	Praz.g_01513
OG0000637	Syac.g_01340	Praz.g_01511
OG0000638	Syac.g_01339	Praz.g_01510
OG0000639	Syac.g_01338	Praz.g_01509
OG0000640	Syac.g_01337	Praz.g_01508
OG0000641	Syac.g_01333	Praz.g_01504
OG0000642	Syac.g_01332	Praz.g_01503
OG0000643	Syac.g_01330	Praz.g_01502
OG0000644	Syac.g_01329	Praz.g_01501
OG0000645	Syac.g_01327	Praz.g_01500
OG0000646	Syac.g_01324	Praz.g_01498
OG0000647	Syac.g_01322	Praz.g_01497
OG0000648	Syac.g_01319	Praz.g_01495
OG0000649	Syac.g_01318	Praz.g_01494
OG0000650	Syac.g_01317	Praz.g_01493
OG0000651	Syac.g_01316	Praz.g_01492
OG0000652	Syac.g_01315	Praz.g_01491
OG0000653	Syac.g_01313	Praz.g_01489
OG0000654	Syac.g_01312	Praz.g_01488
OG0000655	Syac.g_01311	Praz.g_01487
OG0000656	Syac.g_01308	Praz.g_01484
OG0000657	Syac.g_00846	Praz.g_01476
OG0000658	Syac.g_00842	Praz.g_01475
OG0000659	Syac.g_00841	Praz.g_01474
OG0000660	Syac.g_00837	Praz.g_01470
OG0000661	Syac.g_00835	Praz.g_01468
OG0000662	Syac.g_00833	Praz.g_01466
OG0000663	Syac.g_00830	Praz.g_01464
OG0000664	Syac.g_00829	Praz.g_01463
OG0000665	Syac.g_01018	Praz.g_01459
OG0000666	Syac.g_01088	Praz.g_01458
OG0000667	Syac.g_02165	Praz.g_01454
OG0000668	Syac.g_01239	Praz.g_01424
OG0000669	Syac.g_01404	Praz.g_01417
OG0000670	Syac.g_00580	Praz.g_01415
OG0000671	Syac.g_01400	Praz.g_01413
OG0000672	Syac.g_01396	Praz.g_01410
OG0000673	Syac.g_01393	Praz.g_01407
OG0000674	Syac.g_01391	Praz.g_01405
OG0000675	Syac.g_01390	Praz.g_01404
OG0000676	Syac.g_01388	Praz.g_01402
OG0000677	Syac.g_01387	Praz.g_01401
OG0000678	Syac.g_01384	Praz.g_01399
OG0000679	Syac.g_01375	Praz.g_01395
OG0000680	Syac.g_01374	Praz.g_01394
OG0000681	Syac.g_01371	Praz.g_01392
OG0000682	Syac.g_01370	Praz.g_01391
OG0000683	Syac.g_01369	Praz.g_01390
OG0000684	Syac.g_01365	Praz.g_01388
OG0000685	Syac.g_01363	Praz.g_01386
OG0000686	Syac.g_01362	Praz.g_01385
OG0000687	Syac.g_01361	Praz.g_01384
OG0000688	Syac.g_01356	Praz.g_01381
OG0000689	Syac.g_01354	Praz.g_01380
OG0000690	Syac.g_01353	Praz.g_01379
OG0000691	Syac.g_01352	Praz.g_01378
OG0000692	Syac.g_01351	Praz.g_01376
OG0000693	Syac.g_01349	Praz.g_01375
OG0000694	Syac.g_01348	Praz.g_01374
OG0000695	Syac.g_01143	Praz.g_01372
OG0000696	Syac.g_01144	Praz.g_01371
OG0000697	Syac.g_01146	Praz.g_01370
OG0000698	Syac.g_01149	Praz.g_01367
OG0000699	Syac.g_01151	Praz.g_01366
OG0000700	Syac.g_01152	Praz.g_01365
OG0000701	Syac.g_01153	Praz.g_01364
OG0000702	Syac.g_01161	Praz.g_01362
OG0000703	Syac.g_01162	Praz.g_01361
OG0000704	Syac.g_01165	Praz.g_01360
OG0000705	Syac.g_01174	Praz.g_01356
OG0000706	Syac.g_01175	Praz.g_01355
OG0000707	Syac.g_01176	Praz.g_01354
OG0000708	Syac.g_01179	Praz.g_01353
OG0000709	Syac.g_01187	Praz.g_01349
OG0000710	Syac.g_01191	Praz.g_01346
OG0000711	Syac.g_01220	Praz.g_01329
OG0000712	Syac.g_01221	Praz.g_01327
OG0000713	Syac.g_01222	Praz.g_01326
OG0000714	Syac.g_01224	Praz.g_01325
OG0000715	Syac.g_01226	Praz.g_01323
OG0000716	Syac.g_01230	Praz.g_01321
OG0000717	Syac.g_01231	Praz.g_01320
OG0000718	Syac.g_01235	Praz.g_01308
OG0000719	Syac.g_01237	Praz.g_01306
OG0000720	Syac.g_01250	Praz.g_01297
OG0000721	Syac.g_01252	Praz.g_01294
OG0000722	Syac.g_01253	Praz.g_01293
OG0000723	Syac.g_01261	Praz.g_01290
OG0000724	Syac.g_00879	Praz.g_01281
OG0000725	Syac.g_00887	Praz.g_00067
OG0000726	Syac.g_00888	Praz.g_00068
OG0000727	Syac.g_00889	Praz.g_00069
OG0000728	Syac.g_00891	Praz.g_00071
OG0000729	Syac.g_00144	Praz.g_00116
OG0000730	Syac.g_02024	Praz.g_00060
OG0000731	Syac.g_02011	Praz.g_00056
OG0000732	Syac.g_00051	Praz.g_00046
OG0000733	Syac.g_02386	Praz.g_00024
OG0000734	Syac.g_00388	Praz.g_00007
OG0000735	Syac.g_00750	Praz.g_00005
OG0000736	Syac.g_00751	Praz.g_00004
OG0000737	Syac.g_00752	Praz.g_00003
OG0000738	Syac.g_00757	Praz.g_00762
OG0000739	Syac.g_00762	Praz.g_00761
OG0000740	Syac.g_00763	Praz.g_00760
OG0000741	Syac.g_00766	Praz.g_00759
OG0000742	Syac.g_00768	Praz.g_00756
OG0000743	Syac.g_00770	Praz.g_00754
OG0000744	Syac.g_00771	Praz.g_00753
OG0000745	Syac.g_00773	Praz.g_00751
OG0000746	Syac.g_00776	Praz.g_00749
OG0000747	Syac.g_00777	Praz.g_00748
OG0000748	Syac.g_00787	Praz.g_00745
OG0000749	Syac.g_00789	Praz.g_00744
OG0000750	Syac.g_00790	Praz.g_00743
OG0000751	Syac.g_00797	Praz.g_00741
OG0000752	Syac.g_00799	Praz.g_00739
OG0000753	Syac.g_00802	Praz.g_00736
OG0000754	Syac.g_01471	Praz.g_00733
OG0000755	Syac.g_01479	Praz.g_00730
OG0000756	Syac.g_01480	Praz.g_00729
OG0000757	Syac.g_01492	Praz.g_00723
OG0000758	Syac.g_01493	Praz.g_00722
OG0000759	Syac.g_01494	Praz.g_00721
OG0000760	Syac.g_01495	Praz.g_00720
OG0000761	Syac.g_01496	Praz.g_00719
OG0000762	Syac.g_01498	Praz.g_00718
OG0000763	Syac.g_01500	Praz.g_00716
OG0000764	Syac.g_01501	Praz.g_00715
OG0000765	Syac.g_01515	Praz.g_00706
OG0000766	Syac.g_01516	Praz.g_00705
OG0000767	Syac.g_01518	Praz.g_00703
OG0000768	Syac.g_01519	Praz.g_00702
OG0000769	Syac.g_01521	Praz.g_00700
OG0000770	Syac.g_01524	Praz.g_00698
OG0000771	Syac.g_00873	Praz.g_01936
OG0000772	Syac.g_01569	Praz.g_01205
OG0000773	Syac.g_00741	Praz.g_01189
OG0000774	Syac.g_00737	Praz.g_01187
OG0000775	Syac.g_00735	Praz.g_01185
OG0000776	Syac.g_00734	Praz.g_01184
OG0000777	Syac.g_00733	Praz.g_01183
OG0000778	Syac.g_00732	Praz.g_01182
OG0000779	Syac.g_00727	Praz.g_01178
OG0000780	Syac.g_00723	Praz.g_01177
OG0000781	Syac.g_00719	Praz.g_01174
OG0000782	Syac.g_00718	Praz.g_01173
OG0000783	Syac.g_00717	Praz.g_01172
OG0000784	Syac.g_00716	Praz.g_01171
OG0000785	Syac.g_00714	Praz.g_01169
OG0000786	Syac.g_01730	Praz.g_01167
OG0000787	Syac.g_01731	Praz.g_01166
OG0000788	Syac.g_00992	Praz.g_01152
OG0000789	Syac.g_01111	Praz.g_01149
OG0000790	Syac.g_01921	Praz.g_01134
OG0000791	Syac.g_01922	Praz.g_01132
OG0000792	Syac.g_01923	Praz.g_01131
OG0000793	Syac.g_01928	Praz.g_01128
OG0000794	Syac.g_01929	Praz.g_01127
OG0000795	Syac.g_01930	Praz.g_01126
OG0000796	Syac.g_01934	Praz.g_01122
OG0000797	Syac.g_01935	Praz.g_01121
OG0000799	Syac.g_01602	Praz.g_01059
OG0000800	Syac.g_01603	Praz.g_01058
OG0000801	Syac.g_01604	Praz.g_01057
OG0000802	Syac.g_01608	Praz.g_01055
OG0000803	Syac.g_01613	Praz.g_01053
OG0000804	Syac.g_01616	Praz.g_01052
OG0000805	Syac.g_01620	Praz.g_01050
OG0000806	Syac.g_01622	Praz.g_01048
OG0000807	Syac.g_01624	Praz.g_01047
OG0000808	Syac.g_01625	Praz.g_01046
OG0000809	Syac.g_01628	Praz.g_01043
OG0000810	Syac.g_01629	Praz.g_01042
OG0000811	Syac.g_01637	Praz.g_01038
OG0000812	Syac.g_01639	Praz.g_01036
OG0000813	Syac.g_01640	Praz.g_01035
OG0000814	Syac.g_01642	Praz.g_01033
OG0000815	Syac.g_01643	Praz.g_01032
OG0000816	Syac.g_01645	Praz.g_01030
OG0000817	Syac.g_01646	Praz.g_01029
OG0000818	Syac.g_01652	Praz.g_01024
OG0000819	Syac.g_01653	Praz.g_01023
OG0000820	Syac.g_01654	Praz.g_01022
OG0000821	Syac.g_01659	Praz.g_01018
OG0000822	Syac.g_01661	Praz.g_01017
OG0000823	Syac.g_01662	Praz.g_01016
OG0000824	Syac.g_01666	Praz.g_01013
OG0000825	Syac.g_01667	Praz.g_01012
OG0000826	Syac.g_01668	Praz.g_01011
OG0000827	Syac.g_01669	Praz.g_01010
OG0000828	Syac.g_01672	Praz.g_01007
OG0000829	Syac.g_01673	Praz.g_01006
OG0000830	Syac.g_01674	Praz.g_01005
OG0000831	Syac.g_01676	Praz.g_01003
OG0000832	Syac.g_00623	Praz.g_00997
OG0000833	Syac.g_00613	Praz.g_00989
OG0000834	Syac.g_00610	Praz.g_00988
OG0000835	Syac.g_00609	Praz.g_00987
OG0000836	Syac.g_00605	Praz.g_00986
OG0000837	Syac.g_00604	Praz.g_00985
OG0000838	Syac.g_00600	Praz.g_00983
OG0000839	Syac.g_00599	Praz.g_00982
OG0000840	Syac.g_00598	Praz.g_00981
OG0000841	Syac.g_00597	Praz.g_00980
OG0000842	Syac.g_00596	Praz.g_00979
OG0000843	Syac.g_00595	Praz.g_00978
OG0000844	Syac.g_00593	Praz.g_00977
OG0000845	Syac.g_00592	Praz.g_00976
OG0000846	Syac.g_00591	Praz.g_00975
OG0000847	Syac.g_00590	Praz.g_00974
OG0000848	Syac.g_00588	Praz.g_00973
OG0000849	Syac.g_00587	Praz.g_00972
OG0000850	Syac.g_00585	Praz.g_00970
OG0000851	Syac.g_00573	Praz.g_00969
OG0000852	Syac.g_00572	Praz.g_00968
OG0000853	Syac.g_00568	Praz.g_00964
OG0000854	Syac.g_00566	Praz.g_00962
OG0000855	Syac.g_00565	Praz.g_00961
OG0000856	Syac.g_00964	Praz.g_00946
OG0000857	Syac.g_01323	Praz.g_00918
OG0000858	Syac.g_00559	Praz.g_00883
OG0000859	Syac.g_00558	Praz.g_00882
OG0000860	Syac.g_00542	Praz.g_00875
OG0000861	Syac.g_00541	Praz.g_00874
OG0000862	Syac.g_00540	Praz.g_00873
OG0000863	Syac.g_00538	Praz.g_00871
OG0000864	Syac.g_00537	Praz.g_00870
OG0000865	Syac.g_00533	Praz.g_00869
OG0000866	Syac.g_00532	Praz.g_00868
OG0000867	Syac.g_00531	Praz.g_00867
OG0000868	Syac.g_00529	Praz.g_00866
OG0000869	Syac.g_00524	Praz.g_00862
OG0000870	Syac.g_00519	Praz.g_00857
OG0000871	Syac.g_00518	Praz.g_00856
OG0000872	Syac.g_00510	Praz.g_00855
OG0000873	Syac.g_00507	Praz.g_00852
OG0000874	Syac.g_00512	Praz.g_00849
OG0000875	Syac.g_00505	Praz.g_00848
OG0000876	Syac.g_00675	Praz.g_00847
OG0000877	Syac.g_00671	Praz.g_00845
OG0000878	Syac.g_00670	Praz.g_00844
OG0000879	Syac.g_00669	Praz.g_00843
OG0000880	Syac.g_00668	Praz.g_00842
OG0000881	Syac.g_00664	Praz.g_00838
OG0000882	Syac.g_00659	Praz.g_00833
OG0000883	Syac.g_00656	Praz.g_00831
OG0000884	Syac.g_00654	Praz.g_00830
OG0000885	Syac.g_00653	Praz.g_00829
OG0000886	Syac.g_00652	Praz.g_00828
OG0000887	Syac.g_00651	Praz.g_00827
OG0000888	Syac.g_00649	Praz.g_00825
OG0000889	Syac.g_00647	Praz.g_00823
OG0000890	Syac.g_00642	Praz.g_00822
OG0000891	Syac.g_00641	Praz.g_00821
OG0000892	Syac.g_00638	Praz.g_00340
OG0000893	Syac.g_02193	Praz.g_00335
OG0000894	Syac.g_02189	Praz.g_00333
OG0000895	Syac.g_02185	Praz.g_00330
OG0000896	Syac.g_02184	Praz.g_00329
OG0000897	Syac.g_02182	Praz.g_00327
OG0000898	Syac.g_02181	Praz.g_00326
OG0000899	Syac.g_02180	Praz.g_00325
OG0000900	Syac.g_02179	Praz.g_00324
OG0000901	Syac.g_02174	Praz.g_00321
OG0000902	Syac.g_02172	Praz.g_00319
OG0000903	Syac.g_02140	Praz.g_00316
OG0000904	Syac.g_02145	Praz.g_00314
OG0000905	Syac.g_02148	Praz.g_00309
OG0000906	Syac.g_02150	Praz.g_00308
OG0000907	Syac.g_02138	Praz.g_00305
OG0000908	Syac.g_02135	Praz.g_00302
OG0000909	Syac.g_02134	Praz.g_00301
OG0000910	Syac.g_02133	Praz.g_00300
OG0000911	Syac.g_02131	Praz.g_00298
OG0000912	Syac.g_02130	Praz.g_00297
OG0000913	Syac.g_02129	Praz.g_00296
OG0000914	Syac.g_02128	Praz.g_00295
OG0000915	Syac.g_02127	Praz.g_00294
OG0000916	Syac.g_02126	Praz.g_00293
OG0000917	Syac.g_02125	Praz.g_00292
OG0000918	Syac.g_02124	Praz.g_00291
OG0000919	Syac.g_02123	Praz.g_00290
OG0000920	Syac.g_02122	Praz.g_00289
OG0000921	Syac.g_02121	Praz.g_00288
OG0000922	Syac.g_02120	Praz.g_00287
OG0000923	Syac.g_02116	Praz.g_00283
OG0000924	Syac.g_02115	Praz.g_00282
OG0000925	Syac.g_02114	Praz.g_00281
OG0000926	Syac.g_02113	Praz.g_00280
OG0000927	Syac.g_02111	Praz.g_00278
OG0000928	Syac.g_02110	Praz.g_00277
OG0000929	Syac.g_02109	Praz.g_00276
OG0000930	Syac.g_02108	Praz.g_00275
OG0000931	Syac.g_02107	Praz.g_00274
OG0000932	Syac.g_02106	Praz.g_00273
OG0000933	Syac.g_02101	Praz.g_00269
OG0000934	Syac.g_02099	Praz.g_00267
OG0000935	Syac.g_02098	Praz.g_00266
OG0000936	Syac.g_02097	Praz.g_00265
OG0000937	Syac.g_02096	Praz.g_00264
OG0000938	Syac.g_02092	Praz.g_00262
OG0000939	Syac.g_02091	Praz.g_00261
OG0000940	Syac.g_02084	Praz.g_00254
OG0000941	Syac.g_02082	Praz.g_00252
OG0000942	Syac.g_02080	Praz.g_00250
OG0000943	Syac.g_02079	Praz.g_00249
OG0000944	Syac.g_02077	Praz.g_00248
OG0000945	Syac.g_02075	Praz.g_00247
OG0000946	Syac.g_02071	Praz.g_00242
OG0000947	Syac.g_02068	Praz.g_00240
OG0000948	Syac.g_02067	Praz.g_00239
OG0000949	Syac.g_00205	Praz.g_00236
OG0000950	Syac.g_00193	Praz.g_00231
OG0000951	Syac.g_00188	Praz.g_00227
OG0000952	Syac.g_00183	Praz.g_00223
OG0000953	Syac.g_00177	Praz.g_00220
OG0000954	Syac.g_00172	Praz.g_00216
OG0000955	Syac.g_00171	Praz.g_00215
OG0000956	Syac.g_00169	Praz.g_00213
OG0000957	Syac.g_00158	Praz.g_00207
OG0000958	Syac.g_00157	Praz.g_00206
OG0000959	Syac.g_00153	Praz.g_00202
OG0000960	Syac.g_00152	Praz.g_00201
OG0000961	Syac.g_00147	Praz.g_00199
OG0000962	Syac.g_00145	Praz.g_00197
OG0000963	Syac.g_00140	Praz.g_00193
OG0000964	Syac.g_00139	Praz.g_00192
OG0000965	Syac.g_00138	Praz.g_00191
OG0000966	Syac.g_00107	Praz.g_00184
OG0000967	Syac.g_00075	Praz.g_00179
OG0000968	Syac.g_00080	Praz.g_00177
OG0000969	Syac.g_00078	Praz.g_00176
OG0000970	Syac.g_00077	Praz.g_00175
OG0000971	Syac.g_00067	Praz.g_00174
OG0000972	Syac.g_00066	Praz.g_00173
OG0000973	Syac.g_00065	Praz.g_00172
OG0000974	Syac.g_00064	Praz.g_00171
OG0000975	Syac.g_00063	Praz.g_00170
OG0000976	Syac.g_00062	Praz.g_00169
OG0000977	Syac.g_00059	Praz.g_00168
OG0000978	Syac.g_00058	Praz.g_00167
OG0000979	Syac.g_00055	Praz.g_00164
OG0000980	Syac.g_00052	Praz.g_00162
OG0000981	Syac.g_00049	Praz.g_00160
OG0000982	Syac.g_02354	Praz.g_00158
OG0000983	Syac.g_02355	Praz.g_00157
OG0000984	Syac.g_02356	Praz.g_00156
OG0000985	Syac.g_02359	Praz.g_00153
OG0000986	Syac.g_02363	Praz.g_00151
OG0000987	Syac.g_02365	Praz.g_00150
OG0000988	Syac.g_02370	Praz.g_00147
OG0000989	Syac.g_02379	Praz.g_00143
OG0000990	Syac.g_02397	Praz.g_00140
OG0000991	Syac.g_02400	Praz.g_00139
OG0000992	Syac.g_02402	Praz.g_00137
OG0000993	Syac.g_02403	Praz.g_00136
OG0000994	Syac.g_02405	Praz.g_00135
OG0000995	Syac.g_02410	Praz.g_00131
OG0000996	Syac.g_02454	Praz.g_00130
OG0000997	Syac.g_02464	Praz.g_00129
OG0000998	Syac.g_02466	Praz.g_00127
OG0000999	Syac.g_02467	Praz.g_00126
OG0001000	Syac.g_02470	Praz.g_00123
OG0001001	Syac.g_02475	Praz.g_00121
OG0001002	Syac.g_02481	Praz.g_00117
OG0001003	Syac.g_02483	Praz.g_00357
OG0001004	Syac.g_02484	Praz.g_00358
OG0001005	Syac.g_02485	Praz.g_00359
OG0001006	Syac.g_02492	Praz.g_00363
OG0001007	Syac.g_02494	Praz.g_00365
OG0001008	Syac.g_00693	Praz.g_01891
OG0001009	Syac.g_00030	Praz.g_00392
OG0001010	Syac.g_00031	Praz.g_00393
OG0001011	Syac.g_00032	Praz.g_00394
OG0001012	Syac.g_02351	Praz.g_00409
OG0001013	Syac.g_02337	Praz.g_00414
OG0001014	Syac.g_02333	Praz.g_00417
OG0001015	Syac.g_02332	Praz.g_00418
OG0001016	Syac.g_00446	Praz.g_00433
OG0001017	Syac.g_00440	Praz.g_00437
OG0001018	Syac.g_00438	Praz.g_00440
OG0001019	Syac.g_00422	Praz.g_00449
OG0001020	Syac.g_00417	Praz.g_00450
OG0001021	Syac.g_00413	Praz.g_00451
OG0001022	Syac.g_00410	Praz.g_00454
OG0001023	Syac.g_00409	Praz.g_00455
OG0001024	Syac.g_00405	Praz.g_00458
OG0001025	Syac.g_00399	Praz.g_00464
OG0001026	Syac.g_00386	Praz.g_00471
OG0001027	Syac.g_00380	Praz.g_00472
OG0001028	Syac.g_00378	Praz.g_00474
OG0001029	Syac.g_00376	Praz.g_00475
OG0001030	Syac.g_00356	Praz.g_00490
OG0001031	Syac.g_02266	Praz.g_00546
OG0001032	Syac.g_02268	Praz.g_00547
OG0001033	Syac.g_02298	Praz.g_00568
OG0001034	Syac.g_01968	Praz.g_00596
OG0001036	Syac.g_02221	Praz.g_00618
OG0001037	Syac.g_02223	Praz.g_00619
OG0001038	Syac.g_02251	Praz.g_00636
OG0001039	Syac.g_02254	Praz.g_00639
OG0001040	Syac.g_00292	Praz.g_00641
OG0001041	Syac.g_00287	Praz.g_00645
OG0001042	Syac.g_00258	Praz.g_00661
OG0001043	Syac.g_00254	Praz.g_00662
OG0001044	Syac.g_02021	Praz.g_00690
OG0001045	Syac.g_02008	Praz.g_00344
OG0001046	Syac.g_01207	Praz.g_00795
OG0001047	Syac.g_00695	Praz.g_01889
OG0001048	Syac.g_00696	Praz.g_01888
OG0001049	Syac.g_00703	Praz.g_01886
OG0001050	Syac.g_00704	Praz.g_01885
OG0001051	Syac.g_00705	Praz.g_01884
OG0001052	Syac.g_01704	Praz.g_01857
OG0001053	Syac.g_01901	Praz.g_01845
OG0001054	Syac.g_01884	Praz.g_01830
OG0001055	Syac.g_01863	Praz.g_01811
OG0001056	Syac.g_01831	Praz.g_01792
OG0001057	Syac.g_01825	Praz.g_01787
OG0001058	Syac.g_01810	Praz.g_01779
OG0001059	Syac.g_01806	Praz.g_01775
OG0001060	Syac.g_01799	Praz.g_01768
OG0001061	Syac.g_01779	Praz.g_01755
OG0001062	Syac.g_01777	Praz.g_01753
OG0001063	Syac.g_01773	Praz.g_01751
OG0001064	Syac.g_01772	Praz.g_01750
OG0001065	Syac.g_01771	Praz.g_01749
OG0001066	Syac.g_01770	Praz.g_01748
OG0001067	Syac.g_01769	Praz.g_01747
OG0001068	Syac.g_01768	Praz.g_01746
OG0001069	Syac.g_01767	Praz.g_01745
OG0001070	Syac.g_01764	Praz.g_01742
OG0001071	Syac.g_01763	Praz.g_01741
OG0001072	Syac.g_01758	Praz.g_01740
OG0001074	Syac.g_00945	Praz.g_01715
OG0001075	Syac.g_00946	Praz.g_01714
OG0001076	Syac.g_00956	Praz.g_01706
OG0001077	Syac.g_00967	Praz.g_01702
OG0001078	Syac.g_00980	Praz.g_01694
OG0001079	Syac.g_00993	Praz.g_01683
OG0001080	Syac.g_01092	Praz.g_01677
OG0001081	Syac.g_01432	Praz.g_01675
OG0001082	Syac.g_01431	Praz.g_01674
OG0001083	Syac.g_01424	Praz.g_01669
OG0001084	Syac.g_01423	Praz.g_01668
OG0001085	Syac.g_01412	Praz.g_01660
OG0001086	Syac.g_01410	Praz.g_01659
OG0001087	Syac.g_00923	Praz.g_01642
OG0001088	Syac.g_00920	Praz.g_01641
OG0001089	Syac.g_00896	Praz.g_01633
OG0001090	Syac.g_01286	Praz.g_01606
OG0001091	Syac.g_01284	Praz.g_01604
OG0001092	Syac.g_01282	Praz.g_01603
OG0001093	Syac.g_01276	Praz.g_01598
OG0001094	Syac.g_01347	Praz.g_01518
OG0001095	Syac.g_01326	Praz.g_01499
OG0001096	Syac.g_01310	Praz.g_01486
OG0001097	Syac.g_00834	Praz.g_01467
OG0001098	Syac.g_01096	Praz.g_01452
OG0001099	Syac.g_00377	Praz.g_01420
OG0001100	Syac.g_01402	Praz.g_01416
OG0001101	Syac.g_01401	Praz.g_01414
OG0001102	Syac.g_01398	Praz.g_01411
OG0001103	Syac.g_01395	Praz.g_01409
OG0001104	Syac.g_01364	Praz.g_01387
OG0001105	Syac.g_01360	Praz.g_01383
OG0001106	Syac.g_01166	Praz.g_01359
OG0001107	Syac.g_01180	Praz.g_01352
OG0001108	Syac.g_01188	Praz.g_01348
OG0001109	Syac.g_01190	Praz.g_01347
OG0001110	Syac.g_01192	Praz.g_01345
OG0001111	Syac.g_01194	Praz.g_01344
OG0001112	Syac.g_01196	Praz.g_01343
OG0001113	Syac.g_01197	Praz.g_01342
OG0001114	Syac.g_01198	Praz.g_01341
OG0001115	Syac.g_01202	Praz.g_01339
OG0001116	Syac.g_01204	Praz.g_01338
OG0001117	Syac.g_01205	Praz.g_01337
OG0001118	Syac.g_01206	Praz.g_01336
OG0001119	Syac.g_01208	Praz.g_01335
OG0001120	Syac.g_01213	Praz.g_01333
OG0001121	Syac.g_01949, Syac.g_01170	Praz.g_00027, Praz.g_01330
OG0001122	Syac.g_01238	Praz.g_01305
OG0001123	Syac.g_01245	Praz.g_01301
OG0001124	Syac.g_01247	Praz.g_01299
OG0001125	Syac.g_01249	Praz.g_01298
OG0001126	Syac.g_00870	Praz.g_01287
OG0001127	Syac.g_00871	Praz.g_01286
OG0001128	Syac.g_00875	Praz.g_01284
OG0001129	Syac.g_00877	Praz.g_01283
OG0001130	Syac.g_00878	Praz.g_01282
OG0001131	Syac.g_01382	Praz.g_00096
OG0001132	Syac.g_01062	Praz.g_00105
OG0001133	Syac.g_00958	Praz.g_00040
OG0001134	Syac.g_01466	Praz.g_00025
OG0001135	Syac.g_01464	Praz.g_00022
OG0001136	Syac.g_00767	Praz.g_00758
OG0001137	Syac.g_00786	Praz.g_00746
OG0001138	Syac.g_01486	Praz.g_00728
OG0001139	Syac.g_01488	Praz.g_00727
OG0001140	Syac.g_01489	Praz.g_00726
OG0001141	Syac.g_01490	Praz.g_00725
OG0001142	Syac.g_01491	Praz.g_00724
OG0001143	Syac.g_01499	Praz.g_00717
OG0001144	Syac.g_01508	Praz.g_00712
OG0001145	Syac.g_00740	Praz.g_01188
OG0001146	Syac.g_00722	Praz.g_01176
OG0001147	Syac.g_01689	Praz.g_01153
OG0001148	Syac.g_01918	Praz.g_01137
OG0001149	Syac.g_01919	Praz.g_01136
OG0001150	Syac.g_01920	Praz.g_01135
OG0001151	Syac.g_01932	Praz.g_01124
OG0001152	Syac.g_01933	Praz.g_01123
OG0001153	Syac.g_01670	Praz.g_01009
OG0001154	Syac.g_01671	Praz.g_01008
OG0001155	Syac.g_00621	Praz.g_00996
OG0001156	Syac.g_00618	Praz.g_00993
OG0001157	Syac.g_00617	Praz.g_00992
OG0001158	Syac.g_00616	Praz.g_00991
OG0001159	Syac.g_00615	Praz.g_00990
OG0001160	Syac.g_00570	Praz.g_00966
OG0001161	Syac.g_02385	Praz.g_00953
OG0001162	Syac.g_01307	Praz.g_00942
OG0001163	Syac.g_00562	Praz.g_00885
OG0001164	Syac.g_00556	Praz.g_00881
OG0001165	Syac.g_00551	Praz.g_00878
OG0001166	Syac.g_00520	Praz.g_00858
OG0001167	Syac.g_00667	Praz.g_00841
OG0001168	Syac.g_00665	Praz.g_00839
