Orthogroup	Syac	Prao
OG0000592	Syac.g_00962	Prao.g_00065
OG0000593	Syac.g_00975	Prao.g_00071
OG0000594	Syac.g_00976	Prao.g_00072
OG0000595	Syac.g_00977	Prao.g_00073
OG0000596	Syac.g_00982	Prao.g_00077
OG0000597	Syac.g_00985	Prao.g_00079
OG0000598	Syac.g_00986	Prao.g_00080
OG0000599	Syac.g_00989	Prao.g_00083
OG0000600	Syac.g_00990	Prao.g_00084
OG0000601	Syac.g_00991	Prao.g_00085
OG0000602	Syac.g_00996	Prao.g_00087
OG0000603	Syac.g_00997	Prao.g_00088
OG0000604	Syac.g_01001	Prao.g_00089
OG0000605	Syac.g_01089	Prao.g_00090
OG0000606	Syac.g_01434	Prao.g_00093
OG0000607	Syac.g_01430	Prao.g_00096
OG0000608	Syac.g_01429	Prao.g_00097
OG0000609	Syac.g_01427	Prao.g_00098
OG0000610	Syac.g_01419	Prao.g_00103
OG0000611	Syac.g_01416	Prao.g_00106
OG0000612	Syac.g_01415	Prao.g_00107
OG0000613	Syac.g_00231	Prao.g_00112
OG0000614	Syac.g_00911	Prao.g_00130
OG0000615	Syac.g_01377	Prao.g_00138
OG0000616	Syac.g_02478	Prao.g_00142
OG0000617	Syac.g_01280	Prao.g_00654
OG0000618	Syac.g_01279	Prao.g_00655
OG0000619	Syac.g_01278	Prao.g_00656
OG0000620	Syac.g_01270	Prao.g_00659
OG0000621	Syac.g_01269	Prao.g_00660
OG0000622	Syac.g_01268	Prao.g_00661
OG0000623	Syac.g_01267	Prao.g_00662
OG0000624	Syac.g_01265	Prao.g_00663
OG0000625	Syac.g_01264	Prao.g_00664
OG0000626	Syac.g_01263	Prao.g_00665
OG0000627	Syac.g_01126	Prao.g_00666
OG0000628	Syac.g_01127	Prao.g_00667
OG0000629	Syac.g_01130	Prao.g_00668
OG0000630	Syac.g_01134	Prao.g_00671
OG0000631	Syac.g_01139	Prao.g_00732
OG0000632	Syac.g_01140	Prao.g_00733
OG0000633	Syac.g_01141	Prao.g_00734
OG0000634	Syac.g_01345	Prao.g_00737
OG0000635	Syac.g_01344	Prao.g_00738
OG0000636	Syac.g_01342	Prao.g_00740
OG0000637	Syac.g_01340	Prao.g_00742
OG0000638	Syac.g_01339	Prao.g_00743
OG0000639	Syac.g_01338	Prao.g_00744
OG0000640	Syac.g_01337	Prao.g_00745
OG0000641	Syac.g_01333	Prao.g_00749
OG0000642	Syac.g_01332	Prao.g_00750
OG0000643	Syac.g_01330	Prao.g_00751
OG0000644	Syac.g_01329	Prao.g_00752
OG0000645	Syac.g_01327	Prao.g_00753
OG0000646	Syac.g_01324	Prao.g_00755
OG0000647	Syac.g_01322	Prao.g_00756
OG0000648	Syac.g_01319	Prao.g_00758
OG0000649	Syac.g_01318	Prao.g_00759
OG0000650	Syac.g_01317	Prao.g_00760
OG0000651	Syac.g_01316	Prao.g_00761
OG0000652	Syac.g_01315	Prao.g_00762
OG0000653	Syac.g_01313	Prao.g_00764
OG0000654	Syac.g_01312	Prao.g_00765
OG0000655	Syac.g_01311	Prao.g_00766
OG0000656	Syac.g_01308	Prao.g_00769
OG0000657	Syac.g_00846	Prao.g_00777
OG0000658	Syac.g_00842	Prao.g_00778
OG0000659	Syac.g_00841	Prao.g_00779
OG0000660	Syac.g_00837	Prao.g_00783
OG0000661	Syac.g_00835	Prao.g_00785
OG0000662	Syac.g_00833	Prao.g_00787
OG0000663	Syac.g_00830	Prao.g_00789
OG0000664	Syac.g_00829	Prao.g_00790
OG0000665	Syac.g_01018	Prao.g_00794
OG0000666	Syac.g_01088	Prao.g_00795
OG0000667	Syac.g_02165	Prao.g_00799
OG0000668	Syac.g_01239	Prao.g_00829
OG0000669	Syac.g_01404	Prao.g_00837
OG0000670	Syac.g_00580	Prao.g_00839
OG0000671	Syac.g_01400	Prao.g_00841
OG0000672	Syac.g_01396	Prao.g_00843
OG0000673	Syac.g_01393	Prao.g_00846
OG0000674	Syac.g_01391	Prao.g_00848
OG0000675	Syac.g_01390	Prao.g_00849
OG0000676	Syac.g_01388	Prao.g_00851
OG0000677	Syac.g_01387	Prao.g_00852
OG0000678	Syac.g_01384	Prao.g_00854
OG0000679	Syac.g_01375	Prao.g_00858
OG0000680	Syac.g_01374	Prao.g_00859
OG0000681	Syac.g_01371	Prao.g_00861
OG0000682	Syac.g_01370	Prao.g_00862
OG0000683	Syac.g_01369	Prao.g_00863
OG0000684	Syac.g_01365	Prao.g_00864
OG0000685	Syac.g_01363	Prao.g_00866
OG0000686	Syac.g_01362	Prao.g_00867
OG0000687	Syac.g_01361	Prao.g_00868
OG0000688	Syac.g_01356	Prao.g_00871
OG0000689	Syac.g_01354	Prao.g_00872
OG0000690	Syac.g_01353	Prao.g_00873
OG0000691	Syac.g_01352	Prao.g_00874
OG0000692	Syac.g_01351	Prao.g_00876
OG0000693	Syac.g_01349	Prao.g_00877
OG0000694	Syac.g_01348	Prao.g_00878
OG0000695	Syac.g_01143	Prao.g_00880
OG0000696	Syac.g_01144	Prao.g_00881
OG0000697	Syac.g_01146	Prao.g_00882
OG0000698	Syac.g_01149	Prao.g_00885
OG0000699	Syac.g_01151	Prao.g_00886
OG0000700	Syac.g_01152	Prao.g_00887
OG0000701	Syac.g_01153	Prao.g_00888
OG0000702	Syac.g_01161	Prao.g_00890
OG0000703	Syac.g_01162	Prao.g_00891
OG0000704	Syac.g_01165	Prao.g_00892
OG0000705	Syac.g_01174	Prao.g_00896
OG0000706	Syac.g_01175	Prao.g_00897
OG0000707	Syac.g_01176	Prao.g_00898
OG0000708	Syac.g_01179	Prao.g_00899
OG0000709	Syac.g_01187	Prao.g_00903
OG0000710	Syac.g_01191	Prao.g_00906
OG0000711	Syac.g_01220	Prao.g_00923
OG0000712	Syac.g_01221	Prao.g_00925
OG0000713	Syac.g_01222	Prao.g_00926
OG0000714	Syac.g_01224	Prao.g_00927
OG0000715	Syac.g_01226	Prao.g_00929
OG0000716	Syac.g_01230	Prao.g_00931
OG0000717	Syac.g_01231	Prao.g_00932
OG0000718	Syac.g_01235	Prao.g_00943
OG0000719	Syac.g_01237	Prao.g_00945
OG0000720	Syac.g_01250	Prao.g_00954
OG0000721	Syac.g_01252	Prao.g_00956
OG0000722	Syac.g_01253	Prao.g_00957
OG0000723	Syac.g_01261	Prao.g_00960
OG0000724	Syac.g_00879	Prao.g_00969
OG0000725	Syac.g_00887	Prao.g_00975
OG0000726	Syac.g_00888	Prao.g_00976
OG0000727	Syac.g_00889	Prao.g_00977
OG0000728	Syac.g_00891	Prao.g_00979
OG0000729	Syac.g_00144	Prao.g_01027
OG0000730	Syac.g_02024	Prao.g_01156
OG0000731	Syac.g_02011	Prao.g_01152
OG0000732	Syac.g_00051	Prao.g_01143
OG0000733	Syac.g_02386	Prao.g_01121
OG0000734	Syac.g_00388	Prao.g_01104
OG0000735	Syac.g_00750	Prao.g_01102
OG0000736	Syac.g_00751	Prao.g_01101
OG0000737	Syac.g_00752	Prao.g_01100
OG0000738	Syac.g_00757	Prao.g_01096
OG0000739	Syac.g_00762	Prao.g_01095
OG0000740	Syac.g_00763	Prao.g_01094
OG0000741	Syac.g_00766	Prao.g_01093
OG0000742	Syac.g_00768	Prao.g_01090
OG0000743	Syac.g_00770	Prao.g_01088
OG0000744	Syac.g_00771	Prao.g_01087
OG0000745	Syac.g_00773	Prao.g_01086
OG0000746	Syac.g_00776	Prao.g_01084
OG0000747	Syac.g_00777	Prao.g_01083
OG0000748	Syac.g_00787	Prao.g_01080
OG0000749	Syac.g_00789	Prao.g_01079
OG0000750	Syac.g_00790	Prao.g_01078
OG0000751	Syac.g_00797	Prao.g_01076
OG0000752	Syac.g_00799	Prao.g_01074
OG0000753	Syac.g_00802	Prao.g_01071
OG0000754	Syac.g_01471	Prao.g_01068
OG0000755	Syac.g_01479	Prao.g_01065
OG0000756	Syac.g_01480	Prao.g_01064
OG0000757	Syac.g_01492	Prao.g_01058
OG0000758	Syac.g_01493	Prao.g_01057
OG0000759	Syac.g_01494	Prao.g_01056
OG0000760	Syac.g_01495	Prao.g_01055
OG0000761	Syac.g_01496	Prao.g_01054
OG0000762	Syac.g_01498	Prao.g_01053
OG0000763	Syac.g_01500	Prao.g_01051
OG0000764	Syac.g_01501	Prao.g_01050
OG0000765	Syac.g_01515	Prao.g_01041
OG0000766	Syac.g_01516	Prao.g_01040
OG0000767	Syac.g_01518	Prao.g_01038
OG0000768	Syac.g_01519	Prao.g_01037
OG0000769	Syac.g_01521	Prao.g_01035
OG0000770	Syac.g_01524	Prao.g_01033
OG0000771	Syac.g_00873	Prao.g_00014
OG0000772	Syac.g_01569	Prao.g_01305
OG0000773	Syac.g_00741	Prao.g_01285
OG0000774	Syac.g_00737	Prao.g_01283
OG0000775	Syac.g_00735	Prao.g_01281
OG0000776	Syac.g_00734	Prao.g_01280
OG0000777	Syac.g_00733	Prao.g_01279
OG0000778	Syac.g_00732	Prao.g_01278
OG0000779	Syac.g_00727	Prao.g_01274
OG0000780	Syac.g_00723	Prao.g_01273
OG0000781	Syac.g_00719	Prao.g_01270
OG0000782	Syac.g_00718	Prao.g_01269
OG0000783	Syac.g_00717	Prao.g_01268
OG0000784	Syac.g_00716	Prao.g_01267
OG0000785	Syac.g_00714	Prao.g_01265
OG0000786	Syac.g_01730	Prao.g_01263
OG0000787	Syac.g_01731	Prao.g_01262
OG0000788	Syac.g_00992	Prao.g_01252
OG0000789	Syac.g_01111	Prao.g_01249
OG0000790	Syac.g_01921	Prao.g_01234
OG0000791	Syac.g_01922	Prao.g_01232
OG0000792	Syac.g_01923	Prao.g_01231
OG0000793	Syac.g_01928	Prao.g_01228
OG0000794	Syac.g_01929	Prao.g_01227
OG0000795	Syac.g_01930	Prao.g_01226
OG0000796	Syac.g_01934	Prao.g_01222
OG0000797	Syac.g_01935	Prao.g_01221
OG0000799	Syac.g_01602	Prao.g_01379
OG0000800	Syac.g_01603	Prao.g_01380
OG0000801	Syac.g_01604	Prao.g_01381
OG0000802	Syac.g_01608	Prao.g_01383
OG0000803	Syac.g_01613	Prao.g_01385
OG0000804	Syac.g_01616	Prao.g_01386
OG0000805	Syac.g_01620	Prao.g_01388
OG0000806	Syac.g_01622	Prao.g_01390
OG0000807	Syac.g_01624	Prao.g_01391
OG0000808	Syac.g_01625	Prao.g_01392
OG0000809	Syac.g_01628	Prao.g_01395
OG0000810	Syac.g_01629	Prao.g_01396
OG0000811	Syac.g_01637	Prao.g_01400
OG0000812	Syac.g_01639	Prao.g_01402
OG0000813	Syac.g_01640	Prao.g_01403
OG0000814	Syac.g_01642	Prao.g_01405
OG0000815	Syac.g_01643	Prao.g_01406
OG0000816	Syac.g_01645	Prao.g_01408
OG0000817	Syac.g_01646	Prao.g_01409
OG0000818	Syac.g_01652	Prao.g_01414
OG0000819	Syac.g_01653	Prao.g_01415
OG0000820	Syac.g_01654	Prao.g_01416
OG0000821	Syac.g_01659	Prao.g_01419
OG0000822	Syac.g_01661	Prao.g_01420
OG0000823	Syac.g_01662	Prao.g_01421
OG0000824	Syac.g_01666	Prao.g_01424
OG0000825	Syac.g_01667	Prao.g_01425
OG0000826	Syac.g_01668	Prao.g_01426
OG0000827	Syac.g_01669	Prao.g_01427
OG0000828	Syac.g_01672	Prao.g_01430
OG0000829	Syac.g_01673	Prao.g_01431
OG0000830	Syac.g_01674	Prao.g_01432
OG0000831	Syac.g_01676	Prao.g_01434
OG0000832	Syac.g_00623	Prao.g_01440
OG0000833	Syac.g_00613	Prao.g_01448
OG0000834	Syac.g_00610	Prao.g_01449
OG0000835	Syac.g_00609	Prao.g_01450
OG0000836	Syac.g_00605	Prao.g_01451
OG0000837	Syac.g_00604	Prao.g_01452
OG0000838	Syac.g_00600	Prao.g_01454
OG0000839	Syac.g_00599	Prao.g_01455
OG0000840	Syac.g_00598	Prao.g_01456
OG0000841	Syac.g_00597	Prao.g_01457
OG0000842	Syac.g_00596	Prao.g_01458
OG0000843	Syac.g_00595	Prao.g_01459
OG0000844	Syac.g_00593	Prao.g_01460
OG0000845	Syac.g_00592	Prao.g_01461
OG0000846	Syac.g_00591	Prao.g_01462
OG0000847	Syac.g_00590	Prao.g_01463
OG0000848	Syac.g_00588	Prao.g_01464
OG0000849	Syac.g_00587	Prao.g_01465
OG0000850	Syac.g_00585	Prao.g_01467
OG0000851	Syac.g_00573	Prao.g_01468
OG0000852	Syac.g_00572	Prao.g_01469
OG0000853	Syac.g_00568	Prao.g_01473
OG0000854	Syac.g_00566	Prao.g_01475
OG0000855	Syac.g_00565	Prao.g_01476
OG0000856	Syac.g_00964	Prao.g_01491
OG0000857	Syac.g_01323	Prao.g_01519
OG0000858	Syac.g_00559	Prao.g_01546
OG0000859	Syac.g_00558	Prao.g_01547
OG0000860	Syac.g_00542	Prao.g_01554
OG0000861	Syac.g_00541	Prao.g_01555
OG0000862	Syac.g_00540	Prao.g_01556
OG0000863	Syac.g_00538	Prao.g_01558
OG0000864	Syac.g_00537	Prao.g_01559
OG0000865	Syac.g_00533	Prao.g_01560
OG0000866	Syac.g_00532	Prao.g_01561
OG0000867	Syac.g_00531	Prao.g_01562
OG0000868	Syac.g_00529	Prao.g_01563
OG0000869	Syac.g_00524	Prao.g_01567
OG0000870	Syac.g_00519	Prao.g_01572
OG0000871	Syac.g_00518	Prao.g_01573
OG0000872	Syac.g_00510	Prao.g_01574
OG0000873	Syac.g_00507	Prao.g_01577
OG0000874	Syac.g_00512	Prao.g_01580
OG0000875	Syac.g_00505	Prao.g_01581
OG0000876	Syac.g_00675	Prao.g_01582
OG0000877	Syac.g_00671	Prao.g_01584
OG0000878	Syac.g_00670	Prao.g_01585
OG0000879	Syac.g_00669	Prao.g_01586
OG0000880	Syac.g_00668	Prao.g_01587
OG0000881	Syac.g_00664	Prao.g_01591
OG0000882	Syac.g_00659	Prao.g_01596
OG0000883	Syac.g_00656	Prao.g_01597
OG0000884	Syac.g_00654	Prao.g_01599
OG0000885	Syac.g_00653	Prao.g_01600
OG0000886	Syac.g_00652	Prao.g_01601
OG0000887	Syac.g_00651	Prao.g_01602
OG0000888	Syac.g_00649	Prao.g_01604
OG0000889	Syac.g_00647	Prao.g_01606
OG0000890	Syac.g_00642	Prao.g_01607
OG0000891	Syac.g_00641	Prao.g_01608
OG0000892	Syac.g_00638	Prao.g_01610
OG0000893	Syac.g_02193	Prao.g_01615
OG0000894	Syac.g_02189	Prao.g_01617
OG0000895	Syac.g_02185	Prao.g_01620
OG0000896	Syac.g_02184	Prao.g_01621
OG0000897	Syac.g_02182	Prao.g_01623
OG0000898	Syac.g_02181	Prao.g_01624
OG0000899	Syac.g_02180	Prao.g_01625
OG0000900	Syac.g_02179	Prao.g_01626
OG0000901	Syac.g_02174	Prao.g_01629
OG0000902	Syac.g_02172	Prao.g_01631
OG0000903	Syac.g_02140	Prao.g_01634
OG0000904	Syac.g_02145	Prao.g_01636
OG0000905	Syac.g_02148	Prao.g_01641
OG0000906	Syac.g_02150	Prao.g_01642
OG0000907	Syac.g_02138	Prao.g_01645
OG0000908	Syac.g_02135	Prao.g_01648
OG0000909	Syac.g_02134	Prao.g_01649
OG0000910	Syac.g_02133	Prao.g_01650
OG0000911	Syac.g_02131	Prao.g_01652
OG0000912	Syac.g_02130	Prao.g_01653
OG0000913	Syac.g_02129	Prao.g_01654
OG0000914	Syac.g_02128	Prao.g_01655
OG0000915	Syac.g_02127	Prao.g_01656
OG0000916	Syac.g_02126	Prao.g_01657
OG0000917	Syac.g_02125	Prao.g_01658
OG0000918	Syac.g_02124	Prao.g_01659
OG0000919	Syac.g_02123	Prao.g_01660
OG0000920	Syac.g_02122	Prao.g_01661
OG0000921	Syac.g_02121	Prao.g_01662
OG0000922	Syac.g_02120	Prao.g_01663
OG0000923	Syac.g_02116	Prao.g_01667
OG0000924	Syac.g_02115	Prao.g_01668
OG0000925	Syac.g_02114	Prao.g_01669
OG0000926	Syac.g_02113	Prao.g_01670
OG0000927	Syac.g_02111	Prao.g_01672
OG0000928	Syac.g_02110	Prao.g_01673
OG0000929	Syac.g_02109	Prao.g_01674
OG0000930	Syac.g_02108	Prao.g_01675
OG0000931	Syac.g_02107	Prao.g_01676
OG0000932	Syac.g_02106	Prao.g_01677
OG0000933	Syac.g_02101	Prao.g_01681
OG0000934	Syac.g_02099	Prao.g_01683
OG0000935	Syac.g_02098	Prao.g_01684
OG0000936	Syac.g_02097	Prao.g_01685
OG0000937	Syac.g_02096	Prao.g_01686
OG0000938	Syac.g_02092	Prao.g_01688
OG0000939	Syac.g_02091	Prao.g_01689
OG0000940	Syac.g_02084	Prao.g_01696
OG0000941	Syac.g_02082	Prao.g_01698
OG0000942	Syac.g_02080	Prao.g_01700
OG0000943	Syac.g_02079	Prao.g_01701
OG0000944	Syac.g_02077	Prao.g_01702
OG0000945	Syac.g_02075	Prao.g_01703
OG0000946	Syac.g_02071	Prao.g_01707
OG0000947	Syac.g_02068	Prao.g_01709
OG0000948	Syac.g_02067	Prao.g_01710
OG0000949	Syac.g_00205	Prao.g_01713
OG0000950	Syac.g_00193	Prao.g_01718
OG0000951	Syac.g_00188	Prao.g_01722
OG0000952	Syac.g_00183	Prao.g_01726
OG0000953	Syac.g_00177	Prao.g_01729
OG0000954	Syac.g_00172	Prao.g_01733
OG0000955	Syac.g_00171	Prao.g_01734
OG0000956	Syac.g_00169	Prao.g_01736
OG0000957	Syac.g_00158	Prao.g_01741
OG0000958	Syac.g_00157	Prao.g_01742
OG0000959	Syac.g_00153	Prao.g_01746
OG0000960	Syac.g_00152	Prao.g_01747
OG0000961	Syac.g_00147	Prao.g_01749
OG0000962	Syac.g_00145	Prao.g_01751
OG0000963	Syac.g_00140	Prao.g_01755
OG0000964	Syac.g_00139	Prao.g_01756
OG0000965	Syac.g_00138	Prao.g_01757
OG0000966	Syac.g_00107	Prao.g_01764
OG0000967	Syac.g_00075	Prao.g_01769
OG0000968	Syac.g_00080	Prao.g_01771
OG0000969	Syac.g_00078	Prao.g_01772
OG0000970	Syac.g_00077	Prao.g_01773
OG0000971	Syac.g_00067	Prao.g_01774
OG0000972	Syac.g_00066	Prao.g_01775
OG0000973	Syac.g_00065	Prao.g_01776
OG0000974	Syac.g_00064	Prao.g_01777
OG0000975	Syac.g_00063	Prao.g_01778
OG0000976	Syac.g_00062	Prao.g_01779
OG0000977	Syac.g_00059	Prao.g_01780
OG0000978	Syac.g_00058	Prao.g_01781
OG0000979	Syac.g_00055	Prao.g_01784
OG0000980	Syac.g_00052	Prao.g_01786
OG0000981	Syac.g_00049	Prao.g_01788
OG0000982	Syac.g_02354	Prao.g_01790
OG0000983	Syac.g_02355	Prao.g_01791
OG0000984	Syac.g_02356	Prao.g_01792
OG0000985	Syac.g_02359	Prao.g_01795
OG0000986	Syac.g_02363	Prao.g_01797
OG0000987	Syac.g_02365	Prao.g_01798
OG0000988	Syac.g_02370	Prao.g_01801
OG0000989	Syac.g_02379	Prao.g_01805
OG0000990	Syac.g_02397	Prao.g_01808
OG0000991	Syac.g_02400	Prao.g_01809
OG0000992	Syac.g_02402	Prao.g_01811
OG0000993	Syac.g_02403	Prao.g_01812
OG0000994	Syac.g_02405	Prao.g_01813
OG0000995	Syac.g_02410	Prao.g_01817
OG0000996	Syac.g_02454	Prao.g_01818
OG0000997	Syac.g_02464	Prao.g_01819
OG0000998	Syac.g_02466	Prao.g_01821
OG0000999	Syac.g_02467	Prao.g_01822
OG0001000	Syac.g_02470	Prao.g_01825
OG0001001	Syac.g_02475	Prao.g_01827
OG0001002	Syac.g_02481	Prao.g_01831
OG0001003	Syac.g_02483	Prao.g_01833
OG0001004	Syac.g_02484	Prao.g_01834
OG0001005	Syac.g_02485	Prao.g_01835
OG0001006	Syac.g_02492	Prao.g_01839
OG0001007	Syac.g_02494	Prao.g_01841
OG0001008	Syac.g_00693	Prao.g_00541
OG0001009	Syac.g_00030	Prao.g_00174
OG0001010	Syac.g_00031	Prao.g_00175
OG0001011	Syac.g_00032	Prao.g_00176
OG0001012	Syac.g_02351	Prao.g_00189
OG0001013	Syac.g_02337	Prao.g_00194
OG0001014	Syac.g_02333	Prao.g_00197
OG0001015	Syac.g_02332	Prao.g_00198
OG0001016	Syac.g_00446	Prao.g_00212
OG0001017	Syac.g_00440	Prao.g_00216
OG0001018	Syac.g_00438	Prao.g_00219
OG0001019	Syac.g_00422	Prao.g_00228
OG0001020	Syac.g_00417	Prao.g_00229
OG0001021	Syac.g_00413	Prao.g_00230
OG0001022	Syac.g_00410	Prao.g_00233
OG0001023	Syac.g_00409	Prao.g_00234
OG0001024	Syac.g_00405	Prao.g_00237
OG0001025	Syac.g_00399	Prao.g_00243
OG0001026	Syac.g_00386	Prao.g_00249
OG0001027	Syac.g_00380	Prao.g_00250
OG0001028	Syac.g_00378	Prao.g_00252
OG0001029	Syac.g_00376	Prao.g_00254
OG0001030	Syac.g_00356	Prao.g_00269
OG0001031	Syac.g_02266	Prao.g_00324
OG0001032	Syac.g_02268	Prao.g_00325
OG0001033	Syac.g_02298	Prao.g_00346
OG0001034	Syac.g_01968	Prao.g_00374
OG0001036	Syac.g_02221	Prao.g_00397
OG0001037	Syac.g_02223	Prao.g_00398
OG0001038	Syac.g_02251	Prao.g_00415
OG0001039	Syac.g_02254	Prao.g_00418
OG0001040	Syac.g_00292	Prao.g_00420
OG0001041	Syac.g_00287	Prao.g_00424
OG0001042	Syac.g_00258	Prao.g_00441
OG0001043	Syac.g_00254	Prao.g_00442
OG0001044	Syac.g_02021	Prao.g_00469
OG0001045	Syac.g_02008	Prao.g_00477
OG0001046	Syac.g_01207	Prao.g_00513
OG0001047	Syac.g_00695	Prao.g_00543
OG0001048	Syac.g_00696	Prao.g_00544
OG0001049	Syac.g_00703	Prao.g_00546
OG0001050	Syac.g_00704	Prao.g_00547
OG0001051	Syac.g_00705	Prao.g_00548
OG0001052	Syac.g_01704	Prao.g_00577
OG0001053	Syac.g_01901	Prao.g_00589
OG0001054	Syac.g_01884	Prao.g_00604
OG0001055	Syac.g_01863	Prao.g_00623
OG0001056	Syac.g_01831	Prao.g_01855
OG0001057	Syac.g_01825	Prao.g_01160
OG0001058	Syac.g_01810	Prao.g_01168
OG0001059	Syac.g_01806	Prao.g_01172
OG0001060	Syac.g_01799	Prao.g_01179
OG0001061	Syac.g_01779	Prao.g_01866
OG0001062	Syac.g_01777	Prao.g_01868
OG0001063	Syac.g_01773	Prao.g_01870
OG0001064	Syac.g_01772	Prao.g_00018
OG0001065	Syac.g_01771	Prao.g_00019
OG0001066	Syac.g_01770	Prao.g_00020
OG0001067	Syac.g_01769	Prao.g_00021
OG0001068	Syac.g_01768	Prao.g_00022
OG0001069	Syac.g_01767	Prao.g_00023
OG0001070	Syac.g_01764	Prao.g_00026
OG0001071	Syac.g_01763	Prao.g_00027
OG0001072	Syac.g_01758	Prao.g_00028
OG0001074	Syac.g_00945	Prao.g_00053
OG0001075	Syac.g_00946	Prao.g_00054
OG0001076	Syac.g_00956	Prao.g_00063
OG0001077	Syac.g_00967	Prao.g_00067
OG0001078	Syac.g_00980	Prao.g_00075
OG0001079	Syac.g_00993	Prao.g_00086
OG0001080	Syac.g_01092	Prao.g_00092
OG0001081	Syac.g_01432	Prao.g_00094
OG0001082	Syac.g_01431	Prao.g_00095
OG0001083	Syac.g_01424	Prao.g_00100
OG0001084	Syac.g_01423	Prao.g_00101
OG0001085	Syac.g_01412	Prao.g_00109
OG0001086	Syac.g_01410	Prao.g_00110
OG0001087	Syac.g_00923	Prao.g_00126
OG0001088	Syac.g_00920	Prao.g_00127
OG0001089	Syac.g_00896	Prao.g_00135
OG0001090	Syac.g_01286	Prao.g_00649
OG0001091	Syac.g_01284	Prao.g_00651
OG0001092	Syac.g_01282	Prao.g_00652
OG0001093	Syac.g_01276	Prao.g_00657
OG0001094	Syac.g_01347	Prao.g_00735
OG0001095	Syac.g_01326	Prao.g_00754
OG0001096	Syac.g_01310	Prao.g_00767
OG0001097	Syac.g_00834	Prao.g_00786
OG0001098	Syac.g_01096	Prao.g_00801
OG0001099	Syac.g_00377	Prao.g_00834
OG0001100	Syac.g_01402	Prao.g_00838
OG0001101	Syac.g_01401	Prao.g_00840
OG0001102	Syac.g_01398	Prao.g_00842
OG0001103	Syac.g_01395	Prao.g_00844
OG0001104	Syac.g_01364	Prao.g_00865
OG0001105	Syac.g_01360	Prao.g_00869
OG0001106	Syac.g_01166	Prao.g_00893
OG0001107	Syac.g_01180	Prao.g_00900
OG0001108	Syac.g_01188	Prao.g_00904
OG0001109	Syac.g_01190	Prao.g_00905
OG0001110	Syac.g_01192	Prao.g_00907
OG0001111	Syac.g_01194	Prao.g_00908
OG0001112	Syac.g_01196	Prao.g_00909
OG0001113	Syac.g_01197	Prao.g_00910
OG0001114	Syac.g_01198	Prao.g_00911
OG0001115	Syac.g_01202	Prao.g_00913
OG0001116	Syac.g_01204	Prao.g_00914
OG0001117	Syac.g_01205	Prao.g_00915
OG0001118	Syac.g_01206	Prao.g_00916
OG0001119	Syac.g_01208	Prao.g_00917
OG0001120	Syac.g_01213	Prao.g_00919
OG0001121	Syac.g_01949, Syac.g_01170	Prao.g_01124, Prao.g_00922
OG0001122	Syac.g_01238	Prao.g_00946
OG0001123	Syac.g_01245	Prao.g_00950
OG0001124	Syac.g_01247	Prao.g_00952
OG0001125	Syac.g_01249	Prao.g_00953
OG0001126	Syac.g_00870	Prao.g_00963
OG0001127	Syac.g_00871	Prao.g_00964
OG0001128	Syac.g_00875	Prao.g_00966
OG0001129	Syac.g_00877	Prao.g_00967
OG0001130	Syac.g_00878	Prao.g_00968
OG0001131	Syac.g_01382	Prao.g_01007
OG0001132	Syac.g_01062	Prao.g_01016
OG0001133	Syac.g_00958	Prao.g_01137
OG0001134	Syac.g_01466	Prao.g_01122
OG0001135	Syac.g_01464	Prao.g_01119
OG0001136	Syac.g_00767	Prao.g_01092
OG0001137	Syac.g_00786	Prao.g_01081
OG0001138	Syac.g_01486	Prao.g_01063
OG0001139	Syac.g_01488	Prao.g_01062
OG0001140	Syac.g_01489	Prao.g_01061
OG0001141	Syac.g_01490	Prao.g_01060
OG0001142	Syac.g_01491	Prao.g_01059
OG0001143	Syac.g_01499	Prao.g_01052
OG0001144	Syac.g_01508	Prao.g_01047
OG0001145	Syac.g_00740	Prao.g_01284
OG0001146	Syac.g_00722	Prao.g_01272
OG0001147	Syac.g_01689	Prao.g_01253
OG0001148	Syac.g_01918	Prao.g_01237
OG0001149	Syac.g_01919	Prao.g_01236
OG0001150	Syac.g_01920	Prao.g_01235
OG0001151	Syac.g_01932	Prao.g_01224
OG0001152	Syac.g_01933	Prao.g_01223
OG0001153	Syac.g_01670	Prao.g_01428
OG0001154	Syac.g_01671	Prao.g_01429
OG0001155	Syac.g_00621	Prao.g_01441
OG0001156	Syac.g_00618	Prao.g_01444
OG0001157	Syac.g_00617	Prao.g_01445
OG0001158	Syac.g_00616	Prao.g_01446
OG0001159	Syac.g_00615	Prao.g_01447
OG0001160	Syac.g_00570	Prao.g_01471
OG0001161	Syac.g_02385	Prao.g_01484
OG0001162	Syac.g_01307	Prao.g_01495
OG0001163	Syac.g_00562	Prao.g_01544
OG0001164	Syac.g_00556	Prao.g_01548
OG0001165	Syac.g_00551	Prao.g_01551
OG0001166	Syac.g_00520	Prao.g_01571
OG0001167	Syac.g_00667	Prao.g_01588
OG0001168	Syac.g_00665	Prao.g_01590
OG0001169	Syac.g_00663	Prao.g_01592
OG0001170	Syac.g_00661	Prao.g_01594
OG0001171	Syac.g_00650	Prao.g_01603
OG0001172	Syac.g_02187	Prao.g_01618
OG0001173	Syac.g_02186	Prao.g_01619
OG0001174	Syac.g_02178	Prao.g_01627
OG0001175	Syac.g_02177	Prao.g_01628
