Orthogroup	Syac	Prac
OG0000586	Syac.g_00941	Prac.g_00758
OG0000587	Syac.g_00943	Prac.g_00757
OG0000588	Syac.g_00949	Prac.g_00753
OG0000589	Syac.g_00953	Prac.g_00750
OG0000590	Syac.g_00954	Prac.g_00749
OG0000591	Syac.g_00961	Prac.g_00746
OG0000592	Syac.g_00962	Prac.g_00745
OG0000593	Syac.g_00975	Prac.g_00739
OG0000594	Syac.g_00976	Prac.g_00738
OG0000595	Syac.g_00977	Prac.g_00737
OG0000596	Syac.g_00982	Prac.g_00733
OG0000597	Syac.g_00985	Prac.g_00731
OG0000598	Syac.g_00986	Prac.g_00730
OG0000599	Syac.g_00989	Prac.g_00727
OG0000600	Syac.g_00990	Prac.g_00726
OG0000601	Syac.g_00991	Prac.g_00725
OG0000602	Syac.g_00996	Prac.g_00723
OG0000603	Syac.g_00997	Prac.g_00722
OG0000604	Syac.g_01001	Prac.g_00721
OG0000605	Syac.g_01089	Prac.g_00720
OG0000606	Syac.g_01434	Prac.g_00717
OG0000607	Syac.g_01430	Prac.g_00714
OG0000608	Syac.g_01429	Prac.g_00713
OG0000609	Syac.g_01427	Prac.g_00712
OG0000610	Syac.g_01419	Prac.g_00707
OG0000611	Syac.g_01416	Prac.g_00704
OG0000612	Syac.g_01415	Prac.g_00703
OG0000613	Syac.g_00231	Prac.g_00698
OG0000614	Syac.g_00911	Prac.g_00679
OG0000615	Syac.g_01377	Prac.g_00671
OG0000616	Syac.g_02478	Prac.g_00667
OG0000617	Syac.g_01280	Prac.g_01554
OG0000618	Syac.g_01279	Prac.g_01553
OG0000619	Syac.g_01278	Prac.g_01552
OG0000620	Syac.g_01270	Prac.g_01549
OG0000621	Syac.g_01269	Prac.g_01548
OG0000622	Syac.g_01268	Prac.g_01547
OG0000623	Syac.g_01267	Prac.g_01546
OG0000624	Syac.g_01265	Prac.g_01545
OG0000625	Syac.g_01264	Prac.g_01544
OG0000626	Syac.g_01263	Prac.g_01543
OG0000627	Syac.g_01126	Prac.g_01542
OG0000628	Syac.g_01127	Prac.g_01541
OG0000629	Syac.g_01130	Prac.g_01540
OG0000630	Syac.g_01134	Prac.g_01537
OG0000631	Syac.g_01139	Prac.g_01484
OG0000632	Syac.g_01140	Prac.g_01483
OG0000633	Syac.g_01141	Prac.g_01482
OG0000634	Syac.g_01345	Prac.g_01479
OG0000635	Syac.g_01344	Prac.g_01478
OG0000636	Syac.g_01342	Prac.g_01476
OG0000637	Syac.g_01340	Prac.g_01474
OG0000638	Syac.g_01339	Prac.g_01473
OG0000639	Syac.g_01338	Prac.g_01472
OG0000640	Syac.g_01337	Prac.g_01471
OG0000641	Syac.g_01333	Prac.g_01467
OG0000642	Syac.g_01332	Prac.g_01466
OG0000643	Syac.g_01330	Prac.g_01465
OG0000644	Syac.g_01329	Prac.g_01464
OG0000645	Syac.g_01327	Prac.g_01463
OG0000646	Syac.g_01324	Prac.g_01461
OG0000647	Syac.g_01322	Prac.g_01460
OG0000648	Syac.g_01319	Prac.g_01458
OG0000649	Syac.g_01318	Prac.g_01457
OG0000650	Syac.g_01317	Prac.g_01456
OG0000651	Syac.g_01316	Prac.g_01455
OG0000652	Syac.g_01315	Prac.g_01454
OG0000653	Syac.g_01313	Prac.g_01452
OG0000654	Syac.g_01312	Prac.g_01451
OG0000655	Syac.g_01311	Prac.g_01450
OG0000656	Syac.g_01308	Prac.g_01447
OG0000657	Syac.g_00846	Prac.g_01440
OG0000658	Syac.g_00842	Prac.g_01439
OG0000659	Syac.g_00841	Prac.g_01438
OG0000660	Syac.g_00837	Prac.g_01434
OG0000661	Syac.g_00835	Prac.g_01432
OG0000662	Syac.g_00833	Prac.g_01430
OG0000663	Syac.g_00830	Prac.g_01428
OG0000664	Syac.g_00829	Prac.g_01427
OG0000665	Syac.g_01018	Prac.g_01423
OG0000666	Syac.g_01088	Prac.g_01422
OG0000667	Syac.g_02165	Prac.g_01418
OG0000668	Syac.g_01239	Prac.g_01401
OG0000669	Syac.g_01404	Prac.g_01393
OG0000670	Syac.g_00580	Prac.g_01391
OG0000671	Syac.g_01400	Prac.g_01389
OG0000672	Syac.g_01396	Prac.g_01386
OG0000673	Syac.g_01393	Prac.g_01383
OG0000674	Syac.g_01391	Prac.g_01381
OG0000675	Syac.g_01390	Prac.g_01380
OG0000676	Syac.g_01388	Prac.g_01378
OG0000677	Syac.g_01387	Prac.g_01377
OG0000678	Syac.g_01384	Prac.g_01375
OG0000679	Syac.g_01375	Prac.g_01371
OG0000680	Syac.g_01374	Prac.g_01370
OG0000681	Syac.g_01371	Prac.g_01368
OG0000682	Syac.g_01370	Prac.g_01367
OG0000683	Syac.g_01369	Prac.g_01366
OG0000684	Syac.g_01365	Prac.g_01365
OG0000685	Syac.g_01363	Prac.g_01363
OG0000686	Syac.g_01362	Prac.g_01362
OG0000687	Syac.g_01361	Prac.g_01361
OG0000688	Syac.g_01356	Prac.g_01358
OG0000689	Syac.g_01354	Prac.g_01357
OG0000690	Syac.g_01353	Prac.g_01356
OG0000691	Syac.g_01352	Prac.g_01355
OG0000692	Syac.g_01351	Prac.g_01353
OG0000693	Syac.g_01349	Prac.g_01352
OG0000694	Syac.g_01348	Prac.g_01351
OG0000695	Syac.g_01143	Prac.g_01349
OG0000696	Syac.g_01144	Prac.g_01348
OG0000697	Syac.g_01146	Prac.g_01347
OG0000698	Syac.g_01149	Prac.g_01344
OG0000699	Syac.g_01151	Prac.g_01343
OG0000700	Syac.g_01152	Prac.g_01342
OG0000701	Syac.g_01153	Prac.g_01341
OG0000702	Syac.g_01161	Prac.g_01339
OG0000703	Syac.g_01162	Prac.g_01338
OG0000704	Syac.g_01165	Prac.g_01337
OG0000705	Syac.g_01174	Prac.g_01333
OG0000706	Syac.g_01175	Prac.g_01332
OG0000707	Syac.g_01176	Prac.g_01331
OG0000708	Syac.g_01179	Prac.g_01330
OG0000709	Syac.g_01187	Prac.g_01326
OG0000710	Syac.g_01191	Prac.g_01323
OG0000711	Syac.g_01220	Prac.g_01307
OG0000712	Syac.g_01221	Prac.g_01305
OG0000713	Syac.g_01222	Prac.g_01304
OG0000714	Syac.g_01224	Prac.g_01303
OG0000715	Syac.g_01226	Prac.g_01301
OG0000716	Syac.g_01230	Prac.g_01299
OG0000717	Syac.g_01231	Prac.g_01298
OG0000718	Syac.g_01235	Prac.g_01287
OG0000719	Syac.g_01237	Prac.g_01285
OG0000720	Syac.g_01250	Prac.g_01276
OG0000721	Syac.g_01252	Prac.g_01274
OG0000722	Syac.g_01253	Prac.g_01273
OG0000723	Syac.g_01261	Prac.g_01270
OG0000724	Syac.g_00879	Prac.g_01261
OG0000725	Syac.g_00887	Prac.g_01255
OG0000726	Syac.g_00888	Prac.g_01254
OG0000727	Syac.g_00889	Prac.g_01253
OG0000728	Syac.g_00891	Prac.g_01251
OG0000729	Syac.g_00144	Prac.g_01205
OG0000730	Syac.g_02024	Prac.g_01046
OG0000731	Syac.g_02011	Prac.g_01042
OG0000732	Syac.g_00051	Prac.g_01036
OG0000733	Syac.g_02386	Prac.g_01017
OG0000734	Syac.g_00388	Prac.g_01000
OG0000735	Syac.g_00750	Prac.g_00998
OG0000736	Syac.g_00751	Prac.g_00997
OG0000737	Syac.g_00752	Prac.g_00996
OG0000738	Syac.g_00757	Prac.g_00992
OG0000739	Syac.g_00762	Prac.g_00991
OG0000740	Syac.g_00763	Prac.g_00990
OG0000741	Syac.g_00766	Prac.g_00989
OG0000742	Syac.g_00768	Prac.g_00986
OG0000743	Syac.g_00770	Prac.g_00984
OG0000744	Syac.g_00771	Prac.g_00983
OG0000745	Syac.g_00773	Prac.g_00982
OG0000746	Syac.g_00776	Prac.g_00980
OG0000747	Syac.g_00777	Prac.g_00979
OG0000748	Syac.g_00787	Prac.g_00976
OG0000749	Syac.g_00789	Prac.g_00975
OG0000750	Syac.g_00790	Prac.g_00974
OG0000751	Syac.g_00797	Prac.g_00972
OG0000752	Syac.g_00799	Prac.g_00970
OG0000753	Syac.g_00802	Prac.g_00967
OG0000754	Syac.g_01471	Prac.g_00964
OG0000755	Syac.g_01479	Prac.g_00961
OG0000756	Syac.g_01480	Prac.g_00960
OG0000757	Syac.g_01492	Prac.g_00954
OG0000758	Syac.g_01493	Prac.g_00953
OG0000759	Syac.g_01494	Prac.g_00952
OG0000760	Syac.g_01495	Prac.g_00951
OG0000761	Syac.g_01496	Prac.g_00950
OG0000762	Syac.g_01498	Prac.g_00949
OG0000763	Syac.g_01500	Prac.g_00947
OG0000764	Syac.g_01501	Prac.g_00946
OG0000765	Syac.g_01515	Prac.g_00937
OG0000766	Syac.g_01516	Prac.g_00936
OG0000767	Syac.g_01518	Prac.g_00934
OG0000768	Syac.g_01519	Prac.g_00933
OG0000769	Syac.g_01521	Prac.g_00931
OG0000770	Syac.g_01524	Prac.g_00929
OG0000771	Syac.g_00873	Prac.g_00448
OG0000772	Syac.g_01569	Prac.g_00154
OG0000773	Syac.g_00741	Prac.g_00166
OG0000774	Syac.g_00737	Prac.g_00168
OG0000775	Syac.g_00735	Prac.g_00170
OG0000776	Syac.g_00734	Prac.g_00171
OG0000777	Syac.g_00733	Prac.g_00172
OG0000778	Syac.g_00732	Prac.g_00173
OG0000779	Syac.g_00727	Prac.g_00177
OG0000780	Syac.g_00723	Prac.g_00178
OG0000781	Syac.g_00719	Prac.g_00181
OG0000782	Syac.g_00718	Prac.g_00182
OG0000783	Syac.g_00717	Prac.g_00183
OG0000784	Syac.g_00716	Prac.g_00184
OG0000785	Syac.g_00714	Prac.g_00186
OG0000786	Syac.g_01730	Prac.g_00188
OG0000787	Syac.g_01731	Prac.g_00189
OG0000788	Syac.g_00992	Prac.g_00204
OG0000789	Syac.g_01111	Prac.g_00207
OG0000790	Syac.g_01921	Prac.g_00222
OG0000791	Syac.g_01922	Prac.g_00224
OG0000792	Syac.g_01923	Prac.g_00225
OG0000793	Syac.g_01928	Prac.g_00228
OG0000794	Syac.g_01929	Prac.g_00229
OG0000795	Syac.g_01930	Prac.g_00230
OG0000796	Syac.g_01934	Prac.g_00234
OG0000797	Syac.g_01935	Prac.g_00235
OG0000798	Syac.g_02250	Prac.g_00262
OG0000799	Syac.g_01602	Prac.g_00429
OG0000800	Syac.g_01603	Prac.g_00428
OG0000801	Syac.g_01604	Prac.g_00427
OG0000802	Syac.g_01608	Prac.g_00425
OG0000803	Syac.g_01613	Prac.g_00423
OG0000804	Syac.g_01616	Prac.g_00422
OG0000805	Syac.g_01620	Prac.g_00420
OG0000806	Syac.g_01622	Prac.g_00418
OG0000807	Syac.g_01624	Prac.g_00417
OG0000808	Syac.g_01625	Prac.g_00416
OG0000809	Syac.g_01628	Prac.g_00413
OG0000810	Syac.g_01629	Prac.g_00412
OG0000811	Syac.g_01637	Prac.g_00408
OG0000812	Syac.g_01639	Prac.g_00406
OG0000813	Syac.g_01640	Prac.g_00405
OG0000814	Syac.g_01642	Prac.g_00403
OG0000815	Syac.g_01643	Prac.g_00402
OG0000816	Syac.g_01645	Prac.g_00400
OG0000817	Syac.g_01646	Prac.g_00399
OG0000818	Syac.g_01652	Prac.g_00394
OG0000819	Syac.g_01653	Prac.g_00393
OG0000820	Syac.g_01654	Prac.g_00392
OG0000821	Syac.g_01659	Prac.g_00388
OG0000822	Syac.g_01661	Prac.g_00387
OG0000823	Syac.g_01662	Prac.g_00386
OG0000824	Syac.g_01666	Prac.g_00383
OG0000825	Syac.g_01667	Prac.g_00382
OG0000826	Syac.g_01668	Prac.g_00381
OG0000827	Syac.g_01669	Prac.g_00380
OG0000828	Syac.g_01672	Prac.g_00377
OG0000829	Syac.g_01673	Prac.g_00376
OG0000830	Syac.g_01674	Prac.g_00375
OG0000831	Syac.g_01676	Prac.g_00373
OG0000832	Syac.g_00623	Prac.g_00367
OG0000833	Syac.g_00613	Prac.g_00359
OG0000834	Syac.g_00610	Prac.g_00358
OG0000835	Syac.g_00609	Prac.g_00357
OG0000836	Syac.g_00605	Prac.g_00356
OG0000837	Syac.g_00604	Prac.g_00355
OG0000838	Syac.g_00600	Prac.g_00353
OG0000839	Syac.g_00599	Prac.g_00352
OG0000840	Syac.g_00598	Prac.g_00351
OG0000841	Syac.g_00597	Prac.g_00350
OG0000842	Syac.g_00596	Prac.g_00349
OG0000843	Syac.g_00595	Prac.g_00348
OG0000844	Syac.g_00593	Prac.g_00347
OG0000845	Syac.g_00592	Prac.g_00346
OG0000846	Syac.g_00591	Prac.g_00345
OG0000847	Syac.g_00590	Prac.g_00344
OG0000848	Syac.g_00588	Prac.g_00343
OG0000849	Syac.g_00587	Prac.g_00342
OG0000850	Syac.g_00585	Prac.g_00340
OG0000851	Syac.g_00573	Prac.g_00339
OG0000852	Syac.g_00572	Prac.g_00338
OG0000853	Syac.g_00568	Prac.g_00334
OG0000854	Syac.g_00566	Prac.g_00332
OG0000855	Syac.g_00565	Prac.g_00331
OG0000856	Syac.g_00964	Prac.g_00317
OG0000857	Syac.g_01323	Prac.g_00288
OG0000858	Syac.g_00559	Prac.g_00631
OG0000859	Syac.g_00558	Prac.g_00630
OG0000860	Syac.g_00542	Prac.g_00623
OG0000861	Syac.g_00541	Prac.g_00622
OG0000862	Syac.g_00540	Prac.g_00621
OG0000863	Syac.g_00538	Prac.g_00619
OG0000864	Syac.g_00537	Prac.g_00618
OG0000865	Syac.g_00533	Prac.g_00617
OG0000866	Syac.g_00532	Prac.g_00616
OG0000867	Syac.g_00531	Prac.g_00615
OG0000868	Syac.g_00529	Prac.g_00614
OG0000869	Syac.g_00524	Prac.g_00610
OG0000870	Syac.g_00519	Prac.g_00605
OG0000871	Syac.g_00518	Prac.g_00604
OG0000872	Syac.g_00510	Prac.g_00603
OG0000873	Syac.g_00507	Prac.g_00600
OG0000874	Syac.g_00512	Prac.g_00597
OG0000875	Syac.g_00505	Prac.g_00596
OG0000876	Syac.g_00675	Prac.g_00595
OG0000877	Syac.g_00671	Prac.g_00593
OG0000878	Syac.g_00670	Prac.g_00592
OG0000879	Syac.g_00669	Prac.g_00591
OG0000880	Syac.g_00668	Prac.g_00590
OG0000881	Syac.g_00664	Prac.g_00586
OG0000882	Syac.g_00659	Prac.g_00581
OG0000883	Syac.g_00656	Prac.g_00580
OG0000884	Syac.g_00654	Prac.g_00578
OG0000885	Syac.g_00653	Prac.g_00577
OG0000886	Syac.g_00652	Prac.g_00576
OG0000887	Syac.g_00651	Prac.g_00575
OG0000888	Syac.g_00649	Prac.g_00573
OG0000889	Syac.g_00647	Prac.g_00571
OG0000890	Syac.g_00642	Prac.g_00570
OG0000891	Syac.g_00641	Prac.g_00569
OG0000892	Syac.g_00638	Prac.g_00471
OG0000893	Syac.g_02193	Prac.g_00476
OG0000894	Syac.g_02189	Prac.g_00478
OG0000895	Syac.g_02185	Prac.g_00481
OG0000896	Syac.g_02184	Prac.g_00482
OG0000897	Syac.g_02182	Prac.g_00484
OG0000898	Syac.g_02181	Prac.g_00485
OG0000899	Syac.g_02180	Prac.g_00486
OG0000900	Syac.g_02179	Prac.g_00487
OG0000901	Syac.g_02174	Prac.g_00490
OG0000902	Syac.g_02172	Prac.g_00492
OG0000903	Syac.g_02140	Prac.g_00495
OG0000904	Syac.g_02145	Prac.g_00497
OG0000905	Syac.g_02148	Prac.g_00502
OG0000906	Syac.g_02150	Prac.g_00503
OG0000907	Syac.g_02138	Prac.g_00506
OG0000908	Syac.g_02135	Prac.g_00509
OG0000909	Syac.g_02134	Prac.g_00510
OG0000910	Syac.g_02133	Prac.g_00511
OG0000911	Syac.g_02131	Prac.g_00513
OG0000912	Syac.g_02130	Prac.g_00514
OG0000913	Syac.g_02129	Prac.g_00515
OG0000914	Syac.g_02128	Prac.g_00516
OG0000915	Syac.g_02127	Prac.g_00517
OG0000916	Syac.g_02126	Prac.g_00518
OG0000917	Syac.g_02125	Prac.g_00519
OG0000918	Syac.g_02124	Prac.g_00520
OG0000919	Syac.g_02123	Prac.g_00521
OG0000920	Syac.g_02122	Prac.g_00522
OG0000921	Syac.g_02121	Prac.g_00523
OG0000922	Syac.g_02120	Prac.g_00524
OG0000923	Syac.g_02116	Prac.g_00528
OG0000924	Syac.g_02115	Prac.g_00529
OG0000925	Syac.g_02114	Prac.g_00530
OG0000926	Syac.g_02113	Prac.g_00531
OG0000927	Syac.g_02111	Prac.g_00533
OG0000928	Syac.g_02110	Prac.g_00534
OG0000929	Syac.g_02109	Prac.g_00535
OG0000930	Syac.g_02108	Prac.g_00536
OG0000931	Syac.g_02107	Prac.g_00537
OG0000932	Syac.g_02106	Prac.g_00538
OG0000933	Syac.g_02101	Prac.g_00542
OG0000934	Syac.g_02099	Prac.g_00544
OG0000935	Syac.g_02098	Prac.g_00545
OG0000936	Syac.g_02097	Prac.g_00546
OG0000937	Syac.g_02096	Prac.g_00547
OG0000938	Syac.g_02092	Prac.g_00549
OG0000939	Syac.g_02091	Prac.g_00550
OG0000940	Syac.g_02084	Prac.g_00556
OG0000941	Syac.g_02082	Prac.g_00558
OG0000942	Syac.g_02080	Prac.g_00560
OG0000943	Syac.g_02079	Prac.g_00561
OG0000944	Syac.g_02077	Prac.g_00562
OG0000945	Syac.g_02075	Prac.g_00563
OG0000946	Syac.g_02071	Prac.g_00005
OG0000947	Syac.g_02068	Prac.g_00007
OG0000948	Syac.g_02067	Prac.g_00008
OG0000949	Syac.g_00205	Prac.g_00011
OG0000950	Syac.g_00193	Prac.g_00016
OG0000951	Syac.g_00188	Prac.g_00020
OG0000952	Syac.g_00183	Prac.g_00024
OG0000953	Syac.g_00177	Prac.g_00027
OG0000954	Syac.g_00172	Prac.g_00031
OG0000955	Syac.g_00171	Prac.g_00032
OG0000956	Syac.g_00169	Prac.g_00034
OG0000957	Syac.g_00158	Prac.g_00039
OG0000958	Syac.g_00157	Prac.g_00040
OG0000959	Syac.g_00153	Prac.g_00044
OG0000960	Syac.g_00152	Prac.g_00045
OG0000961	Syac.g_00147	Prac.g_00047
OG0000962	Syac.g_00145	Prac.g_00049
OG0000963	Syac.g_00140	Prac.g_00052
OG0000964	Syac.g_00139	Prac.g_00053
OG0000965	Syac.g_00138	Prac.g_00054
OG0000966	Syac.g_00107	Prac.g_00061
OG0000967	Syac.g_00075	Prac.g_00065
OG0000968	Syac.g_00080	Prac.g_00067
OG0000969	Syac.g_00078	Prac.g_00068
OG0000970	Syac.g_00077	Prac.g_00069
OG0000971	Syac.g_00067	Prac.g_00070
OG0000972	Syac.g_00066	Prac.g_00071
OG0000973	Syac.g_00065	Prac.g_00072
OG0000974	Syac.g_00064	Prac.g_00073
OG0000975	Syac.g_00063	Prac.g_00074
OG0000976	Syac.g_00062	Prac.g_00075
OG0000977	Syac.g_00059	Prac.g_00076
OG0000978	Syac.g_00058	Prac.g_00077
OG0000979	Syac.g_00055	Prac.g_00080
OG0000980	Syac.g_00052	Prac.g_00082
OG0000981	Syac.g_00049	Prac.g_00084
OG0000982	Syac.g_02354	Prac.g_00086
OG0000983	Syac.g_02355	Prac.g_00087
OG0000984	Syac.g_02356	Prac.g_00088
OG0000985	Syac.g_02359	Prac.g_00091
OG0000986	Syac.g_02363	Prac.g_00093
OG0000987	Syac.g_02365	Prac.g_00094
OG0000988	Syac.g_02370	Prac.g_00097
OG0000989	Syac.g_02379	Prac.g_00100
OG0000990	Syac.g_02397	Prac.g_00103
OG0000991	Syac.g_02400	Prac.g_00104
OG0000992	Syac.g_02402	Prac.g_00106
OG0000993	Syac.g_02403	Prac.g_00107
OG0000994	Syac.g_02405	Prac.g_00108
OG0000995	Syac.g_02410	Prac.g_00112
OG0000996	Syac.g_02454	Prac.g_00113
OG0000997	Syac.g_02464	Prac.g_00114
OG0000998	Syac.g_02466	Prac.g_00116
OG0000999	Syac.g_02467	Prac.g_00117
OG0001000	Syac.g_02470	Prac.g_00120
OG0001001	Syac.g_02475	Prac.g_00122
OG0001002	Syac.g_02481	Prac.g_00126
OG0001003	Syac.g_02483	Prac.g_00127
OG0001004	Syac.g_02484	Prac.g_00128
OG0001005	Syac.g_02485	Prac.g_00129
OG0001006	Syac.g_02492	Prac.g_01949
OG0001007	Syac.g_02494	Prac.g_01947
OG0001008	Syac.g_00693	Prac.g_01110
OG0001009	Syac.g_00030	Prac.g_01920
OG0001010	Syac.g_00031	Prac.g_01919
OG0001011	Syac.g_00032	Prac.g_01918
OG0001012	Syac.g_02351	Prac.g_01889
OG0001013	Syac.g_02337	Prac.g_01883
OG0001014	Syac.g_02333	Prac.g_01880
OG0001015	Syac.g_02332	Prac.g_01879
OG0001016	Syac.g_00446	Prac.g_01858
OG0001017	Syac.g_00440	Prac.g_01854
OG0001018	Syac.g_00438	Prac.g_01851
OG0001019	Syac.g_00422	Prac.g_01842
OG0001020	Syac.g_00417	Prac.g_01841
OG0001021	Syac.g_00413	Prac.g_01840
OG0001022	Syac.g_00410	Prac.g_01837
OG0001023	Syac.g_00409	Prac.g_01836
OG0001024	Syac.g_00405	Prac.g_01833
OG0001025	Syac.g_00399	Prac.g_01827
OG0001026	Syac.g_00386	Prac.g_01820
OG0001027	Syac.g_00380	Prac.g_01819
OG0001028	Syac.g_00378	Prac.g_01817
OG0001029	Syac.g_00376	Prac.g_01816
OG0001030	Syac.g_00356	Prac.g_01801
OG0001031	Syac.g_02266	Prac.g_01744
OG0001032	Syac.g_02268	Prac.g_01743
OG0001033	Syac.g_02298	Prac.g_01722
OG0001034	Syac.g_01968	Prac.g_01694
OG0001036	Syac.g_02221	Prac.g_01672
OG0001037	Syac.g_02223	Prac.g_01671
OG0001038	Syac.g_02251	Prac.g_01653
OG0001039	Syac.g_02254	Prac.g_01650
OG0001040	Syac.g_00292	Prac.g_01648
OG0001041	Syac.g_00287	Prac.g_01644
OG0001042	Syac.g_00258	Prac.g_01627
OG0001043	Syac.g_00254	Prac.g_01626
OG0001044	Syac.g_02021	Prac.g_01201
OG0001045	Syac.g_02008	Prac.g_01192
OG0001046	Syac.g_01207	Prac.g_01154
OG0001047	Syac.g_00695	Prac.g_01108
OG0001048	Syac.g_00696	Prac.g_01107
OG0001049	Syac.g_00703	Prac.g_01105
OG0001050	Syac.g_00704	Prac.g_01104
OG0001051	Syac.g_00705	Prac.g_01103
OG0001052	Syac.g_01704	Prac.g_01073
OG0001053	Syac.g_01901	Prac.g_01061
OG0001054	Syac.g_01884	Prac.g_00873
OG0001055	Syac.g_01863	Prac.g_00855
OG0001056	Syac.g_01831	Prac.g_00836
OG0001057	Syac.g_01825	Prac.g_00831
OG0001058	Syac.g_01810	Prac.g_00823
OG0001059	Syac.g_01806	Prac.g_00819
OG0001060	Syac.g_01799	Prac.g_00812
OG0001061	Syac.g_01779	Prac.g_00799
OG0001062	Syac.g_01777	Prac.g_00797
OG0001063	Syac.g_01773	Prac.g_00795
OG0001064	Syac.g_01772	Prac.g_00794
OG0001065	Syac.g_01771	Prac.g_00793
OG0001066	Syac.g_01770	Prac.g_00792
OG0001067	Syac.g_01769	Prac.g_00791
OG0001068	Syac.g_01768	Prac.g_00790
OG0001069	Syac.g_01767	Prac.g_00789
OG0001070	Syac.g_01764	Prac.g_00786
OG0001071	Syac.g_01763	Prac.g_00785
OG0001072	Syac.g_01758	Prac.g_00783
OG0001074	Syac.g_00945	Prac.g_00756
OG0001075	Syac.g_00946	Prac.g_00755
OG0001076	Syac.g_00956	Prac.g_00747
OG0001077	Syac.g_00967	Prac.g_00743
OG0001078	Syac.g_00980	Prac.g_00735
OG0001079	Syac.g_00993	Prac.g_00724
OG0001080	Syac.g_01092	Prac.g_00718
OG0001081	Syac.g_01432	Prac.g_00716
OG0001082	Syac.g_01431	Prac.g_00715
OG0001083	Syac.g_01424	Prac.g_00710
OG0001084	Syac.g_01423	Prac.g_00709
OG0001085	Syac.g_01412	Prac.g_00701
OG0001086	Syac.g_01410	Prac.g_00700
OG0001087	Syac.g_00923	Prac.g_00683
OG0001088	Syac.g_00920	Prac.g_00682
OG0001089	Syac.g_00896	Prac.g_00674
OG0001090	Syac.g_01286	Prac.g_01559
OG0001091	Syac.g_01284	Prac.g_01557
OG0001092	Syac.g_01282	Prac.g_01556
OG0001093	Syac.g_01276	Prac.g_01551
OG0001094	Syac.g_01347	Prac.g_01481
OG0001095	Syac.g_01326	Prac.g_01462
OG0001096	Syac.g_01310	Prac.g_01449
OG0001097	Syac.g_00834	Prac.g_01431
OG0001098	Syac.g_01096	Prac.g_01416
OG0001099	Syac.g_00377	Prac.g_01396
OG0001100	Syac.g_01402	Prac.g_01392
OG0001101	Syac.g_01401	Prac.g_01390
OG0001102	Syac.g_01398	Prac.g_01387
OG0001103	Syac.g_01395	Prac.g_01385
OG0001104	Syac.g_01364	Prac.g_01364
OG0001105	Syac.g_01360	Prac.g_01360
OG0001106	Syac.g_01166	Prac.g_01336
OG0001107	Syac.g_01180	Prac.g_01329
OG0001108	Syac.g_01188	Prac.g_01325
OG0001109	Syac.g_01190	Prac.g_01324
OG0001110	Syac.g_01192	Prac.g_01322
OG0001111	Syac.g_01194	Prac.g_01321
OG0001112	Syac.g_01196	Prac.g_01320
OG0001113	Syac.g_01197	Prac.g_01319
OG0001114	Syac.g_01198	Prac.g_01318
OG0001115	Syac.g_01202	Prac.g_01316
OG0001116	Syac.g_01204	Prac.g_01315
OG0001117	Syac.g_01205	Prac.g_01314
OG0001118	Syac.g_01206	Prac.g_01313
OG0001119	Syac.g_01208	Prac.g_01312
OG0001120	Syac.g_01213	Prac.g_01310
OG0001121	Syac.g_01949, Syac.g_01170	Prac.g_01020
OG0001122	Syac.g_01238	Prac.g_01284
OG0001123	Syac.g_01245	Prac.g_01280
OG0001124	Syac.g_01247	Prac.g_01278
OG0001125	Syac.g_01249	Prac.g_01277
OG0001126	Syac.g_00870	Prac.g_01267
OG0001127	Syac.g_00871	Prac.g_01266
OG0001128	Syac.g_00875	Prac.g_01264
OG0001129	Syac.g_00877	Prac.g_01263
OG0001130	Syac.g_00878	Prac.g_01262
OG0001131	Syac.g_01382	Prac.g_01225
OG0001132	Syac.g_01062	Prac.g_01216
OG0001133	Syac.g_00958	Prac.g_01031
OG0001134	Syac.g_01466	Prac.g_01018
OG0001135	Syac.g_01464	Prac.g_01015
OG0001136	Syac.g_00767	Prac.g_00988
OG0001137	Syac.g_00786	Prac.g_00977
OG0001138	Syac.g_01486	Prac.g_00959
OG0001139	Syac.g_01488	Prac.g_00958
OG0001140	Syac.g_01489	Prac.g_00957
OG0001141	Syac.g_01490	Prac.g_00956
OG0001142	Syac.g_01491	Prac.g_00955
OG0001143	Syac.g_01499	Prac.g_00948
OG0001144	Syac.g_01508	Prac.g_00943
OG0001145	Syac.g_00740	Prac.g_00167
OG0001146	Syac.g_00722	Prac.g_00179
OG0001147	Syac.g_01689	Prac.g_00203
OG0001148	Syac.g_01918	Prac.g_00219
OG0001149	Syac.g_01919	Prac.g_00220
OG0001150	Syac.g_01920	Prac.g_00221
OG0001151	Syac.g_01932	Prac.g_00232
OG0001152	Syac.g_01933	Prac.g_00233
OG0001153	Syac.g_01670	Prac.g_00379
OG0001154	Syac.g_01671	Prac.g_00378
OG0001155	Syac.g_00621	Prac.g_00366
OG0001156	Syac.g_00618	Prac.g_00363
OG0001157	Syac.g_00617	Prac.g_00362
OG0001158	Syac.g_00616	Prac.g_00361
OG0001159	Syac.g_00615	Prac.g_00360
OG0001160	Syac.g_00570	Prac.g_00336
OG0001161	Syac.g_02385	Prac.g_00324
OG0001162	Syac.g_01307	Prac.g_00313
OG0001163	Syac.g_00562	Prac.g_00633
OG0001164	Syac.g_00556	Prac.g_00629
OG0001165	Syac.g_00551	Prac.g_00626
OG0001166	Syac.g_00520	Prac.g_00606
OG0001167	Syac.g_00667	Prac.g_00589
OG0001168	Syac.g_00665	Prac.g_00587
OG0001169	Syac.g_00663	Prac.g_00585
