Orthogroup	Syac	Prbg
OG0000561	Syac.g_01804	Prbg.g_00273
OG0000562	Syac.g_01803	Prbg.g_00274
OG0000563	Syac.g_01802	Prbg.g_00275
OG0000564	Syac.g_01801	Prbg.g_00276
OG0000565	Syac.g_01797	Prbg.g_00278
OG0000566	Syac.g_01793	Prbg.g_00282
OG0000567	Syac.g_01789	Prbg.g_00286
OG0000568	Syac.g_01786	Prbg.g_00287
OG0000569	Syac.g_01785	Prbg.g_00288
OG0000570	Syac.g_01784	Prbg.g_00289
OG0000571	Syac.g_01780	Prbg.g_00291
OG0000572	Syac.g_01765	Prbg.g_00305
OG0000573	Syac.g_01755	Prbg.g_00311
OG0000574	Syac.g_01754	Prbg.g_00312
OG0000575	Syac.g_01750	Prbg.g_00316
OG0000576	Syac.g_01748	Prbg.g_00318
OG0000577	Syac.g_01747	Prbg.g_00319
OG0000578	Syac.g_01746	Prbg.g_00320
OG0000579	Syac.g_01745	Prbg.g_00321
OG0000580	Syac.g_01744	Prbg.g_00322
OG0000581	Syac.g_01738	Prbg.g_00325
OG0000582	Syac.g_00936	Prbg.g_00328
OG0000583	Syac.g_00937	Prbg.g_00329
OG0000584	Syac.g_00938	Prbg.g_00330
OG0000585	Syac.g_00940	Prbg.g_00332
OG0000586	Syac.g_00941	Prbg.g_00333
OG0000587	Syac.g_00943	Prbg.g_00334
OG0000588	Syac.g_00949	Prbg.g_00338
OG0000589	Syac.g_00953	Prbg.g_00340
OG0000590	Syac.g_00954	Prbg.g_00341
OG0000591	Syac.g_00961	Prbg.g_00345
OG0000592	Syac.g_00962	Prbg.g_00346
OG0000593	Syac.g_00975	Prbg.g_01425
OG0000594	Syac.g_00976	Prbg.g_01424
OG0000595	Syac.g_00977	Prbg.g_01423
OG0000596	Syac.g_00982	Prbg.g_01419
OG0000597	Syac.g_00985	Prbg.g_01416
OG0000598	Syac.g_00986	Prbg.g_01415
OG0000599	Syac.g_00989	Prbg.g_01412
OG0000600	Syac.g_00990	Prbg.g_01411
OG0000601	Syac.g_00991	Prbg.g_01410
OG0000602	Syac.g_00996	Prbg.g_01408
OG0000603	Syac.g_00997	Prbg.g_01407
OG0000604	Syac.g_01001	Prbg.g_01406
OG0000605	Syac.g_01089	Prbg.g_01405
OG0000606	Syac.g_01434	Prbg.g_01402
OG0000607	Syac.g_01430	Prbg.g_01399
OG0000608	Syac.g_01429	Prbg.g_01398
OG0000609	Syac.g_01427	Prbg.g_01397
OG0000610	Syac.g_01419	Prbg.g_01391
OG0000611	Syac.g_01416	Prbg.g_01388
OG0000612	Syac.g_01415	Prbg.g_01387
OG0000613	Syac.g_00231	Prbg.g_01114
OG0000614	Syac.g_00911	Prbg.g_01135
OG0000615	Syac.g_01377	Prbg.g_01146
OG0000616	Syac.g_02478	Prbg.g_01939
OG0000617	Syac.g_01280	Prbg.g_01371
OG0000618	Syac.g_01279	Prbg.g_01370
OG0000619	Syac.g_01278	Prbg.g_01369
OG0000620	Syac.g_01270	Prbg.g_01366
OG0000621	Syac.g_01269	Prbg.g_01365
OG0000622	Syac.g_01268	Prbg.g_01364
OG0000623	Syac.g_01267	Prbg.g_01363
OG0000624	Syac.g_01265	Prbg.g_01361
OG0000625	Syac.g_01264	Prbg.g_01360
OG0000626	Syac.g_01263	Prbg.g_01359
OG0000627	Syac.g_01126	Prbg.g_01358
OG0000628	Syac.g_01127	Prbg.g_01357
OG0000629	Syac.g_01130	Prbg.g_01356
OG0000630	Syac.g_01134	Prbg.g_01353
OG0000631	Syac.g_01139	Prbg.g_01260
OG0000632	Syac.g_01140	Prbg.g_01261
OG0000633	Syac.g_01141	Prbg.g_01262
OG0000634	Syac.g_01345	Prbg.g_01155
OG0000635	Syac.g_01344	Prbg.g_01156
OG0000636	Syac.g_01342	Prbg.g_01158
OG0000637	Syac.g_01340	Prbg.g_01160
OG0000638	Syac.g_01339	Prbg.g_01161
OG0000639	Syac.g_01338	Prbg.g_01162
OG0000640	Syac.g_01337	Prbg.g_01163
OG0000641	Syac.g_01333	Prbg.g_01167
OG0000642	Syac.g_01332	Prbg.g_01168
OG0000643	Syac.g_01330	Prbg.g_01169
OG0000644	Syac.g_01329	Prbg.g_01170
OG0000645	Syac.g_01327	Prbg.g_01171
OG0000646	Syac.g_01324	Prbg.g_01173
OG0000647	Syac.g_01322	Prbg.g_01175
OG0000648	Syac.g_01319	Prbg.g_01177
OG0000649	Syac.g_01318	Prbg.g_01178
OG0000650	Syac.g_01317	Prbg.g_01179
OG0000651	Syac.g_01316	Prbg.g_01180
OG0000652	Syac.g_01315	Prbg.g_01181
OG0000653	Syac.g_01313	Prbg.g_01183
OG0000654	Syac.g_01312	Prbg.g_01184
OG0000655	Syac.g_01311	Prbg.g_01185
OG0000656	Syac.g_01308	Prbg.g_01188
OG0000657	Syac.g_00846	Prbg.g_01196
OG0000658	Syac.g_00842	Prbg.g_01198
OG0000659	Syac.g_00841	Prbg.g_01199
OG0000660	Syac.g_00837	Prbg.g_01203
OG0000661	Syac.g_00835	Prbg.g_01205
OG0000662	Syac.g_00833	Prbg.g_01207
OG0000663	Syac.g_00830	Prbg.g_01209
OG0000664	Syac.g_00829	Prbg.g_01210
OG0000665	Syac.g_01018	Prbg.g_01216
OG0000666	Syac.g_01088	Prbg.g_01217
OG0000667	Syac.g_02165	Prbg.g_01221
OG0000668	Syac.g_01239	Prbg.g_01062
OG0000669	Syac.g_01404	Prbg.g_01073
OG0000670	Syac.g_00580	Prbg.g_01076
OG0000671	Syac.g_01400	Prbg.g_01079
OG0000672	Syac.g_01396	Prbg.g_01082
OG0000673	Syac.g_01393	Prbg.g_01085
OG0000674	Syac.g_01391	Prbg.g_01087
OG0000675	Syac.g_01390	Prbg.g_01088
OG0000676	Syac.g_01388	Prbg.g_01090
OG0000677	Syac.g_01387	Prbg.g_01091
OG0000678	Syac.g_01384	Prbg.g_01093
OG0000679	Syac.g_01375	Prbg.g_01097
OG0000680	Syac.g_01374	Prbg.g_01098
OG0000681	Syac.g_01371	Prbg.g_01101
OG0000682	Syac.g_01370	Prbg.g_01102
OG0000683	Syac.g_01369	Prbg.g_01103
OG0000684	Syac.g_01365	Prbg.g_01105
OG0000685	Syac.g_01363	Prbg.g_01107
OG0000686	Syac.g_01362	Prbg.g_01108
OG0000687	Syac.g_01361	Prbg.g_01109
OG0000688	Syac.g_01356	Prbg.g_01383
OG0000689	Syac.g_01354	Prbg.g_01382
OG0000690	Syac.g_01353	Prbg.g_01381
OG0000691	Syac.g_01352	Prbg.g_01380
OG0000692	Syac.g_01351	Prbg.g_01378
OG0000693	Syac.g_01349	Prbg.g_01377
OG0000694	Syac.g_01348	Prbg.g_01376
OG0000695	Syac.g_01143	Prbg.g_01264
OG0000696	Syac.g_01144	Prbg.g_01265
OG0000697	Syac.g_01146	Prbg.g_01266
OG0000698	Syac.g_01149	Prbg.g_01269
OG0000699	Syac.g_01151	Prbg.g_01270
OG0000700	Syac.g_01152	Prbg.g_01271
OG0000701	Syac.g_01153	Prbg.g_01272
OG0000702	Syac.g_01161	Prbg.g_01274
OG0000703	Syac.g_01162	Prbg.g_01275
OG0000704	Syac.g_01165	Prbg.g_01277
OG0000705	Syac.g_01174	Prbg.g_01280
OG0000706	Syac.g_01175	Prbg.g_01281
OG0000707	Syac.g_01176	Prbg.g_01282
OG0000708	Syac.g_01179	Prbg.g_01284
OG0000709	Syac.g_01187	Prbg.g_01288
OG0000710	Syac.g_01191	Prbg.g_01291
OG0000711	Syac.g_01220	Prbg.g_01309
OG0000712	Syac.g_01221	Prbg.g_01310
OG0000713	Syac.g_01222	Prbg.g_01311
OG0000714	Syac.g_01224	Prbg.g_01312
OG0000715	Syac.g_01226	Prbg.g_01314
OG0000716	Syac.g_01230	Prbg.g_01316
OG0000717	Syac.g_01231	Prbg.g_01317
OG0000718	Syac.g_01235	Prbg.g_01321
OG0000719	Syac.g_01237	Prbg.g_01323
OG0000720	Syac.g_01250	Prbg.g_01335
OG0000721	Syac.g_01252	Prbg.g_01339
OG0000722	Syac.g_01253	Prbg.g_01340
OG0000723	Syac.g_01261	Prbg.g_01344
OG0000724	Syac.g_00879	Prbg.g_01239
OG0000725	Syac.g_00887	Prbg.g_01233
OG0000726	Syac.g_00888	Prbg.g_01232
OG0000727	Syac.g_00889	Prbg.g_01231
OG0000728	Syac.g_00891	Prbg.g_01229
OG0000729	Syac.g_00144	Prbg.g_00455
OG0000730	Syac.g_02024	Prbg.g_01528
OG0000731	Syac.g_02011	Prbg.g_00123
OG0000732	Syac.g_00051	Prbg.g_01890
OG0000733	Syac.g_02386	Prbg.g_00750
OG0000734	Syac.g_00388	Prbg.g_01502
OG0000735	Syac.g_00750	Prbg.g_01500
OG0000736	Syac.g_00751	Prbg.g_01499
OG0000737	Syac.g_00752	Prbg.g_01498
OG0000738	Syac.g_00757	Prbg.g_01494
OG0000739	Syac.g_00762	Prbg.g_01493
OG0000740	Syac.g_00763	Prbg.g_01492
OG0000741	Syac.g_00766	Prbg.g_01490
OG0000742	Syac.g_00768	Prbg.g_01487
OG0000743	Syac.g_00770	Prbg.g_01485
OG0000744	Syac.g_00771	Prbg.g_01484
OG0000745	Syac.g_00773	Prbg.g_01483
OG0000746	Syac.g_00776	Prbg.g_01481
OG0000747	Syac.g_00777	Prbg.g_01480
OG0000748	Syac.g_00787	Prbg.g_01476
OG0000749	Syac.g_00789	Prbg.g_01475
OG0000750	Syac.g_00790	Prbg.g_01474
OG0000751	Syac.g_00797	Prbg.g_01471
OG0000752	Syac.g_00799	Prbg.g_01469
OG0000753	Syac.g_00802	Prbg.g_01467
OG0000754	Syac.g_01471	Prbg.g_01464
OG0000755	Syac.g_01479	Prbg.g_01458
OG0000756	Syac.g_01480	Prbg.g_01457
OG0000757	Syac.g_01492	Prbg.g_01450
OG0000758	Syac.g_01493	Prbg.g_01449
OG0000759	Syac.g_01494	Prbg.g_01448
OG0000760	Syac.g_01495	Prbg.g_01447
OG0000761	Syac.g_01496	Prbg.g_01446
OG0000762	Syac.g_01498	Prbg.g_01445
OG0000763	Syac.g_01500	Prbg.g_01443
OG0000764	Syac.g_01501	Prbg.g_01442
OG0000765	Syac.g_01515	Prbg.g_01434
OG0000766	Syac.g_01516	Prbg.g_01433
OG0000767	Syac.g_01518	Prbg.g_01431
OG0000768	Syac.g_01519	Prbg.g_01430
OG0000769	Syac.g_01521	Prbg.g_01428
OG0000770	Syac.g_01524	Prbg.g_00351
OG0000771	Syac.g_00873	Prbg.g_00687
OG0000772	Syac.g_01569	Prbg.g_01576
OG0000773	Syac.g_00741	Prbg.g_00468
OG0000774	Syac.g_00737	Prbg.g_00470
OG0000775	Syac.g_00735	Prbg.g_00472
OG0000776	Syac.g_00734	Prbg.g_00473
OG0000777	Syac.g_00733	Prbg.g_00474
OG0000778	Syac.g_00732	Prbg.g_00475
OG0000779	Syac.g_00727	Prbg.g_00479
OG0000780	Syac.g_00723	Prbg.g_00480
OG0000781	Syac.g_00719	Prbg.g_00484
OG0000782	Syac.g_00718	Prbg.g_00485
OG0000783	Syac.g_00717	Prbg.g_00486
OG0000784	Syac.g_00716	Prbg.g_00487
OG0000785	Syac.g_00714	Prbg.g_00489
OG0000786	Syac.g_01730	Prbg.g_00492
OG0000787	Syac.g_01731	Prbg.g_00493
OG0000788	Syac.g_00992	Prbg.g_00218
OG0000789	Syac.g_01111	Prbg.g_00690
OG0000790	Syac.g_01921	Prbg.g_00534
OG0000791	Syac.g_01922	Prbg.g_00536
OG0000792	Syac.g_01923	Prbg.g_00537
OG0000793	Syac.g_01928	Prbg.g_00540
OG0000794	Syac.g_01929	Prbg.g_00541
OG0000795	Syac.g_01930	Prbg.g_00542
OG0000796	Syac.g_01934	Prbg.g_00546
OG0000797	Syac.g_01935	Prbg.g_00547
OG0000799	Syac.g_01602	Prbg.g_00574
OG0000800	Syac.g_01603	Prbg.g_00575
OG0000801	Syac.g_01604	Prbg.g_00576
OG0000802	Syac.g_01608	Prbg.g_00578
OG0000803	Syac.g_01613	Prbg.g_00580
OG0000804	Syac.g_01616	Prbg.g_00581
OG0000805	Syac.g_01620	Prbg.g_00583
OG0000806	Syac.g_01622	Prbg.g_00585
OG0000807	Syac.g_01624	Prbg.g_00586
OG0000808	Syac.g_01625	Prbg.g_00587
OG0000809	Syac.g_01628	Prbg.g_00589
OG0000810	Syac.g_01629	Prbg.g_00590
OG0000811	Syac.g_01637	Prbg.g_00594
OG0000812	Syac.g_01639	Prbg.g_00596
OG0000813	Syac.g_01640	Prbg.g_00597
OG0000814	Syac.g_01642	Prbg.g_00599
OG0000815	Syac.g_01643	Prbg.g_00600
OG0000816	Syac.g_01645	Prbg.g_00602
OG0000817	Syac.g_01646	Prbg.g_00603
OG0000818	Syac.g_01652	Prbg.g_00608
OG0000819	Syac.g_01653	Prbg.g_00609
OG0000820	Syac.g_01654	Prbg.g_00610
OG0000821	Syac.g_01659	Prbg.g_00614
OG0000822	Syac.g_01661	Prbg.g_00615
OG0000823	Syac.g_01662	Prbg.g_00616
OG0000824	Syac.g_01666	Prbg.g_00619
OG0000825	Syac.g_01667	Prbg.g_00620
OG0000826	Syac.g_01668	Prbg.g_00621
OG0000827	Syac.g_01669	Prbg.g_00622
OG0000828	Syac.g_01672	Prbg.g_00625
OG0000829	Syac.g_01673	Prbg.g_00626
OG0000830	Syac.g_01674	Prbg.g_00627
OG0000831	Syac.g_01676	Prbg.g_00629
OG0000832	Syac.g_00623	Prbg.g_00639
OG0000833	Syac.g_00613	Prbg.g_00648
OG0000834	Syac.g_00610	Prbg.g_00649
OG0000835	Syac.g_00609	Prbg.g_00650
OG0000836	Syac.g_00605	Prbg.g_00651
OG0000837	Syac.g_00604	Prbg.g_00652
OG0000838	Syac.g_00600	Prbg.g_00654
OG0000839	Syac.g_00599	Prbg.g_00655
OG0000840	Syac.g_00598	Prbg.g_00656
OG0000841	Syac.g_00597	Prbg.g_00657
OG0000842	Syac.g_00596	Prbg.g_00658
OG0000843	Syac.g_00595	Prbg.g_00659
OG0000844	Syac.g_00593	Prbg.g_00660
OG0000845	Syac.g_00592	Prbg.g_00661
OG0000846	Syac.g_00591	Prbg.g_00662
OG0000847	Syac.g_00590	Prbg.g_00663
OG0000848	Syac.g_00588	Prbg.g_00664
OG0000849	Syac.g_00587	Prbg.g_00665
OG0000850	Syac.g_00585	Prbg.g_00667
OG0000851	Syac.g_00573	Prbg.g_00668
OG0000852	Syac.g_00572	Prbg.g_00669
OG0000853	Syac.g_00568	Prbg.g_00675
OG0000854	Syac.g_00566	Prbg.g_00677
OG0000855	Syac.g_00565	Prbg.g_00678
OG0000856	Syac.g_00964	Prbg.g_00348
OG0000857	Syac.g_01323	Prbg.g_01174
OG0000858	Syac.g_00559	Prbg.g_01643
OG0000859	Syac.g_00558	Prbg.g_01644
OG0000860	Syac.g_00542	Prbg.g_01652
OG0000861	Syac.g_00541	Prbg.g_01653
OG0000862	Syac.g_00540	Prbg.g_01654
OG0000863	Syac.g_00538	Prbg.g_01656
OG0000864	Syac.g_00537	Prbg.g_01657
OG0000865	Syac.g_00533	Prbg.g_01658
OG0000866	Syac.g_00532	Prbg.g_01659
OG0000867	Syac.g_00531	Prbg.g_01660
OG0000868	Syac.g_00529	Prbg.g_01662
OG0000869	Syac.g_00524	Prbg.g_01665
OG0000870	Syac.g_00519	Prbg.g_01670
OG0000871	Syac.g_00518	Prbg.g_01671
OG0000872	Syac.g_00510	Prbg.g_01672
OG0000873	Syac.g_00507	Prbg.g_01675
OG0000874	Syac.g_00512	Prbg.g_01678
OG0000875	Syac.g_00505	Prbg.g_01679
OG0000876	Syac.g_00675	Prbg.g_01680
OG0000877	Syac.g_00671	Prbg.g_01682
OG0000878	Syac.g_00670	Prbg.g_01683
OG0000879	Syac.g_00669	Prbg.g_01684
OG0000880	Syac.g_00668	Prbg.g_01685
OG0000881	Syac.g_00664	Prbg.g_01689
OG0000882	Syac.g_00659	Prbg.g_01694
OG0000883	Syac.g_00656	Prbg.g_01696
OG0000884	Syac.g_00654	Prbg.g_01698
OG0000885	Syac.g_00653	Prbg.g_01699
OG0000886	Syac.g_00652	Prbg.g_01700
OG0000887	Syac.g_00651	Prbg.g_01701
OG0000888	Syac.g_00649	Prbg.g_01703
OG0000889	Syac.g_00647	Prbg.g_01705
OG0000890	Syac.g_00642	Prbg.g_01706
OG0000891	Syac.g_00641	Prbg.g_01707
OG0000892	Syac.g_00638	Prbg.g_01709
OG0000893	Syac.g_02193	Prbg.g_01713
OG0000894	Syac.g_02189	Prbg.g_01716
OG0000895	Syac.g_02185	Prbg.g_01720
OG0000896	Syac.g_02184	Prbg.g_01721
OG0000897	Syac.g_02182	Prbg.g_01723
OG0000898	Syac.g_02181	Prbg.g_01724
OG0000899	Syac.g_02180	Prbg.g_01725
OG0000900	Syac.g_02179	Prbg.g_01726
OG0000901	Syac.g_02174	Prbg.g_01729
OG0000902	Syac.g_02172	Prbg.g_01731
OG0000903	Syac.g_02140	Prbg.g_01735
OG0000904	Syac.g_02145	Prbg.g_01739
OG0000905	Syac.g_02148	Prbg.g_01733
OG0000906	Syac.g_02150	Prbg.g_01732
OG0000907	Syac.g_02138	Prbg.g_01742
OG0000908	Syac.g_02135	Prbg.g_01745
OG0000909	Syac.g_02134	Prbg.g_01746
OG0000910	Syac.g_02133	Prbg.g_01747
OG0000911	Syac.g_02131	Prbg.g_01749
OG0000912	Syac.g_02130	Prbg.g_01750
OG0000913	Syac.g_02129	Prbg.g_01751
OG0000914	Syac.g_02128	Prbg.g_01752
OG0000915	Syac.g_02127	Prbg.g_01753
OG0000916	Syac.g_02126	Prbg.g_01754
OG0000917	Syac.g_02125	Prbg.g_01755
OG0000918	Syac.g_02124	Prbg.g_01756
OG0000919	Syac.g_02123	Prbg.g_01757
OG0000920	Syac.g_02122	Prbg.g_01758
OG0000921	Syac.g_02121	Prbg.g_01759
OG0000922	Syac.g_02120	Prbg.g_01760
OG0000923	Syac.g_02116	Prbg.g_01764
OG0000924	Syac.g_02115	Prbg.g_01765
OG0000925	Syac.g_02114	Prbg.g_01766
OG0000926	Syac.g_02113	Prbg.g_01767
OG0000927	Syac.g_02111	Prbg.g_01769
OG0000928	Syac.g_02110	Prbg.g_01770
OG0000929	Syac.g_02109	Prbg.g_01771
OG0000930	Syac.g_02108	Prbg.g_01772
OG0000931	Syac.g_02107	Prbg.g_01773
OG0000932	Syac.g_02106	Prbg.g_01774
OG0000933	Syac.g_02101	Prbg.g_01778
OG0000934	Syac.g_02099	Prbg.g_01780
OG0000935	Syac.g_02098	Prbg.g_01781
OG0000936	Syac.g_02097	Prbg.g_01782
OG0000937	Syac.g_02096	Prbg.g_01783
OG0000938	Syac.g_02092	Prbg.g_01786
OG0000939	Syac.g_02091	Prbg.g_01787
OG0000940	Syac.g_02084	Prbg.g_01794
OG0000941	Syac.g_02082	Prbg.g_01796
OG0000942	Syac.g_02080	Prbg.g_01798
OG0000943	Syac.g_02079	Prbg.g_01799
OG0000944	Syac.g_02077	Prbg.g_01801
OG0000945	Syac.g_02075	Prbg.g_01802
OG0000946	Syac.g_02071	Prbg.g_01807
OG0000947	Syac.g_02068	Prbg.g_01809
OG0000948	Syac.g_02067	Prbg.g_01810
OG0000949	Syac.g_00205	Prbg.g_01813
OG0000950	Syac.g_00193	Prbg.g_01820
OG0000951	Syac.g_00188	Prbg.g_01824
OG0000952	Syac.g_00183	Prbg.g_01828
OG0000953	Syac.g_00177	Prbg.g_01832
OG0000954	Syac.g_00172	Prbg.g_01836
OG0000955	Syac.g_00171	Prbg.g_01837
OG0000956	Syac.g_00169	Prbg.g_01839
OG0000957	Syac.g_00158	Prbg.g_01845
OG0000958	Syac.g_00157	Prbg.g_01846
OG0000959	Syac.g_00153	Prbg.g_01850
OG0000960	Syac.g_00152	Prbg.g_01851
OG0000961	Syac.g_00147	Prbg.g_01854
OG0000962	Syac.g_00145	Prbg.g_01856
OG0000963	Syac.g_00140	Prbg.g_01860
OG0000964	Syac.g_00139	Prbg.g_01861
OG0000965	Syac.g_00138	Prbg.g_01862
OG0000966	Syac.g_00107	Prbg.g_01868
OG0000967	Syac.g_00075	Prbg.g_01872
OG0000968	Syac.g_00080	Prbg.g_01874
OG0000969	Syac.g_00078	Prbg.g_01875
OG0000970	Syac.g_00077	Prbg.g_01876
OG0000971	Syac.g_00067	Prbg.g_01877
OG0000972	Syac.g_00066	Prbg.g_01878
OG0000973	Syac.g_00065	Prbg.g_01879
OG0000974	Syac.g_00064	Prbg.g_01880
OG0000975	Syac.g_00063	Prbg.g_01881
OG0000976	Syac.g_00062	Prbg.g_01882
OG0000977	Syac.g_00059	Prbg.g_01883
OG0000978	Syac.g_00058	Prbg.g_01884
OG0000979	Syac.g_00055	Prbg.g_01887
OG0000980	Syac.g_00052	Prbg.g_01889
OG0000981	Syac.g_00049	Prbg.g_01892
OG0000982	Syac.g_02354	Prbg.g_01894
OG0000983	Syac.g_02355	Prbg.g_01895
OG0000984	Syac.g_02356	Prbg.g_01896
OG0000985	Syac.g_02359	Prbg.g_01899
OG0000986	Syac.g_02363	Prbg.g_01901
OG0000987	Syac.g_02365	Prbg.g_01902
OG0000988	Syac.g_02370	Prbg.g_01905
OG0000989	Syac.g_02379	Prbg.g_01909
OG0000990	Syac.g_02397	Prbg.g_01913
OG0000991	Syac.g_02400	Prbg.g_01914
OG0000992	Syac.g_02402	Prbg.g_01917
OG0000993	Syac.g_02403	Prbg.g_01918
OG0000994	Syac.g_02405	Prbg.g_01919
OG0000995	Syac.g_02410	Prbg.g_01923
OG0000996	Syac.g_02454	Prbg.g_01924
OG0000997	Syac.g_02464	Prbg.g_01927
OG0000998	Syac.g_02466	Prbg.g_01929
OG0000999	Syac.g_02467	Prbg.g_01930
OG0001000	Syac.g_02470	Prbg.g_01933
OG0001001	Syac.g_02475	Prbg.g_01936
OG0001002	Syac.g_02481	Prbg.g_00758
OG0001003	Syac.g_02483	Prbg.g_00759
OG0001004	Syac.g_02484	Prbg.g_00760
OG0001005	Syac.g_02485	Prbg.g_00761
OG0001006	Syac.g_02492	Prbg.g_00765
OG0001007	Syac.g_02494	Prbg.g_00767
OG0001008	Syac.g_00693	Prbg.g_00157
OG0001009	Syac.g_00030	Prbg.g_00847
OG0001010	Syac.g_00031	Prbg.g_00846
OG0001011	Syac.g_00032	Prbg.g_00844
OG0001012	Syac.g_02351	Prbg.g_00830
OG0001013	Syac.g_02337	Prbg.g_00823
OG0001014	Syac.g_02333	Prbg.g_00820
OG0001015	Syac.g_02332	Prbg.g_00818
OG0001016	Syac.g_00446	Prbg.g_00796
OG0001017	Syac.g_00440	Prbg.g_00792
OG0001018	Syac.g_00438	Prbg.g_00790
OG0001019	Syac.g_00422	Prbg.g_00781
OG0001020	Syac.g_00417	Prbg.g_00780
OG0001021	Syac.g_00413	Prbg.g_00861
OG0001022	Syac.g_00410	Prbg.g_00864
OG0001023	Syac.g_00409	Prbg.g_00865
OG0001024	Syac.g_00405	Prbg.g_00869
OG0001025	Syac.g_00399	Prbg.g_00876
OG0001026	Syac.g_00386	Prbg.g_00885
OG0001027	Syac.g_00380	Prbg.g_00886
OG0001028	Syac.g_00378	Prbg.g_00888
OG0001029	Syac.g_00376	Prbg.g_00889
OG0001030	Syac.g_00356	Prbg.g_00905
OG0001031	Syac.g_02266	Prbg.g_00965
OG0001032	Syac.g_02268	Prbg.g_00966
OG0001033	Syac.g_02298	Prbg.g_00987
OG0001034	Syac.g_01968	Prbg.g_01018
OG0001036	Syac.g_02221	Prbg.g_01042
OG0001037	Syac.g_02223	Prbg.g_01043
OG0001038	Syac.g_02251	Prbg.g_00057
OG0001039	Syac.g_02254	Prbg.g_00060
OG0001040	Syac.g_00292	Prbg.g_00062
OG0001041	Syac.g_00287	Prbg.g_00067
OG0001042	Syac.g_00258	Prbg.g_00084
OG0001043	Syac.g_00254	Prbg.g_00085
OG0001044	Syac.g_02021	Prbg.g_00116
OG0001045	Syac.g_02008	Prbg.g_00125
OG0001046	Syac.g_01207	Prbg.g_01602
OG0001047	Syac.g_00695	Prbg.g_00159
OG0001048	Syac.g_00696	Prbg.g_00160
OG0001049	Syac.g_00703	Prbg.g_00162
OG0001050	Syac.g_00704	Prbg.g_00163
OG0001051	Syac.g_00705	Prbg.g_00164
OG0001052	Syac.g_01704	Prbg.g_00190
OG0001053	Syac.g_01901	Prbg.g_00202
OG0001054	Syac.g_01884	Prbg.g_00217
OG0001055	Syac.g_01863	Prbg.g_00236
OG0001056	Syac.g_01831	Prbg.g_00253
OG0001057	Syac.g_01825	Prbg.g_00258
OG0001058	Syac.g_01810	Prbg.g_00267
OG0001059	Syac.g_01806	Prbg.g_00271
OG0001060	Syac.g_01799	Prbg.g_00277
OG0001061	Syac.g_01779	Prbg.g_00292
OG0001062	Syac.g_01777	Prbg.g_00294
OG0001063	Syac.g_01773	Prbg.g_00296
OG0001064	Syac.g_01772	Prbg.g_00297
OG0001065	Syac.g_01771	Prbg.g_00298
OG0001066	Syac.g_01770	Prbg.g_00299
OG0001067	Syac.g_01769	Prbg.g_00300
OG0001068	Syac.g_01768	Prbg.g_00301
OG0001069	Syac.g_01767	Prbg.g_00302
OG0001070	Syac.g_01764	Prbg.g_00306
OG0001071	Syac.g_01763	Prbg.g_00307
OG0001072	Syac.g_01758	Prbg.g_00309
OG0001074	Syac.g_00945	Prbg.g_00335
OG0001075	Syac.g_00946	Prbg.g_00336
OG0001076	Syac.g_00956	Prbg.g_00343
OG0001077	Syac.g_00967	Prbg.g_00349
OG0001078	Syac.g_00980	Prbg.g_01421
OG0001079	Syac.g_00993	Prbg.g_01409
OG0001080	Syac.g_01092	Prbg.g_01403
OG0001081	Syac.g_01432	Prbg.g_01401
OG0001082	Syac.g_01431	Prbg.g_01400
OG0001083	Syac.g_01424	Prbg.g_01395
OG0001084	Syac.g_01423	Prbg.g_01394
OG0001085	Syac.g_01412	Prbg.g_01111
OG0001086	Syac.g_01410	Prbg.g_01112
OG0001087	Syac.g_00923	Prbg.g_01130
OG0001088	Syac.g_00920	Prbg.g_01131
OG0001089	Syac.g_00896	Prbg.g_01142
OG0001090	Syac.g_01286	Prbg.g_01152
OG0001091	Syac.g_01284	Prbg.g_01374
OG0001092	Syac.g_01282	Prbg.g_01373
OG0001093	Syac.g_01276	Prbg.g_01368
OG0001094	Syac.g_01347	Prbg.g_01375
OG0001095	Syac.g_01326	Prbg.g_01172
OG0001096	Syac.g_01310	Prbg.g_01186
OG0001097	Syac.g_00834	Prbg.g_01206
OG0001098	Syac.g_01096	Prbg.g_01225
OG0001099	Syac.g_00377	Prbg.g_01067
OG0001100	Syac.g_01402	Prbg.g_01075
OG0001101	Syac.g_01401	Prbg.g_01078
OG0001102	Syac.g_01398	Prbg.g_01081
OG0001103	Syac.g_01395	Prbg.g_01083
OG0001104	Syac.g_01364	Prbg.g_01106
OG0001105	Syac.g_01360	Prbg.g_01110
OG0001106	Syac.g_01166	Prbg.g_01278
OG0001107	Syac.g_01180	Prbg.g_01285
OG0001108	Syac.g_01188	Prbg.g_01289
OG0001109	Syac.g_01190	Prbg.g_01290
OG0001110	Syac.g_01192	Prbg.g_01292
OG0001111	Syac.g_01194	Prbg.g_01293
OG0001112	Syac.g_01196	Prbg.g_01294
OG0001113	Syac.g_01197	Prbg.g_01295
OG0001114	Syac.g_01198	Prbg.g_01296
OG0001115	Syac.g_01202	Prbg.g_01298
OG0001116	Syac.g_01204	Prbg.g_01299
OG0001117	Syac.g_01205	Prbg.g_01300
OG0001118	Syac.g_01206	Prbg.g_01301
OG0001119	Syac.g_01208	Prbg.g_01302
OG0001120	Syac.g_01213	Prbg.g_01304
OG0001122	Syac.g_01238	Prbg.g_01324
OG0001123	Syac.g_01245	Prbg.g_01330
