Orthogroup	Syac	Prat
OG0000581	Syac.g_01738	Prat.g_00568
OG0000582	Syac.g_00936	Prat.g_00571
OG0000583	Syac.g_00937	Prat.g_00572
OG0000584	Syac.g_00938	Prat.g_00573
OG0000585	Syac.g_00940	Prat.g_00575
OG0000586	Syac.g_00941	Prat.g_00576
OG0000587	Syac.g_00943	Prat.g_00577
OG0000588	Syac.g_00949	Prat.g_00582
OG0000589	Syac.g_00953	Prat.g_00584
OG0000590	Syac.g_00954	Prat.g_00585
OG0000591	Syac.g_00961	Prat.g_00589
OG0000592	Syac.g_00962	Prat.g_00590
OG0000593	Syac.g_00975	Prat.g_01094
OG0000594	Syac.g_00976	Prat.g_01093
OG0000595	Syac.g_00977	Prat.g_01091
OG0000596	Syac.g_00982	Prat.g_01087
OG0000597	Syac.g_00985	Prat.g_01084
OG0000598	Syac.g_00986	Prat.g_01083
OG0000599	Syac.g_00989	Prat.g_01080
OG0000600	Syac.g_00990	Prat.g_01079
OG0000601	Syac.g_00991	Prat.g_01078
OG0000602	Syac.g_00996	Prat.g_01076
OG0000603	Syac.g_00997	Prat.g_01075
OG0000604	Syac.g_01001	Prat.g_01074
OG0000605	Syac.g_01089	Prat.g_01073
OG0000606	Syac.g_01434	Prat.g_01070
OG0000607	Syac.g_01430	Prat.g_01067
OG0000608	Syac.g_01429	Prat.g_01066
OG0000609	Syac.g_01427	Prat.g_01065
OG0000610	Syac.g_01419	Prat.g_01059
OG0000611	Syac.g_01416	Prat.g_01056
OG0000612	Syac.g_01415	Prat.g_01055
OG0000613	Syac.g_00231	Prat.g_00747
OG0000614	Syac.g_00911	Prat.g_00767
OG0000615	Syac.g_01377	Prat.g_00777
OG0000616	Syac.g_02478	Prat.g_01882
OG0000617	Syac.g_01280	Prat.g_00797
OG0000618	Syac.g_01279	Prat.g_00798
OG0000619	Syac.g_01278	Prat.g_00799
OG0000620	Syac.g_01270	Prat.g_00802
OG0000621	Syac.g_01269	Prat.g_00803
OG0000622	Syac.g_01268	Prat.g_00804
OG0000623	Syac.g_01267	Prat.g_00805
OG0000624	Syac.g_01265	Prat.g_00807
OG0000625	Syac.g_01264	Prat.g_00808
OG0000626	Syac.g_01263	Prat.g_00809
OG0000627	Syac.g_01126	Prat.g_00811
OG0000628	Syac.g_01127	Prat.g_00812
OG0000629	Syac.g_01130	Prat.g_00813
OG0000630	Syac.g_01134	Prat.g_00816
OG0000631	Syac.g_01139	Prat.g_00865
OG0000632	Syac.g_01140	Prat.g_00866
OG0000633	Syac.g_01141	Prat.g_00867
OG0000634	Syac.g_01345	Prat.g_01041
OG0000635	Syac.g_01344	Prat.g_01040
OG0000636	Syac.g_01342	Prat.g_01038
OG0000637	Syac.g_01340	Prat.g_01036
OG0000638	Syac.g_01339	Prat.g_01035
OG0000639	Syac.g_01338	Prat.g_01034
OG0000640	Syac.g_01337	Prat.g_01033
OG0000641	Syac.g_01333	Prat.g_01029
OG0000642	Syac.g_01332	Prat.g_01028
OG0000643	Syac.g_01330	Prat.g_01027
OG0000644	Syac.g_01329	Prat.g_01026
OG0000645	Syac.g_01327	Prat.g_01025
OG0000646	Syac.g_01324	Prat.g_01023
OG0000647	Syac.g_01322	Prat.g_01021
OG0000648	Syac.g_01319	Prat.g_01019
OG0000649	Syac.g_01318	Prat.g_01018
OG0000650	Syac.g_01317	Prat.g_01017
OG0000651	Syac.g_01316	Prat.g_01016
OG0000652	Syac.g_01315	Prat.g_01015
OG0000653	Syac.g_01313	Prat.g_01013
OG0000654	Syac.g_01312	Prat.g_01012
OG0000655	Syac.g_01311	Prat.g_01011
OG0000656	Syac.g_01308	Prat.g_01008
OG0000657	Syac.g_00846	Prat.g_01002
OG0000658	Syac.g_00842	Prat.g_01001
OG0000659	Syac.g_00841	Prat.g_01000
OG0000660	Syac.g_00837	Prat.g_00996
OG0000661	Syac.g_00835	Prat.g_00994
OG0000662	Syac.g_00833	Prat.g_00992
OG0000663	Syac.g_00830	Prat.g_00990
OG0000664	Syac.g_00829	Prat.g_00989
OG0000665	Syac.g_01018	Prat.g_00983
OG0000666	Syac.g_01088	Prat.g_00982
OG0000667	Syac.g_02165	Prat.g_00978
OG0000668	Syac.g_01239	Prat.g_00694
OG0000669	Syac.g_01404	Prat.g_00705
OG0000670	Syac.g_00580	Prat.g_00708
OG0000671	Syac.g_01400	Prat.g_00710
OG0000672	Syac.g_01396	Prat.g_00713
OG0000673	Syac.g_01393	Prat.g_00717
OG0000674	Syac.g_01391	Prat.g_00719
OG0000675	Syac.g_01390	Prat.g_00720
OG0000676	Syac.g_01388	Prat.g_00722
OG0000677	Syac.g_01387	Prat.g_00723
OG0000678	Syac.g_01384	Prat.g_00725
OG0000679	Syac.g_01375	Prat.g_00730
OG0000680	Syac.g_01374	Prat.g_00731
OG0000681	Syac.g_01371	Prat.g_00734
OG0000682	Syac.g_01370	Prat.g_00735
OG0000683	Syac.g_01369	Prat.g_00736
OG0000684	Syac.g_01365	Prat.g_00738
OG0000685	Syac.g_01363	Prat.g_00740
OG0000686	Syac.g_01362	Prat.g_00741
OG0000687	Syac.g_01361	Prat.g_00742
OG0000688	Syac.g_01356	Prat.g_01051
OG0000689	Syac.g_01354	Prat.g_01050
OG0000690	Syac.g_01353	Prat.g_01049
OG0000691	Syac.g_01352	Prat.g_01048
OG0000692	Syac.g_01351	Prat.g_01046
OG0000693	Syac.g_01349	Prat.g_01045
OG0000694	Syac.g_01348	Prat.g_01044
OG0000695	Syac.g_01143	Prat.g_00869
OG0000696	Syac.g_01144	Prat.g_00870
OG0000697	Syac.g_01146	Prat.g_00871
OG0000698	Syac.g_01149	Prat.g_00874
OG0000699	Syac.g_01151	Prat.g_00876
OG0000700	Syac.g_01152	Prat.g_00877
OG0000701	Syac.g_01153	Prat.g_00878
OG0000702	Syac.g_01161	Prat.g_00880
OG0000703	Syac.g_01162	Prat.g_00881
OG0000704	Syac.g_01165	Prat.g_00883
OG0000705	Syac.g_01174	Prat.g_00889
OG0000706	Syac.g_01175	Prat.g_00890
OG0000707	Syac.g_01176	Prat.g_00891
OG0000708	Syac.g_01179	Prat.g_00893
OG0000709	Syac.g_01187	Prat.g_00897
OG0000710	Syac.g_01191	Prat.g_00900
OG0000711	Syac.g_01220	Prat.g_00916
OG0000712	Syac.g_01221	Prat.g_00917
OG0000713	Syac.g_01222	Prat.g_00918
OG0000714	Syac.g_01224	Prat.g_00919
OG0000715	Syac.g_01226	Prat.g_00921
OG0000716	Syac.g_01230	Prat.g_00923
OG0000717	Syac.g_01231	Prat.g_00924
OG0000718	Syac.g_01235	Prat.g_00929
OG0000719	Syac.g_01237	Prat.g_00931
OG0000720	Syac.g_01250	Prat.g_00942
OG0000721	Syac.g_01252	Prat.g_00946
OG0000722	Syac.g_01253	Prat.g_00947
OG0000723	Syac.g_01261	Prat.g_00951
OG0000724	Syac.g_00879	Prat.g_00960
OG0000725	Syac.g_00887	Prat.g_00966
OG0000726	Syac.g_00888	Prat.g_00967
OG0000727	Syac.g_00889	Prat.g_00968
OG0000728	Syac.g_00891	Prat.g_00970
OG0000729	Syac.g_00144	Prat.g_01214
OG0000730	Syac.g_02024	Prat.g_01199
OG0000731	Syac.g_02011	Prat.g_00354
OG0000732	Syac.g_00051	Prat.g_01831
OG0000733	Syac.g_02386	Prat.g_01560
OG0000734	Syac.g_00388	Prat.g_01171
OG0000735	Syac.g_00750	Prat.g_01169
OG0000736	Syac.g_00751	Prat.g_01168
OG0000737	Syac.g_00752	Prat.g_01167
OG0000738	Syac.g_00757	Prat.g_01163
OG0000739	Syac.g_00762	Prat.g_01162
OG0000740	Syac.g_00763	Prat.g_01161
OG0000741	Syac.g_00766	Prat.g_01159
OG0000742	Syac.g_00768	Prat.g_01157
OG0000743	Syac.g_00770	Prat.g_01155
OG0000744	Syac.g_00771	Prat.g_01154
OG0000745	Syac.g_00773	Prat.g_01153
OG0000746	Syac.g_00776	Prat.g_01151
OG0000747	Syac.g_00777	Prat.g_01150
OG0000748	Syac.g_00787	Prat.g_01146
OG0000749	Syac.g_00789	Prat.g_01145
OG0000750	Syac.g_00790	Prat.g_01144
OG0000751	Syac.g_00797	Prat.g_01141
OG0000752	Syac.g_00799	Prat.g_01139
OG0000753	Syac.g_00802	Prat.g_01136
OG0000754	Syac.g_01471	Prat.g_01134
OG0000755	Syac.g_01479	Prat.g_01128
OG0000756	Syac.g_01480	Prat.g_01127
OG0000757	Syac.g_01492	Prat.g_01121
OG0000758	Syac.g_01493	Prat.g_01120
OG0000759	Syac.g_01494	Prat.g_01119
OG0000760	Syac.g_01495	Prat.g_01118
OG0000761	Syac.g_01496	Prat.g_01117
OG0000762	Syac.g_01498	Prat.g_01116
OG0000763	Syac.g_01500	Prat.g_01114
OG0000764	Syac.g_01501	Prat.g_01113
OG0000765	Syac.g_01515	Prat.g_01104
OG0000766	Syac.g_01516	Prat.g_01103
OG0000767	Syac.g_01518	Prat.g_01101
OG0000768	Syac.g_01519	Prat.g_01100
OG0000769	Syac.g_01521	Prat.g_01098
OG0000770	Syac.g_01524	Prat.g_00594
OG0000771	Syac.g_00873	Prat.g_01509
OG0000772	Syac.g_01569	Prat.g_00626
OG0000773	Syac.g_00741	Prat.g_01240
OG0000774	Syac.g_00737	Prat.g_01242
OG0000775	Syac.g_00735	Prat.g_01244
OG0000776	Syac.g_00734	Prat.g_01245
OG0000777	Syac.g_00733	Prat.g_01246
OG0000778	Syac.g_00732	Prat.g_01247
OG0000779	Syac.g_00727	Prat.g_01251
OG0000780	Syac.g_00723	Prat.g_01252
OG0000781	Syac.g_00719	Prat.g_01255
OG0000782	Syac.g_00718	Prat.g_01256
OG0000783	Syac.g_00717	Prat.g_01257
OG0000784	Syac.g_00716	Prat.g_01258
OG0000785	Syac.g_00714	Prat.g_01260
OG0000786	Syac.g_01730	Prat.g_01263
OG0000787	Syac.g_01731	Prat.g_01264
OG0000788	Syac.g_00992	Prat.g_01471
OG0000789	Syac.g_01111	Prat.g_01455
OG0000790	Syac.g_01921	Prat.g_01296
OG0000791	Syac.g_01922	Prat.g_01298
OG0000792	Syac.g_01923	Prat.g_01299
OG0000793	Syac.g_01928	Prat.g_01302
OG0000794	Syac.g_01929	Prat.g_01303
OG0000795	Syac.g_01930	Prat.g_01304
OG0000796	Syac.g_01934	Prat.g_01308
OG0000797	Syac.g_01935	Prat.g_01309
OG0000799	Syac.g_01602	Prat.g_01333
OG0000800	Syac.g_01603	Prat.g_01334
OG0000801	Syac.g_01604	Prat.g_01335
OG0000802	Syac.g_01608	Prat.g_01337
OG0000803	Syac.g_01613	Prat.g_01339
OG0000804	Syac.g_01616	Prat.g_01340
OG0000805	Syac.g_01620	Prat.g_01342
OG0000806	Syac.g_01622	Prat.g_01344
OG0000807	Syac.g_01624	Prat.g_01345
OG0000808	Syac.g_01625	Prat.g_01346
OG0000809	Syac.g_01628	Prat.g_01350
OG0000810	Syac.g_01629	Prat.g_01351
OG0000811	Syac.g_01637	Prat.g_01356
OG0000812	Syac.g_01639	Prat.g_01358
OG0000813	Syac.g_01640	Prat.g_01359
OG0000814	Syac.g_01642	Prat.g_01361
OG0000815	Syac.g_01643	Prat.g_01362
OG0000816	Syac.g_01645	Prat.g_01364
OG0000817	Syac.g_01646	Prat.g_01365
OG0000818	Syac.g_01652	Prat.g_01370
OG0000819	Syac.g_01653	Prat.g_01371
OG0000820	Syac.g_01654	Prat.g_01372
OG0000821	Syac.g_01659	Prat.g_01378
OG0000822	Syac.g_01661	Prat.g_01379
OG0000823	Syac.g_01662	Prat.g_01380
OG0000824	Syac.g_01666	Prat.g_01383
OG0000825	Syac.g_01667	Prat.g_01384
OG0000826	Syac.g_01668	Prat.g_01385
OG0000827	Syac.g_01669	Prat.g_01386
OG0000828	Syac.g_01672	Prat.g_01389
OG0000829	Syac.g_01673	Prat.g_01390
OG0000830	Syac.g_01674	Prat.g_01391
OG0000831	Syac.g_01676	Prat.g_01393
OG0000832	Syac.g_00623	Prat.g_01405
OG0000833	Syac.g_00613	Prat.g_01414
OG0000834	Syac.g_00610	Prat.g_01415
OG0000835	Syac.g_00609	Prat.g_01416
OG0000836	Syac.g_00605	Prat.g_01417
OG0000837	Syac.g_00604	Prat.g_01418
OG0000838	Syac.g_00600	Prat.g_01421
OG0000839	Syac.g_00599	Prat.g_01422
OG0000840	Syac.g_00598	Prat.g_01423
OG0000841	Syac.g_00597	Prat.g_01424
OG0000842	Syac.g_00596	Prat.g_01425
OG0000843	Syac.g_00595	Prat.g_01426
OG0000844	Syac.g_00593	Prat.g_01427
OG0000845	Syac.g_00592	Prat.g_01428
OG0000846	Syac.g_00591	Prat.g_01429
OG0000847	Syac.g_00590	Prat.g_01430
OG0000848	Syac.g_00588	Prat.g_01431
OG0000849	Syac.g_00587	Prat.g_01432
OG0000850	Syac.g_00585	Prat.g_01434
OG0000851	Syac.g_00573	Prat.g_01435
OG0000852	Syac.g_00572	Prat.g_01436
OG0000853	Syac.g_00568	Prat.g_01441
OG0000854	Syac.g_00566	Prat.g_01443
OG0000855	Syac.g_00565	Prat.g_01444
OG0000856	Syac.g_00964	Prat.g_01457
OG0000857	Syac.g_01323	Prat.g_01022
OG0000858	Syac.g_00559	Prat.g_01585
OG0000859	Syac.g_00558	Prat.g_01586
OG0000860	Syac.g_00542	Prat.g_01594
OG0000861	Syac.g_00541	Prat.g_01595
OG0000862	Syac.g_00540	Prat.g_01596
OG0000863	Syac.g_00538	Prat.g_01598
OG0000864	Syac.g_00537	Prat.g_01599
OG0000865	Syac.g_00533	Prat.g_01600
OG0000866	Syac.g_00532	Prat.g_01601
OG0000867	Syac.g_00531	Prat.g_01602
OG0000868	Syac.g_00529	Prat.g_01603
OG0000869	Syac.g_00524	Prat.g_01606
OG0000870	Syac.g_00519	Prat.g_01611
OG0000871	Syac.g_00518	Prat.g_01612
OG0000872	Syac.g_00510	Prat.g_01613
OG0000873	Syac.g_00507	Prat.g_01616
OG0000874	Syac.g_00512	Prat.g_01619
OG0000875	Syac.g_00505	Prat.g_01621
OG0000876	Syac.g_00675	Prat.g_01622
OG0000877	Syac.g_00671	Prat.g_01624
OG0000878	Syac.g_00670	Prat.g_01625
OG0000879	Syac.g_00669	Prat.g_01626
OG0000880	Syac.g_00668	Prat.g_01627
OG0000881	Syac.g_00664	Prat.g_01631
OG0000882	Syac.g_00659	Prat.g_01636
OG0000883	Syac.g_00656	Prat.g_01639
OG0000884	Syac.g_00654	Prat.g_01641
OG0000885	Syac.g_00653	Prat.g_01642
OG0000886	Syac.g_00652	Prat.g_01643
OG0000887	Syac.g_00651	Prat.g_01644
OG0000888	Syac.g_00649	Prat.g_01646
OG0000889	Syac.g_00647	Prat.g_01648
OG0000890	Syac.g_00642	Prat.g_01649
OG0000891	Syac.g_00641	Prat.g_01650
OG0000892	Syac.g_00638	Prat.g_01652
OG0000893	Syac.g_02193	Prat.g_01655
OG0000894	Syac.g_02189	Prat.g_01658
OG0000895	Syac.g_02185	Prat.g_01662
OG0000896	Syac.g_02184	Prat.g_01663
OG0000897	Syac.g_02182	Prat.g_01665
OG0000898	Syac.g_02181	Prat.g_01666
OG0000899	Syac.g_02180	Prat.g_01667
OG0000900	Syac.g_02179	Prat.g_01668
OG0000901	Syac.g_02174	Prat.g_01671
OG0000902	Syac.g_02172	Prat.g_01673
OG0000903	Syac.g_02140	Prat.g_01677
OG0000904	Syac.g_02145	Prat.g_01682
OG0000905	Syac.g_02148	Prat.g_01675
OG0000906	Syac.g_02150	Prat.g_01674
OG0000907	Syac.g_02138	Prat.g_01684
OG0000908	Syac.g_02135	Prat.g_01687
OG0000909	Syac.g_02134	Prat.g_01688
OG0000910	Syac.g_02133	Prat.g_01689
OG0000911	Syac.g_02131	Prat.g_01691
OG0000912	Syac.g_02130	Prat.g_01692
OG0000913	Syac.g_02129	Prat.g_01693
OG0000914	Syac.g_02128	Prat.g_01694
OG0000915	Syac.g_02127	Prat.g_01695
OG0000916	Syac.g_02126	Prat.g_01696
OG0000917	Syac.g_02125	Prat.g_01697
OG0000918	Syac.g_02124	Prat.g_01698
OG0000919	Syac.g_02123	Prat.g_01699
OG0000920	Syac.g_02122	Prat.g_01700
OG0000921	Syac.g_02121	Prat.g_01701
OG0000922	Syac.g_02120	Prat.g_01702
OG0000923	Syac.g_02116	Prat.g_01706
OG0000924	Syac.g_02115	Prat.g_01707
OG0000925	Syac.g_02114	Prat.g_01708
OG0000926	Syac.g_02113	Prat.g_01709
OG0000927	Syac.g_02111	Prat.g_01711
OG0000928	Syac.g_02110	Prat.g_01712
OG0000929	Syac.g_02109	Prat.g_01713
OG0000930	Syac.g_02108	Prat.g_01714
OG0000931	Syac.g_02107	Prat.g_01715
OG0000932	Syac.g_02106	Prat.g_01327
OG0000933	Syac.g_02101	Prat.g_01719
OG0000934	Syac.g_02099	Prat.g_01721
OG0000935	Syac.g_02098	Prat.g_01722
OG0000936	Syac.g_02097	Prat.g_01723
OG0000937	Syac.g_02096	Prat.g_01724
OG0000938	Syac.g_02092	Prat.g_01727
OG0000939	Syac.g_02091	Prat.g_01728
OG0000940	Syac.g_02084	Prat.g_01735
OG0000941	Syac.g_02082	Prat.g_01737
OG0000942	Syac.g_02080	Prat.g_01739
OG0000943	Syac.g_02079	Prat.g_01740
OG0000944	Syac.g_02077	Prat.g_01742
OG0000945	Syac.g_02075	Prat.g_01744
OG0000946	Syac.g_02071	Prat.g_01748
OG0000947	Syac.g_02068	Prat.g_01750
OG0000948	Syac.g_02067	Prat.g_01751
OG0000949	Syac.g_00205	Prat.g_01754
OG0000950	Syac.g_00193	Prat.g_01760
OG0000951	Syac.g_00188	Prat.g_01764
OG0000952	Syac.g_00183	Prat.g_01768
OG0000953	Syac.g_00177	Prat.g_01772
OG0000954	Syac.g_00172	Prat.g_01777
OG0000955	Syac.g_00171	Prat.g_01778
OG0000956	Syac.g_00169	Prat.g_01780
OG0000957	Syac.g_00158	Prat.g_01786
OG0000958	Syac.g_00157	Prat.g_01787
OG0000959	Syac.g_00153	Prat.g_01791
OG0000960	Syac.g_00152	Prat.g_01792
OG0000961	Syac.g_00147	Prat.g_01795
OG0000962	Syac.g_00145	Prat.g_01797
OG0000963	Syac.g_00140	Prat.g_01801
OG0000964	Syac.g_00139	Prat.g_01802
OG0000965	Syac.g_00138	Prat.g_01803
OG0000966	Syac.g_00107	Prat.g_01809
OG0000967	Syac.g_00075	Prat.g_01813
OG0000968	Syac.g_00080	Prat.g_01815
OG0000969	Syac.g_00078	Prat.g_01816
OG0000970	Syac.g_00077	Prat.g_01817
OG0000971	Syac.g_00067	Prat.g_01818
OG0000972	Syac.g_00066	Prat.g_01819
OG0000973	Syac.g_00065	Prat.g_01820
OG0000974	Syac.g_00064	Prat.g_01821
OG0000975	Syac.g_00063	Prat.g_01822
OG0000976	Syac.g_00062	Prat.g_01823
OG0000977	Syac.g_00059	Prat.g_01824
OG0000978	Syac.g_00058	Prat.g_01825
OG0000979	Syac.g_00055	Prat.g_01828
OG0000980	Syac.g_00052	Prat.g_01830
OG0000981	Syac.g_00049	Prat.g_01833
OG0000982	Syac.g_02354	Prat.g_01835
OG0000983	Syac.g_02355	Prat.g_01836
OG0000984	Syac.g_02356	Prat.g_01837
OG0000985	Syac.g_02359	Prat.g_01840
OG0000986	Syac.g_02363	Prat.g_01842
OG0000987	Syac.g_02365	Prat.g_01843
OG0000988	Syac.g_02370	Prat.g_01846
OG0000989	Syac.g_02379	Prat.g_01850
OG0000990	Syac.g_02397	Prat.g_01856
OG0000991	Syac.g_02400	Prat.g_01857
OG0000992	Syac.g_02402	Prat.g_01860
OG0000993	Syac.g_02403	Prat.g_01861
OG0000994	Syac.g_02405	Prat.g_01862
OG0000995	Syac.g_02410	Prat.g_01866
OG0000996	Syac.g_02454	Prat.g_01867
OG0000997	Syac.g_02464	Prat.g_01869
OG0000998	Syac.g_02466	Prat.g_01871
OG0000999	Syac.g_02467	Prat.g_01872
OG0001000	Syac.g_02470	Prat.g_01875
OG0001001	Syac.g_02475	Prat.g_01879
OG0001002	Syac.g_02481	Prat.g_01884
OG0001003	Syac.g_02483	Prat.g_01885
OG0001004	Syac.g_02484	Prat.g_01886
OG0001005	Syac.g_02485	Prat.g_01887
OG0001006	Syac.g_02492	Prat.g_01891
OG0001007	Syac.g_02494	Prat.g_01893
OG0001008	Syac.g_00693	Prat.g_00397
OG0001009	Syac.g_00030	Prat.g_00028
OG0001010	Syac.g_00031	Prat.g_00029
OG0001011	Syac.g_00032	Prat.g_00031
OG0001012	Syac.g_02351	Prat.g_00046
OG0001013	Syac.g_02337	Prat.g_00053
OG0001014	Syac.g_02333	Prat.g_00056
OG0001015	Syac.g_02332	Prat.g_00057
OG0001016	Syac.g_00446	Prat.g_00070
OG0001017	Syac.g_00440	Prat.g_00074
OG0001018	Syac.g_00438	Prat.g_00076
OG0001019	Syac.g_00422	Prat.g_00087
OG0001020	Syac.g_00417	Prat.g_00088
OG0001021	Syac.g_00413	Prat.g_00089
OG0001022	Syac.g_00410	Prat.g_00091
OG0001023	Syac.g_00409	Prat.g_00092
OG0001024	Syac.g_00405	Prat.g_00095
OG0001025	Syac.g_00399	Prat.g_00102
OG0001026	Syac.g_00386	Prat.g_00110
OG0001027	Syac.g_00380	Prat.g_00111
OG0001028	Syac.g_00378	Prat.g_00113
OG0001029	Syac.g_00376	Prat.g_00114
OG0001030	Syac.g_00356	Prat.g_00130
OG0001031	Syac.g_02266	Prat.g_00188
OG0001032	Syac.g_02268	Prat.g_00189
OG0001033	Syac.g_02298	Prat.g_00210
OG0001034	Syac.g_01968	Prat.g_00241
OG0001036	Syac.g_02221	Prat.g_00266
OG0001037	Syac.g_02223	Prat.g_00267
OG0001038	Syac.g_02251	Prat.g_00285
OG0001039	Syac.g_02254	Prat.g_00288
OG0001040	Syac.g_00292	Prat.g_00291
OG0001041	Syac.g_00287	Prat.g_00295
OG0001042	Syac.g_00258	Prat.g_00312
OG0001043	Syac.g_00254	Prat.g_00313
OG0001044	Syac.g_02021	Prat.g_00347
OG0001045	Syac.g_02008	Prat.g_00356
OG0001046	Syac.g_01207	Prat.g_01469
OG0001047	Syac.g_00695	Prat.g_00399
OG0001048	Syac.g_00696	Prat.g_00400
OG0001049	Syac.g_00703	Prat.g_00403
OG0001050	Syac.g_00704	Prat.g_00404
OG0001051	Syac.g_00705	Prat.g_00405
OG0001052	Syac.g_01704	Prat.g_00430
OG0001053	Syac.g_01901	Prat.g_00443
OG0001054	Syac.g_01884	Prat.g_00459
OG0001055	Syac.g_01863	Prat.g_00480
OG0001056	Syac.g_01831	Prat.g_00498
OG0001057	Syac.g_01825	Prat.g_00502
OG0001058	Syac.g_01810	Prat.g_00510
OG0001059	Syac.g_01806	Prat.g_00515
OG0001060	Syac.g_01799	Prat.g_00522
OG0001061	Syac.g_01779	Prat.g_00538
OG0001062	Syac.g_01777	Prat.g_00540
OG0001063	Syac.g_01773	Prat.g_00542
OG0001064	Syac.g_01772	Prat.g_00543
OG0001065	Syac.g_01771	Prat.g_00544
OG0001066	Syac.g_01770	Prat.g_00545
OG0001067	Syac.g_01769	Prat.g_00546
OG0001068	Syac.g_01768	Prat.g_00547
OG0001069	Syac.g_01767	Prat.g_00548
OG0001070	Syac.g_01764	Prat.g_00550
OG0001071	Syac.g_01763	Prat.g_00551
OG0001072	Syac.g_01758	Prat.g_00552
OG0001074	Syac.g_00945	Prat.g_00579
OG0001075	Syac.g_00946	Prat.g_00580
OG0001076	Syac.g_00956	Prat.g_00587
OG0001077	Syac.g_00967	Prat.g_00592
OG0001078	Syac.g_00980	Prat.g_01089
OG0001079	Syac.g_00993	Prat.g_01077
OG0001080	Syac.g_01092	Prat.g_01071
OG0001081	Syac.g_01432	Prat.g_01069
OG0001082	Syac.g_01431	Prat.g_01068
OG0001083	Syac.g_01424	Prat.g_01063
OG0001084	Syac.g_01423	Prat.g_01062
OG0001085	Syac.g_01412	Prat.g_00744
OG0001086	Syac.g_01410	Prat.g_00745
OG0001087	Syac.g_00923	Prat.g_00762
OG0001088	Syac.g_00920	Prat.g_00763
OG0001089	Syac.g_00896	Prat.g_00774
OG0001090	Syac.g_01286	Prat.g_00789
OG0001091	Syac.g_01284	Prat.g_00791
OG0001092	Syac.g_01282	Prat.g_00792
OG0001093	Syac.g_01276	Prat.g_00800
OG0001094	Syac.g_01347	Prat.g_01043
OG0001095	Syac.g_01326	Prat.g_01024
OG0001096	Syac.g_01310	Prat.g_01010
OG0001097	Syac.g_00834	Prat.g_00993
OG0001098	Syac.g_01096	Prat.g_00974
OG0001099	Syac.g_00377	Prat.g_00699
OG0001100	Syac.g_01402	Prat.g_00707
OG0001101	Syac.g_01401	Prat.g_00709
OG0001102	Syac.g_01398	Prat.g_00712
OG0001103	Syac.g_01395	Prat.g_00715
OG0001104	Syac.g_01364	Prat.g_00739
OG0001105	Syac.g_01360	Prat.g_00743
OG0001106	Syac.g_01166	Prat.g_00884
OG0001107	Syac.g_01180	Prat.g_00894
OG0001108	Syac.g_01188	Prat.g_00898
OG0001109	Syac.g_01190	Prat.g_00899
OG0001110	Syac.g_01192	Prat.g_00901
OG0001111	Syac.g_01194	Prat.g_00902
OG0001112	Syac.g_01196	Prat.g_00903
OG0001113	Syac.g_01197	Prat.g_00904
OG0001114	Syac.g_01198	Prat.g_00905
OG0001115	Syac.g_01202	Prat.g_00907
OG0001116	Syac.g_01204	Prat.g_00908
OG0001117	Syac.g_01205	Prat.g_00909
OG0001118	Syac.g_01206	Prat.g_00910
OG0001119	Syac.g_01208	Prat.g_00911
OG0001120	Syac.g_01213	Prat.g_00913
OG0001122	Syac.g_01238	Prat.g_00932
OG0001123	Syac.g_01245	Prat.g_00937
OG0001124	Syac.g_01247	Prat.g_00939
OG0001125	Syac.g_01249	Prat.g_00941
OG0001126	Syac.g_00870	Prat.g_00955
OG0001127	Syac.g_00871	Prat.g_00956
OG0001128	Syac.g_00875	Prat.g_00957
OG0001129	Syac.g_00877	Prat.g_00958
OG0001130	Syac.g_00878	Prat.g_00959
OG0001131	Syac.g_01382	Prat.g_01204
OG0001132	Syac.g_01062	Prat.g_01479
OG0001133	Syac.g_00958	Prat.g_01211
OG0001134	Syac.g_01466	Prat.g_01495, Prat.g_01561
OG0001135	Syac.g_01464	Prat.g_01557
OG0001136	Syac.g_00767	Prat.g_01158
OG0001137	Syac.g_00786	Prat.g_01147
OG0001138	Syac.g_01486	Prat.g_01126
OG0001139	Syac.g_01488	Prat.g_01124
OG0001141	Syac.g_01490	Prat.g_01123
OG0001142	Syac.g_01491	Prat.g_01122
OG0001143	Syac.g_01499	Prat.g_01115
OG0001144	Syac.g_01508	Prat.g_01110
OG0001145	Syac.g_00740	Prat.g_01241
OG0001146	Syac.g_00722	Prat.g_01253
OG0001147	Syac.g_01689	Prat.g_01287
OG0001148	Syac.g_01918	Prat.g_01293
OG0001149	Syac.g_01919	Prat.g_01294
OG0001150	Syac.g_01920	Prat.g_01295
OG0001151	Syac.g_01932	Prat.g_01306
OG0001152	Syac.g_01933	Prat.g_01307
OG0001153	Syac.g_01670	Prat.g_01387
OG0001154	Syac.g_01671	Prat.g_01388
OG0001155	Syac.g_00621	Prat.g_01407
OG0001156	Syac.g_00618	Prat.g_01410
OG0001157	Syac.g_00617	Prat.g_01411
OG0001158	Syac.g_00616	Prat.g_01412
OG0001159	Syac.g_00615	Prat.g_01413
OG0001160	Syac.g_00570	Prat.g_01439
OG0001161	Syac.g_02385	Prat.g_01502
OG0001162	Syac.g_01307	Prat.g_01500
OG0001163	Syac.g_00562	Prat.g_01583
OG0001164	Syac.g_00556	Prat.g_01587
OG0001165	Syac.g_00551	Prat.g_01590
OG0001166	Syac.g_00520	Prat.g_01610
OG0001167	Syac.g_00667	Prat.g_01628
