Orthogroup	Syac	Prad
OG0000584	Syac.g_00938	Prad.g_01399
OG0000585	Syac.g_00940	Prad.g_01401
OG0000586	Syac.g_00941	Prad.g_01402
OG0000587	Syac.g_00943	Prad.g_01403
OG0000588	Syac.g_00949	Prad.g_01407
OG0000589	Syac.g_00953	Prad.g_01410
OG0000590	Syac.g_00954	Prad.g_01411
OG0000591	Syac.g_00961	Prad.g_01414
OG0000592	Syac.g_00962	Prad.g_01415
OG0000593	Syac.g_00975	Prad.g_01421
OG0000594	Syac.g_00976	Prad.g_01422
OG0000595	Syac.g_00977	Prad.g_01423
OG0000596	Syac.g_00982	Prad.g_01427
OG0000597	Syac.g_00985	Prad.g_01429
OG0000598	Syac.g_00986	Prad.g_01430
OG0000599	Syac.g_00989	Prad.g_01433
OG0000600	Syac.g_00990	Prad.g_01219
OG0000601	Syac.g_00991	Prad.g_01220
OG0000602	Syac.g_00996	Prad.g_01222
OG0000603	Syac.g_00997	Prad.g_01223
OG0000604	Syac.g_01001	Prad.g_01224
OG0000605	Syac.g_01089	Prad.g_01225
OG0000606	Syac.g_01434	Prad.g_01228
OG0000607	Syac.g_01430	Prad.g_01231
OG0000608	Syac.g_01429	Prad.g_01232
OG0000609	Syac.g_01427	Prad.g_01233
OG0000610	Syac.g_01419	Prad.g_01238
OG0000611	Syac.g_01416	Prad.g_01241
OG0000612	Syac.g_01415	Prad.g_01242
OG0000613	Syac.g_00231	Prad.g_01247
OG0000614	Syac.g_00911	Prad.g_01266
OG0000615	Syac.g_01377	Prad.g_01274
OG0000616	Syac.g_02478	Prad.g_01278
OG0000617	Syac.g_01280	Prad.g_01055
OG0000618	Syac.g_01279	Prad.g_01056
OG0000619	Syac.g_01278	Prad.g_01057
OG0000620	Syac.g_01270	Prad.g_01060
OG0000621	Syac.g_01269	Prad.g_01061
OG0000622	Syac.g_01268	Prad.g_01062
OG0000623	Syac.g_01267	Prad.g_01063
OG0000624	Syac.g_01265	Prad.g_01064
OG0000625	Syac.g_01264	Prad.g_01065
OG0000626	Syac.g_01263	Prad.g_01066
OG0000627	Syac.g_01126	Prad.g_01067
OG0000628	Syac.g_01127	Prad.g_01068
OG0000629	Syac.g_01130	Prad.g_01069
OG0000630	Syac.g_01134	Prad.g_01072
OG0000631	Syac.g_01139	Prad.g_01137
OG0000632	Syac.g_01140	Prad.g_01138
OG0000633	Syac.g_01141	Prad.g_01139
OG0000634	Syac.g_01345	Prad.g_01142
OG0000635	Syac.g_01344	Prad.g_01143
OG0000636	Syac.g_01342	Prad.g_01145
OG0000637	Syac.g_01340	Prad.g_01147
OG0000638	Syac.g_01339	Prad.g_01148
OG0000639	Syac.g_01338	Prad.g_01149
OG0000640	Syac.g_01337	Prad.g_01150
OG0000641	Syac.g_01333	Prad.g_01154
OG0000642	Syac.g_01332	Prad.g_01155
OG0000643	Syac.g_01330	Prad.g_01156
OG0000644	Syac.g_01329	Prad.g_01157
OG0000645	Syac.g_01327	Prad.g_01158
OG0000646	Syac.g_01324	Prad.g_01160
OG0000647	Syac.g_01322	Prad.g_01161
OG0000648	Syac.g_01319	Prad.g_01163
OG0000649	Syac.g_01318	Prad.g_01164
OG0000650	Syac.g_01317	Prad.g_01165
OG0000651	Syac.g_01316	Prad.g_01166
OG0000652	Syac.g_01315	Prad.g_01167
OG0000653	Syac.g_01313	Prad.g_01169
OG0000654	Syac.g_01312	Prad.g_01170
OG0000655	Syac.g_01311	Prad.g_01171
OG0000656	Syac.g_01308	Prad.g_01174
OG0000657	Syac.g_00846	Prad.g_01182
OG0000658	Syac.g_00842	Prad.g_01183
OG0000659	Syac.g_00841	Prad.g_01184
OG0000660	Syac.g_00837	Prad.g_00306
OG0000661	Syac.g_00835	Prad.g_00304
OG0000662	Syac.g_00833	Prad.g_00302
OG0000663	Syac.g_00830	Prad.g_00300
OG0000664	Syac.g_00829	Prad.g_00299
OG0000665	Syac.g_01018	Prad.g_00295
OG0000666	Syac.g_01088	Prad.g_00294
OG0000667	Syac.g_02165	Prad.g_00290
OG0000668	Syac.g_01239	Prad.g_00260
OG0000669	Syac.g_01404	Prad.g_00253
OG0000670	Syac.g_00580	Prad.g_00251
OG0000671	Syac.g_01400	Prad.g_00249
OG0000672	Syac.g_01396	Prad.g_00247
OG0000673	Syac.g_01393	Prad.g_00244
OG0000674	Syac.g_01391	Prad.g_00242
OG0000675	Syac.g_01390	Prad.g_00241
OG0000676	Syac.g_01388	Prad.g_00239
OG0000677	Syac.g_01387	Prad.g_00238
OG0000678	Syac.g_01384	Prad.g_00236
OG0000679	Syac.g_01375	Prad.g_00232
OG0000680	Syac.g_01374	Prad.g_00231
OG0000681	Syac.g_01371	Prad.g_00228
OG0000682	Syac.g_01370	Prad.g_00227
OG0000683	Syac.g_01369	Prad.g_00226
OG0000684	Syac.g_01365	Prad.g_00224
OG0000685	Syac.g_01363	Prad.g_00222
OG0000686	Syac.g_01362	Prad.g_00221
OG0000687	Syac.g_01361	Prad.g_00220
OG0000688	Syac.g_01356	Prad.g_00217
OG0000689	Syac.g_01354	Prad.g_00216
OG0000690	Syac.g_01353	Prad.g_00215
OG0000691	Syac.g_01352	Prad.g_00214
OG0000692	Syac.g_01351	Prad.g_00212
OG0000693	Syac.g_01349	Prad.g_00211
OG0000694	Syac.g_01348	Prad.g_00210
OG0000695	Syac.g_01143	Prad.g_00208
OG0000696	Syac.g_01144	Prad.g_00207
OG0000697	Syac.g_01146	Prad.g_00206
OG0000698	Syac.g_01149	Prad.g_00203
OG0000699	Syac.g_01151	Prad.g_00202
OG0000700	Syac.g_01152	Prad.g_00201
OG0000701	Syac.g_01153	Prad.g_00200
OG0000702	Syac.g_01161	Prad.g_00198
OG0000703	Syac.g_01162	Prad.g_00197
OG0000704	Syac.g_01165	Prad.g_00196
OG0000705	Syac.g_01174	Prad.g_00192
OG0000706	Syac.g_01175	Prad.g_00191
OG0000707	Syac.g_01176	Prad.g_00190
OG0000708	Syac.g_01179	Prad.g_00189
OG0000709	Syac.g_01187	Prad.g_00185
OG0000710	Syac.g_01191	Prad.g_00182
OG0000711	Syac.g_01220	Prad.g_00165
OG0000712	Syac.g_01221	Prad.g_00163
OG0000713	Syac.g_01222	Prad.g_00162
OG0000714	Syac.g_01224	Prad.g_00161
OG0000715	Syac.g_01226	Prad.g_00159
OG0000716	Syac.g_01230	Prad.g_00157
OG0000717	Syac.g_01231	Prad.g_00156
OG0000718	Syac.g_01235	Prad.g_00144
OG0000719	Syac.g_01237	Prad.g_00142
OG0000720	Syac.g_01250	Prad.g_01039
OG0000721	Syac.g_01252	Prad.g_01037
OG0000722	Syac.g_01253	Prad.g_01036
OG0000723	Syac.g_01261	Prad.g_01033
OG0000724	Syac.g_00879	Prad.g_01023
OG0000725	Syac.g_00887	Prad.g_01017
OG0000726	Syac.g_00888	Prad.g_01016
OG0000727	Syac.g_00889	Prad.g_01015
OG0000728	Syac.g_00891	Prad.g_01013
OG0000729	Syac.g_00144	Prad.g_00970
OG0000730	Syac.g_02024	Prad.g_00635
OG0000731	Syac.g_02011	Prad.g_00639
OG0000732	Syac.g_00051	Prad.g_00649
OG0000733	Syac.g_02386	Prad.g_01988
OG0000734	Syac.g_00388	Prad.g_01511
OG0000735	Syac.g_00750	Prad.g_01509
OG0000736	Syac.g_00751	Prad.g_01508
OG0000737	Syac.g_00752	Prad.g_01507
OG0000738	Syac.g_00757	Prad.g_01503
OG0000739	Syac.g_00762	Prad.g_01502
OG0000740	Syac.g_00763	Prad.g_01501
OG0000741	Syac.g_00766	Prad.g_01500
OG0000742	Syac.g_00768	Prad.g_01497
OG0000743	Syac.g_00770	Prad.g_01495
OG0000744	Syac.g_00771	Prad.g_01494
OG0000745	Syac.g_00773	Prad.g_01493
OG0000746	Syac.g_00776	Prad.g_01491
OG0000747	Syac.g_00777	Prad.g_01490
OG0000748	Syac.g_00787	Prad.g_01487
OG0000749	Syac.g_00789	Prad.g_01486
OG0000750	Syac.g_00790	Prad.g_01485
OG0000751	Syac.g_00797	Prad.g_01483
OG0000752	Syac.g_00799	Prad.g_01481
OG0000753	Syac.g_00802	Prad.g_01478
OG0000754	Syac.g_01471	Prad.g_01475
OG0000755	Syac.g_01479	Prad.g_01472
OG0000756	Syac.g_01480	Prad.g_01470, Prad.g_01471
OG0000757	Syac.g_01492	Prad.g_01464
OG0000758	Syac.g_01493	Prad.g_01463
OG0000759	Syac.g_01494	Prad.g_01462
OG0000760	Syac.g_01495	Prad.g_01461
OG0000761	Syac.g_01496	Prad.g_01460
OG0000762	Syac.g_01498	Prad.g_01459
OG0000763	Syac.g_01500	Prad.g_01457
OG0000764	Syac.g_01501	Prad.g_01456
OG0000765	Syac.g_01515	Prad.g_01447
OG0000766	Syac.g_01516	Prad.g_01446
OG0000767	Syac.g_01518	Prad.g_01444
OG0000768	Syac.g_01519	Prad.g_01443
OG0000769	Syac.g_01521	Prad.g_01441
OG0000770	Syac.g_01524	Prad.g_01439
OG0000771	Syac.g_00873	Prad.g_00076
OG0000772	Syac.g_01569	Prad.g_00341
OG0000773	Syac.g_00741	Prad.g_00361
OG0000774	Syac.g_00737	Prad.g_00363
OG0000775	Syac.g_00735	Prad.g_00365
OG0000776	Syac.g_00734	Prad.g_00366
OG0000777	Syac.g_00733	Prad.g_00631
OG0000778	Syac.g_00732	Prad.g_00630
OG0000779	Syac.g_00727	Prad.g_00626
OG0000780	Syac.g_00723	Prad.g_00625
OG0000781	Syac.g_00719	Prad.g_00622
OG0000782	Syac.g_00718	Prad.g_00621
OG0000783	Syac.g_00717	Prad.g_00620
OG0000784	Syac.g_00716	Prad.g_00619
OG0000785	Syac.g_00714	Prad.g_00617
OG0000786	Syac.g_01730	Prad.g_00615
OG0000787	Syac.g_01731	Prad.g_00614
OG0000788	Syac.g_00992	Prad.g_00607
OG0000789	Syac.g_01111	Prad.g_00604
OG0000790	Syac.g_01921	Prad.g_00589
OG0000791	Syac.g_01922	Prad.g_00587
OG0000792	Syac.g_01923	Prad.g_00586
OG0000793	Syac.g_01928	Prad.g_00583
OG0000794	Syac.g_01929	Prad.g_00582
OG0000795	Syac.g_01930	Prad.g_00581
OG0000796	Syac.g_01934	Prad.g_00577
OG0000797	Syac.g_01935	Prad.g_00576
OG0000799	Syac.g_01602	Prad.g_00533
OG0000800	Syac.g_01603	Prad.g_00532
OG0000801	Syac.g_01604	Prad.g_00531
OG0000802	Syac.g_01608	Prad.g_00529
OG0000803	Syac.g_01613	Prad.g_00527
OG0000804	Syac.g_01616	Prad.g_00526
OG0000805	Syac.g_01620	Prad.g_00524
OG0000806	Syac.g_01622	Prad.g_00522
OG0000807	Syac.g_01624	Prad.g_00521
OG0000808	Syac.g_01625	Prad.g_00520
OG0000809	Syac.g_01628	Prad.g_00517
OG0000810	Syac.g_01629	Prad.g_00516
OG0000811	Syac.g_01637	Prad.g_00512
OG0000812	Syac.g_01639	Prad.g_00510
OG0000813	Syac.g_01640	Prad.g_00509
OG0000814	Syac.g_01642	Prad.g_00507
OG0000815	Syac.g_01643	Prad.g_00506
OG0000816	Syac.g_01645	Prad.g_00504
OG0000817	Syac.g_01646	Prad.g_00503
OG0000818	Syac.g_01652	Prad.g_00498
OG0000819	Syac.g_01653	Prad.g_00497
OG0000820	Syac.g_01654	Prad.g_00496
OG0000821	Syac.g_01659	Prad.g_00491
OG0000822	Syac.g_01661	Prad.g_00490
OG0000823	Syac.g_01662	Prad.g_00489
OG0000824	Syac.g_01666	Prad.g_00486
OG0000825	Syac.g_01667	Prad.g_00485
OG0000826	Syac.g_01668	Prad.g_00484
OG0000827	Syac.g_01669	Prad.g_00483
OG0000828	Syac.g_01672	Prad.g_00480
OG0000829	Syac.g_01673	Prad.g_00479
OG0000830	Syac.g_01674	Prad.g_00478
OG0000831	Syac.g_01676	Prad.g_00476
OG0000832	Syac.g_00623	Prad.g_00470
OG0000833	Syac.g_00613	Prad.g_00462
OG0000834	Syac.g_00610	Prad.g_00461
OG0000835	Syac.g_00609	Prad.g_00460
OG0000836	Syac.g_00605	Prad.g_00459
OG0000837	Syac.g_00604	Prad.g_00458
OG0000838	Syac.g_00600	Prad.g_00456
OG0000839	Syac.g_00599	Prad.g_00455
OG0000840	Syac.g_00598	Prad.g_00454
OG0000841	Syac.g_00597	Prad.g_00453
OG0000842	Syac.g_00596	Prad.g_00452
OG0000843	Syac.g_00595	Prad.g_00451
OG0000844	Syac.g_00593	Prad.g_00450
OG0000845	Syac.g_00592	Prad.g_00449
OG0000846	Syac.g_00591	Prad.g_00448
OG0000847	Syac.g_00590	Prad.g_00447
OG0000848	Syac.g_00588	Prad.g_00446
OG0000849	Syac.g_00587	Prad.g_00445
OG0000850	Syac.g_00585	Prad.g_00443
OG0000851	Syac.g_00573	Prad.g_00442
OG0000852	Syac.g_00572	Prad.g_00441
OG0000853	Syac.g_00568	Prad.g_00437
OG0000854	Syac.g_00566	Prad.g_00435
OG0000855	Syac.g_00565	Prad.g_00434
OG0000856	Syac.g_00964	Prad.g_00419
OG0000857	Syac.g_01323	Prad.g_00388
OG0000858	Syac.g_00559	Prad.g_00947
OG0000859	Syac.g_00558	Prad.g_00946
OG0000860	Syac.g_00542	Prad.g_00939
OG0000861	Syac.g_00541	Prad.g_00938
OG0000862	Syac.g_00540	Prad.g_00937
OG0000863	Syac.g_00538	Prad.g_00935
OG0000864	Syac.g_00537	Prad.g_00934
OG0000865	Syac.g_00533	Prad.g_00933
OG0000866	Syac.g_00532	Prad.g_00932
OG0000867	Syac.g_00531	Prad.g_00931
OG0000868	Syac.g_00529	Prad.g_00930
OG0000869	Syac.g_00524	Prad.g_00926
OG0000870	Syac.g_00519	Prad.g_00921
OG0000871	Syac.g_00518	Prad.g_00920
OG0000872	Syac.g_00510	Prad.g_00919
OG0000873	Syac.g_00507	Prad.g_00916
OG0000874	Syac.g_00512	Prad.g_00913
OG0000875	Syac.g_00505	Prad.g_00912
OG0000876	Syac.g_00675	Prad.g_00911
OG0000877	Syac.g_00671	Prad.g_00909
OG0000878	Syac.g_00670	Prad.g_00908
OG0000879	Syac.g_00669	Prad.g_00907
OG0000880	Syac.g_00668	Prad.g_00906
OG0000881	Syac.g_00664	Prad.g_00902
OG0000882	Syac.g_00659	Prad.g_00897
OG0000883	Syac.g_00656	Prad.g_00895
OG0000884	Syac.g_00654	Prad.g_00893
OG0000885	Syac.g_00653	Prad.g_00892
OG0000886	Syac.g_00652	Prad.g_00891
OG0000887	Syac.g_00651	Prad.g_00890
OG0000888	Syac.g_00649	Prad.g_00888
OG0000889	Syac.g_00647	Prad.g_00886
OG0000890	Syac.g_00642	Prad.g_00885
OG0000891	Syac.g_00641	Prad.g_00884
OG0000892	Syac.g_00638	Prad.g_00882
OG0000893	Syac.g_02193	Prad.g_00879
OG0000894	Syac.g_02189	Prad.g_00877
OG0000895	Syac.g_02185	Prad.g_00874
OG0000896	Syac.g_02184	Prad.g_00873
OG0000897	Syac.g_02182	Prad.g_00871
OG0000898	Syac.g_02181	Prad.g_00870
OG0000899	Syac.g_02180	Prad.g_00869
OG0000900	Syac.g_02179	Prad.g_00868
OG0000901	Syac.g_02174	Prad.g_00865
OG0000902	Syac.g_02172	Prad.g_00863
OG0000903	Syac.g_02140	Prad.g_00860
OG0000904	Syac.g_02145	Prad.g_00858
OG0000905	Syac.g_02148	Prad.g_00853
OG0000906	Syac.g_02150	Prad.g_00852
OG0000907	Syac.g_02138	Prad.g_00849
OG0000908	Syac.g_02135	Prad.g_00846
OG0000909	Syac.g_02134	Prad.g_00845
OG0000910	Syac.g_02133	Prad.g_00844
OG0000911	Syac.g_02131	Prad.g_00842
OG0000912	Syac.g_02130	Prad.g_00841
OG0000913	Syac.g_02129	Prad.g_00840
OG0000914	Syac.g_02128	Prad.g_00839
OG0000915	Syac.g_02127	Prad.g_00838
OG0000916	Syac.g_02126	Prad.g_00837
OG0000917	Syac.g_02125	Prad.g_00836
OG0000918	Syac.g_02124	Prad.g_00835
OG0000919	Syac.g_02123	Prad.g_00834
OG0000920	Syac.g_02122	Prad.g_00833
OG0000921	Syac.g_02121	Prad.g_00832
OG0000922	Syac.g_02120	Prad.g_00831
OG0000923	Syac.g_02116	Prad.g_00827
OG0000924	Syac.g_02115	Prad.g_00826
OG0000925	Syac.g_02114	Prad.g_00825
OG0000926	Syac.g_02113	Prad.g_00824
OG0000927	Syac.g_02111	Prad.g_00822
OG0000928	Syac.g_02110	Prad.g_00821
OG0000929	Syac.g_02109	Prad.g_00820
OG0000930	Syac.g_02108	Prad.g_00819
OG0000931	Syac.g_02107	Prad.g_00818
OG0000932	Syac.g_02106	Prad.g_00817
OG0000933	Syac.g_02101	Prad.g_00813
OG0000934	Syac.g_02099	Prad.g_00811
OG0000935	Syac.g_02098	Prad.g_00810
OG0000936	Syac.g_02097	Prad.g_00809
OG0000937	Syac.g_02096	Prad.g_00808
OG0000938	Syac.g_02092	Prad.g_00806
OG0000939	Syac.g_02091	Prad.g_00805
OG0000940	Syac.g_02084	Prad.g_00798
OG0000941	Syac.g_02082	Prad.g_00796
OG0000942	Syac.g_02080	Prad.g_00794
OG0000943	Syac.g_02079	Prad.g_00793
OG0000944	Syac.g_02077	Prad.g_00792
OG0000945	Syac.g_02075	Prad.g_00791
OG0000946	Syac.g_02071	Prad.g_00787
OG0000947	Syac.g_02068	Prad.g_00785
OG0000948	Syac.g_02067	Prad.g_00784
OG0000949	Syac.g_00205	Prad.g_00781
OG0000950	Syac.g_00193	Prad.g_00776
OG0000951	Syac.g_00188	Prad.g_00772
OG0000952	Syac.g_00183	Prad.g_00768
OG0000953	Syac.g_00177	Prad.g_00765
OG0000954	Syac.g_00172	Prad.g_01641
OG0000955	Syac.g_00171	Prad.g_01640
OG0000956	Syac.g_00169	Prad.g_01638
OG0000957	Syac.g_00158	Prad.g_01633
OG0000958	Syac.g_00157	Prad.g_01632
OG0000959	Syac.g_00153	Prad.g_01628
OG0000960	Syac.g_00152	Prad.g_01627
OG0000961	Syac.g_00147	Prad.g_01625
OG0000962	Syac.g_00145	Prad.g_01623
OG0000963	Syac.g_00140	Prad.g_01620
OG0000964	Syac.g_00139	Prad.g_01619
OG0000965	Syac.g_00138	Prad.g_01618
OG0000966	Syac.g_00107	Prad.g_01611
OG0000967	Syac.g_00075	Prad.g_01607
OG0000968	Syac.g_00080	Prad.g_01605
OG0000969	Syac.g_00078	Prad.g_01604
OG0000970	Syac.g_00077	Prad.g_01603
OG0000971	Syac.g_00067	Prad.g_01602
OG0000972	Syac.g_00066	Prad.g_01601
OG0000973	Syac.g_00065	Prad.g_01600
OG0000974	Syac.g_00064	Prad.g_01599
OG0000975	Syac.g_00063	Prad.g_01598
OG0000976	Syac.g_00062	Prad.g_01597
OG0000977	Syac.g_00059	Prad.g_01596
OG0000978	Syac.g_00058	Prad.g_01595
OG0000979	Syac.g_00055	Prad.g_01592
OG0000980	Syac.g_00052	Prad.g_01590
OG0000981	Syac.g_00049	Prad.g_01588
OG0000982	Syac.g_02354	Prad.g_01586
OG0000983	Syac.g_02355	Prad.g_01585
OG0000984	Syac.g_02356	Prad.g_01584
OG0000985	Syac.g_02359	Prad.g_01581
OG0000986	Syac.g_02363	Prad.g_01579
OG0000987	Syac.g_02365	Prad.g_01578
OG0000988	Syac.g_02370	Prad.g_01575
OG0000989	Syac.g_02379	Prad.g_01571
OG0000990	Syac.g_02397	Prad.g_01568
OG0000991	Syac.g_02400	Prad.g_01567
OG0000992	Syac.g_02402	Prad.g_01565
OG0000993	Syac.g_02403	Prad.g_01564
OG0000994	Syac.g_02405	Prad.g_01563
OG0000995	Syac.g_02410	Prad.g_01559
OG0000996	Syac.g_02454	Prad.g_01558
OG0000997	Syac.g_02464	Prad.g_01557
OG0000998	Syac.g_02466	Prad.g_01555
OG0000999	Syac.g_02467	Prad.g_01554
OG0001000	Syac.g_02470	Prad.g_01551
OG0001001	Syac.g_02475	Prad.g_01549
OG0001002	Syac.g_02481	Prad.g_01545
OG0001003	Syac.g_02483	Prad.g_01544
OG0001004	Syac.g_02484	Prad.g_01543
OG0001005	Syac.g_02485	Prad.g_01542
OG0001006	Syac.g_02492	Prad.g_01538
OG0001007	Syac.g_02494	Prad.g_01536
OG0001008	Syac.g_00693	Prad.g_00070
OG0001009	Syac.g_00030	Prad.g_01959
OG0001010	Syac.g_00031	Prad.g_01958
OG0001011	Syac.g_00032	Prad.g_01957
OG0001012	Syac.g_02351	Prad.g_01944
OG0001013	Syac.g_02337	Prad.g_01938
OG0001014	Syac.g_02333	Prad.g_01935
OG0001015	Syac.g_02332	Prad.g_01934
OG0001016	Syac.g_00446	Prad.g_01920
OG0001017	Syac.g_00440	Prad.g_01916
OG0001018	Syac.g_00438	Prad.g_01913
OG0001019	Syac.g_00422	Prad.g_01904
OG0001020	Syac.g_00417	Prad.g_01903
OG0001021	Syac.g_00413	Prad.g_01902
OG0001022	Syac.g_00410	Prad.g_01899
OG0001023	Syac.g_00409	Prad.g_01898
OG0001024	Syac.g_00405	Prad.g_01895
OG0001025	Syac.g_00399	Prad.g_01889
OG0001026	Syac.g_00386	Prad.g_01882
OG0001027	Syac.g_00380	Prad.g_01881
OG0001028	Syac.g_00378	Prad.g_01879
OG0001029	Syac.g_00376	Prad.g_01878
OG0001030	Syac.g_00356	Prad.g_01863
OG0001031	Syac.g_02266	Prad.g_01805
OG0001032	Syac.g_02268	Prad.g_01804
OG0001033	Syac.g_02298	Prad.g_01783
OG0001034	Syac.g_01968	Prad.g_01755
OG0001036	Syac.g_02221	Prad.g_01732
OG0001037	Syac.g_02223	Prad.g_01731
OG0001038	Syac.g_02251	Prad.g_01713
OG0001039	Syac.g_02254	Prad.g_01710
OG0001040	Syac.g_00292	Prad.g_01708
OG0001041	Syac.g_00287	Prad.g_01704
OG0001042	Syac.g_00258	Prad.g_01687
OG0001043	Syac.g_00254	Prad.g_01686
OG0001044	Syac.g_02021	Prad.g_01658
OG0001045	Syac.g_02008	Prad.g_01649
OG0001046	Syac.g_01207	Prad.g_00730
OG0001047	Syac.g_00695	Prad.g_00068
OG0001048	Syac.g_00696	Prad.g_00067
OG0001049	Syac.g_00703	Prad.g_00065
OG0001050	Syac.g_00704	Prad.g_00064
OG0001051	Syac.g_00705	Prad.g_00063
OG0001052	Syac.g_01704	Prad.g_00036
OG0001053	Syac.g_01901	Prad.g_00024
OG0001054	Syac.g_01884	Prad.g_00131
OG0001055	Syac.g_01863	Prad.g_00112
OG0001056	Syac.g_01831	Prad.g_00093
OG0001057	Syac.g_01825	Prad.g_01331
OG0001058	Syac.g_01810	Prad.g_01339
OG0001059	Syac.g_01806	Prad.g_01343
OG0001060	Syac.g_01799	Prad.g_01350
OG0001061	Syac.g_01779	Prad.g_01363
OG0001062	Syac.g_01777	Prad.g_01365
OG0001063	Syac.g_01773	Prad.g_01367
OG0001064	Syac.g_01772	Prad.g_01368
OG0001065	Syac.g_01771	Prad.g_01369
OG0001066	Syac.g_01770	Prad.g_01370
OG0001067	Syac.g_01769	Prad.g_01371
OG0001068	Syac.g_01768	Prad.g_01372
OG0001069	Syac.g_01767	Prad.g_01373
OG0001070	Syac.g_01764	Prad.g_01376
OG0001071	Syac.g_01763	Prad.g_01377
OG0001072	Syac.g_01758	Prad.g_01379
OG0001074	Syac.g_00945	Prad.g_01404
OG0001075	Syac.g_00946	Prad.g_01405
OG0001076	Syac.g_00956	Prad.g_01413
OG0001077	Syac.g_00967	Prad.g_01417
OG0001078	Syac.g_00980	Prad.g_01425
OG0001079	Syac.g_00993	Prad.g_01221
OG0001080	Syac.g_01092	Prad.g_01227
OG0001081	Syac.g_01432	Prad.g_01229
OG0001082	Syac.g_01431	Prad.g_01230
OG0001083	Syac.g_01424	Prad.g_01235
OG0001084	Syac.g_01423	Prad.g_01236
OG0001085	Syac.g_01412	Prad.g_01244
OG0001086	Syac.g_01410	Prad.g_01245
OG0001087	Syac.g_00923	Prad.g_01262
OG0001088	Syac.g_00920	Prad.g_01263
OG0001089	Syac.g_00896	Prad.g_01271
OG0001090	Syac.g_01286	Prad.g_01050
OG0001091	Syac.g_01284	Prad.g_01052
OG0001092	Syac.g_01282	Prad.g_01053
OG0001093	Syac.g_01276	Prad.g_01058
OG0001094	Syac.g_01347	Prad.g_01140
OG0001095	Syac.g_01326	Prad.g_01159
OG0001096	Syac.g_01310	Prad.g_01172
OG0001097	Syac.g_00834	Prad.g_00303
OG0001098	Syac.g_01096	Prad.g_00288
OG0001099	Syac.g_00377	Prad.g_00256
OG0001100	Syac.g_01402	Prad.g_00252
OG0001101	Syac.g_01401	Prad.g_00250
OG0001102	Syac.g_01398	Prad.g_00248
OG0001103	Syac.g_01395	Prad.g_00246
OG0001104	Syac.g_01364	Prad.g_00223
OG0001105	Syac.g_01360	Prad.g_00219
OG0001106	Syac.g_01166	Prad.g_00195
OG0001107	Syac.g_01180	Prad.g_00188
OG0001108	Syac.g_01188	Prad.g_00184
OG0001109	Syac.g_01190	Prad.g_00183
OG0001110	Syac.g_01192	Prad.g_00181
OG0001111	Syac.g_01194	Prad.g_00180
OG0001112	Syac.g_01196	Prad.g_00179
OG0001113	Syac.g_01197	Prad.g_00178
OG0001114	Syac.g_01198	Prad.g_00177
OG0001115	Syac.g_01202	Prad.g_00175
OG0001116	Syac.g_01204	Prad.g_00174
OG0001117	Syac.g_01205	Prad.g_00173
OG0001118	Syac.g_01206	Prad.g_00172
OG0001119	Syac.g_01208	Prad.g_00171
OG0001120	Syac.g_01213	Prad.g_00169
OG0001121	Syac.g_01949, Syac.g_01170	Prad.g_01991, Prad.g_00166
OG0001122	Syac.g_01238	Prad.g_00141
OG0001123	Syac.g_01245	Prad.g_00137
OG0001124	Syac.g_01247	Prad.g_00135
OG0001125	Syac.g_01249	Prad.g_00134
OG0001126	Syac.g_00870	Prad.g_01030
OG0001127	Syac.g_00871	Prad.g_01029
OG0001128	Syac.g_00875	Prad.g_01026
OG0001129	Syac.g_00877	Prad.g_01025
OG0001130	Syac.g_00878	Prad.g_01024
OG0001131	Syac.g_01382	Prad.g_00990
OG0001132	Syac.g_01062	Prad.g_00981
OG0001133	Syac.g_00958	Prad.g_00655
OG0001134	Syac.g_01466	Prad.g_01989
OG0001135	Syac.g_01464	Prad.g_01526
OG0001136	Syac.g_00767	Prad.g_01499
OG0001137	Syac.g_00786	Prad.g_01488
OG0001138	Syac.g_01486	Prad.g_01469
OG0001139	Syac.g_01488	Prad.g_01468
OG0001140	Syac.g_01489	Prad.g_01467
OG0001141	Syac.g_01490	Prad.g_01466
OG0001142	Syac.g_01491	Prad.g_01465
OG0001143	Syac.g_01499	Prad.g_01458
OG0001144	Syac.g_01508	Prad.g_01453
OG0001145	Syac.g_00740	Prad.g_00362
OG0001146	Syac.g_00722	Prad.g_00624
OG0001147	Syac.g_01689	Prad.g_00608
OG0001148	Syac.g_01918	Prad.g_00592
OG0001149	Syac.g_01919	Prad.g_00591
OG0001150	Syac.g_01920	Prad.g_00590
OG0001151	Syac.g_01932	Prad.g_00579
OG0001152	Syac.g_01933	Prad.g_00578
OG0001153	Syac.g_01670	Prad.g_00482
OG0001154	Syac.g_01671	Prad.g_00481
OG0001155	Syac.g_00621	Prad.g_00469
OG0001156	Syac.g_00618	Prad.g_00466
OG0001157	Syac.g_00617	Prad.g_00465
OG0001158	Syac.g_00616	Prad.g_00464
OG0001159	Syac.g_00615	Prad.g_00463
OG0001160	Syac.g_00570	Prad.g_00439
OG0001161	Syac.g_02385	Prad.g_00426
OG0001162	Syac.g_01307	Prad.g_00415
OG0001163	Syac.g_00562	Prad.g_00949
OG0001164	Syac.g_00556	Prad.g_00945
OG0001165	Syac.g_00551	Prad.g_00942
OG0001166	Syac.g_00520	Prad.g_00922
OG0001167	Syac.g_00667	Prad.g_00905
