Orthogroup	Syac	Syap
OG0000611	Syac.g_01416	Syap.g_01958
OG0000612	Syac.g_01415	Syap.g_01957
OG0000613	Syac.g_00231	Syap.g_02480
OG0000615	Syac.g_01377	Syap.g_00154
OG0000616	Syac.g_02478	Syap.g_00127
OG0000617	Syac.g_01280	Syap.g_00513
OG0000618	Syac.g_01279	Syap.g_00514
OG0000619	Syac.g_01278	Syap.g_00515
OG0000620	Syac.g_01270	Syap.g_00520
OG0000621	Syac.g_01269	Syap.g_00521
OG0000622	Syac.g_01268	Syap.g_00523
OG0000623	Syac.g_01267	Syap.g_00526
OG0000624	Syac.g_01265	Syap.g_00527
OG0000625	Syac.g_01264	Syap.g_00528
OG0000626	Syac.g_01263	Syap.g_00529
OG0000627	Syac.g_01126	Syap.g_00848
OG0000628	Syac.g_01127	Syap.g_00850
OG0000629	Syac.g_01130	Syap.g_02334
OG0000630	Syac.g_01134	Syap.g_02793
OG0000631	Syac.g_01139	Syap.g_01724
OG0000632	Syac.g_01140	Syap.g_01725
OG0000633	Syac.g_01141	Syap.g_01726
OG0000634	Syac.g_01345	Syap.g_00190
OG0000635	Syac.g_01344	Syap.g_00191
OG0000636	Syac.g_01342	Syap.g_00193
OG0000637	Syac.g_01340	Syap.g_00195
OG0000638	Syac.g_01339	Syap.g_00196
OG0000639	Syac.g_01338	Syap.g_00197
OG0000640	Syac.g_01337	Syap.g_00198
OG0000641	Syac.g_01333	Syap.g_00203
OG0000642	Syac.g_01332	Syap.g_02732
OG0000643	Syac.g_01330	Syap.g_02731
OG0000644	Syac.g_01329	Syap.g_02730
OG0000645	Syac.g_01327	Syap.g_02726
OG0000646	Syac.g_01324	Syap.g_02723
OG0000647	Syac.g_01322	Syap.g_02721
OG0000648	Syac.g_01319	Syap.g_02719
OG0000649	Syac.g_01318	Syap.g_02718
OG0000650	Syac.g_01317	Syap.g_02717
OG0000651	Syac.g_01316	Syap.g_02716
OG0000652	Syac.g_01315	Syap.g_02715
OG0000653	Syac.g_01313	Syap.g_02713
OG0000654	Syac.g_01312	Syap.g_02711
OG0000655	Syac.g_01311	Syap.g_02710
OG0000656	Syac.g_01308	Syap.g_02706
OG0000657	Syac.g_00846	Syap.g_01845
OG0000658	Syac.g_00842	Syap.g_01841
OG0000659	Syac.g_00841	Syap.g_01840
OG0000660	Syac.g_00837	Syap.g_01835
OG0000662	Syac.g_00833	Syap.g_00823
OG0000663	Syac.g_00830	Syap.g_00826
OG0000664	Syac.g_00829	Syap.g_00828
OG0000665	Syac.g_01018	Syap.g_02331
OG0000666	Syac.g_01088	Syap.g_01573
OG0000667	Syac.g_02165	Syap.g_01979
OG0000668	Syac.g_01239	Syap.g_02765
OG0000669	Syac.g_01404	Syap.g_02371
OG0000670	Syac.g_00580	Syap.g_02368
OG0000671	Syac.g_01400	Syap.g_01260
OG0000672	Syac.g_01396	Syap.g_01257
OG0000673	Syac.g_01393	Syap.g_01253
OG0000674	Syac.g_01391	Syap.g_01251
OG0000675	Syac.g_01390	Syap.g_01250
OG0000676	Syac.g_01388	Syap.g_01248
OG0000677	Syac.g_01387	Syap.g_01246
OG0000678	Syac.g_01384	Syap.g_01239
OG0000679	Syac.g_01375	Syap.g_00157
OG0000680	Syac.g_01374	Syap.g_00158
OG0000681	Syac.g_01371	Syap.g_00163
OG0000682	Syac.g_01370	Syap.g_00165
OG0000683	Syac.g_01369	Syap.g_00166
OG0000684	Syac.g_01365	Syap.g_00169
OG0000685	Syac.g_01363	Syap.g_00172
OG0000686	Syac.g_01362	Syap.g_00173
OG0000687	Syac.g_01361	Syap.g_00174
OG0000688	Syac.g_01356	Syap.g_00178
OG0000689	Syac.g_01354	Syap.g_00180
OG0000690	Syac.g_01353	Syap.g_00181
OG0000691	Syac.g_01352	Syap.g_00182
OG0000692	Syac.g_01351	Syap.g_00184
OG0000693	Syac.g_01349	Syap.g_00185
OG0000694	Syac.g_01348	Syap.g_00186
OG0000695	Syac.g_01143	Syap.g_01729
OG0000696	Syac.g_01144	Syap.g_01730
OG0000697	Syac.g_01146	Syap.g_01734
OG0000698	Syac.g_01149	Syap.g_01737
OG0000699	Syac.g_01151	Syap.g_01738
OG0000700	Syac.g_01152	Syap.g_01739
OG0000701	Syac.g_01153	Syap.g_01740
OG0000702	Syac.g_01161	Syap.g_01747
OG0000703	Syac.g_01162	Syap.g_01750
OG0000704	Syac.g_01165	Syap.g_01753
OG0000705	Syac.g_01174	Syap.g_02022
OG0000706	Syac.g_01175	Syap.g_02020
OG0000707	Syac.g_01176	Syap.g_02019
OG0000708	Syac.g_01179	Syap.g_02016
OG0000709	Syac.g_01187	Syap.g_00121
OG0000711	Syac.g_01220	Syap.g_02686
OG0000712	Syac.g_01221	Syap.g_02688
OG0000713	Syac.g_01222	Syap.g_02689
OG0000714	Syac.g_01224	Syap.g_02691
OG0000715	Syac.g_01226	Syap.g_02693
OG0000716	Syac.g_01230	Syap.g_02696
OG0000717	Syac.g_01231	Syap.g_02697
OG0000718	Syac.g_01235	Syap.g_02701
OG0000719	Syac.g_01237	Syap.g_02767
OG0000720	Syac.g_01250	Syap.g_02780
OG0000721	Syac.g_01252	Syap.g_02782
OG0000722	Syac.g_01253	Syap.g_02783
OG0000723	Syac.g_01261	Syap.g_00532
OG0000725	Syac.g_00887	Syap.g_01559
OG0000726	Syac.g_00888	Syap.g_01560
OG0000727	Syac.g_00889	Syap.g_01561
OG0000728	Syac.g_00891	Syap.g_01564
OG0000729	Syac.g_00144	Syap.g_01122
OG0000730	Syac.g_02024	Syap.g_00572
OG0000731	Syac.g_02011	Syap.g_00560
OG0000732	Syac.g_00051	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syac.g_02386	Syap.g_01971
OG0000734	Syac.g_00388	Syap.g_02628
OG0000735	Syac.g_00750	Syap.g_00244
OG0000736	Syac.g_00751	Syap.g_00243
OG0000737	Syac.g_00752	Syap.g_00242
OG0000738	Syac.g_00757	Syap.g_00236
OG0000739	Syac.g_00762	Syap.g_00235
OG0000740	Syac.g_00763	Syap.g_00234
OG0000741	Syac.g_00766	Syap.g_00231
OG0000742	Syac.g_00768	Syap.g_00229
OG0000743	Syac.g_00770	Syap.g_00226
OG0000744	Syac.g_00771	Syap.g_00225
OG0000745	Syac.g_00773	Syap.g_00222
OG0000746	Syac.g_00776	Syap.g_00220
OG0000747	Syac.g_00777	Syap.g_00219
OG0000748	Syac.g_00787	Syap.g_00212
OG0000749	Syac.g_00789	Syap.g_00211
OG0000750	Syac.g_00790	Syap.g_00210
OG0000751	Syac.g_00797	Syap.g_00205
OG0000752	Syac.g_00799	Syap.g_01793
OG0000753	Syac.g_00802	Syap.g_02775
OG0000754	Syac.g_01471	Syap.g_01883
OG0000755	Syac.g_01479	Syap.g_01893
OG0000757	Syac.g_01492	Syap.g_00427
OG0000758	Syac.g_01493	Syap.g_00428
OG0000759	Syac.g_01494	Syap.g_00429
OG0000760	Syac.g_01495	Syap.g_00430
OG0000761	Syac.g_01496	Syap.g_00431
OG0000762	Syac.g_01498	Syap.g_00434
OG0000763	Syac.g_01500	Syap.g_02624
OG0000764	Syac.g_01501	Syap.g_02623
OG0000765	Syac.g_01515	Syap.g_02440
OG0000766	Syac.g_01516	Syap.g_02439
OG0000767	Syac.g_01518	Syap.g_02437
OG0000768	Syac.g_01519	Syap.g_02436
OG0000769	Syac.g_01521	Syap.g_02434
OG0000770	Syac.g_01524	Syap.g_02431
OG0000772	Syac.g_01569	Syap.g_02295
OG0000773	Syac.g_00741	Syap.g_00885
OG0000774	Syac.g_00737	Syap.g_01473
OG0000775	Syac.g_00735	Syap.g_01475
OG0000776	Syac.g_00734	Syap.g_01476
OG0000777	Syac.g_00733	Syap.g_01478
OG0000778	Syac.g_00732	Syap.g_01479
OG0000779	Syac.g_00727	Syap.g_01494
OG0000780	Syac.g_00723	Syap.g_01496
OG0000781	Syac.g_00719	Syap.g_02609
OG0000782	Syac.g_00718	Syap.g_02611
OG0000783	Syac.g_00717	Syap.g_02612
OG0000784	Syac.g_00716	Syap.g_02613
OG0000785	Syac.g_00714	Syap.g_02281
OG0000786	Syac.g_01730	Syap.g_02287
OG0000787	Syac.g_01731	Syap.g_02288
OG0000788	Syac.g_00992	Syap.g_01932
OG0000789	Syac.g_01111	Syap.g_00372
OG0000791	Syac.g_01922	Syap.g_02520
OG0000792	Syac.g_01923	Syap.g_02519
OG0000793	Syac.g_01928	Syap.g_02141
OG0000794	Syac.g_01929	Syap.g_02200
OG0000795	Syac.g_01930	Syap.g_02199
OG0000796	Syac.g_01934	Syap.g_02448
OG0000797	Syac.g_01935	Syap.g_02449
OG0000798	Syac.g_02250	Syap.g_01363
OG0000799	Syac.g_01602	Syap.g_02488
OG0000800	Syac.g_01603	Syap.g_02487
OG0000801	Syac.g_01604	Syap.g_02486
OG0000802	Syac.g_01608	Syap.g_02659
OG0000803	Syac.g_01613	Syap.g_02109
OG0000804	Syac.g_01616	Syap.g_02113
OG0000805	Syac.g_01620	Syap.g_02115
OG0000806	Syac.g_01622	Syap.g_02117
OG0000807	Syac.g_01624	Syap.g_02118
OG0000808	Syac.g_01625	Syap.g_02119
OG0000809	Syac.g_01628	Syap.g_02122
OG0000810	Syac.g_01629	Syap.g_02124
OG0000811	Syac.g_01637	Syap.g_02472
OG0000812	Syac.g_01639	Syap.g_02474
OG0000813	Syac.g_01640	Syap.g_02475
OG0000814	Syac.g_01642	Syap.g_02753
OG0000815	Syac.g_01643	Syap.g_02752
OG0000816	Syac.g_01645	Syap.g_02289
OG0000817	Syac.g_01646	Syap.g_02527
OG0000818	Syac.g_01652	Syap.g_02001
OG0000819	Syac.g_01653	Syap.g_02002
OG0000820	Syac.g_01654	Syap.g_02003
OG0000821	Syac.g_01659	Syap.g_02009
OG0000822	Syac.g_01661	Syap.g_02011
OG0000824	Syac.g_01666	Syap.g_00008
OG0000825	Syac.g_01667	Syap.g_00009
OG0000826	Syac.g_01668	Syap.g_00010
OG0000827	Syac.g_01669	Syap.g_00011
OG0000828	Syac.g_01672	Syap.g_00014
OG0000829	Syac.g_01673	Syap.g_00015
OG0000830	Syac.g_01674	Syap.g_00016
OG0000831	Syac.g_01676	Syap.g_00019
OG0000832	Syac.g_00623	Syap.g_00752
OG0000833	Syac.g_00613	Syap.g_00021
OG0000834	Syac.g_00610	Syap.g_00023
OG0000835	Syac.g_00609	Syap.g_00024
OG0000836	Syac.g_00605	Syap.g_00026
OG0000837	Syac.g_00604	Syap.g_00027
OG0000838	Syac.g_00600	Syap.g_00031
OG0000839	Syac.g_00599	Syap.g_00032
OG0000840	Syac.g_00598	Syap.g_00033
OG0000841	Syac.g_00597	Syap.g_00034
OG0000842	Syac.g_00596	Syap.g_00035
OG0000843	Syac.g_00595	Syap.g_00036
OG0000844	Syac.g_00593	Syap.g_00039
OG0000845	Syac.g_00592	Syap.g_00040
OG0000846	Syac.g_00591	Syap.g_00042
OG0000847	Syac.g_00590	Syap.g_00043
OG0000848	Syac.g_00588	Syap.g_00045
OG0000849	Syac.g_00587	Syap.g_00046
OG0000850	Syac.g_00585	Syap.g_00310
OG0000851	Syac.g_00573	Syap.g_01214
OG0000852	Syac.g_00572	Syap.g_01215
OG0000853	Syac.g_00568	Syap.g_01219
OG0000854	Syac.g_00566	Syap.g_01222
OG0000855	Syac.g_00565	Syap.g_01223
OG0000856	Syac.g_00964	Syap.g_01286
OG0000857	Syac.g_01323	Syap.g_02722
OG0000858	Syac.g_00559	Syap.g_00612
OG0000859	Syac.g_00558	Syap.g_00613
OG0000860	Syac.g_00542	Syap.g_00623
OG0000861	Syac.g_00541	Syap.g_02789
OG0000862	Syac.g_00540	Syap.g_01789
OG0000863	Syac.g_00538	Syap.g_01784
OG0000864	Syac.g_00537	Syap.g_01783
OG0000865	Syac.g_00533	Syap.g_01781, Syap.g_01782
OG0000866	Syac.g_00532	Syap.g_01780
OG0000867	Syac.g_00531	Syap.g_01779
OG0000868	Syac.g_00529	Syap.g_01775
OG0000869	Syac.g_00524	Syap.g_01770
OG0000870	Syac.g_00519	Syap.g_01401
OG0000871	Syac.g_00518	Syap.g_01400
OG0000872	Syac.g_00510	Syap.g_01394
OG0000873	Syac.g_00507	Syap.g_01390
OG0000874	Syac.g_00512	Syap.g_01388
OG0000875	Syac.g_00505	Syap.g_01386
OG0000876	Syac.g_00675	Syap.g_00822
OG0000877	Syac.g_00671	Syap.g_01380
OG0000878	Syac.g_00670	Syap.g_01378
OG0000879	Syac.g_00669	Syap.g_01377
OG0000880	Syac.g_00668	Syap.g_01376
OG0000882	Syac.g_00659	Syap.g_01516
OG0000883	Syac.g_00656	Syap.g_01511
OG0000884	Syac.g_00654	Syap.g_01509
OG0000885	Syac.g_00653	Syap.g_01508
OG0000886	Syac.g_00652	Syap.g_01507
OG0000887	Syac.g_00651	Syap.g_01506
OG0000888	Syac.g_00649	Syap.g_01504
OG0000889	Syac.g_00647	Syap.g_01502
OG0000890	Syac.g_00642	Syap.g_01499
OG0000891	Syac.g_00641	Syap.g_01498
OG0000892	Syac.g_00638	Syap.g_02671
OG0000893	Syac.g_02193	Syap.g_02497
OG0000894	Syac.g_02189	Syap.g_02679
OG0000895	Syac.g_02185	Syap.g_00546
OG0000896	Syac.g_02184	Syap.g_00545
OG0000897	Syac.g_02182	Syap.g_00543
OG0000898	Syac.g_02181	Syap.g_00542
OG0000899	Syac.g_02180	Syap.g_00541
OG0000900	Syac.g_02179	Syap.g_00540
OG0000901	Syac.g_02174	Syap.g_01930
OG0000902	Syac.g_02172	Syap.g_01929
OG0000903	Syac.g_02140	Syap.g_01916
OG0000904	Syac.g_02145	Syap.g_01922
OG0000905	Syac.g_02148	Syap.g_01925
OG0000906	Syac.g_02150	Syap.g_01927
OG0000907	Syac.g_02138	Syap.g_01914
OG0000908	Syac.g_02135	Syap.g_01235
OG0000909	Syac.g_02134	Syap.g_01236
OG0000910	Syac.g_02133	Syap.g_01237
OG0000911	Syac.g_02131	Syap.g_00511
OG0000912	Syac.g_02130	Syap.g_00510
OG0000913	Syac.g_02129	Syap.g_00509
OG0000914	Syac.g_02128	Syap.g_00508
OG0000915	Syac.g_02127	Syap.g_00506
OG0000916	Syac.g_02126	Syap.g_00505
OG0000917	Syac.g_02125	Syap.g_00504
OG0000918	Syac.g_02124	Syap.g_00503
OG0000919	Syac.g_02123	Syap.g_00502
OG0000920	Syac.g_02122	Syap.g_00501
OG0000921	Syac.g_02121	Syap.g_00500
OG0000922	Syac.g_02120	Syap.g_00499
OG0000923	Syac.g_02116	Syap.g_00495
OG0000924	Syac.g_02115	Syap.g_00494
OG0000925	Syac.g_02114	Syap.g_00493
OG0000926	Syac.g_02113	Syap.g_00492
OG0000927	Syac.g_02111	Syap.g_00490
OG0000928	Syac.g_02110	Syap.g_00489
OG0000929	Syac.g_02109	Syap.g_00488
OG0000930	Syac.g_02108	Syap.g_00487
OG0000931	Syac.g_02107	Syap.g_00486
OG0000932	Syac.g_02106	Syap.g_00485
OG0000933	Syac.g_02101	Syap.g_00479
OG0000934	Syac.g_02099	Syap.g_00477
OG0000935	Syac.g_02098	Syap.g_00476
OG0000936	Syac.g_02097	Syap.g_00475
OG0000937	Syac.g_02096	Syap.g_00474
OG0000938	Syac.g_02092	Syap.g_00471
OG0000939	Syac.g_02091	Syap.g_00469
OG0000940	Syac.g_02084	Syap.g_00460
OG0000941	Syac.g_02082	Syap.g_00458
OG0000942	Syac.g_02080	Syap.g_00606
OG0000943	Syac.g_02079	Syap.g_00604
OG0000944	Syac.g_02077	Syap.g_00602
OG0000945	Syac.g_02075	Syap.g_00601
OG0000946	Syac.g_02071	Syap.g_00595
OG0000947	Syac.g_02068	Syap.g_00591
OG0000948	Syac.g_02067	Syap.g_00590
OG0000949	Syac.g_00205	Syap.g_01051
OG0000950	Syac.g_00193	Syap.g_01061
OG0000951	Syac.g_00188	Syap.g_01070
OG0000952	Syac.g_00183	Syap.g_01074
OG0000953	Syac.g_00177	Syap.g_01078
OG0000954	Syac.g_00172	Syap.g_01089
OG0000955	Syac.g_00171	Syap.g_01090
OG0000956	Syac.g_00169	Syap.g_01092
OG0000957	Syac.g_00158	Syap.g_01109
OG0000958	Syac.g_00157	Syap.g_01110
OG0000959	Syac.g_00153	Syap.g_01114
OG0000960	Syac.g_00152	Syap.g_01115
OG0000961	Syac.g_00147	Syap.g_02170
OG0000962	Syac.g_00145	Syap.g_01121
OG0000963	Syac.g_00140	Syap.g_01124
OG0000964	Syac.g_00139	Syap.g_01125
OG0000965	Syac.g_00138	Syap.g_01126
OG0000966	Syac.g_00107	Syap.g_01141
OG0000967	Syac.g_00075	Syap.g_00633
OG0000968	Syac.g_00080	Syap.g_00998
OG0000969	Syac.g_00078	Syap.g_00996
OG0000970	Syac.g_00077	Syap.g_00995
OG0000971	Syac.g_00067	Syap.g_00993
OG0000972	Syac.g_00066	Syap.g_00992
OG0000973	Syac.g_00065	Syap.g_00991
OG0000974	Syac.g_00064	Syap.g_00990
OG0000975	Syac.g_00063	Syap.g_00989
OG0000976	Syac.g_00062	Syap.g_00988
OG0000977	Syac.g_00059	Syap.g_00986
OG0000978	Syac.g_00058	Syap.g_00985
OG0000979	Syac.g_00055	Syap.g_00980
OG0000980	Syac.g_00052	Syap.g_00977
OG0000981	Syac.g_00049	Syap.g_01812
OG0000982	Syac.g_02354	Syap.g_00132
OG0000983	Syac.g_02355	Syap.g_00134
OG0000984	Syac.g_02356	Syap.g_00135
OG0000985	Syac.g_02359	Syap.g_00140
OG0000986	Syac.g_02363	Syap.g_01044
OG0000987	Syac.g_02365	Syap.g_01033
OG0000988	Syac.g_02370	Syap.g_01027
OG0000989	Syac.g_02379	Syap.g_01011
OG0000990	Syac.g_02397	Syap.g_02087
OG0000991	Syac.g_02400	Syap.g_02091
OG0000992	Syac.g_02402	Syap.g_02095
OG0000993	Syac.g_02403	Syap.g_02097
OG0000994	Syac.g_02405	Syap.g_02101
OG0000996	Syac.g_02454	Syap.g_01817
OG0000997	Syac.g_02464	Syap.g_02590
OG0000998	Syac.g_02466	Syap.g_02591
OG0000999	Syac.g_02467	Syap.g_02592
OG0001001	Syac.g_02475	Syap.g_02605
OG0001002	Syac.g_02481	Syap.g_00124
OG0001003	Syac.g_02483	Syap.g_02310
OG0001004	Syac.g_02484	Syap.g_02311
OG0001005	Syac.g_02485	Syap.g_02312
OG0001006	Syac.g_02492	Syap.g_00053
OG0001007	Syac.g_02494	Syap.g_00055
OG0001008	Syac.g_00693	Syap.g_02060
OG0001012	Syac.g_02351	Syap.g_00371
OG0001013	Syac.g_02337	Syap.g_01325
OG0001016	Syac.g_00446	Syap.g_01695
OG0001033	Syac.g_02298	Syap.g_00105
OG0001038	Syac.g_02251	Syap.g_01362
OG0001039	Syac.g_02254	Syap.g_01359
OG0001040	Syac.g_00292	Syap.g_01356
OG0001041	Syac.g_00287	Syap.g_01352
OG0001043	Syac.g_00254	Syap.g_01676
OG0001044	Syac.g_02021	Syap.g_00571
OG0001053	Syac.g_01901	Syap.g_02253
OG0001054	Syac.g_01884	Syap.g_00274
OG0001055	Syac.g_01863	Syap.g_00252
OG0001059	Syac.g_01806	Syap.g_00306
OG0001060	Syac.g_01799	Syap.g_00299
OG0001061	Syac.g_01779	Syap.g_01309
OG0001062	Syac.g_01777	Syap.g_01314
OG0001072	Syac.g_01758	Syap.g_00441
OG0001078	Syac.g_00980	Syap.g_00896
OG0001080	Syac.g_01092	Syap.g_02505
OG0001085	Syac.g_01412	Syap.g_01953
OG0001094	Syac.g_01347	Syap.g_00187
OG0001095	Syac.g_01326	Syap.g_02725
OG0001096	Syac.g_01310	Syap.g_02709
OG0001100	Syac.g_01402	Syap.g_02369
OG0001102	Syac.g_01398	Syap.g_01258
OG0001103	Syac.g_01395	Syap.g_01256
OG0001104	Syac.g_01364	Syap.g_00171
OG0001105	Syac.g_01360	Syap.g_00175
OG0001107	Syac.g_01180	Syap.g_02015
OG0001108	Syac.g_01188	Syap.g_00119
OG0001122	Syac.g_01238	Syap.g_02766
OG0001123	Syac.g_01245	Syap.g_01872
OG0001133	Syac.g_00958	Syap.g_01292
OG0001136	Syac.g_00767	Syap.g_00230
OG0001137	Syac.g_00786	Syap.g_00213
OG0001140	Syac.g_01489	Syap.g_02134
OG0001152	Syac.g_01933	Syap.g_02447
OG0001154	Syac.g_01671	Syap.g_00013
OG0001155	Syac.g_00621	Syap.g_00750
OG0001160	Syac.g_00570	Syap.g_01217
OG0001162	Syac.g_01307	Syap.g_02366
OG0001163	Syac.g_00562	Syap.g_00609
OG0001164	Syac.g_00556	Syap.g_00614
OG0001165	Syac.g_00551	Syap.g_00619
OG0001168	Syac.g_00665	Syap.g_01372
OG0001171	Syac.g_00650	Syap.g_01505
OG0001172	Syac.g_02187	Syap.g_00547
OG0001177	Syac.g_02143	Syap.g_01920
OG0001178	Syac.g_00539	Syap.g_01786, Syap.g_01787
OG0001179	Syac.g_02112	Syap.g_00491
OG0001180	Syac.g_02087	Syap.g_00097, Syap.g_00465
OG0001181	Syac.g_02083	Syap.g_00459
OG0001183	Syac.g_02070	Syap.g_00594
OG0001185	Syac.g_00162	Syap.g_01104
OG0001186	Syac.g_00082	Syap.g_01140
OG0001187	Syac.g_00085	Syap.g_01142
OG0001188	Syac.g_00076	Syap.g_00634
OG0001189	Syac.g_00054	Syap.g_00979
OG0001191	Syac.g_02368	Syap.g_01030
OG0001192	Syac.g_02374	Syap.g_01021
OG0001197	Syac.g_02479	Syap.g_00126
OG0001198	Syac.g_02491	Syap.g_00052
OG0001199	Syac.g_00445	Syap.g_01696
OG0001200	Syac.g_00443	Syap.g_01698
OG0001202	Syac.g_02285	Syap.g_01613
OG0001203	Syac.g_01967	Syap.g_01154
OG0001204	Syac.g_02200	Syap.g_01577
OG0001214	Syac.g_00981	Syap.g_00897
OG0001217	Syac.g_01043	Syap.g_01464
OG0001218	Syac.g_01679	Syap.g_00020
OG0001221	Syac.g_01379	Syap.g_01777
OG0001224	Syac.g_00880	Syap.g_01551
OG0001225	Syac.g_00882	Syap.g_01553
OG0001226	Syac.g_01026	Syap.g_02551
OG0001228	Syac.g_00700	Syap.g_01063
OG0001229	Syac.g_00906	Syap.g_00827
OG0001230	Syac.g_01621	Syap.g_02116
OG0001231	Syac.g_00017	Syap.g_00073
OG0001232	Syac.g_00509	Syap.g_01393
OG0001235	Syac.g_02147	Syap.g_01924
OG0001236	Syac.g_00189	Syap.g_01069
OG0001237	Syac.g_00184	Syap.g_01073
OG0001238	Syac.g_02369	Syap.g_01028
OG0001242	Syac.g_00370	Syap.g_02227, Syap.g_02229
OG0001243	Syac.g_00363	Syap.g_02219
OG0001244	Syac.g_00333	Syap.g_02192
OG0001246	Syac.g_01876	Syap.g_01165, Syap.g_00267
OG0001248	Syac.g_01306	Syap.g_00423
OG0001249	Syac.g_02029	Syap.g_00575
OG0001251	Syac.g_02415	Syap.g_01549, Syap.g_01727
OG0001253	Syac.g_01063	Syap.g_01969
OG0001255	Syac.g_01957	Syap.g_02523
OG0001256	Syac.g_00563	Syap.g_01225
OG0001258	Syac.g_00553	Syap.g_00617
OG0001260	Syac.g_00640	Syap.g_01497
OG0001262	Syac.g_00056	Syap.g_00981
OG0001263	Syac.g_00360	Syap.g_02216
OG0001265	Syac.g_00372	Syap.g_02231
OG0001266	Syac.g_02289	Syap.g_01618
OG0001267	Syac.g_02253	Syap.g_01360
OG0001268	Syac.g_02014	Syap.g_00563
OG0001270	Syac.g_00690	Syap.g_02056
OG0001271	Syac.g_01703	Syap.g_02759
OG0001272	Syac.g_01898	Syap.g_02250
OG0001274	Syac.g_02323	Syap.g_01897
OG0001275	Syac.g_01228	Syap.g_02694
OG0001276	Syac.g_01244	Syap.g_01873
OG0001277	Syac.g_02463	Syap.g_01293
OG0001278	Syac.g_01517	Syap.g_02438
OG0001279	Syac.g_01605	Syap.g_02663
OG0001282	Syac.g_01917	Syap.g_01701
OG0001284	Syac.g_00586	Syap.g_00047
OG0001286	Syac.g_02089	Syap.g_00467
OG0001287	Syac.g_00154	Syap.g_00418
OG0001288	Syac.g_00141	Syap.g_01123
OG0001289	Syac.g_00426	Syap.g_02365
OG0001291	Syac.g_00349	Syap.g_02207
OG0001292	Syac.g_02205	Syap.g_01583
OG0001297	Syac.g_01866	Syap.g_00255
OG0001299	Syac.g_01417	Syap.g_01959
OG0001303	Syac.g_01137	Syap.g_02795
OG0001304	Syac.g_01257	Syap.g_00536
OG0001305	Syac.g_00890	Syap.g_01562
OG0001306	Syac.g_00749	Syap.g_00245
OG0001307	Syac.g_02156	Syap.g_00403
OG0001310	Syac.g_00528	Syap.g_01774
OG0001311	Syac.g_01246	Syap.g_01871
OG0001312	Syac.g_01147	Syap.g_01735
OG0001315	Syac.g_02072	Syap.g_00596
OG0001318	Syac.g_02218	Syap.g_01596, Syap.g_01597
OG0001319	Syac.g_02242	Syap.g_02338
OG0001323	Syac.g_01857	Syap.g_00757
OG0001326	Syac.g_02420	Syap.g_02646
OG0001332	Syac.g_00625	Syap.g_01548
OG0001333	Syac.g_00666	Syap.g_01373
OG0001336	Syac.g_02473	Syap.g_02602
OG0001345	Syac.g_00803	Syap.g_01877, Syap.g_02776
OG0001346	Syac.g_00728	Syap.g_01484
OG0001347	Syac.g_00228	Syap.g_02536
OG0001348	Syac.g_00857	Syap.g_00938
OG0001349	Syac.g_00504	Syap.g_01264, Syap.g_00851
OG0001353	Syac.g_00850	Syap.g_01849
OG0001358	Syac.g_00952	Syap.g_00942
OG0001360	Syac.g_00805	Syap.g_01881, Syap.g_02778
OG0001361	Syac.g_00800	Syap.g_01792
OG0001364	Syac.g_00204	Syap.g_01052
OG0001366	Syac.g_00517	Syap.g_01399
OG0001373	Syac.g_02419	Syap.g_02647
OG0001374	Syac.g_02427	Syap.g_01829, Syap.g_01830
OG0001376	Syac.g_02376	Syap.g_01991
OG0001377	Syac.g_02375	Syap.g_01992
OG0001378	Syac.g_00689	Syap.g_02055
OG0001379	Syac.g_00736	Syap.g_01474
OG0001382	Syac.g_00148	Syap.g_00677
OG0001385	Syac.g_02416	Syap.g_02650
OG0001386	Syac.g_02417	Syap.g_02649
OG0001387	Syac.g_02418	Syap.g_02648
OG0001388	Syac.g_02421	Syap.g_02645
OG0001389	Syac.g_02422	Syap.g_02644
OG0001390	Syac.g_02423	Syap.g_02643
OG0001391	Syac.g_02424	Syap.g_01833
OG0001392	Syac.g_02425	Syap.g_01832
OG0001393	Syac.g_02426	Syap.g_01831
OG0001394	Syac.g_01373	Syap.g_00159
OG0001395	Syac.g_01262	Syap.g_00531
OG0001396	Syac.g_00229	Syap.g_02537
OG0001398	Syac.g_01120	Syap.g_02356
OG0001401	Syac.g_00844, Syac.g_00845	Syap.g_01844
OG0001406	Syac.g_02377	Syap.g_01989
OG0001408	Syac.g_01530	Syap.g_01862
OG0001411	Syac.g_00180	Syap.g_00853
OG0001412	Syac.g_00122, Syac.g_00227	Syap.g_02535
OG0001420	Syac.g_01847	Syap.g_02736
OG0001425	Syac.g_02373	Syap.g_01024
OG0001428	Syac.g_00301	Syap.g_01196
OG0001432	Syac.g_01572	Syap.g_01967
OG0001434	Syac.g_01368	Syap.g_00167
OG0001435	Syac.g_01399	Syap.g_01259
OG0001436	Syac.g_00210, Syac.g_00209	Syap.g_01711
OG0001438	Syac.g_00280	Syap.g_01346, Syap.g_01630
OG0001439	Syac.g_00250	Syap.g_01674
OG0001443	Syac.g_02382	Syap.g_01006
OG0001444	Syac.g_00415	Syap.g_00761
OG0001447	Syac.g_00362	Syap.g_02218
OG0001452	Syac.g_02214	Syap.g_01590
OG0001456	Syac.g_02434	Syap.g_01828
OG0001457	Syac.g_02435	Syap.g_01826
OG0001458	Syac.g_02436	Syap.g_01825
