Orthogroup	Syac	Syan
OG0000601	Syac.g_00991	Syan.g_00800
OG0000602	Syac.g_00996	Syan.g_00796
OG0000603	Syac.g_00997	Syan.g_00795
OG0000604	Syac.g_01001	Syan.g_00792
OG0000605	Syac.g_01089	Syan.g_00783
OG0000606	Syac.g_01434	Syan.g_00780
OG0000607	Syac.g_01430	Syan.g_00777
OG0000608	Syac.g_01429	Syan.g_00776
OG0000609	Syac.g_01427	Syan.g_00774
OG0000610	Syac.g_01419	Syan.g_00766
OG0000611	Syac.g_01416	Syan.g_00763
OG0000612	Syac.g_01415	Syan.g_00762
OG0000613	Syac.g_00231	Syan.g_01965
OG0000614	Syac.g_00911	Syan.g_00184
OG0000615	Syac.g_01377	Syan.g_00728
OG0000616	Syac.g_02478	Syan.g_01694
OG0000617	Syac.g_01280	Syan.g_00324
OG0000618	Syac.g_01279	Syan.g_00325
OG0000619	Syac.g_01278	Syan.g_00326
OG0000620	Syac.g_01270	Syan.g_00331
OG0000621	Syac.g_01269	Syan.g_00332
OG0000622	Syac.g_01268	Syan.g_00334
OG0000623	Syac.g_01267	Syan.g_00335
OG0000624	Syac.g_01265	Syan.g_00337
OG0000625	Syac.g_01264	Syan.g_00338
OG0000626	Syac.g_01263	Syan.g_00339
OG0000627	Syac.g_01126	Syan.g_00465
OG0000628	Syac.g_01127	Syan.g_00466
OG0000629	Syac.g_01130	Syan.g_00469
OG0000630	Syac.g_01134	Syan.g_00474
OG0000631	Syac.g_01139	Syan.g_00484
OG0000632	Syac.g_01140	Syan.g_00485
OG0000633	Syac.g_01141	Syan.g_00489
OG0000634	Syac.g_01345	Syan.g_00694
OG0000635	Syac.g_01344	Syan.g_00693
OG0000636	Syac.g_01342	Syan.g_00691
OG0000637	Syac.g_01340	Syan.g_00689
OG0000638	Syac.g_01339	Syan.g_00688
OG0000639	Syac.g_01338	Syan.g_00687
OG0000640	Syac.g_01337	Syan.g_00686
OG0000641	Syac.g_01333	Syan.g_00682
OG0000642	Syac.g_01332	Syan.g_00681
OG0000643	Syac.g_01330	Syan.g_00679
OG0000644	Syac.g_01329	Syan.g_00678
OG0000645	Syac.g_01327	Syan.g_00676
OG0000646	Syac.g_01324	Syan.g_00673
OG0000647	Syac.g_01322	Syan.g_00671
OG0000648	Syac.g_01319	Syan.g_00669
OG0000649	Syac.g_01318	Syan.g_00668
OG0000650	Syac.g_01317	Syan.g_00667
OG0000651	Syac.g_01316	Syan.g_00666
OG0000652	Syac.g_01315	Syan.g_00665
OG0000653	Syac.g_01313	Syan.g_00663
OG0000654	Syac.g_01312	Syan.g_00661
OG0000655	Syac.g_01311	Syan.g_00660
OG0000656	Syac.g_01308	Syan.g_00656
OG0000657	Syac.g_00846	Syan.g_00375
OG0000658	Syac.g_00842	Syan.g_00378
OG0000659	Syac.g_00841	Syan.g_00379
OG0000660	Syac.g_00837	Syan.g_00383
OG0000662	Syac.g_00833	Syan.g_00392
OG0000663	Syac.g_00830	Syan.g_00395
OG0000664	Syac.g_00829	Syan.g_00397
OG0000665	Syac.g_01018	Syan.g_00788
OG0000666	Syac.g_01088	Syan.g_02100
OG0000667	Syac.g_02165	Syan.g_00044
OG0000668	Syac.g_01239	Syan.g_00365
OG0000669	Syac.g_01404	Syan.g_00751
OG0000670	Syac.g_00580	Syan.g_00748
OG0000671	Syac.g_01400	Syan.g_00746
OG0000672	Syac.g_01396	Syan.g_00743
OG0000673	Syac.g_01393	Syan.g_00740
OG0000674	Syac.g_01391	Syan.g_00738
OG0000675	Syac.g_01390	Syan.g_00737
OG0000676	Syac.g_01388	Syan.g_00735
OG0000677	Syac.g_01387	Syan.g_00734
OG0000678	Syac.g_01384	Syan.g_00732
OG0000679	Syac.g_01375	Syan.g_00724
OG0000680	Syac.g_01374	Syan.g_00723
OG0000681	Syac.g_01371	Syan.g_00720
OG0000682	Syac.g_01370	Syan.g_00719
OG0000683	Syac.g_01369	Syan.g_00718
OG0000684	Syac.g_01365	Syan.g_00715
OG0000685	Syac.g_01363	Syan.g_00713
OG0000686	Syac.g_01362	Syan.g_00712
OG0000687	Syac.g_01361	Syan.g_00711
OG0000688	Syac.g_01356	Syan.g_00706
OG0000689	Syac.g_01354	Syan.g_00704
OG0000690	Syac.g_01353	Syan.g_00703
OG0000691	Syac.g_01352	Syan.g_00702
OG0000692	Syac.g_01351	Syan.g_00700
OG0000693	Syac.g_01349	Syan.g_00698
OG0000694	Syac.g_01348	Syan.g_00697
OG0000695	Syac.g_01143	Syan.g_00492
OG0000696	Syac.g_01144	Syan.g_00493
OG0000697	Syac.g_01146	Syan.g_00495
OG0000698	Syac.g_01149	Syan.g_00498
OG0000699	Syac.g_01151	Syan.g_00500
OG0000700	Syac.g_01152	Syan.g_00501
OG0000701	Syac.g_01153	Syan.g_00502
OG0000702	Syac.g_01161	Syan.g_00534
OG0000703	Syac.g_01162	Syan.g_00546
OG0000704	Syac.g_01165	Syan.g_00550
OG0000705	Syac.g_01174	Syan.g_00557
OG0000706	Syac.g_01175	Syan.g_00558
OG0000707	Syac.g_01176	Syan.g_00559
OG0000708	Syac.g_01179	Syan.g_00562
OG0000709	Syac.g_01187	Syan.g_00570
OG0000710	Syac.g_01191	Syan.g_00574
OG0000711	Syac.g_01220	Syan.g_00607
OG0000712	Syac.g_01221	Syan.g_00609
OG0000713	Syac.g_01222	Syan.g_00610
OG0000714	Syac.g_01224	Syan.g_00624
OG0000715	Syac.g_01226	Syan.g_00626
OG0000716	Syac.g_01230	Syan.g_00630
OG0000717	Syac.g_01231	Syan.g_00631
OG0000718	Syac.g_01235	Syan.g_00651
OG0000719	Syac.g_01237	Syan.g_00367
OG0000720	Syac.g_01250	Syan.g_00354
OG0000721	Syac.g_01252	Syan.g_00352
OG0000722	Syac.g_01253	Syan.g_00351
OG0000723	Syac.g_01261	Syan.g_00341
OG0000724	Syac.g_00879	Syan.g_00299
OG0000725	Syac.g_00887	Syan.g_00194
OG0000726	Syac.g_00888	Syan.g_00193
OG0000727	Syac.g_00889	Syan.g_00192
OG0000728	Syac.g_00891	Syan.g_00190
OG0000729	Syac.g_00144	Syan.g_01885
OG0000730	Syac.g_02024	Syan.g_02147
OG0000731	Syac.g_02011	Syan.g_02135
OG0000732	Syac.g_00051	Syan.g_01726
OG0000733	Syac.g_02386	Syan.g_01147
OG0000734	Syac.g_00388	Syan.g_02982
OG0000735	Syac.g_00750	Syan.g_02713
OG0000736	Syac.g_00751	Syan.g_02712
OG0000737	Syac.g_00752	Syan.g_02711
OG0000738	Syac.g_00757	Syan.g_02705
OG0000739	Syac.g_00762	Syan.g_02704
OG0000740	Syac.g_00763	Syan.g_02703
OG0000741	Syac.g_00766	Syan.g_02700
OG0000742	Syac.g_00768	Syan.g_02697
OG0000743	Syac.g_00770	Syan.g_02694
OG0000744	Syac.g_00771	Syan.g_02693
OG0000745	Syac.g_00773	Syan.g_02690
OG0000746	Syac.g_00776	Syan.g_02687
OG0000747	Syac.g_00777	Syan.g_02685
OG0000748	Syac.g_00787	Syan.g_02669
OG0000749	Syac.g_00789	Syan.g_02668
OG0000750	Syac.g_00790	Syan.g_02667
OG0000751	Syac.g_00797	Syan.g_02661
OG0000752	Syac.g_00799	Syan.g_02659
OG0000753	Syac.g_00802	Syan.g_02656
OG0000754	Syac.g_01471	Syan.g_02650
OG0000755	Syac.g_01479	Syan.g_02641
OG0000756	Syac.g_01480	Syan.g_02640
OG0000757	Syac.g_01492	Syan.g_02623
OG0000758	Syac.g_01493	Syan.g_02622
OG0000759	Syac.g_01494	Syan.g_02621
OG0000760	Syac.g_01495	Syan.g_02620
OG0000761	Syac.g_01496	Syan.g_02619
OG0000762	Syac.g_01498	Syan.g_02617
OG0000763	Syac.g_01500	Syan.g_02615
OG0000764	Syac.g_01501	Syan.g_02614
OG0000765	Syac.g_01515	Syan.g_02587
OG0000766	Syac.g_01516	Syan.g_02586
OG0000767	Syac.g_01518	Syan.g_02584
OG0000768	Syac.g_01519	Syan.g_02583
OG0000769	Syac.g_01521	Syan.g_02581
OG0000770	Syac.g_01524	Syan.g_02561
OG0000771	Syac.g_00873	Syan.g_00305
OG0000772	Syac.g_01569	Syan.g_00436
OG0000773	Syac.g_00741	Syan.g_01199
OG0000774	Syac.g_00737	Syan.g_01205
OG0000775	Syac.g_00735	Syan.g_01207
OG0000776	Syac.g_00734	Syan.g_01208
OG0000777	Syac.g_00733	Syan.g_01209
OG0000778	Syac.g_00732	Syan.g_01210
OG0000779	Syac.g_00727	Syan.g_01215
OG0000780	Syac.g_00723	Syan.g_01218
OG0000781	Syac.g_00719	Syan.g_01222
OG0000782	Syac.g_00718	Syan.g_01223
OG0000783	Syac.g_00717	Syan.g_01224
OG0000784	Syac.g_00716	Syan.g_01225
OG0000785	Syac.g_00714	Syan.g_01228
OG0000786	Syac.g_01730	Syan.g_01243
OG0000787	Syac.g_01731	Syan.g_01244
OG0000788	Syac.g_00992	Syan.g_00843
OG0000789	Syac.g_01111	Syan.g_00075
OG0000790	Syac.g_01921	Syan.g_02778
OG0000791	Syac.g_01922	Syan.g_02780
OG0000792	Syac.g_01923	Syan.g_02781
OG0000793	Syac.g_01928	Syan.g_02879
OG0000794	Syac.g_01929	Syan.g_02881
OG0000795	Syac.g_01930	Syan.g_02882
OG0000796	Syac.g_01934	Syan.g_02886
OG0000797	Syac.g_01935	Syan.g_02888
OG0000798	Syac.g_02250	Syan.g_02026
OG0000799	Syac.g_01602	Syan.g_01310
OG0000800	Syac.g_01603	Syan.g_01308
OG0000801	Syac.g_01604	Syan.g_01307
OG0000802	Syac.g_01608	Syan.g_01303
OG0000803	Syac.g_01613	Syan.g_01294
OG0000804	Syac.g_01616	Syan.g_01291
OG0000805	Syac.g_01620	Syan.g_01289
OG0000806	Syac.g_01622	Syan.g_01287
OG0000807	Syac.g_01624	Syan.g_01286
OG0000808	Syac.g_01625	Syan.g_01285
OG0000809	Syac.g_01628	Syan.g_01281
OG0000810	Syac.g_01629	Syan.g_01280
OG0000811	Syac.g_01637	Syan.g_01272
OG0000812	Syac.g_01639	Syan.g_01270
OG0000813	Syac.g_01640	Syan.g_01269
OG0000814	Syac.g_01642	Syan.g_01267
OG0000815	Syac.g_01643	Syan.g_01249
OG0000816	Syac.g_01645	Syan.g_01247
OG0000817	Syac.g_01646	Syan.g_01328
OG0000818	Syac.g_01652	Syan.g_02807
OG0000819	Syac.g_01653	Syan.g_02808
OG0000820	Syac.g_01654	Syan.g_02809
OG0000821	Syac.g_01659	Syan.g_02815
OG0000822	Syac.g_01661	Syan.g_02817
OG0000823	Syac.g_01662	Syan.g_02818
OG0000824	Syac.g_01666	Syan.g_02824
OG0000825	Syac.g_01667	Syan.g_02825
OG0000826	Syac.g_01668	Syan.g_02826
OG0000827	Syac.g_01669	Syan.g_02827
OG0000828	Syac.g_01672	Syan.g_02830
OG0000829	Syac.g_01673	Syan.g_02831
OG0000830	Syac.g_01674	Syan.g_02832
OG0000831	Syac.g_01676	Syan.g_02834
OG0000832	Syac.g_00623	Syan.g_02408
OG0000833	Syac.g_00613	Syan.g_01343
OG0000834	Syac.g_00610	Syan.g_01345
OG0000835	Syac.g_00609	Syan.g_01346
OG0000836	Syac.g_00605	Syan.g_01349
OG0000837	Syac.g_00604	Syan.g_01351
OG0000838	Syac.g_00600	Syan.g_01355
OG0000839	Syac.g_00599	Syan.g_01356
OG0000840	Syac.g_00598	Syan.g_01357
OG0000841	Syac.g_00597	Syan.g_01358
OG0000842	Syac.g_00596	Syan.g_01359
OG0000843	Syac.g_00595	Syan.g_01360
OG0000844	Syac.g_00593	Syan.g_01362
OG0000845	Syac.g_00592	Syan.g_01363
OG0000846	Syac.g_00591	Syan.g_01364
OG0000847	Syac.g_00590	Syan.g_01365
OG0000848	Syac.g_00588	Syan.g_01367
OG0000849	Syac.g_00587	Syan.g_01368
OG0000850	Syac.g_00585	Syan.g_01371
OG0000851	Syac.g_00573	Syan.g_01374
OG0000852	Syac.g_00572	Syan.g_01375
OG0000853	Syac.g_00568	Syan.g_01379
OG0000854	Syac.g_00566	Syan.g_01381
OG0000855	Syac.g_00565	Syan.g_01382
OG0000856	Syac.g_00964	Syan.g_01136
OG0000857	Syac.g_01323	Syan.g_00672
OG0000858	Syac.g_00559	Syan.g_01389
OG0000859	Syac.g_00558	Syan.g_01390
OG0000860	Syac.g_00542	Syan.g_01402
OG0000861	Syac.g_00541	Syan.g_01403
OG0000862	Syac.g_00540	Syan.g_01412
OG0000863	Syac.g_00538	Syan.g_01414
OG0000864	Syac.g_00537	Syan.g_00969
OG0000865	Syac.g_00533	Syan.g_01415
OG0000866	Syac.g_00532	Syan.g_01416
OG0000867	Syac.g_00531	Syan.g_01417
OG0000868	Syac.g_00529	Syan.g_01421
OG0000869	Syac.g_00524	Syan.g_01426
OG0000870	Syac.g_00519	Syan.g_01431
OG0000871	Syac.g_00518	Syan.g_01432
OG0000872	Syac.g_00510	Syan.g_01438
OG0000873	Syac.g_00507	Syan.g_01441
OG0000874	Syac.g_00512	Syan.g_01443
OG0000875	Syac.g_00505	Syan.g_01445
OG0000876	Syac.g_00675	Syan.g_00391
OG0000877	Syac.g_00671	Syan.g_01449
OG0000878	Syac.g_00670	Syan.g_01450
OG0000879	Syac.g_00669	Syan.g_01451
OG0000880	Syac.g_00668	Syan.g_01452
OG0000881	Syac.g_00664	Syan.g_01457
OG0000882	Syac.g_00659	Syan.g_01462
OG0000883	Syac.g_00656	Syan.g_01464
OG0000884	Syac.g_00654	Syan.g_01466
OG0000885	Syac.g_00653	Syan.g_01467
OG0000886	Syac.g_00652	Syan.g_01468
OG0000887	Syac.g_00651	Syan.g_01469
OG0000888	Syac.g_00649	Syan.g_01471
OG0000889	Syac.g_00647	Syan.g_01473
OG0000890	Syac.g_00642	Syan.g_01476
OG0000891	Syac.g_00641	Syan.g_01477
OG0000892	Syac.g_00638	Syan.g_01480
OG0000893	Syac.g_02193	Syan.g_02103
OG0000894	Syac.g_02189	Syan.g_02108
OG0000895	Syac.g_02185	Syan.g_02112
OG0000896	Syac.g_02184	Syan.g_02113
OG0000897	Syac.g_02182	Syan.g_02115
OG0000898	Syac.g_02181	Syan.g_02116
OG0000899	Syac.g_02180	Syan.g_02117
OG0000900	Syac.g_02179	Syan.g_02118
OG0000901	Syac.g_02174	Syan.g_02123
OG0000902	Syac.g_02172	Syan.g_02125
OG0000903	Syac.g_02140	Syan.g_02252
OG0000904	Syac.g_02145	Syan.g_02258
OG0000905	Syac.g_02148	Syan.g_02129
OG0000906	Syac.g_02150	Syan.g_02127
OG0000907	Syac.g_02138	Syan.g_02245
OG0000908	Syac.g_02135	Syan.g_02242
OG0000909	Syac.g_02134	Syan.g_02241
OG0000910	Syac.g_02133	Syan.g_02240
OG0000911	Syac.g_02131	Syan.g_02238
OG0000912	Syac.g_02130	Syan.g_02237
OG0000913	Syac.g_02129	Syan.g_02236
OG0000914	Syac.g_02128	Syan.g_02235
OG0000915	Syac.g_02127	Syan.g_02233
OG0000916	Syac.g_02126	Syan.g_02232
OG0000917	Syac.g_02125	Syan.g_02231
OG0000918	Syac.g_02124	Syan.g_02230
OG0000919	Syac.g_02123	Syan.g_02229
OG0000920	Syac.g_02122	Syan.g_02228
OG0000921	Syac.g_02121	Syan.g_02227
OG0000922	Syac.g_02120	Syan.g_02226
OG0000923	Syac.g_02116	Syan.g_02222
OG0000924	Syac.g_02115	Syan.g_02221
OG0000925	Syac.g_02114	Syan.g_02220
OG0000926	Syac.g_02113	Syan.g_02219
OG0000927	Syac.g_02111	Syan.g_02217
OG0000928	Syac.g_02110	Syan.g_02216
OG0000929	Syac.g_02109	Syan.g_02215
OG0000930	Syac.g_02108	Syan.g_02214
OG0000931	Syac.g_02107	Syan.g_02213
OG0000932	Syac.g_02106	Syan.g_02212
OG0000933	Syac.g_02101	Syan.g_02206
OG0000934	Syac.g_02099	Syan.g_02204
OG0000935	Syac.g_02098	Syan.g_02203
OG0000936	Syac.g_02097	Syan.g_02202
OG0000937	Syac.g_02096	Syan.g_02201
OG0000938	Syac.g_02092	Syan.g_02198
OG0000939	Syac.g_02091	Syan.g_02197
OG0000940	Syac.g_02084	Syan.g_02188
OG0000941	Syac.g_02082	Syan.g_02186
OG0000942	Syac.g_02080	Syan.g_02184
OG0000943	Syac.g_02079	Syan.g_02183
OG0000944	Syac.g_02077	Syan.g_02181
OG0000945	Syac.g_02075	Syan.g_02180
OG0000946	Syac.g_02071	Syan.g_02167
OG0000947	Syac.g_02068	Syan.g_02164
OG0000948	Syac.g_02067	Syan.g_02163
OG0000949	Syac.g_00205	Syan.g_01951
OG0000950	Syac.g_00193	Syan.g_01940
OG0000951	Syac.g_00188	Syan.g_01932
OG0000952	Syac.g_00183	Syan.g_01927
OG0000953	Syac.g_00177	Syan.g_01922
OG0000954	Syac.g_00172	Syan.g_01916
OG0000955	Syac.g_00171	Syan.g_01915
OG0000956	Syac.g_00169	Syan.g_01913
OG0000957	Syac.g_00158	Syan.g_01898
OG0000958	Syac.g_00157	Syan.g_01897
OG0000959	Syac.g_00153	Syan.g_01893
OG0000960	Syac.g_00152	Syan.g_01892
OG0000961	Syac.g_00147	Syan.g_03024
OG0000962	Syac.g_00145	Syan.g_01887
OG0000963	Syac.g_00140	Syan.g_01881
OG0000964	Syac.g_00139	Syan.g_01880
OG0000965	Syac.g_00138	Syan.g_01879
OG0000966	Syac.g_00107	Syan.g_01812
OG0000967	Syac.g_00075	Syan.g_01804
OG0000968	Syac.g_00080	Syan.g_01706
OG0000969	Syac.g_00078	Syan.g_01708
OG0000970	Syac.g_00077	Syan.g_01709
OG0000971	Syac.g_00067	Syan.g_01711
OG0000972	Syac.g_00066	Syan.g_01712
OG0000973	Syac.g_00065	Syan.g_01713
OG0000974	Syac.g_00064	Syan.g_01714
OG0000975	Syac.g_00063	Syan.g_01715
OG0000976	Syac.g_00062	Syan.g_01716
OG0000977	Syac.g_00059	Syan.g_01718
OG0000978	Syac.g_00058	Syan.g_01719
OG0000979	Syac.g_00055	Syan.g_01722
OG0000980	Syac.g_00052	Syan.g_01725
OG0000981	Syac.g_00049	Syan.g_01728
OG0000982	Syac.g_02354	Syan.g_01566
OG0000983	Syac.g_02355	Syan.g_01567
OG0000984	Syac.g_02356	Syan.g_01568
OG0000985	Syac.g_02359	Syan.g_01572
OG0000986	Syac.g_02363	Syan.g_01574
OG0000987	Syac.g_02365	Syan.g_01576
OG0000988	Syac.g_02370	Syan.g_01581
OG0000989	Syac.g_02379	Syan.g_01587
OG0000990	Syac.g_02397	Syan.g_01615
OG0000991	Syac.g_02400	Syan.g_01618
OG0000992	Syac.g_02402	Syan.g_01622
OG0000993	Syac.g_02403	Syan.g_01623
OG0000994	Syac.g_02405	Syan.g_01625
OG0000995	Syac.g_02410	Syan.g_01629
OG0000996	Syac.g_02454	Syan.g_01653
OG0000997	Syac.g_02464	Syan.g_01677
OG0000998	Syac.g_02466	Syan.g_01679
OG0000999	Syac.g_02467	Syan.g_01680
OG0001000	Syac.g_02470	Syan.g_01684
OG0001001	Syac.g_02475	Syan.g_01690
OG0001002	Syac.g_02481	Syan.g_01697
OG0001003	Syac.g_02483	Syan.g_01699
OG0001004	Syac.g_02484	Syan.g_01700
OG0001005	Syac.g_02485	Syan.g_01701
OG0001006	Syac.g_02492	Syan.g_01794
OG0001007	Syac.g_02494	Syan.g_01796
OG0001008	Syac.g_00693	Syan.g_02397
OG0001009	Syac.g_00030	Syan.g_01748
OG0001010	Syac.g_00031	Syan.g_01747
OG0001011	Syac.g_00032	Syan.g_01745
OG0001012	Syac.g_02351	Syan.g_00281
OG0001013	Syac.g_02337	Syan.g_01542
OG0001014	Syac.g_02333	Syan.g_01535
OG0001015	Syac.g_02332	Syan.g_01534
OG0001016	Syac.g_00446	Syan.g_02912
OG0001017	Syac.g_00440	Syan.g_02918
OG0001018	Syac.g_00438	Syan.g_02920
OG0001019	Syac.g_00422	Syan.g_02947
OG0001020	Syac.g_00417	Syan.g_02951
OG0001021	Syac.g_00413	Syan.g_02958
OG0001022	Syac.g_00410	Syan.g_02964
OG0001023	Syac.g_00409	Syan.g_02965
OG0001024	Syac.g_00405	Syan.g_00968
OG0001025	Syac.g_00399	Syan.g_02971
OG0001026	Syac.g_00386	Syan.g_02984
OG0001027	Syac.g_00380	Syan.g_02308
OG0001028	Syac.g_00378	Syan.g_02305
OG0001029	Syac.g_00376	Syan.g_02303
OG0001030	Syac.g_00356	Syan.g_02281
OG0001031	Syac.g_02266	Syan.g_03060
OG0001032	Syac.g_02268	Syan.g_03063
OG0001033	Syac.g_02298	Syan.g_00970
OG0001034	Syac.g_01968	Syan.g_02425
OG0001036	Syac.g_02221	Syan.g_02056
OG0001037	Syac.g_02223	Syan.g_02054
OG0001038	Syac.g_02251	Syan.g_02025
OG0001039	Syac.g_02254	Syan.g_02022
OG0001040	Syac.g_00292	Syan.g_02019
OG0001041	Syac.g_00287	Syan.g_02015
OG0001042	Syac.g_00258	Syan.g_01992
OG0001043	Syac.g_00254	Syan.g_01988
OG0001044	Syac.g_02021	Syan.g_02145
OG0001045	Syac.g_02008	Syan.g_02132
OG0001046	Syac.g_01207	Syan.g_00591
OG0001047	Syac.g_00695	Syan.g_02399
OG0001048	Syac.g_00696	Syan.g_02400
OG0001049	Syac.g_00703	Syan.g_01340
OG0001050	Syac.g_00704	Syan.g_01339
OG0001051	Syac.g_00705	Syan.g_01338
OG0001052	Syac.g_01704	Syan.g_02850
OG0001053	Syac.g_01901	Syan.g_02761
OG0001054	Syac.g_01884	Syan.g_02742
OG0001055	Syac.g_01863	Syan.g_02721
OG0001056	Syac.g_01831	Syan.g_01161
OG0001057	Syac.g_01825	Syan.g_00832
OG0001058	Syac.g_01810	Syan.g_00851
OG0001059	Syac.g_01806	Syan.g_00855
OG0001060	Syac.g_01799	Syan.g_00861
OG0001061	Syac.g_01779	Syan.g_00880
OG0001063	Syac.g_01773	Syan.g_00945
OG0001064	Syac.g_01772	Syan.g_00946
OG0001065	Syac.g_01771	Syan.g_00947
OG0001066	Syac.g_01770	Syan.g_00948
OG0001067	Syac.g_01769	Syan.g_00949
OG0001068	Syac.g_01768	Syan.g_00950
OG0001069	Syac.g_01767	Syan.g_00951
OG0001070	Syac.g_01764	Syan.g_00955
OG0001071	Syac.g_01763	Syan.g_00956
OG0001072	Syac.g_01758	Syan.g_00960
OG0001074	Syac.g_00945	Syan.g_00202
OG0001075	Syac.g_00946	Syan.g_00200
OG0001076	Syac.g_00956	Syan.g_00012
OG0001077	Syac.g_00967	Syan.g_01140
OG0001078	Syac.g_00980	Syan.g_00815
OG0001079	Syac.g_00993	Syan.g_00799
OG0001080	Syac.g_01092	Syan.g_00781
OG0001081	Syac.g_01432	Syan.g_00779
OG0001082	Syac.g_01431	Syan.g_00778
OG0001083	Syac.g_01424	Syan.g_00771
OG0001084	Syac.g_01423	Syan.g_00770
OG0001086	Syac.g_01410	Syan.g_00757
OG0001087	Syac.g_00923	Syan.g_01159
OG0001088	Syac.g_00920	Syan.g_02688
OG0001089	Syac.g_00896	Syan.g_00185
OG0001090	Syac.g_01286	Syan.g_00317
OG0001091	Syac.g_01284	Syan.g_00320
OG0001092	Syac.g_01282	Syan.g_00322
OG0001093	Syac.g_01276	Syan.g_00328
OG0001094	Syac.g_01347	Syan.g_00696
OG0001095	Syac.g_01326	Syan.g_00675
OG0001096	Syac.g_01310	Syan.g_00659
OG0001097	Syac.g_00834	Syan.g_00386
OG0001099	Syac.g_00377	Syan.g_02304
OG0001100	Syac.g_01402	Syan.g_00749
OG0001101	Syac.g_01401	Syan.g_00747
OG0001102	Syac.g_01398	Syan.g_00744
OG0001103	Syac.g_01395	Syan.g_00742
OG0001104	Syac.g_01364	Syan.g_00714
OG0001106	Syac.g_01166	Syan.g_00551
OG0001107	Syac.g_01180	Syan.g_00563
OG0001108	Syac.g_01188	Syan.g_00571
OG0001109	Syac.g_01190	Syan.g_00573
OG0001110	Syac.g_01192	Syan.g_00575
OG0001111	Syac.g_01194	Syan.g_00577
OG0001112	Syac.g_01196	Syan.g_00579
OG0001113	Syac.g_01197	Syan.g_00580
OG0001114	Syac.g_01198	Syan.g_00581
OG0001115	Syac.g_01202	Syan.g_00586
OG0001116	Syac.g_01204	Syan.g_00588
OG0001117	Syac.g_01205	Syan.g_00589
OG0001118	Syac.g_01206	Syan.g_00590
OG0001119	Syac.g_01208	Syan.g_00592
OG0001120	Syac.g_01213	Syan.g_00597
OG0001122	Syac.g_01238	Syan.g_00366
OG0001123	Syac.g_01245	Syan.g_00359
OG0001124	Syac.g_01247	Syan.g_00357
OG0001125	Syac.g_01249	Syan.g_00355
OG0001126	Syac.g_00870	Syan.g_00307
OG0001127	Syac.g_00871	Syan.g_00306
OG0001128	Syac.g_00875	Syan.g_00303
OG0001129	Syac.g_00877	Syan.g_00301
OG0001130	Syac.g_00878	Syan.g_00300
OG0001131	Syac.g_01382	Syan.g_00079
OG0001132	Syac.g_01062	Syan.g_00100
OG0001133	Syac.g_00958	Syan.g_00006
OG0001134	Syac.g_01466	Syan.g_01146
OG0001135	Syac.g_01464	Syan.g_02542
OG0001136	Syac.g_00767	Syan.g_02699
OG0001137	Syac.g_00786	Syan.g_02670
OG0001138	Syac.g_01486	Syan.g_02638
OG0001139	Syac.g_01488	Syan.g_02636
OG0001140	Syac.g_01489	Syan.g_02635
OG0001141	Syac.g_01490	Syan.g_02625
OG0001142	Syac.g_01491	Syan.g_02624
OG0001143	Syac.g_01499	Syan.g_02616
OG0001144	Syac.g_01508	Syan.g_02596
OG0001145	Syac.g_00740	Syan.g_01200
OG0001146	Syac.g_00722	Syan.g_01219
OG0001147	Syac.g_01689	Syan.g_02842
OG0001148	Syac.g_01918	Syan.g_02775
OG0001149	Syac.g_01919	Syan.g_02776
OG0001150	Syac.g_01920	Syan.g_02777
OG0001151	Syac.g_01932	Syan.g_02884
OG0001152	Syac.g_01933	Syan.g_02885
OG0001153	Syac.g_01670	Syan.g_02828
OG0001154	Syac.g_01671	Syan.g_02829
OG0001156	Syac.g_00618	Syan.g_02404
OG0001157	Syac.g_00617	Syan.g_02403
OG0001158	Syac.g_00616	Syan.g_02402
OG0001159	Syac.g_00615	Syan.g_02401
OG0001160	Syac.g_00570	Syan.g_01377
OG0001161	Syac.g_02385	Syan.g_01594
OG0001162	Syac.g_01307	Syan.g_02943
OG0001163	Syac.g_00562	Syan.g_01385
OG0001164	Syac.g_00556	Syan.g_01392
OG0001165	Syac.g_00551	Syan.g_01397
OG0001166	Syac.g_00520	Syan.g_01430
OG0001167	Syac.g_00667	Syan.g_00992
OG0001168	Syac.g_00665	Syan.g_01456
OG0001169	Syac.g_00663	Syan.g_01458
OG0001170	Syac.g_00661	Syan.g_01460
OG0001171	Syac.g_00650	Syan.g_01470
OG0001172	Syac.g_02187	Syan.g_02110
OG0001173	Syac.g_02186	Syan.g_02111
OG0001174	Syac.g_02178	Syan.g_02119
OG0001175	Syac.g_02177	Syan.g_02120
OG0001176	Syac.g_02141	Syan.g_02253
OG0001177	Syac.g_02143	Syan.g_02256
OG0001179	Syac.g_02112	Syan.g_02218
OG0001180	Syac.g_02087	Syan.g_02191
OG0001181	Syac.g_02083	Syan.g_02187
OG0001182	Syac.g_02074	Syan.g_02179
OG0001183	Syac.g_02070	Syan.g_02166
OG0001184	Syac.g_00186	Syan.g_01929
OG0001185	Syac.g_00162	Syan.g_01902
OG0001186	Syac.g_00082	Syan.g_01864
OG0001187	Syac.g_00085	Syan.g_01811
OG0001188	Syac.g_00076	Syan.g_01806
OG0001189	Syac.g_00054	Syan.g_01723
OG0001190	Syac.g_02353	Syan.g_01565
OG0001191	Syac.g_02368	Syan.g_01578
OG0001192	Syac.g_02374	Syan.g_01585
