Orthogroup	Syac	Prau
OG0000582	Syac.g_00936	Prau.g_00646
OG0000583	Syac.g_00937	Prau.g_00647
OG0000584	Syac.g_00938	Prau.g_00648
OG0000585	Syac.g_00940	Prau.g_00650
OG0000586	Syac.g_00941	Prau.g_00651
OG0000587	Syac.g_00943	Prau.g_00652
OG0000588	Syac.g_00949	Prau.g_00656
OG0000589	Syac.g_00953	Prau.g_00661
OG0000590	Syac.g_00954	Prau.g_00662
OG0000591	Syac.g_00961	Prau.g_00665
OG0000592	Syac.g_00962	Prau.g_00666
OG0000593	Syac.g_00975	Prau.g_00672
OG0000594	Syac.g_00976	Prau.g_00673
OG0000595	Syac.g_00977	Prau.g_00674
OG0000596	Syac.g_00982	Prau.g_00678
OG0000597	Syac.g_00985	Prau.g_00680
OG0000598	Syac.g_00986	Prau.g_00681
OG0000599	Syac.g_00989	Prau.g_00684
OG0000600	Syac.g_00990	Prau.g_00685
OG0000601	Syac.g_00991	Prau.g_00686
OG0000602	Syac.g_00996	Prau.g_00688
OG0000603	Syac.g_00997	Prau.g_00689
OG0000604	Syac.g_01001	Prau.g_00690
OG0000605	Syac.g_01089	Prau.g_00691
OG0000606	Syac.g_01434	Prau.g_00694
OG0000607	Syac.g_01430	Prau.g_00697
OG0000608	Syac.g_01429	Prau.g_00698
OG0000609	Syac.g_01427	Prau.g_00699
OG0000610	Syac.g_01419	Prau.g_00704
OG0000611	Syac.g_01416	Prau.g_00707
OG0000612	Syac.g_01415	Prau.g_00708
OG0000613	Syac.g_00231	Prau.g_00713
OG0000614	Syac.g_00911	Prau.g_00732
OG0000615	Syac.g_01377	Prau.g_00740
OG0000616	Syac.g_02478	Prau.g_00744
OG0000617	Syac.g_01280	Prau.g_00761
OG0000618	Syac.g_01279	Prau.g_00762
OG0000619	Syac.g_01278	Prau.g_00763
OG0000620	Syac.g_01270	Prau.g_00766
OG0000621	Syac.g_01269	Prau.g_00767
OG0000622	Syac.g_01268	Prau.g_00768
OG0000623	Syac.g_01267	Prau.g_00769
OG0000624	Syac.g_01265	Prau.g_00770
OG0000625	Syac.g_01264	Prau.g_00771
OG0000626	Syac.g_01263	Prau.g_00772
OG0000627	Syac.g_01126	Prau.g_00773
OG0000628	Syac.g_01127	Prau.g_00774
OG0000629	Syac.g_01130	Prau.g_00775
OG0000630	Syac.g_01134	Prau.g_00778
OG0000631	Syac.g_01139	Prau.g_00845
OG0000632	Syac.g_01140	Prau.g_00846
OG0000633	Syac.g_01141	Prau.g_00847
OG0000634	Syac.g_01345	Prau.g_00850
OG0000635	Syac.g_01344	Prau.g_00851
OG0000636	Syac.g_01342	Prau.g_00853
OG0000637	Syac.g_01340	Prau.g_00855
OG0000638	Syac.g_01339	Prau.g_00856
OG0000639	Syac.g_01338	Prau.g_00857
OG0000640	Syac.g_01337	Prau.g_00858
OG0000641	Syac.g_01333	Prau.g_00862
OG0000642	Syac.g_01332	Prau.g_00863
OG0000643	Syac.g_01330	Prau.g_00864
OG0000644	Syac.g_01329	Prau.g_00865
OG0000645	Syac.g_01327	Prau.g_00866
OG0000646	Syac.g_01324	Prau.g_00868
OG0000647	Syac.g_01322	Prau.g_00869
OG0000648	Syac.g_01319	Prau.g_00871
OG0000649	Syac.g_01318	Prau.g_00872
OG0000650	Syac.g_01317	Prau.g_00873
OG0000651	Syac.g_01316	Prau.g_00874
OG0000652	Syac.g_01315	Prau.g_00875
OG0000653	Syac.g_01313	Prau.g_00877
OG0000654	Syac.g_01312	Prau.g_00878
OG0000655	Syac.g_01311	Prau.g_00879
OG0000656	Syac.g_01308	Prau.g_00882
OG0000657	Syac.g_00846	Prau.g_00889
OG0000658	Syac.g_00842	Prau.g_00890
OG0000659	Syac.g_00841	Prau.g_00891
OG0000660	Syac.g_00837	Prau.g_00895
OG0000661	Syac.g_00835	Prau.g_00897
OG0000662	Syac.g_00833	Prau.g_00899
OG0000663	Syac.g_00830	Prau.g_00902
OG0000664	Syac.g_00829	Prau.g_00903
OG0000665	Syac.g_01018	Prau.g_00907
OG0000666	Syac.g_01088	Prau.g_00908
OG0000667	Syac.g_02165	Prau.g_00912
OG0000668	Syac.g_01239	Prau.g_00942
OG0000669	Syac.g_01404	Prau.g_00949
OG0000670	Syac.g_00580	Prau.g_00951
OG0000671	Syac.g_01400	Prau.g_00953
OG0000672	Syac.g_01396	Prau.g_00955
OG0000673	Syac.g_01393	Prau.g_00957
OG0000674	Syac.g_01391	Prau.g_00959
OG0000675	Syac.g_01390	Prau.g_00960
OG0000676	Syac.g_01388	Prau.g_00962
OG0000677	Syac.g_01387	Prau.g_00963
OG0000678	Syac.g_01384	Prau.g_00965
OG0000679	Syac.g_01375	Prau.g_00969
OG0000680	Syac.g_01374	Prau.g_00970
OG0000681	Syac.g_01371	Prau.g_00973
OG0000682	Syac.g_01370	Prau.g_00974
OG0000683	Syac.g_01369	Prau.g_00975
OG0000684	Syac.g_01365	Prau.g_00977
OG0000685	Syac.g_01363	Prau.g_00979
OG0000686	Syac.g_01362	Prau.g_00980
OG0000687	Syac.g_01361	Prau.g_00981
OG0000688	Syac.g_01356	Prau.g_00984
OG0000689	Syac.g_01354	Prau.g_00985
OG0000690	Syac.g_01353	Prau.g_00986
OG0000691	Syac.g_01352	Prau.g_00987
OG0000692	Syac.g_01351	Prau.g_00989
OG0000693	Syac.g_01349	Prau.g_00990
OG0000694	Syac.g_01348	Prau.g_00991
OG0000695	Syac.g_01143	Prau.g_00993
OG0000696	Syac.g_01144	Prau.g_00994
OG0000697	Syac.g_01146	Prau.g_00995
OG0000698	Syac.g_01149	Prau.g_00998
OG0000699	Syac.g_01151	Prau.g_00999
OG0000700	Syac.g_01152	Prau.g_01000
OG0000701	Syac.g_01153	Prau.g_01001
OG0000702	Syac.g_01161	Prau.g_01003
OG0000703	Syac.g_01162	Prau.g_01004
OG0000704	Syac.g_01165	Prau.g_01005
OG0000705	Syac.g_01174	Prau.g_01009
OG0000706	Syac.g_01175	Prau.g_01010
OG0000707	Syac.g_01176	Prau.g_01011
OG0000708	Syac.g_01179	Prau.g_01012
OG0000709	Syac.g_01187	Prau.g_01016
OG0000710	Syac.g_01191	Prau.g_01019
OG0000711	Syac.g_01220	Prau.g_01036
OG0000712	Syac.g_01221	Prau.g_01038
OG0000713	Syac.g_01222	Prau.g_01039
OG0000714	Syac.g_01224	Prau.g_01040
OG0000715	Syac.g_01226	Prau.g_01042
OG0000716	Syac.g_01230	Prau.g_01044
OG0000717	Syac.g_01231	Prau.g_01045
OG0000718	Syac.g_01235	Prau.g_01058
OG0000719	Syac.g_01237	Prau.g_01060
OG0000720	Syac.g_01250	Prau.g_01069
OG0000721	Syac.g_01252	Prau.g_01071
OG0000722	Syac.g_01253	Prau.g_01072
OG0000723	Syac.g_01261	Prau.g_01075
OG0000724	Syac.g_00879	Prau.g_01084
OG0000725	Syac.g_00887	Prau.g_01090
OG0000726	Syac.g_00888	Prau.g_01091
OG0000727	Syac.g_00889	Prau.g_01092
OG0000728	Syac.g_00891	Prau.g_01094
OG0000729	Syac.g_00144	Prau.g_01138
OG0000730	Syac.g_02024	Prau.g_01142
OG0000731	Syac.g_02011	Prau.g_01146
OG0000732	Syac.g_00051	Prau.g_01155
OG0000733	Syac.g_02386	Prau.g_01175
OG0000734	Syac.g_00388	Prau.g_01192
OG0000735	Syac.g_00750	Prau.g_01194
OG0000736	Syac.g_00751	Prau.g_01195
OG0000737	Syac.g_00752	Prau.g_01196
OG0000738	Syac.g_00757	Prau.g_01200
OG0000739	Syac.g_00762	Prau.g_01201
OG0000740	Syac.g_00763	Prau.g_01202
OG0000741	Syac.g_00766	Prau.g_01203
OG0000742	Syac.g_00768	Prau.g_01205
OG0000743	Syac.g_00770	Prau.g_01207
OG0000744	Syac.g_00771	Prau.g_01208
OG0000745	Syac.g_00773	Prau.g_01209
OG0000746	Syac.g_00776	Prau.g_01211
OG0000747	Syac.g_00777	Prau.g_01212
OG0000748	Syac.g_00787	Prau.g_01215
OG0000749	Syac.g_00789	Prau.g_01216
OG0000750	Syac.g_00790	Prau.g_01217
OG0000751	Syac.g_00797	Prau.g_01219
OG0000752	Syac.g_00799	Prau.g_01221
OG0000753	Syac.g_00802	Prau.g_01224
OG0000754	Syac.g_01471	Prau.g_01227
OG0000755	Syac.g_01479	Prau.g_01230
OG0000756	Syac.g_01480	Prau.g_01231
OG0000757	Syac.g_01492	Prau.g_01237
OG0000758	Syac.g_01493	Prau.g_01238
OG0000759	Syac.g_01494	Prau.g_01239
OG0000760	Syac.g_01495	Prau.g_01240
OG0000761	Syac.g_01496	Prau.g_01241
OG0000762	Syac.g_01498	Prau.g_01242
OG0000763	Syac.g_01500	Prau.g_01244
OG0000764	Syac.g_01501	Prau.g_01245
OG0000765	Syac.g_01515	Prau.g_01254
OG0000766	Syac.g_01516	Prau.g_01255
OG0000767	Syac.g_01518	Prau.g_01257
OG0000768	Syac.g_01519	Prau.g_01258
OG0000769	Syac.g_01521	Prau.g_01260
OG0000770	Syac.g_01524	Prau.g_01262
OG0000771	Syac.g_00873	Prau.g_01271, Prau.g_01496
OG0000772	Syac.g_01569	Prau.g_01346
OG0000773	Syac.g_00741	Prau.g_01361
OG0000774	Syac.g_00737	Prau.g_01363
OG0000775	Syac.g_00735	Prau.g_01366
OG0000776	Syac.g_00734	Prau.g_01367
OG0000777	Syac.g_00733	Prau.g_01368
OG0000778	Syac.g_00732	Prau.g_01369
OG0000779	Syac.g_00727	Prau.g_01373
OG0000780	Syac.g_00723	Prau.g_01374
OG0000781	Syac.g_00719	Prau.g_01377
OG0000782	Syac.g_00718	Prau.g_01378
OG0000783	Syac.g_00717	Prau.g_01379
OG0000784	Syac.g_00716	Prau.g_01380
OG0000785	Syac.g_00714	Prau.g_01382
OG0000786	Syac.g_01730	Prau.g_01384
OG0000787	Syac.g_01731	Prau.g_01385
OG0000788	Syac.g_00992	Prau.g_01396
OG0000789	Syac.g_01111	Prau.g_01399
OG0000790	Syac.g_01921	Prau.g_01414
OG0000791	Syac.g_01922	Prau.g_01416
OG0000792	Syac.g_01923	Prau.g_01417
OG0000793	Syac.g_01928	Prau.g_01420
OG0000794	Syac.g_01929	Prau.g_01421
OG0000795	Syac.g_01930	Prau.g_01422
OG0000796	Syac.g_01934	Prau.g_01426
OG0000797	Syac.g_01935	Prau.g_01427
OG0000799	Syac.g_01602	Prau.g_01510
OG0000800	Syac.g_01603	Prau.g_01511
OG0000801	Syac.g_01604	Prau.g_01512
OG0000802	Syac.g_01608	Prau.g_01514
OG0000803	Syac.g_01613	Prau.g_01516
OG0000804	Syac.g_01616	Prau.g_01517
OG0000805	Syac.g_01620	Prau.g_01519
OG0000806	Syac.g_01622	Prau.g_01521
OG0000807	Syac.g_01624	Prau.g_01522
OG0000808	Syac.g_01625	Prau.g_01523
OG0000809	Syac.g_01628	Prau.g_01526
OG0000810	Syac.g_01629	Prau.g_01527
OG0000811	Syac.g_01637	Prau.g_01534
OG0000812	Syac.g_01639	Prau.g_01536
OG0000813	Syac.g_01640	Prau.g_01537
OG0000814	Syac.g_01642	Prau.g_01539
OG0000815	Syac.g_01643	Prau.g_01540
OG0000816	Syac.g_01645	Prau.g_01542
OG0000817	Syac.g_01646	Prau.g_01543
OG0000818	Syac.g_01652	Prau.g_01548
OG0000819	Syac.g_01653	Prau.g_01549
OG0000820	Syac.g_01654	Prau.g_01550
OG0000821	Syac.g_01659	Prau.g_01554
OG0000822	Syac.g_01661	Prau.g_01555
OG0000823	Syac.g_01662	Prau.g_01556
OG0000824	Syac.g_01666	Prau.g_01559
OG0000825	Syac.g_01667	Prau.g_01560
OG0000826	Syac.g_01668	Prau.g_01561
OG0000827	Syac.g_01669	Prau.g_01562
OG0000828	Syac.g_01672	Prau.g_01565
OG0000829	Syac.g_01673	Prau.g_01566
OG0000830	Syac.g_01674	Prau.g_01567
OG0000831	Syac.g_01676	Prau.g_01569
OG0000832	Syac.g_00623	Prau.g_01575
OG0000833	Syac.g_00613	Prau.g_01583
OG0000834	Syac.g_00610	Prau.g_01584
OG0000835	Syac.g_00609	Prau.g_01585
OG0000836	Syac.g_00605	Prau.g_01586
OG0000837	Syac.g_00604	Prau.g_01587
OG0000838	Syac.g_00600	Prau.g_01589
OG0000839	Syac.g_00599	Prau.g_01590
OG0000840	Syac.g_00598	Prau.g_01591
OG0000841	Syac.g_00597	Prau.g_01592
OG0000842	Syac.g_00596	Prau.g_01593
OG0000843	Syac.g_00595	Prau.g_01594
OG0000844	Syac.g_00593	Prau.g_01595
OG0000845	Syac.g_00592	Prau.g_01596
OG0000846	Syac.g_00591	Prau.g_01597
OG0000847	Syac.g_00590	Prau.g_01598
OG0000848	Syac.g_00588	Prau.g_01599
OG0000849	Syac.g_00587	Prau.g_01600
OG0000850	Syac.g_00585	Prau.g_01602
OG0000851	Syac.g_00573	Prau.g_01603
OG0000852	Syac.g_00572	Prau.g_01604
OG0000853	Syac.g_00568	Prau.g_01608
OG0000854	Syac.g_00566	Prau.g_01610
OG0000855	Syac.g_00565	Prau.g_01611
OG0000856	Syac.g_00964	Prau.g_01626
OG0000857	Syac.g_01323	Prau.g_01652
OG0000858	Syac.g_00559	Prau.g_01726
OG0000859	Syac.g_00558	Prau.g_01727
OG0000860	Syac.g_00542	Prau.g_01734
OG0000861	Syac.g_00541	Prau.g_01735
OG0000862	Syac.g_00540	Prau.g_01736
OG0000863	Syac.g_00538	Prau.g_01738
OG0000864	Syac.g_00537	Prau.g_01739
OG0000865	Syac.g_00533	Prau.g_01740
OG0000866	Syac.g_00532	Prau.g_01741
OG0000867	Syac.g_00531	Prau.g_01742
OG0000868	Syac.g_00529	Prau.g_01743
OG0000869	Syac.g_00524	Prau.g_01747
OG0000870	Syac.g_00519	Prau.g_01752
OG0000871	Syac.g_00518	Prau.g_01753
OG0000872	Syac.g_00510	Prau.g_01754
OG0000873	Syac.g_00507	Prau.g_01757
OG0000874	Syac.g_00512	Prau.g_01760
OG0000875	Syac.g_00505	Prau.g_01761
OG0000876	Syac.g_00675	Prau.g_01762
OG0000877	Syac.g_00671	Prau.g_01764
OG0000878	Syac.g_00670	Prau.g_01765
OG0000879	Syac.g_00669	Prau.g_01766
OG0000880	Syac.g_00668	Prau.g_01767
OG0000881	Syac.g_00664	Prau.g_01771
OG0000882	Syac.g_00659	Prau.g_01776
OG0000883	Syac.g_00656	Prau.g_01777
OG0000884	Syac.g_00654	Prau.g_01779
OG0000885	Syac.g_00653	Prau.g_01780
OG0000886	Syac.g_00652	Prau.g_01781
OG0000887	Syac.g_00651	Prau.g_01782
OG0000888	Syac.g_00649	Prau.g_01784
OG0000889	Syac.g_00647	Prau.g_01786
OG0000890	Syac.g_00642	Prau.g_01787
OG0000891	Syac.g_00641	Prau.g_01788
OG0000892	Syac.g_00638	Prau.g_01790
OG0000893	Syac.g_02193	Prau.g_01794
OG0000894	Syac.g_02189	Prau.g_01796
OG0000895	Syac.g_02185	Prau.g_01799
OG0000896	Syac.g_02184	Prau.g_01800
OG0000897	Syac.g_02182	Prau.g_01802
OG0000898	Syac.g_02181	Prau.g_01803
OG0000899	Syac.g_02180	Prau.g_01804
OG0000900	Syac.g_02179	Prau.g_01805
OG0000901	Syac.g_02174	Prau.g_01808
OG0000902	Syac.g_02172	Prau.g_01810
OG0000903	Syac.g_02140	Prau.g_01813
OG0000904	Syac.g_02145	Prau.g_01815
OG0000905	Syac.g_02148	Prau.g_01820
OG0000906	Syac.g_02150	Prau.g_01821
OG0000907	Syac.g_02138	Prau.g_01827
OG0000908	Syac.g_02135	Prau.g_01830
OG0000909	Syac.g_02134	Prau.g_01831
OG0000910	Syac.g_02133	Prau.g_01832
OG0000911	Syac.g_02131	Prau.g_01834
OG0000912	Syac.g_02130	Prau.g_01835
OG0000913	Syac.g_02129	Prau.g_01836
OG0000914	Syac.g_02128	Prau.g_01837
OG0000915	Syac.g_02127	Prau.g_01838
OG0000916	Syac.g_02126	Prau.g_01839
OG0000917	Syac.g_02125	Prau.g_01840
OG0000918	Syac.g_02124	Prau.g_01841
OG0000919	Syac.g_02123	Prau.g_01842
OG0000920	Syac.g_02122	Prau.g_01843
OG0000921	Syac.g_02121	Prau.g_01844
OG0000922	Syac.g_02120	Prau.g_01845
OG0000923	Syac.g_02116	Prau.g_01849
OG0000924	Syac.g_02115	Prau.g_01850
OG0000925	Syac.g_02114	Prau.g_01851
OG0000926	Syac.g_02113	Prau.g_01852
OG0000927	Syac.g_02111	Prau.g_01854
OG0000928	Syac.g_02110	Prau.g_01855
OG0000929	Syac.g_02109	Prau.g_01856
OG0000930	Syac.g_02108	Prau.g_01857
OG0000931	Syac.g_02107	Prau.g_01858
OG0000932	Syac.g_02106	Prau.g_01859
OG0000933	Syac.g_02101	Prau.g_01863
OG0000934	Syac.g_02099	Prau.g_01865
OG0000935	Syac.g_02098	Prau.g_01866
OG0000936	Syac.g_02097	Prau.g_01867
OG0000937	Syac.g_02096	Prau.g_01868
OG0000938	Syac.g_02092	Prau.g_01870
OG0000939	Syac.g_02091	Prau.g_01871
OG0000940	Syac.g_02084	Prau.g_01878
OG0000941	Syac.g_02082	Prau.g_01880
OG0000942	Syac.g_02080	Prau.g_01882
OG0000943	Syac.g_02079	Prau.g_01883
OG0000944	Syac.g_02077	Prau.g_01884
OG0000945	Syac.g_02075	Prau.g_01885
OG0000946	Syac.g_02071	Prau.g_01889
OG0000947	Syac.g_02068	Prau.g_01891
OG0000948	Syac.g_02067	Prau.g_01892
OG0000949	Syac.g_00205	Prau.g_01895
OG0000950	Syac.g_00193	Prau.g_01900
OG0000951	Syac.g_00188	Prau.g_01904
OG0000952	Syac.g_00183	Prau.g_01908
OG0000953	Syac.g_00177	Prau.g_01911
OG0000954	Syac.g_00172	Prau.g_01915
OG0000955	Syac.g_00171	Prau.g_01916
OG0000956	Syac.g_00169	Prau.g_01918
OG0000957	Syac.g_00158	Prau.g_01923
OG0000958	Syac.g_00157	Prau.g_01924
OG0000959	Syac.g_00153	Prau.g_01928
OG0000960	Syac.g_00152	Prau.g_01929
OG0000961	Syac.g_00147	Prau.g_01931
OG0000962	Syac.g_00145	Prau.g_01933
OG0000963	Syac.g_00140	Prau.g_01937
OG0000964	Syac.g_00139	Prau.g_01938
OG0000965	Syac.g_00138	Prau.g_01939
OG0000966	Syac.g_00107	Prau.g_01946
OG0000967	Syac.g_00075	Prau.g_01951
OG0000968	Syac.g_00080	Prau.g_01953
OG0000969	Syac.g_00078	Prau.g_01954
OG0000970	Syac.g_00077	Prau.g_01955
OG0000971	Syac.g_00067	Prau.g_01956
OG0000972	Syac.g_00066	Prau.g_01957
OG0000973	Syac.g_00065	Prau.g_01958
OG0000974	Syac.g_00064	Prau.g_01959
OG0000975	Syac.g_00063	Prau.g_01960
OG0000976	Syac.g_00062	Prau.g_01961
OG0000977	Syac.g_00059	Prau.g_01962
OG0000978	Syac.g_00058	Prau.g_01963
OG0000979	Syac.g_00055	Prau.g_01966
OG0000980	Syac.g_00052	Prau.g_01968
OG0000981	Syac.g_00049	Prau.g_01970
OG0000982	Syac.g_02354	Prau.g_01972
OG0000983	Syac.g_02355	Prau.g_01973
OG0000984	Syac.g_02356	Prau.g_01974
OG0000985	Syac.g_02359	Prau.g_01977
OG0000986	Syac.g_02363	Prau.g_01979
OG0000987	Syac.g_02365	Prau.g_01980
OG0000988	Syac.g_02370	Prau.g_01983
OG0000989	Syac.g_02379	Prau.g_01986
OG0000990	Syac.g_02397	Prau.g_01989
OG0000991	Syac.g_02400	Prau.g_01990
OG0000992	Syac.g_02402	Prau.g_01992
OG0000993	Syac.g_02403	Prau.g_01993
OG0000994	Syac.g_02405	Prau.g_01994
OG0000995	Syac.g_02410	Prau.g_01998
OG0000996	Syac.g_02454	Prau.g_01999
OG0000997	Syac.g_02464	Prau.g_02000
OG0000998	Syac.g_02466	Prau.g_02002
OG0000999	Syac.g_02467	Prau.g_02003
OG0001000	Syac.g_02470	Prau.g_02006
OG0001001	Syac.g_02475	Prau.g_02008
OG0001002	Syac.g_02481	Prau.g_02012
OG0001003	Syac.g_02483	Prau.g_02014
OG0001004	Syac.g_02484	Prau.g_02015
OG0001005	Syac.g_02485	Prau.g_02016
OG0001006	Syac.g_02492	Prau.g_02020
OG0001007	Syac.g_02494	Prau.g_02022
OG0001008	Syac.g_00693	Prau.g_00478
OG0001009	Syac.g_00030	Prau.g_00027
OG0001010	Syac.g_00031	Prau.g_00028
OG0001011	Syac.g_00032	Prau.g_00029
OG0001012	Syac.g_02351	Prau.g_00050
OG0001013	Syac.g_02337	Prau.g_00056
OG0001014	Syac.g_02333	Prau.g_00059
OG0001015	Syac.g_02332	Prau.g_00060
OG0001016	Syac.g_00446	Prau.g_00074
OG0001017	Syac.g_00440	Prau.g_00078
OG0001018	Syac.g_00438	Prau.g_00081
OG0001019	Syac.g_00422	Prau.g_00090
OG0001020	Syac.g_00417	Prau.g_00091
OG0001021	Syac.g_00413	Prau.g_00092
OG0001022	Syac.g_00410	Prau.g_00095
OG0001023	Syac.g_00409	Prau.g_00096
OG0001024	Syac.g_00405	Prau.g_00099
OG0001025	Syac.g_00399	Prau.g_00105
OG0001026	Syac.g_00386	Prau.g_00112
OG0001027	Syac.g_00380	Prau.g_00113
OG0001028	Syac.g_00378	Prau.g_00115
OG0001029	Syac.g_00376	Prau.g_00116
OG0001030	Syac.g_00356	Prau.g_00131
OG0001031	Syac.g_02266	Prau.g_00187
OG0001032	Syac.g_02268	Prau.g_00188
OG0001033	Syac.g_02298	Prau.g_00209
OG0001034	Syac.g_01968	Prau.g_00237
OG0001036	Syac.g_02221	Prau.g_00261
OG0001037	Syac.g_02223	Prau.g_00262
OG0001038	Syac.g_02251	Prau.g_00280
OG0001039	Syac.g_02254	Prau.g_00283
OG0001040	Syac.g_00292	Prau.g_00285
OG0001041	Syac.g_00287	Prau.g_00289
OG0001042	Syac.g_00258	Prau.g_00306
OG0001043	Syac.g_00254	Prau.g_00307
OG0001044	Syac.g_02021	Prau.g_00335
OG0001045	Syac.g_02008	Prau.g_00344
OG0001046	Syac.g_01207	Prau.g_00382
OG0001047	Syac.g_00695	Prau.g_00480
OG0001048	Syac.g_00696	Prau.g_00481
OG0001049	Syac.g_00703	Prau.g_00483
OG0001050	Syac.g_00704	Prau.g_00484
OG0001051	Syac.g_00705	Prau.g_00485
OG0001052	Syac.g_01704	Prau.g_00512
OG0001053	Syac.g_01901	Prau.g_00524
OG0001054	Syac.g_01884	Prau.g_00539
OG0001055	Syac.g_01863	Prau.g_00558
OG0001056	Syac.g_01831	Prau.g_00576
OG0001057	Syac.g_01825	Prau.g_00581
OG0001058	Syac.g_01810	Prau.g_00589
OG0001059	Syac.g_01806	Prau.g_00593
OG0001060	Syac.g_01799	Prau.g_00600
OG0001061	Syac.g_01779	Prau.g_00613
OG0001062	Syac.g_01777	Prau.g_00615
OG0001063	Syac.g_01773	Prau.g_00617
OG0001064	Syac.g_01772	Prau.g_00618
OG0001065	Syac.g_01771	Prau.g_00619
OG0001066	Syac.g_01770	Prau.g_00620
OG0001067	Syac.g_01769	Prau.g_00621
OG0001068	Syac.g_01768	Prau.g_00622
OG0001069	Syac.g_01767	Prau.g_00623
OG0001070	Syac.g_01764	Prau.g_00626
OG0001071	Syac.g_01763	Prau.g_00627
OG0001072	Syac.g_01758	Prau.g_00628
OG0001074	Syac.g_00945	Prau.g_00653
OG0001075	Syac.g_00946	Prau.g_00654
OG0001076	Syac.g_00956	Prau.g_00664
OG0001077	Syac.g_00967	Prau.g_00668
OG0001078	Syac.g_00980	Prau.g_00676
OG0001079	Syac.g_00993	Prau.g_00687
OG0001080	Syac.g_01092	Prau.g_00693
OG0001081	Syac.g_01432	Prau.g_00695
OG0001082	Syac.g_01431	Prau.g_00696
OG0001083	Syac.g_01424	Prau.g_00701
OG0001084	Syac.g_01423	Prau.g_00702
OG0001085	Syac.g_01412	Prau.g_00710
OG0001086	Syac.g_01410	Prau.g_00711
OG0001087	Syac.g_00923	Prau.g_00728
OG0001088	Syac.g_00920	Prau.g_00729
OG0001089	Syac.g_00896	Prau.g_00737
OG0001090	Syac.g_01286	Prau.g_00756
OG0001091	Syac.g_01284	Prau.g_00758
OG0001092	Syac.g_01282	Prau.g_00759
OG0001093	Syac.g_01276	Prau.g_00764
OG0001094	Syac.g_01347	Prau.g_00848
OG0001095	Syac.g_01326	Prau.g_00867
OG0001096	Syac.g_01310	Prau.g_00880
OG0001097	Syac.g_00834	Prau.g_00898
OG0001098	Syac.g_01096	Prau.g_00914
OG0001099	Syac.g_00377	Prau.g_00946
OG0001100	Syac.g_01402	Prau.g_00950
OG0001101	Syac.g_01401	Prau.g_00952
OG0001102	Syac.g_01398	Prau.g_00954
OG0001104	Syac.g_01364	Prau.g_00978
OG0001105	Syac.g_01360	Prau.g_00982
OG0001106	Syac.g_01166	Prau.g_01006
OG0001107	Syac.g_01180	Prau.g_01013
OG0001108	Syac.g_01188	Prau.g_01017
OG0001109	Syac.g_01190	Prau.g_01018
OG0001110	Syac.g_01192	Prau.g_01020
OG0001111	Syac.g_01194	Prau.g_01021
OG0001112	Syac.g_01196	Prau.g_01022
OG0001113	Syac.g_01197	Prau.g_01023
OG0001114	Syac.g_01198	Prau.g_01024
OG0001115	Syac.g_01202	Prau.g_01026
OG0001116	Syac.g_01204	Prau.g_01027
OG0001117	Syac.g_01205	Prau.g_01028
OG0001118	Syac.g_01206	Prau.g_01029
OG0001119	Syac.g_01208	Prau.g_01030
OG0001120	Syac.g_01213	Prau.g_01032
OG0001121	Syac.g_01949, Syac.g_01170	Prau.g_01172, Prau.g_01035
OG0001122	Syac.g_01238	Prau.g_01061
OG0001123	Syac.g_01245	Prau.g_01065
OG0001124	Syac.g_01247	Prau.g_01067
OG0001125	Syac.g_01249	Prau.g_01068
OG0001126	Syac.g_00870	Prau.g_01078
OG0001127	Syac.g_00871	Prau.g_01079
OG0001128	Syac.g_00875	Prau.g_01081
OG0001129	Syac.g_00877	Prau.g_01082
OG0001130	Syac.g_00878	Prau.g_01083
OG0001131	Syac.g_01382	Prau.g_01118
OG0001132	Syac.g_01062	Prau.g_01127
OG0001133	Syac.g_00958	Prau.g_01160
OG0001134	Syac.g_01466	Prau.g_01174
OG0001135	Syac.g_01464	Prau.g_01177
OG0001136	Syac.g_00767	Prau.g_01204
OG0001137	Syac.g_00786	Prau.g_01214
OG0001138	Syac.g_01486	Prau.g_01232
OG0001139	Syac.g_01488	Prau.g_01233
OG0001140	Syac.g_01489	Prau.g_01234
OG0001141	Syac.g_01490	Prau.g_01235
OG0001142	Syac.g_01491	Prau.g_01236
OG0001143	Syac.g_01499	Prau.g_01243
OG0001144	Syac.g_01508	Prau.g_01248
OG0001145	Syac.g_00740	Prau.g_01362
OG0001146	Syac.g_00722	Prau.g_01375
OG0001147	Syac.g_01689	Prau.g_01395
OG0001148	Syac.g_01918	Prau.g_01411
OG0001149	Syac.g_01919	Prau.g_01412
OG0001150	Syac.g_01920	Prau.g_01413
OG0001151	Syac.g_01932	Prau.g_01424
OG0001152	Syac.g_01933	Prau.g_01425
OG0001153	Syac.g_01670	Prau.g_01563
OG0001154	Syac.g_01671	Prau.g_01564
OG0001155	Syac.g_00621	Prau.g_01576
OG0001156	Syac.g_00618	Prau.g_01579
OG0001157	Syac.g_00617	Prau.g_01580
OG0001158	Syac.g_00616	Prau.g_01581
OG0001159	Syac.g_00615	Prau.g_01582
OG0001160	Syac.g_00570	Prau.g_01606
OG0001161	Syac.g_02385	Prau.g_01619
OG0001162	Syac.g_01307	Prau.g_01630
OG0001163	Syac.g_00562	Prau.g_01724
OG0001164	Syac.g_00556	Prau.g_01728
OG0001165	Syac.g_00551	Prau.g_01731
OG0001166	Syac.g_00520	Prau.g_01751
