Orthogroup	Syac	Syaq
OG0000566	Syac.g_01793	Syaq.g_01947
OG0000567	Syac.g_01789	Syaq.g_01951
OG0000568	Syac.g_01786	Syaq.g_01954
OG0000569	Syac.g_01785	Syaq.g_01955
OG0000570	Syac.g_01784	Syaq.g_01956
OG0000571	Syac.g_01780	Syaq.g_01960
OG0000572	Syac.g_01765	Syaq.g_01977
OG0000573	Syac.g_01755	Syaq.g_01985
OG0000574	Syac.g_01754	Syaq.g_01986
OG0000575	Syac.g_01750	Syaq.g_01991
OG0000576	Syac.g_01748	Syaq.g_01993
OG0000577	Syac.g_01747	Syaq.g_01994
OG0000578	Syac.g_01746	Syaq.g_01995
OG0000579	Syac.g_01745	Syaq.g_01996
OG0000580	Syac.g_01744	Syaq.g_01997
OG0000581	Syac.g_01738	Syaq.g_02003
OG0000582	Syac.g_00936	Syaq.g_02012
OG0000583	Syac.g_00937	Syaq.g_02013
OG0000584	Syac.g_00938	Syaq.g_02014
OG0000585	Syac.g_00940	Syaq.g_02017
OG0000586	Syac.g_00941	Syaq.g_02018
OG0000587	Syac.g_00943	Syaq.g_02020
OG0000588	Syac.g_00949	Syaq.g_02043
OG0000589	Syac.g_00953	Syaq.g_02057
OG0000590	Syac.g_00954	Syaq.g_02058
OG0000591	Syac.g_00961	Syaq.g_02066
OG0000592	Syac.g_00962	Syaq.g_02067
OG0000593	Syac.g_00975	Syaq.g_02078
OG0000594	Syac.g_00976	Syaq.g_02079
OG0000595	Syac.g_00977	Syaq.g_02080
OG0000596	Syac.g_00982	Syaq.g_02085
OG0000597	Syac.g_00985	Syaq.g_02088
OG0000598	Syac.g_00986	Syaq.g_02089
OG0000599	Syac.g_00989	Syaq.g_02096
OG0000600	Syac.g_00990	Syaq.g_02097
OG0000601	Syac.g_00991	Syaq.g_02098
OG0000602	Syac.g_00996	Syaq.g_02104
OG0000603	Syac.g_00997	Syaq.g_02105
OG0000604	Syac.g_01001	Syaq.g_02107
OG0000605	Syac.g_01089	Syaq.g_02151
OG0000606	Syac.g_01434	Syaq.g_02231
OG0000607	Syac.g_01430	Syaq.g_02234
OG0000608	Syac.g_01429	Syaq.g_02235
OG0000609	Syac.g_01427	Syaq.g_02237
OG0000610	Syac.g_01419	Syaq.g_02244
OG0000611	Syac.g_01416	Syaq.g_02247
OG0000612	Syac.g_01415	Syaq.g_02248
OG0000613	Syac.g_00231	Syaq.g_00885
OG0000614	Syac.g_00911	Syaq.g_02588
OG0000615	Syac.g_01377	Syaq.g_02302
OG0000616	Syac.g_02478	Syaq.g_01168
OG0000617	Syac.g_01280	Syaq.g_00031
OG0000618	Syac.g_01279	Syaq.g_00032
OG0000619	Syac.g_01278	Syaq.g_00033
OG0000620	Syac.g_01270	Syaq.g_00038
OG0000621	Syac.g_01269	Syaq.g_00039
OG0000622	Syac.g_01268	Syaq.g_00040
OG0000623	Syac.g_01267	Syaq.g_00041
OG0000624	Syac.g_01265	Syaq.g_00042
OG0000625	Syac.g_01264	Syaq.g_00043
OG0000626	Syac.g_01263	Syaq.g_00044
OG0000627	Syac.g_01126	Syaq.g_02425
OG0000628	Syac.g_01127	Syaq.g_02426
OG0000629	Syac.g_01130	Syaq.g_02429
OG0000630	Syac.g_01134	Syaq.g_02433
OG0000631	Syac.g_01139	Syaq.g_02441
OG0000632	Syac.g_01140	Syaq.g_02442
OG0000633	Syac.g_01141	Syaq.g_02444
OG0000634	Syac.g_01345	Syaq.g_02336
OG0000635	Syac.g_01344	Syaq.g_02337
OG0000636	Syac.g_01342	Syaq.g_02339
OG0000637	Syac.g_01340	Syaq.g_02341
OG0000638	Syac.g_01339	Syaq.g_02342
OG0000639	Syac.g_01338	Syaq.g_02343
OG0000640	Syac.g_01337	Syaq.g_02344
OG0000641	Syac.g_01333	Syaq.g_02348
OG0000642	Syac.g_01332	Syaq.g_02349
OG0000643	Syac.g_01330	Syaq.g_02350
OG0000644	Syac.g_01329	Syaq.g_02351
OG0000645	Syac.g_01327	Syaq.g_02353
OG0000646	Syac.g_01324	Syaq.g_02356
OG0000647	Syac.g_01322	Syaq.g_02358
OG0000648	Syac.g_01319	Syaq.g_02360
OG0000649	Syac.g_01318	Syaq.g_02361
OG0000650	Syac.g_01317	Syaq.g_02362
OG0000651	Syac.g_01316	Syaq.g_02363
OG0000652	Syac.g_01315	Syaq.g_02364
OG0000653	Syac.g_01313	Syaq.g_02367
OG0000654	Syac.g_01312	Syaq.g_02368
OG0000655	Syac.g_01311	Syaq.g_02369
OG0000656	Syac.g_01308	Syaq.g_02372
OG0000657	Syac.g_00846	Syaq.g_02382
OG0000658	Syac.g_00842	Syaq.g_02385
OG0000659	Syac.g_00841	Syaq.g_02386
OG0000660	Syac.g_00837	Syaq.g_02390
OG0000661	Syac.g_00835	Syaq.g_02392
OG0000662	Syac.g_00833	Syaq.g_02394
OG0000663	Syac.g_00830	Syaq.g_02397
OG0000664	Syac.g_00829	Syaq.g_02400
OG0000665	Syac.g_01018	Syaq.g_02124
OG0000666	Syac.g_01088	Syaq.g_02117
OG0000667	Syac.g_02165	Syaq.g_02222
OG0000668	Syac.g_01239	Syaq.g_00068
OG0000669	Syac.g_01404	Syaq.g_02260
OG0000670	Syac.g_00580	Syaq.g_00079
OG0000671	Syac.g_01400	Syaq.g_02264
OG0000672	Syac.g_01396	Syaq.g_02267
OG0000673	Syac.g_01393	Syaq.g_02270
OG0000674	Syac.g_01391	Syaq.g_02272
OG0000675	Syac.g_01390	Syaq.g_02273
OG0000676	Syac.g_01388	Syaq.g_02275
OG0000677	Syac.g_01387	Syaq.g_02276
OG0000678	Syac.g_01384	Syaq.g_02282
OG0000679	Syac.g_01375	Syaq.g_02305
OG0000680	Syac.g_01374	Syaq.g_02306
OG0000681	Syac.g_01371	Syaq.g_02309
OG0000682	Syac.g_01370	Syaq.g_02310
OG0000683	Syac.g_01369	Syaq.g_02311
OG0000684	Syac.g_01365	Syaq.g_02315
OG0000685	Syac.g_01363	Syaq.g_02317
OG0000686	Syac.g_01362	Syaq.g_02318
OG0000687	Syac.g_01361	Syaq.g_02319
OG0000688	Syac.g_01356	Syaq.g_02325
OG0000689	Syac.g_01354	Syaq.g_02327
OG0000690	Syac.g_01353	Syaq.g_02328
OG0000691	Syac.g_01352	Syaq.g_02329
OG0000692	Syac.g_01351	Syaq.g_02330
OG0000693	Syac.g_01349	Syaq.g_02332
OG0000694	Syac.g_01348	Syaq.g_02333
OG0000695	Syac.g_01143	Syaq.g_02446
OG0000696	Syac.g_01144	Syaq.g_02447
OG0000697	Syac.g_01146	Syaq.g_02448
OG0000698	Syac.g_01149	Syaq.g_02451
OG0000699	Syac.g_01151	Syaq.g_02452
OG0000700	Syac.g_01152	Syaq.g_02453
OG0000701	Syac.g_01153	Syaq.g_02454
OG0000702	Syac.g_01161	Syaq.g_02467
OG0000703	Syac.g_01162	Syaq.g_02468
OG0000704	Syac.g_01165	Syaq.g_02470
OG0000705	Syac.g_01174	Syaq.g_02477
OG0000706	Syac.g_01175	Syaq.g_02478
OG0000707	Syac.g_01176	Syaq.g_02479
OG0000708	Syac.g_01179	Syaq.g_02482
OG0000709	Syac.g_01187	Syaq.g_02490
OG0000710	Syac.g_01191	Syaq.g_02494
OG0000711	Syac.g_01220	Syaq.g_02521
OG0000712	Syac.g_01221	Syaq.g_02523
OG0000713	Syac.g_01222	Syaq.g_02524
OG0000714	Syac.g_01224	Syaq.g_02527
OG0000715	Syac.g_01226	Syaq.g_02529
OG0000716	Syac.g_01230	Syaq.g_02533
OG0000717	Syac.g_01231	Syaq.g_02534
OG0000718	Syac.g_01235	Syaq.g_00072
OG0000719	Syac.g_01237	Syaq.g_00070
OG0000720	Syac.g_01250	Syaq.g_00057
OG0000721	Syac.g_01252	Syaq.g_00055
OG0000722	Syac.g_01253	Syaq.g_00054
OG0000723	Syac.g_01261	Syaq.g_00046
OG0000724	Syac.g_00879	Syaq.g_02685
OG0000725	Syac.g_00887	Syaq.g_02676
OG0000726	Syac.g_00888	Syaq.g_02675
OG0000727	Syac.g_00889	Syaq.g_02674
OG0000728	Syac.g_00891	Syaq.g_02672
OG0000729	Syac.g_00144	Syaq.g_01046
OG0000730	Syac.g_02024	Syaq.g_00561
OG0000731	Syac.g_02011	Syaq.g_00550
OG0000732	Syac.g_00051	Syaq.g_01098
OG0000733	Syac.g_02386	Syaq.g_01232
OG0000734	Syac.g_00388	Syaq.g_01479
OG0000735	Syac.g_00750	Syaq.g_00266
OG0000736	Syac.g_00751	Syaq.g_00265
OG0000737	Syac.g_00752	Syaq.g_00264
OG0000738	Syac.g_00757	Syaq.g_00258
OG0000739	Syac.g_00762	Syaq.g_00257
OG0000740	Syac.g_00763	Syaq.g_00256
OG0000741	Syac.g_00766	Syaq.g_00253
OG0000742	Syac.g_00768	Syaq.g_00250
OG0000743	Syac.g_00770	Syaq.g_00248
OG0000744	Syac.g_00771	Syaq.g_00247
OG0000745	Syac.g_00773	Syaq.g_00245
OG0000746	Syac.g_00776	Syaq.g_00242
OG0000747	Syac.g_00777	Syaq.g_00241
OG0000748	Syac.g_00787	Syaq.g_00227
OG0000749	Syac.g_00789	Syaq.g_00226
OG0000750	Syac.g_00790	Syaq.g_00225
OG0000751	Syac.g_00797	Syaq.g_00219
OG0000752	Syac.g_00799	Syaq.g_00217
OG0000753	Syac.g_00802	Syaq.g_00214
OG0000754	Syac.g_01471	Syaq.g_00209
OG0000755	Syac.g_01479	Syaq.g_00198
OG0000756	Syac.g_01480	Syaq.g_00197
OG0000757	Syac.g_01492	Syaq.g_00190
OG0000758	Syac.g_01493	Syaq.g_00189
OG0000759	Syac.g_01494	Syaq.g_00188
OG0000760	Syac.g_01495	Syaq.g_00187
OG0000761	Syac.g_01496	Syaq.g_00186
OG0000762	Syac.g_01498	Syaq.g_00183
OG0000763	Syac.g_01500	Syaq.g_00181
OG0000764	Syac.g_01501	Syaq.g_00180
OG0000765	Syac.g_01515	Syaq.g_00157
OG0000766	Syac.g_01516	Syaq.g_00156
OG0000767	Syac.g_01518	Syaq.g_00154
OG0000768	Syac.g_01519	Syaq.g_00153
OG0000769	Syac.g_01521	Syaq.g_00151
OG0000770	Syac.g_01524	Syaq.g_00148
OG0000771	Syac.g_00873	Syaq.g_02691
OG0000772	Syac.g_01569	Syaq.g_01887
OG0000773	Syac.g_00741	Syaq.g_00283
OG0000774	Syac.g_00737	Syaq.g_00288
OG0000775	Syac.g_00735	Syaq.g_00290
OG0000776	Syac.g_00734	Syaq.g_00291
OG0000777	Syac.g_00733	Syaq.g_00292
OG0000778	Syac.g_00732	Syaq.g_00293
OG0000779	Syac.g_00727	Syaq.g_00299
OG0000780	Syac.g_00723	Syaq.g_00304
OG0000781	Syac.g_00719	Syaq.g_00308
OG0000782	Syac.g_00718	Syaq.g_00309
OG0000783	Syac.g_00717	Syaq.g_00310
OG0000784	Syac.g_00716	Syaq.g_00311
OG0000785	Syac.g_00714	Syaq.g_00313
OG0000786	Syac.g_01730	Syaq.g_00328
OG0000787	Syac.g_01731	Syaq.g_00329
OG0000788	Syac.g_00992	Syaq.g_02099
OG0000789	Syac.g_01111	Syaq.g_02123
OG0000790	Syac.g_01921	Syaq.g_01758
OG0000791	Syac.g_01922	Syaq.g_01756
OG0000792	Syac.g_01923	Syaq.g_01755
OG0000793	Syac.g_01928	Syaq.g_01750
OG0000794	Syac.g_01929	Syaq.g_01749
OG0000795	Syac.g_01930	Syaq.g_01748
OG0000796	Syac.g_01934	Syaq.g_01744
OG0000797	Syac.g_01935	Syaq.g_01743
OG0000798	Syac.g_02250	Syaq.g_00760
OG0000799	Syac.g_01602	Syaq.g_00341
OG0000800	Syac.g_01603	Syaq.g_00342
OG0000801	Syac.g_01604	Syaq.g_00343
OG0000802	Syac.g_01608	Syaq.g_00350
OG0000803	Syac.g_01613	Syaq.g_00353
OG0000804	Syac.g_01616	Syaq.g_00358
OG0000805	Syac.g_01620	Syaq.g_00360
OG0000806	Syac.g_01622	Syaq.g_00362
OG0000807	Syac.g_01624	Syaq.g_00364
OG0000808	Syac.g_01625	Syaq.g_00365
OG0000809	Syac.g_01628	Syaq.g_00369
OG0000810	Syac.g_01629	Syaq.g_00370
OG0000811	Syac.g_01637	Syaq.g_00378
OG0000812	Syac.g_01639	Syaq.g_00380
OG0000813	Syac.g_01640	Syaq.g_00381
OG0000814	Syac.g_01642	Syaq.g_00383
OG0000815	Syac.g_01643	Syaq.g_00384
OG0000816	Syac.g_01645	Syaq.g_00386
OG0000817	Syac.g_01646	Syaq.g_00387
OG0000818	Syac.g_01652	Syaq.g_00392
OG0000819	Syac.g_01653	Syaq.g_00393
OG0000820	Syac.g_01654	Syaq.g_00394
OG0000821	Syac.g_01659	Syaq.g_00400
OG0000822	Syac.g_01661	Syaq.g_00402
OG0000823	Syac.g_01662	Syaq.g_00403
OG0000824	Syac.g_01666	Syaq.g_00409
OG0000825	Syac.g_01667	Syaq.g_00410
OG0000826	Syac.g_01668	Syaq.g_00411
OG0000827	Syac.g_01669	Syaq.g_00412
OG0000828	Syac.g_01672	Syaq.g_00415
OG0000829	Syac.g_01673	Syaq.g_00416
OG0000830	Syac.g_01674	Syaq.g_00417
OG0000831	Syac.g_01676	Syaq.g_00419
OG0000832	Syac.g_00623	Syaq.g_01737
OG0000833	Syac.g_00613	Syaq.g_01725
OG0000834	Syac.g_00610	Syaq.g_01724
OG0000835	Syac.g_00609	Syaq.g_01723
OG0000836	Syac.g_00605	Syaq.g_01720
OG0000837	Syac.g_00604	Syaq.g_01719
OG0000838	Syac.g_00600	Syaq.g_01715
OG0000839	Syac.g_00599	Syaq.g_01714
OG0000840	Syac.g_00598	Syaq.g_01713
OG0000841	Syac.g_00597	Syaq.g_01712
OG0000842	Syac.g_00596	Syaq.g_01711
OG0000843	Syac.g_00595	Syaq.g_01710
OG0000844	Syac.g_00593	Syaq.g_01708
OG0000845	Syac.g_00592	Syaq.g_01707
OG0000846	Syac.g_00591	Syaq.g_01706
OG0000847	Syac.g_00590	Syaq.g_01705
OG0000848	Syac.g_00588	Syaq.g_01703
OG0000849	Syac.g_00587	Syaq.g_01702
OG0000850	Syac.g_00585	Syaq.g_01699
OG0000851	Syac.g_00573	Syaq.g_01696
OG0000852	Syac.g_00572	Syaq.g_01695
OG0000853	Syac.g_00568	Syaq.g_01691
OG0000854	Syac.g_00566	Syaq.g_01689
OG0000855	Syac.g_00565	Syaq.g_01688
OG0000856	Syac.g_00964	Syaq.g_02069
OG0000857	Syac.g_01323	Syaq.g_02357
OG0000858	Syac.g_00559	Syaq.g_01682
OG0000859	Syac.g_00558	Syaq.g_01681
OG0000860	Syac.g_00542	Syaq.g_01671
OG0000861	Syac.g_00541	Syaq.g_01670
OG0000862	Syac.g_00540	Syaq.g_01668
OG0000863	Syac.g_00538	Syaq.g_01665
OG0000864	Syac.g_00537	Syaq.g_01664
OG0000865	Syac.g_00533	Syaq.g_01663
OG0000866	Syac.g_00532	Syaq.g_01662
OG0000867	Syac.g_00531	Syaq.g_01661
OG0000868	Syac.g_00529	Syaq.g_01659
OG0000869	Syac.g_00524	Syaq.g_01656
OG0000870	Syac.g_00519	Syaq.g_01651
OG0000871	Syac.g_00518	Syaq.g_01650
OG0000872	Syac.g_00510	Syaq.g_01644
OG0000873	Syac.g_00507	Syaq.g_01641
OG0000874	Syac.g_00512	Syaq.g_01637
OG0000875	Syac.g_00505	Syaq.g_01633
OG0000876	Syac.g_00675	Syaq.g_01631
OG0000877	Syac.g_00671	Syaq.g_01628
OG0000878	Syac.g_00670	Syaq.g_01627
OG0000879	Syac.g_00669	Syaq.g_01626
OG0000880	Syac.g_00668	Syaq.g_01625
OG0000881	Syac.g_00664	Syaq.g_01621
OG0000882	Syac.g_00659	Syaq.g_01616
OG0000883	Syac.g_00656	Syaq.g_01613
OG0000884	Syac.g_00654	Syaq.g_01611
OG0000885	Syac.g_00653	Syaq.g_01610
OG0000886	Syac.g_00652	Syaq.g_01609
OG0000887	Syac.g_00651	Syaq.g_01608
OG0000888	Syac.g_00649	Syaq.g_01606
OG0000889	Syac.g_00647	Syaq.g_01604
OG0000890	Syac.g_00642	Syaq.g_01597
OG0000891	Syac.g_00641	Syaq.g_01596
OG0000892	Syac.g_00638	Syaq.g_01594
OG0000893	Syac.g_02193	Syaq.g_00695
OG0000894	Syac.g_02189	Syaq.g_00692
OG0000895	Syac.g_02185	Syaq.g_00688
OG0000896	Syac.g_02184	Syaq.g_00687
OG0000897	Syac.g_02182	Syaq.g_00685
OG0000898	Syac.g_02181	Syaq.g_00684
OG0000899	Syac.g_02180	Syaq.g_00683
OG0000900	Syac.g_02179	Syaq.g_00682
OG0000901	Syac.g_02174	Syaq.g_00677
OG0000902	Syac.g_02172	Syaq.g_00671
OG0000903	Syac.g_02140	Syaq.g_00655
OG0000904	Syac.g_02145	Syaq.g_00660
OG0000905	Syac.g_02148	Syaq.g_00666
OG0000906	Syac.g_02150	Syaq.g_00669
OG0000907	Syac.g_02138	Syaq.g_00653
OG0000908	Syac.g_02135	Syaq.g_00650
OG0000909	Syac.g_02134	Syaq.g_00649
OG0000910	Syac.g_02133	Syaq.g_00648
OG0000911	Syac.g_02131	Syaq.g_00646
OG0000912	Syac.g_02130	Syaq.g_00645
OG0000913	Syac.g_02129	Syaq.g_00644
OG0000914	Syac.g_02128	Syaq.g_00643
OG0000915	Syac.g_02127	Syaq.g_00641
OG0000916	Syac.g_02126	Syaq.g_00640
OG0000917	Syac.g_02125	Syaq.g_00639
OG0000918	Syac.g_02124	Syaq.g_00638
OG0000919	Syac.g_02123	Syaq.g_00637
OG0000920	Syac.g_02122	Syaq.g_00636
OG0000921	Syac.g_02121	Syaq.g_00635
OG0000922	Syac.g_02120	Syaq.g_00634
OG0000923	Syac.g_02116	Syaq.g_00630
OG0000924	Syac.g_02115	Syaq.g_00629
OG0000925	Syac.g_02114	Syaq.g_00628
OG0000926	Syac.g_02113	Syaq.g_00627
OG0000927	Syac.g_02111	Syaq.g_00625
OG0000928	Syac.g_02110	Syaq.g_00624
OG0000929	Syac.g_02109	Syaq.g_00623
OG0000930	Syac.g_02108	Syaq.g_00622
OG0000931	Syac.g_02107	Syaq.g_00621
OG0000932	Syac.g_02106	Syaq.g_00620
OG0000933	Syac.g_02101	Syaq.g_00614
OG0000934	Syac.g_02099	Syaq.g_00612
OG0000935	Syac.g_02098	Syaq.g_00611
OG0000936	Syac.g_02097	Syaq.g_00610
OG0000937	Syac.g_02096	Syaq.g_00609
OG0000938	Syac.g_02092	Syaq.g_00606
OG0000939	Syac.g_02091	Syaq.g_00604
OG0000940	Syac.g_02084	Syaq.g_00597
OG0000941	Syac.g_02082	Syaq.g_00595
OG0000942	Syac.g_02080	Syaq.g_00593
OG0000943	Syac.g_02079	Syaq.g_00592
OG0000944	Syac.g_02077	Syaq.g_00590
OG0000945	Syac.g_02075	Syaq.g_00588
OG0000946	Syac.g_02071	Syaq.g_00580
OG0000947	Syac.g_02068	Syaq.g_00577
OG0000948	Syac.g_02067	Syaq.g_00576
OG0000949	Syac.g_00205	Syaq.g_00971
OG0000950	Syac.g_00193	Syaq.g_00984
OG0000951	Syac.g_00188	Syaq.g_00991
OG0000952	Syac.g_00183	Syaq.g_01002
OG0000953	Syac.g_00177	Syaq.g_01006
OG0000954	Syac.g_00172	Syaq.g_01012
OG0000955	Syac.g_00171	Syaq.g_01013
OG0000956	Syac.g_00169	Syaq.g_01015
OG0000957	Syac.g_00158	Syaq.g_01026
OG0000958	Syac.g_00157	Syaq.g_01027
OG0000959	Syac.g_00153	Syaq.g_01031
OG0000960	Syac.g_00152	Syaq.g_01032
OG0000961	Syac.g_00147	Syaq.g_01043
OG0000962	Syac.g_00145	Syaq.g_01045
OG0000963	Syac.g_00140	Syaq.g_01049
OG0000964	Syac.g_00139	Syaq.g_01050
OG0000965	Syac.g_00138	Syaq.g_01051
OG0000966	Syac.g_00107	Syaq.g_01060
OG0000967	Syac.g_00075	Syaq.g_01067
OG0000968	Syac.g_00080	Syaq.g_01071
OG0000969	Syac.g_00078	Syaq.g_01078
OG0000970	Syac.g_00077	Syaq.g_01079
OG0000971	Syac.g_00067	Syaq.g_01081
OG0000972	Syac.g_00066	Syaq.g_01082
OG0000973	Syac.g_00065	Syaq.g_01083
OG0000974	Syac.g_00064	Syaq.g_01084
OG0000975	Syac.g_00063	Syaq.g_01085
OG0000976	Syac.g_00062	Syaq.g_01086
OG0000977	Syac.g_00059	Syaq.g_01088
OG0000978	Syac.g_00058	Syaq.g_01091
OG0000979	Syac.g_00055	Syaq.g_01094
OG0000980	Syac.g_00052	Syaq.g_01097
OG0000981	Syac.g_00049	Syaq.g_01100
OG0000982	Syac.g_02354	Syaq.g_01263
OG0000983	Syac.g_02355	Syaq.g_01262
OG0000984	Syac.g_02356	Syaq.g_01261
OG0000985	Syac.g_02359	Syaq.g_01257
OG0000986	Syac.g_02363	Syaq.g_01253
OG0000987	Syac.g_02365	Syaq.g_01251
OG0000988	Syac.g_02370	Syaq.g_01245
OG0000989	Syac.g_02379	Syaq.g_01239
OG0000990	Syac.g_02397	Syaq.g_01229
OG0000991	Syac.g_02400	Syaq.g_01225
OG0000992	Syac.g_02402	Syaq.g_01222
OG0000993	Syac.g_02403	Syaq.g_01221
OG0000994	Syac.g_02405	Syaq.g_01218
OG0000995	Syac.g_02410	Syaq.g_01212
OG0000996	Syac.g_02454	Syaq.g_01193
OG0000997	Syac.g_02464	Syaq.g_01184
OG0000998	Syac.g_02466	Syaq.g_01182
OG0000999	Syac.g_02467	Syaq.g_01181
OG0001000	Syac.g_02470	Syaq.g_01177
OG0001001	Syac.g_02475	Syaq.g_01172
OG0001002	Syac.g_02481	Syaq.g_01165
OG0001003	Syac.g_02483	Syaq.g_01163
OG0001004	Syac.g_02484	Syaq.g_01162
OG0001005	Syac.g_02485	Syaq.g_01161
OG0001006	Syac.g_02492	Syaq.g_01152
OG0001007	Syac.g_02494	Syaq.g_01150
OG0001008	Syac.g_00693	Syaq.g_00500
OG0001009	Syac.g_00030	Syaq.g_01118
OG0001010	Syac.g_00031	Syaq.g_01117
OG0001011	Syac.g_00032	Syaq.g_01115
OG0001012	Syac.g_02351	Syaq.g_01267
OG0001013	Syac.g_02337	Syaq.g_01289
OG0001014	Syac.g_02333	Syaq.g_01295
OG0001015	Syac.g_02332	Syaq.g_01296
OG0001016	Syac.g_00446	Syaq.g_01554
OG0001017	Syac.g_00440	Syaq.g_01548
OG0001018	Syac.g_00438	Syaq.g_01546
OG0001019	Syac.g_00422	Syaq.g_01524
OG0001020	Syac.g_00417	Syaq.g_01510
OG0001021	Syac.g_00413	Syaq.g_01506
OG0001022	Syac.g_00410	Syaq.g_01501
OG0001023	Syac.g_00409	Syaq.g_01500
OG0001024	Syac.g_00405	Syaq.g_01496
OG0001025	Syac.g_00399	Syaq.g_01490
OG0001026	Syac.g_00386	Syaq.g_01477
OG0001027	Syac.g_00380	Syaq.g_01474
OG0001028	Syac.g_00378	Syaq.g_01472
OG0001029	Syac.g_00376	Syaq.g_01470
OG0001030	Syac.g_00356	Syaq.g_01450
OG0001031	Syac.g_02266	Syaq.g_01378
OG0001032	Syac.g_02268	Syaq.g_01376
OG0001033	Syac.g_02298	Syaq.g_01344
OG0001034	Syac.g_01968	Syaq.g_01579
OG0001036	Syac.g_02221	Syaq.g_00731
OG0001037	Syac.g_02223	Syaq.g_00733
OG0001038	Syac.g_02251	Syaq.g_00761
OG0001039	Syac.g_02254	Syaq.g_00764
OG0001040	Syac.g_00292	Syaq.g_00767
OG0001041	Syac.g_00287	Syaq.g_00772
OG0001042	Syac.g_00258	Syaq.g_00858
OG0001044	Syac.g_02021	Syaq.g_00560
OG0001045	Syac.g_02008	Syaq.g_00547
OG0001046	Syac.g_01207	Syaq.g_02509
OG0001047	Syac.g_00695	Syaq.g_00498
OG0001048	Syac.g_00696	Syaq.g_00497
OG0001049	Syac.g_00703	Syaq.g_00494
OG0001050	Syac.g_00704	Syaq.g_00493
OG0001051	Syac.g_00705	Syaq.g_00492
OG0001052	Syac.g_01704	Syaq.g_00446
OG0001053	Syac.g_01901	Syaq.g_01775
OG0001054	Syac.g_01884	Syaq.g_01794
OG0001055	Syac.g_01863	Syaq.g_01815
OG0001056	Syac.g_01831	Syaq.g_01843
OG0001057	Syac.g_01825	Syaq.g_00334
OG0001058	Syac.g_01810	Syaq.g_01931
OG0001059	Syac.g_01806	Syaq.g_01935
OG0001060	Syac.g_01799	Syaq.g_01941
OG0001061	Syac.g_01779	Syaq.g_01961
OG0001062	Syac.g_01777	Syaq.g_01963
OG0001063	Syac.g_01773	Syaq.g_01968
OG0001064	Syac.g_01772	Syaq.g_01969
OG0001065	Syac.g_01771	Syaq.g_01970
OG0001066	Syac.g_01770	Syaq.g_01971
OG0001067	Syac.g_01769	Syaq.g_01972
OG0001068	Syac.g_01768	Syaq.g_01973
OG0001069	Syac.g_01767	Syaq.g_01974
OG0001070	Syac.g_01764	Syaq.g_01978
OG0001071	Syac.g_01763	Syaq.g_01979
OG0001072	Syac.g_01758	Syaq.g_01983
OG0001074	Syac.g_00945	Syaq.g_02132
OG0001075	Syac.g_00946	Syaq.g_02025
OG0001076	Syac.g_00956	Syaq.g_02060
OG0001077	Syac.g_00967	Syaq.g_02071
OG0001078	Syac.g_00980	Syaq.g_02083
OG0001079	Syac.g_00993	Syaq.g_02100
OG0001080	Syac.g_01092	Syaq.g_02161
OG0001081	Syac.g_01432	Syaq.g_02232
OG0001082	Syac.g_01431	Syaq.g_02233
OG0001083	Syac.g_01424	Syaq.g_02240
OG0001084	Syac.g_01423	Syaq.g_02241
OG0001085	Syac.g_01412	Syaq.g_02251
OG0001086	Syac.g_01410	Syaq.g_02253
OG0001087	Syac.g_00923	Syaq.g_02574
OG0001088	Syac.g_00920	Syaq.g_02576
OG0001089	Syac.g_00896	Syaq.g_02604
OG0001090	Syac.g_01286	Syaq.g_00024
OG0001091	Syac.g_01284	Syaq.g_00027
OG0001092	Syac.g_01282	Syaq.g_00029
OG0001093	Syac.g_01276	Syaq.g_00035
OG0001094	Syac.g_01347	Syaq.g_02334
OG0001095	Syac.g_01326	Syaq.g_02354
OG0001096	Syac.g_01310	Syaq.g_02370
OG0001097	Syac.g_00834	Syaq.g_02393
OG0001098	Syac.g_01096	Syaq.g_02415
OG0001099	Syac.g_00377	Syaq.g_01471
OG0001100	Syac.g_01402	Syaq.g_02262
OG0001101	Syac.g_01401	Syaq.g_02263
OG0001102	Syac.g_01398	Syaq.g_02266
OG0001103	Syac.g_01395	Syaq.g_02268
OG0001104	Syac.g_01364	Syaq.g_02316
OG0001105	Syac.g_01360	Syaq.g_02320
OG0001106	Syac.g_01166	Syaq.g_02471
OG0001108	Syac.g_01188	Syaq.g_02491
OG0001109	Syac.g_01190	Syaq.g_02493
OG0001110	Syac.g_01192	Syaq.g_02495
OG0001111	Syac.g_01194	Syaq.g_02497
OG0001112	Syac.g_01196	Syaq.g_02499
OG0001113	Syac.g_01197	Syaq.g_02539
OG0001114	Syac.g_01198	Syaq.g_02500
OG0001115	Syac.g_01202	Syaq.g_02504
OG0001116	Syac.g_01204	Syaq.g_02506
OG0001117	Syac.g_01205	Syaq.g_02507
OG0001118	Syac.g_01206	Syaq.g_02508
OG0001119	Syac.g_01208	Syaq.g_02510
OG0001120	Syac.g_01213	Syaq.g_02514
OG0001121	Syac.g_01949, Syac.g_01170	Syaq.g_01919
OG0001122	Syac.g_01238	Syaq.g_00069
OG0001123	Syac.g_01245	Syaq.g_00061
OG0001124	Syac.g_01247	Syaq.g_00060
OG0001125	Syac.g_01249	Syaq.g_00058
OG0001126	Syac.g_00870	Syaq.g_02693
OG0001127	Syac.g_00871	Syaq.g_02692
OG0001128	Syac.g_00875	Syaq.g_02689
