Orthogroup	Syac	Prbi
OG0000560	Syac.g_01805	Prbi.g_00557
OG0000561	Syac.g_01804	Prbi.g_00558
OG0000562	Syac.g_01803	Prbi.g_00559
OG0000563	Syac.g_01802	Prbi.g_00560
OG0000564	Syac.g_01801	Prbi.g_00561
OG0000565	Syac.g_01797	Prbi.g_00564
OG0000566	Syac.g_01793	Prbi.g_00566
OG0000567	Syac.g_01789	Prbi.g_00570
OG0000568	Syac.g_01786	Prbi.g_00571
OG0000569	Syac.g_01785	Prbi.g_00572
OG0000570	Syac.g_01784	Prbi.g_00573
OG0000571	Syac.g_01780	Prbi.g_00575
OG0000572	Syac.g_01765	Prbi.g_00588
OG0000573	Syac.g_01755	Prbi.g_00594
OG0000574	Syac.g_01754	Prbi.g_00595
OG0000575	Syac.g_01750	Prbi.g_00599
OG0000576	Syac.g_01748	Prbi.g_00601
OG0000577	Syac.g_01747	Prbi.g_00602
OG0000578	Syac.g_01746	Prbi.g_00603
OG0000579	Syac.g_01745	Prbi.g_00604
OG0000580	Syac.g_01744	Prbi.g_00605
OG0000581	Syac.g_01738	Prbi.g_00607
OG0000582	Syac.g_00936	Prbi.g_00610
OG0000583	Syac.g_00937	Prbi.g_00611
OG0000584	Syac.g_00938	Prbi.g_00612
OG0000585	Syac.g_00940	Prbi.g_00614
OG0000586	Syac.g_00941	Prbi.g_00615
OG0000587	Syac.g_00943	Prbi.g_00616
OG0000588	Syac.g_00949	Prbi.g_00620
OG0000589	Syac.g_00953	Prbi.g_00623
OG0000590	Syac.g_00954	Prbi.g_00624
OG0000591	Syac.g_00961	Prbi.g_00627
OG0000592	Syac.g_00962	Prbi.g_00628
OG0000593	Syac.g_00975	Prbi.g_00635
OG0000594	Syac.g_00976	Prbi.g_00636
OG0000595	Syac.g_00977	Prbi.g_00637
OG0000596	Syac.g_00982	Prbi.g_00641
OG0000597	Syac.g_00985	Prbi.g_00643
OG0000598	Syac.g_00986	Prbi.g_00644
OG0000599	Syac.g_00989	Prbi.g_00647
OG0000600	Syac.g_00990	Prbi.g_00648
OG0000601	Syac.g_00991	Prbi.g_00649
OG0000602	Syac.g_00996	Prbi.g_00651
OG0000603	Syac.g_00997	Prbi.g_00652
OG0000604	Syac.g_01001	Prbi.g_00653
OG0000605	Syac.g_01089	Prbi.g_00654
OG0000606	Syac.g_01434	Prbi.g_00657
OG0000607	Syac.g_01430	Prbi.g_00660
OG0000608	Syac.g_01429	Prbi.g_00661
OG0000609	Syac.g_01427	Prbi.g_00662
OG0000610	Syac.g_01419	Prbi.g_00667
OG0000611	Syac.g_01416	Prbi.g_00670
OG0000612	Syac.g_01415	Prbi.g_00671
OG0000613	Syac.g_00231	Prbi.g_00676
OG0000614	Syac.g_00911	Prbi.g_00695
OG0000615	Syac.g_01377	Prbi.g_00704
OG0000616	Syac.g_02478	Prbi.g_00708
OG0000617	Syac.g_01280	Prbi.g_00751
OG0000618	Syac.g_01279	Prbi.g_00752
OG0000619	Syac.g_01278	Prbi.g_00753
OG0000620	Syac.g_01270	Prbi.g_00756
OG0000621	Syac.g_01269	Prbi.g_00757
OG0000622	Syac.g_01268	Prbi.g_00758
OG0000623	Syac.g_01267	Prbi.g_00759
OG0000624	Syac.g_01265	Prbi.g_00760
OG0000625	Syac.g_01264	Prbi.g_00761
OG0000626	Syac.g_01263	Prbi.g_00762
OG0000627	Syac.g_01126	Prbi.g_00763
OG0000628	Syac.g_01127	Prbi.g_00764
OG0000629	Syac.g_01130	Prbi.g_00765
OG0000630	Syac.g_01134	Prbi.g_00768
OG0000631	Syac.g_01139	Prbi.g_00838
OG0000632	Syac.g_01140	Prbi.g_00839
OG0000633	Syac.g_01141	Prbi.g_00840
OG0000634	Syac.g_01345	Prbi.g_00843
OG0000635	Syac.g_01344	Prbi.g_00844
OG0000636	Syac.g_01342	Prbi.g_00846
OG0000637	Syac.g_01340	Prbi.g_00848
OG0000638	Syac.g_01339	Prbi.g_00849
OG0000639	Syac.g_01338	Prbi.g_00850
OG0000640	Syac.g_01337	Prbi.g_00851
OG0000641	Syac.g_01333	Prbi.g_00855
OG0000642	Syac.g_01332	Prbi.g_00856
OG0000643	Syac.g_01330	Prbi.g_00857
OG0000644	Syac.g_01329	Prbi.g_00858
OG0000645	Syac.g_01327	Prbi.g_00859
OG0000646	Syac.g_01324	Prbi.g_00861
OG0000647	Syac.g_01322	Prbi.g_00862
OG0000648	Syac.g_01319	Prbi.g_00864
OG0000649	Syac.g_01318	Prbi.g_00865
OG0000650	Syac.g_01317	Prbi.g_00866
OG0000651	Syac.g_01316	Prbi.g_00867
OG0000652	Syac.g_01315	Prbi.g_00868
OG0000653	Syac.g_01313	Prbi.g_00870
OG0000654	Syac.g_01312	Prbi.g_00871
OG0000655	Syac.g_01311	Prbi.g_00872
OG0000656	Syac.g_01308	Prbi.g_00875
OG0000657	Syac.g_00846	Prbi.g_00883
OG0000658	Syac.g_00842	Prbi.g_00884
OG0000659	Syac.g_00841	Prbi.g_00885
OG0000660	Syac.g_00837	Prbi.g_00889
OG0000661	Syac.g_00835	Prbi.g_00891
OG0000662	Syac.g_00833	Prbi.g_00893
OG0000663	Syac.g_00830	Prbi.g_00895
OG0000664	Syac.g_00829	Prbi.g_00896
OG0000665	Syac.g_01018	Prbi.g_00900
OG0000666	Syac.g_01088	Prbi.g_00901
OG0000667	Syac.g_02165	Prbi.g_00905
OG0000668	Syac.g_01239	Prbi.g_00934
OG0000669	Syac.g_01404	Prbi.g_00942
OG0000670	Syac.g_00580	Prbi.g_00944
OG0000671	Syac.g_01400	Prbi.g_00946
OG0000672	Syac.g_01396	Prbi.g_00949
OG0000673	Syac.g_01393	Prbi.g_00952
OG0000674	Syac.g_01391	Prbi.g_00954
OG0000675	Syac.g_01390	Prbi.g_00955
OG0000676	Syac.g_01388	Prbi.g_00957
OG0000677	Syac.g_01387	Prbi.g_00958
OG0000678	Syac.g_01384	Prbi.g_00960
OG0000679	Syac.g_01375	Prbi.g_00964
OG0000680	Syac.g_01374	Prbi.g_00965
OG0000681	Syac.g_01371	Prbi.g_00968
OG0000682	Syac.g_01370	Prbi.g_00969
OG0000683	Syac.g_01369	Prbi.g_00970
OG0000684	Syac.g_01365	Prbi.g_00971
OG0000685	Syac.g_01363	Prbi.g_00973
OG0000686	Syac.g_01362	Prbi.g_00974
OG0000687	Syac.g_01361	Prbi.g_00975
OG0000688	Syac.g_01356	Prbi.g_00978
OG0000689	Syac.g_01354	Prbi.g_00979
OG0000690	Syac.g_01353	Prbi.g_00980
OG0000691	Syac.g_01352	Prbi.g_00981
OG0000692	Syac.g_01351	Prbi.g_00983
OG0000693	Syac.g_01349	Prbi.g_00984
OG0000694	Syac.g_01348	Prbi.g_00985
OG0000695	Syac.g_01143	Prbi.g_00987
OG0000696	Syac.g_01144	Prbi.g_00988
OG0000697	Syac.g_01146	Prbi.g_00989
OG0000698	Syac.g_01149	Prbi.g_00992
OG0000699	Syac.g_01151	Prbi.g_00993
OG0000700	Syac.g_01152	Prbi.g_00994
OG0000701	Syac.g_01153	Prbi.g_00995
OG0000702	Syac.g_01161	Prbi.g_00997
OG0000703	Syac.g_01162	Prbi.g_00998
OG0000704	Syac.g_01165	Prbi.g_00999
OG0000705	Syac.g_01174	Prbi.g_01003
OG0000706	Syac.g_01175	Prbi.g_01004
OG0000707	Syac.g_01176	Prbi.g_01005
OG0000708	Syac.g_01179	Prbi.g_01006
OG0000709	Syac.g_01187	Prbi.g_01010
OG0000710	Syac.g_01191	Prbi.g_01013
OG0000711	Syac.g_01220	Prbi.g_01030
OG0000712	Syac.g_01221	Prbi.g_01032
OG0000713	Syac.g_01222	Prbi.g_01033
OG0000714	Syac.g_01224	Prbi.g_01034
OG0000715	Syac.g_01226	Prbi.g_01036
OG0000716	Syac.g_01230	Prbi.g_01038
OG0000717	Syac.g_01231	Prbi.g_01039
OG0000718	Syac.g_01235	Prbi.g_01055
OG0000719	Syac.g_01237	Prbi.g_01057
OG0000720	Syac.g_01250	Prbi.g_01066
OG0000721	Syac.g_01252	Prbi.g_01068
OG0000722	Syac.g_01253	Prbi.g_01069
OG0000723	Syac.g_01261	Prbi.g_01072
OG0000724	Syac.g_00879	Prbi.g_01081
OG0000725	Syac.g_00887	Prbi.g_01087
OG0000726	Syac.g_00888	Prbi.g_01088
OG0000727	Syac.g_00889	Prbi.g_01089
OG0000728	Syac.g_00891	Prbi.g_01091
OG0000729	Syac.g_00144	Prbi.g_01138
OG0000730	Syac.g_02024	Prbi.g_01142
OG0000731	Syac.g_02011	Prbi.g_01146
OG0000732	Syac.g_00051	Prbi.g_01155
OG0000733	Syac.g_02386	Prbi.g_01175
OG0000734	Syac.g_00388	Prbi.g_01192
OG0000735	Syac.g_00750	Prbi.g_01194
OG0000736	Syac.g_00751	Prbi.g_01195
OG0000737	Syac.g_00752	Prbi.g_01196
OG0000738	Syac.g_00757	Prbi.g_01200
OG0000739	Syac.g_00762	Prbi.g_01201
OG0000740	Syac.g_00763	Prbi.g_01202
OG0000741	Syac.g_00766	Prbi.g_01203
OG0000742	Syac.g_00768	Prbi.g_01206
OG0000743	Syac.g_00770	Prbi.g_01208
OG0000744	Syac.g_00771	Prbi.g_01209
OG0000745	Syac.g_00773	Prbi.g_01210
OG0000746	Syac.g_00776	Prbi.g_01212
OG0000747	Syac.g_00777	Prbi.g_01213
OG0000748	Syac.g_00787	Prbi.g_01216
OG0000749	Syac.g_00789	Prbi.g_01217
OG0000750	Syac.g_00790	Prbi.g_01218
OG0000751	Syac.g_00797	Prbi.g_01220
OG0000752	Syac.g_00799	Prbi.g_01222
OG0000753	Syac.g_00802	Prbi.g_01225
OG0000754	Syac.g_01471	Prbi.g_01228
OG0000755	Syac.g_01479	Prbi.g_01231
OG0000756	Syac.g_01480	Prbi.g_01232
OG0000757	Syac.g_01492	Prbi.g_01238
OG0000758	Syac.g_01493	Prbi.g_01239
OG0000759	Syac.g_01494	Prbi.g_01240
OG0000760	Syac.g_01495	Prbi.g_01241
OG0000761	Syac.g_01496	Prbi.g_01242
OG0000762	Syac.g_01498	Prbi.g_01243
OG0000763	Syac.g_01500	Prbi.g_01245
OG0000764	Syac.g_01501	Prbi.g_01246
OG0000765	Syac.g_01515	Prbi.g_01255
OG0000766	Syac.g_01516	Prbi.g_01256
OG0000767	Syac.g_01518	Prbi.g_01258
OG0000768	Syac.g_01519	Prbi.g_01259
OG0000769	Syac.g_01521	Prbi.g_01261
OG0000770	Syac.g_01524	Prbi.g_01263
OG0000771	Syac.g_00873	Prbi.g_01277
OG0000772	Syac.g_01569	Prbi.g_01363
OG0000773	Syac.g_00741	Prbi.g_01382
OG0000774	Syac.g_00737	Prbi.g_01384
OG0000775	Syac.g_00735	Prbi.g_01386
OG0000776	Syac.g_00734	Prbi.g_01387
OG0000777	Syac.g_00733	Prbi.g_01388
OG0000778	Syac.g_00732	Prbi.g_01389
OG0000779	Syac.g_00727	Prbi.g_01393
OG0000780	Syac.g_00723	Prbi.g_01394
OG0000781	Syac.g_00719	Prbi.g_01397
OG0000782	Syac.g_00718	Prbi.g_01398
OG0000783	Syac.g_00717	Prbi.g_01399
OG0000784	Syac.g_00716	Prbi.g_01400
OG0000785	Syac.g_00714	Prbi.g_01402
OG0000786	Syac.g_01730	Prbi.g_01404
OG0000787	Syac.g_01731	Prbi.g_01405
OG0000788	Syac.g_00992	Prbi.g_01426
OG0000789	Syac.g_01111	Prbi.g_01429
OG0000790	Syac.g_01921	Prbi.g_01444
OG0000791	Syac.g_01922	Prbi.g_01446
OG0000792	Syac.g_01923	Prbi.g_01447
OG0000793	Syac.g_01928	Prbi.g_01450
OG0000794	Syac.g_01929	Prbi.g_01451
OG0000795	Syac.g_01930	Prbi.g_01452
OG0000796	Syac.g_01934	Prbi.g_01456
OG0000797	Syac.g_01935	Prbi.g_01457
OG0000799	Syac.g_01602	Prbi.g_01571
OG0000800	Syac.g_01603	Prbi.g_01572
OG0000801	Syac.g_01604	Prbi.g_01573
OG0000802	Syac.g_01608	Prbi.g_01575
OG0000803	Syac.g_01613	Prbi.g_01577
OG0000804	Syac.g_01616	Prbi.g_01578
OG0000805	Syac.g_01620	Prbi.g_01580
OG0000806	Syac.g_01622	Prbi.g_01582
OG0000807	Syac.g_01624	Prbi.g_01583
OG0000808	Syac.g_01625	Prbi.g_01584
OG0000809	Syac.g_01628	Prbi.g_01587
OG0000810	Syac.g_01629	Prbi.g_01588
OG0000811	Syac.g_01637	Prbi.g_01594
OG0000812	Syac.g_01639	Prbi.g_01596
OG0000813	Syac.g_01640	Prbi.g_01597
OG0000814	Syac.g_01642	Prbi.g_01599
OG0000815	Syac.g_01643	Prbi.g_01600
OG0000816	Syac.g_01645	Prbi.g_01602
OG0000817	Syac.g_01646	Prbi.g_01603
OG0000818	Syac.g_01652	Prbi.g_01608
OG0000819	Syac.g_01653	Prbi.g_01609
OG0000820	Syac.g_01654	Prbi.g_01610
OG0000821	Syac.g_01659	Prbi.g_01613
OG0000822	Syac.g_01661	Prbi.g_01614
OG0000823	Syac.g_01662	Prbi.g_01615
OG0000824	Syac.g_01666	Prbi.g_01618
OG0000825	Syac.g_01667	Prbi.g_01619
OG0000826	Syac.g_01668	Prbi.g_01620
OG0000827	Syac.g_01669	Prbi.g_01621
OG0000828	Syac.g_01672	Prbi.g_01624
OG0000829	Syac.g_01673	Prbi.g_01625
OG0000830	Syac.g_01674	Prbi.g_01626
OG0000831	Syac.g_01676	Prbi.g_01628
OG0000832	Syac.g_00623	Prbi.g_01634
OG0000833	Syac.g_00613	Prbi.g_01642
OG0000834	Syac.g_00610	Prbi.g_01643
OG0000835	Syac.g_00609	Prbi.g_01644
OG0000836	Syac.g_00605	Prbi.g_01645
OG0000837	Syac.g_00604	Prbi.g_01646
OG0000838	Syac.g_00600	Prbi.g_01648
OG0000839	Syac.g_00599	Prbi.g_01649
OG0000840	Syac.g_00598	Prbi.g_01650
OG0000841	Syac.g_00597	Prbi.g_01651
OG0000842	Syac.g_00596	Prbi.g_01652
OG0000843	Syac.g_00595	Prbi.g_01653
OG0000844	Syac.g_00593	Prbi.g_01654
OG0000845	Syac.g_00592	Prbi.g_01655
OG0000846	Syac.g_00591	Prbi.g_01656
OG0000847	Syac.g_00590	Prbi.g_01657
OG0000848	Syac.g_00588	Prbi.g_01658
OG0000849	Syac.g_00587	Prbi.g_01659
OG0000850	Syac.g_00585	Prbi.g_01661
OG0000851	Syac.g_00573	Prbi.g_01662
OG0000852	Syac.g_00572	Prbi.g_01663
OG0000853	Syac.g_00568	Prbi.g_01667
OG0000854	Syac.g_00566	Prbi.g_01669
OG0000855	Syac.g_00565	Prbi.g_01670
OG0000856	Syac.g_00964	Prbi.g_01685
OG0000857	Syac.g_01323	Prbi.g_01711
OG0000858	Syac.g_00559	Prbi.g_01781
OG0000859	Syac.g_00558	Prbi.g_01782
OG0000860	Syac.g_00542	Prbi.g_01789
OG0000861	Syac.g_00541	Prbi.g_01790
OG0000862	Syac.g_00540	Prbi.g_01791
OG0000863	Syac.g_00538	Prbi.g_01793
OG0000864	Syac.g_00537	Prbi.g_01794
OG0000865	Syac.g_00533	Prbi.g_01795
OG0000866	Syac.g_00532	Prbi.g_01796
OG0000867	Syac.g_00531	Prbi.g_01797
OG0000868	Syac.g_00529	Prbi.g_01798
OG0000869	Syac.g_00524	Prbi.g_01802
OG0000870	Syac.g_00519	Prbi.g_01807
OG0000871	Syac.g_00518	Prbi.g_01808
OG0000872	Syac.g_00510	Prbi.g_01809
OG0000873	Syac.g_00507	Prbi.g_01812
OG0000874	Syac.g_00512	Prbi.g_01815
OG0000875	Syac.g_00505	Prbi.g_01816
OG0000876	Syac.g_00675	Prbi.g_01817
OG0000877	Syac.g_00671	Prbi.g_01819
OG0000878	Syac.g_00670	Prbi.g_01820
OG0000879	Syac.g_00669	Prbi.g_01821
OG0000880	Syac.g_00668	Prbi.g_01822
OG0000881	Syac.g_00664	Prbi.g_01826
OG0000882	Syac.g_00659	Prbi.g_01831
OG0000883	Syac.g_00656	Prbi.g_01832
OG0000884	Syac.g_00654	Prbi.g_01834
OG0000885	Syac.g_00653	Prbi.g_01835
OG0000886	Syac.g_00652	Prbi.g_01836
OG0000887	Syac.g_00651	Prbi.g_01837
OG0000888	Syac.g_00649	Prbi.g_01839
OG0000889	Syac.g_00647	Prbi.g_01841
OG0000890	Syac.g_00642	Prbi.g_01842
OG0000891	Syac.g_00641	Prbi.g_01843
OG0000892	Syac.g_00638	Prbi.g_01845
OG0000893	Syac.g_02193	Prbi.g_01848
OG0000894	Syac.g_02189	Prbi.g_01850
OG0000895	Syac.g_02185	Prbi.g_01853
OG0000896	Syac.g_02184	Prbi.g_01854
OG0000897	Syac.g_02182	Prbi.g_01856
OG0000898	Syac.g_02181	Prbi.g_01857
OG0000899	Syac.g_02180	Prbi.g_01858
OG0000900	Syac.g_02179	Prbi.g_01859
OG0000901	Syac.g_02174	Prbi.g_01863
OG0000902	Syac.g_02172	Prbi.g_01865
OG0000903	Syac.g_02140	Prbi.g_01868
OG0000904	Syac.g_02145	Prbi.g_01870
OG0000905	Syac.g_02148	Prbi.g_01875
OG0000906	Syac.g_02150	Prbi.g_01876
OG0000907	Syac.g_02138	Prbi.g_01896
OG0000908	Syac.g_02135	Prbi.g_01899
OG0000909	Syac.g_02134	Prbi.g_01900
OG0000910	Syac.g_02133	Prbi.g_01901
OG0000911	Syac.g_02131	Prbi.g_01903
OG0000912	Syac.g_02130	Prbi.g_01904
OG0000913	Syac.g_02129	Prbi.g_01905
OG0000914	Syac.g_02128	Prbi.g_01906
OG0000915	Syac.g_02127	Prbi.g_01907
OG0000916	Syac.g_02126	Prbi.g_01908
OG0000917	Syac.g_02125	Prbi.g_01909
OG0000918	Syac.g_02124	Prbi.g_01910
OG0000919	Syac.g_02123	Prbi.g_01911
OG0000920	Syac.g_02122	Prbi.g_01912
OG0000921	Syac.g_02121	Prbi.g_01913
OG0000922	Syac.g_02120	Prbi.g_01914
OG0000923	Syac.g_02116	Prbi.g_01918
OG0000924	Syac.g_02115	Prbi.g_01919
OG0000925	Syac.g_02114	Prbi.g_01920
OG0000926	Syac.g_02113	Prbi.g_01921
OG0000927	Syac.g_02111	Prbi.g_01923
OG0000928	Syac.g_02110	Prbi.g_01924
OG0000929	Syac.g_02109	Prbi.g_01925
OG0000930	Syac.g_02108	Prbi.g_01926
OG0000931	Syac.g_02107	Prbi.g_01927
OG0000932	Syac.g_02106	Prbi.g_01928
OG0000933	Syac.g_02101	Prbi.g_01932
OG0000934	Syac.g_02099	Prbi.g_01934
OG0000935	Syac.g_02098	Prbi.g_01935
OG0000936	Syac.g_02097	Prbi.g_01936
OG0000937	Syac.g_02096	Prbi.g_01937
OG0000938	Syac.g_02092	Prbi.g_01939
OG0000939	Syac.g_02091	Prbi.g_01940
OG0000940	Syac.g_02084	Prbi.g_01947
OG0000941	Syac.g_02082	Prbi.g_01949
OG0000942	Syac.g_02080	Prbi.g_01951
OG0000943	Syac.g_02079	Prbi.g_01952
OG0000944	Syac.g_02077	Prbi.g_01953
OG0000945	Syac.g_02075	Prbi.g_01954
OG0000946	Syac.g_02071	Prbi.g_01958
OG0000947	Syac.g_02068	Prbi.g_01960
OG0000948	Syac.g_02067	Prbi.g_01961
OG0000949	Syac.g_00205	Prbi.g_01964
OG0000950	Syac.g_00193	Prbi.g_01969
OG0000951	Syac.g_00188	Prbi.g_01973
OG0000952	Syac.g_00183	Prbi.g_01977
OG0000953	Syac.g_00177	Prbi.g_01980
OG0000954	Syac.g_00172	Prbi.g_01984
OG0000955	Syac.g_00171	Prbi.g_01985
OG0000956	Syac.g_00169	Prbi.g_01987
OG0000957	Syac.g_00158	Prbi.g_01992
OG0000958	Syac.g_00157	Prbi.g_01993
OG0000959	Syac.g_00153	Prbi.g_01997
OG0000960	Syac.g_00152	Prbi.g_01998
OG0000961	Syac.g_00147	Prbi.g_02000
OG0000962	Syac.g_00145	Prbi.g_02002
OG0000963	Syac.g_00140	Prbi.g_02006
OG0000964	Syac.g_00139	Prbi.g_02007
OG0000965	Syac.g_00138	Prbi.g_02008
OG0000966	Syac.g_00107	Prbi.g_02027
OG0000967	Syac.g_00075	Prbi.g_02032
OG0000968	Syac.g_00080	Prbi.g_02034
OG0000969	Syac.g_00078	Prbi.g_02035
OG0000970	Syac.g_00077	Prbi.g_02036
OG0000971	Syac.g_00067	Prbi.g_02037
OG0000972	Syac.g_00066	Prbi.g_02038
OG0000973	Syac.g_00065	Prbi.g_02039
OG0000974	Syac.g_00064	Prbi.g_02040
OG0000975	Syac.g_00063	Prbi.g_02041
OG0000976	Syac.g_00062	Prbi.g_02042
OG0000977	Syac.g_00059	Prbi.g_02043
OG0000978	Syac.g_00058	Prbi.g_02044
OG0000979	Syac.g_00055	Prbi.g_02047
OG0000980	Syac.g_00052	Prbi.g_02049
OG0000981	Syac.g_00049	Prbi.g_02051
OG0000982	Syac.g_02354	Prbi.g_02053
OG0000983	Syac.g_02355	Prbi.g_02054
OG0000984	Syac.g_02356	Prbi.g_02055
OG0000985	Syac.g_02359	Prbi.g_02058
OG0000986	Syac.g_02363	Prbi.g_02060
OG0000987	Syac.g_02365	Prbi.g_02061
OG0000988	Syac.g_02370	Prbi.g_02064
OG0000989	Syac.g_02379	Prbi.g_02068
OG0000990	Syac.g_02397	Prbi.g_02071
OG0000991	Syac.g_02400	Prbi.g_02072
OG0000992	Syac.g_02402	Prbi.g_02074
OG0000993	Syac.g_02403	Prbi.g_02075
OG0000994	Syac.g_02405	Prbi.g_02076
OG0000995	Syac.g_02410	Prbi.g_02080
OG0000996	Syac.g_02454	Prbi.g_02081
OG0000997	Syac.g_02464	Prbi.g_02082
OG0000998	Syac.g_02466	Prbi.g_02084
OG0000999	Syac.g_02467	Prbi.g_02085
OG0001000	Syac.g_02470	Prbi.g_02088
OG0001001	Syac.g_02475	Prbi.g_02090
OG0001002	Syac.g_02481	Prbi.g_02094
OG0001003	Syac.g_02483	Prbi.g_02095
OG0001004	Syac.g_02484	Prbi.g_02096
OG0001005	Syac.g_02485	Prbi.g_02097
OG0001006	Syac.g_02492	Prbi.g_02101
OG0001007	Syac.g_02494	Prbi.g_02103
OG0001008	Syac.g_00693	Prbi.g_00438
OG0001009	Syac.g_00030	Prbi.g_00027
OG0001010	Syac.g_00031	Prbi.g_00028
OG0001011	Syac.g_00032	Prbi.g_00029
OG0001012	Syac.g_02351	Prbi.g_00052
OG0001013	Syac.g_02337	Prbi.g_00059
OG0001014	Syac.g_02333	Prbi.g_00062
OG0001015	Syac.g_02332	Prbi.g_00063
OG0001016	Syac.g_00446	Prbi.g_00080
OG0001017	Syac.g_00440	Prbi.g_00084
OG0001018	Syac.g_00438	Prbi.g_00087
OG0001019	Syac.g_00422	Prbi.g_00096
OG0001020	Syac.g_00417	Prbi.g_00097
OG0001021	Syac.g_00413	Prbi.g_00098
OG0001022	Syac.g_00410	Prbi.g_00101
OG0001023	Syac.g_00409	Prbi.g_00102
OG0001024	Syac.g_00405	Prbi.g_00105
OG0001025	Syac.g_00399	Prbi.g_00111
OG0001026	Syac.g_00386	Prbi.g_00118
OG0001027	Syac.g_00380	Prbi.g_00119
OG0001028	Syac.g_00378	Prbi.g_00121
OG0001029	Syac.g_00376	Prbi.g_00123
OG0001030	Syac.g_00356	Prbi.g_00138
OG0001031	Syac.g_02266	Prbi.g_00210
OG0001032	Syac.g_02268	Prbi.g_00211
OG0001033	Syac.g_02298	Prbi.g_00232
OG0001034	Syac.g_01968	Prbi.g_00260
OG0001036	Syac.g_02221	Prbi.g_00283
OG0001037	Syac.g_02223	Prbi.g_00284
OG0001038	Syac.g_02251	Prbi.g_00302
OG0001039	Syac.g_02254	Prbi.g_00305
OG0001040	Syac.g_00292	Prbi.g_00307
OG0001041	Syac.g_00287	Prbi.g_00311
OG0001042	Syac.g_00258	Prbi.g_00328
OG0001043	Syac.g_00254	Prbi.g_00329
OG0001044	Syac.g_02021	Prbi.g_00357
OG0001045	Syac.g_02008	Prbi.g_00366
OG0001046	Syac.g_01207	Prbi.g_00403
OG0001047	Syac.g_00695	Prbi.g_00440
OG0001048	Syac.g_00696	Prbi.g_00441
OG0001049	Syac.g_00703	Prbi.g_00443
OG0001050	Syac.g_00704	Prbi.g_00444
OG0001051	Syac.g_00705	Prbi.g_00445
OG0001052	Syac.g_01704	Prbi.g_00474
OG0001053	Syac.g_01901	Prbi.g_00486
OG0001054	Syac.g_01884	Prbi.g_00501
OG0001055	Syac.g_01863	Prbi.g_00520
OG0001056	Syac.g_01831	Prbi.g_00539
OG0001057	Syac.g_01825	Prbi.g_00544
OG0001058	Syac.g_01810	Prbi.g_00552
OG0001059	Syac.g_01806	Prbi.g_00556
OG0001060	Syac.g_01799	Prbi.g_00563
OG0001061	Syac.g_01779	Prbi.g_00576
OG0001062	Syac.g_01777	Prbi.g_00578
OG0001063	Syac.g_01773	Prbi.g_00580
OG0001064	Syac.g_01772	Prbi.g_00581
OG0001065	Syac.g_01771	Prbi.g_00582
OG0001066	Syac.g_01770	Prbi.g_00583
OG0001067	Syac.g_01769	Prbi.g_00584
OG0001068	Syac.g_01768	Prbi.g_00585
OG0001069	Syac.g_01767	Prbi.g_00586
OG0001070	Syac.g_01764	Prbi.g_00589
OG0001071	Syac.g_01763	Prbi.g_00590
OG0001072	Syac.g_01758	Prbi.g_00592
OG0001074	Syac.g_00945	Prbi.g_00617
OG0001075	Syac.g_00946	Prbi.g_00618
OG0001076	Syac.g_00956	Prbi.g_00626
OG0001077	Syac.g_00967	Prbi.g_00630
OG0001078	Syac.g_00980	Prbi.g_00639
OG0001079	Syac.g_00993	Prbi.g_00650
OG0001080	Syac.g_01092	Prbi.g_00656
OG0001081	Syac.g_01432	Prbi.g_00658
OG0001082	Syac.g_01431	Prbi.g_00659
OG0001083	Syac.g_01424	Prbi.g_00664
OG0001084	Syac.g_01423	Prbi.g_00665
OG0001085	Syac.g_01412	Prbi.g_00673
OG0001086	Syac.g_01410	Prbi.g_00674
OG0001087	Syac.g_00923	Prbi.g_00691
OG0001088	Syac.g_00920	Prbi.g_00692
OG0001089	Syac.g_00896	Prbi.g_00700
OG0001090	Syac.g_01286	Prbi.g_00746
OG0001091	Syac.g_01284	Prbi.g_00748
OG0001092	Syac.g_01282	Prbi.g_00749
OG0001093	Syac.g_01276	Prbi.g_00754
OG0001094	Syac.g_01347	Prbi.g_00841
OG0001095	Syac.g_01326	Prbi.g_00860
OG0001096	Syac.g_01310	Prbi.g_00873
OG0001097	Syac.g_00834	Prbi.g_00892
OG0001098	Syac.g_01096	Prbi.g_00907
OG0001099	Syac.g_00377	Prbi.g_00939
OG0001100	Syac.g_01402	Prbi.g_00943
OG0001101	Syac.g_01401	Prbi.g_00945
OG0001102	Syac.g_01398	Prbi.g_00948
OG0001103	Syac.g_01395	Prbi.g_00950
OG0001104	Syac.g_01364	Prbi.g_00972
OG0001105	Syac.g_01360	Prbi.g_00976
OG0001106	Syac.g_01166	Prbi.g_01000
OG0001107	Syac.g_01180	Prbi.g_01007
OG0001108	Syac.g_01188	Prbi.g_01011
OG0001109	Syac.g_01190	Prbi.g_01012
OG0001110	Syac.g_01192	Prbi.g_01014
OG0001111	Syac.g_01194	Prbi.g_01015
OG0001112	Syac.g_01196	Prbi.g_01016
OG0001113	Syac.g_01197	Prbi.g_01017
OG0001114	Syac.g_01198	Prbi.g_01018
OG0001115	Syac.g_01202	Prbi.g_01020
OG0001116	Syac.g_01204	Prbi.g_01021
OG0001117	Syac.g_01205	Prbi.g_01022
OG0001118	Syac.g_01206	Prbi.g_01023
OG0001119	Syac.g_01208	Prbi.g_01024
OG0001120	Syac.g_01213	Prbi.g_01026
