Orthogroup	Syac	Prbn
OG0000560	Syac.g_01805	Prbn.g_00562
OG0000561	Syac.g_01804	Prbn.g_00561
OG0000562	Syac.g_01803	Prbn.g_00560
OG0000563	Syac.g_01802	Prbn.g_00559
OG0000564	Syac.g_01801	Prbn.g_00558
OG0000565	Syac.g_01797	Prbn.g_00556
OG0000566	Syac.g_01793	Prbn.g_00552
OG0000567	Syac.g_01789	Prbn.g_00548
OG0000568	Syac.g_01786	Prbn.g_00547
OG0000569	Syac.g_01785	Prbn.g_00546
OG0000570	Syac.g_01784	Prbn.g_00545
OG0000571	Syac.g_01780	Prbn.g_00543
OG0000572	Syac.g_01765	Prbn.g_00529
OG0000573	Syac.g_01755	Prbn.g_00523
OG0000574	Syac.g_01754	Prbn.g_00522
OG0000575	Syac.g_01750	Prbn.g_00518
OG0000576	Syac.g_01748	Prbn.g_00516
OG0000577	Syac.g_01747	Prbn.g_00515
OG0000578	Syac.g_01746	Prbn.g_00514
OG0000579	Syac.g_01745	Prbn.g_00513
OG0000580	Syac.g_01744	Prbn.g_00512
OG0000581	Syac.g_01738	Prbn.g_00509
OG0000582	Syac.g_00936	Prbn.g_00506
OG0000583	Syac.g_00937	Prbn.g_00505
OG0000584	Syac.g_00938	Prbn.g_00504
OG0000585	Syac.g_00940	Prbn.g_00502
OG0000586	Syac.g_00941	Prbn.g_00501
OG0000587	Syac.g_00943	Prbn.g_00500
OG0000588	Syac.g_00949	Prbn.g_00496
OG0000589	Syac.g_00953	Prbn.g_00494
OG0000590	Syac.g_00954	Prbn.g_00493
OG0000591	Syac.g_00961	Prbn.g_00489
OG0000592	Syac.g_00962	Prbn.g_00488
OG0000593	Syac.g_00975	Prbn.g_00423
OG0000594	Syac.g_00976	Prbn.g_00424
OG0000595	Syac.g_00977	Prbn.g_00425
OG0000596	Syac.g_00982	Prbn.g_00429
OG0000597	Syac.g_00985	Prbn.g_00432
OG0000598	Syac.g_00986	Prbn.g_00433
OG0000599	Syac.g_00989	Prbn.g_00436
OG0000600	Syac.g_00990	Prbn.g_00437
OG0000601	Syac.g_00991	Prbn.g_00438
OG0000602	Syac.g_00996	Prbn.g_00440
OG0000603	Syac.g_00997	Prbn.g_00441
OG0000604	Syac.g_01001	Prbn.g_00442
OG0000605	Syac.g_01089	Prbn.g_00443
OG0000606	Syac.g_01434	Prbn.g_00446
OG0000607	Syac.g_01430	Prbn.g_00449
OG0000608	Syac.g_01429	Prbn.g_00450
OG0000609	Syac.g_01427	Prbn.g_00834
OG0000610	Syac.g_01419	Prbn.g_00840
OG0000611	Syac.g_01416	Prbn.g_00843
OG0000612	Syac.g_01415	Prbn.g_00844
OG0000613	Syac.g_00231	Prbn.g_01591
OG0000614	Syac.g_00911	Prbn.g_01570
OG0000615	Syac.g_01377	Prbn.g_01559
OG0000616	Syac.g_02478	Prbn.g_00905
OG0000617	Syac.g_01280	Prbn.g_00860
OG0000618	Syac.g_01279	Prbn.g_00861
OG0000619	Syac.g_01278	Prbn.g_00862
OG0000620	Syac.g_01270	Prbn.g_01947
OG0000621	Syac.g_01269	Prbn.g_01948
OG0000622	Syac.g_01268	Prbn.g_01949
OG0000623	Syac.g_01267	Prbn.g_01950
OG0000624	Syac.g_01265	Prbn.g_01952
OG0000625	Syac.g_01264	Prbn.g_01345
OG0000626	Syac.g_01263	Prbn.g_01346
OG0000627	Syac.g_01126	Prbn.g_01347
OG0000628	Syac.g_01127	Prbn.g_01348
OG0000629	Syac.g_01130	Prbn.g_01349
OG0000630	Syac.g_01134	Prbn.g_01352
OG0000631	Syac.g_01139	Prbn.g_01445
OG0000632	Syac.g_01140	Prbn.g_01444
OG0000633	Syac.g_01141	Prbn.g_01443
OG0000634	Syac.g_01345	Prbn.g_01550
OG0000635	Syac.g_01344	Prbn.g_01549
OG0000636	Syac.g_01342	Prbn.g_01547
OG0000637	Syac.g_01340	Prbn.g_01545
OG0000638	Syac.g_01339	Prbn.g_01544
OG0000639	Syac.g_01338	Prbn.g_01543
OG0000640	Syac.g_01337	Prbn.g_01542
OG0000641	Syac.g_01333	Prbn.g_01538
OG0000642	Syac.g_01332	Prbn.g_01537
OG0000643	Syac.g_01330	Prbn.g_01536
OG0000644	Syac.g_01329	Prbn.g_01535
OG0000645	Syac.g_01327	Prbn.g_01534
OG0000646	Syac.g_01324	Prbn.g_01532
OG0000647	Syac.g_01322	Prbn.g_01530
OG0000648	Syac.g_01319	Prbn.g_01528
OG0000649	Syac.g_01318	Prbn.g_01527
OG0000650	Syac.g_01317	Prbn.g_01526
OG0000651	Syac.g_01316	Prbn.g_01525
OG0000652	Syac.g_01315	Prbn.g_01524
OG0000653	Syac.g_01313	Prbn.g_01522
OG0000654	Syac.g_01312	Prbn.g_01521
OG0000655	Syac.g_01311	Prbn.g_01520
OG0000656	Syac.g_01308	Prbn.g_01517
OG0000657	Syac.g_00846	Prbn.g_01509
OG0000658	Syac.g_00842	Prbn.g_01507
OG0000659	Syac.g_00841	Prbn.g_01506
OG0000660	Syac.g_00837	Prbn.g_01502
OG0000661	Syac.g_00835	Prbn.g_01500
OG0000662	Syac.g_00833	Prbn.g_01498
OG0000663	Syac.g_00830	Prbn.g_01496
OG0000664	Syac.g_00829	Prbn.g_01495
OG0000665	Syac.g_01018	Prbn.g_01489
OG0000666	Syac.g_01088	Prbn.g_01488
OG0000667	Syac.g_02165	Prbn.g_01484
OG0000668	Syac.g_01239	Prbn.g_01930
OG0000669	Syac.g_01404	Prbn.g_01632
OG0000670	Syac.g_00580	Prbn.g_01629
OG0000671	Syac.g_01400	Prbn.g_01626
OG0000672	Syac.g_01396	Prbn.g_01623
OG0000673	Syac.g_01393	Prbn.g_01620
OG0000674	Syac.g_01391	Prbn.g_01618
OG0000675	Syac.g_01390	Prbn.g_01617
OG0000676	Syac.g_01388	Prbn.g_01615
OG0000677	Syac.g_01387	Prbn.g_01614
OG0000678	Syac.g_01384	Prbn.g_01612
OG0000679	Syac.g_01375	Prbn.g_01608
OG0000680	Syac.g_01374	Prbn.g_01607
OG0000681	Syac.g_01371	Prbn.g_01604
OG0000682	Syac.g_01370	Prbn.g_01603
OG0000683	Syac.g_01369	Prbn.g_01602
OG0000684	Syac.g_01365	Prbn.g_01600
OG0000685	Syac.g_01363	Prbn.g_01598
OG0000686	Syac.g_01362	Prbn.g_01597
OG0000687	Syac.g_01361	Prbn.g_01596
OG0000688	Syac.g_01356	Prbn.g_00848
OG0000689	Syac.g_01354	Prbn.g_00849
OG0000690	Syac.g_01353	Prbn.g_00850
OG0000691	Syac.g_01352	Prbn.g_00851
OG0000692	Syac.g_01351	Prbn.g_00853
OG0000693	Syac.g_01349	Prbn.g_00854
OG0000694	Syac.g_01348	Prbn.g_00855
OG0000695	Syac.g_01143	Prbn.g_01441
OG0000696	Syac.g_01144	Prbn.g_01440
OG0000697	Syac.g_01146	Prbn.g_01439
OG0000698	Syac.g_01149	Prbn.g_01436
OG0000699	Syac.g_01151	Prbn.g_01435
OG0000700	Syac.g_01152	Prbn.g_01434
OG0000701	Syac.g_01153	Prbn.g_01433
OG0000702	Syac.g_01161	Prbn.g_01431
OG0000703	Syac.g_01162	Prbn.g_01430
OG0000704	Syac.g_01165	Prbn.g_01428
OG0000705	Syac.g_01174	Prbn.g_01425
OG0000706	Syac.g_01175	Prbn.g_01424
OG0000707	Syac.g_01176	Prbn.g_01423
OG0000708	Syac.g_01179	Prbn.g_01421
OG0000709	Syac.g_01187	Prbn.g_01417
OG0000710	Syac.g_01191	Prbn.g_01414
OG0000711	Syac.g_01220	Prbn.g_01396
OG0000712	Syac.g_01221	Prbn.g_01395
OG0000713	Syac.g_01222	Prbn.g_01394
OG0000714	Syac.g_01224	Prbn.g_01393
OG0000715	Syac.g_01226	Prbn.g_01391
OG0000716	Syac.g_01230	Prbn.g_01389
OG0000717	Syac.g_01231	Prbn.g_01388
OG0000718	Syac.g_01235	Prbn.g_01384
OG0000719	Syac.g_01237	Prbn.g_01382
OG0000720	Syac.g_01250	Prbn.g_01370
OG0000721	Syac.g_01252	Prbn.g_01366
OG0000722	Syac.g_01253	Prbn.g_01365
OG0000723	Syac.g_01261	Prbn.g_01361
OG0000724	Syac.g_00879	Prbn.g_01466
OG0000725	Syac.g_00887	Prbn.g_01472
OG0000726	Syac.g_00888	Prbn.g_01473
OG0000727	Syac.g_00889	Prbn.g_01474
OG0000728	Syac.g_00891	Prbn.g_01476
OG0000729	Syac.g_00144	Prbn.g_01106
OG0000730	Syac.g_02024	Prbn.g_01147
OG0000731	Syac.g_02011	Prbn.g_00111
OG0000732	Syac.g_00051	Prbn.g_00954
OG0000733	Syac.g_02386	Prbn.g_01651
OG0000734	Syac.g_00388	Prbn.g_01173
OG0000735	Syac.g_00750	Prbn.g_01175
OG0000736	Syac.g_00751	Prbn.g_01176
OG0000737	Syac.g_00752	Prbn.g_01177
OG0000738	Syac.g_00757	Prbn.g_01181
OG0000739	Syac.g_00762	Prbn.g_01182
OG0000740	Syac.g_00763	Prbn.g_01183
OG0000741	Syac.g_00766	Prbn.g_01185
OG0000742	Syac.g_00768	Prbn.g_01188
OG0000743	Syac.g_00770	Prbn.g_01190
OG0000744	Syac.g_00771	Prbn.g_01191
OG0000745	Syac.g_00773	Prbn.g_01192
OG0000746	Syac.g_00776	Prbn.g_01194
OG0000747	Syac.g_00777	Prbn.g_01195
OG0000748	Syac.g_00787	Prbn.g_01199
OG0000749	Syac.g_00789	Prbn.g_01200
OG0000750	Syac.g_00790	Prbn.g_01201
OG0000751	Syac.g_00797	Prbn.g_01204
OG0000752	Syac.g_00799	Prbn.g_01206
OG0000753	Syac.g_00802	Prbn.g_01208
OG0000754	Syac.g_01471	Prbn.g_01211
OG0000755	Syac.g_01479	Prbn.g_00390
OG0000756	Syac.g_01480	Prbn.g_00391
OG0000757	Syac.g_01492	Prbn.g_00398
OG0000758	Syac.g_01493	Prbn.g_00399
OG0000759	Syac.g_01494	Prbn.g_00400
OG0000760	Syac.g_01495	Prbn.g_00401
OG0000761	Syac.g_01496	Prbn.g_00402
OG0000762	Syac.g_01498	Prbn.g_00403
OG0000763	Syac.g_01500	Prbn.g_00405
OG0000764	Syac.g_01501	Prbn.g_00406
OG0000765	Syac.g_01515	Prbn.g_00414
OG0000766	Syac.g_01516	Prbn.g_00415
OG0000767	Syac.g_01518	Prbn.g_00417
OG0000768	Syac.g_01519	Prbn.g_00418
OG0000769	Syac.g_01521	Prbn.g_00420
OG0000770	Syac.g_01524	Prbn.g_00483
OG0000771	Syac.g_00873	Prbn.g_00886
OG0000772	Syac.g_01569	Prbn.g_01671
OG0000773	Syac.g_00741	Prbn.g_01093
OG0000774	Syac.g_00737	Prbn.g_01091
OG0000775	Syac.g_00735	Prbn.g_01089
OG0000776	Syac.g_00734	Prbn.g_01088
OG0000777	Syac.g_00733	Prbn.g_01087
OG0000778	Syac.g_00732	Prbn.g_01086
OG0000779	Syac.g_00727	Prbn.g_01082
OG0000780	Syac.g_00723	Prbn.g_01081
OG0000781	Syac.g_00719	Prbn.g_01077
OG0000782	Syac.g_00718	Prbn.g_01076
OG0000783	Syac.g_00717	Prbn.g_01075
OG0000784	Syac.g_00716	Prbn.g_01074
OG0000785	Syac.g_00714	Prbn.g_01072
OG0000786	Syac.g_01730	Prbn.g_01069
OG0000787	Syac.g_01731	Prbn.g_01068
OG0000788	Syac.g_00992	Prbn.g_00615
OG0000789	Syac.g_01111	Prbn.g_00883
OG0000790	Syac.g_01921	Prbn.g_00155
OG0000791	Syac.g_01922	Prbn.g_00157
OG0000792	Syac.g_01923	Prbn.g_00158
OG0000793	Syac.g_01928	Prbn.g_00161
OG0000794	Syac.g_01929	Prbn.g_00162
OG0000795	Syac.g_01930	Prbn.g_00163
OG0000796	Syac.g_01934	Prbn.g_00167
OG0000797	Syac.g_01935	Prbn.g_00168
OG0000799	Syac.g_01602	Prbn.g_00195
OG0000800	Syac.g_01603	Prbn.g_00196
OG0000801	Syac.g_01604	Prbn.g_00197
OG0000802	Syac.g_01608	Prbn.g_00199
OG0000803	Syac.g_01613	Prbn.g_00201
OG0000804	Syac.g_01616	Prbn.g_00202
OG0000805	Syac.g_01620	Prbn.g_00204
OG0000806	Syac.g_01622	Prbn.g_00206
OG0000807	Syac.g_01624	Prbn.g_00207
OG0000808	Syac.g_01625	Prbn.g_00208
OG0000809	Syac.g_01628	Prbn.g_00210
OG0000810	Syac.g_01629	Prbn.g_00211
OG0000811	Syac.g_01637	Prbn.g_00215
OG0000812	Syac.g_01639	Prbn.g_00217
OG0000813	Syac.g_01640	Prbn.g_00218
OG0000814	Syac.g_01642	Prbn.g_00220
OG0000815	Syac.g_01643	Prbn.g_00221
OG0000816	Syac.g_01645	Prbn.g_00223
OG0000817	Syac.g_01646	Prbn.g_00224
OG0000818	Syac.g_01652	Prbn.g_00229
OG0000819	Syac.g_01653	Prbn.g_00230
OG0000820	Syac.g_01654	Prbn.g_00231
OG0000821	Syac.g_01659	Prbn.g_00235
OG0000822	Syac.g_01661	Prbn.g_00236
OG0000823	Syac.g_01662	Prbn.g_00237
OG0000824	Syac.g_01666	Prbn.g_00240
OG0000825	Syac.g_01667	Prbn.g_00241
OG0000826	Syac.g_01668	Prbn.g_00242
OG0000827	Syac.g_01669	Prbn.g_00243
OG0000828	Syac.g_01672	Prbn.g_00246
OG0000829	Syac.g_01673	Prbn.g_00247
OG0000830	Syac.g_01674	Prbn.g_00248
OG0000831	Syac.g_01676	Prbn.g_00250
OG0000832	Syac.g_00623	Prbn.g_00260
OG0000833	Syac.g_00613	Prbn.g_00269
OG0000834	Syac.g_00610	Prbn.g_00270
OG0000835	Syac.g_00609	Prbn.g_00271
OG0000836	Syac.g_00605	Prbn.g_00272
OG0000837	Syac.g_00604	Prbn.g_00273
OG0000838	Syac.g_00600	Prbn.g_00275
OG0000839	Syac.g_00599	Prbn.g_00276
OG0000840	Syac.g_00598	Prbn.g_00277
OG0000841	Syac.g_00597	Prbn.g_00278
OG0000842	Syac.g_00596	Prbn.g_00279
OG0000843	Syac.g_00595	Prbn.g_00280
OG0000844	Syac.g_00593	Prbn.g_00281
OG0000845	Syac.g_00592	Prbn.g_00282
OG0000846	Syac.g_00591	Prbn.g_00283
OG0000847	Syac.g_00590	Prbn.g_00284
OG0000848	Syac.g_00588	Prbn.g_00285
OG0000849	Syac.g_00587	Prbn.g_00286
OG0000850	Syac.g_00585	Prbn.g_00288
OG0000851	Syac.g_00573	Prbn.g_00289
OG0000852	Syac.g_00572	Prbn.g_00904
OG0000853	Syac.g_00568	Prbn.g_00898
OG0000854	Syac.g_00566	Prbn.g_00896
OG0000855	Syac.g_00565	Prbn.g_00895
OG0000856	Syac.g_00964	Prbn.g_00486
OG0000857	Syac.g_01323	Prbn.g_01531
OG0000858	Syac.g_00559	Prbn.g_01738
OG0000859	Syac.g_00558	Prbn.g_01739
OG0000860	Syac.g_00542	Prbn.g_01747
OG0000861	Syac.g_00541	Prbn.g_01748
OG0000862	Syac.g_00540	Prbn.g_01749
OG0000863	Syac.g_00538	Prbn.g_01751
OG0000864	Syac.g_00537	Prbn.g_01752
OG0000865	Syac.g_00533	Prbn.g_01753
OG0000866	Syac.g_00532	Prbn.g_01754
OG0000867	Syac.g_00531	Prbn.g_01755
OG0000868	Syac.g_00529	Prbn.g_01757
OG0000869	Syac.g_00524	Prbn.g_01760
OG0000870	Syac.g_00519	Prbn.g_01765
OG0000871	Syac.g_00518	Prbn.g_01766
OG0000872	Syac.g_00510	Prbn.g_01767
OG0000873	Syac.g_00507	Prbn.g_01771
OG0000874	Syac.g_00512	Prbn.g_01774
OG0000875	Syac.g_00505	Prbn.g_01775
OG0000876	Syac.g_00675	Prbn.g_01776
OG0000877	Syac.g_00671	Prbn.g_01778
OG0000878	Syac.g_00670	Prbn.g_01779
OG0000879	Syac.g_00669	Prbn.g_01780
OG0000880	Syac.g_00668	Prbn.g_01781
OG0000881	Syac.g_00664	Prbn.g_01785
OG0000882	Syac.g_00659	Prbn.g_01790
OG0000883	Syac.g_00656	Prbn.g_01792
OG0000884	Syac.g_00654	Prbn.g_01794
OG0000885	Syac.g_00653	Prbn.g_01795
OG0000886	Syac.g_00652	Prbn.g_01796
OG0000887	Syac.g_00651	Prbn.g_01797
OG0000888	Syac.g_00649	Prbn.g_01799
OG0000889	Syac.g_00647	Prbn.g_01801
OG0000890	Syac.g_00642	Prbn.g_01802
OG0000891	Syac.g_00641	Prbn.g_01803
OG0000892	Syac.g_00638	Prbn.g_01805
OG0000893	Syac.g_02193	Prbn.g_01809
OG0000894	Syac.g_02189	Prbn.g_01812
OG0000895	Syac.g_02185	Prbn.g_01816
OG0000896	Syac.g_02184	Prbn.g_01817
OG0000897	Syac.g_02182	Prbn.g_01819
OG0000898	Syac.g_02181	Prbn.g_01820
OG0000899	Syac.g_02180	Prbn.g_01821
OG0000900	Syac.g_02179	Prbn.g_01822
OG0000901	Syac.g_02174	Prbn.g_01825
OG0000902	Syac.g_02172	Prbn.g_01827
OG0000903	Syac.g_02140	Prbn.g_01831
OG0000904	Syac.g_02145	Prbn.g_01835
OG0000905	Syac.g_02148	Prbn.g_01829
OG0000906	Syac.g_02150	Prbn.g_01828
OG0000907	Syac.g_02138	Prbn.g_01838
OG0000908	Syac.g_02135	Prbn.g_01841
OG0000909	Syac.g_02134	Prbn.g_01842
OG0000910	Syac.g_02133	Prbn.g_01843
OG0000911	Syac.g_02131	Prbn.g_01845
OG0000912	Syac.g_02130	Prbn.g_01846
OG0000913	Syac.g_02129	Prbn.g_01847
OG0000914	Syac.g_02128	Prbn.g_01848
OG0000915	Syac.g_02127	Prbn.g_01849
OG0000916	Syac.g_02126	Prbn.g_01850
OG0000917	Syac.g_02125	Prbn.g_01851
OG0000918	Syac.g_02124	Prbn.g_01852
OG0000919	Syac.g_02123	Prbn.g_01853
OG0000920	Syac.g_02122	Prbn.g_01854
OG0000921	Syac.g_02121	Prbn.g_01855
OG0000922	Syac.g_02120	Prbn.g_01856
OG0000923	Syac.g_02116	Prbn.g_01860
OG0000924	Syac.g_02115	Prbn.g_01861
OG0000925	Syac.g_02114	Prbn.g_01862
OG0000926	Syac.g_02113	Prbn.g_01863
OG0000927	Syac.g_02111	Prbn.g_01865
OG0000928	Syac.g_02110	Prbn.g_01866
OG0000929	Syac.g_02109	Prbn.g_01867
OG0000930	Syac.g_02108	Prbn.g_01868
OG0000931	Syac.g_02107	Prbn.g_01869
OG0000932	Syac.g_02106	Prbn.g_01870
OG0000933	Syac.g_02101	Prbn.g_01874
OG0000934	Syac.g_02099	Prbn.g_01876
OG0000935	Syac.g_02098	Prbn.g_01877
OG0000936	Syac.g_02097	Prbn.g_01878
OG0000937	Syac.g_02096	Prbn.g_01879
OG0000938	Syac.g_02092	Prbn.g_01882
OG0000939	Syac.g_02091	Prbn.g_01883
OG0000940	Syac.g_02084	Prbn.g_01890
OG0000941	Syac.g_02082	Prbn.g_01892
OG0000942	Syac.g_02080	Prbn.g_01894
OG0000943	Syac.g_02079	Prbn.g_01895
OG0000944	Syac.g_02077	Prbn.g_01897
OG0000945	Syac.g_02075	Prbn.g_01898
OG0000946	Syac.g_02071	Prbn.g_01903
OG0000947	Syac.g_02068	Prbn.g_01905
OG0000948	Syac.g_02067	Prbn.g_01906
OG0000949	Syac.g_00205	Prbn.g_01909
OG0000950	Syac.g_00193	Prbn.g_01916
OG0000951	Syac.g_00188	Prbn.g_01920
OG0000952	Syac.g_00183	Prbn.g_01015
OG0000953	Syac.g_00177	Prbn.g_01011
OG0000954	Syac.g_00172	Prbn.g_01007
OG0000955	Syac.g_00171	Prbn.g_01006
OG0000956	Syac.g_00169	Prbn.g_01004
OG0000957	Syac.g_00158	Prbn.g_00998
OG0000958	Syac.g_00157	Prbn.g_00997
OG0000959	Syac.g_00153	Prbn.g_00993
OG0000960	Syac.g_00152	Prbn.g_00992
OG0000961	Syac.g_00147	Prbn.g_00989
OG0000962	Syac.g_00145	Prbn.g_00987
OG0000963	Syac.g_00140	Prbn.g_00983
OG0000964	Syac.g_00139	Prbn.g_00982
OG0000965	Syac.g_00138	Prbn.g_00981
OG0000966	Syac.g_00107	Prbn.g_00975
OG0000967	Syac.g_00075	Prbn.g_00971
OG0000968	Syac.g_00080	Prbn.g_00969
OG0000969	Syac.g_00078	Prbn.g_00968
OG0000970	Syac.g_00077	Prbn.g_00967
OG0000971	Syac.g_00067	Prbn.g_00966
OG0000972	Syac.g_00066	Prbn.g_00965
OG0000973	Syac.g_00065	Prbn.g_00964
OG0000974	Syac.g_00064	Prbn.g_00963
OG0000975	Syac.g_00063	Prbn.g_00962
OG0000976	Syac.g_00062	Prbn.g_00961
OG0000977	Syac.g_00059	Prbn.g_00960
OG0000978	Syac.g_00058	Prbn.g_00959
OG0000979	Syac.g_00055	Prbn.g_00957
OG0000980	Syac.g_00052	Prbn.g_00955
OG0000981	Syac.g_00049	Prbn.g_00952
OG0000982	Syac.g_02354	Prbn.g_00950
OG0000983	Syac.g_02355	Prbn.g_00949
OG0000984	Syac.g_02356	Prbn.g_00948
OG0000985	Syac.g_02359	Prbn.g_00945
OG0000986	Syac.g_02363	Prbn.g_00943
OG0000987	Syac.g_02365	Prbn.g_00942
OG0000988	Syac.g_02370	Prbn.g_00939
OG0000989	Syac.g_02379	Prbn.g_00935
OG0000990	Syac.g_02397	Prbn.g_00931
OG0000991	Syac.g_02400	Prbn.g_00930
OG0000992	Syac.g_02402	Prbn.g_00927
OG0000993	Syac.g_02403	Prbn.g_00926
OG0000994	Syac.g_02405	Prbn.g_00925
OG0000995	Syac.g_02410	Prbn.g_00921
OG0000996	Syac.g_02454	Prbn.g_00920
OG0000997	Syac.g_02464	Prbn.g_00917
OG0000998	Syac.g_02466	Prbn.g_00915
OG0000999	Syac.g_02467	Prbn.g_00914
OG0001000	Syac.g_02470	Prbn.g_00911
OG0001001	Syac.g_02475	Prbn.g_00908
OG0001002	Syac.g_02481	Prbn.g_00291
OG0001003	Syac.g_02483	Prbn.g_00292
OG0001004	Syac.g_02484	Prbn.g_00293
OG0001005	Syac.g_02485	Prbn.g_00294
OG0001006	Syac.g_02492	Prbn.g_00298
OG0001007	Syac.g_02494	Prbn.g_00300
OG0001008	Syac.g_00693	Prbn.g_00676
OG0001009	Syac.g_00030	Prbn.g_00755
OG0001010	Syac.g_00031	Prbn.g_00754
OG0001011	Syac.g_00032	Prbn.g_00752
OG0001012	Syac.g_02351	Prbn.g_00738
OG0001013	Syac.g_02337	Prbn.g_00731
OG0001014	Syac.g_02333	Prbn.g_00728
OG0001015	Syac.g_02332	Prbn.g_00726
OG0001016	Syac.g_00446	Prbn.g_00704
OG0001017	Syac.g_00440	Prbn.g_01343
OG0001018	Syac.g_00438	Prbn.g_01341
OG0001019	Syac.g_00422	Prbn.g_01332
OG0001020	Syac.g_00417	Prbn.g_01331
OG0001021	Syac.g_00413	Prbn.g_01330
OG0001022	Syac.g_00410	Prbn.g_01327
OG0001023	Syac.g_00409	Prbn.g_01326
OG0001024	Syac.g_00405	Prbn.g_01322
OG0001025	Syac.g_00399	Prbn.g_01315
OG0001026	Syac.g_00386	Prbn.g_01306
OG0001027	Syac.g_00380	Prbn.g_01305
OG0001028	Syac.g_00378	Prbn.g_01303
OG0001029	Syac.g_00376	Prbn.g_01302
OG0001030	Syac.g_00356	Prbn.g_01286
OG0001031	Syac.g_02266	Prbn.g_00367
OG0001032	Syac.g_02268	Prbn.g_00366
OG0001033	Syac.g_02298	Prbn.g_00345
OG0001034	Syac.g_01968	Prbn.g_00314
OG0001036	Syac.g_02221	Prbn.g_00025
OG0001037	Syac.g_02223	Prbn.g_00026
OG0001038	Syac.g_02251	Prbn.g_00045
OG0001039	Syac.g_02254	Prbn.g_00048
OG0001040	Syac.g_00292	Prbn.g_00050
OG0001041	Syac.g_00287	Prbn.g_00055
OG0001042	Syac.g_00258	Prbn.g_00072
OG0001043	Syac.g_00254	Prbn.g_00073
OG0001044	Syac.g_02021	Prbn.g_00104
OG0001045	Syac.g_02008	Prbn.g_00113
OG0001046	Syac.g_01207	Prbn.g_01697
OG0001047	Syac.g_00695	Prbn.g_00674
OG0001048	Syac.g_00696	Prbn.g_00673
OG0001049	Syac.g_00703	Prbn.g_00671
OG0001050	Syac.g_00704	Prbn.g_00670
OG0001051	Syac.g_00705	Prbn.g_00669
OG0001052	Syac.g_01704	Prbn.g_00643
OG0001053	Syac.g_01901	Prbn.g_00631
OG0001054	Syac.g_01884	Prbn.g_00616
OG0001055	Syac.g_01863	Prbn.g_00597
OG0001056	Syac.g_01831	Prbn.g_00580
OG0001057	Syac.g_01825	Prbn.g_00575
OG0001058	Syac.g_01810	Prbn.g_00567
OG0001059	Syac.g_01806	Prbn.g_00563
OG0001060	Syac.g_01799	Prbn.g_00557
OG0001061	Syac.g_01779	Prbn.g_00542
OG0001062	Syac.g_01777	Prbn.g_00540
OG0001063	Syac.g_01773	Prbn.g_00538
OG0001064	Syac.g_01772	Prbn.g_00537
OG0001065	Syac.g_01771	Prbn.g_00536
OG0001066	Syac.g_01770	Prbn.g_00535
OG0001067	Syac.g_01769	Prbn.g_00534
OG0001068	Syac.g_01768	Prbn.g_00533
OG0001069	Syac.g_01767	Prbn.g_00532
OG0001070	Syac.g_01764	Prbn.g_00528
OG0001071	Syac.g_01763	Prbn.g_00527
OG0001072	Syac.g_01758	Prbn.g_00525
OG0001074	Syac.g_00945	Prbn.g_00499
OG0001075	Syac.g_00946	Prbn.g_00498
OG0001076	Syac.g_00956	Prbn.g_00491
OG0001077	Syac.g_00967	Prbn.g_00485
OG0001078	Syac.g_00980	Prbn.g_00427
OG0001079	Syac.g_00993	Prbn.g_00439
OG0001080	Syac.g_01092	Prbn.g_00445
OG0001081	Syac.g_01432	Prbn.g_00447
OG0001082	Syac.g_01431	Prbn.g_00448
OG0001083	Syac.g_01424	Prbn.g_00836
OG0001084	Syac.g_01423	Prbn.g_00837
OG0001085	Syac.g_01412	Prbn.g_01594
OG0001086	Syac.g_01410	Prbn.g_01593
OG0001087	Syac.g_00923	Prbn.g_01575
OG0001088	Syac.g_00920	Prbn.g_01574
OG0001089	Syac.g_00896	Prbn.g_01563
OG0001090	Syac.g_01286	Prbn.g_01553
OG0001091	Syac.g_01284	Prbn.g_00857
OG0001092	Syac.g_01282	Prbn.g_00858
OG0001093	Syac.g_01276	Prbn.g_00863
OG0001094	Syac.g_01347	Prbn.g_00856
OG0001095	Syac.g_01326	Prbn.g_01533
OG0001096	Syac.g_01310	Prbn.g_01519
OG0001097	Syac.g_00834	Prbn.g_01499
OG0001098	Syac.g_01096	Prbn.g_01480
OG0001099	Syac.g_00377	Prbn.g_01925
OG0001100	Syac.g_01402	Prbn.g_01630
OG0001101	Syac.g_01401	Prbn.g_01627
OG0001102	Syac.g_01398	Prbn.g_01624
OG0001103	Syac.g_01395	Prbn.g_01622
OG0001104	Syac.g_01364	Prbn.g_01599
OG0001105	Syac.g_01360	Prbn.g_01595
OG0001106	Syac.g_01166	Prbn.g_01427
OG0001107	Syac.g_01180	Prbn.g_01420
OG0001108	Syac.g_01188	Prbn.g_01416
OG0001109	Syac.g_01190	Prbn.g_01415
OG0001110	Syac.g_01192	Prbn.g_01413
OG0001111	Syac.g_01194	Prbn.g_01412
OG0001112	Syac.g_01196	Prbn.g_01411
OG0001113	Syac.g_01197	Prbn.g_01410
OG0001114	Syac.g_01198	Prbn.g_01409
OG0001115	Syac.g_01202	Prbn.g_01407
OG0001116	Syac.g_01204	Prbn.g_01406
OG0001117	Syac.g_01205	Prbn.g_01405
OG0001118	Syac.g_01206	Prbn.g_01404
OG0001119	Syac.g_01208	Prbn.g_01403
OG0001120	Syac.g_01213	Prbn.g_01401
OG0001122	Syac.g_01238	Prbn.g_01381
