Orthogroup	Praw	Praf
OG0000588	Praw.g_01852	Praf.g_01749
OG0000589	Praw.g_01851	Praf.g_01751
OG0000590	Praw.g_01849	Praf.g_02344
OG0000591	Praw.g_01843	Praf.g_00371
OG0000592	Praw.g_01842	Praf.g_01127
OG0000593	Praw.g_01841	Praf.g_02570
OG0000594	Praw.g_01839	Praf.g_01572
OG0000595	Praw.g_01838	Praf.g_02180
OG0000596	Praw.g_01837	Praf.g_01210
OG0000597	Praw.g_01835	Praf.g_01230
OG0000598	Praw.g_01834	Praf.g_01225
OG0000599	Praw.g_01833	Praf.g_01221
OG0000600	Praw.g_01832	Praf.g_01220
OG0000601	Praw.g_01830	Praf.g_01207
OG0000602	Praw.g_01829	Praf.g_01206
OG0000603	Praw.g_01828	Praf.g_01205
OG0000604	Praw.g_01827	Praf.g_01121
OG0000605	Praw.g_01826	Praf.g_01122
OG0000606	Praw.g_01825	Praf.g_01124
OG0000607	Praw.g_01823	Praf.g_01126
OG0000608	Praw.g_01822	Praf.g_01489
OG0000609	Praw.g_01818	Praf.g_02767
OG0000610	Praw.g_01817	Praf.g_00817
OG0000611	Praw.g_01808	Praf.g_01303
OG0000612	Praw.g_01807	Praf.g_01304
OG0000613	Praw.g_01806	Praf.g_01305
OG0000614	Praw.g_01805	Praf.g_01307
OG0000615	Praw.g_01803	Praf.g_01308
OG0000616	Praw.g_01802	Praf.g_01309
OG0000617	Praw.g_01801	Praf.g_01310
OG0000618	Praw.g_01800	Praf.g_01311
OG0000619	Praw.g_01799	Praf.g_01313
OG0000620	Praw.g_01798	Praf.g_01314
OG0000621	Praw.g_01797	Praf.g_01315
OG0000622	Praw.g_01796	Praf.g_01316
OG0000623	Praw.g_01795	Praf.g_01317
OG0000624	Praw.g_01794	Praf.g_01318
OG0000625	Praw.g_01793	Praf.g_01319
OG0000626	Praw.g_01792	Praf.g_01320
OG0000627	Praw.g_01791	Praf.g_01441
OG0000628	Praw.g_01790	Praf.g_01440
OG0000629	Praw.g_01789	Praf.g_01437
OG0000630	Praw.g_01788	Praf.g_01436
OG0000631	Praw.g_01786	Praf.g_01433
OG0000632	Praw.g_01763	Praf.g_01139
OG0000633	Praw.g_01759	Praf.g_00710
OG0000634	Praw.g_01745	Praf.g_00617
OG0000635	Praw.g_01732	Praf.g_01400
OG0000636	Praw.g_01731	Praf.g_01401
OG0000637	Praw.g_01730	Praf.g_01402
OG0000638	Praw.g_01719	Praf.g_02063
OG0000639	Praw.g_01710	Praf.g_00360
OG0000640	Praw.g_01708	Praf.g_01432
OG0000641	Praw.g_01706	Praf.g_01429
OG0000642	Praw.g_01705	Praf.g_01428
OG0000643	Praw.g_01704	Praf.g_01427
OG0000644	Praw.g_01703	Praf.g_01524
OG0000645	Praw.g_01702	Praf.g_01525
OG0000646	Praw.g_01701	Praf.g_01526
OG0000647	Praw.g_01700	Praf.g_01527
OG0000648	Praw.g_01698	Praf.g_01529
OG0000649	Praw.g_01697	Praf.g_01530
OG0000650	Praw.g_01696	Praf.g_01531
OG0000651	Praw.g_01695	Praf.g_01532
OG0000652	Praw.g_01694	Praf.g_01533
OG0000653	Praw.g_01693	Praf.g_01534
OG0000654	Praw.g_01691	Praf.g_01536
OG0000655	Praw.g_01689	Praf.g_01538
OG0000656	Praw.g_01688	Praf.g_01539
OG0000657	Praw.g_01687	Praf.g_01540
OG0000658	Praw.g_01686	Praf.g_01541
OG0000659	Praw.g_01685	Praf.g_01542
OG0000660	Praw.g_01684	Praf.g_01543
OG0000661	Praw.g_01683	Praf.g_01545
OG0000662	Praw.g_01682	Praf.g_01547
OG0000663	Praw.g_01681	Praf.g_01548
OG0000664	Praw.g_01680	Praf.g_01549
OG0000665	Praw.g_01679	Praf.g_01550
OG0000666	Praw.g_01678	Praf.g_01551
OG0000667	Praw.g_01677	Praf.g_01552
OG0000668	Praw.g_01676	Praf.g_01553
OG0000669	Praw.g_01674	Praf.g_01557
OG0000670	Praw.g_01673	Praf.g_01558
OG0000671	Praw.g_01672	Praf.g_01559
OG0000672	Praw.g_01671	Praf.g_01560
OG0000673	Praw.g_01670	Praf.g_01561
OG0000674	Praw.g_01669	Praf.g_01562
OG0000675	Praw.g_01668	Praf.g_01585
OG0000676	Praw.g_01667	Praf.g_01586
OG0000677	Praw.g_01665	Praf.g_01590
OG0000678	Praw.g_01663	Praf.g_01592
OG0000679	Praw.g_01662	Praf.g_01594
OG0000680	Praw.g_01661	Praf.g_01595
OG0000681	Praw.g_01660	Praf.g_01596
OG0000682	Praw.g_01659	Praf.g_01597
OG0000683	Praw.g_01657	Praf.g_01599
OG0000684	Praw.g_01656	Praf.g_01600
OG0000685	Praw.g_01655	Praf.g_01601
OG0000686	Praw.g_01654	Praf.g_01602
OG0000687	Praw.g_01653	Praf.g_01603
OG0000688	Praw.g_01652	Praf.g_01604
OG0000689	Praw.g_01651	Praf.g_01606
OG0000690	Praw.g_01650	Praf.g_01607
OG0000691	Praw.g_01649	Praf.g_01608
OG0000692	Praw.g_01647	Praf.g_01619
OG0000693	Praw.g_01646	Praf.g_01620
OG0000694	Praw.g_01645	Praf.g_01622
OG0000695	Praw.g_01644	Praf.g_01625
OG0000696	Praw.g_01643	Praf.g_01627
OG0000697	Praw.g_01641	Praf.g_01629
OG0000698	Praw.g_01639	Praf.g_01444
OG0000699	Praw.g_01638	Praf.g_01323
OG0000700	Praw.g_01611	Praf.g_01339
OG0000701	Praw.g_01608	Praf.g_00222
OG0000702	Praw.g_01605	Praf.g_01638
OG0000703	Praw.g_01604	Praf.g_01454
OG0000704	Praw.g_01603	Praf.g_00961
OG0000705	Praw.g_01602	Praf.g_01455
OG0000706	Praw.g_01601	Praf.g_01456
OG0000707	Praw.g_01600	Praf.g_01458
OG0000708	Praw.g_01599	Praf.g_01459
OG0000709	Praw.g_01597	Praf.g_01461
OG0000710	Praw.g_01596	Praf.g_01462
OG0000711	Praw.g_01595	Praf.g_01463
OG0000712	Praw.g_01594	Praf.g_01464
OG0000713	Praw.g_01593	Praf.g_01465
OG0000714	Praw.g_01591	Praf.g_01467
OG0000715	Praw.g_01590	Praf.g_01469
OG0000716	Praw.g_01588	Praf.g_01475
OG0000717	Praw.g_01587	Praf.g_01478
OG0000718	Praw.g_01586	Praf.g_01480
OG0000719	Praw.g_01584	Praf.g_01494
OG0000720	Praw.g_01583	Praf.g_01495
OG0000721	Praw.g_01581	Praf.g_01497
OG0000722	Praw.g_01580	Praf.g_01498
OG0000723	Praw.g_01579	Praf.g_01499
OG0000724	Praw.g_01577	Praf.g_01512
OG0000725	Praw.g_01576	Praf.g_01511
OG0000726	Praw.g_01575	Praf.g_01510
OG0000727	Praw.g_01574	Praf.g_01509
OG0000728	Praw.g_01573	Praf.g_01508
OG0000729	Praw.g_01572	Praf.g_01506
OG0000730	Praw.g_01571	Praf.g_01503
OG0000731	Praw.g_01570	Praf.g_01515
OG0000732	Praw.g_01569	Praf.g_01516
OG0000733	Praw.g_01568	Praf.g_01517
OG0000734	Praw.g_01567	Praf.g_01519
OG0000735	Praw.g_01565	Praf.g_01520
OG0000736	Praw.g_01564	Praf.g_01522
OG0000737	Praw.g_01563	Praf.g_01523
OG0000738	Praw.g_01562	Praf.g_01426
OG0000739	Praw.g_01561	Praf.g_01425
OG0000740	Praw.g_01560	Praf.g_01424
OG0000741	Praw.g_01559	Praf.g_01422
OG0000742	Praw.g_01557	Praf.g_01420
OG0000743	Praw.g_01556	Praf.g_01419
OG0000744	Praw.g_01555	Praf.g_01417
OG0000745	Praw.g_01554	Praf.g_01416
OG0000746	Praw.g_01553	Praf.g_01415
OG0000747	Praw.g_01552	Praf.g_01006
OG0000748	Praw.g_01551	Praf.g_01408
OG0000749	Praw.g_01550	Praf.g_01407
OG0000750	Praw.g_01549	Praf.g_01405
OG0000751	Praw.g_01548	Praf.g_01404
OG0000752	Praw.g_01547	Praf.g_02684
OG0000753	Praw.g_01545	Praf.g_01399
OG0000754	Praw.g_01544	Praf.g_01398
OG0000755	Praw.g_01543	Praf.g_01397
OG0000756	Praw.g_01542	Praf.g_01395
OG0000757	Praw.g_01541	Praf.g_01394
OG0000758	Praw.g_01540	Praf.g_01393
OG0000759	Praw.g_01538	Praf.g_01388
OG0000760	Praw.g_01537	Praf.g_01387
OG0000761	Praw.g_01536	Praf.g_01385
OG0000762	Praw.g_01534	Praf.g_01382
OG0000763	Praw.g_01533	Praf.g_01380
OG0000764	Praw.g_01532	Praf.g_01378
OG0000765	Praw.g_01531	Praf.g_01377
OG0000766	Praw.g_01530	Praf.g_01376
OG0000767	Praw.g_01528	Praf.g_01374
OG0000768	Praw.g_01527	Praf.g_01372
OG0000769	Praw.g_01526	Praf.g_01371
OG0000770	Praw.g_01525	Praf.g_01370
OG0000771	Praw.g_01524	Praf.g_01369
OG0000772	Praw.g_01523	Praf.g_01073
OG0000773	Praw.g_01522	Praf.g_01366
OG0000774	Praw.g_01521	Praf.g_01364
OG0000775	Praw.g_01520	Praf.g_01362
OG0000776	Praw.g_01518	Praf.g_01360
OG0000777	Praw.g_01516	Praf.g_01359
OG0000778	Praw.g_01515	Praf.g_01358
OG0000779	Praw.g_01514	Praf.g_01355
OG0000780	Praw.g_01512	Praf.g_01353
OG0000781	Praw.g_01510	Praf.g_01349
OG0000782	Praw.g_01509	Praf.g_01348
OG0000783	Praw.g_01498	Praf.g_01343
OG0000784	Praw.g_01496	Praf.g_01341
OG0000785	Praw.g_01495	Praf.g_01340
OG0000786	Praw.g_01494	Praf.g_01338
OG0000787	Praw.g_01493	Praf.g_01337
OG0000788	Praw.g_01489	Praf.g_01331
OG0000789	Praw.g_01487	Praf.g_01328
OG0000790	Praw.g_01486	Praf.g_02685
OG0000791	Praw.g_01485	Praf.g_01327
OG0000792	Praw.g_01484	Praf.g_01326
OG0000793	Praw.g_01483	Praf.g_01325
OG0000794	Praw.g_01481	Praf.g_01322
OG0000795	Praw.g_01478	Praf.g_01287
OG0000796	Praw.g_01477	Praf.g_01286
OG0000797	Praw.g_01475	Praf.g_01283
OG0000798	Praw.g_01474	Praf.g_01281
OG0000799	Praw.g_01473	Praf.g_01280
OG0000800	Praw.g_01472	Praf.g_01279
OG0000801	Praw.g_01469	Praf.g_01276
OG0000802	Praw.g_01468	Praf.g_01275
OG0000803	Praw.g_01466	Praf.g_01270
OG0000804	Praw.g_01465	Praf.g_01269
OG0000805	Praw.g_01464	Praf.g_01268
OG0000806	Praw.g_01462	Praf.g_01267
OG0000807	Praw.g_01437	Praf.g_01296
OG0000808	Praw.g_01427	Praf.g_01652
OG0000809	Praw.g_01424	Praf.g_00558
OG0000810	Praw.g_01423	Praf.g_01008
OG0000811	Praw.g_01416	Praf.g_00162
OG0000812	Praw.g_00172	Praf.g_02056
OG0000813	Praw.g_00176	Praf.g_02047
OG0000814	Praw.g_00178	Praf.g_01825
OG0000815	Praw.g_00187	Praf.g_01671
OG0000816	Praw.g_00202	Praf.g_02698
OG0000817	Praw.g_00203	Praf.g_02691
OG0000818	Praw.g_00208	Praf.g_00359
OG0000819	Praw.g_00215	Praf.g_01832
OG0000820	Praw.g_00219	Praf.g_00233
OG0000821	Praw.g_00221	Praf.g_00822
OG0000822	Praw.g_00222	Praf.g_00823
OG0000823	Praw.g_00223	Praf.g_00824
OG0000824	Praw.g_00224	Praf.g_00825
OG0000825	Praw.g_00225	Praf.g_00826
OG0000826	Praw.g_00226	Praf.g_00827
OG0000827	Praw.g_00227	Praf.g_00830
OG0000828	Praw.g_00228	Praf.g_00832
OG0000829	Praw.g_00229	Praf.g_00833
OG0000830	Praw.g_00230	Praf.g_00836
OG0000831	Praw.g_00233	Praf.g_00853
OG0000832	Praw.g_00235	Praf.g_00855
OG0000833	Praw.g_00236	Praf.g_00856
OG0000834	Praw.g_00237	Praf.g_00858
OG0000835	Praw.g_00238	Praf.g_00859
OG0000836	Praw.g_00239	Praf.g_00860
OG0000837	Praw.g_00241	Praf.g_00870
OG0000838	Praw.g_00242	Praf.g_00872
OG0000839	Praw.g_00243	Praf.g_00873
OG0000840	Praw.g_00244	Praf.g_00874
OG0000841	Praw.g_00245	Praf.g_00875
OG0000842	Praw.g_00246	Praf.g_00879
OG0000843	Praw.g_00247	Praf.g_00880
OG0000844	Praw.g_00248	Praf.g_00881
OG0000845	Praw.g_00249	Praf.g_00882
OG0000846	Praw.g_00252	Praf.g_00885
OG0000847	Praw.g_00254	Praf.g_00886
OG0000848	Praw.g_00255	Praf.g_00914
OG0000849	Praw.g_00256	Praf.g_00917
OG0000850	Praw.g_00257	Praf.g_00918
OG0000851	Praw.g_00258	Praf.g_00921
OG0000852	Praw.g_00260	Praf.g_00923
OG0000853	Praw.g_00261	Praf.g_00925
OG0000854	Praw.g_00263	Praf.g_00927
OG0000855	Praw.g_00264	Praf.g_00928
OG0000856	Praw.g_00265	Praf.g_00929
OG0000857	Praw.g_00266	Praf.g_00930
OG0000858	Praw.g_00267	Praf.g_00931
OG0000859	Praw.g_00268	Praf.g_00932
OG0000860	Praw.g_00269	Praf.g_00933
OG0000861	Praw.g_00270	Praf.g_00913
OG0000862	Praw.g_00271	Praf.g_00912
OG0000863	Praw.g_00272	Praf.g_00911
OG0000864	Praw.g_00273	Praf.g_00910
OG0000865	Praw.g_00274	Praf.g_00908
OG0000866	Praw.g_00275	Praf.g_00905
OG0000867	Praw.g_00276	Praf.g_00904
OG0000868	Praw.g_00277	Praf.g_00902
OG0000869	Praw.g_00279	Praf.g_00899
OG0000870	Praw.g_00280	Praf.g_00898
OG0000871	Praw.g_00282	Praf.g_00895
OG0000872	Praw.g_00283	Praf.g_00894
OG0000873	Praw.g_00285	Praf.g_00892
OG0000874	Praw.g_00286	Praf.g_00891
OG0000875	Praw.g_00287	Praf.g_00888
OG0000876	Praw.g_00288	Praf.g_00887
OG0000877	Praw.g_00290	Praf.g_00937
OG0000878	Praw.g_00954	Praf.g_00548
OG0000879	Praw.g_00968	Praf.g_00810
OG0000880	Praw.g_00969	Praf.g_00809
OG0000881	Praw.g_00970	Praf.g_00808
OG0000882	Praw.g_00971	Praf.g_00806
OG0000883	Praw.g_00972	Praf.g_00804
OG0000884	Praw.g_00976	Praf.g_00802
OG0000885	Praw.g_00977	Praf.g_00801
OG0000886	Praw.g_00978	Praf.g_00800
OG0000887	Praw.g_00979	Praf.g_00799
OG0000888	Praw.g_00980	Praf.g_00798
OG0000889	Praw.g_00983	Praf.g_00794
OG0000890	Praw.g_00984	Praf.g_00791
OG0000891	Praw.g_00985	Praf.g_00790
OG0000892	Praw.g_00987	Praf.g_00787
OG0000893	Praw.g_00988	Praf.g_00786
OG0000894	Praw.g_00989	Praf.g_00785
OG0000895	Praw.g_00990	Praf.g_00784
OG0000896	Praw.g_00991	Praf.g_00783
OG0000897	Praw.g_00992	Praf.g_00782
OG0000898	Praw.g_00994	Praf.g_00777
OG0000899	Praw.g_00995	Praf.g_00776
OG0000900	Praw.g_00997	Praf.g_01886
OG0000901	Praw.g_01001	Praf.g_01897
OG0000902	Praw.g_01002	Praf.g_01996
OG0000903	Praw.g_01003	Praf.g_01623
OG0000904	Praw.g_01006	Praf.g_01001
OG0000905	Praw.g_01008	Praf.g_01271
OG0000906	Praw.g_01010	Praf.g_01294
OG0000907	Praw.g_01011	Praf.g_01635
OG0000908	Praw.g_01014	Praf.g_00494
OG0000909	Praw.g_01018	Praf.g_00582
OG0000910	Praw.g_01019	Praf.g_00581
OG0000911	Praw.g_01020	Praf.g_00580
OG0000912	Praw.g_01021	Praf.g_00579
OG0000913	Praw.g_01022	Praf.g_00578
OG0000914	Praw.g_01023	Praf.g_00577
OG0000915	Praw.g_01024	Praf.g_00576
OG0000916	Praw.g_01025	Praf.g_00575
OG0000917	Praw.g_01026	Praf.g_00573
OG0000918	Praw.g_01027	Praf.g_00572
OG0000919	Praw.g_01028	Praf.g_00571
OG0000920	Praw.g_01029	Praf.g_00570
OG0000921	Praw.g_01030	Praf.g_00569
OG0000922	Praw.g_01031	Praf.g_00568
OG0000923	Praw.g_01032	Praf.g_00567
OG0000924	Praw.g_01033	Praf.g_00566
OG0000925	Praw.g_01034	Praf.g_00565
OG0000926	Praw.g_01052	Praf.g_02394
OG0000927	Praw.g_01101	Praf.g_01765
OG0000928	Praw.g_01100	Praf.g_01766
OG0000929	Praw.g_01099	Praf.g_01767
OG0000930	Praw.g_01098	Praf.g_01772
OG0000931	Praw.g_01097	Praf.g_01773
OG0000932	Praw.g_01095	Praf.g_01779
OG0000933	Praw.g_01094	Praf.g_01781
OG0000934	Praw.g_01093	Praf.g_01782
OG0000935	Praw.g_01092	Praf.g_01783
OG0000936	Praw.g_01091	Praf.g_01784
OG0000937	Praw.g_01090	Praf.g_01785
OG0000938	Praw.g_01089	Praf.g_01787
OG0000939	Praw.g_01088	Praf.g_01788
OG0000940	Praw.g_01087	Praf.g_01790
OG0000941	Praw.g_01085	Praf.g_01792
OG0000942	Praw.g_01084	Praf.g_01793
OG0000943	Praw.g_01078	Praf.g_01796
OG0000944	Praw.g_01077	Praf.g_01801
OG0000945	Praw.g_01076	Praf.g_01802
OG0000946	Praw.g_01075	Praf.g_01803
OG0000947	Praw.g_00343	Praf.g_01804
OG0000948	Praw.g_00344	Praf.g_01805
OG0000949	Praw.g_00345	Praf.g_01806
OG0000950	Praw.g_00346	Praf.g_01807
OG0000951	Praw.g_00347	Praf.g_01808
OG0000952	Praw.g_00348	Praf.g_01809
OG0000953	Praw.g_00349	Praf.g_01810
OG0000954	Praw.g_00350	Praf.g_01817
OG0000955	Praw.g_00351	Praf.g_01818
OG0000956	Praw.g_00352	Praf.g_01819
OG0000957	Praw.g_00353	Praf.g_01820
OG0000958	Praw.g_00354	Praf.g_01822
OG0000959	Praw.g_00355	Praf.g_01823
OG0000960	Praw.g_00356	Praf.g_01824
OG0000961	Praw.g_00359	Praf.g_01831
OG0000962	Praw.g_00360	Praf.g_01833
OG0000963	Praw.g_00361	Praf.g_01834
OG0000964	Praw.g_00363	Praf.g_01837
OG0000965	Praw.g_00364	Praf.g_01838
OG0000966	Praw.g_00365	Praf.g_01839
OG0000967	Praw.g_00366	Praf.g_01840
OG0000968	Praw.g_00367	Praf.g_01841
OG0000969	Praw.g_00368	Praf.g_01842
OG0000970	Praw.g_00370	Praf.g_01843
OG0000971	Praw.g_00371	Praf.g_01844
OG0000972	Praw.g_00372	Praf.g_01845
OG0000973	Praw.g_00373	Praf.g_01846
OG0000974	Praw.g_00375	Praf.g_01849
OG0000975	Praw.g_00378	Praf.g_00956
OG0000976	Praw.g_00380	Praf.g_00554
OG0000977	Praw.g_00381	Praf.g_00542
OG0000978	Praw.g_00382	Praf.g_00540
OG0000979	Praw.g_00384	Praf.g_00538
OG0000980	Praw.g_00385	Praf.g_00537
OG0000981	Praw.g_00386	Praf.g_01653
OG0000982	Praw.g_00387	Praf.g_00536
OG0000983	Praw.g_00389	Praf.g_00534
OG0000984	Praw.g_00390	Praf.g_00533
OG0000985	Praw.g_00391	Praf.g_00532
OG0000986	Praw.g_00392	Praf.g_00530
OG0000987	Praw.g_00393	Praf.g_00529
OG0000988	Praw.g_00394	Praf.g_00526
OG0000989	Praw.g_00395	Praf.g_00525
OG0000990	Praw.g_00396	Praf.g_00524
OG0000991	Praw.g_00397	Praf.g_00523
OG0000992	Praw.g_00398	Praf.g_00522
OG0000993	Praw.g_00399	Praf.g_00521
OG0000994	Praw.g_00400	Praf.g_00520
OG0000995	Praw.g_00401	Praf.g_00518
OG0000996	Praw.g_00402	Praf.g_00517
OG0000997	Praw.g_00403	Praf.g_00516
OG0000998	Praw.g_00404	Praf.g_00515
OG0000999	Praw.g_00405	Praf.g_00513
OG0001000	Praw.g_00406	Praf.g_00512
OG0001001	Praw.g_00408	Praf.g_00511
OG0001002	Praw.g_00409	Praf.g_00508
OG0001003	Praw.g_00410	Praf.g_00507
OG0001004	Praw.g_00411	Praf.g_00370
OG0001005	Praw.g_00412	Praf.g_00504
OG0001006	Praw.g_00413	Praf.g_00503
OG0001007	Praw.g_00414	Praf.g_00502
OG0001008	Praw.g_00416	Praf.g_00500
OG0001009	Praw.g_00417	Praf.g_00499
OG0001010	Praw.g_00423	Praf.g_01650
OG0001011	Praw.g_00430	Praf.g_01677
OG0001012	Praw.g_00458	Praf.g_01546
OG0001013	Praw.g_00509	Praf.g_00490
OG0001014	Praw.g_00510	Praf.g_00489
OG0001015	Praw.g_00516	Praf.g_00479
OG0001016	Praw.g_00517	Praf.g_00478
OG0001017	Praw.g_00518	Praf.g_00477
OG0001018	Praw.g_00519	Praf.g_00475
OG0001019	Praw.g_00521	Praf.g_00472
OG0001020	Praw.g_00522	Praf.g_00471
OG0001021	Praw.g_00523	Praf.g_00470
OG0001022	Praw.g_00524	Praf.g_00469
OG0001023	Praw.g_00525	Praf.g_00468
OG0001024	Praw.g_00526	Praf.g_00466
OG0001025	Praw.g_00527	Praf.g_00465
OG0001026	Praw.g_00529	Praf.g_00464
OG0001027	Praw.g_00530	Praf.g_00463
OG0001028	Praw.g_00531	Praf.g_00462
OG0001029	Praw.g_00532	Praf.g_00461
OG0001030	Praw.g_00533	Praf.g_00460
OG0001031	Praw.g_00534	Praf.g_00459
OG0001032	Praw.g_00535	Praf.g_00458
OG0001033	Praw.g_00536	Praf.g_00457
OG0001034	Praw.g_00537	Praf.g_00455
OG0001035	Praw.g_00539	Praf.g_00453
OG0001036	Praw.g_00540	Praf.g_00452
OG0001037	Praw.g_00541	Praf.g_00450
OG0001038	Praw.g_00542	Praf.g_00449
OG0001039	Praw.g_00543	Praf.g_00448
OG0001040	Praw.g_00544	Praf.g_00447
OG0001041	Praw.g_00545	Praf.g_00446
OG0001042	Praw.g_00546	Praf.g_00444
OG0001043	Praw.g_00547	Praf.g_00443
OG0001044	Praw.g_00548	Praf.g_00442
OG0001045	Praw.g_00549	Praf.g_00441
OG0001046	Praw.g_00550	Praf.g_00440
OG0001047	Praw.g_00553	Praf.g_00435
OG0001048	Praw.g_00555	Praf.g_00433
OG0001049	Praw.g_00556	Praf.g_00432
OG0001050	Praw.g_00557	Praf.g_00431
OG0001051	Praw.g_00558	Praf.g_00430
OG0001052	Praw.g_00559	Praf.g_00429
OG0001053	Praw.g_00561	Praf.g_00427
OG0001054	Praw.g_00563	Praf.g_00425
OG0001055	Praw.g_00564	Praf.g_00424
OG0001056	Praw.g_00565	Praf.g_00423
OG0001057	Praw.g_00566	Praf.g_00422
OG0001058	Praw.g_00567	Praf.g_00421
OG0001059	Praw.g_00568	Praf.g_00420
OG0001060	Praw.g_00569	Praf.g_00419
OG0001061	Praw.g_00570	Praf.g_00418
OG0001062	Praw.g_00571	Praf.g_00405
OG0001063	Praw.g_00572	Praf.g_00404
OG0001064	Praw.g_01921	Praf.g_00402
OG0001065	Praw.g_01917	Praf.g_02202
OG0001066	Praw.g_01916	Praf.g_02200
OG0001067	Praw.g_01915	Praf.g_02199
OG0001068	Praw.g_01913	Praf.g_02196
OG0001069	Praw.g_01912	Praf.g_02195
OG0001070	Praw.g_01911	Praf.g_02194
OG0001071	Praw.g_01910	Praf.g_02193
OG0001072	Praw.g_01909	Praf.g_02192
OG0001073	Praw.g_01908	Praf.g_02191
OG0001074	Praw.g_01907	Praf.g_02190
OG0001075	Praw.g_01906	Praf.g_02189
OG0001076	Praw.g_01905	Praf.g_02188
OG0001077	Praw.g_01904	Praf.g_02187
OG0001078	Praw.g_01903	Praf.g_02185
OG0001079	Praw.g_01902	Praf.g_02184
OG0001080	Praw.g_01901	Praf.g_02183
OG0001081	Praw.g_01898	Praf.g_02170
OG0001082	Praw.g_01897	Praf.g_02171
OG0001083	Praw.g_01896	Praf.g_02175
OG0001084	Praw.g_01895	Praf.g_02173
OG0001085	Praw.g_01894	Praf.g_02172
OG0001086	Praw.g_01893	Praf.g_02176
OG0001087	Praw.g_01892	Praf.g_02177
OG0001088	Praw.g_01891	Praf.g_02179
OG0001089	Praw.g_00138	Praf.g_02163
OG0001090	Praw.g_00136	Praf.g_02161
OG0001091	Praw.g_00135	Praf.g_02160
OG0001092	Praw.g_00134	Praf.g_02159
OG0001093	Praw.g_00133	Praf.g_02158
OG0001094	Praw.g_00132	Praf.g_02157
OG0001095	Praw.g_00131	Praf.g_02156
OG0001096	Praw.g_00130	Praf.g_02155
OG0001097	Praw.g_00129	Praf.g_02154
OG0001098	Praw.g_00128	Praf.g_02153
OG0001099	Praw.g_00127	Praf.g_02152
OG0001100	Praw.g_00126	Praf.g_02151
OG0001101	Praw.g_00125	Praf.g_02150
OG0001102	Praw.g_00124	Praf.g_02149
OG0001103	Praw.g_00123	Praf.g_02148
OG0001104	Praw.g_00122	Praf.g_02147
OG0001105	Praw.g_00121	Praf.g_02146
OG0001106	Praw.g_00120	Praf.g_02145
OG0001107	Praw.g_00119	Praf.g_02144
OG0001108	Praw.g_00118	Praf.g_02143
OG0001109	Praw.g_00117	Praf.g_02142
OG0001110	Praw.g_00116	Praf.g_02141
OG0001111	Praw.g_00115	Praf.g_02140
OG0001112	Praw.g_00114	Praf.g_02139
OG0001113	Praw.g_00113	Praf.g_02138
OG0001114	Praw.g_00112	Praf.g_02137
OG0001115	Praw.g_00111	Praf.g_02136
OG0001116	Praw.g_00110	Praf.g_02135
OG0001117	Praw.g_00109	Praf.g_02134
OG0001118	Praw.g_00108	Praf.g_02133
OG0001119	Praw.g_00107	Praf.g_02132
OG0001120	Praw.g_00106	Praf.g_02131
OG0001121	Praw.g_00104	Praf.g_02128
OG0001122	Praw.g_00103	Praf.g_02127
OG0001123	Praw.g_00102	Praf.g_02126
OG0001124	Praw.g_00100	Praf.g_02124
OG0001125	Praw.g_00098	Praf.g_02122
OG0001126	Praw.g_00097	Praf.g_02121
OG0001127	Praw.g_00095	Praf.g_02118
OG0001128	Praw.g_00094	Praf.g_02117
OG0001129	Praw.g_00093	Praf.g_02112
OG0001130	Praw.g_00090	Praf.g_02109
OG0001131	Praw.g_00089	Praf.g_02108
OG0001132	Praw.g_00088	Praf.g_02107
OG0001133	Praw.g_00087	Praf.g_02106
OG0001134	Praw.g_00086	Praf.g_02105
OG0001135	Praw.g_00085	Praf.g_02104
OG0001136	Praw.g_00084	Praf.g_02103
OG0001137	Praw.g_00083	Praf.g_02102
OG0001138	Praw.g_00082	Praf.g_02101
OG0001139	Praw.g_00081	Praf.g_02099
OG0001140	Praw.g_00080	Praf.g_02097
OG0001141	Praw.g_00079	Praf.g_02096
OG0001142	Praw.g_00076	Praf.g_02082
OG0001143	Praw.g_00075	Praf.g_02081
OG0001144	Praw.g_00074	Praf.g_02079
OG0001145	Praw.g_00073	Praf.g_02078
OG0001146	Praw.g_00072	Praf.g_02077
OG0001147	Praw.g_00071	Praf.g_02076
OG0001148	Praw.g_00070	Praf.g_02075
OG0001149	Praw.g_00068	Praf.g_02372
OG0001150	Praw.g_00067	Praf.g_02375
OG0001151	Praw.g_00065	Praf.g_02383
OG0001152	Praw.g_00064	Praf.g_02384
OG0001153	Praw.g_00063	Praf.g_02386
OG0001154	Praw.g_00061	Praf.g_02388
OG0001155	Praw.g_00059	Praf.g_02391
OG0001156	Praw.g_00057	Praf.g_02393
OG0001157	Praw.g_00056	Praf.g_02395
OG0001158	Praw.g_00054	Praf.g_02397
OG0001159	Praw.g_00053	Praf.g_02398
OG0001160	Praw.g_00052	Praf.g_02399
OG0001161	Praw.g_00051	Praf.g_00196
OG0001162	Praw.g_00050	Praf.g_00195
OG0001163	Praw.g_00049	Praf.g_00194
OG0001164	Praw.g_00048	Praf.g_00193
OG0001165	Praw.g_00047	Praf.g_00192
OG0001166	Praw.g_00046	Praf.g_00191
OG0001167	Praw.g_00045	Praf.g_00184
OG0001168	Praw.g_00044	Praf.g_00183
OG0001169	Praw.g_00043	Praf.g_00182
