Orthogroup	Praw	Prbm
OG0000546	Praw.g_00158	Prbm.g_00653
OG0000547	Praw.g_00160	Prbm.g_00654
OG0000548	Praw.g_00161	Prbm.g_00656
OG0000549	Praw.g_00162	Prbm.g_00657
OG0000550	Praw.g_00163	Prbm.g_00658
OG0000551	Praw.g_00164	Prbm.g_00659
OG0000552	Praw.g_00165	Prbm.g_00660
OG0000553	Praw.g_00166	Prbm.g_00661
OG0000554	Praw.g_00167	Prbm.g_00662
OG0000555	Praw.g_00168	Prbm.g_00663
OG0000556	Praw.g_00169	Prbm.g_00664
OG0000557	Praw.g_01888	Prbm.g_00665
OG0000558	Praw.g_01887	Prbm.g_00666
OG0000559	Praw.g_01886	Prbm.g_00667
OG0000560	Praw.g_01884	Prbm.g_00669
OG0000561	Praw.g_01883	Prbm.g_00670
OG0000562	Praw.g_01882	Prbm.g_00671
OG0000563	Praw.g_01881	Prbm.g_00672
OG0000564	Praw.g_01880	Prbm.g_00673
OG0000565	Praw.g_01879	Prbm.g_00674
OG0000566	Praw.g_01878	Prbm.g_00675
OG0000567	Praw.g_01877	Prbm.g_00676
OG0000568	Praw.g_01876	Prbm.g_00677
OG0000569	Praw.g_01875	Prbm.g_00678
OG0000570	Praw.g_01874	Prbm.g_00679
OG0000571	Praw.g_01873	Prbm.g_00680
OG0000572	Praw.g_01872	Prbm.g_00681
OG0000573	Praw.g_01869	Prbm.g_00684
OG0000574	Praw.g_01868	Prbm.g_00685
OG0000575	Praw.g_01867	Prbm.g_00686
OG0000576	Praw.g_01866	Prbm.g_00687
OG0000577	Praw.g_01865	Prbm.g_00688
OG0000578	Praw.g_01864	Prbm.g_00689
OG0000579	Praw.g_01863	Prbm.g_00690
OG0000580	Praw.g_01862	Prbm.g_00691
OG0000581	Praw.g_01861	Prbm.g_00692
OG0000582	Praw.g_01860	Prbm.g_00693
OG0000583	Praw.g_01859	Prbm.g_00694
OG0000584	Praw.g_01858	Prbm.g_00696
OG0000585	Praw.g_01857	Prbm.g_00697
OG0000586	Praw.g_01855	Prbm.g_00699
OG0000587	Praw.g_01854	Prbm.g_00700
OG0000588	Praw.g_01852	Prbm.g_00703
OG0000589	Praw.g_01851	Prbm.g_00704
OG0000590	Praw.g_01849	Prbm.g_00706
OG0000591	Praw.g_01843	Prbm.g_00713
OG0000592	Praw.g_01842	Prbm.g_00714
OG0000593	Praw.g_01841	Prbm.g_00716
OG0000594	Praw.g_01839	Prbm.g_00719
OG0000595	Praw.g_01838	Prbm.g_00720
OG0000596	Praw.g_01837	Prbm.g_00722
OG0000597	Praw.g_01835	Prbm.g_00724
OG0000598	Praw.g_01834	Prbm.g_00725
OG0000599	Praw.g_01833	Prbm.g_00726
OG0000600	Praw.g_01832	Prbm.g_00727
OG0000601	Praw.g_01830	Prbm.g_00730
OG0000602	Praw.g_01829	Prbm.g_00731
OG0000603	Praw.g_01828	Prbm.g_00732
OG0000604	Praw.g_01827	Prbm.g_01483
OG0000605	Praw.g_01826	Prbm.g_00733
OG0000606	Praw.g_01825	Prbm.g_00734
OG0000607	Praw.g_01823	Prbm.g_00736
OG0000608	Praw.g_01822	Prbm.g_00737
OG0000609	Praw.g_01818	Prbm.g_02220
OG0000610	Praw.g_01817	Prbm.g_01326
OG0000611	Praw.g_01808	Prbm.g_00743
OG0000612	Praw.g_01807	Prbm.g_00744
OG0000613	Praw.g_01806	Prbm.g_00745
OG0000614	Praw.g_01805	Prbm.g_00746
OG0000615	Praw.g_01803	Prbm.g_00748
OG0000616	Praw.g_01802	Prbm.g_00749
OG0000617	Praw.g_01801	Prbm.g_00750
OG0000618	Praw.g_01800	Prbm.g_00751
OG0000619	Praw.g_01799	Prbm.g_00752
OG0000620	Praw.g_01798	Prbm.g_00753
OG0000621	Praw.g_01797	Prbm.g_00754
OG0000622	Praw.g_01796	Prbm.g_00755
OG0000623	Praw.g_01795	Prbm.g_00756
OG0000624	Praw.g_01794	Prbm.g_00758
OG0000625	Praw.g_01793	Prbm.g_00759
OG0000626	Praw.g_01792	Prbm.g_00760
OG0000627	Praw.g_01791	Prbm.g_00762
OG0000628	Praw.g_01790	Prbm.g_00763
OG0000629	Praw.g_01789	Prbm.g_00764
OG0000630	Praw.g_01788	Prbm.g_00765
OG0000631	Praw.g_01786	Prbm.g_00767
OG0000632	Praw.g_01763	Prbm.g_01151
OG0000633	Praw.g_01759	Prbm.g_00111
OG0000634	Praw.g_01745	Prbm.g_01094
OG0000635	Praw.g_01732	Prbm.g_00980
OG0000636	Praw.g_01731	Prbm.g_00979
OG0000637	Praw.g_01730	Prbm.g_00978
OG0000638	Praw.g_01719	Prbm.g_00395
OG0000639	Praw.g_01710	Prbm.g_00955
OG0000640	Praw.g_01708	Prbm.g_00957
OG0000641	Praw.g_01706	Prbm.g_00959
OG0000642	Praw.g_01705	Prbm.g_00960
OG0000643	Praw.g_01704	Prbm.g_00961
OG0000644	Praw.g_01703	Prbm.g_00808
OG0000645	Praw.g_01702	Prbm.g_00809
OG0000646	Praw.g_01701	Prbm.g_00810
OG0000647	Praw.g_01700	Prbm.g_00811
OG0000648	Praw.g_01698	Prbm.g_00813
OG0000649	Praw.g_01697	Prbm.g_00814
OG0000650	Praw.g_01696	Prbm.g_00815
OG0000651	Praw.g_01695	Prbm.g_00816
OG0000652	Praw.g_01694	Prbm.g_00817
OG0000653	Praw.g_01693	Prbm.g_00818
OG0000654	Praw.g_01691	Prbm.g_00820
OG0000655	Praw.g_01689	Prbm.g_00822
OG0000656	Praw.g_01688	Prbm.g_00823
OG0000657	Praw.g_01687	Prbm.g_00824
OG0000658	Praw.g_01686	Prbm.g_00825
OG0000659	Praw.g_01685	Prbm.g_00826
OG0000660	Praw.g_01684	Prbm.g_00827
OG0000661	Praw.g_01683	Prbm.g_00829
OG0000662	Praw.g_01682	Prbm.g_00831
OG0000663	Praw.g_01681	Prbm.g_00832
OG0000664	Praw.g_01680	Prbm.g_00833
OG0000665	Praw.g_01679	Prbm.g_00834
OG0000666	Praw.g_01678	Prbm.g_00835
OG0000667	Praw.g_01677	Prbm.g_00836
OG0000668	Praw.g_01676	Prbm.g_00837
OG0000669	Praw.g_01674	Prbm.g_00839
OG0000670	Praw.g_01673	Prbm.g_00840
OG0000671	Praw.g_01672	Prbm.g_00841
OG0000672	Praw.g_01671	Prbm.g_00842
OG0000673	Praw.g_01670	Prbm.g_00843
OG0000674	Praw.g_01669	Prbm.g_00844
OG0000675	Praw.g_01668	Prbm.g_00845
OG0000676	Praw.g_01667	Prbm.g_00846
OG0000677	Praw.g_01665	Prbm.g_00848
OG0000678	Praw.g_01663	Prbm.g_00850
OG0000679	Praw.g_01662	Prbm.g_00852
OG0000680	Praw.g_01661	Prbm.g_00853
OG0000681	Praw.g_01660	Prbm.g_00854
OG0000682	Praw.g_01659	Prbm.g_00855
OG0000683	Praw.g_01657	Prbm.g_00857
OG0000684	Praw.g_01656	Prbm.g_00858
OG0000685	Praw.g_01655	Prbm.g_00859
OG0000686	Praw.g_01654	Prbm.g_00860
OG0000687	Praw.g_01653	Prbm.g_00861
OG0000688	Praw.g_01652	Prbm.g_00862
OG0000689	Praw.g_01651	Prbm.g_00863
OG0000690	Praw.g_01650	Prbm.g_00864
OG0000691	Praw.g_01649	Prbm.g_00865
OG0000692	Praw.g_01647	Prbm.g_00867
OG0000693	Praw.g_01646	Prbm.g_00868
OG0000694	Praw.g_01645	Prbm.g_00869
OG0000695	Praw.g_01644	Prbm.g_00870
OG0000696	Praw.g_01643	Prbm.g_00871
OG0000697	Praw.g_01641	Prbm.g_00873
OG0000698	Praw.g_01639	Prbm.g_00877
OG0000699	Praw.g_01638	Prbm.g_00878
OG0000700	Praw.g_01611	Prbm.g_00911
OG0000701	Praw.g_01608	Prbm.g_00914
OG0000702	Praw.g_01605	Prbm.g_00919
OG0000703	Praw.g_01604	Prbm.g_00921
OG0000704	Praw.g_01603	Prbm.g_00922
OG0000705	Praw.g_01602	Prbm.g_00923
OG0000706	Praw.g_01601	Prbm.g_00924
OG0000707	Praw.g_01600	Prbm.g_00926
OG0000708	Praw.g_01599	Prbm.g_00927
OG0000709	Praw.g_01597	Prbm.g_00929
OG0000710	Praw.g_01596	Prbm.g_00930
OG0000711	Praw.g_01595	Prbm.g_00931
OG0000712	Praw.g_01594	Prbm.g_00932
OG0000713	Praw.g_01593	Prbm.g_00933
OG0000714	Praw.g_01591	Prbm.g_00935
OG0000715	Praw.g_01590	Prbm.g_00936
OG0000716	Praw.g_01588	Prbm.g_00939
OG0000717	Praw.g_01587	Prbm.g_00940
OG0000718	Praw.g_01586	Prbm.g_00941
OG0000719	Praw.g_01584	Prbm.g_00943
OG0000720	Praw.g_01583	Prbm.g_00944
OG0000721	Praw.g_01581	Prbm.g_00946
OG0000722	Praw.g_01580	Prbm.g_00947
OG0000723	Praw.g_01579	Prbm.g_00948
OG0000724	Praw.g_01577	Prbm.g_00793
OG0000725	Praw.g_01576	Prbm.g_00794
OG0000726	Praw.g_01575	Prbm.g_00795
OG0000727	Praw.g_01574	Prbm.g_00796
OG0000728	Praw.g_01573	Prbm.g_00797
OG0000729	Praw.g_01572	Prbm.g_00798
OG0000730	Praw.g_01571	Prbm.g_00799
OG0000731	Praw.g_01570	Prbm.g_00800
OG0000732	Praw.g_01569	Prbm.g_00801
OG0000733	Praw.g_01568	Prbm.g_00802
OG0000734	Praw.g_01567	Prbm.g_00803
OG0000735	Praw.g_01565	Prbm.g_00805
OG0000736	Praw.g_01564	Prbm.g_00806
OG0000737	Praw.g_01563	Prbm.g_00807
OG0000738	Praw.g_01562	Prbm.g_00962
OG0000739	Praw.g_01561	Prbm.g_00963
OG0000740	Praw.g_01560	Prbm.g_00964
OG0000741	Praw.g_01559	Prbm.g_00965
OG0000742	Praw.g_01557	Prbm.g_00967
OG0000743	Praw.g_01556	Prbm.g_00968
OG0000744	Praw.g_01555	Prbm.g_00969
OG0000745	Praw.g_01554	Prbm.g_00970
OG0000746	Praw.g_01553	Prbm.g_00971
OG0000747	Praw.g_01552	Prbm.g_00972
OG0000748	Praw.g_01551	Prbm.g_00973
OG0000749	Praw.g_01550	Prbm.g_00974
OG0000750	Praw.g_01549	Prbm.g_00975
OG0000751	Praw.g_01548	Prbm.g_00976
OG0000752	Praw.g_01547	Prbm.g_00889
OG0000753	Praw.g_01545	Prbm.g_00981
OG0000754	Praw.g_01544	Prbm.g_00982
OG0000755	Praw.g_01543	Prbm.g_00983
OG0000756	Praw.g_01542	Prbm.g_00985
OG0000757	Praw.g_01541	Prbm.g_00986
OG0000758	Praw.g_01540	Prbm.g_00987
OG0000759	Praw.g_01538	Prbm.g_00989
OG0000760	Praw.g_01537	Prbm.g_00990
OG0000761	Praw.g_01536	Prbm.g_00991
OG0000762	Praw.g_01534	Prbm.g_00993
OG0000763	Praw.g_01533	Prbm.g_00994
OG0000764	Praw.g_01532	Prbm.g_00995
OG0000765	Praw.g_01531	Prbm.g_00996
OG0000766	Praw.g_01530	Prbm.g_00997
OG0000767	Praw.g_01528	Prbm.g_00999
OG0000768	Praw.g_01527	Prbm.g_01000
OG0000769	Praw.g_01526	Prbm.g_01001
OG0000770	Praw.g_01525	Prbm.g_01002
OG0000771	Praw.g_01524	Prbm.g_01003
OG0000772	Praw.g_01523	Prbm.g_00102
OG0000773	Praw.g_01522	Prbm.g_01004
OG0000774	Praw.g_01521	Prbm.g_01005
OG0000775	Praw.g_01520	Prbm.g_01006
OG0000776	Praw.g_01518	Prbm.g_01007
OG0000777	Praw.g_01516	Prbm.g_01009
OG0000778	Praw.g_01515	Prbm.g_01010
OG0000779	Praw.g_01514	Prbm.g_01011
OG0000780	Praw.g_01512	Prbm.g_01013
OG0000781	Praw.g_01510	Prbm.g_01014
OG0000782	Praw.g_01509	Prbm.g_01015
OG0000783	Praw.g_01498	Prbm.g_01031
OG0000784	Praw.g_01496	Prbm.g_01032
OG0000785	Praw.g_01495	Prbm.g_01033
OG0000786	Praw.g_01494	Prbm.g_01034
OG0000787	Praw.g_01493	Prbm.g_01035
OG0000788	Praw.g_01489	Prbm.g_01039
OG0000789	Praw.g_01487	Prbm.g_01042
OG0000790	Praw.g_01486	Prbm.g_00888
OG0000791	Praw.g_01485	Prbm.g_01043
OG0000792	Praw.g_01484	Prbm.g_01044
OG0000793	Praw.g_01483	Prbm.g_01045
OG0000794	Praw.g_01481	Prbm.g_01048
OG0000795	Praw.g_01478	Prbm.g_01052
OG0000796	Praw.g_01477	Prbm.g_01053
OG0000797	Praw.g_01475	Prbm.g_01056
OG0000798	Praw.g_01474	Prbm.g_01057
OG0000799	Praw.g_01473	Prbm.g_01058
OG0000800	Praw.g_01472	Prbm.g_01059
OG0000801	Praw.g_01469	Prbm.g_01062
OG0000802	Praw.g_01468	Prbm.g_01063
OG0000803	Praw.g_01466	Prbm.g_00887
OG0000804	Praw.g_01465	Prbm.g_00886
OG0000805	Praw.g_01464	Prbm.g_00885
OG0000806	Praw.g_01462	Prbm.g_00883
OG0000807	Praw.g_01437	Prbm.g_00894
OG0000808	Praw.g_01427	Prbm.g_01103
OG0000809	Praw.g_01424	Prbm.g_01085
OG0000810	Praw.g_01423	Prbm.g_01806
OG0000811	Praw.g_01416	Prbm.g_02104
OG0000812	Praw.g_00172	Prbm.g_00398
OG0000813	Praw.g_00176	Prbm.g_00406
OG0000814	Praw.g_00178	Prbm.g_01803
OG0000815	Praw.g_00187	Prbm.g_01079
OG0000816	Praw.g_00202	Prbm.g_01911
OG0000817	Praw.g_00203	Prbm.g_01912
OG0000818	Praw.g_00208	Prbm.g_01123
OG0000819	Praw.g_00215	Prbm.g_01571
OG0000820	Praw.g_00219	Prbm.g_01565
OG0000821	Praw.g_00221	Prbm.g_01563
OG0000822	Praw.g_00222	Prbm.g_01562
OG0000823	Praw.g_00223	Prbm.g_01561
OG0000824	Praw.g_00224	Prbm.g_01560
OG0000825	Praw.g_00225	Prbm.g_01559
OG0000826	Praw.g_00226	Prbm.g_01558
OG0000827	Praw.g_00227	Prbm.g_01557
OG0000828	Praw.g_00228	Prbm.g_01556
OG0000829	Praw.g_00229	Prbm.g_01555
OG0000830	Praw.g_00230	Prbm.g_01553
OG0000831	Praw.g_00233	Prbm.g_01550
OG0000832	Praw.g_00235	Prbm.g_01548
OG0000833	Praw.g_00236	Prbm.g_01547
OG0000834	Praw.g_00237	Prbm.g_01545
OG0000835	Praw.g_00238	Prbm.g_01544
OG0000836	Praw.g_00239	Prbm.g_01543
OG0000837	Praw.g_00241	Prbm.g_01540
OG0000838	Praw.g_00242	Prbm.g_01539
OG0000839	Praw.g_00243	Prbm.g_01538
OG0000840	Praw.g_00244	Prbm.g_01537
OG0000841	Praw.g_00245	Prbm.g_01536
OG0000842	Praw.g_00246	Prbm.g_01534
OG0000843	Praw.g_00247	Prbm.g_01533
OG0000844	Praw.g_00248	Prbm.g_01532
OG0000845	Praw.g_00249	Prbm.g_01531
OG0000846	Praw.g_00252	Prbm.g_01529
OG0000847	Praw.g_00254	Prbm.g_01527
OG0000848	Praw.g_00255	Prbm.g_01525
OG0000849	Praw.g_00256	Prbm.g_01524
OG0000850	Praw.g_00257	Prbm.g_01523
OG0000851	Praw.g_00258	Prbm.g_01520
OG0000852	Praw.g_00260	Prbm.g_01518
OG0000853	Praw.g_00261	Prbm.g_01516
OG0000854	Praw.g_00263	Prbm.g_01514
OG0000855	Praw.g_00264	Prbm.g_01513
OG0000856	Praw.g_00265	Prbm.g_01512
OG0000857	Praw.g_00266	Prbm.g_01511
OG0000858	Praw.g_00267	Prbm.g_01510
OG0000859	Praw.g_00268	Prbm.g_01509
OG0000860	Praw.g_00269	Prbm.g_01508
OG0000861	Praw.g_00270	Prbm.g_01507
OG0000862	Praw.g_00271	Prbm.g_01506
OG0000863	Praw.g_00272	Prbm.g_01505
OG0000864	Praw.g_00273	Prbm.g_01504
OG0000865	Praw.g_00274	Prbm.g_01503
OG0000866	Praw.g_00275	Prbm.g_01502
OG0000867	Praw.g_00276	Prbm.g_01501
OG0000868	Praw.g_00277	Prbm.g_01500
OG0000869	Praw.g_00279	Prbm.g_01498
OG0000870	Praw.g_00280	Prbm.g_01497
OG0000871	Praw.g_00282	Prbm.g_01496
OG0000872	Praw.g_00283	Prbm.g_01495
OG0000873	Praw.g_00285	Prbm.g_01494
OG0000874	Praw.g_00286	Prbm.g_01493
OG0000875	Praw.g_00287	Prbm.g_01492
OG0000876	Praw.g_00288	Prbm.g_01491
OG0000877	Praw.g_00290	Prbm.g_01490
OG0000878	Praw.g_00954	Prbm.g_01356
OG0000879	Praw.g_00968	Prbm.g_01600
OG0000880	Praw.g_00969	Prbm.g_01601
OG0000881	Praw.g_00970	Prbm.g_01602
OG0000882	Praw.g_00971	Prbm.g_01603
OG0000883	Praw.g_00972	Prbm.g_01605
OG0000884	Praw.g_00976	Prbm.g_01606
OG0000885	Praw.g_00977	Prbm.g_01607
OG0000886	Praw.g_00978	Prbm.g_01608
OG0000887	Praw.g_00979	Prbm.g_01609
OG0000888	Praw.g_00980	Prbm.g_01610
OG0000889	Praw.g_00983	Prbm.g_01613
OG0000890	Praw.g_00984	Prbm.g_01614
OG0000891	Praw.g_00985	Prbm.g_01615
OG0000892	Praw.g_00987	Prbm.g_01616
OG0000893	Praw.g_00988	Prbm.g_01617
OG0000894	Praw.g_00989	Prbm.g_01618
OG0000895	Praw.g_00990	Prbm.g_01619
OG0000896	Praw.g_00991	Prbm.g_01620
OG0000897	Praw.g_00992	Prbm.g_01621
OG0000898	Praw.g_00994	Prbm.g_01624
OG0000899	Praw.g_00995	Prbm.g_01625
OG0000900	Praw.g_00997	Prbm.g_01630
OG0000901	Praw.g_01001	Prbm.g_01634
OG0000902	Praw.g_01002	Prbm.g_00777
OG0000903	Praw.g_01003	Prbm.g_01573
OG0000904	Praw.g_01006	Prbm.g_01051
OG0000905	Praw.g_01008	Prbm.g_01812
OG0000906	Praw.g_01010	Prbm.g_01658
OG0000907	Praw.g_01011	Prbm.g_00875
OG0000908	Praw.g_01014	Prbm.g_01176
OG0000909	Praw.g_01018	Prbm.g_01662
OG0000910	Praw.g_01019	Prbm.g_01663
OG0000911	Praw.g_01020	Prbm.g_01664
OG0000912	Praw.g_01021	Prbm.g_01665
OG0000913	Praw.g_01022	Prbm.g_01666
OG0000914	Praw.g_01023	Prbm.g_01667
OG0000915	Praw.g_01024	Prbm.g_01668
OG0000916	Praw.g_01025	Prbm.g_01669
OG0000917	Praw.g_01026	Prbm.g_01670
OG0000918	Praw.g_01027	Prbm.g_01671
OG0000919	Praw.g_01028	Prbm.g_01672
OG0000920	Praw.g_01029	Prbm.g_01673
OG0000921	Praw.g_01030	Prbm.g_01674
OG0000922	Praw.g_01031	Prbm.g_01675
OG0000923	Praw.g_01032	Prbm.g_01676
OG0000924	Praw.g_01033	Prbm.g_01677
OG0000925	Praw.g_01034	Prbm.g_01678
OG0000926	Praw.g_01052	Prbm.g_02077
OG0000927	Praw.g_01101	Prbm.g_01691
OG0000928	Praw.g_01100	Prbm.g_01692
OG0000929	Praw.g_01099	Prbm.g_01693
OG0000930	Praw.g_01098	Prbm.g_01694
OG0000931	Praw.g_01097	Prbm.g_01695
OG0000932	Praw.g_01095	Prbm.g_01697
OG0000933	Praw.g_01094	Prbm.g_01698
OG0000934	Praw.g_01093	Prbm.g_01699
OG0000935	Praw.g_01092	Prbm.g_01700
OG0000936	Praw.g_01091	Prbm.g_01701
OG0000937	Praw.g_01090	Prbm.g_01702
OG0000938	Praw.g_01089	Prbm.g_01703
OG0000939	Praw.g_01088	Prbm.g_01704
OG0000940	Praw.g_01087	Prbm.g_01706
OG0000941	Praw.g_01085	Prbm.g_01708
OG0000942	Praw.g_01084	Prbm.g_01709
OG0000943	Praw.g_01078	Prbm.g_01712
OG0000944	Praw.g_01077	Prbm.g_01713
OG0000945	Praw.g_01076	Prbm.g_01714
OG0000946	Praw.g_01075	Prbm.g_01715
OG0000947	Praw.g_00343	Prbm.g_01716
OG0000948	Praw.g_00344	Prbm.g_01717
OG0000949	Praw.g_00345	Prbm.g_01718
OG0000950	Praw.g_00346	Prbm.g_01719
OG0000951	Praw.g_00347	Prbm.g_01720
OG0000952	Praw.g_00348	Prbm.g_01721
OG0000953	Praw.g_00349	Prbm.g_01722
OG0000954	Praw.g_00350	Prbm.g_01723
OG0000955	Praw.g_00351	Prbm.g_01724
OG0000956	Praw.g_00352	Prbm.g_01725
OG0000957	Praw.g_00353	Prbm.g_00487
OG0000958	Praw.g_00354	Prbm.g_01726
OG0000959	Praw.g_00355	Prbm.g_01727
OG0000960	Praw.g_00356	Prbm.g_01728
OG0000961	Praw.g_00359	Prbm.g_01731
OG0000962	Praw.g_00360	Prbm.g_01732
OG0000963	Praw.g_00361	Prbm.g_01733
OG0000964	Praw.g_00363	Prbm.g_01735
OG0000965	Praw.g_00364	Prbm.g_01736
OG0000966	Praw.g_00365	Prbm.g_01737
OG0000967	Praw.g_00366	Prbm.g_01738
OG0000968	Praw.g_00367	Prbm.g_01739
OG0000969	Praw.g_00368	Prbm.g_01740
OG0000970	Praw.g_00370	Prbm.g_01741
OG0000971	Praw.g_00371	Prbm.g_01742
OG0000972	Praw.g_00372	Prbm.g_01743
OG0000973	Praw.g_00373	Prbm.g_01744
OG0000974	Praw.g_00375	Prbm.g_01746
OG0000975	Praw.g_00378	Prbm.g_01752
OG0000976	Praw.g_00380	Prbm.g_01755
OG0000977	Praw.g_00381	Prbm.g_01756
OG0000978	Praw.g_00382	Prbm.g_01757
OG0000979	Praw.g_00384	Prbm.g_01759
OG0000980	Praw.g_00385	Prbm.g_01760
OG0000981	Praw.g_00386	Prbm.g_01761
OG0000982	Praw.g_00387	Prbm.g_01762
OG0000983	Praw.g_00389	Prbm.g_01764
OG0000984	Praw.g_00390	Prbm.g_01765
OG0000985	Praw.g_00391	Prbm.g_01766
OG0000986	Praw.g_00392	Prbm.g_01768
OG0000987	Praw.g_00393	Prbm.g_01769
OG0000988	Praw.g_00394	Prbm.g_01770
OG0000989	Praw.g_00395	Prbm.g_01771
OG0000990	Praw.g_00396	Prbm.g_01772
OG0000991	Praw.g_00397	Prbm.g_01773
OG0000992	Praw.g_00398	Prbm.g_01774
OG0000993	Praw.g_00399	Prbm.g_01775
OG0000994	Praw.g_00400	Prbm.g_01776
OG0000995	Praw.g_00401	Prbm.g_01777
OG0000996	Praw.g_00402	Prbm.g_01778
OG0000997	Praw.g_00403	Prbm.g_01779
OG0000998	Praw.g_00404	Prbm.g_01780
OG0000999	Praw.g_00405	Prbm.g_01781
OG0001000	Praw.g_00406	Prbm.g_01782
OG0001001	Praw.g_00408	Prbm.g_01784
OG0001002	Praw.g_00409	Prbm.g_01785
OG0001003	Praw.g_00410	Prbm.g_01786
OG0001004	Praw.g_00411	Prbm.g_01787
OG0001005	Praw.g_00412	Prbm.g_01789
OG0001006	Praw.g_00413	Prbm.g_01790
OG0001007	Praw.g_00414	Prbm.g_01791
OG0001008	Praw.g_00416	Prbm.g_01793
OG0001009	Praw.g_00417	Prbm.g_01794
OG0001010	Praw.g_00423	Prbm.g_01586
OG0001011	Praw.g_00430	Prbm.g_01685
OG0001012	Praw.g_00458	Prbm.g_00830
OG0001013	Praw.g_00509	Prbm.g_01835
OG0001014	Praw.g_00510	Prbm.g_01836
OG0001015	Praw.g_00516	Prbm.g_01842
OG0001016	Praw.g_00517	Prbm.g_01843
OG0001017	Praw.g_00518	Prbm.g_01844
OG0001018	Praw.g_00519	Prbm.g_01845
OG0001019	Praw.g_00521	Prbm.g_01846
OG0001020	Praw.g_00522	Prbm.g_01847
OG0001021	Praw.g_00523	Prbm.g_01848
OG0001022	Praw.g_00524	Prbm.g_01849
OG0001023	Praw.g_00525	Prbm.g_01850
OG0001024	Praw.g_00526	Prbm.g_01851
OG0001025	Praw.g_00527	Prbm.g_01852
OG0001026	Praw.g_00529	Prbm.g_01853
OG0001027	Praw.g_00530	Prbm.g_01854
OG0001028	Praw.g_00531	Prbm.g_01855
OG0001029	Praw.g_00532	Prbm.g_01856
OG0001030	Praw.g_00533	Prbm.g_01857
OG0001031	Praw.g_00534	Prbm.g_01858
OG0001032	Praw.g_00535	Prbm.g_01859
OG0001033	Praw.g_00536	Prbm.g_01860
OG0001034	Praw.g_00537	Prbm.g_01861
OG0001035	Praw.g_00539	Prbm.g_01863
OG0001036	Praw.g_00540	Prbm.g_01864
OG0001037	Praw.g_00541	Prbm.g_01865
OG0001038	Praw.g_00542	Prbm.g_01866
OG0001039	Praw.g_00543	Prbm.g_01867
OG0001040	Praw.g_00544	Prbm.g_01869
OG0001041	Praw.g_00545	Prbm.g_01870
OG0001042	Praw.g_00546	Prbm.g_01871
OG0001043	Praw.g_00547	Prbm.g_01872
OG0001044	Praw.g_00548	Prbm.g_01873
OG0001045	Praw.g_00549	Prbm.g_01874
OG0001046	Praw.g_00550	Prbm.g_01875
OG0001047	Praw.g_00553	Prbm.g_01877
OG0001048	Praw.g_00555	Prbm.g_01879
OG0001049	Praw.g_00556	Prbm.g_01880
OG0001050	Praw.g_00557	Prbm.g_01881
OG0001051	Praw.g_00558	Prbm.g_01882
OG0001052	Praw.g_00559	Prbm.g_01883
OG0001053	Praw.g_00561	Prbm.g_01885
OG0001054	Praw.g_00563	Prbm.g_01887
OG0001055	Praw.g_00564	Prbm.g_01888
OG0001056	Praw.g_00565	Prbm.g_01889
OG0001057	Praw.g_00566	Prbm.g_01890
OG0001058	Praw.g_00567	Prbm.g_01891
OG0001059	Praw.g_00568	Prbm.g_01892
OG0001060	Praw.g_00569	Prbm.g_01893
OG0001061	Praw.g_00570	Prbm.g_01894
OG0001062	Praw.g_00571	Prbm.g_01895
OG0001063	Praw.g_00572	Prbm.g_01896
OG0001064	Praw.g_01921	Prbm.g_01898
OG0001065	Praw.g_01917	Prbm.g_01948
OG0001066	Praw.g_01916	Prbm.g_01950
OG0001067	Praw.g_01915	Prbm.g_01951
OG0001068	Praw.g_01913	Prbm.g_01953
OG0001069	Praw.g_01912	Prbm.g_01954
OG0001070	Praw.g_01911	Prbm.g_01955
OG0001071	Praw.g_01910	Prbm.g_01956
OG0001072	Praw.g_01909	Prbm.g_01957
OG0001073	Praw.g_01908	Prbm.g_01958
OG0001074	Praw.g_01907	Prbm.g_01959
OG0001075	Praw.g_01906	Prbm.g_01960
OG0001076	Praw.g_01905	Prbm.g_01961
OG0001077	Praw.g_01904	Prbm.g_01962
OG0001078	Praw.g_01903	Prbm.g_01963
OG0001079	Praw.g_01902	Prbm.g_01964
OG0001080	Praw.g_01901	Prbm.g_01965
OG0001081	Praw.g_01898	Prbm.g_01975
OG0001082	Praw.g_01897	Prbm.g_01974
OG0001083	Praw.g_01896	Prbm.g_01970
OG0001084	Praw.g_01895	Prbm.g_01972
OG0001085	Praw.g_01894	Prbm.g_01973
OG0001086	Praw.g_01893	Prbm.g_01968
OG0001087	Praw.g_01892	Prbm.g_01967
OG0001088	Praw.g_01891	Prbm.g_01966
OG0001089	Praw.g_00138	Prbm.g_01990
OG0001090	Praw.g_00136	Prbm.g_01992
OG0001091	Praw.g_00135	Prbm.g_01993
OG0001092	Praw.g_00134	Prbm.g_01994
OG0001093	Praw.g_00133	Prbm.g_01995
OG0001094	Praw.g_00132	Prbm.g_01996
OG0001095	Praw.g_00131	Prbm.g_01997
OG0001096	Praw.g_00130	Prbm.g_01998
OG0001097	Praw.g_00129	Prbm.g_01999
OG0001098	Praw.g_00128	Prbm.g_02000
OG0001099	Praw.g_00127	Prbm.g_02001
OG0001100	Praw.g_00126	Prbm.g_02002
OG0001101	Praw.g_00125	Prbm.g_02003
OG0001102	Praw.g_00124	Prbm.g_02004
OG0001103	Praw.g_00123	Prbm.g_02005
OG0001104	Praw.g_00122	Prbm.g_02006
