Orthogroup	Praw	Prbi
OG0000545	Praw.g_00157	Prbi.g_00623
OG0000546	Praw.g_00158	Prbi.g_00624
OG0000547	Praw.g_00160	Prbi.g_00626
OG0000548	Praw.g_00161	Prbi.g_00627
OG0000549	Praw.g_00162	Prbi.g_00628
OG0000550	Praw.g_00163	Prbi.g_00629
OG0000551	Praw.g_00164	Prbi.g_00630
OG0000552	Praw.g_00165	Prbi.g_00631
OG0000553	Praw.g_00166	Prbi.g_00632
OG0000554	Praw.g_00167	Prbi.g_00634
OG0000555	Praw.g_00168	Prbi.g_00635
OG0000556	Praw.g_00169	Prbi.g_00636
OG0000557	Praw.g_01888	Prbi.g_00637
OG0000558	Praw.g_01887	Prbi.g_00638
OG0000559	Praw.g_01886	Prbi.g_00639
OG0000560	Praw.g_01884	Prbi.g_00641
OG0000561	Praw.g_01883	Prbi.g_00642
OG0000562	Praw.g_01882	Prbi.g_00643
OG0000563	Praw.g_01881	Prbi.g_00644
OG0000564	Praw.g_01880	Prbi.g_00645
OG0000565	Praw.g_01879	Prbi.g_00646
OG0000566	Praw.g_01878	Prbi.g_00647
OG0000567	Praw.g_01877	Prbi.g_00648
OG0000568	Praw.g_01876	Prbi.g_00649
OG0000569	Praw.g_01875	Prbi.g_00650
OG0000570	Praw.g_01874	Prbi.g_00651
OG0000571	Praw.g_01873	Prbi.g_00652
OG0000572	Praw.g_01872	Prbi.g_00653
OG0000573	Praw.g_01869	Prbi.g_00656
OG0000574	Praw.g_01868	Prbi.g_00657
OG0000575	Praw.g_01867	Prbi.g_00658
OG0000576	Praw.g_01866	Prbi.g_00659
OG0000577	Praw.g_01865	Prbi.g_00660
OG0000578	Praw.g_01864	Prbi.g_00661
OG0000579	Praw.g_01863	Prbi.g_00662
OG0000580	Praw.g_01862	Prbi.g_00663
OG0000581	Praw.g_01861	Prbi.g_00664
OG0000582	Praw.g_01860	Prbi.g_00665
OG0000583	Praw.g_01859	Prbi.g_00666
OG0000584	Praw.g_01858	Prbi.g_00667
OG0000585	Praw.g_01857	Prbi.g_00668
OG0000586	Praw.g_01855	Prbi.g_00670
OG0000587	Praw.g_01854	Prbi.g_00671
OG0000588	Praw.g_01852	Prbi.g_00673
OG0000589	Praw.g_01851	Prbi.g_00674
OG0000590	Praw.g_01849	Prbi.g_00676
OG0000591	Praw.g_01843	Prbi.g_00682
OG0000592	Praw.g_01842	Prbi.g_00683
OG0000593	Praw.g_01841	Prbi.g_00684
OG0000594	Praw.g_01839	Prbi.g_00686
OG0000595	Praw.g_01838	Prbi.g_00687
OG0000596	Praw.g_01837	Prbi.g_00688
OG0000597	Praw.g_01835	Prbi.g_00690
OG0000598	Praw.g_01834	Prbi.g_00691
OG0000599	Praw.g_01833	Prbi.g_00692
OG0000600	Praw.g_01832	Prbi.g_00693
OG0000601	Praw.g_01830	Prbi.g_00695
OG0000602	Praw.g_01829	Prbi.g_00696
OG0000603	Praw.g_01828	Prbi.g_00697
OG0000604	Praw.g_01827	Prbi.g_00698
OG0000605	Praw.g_01826	Prbi.g_00699
OG0000606	Praw.g_01825	Prbi.g_00700
OG0000607	Praw.g_01823	Prbi.g_00703
OG0000608	Praw.g_01822	Prbi.g_00704
OG0000609	Praw.g_01818	Prbi.g_00708
OG0000610	Praw.g_01817	Prbi.g_00709
OG0000611	Praw.g_01808	Prbi.g_00746
OG0000612	Praw.g_01807	Prbi.g_00747
OG0000613	Praw.g_01806	Prbi.g_00748
OG0000614	Praw.g_01805	Prbi.g_00749
OG0000615	Praw.g_01803	Prbi.g_00751
OG0000616	Praw.g_01802	Prbi.g_00752
OG0000617	Praw.g_01801	Prbi.g_00753
OG0000618	Praw.g_01800	Prbi.g_00754
OG0000619	Praw.g_01799	Prbi.g_00755
OG0000620	Praw.g_01798	Prbi.g_00756
OG0000621	Praw.g_01797	Prbi.g_00757
OG0000622	Praw.g_01796	Prbi.g_00758
OG0000623	Praw.g_01795	Prbi.g_00759
OG0000624	Praw.g_01794	Prbi.g_00760
OG0000625	Praw.g_01793	Prbi.g_00761
OG0000626	Praw.g_01792	Prbi.g_00762
OG0000627	Praw.g_01791	Prbi.g_00763
OG0000628	Praw.g_01790	Prbi.g_00764
OG0000629	Praw.g_01789	Prbi.g_00765
OG0000630	Praw.g_01788	Prbi.g_00766
OG0000631	Praw.g_01786	Prbi.g_00768
OG0000632	Praw.g_01763	Prbi.g_00788
OG0000633	Praw.g_01759	Prbi.g_00792
OG0000634	Praw.g_01745	Prbi.g_00807
OG0000635	Praw.g_01732	Prbi.g_00811
OG0000636	Praw.g_01731	Prbi.g_00812
OG0000637	Praw.g_01730	Prbi.g_00813
OG0000638	Praw.g_01719	Prbi.g_00825
OG0000639	Praw.g_01710	Prbi.g_00834
OG0000640	Praw.g_01708	Prbi.g_00835
OG0000641	Praw.g_01706	Prbi.g_00838
OG0000642	Praw.g_01705	Prbi.g_00839
OG0000643	Praw.g_01704	Prbi.g_00840
OG0000644	Praw.g_01703	Prbi.g_00841
OG0000645	Praw.g_01702	Prbi.g_00842
OG0000646	Praw.g_01701	Prbi.g_00843
OG0000647	Praw.g_01700	Prbi.g_00844
OG0000648	Praw.g_01698	Prbi.g_00846
OG0000649	Praw.g_01697	Prbi.g_00847
OG0000650	Praw.g_01696	Prbi.g_00848
OG0000651	Praw.g_01695	Prbi.g_00849
OG0000652	Praw.g_01694	Prbi.g_00850
OG0000653	Praw.g_01693	Prbi.g_00851
OG0000654	Praw.g_01691	Prbi.g_00853
OG0000655	Praw.g_01689	Prbi.g_00855
OG0000656	Praw.g_01688	Prbi.g_00856
OG0000657	Praw.g_01687	Prbi.g_00857
OG0000658	Praw.g_01686	Prbi.g_00858
OG0000659	Praw.g_01685	Prbi.g_00859
OG0000660	Praw.g_01684	Prbi.g_00860
OG0000661	Praw.g_01683	Prbi.g_00861
OG0000662	Praw.g_01682	Prbi.g_00862
OG0000663	Praw.g_01681	Prbi.g_00863
OG0000664	Praw.g_01680	Prbi.g_00864
OG0000665	Praw.g_01679	Prbi.g_00865
OG0000666	Praw.g_01678	Prbi.g_00866
OG0000667	Praw.g_01677	Prbi.g_00867
OG0000668	Praw.g_01676	Prbi.g_00868
OG0000669	Praw.g_01674	Prbi.g_00870
OG0000670	Praw.g_01673	Prbi.g_00871
OG0000671	Praw.g_01672	Prbi.g_00872
OG0000672	Praw.g_01671	Prbi.g_00873
OG0000673	Praw.g_01670	Prbi.g_00874
OG0000674	Praw.g_01669	Prbi.g_00875
OG0000675	Praw.g_01668	Prbi.g_00877
OG0000676	Praw.g_01667	Prbi.g_00878
OG0000677	Praw.g_01665	Prbi.g_00881
OG0000678	Praw.g_01663	Prbi.g_00883
OG0000679	Praw.g_01662	Prbi.g_00884
OG0000680	Praw.g_01661	Prbi.g_00885
OG0000681	Praw.g_01660	Prbi.g_00886
OG0000682	Praw.g_01659	Prbi.g_00887
OG0000683	Praw.g_01657	Prbi.g_00889
OG0000684	Praw.g_01656	Prbi.g_00890
OG0000685	Praw.g_01655	Prbi.g_00891
OG0000686	Praw.g_01654	Prbi.g_00892
OG0000687	Praw.g_01653	Prbi.g_00893
OG0000688	Praw.g_01652	Prbi.g_00894
OG0000689	Praw.g_01651	Prbi.g_00895
OG0000690	Praw.g_01650	Prbi.g_00896
OG0000691	Praw.g_01649	Prbi.g_00897
OG0000692	Praw.g_01647	Prbi.g_00899
OG0000693	Praw.g_01646	Prbi.g_00900
OG0000694	Praw.g_01645	Prbi.g_00901
OG0000695	Praw.g_01644	Prbi.g_00902
OG0000696	Praw.g_01643	Prbi.g_00903
OG0000697	Praw.g_01641	Prbi.g_00905
OG0000698	Praw.g_01639	Prbi.g_00907
OG0000699	Praw.g_01638	Prbi.g_00908
OG0000700	Praw.g_01611	Prbi.g_00934
OG0000701	Praw.g_01608	Prbi.g_00939
OG0000702	Praw.g_01605	Prbi.g_00942
OG0000703	Praw.g_01604	Prbi.g_00943
OG0000704	Praw.g_01603	Prbi.g_00944
OG0000705	Praw.g_01602	Prbi.g_00945
OG0000706	Praw.g_01601	Prbi.g_00946
OG0000707	Praw.g_01600	Prbi.g_00948
OG0000708	Praw.g_01599	Prbi.g_00949
OG0000709	Praw.g_01597	Prbi.g_00951
OG0000710	Praw.g_01596	Prbi.g_00952
OG0000711	Praw.g_01595	Prbi.g_00953
OG0000712	Praw.g_01594	Prbi.g_00954
OG0000713	Praw.g_01593	Prbi.g_00955
OG0000714	Praw.g_01591	Prbi.g_00957
OG0000715	Praw.g_01590	Prbi.g_00958
OG0000716	Praw.g_01588	Prbi.g_00960
OG0000717	Praw.g_01587	Prbi.g_00961
OG0000718	Praw.g_01586	Prbi.g_00962
OG0000719	Praw.g_01584	Prbi.g_00964
OG0000720	Praw.g_01583	Prbi.g_00965
OG0000721	Praw.g_01581	Prbi.g_00968
OG0000722	Praw.g_01580	Prbi.g_00969
OG0000723	Praw.g_01579	Prbi.g_00970
OG0000724	Praw.g_01577	Prbi.g_00971
OG0000725	Praw.g_01576	Prbi.g_00972
OG0000726	Praw.g_01575	Prbi.g_00973
OG0000727	Praw.g_01574	Prbi.g_00974
OG0000728	Praw.g_01573	Prbi.g_00975
OG0000729	Praw.g_01572	Prbi.g_00976
OG0000730	Praw.g_01571	Prbi.g_00977
OG0000731	Praw.g_01570	Prbi.g_00978
OG0000732	Praw.g_01569	Prbi.g_00979
OG0000733	Praw.g_01568	Prbi.g_00980
OG0000734	Praw.g_01567	Prbi.g_00981
OG0000735	Praw.g_01565	Prbi.g_00983
OG0000736	Praw.g_01564	Prbi.g_00984
OG0000737	Praw.g_01563	Prbi.g_00985
OG0000738	Praw.g_01562	Prbi.g_00986
OG0000739	Praw.g_01561	Prbi.g_00987
OG0000740	Praw.g_01560	Prbi.g_00988
OG0000741	Praw.g_01559	Prbi.g_00989
OG0000742	Praw.g_01557	Prbi.g_00991
OG0000743	Praw.g_01556	Prbi.g_00992
OG0000744	Praw.g_01555	Prbi.g_00993
OG0000745	Praw.g_01554	Prbi.g_00994
OG0000746	Praw.g_01553	Prbi.g_00995
OG0000747	Praw.g_01552	Prbi.g_00996
OG0000748	Praw.g_01551	Prbi.g_00997
OG0000749	Praw.g_01550	Prbi.g_00998
OG0000750	Praw.g_01549	Prbi.g_00999
OG0000751	Praw.g_01548	Prbi.g_01000
OG0000752	Praw.g_01547	Prbi.g_01001
OG0000753	Praw.g_01545	Prbi.g_01003
OG0000754	Praw.g_01544	Prbi.g_01004
OG0000755	Praw.g_01543	Prbi.g_01005
OG0000756	Praw.g_01542	Prbi.g_01006
OG0000757	Praw.g_01541	Prbi.g_01007
OG0000758	Praw.g_01540	Prbi.g_01008
OG0000759	Praw.g_01538	Prbi.g_01010
OG0000760	Praw.g_01537	Prbi.g_01011
OG0000761	Praw.g_01536	Prbi.g_01012
OG0000762	Praw.g_01534	Prbi.g_01014
OG0000763	Praw.g_01533	Prbi.g_01015
OG0000764	Praw.g_01532	Prbi.g_01016
OG0000765	Praw.g_01531	Prbi.g_01017
OG0000766	Praw.g_01530	Prbi.g_01018
OG0000767	Praw.g_01528	Prbi.g_01020
OG0000768	Praw.g_01527	Prbi.g_01021
OG0000769	Praw.g_01526	Prbi.g_01022
OG0000770	Praw.g_01525	Prbi.g_01023
OG0000771	Praw.g_01524	Prbi.g_01024
OG0000772	Praw.g_01523	Prbi.g_01025
OG0000773	Praw.g_01522	Prbi.g_01026
OG0000774	Praw.g_01521	Prbi.g_01027
OG0000775	Praw.g_01520	Prbi.g_01028
OG0000776	Praw.g_01518	Prbi.g_01030
OG0000777	Praw.g_01516	Prbi.g_01032
OG0000778	Praw.g_01515	Prbi.g_01033
OG0000779	Praw.g_01514	Prbi.g_01034
OG0000780	Praw.g_01512	Prbi.g_01036
OG0000781	Praw.g_01510	Prbi.g_01038
OG0000782	Praw.g_01509	Prbi.g_01039
OG0000783	Praw.g_01498	Prbi.g_01055
OG0000784	Praw.g_01496	Prbi.g_01057
OG0000785	Praw.g_01495	Prbi.g_01058
OG0000786	Praw.g_01494	Prbi.g_01059
OG0000787	Praw.g_01493	Prbi.g_01060
OG0000788	Praw.g_01489	Prbi.g_01064
OG0000789	Praw.g_01487	Prbi.g_01066
OG0000790	Praw.g_01486	Prbi.g_01067
OG0000791	Praw.g_01485	Prbi.g_01068
OG0000792	Praw.g_01484	Prbi.g_01069
OG0000793	Praw.g_01483	Prbi.g_01070
OG0000794	Praw.g_01481	Prbi.g_01072
OG0000795	Praw.g_01478	Prbi.g_01075
OG0000796	Praw.g_01477	Prbi.g_01076
OG0000797	Praw.g_01475	Prbi.g_01078
OG0000798	Praw.g_01474	Prbi.g_01079
OG0000799	Praw.g_01473	Prbi.g_01080
OG0000800	Praw.g_01472	Prbi.g_01081
OG0000801	Praw.g_01469	Prbi.g_01084
OG0000802	Praw.g_01468	Prbi.g_01085
OG0000803	Praw.g_01466	Prbi.g_01087
OG0000804	Praw.g_01465	Prbi.g_01088
OG0000805	Praw.g_01464	Prbi.g_01089
OG0000806	Praw.g_01462	Prbi.g_01091
OG0000807	Praw.g_01437	Prbi.g_01117
OG0000808	Praw.g_01427	Prbi.g_01127
OG0000809	Praw.g_01424	Prbi.g_01130
OG0000810	Praw.g_01423	Prbi.g_01131
OG0000811	Praw.g_01416	Prbi.g_01138
OG0000812	Praw.g_00172	Prbi.g_01142
OG0000813	Praw.g_00176	Prbi.g_01146
OG0000814	Praw.g_00178	Prbi.g_01148
OG0000815	Praw.g_00187	Prbi.g_01161
OG0000816	Praw.g_00202	Prbi.g_01175
OG0000817	Praw.g_00203	Prbi.g_01176
OG0000818	Praw.g_00208	Prbi.g_01181
OG0000819	Praw.g_00215	Prbi.g_01188
OG0000820	Praw.g_00219	Prbi.g_01192
OG0000821	Praw.g_00221	Prbi.g_01194
OG0000822	Praw.g_00222	Prbi.g_01195
OG0000823	Praw.g_00223	Prbi.g_01196
OG0000824	Praw.g_00224	Prbi.g_01197
OG0000825	Praw.g_00225	Prbi.g_01198
OG0000826	Praw.g_00226	Prbi.g_01199
OG0000827	Praw.g_00227	Prbi.g_01200
OG0000828	Praw.g_00228	Prbi.g_01201
OG0000829	Praw.g_00229	Prbi.g_01202
OG0000830	Praw.g_00230	Prbi.g_01203
OG0000831	Praw.g_00233	Prbi.g_01206
OG0000832	Praw.g_00235	Prbi.g_01208
OG0000833	Praw.g_00236	Prbi.g_01209
OG0000834	Praw.g_00237	Prbi.g_01210
OG0000835	Praw.g_00238	Prbi.g_01211
OG0000836	Praw.g_00239	Prbi.g_01212
OG0000837	Praw.g_00241	Prbi.g_01214
OG0000838	Praw.g_00242	Prbi.g_01215
OG0000839	Praw.g_00243	Prbi.g_01216
OG0000840	Praw.g_00244	Prbi.g_01217
OG0000841	Praw.g_00245	Prbi.g_01218
OG0000842	Praw.g_00246	Prbi.g_01219
OG0000843	Praw.g_00247	Prbi.g_01220
OG0000844	Praw.g_00248	Prbi.g_01221
OG0000845	Praw.g_00249	Prbi.g_01222
OG0000846	Praw.g_00252	Prbi.g_01225
OG0000847	Praw.g_00254	Prbi.g_01227
OG0000848	Praw.g_00255	Prbi.g_01228
OG0000849	Praw.g_00256	Prbi.g_01229
OG0000850	Praw.g_00257	Prbi.g_01230
OG0000851	Praw.g_00258	Prbi.g_01231
OG0000852	Praw.g_00260	Prbi.g_01233
OG0000853	Praw.g_00261	Prbi.g_01234
OG0000854	Praw.g_00263	Prbi.g_01236
OG0000855	Praw.g_00264	Prbi.g_01237
OG0000856	Praw.g_00265	Prbi.g_01238
OG0000857	Praw.g_00266	Prbi.g_01239
OG0000858	Praw.g_00267	Prbi.g_01240
OG0000859	Praw.g_00268	Prbi.g_01241
OG0000860	Praw.g_00269	Prbi.g_01242
OG0000861	Praw.g_00270	Prbi.g_01243
OG0000862	Praw.g_00271	Prbi.g_01244
OG0000863	Praw.g_00272	Prbi.g_01245
OG0000864	Praw.g_00273	Prbi.g_01246
OG0000865	Praw.g_00274	Prbi.g_01247
OG0000866	Praw.g_00275	Prbi.g_01248
OG0000867	Praw.g_00276	Prbi.g_01249
OG0000868	Praw.g_00277	Prbi.g_01250
OG0000869	Praw.g_00279	Prbi.g_01252
OG0000870	Praw.g_00280	Prbi.g_01253
OG0000871	Praw.g_00282	Prbi.g_01255
OG0000872	Praw.g_00283	Prbi.g_01256
OG0000873	Praw.g_00285	Prbi.g_01258
OG0000874	Praw.g_00286	Prbi.g_01259
OG0000875	Praw.g_00287	Prbi.g_01260
OG0000876	Praw.g_00288	Prbi.g_01261
OG0000877	Praw.g_00290	Prbi.g_01263
OG0000878	Praw.g_00954	Prbi.g_01363
OG0000879	Praw.g_00968	Prbi.g_01380
OG0000880	Praw.g_00969	Prbi.g_01381
OG0000881	Praw.g_00970	Prbi.g_01382
OG0000882	Praw.g_00971	Prbi.g_01383
OG0000883	Praw.g_00972	Prbi.g_01384
OG0000884	Praw.g_00976	Prbi.g_01386
OG0000885	Praw.g_00977	Prbi.g_01387
OG0000886	Praw.g_00978	Prbi.g_01388
OG0000887	Praw.g_00979	Prbi.g_01389
OG0000888	Praw.g_00980	Prbi.g_01390
OG0000889	Praw.g_00983	Prbi.g_01393
OG0000890	Praw.g_00984	Prbi.g_01394
OG0000891	Praw.g_00985	Prbi.g_01395
OG0000892	Praw.g_00987	Prbi.g_01397
OG0000893	Praw.g_00988	Prbi.g_01398
OG0000894	Praw.g_00989	Prbi.g_01399
OG0000895	Praw.g_00990	Prbi.g_01400
OG0000896	Praw.g_00991	Prbi.g_01401
OG0000897	Praw.g_00992	Prbi.g_01402
OG0000898	Praw.g_00994	Prbi.g_01404
OG0000899	Praw.g_00995	Prbi.g_01405
OG0000900	Praw.g_00997	Prbi.g_01421
OG0000901	Praw.g_01001	Prbi.g_01425
OG0000902	Praw.g_01002	Prbi.g_01426
OG0000903	Praw.g_01003	Prbi.g_01427
OG0000904	Praw.g_01006	Prbi.g_01429
OG0000905	Praw.g_01008	Prbi.g_01431
OG0000906	Praw.g_01010	Prbi.g_01433
OG0000907	Praw.g_01011	Prbi.g_01434
OG0000908	Praw.g_01014	Prbi.g_01437
OG0000909	Praw.g_01018	Prbi.g_01441
OG0000910	Praw.g_01019	Prbi.g_01442
OG0000911	Praw.g_01020	Prbi.g_01443
OG0000912	Praw.g_01021	Prbi.g_01444
OG0000913	Praw.g_01022	Prbi.g_01445
OG0000914	Praw.g_01023	Prbi.g_01446
OG0000915	Praw.g_01024	Prbi.g_01447
OG0000916	Praw.g_01025	Prbi.g_01448
OG0000917	Praw.g_01026	Prbi.g_01449
OG0000918	Praw.g_01027	Prbi.g_01450
OG0000919	Praw.g_01028	Prbi.g_01451
OG0000920	Praw.g_01029	Prbi.g_01452
OG0000921	Praw.g_01030	Prbi.g_01453
OG0000922	Praw.g_01031	Prbi.g_01454
OG0000923	Praw.g_01032	Prbi.g_01455
OG0000924	Praw.g_01033	Prbi.g_01456
OG0000925	Praw.g_01034	Prbi.g_01457
OG0000926	Praw.g_01052	Prbi.g_01489
OG0000927	Praw.g_01101	Prbi.g_01571
OG0000928	Praw.g_01100	Prbi.g_01572
OG0000929	Praw.g_01099	Prbi.g_01573
OG0000930	Praw.g_01098	Prbi.g_01574
OG0000931	Praw.g_01097	Prbi.g_01575
OG0000932	Praw.g_01095	Prbi.g_01577
OG0000933	Praw.g_01094	Prbi.g_01578
OG0000934	Praw.g_01093	Prbi.g_01579
OG0000935	Praw.g_01092	Prbi.g_01580
OG0000936	Praw.g_01091	Prbi.g_01581
OG0000937	Praw.g_01090	Prbi.g_01582
OG0000938	Praw.g_01089	Prbi.g_01583
OG0000939	Praw.g_01088	Prbi.g_01584
OG0000940	Praw.g_01087	Prbi.g_01585
OG0000941	Praw.g_01085	Prbi.g_01587
OG0000942	Praw.g_01084	Prbi.g_01588
OG0000943	Praw.g_01078	Prbi.g_01593
OG0000944	Praw.g_01077	Prbi.g_01594
OG0000945	Praw.g_01076	Prbi.g_01595
OG0000946	Praw.g_01075	Prbi.g_01596
OG0000947	Praw.g_00343	Prbi.g_01597
OG0000948	Praw.g_00344	Prbi.g_01598
OG0000949	Praw.g_00345	Prbi.g_01599
OG0000950	Praw.g_00346	Prbi.g_01600
OG0000951	Praw.g_00347	Prbi.g_01601
OG0000952	Praw.g_00348	Prbi.g_01602
OG0000953	Praw.g_00349	Prbi.g_01603
OG0000954	Praw.g_00350	Prbi.g_01604
OG0000955	Praw.g_00351	Prbi.g_01605
OG0000956	Praw.g_00352	Prbi.g_01606
OG0000957	Praw.g_00353	Prbi.g_01607
OG0000958	Praw.g_00354	Prbi.g_01608
OG0000959	Praw.g_00355	Prbi.g_01609
OG0000960	Praw.g_00356	Prbi.g_01610
OG0000961	Praw.g_00359	Prbi.g_01613
OG0000962	Praw.g_00360	Prbi.g_01614
OG0000963	Praw.g_00361	Prbi.g_01615
OG0000964	Praw.g_00363	Prbi.g_01617
OG0000965	Praw.g_00364	Prbi.g_01618
OG0000966	Praw.g_00365	Prbi.g_01619
OG0000967	Praw.g_00366	Prbi.g_01620
OG0000968	Praw.g_00367	Prbi.g_01621
OG0000969	Praw.g_00368	Prbi.g_01622
OG0000970	Praw.g_00370	Prbi.g_01623
OG0000971	Praw.g_00371	Prbi.g_01624
OG0000972	Praw.g_00372	Prbi.g_01625
OG0000973	Praw.g_00373	Prbi.g_01626
OG0000974	Praw.g_00375	Prbi.g_01628
OG0000975	Praw.g_00378	Prbi.g_01631
OG0000976	Praw.g_00380	Prbi.g_01633
OG0000977	Praw.g_00381	Prbi.g_01634
OG0000978	Praw.g_00382	Prbi.g_01635
OG0000979	Praw.g_00384	Prbi.g_01637
OG0000980	Praw.g_00385	Prbi.g_01638
OG0000981	Praw.g_00386	Prbi.g_01639
OG0000982	Praw.g_00387	Prbi.g_01640
OG0000983	Praw.g_00389	Prbi.g_01642
OG0000984	Praw.g_00390	Prbi.g_01643
OG0000985	Praw.g_00391	Prbi.g_01644
OG0000986	Praw.g_00392	Prbi.g_01645
OG0000987	Praw.g_00393	Prbi.g_01646
OG0000988	Praw.g_00394	Prbi.g_01647
OG0000989	Praw.g_00395	Prbi.g_01648
OG0000990	Praw.g_00396	Prbi.g_01649
OG0000991	Praw.g_00397	Prbi.g_01650
OG0000992	Praw.g_00398	Prbi.g_01651
OG0000993	Praw.g_00399	Prbi.g_01652
OG0000994	Praw.g_00400	Prbi.g_01653
OG0000995	Praw.g_00401	Prbi.g_01654
OG0000996	Praw.g_00402	Prbi.g_01655
OG0000997	Praw.g_00403	Prbi.g_01656
OG0000998	Praw.g_00404	Prbi.g_01657
OG0000999	Praw.g_00405	Prbi.g_01658
OG0001000	Praw.g_00406	Prbi.g_01659
OG0001001	Praw.g_00408	Prbi.g_01661
OG0001002	Praw.g_00409	Prbi.g_01662
OG0001003	Praw.g_00410	Prbi.g_01663
OG0001004	Praw.g_00411	Prbi.g_01664
OG0001005	Praw.g_00412	Prbi.g_01665
OG0001006	Praw.g_00413	Prbi.g_01666
OG0001007	Praw.g_00414	Prbi.g_01667
OG0001008	Praw.g_00416	Prbi.g_01669
OG0001009	Praw.g_00417	Prbi.g_01670
OG0001010	Praw.g_00423	Prbi.g_01678
OG0001011	Praw.g_00430	Prbi.g_01685
OG0001012	Praw.g_00458	Prbi.g_01711
OG0001013	Praw.g_00509	Prbi.g_01781
OG0001014	Praw.g_00510	Prbi.g_01782
OG0001015	Praw.g_00516	Prbi.g_01788
OG0001016	Praw.g_00517	Prbi.g_01789
OG0001017	Praw.g_00518	Prbi.g_01790
OG0001018	Praw.g_00519	Prbi.g_01791
OG0001019	Praw.g_00521	Prbi.g_01793
OG0001020	Praw.g_00522	Prbi.g_01794
OG0001021	Praw.g_00523	Prbi.g_01795
OG0001022	Praw.g_00524	Prbi.g_01796
OG0001023	Praw.g_00525	Prbi.g_01797
OG0001024	Praw.g_00526	Prbi.g_01798
OG0001025	Praw.g_00527	Prbi.g_01799
OG0001026	Praw.g_00529	Prbi.g_01801
OG0001027	Praw.g_00530	Prbi.g_01802
OG0001028	Praw.g_00531	Prbi.g_01803
OG0001029	Praw.g_00532	Prbi.g_01804
OG0001030	Praw.g_00533	Prbi.g_01805
OG0001031	Praw.g_00534	Prbi.g_01806
OG0001032	Praw.g_00535	Prbi.g_01807
OG0001033	Praw.g_00536	Prbi.g_01808
OG0001034	Praw.g_00537	Prbi.g_01809
OG0001035	Praw.g_00539	Prbi.g_01811
OG0001036	Praw.g_00540	Prbi.g_01812
OG0001037	Praw.g_00541	Prbi.g_01813
OG0001038	Praw.g_00542	Prbi.g_01814
OG0001039	Praw.g_00543	Prbi.g_01815
OG0001040	Praw.g_00544	Prbi.g_01816
OG0001041	Praw.g_00545	Prbi.g_01817
OG0001042	Praw.g_00546	Prbi.g_01818
OG0001043	Praw.g_00547	Prbi.g_01819
OG0001044	Praw.g_00548	Prbi.g_01820
OG0001045	Praw.g_00549	Prbi.g_01821
OG0001046	Praw.g_00550	Prbi.g_01822
OG0001047	Praw.g_00553	Prbi.g_01825
OG0001048	Praw.g_00555	Prbi.g_01827
OG0001049	Praw.g_00556	Prbi.g_01828
OG0001050	Praw.g_00557	Prbi.g_01829
OG0001051	Praw.g_00558	Prbi.g_01830
OG0001052	Praw.g_00559	Prbi.g_01831
OG0001053	Praw.g_00561	Prbi.g_01832
OG0001054	Praw.g_00563	Prbi.g_01834
OG0001055	Praw.g_00564	Prbi.g_01835
OG0001056	Praw.g_00565	Prbi.g_01836
OG0001057	Praw.g_00566	Prbi.g_01837
OG0001058	Praw.g_00567	Prbi.g_01838
OG0001059	Praw.g_00568	Prbi.g_01839
OG0001060	Praw.g_00569	Prbi.g_01840
OG0001061	Praw.g_00570	Prbi.g_01841
OG0001062	Praw.g_00571	Prbi.g_01842
OG0001063	Praw.g_00572	Prbi.g_01843
OG0001064	Praw.g_01921	Prbi.g_01845
OG0001065	Praw.g_01917	Prbi.g_01848
OG0001066	Praw.g_01916	Prbi.g_01849
OG0001067	Praw.g_01915	Prbi.g_01850
OG0001068	Praw.g_01913	Prbi.g_01852
OG0001069	Praw.g_01912	Prbi.g_01853
OG0001070	Praw.g_01911	Prbi.g_01854
OG0001071	Praw.g_01910	Prbi.g_01855
OG0001072	Praw.g_01909	Prbi.g_01856
OG0001073	Praw.g_01908	Prbi.g_01857
OG0001074	Praw.g_01907	Prbi.g_01858
OG0001075	Praw.g_01906	Prbi.g_01859
OG0001076	Praw.g_01905	Prbi.g_01860
OG0001077	Praw.g_01904	Prbi.g_01861
OG0001078	Praw.g_01903	Prbi.g_01863
OG0001079	Praw.g_01902	Prbi.g_01864
OG0001080	Praw.g_01901	Prbi.g_01865
OG0001081	Praw.g_01898	Prbi.g_01868
OG0001082	Praw.g_01897	Prbi.g_01869
OG0001083	Praw.g_01896	Prbi.g_01870
OG0001084	Praw.g_01895	Prbi.g_01872
OG0001085	Praw.g_01894	Prbi.g_01873
OG0001086	Praw.g_01893	Prbi.g_01874
OG0001087	Praw.g_01892	Prbi.g_01875
OG0001088	Praw.g_01891	Prbi.g_01876
OG0001089	Praw.g_00138	Prbi.g_01896
OG0001090	Praw.g_00136	Prbi.g_01898
OG0001091	Praw.g_00135	Prbi.g_01899
OG0001092	Praw.g_00134	Prbi.g_01900
OG0001093	Praw.g_00133	Prbi.g_01901
OG0001094	Praw.g_00132	Prbi.g_01902
OG0001095	Praw.g_00131	Prbi.g_01903
OG0001096	Praw.g_00130	Prbi.g_01904
OG0001097	Praw.g_00129	Prbi.g_01905
OG0001098	Praw.g_00128	Prbi.g_01906
OG0001099	Praw.g_00127	Prbi.g_01907
OG0001100	Praw.g_00126	Prbi.g_01908
OG0001101	Praw.g_00125	Prbi.g_01909
OG0001102	Praw.g_00124	Prbi.g_01910
OG0001103	Praw.g_00123	Prbi.g_01911
