Orthogroup	Praw	Prbe
OG0000563	Praw.g_01881	Prbe.g_01478
OG0000564	Praw.g_01880	Prbe.g_01477
OG0000565	Praw.g_01879	Prbe.g_01476
OG0000566	Praw.g_01878	Prbe.g_01475
OG0000567	Praw.g_01877	Prbe.g_01474
OG0000568	Praw.g_01876	Prbe.g_01473
OG0000569	Praw.g_01875	Prbe.g_01472
OG0000570	Praw.g_01874	Prbe.g_01471
OG0000571	Praw.g_01873	Prbe.g_01470
OG0000572	Praw.g_01872	Prbe.g_01469
OG0000573	Praw.g_01869	Prbe.g_01466
OG0000574	Praw.g_01868	Prbe.g_01465
OG0000575	Praw.g_01867	Prbe.g_01464
OG0000576	Praw.g_01866	Prbe.g_01463
OG0000577	Praw.g_01865	Prbe.g_01462
OG0000578	Praw.g_01864	Prbe.g_01461
OG0000579	Praw.g_01863	Prbe.g_01460
OG0000580	Praw.g_01862	Prbe.g_01459
OG0000581	Praw.g_01861	Prbe.g_01458
OG0000582	Praw.g_01860	Prbe.g_01457
OG0000583	Praw.g_01859	Prbe.g_01456
OG0000584	Praw.g_01858	Prbe.g_01454
OG0000585	Praw.g_01857	Prbe.g_01453
OG0000586	Praw.g_01855	Prbe.g_01451
OG0000587	Praw.g_01854	Prbe.g_01450
OG0000588	Praw.g_01852	Prbe.g_00444
OG0000589	Praw.g_01851	Prbe.g_00445
OG0000590	Praw.g_01849	Prbe.g_00447
OG0000591	Praw.g_01843	Prbe.g_00453
OG0000592	Praw.g_01842	Prbe.g_00454
OG0000593	Praw.g_01841	Prbe.g_00455
OG0000594	Praw.g_01839	Prbe.g_00458
OG0000595	Praw.g_01838	Prbe.g_00459
OG0000596	Praw.g_01837	Prbe.g_00460
OG0000597	Praw.g_01835	Prbe.g_00462
OG0000598	Praw.g_01834	Prbe.g_00463
OG0000599	Praw.g_01833	Prbe.g_00464
OG0000600	Praw.g_01832	Prbe.g_00465
OG0000601	Praw.g_01830	Prbe.g_00468
OG0000602	Praw.g_01829	Prbe.g_01199
OG0000603	Praw.g_01828	Prbe.g_01200
OG0000604	Praw.g_01827	Prbe.g_01203
OG0000605	Praw.g_01826	Prbe.g_01204
OG0000606	Praw.g_01825	Prbe.g_01205
OG0000607	Praw.g_01823	Prbe.g_01207
OG0000608	Praw.g_01822	Prbe.g_01209
OG0000609	Praw.g_01818	Prbe.g_01197
OG0000610	Praw.g_01817	Prbe.g_00403
OG0000611	Praw.g_01808	Prbe.g_01215
OG0000612	Praw.g_01807	Prbe.g_01216
OG0000613	Praw.g_01806	Prbe.g_01437
OG0000614	Praw.g_01805	Prbe.g_01436
OG0000615	Praw.g_01803	Prbe.g_01434
OG0000616	Praw.g_01802	Prbe.g_01433
OG0000617	Praw.g_01801	Prbe.g_01432
OG0000618	Praw.g_01800	Prbe.g_01431
OG0000619	Praw.g_01799	Prbe.g_01430
OG0000620	Praw.g_01798	Prbe.g_01429
OG0000621	Praw.g_01797	Prbe.g_01428
OG0000622	Praw.g_01796	Prbe.g_01427
OG0000623	Praw.g_01795	Prbe.g_01426
OG0000624	Praw.g_01794	Prbe.g_01424
OG0000625	Praw.g_01793	Prbe.g_01423
OG0000626	Praw.g_01792	Prbe.g_01422
OG0000627	Praw.g_01791	Prbe.g_01421
OG0000628	Praw.g_01790	Prbe.g_01420
OG0000629	Praw.g_01789	Prbe.g_01419
OG0000630	Praw.g_01788	Prbe.g_01418
OG0000631	Praw.g_01786	Prbe.g_01416
OG0000632	Praw.g_01763	Prbe.g_01415
OG0000633	Praw.g_01759	Prbe.g_00055
OG0000634	Praw.g_01745	Prbe.g_00909
OG0000635	Praw.g_01732	Prbe.g_00487
OG0000636	Praw.g_01731	Prbe.g_00488
OG0000637	Praw.g_01730	Prbe.g_00489
OG0000638	Praw.g_01719	Prbe.g_01889
OG0000639	Praw.g_01710	Prbe.g_01317
OG0000640	Praw.g_01708	Prbe.g_01321
OG0000641	Praw.g_01706	Prbe.g_01323
OG0000642	Praw.g_01705	Prbe.g_01324
OG0000643	Praw.g_01704	Prbe.g_01325
OG0000644	Praw.g_01703	Prbe.g_01438
OG0000645	Praw.g_01702	Prbe.g_01217
OG0000646	Praw.g_01701	Prbe.g_01218
OG0000647	Praw.g_01700	Prbe.g_01219
OG0000648	Praw.g_01698	Prbe.g_01221
OG0000649	Praw.g_01697	Prbe.g_01222
OG0000650	Praw.g_01696	Prbe.g_01223
OG0000651	Praw.g_01695	Prbe.g_01224
OG0000652	Praw.g_01694	Prbe.g_01225
OG0000653	Praw.g_01693	Prbe.g_01226
OG0000654	Praw.g_01691	Prbe.g_01228
OG0000655	Praw.g_01689	Prbe.g_01230
OG0000656	Praw.g_01688	Prbe.g_01231
OG0000657	Praw.g_01687	Prbe.g_01232
OG0000658	Praw.g_01686	Prbe.g_01233
OG0000659	Praw.g_01685	Prbe.g_01234
OG0000660	Praw.g_01684	Prbe.g_01235
OG0000661	Praw.g_01683	Prbe.g_01236
OG0000662	Praw.g_01682	Prbe.g_01238
OG0000663	Praw.g_01681	Prbe.g_01239
OG0000664	Praw.g_01680	Prbe.g_01240
OG0000665	Praw.g_01679	Prbe.g_01241
OG0000666	Praw.g_01678	Prbe.g_01242
OG0000667	Praw.g_01677	Prbe.g_01243
OG0000668	Praw.g_01676	Prbe.g_01244
OG0000669	Praw.g_01674	Prbe.g_01246
OG0000670	Praw.g_01673	Prbe.g_01247
OG0000671	Praw.g_01672	Prbe.g_01248
OG0000672	Praw.g_01671	Prbe.g_01249
OG0000673	Praw.g_01670	Prbe.g_01250
OG0000674	Praw.g_01669	Prbe.g_01251
OG0000675	Praw.g_01668	Prbe.g_01253
OG0000676	Praw.g_01667	Prbe.g_01254
OG0000677	Praw.g_01665	Prbe.g_01257
OG0000678	Praw.g_01663	Prbe.g_01259
OG0000679	Praw.g_01662	Prbe.g_01261
OG0000680	Praw.g_01661	Prbe.g_01262
OG0000681	Praw.g_01660	Prbe.g_01263
OG0000682	Praw.g_01659	Prbe.g_01264
OG0000683	Praw.g_01657	Prbe.g_01266
OG0000684	Praw.g_01656	Prbe.g_01267
OG0000685	Praw.g_01655	Prbe.g_01268
OG0000686	Praw.g_01654	Prbe.g_01269
OG0000687	Praw.g_01653	Prbe.g_01270
OG0000688	Praw.g_01652	Prbe.g_01271
OG0000689	Praw.g_01651	Prbe.g_01272
OG0000690	Praw.g_01650	Prbe.g_01273
OG0000691	Praw.g_01649	Prbe.g_01274
OG0000692	Praw.g_01647	Prbe.g_01278
OG0000693	Praw.g_01646	Prbe.g_01279
OG0000694	Praw.g_01645	Prbe.g_01280
OG0000695	Praw.g_01644	Prbe.g_01281
OG0000696	Praw.g_01643	Prbe.g_01282
OG0000697	Praw.g_01641	Prbe.g_01284
OG0000698	Praw.g_01639	Prbe.g_01288
OG0000699	Praw.g_01638	Prbe.g_01289
OG0000700	Praw.g_01611	Prbe.g_00105
OG0000701	Praw.g_01608	Prbe.g_00110
OG0000702	Praw.g_01605	Prbe.g_00406
OG0000703	Praw.g_01604	Prbe.g_00408
OG0000704	Praw.g_01603	Prbe.g_00409
OG0000705	Praw.g_01602	Prbe.g_00411
OG0000706	Praw.g_01601	Prbe.g_00412
OG0000707	Praw.g_01600	Prbe.g_00414
OG0000708	Praw.g_01599	Prbe.g_00415
OG0000709	Praw.g_01597	Prbe.g_00417
OG0000710	Praw.g_01596	Prbe.g_00418
OG0000711	Praw.g_01595	Prbe.g_00419
OG0000712	Praw.g_01594	Prbe.g_00420
OG0000713	Praw.g_01593	Prbe.g_00421
OG0000714	Praw.g_01591	Prbe.g_00423
OG0000715	Praw.g_01590	Prbe.g_00424
OG0000716	Praw.g_01588	Prbe.g_00426
OG0000717	Praw.g_01587	Prbe.g_00427
OG0000718	Praw.g_01586	Prbe.g_00428
OG0000719	Praw.g_01584	Prbe.g_00430
OG0000720	Praw.g_01583	Prbe.g_00431
OG0000721	Praw.g_01581	Prbe.g_00434
OG0000722	Praw.g_01580	Prbe.g_00435
OG0000723	Praw.g_01579	Prbe.g_00436
OG0000724	Praw.g_01577	Prbe.g_00438
OG0000725	Praw.g_01576	Prbe.g_00439
OG0000726	Praw.g_01575	Prbe.g_00440
OG0000727	Praw.g_01574	Prbe.g_00441
OG0000728	Praw.g_01573	Prbe.g_00442
OG0000729	Praw.g_01572	Prbe.g_00443
OG0000730	Praw.g_01571	Prbe.g_01448
OG0000731	Praw.g_01570	Prbe.g_01446
OG0000732	Praw.g_01569	Prbe.g_01445
OG0000733	Praw.g_01568	Prbe.g_01444
OG0000734	Praw.g_01567	Prbe.g_01443
OG0000735	Praw.g_01565	Prbe.g_01441
OG0000736	Praw.g_01564	Prbe.g_01440
OG0000737	Praw.g_01563	Prbe.g_01439
OG0000738	Praw.g_01562	Prbe.g_01326
OG0000739	Praw.g_01561	Prbe.g_01327
OG0000740	Praw.g_01560	Prbe.g_01328
OG0000741	Praw.g_01559	Prbe.g_01329
OG0000742	Praw.g_01557	Prbe.g_01331
OG0000743	Praw.g_01556	Prbe.g_01332
OG0000744	Praw.g_01555	Prbe.g_01333
OG0000745	Praw.g_01554	Prbe.g_01334
OG0000746	Praw.g_01553	Prbe.g_01335
OG0000747	Praw.g_01552	Prbe.g_01336
OG0000748	Praw.g_01551	Prbe.g_01337
OG0000749	Praw.g_01550	Prbe.g_01338
OG0000750	Praw.g_01549	Prbe.g_01340
OG0000751	Praw.g_01548	Prbe.g_01341
OG0000752	Praw.g_01547	Prbe.g_01400
OG0000753	Praw.g_01545	Prbe.g_01343
OG0000754	Praw.g_01544	Prbe.g_01344
OG0000755	Praw.g_01543	Prbe.g_01345
OG0000756	Praw.g_01542	Prbe.g_01347
OG0000757	Praw.g_01541	Prbe.g_01348
OG0000758	Praw.g_01540	Prbe.g_01349
OG0000759	Praw.g_01538	Prbe.g_01351
OG0000760	Praw.g_01537	Prbe.g_01352
OG0000761	Praw.g_01536	Prbe.g_01353
OG0000762	Praw.g_01534	Prbe.g_01355
OG0000763	Praw.g_01533	Prbe.g_01356
OG0000764	Praw.g_01532	Prbe.g_01357
OG0000765	Praw.g_01531	Prbe.g_01358
OG0000766	Praw.g_01530	Prbe.g_01359
OG0000767	Praw.g_01528	Prbe.g_01361
OG0000768	Praw.g_01527	Prbe.g_01362
OG0000769	Praw.g_01526	Prbe.g_01363
OG0000770	Praw.g_01525	Prbe.g_01364
OG0000771	Praw.g_01524	Prbe.g_01365
OG0000772	Praw.g_01523	Prbe.g_01615
OG0000773	Praw.g_01522	Prbe.g_01367
OG0000774	Praw.g_01521	Prbe.g_01368
OG0000775	Praw.g_01520	Prbe.g_01369
OG0000776	Praw.g_01518	Prbe.g_01372
OG0000777	Praw.g_01516	Prbe.g_01373
OG0000778	Praw.g_01515	Prbe.g_01374
OG0000779	Praw.g_01514	Prbe.g_01375
OG0000780	Praw.g_01512	Prbe.g_01377
OG0000781	Praw.g_01510	Prbe.g_01379
OG0000782	Praw.g_01509	Prbe.g_01380
OG0000783	Praw.g_01498	Prbe.g_01384
OG0000784	Praw.g_01496	Prbe.g_01386
OG0000785	Praw.g_01495	Prbe.g_01387
OG0000786	Praw.g_01494	Prbe.g_01388
OG0000787	Praw.g_01493	Prbe.g_01389
OG0000788	Praw.g_01489	Prbe.g_01395
OG0000789	Praw.g_01487	Prbe.g_01398
OG0000790	Praw.g_01486	Prbe.g_01399
OG0000791	Praw.g_01485	Prbe.g_01402
OG0000792	Praw.g_01484	Prbe.g_01403
OG0000793	Praw.g_01483	Prbe.g_01404
OG0000794	Praw.g_01481	Prbe.g_01407
OG0000795	Praw.g_01478	Prbe.g_01308
OG0000796	Praw.g_01477	Prbe.g_01307
OG0000797	Praw.g_01475	Prbe.g_01305
OG0000798	Praw.g_01474	Prbe.g_01304
OG0000799	Praw.g_01473	Prbe.g_01303
OG0000800	Praw.g_01472	Prbe.g_01302
OG0000801	Praw.g_01469	Prbe.g_01299
OG0000802	Praw.g_01468	Prbe.g_01298
OG0000803	Praw.g_01466	Prbe.g_01296
OG0000804	Praw.g_01465	Prbe.g_01295
OG0000805	Praw.g_01464	Prbe.g_01294
OG0000806	Praw.g_01462	Prbe.g_01292
OG0000807	Praw.g_01437	Prbe.g_01919
OG0000808	Praw.g_01427	Prbe.g_00071
OG0000809	Praw.g_01424	Prbe.g_01597
OG0000810	Praw.g_01423	Prbe.g_00492
OG0000811	Praw.g_01416	Prbe.g_00915
OG0000812	Praw.g_00172	Prbe.g_01591
OG0000813	Praw.g_00176	Prbe.g_01898
OG0000814	Praw.g_00178	Prbe.g_01618
OG0000815	Praw.g_00187	Prbe.g_00374
OG0000816	Praw.g_00202	Prbe.g_00042
OG0000817	Praw.g_00203	Prbe.g_00043
OG0000818	Praw.g_00208	Prbe.g_00060
OG0000819	Praw.g_00215	Prbe.g_01571
OG0000820	Praw.g_00219	Prbe.g_01565
OG0000821	Praw.g_00221	Prbe.g_01563
OG0000822	Praw.g_00222	Prbe.g_01562
OG0000823	Praw.g_00223	Prbe.g_01561
OG0000824	Praw.g_00224	Prbe.g_01560
OG0000825	Praw.g_00225	Prbe.g_01559
OG0000826	Praw.g_00226	Prbe.g_01558
OG0000827	Praw.g_00227	Prbe.g_01557
OG0000828	Praw.g_00228	Prbe.g_01556
OG0000829	Praw.g_00229	Prbe.g_01555
OG0000830	Praw.g_00230	Prbe.g_01553
OG0000831	Praw.g_00233	Prbe.g_01550
OG0000832	Praw.g_00235	Prbe.g_01548
OG0000833	Praw.g_00236	Prbe.g_01547
OG0000834	Praw.g_00237	Prbe.g_01546
OG0000835	Praw.g_00238	Prbe.g_01545
OG0000836	Praw.g_00239	Prbe.g_01544
OG0000837	Praw.g_00241	Prbe.g_01541
OG0000838	Praw.g_00242	Prbe.g_01540
OG0000839	Praw.g_00243	Prbe.g_01539
OG0000840	Praw.g_00244	Prbe.g_01538
OG0000841	Praw.g_00245	Prbe.g_01537
OG0000842	Praw.g_00246	Prbe.g_01535
OG0000843	Praw.g_00247	Prbe.g_01534
OG0000844	Praw.g_00248	Prbe.g_01533
OG0000845	Praw.g_00249	Prbe.g_01532
OG0000846	Praw.g_00252	Prbe.g_01530
OG0000847	Praw.g_00254	Prbe.g_01528
OG0000848	Praw.g_00255	Prbe.g_01527
OG0000849	Praw.g_00256	Prbe.g_01524
OG0000850	Praw.g_00257	Prbe.g_01523
OG0000851	Praw.g_00258	Prbe.g_01521
OG0000852	Praw.g_00260	Prbe.g_01519
OG0000853	Praw.g_00261	Prbe.g_01517
OG0000854	Praw.g_00263	Prbe.g_01515
OG0000855	Praw.g_00264	Prbe.g_01514
OG0000856	Praw.g_00265	Prbe.g_01513
OG0000857	Praw.g_00266	Prbe.g_01512
OG0000858	Praw.g_00267	Prbe.g_01511
OG0000859	Praw.g_00268	Prbe.g_01510
OG0000860	Praw.g_00269	Prbe.g_01509
OG0000861	Praw.g_00270	Prbe.g_01508
OG0000862	Praw.g_00271	Prbe.g_01507
OG0000863	Praw.g_00272	Prbe.g_01506
OG0000864	Praw.g_00273	Prbe.g_01505
OG0000865	Praw.g_00274	Prbe.g_01504
OG0000866	Praw.g_00275	Prbe.g_01503
OG0000867	Praw.g_00276	Prbe.g_01502
OG0000868	Praw.g_00277	Prbe.g_01501
OG0000869	Praw.g_00279	Prbe.g_01499
OG0000870	Praw.g_00280	Prbe.g_01498
OG0000871	Praw.g_00282	Prbe.g_01497
OG0000872	Praw.g_00283	Prbe.g_01496
OG0000873	Praw.g_00285	Prbe.g_01494
OG0000874	Praw.g_00286	Prbe.g_01493
OG0000875	Praw.g_00287	Prbe.g_01492
OG0000876	Praw.g_00288	Prbe.g_01491
OG0000877	Praw.g_00290	Prbe.g_00502
OG0000878	Praw.g_00954	Prbe.g_01128
OG0000879	Praw.g_00968	Prbe.g_00904
OG0000880	Praw.g_00969	Prbe.g_00903
OG0000881	Praw.g_00970	Prbe.g_00902
OG0000882	Praw.g_00971	Prbe.g_00901
OG0000883	Praw.g_00972	Prbe.g_00900
OG0000884	Praw.g_00976	Prbe.g_00898
OG0000885	Praw.g_00977	Prbe.g_00897
OG0000886	Praw.g_00978	Prbe.g_00896
OG0000887	Praw.g_00979	Prbe.g_00895
OG0000888	Praw.g_00980	Prbe.g_00894
OG0000889	Praw.g_00983	Prbe.g_00891
OG0000890	Praw.g_00984	Prbe.g_00890
OG0000891	Praw.g_00985	Prbe.g_00889
OG0000892	Praw.g_00987	Prbe.g_00886
OG0000893	Praw.g_00988	Prbe.g_00885
OG0000894	Praw.g_00989	Prbe.g_00884
OG0000895	Praw.g_00990	Prbe.g_00883
OG0000896	Praw.g_00991	Prbe.g_00882
OG0000897	Praw.g_00992	Prbe.g_00881
OG0000898	Praw.g_00994	Prbe.g_00878
OG0000899	Praw.g_00995	Prbe.g_00877
OG0000900	Praw.g_00997	Prbe.g_00397
OG0000901	Praw.g_01001	Prbe.g_00869
OG0000902	Praw.g_01002	Prbe.g_00634
OG0000903	Praw.g_01003	Prbe.g_01614
OG0000904	Praw.g_01006	Prbe.g_00212
OG0000905	Praw.g_01008	Prbe.g_01592
OG0000906	Praw.g_01010	Prbe.g_01574
OG0000907	Praw.g_01011	Prbe.g_01286
OG0000908	Praw.g_01014	Prbe.g_01611
OG0000909	Praw.g_01018	Prbe.g_00371
OG0000910	Praw.g_01019	Prbe.g_00370
OG0000911	Praw.g_01020	Prbe.g_00369
OG0000912	Praw.g_01021	Prbe.g_00368
OG0000913	Praw.g_01022	Prbe.g_00367
OG0000914	Praw.g_01023	Prbe.g_00366
OG0000915	Praw.g_01024	Prbe.g_00365
OG0000916	Praw.g_01025	Prbe.g_00364
OG0000917	Praw.g_01026	Prbe.g_00363
OG0000918	Praw.g_01027	Prbe.g_00362
OG0000919	Praw.g_01028	Prbe.g_00361
OG0000920	Praw.g_01029	Prbe.g_00360
OG0000921	Praw.g_01030	Prbe.g_00359
OG0000922	Praw.g_01031	Prbe.g_00358
OG0000923	Praw.g_01032	Prbe.g_00357
OG0000924	Praw.g_01033	Prbe.g_00356
OG0000925	Praw.g_01034	Prbe.g_00355
OG0000926	Praw.g_01052	Prbe.g_00792
OG0000927	Praw.g_01101	Prbe.g_00328
OG0000928	Praw.g_01100	Prbe.g_00327
OG0000929	Praw.g_01099	Prbe.g_00326
OG0000930	Praw.g_01098	Prbe.g_00325
OG0000931	Praw.g_01097	Prbe.g_00324
OG0000932	Praw.g_01095	Prbe.g_00322
OG0000933	Praw.g_01094	Prbe.g_00321
OG0000934	Praw.g_01093	Prbe.g_00320
OG0000935	Praw.g_01092	Prbe.g_00319
OG0000936	Praw.g_01091	Prbe.g_00318
OG0000937	Praw.g_01090	Prbe.g_00317
OG0000938	Praw.g_01089	Prbe.g_00316
OG0000939	Praw.g_01088	Prbe.g_00315
OG0000940	Praw.g_01087	Prbe.g_00314
OG0000941	Praw.g_01085	Prbe.g_00313
OG0000942	Praw.g_01084	Prbe.g_00312
OG0000943	Praw.g_01078	Prbe.g_00309
OG0000944	Praw.g_01077	Prbe.g_00308
OG0000945	Praw.g_01076	Prbe.g_00307
OG0000946	Praw.g_01075	Prbe.g_00306
OG0000947	Praw.g_00343	Prbe.g_00305
OG0000948	Praw.g_00344	Prbe.g_00304
OG0000949	Praw.g_00345	Prbe.g_00303
OG0000950	Praw.g_00346	Prbe.g_00302
OG0000951	Praw.g_00347	Prbe.g_00301
OG0000952	Praw.g_00348	Prbe.g_00300
OG0000953	Praw.g_00349	Prbe.g_00299
OG0000954	Praw.g_00350	Prbe.g_00298
OG0000955	Praw.g_00351	Prbe.g_00297
OG0000956	Praw.g_00352	Prbe.g_00296
OG0000957	Praw.g_00353	Prbe.g_00295
OG0000958	Praw.g_00354	Prbe.g_00294
OG0000959	Praw.g_00355	Prbe.g_00293
OG0000960	Praw.g_00356	Prbe.g_00292
OG0000961	Praw.g_00359	Prbe.g_00288
OG0000962	Praw.g_00360	Prbe.g_00287
OG0000963	Praw.g_00361	Prbe.g_00286
OG0000964	Praw.g_00363	Prbe.g_00284
OG0000965	Praw.g_00364	Prbe.g_00283
OG0000966	Praw.g_00365	Prbe.g_00282
OG0000967	Praw.g_00366	Prbe.g_00281
OG0000968	Praw.g_00367	Prbe.g_00280
OG0000969	Praw.g_00368	Prbe.g_00279
OG0000970	Praw.g_00370	Prbe.g_00278
OG0000971	Praw.g_00371	Prbe.g_00277
OG0000972	Praw.g_00372	Prbe.g_00276
OG0000973	Praw.g_00373	Prbe.g_00275
OG0000974	Praw.g_00375	Prbe.g_00273
OG0000975	Praw.g_00378	Prbe.g_00267
OG0000976	Praw.g_00380	Prbe.g_00265
OG0000977	Praw.g_00381	Prbe.g_00263
OG0000978	Praw.g_00382	Prbe.g_00261
OG0000979	Praw.g_00384	Prbe.g_00259
OG0000980	Praw.g_00385	Prbe.g_00258
OG0000981	Praw.g_00386	Prbe.g_00257
OG0000982	Praw.g_00387	Prbe.g_00256
OG0000983	Praw.g_00389	Prbe.g_00254
OG0000984	Praw.g_00390	Prbe.g_00253
OG0000985	Praw.g_00391	Prbe.g_00252
OG0000986	Praw.g_00392	Prbe.g_00251
OG0000987	Praw.g_00393	Prbe.g_00250
OG0000988	Praw.g_00394	Prbe.g_00249
OG0000989	Praw.g_00395	Prbe.g_00248
OG0000990	Praw.g_00396	Prbe.g_00247
OG0000991	Praw.g_00397	Prbe.g_00246
OG0000992	Praw.g_00398	Prbe.g_00245
OG0000993	Praw.g_00399	Prbe.g_00244
OG0000994	Praw.g_00400	Prbe.g_00243
OG0000995	Praw.g_00401	Prbe.g_00242
OG0000996	Praw.g_00402	Prbe.g_00241
OG0000997	Praw.g_00403	Prbe.g_00240
OG0000998	Praw.g_00404	Prbe.g_00239
OG0000999	Praw.g_00405	Prbe.g_00238
OG0001000	Praw.g_00406	Prbe.g_00237
OG0001001	Praw.g_00408	Prbe.g_00235
OG0001002	Praw.g_00409	Prbe.g_00234
OG0001003	Praw.g_00410	Prbe.g_00233
OG0001004	Praw.g_00411	Prbe.g_00232
OG0001005	Praw.g_00412	Prbe.g_00229
OG0001006	Praw.g_00413	Prbe.g_00228
OG0001007	Praw.g_00414	Prbe.g_00227
OG0001008	Praw.g_00416	Prbe.g_00225
OG0001009	Praw.g_00417	Prbe.g_00224
OG0001010	Praw.g_00423	Prbe.g_01042
OG0001011	Praw.g_00430	Prbe.g_00505
OG0001012	Praw.g_00458	Prbe.g_01237
OG0001013	Praw.g_00509	Prbe.g_00992
OG0001014	Praw.g_00510	Prbe.g_00991
OG0001015	Praw.g_00516	Prbe.g_00984
OG0001016	Praw.g_00517	Prbe.g_00983
OG0001017	Praw.g_00518	Prbe.g_00982
OG0001018	Praw.g_00519	Prbe.g_00981
OG0001019	Praw.g_00521	Prbe.g_00979
OG0001020	Praw.g_00522	Prbe.g_00978
OG0001021	Praw.g_00523	Prbe.g_00977
OG0001022	Praw.g_00524	Prbe.g_00976
OG0001023	Praw.g_00525	Prbe.g_00975
OG0001024	Praw.g_00526	Prbe.g_00973
OG0001025	Praw.g_00527	Prbe.g_00972
OG0001026	Praw.g_00529	Prbe.g_00971
OG0001027	Praw.g_00530	Prbe.g_00970
OG0001028	Praw.g_00531	Prbe.g_00969
OG0001029	Praw.g_00532	Prbe.g_00968
OG0001030	Praw.g_00533	Prbe.g_00967
OG0001031	Praw.g_00534	Prbe.g_00966
OG0001032	Praw.g_00535	Prbe.g_00965
OG0001033	Praw.g_00536	Prbe.g_00964
OG0001034	Praw.g_00537	Prbe.g_00963
OG0001035	Praw.g_00539	Prbe.g_00961
OG0001036	Praw.g_00540	Prbe.g_00960
OG0001037	Praw.g_00541	Prbe.g_00959
OG0001038	Praw.g_00542	Prbe.g_00958
OG0001039	Praw.g_00543	Prbe.g_00957
OG0001040	Praw.g_00544	Prbe.g_00956
OG0001041	Praw.g_00545	Prbe.g_00955
OG0001042	Praw.g_00546	Prbe.g_00954
OG0001043	Praw.g_00547	Prbe.g_00953
OG0001044	Praw.g_00548	Prbe.g_00952
OG0001045	Praw.g_00549	Prbe.g_00951
OG0001046	Praw.g_00550	Prbe.g_00950
OG0001047	Praw.g_00553	Prbe.g_00947
OG0001048	Praw.g_00555	Prbe.g_00945
OG0001049	Praw.g_00556	Prbe.g_00944
OG0001050	Praw.g_00557	Prbe.g_00943
OG0001051	Praw.g_00558	Prbe.g_00942
OG0001052	Praw.g_00559	Prbe.g_00941
OG0001053	Praw.g_00561	Prbe.g_00939
OG0001054	Praw.g_00563	Prbe.g_00937
OG0001055	Praw.g_00564	Prbe.g_00936
OG0001056	Praw.g_00565	Prbe.g_00935
OG0001057	Praw.g_00566	Prbe.g_00934
OG0001058	Praw.g_00567	Prbe.g_00933
OG0001059	Praw.g_00568	Prbe.g_00932
OG0001060	Praw.g_00569	Prbe.g_00931
OG0001061	Praw.g_00570	Prbe.g_00930
OG0001062	Praw.g_00571	Prbe.g_00929
OG0001063	Praw.g_00572	Prbe.g_00928
OG0001064	Praw.g_01921	Prbe.g_00926
OG0001065	Praw.g_01917	Prbe.g_00922
OG0001066	Praw.g_01916	Prbe.g_00920
OG0001067	Praw.g_01915	Prbe.g_00919
OG0001068	Praw.g_01913	Prbe.g_01112
OG0001069	Praw.g_01912	Prbe.g_01111
OG0001070	Praw.g_01911	Prbe.g_01110
OG0001071	Praw.g_01910	Prbe.g_01109
OG0001072	Praw.g_01909	Prbe.g_01108
OG0001073	Praw.g_01908	Prbe.g_01107
OG0001074	Praw.g_01907	Prbe.g_01106
OG0001075	Praw.g_01906	Prbe.g_01105
OG0001076	Praw.g_01905	Prbe.g_01104
OG0001077	Praw.g_01904	Prbe.g_01103
OG0001078	Praw.g_01903	Prbe.g_01102
OG0001079	Praw.g_01902	Prbe.g_01101
OG0001080	Praw.g_01901	Prbe.g_01100
OG0001081	Praw.g_01898	Prbe.g_01096
OG0001082	Praw.g_01897	Prbe.g_01095
OG0001083	Praw.g_01896	Prbe.g_01092
OG0001084	Praw.g_01895	Prbe.g_01093
OG0001085	Praw.g_01894	Prbe.g_01094
OG0001086	Praw.g_01893	Prbe.g_01097
OG0001087	Praw.g_01892	Prbe.g_01098
OG0001088	Praw.g_01891	Prbe.g_01099
OG0001089	Praw.g_00138	Prbe.g_01089
OG0001090	Praw.g_00136	Prbe.g_01087
OG0001091	Praw.g_00135	Prbe.g_01086
OG0001092	Praw.g_00134	Prbe.g_01085
OG0001093	Praw.g_00133	Prbe.g_01084
OG0001094	Praw.g_00132	Prbe.g_01083
OG0001095	Praw.g_00131	Prbe.g_01082
OG0001096	Praw.g_00130	Prbe.g_01081
OG0001097	Praw.g_00129	Prbe.g_01080
OG0001098	Praw.g_00128	Prbe.g_01079
OG0001099	Praw.g_00127	Prbe.g_01078
OG0001100	Praw.g_00126	Prbe.g_00867
OG0001101	Praw.g_00125	Prbe.g_00866
OG0001102	Praw.g_00124	Prbe.g_00865
OG0001103	Praw.g_00123	Prbe.g_00864
OG0001104	Praw.g_00122	Prbe.g_00863
OG0001105	Praw.g_00121	Prbe.g_00862
OG0001106	Praw.g_00120	Prbe.g_00861
OG0001107	Praw.g_00119	Prbe.g_00860
OG0001108	Praw.g_00118	Prbe.g_00859
OG0001109	Praw.g_00117	Prbe.g_00858
OG0001110	Praw.g_00116	Prbe.g_00857
OG0001111	Praw.g_00115	Prbe.g_00856
OG0001112	Praw.g_00114	Prbe.g_00855
OG0001113	Praw.g_00113	Prbe.g_00854
OG0001114	Praw.g_00112	Prbe.g_00853
OG0001115	Praw.g_00111	Prbe.g_00852
OG0001116	Praw.g_00110	Prbe.g_00851
OG0001117	Praw.g_00109	Prbe.g_00850
OG0001118	Praw.g_00108	Prbe.g_00849
OG0001119	Praw.g_00107	Prbe.g_00848
OG0001120	Praw.g_00106	Prbe.g_00847
OG0001121	Praw.g_00104	Prbe.g_00845
