Orthogroup	Prba	Syaa
OG0000556	Prba.g_01771	Syaa.g_01957
OG0000557	Prba.g_01770	Syaa.g_01955
OG0000558	Prba.g_01768	Syaa.g_01953
OG0000559	Prba.g_01764	Syaa.g_01949
OG0000560	Prba.g_01761	Syaa.g_01946
OG0000561	Prba.g_01760	Syaa.g_01945
OG0000562	Prba.g_01759	Syaa.g_01944
OG0000563	Prba.g_01758	Syaa.g_01943
OG0000564	Prba.g_01757	Syaa.g_01942
OG0000565	Prba.g_01754	Syaa.g_01939
OG0000566	Prba.g_01752	Syaa.g_01935
OG0000567	Prba.g_01748	Syaa.g_01931
OG0000568	Prba.g_01747	Syaa.g_01928
OG0000569	Prba.g_01746	Syaa.g_01925
OG0000570	Prba.g_01745	Syaa.g_01924
OG0000571	Prba.g_01743	Syaa.g_01920
OG0000572	Prba.g_01730	Syaa.g_01904
OG0000573	Prba.g_01725	Syaa.g_01896
OG0000574	Prba.g_01724	Syaa.g_01895
OG0000575	Prba.g_01720	Syaa.g_01891
OG0000576	Prba.g_01718	Syaa.g_01889
OG0000577	Prba.g_01717	Syaa.g_01888
OG0000578	Prba.g_01716	Syaa.g_01887
OG0000579	Prba.g_01715	Syaa.g_01886
OG0000580	Prba.g_01714	Syaa.g_01885
OG0000581	Prba.g_01712	Syaa.g_01879
OG0000582	Prba.g_01709	Syaa.g_01687
OG0000583	Prba.g_01708	Syaa.g_01686
OG0000584	Prba.g_01707	Syaa.g_01685
OG0000585	Prba.g_01705	Syaa.g_01683
OG0000586	Prba.g_01704	Syaa.g_01682
OG0000587	Prba.g_01703	Syaa.g_01680
OG0000588	Prba.g_01699	Syaa.g_01666
OG0000589	Prba.g_01696	Syaa.g_01662
OG0000590	Prba.g_01695	Syaa.g_01661
OG0000591	Prba.g_01692	Syaa.g_01653
OG0000592	Prba.g_01691	Syaa.g_01652
OG0000593	Prba.g_01685	Syaa.g_01638
OG0000594	Prba.g_01684	Syaa.g_01637
OG0000595	Prba.g_01683	Syaa.g_01636
OG0000596	Prba.g_01679	Syaa.g_01630
OG0000597	Prba.g_01677	Syaa.g_01627
OG0000598	Prba.g_01676	Syaa.g_01626
OG0000599	Prba.g_01673	Syaa.g_01623
OG0000600	Prba.g_01672	Syaa.g_01622
OG0000601	Prba.g_01671	Syaa.g_01621
OG0000602	Prba.g_01669	Syaa.g_01616
OG0000603	Prba.g_01668	Syaa.g_01615
OG0000604	Prba.g_01667	Syaa.g_01612
OG0000605	Prba.g_01666	Syaa.g_01447
OG0000606	Prba.g_01663	Syaa.g_01055
OG0000607	Prba.g_01660	Syaa.g_01058
OG0000608	Prba.g_01659	Syaa.g_01059
OG0000609	Prba.g_01658	Syaa.g_01061
OG0000610	Prba.g_01653	Syaa.g_01068
OG0000611	Prba.g_01650	Syaa.g_01071
OG0000612	Prba.g_01649	Syaa.g_01072
OG0000613	Prba.g_01644	Syaa.g_00199
OG0000614	Prba.g_01625	Syaa.g_00906
OG0000615	Prba.g_01617	Syaa.g_01113
OG0000616	Prba.g_01613	Syaa.g_02742
OG0000617	Prba.g_01588	Syaa.g_01244
OG0000618	Prba.g_01587	Syaa.g_01245
OG0000619	Prba.g_01586	Syaa.g_01246
OG0000620	Prba.g_01583	Syaa.g_01259
OG0000621	Prba.g_01582	Syaa.g_01260
OG0000622	Prba.g_01581	Syaa.g_01261
OG0000623	Prba.g_01580	Syaa.g_01262
OG0000624	Prba.g_01579	Syaa.g_01264
OG0000625	Prba.g_01578	Syaa.g_01265
OG0000626	Prba.g_01577	Syaa.g_01266
OG0000627	Prba.g_01576	Syaa.g_01414
OG0000628	Prba.g_01575	Syaa.g_01413
OG0000629	Prba.g_01574	Syaa.g_01410
OG0000630	Prba.g_01571	Syaa.g_01406
OG0000631	Prba.g_01508	Syaa.g_01400
OG0000632	Prba.g_01507	Syaa.g_01399
OG0000633	Prba.g_01506	Syaa.g_01397
OG0000634	Prba.g_01503	Syaa.g_01150
OG0000635	Prba.g_01502	Syaa.g_01151
OG0000636	Prba.g_01500	Syaa.g_01153
OG0000637	Prba.g_01498	Syaa.g_01155
OG0000638	Prba.g_01497	Syaa.g_01156
OG0000639	Prba.g_01496	Syaa.g_01157
OG0000640	Prba.g_01495	Syaa.g_01158
OG0000641	Prba.g_01491	Syaa.g_01162
OG0000642	Prba.g_01490	Syaa.g_01163
OG0000643	Prba.g_01489	Syaa.g_01165
OG0000644	Prba.g_01488	Syaa.g_01166
OG0000645	Prba.g_01487	Syaa.g_01184
OG0000646	Prba.g_01485	Syaa.g_01187
OG0000647	Prba.g_01484	Syaa.g_01189
OG0000648	Prba.g_01482	Syaa.g_01191
OG0000649	Prba.g_01481	Syaa.g_01192
OG0000650	Prba.g_01480	Syaa.g_01193
OG0000651	Prba.g_01479	Syaa.g_01194
OG0000652	Prba.g_01478	Syaa.g_01195
OG0000653	Prba.g_01476	Syaa.g_01197
OG0000654	Prba.g_01475	Syaa.g_01198
OG0000655	Prba.g_01474	Syaa.g_01199
OG0000656	Prba.g_01471	Syaa.g_01202
OG0000657	Prba.g_01463	Syaa.g_00838
OG0000658	Prba.g_01462	Syaa.g_00836
OG0000659	Prba.g_01461	Syaa.g_00835
OG0000660	Prba.g_01457	Syaa.g_00831
OG0000661	Prba.g_01455	Syaa.g_00829
OG0000662	Prba.g_01453	Syaa.g_00827
OG0000663	Prba.g_01451	Syaa.g_00824
OG0000664	Prba.g_01450	Syaa.g_00823
OG0000665	Prba.g_01446	Syaa.g_01442
OG0000666	Prba.g_01445	Syaa.g_01448
OG0000668	Prba.g_01411	Syaa.g_01300
OG0000669	Prba.g_01404	Syaa.g_01084
OG0000670	Prba.g_01402	Syaa.g_01087
OG0000671	Prba.g_01400	Syaa.g_01089
OG0000672	Prba.g_01397	Syaa.g_01092
OG0000673	Prba.g_01394	Syaa.g_01095
OG0000674	Prba.g_01392	Syaa.g_01097
OG0000675	Prba.g_01391	Syaa.g_01098
OG0000676	Prba.g_01389	Syaa.g_01100
OG0000677	Prba.g_01388	Syaa.g_01101
OG0000678	Prba.g_01386	Syaa.g_01106
OG0000679	Prba.g_01382	Syaa.g_01116
OG0000680	Prba.g_01381	Syaa.g_01117
OG0000681	Prba.g_01379	Syaa.g_01120
OG0000682	Prba.g_01378	Syaa.g_01121
OG0000683	Prba.g_01377	Syaa.g_01122
OG0000684	Prba.g_01375	Syaa.g_01132
OG0000685	Prba.g_01373	Syaa.g_01134
OG0000686	Prba.g_01372	Syaa.g_01135
OG0000687	Prba.g_01371	Syaa.g_01136
OG0000688	Prba.g_01368	Syaa.g_01140
OG0000689	Prba.g_01367	Syaa.g_01142
OG0000690	Prba.g_01366	Syaa.g_01143
OG0000691	Prba.g_01365	Syaa.g_01144
OG0000692	Prba.g_01363	Syaa.g_01145
OG0000693	Prba.g_01362	Syaa.g_01146
OG0000694	Prba.g_01361	Syaa.g_01147
OG0000695	Prba.g_01359	Syaa.g_01395
OG0000696	Prba.g_01358	Syaa.g_01394
OG0000697	Prba.g_01357	Syaa.g_01392
OG0000698	Prba.g_01354	Syaa.g_01389
OG0000699	Prba.g_01353	Syaa.g_01387
OG0000700	Prba.g_01352	Syaa.g_01386
OG0000701	Prba.g_01351	Syaa.g_01385
OG0000702	Prba.g_01349	Syaa.g_01376
OG0000703	Prba.g_01348	Syaa.g_01375
OG0000704	Prba.g_01347	Syaa.g_01373
OG0000705	Prba.g_01343	Syaa.g_01365
OG0000706	Prba.g_01342	Syaa.g_01364
OG0000707	Prba.g_01341	Syaa.g_01363
OG0000708	Prba.g_01340	Syaa.g_01360
OG0000709	Prba.g_01336	Syaa.g_01351
OG0000710	Prba.g_01333	Syaa.g_01348
OG0000711	Prba.g_01316	Syaa.g_01320
OG0000712	Prba.g_01314	Syaa.g_01318
OG0000713	Prba.g_01313	Syaa.g_01317
OG0000714	Prba.g_01312	Syaa.g_01315
OG0000715	Prba.g_01310	Syaa.g_01313
OG0000716	Prba.g_01308	Syaa.g_01309
OG0000717	Prba.g_01307	Syaa.g_01308
OG0000718	Prba.g_01295	Syaa.g_01304
OG0000719	Prba.g_01293	Syaa.g_01302
OG0000720	Prba.g_01284	Syaa.g_01289
OG0000721	Prba.g_01282	Syaa.g_01287
OG0000722	Prba.g_01281	Syaa.g_01286
OG0000723	Prba.g_01278	Syaa.g_01268
OG0000724	Prba.g_01269	Syaa.g_00872
OG0000725	Prba.g_01263	Syaa.g_00882
OG0000726	Prba.g_01262	Syaa.g_00883
OG0000727	Prba.g_01261	Syaa.g_00884
OG0000728	Prba.g_01259	Syaa.g_00886
OG0000729	Prba.g_01214	Syaa.g_00100
OG0000730	Prba.g_00749	Syaa.g_02185
OG0000731	Prba.g_00745	Syaa.g_02173
OG0000732	Prba.g_00735	Syaa.g_00054
OG0000733	Prba.g_00096	Syaa.g_02621
OG0000734	Prba.g_00079	Syaa.g_02388
OG0000735	Prba.g_00077	Syaa.g_00754
OG0000736	Prba.g_00076	Syaa.g_00755
OG0000737	Prba.g_00075	Syaa.g_00756
OG0000738	Prba.g_00071	Syaa.g_00761
OG0000739	Prba.g_00070	Syaa.g_00762
OG0000740	Prba.g_00069	Syaa.g_00763
OG0000741	Prba.g_00068	Syaa.g_00766
OG0000742	Prba.g_00065	Syaa.g_00769
OG0000743	Prba.g_00063	Syaa.g_00771
OG0000744	Prba.g_00062	Syaa.g_00772
OG0000745	Prba.g_00060	Syaa.g_00774
OG0000746	Prba.g_00058	Syaa.g_00776
OG0000747	Prba.g_00057	Syaa.g_00777
OG0000748	Prba.g_00054	Syaa.g_00787
OG0000749	Prba.g_00053	Syaa.g_00789
OG0000750	Prba.g_00052	Syaa.g_00790
OG0000751	Prba.g_00050	Syaa.g_00797
OG0000752	Prba.g_00048	Syaa.g_00799
OG0000753	Prba.g_00045	Syaa.g_00802
OG0000754	Prba.g_00042	Syaa.g_01025
OG0000755	Prba.g_00039	Syaa.g_01005
OG0000756	Prba.g_00038	Syaa.g_01004
OG0000757	Prba.g_00032	Syaa.g_00996
OG0000758	Prba.g_00031	Syaa.g_00995
OG0000759	Prba.g_00030	Syaa.g_00994
OG0000760	Prba.g_00029	Syaa.g_00993
OG0000761	Prba.g_00028	Syaa.g_00992
OG0000762	Prba.g_00027	Syaa.g_00988
OG0000763	Prba.g_00025	Syaa.g_00986
OG0000764	Prba.g_00024	Syaa.g_00985
OG0000765	Prba.g_00015	Syaa.g_00968
OG0000766	Prba.g_00014	Syaa.g_00967
OG0000767	Prba.g_00012	Syaa.g_00965
OG0000768	Prba.g_00011	Syaa.g_00964
OG0000769	Prba.g_00009	Syaa.g_00962
OG0000770	Prba.g_00007	Syaa.g_00959
OG0000771	Prba.g_01084	Syaa.g_00866
OG0000772	Prba.g_01167	Syaa.g_01526
OG0000773	Prba.g_01183	Syaa.g_00749
OG0000774	Prba.g_01185	Syaa.g_00745
OG0000775	Prba.g_01187	Syaa.g_00742
OG0000776	Prba.g_01188	Syaa.g_00741
OG0000777	Prba.g_01189	Syaa.g_00740
OG0000778	Prba.g_01190	Syaa.g_00739
OG0000779	Prba.g_01194	Syaa.g_00733
OG0000780	Prba.g_01195	Syaa.g_00730
OG0000781	Prba.g_01198	Syaa.g_00726
OG0000782	Prba.g_01199	Syaa.g_00725
OG0000783	Prba.g_01200	Syaa.g_00724
OG0000784	Prba.g_01201	Syaa.g_00723
OG0000785	Prba.g_01203	Syaa.g_00721
OG0000786	Prba.g_01205	Syaa.g_01875
OG0000787	Prba.g_01206	Syaa.g_01876
OG0000788	Prba.g_00209	Syaa.g_01620
OG0000789	Prba.g_00206	Syaa.g_01434
OG0000790	Prba.g_00191	Syaa.g_02064
OG0000791	Prba.g_00189	Syaa.g_02066
OG0000792	Prba.g_00188	Syaa.g_02067
OG0000793	Prba.g_00185	Syaa.g_02072
OG0000794	Prba.g_00184	Syaa.g_02073
OG0000795	Prba.g_00183	Syaa.g_02074
OG0000796	Prba.g_00179	Syaa.g_02078
OG0000797	Prba.g_00178	Syaa.g_02079
OG0000798	Prba.g_00166	Syaa.g_00494
OG0000799	Prba.g_00115	Syaa.g_01743
OG0000800	Prba.g_00114	Syaa.g_01747
OG0000801	Prba.g_00113	Syaa.g_01748
OG0000802	Prba.g_00111	Syaa.g_01753
OG0000803	Prba.g_00109	Syaa.g_01758
OG0000804	Prba.g_00108	Syaa.g_01761
OG0000805	Prba.g_00106	Syaa.g_01763
OG0000806	Prba.g_00720	Syaa.g_01765
OG0000807	Prba.g_00719	Syaa.g_01767
OG0000808	Prba.g_00718	Syaa.g_01768
OG0000809	Prba.g_00715	Syaa.g_01771
OG0000810	Prba.g_00714	Syaa.g_01772
OG0000811	Prba.g_00710	Syaa.g_01778
OG0000812	Prba.g_00708	Syaa.g_01780
OG0000813	Prba.g_00707	Syaa.g_01781
OG0000814	Prba.g_00705	Syaa.g_01783
OG0000815	Prba.g_00704	Syaa.g_01784
OG0000816	Prba.g_00702	Syaa.g_01785
OG0000817	Prba.g_00701	Syaa.g_01786
OG0000818	Prba.g_00696	Syaa.g_01792
OG0000819	Prba.g_00695	Syaa.g_01793
OG0000820	Prba.g_00694	Syaa.g_01794
OG0000821	Prba.g_00690	Syaa.g_01800
OG0000822	Prba.g_00689	Syaa.g_01802
OG0000823	Prba.g_00688	Syaa.g_01803
OG0000824	Prba.g_00685	Syaa.g_01807
OG0000825	Prba.g_00684	Syaa.g_01808
OG0000826	Prba.g_00683	Syaa.g_01809
OG0000827	Prba.g_00682	Syaa.g_01810
OG0000828	Prba.g_00679	Syaa.g_01813
OG0000829	Prba.g_00678	Syaa.g_01814
OG0000830	Prba.g_00677	Syaa.g_01815
OG0000831	Prba.g_00350	Syaa.g_01817
OG0000832	Prba.g_00344	Syaa.g_00627
OG0000833	Prba.g_00336	Syaa.g_00611
OG0000834	Prba.g_00335	Syaa.g_00608
OG0000835	Prba.g_00334	Syaa.g_00607
OG0000836	Prba.g_00333	Syaa.g_00603
OG0000837	Prba.g_00332	Syaa.g_00601
OG0000838	Prba.g_00330	Syaa.g_00597
OG0000839	Prba.g_00329	Syaa.g_00596
OG0000840	Prba.g_00328	Syaa.g_00595
OG0000841	Prba.g_00327	Syaa.g_00594
OG0000842	Prba.g_00326	Syaa.g_00593
OG0000843	Prba.g_00325	Syaa.g_00592
OG0000844	Prba.g_00324	Syaa.g_00590
OG0000845	Prba.g_00323	Syaa.g_00589
OG0000846	Prba.g_00322	Syaa.g_00588
OG0000847	Prba.g_00321	Syaa.g_00587
OG0000848	Prba.g_00320	Syaa.g_00585
OG0000849	Prba.g_00319	Syaa.g_00584
OG0000850	Prba.g_00317	Syaa.g_00582
OG0000851	Prba.g_00316	Syaa.g_00577
OG0000852	Prba.g_00315	Syaa.g_00576
OG0000853	Prba.g_00311	Syaa.g_00572
OG0000854	Prba.g_00309	Syaa.g_00570
OG0000855	Prba.g_00308	Syaa.g_00569
OG0000856	Prba.g_00293	Syaa.g_01650
OG0000857	Prba.g_00266	Syaa.g_01188
OG0000858	Prba.g_00232	Syaa.g_00563
OG0000859	Prba.g_00231	Syaa.g_00562
OG0000860	Prba.g_00618	Syaa.g_00549
OG0000861	Prba.g_00617	Syaa.g_00548
OG0000862	Prba.g_00616	Syaa.g_00547
OG0000863	Prba.g_00614	Syaa.g_00543
OG0000864	Prba.g_00613	Syaa.g_00542
OG0000865	Prba.g_00612	Syaa.g_00541
OG0000866	Prba.g_00611	Syaa.g_00540
OG0000867	Prba.g_00610	Syaa.g_00539
OG0000868	Prba.g_00609	Syaa.g_00536
OG0000869	Prba.g_00605	Syaa.g_00531
OG0000870	Prba.g_00600	Syaa.g_00526
OG0000871	Prba.g_00599	Syaa.g_00525
OG0000872	Prba.g_00598	Syaa.g_00511
OG0000873	Prba.g_00595	Syaa.g_00497
OG0000874	Prba.g_00592	Syaa.g_00519
OG0000875	Prba.g_00591	Syaa.g_00438
OG0000876	Prba.g_00590	Syaa.g_00682
OG0000877	Prba.g_00588	Syaa.g_00679
OG0000878	Prba.g_00587	Syaa.g_00678
OG0000879	Prba.g_00586	Syaa.g_00677
OG0000880	Prba.g_00585	Syaa.g_00676
OG0000881	Prba.g_00581	Syaa.g_00671
OG0000882	Prba.g_00576	Syaa.g_00666
OG0000883	Prba.g_00574	Syaa.g_00661
OG0000884	Prba.g_00573	Syaa.g_00659
OG0000885	Prba.g_00572	Syaa.g_00658
OG0000886	Prba.g_00571	Syaa.g_00657
OG0000887	Prba.g_00570	Syaa.g_00656
OG0000888	Prba.g_00568	Syaa.g_00654
OG0000889	Prba.g_00566	Syaa.g_00652
OG0000890	Prba.g_00565	Syaa.g_00644
OG0000891	Prba.g_00564	Syaa.g_00643
OG0000892	Prba.g_00352	Syaa.g_00640
OG0000893	Prba.g_00357	Syaa.g_02352
OG0000894	Prba.g_00359	Syaa.g_02349
OG0000895	Prba.g_00362	Syaa.g_02345
OG0000896	Prba.g_00363	Syaa.g_02344
OG0000897	Prba.g_00365	Syaa.g_02342
OG0000898	Prba.g_00366	Syaa.g_02341
OG0000899	Prba.g_00367	Syaa.g_02340
OG0000900	Prba.g_00368	Syaa.g_02339
OG0000901	Prba.g_00371	Syaa.g_02334
OG0000902	Prba.g_00373	Syaa.g_02332
OG0000903	Prba.g_00376	Syaa.g_02313
OG0000904	Prba.g_00378	Syaa.g_02318
OG0000905	Prba.g_00383	Syaa.g_02324
OG0000906	Prba.g_00384	Syaa.g_02327
OG0000907	Prba.g_00387	Syaa.g_02295
OG0000908	Prba.g_00390	Syaa.g_02292
OG0000909	Prba.g_00391	Syaa.g_02291
OG0000910	Prba.g_00392	Syaa.g_02290
OG0000911	Prba.g_00394	Syaa.g_02288
OG0000912	Prba.g_00395	Syaa.g_02287
OG0000913	Prba.g_00396	Syaa.g_02286
OG0000914	Prba.g_00397	Syaa.g_02285
OG0000915	Prba.g_00398	Syaa.g_02283
OG0000916	Prba.g_00399	Syaa.g_02282
OG0000917	Prba.g_00400	Syaa.g_02281
OG0000918	Prba.g_00401	Syaa.g_02280
OG0000919	Prba.g_00402	Syaa.g_02279
OG0000920	Prba.g_00403	Syaa.g_02278
OG0000921	Prba.g_00404	Syaa.g_02277
OG0000922	Prba.g_00405	Syaa.g_02276
OG0000923	Prba.g_00409	Syaa.g_02272
OG0000924	Prba.g_00410	Syaa.g_02271
OG0000925	Prba.g_00411	Syaa.g_02270
OG0000926	Prba.g_00412	Syaa.g_02269
OG0000927	Prba.g_00414	Syaa.g_02267
OG0000928	Prba.g_00415	Syaa.g_02266
OG0000929	Prba.g_00416	Syaa.g_02265
OG0000930	Prba.g_00417	Syaa.g_02264
OG0000931	Prba.g_00418	Syaa.g_02263
OG0000932	Prba.g_00419	Syaa.g_02262
OG0000933	Prba.g_00423	Syaa.g_02256
OG0000934	Prba.g_00425	Syaa.g_02254
OG0000935	Prba.g_00426	Syaa.g_02253
OG0000936	Prba.g_00427	Syaa.g_02252
OG0000937	Prba.g_00428	Syaa.g_02251
OG0000938	Prba.g_00430	Syaa.g_02248
OG0000939	Prba.g_00431	Syaa.g_02247
OG0000940	Prba.g_00438	Syaa.g_02240
OG0000941	Prba.g_01049	Syaa.g_02238
OG0000942	Prba.g_01051	Syaa.g_02236
OG0000943	Prba.g_01052	Syaa.g_02235
OG0000944	Prba.g_01053	Syaa.g_02233
OG0000945	Prba.g_01054	Syaa.g_02231
OG0000946	Prba.g_01059	Syaa.g_02225
OG0000947	Prba.g_01061	Syaa.g_02222
OG0000948	Prba.g_01062	Syaa.g_02221
OG0000949	Prba.g_01065	Syaa.g_00172
OG0000950	Prba.g_01070	Syaa.g_00159
OG0000951	Prba.g_01074	Syaa.g_00153
OG0000952	Prba.g_01078	Syaa.g_00149
OG0000953	Prba.g_00753	Syaa.g_00143
OG0000954	Prba.g_00757	Syaa.g_00138
OG0000955	Prba.g_00758	Syaa.g_00137
OG0000956	Prba.g_00760	Syaa.g_00135
OG0000957	Prba.g_00766	Syaa.g_00125
OG0000958	Prba.g_00767	Syaa.g_00124
OG0000959	Prba.g_00771	Syaa.g_00120
OG0000960	Prba.g_00772	Syaa.g_00119
OG0000961	Prba.g_00774	Syaa.g_00106
OG0000962	Prba.g_00776	Syaa.g_00102
OG0000963	Prba.g_00780	Syaa.g_00097
OG0000964	Prba.g_00781	Syaa.g_00096
OG0000965	Prba.g_00782	Syaa.g_00095
OG0000966	Prba.g_00789	Syaa.g_00083
OG0000967	Prba.g_00794	Syaa.g_00074
OG0000968	Prba.g_00796	Syaa.g_00078
OG0000969	Prba.g_00797	Syaa.g_00077
OG0000970	Prba.g_00798	Syaa.g_00076
OG0000971	Prba.g_00799	Syaa.g_00069
OG0000972	Prba.g_00800	Syaa.g_00068
OG0000973	Prba.g_00801	Syaa.g_00067
OG0000974	Prba.g_00802	Syaa.g_00066
OG0000975	Prba.g_00803	Syaa.g_00065
OG0000976	Prba.g_00804	Syaa.g_00064
OG0000977	Prba.g_00805	Syaa.g_00062
OG0000978	Prba.g_00806	Syaa.g_00061
OG0000979	Prba.g_00809	Syaa.g_00058
OG0000980	Prba.g_00811	Syaa.g_00055
OG0000981	Prba.g_00813	Syaa.g_00052
OG0000982	Prba.g_00815	Syaa.g_02593
OG0000983	Prba.g_00816	Syaa.g_02594
OG0000984	Prba.g_00817	Syaa.g_02595
OG0000985	Prba.g_00820	Syaa.g_02597
OG0000986	Prba.g_00822	Syaa.g_02601
OG0000987	Prba.g_00823	Syaa.g_02603
OG0000988	Prba.g_00826	Syaa.g_02608
OG0000989	Prba.g_00830	Syaa.g_02616
OG0000990	Prba.g_00833	Syaa.g_02647
OG0000991	Prba.g_00834	Syaa.g_02650
OG0000992	Prba.g_00836	Syaa.g_02653
OG0000993	Prba.g_00837	Syaa.g_02654
OG0000994	Prba.g_00838	Syaa.g_02657
OG0000995	Prba.g_00842	Syaa.g_02662
OG0000996	Prba.g_00843	Syaa.g_02705
OG0000997	Prba.g_00844	Syaa.g_02725
OG0000998	Prba.g_00846	Syaa.g_02727
OG0000999	Prba.g_00847	Syaa.g_02728
OG0001000	Prba.g_01778	Syaa.g_02732
OG0001001	Prba.g_01780	Syaa.g_02738
OG0001002	Prba.g_01784	Syaa.g_02745
OG0001003	Prba.g_01785	Syaa.g_02747
OG0001004	Prba.g_01786	Syaa.g_02748
OG0001005	Prba.g_01787	Syaa.g_02749
OG0001006	Prba.g_01791	Syaa.g_02756
OG0001007	Prba.g_01793	Syaa.g_02758
OG0001008	Prba.g_01024	Syaa.g_00704
OG0001009	Prba.g_01820	Syaa.g_00034
OG0001010	Prba.g_01821	Syaa.g_00035
OG0001011	Prba.g_01822	Syaa.g_00037
OG0001012	Prba.g_01837	Syaa.g_02589
OG0001013	Prba.g_01842	Syaa.g_02576
OG0001014	Prba.g_01845	Syaa.g_02572
OG0001015	Prba.g_01846	Syaa.g_02571
OG0001016	Prba.g_01861	Syaa.g_00348
OG0001017	Prba.g_01865	Syaa.g_00342
OG0001018	Prba.g_01868	Syaa.g_00340
OG0001019	Prba.g_01877	Syaa.g_00323
OG0001020	Prba.g_01878	Syaa.g_02355
OG0001021	Prba.g_01879	Syaa.g_02359
OG0001022	Prba.g_01882	Syaa.g_02365
OG0001023	Prba.g_01883	Syaa.g_02366
OG0001024	Prba.g_01886	Syaa.g_02370
OG0001025	Prba.g_01892	Syaa.g_02377
OG0001026	Prba.g_01899	Syaa.g_02390
OG0001027	Prba.g_01900	Syaa.g_02397
OG0001028	Prba.g_01902	Syaa.g_02399
OG0001029	Prba.g_01903	Syaa.g_02401
OG0001030	Prba.g_01918	Syaa.g_02422
OG0001031	Prba.g_00642	Syaa.g_02500
OG0001032	Prba.g_00643	Syaa.g_02502
OG0001033	Prba.g_00664	Syaa.g_02539
OG0001034	Prba.g_00455	Syaa.g_02108
OG0001035	Prba.g_00473	Syaa.g_00298
OG0001036	Prba.g_00477	Syaa.g_00293
OG0001037	Prba.g_00478	Syaa.g_00291
OG0001038	Prba.g_00495	Syaa.g_00264
OG0001039	Prba.g_00498	Syaa.g_00261
OG0001040	Prba.g_00500	Syaa.g_00258
OG0001041	Prba.g_00504	Syaa.g_00253
OG0001042	Prba.g_00520	Syaa.g_00227
OG0001043	Prba.g_00521	Syaa.g_00223
OG0001044	Prba.g_00549	Syaa.g_02183
OG0001045	Prba.g_00558	Syaa.g_02170
OG0001046	Prba.g_00873	Syaa.g_01332
OG0001047	Prba.g_01022	Syaa.g_00706
OG0001048	Prba.g_01021	Syaa.g_00707
OG0001049	Prba.g_01019	Syaa.g_00710
OG0001050	Prba.g_01018	Syaa.g_00711
OG0001051	Prba.g_01017	Syaa.g_00712
OG0001052	Prba.g_00990	Syaa.g_01846
OG0001053	Prba.g_00978	Syaa.g_02048
OG0001054	Prba.g_00963	Syaa.g_02031
OG0001055	Prba.g_00944	Syaa.g_02010
OG0001056	Prba.g_00925	Syaa.g_01975
OG0001057	Prba.g_01774	Syaa.g_01966
OG0001058	Prba.g_01766	Syaa.g_01951
OG0001059	Prba.g_01762	Syaa.g_01947
OG0001060	Prba.g_01755	Syaa.g_01941
OG0001061	Prba.g_01742	Syaa.g_01919
OG0001062	Prba.g_01740	Syaa.g_01917
OG0001063	Prba.g_01738	Syaa.g_01912
OG0001064	Prba.g_01737	Syaa.g_01911
OG0001065	Prba.g_01736	Syaa.g_01910
OG0001066	Prba.g_01735	Syaa.g_01909
OG0001067	Prba.g_01734	Syaa.g_01908
OG0001068	Prba.g_01733	Syaa.g_01907
OG0001069	Prba.g_01732	Syaa.g_01906
OG0001070	Prba.g_01729	Syaa.g_01903
OG0001071	Prba.g_01728	Syaa.g_01902
OG0001072	Prba.g_01727	Syaa.g_01898
OG0001073	Prba.g_01713	Syaa.g_01884
OG0001074	Prba.g_01702	Syaa.g_01678
OG0001075	Prba.g_01701	Syaa.g_01676
OG0001076	Prba.g_01693	Syaa.g_01659
OG0001077	Prba.g_01689	Syaa.g_01647
OG0001078	Prba.g_01681	Syaa.g_01632
OG0001079	Prba.g_01670	Syaa.g_01619
OG0001080	Prba.g_01664	Syaa.g_01443
OG0001081	Prba.g_01662	Syaa.g_01056
OG0001082	Prba.g_01661	Syaa.g_01057
OG0001083	Prba.g_01656	Syaa.g_01064
OG0001084	Prba.g_01655	Syaa.g_01065
OG0001085	Prba.g_01647	Syaa.g_01075
OG0001086	Prba.g_01646	Syaa.g_01077
OG0001087	Prba.g_01629	Syaa.g_00920
OG0001088	Prba.g_01628	Syaa.g_00916
OG0001089	Prba.g_01620	Syaa.g_00890
OG0001090	Prba.g_01593	Syaa.g_01237
OG0001091	Prba.g_01591	Syaa.g_01239
OG0001092	Prba.g_01590	Syaa.g_01242
OG0001093	Prba.g_01585	Syaa.g_01248
OG0001094	Prba.g_01505	Syaa.g_01148
OG0001095	Prba.g_01486	Syaa.g_01185
OG0001096	Prba.g_01473	Syaa.g_01200
OG0001097	Prba.g_01454	Syaa.g_00828
OG0001098	Prba.g_01439	Syaa.g_01441
OG0001099	Prba.g_01407	Syaa.g_02400
OG0001100	Prba.g_01403	Syaa.g_01086
OG0001101	Prba.g_01401	Syaa.g_01088
OG0001102	Prba.g_01398	Syaa.g_01091
OG0001103	Prba.g_01396	Syaa.g_01093
OG0001104	Prba.g_01374	Syaa.g_01133
OG0001105	Prba.g_01370	Syaa.g_01137
OG0001106	Prba.g_01346	Syaa.g_01372
OG0001107	Prba.g_01339	Syaa.g_01359
OG0001108	Prba.g_01335	Syaa.g_01350
OG0001109	Prba.g_01334	Syaa.g_01349
OG0001110	Prba.g_01332	Syaa.g_01347
OG0001111	Prba.g_01331	Syaa.g_01345
OG0001112	Prba.g_01330	Syaa.g_01343
OG0001113	Prba.g_01329	Syaa.g_01342
OG0001114	Prba.g_01328	Syaa.g_01341
OG0001115	Prba.g_01326	Syaa.g_01337
