Orthogroup	Prba	Prbj
OG0000563	Prba.g_01758	Prbj.g_01871
OG0000564	Prba.g_01757	Prbj.g_01872
OG0000565	Prba.g_01754	Prbj.g_01875
OG0000566	Prba.g_01752	Prbj.g_01879
OG0000567	Prba.g_01748	Prbj.g_01883
OG0000568	Prba.g_01747	Prbj.g_01885
OG0000569	Prba.g_01746	Prbj.g_01807
OG0000570	Prba.g_01745	Prbj.g_01806
OG0000571	Prba.g_01743	Prbj.g_01803
OG0000572	Prba.g_01730	Prbj.g_01787
OG0000573	Prba.g_01725	Prbj.g_01780
OG0000574	Prba.g_01724	Prbj.g_01779
OG0000575	Prba.g_01720	Prbj.g_01770
OG0000576	Prba.g_01718	Prbj.g_01768
OG0000577	Prba.g_01717	Prbj.g_01767
OG0000578	Prba.g_01716	Prbj.g_01766
OG0000579	Prba.g_01715	Prbj.g_01765
OG0000580	Prba.g_01714	Prbj.g_01764
OG0000581	Prba.g_01712	Prbj.g_01760
OG0000582	Prba.g_01709	Prbj.g_01756
OG0000583	Prba.g_01708	Prbj.g_01755
OG0000584	Prba.g_01707	Prbj.g_01754
OG0000585	Prba.g_01705	Prbj.g_01752
OG0000586	Prba.g_01704	Prbj.g_01750
OG0000587	Prba.g_01703	Prbj.g_01748
OG0000588	Prba.g_01699	Prbj.g_02547
OG0000589	Prba.g_01696	Prbj.g_02550
OG0000590	Prba.g_01695	Prbj.g_02551
OG0000591	Prba.g_01692	Prbj.g_02558
OG0000592	Prba.g_01691	Prbj.g_02559
OG0000593	Prba.g_01685	Prbj.g_02569
OG0000594	Prba.g_01684	Prbj.g_02570
OG0000595	Prba.g_01683	Prbj.g_02571
OG0000596	Prba.g_01679	Prbj.g_02576
OG0000597	Prba.g_01677	Prbj.g_02579
OG0000598	Prba.g_01676	Prbj.g_02580
OG0000599	Prba.g_01673	Prbj.g_02590
OG0000600	Prba.g_01672	Prbj.g_02591
OG0000601	Prba.g_01671	Prbj.g_02592
OG0000602	Prba.g_01669	Prbj.g_02596
OG0000603	Prba.g_01668	Prbj.g_02597
OG0000604	Prba.g_01667	Prbj.g_02598
OG0000605	Prba.g_01666	Prbj.g_00792
OG0000606	Prba.g_01663	Prbj.g_00803
OG0000607	Prba.g_01660	Prbj.g_00806
OG0000608	Prba.g_01659	Prbj.g_00807
OG0000609	Prba.g_01658	Prbj.g_00809
OG0000610	Prba.g_01653	Prbj.g_00818
OG0000611	Prba.g_01650	Prbj.g_00821
OG0000612	Prba.g_01649	Prbj.g_00822
OG0000613	Prba.g_01644	Prbj.g_01466
OG0000614	Prba.g_01625	Prbj.g_00946
OG0000615	Prba.g_01617	Prbj.g_02373
OG0000616	Prba.g_01613	Prbj.g_02057
OG0000617	Prba.g_01588	Prbj.g_02184
OG0000618	Prba.g_01587	Prbj.g_02185
OG0000619	Prba.g_01586	Prbj.g_02186
OG0000620	Prba.g_01583	Prbj.g_02190
OG0000621	Prba.g_01582	Prbj.g_02191
OG0000622	Prba.g_01581	Prbj.g_02192
OG0000623	Prba.g_01580	Prbj.g_02193
OG0000624	Prba.g_01579	Prbj.g_02194
OG0000625	Prba.g_01578	Prbj.g_02195
OG0000626	Prba.g_01577	Prbj.g_02196
OG0000627	Prba.g_01576	Prbj.g_02320
OG0000628	Prba.g_01575	Prbj.g_02319
OG0000629	Prba.g_01574	Prbj.g_02316
OG0000630	Prba.g_01571	Prbj.g_02312
OG0000631	Prba.g_01508	Prbj.g_02306
OG0000632	Prba.g_01507	Prbj.g_02305
OG0000633	Prba.g_01506	Prbj.g_02304
OG0000634	Prba.g_01503	Prbj.g_02408
OG0000635	Prba.g_01502	Prbj.g_02409
OG0000636	Prba.g_01500	Prbj.g_02411
OG0000637	Prba.g_01498	Prbj.g_02413
OG0000638	Prba.g_01497	Prbj.g_02414
OG0000639	Prba.g_01496	Prbj.g_02415
OG0000640	Prba.g_01495	Prbj.g_02416
OG0000641	Prba.g_01491	Prbj.g_02420
OG0000642	Prba.g_01490	Prbj.g_02421
OG0000643	Prba.g_01489	Prbj.g_02422
OG0000644	Prba.g_01488	Prbj.g_02423
OG0000645	Prba.g_01487	Prbj.g_02424
OG0000646	Prba.g_01485	Prbj.g_02427
OG0000647	Prba.g_01484	Prbj.g_02430
OG0000648	Prba.g_01482	Prbj.g_02432
OG0000649	Prba.g_01481	Prbj.g_02433
OG0000650	Prba.g_01480	Prbj.g_02434
OG0000651	Prba.g_01479	Prbj.g_02435
OG0000652	Prba.g_01478	Prbj.g_02436
OG0000653	Prba.g_01476	Prbj.g_02438
OG0000654	Prba.g_01475	Prbj.g_02439
OG0000655	Prba.g_01474	Prbj.g_02440
OG0000656	Prba.g_01471	Prbj.g_02443
OG0000657	Prba.g_01463	Prbj.g_02476
OG0000658	Prba.g_01462	Prbj.g_02478
OG0000659	Prba.g_01461	Prbj.g_02479
OG0000660	Prba.g_01457	Prbj.g_02483
OG0000661	Prba.g_01455	Prbj.g_02485
OG0000662	Prba.g_01453	Prbj.g_02487
OG0000663	Prba.g_01451	Prbj.g_02490
OG0000664	Prba.g_01450	Prbj.g_02491
OG0000665	Prba.g_01446	Prbj.g_02504
OG0000666	Prba.g_01445	Prbj.g_02507
OG0000667	Prba.g_01441	Prbj.g_02514
OG0000668	Prba.g_01411	Prbj.g_02215
OG0000669	Prba.g_01404	Prbj.g_02523
OG0000670	Prba.g_01402	Prbj.g_00044
OG0000671	Prba.g_01400	Prbj.g_02335
OG0000672	Prba.g_01397	Prbj.g_02338
OG0000673	Prba.g_01394	Prbj.g_02341
OG0000674	Prba.g_01392	Prbj.g_02343
OG0000675	Prba.g_01391	Prbj.g_02344
OG0000676	Prba.g_01389	Prbj.g_02352
OG0000677	Prba.g_01388	Prbj.g_02354
OG0000678	Prba.g_01386	Prbj.g_02359
OG0000679	Prba.g_01382	Prbj.g_02379
OG0000680	Prba.g_01381	Prbj.g_02380
OG0000681	Prba.g_01379	Prbj.g_02382
OG0000682	Prba.g_01378	Prbj.g_02383
OG0000683	Prba.g_01377	Prbj.g_02384
OG0000684	Prba.g_01375	Prbj.g_02397
OG0000685	Prba.g_01373	Prbj.g_02395
OG0000686	Prba.g_01372	Prbj.g_02394
OG0000687	Prba.g_01371	Prbj.g_02393
OG0000688	Prba.g_01368	Prbj.g_02399
OG0000689	Prba.g_01367	Prbj.g_02400
OG0000690	Prba.g_01366	Prbj.g_02401
OG0000691	Prba.g_01365	Prbj.g_02402
OG0000692	Prba.g_01363	Prbj.g_02403
OG0000693	Prba.g_01362	Prbj.g_02404
OG0000694	Prba.g_01361	Prbj.g_02405
OG0000695	Prba.g_01359	Prbj.g_02302
OG0000696	Prba.g_01358	Prbj.g_02301
OG0000697	Prba.g_01357	Prbj.g_02299
OG0000698	Prba.g_01354	Prbj.g_02296
OG0000699	Prba.g_01353	Prbj.g_02294
OG0000700	Prba.g_01352	Prbj.g_02293
OG0000701	Prba.g_01351	Prbj.g_02292
OG0000702	Prba.g_01349	Prbj.g_02284
OG0000703	Prba.g_01348	Prbj.g_02283
OG0000704	Prba.g_01347	Prbj.g_02281
OG0000705	Prba.g_01343	Prbj.g_02275
OG0000706	Prba.g_01342	Prbj.g_02274
OG0000707	Prba.g_01341	Prbj.g_02273
OG0000708	Prba.g_01340	Prbj.g_02271
OG0000709	Prba.g_01336	Prbj.g_02264
OG0000710	Prba.g_01333	Prbj.g_02260
OG0000711	Prba.g_01316	Prbj.g_02237
OG0000712	Prba.g_01314	Prbj.g_02236
OG0000713	Prba.g_01313	Prbj.g_02235
OG0000714	Prba.g_01312	Prbj.g_02231
OG0000715	Prba.g_01310	Prbj.g_02229
OG0000716	Prba.g_01308	Prbj.g_02225
OG0000717	Prba.g_01307	Prbj.g_02224
OG0000718	Prba.g_01295	Prbj.g_02219
OG0000719	Prba.g_01293	Prbj.g_02217
OG0000720	Prba.g_01284	Prbj.g_02204
OG0000721	Prba.g_01282	Prbj.g_02203
OG0000722	Prba.g_01281	Prbj.g_02202
OG0000723	Prba.g_01278	Prbj.g_02198
OG0000724	Prba.g_01269	Prbj.g_01843
OG0000725	Prba.g_01263	Prbj.g_01836
OG0000726	Prba.g_01262	Prbj.g_01835
OG0000727	Prba.g_01261	Prbj.g_01834
OG0000728	Prba.g_01259	Prbj.g_01833
OG0000729	Prba.g_01214	Prbj.g_01289
OG0000730	Prba.g_00749	Prbj.g_00343
OG0000731	Prba.g_00745	Prbj.g_00333
OG0000732	Prba.g_00735	Prbj.g_01220
OG0000733	Prba.g_00096	Prbj.g_01997
OG0000734	Prba.g_00079	Prbj.g_00627
OG0000735	Prba.g_00077	Prbj.g_00953
OG0000736	Prba.g_00076	Prbj.g_00954
OG0000737	Prba.g_00075	Prbj.g_00955
OG0000738	Prba.g_00071	Prbj.g_00962
OG0000739	Prba.g_00070	Prbj.g_00964
OG0000740	Prba.g_00069	Prbj.g_00965
OG0000741	Prba.g_00068	Prbj.g_00968
OG0000742	Prba.g_00065	Prbj.g_00970
OG0000743	Prba.g_00063	Prbj.g_00972
OG0000744	Prba.g_00062	Prbj.g_00973
OG0000745	Prba.g_00060	Prbj.g_00846
OG0000746	Prba.g_00058	Prbj.g_00844
OG0000747	Prba.g_00057	Prbj.g_00843
OG0000748	Prba.g_00054	Prbj.g_00831
OG0000749	Prba.g_00053	Prbj.g_00830
OG0000750	Prba.g_00052	Prbj.g_00829
OG0000751	Prba.g_00050	Prbj.g_00305
OG0000752	Prba.g_00048	Prbj.g_00308
OG0000753	Prba.g_00045	Prbj.g_00311
OG0000754	Prba.g_00042	Prbj.g_01910
OG0000755	Prba.g_00039	Prbj.g_00002
OG0000756	Prba.g_00038	Prbj.g_00003
OG0000757	Prba.g_00032	Prbj.g_00010
OG0000758	Prba.g_00031	Prbj.g_00011
OG0000759	Prba.g_00030	Prbj.g_00012
OG0000760	Prba.g_00029	Prbj.g_00013
OG0000761	Prba.g_00028	Prbj.g_00014
OG0000762	Prba.g_00027	Prbj.g_01908
OG0000763	Prba.g_00025	Prbj.g_01906
OG0000764	Prba.g_00024	Prbj.g_01905
OG0000765	Prba.g_00015	Prbj.g_02163
OG0000766	Prba.g_00014	Prbj.g_02164
OG0000767	Prba.g_00012	Prbj.g_02166
OG0000768	Prba.g_00011	Prbj.g_02167
OG0000769	Prba.g_00009	Prbj.g_00313
OG0000770	Prba.g_00007	Prbj.g_00019
OG0000771	Prba.g_01084	Prbj.g_01848
OG0000772	Prba.g_01167	Prbj.g_01679
OG0000773	Prba.g_01183	Prbj.g_00161
OG0000774	Prba.g_01185	Prbj.g_01719
OG0000775	Prba.g_01187	Prbj.g_01721
OG0000776	Prba.g_01188	Prbj.g_01722
OG0000777	Prba.g_01189	Prbj.g_01723
OG0000778	Prba.g_01190	Prbj.g_01724
OG0000779	Prba.g_01194	Prbj.g_01729
OG0000780	Prba.g_01195	Prbj.g_01732
OG0000781	Prba.g_01198	Prbj.g_01736
OG0000782	Prba.g_01199	Prbj.g_01737
OG0000783	Prba.g_01200	Prbj.g_01738
OG0000784	Prba.g_01201	Prbj.g_01739
OG0000785	Prba.g_01203	Prbj.g_01741
OG0000786	Prba.g_01205	Prbj.g_01744
OG0000787	Prba.g_01206	Prbj.g_01745
OG0000788	Prba.g_00209	Prbj.g_00094
OG0000789	Prba.g_00206	Prbj.g_00687
OG0000790	Prba.g_00191	Prbj.g_01643
OG0000791	Prba.g_00189	Prbj.g_01645
OG0000792	Prba.g_00188	Prbj.g_01646
OG0000793	Prba.g_00185	Prbj.g_01650
OG0000794	Prba.g_00184	Prbj.g_01651
OG0000795	Prba.g_00183	Prbj.g_01652
OG0000796	Prba.g_00179	Prbj.g_01656
OG0000797	Prba.g_00178	Prbj.g_01657
OG0000799	Prba.g_00115	Prbj.g_01304
OG0000800	Prba.g_00114	Prbj.g_01303
OG0000801	Prba.g_00113	Prbj.g_01302
OG0000802	Prba.g_00111	Prbj.g_01293
OG0000803	Prba.g_00109	Prbj.g_01041
OG0000804	Prba.g_00108	Prbj.g_01043
OG0000805	Prba.g_00106	Prbj.g_01045
OG0000806	Prba.g_00720	Prbj.g_01047
OG0000807	Prba.g_00719	Prbj.g_01049
OG0000808	Prba.g_00718	Prbj.g_01050
OG0000809	Prba.g_00715	Prbj.g_01054
OG0000810	Prba.g_00714	Prbj.g_01055
OG0000811	Prba.g_00710	Prbj.g_01067
OG0000812	Prba.g_00708	Prbj.g_01069
OG0000813	Prba.g_00707	Prbj.g_01070
OG0000814	Prba.g_00705	Prbj.g_01072
OG0000815	Prba.g_00704	Prbj.g_01073
OG0000816	Prba.g_00702	Prbj.g_01075
OG0000817	Prba.g_00701	Prbj.g_01076
OG0000818	Prba.g_00696	Prbj.g_00631
OG0000819	Prba.g_00695	Prbj.g_00632
OG0000820	Prba.g_00694	Prbj.g_00633
OG0000821	Prba.g_00690	Prbj.g_00640
OG0000822	Prba.g_00689	Prbj.g_00642
OG0000823	Prba.g_00688	Prbj.g_00643
OG0000824	Prba.g_00685	Prbj.g_00647
OG0000825	Prba.g_00684	Prbj.g_00648
OG0000826	Prba.g_00683	Prbj.g_00649
OG0000827	Prba.g_00682	Prbj.g_00650
OG0000828	Prba.g_00679	Prbj.g_00653
OG0000829	Prba.g_00678	Prbj.g_00654
OG0000830	Prba.g_00677	Prbj.g_00655
OG0000831	Prba.g_00350	Prbj.g_00657
OG0000832	Prba.g_00344	Prbj.g_01684
OG0000833	Prba.g_00336	Prbj.g_01692
OG0000834	Prba.g_00335	Prbj.g_01693
OG0000835	Prba.g_00334	Prbj.g_01694
OG0000836	Prba.g_00333	Prbj.g_01696
OG0000837	Prba.g_00332	Prbj.g_01697
OG0000838	Prba.g_00330	Prbj.g_01700
OG0000839	Prba.g_00329	Prbj.g_01701
OG0000840	Prba.g_00328	Prbj.g_01702
OG0000841	Prba.g_00327	Prbj.g_01703
OG0000842	Prba.g_00326	Prbj.g_01704
OG0000843	Prba.g_00325	Prbj.g_01705
OG0000844	Prba.g_00324	Prbj.g_01707
OG0000845	Prba.g_00323	Prbj.g_01708
OG0000846	Prba.g_00322	Prbj.g_01709
OG0000847	Prba.g_00321	Prbj.g_01710
OG0000848	Prba.g_00320	Prbj.g_01711
OG0000849	Prba.g_00319	Prbj.g_01712
OG0000850	Prba.g_00317	Prbj.g_01713
OG0000851	Prba.g_00316	Prbj.g_00888
OG0000852	Prba.g_00315	Prbj.g_00887
OG0000853	Prba.g_00311	Prbj.g_00882
OG0000854	Prba.g_00309	Prbj.g_00880
OG0000855	Prba.g_00308	Prbj.g_00879
OG0000856	Prba.g_00293	Prbj.g_02561
OG0000857	Prba.g_00266	Prbj.g_02429
OG0000858	Prba.g_00232	Prbj.g_00868
OG0000859	Prba.g_00231	Prbj.g_00867
OG0000860	Prba.g_00618	Prbj.g_00855
OG0000861	Prba.g_00617	Prbj.g_00854
OG0000862	Prba.g_00616	Prbj.g_00852
OG0000863	Prba.g_00614	Prbj.g_00495
OG0000864	Prba.g_00613	Prbj.g_00494
OG0000865	Prba.g_00612	Prbj.g_00493
OG0000866	Prba.g_00611	Prbj.g_00492
OG0000867	Prba.g_00610	Prbj.g_00491
OG0000868	Prba.g_00609	Prbj.g_00489
OG0000869	Prba.g_00605	Prbj.g_00486
OG0000870	Prba.g_00600	Prbj.g_00481
OG0000871	Prba.g_00599	Prbj.g_00480
OG0000872	Prba.g_00598	Prbj.g_00478
OG0000873	Prba.g_00595	Prbj.g_00475
OG0000874	Prba.g_00592	Prbj.g_00471
OG0000875	Prba.g_00591	Prbj.g_00470
OG0000876	Prba.g_00590	Prbj.g_00469
OG0000877	Prba.g_00588	Prbj.g_00466
OG0000878	Prba.g_00587	Prbj.g_00465
OG0000879	Prba.g_00586	Prbj.g_00464
OG0000880	Prba.g_00585	Prbj.g_00463
OG0000881	Prba.g_00581	Prbj.g_00458
OG0000882	Prba.g_00576	Prbj.g_00453
OG0000883	Prba.g_00574	Prbj.g_00451
OG0000884	Prba.g_00573	Prbj.g_00449
OG0000885	Prba.g_00572	Prbj.g_00448
OG0000886	Prba.g_00571	Prbj.g_00447
OG0000887	Prba.g_00570	Prbj.g_00446
OG0000888	Prba.g_00568	Prbj.g_00444
OG0000889	Prba.g_00566	Prbj.g_00442
OG0000890	Prba.g_00565	Prbj.g_00428
OG0000891	Prba.g_00564	Prbj.g_00427
OG0000892	Prba.g_00352	Prbj.g_00425
OG0000893	Prba.g_00357	Prbj.g_02660
OG0000894	Prba.g_00359	Prbj.g_02656
OG0000895	Prba.g_00362	Prbj.g_02651
OG0000896	Prba.g_00363	Prbj.g_02650
OG0000897	Prba.g_00365	Prbj.g_02648
OG0000898	Prba.g_00366	Prbj.g_02647
OG0000899	Prba.g_00367	Prbj.g_02646
OG0000900	Prba.g_00368	Prbj.g_02645
OG0000901	Prba.g_00371	Prbj.g_02641
OG0000902	Prba.g_00373	Prbj.g_02639
OG0000903	Prba.g_00376	Prbj.g_01027
OG0000904	Prba.g_00378	Prbj.g_01032
OG0000905	Prba.g_00383	Prbj.g_01034
OG0000906	Prba.g_00384	Prbj.g_02635
OG0000907	Prba.g_00387	Prbj.g_01025
OG0000908	Prba.g_00390	Prbj.g_01022
OG0000909	Prba.g_00391	Prbj.g_01021
OG0000910	Prba.g_00392	Prbj.g_01020
OG0000911	Prba.g_00394	Prbj.g_01018
OG0000912	Prba.g_00395	Prbj.g_01017
OG0000913	Prba.g_00396	Prbj.g_01016
OG0000914	Prba.g_00397	Prbj.g_01015
OG0000915	Prba.g_00398	Prbj.g_01014
OG0000916	Prba.g_00399	Prbj.g_01013
OG0000917	Prba.g_00400	Prbj.g_01012
OG0000918	Prba.g_00401	Prbj.g_01011
OG0000919	Prba.g_00402	Prbj.g_01010
OG0000920	Prba.g_00403	Prbj.g_01009
OG0000921	Prba.g_00404	Prbj.g_01008
OG0000922	Prba.g_00405	Prbj.g_01007
OG0000923	Prba.g_00409	Prbj.g_01003
OG0000924	Prba.g_00410	Prbj.g_01002
OG0000925	Prba.g_00411	Prbj.g_01001
OG0000926	Prba.g_00412	Prbj.g_01000
OG0000927	Prba.g_00414	Prbj.g_00998
OG0000928	Prba.g_00415	Prbj.g_00997
OG0000929	Prba.g_00416	Prbj.g_00996
OG0000930	Prba.g_00417	Prbj.g_00995
OG0000931	Prba.g_00418	Prbj.g_00994
OG0000932	Prba.g_00419	Prbj.g_00993
OG0000933	Prba.g_00423	Prbj.g_00988
OG0000934	Prba.g_00425	Prbj.g_00986
OG0000935	Prba.g_00426	Prbj.g_00985
OG0000936	Prba.g_00427	Prbj.g_00984
OG0000937	Prba.g_00428	Prbj.g_00983
OG0000938	Prba.g_00430	Prbj.g_00414
OG0000939	Prba.g_00431	Prbj.g_00413
OG0000940	Prba.g_00438	Prbj.g_00404
OG0000941	Prba.g_01049	Prbj.g_00402
OG0000942	Prba.g_01051	Prbj.g_00400
OG0000943	Prba.g_01052	Prbj.g_00399
OG0000944	Prba.g_01053	Prbj.g_00397
OG0000945	Prba.g_01054	Prbj.g_00395
OG0000946	Prba.g_01059	Prbj.g_00368
OG0000947	Prba.g_01061	Prbj.g_00365
OG0000948	Prba.g_01062	Prbj.g_00364
OG0000949	Prba.g_01065	Prbj.g_00361
OG0000950	Prba.g_01070	Prbj.g_01501
OG0000951	Prba.g_01074	Prbj.g_01506
OG0000952	Prba.g_01078	Prbj.g_01513
OG0000953	Prba.g_00753	Prbj.g_01517
OG0000954	Prba.g_00757	Prbj.g_01577
OG0000955	Prba.g_00758	Prbj.g_01578
OG0000956	Prba.g_00760	Prbj.g_01580
OG0000957	Prba.g_00766	Prbj.g_01596
OG0000958	Prba.g_00767	Prbj.g_01597
OG0000959	Prba.g_00771	Prbj.g_01821
OG0000960	Prba.g_00772	Prbj.g_01820
OG0000961	Prba.g_00774	Prbj.g_01809
OG0000962	Prba.g_00776	Prbj.g_01290
OG0000963	Prba.g_00780	Prbj.g_01285
OG0000964	Prba.g_00781	Prbj.g_01284
OG0000965	Prba.g_00782	Prbj.g_01283
OG0000966	Prba.g_00789	Prbj.g_01250
OG0000967	Prba.g_00794	Prbj.g_01244
OG0000968	Prba.g_00796	Prbj.g_01241
OG0000969	Prba.g_00797	Prbj.g_01239
OG0000970	Prba.g_00798	Prbj.g_01238
OG0000971	Prba.g_00799	Prbj.g_01236
OG0000972	Prba.g_00800	Prbj.g_01235
OG0000973	Prba.g_00801	Prbj.g_01234
OG0000974	Prba.g_00802	Prbj.g_01233
OG0000975	Prba.g_00803	Prbj.g_01232
OG0000976	Prba.g_00804	Prbj.g_01231
OG0000977	Prba.g_00805	Prbj.g_01229
OG0000978	Prba.g_00806	Prbj.g_01228
OG0000979	Prba.g_00809	Prbj.g_01225
OG0000980	Prba.g_00811	Prbj.g_01221
OG0000981	Prba.g_00813	Prbj.g_01218
OG0000982	Prba.g_00815	Prbj.g_01956
OG0000983	Prba.g_00816	Prbj.g_01957
OG0000984	Prba.g_00817	Prbj.g_01958
OG0000985	Prba.g_00820	Prbj.g_01962
OG0000986	Prba.g_00822	Prbj.g_01964
OG0000987	Prba.g_00823	Prbj.g_01966
OG0000988	Prba.g_00826	Prbj.g_01970
OG0000989	Prba.g_00830	Prbj.g_01980
OG0000990	Prba.g_00833	Prbj.g_02002
OG0000991	Prba.g_00834	Prbj.g_02005
OG0000992	Prba.g_00836	Prbj.g_02008
OG0000993	Prba.g_00837	Prbj.g_02009
OG0000994	Prba.g_00838	Prbj.g_02012
OG0000995	Prba.g_00842	Prbj.g_02021
OG0000996	Prba.g_00843	Prbj.g_02034
OG0000997	Prba.g_00844	Prbj.g_02043
OG0000998	Prba.g_00846	Prbj.g_02045
OG0000999	Prba.g_00847	Prbj.g_02046
OG0001000	Prba.g_01778	Prbj.g_02049
OG0001001	Prba.g_01780	Prbj.g_02053
OG0001002	Prba.g_01784	Prbj.g_02060
OG0001003	Prba.g_01785	Prbj.g_02062
OG0001004	Prba.g_01786	Prbj.g_02063
OG0001005	Prba.g_01787	Prbj.g_02065
OG0001006	Prba.g_01791	Prbj.g_02071
OG0001007	Prba.g_01793	Prbj.g_02073
OG0001008	Prba.g_01024	Prbj.g_00101
OG0001009	Prba.g_01820	Prbj.g_01199
OG0001010	Prba.g_01821	Prbj.g_01200
OG0001011	Prba.g_01822	Prbj.g_01202
OG0001012	Prba.g_01837	Prbj.g_01953
OG0001013	Prba.g_01842	Prbj.g_01928
OG0001014	Prba.g_01845	Prbj.g_01919
OG0001015	Prba.g_01846	Prbj.g_01918
OG0001016	Prba.g_01861	Prbj.g_00569
OG0001017	Prba.g_01865	Prbj.g_00575
OG0001018	Prba.g_01868	Prbj.g_00577
OG0001019	Prba.g_01877	Prbj.g_00590
OG0001020	Prba.g_01878	Prbj.g_00596
OG0001021	Prba.g_01879	Prbj.g_00600
OG0001022	Prba.g_01882	Prbj.g_00605
OG0001023	Prba.g_01883	Prbj.g_00606
OG0001024	Prba.g_01886	Prbj.g_00610
OG0001025	Prba.g_01892	Prbj.g_00617
OG0001026	Prba.g_01899	Prbj.g_00630
OG0001027	Prba.g_01900	Prbj.g_01550
OG0001028	Prba.g_01902	Prbj.g_01552
OG0001029	Prba.g_01903	Prbj.g_01554
OG0001030	Prba.g_01918	Prbj.g_01535
OG0001031	Prba.g_00642	Prbj.g_01143
OG0001032	Prba.g_00643	Prbj.g_01146
OG0001033	Prba.g_00664	Prbj.g_00287
OG0001034	Prba.g_00455	Prbj.g_02608
OG0001035	Prba.g_00473	Prbj.g_01360
OG0001036	Prba.g_00477	Prbj.g_01364
OG0001037	Prba.g_00478	Prbj.g_01366
OG0001038	Prba.g_00495	Prbj.g_01403
OG0001039	Prba.g_00498	Prbj.g_01406
OG0001040	Prba.g_00500	Prbj.g_01409
OG0001041	Prba.g_00504	Prbj.g_01414
OG0001042	Prba.g_00520	Prbj.g_01439
OG0001043	Prba.g_00521	Prbj.g_01441
OG0001044	Prba.g_00549	Prbj.g_00342
OG0001045	Prba.g_00558	Prbj.g_00330
OG0001046	Prba.g_00873	Prbj.g_00874
OG0001047	Prba.g_01022	Prbj.g_00103
OG0001048	Prba.g_01021	Prbj.g_00104
OG0001049	Prba.g_01019	Prbj.g_00107
OG0001050	Prba.g_01018	Prbj.g_00108
OG0001051	Prba.g_01017	Prbj.g_00109
OG0001052	Prba.g_00990	Prbj.g_00132
OG0001053	Prba.g_00978	Prbj.g_01627
OG0001054	Prba.g_00963	Prbj.g_01609
OG0001055	Prba.g_00944	Prbj.g_02103
OG0001056	Prba.g_00925	Prbj.g_02132
OG0001057	Prba.g_01774	Prbj.g_02144
OG0001058	Prba.g_01766	Prbj.g_01863
OG0001059	Prba.g_01762	Prbj.g_01867
OG0001060	Prba.g_01755	Prbj.g_01874
OG0001061	Prba.g_01742	Prbj.g_01802
OG0001062	Prba.g_01740	Prbj.g_01800
OG0001063	Prba.g_01738	Prbj.g_01796
OG0001064	Prba.g_01737	Prbj.g_01795
OG0001065	Prba.g_01736	Prbj.g_01794
OG0001066	Prba.g_01735	Prbj.g_01793
OG0001067	Prba.g_01734	Prbj.g_01792
OG0001068	Prba.g_01733	Prbj.g_01791
OG0001069	Prba.g_01732	Prbj.g_01790
OG0001070	Prba.g_01729	Prbj.g_01786
OG0001071	Prba.g_01728	Prbj.g_01785
OG0001072	Prba.g_01727	Prbj.g_01782
OG0001073	Prba.g_01713	Prbj.g_01763
OG0001074	Prba.g_01702	Prbj.g_02544
OG0001075	Prba.g_01701	Prbj.g_02545
OG0001076	Prba.g_01693	Prbj.g_02553
OG0001077	Prba.g_01689	Prbj.g_02563
OG0001078	Prba.g_01681	Prbj.g_02574
OG0001079	Prba.g_01670	Prbj.g_02593
OG0001080	Prba.g_01664	Prbj.g_00794
OG0001081	Prba.g_01662	Prbj.g_00804
OG0001082	Prba.g_01661	Prbj.g_00805
OG0001083	Prba.g_01656	Prbj.g_00813
OG0001084	Prba.g_01655	Prbj.g_00815
OG0001085	Prba.g_01647	Prbj.g_00825
OG0001086	Prba.g_01646	Prbj.g_02707
OG0001087	Prba.g_01629	Prbj.g_00927
OG0001088	Prba.g_01628	Prbj.g_00931
OG0001089	Prba.g_01620	Prbj.g_00757
OG0001090	Prba.g_01593	Prbj.g_02180
OG0001091	Prba.g_01591	Prbj.g_02182
OG0001092	Prba.g_01590	Prbj.g_02183
OG0001093	Prba.g_01585	Prbj.g_02187
OG0001094	Prba.g_01505	Prbj.g_02406
OG0001095	Prba.g_01486	Prbj.g_02425
OG0001096	Prba.g_01473	Prbj.g_02441
OG0001097	Prba.g_01454	Prbj.g_02486
OG0001098	Prba.g_01439	Prbj.g_02323
OG0001099	Prba.g_01407	Prbj.g_01553
OG0001100	Prba.g_01403	Prbj.g_02333
OG0001101	Prba.g_01401	Prbj.g_02334
OG0001102	Prba.g_01398	Prbj.g_02337
OG0001103	Prba.g_01396	Prbj.g_02339
OG0001104	Prba.g_01374	Prbj.g_02396
OG0001105	Prba.g_01370	Prbj.g_02391
OG0001106	Prba.g_01346	Prbj.g_02280
OG0001107	Prba.g_01339	Prbj.g_02270
OG0001108	Prba.g_01335	Prbj.g_02263
OG0001109	Prba.g_01334	Prbj.g_02261
OG0001110	Prba.g_01332	Prbj.g_02259
OG0001111	Prba.g_01331	Prbj.g_02257
OG0001112	Prba.g_01330	Prbj.g_02255
OG0001113	Prba.g_01329	Prbj.g_02254
OG0001114	Prba.g_01328	Prbj.g_02253
OG0001115	Prba.g_01326	Prbj.g_02251
OG0001116	Prba.g_01325	Prbj.g_02250
OG0001117	Prba.g_01324	Prbj.g_02249
OG0001118	Prba.g_01323	Prbj.g_02248
OG0001119	Prba.g_01322	Prbj.g_02247
OG0001120	Prba.g_01320	Prbj.g_02245
OG0001122	Prba.g_01292	Prbj.g_02216
OG0001123	Prba.g_01288	Prbj.g_02209
