Orthogroup	Prba	Syas
OG0000590	Prba.g_01695	Syas.g_00120
OG0000591	Prba.g_01692	Syas.g_00106
OG0000592	Prba.g_01691	Syas.g_00105
OG0000593	Prba.g_01685	Syas.g_00750
OG0000594	Prba.g_01684	Syas.g_00749
OG0000595	Prba.g_01683	Syas.g_00748
OG0000596	Prba.g_01679	Syas.g_00743
OG0000597	Prba.g_01677	Syas.g_00740
OG0000598	Prba.g_01676	Syas.g_00739
OG0000599	Prba.g_01673	Syas.g_00732
OG0000600	Prba.g_01672	Syas.g_00731
OG0000601	Prba.g_01671	Syas.g_00730
OG0000602	Prba.g_01669	Syas.g_00725
OG0000603	Prba.g_01668	Syas.g_00724
OG0000604	Prba.g_01667	Syas.g_00721
OG0000605	Prba.g_01666	Syas.g_00719
OG0000606	Prba.g_01663	Syas.g_00716
OG0000607	Prba.g_01660	Syas.g_00713
OG0000608	Prba.g_01659	Syas.g_00712
OG0000609	Prba.g_01658	Syas.g_00710
OG0000610	Prba.g_01653	Syas.g_00702
OG0000611	Prba.g_01650	Syas.g_00699
OG0000612	Prba.g_01649	Syas.g_00698
OG0000613	Prba.g_01644	Syas.g_01825
OG0000614	Prba.g_01625	Syas.g_01044
OG0000615	Prba.g_01617	Syas.g_00650
OG0000616	Prba.g_01613	Syas.g_02011
OG0000617	Prba.g_01588	Syas.g_00180
OG0000618	Prba.g_01587	Syas.g_00181
OG0000619	Prba.g_01586	Syas.g_00182
OG0000620	Prba.g_01583	Syas.g_00188
OG0000621	Prba.g_01582	Syas.g_00189
OG0000622	Prba.g_01581	Syas.g_00190
OG0000623	Prba.g_01580	Syas.g_00191
OG0000624	Prba.g_01579	Syas.g_00192
OG0000625	Prba.g_01578	Syas.g_00193
OG0000626	Prba.g_01577	Syas.g_00194
OG0000627	Prba.g_01576	Syas.g_00372
OG0000628	Prba.g_01575	Syas.g_00373
OG0000629	Prba.g_01574	Syas.g_00376
OG0000630	Prba.g_01571	Syas.g_00397
OG0000631	Prba.g_01508	Syas.g_00405
OG0000632	Prba.g_01507	Syas.g_00406
OG0000633	Prba.g_01506	Syas.g_00407
OG0000634	Prba.g_01503	Syas.g_00600
OG0000635	Prba.g_01502	Syas.g_00599
OG0000636	Prba.g_01500	Syas.g_00597
OG0000637	Prba.g_01498	Syas.g_00595
OG0000638	Prba.g_01497	Syas.g_00594
OG0000639	Prba.g_01496	Syas.g_00593
OG0000640	Prba.g_01495	Syas.g_00592
OG0000641	Prba.g_01491	Syas.g_00587
OG0000642	Prba.g_01490	Syas.g_00586
OG0000643	Prba.g_01489	Syas.g_00585
OG0000644	Prba.g_01488	Syas.g_00584
OG0000645	Prba.g_01487	Syas.g_00583
OG0000646	Prba.g_01485	Syas.g_00580
OG0000647	Prba.g_01484	Syas.g_00578
OG0000648	Prba.g_01482	Syas.g_00576
OG0000649	Prba.g_01481	Syas.g_00575
OG0000650	Prba.g_01480	Syas.g_00574
OG0000651	Prba.g_01479	Syas.g_00573
OG0000652	Prba.g_01478	Syas.g_00572
OG0000653	Prba.g_01476	Syas.g_00570
OG0000654	Prba.g_01475	Syas.g_00569
OG0000655	Prba.g_01474	Syas.g_00568
OG0000656	Prba.g_01471	Syas.g_00565
OG0000657	Prba.g_01463	Syas.g_00232
OG0000658	Prba.g_01462	Syas.g_00235
OG0000659	Prba.g_01461	Syas.g_00236
OG0000660	Prba.g_01457	Syas.g_00240
OG0000661	Prba.g_01455	Syas.g_00242
OG0000662	Prba.g_01453	Syas.g_00281
OG0000663	Prba.g_01451	Syas.g_00284
OG0000664	Prba.g_01450	Syas.g_00287
OG0000665	Prba.g_01446	Syas.g_00385
OG0000666	Prba.g_01445	Syas.g_01362
OG0000667	Prba.g_01441	Syas.g_00088
OG0000668	Prba.g_01411	Syas.g_00221
OG0000669	Prba.g_01404	Syas.g_00684
OG0000670	Prba.g_01402	Syas.g_00681
OG0000671	Prba.g_01400	Syas.g_00679
OG0000672	Prba.g_01397	Syas.g_00676
OG0000673	Prba.g_01394	Syas.g_00673
OG0000674	Prba.g_01392	Syas.g_00671
OG0000675	Prba.g_01391	Syas.g_00670
OG0000676	Prba.g_01389	Syas.g_00668
OG0000677	Prba.g_01388	Syas.g_00667
OG0000678	Prba.g_01386	Syas.g_00660
OG0000679	Prba.g_01382	Syas.g_00629
OG0000680	Prba.g_01381	Syas.g_00628
OG0000681	Prba.g_01379	Syas.g_00625
OG0000682	Prba.g_01378	Syas.g_00624
OG0000683	Prba.g_01377	Syas.g_00623
OG0000684	Prba.g_01375	Syas.g_00621
OG0000685	Prba.g_01373	Syas.g_00187
OG0000686	Prba.g_01372	Syas.g_00619
OG0000687	Prba.g_01371	Syas.g_00618
OG0000688	Prba.g_01368	Syas.g_00612
OG0000689	Prba.g_01367	Syas.g_00610
OG0000690	Prba.g_01366	Syas.g_00609
OG0000691	Prba.g_01365	Syas.g_00608
OG0000692	Prba.g_01363	Syas.g_00606
OG0000693	Prba.g_01362	Syas.g_00604
OG0000694	Prba.g_01361	Syas.g_00603
OG0000695	Prba.g_01359	Syas.g_00410
OG0000696	Prba.g_01358	Syas.g_00411
OG0000697	Prba.g_01357	Syas.g_00413
OG0000698	Prba.g_01354	Syas.g_00417
OG0000699	Prba.g_01353	Syas.g_00419
OG0000700	Prba.g_01352	Syas.g_00420
OG0000701	Prba.g_01351	Syas.g_00421
OG0000702	Prba.g_01349	Syas.g_00437
OG0000703	Prba.g_01348	Syas.g_00438
OG0000704	Prba.g_01347	Syas.g_00446
OG0000705	Prba.g_01343	Syas.g_00453
OG0000706	Prba.g_01342	Syas.g_00454
OG0000707	Prba.g_01341	Syas.g_00455
OG0000708	Prba.g_01340	Syas.g_00458
OG0000709	Prba.g_01336	Syas.g_00466
OG0000710	Prba.g_01333	Syas.g_00497
OG0000711	Prba.g_01316	Syas.g_00546
OG0000712	Prba.g_01314	Syas.g_00548
OG0000713	Prba.g_01313	Syas.g_00549
OG0000714	Prba.g_01312	Syas.g_00551
OG0000715	Prba.g_01310	Syas.g_00553
OG0000716	Prba.g_01308	Syas.g_00556
OG0000717	Prba.g_01307	Syas.g_00557
OG0000718	Prba.g_01295	Syas.g_00561
OG0000719	Prba.g_01293	Syas.g_00223
OG0000720	Prba.g_01284	Syas.g_00209
OG0000721	Prba.g_01282	Syas.g_00207
OG0000722	Prba.g_01281	Syas.g_00206
OG0000723	Prba.g_01278	Syas.g_00196
OG0000724	Prba.g_01269	Syas.g_00999
OG0000725	Prba.g_01263	Syas.g_01024
OG0000726	Prba.g_01262	Syas.g_01025
OG0000727	Prba.g_01261	Syas.g_01026
OG0000728	Prba.g_01259	Syas.g_01028
OG0000729	Prba.g_01214	Syas.g_02145
OG0000730	Prba.g_00749	Syas.g_01544
OG0000731	Prba.g_00745	Syas.g_01532
OG0000732	Prba.g_00735	Syas.g_02086
OG0000733	Prba.g_00096	Syas.g_00096
OG0000734	Prba.g_00079	Syas.g_02414
OG0000735	Prba.g_00077	Syas.g_01201
OG0000736	Prba.g_00076	Syas.g_01200
OG0000737	Prba.g_00075	Syas.g_01199
OG0000738	Prba.g_00071	Syas.g_01193
OG0000739	Prba.g_00070	Syas.g_01192
OG0000740	Prba.g_00069	Syas.g_01191
OG0000741	Prba.g_00068	Syas.g_01188
OG0000742	Prba.g_00065	Syas.g_01185
OG0000743	Prba.g_00063	Syas.g_01182
OG0000744	Prba.g_00062	Syas.g_01181
OG0000745	Prba.g_00060	Syas.g_01178
OG0000746	Prba.g_00058	Syas.g_01176
OG0000747	Prba.g_00057	Syas.g_01174
OG0000748	Prba.g_00054	Syas.g_01146
OG0000749	Prba.g_00053	Syas.g_01144
OG0000750	Prba.g_00052	Syas.g_01143
OG0000751	Prba.g_00050	Syas.g_01138
OG0000752	Prba.g_00048	Syas.g_01136
OG0000753	Prba.g_00045	Syas.g_01133
OG0000754	Prba.g_00042	Syas.g_01128
OG0000755	Prba.g_00039	Syas.g_01117
OG0000756	Prba.g_00038	Syas.g_01116
OG0000757	Prba.g_00032	Syas.g_01108
OG0000758	Prba.g_00031	Syas.g_01107
OG0000759	Prba.g_00030	Syas.g_01106
OG0000760	Prba.g_00029	Syas.g_01105
OG0000761	Prba.g_00028	Syas.g_01104
OG0000762	Prba.g_00027	Syas.g_01102
OG0000763	Prba.g_00025	Syas.g_01091
OG0000764	Prba.g_00024	Syas.g_01090
OG0000765	Prba.g_00015	Syas.g_01076
OG0000766	Prba.g_00014	Syas.g_01075
OG0000767	Prba.g_00012	Syas.g_01073
OG0000768	Prba.g_00011	Syas.g_01072
OG0000769	Prba.g_00009	Syas.g_01070
OG0000770	Prba.g_00007	Syas.g_01067
OG0000771	Prba.g_01084	Syas.g_00993
OG0000772	Prba.g_01167	Syas.g_01461
OG0000773	Prba.g_01183	Syas.g_00002
OG0000774	Prba.g_01185	Syas.g_02862
OG0000775	Prba.g_01187	Syas.g_02860
OG0000776	Prba.g_01188	Syas.g_02859
OG0000777	Prba.g_01189	Syas.g_02858
OG0000778	Prba.g_01190	Syas.g_02857
OG0000779	Prba.g_01194	Syas.g_02852
OG0000780	Prba.g_01195	Syas.g_02847
OG0000781	Prba.g_01198	Syas.g_02842
OG0000782	Prba.g_01199	Syas.g_02841
OG0000783	Prba.g_01200	Syas.g_02840
OG0000784	Prba.g_01201	Syas.g_02839
OG0000785	Prba.g_01203	Syas.g_02837
OG0000786	Prba.g_01205	Syas.g_02833
OG0000787	Prba.g_01206	Syas.g_02832
OG0000788	Prba.g_00209	Syas.g_00782
OG0000789	Prba.g_00206	Syas.g_01507
OG0000790	Prba.g_00191	Syas.g_01266
OG0000791	Prba.g_00189	Syas.g_01268
OG0000792	Prba.g_00188	Syas.g_01269
OG0000793	Prba.g_00185	Syas.g_01359
OG0000794	Prba.g_00184	Syas.g_01361
OG0000795	Prba.g_00183	Syas.g_01363
OG0000796	Prba.g_00179	Syas.g_01368
OG0000797	Prba.g_00178	Syas.g_01369
OG0000798	Prba.g_00166	Syas.g_02134
OG0000799	Prba.g_00115	Syas.g_02789
OG0000800	Prba.g_00114	Syas.g_02790
OG0000801	Prba.g_00113	Syas.g_02791
OG0000802	Prba.g_00111	Syas.g_02797
OG0000803	Prba.g_00109	Syas.g_02800
OG0000804	Prba.g_00108	Syas.g_02803
OG0000805	Prba.g_00106	Syas.g_02805
OG0000806	Prba.g_00720	Syas.g_02807
OG0000807	Prba.g_00719	Syas.g_02808
OG0000808	Prba.g_00718	Syas.g_02809
OG0000809	Prba.g_00715	Syas.g_02811
OG0000810	Prba.g_00714	Syas.g_02813
OG0000811	Prba.g_00710	Syas.g_02822
OG0000812	Prba.g_00708	Syas.g_02824
OG0000813	Prba.g_00707	Syas.g_02825
OG0000814	Prba.g_00705	Syas.g_02827
OG0000815	Prba.g_00704	Syas.g_02829
OG0000816	Prba.g_00702	Syas.g_02831
OG0000817	Prba.g_00701	Syas.g_02753
OG0000818	Prba.g_00696	Syas.g_01282
OG0000819	Prba.g_00695	Syas.g_01283
OG0000820	Prba.g_00694	Syas.g_01284
OG0000821	Prba.g_00690	Syas.g_01289
OG0000822	Prba.g_00689	Syas.g_01291
OG0000823	Prba.g_00688	Syas.g_01292
OG0000824	Prba.g_00685	Syas.g_01297
OG0000825	Prba.g_00684	Syas.g_01298
OG0000826	Prba.g_00683	Syas.g_01299
OG0000827	Prba.g_00682	Syas.g_01300
OG0000828	Prba.g_00679	Syas.g_01303
OG0000829	Prba.g_00678	Syas.g_01304
OG0000830	Prba.g_00677	Syas.g_01305
OG0000831	Prba.g_00350	Syas.g_01308
OG0000832	Prba.g_00344	Syas.g_01476
OG0000833	Prba.g_00336	Syas.g_02738
OG0000834	Prba.g_00335	Syas.g_02737
OG0000835	Prba.g_00334	Syas.g_02736
OG0000836	Prba.g_00333	Syas.g_02732
OG0000837	Prba.g_00332	Syas.g_02731
OG0000838	Prba.g_00330	Syas.g_02727
OG0000839	Prba.g_00329	Syas.g_02726
OG0000840	Prba.g_00328	Syas.g_02725
OG0000841	Prba.g_00327	Syas.g_02724
OG0000842	Prba.g_00326	Syas.g_02723
OG0000843	Prba.g_00325	Syas.g_02722
OG0000844	Prba.g_00324	Syas.g_02720
OG0000845	Prba.g_00323	Syas.g_02719
OG0000846	Prba.g_00322	Syas.g_02718
OG0000847	Prba.g_00321	Syas.g_02717
OG0000848	Prba.g_00320	Syas.g_02715
OG0000849	Prba.g_00319	Syas.g_02714
OG0000850	Prba.g_00317	Syas.g_02711
OG0000851	Prba.g_00316	Syas.g_02708
OG0000852	Prba.g_00315	Syas.g_02707
OG0000853	Prba.g_00311	Syas.g_02703
OG0000854	Prba.g_00309	Syas.g_02701
OG0000855	Prba.g_00308	Syas.g_02700
OG0000856	Prba.g_00293	Syas.g_00103
OG0000857	Prba.g_00266	Syas.g_00579
OG0000858	Prba.g_00232	Syas.g_02693
OG0000859	Prba.g_00231	Syas.g_02692
OG0000860	Prba.g_00618	Syas.g_02679
OG0000861	Prba.g_00617	Syas.g_02678
OG0000862	Prba.g_00616	Syas.g_02677
OG0000863	Prba.g_00614	Syas.g_02675
OG0000864	Prba.g_00613	Syas.g_02674
OG0000865	Prba.g_00612	Syas.g_02673
OG0000866	Prba.g_00611	Syas.g_02672
OG0000867	Prba.g_00610	Syas.g_02671
OG0000868	Prba.g_00609	Syas.g_02667
OG0000869	Prba.g_00605	Syas.g_02662
OG0000870	Prba.g_00600	Syas.g_02657
OG0000871	Prba.g_00599	Syas.g_02656
OG0000872	Prba.g_00598	Syas.g_02650
OG0000873	Prba.g_00595	Syas.g_02647
OG0000874	Prba.g_00592	Syas.g_02645
OG0000875	Prba.g_00591	Syas.g_02644
OG0000876	Prba.g_00590	Syas.g_00280
OG0000877	Prba.g_00588	Syas.g_02603
OG0000878	Prba.g_00587	Syas.g_02602
OG0000879	Prba.g_00586	Syas.g_02601
OG0000880	Prba.g_00585	Syas.g_02600
OG0000881	Prba.g_00581	Syas.g_02596
OG0000882	Prba.g_00576	Syas.g_02591
OG0000883	Prba.g_00574	Syas.g_02586
OG0000884	Prba.g_00573	Syas.g_02584
OG0000885	Prba.g_00572	Syas.g_02583
OG0000886	Prba.g_00571	Syas.g_02582
OG0000887	Prba.g_00570	Syas.g_02581
OG0000888	Prba.g_00568	Syas.g_02579
OG0000889	Prba.g_00566	Syas.g_02577
OG0000890	Prba.g_00565	Syas.g_02574
OG0000891	Prba.g_00564	Syas.g_02573
OG0000892	Prba.g_00352	Syas.g_02571
OG0000893	Prba.g_00357	Syas.g_01677
OG0000894	Prba.g_00359	Syas.g_01667
OG0000895	Prba.g_00362	Syas.g_01663
OG0000896	Prba.g_00363	Syas.g_01662
OG0000897	Prba.g_00365	Syas.g_01660
OG0000898	Prba.g_00366	Syas.g_01659
OG0000899	Prba.g_00367	Syas.g_01658
OG0000900	Prba.g_00368	Syas.g_01657
OG0000901	Prba.g_00371	Syas.g_01652
OG0000902	Prba.g_00373	Syas.g_01651
OG0000903	Prba.g_00376	Syas.g_01637
OG0000904	Prba.g_00378	Syas.g_01642
OG0000905	Prba.g_00383	Syas.g_01647
OG0000906	Prba.g_00384	Syas.g_01649
OG0000907	Prba.g_00387	Syas.g_01635
OG0000908	Prba.g_00390	Syas.g_01632
OG0000909	Prba.g_00391	Syas.g_01631
OG0000910	Prba.g_00392	Syas.g_01630
OG0000911	Prba.g_00394	Syas.g_01628
OG0000912	Prba.g_00395	Syas.g_01627
OG0000913	Prba.g_00396	Syas.g_01626
OG0000914	Prba.g_00397	Syas.g_01625
OG0000915	Prba.g_00398	Syas.g_01623
OG0000916	Prba.g_00399	Syas.g_01622
OG0000917	Prba.g_00400	Syas.g_01621
OG0000918	Prba.g_00401	Syas.g_01620
OG0000919	Prba.g_00402	Syas.g_01619
OG0000920	Prba.g_00403	Syas.g_01618
OG0000921	Prba.g_00404	Syas.g_01617
OG0000922	Prba.g_00405	Syas.g_01616
OG0000923	Prba.g_00409	Syas.g_01612
OG0000924	Prba.g_00410	Syas.g_01611
OG0000925	Prba.g_00411	Syas.g_01610
OG0000926	Prba.g_00412	Syas.g_01609
OG0000927	Prba.g_00414	Syas.g_01607
OG0000928	Prba.g_00415	Syas.g_01606
OG0000929	Prba.g_00416	Syas.g_01605
OG0000930	Prba.g_00417	Syas.g_01604
OG0000931	Prba.g_00418	Syas.g_01603
OG0000932	Prba.g_00419	Syas.g_01602
OG0000933	Prba.g_00423	Syas.g_01596
OG0000934	Prba.g_00425	Syas.g_01594
OG0000935	Prba.g_00426	Syas.g_01593
OG0000936	Prba.g_00427	Syas.g_01592
OG0000937	Prba.g_00428	Syas.g_01591
OG0000938	Prba.g_00430	Syas.g_01588
OG0000939	Prba.g_00431	Syas.g_01587
OG0000940	Prba.g_00438	Syas.g_01580
OG0000941	Prba.g_01049	Syas.g_01578
OG0000942	Prba.g_01051	Syas.g_01576
OG0000943	Prba.g_01052	Syas.g_01575
OG0000944	Prba.g_01053	Syas.g_01573
OG0000945	Prba.g_01054	Syas.g_01572
OG0000946	Prba.g_01059	Syas.g_01565
OG0000947	Prba.g_01061	Syas.g_01562
OG0000948	Prba.g_01062	Syas.g_01561
OG0000949	Prba.g_01065	Syas.g_02213
OG0000950	Prba.g_01070	Syas.g_02197
OG0000951	Prba.g_01074	Syas.g_02190
OG0000952	Prba.g_01078	Syas.g_02186
OG0000953	Prba.g_00753	Syas.g_02182
OG0000954	Prba.g_00757	Syas.g_02174
OG0000955	Prba.g_00758	Syas.g_02173
OG0000956	Prba.g_00760	Syas.g_02171
OG0000957	Prba.g_00766	Syas.g_02158
OG0000958	Prba.g_00767	Syas.g_02157
OG0000959	Prba.g_00771	Syas.g_02154
OG0000960	Prba.g_00772	Syas.g_02153
OG0000961	Prba.g_00774	Syas.g_02345
OG0000962	Prba.g_00776	Syas.g_02146
OG0000963	Prba.g_00780	Syas.g_02143
OG0000964	Prba.g_00781	Syas.g_02142
OG0000965	Prba.g_00782	Syas.g_02141
OG0000966	Prba.g_00789	Syas.g_02112
OG0000967	Prba.g_00794	Syas.g_02108
OG0000968	Prba.g_00796	Syas.g_02106
OG0000969	Prba.g_00797	Syas.g_02104
OG0000970	Prba.g_00798	Syas.g_02103
OG0000971	Prba.g_00799	Syas.g_02101
OG0000972	Prba.g_00800	Syas.g_02100
OG0000973	Prba.g_00801	Syas.g_02099
OG0000974	Prba.g_00802	Syas.g_02098
OG0000975	Prba.g_00803	Syas.g_02097
OG0000976	Prba.g_00804	Syas.g_02096
OG0000977	Prba.g_00805	Syas.g_02094
OG0000978	Prba.g_00806	Syas.g_02093
OG0000979	Prba.g_00809	Syas.g_02090
OG0000980	Prba.g_00811	Syas.g_02087
OG0000981	Prba.g_00813	Syas.g_02084
OG0000982	Prba.g_00815	Syas.g_01882
OG0000983	Prba.g_00816	Syas.g_01883
OG0000984	Prba.g_00817	Syas.g_01884
OG0000985	Prba.g_00820	Syas.g_01888
OG0000986	Prba.g_00822	Syas.g_01891
OG0000987	Prba.g_00823	Syas.g_01897
OG0000988	Prba.g_00826	Syas.g_01902
OG0000989	Prba.g_00830	Syas.g_01908
OG0000990	Prba.g_00833	Syas.g_01937
OG0000991	Prba.g_00834	Syas.g_01939
OG0000992	Prba.g_00836	Syas.g_01943
OG0000993	Prba.g_00837	Syas.g_01945
OG0000994	Prba.g_00838	Syas.g_01948
OG0000995	Prba.g_00842	Syas.g_01955
OG0000996	Prba.g_00843	Syas.g_01977
OG0000997	Prba.g_00844	Syas.g_01993
OG0000998	Prba.g_00846	Syas.g_01995
OG0000999	Prba.g_00847	Syas.g_01996
OG0001000	Prba.g_01778	Syas.g_02000
OG0001001	Prba.g_01780	Syas.g_02006
OG0001002	Prba.g_01784	Syas.g_02014
OG0001003	Prba.g_01785	Syas.g_02016
OG0001004	Prba.g_01786	Syas.g_02017
OG0001005	Prba.g_01787	Syas.g_02018
OG0001006	Prba.g_01791	Syas.g_02032
OG0001007	Prba.g_01793	Syas.g_02034
OG0001008	Prba.g_01024	Syas.g_01496
OG0001009	Prba.g_01820	Syas.g_02065
OG0001010	Prba.g_01821	Syas.g_02066
OG0001011	Prba.g_01822	Syas.g_02068
OG0001012	Prba.g_01837	Syas.g_00152
OG0001013	Prba.g_01842	Syas.g_01866
OG0001014	Prba.g_01845	Syas.g_01857
OG0001015	Prba.g_01846	Syas.g_01856
OG0001016	Prba.g_01861	Syas.g_02517
OG0001017	Prba.g_01865	Syas.g_02511
OG0001018	Prba.g_01868	Syas.g_02509
OG0001019	Prba.g_01877	Syas.g_02469
OG0001020	Prba.g_01878	Syas.g_02443
OG0001021	Prba.g_01879	Syas.g_02437
OG0001022	Prba.g_01882	Syas.g_02434
OG0001023	Prba.g_01883	Syas.g_02433
OG0001024	Prba.g_01886	Syas.g_00135
OG0001025	Prba.g_01892	Syas.g_02424
OG0001026	Prba.g_01899	Syas.g_02412
OG0001027	Prba.g_01900	Syas.g_02408
OG0001028	Prba.g_01902	Syas.g_02405
OG0001029	Prba.g_01903	Syas.g_02403
OG0001030	Prba.g_01918	Syas.g_02384
OG0001031	Prba.g_00642	Syas.g_02293
OG0001032	Prba.g_00643	Syas.g_02290
OG0001033	Prba.g_00664	Syas.g_02239
OG0001034	Prba.g_00455	Syas.g_02556
OG0001035	Prba.g_00473	Syas.g_01704
OG0001036	Prba.g_00477	Syas.g_01709
OG0001037	Prba.g_00478	Syas.g_01711
OG0001038	Prba.g_00495	Syas.g_01751
OG0001039	Prba.g_00498	Syas.g_01754
OG0001041	Prba.g_00504	Syas.g_01761
OG0001042	Prba.g_00520	Syas.g_01821
OG0001043	Prba.g_00521	Syas.g_01817
OG0001044	Prba.g_00549	Syas.g_01542
OG0001045	Prba.g_00558	Syas.g_01529
OG0001046	Prba.g_00873	Syas.g_00532
OG0001047	Prba.g_01022	Syas.g_01494
OG0001048	Prba.g_01021	Syas.g_01493
OG0001049	Prba.g_01019	Syas.g_02742
OG0001050	Prba.g_01018	Syas.g_02743
OG0001051	Prba.g_01017	Syas.g_02744
OG0001052	Prba.g_00990	Syas.g_01337
OG0001053	Prba.g_00978	Syas.g_01250
OG0001054	Prba.g_00963	Syas.g_01231
OG0001055	Prba.g_00944	Syas.g_01210
OG0001056	Prba.g_00925	Syas.g_00068
OG0001057	Prba.g_01774	Syas.g_00763
OG0001058	Prba.g_01766	Syas.g_00787
OG0001059	Prba.g_01762	Syas.g_00791
OG0001060	Prba.g_01755	Syas.g_00797
OG0001061	Prba.g_01742	Syas.g_00816
OG0001062	Prba.g_01740	Syas.g_00819
OG0001063	Prba.g_01738	Syas.g_00830
OG0001064	Prba.g_01737	Syas.g_00831
OG0001065	Prba.g_01736	Syas.g_00832
OG0001066	Prba.g_01735	Syas.g_00833
OG0001067	Prba.g_01734	Syas.g_00834
OG0001068	Prba.g_01733	Syas.g_00835
OG0001069	Prba.g_01732	Syas.g_00836
OG0001070	Prba.g_01729	Syas.g_00840
OG0001071	Prba.g_01728	Syas.g_00841
OG0001072	Prba.g_01727	Syas.g_00844
OG0001073	Prba.g_01713	Syas.g_00855
OG0001074	Prba.g_01702	Syas.g_00157
OG0001075	Prba.g_01701	Syas.g_00163
OG0001076	Prba.g_01693	Syas.g_00113
OG0001077	Prba.g_01689	Syas.g_00101
OG0001078	Prba.g_01681	Syas.g_00745
OG0001079	Prba.g_01670	Syas.g_00729
OG0001080	Prba.g_01664	Syas.g_00717
OG0001081	Prba.g_01662	Syas.g_00715
OG0001082	Prba.g_01661	Syas.g_00714
OG0001083	Prba.g_01656	Syas.g_00707
OG0001084	Prba.g_01655	Syas.g_00706
OG0001085	Prba.g_01647	Syas.g_00693
OG0001086	Prba.g_01646	Syas.g_00691
OG0001087	Prba.g_01629	Syas.g_00071
OG0001088	Prba.g_01628	Syas.g_01060
OG0001089	Prba.g_01620	Syas.g_01039
OG0001090	Prba.g_01593	Syas.g_00980
OG0001091	Prba.g_01591	Syas.g_00979
OG0001092	Prba.g_01590	Syas.g_00178
OG0001093	Prba.g_01585	Syas.g_00184
OG0001095	Prba.g_01486	Syas.g_00582
OG0001097	Prba.g_01454	Syas.g_00243
OG0001098	Prba.g_01439	Syas.g_00880
OG0001099	Prba.g_01407	Syas.g_02404
OG0001100	Prba.g_01403	Syas.g_00682
OG0001101	Prba.g_01401	Syas.g_00680
OG0001102	Prba.g_01398	Syas.g_00677
OG0001103	Prba.g_01396	Syas.g_00675
OG0001104	Prba.g_01374	Syas.g_00620
OG0001105	Prba.g_01370	Syas.g_00617
OG0001106	Prba.g_01346	Syas.g_00447
OG0001107	Prba.g_01339	Syas.g_00459
OG0001108	Prba.g_01335	Syas.g_00494
OG0001109	Prba.g_01334	Syas.g_00496
OG0001110	Prba.g_01332	Syas.g_00498
OG0001111	Prba.g_01331	Syas.g_00500
OG0001112	Prba.g_01330	Syas.g_00503
OG0001113	Prba.g_01329	Syas.g_00504
OG0001114	Prba.g_01328	Syas.g_00505
OG0001115	Prba.g_01326	Syas.g_00527
OG0001116	Prba.g_01325	Syas.g_00529
OG0001117	Prba.g_01324	Syas.g_00530
OG0001118	Prba.g_01323	Syas.g_00531
OG0001119	Prba.g_01322	Syas.g_00533
OG0001120	Prba.g_01320	Syas.g_00539
OG0001122	Prba.g_01292	Syas.g_00222
OG0001123	Prba.g_01288	Syas.g_00214
OG0001124	Prba.g_01286	Syas.g_00212
OG0001125	Prba.g_01285	Syas.g_00210
OG0001126	Prba.g_01275	Syas.g_00991
OG0001127	Prba.g_01274	Syas.g_00992
OG0001128	Prba.g_01272	Syas.g_00995
OG0001129	Prba.g_01271	Syas.g_00997
OG0001130	Prba.g_01270	Syas.g_00998
OG0001131	Prba.g_01234	Syas.g_01401
OG0001132	Prba.g_01225	Syas.g_00525
OG0001133	Prba.g_00729	Syas.g_00109
OG0001136	Prba.g_00067	Syas.g_01187
OG0001138	Prba.g_00037	Syas.g_01114
OG0001139	Prba.g_00036	Syas.g_01112
OG0001140	Prba.g_00035	Syas.g_01111
OG0001141	Prba.g_00034	Syas.g_01110
OG0001142	Prba.g_00033	Syas.g_01109
OG0001143	Prba.g_00026	Syas.g_01092
OG0001144	Prba.g_00021	Syas.g_01084
OG0001145	Prba.g_01184	Syas.g_02867
OG0001146	Prba.g_01196	Syas.g_02846
OG0001147	Prba.g_00210	Syas.g_01329
OG0001148	Prba.g_00194	Syas.g_01263
OG0001149	Prba.g_00193	Syas.g_01264
OG0001150	Prba.g_00192	Syas.g_01265
OG0001151	Prba.g_00181	Syas.g_01366
OG0001152	Prba.g_00180	Syas.g_01367
OG0001153	Prba.g_00681	Syas.g_01301
OG0001154	Prba.g_00680	Syas.g_01302
OG0001155	Prba.g_00343	Syas.g_01478
OG0001156	Prba.g_00340	Syas.g_01489
OG0001157	Prba.g_00339	Syas.g_01490
OG0001158	Prba.g_00338	Syas.g_01491
OG0001159	Prba.g_00337	Syas.g_01492
OG0001160	Prba.g_00313	Syas.g_02705
OG0001161	Prba.g_00300	Syas.g_02030
OG0001162	Prba.g_00289	Syas.g_02473
OG0001163	Prba.g_00234	Syas.g_02697
OG0001164	Prba.g_00230	Syas.g_02691
OG0001165	Prba.g_00227	Syas.g_02686
OG0001166	Prba.g_00601	Syas.g_02658
OG0001167	Prba.g_00584	Syas.g_01046
OG0001168	Prba.g_00582	Syas.g_02597
OG0001169	Prba.g_00580	Syas.g_02595
OG0001170	Prba.g_00578	Syas.g_02593
OG0001171	Prba.g_00569	Syas.g_02580
OG0001172	Prba.g_00360	Syas.g_01665
OG0001173	Prba.g_00361	Syas.g_01664
OG0001174	Prba.g_00369	Syas.g_01656
OG0001175	Prba.g_00370	Syas.g_01655
OG0001176	Prba.g_00377	Syas.g_01638
OG0001177	Prba.g_00380	Syas.g_01640
OG0001178	Prba.g_00385	Syas.g_02676
