Orthogroup	Prba	Prbl
OG0000563	Prba.g_01758	Prbl.g_01891
OG0000564	Prba.g_01757	Prbl.g_01892
OG0000565	Prba.g_01754	Prbl.g_01895
OG0000566	Prba.g_01752	Prbl.g_01899
OG0000567	Prba.g_01748	Prbl.g_01903
OG0000568	Prba.g_01747	Prbl.g_01905
OG0000569	Prba.g_01746	Prbl.g_01801
OG0000570	Prba.g_01745	Prbl.g_01800
OG0000571	Prba.g_01743	Prbl.g_01797
OG0000572	Prba.g_01730	Prbl.g_01781
OG0000573	Prba.g_01725	Prbl.g_01774
OG0000574	Prba.g_01724	Prbl.g_01773
OG0000575	Prba.g_01720	Prbl.g_01764
OG0000576	Prba.g_01718	Prbl.g_01762
OG0000577	Prba.g_01717	Prbl.g_01761
OG0000578	Prba.g_01716	Prbl.g_01760
OG0000579	Prba.g_01715	Prbl.g_01759
OG0000580	Prba.g_01714	Prbl.g_01758
OG0000581	Prba.g_01712	Prbl.g_01754
OG0000582	Prba.g_01709	Prbl.g_01750
OG0000583	Prba.g_01708	Prbl.g_01749
OG0000584	Prba.g_01707	Prbl.g_01748
OG0000585	Prba.g_01705	Prbl.g_01746
OG0000586	Prba.g_01704	Prbl.g_01744
OG0000587	Prba.g_01703	Prbl.g_01742
OG0000588	Prba.g_01699	Prbl.g_01613
OG0000589	Prba.g_01696	Prbl.g_01616
OG0000590	Prba.g_01695	Prbl.g_01617
OG0000591	Prba.g_01692	Prbl.g_01624
OG0000592	Prba.g_01691	Prbl.g_01625
OG0000593	Prba.g_01685	Prbl.g_01635
OG0000594	Prba.g_01684	Prbl.g_01636
OG0000595	Prba.g_01683	Prbl.g_01637
OG0000596	Prba.g_01679	Prbl.g_01642
OG0000597	Prba.g_01677	Prbl.g_01645
OG0000598	Prba.g_01676	Prbl.g_01646
OG0000599	Prba.g_01673	Prbl.g_01656
OG0000600	Prba.g_01672	Prbl.g_01657
OG0000601	Prba.g_01671	Prbl.g_01658
OG0000602	Prba.g_01669	Prbl.g_01662
OG0000603	Prba.g_01668	Prbl.g_01663
OG0000604	Prba.g_01667	Prbl.g_01664
OG0000605	Prba.g_01666	Prbl.g_01043
OG0000606	Prba.g_01663	Prbl.g_01032
OG0000607	Prba.g_01660	Prbl.g_01412
OG0000608	Prba.g_01659	Prbl.g_01411
OG0000609	Prba.g_01658	Prbl.g_01409
OG0000610	Prba.g_01653	Prbl.g_01401
OG0000611	Prba.g_01650	Prbl.g_01398
OG0000612	Prba.g_01649	Prbl.g_01397
OG0000613	Prba.g_01644	Prbl.g_00891
OG0000614	Prba.g_01625	Prbl.g_01872
OG0000615	Prba.g_01617	Prbl.g_02373
OG0000616	Prba.g_01613	Prbl.g_02137
OG0000617	Prba.g_01588	Prbl.g_02561
OG0000618	Prba.g_01587	Prbl.g_02560
OG0000619	Prba.g_01586	Prbl.g_02559
OG0000620	Prba.g_01583	Prbl.g_02555
OG0000621	Prba.g_01582	Prbl.g_02554
OG0000622	Prba.g_01581	Prbl.g_02553
OG0000623	Prba.g_01580	Prbl.g_02552
OG0000624	Prba.g_01579	Prbl.g_02551
OG0000625	Prba.g_01578	Prbl.g_02550
OG0000626	Prba.g_01577	Prbl.g_02549
OG0000627	Prba.g_01576	Prbl.g_02426
OG0000628	Prba.g_01575	Prbl.g_02427
OG0000629	Prba.g_01574	Prbl.g_02430
OG0000630	Prba.g_01571	Prbl.g_02434
OG0000631	Prba.g_01508	Prbl.g_02440
OG0000632	Prba.g_01507	Prbl.g_02441
OG0000633	Prba.g_01506	Prbl.g_02442
OG0000634	Prba.g_01503	Prbl.g_02339
OG0000635	Prba.g_01502	Prbl.g_02338
OG0000636	Prba.g_01500	Prbl.g_02336
OG0000637	Prba.g_01498	Prbl.g_02334
OG0000638	Prba.g_01497	Prbl.g_02333
OG0000639	Prba.g_01496	Prbl.g_02332
OG0000640	Prba.g_01495	Prbl.g_02331
OG0000641	Prba.g_01491	Prbl.g_02327
OG0000642	Prba.g_01490	Prbl.g_02326
OG0000643	Prba.g_01489	Prbl.g_02325
OG0000644	Prba.g_01488	Prbl.g_02324
OG0000645	Prba.g_01487	Prbl.g_02323
OG0000646	Prba.g_01485	Prbl.g_02320
OG0000647	Prba.g_01484	Prbl.g_02317
OG0000648	Prba.g_01482	Prbl.g_02315
OG0000649	Prba.g_01481	Prbl.g_02314
OG0000650	Prba.g_01480	Prbl.g_02313
OG0000651	Prba.g_01479	Prbl.g_02312
OG0000652	Prba.g_01478	Prbl.g_02311
OG0000653	Prba.g_01476	Prbl.g_02309
OG0000654	Prba.g_01475	Prbl.g_02308
OG0000655	Prba.g_01474	Prbl.g_02307
OG0000656	Prba.g_01471	Prbl.g_02304
OG0000657	Prba.g_01463	Prbl.g_01540
OG0000658	Prba.g_01462	Prbl.g_01542
OG0000659	Prba.g_01461	Prbl.g_01543
OG0000660	Prba.g_01457	Prbl.g_01547
OG0000661	Prba.g_01455	Prbl.g_01549
OG0000662	Prba.g_01453	Prbl.g_01551
OG0000663	Prba.g_01451	Prbl.g_01554
OG0000664	Prba.g_01450	Prbl.g_01555
OG0000665	Prba.g_01446	Prbl.g_01568
OG0000666	Prba.g_01445	Prbl.g_01571
OG0000667	Prba.g_01441	Prbl.g_01579
OG0000668	Prba.g_01411	Prbl.g_02530
OG0000669	Prba.g_01404	Prbl.g_01588
OG0000670	Prba.g_01402	Prbl.g_01078
OG0000671	Prba.g_01400	Prbl.g_02412
OG0000672	Prba.g_01397	Prbl.g_02409
OG0000673	Prba.g_01394	Prbl.g_02406
OG0000674	Prba.g_01392	Prbl.g_02404
OG0000675	Prba.g_01391	Prbl.g_02403
OG0000676	Prba.g_01389	Prbl.g_02395
OG0000677	Prba.g_01388	Prbl.g_02393
OG0000678	Prba.g_01386	Prbl.g_02388
OG0000679	Prba.g_01382	Prbl.g_02368
OG0000680	Prba.g_01381	Prbl.g_02367
OG0000681	Prba.g_01379	Prbl.g_02365
OG0000682	Prba.g_01378	Prbl.g_02364
OG0000683	Prba.g_01377	Prbl.g_02363
OG0000684	Prba.g_01375	Prbl.g_02350
OG0000685	Prba.g_01373	Prbl.g_02352
OG0000686	Prba.g_01372	Prbl.g_02353
OG0000687	Prba.g_01371	Prbl.g_02354
OG0000688	Prba.g_01368	Prbl.g_02348
OG0000689	Prba.g_01367	Prbl.g_02347
OG0000690	Prba.g_01366	Prbl.g_02346
OG0000691	Prba.g_01365	Prbl.g_02345
OG0000692	Prba.g_01363	Prbl.g_02344
OG0000693	Prba.g_01362	Prbl.g_02343
OG0000694	Prba.g_01361	Prbl.g_02342
OG0000695	Prba.g_01359	Prbl.g_02444
OG0000696	Prba.g_01358	Prbl.g_02445
OG0000697	Prba.g_01357	Prbl.g_02447
OG0000698	Prba.g_01354	Prbl.g_02450
OG0000699	Prba.g_01353	Prbl.g_02452
OG0000700	Prba.g_01352	Prbl.g_02453
OG0000701	Prba.g_01351	Prbl.g_02454
OG0000702	Prba.g_01349	Prbl.g_02462
OG0000703	Prba.g_01348	Prbl.g_02463
OG0000704	Prba.g_01347	Prbl.g_02465
OG0000705	Prba.g_01343	Prbl.g_02471
OG0000706	Prba.g_01342	Prbl.g_02472
OG0000707	Prba.g_01341	Prbl.g_02473
OG0000708	Prba.g_01340	Prbl.g_02475
OG0000709	Prba.g_01336	Prbl.g_02482
OG0000710	Prba.g_01333	Prbl.g_02486
OG0000711	Prba.g_01316	Prbl.g_02508
OG0000712	Prba.g_01314	Prbl.g_02509
OG0000713	Prba.g_01313	Prbl.g_02510
OG0000714	Prba.g_01312	Prbl.g_02514
OG0000715	Prba.g_01310	Prbl.g_02516
OG0000716	Prba.g_01308	Prbl.g_02520
OG0000717	Prba.g_01307	Prbl.g_02521
OG0000718	Prba.g_01295	Prbl.g_02526
OG0000719	Prba.g_01293	Prbl.g_02528
OG0000720	Prba.g_01284	Prbl.g_02541
OG0000721	Prba.g_01282	Prbl.g_02542
OG0000722	Prba.g_01281	Prbl.g_02543
OG0000723	Prba.g_01278	Prbl.g_02547
OG0000724	Prba.g_01269	Prbl.g_00932
OG0000725	Prba.g_01263	Prbl.g_00925
OG0000726	Prba.g_01262	Prbl.g_00924
OG0000727	Prba.g_01261	Prbl.g_00923
OG0000728	Prba.g_01259	Prbl.g_00922
OG0000729	Prba.g_01214	Prbl.g_02062
OG0000730	Prba.g_00749	Prbl.g_01199
OG0000731	Prba.g_00745	Prbl.g_01208
OG0000732	Prba.g_00735	Prbl.g_01993
OG0000733	Prba.g_00096	Prbl.g_02197
OG0000734	Prba.g_00079	Prbl.g_00545
OG0000735	Prba.g_00077	Prbl.g_02066
OG0000736	Prba.g_00076	Prbl.g_02067
OG0000737	Prba.g_00075	Prbl.g_02068
OG0000738	Prba.g_00071	Prbl.g_02075
OG0000739	Prba.g_00070	Prbl.g_02077
OG0000740	Prba.g_00069	Prbl.g_02078
OG0000741	Prba.g_00068	Prbl.g_02081
OG0000742	Prba.g_00065	Prbl.g_02083
OG0000743	Prba.g_00063	Prbl.g_02085
OG0000744	Prba.g_00062	Prbl.g_02086
OG0000745	Prba.g_00060	Prbl.g_02088
OG0000746	Prba.g_00058	Prbl.g_02090
OG0000747	Prba.g_00057	Prbl.g_02091
OG0000748	Prba.g_00054	Prbl.g_02103
OG0000749	Prba.g_00053	Prbl.g_02104
OG0000750	Prba.g_00052	Prbl.g_02105
OG0000751	Prba.g_00050	Prbl.g_00179
OG0000752	Prba.g_00048	Prbl.g_00181
OG0000753	Prba.g_00045	Prbl.g_00184
OG0000754	Prba.g_00042	Prbl.g_01379
OG0000755	Prba.g_00039	Prbl.g_01120
OG0000756	Prba.g_00038	Prbl.g_01119
OG0000757	Prba.g_00032	Prbl.g_01112
OG0000758	Prba.g_00031	Prbl.g_01111
OG0000759	Prba.g_00030	Prbl.g_01110
OG0000760	Prba.g_00029	Prbl.g_01109
OG0000761	Prba.g_00028	Prbl.g_01108
OG0000762	Prba.g_00027	Prbl.g_01377
OG0000763	Prba.g_00025	Prbl.g_01375
OG0000764	Prba.g_00024	Prbl.g_01374
OG0000765	Prba.g_00015	Prbl.g_02590
OG0000766	Prba.g_00014	Prbl.g_02591
OG0000767	Prba.g_00012	Prbl.g_02593
OG0000768	Prba.g_00011	Prbl.g_02594
OG0000769	Prba.g_00009	Prbl.g_00186
OG0000770	Prba.g_00007	Prbl.g_01103
OG0000771	Prba.g_01084	Prbl.g_00937
OG0000772	Prba.g_01167	Prbl.g_00461
OG0000773	Prba.g_01183	Prbl.g_00113
OG0000774	Prba.g_01185	Prbl.g_01713
OG0000775	Prba.g_01187	Prbl.g_01715
OG0000776	Prba.g_01188	Prbl.g_01716
OG0000777	Prba.g_01189	Prbl.g_01717
OG0000778	Prba.g_01190	Prbl.g_01718
OG0000779	Prba.g_01194	Prbl.g_01723
OG0000780	Prba.g_01195	Prbl.g_01726
OG0000781	Prba.g_01198	Prbl.g_01730
OG0000782	Prba.g_01199	Prbl.g_01731
OG0000783	Prba.g_01200	Prbl.g_01732
OG0000784	Prba.g_01201	Prbl.g_01733
OG0000785	Prba.g_01203	Prbl.g_01735
OG0000786	Prba.g_01205	Prbl.g_01738
OG0000787	Prba.g_01206	Prbl.g_01739
OG0000788	Prba.g_00209	Prbl.g_00658
OG0000789	Prba.g_00206	Prbl.g_01695
OG0000790	Prba.g_00191	Prbl.g_00498
OG0000791	Prba.g_00189	Prbl.g_00496
OG0000792	Prba.g_00188	Prbl.g_00495
OG0000793	Prba.g_00185	Prbl.g_00491
OG0000794	Prba.g_00184	Prbl.g_00490
OG0000795	Prba.g_00183	Prbl.g_00489
OG0000796	Prba.g_00179	Prbl.g_00485
OG0000797	Prba.g_00178	Prbl.g_00484
OG0000799	Prba.g_00115	Prbl.g_00152
OG0000800	Prba.g_00114	Prbl.g_00153
OG0000801	Prba.g_00113	Prbl.g_00154
OG0000802	Prba.g_00111	Prbl.g_00161
OG0000803	Prba.g_00109	Prbl.g_00257
OG0000804	Prba.g_00108	Prbl.g_00255
OG0000805	Prba.g_00106	Prbl.g_00253
OG0000806	Prba.g_00720	Prbl.g_00251
OG0000807	Prba.g_00719	Prbl.g_00249
OG0000808	Prba.g_00718	Prbl.g_00248
OG0000809	Prba.g_00715	Prbl.g_00244
OG0000810	Prba.g_00714	Prbl.g_00243
OG0000811	Prba.g_00710	Prbl.g_00231
OG0000812	Prba.g_00708	Prbl.g_00229
OG0000813	Prba.g_00707	Prbl.g_00228
OG0000814	Prba.g_00705	Prbl.g_00226
OG0000815	Prba.g_00704	Prbl.g_00225
OG0000816	Prba.g_00702	Prbl.g_00223
OG0000817	Prba.g_00701	Prbl.g_00222
OG0000818	Prba.g_00696	Prbl.g_00684
OG0000819	Prba.g_00695	Prbl.g_00685
OG0000820	Prba.g_00694	Prbl.g_00686
OG0000821	Prba.g_00690	Prbl.g_00693
OG0000822	Prba.g_00689	Prbl.g_00695
OG0000823	Prba.g_00688	Prbl.g_00696
OG0000824	Prba.g_00685	Prbl.g_00700
OG0000825	Prba.g_00684	Prbl.g_00701
OG0000826	Prba.g_00683	Prbl.g_00702
OG0000827	Prba.g_00682	Prbl.g_00703
OG0000828	Prba.g_00679	Prbl.g_00706
OG0000829	Prba.g_00678	Prbl.g_00707
OG0000830	Prba.g_00677	Prbl.g_00708
OG0000831	Prba.g_00350	Prbl.g_00710
OG0000832	Prba.g_00344	Prbl.g_00456
OG0000833	Prba.g_00336	Prbl.g_00448
OG0000834	Prba.g_00335	Prbl.g_00447
OG0000835	Prba.g_00334	Prbl.g_00446
OG0000836	Prba.g_00333	Prbl.g_00444
OG0000837	Prba.g_00332	Prbl.g_00443
OG0000838	Prba.g_00330	Prbl.g_00440
OG0000839	Prba.g_00329	Prbl.g_00439
OG0000840	Prba.g_00328	Prbl.g_00438
OG0000841	Prba.g_00327	Prbl.g_00437
OG0000842	Prba.g_00326	Prbl.g_00436
OG0000843	Prba.g_00325	Prbl.g_00435
OG0000844	Prba.g_00324	Prbl.g_00433
OG0000845	Prba.g_00323	Prbl.g_00432
OG0000846	Prba.g_00322	Prbl.g_00431
OG0000847	Prba.g_00321	Prbl.g_00430
OG0000848	Prba.g_00320	Prbl.g_00429
OG0000849	Prba.g_00319	Prbl.g_00428
OG0000850	Prba.g_00317	Prbl.g_00427
OG0000851	Prba.g_00316	Prbl.g_00423
OG0000852	Prba.g_00315	Prbl.g_00422
OG0000853	Prba.g_00311	Prbl.g_00418
OG0000854	Prba.g_00309	Prbl.g_00416
OG0000855	Prba.g_00308	Prbl.g_00415
OG0000856	Prba.g_00293	Prbl.g_01627
OG0000857	Prba.g_00266	Prbl.g_02318
OG0000858	Prba.g_00232	Prbl.g_00404
OG0000859	Prba.g_00231	Prbl.g_00403
OG0000860	Prba.g_00618	Prbl.g_00392
OG0000861	Prba.g_00617	Prbl.g_00391
OG0000862	Prba.g_00616	Prbl.g_00389
OG0000863	Prba.g_00614	Prbl.g_00385
OG0000864	Prba.g_00613	Prbl.g_00383
OG0000865	Prba.g_00612	Prbl.g_00382
OG0000866	Prba.g_00611	Prbl.g_00381
OG0000867	Prba.g_00610	Prbl.g_00380
OG0000868	Prba.g_00609	Prbl.g_00378
OG0000869	Prba.g_00605	Prbl.g_00375
OG0000870	Prba.g_00600	Prbl.g_00370
OG0000871	Prba.g_00599	Prbl.g_00369
OG0000872	Prba.g_00598	Prbl.g_00367
OG0000873	Prba.g_00595	Prbl.g_00364
OG0000874	Prba.g_00592	Prbl.g_00360
OG0000875	Prba.g_00591	Prbl.g_00359
OG0000876	Prba.g_00590	Prbl.g_00358
OG0000877	Prba.g_00588	Prbl.g_00355
OG0000878	Prba.g_00587	Prbl.g_00354
OG0000879	Prba.g_00586	Prbl.g_00353
OG0000880	Prba.g_00585	Prbl.g_00352
OG0000881	Prba.g_00581	Prbl.g_00347
OG0000882	Prba.g_00576	Prbl.g_00342
OG0000883	Prba.g_00574	Prbl.g_00340
OG0000884	Prba.g_00573	Prbl.g_00338
OG0000885	Prba.g_00572	Prbl.g_00337
OG0000886	Prba.g_00571	Prbl.g_00336
OG0000887	Prba.g_00570	Prbl.g_00335
OG0000888	Prba.g_00568	Prbl.g_00333
OG0000889	Prba.g_00566	Prbl.g_00331
OG0000890	Prba.g_00565	Prbl.g_00317
OG0000891	Prba.g_00564	Prbl.g_00316
OG0000892	Prba.g_00352	Prbl.g_02620
OG0000893	Prba.g_00357	Prbl.g_02680
OG0000894	Prba.g_00359	Prbl.g_02684
OG0000895	Prba.g_00362	Prbl.g_01061
OG0000896	Prba.g_00363	Prbl.g_01060
OG0000897	Prba.g_00365	Prbl.g_01058
OG0000898	Prba.g_00366	Prbl.g_01057
OG0000899	Prba.g_00367	Prbl.g_01056
OG0000900	Prba.g_00368	Prbl.g_01055
OG0000901	Prba.g_00371	Prbl.g_01051
OG0000902	Prba.g_00373	Prbl.g_01049
OG0000903	Prba.g_00376	Prbl.g_00954
OG0000904	Prba.g_00378	Prbl.g_00949
OG0000905	Prba.g_00383	Prbl.g_00947
OG0000906	Prba.g_00384	Prbl.g_01045
OG0000907	Prba.g_00387	Prbl.g_00956
OG0000908	Prba.g_00390	Prbl.g_00959
OG0000909	Prba.g_00391	Prbl.g_00960
OG0000910	Prba.g_00392	Prbl.g_00961
OG0000911	Prba.g_00394	Prbl.g_00963
OG0000912	Prba.g_00395	Prbl.g_00964
OG0000913	Prba.g_00396	Prbl.g_00965
OG0000914	Prba.g_00397	Prbl.g_00966
OG0000915	Prba.g_00398	Prbl.g_00967
OG0000916	Prba.g_00399	Prbl.g_00968
OG0000917	Prba.g_00400	Prbl.g_00969
OG0000918	Prba.g_00401	Prbl.g_00970
OG0000919	Prba.g_00402	Prbl.g_00971
OG0000920	Prba.g_00403	Prbl.g_00972
OG0000921	Prba.g_00404	Prbl.g_00973
OG0000922	Prba.g_00405	Prbl.g_00974
OG0000923	Prba.g_00409	Prbl.g_00978
OG0000924	Prba.g_00410	Prbl.g_00979
OG0000925	Prba.g_00411	Prbl.g_00980
OG0000926	Prba.g_00412	Prbl.g_00981
OG0000927	Prba.g_00414	Prbl.g_00983
OG0000928	Prba.g_00415	Prbl.g_00984
OG0000929	Prba.g_00416	Prbl.g_00985
OG0000930	Prba.g_00417	Prbl.g_00986
OG0000931	Prba.g_00418	Prbl.g_00987
OG0000932	Prba.g_00419	Prbl.g_00988
OG0000933	Prba.g_00423	Prbl.g_00993
OG0000934	Prba.g_00425	Prbl.g_00995
OG0000935	Prba.g_00426	Prbl.g_00996
OG0000936	Prba.g_00427	Prbl.g_00997
OG0000937	Prba.g_00428	Prbl.g_00998
OG0000938	Prba.g_00430	Prbl.g_01127
OG0000939	Prba.g_00431	Prbl.g_01128
OG0000940	Prba.g_00438	Prbl.g_01137
OG0000941	Prba.g_01049	Prbl.g_01139
OG0000942	Prba.g_01051	Prbl.g_01141
OG0000943	Prba.g_01052	Prbl.g_01142
OG0000944	Prba.g_01053	Prbl.g_01144
OG0000945	Prba.g_01054	Prbl.g_01146
OG0000946	Prba.g_01059	Prbl.g_01174
OG0000947	Prba.g_01061	Prbl.g_01177
OG0000948	Prba.g_01062	Prbl.g_01178
OG0000949	Prba.g_01065	Prbl.g_01181
OG0000950	Prba.g_01070	Prbl.g_00856
OG0000951	Prba.g_01074	Prbl.g_00851
OG0000952	Prba.g_01078	Prbl.g_00844
OG0000953	Prba.g_00753	Prbl.g_00840
OG0000954	Prba.g_00757	Prbl.g_01306
OG0000955	Prba.g_00758	Prbl.g_01305
OG0000956	Prba.g_00760	Prbl.g_01303
OG0000957	Prba.g_00766	Prbl.g_01287
OG0000958	Prba.g_00767	Prbl.g_01286
OG0000959	Prba.g_00771	Prbl.g_02638
OG0000960	Prba.g_00772	Prbl.g_02637
OG0000961	Prba.g_00774	Prbl.g_01235
OG0000962	Prba.g_00776	Prbl.g_02063
OG0000963	Prba.g_00780	Prbl.g_02058
OG0000964	Prba.g_00781	Prbl.g_02057
OG0000965	Prba.g_00782	Prbl.g_02056
OG0000966	Prba.g_00789	Prbl.g_02023
OG0000967	Prba.g_00794	Prbl.g_02017
OG0000968	Prba.g_00796	Prbl.g_02014
OG0000969	Prba.g_00797	Prbl.g_02012
OG0000970	Prba.g_00798	Prbl.g_02011
OG0000971	Prba.g_00799	Prbl.g_02009
OG0000972	Prba.g_00800	Prbl.g_02008
OG0000973	Prba.g_00801	Prbl.g_02007
OG0000974	Prba.g_00802	Prbl.g_02006
OG0000975	Prba.g_00803	Prbl.g_02005
OG0000976	Prba.g_00804	Prbl.g_02004
OG0000977	Prba.g_00805	Prbl.g_02002
OG0000978	Prba.g_00806	Prbl.g_02001
OG0000979	Prba.g_00809	Prbl.g_01998
OG0000980	Prba.g_00811	Prbl.g_01994
OG0000981	Prba.g_00813	Prbl.g_01991
OG0000982	Prba.g_00815	Prbl.g_02238
OG0000983	Prba.g_00816	Prbl.g_02237
OG0000984	Prba.g_00817	Prbl.g_02236
OG0000985	Prba.g_00820	Prbl.g_02232
OG0000986	Prba.g_00822	Prbl.g_02230
OG0000987	Prba.g_00823	Prbl.g_02228
OG0000988	Prba.g_00826	Prbl.g_02224
OG0000989	Prba.g_00830	Prbl.g_02214
OG0000990	Prba.g_00833	Prbl.g_02192
OG0000991	Prba.g_00834	Prbl.g_02189
OG0000992	Prba.g_00836	Prbl.g_02186
OG0000993	Prba.g_00837	Prbl.g_02185
OG0000994	Prba.g_00838	Prbl.g_02182
OG0000995	Prba.g_00842	Prbl.g_02173
OG0000996	Prba.g_00843	Prbl.g_02160
OG0000997	Prba.g_00844	Prbl.g_02151
OG0000998	Prba.g_00846	Prbl.g_02149
OG0000999	Prba.g_00847	Prbl.g_02148
OG0001000	Prba.g_01778	Prbl.g_02145
OG0001001	Prba.g_01780	Prbl.g_02141
OG0001002	Prba.g_01784	Prbl.g_02134
OG0001003	Prba.g_01785	Prbl.g_02132
OG0001004	Prba.g_01786	Prbl.g_02131
OG0001005	Prba.g_01787	Prbl.g_02129
OG0001006	Prba.g_01791	Prbl.g_02123
OG0001007	Prba.g_01793	Prbl.g_02121
OG0001008	Prba.g_01024	Prbl.g_00651
OG0001009	Prba.g_01820	Prbl.g_01972
OG0001010	Prba.g_01821	Prbl.g_01973
OG0001011	Prba.g_01822	Prbl.g_01975
OG0001012	Prba.g_01837	Prbl.g_02241
OG0001013	Prba.g_01842	Prbl.g_02266
OG0001014	Prba.g_01845	Prbl.g_02275
OG0001015	Prba.g_01846	Prbl.g_02276
OG0001016	Prba.g_01861	Prbl.g_00603
OG0001017	Prba.g_01865	Prbl.g_00597
OG0001018	Prba.g_01868	Prbl.g_00595
OG0001019	Prba.g_01877	Prbl.g_00582
OG0001020	Prba.g_01878	Prbl.g_00576
OG0001021	Prba.g_01879	Prbl.g_00572
OG0001022	Prba.g_01882	Prbl.g_00567
OG0001023	Prba.g_01883	Prbl.g_00566
OG0001024	Prba.g_01886	Prbl.g_00562
OG0001025	Prba.g_01892	Prbl.g_00555
OG0001026	Prba.g_01899	Prbl.g_00542
OG0001027	Prba.g_01900	Prbl.g_01332
OG0001028	Prba.g_01902	Prbl.g_01330
OG0001029	Prba.g_01903	Prbl.g_01328
OG0001030	Prba.g_01918	Prbl.g_00822
OG0001031	Prba.g_00642	Prbl.g_00074
OG0001032	Prba.g_00643	Prbl.g_00077
OG0001033	Prba.g_00664	Prbl.g_01281
OG0001034	Prba.g_00455	Prbl.g_00199
OG0001035	Prba.g_00473	Prbl.g_01498
OG0001036	Prba.g_00477	Prbl.g_01494
OG0001037	Prba.g_00478	Prbl.g_01492
OG0001038	Prba.g_00495	Prbl.g_01455
OG0001039	Prba.g_00498	Prbl.g_01452
OG0001040	Prba.g_00500	Prbl.g_01449
OG0001041	Prba.g_00504	Prbl.g_01444
OG0001042	Prba.g_00520	Prbl.g_01419
OG0001043	Prba.g_00521	Prbl.g_01417
OG0001044	Prba.g_00549	Prbl.g_01200
OG0001045	Prba.g_00558	Prbl.g_01211
OG0001046	Prba.g_00873	Prbl.g_00410
OG0001047	Prba.g_01022	Prbl.g_00649
OG0001048	Prba.g_01021	Prbl.g_00648
OG0001049	Prba.g_01019	Prbl.g_00645
OG0001050	Prba.g_01018	Prbl.g_00644
OG0001051	Prba.g_01017	Prbl.g_00643
OG0001052	Prba.g_00990	Prbl.g_01344
OG0001053	Prba.g_00978	Prbl.g_00514
OG0001054	Prba.g_00963	Prbl.g_00532
OG0001055	Prba.g_00944	Prbl.g_00790
OG0001056	Prba.g_00925	Prbl.g_00761
OG0001057	Prba.g_01774	Prbl.g_00749
OG0001058	Prba.g_01766	Prbl.g_01883
OG0001059	Prba.g_01762	Prbl.g_01887
OG0001060	Prba.g_01755	Prbl.g_01894
OG0001061	Prba.g_01742	Prbl.g_01796
OG0001062	Prba.g_01740	Prbl.g_01794
OG0001063	Prba.g_01738	Prbl.g_01790
OG0001064	Prba.g_01737	Prbl.g_01789
OG0001065	Prba.g_01736	Prbl.g_01788
OG0001066	Prba.g_01735	Prbl.g_01787
OG0001067	Prba.g_01734	Prbl.g_01786
OG0001068	Prba.g_01733	Prbl.g_01785
OG0001069	Prba.g_01732	Prbl.g_01784
OG0001070	Prba.g_01729	Prbl.g_01780
OG0001071	Prba.g_01728	Prbl.g_01779
OG0001072	Prba.g_01727	Prbl.g_01776
OG0001073	Prba.g_01713	Prbl.g_01757
OG0001074	Prba.g_01702	Prbl.g_01610
OG0001075	Prba.g_01701	Prbl.g_01611
OG0001076	Prba.g_01693	Prbl.g_01619
OG0001077	Prba.g_01689	Prbl.g_01629
OG0001078	Prba.g_01681	Prbl.g_01640
OG0001079	Prba.g_01670	Prbl.g_01659
OG0001080	Prba.g_01664	Prbl.g_01041
OG0001081	Prba.g_01662	Prbl.g_01031
OG0001082	Prba.g_01661	Prbl.g_01030
OG0001083	Prba.g_01656	Prbl.g_01405
OG0001084	Prba.g_01655	Prbl.g_01404
OG0001085	Prba.g_01647	Prbl.g_01394
OG0001086	Prba.g_01646	Prbl.g_01392
OG0001087	Prba.g_01629	Prbl.g_01853
OG0001088	Prba.g_01628	Prbl.g_01857
OG0001089	Prba.g_01620	Prbl.g_00024
OG0001090	Prba.g_01593	Prbl.g_02565
OG0001091	Prba.g_01591	Prbl.g_02563
OG0001092	Prba.g_01590	Prbl.g_02562
OG0001093	Prba.g_01585	Prbl.g_02558
OG0001094	Prba.g_01505	Prbl.g_02341
OG0001095	Prba.g_01486	Prbl.g_02322
OG0001096	Prba.g_01473	Prbl.g_02306
OG0001097	Prba.g_01454	Prbl.g_01550
OG0001098	Prba.g_01439	Prbl.g_02423
OG0001099	Prba.g_01407	Prbl.g_01329
OG0001100	Prba.g_01403	Prbl.g_02414
OG0001101	Prba.g_01401	Prbl.g_02413
OG0001102	Prba.g_01398	Prbl.g_02410
OG0001103	Prba.g_01396	Prbl.g_02408
OG0001104	Prba.g_01374	Prbl.g_02351
OG0001105	Prba.g_01370	Prbl.g_02356
OG0001106	Prba.g_01346	Prbl.g_02466
OG0001107	Prba.g_01339	Prbl.g_02476
OG0001108	Prba.g_01335	Prbl.g_02483
OG0001109	Prba.g_01334	Prbl.g_02485
OG0001110	Prba.g_01332	Prbl.g_02487
OG0001111	Prba.g_01331	Prbl.g_02489
OG0001112	Prba.g_01330	Prbl.g_02491
OG0001113	Prba.g_01329	Prbl.g_02492
OG0001114	Prba.g_01328	Prbl.g_02493
OG0001115	Prba.g_01326	Prbl.g_02495
OG0001116	Prba.g_01325	Prbl.g_02496
OG0001117	Prba.g_01324	Prbl.g_02497
OG0001118	Prba.g_01323	Prbl.g_02498
OG0001119	Prba.g_01322	Prbl.g_02499
OG0001120	Prba.g_01320	Prbl.g_02501
OG0001122	Prba.g_01292	Prbl.g_02529
OG0001123	Prba.g_01288	Prbl.g_02536
