Orthogroup	Prba	Syad
OG0000577	Prba.g_01717	Syad.g_01086
OG0000578	Prba.g_01716	Syad.g_01087
OG0000579	Prba.g_01715	Syad.g_01088
OG0000580	Prba.g_01714	Syad.g_01089
OG0000581	Prba.g_01712	Syad.g_01097
OG0000582	Prba.g_01709	Syad.g_02206
OG0000583	Prba.g_01708	Syad.g_02205
OG0000584	Prba.g_01707	Syad.g_02204
OG0000585	Prba.g_01705	Syad.g_02202
OG0000586	Prba.g_01704	Syad.g_02201
OG0000587	Prba.g_01703	Syad.g_02199
OG0000588	Prba.g_01699	Syad.g_02183
OG0000589	Prba.g_01696	Syad.g_02178
OG0000590	Prba.g_01695	Syad.g_02177
OG0000591	Prba.g_01692	Syad.g_02169
OG0000592	Prba.g_01691	Syad.g_02168
OG0000593	Prba.g_01685	Syad.g_02156
OG0000594	Prba.g_01684	Syad.g_02155
OG0000595	Prba.g_01683	Syad.g_02154
OG0000596	Prba.g_01679	Syad.g_02149
OG0000597	Prba.g_01677	Syad.g_02146
OG0000598	Prba.g_01676	Syad.g_02145
OG0000599	Prba.g_01673	Syad.g_02142
OG0000600	Prba.g_01672	Syad.g_02141
OG0000601	Prba.g_01671	Syad.g_02140
OG0000602	Prba.g_01669	Syad.g_02135
OG0000603	Prba.g_01668	Syad.g_02134
OG0000604	Prba.g_01667	Syad.g_02131
OG0000605	Prba.g_01666	Syad.g_02026
OG0000606	Prba.g_01663	Syad.g_01567
OG0000607	Prba.g_01660	Syad.g_01571
OG0000608	Prba.g_01659	Syad.g_01572
OG0000609	Prba.g_01658	Syad.g_01574
OG0000610	Prba.g_01653	Syad.g_01589
OG0000611	Prba.g_01650	Syad.g_01592
OG0000612	Prba.g_01649	Syad.g_01593
OG0000613	Prba.g_01644	Syad.g_00457
OG0000614	Prba.g_01625	Syad.g_01340
OG0000615	Prba.g_01617	Syad.g_01948
OG0000616	Prba.g_01613	Syad.g_00145
OG0000617	Prba.g_01588	Syad.g_01810
OG0000618	Prba.g_01587	Syad.g_01809
OG0000619	Prba.g_01586	Syad.g_01808
OG0000620	Prba.g_01583	Syad.g_01803
OG0000621	Prba.g_01582	Syad.g_01802
OG0000622	Prba.g_01581	Syad.g_01801
OG0000623	Prba.g_01580	Syad.g_01800
OG0000624	Prba.g_01579	Syad.g_01798
OG0000625	Prba.g_01578	Syad.g_01797
OG0000626	Prba.g_01577	Syad.g_01796
OG0000627	Prba.g_01576	Syad.g_01640
OG0000628	Prba.g_01575	Syad.g_01641
OG0000629	Prba.g_01574	Syad.g_01644
OG0000630	Prba.g_01571	Syad.g_01648
OG0000631	Prba.g_01508	Syad.g_01658
OG0000632	Prba.g_01507	Syad.g_01659
OG0000633	Prba.g_01506	Syad.g_01660
OG0000634	Prba.g_01503	Syad.g_01893
OG0000635	Prba.g_01502	Syad.g_01892
OG0000636	Prba.g_01500	Syad.g_01890
OG0000637	Prba.g_01498	Syad.g_01888
OG0000638	Prba.g_01497	Syad.g_01887
OG0000639	Prba.g_01496	Syad.g_01886
OG0000640	Prba.g_01495	Syad.g_01885
OG0000641	Prba.g_01491	Syad.g_01881
OG0000642	Prba.g_01490	Syad.g_01880
OG0000643	Prba.g_01489	Syad.g_01878
OG0000644	Prba.g_01488	Syad.g_01877
OG0000645	Prba.g_01487	Syad.g_01875
OG0000646	Prba.g_01485	Syad.g_01872
OG0000647	Prba.g_01484	Syad.g_01870
OG0000648	Prba.g_01482	Syad.g_01860
OG0000649	Prba.g_01481	Syad.g_01859
OG0000650	Prba.g_01480	Syad.g_01858
OG0000651	Prba.g_01479	Syad.g_01857
OG0000652	Prba.g_01478	Syad.g_01856
OG0000653	Prba.g_01476	Syad.g_01850
OG0000654	Prba.g_01475	Syad.g_01849
OG0000655	Prba.g_01474	Syad.g_01848
OG0000656	Prba.g_01471	Syad.g_01845
OG0000657	Prba.g_01463	Syad.g_01240
OG0000658	Prba.g_01462	Syad.g_01231
OG0000659	Prba.g_01461	Syad.g_01230
OG0000660	Prba.g_01457	Syad.g_01226
OG0000661	Prba.g_01455	Syad.g_01224
OG0000662	Prba.g_01453	Syad.g_01222
OG0000663	Prba.g_01451	Syad.g_01219
OG0000664	Prba.g_01450	Syad.g_01209
OG0000665	Prba.g_01446	Syad.g_02115
OG0000666	Prba.g_01445	Syad.g_02027
OG0000667	Prba.g_01441	Syad.g_00612
OG0000668	Prba.g_01411	Syad.g_01688
OG0000669	Prba.g_01404	Syad.g_01606
OG0000670	Prba.g_01402	Syad.g_01609
OG0000671	Prba.g_01400	Syad.g_01611
OG0000672	Prba.g_01397	Syad.g_01615
OG0000673	Prba.g_01394	Syad.g_01618
OG0000674	Prba.g_01392	Syad.g_01620
OG0000675	Prba.g_01391	Syad.g_01633
OG0000676	Prba.g_01389	Syad.g_01635
OG0000677	Prba.g_01388	Syad.g_01636
OG0000678	Prba.g_01386	Syad.g_01957
OG0000679	Prba.g_01382	Syad.g_01922
OG0000680	Prba.g_01381	Syad.g_01921
OG0000681	Prba.g_01379	Syad.g_01919
OG0000682	Prba.g_01378	Syad.g_01918
OG0000683	Prba.g_01377	Syad.g_01917
OG0000684	Prba.g_01375	Syad.g_01912
OG0000685	Prba.g_01373	Syad.g_01910
OG0000686	Prba.g_01372	Syad.g_01909
OG0000687	Prba.g_01371	Syad.g_01908
OG0000688	Prba.g_01368	Syad.g_01904
OG0000689	Prba.g_01367	Syad.g_01902
OG0000690	Prba.g_01366	Syad.g_01901
OG0000691	Prba.g_01365	Syad.g_01900
OG0000692	Prba.g_01363	Syad.g_01899
OG0000693	Prba.g_01362	Syad.g_01897
OG0000694	Prba.g_01361	Syad.g_01896
OG0000695	Prba.g_01359	Syad.g_01662
OG0000696	Prba.g_01358	Syad.g_01663
OG0000697	Prba.g_01357	Syad.g_01789
OG0000698	Prba.g_01354	Syad.g_01786
OG0000699	Prba.g_01353	Syad.g_01785
OG0000700	Prba.g_01352	Syad.g_01784
OG0000701	Prba.g_01351	Syad.g_01783
OG0000702	Prba.g_01349	Syad.g_01775
OG0000703	Prba.g_01348	Syad.g_01774
OG0000704	Prba.g_01347	Syad.g_01772
OG0000705	Prba.g_01343	Syad.g_01765
OG0000706	Prba.g_01342	Syad.g_01764
OG0000707	Prba.g_01341	Syad.g_01763
OG0000708	Prba.g_01340	Syad.g_01760
OG0000709	Prba.g_01336	Syad.g_01745
OG0000710	Prba.g_01333	Syad.g_01738
OG0000711	Prba.g_01316	Syad.g_01710
OG0000712	Prba.g_01314	Syad.g_01708
OG0000713	Prba.g_01313	Syad.g_01707
OG0000714	Prba.g_01312	Syad.g_01705
OG0000715	Prba.g_01310	Syad.g_01703
OG0000716	Prba.g_01308	Syad.g_01697
OG0000717	Prba.g_01307	Syad.g_01696
OG0000718	Prba.g_01295	Syad.g_01692
OG0000719	Prba.g_01293	Syad.g_01690
OG0000720	Prba.g_01284	Syad.g_01677
OG0000721	Prba.g_01282	Syad.g_01675
OG0000722	Prba.g_01281	Syad.g_01674
OG0000723	Prba.g_01278	Syad.g_01791
OG0000724	Prba.g_01269	Syad.g_01284
OG0000725	Prba.g_01263	Syad.g_01293
OG0000726	Prba.g_01262	Syad.g_01294
OG0000727	Prba.g_01261	Syad.g_01295
OG0000728	Prba.g_01259	Syad.g_01297
OG0000729	Prba.g_01214	Syad.g_00331
OG0000730	Prba.g_00749	Syad.g_00758
OG0000731	Prba.g_00745	Syad.g_00770
OG0000732	Prba.g_00735	Syad.g_00214
OG0000733	Prba.g_00096	Syad.g_00028
OG0000734	Prba.g_00079	Syad.g_02809
OG0000735	Prba.g_00077	Syad.g_01120
OG0000736	Prba.g_00076	Syad.g_01121
OG0000737	Prba.g_00075	Syad.g_01122
OG0000738	Prba.g_00071	Syad.g_01127
OG0000739	Prba.g_00070	Syad.g_01145
OG0000740	Prba.g_00069	Syad.g_01146
OG0000741	Prba.g_00068	Syad.g_01149
OG0000742	Prba.g_00065	Syad.g_01151
OG0000743	Prba.g_00063	Syad.g_01153
OG0000744	Prba.g_00062	Syad.g_01154
OG0000745	Prba.g_00060	Syad.g_01156
OG0000746	Prba.g_00058	Syad.g_01158
OG0000747	Prba.g_00057	Syad.g_01159
OG0000748	Prba.g_00054	Syad.g_01170
OG0000749	Prba.g_00053	Syad.g_01173
OG0000750	Prba.g_00052	Syad.g_01174
OG0000751	Prba.g_00050	Syad.g_01182
OG0000752	Prba.g_00048	Syad.g_01184
OG0000753	Prba.g_00045	Syad.g_01187
OG0000754	Prba.g_00042	Syad.g_01516
OG0000755	Prba.g_00039	Syad.g_01504
OG0000756	Prba.g_00038	Syad.g_01498
OG0000757	Prba.g_00032	Syad.g_01487
OG0000758	Prba.g_00031	Syad.g_01486
OG0000759	Prba.g_00030	Syad.g_01485
OG0000760	Prba.g_00029	Syad.g_01484
OG0000761	Prba.g_00028	Syad.g_01480
OG0000762	Prba.g_00027	Syad.g_01474
OG0000763	Prba.g_00025	Syad.g_01468
OG0000764	Prba.g_00024	Syad.g_01467
OG0000765	Prba.g_00015	Syad.g_01447
OG0000766	Prba.g_00014	Syad.g_01446
OG0000767	Prba.g_00012	Syad.g_01444
OG0000768	Prba.g_00011	Syad.g_01443
OG0000769	Prba.g_00009	Syad.g_01441
OG0000770	Prba.g_00007	Syad.g_01437
OG0000771	Prba.g_01084	Syad.g_01278
OG0000772	Prba.g_01167	Syad.g_02078
OG0000773	Prba.g_01183	Syad.g_01114
OG0000774	Prba.g_01185	Syad.g_02396
OG0000775	Prba.g_01187	Syad.g_02398
OG0000776	Prba.g_01188	Syad.g_02399
OG0000777	Prba.g_01189	Syad.g_02400
OG0000778	Prba.g_01190	Syad.g_02401
OG0000779	Prba.g_01194	Syad.g_02407
OG0000780	Prba.g_01195	Syad.g_02411
OG0000781	Prba.g_01198	Syad.g_02415
OG0000782	Prba.g_01199	Syad.g_02416
OG0000783	Prba.g_01200	Syad.g_02418
OG0000784	Prba.g_01201	Syad.g_02419
OG0000785	Prba.g_01203	Syad.g_02421
OG0000786	Prba.g_01205	Syad.g_01101
OG0000787	Prba.g_01206	Syad.g_01100
OG0000788	Prba.g_00209	Syad.g_02139
OG0000789	Prba.g_00206	Syad.g_01982
OG0000790	Prba.g_00191	Syad.g_00886
OG0000791	Prba.g_00189	Syad.g_00885
OG0000792	Prba.g_00188	Syad.g_00884
OG0000793	Prba.g_00185	Syad.g_00879
OG0000794	Prba.g_00184	Syad.g_00878
OG0000795	Prba.g_00183	Syad.g_00877
OG0000796	Prba.g_00179	Syad.g_00871
OG0000797	Prba.g_00178	Syad.g_00870
OG0000799	Prba.g_00115	Syad.g_02243
OG0000800	Prba.g_00114	Syad.g_02245
OG0000801	Prba.g_00113	Syad.g_02246
OG0000802	Prba.g_00111	Syad.g_02251
OG0000803	Prba.g_00109	Syad.g_02255
OG0000804	Prba.g_00108	Syad.g_02260
OG0000805	Prba.g_00106	Syad.g_02266
OG0000806	Prba.g_00720	Syad.g_02267
OG0000807	Prba.g_00719	Syad.g_02269
OG0000808	Prba.g_00718	Syad.g_02270
OG0000809	Prba.g_00715	Syad.g_02273
OG0000810	Prba.g_00714	Syad.g_02274
OG0000811	Prba.g_00710	Syad.g_02283
OG0000812	Prba.g_00708	Syad.g_02285
OG0000813	Prba.g_00707	Syad.g_02286
OG0000814	Prba.g_00705	Syad.g_02288
OG0000815	Prba.g_00704	Syad.g_02289
OG0000816	Prba.g_00702	Syad.g_02290
OG0000817	Prba.g_00701	Syad.g_02291
OG0000818	Prba.g_00696	Syad.g_02297
OG0000819	Prba.g_00695	Syad.g_02298
OG0000820	Prba.g_00694	Syad.g_02299
OG0000821	Prba.g_00690	Syad.g_02305
OG0000822	Prba.g_00689	Syad.g_02307
OG0000823	Prba.g_00688	Syad.g_02308
OG0000824	Prba.g_00685	Syad.g_02314
OG0000825	Prba.g_00684	Syad.g_02315
OG0000826	Prba.g_00683	Syad.g_02316
OG0000827	Prba.g_00682	Syad.g_02317
OG0000828	Prba.g_00679	Syad.g_02320
OG0000829	Prba.g_00678	Syad.g_02321
OG0000830	Prba.g_00677	Syad.g_02322
OG0000831	Prba.g_00350	Syad.g_02325
OG0000832	Prba.g_00344	Syad.g_02538
OG0000833	Prba.g_00336	Syad.g_02550
OG0000834	Prba.g_00335	Syad.g_02552
OG0000835	Prba.g_00334	Syad.g_02553
OG0000836	Prba.g_00333	Syad.g_02557
OG0000837	Prba.g_00332	Syad.g_02561
OG0000838	Prba.g_00330	Syad.g_02565
OG0000839	Prba.g_00329	Syad.g_02566
OG0000840	Prba.g_00328	Syad.g_02567
OG0000841	Prba.g_00327	Syad.g_02568
OG0000842	Prba.g_00326	Syad.g_02569
OG0000843	Prba.g_00325	Syad.g_02570
OG0000844	Prba.g_00324	Syad.g_02577
OG0000845	Prba.g_00323	Syad.g_02578
OG0000846	Prba.g_00322	Syad.g_02579
OG0000847	Prba.g_00321	Syad.g_02580
OG0000848	Prba.g_00320	Syad.g_02582
OG0000849	Prba.g_00319	Syad.g_02583
OG0000850	Prba.g_00317	Syad.g_02586
OG0000851	Prba.g_00316	Syad.g_02592
OG0000852	Prba.g_00315	Syad.g_02593
OG0000853	Prba.g_00311	Syad.g_02597
OG0000854	Prba.g_00309	Syad.g_02606
OG0000855	Prba.g_00308	Syad.g_02607
OG0000856	Prba.g_00293	Syad.g_02166
OG0000857	Prba.g_00266	Syad.g_01871
OG0000858	Prba.g_00232	Syad.g_02613
OG0000859	Prba.g_00231	Syad.g_02614
OG0000860	Prba.g_00618	Syad.g_02625
OG0000861	Prba.g_00617	Syad.g_02626
OG0000862	Prba.g_00616	Syad.g_02628
OG0000863	Prba.g_00614	Syad.g_02631
OG0000864	Prba.g_00613	Syad.g_02632
OG0000865	Prba.g_00612	Syad.g_02633
OG0000866	Prba.g_00611	Syad.g_02634
OG0000867	Prba.g_00610	Syad.g_02635
OG0000868	Prba.g_00609	Syad.g_02637
OG0000869	Prba.g_00605	Syad.g_02643
OG0000870	Prba.g_00600	Syad.g_02648
OG0000871	Prba.g_00599	Syad.g_02649
OG0000872	Prba.g_00598	Syad.g_02657
OG0000873	Prba.g_00595	Syad.g_02660
OG0000874	Prba.g_00592	Syad.g_02655
OG0000875	Prba.g_00591	Syad.g_02662
OG0000876	Prba.g_00590	Syad.g_03003
OG0000877	Prba.g_00588	Syad.g_02480
OG0000878	Prba.g_00587	Syad.g_02481
OG0000879	Prba.g_00586	Syad.g_02482
OG0000880	Prba.g_00585	Syad.g_02483
OG0000881	Prba.g_00581	Syad.g_02489
OG0000882	Prba.g_00576	Syad.g_02494
OG0000883	Prba.g_00574	Syad.g_02497
OG0000884	Prba.g_00573	Syad.g_02499
OG0000885	Prba.g_00572	Syad.g_02500
OG0000886	Prba.g_00571	Syad.g_02501
OG0000887	Prba.g_00570	Syad.g_02502
OG0000888	Prba.g_00568	Syad.g_02504
OG0000889	Prba.g_00566	Syad.g_02506
OG0000890	Prba.g_00565	Syad.g_02512
OG0000891	Prba.g_00564	Syad.g_02513
OG0000892	Prba.g_00352	Syad.g_02517
OG0000893	Prba.g_00357	Syad.g_00589
OG0000894	Prba.g_00359	Syad.g_00592
OG0000895	Prba.g_00362	Syad.g_00596
OG0000896	Prba.g_00363	Syad.g_00597
OG0000897	Prba.g_00365	Syad.g_00599
OG0000898	Prba.g_00366	Syad.g_00600
OG0000899	Prba.g_00367	Syad.g_00601
OG0000900	Prba.g_00368	Syad.g_00602
OG0000901	Prba.g_00371	Syad.g_00607
OG0000902	Prba.g_00373	Syad.g_00609
OG0000903	Prba.g_00376	Syad.g_00645
OG0000904	Prba.g_00378	Syad.g_00640
OG0000905	Prba.g_00383	Syad.g_00632
OG0000906	Prba.g_00384	Syad.g_00630
OG0000907	Prba.g_00387	Syad.g_00648
OG0000908	Prba.g_00390	Syad.g_00651
OG0000909	Prba.g_00391	Syad.g_00652
OG0000910	Prba.g_00392	Syad.g_00653
OG0000911	Prba.g_00394	Syad.g_00655
OG0000912	Prba.g_00395	Syad.g_00656
OG0000913	Prba.g_00396	Syad.g_00657
OG0000914	Prba.g_00397	Syad.g_00658
OG0000915	Prba.g_00398	Syad.g_00660
OG0000916	Prba.g_00399	Syad.g_00661
OG0000917	Prba.g_00400	Syad.g_00662
OG0000918	Prba.g_00401	Syad.g_00663
OG0000919	Prba.g_00402	Syad.g_00664
OG0000920	Prba.g_00403	Syad.g_00665
OG0000921	Prba.g_00404	Syad.g_00666
OG0000922	Prba.g_00405	Syad.g_00667
OG0000923	Prba.g_00409	Syad.g_00671
OG0000924	Prba.g_00410	Syad.g_00672
OG0000925	Prba.g_00411	Syad.g_00673
OG0000926	Prba.g_00412	Syad.g_00674
OG0000927	Prba.g_00414	Syad.g_00676
OG0000928	Prba.g_00415	Syad.g_00677
OG0000929	Prba.g_00416	Syad.g_00678
OG0000930	Prba.g_00417	Syad.g_00679
OG0000931	Prba.g_00418	Syad.g_00680
OG0000932	Prba.g_00419	Syad.g_00681
OG0000933	Prba.g_00423	Syad.g_00687
OG0000934	Prba.g_00425	Syad.g_00689
OG0000935	Prba.g_00426	Syad.g_00690
OG0000936	Prba.g_00427	Syad.g_00691
OG0000937	Prba.g_00428	Syad.g_00692
OG0000938	Prba.g_00430	Syad.g_00695
OG0000939	Prba.g_00431	Syad.g_00696
OG0000940	Prba.g_00438	Syad.g_00703
OG0000941	Prba.g_01049	Syad.g_00705
OG0000942	Prba.g_01051	Syad.g_00707
OG0000943	Prba.g_01052	Syad.g_00708
OG0000944	Prba.g_01053	Syad.g_00710
OG0000945	Prba.g_01054	Syad.g_00711
OG0000946	Prba.g_01059	Syad.g_00716
OG0000947	Prba.g_01061	Syad.g_00719
OG0000948	Prba.g_01062	Syad.g_00720
OG0000949	Prba.g_01065	Syad.g_00432
OG0000950	Prba.g_01070	Syad.g_00418
OG0000951	Prba.g_01074	Syad.g_00411
OG0000952	Prba.g_01078	Syad.g_00375
OG0000953	Prba.g_00753	Syad.g_00369
OG0000954	Prba.g_00757	Syad.g_00364
OG0000955	Prba.g_00758	Syad.g_00363
OG0000956	Prba.g_00760	Syad.g_00361
OG0000957	Prba.g_00766	Syad.g_00350
OG0000958	Prba.g_00767	Syad.g_00349
OG0000959	Prba.g_00771	Syad.g_00345
OG0000960	Prba.g_00772	Syad.g_00344
OG0000961	Prba.g_00774	Syad.g_00335
OG0000962	Prba.g_00776	Syad.g_00332
OG0000963	Prba.g_00780	Syad.g_00325
OG0000964	Prba.g_00781	Syad.g_00324
OG0000965	Prba.g_00782	Syad.g_00323
OG0000966	Prba.g_00789	Syad.g_00246
OG0000967	Prba.g_00794	Syad.g_00234
OG0000968	Prba.g_00796	Syad.g_00243
OG0000969	Prba.g_00797	Syad.g_00240
OG0000970	Prba.g_00798	Syad.g_00239
OG0000971	Prba.g_00799	Syad.g_00229
OG0000972	Prba.g_00800	Syad.g_00228
OG0000973	Prba.g_00801	Syad.g_00227
OG0000974	Prba.g_00802	Syad.g_00226
OG0000975	Prba.g_00803	Syad.g_00225
OG0000976	Prba.g_00804	Syad.g_00224
OG0000977	Prba.g_00805	Syad.g_00222
OG0000978	Prba.g_00806	Syad.g_00221
OG0000979	Prba.g_00809	Syad.g_00218
OG0000980	Prba.g_00811	Syad.g_00215
OG0000981	Prba.g_00813	Syad.g_00212
OG0000982	Prba.g_00815	Syad.g_03035
OG0000983	Prba.g_00816	Syad.g_03036
OG0000984	Prba.g_00817	Syad.g_03037
OG0000985	Prba.g_00820	Syad.g_03039
OG0000986	Prba.g_00822	Syad.g_03049
OG0000987	Prba.g_00823	Syad.g_00002
OG0000988	Prba.g_00826	Syad.g_00008
OG0000989	Prba.g_00830	Syad.g_00020
OG0000990	Prba.g_00833	Syad.g_00061
OG0000991	Prba.g_00834	Syad.g_00064
OG0000992	Prba.g_00836	Syad.g_00067
OG0000993	Prba.g_00837	Syad.g_00069
OG0000994	Prba.g_00838	Syad.g_00071
OG0000995	Prba.g_00842	Syad.g_00077
OG0000996	Prba.g_00843	Syad.g_00121
OG0000997	Prba.g_00844	Syad.g_00128
OG0000998	Prba.g_00846	Syad.g_00130
OG0000999	Prba.g_00847	Syad.g_00131
OG0001000	Prba.g_01778	Syad.g_00136
OG0001001	Prba.g_01780	Syad.g_00141
OG0001002	Prba.g_01784	Syad.g_00148
OG0001003	Prba.g_01785	Syad.g_00150
OG0001004	Prba.g_01786	Syad.g_00151
OG0001005	Prba.g_01787	Syad.g_00152
OG0001006	Prba.g_01791	Syad.g_00160
OG0001007	Prba.g_01793	Syad.g_00162
OG0001008	Prba.g_01024	Syad.g_02449
OG0001009	Prba.g_01820	Syad.g_00194
OG0001010	Prba.g_01821	Syad.g_00195
OG0001011	Prba.g_01822	Syad.g_00196
OG0001012	Prba.g_01837	Syad.g_03030
OG0001013	Prba.g_01842	Syad.g_03011
OG0001014	Prba.g_01845	Syad.g_03002
OG0001015	Prba.g_01846	Syad.g_03001
OG0001016	Prba.g_01861	Syad.g_02734
OG0001017	Prba.g_01865	Syad.g_02740
OG0001018	Prba.g_01868	Syad.g_02742
OG0001019	Prba.g_01877	Syad.g_02771
OG0001020	Prba.g_01878	Syad.g_02777
OG0001021	Prba.g_01879	Syad.g_02781
OG0001022	Prba.g_01882	Syad.g_02786
OG0001023	Prba.g_01883	Syad.g_02787
OG0001024	Prba.g_01886	Syad.g_02791
OG0001025	Prba.g_01892	Syad.g_02798
OG0001026	Prba.g_01899	Syad.g_02811
OG0001027	Prba.g_01900	Syad.g_02817
OG0001028	Prba.g_01902	Syad.g_02819
OG0001029	Prba.g_01903	Syad.g_02821
OG0001030	Prba.g_01918	Syad.g_02848
OG0001031	Prba.g_00642	Syad.g_02925
OG0001032	Prba.g_00643	Syad.g_02928
OG0001033	Prba.g_00664	Syad.g_02956
OG0001034	Prba.g_00455	Syad.g_00819
OG0001035	Prba.g_00473	Syad.g_00559
OG0001036	Prba.g_00477	Syad.g_00554
OG0001037	Prba.g_00478	Syad.g_00552
OG0001039	Prba.g_00498	Syad.g_00522
OG0001040	Prba.g_00500	Syad.g_00519
OG0001041	Prba.g_00504	Syad.g_00514
OG0001042	Prba.g_00520	Syad.g_00485
OG0001043	Prba.g_00521	Syad.g_00481
OG0001044	Prba.g_00549	Syad.g_00760
OG0001045	Prba.g_00558	Syad.g_00773
OG0001046	Prba.g_00873	Syad.g_01722
OG0001047	Prba.g_01022	Syad.g_02447
OG0001048	Prba.g_01021	Syad.g_02446
OG0001049	Prba.g_01019	Syad.g_02443
OG0001050	Prba.g_01018	Syad.g_02442
OG0001051	Prba.g_01017	Syad.g_02441
OG0001052	Prba.g_00990	Syad.g_02357
OG0001054	Prba.g_00963	Syad.g_00925
OG0001055	Prba.g_00944	Syad.g_00946
OG0001056	Prba.g_00925	Syad.g_00982
OG0001057	Prba.g_01774	Syad.g_00996
OG0001058	Prba.g_01766	Syad.g_01015
OG0001059	Prba.g_01762	Syad.g_01018
OG0001060	Prba.g_01755	Syad.g_01025
OG0001061	Prba.g_01742	Syad.g_01047
OG0001062	Prba.g_01740	Syad.g_01049
OG0001063	Prba.g_01738	Syad.g_01056
OG0001064	Prba.g_01737	Syad.g_01057
OG0001065	Prba.g_01736	Syad.g_01058
OG0001066	Prba.g_01735	Syad.g_01059
OG0001067	Prba.g_01734	Syad.g_01060
OG0001068	Prba.g_01733	Syad.g_01061
OG0001069	Prba.g_01732	Syad.g_01062
OG0001070	Prba.g_01729	Syad.g_01065
OG0001071	Prba.g_01728	Syad.g_01066
OG0001072	Prba.g_01727	Syad.g_01070
OG0001073	Prba.g_01713	Syad.g_01090
OG0001074	Prba.g_01702	Syad.g_02197
OG0001075	Prba.g_01701	Syad.g_02196
OG0001076	Prba.g_01693	Syad.g_02175
OG0001077	Prba.g_01689	Syad.g_02164
OG0001078	Prba.g_01681	Syad.g_02151
OG0001079	Prba.g_01670	Syad.g_02138
OG0001080	Prba.g_01664	Syad.g_02008
OG0001081	Prba.g_01662	Syad.g_01568
OG0001082	Prba.g_01661	Syad.g_01569
OG0001083	Prba.g_01656	Syad.g_01578
OG0001084	Prba.g_01655	Syad.g_01586
OG0001085	Prba.g_01647	Syad.g_01596
OG0001086	Prba.g_01646	Syad.g_01598
OG0001087	Prba.g_01629	Syad.g_01372
OG0001088	Prba.g_01628	Syad.g_01368
OG0001089	Prba.g_01620	Syad.g_01302
OG0001090	Prba.g_01593	Syad.g_01817
OG0001091	Prba.g_01591	Syad.g_01815
OG0001092	Prba.g_01590	Syad.g_01812
OG0001093	Prba.g_01585	Syad.g_01806
OG0001094	Prba.g_01505	Syad.g_01895
OG0001095	Prba.g_01486	Syad.g_01874
OG0001096	Prba.g_01473	Syad.g_01847
OG0001097	Prba.g_01454	Syad.g_01223
OG0001098	Prba.g_01439	Syad.g_02005, Syad.g_01995
OG0001099	Prba.g_01407	Syad.g_02820
OG0001100	Prba.g_01403	Syad.g_01608
OG0001101	Prba.g_01401	Syad.g_01610
OG0001102	Prba.g_01398	Syad.g_01613
OG0001103	Prba.g_01396	Syad.g_01616
OG0001104	Prba.g_01374	Syad.g_01911
OG0001105	Prba.g_01370	Syad.g_01907
OG0001106	Prba.g_01346	Syad.g_01771
OG0001107	Prba.g_01339	Syad.g_01759
OG0001108	Prba.g_01335	Syad.g_01744
OG0001109	Prba.g_01334	Syad.g_01739
OG0001110	Prba.g_01332	Syad.g_01737
OG0001111	Prba.g_01331	Syad.g_01735
OG0001112	Prba.g_01330	Syad.g_01733
OG0001113	Prba.g_01329	Syad.g_01732
OG0001114	Prba.g_01328	Syad.g_01731
OG0001115	Prba.g_01326	Syad.g_01727
OG0001116	Prba.g_01325	Syad.g_01725
OG0001117	Prba.g_01324	Syad.g_01724
OG0001118	Prba.g_01323	Syad.g_01723
OG0001119	Prba.g_01322	Syad.g_01721
OG0001120	Prba.g_01320	Syad.g_01717
OG0001121	Prba.g_00099, Prba.g_01317	Syad.g_01503
OG0001122	Prba.g_01292	Syad.g_01689
OG0001123	Prba.g_01288	Syad.g_01682
OG0001124	Prba.g_01286	Syad.g_01680
OG0001125	Prba.g_01285	Syad.g_01678
OG0001126	Prba.g_01275	Syad.g_01276
OG0001127	Prba.g_01274	Syad.g_01277
OG0001128	Prba.g_01272	Syad.g_01280
OG0001129	Prba.g_01271	Syad.g_01282
OG0001130	Prba.g_01270	Syad.g_01283
OG0001131	Prba.g_01234	Syad.g_01953
OG0001132	Prba.g_01225	Syad.g_02038
OG0001133	Prba.g_00729	Syad.g_02172
OG0001134	Prba.g_00097	Syad.g_01527
OG0001135	Prba.g_00094	Syad.g_01529
OG0001136	Prba.g_00067	Syad.g_01150
OG0001137	Prba.g_00055	Syad.g_01169
OG0001138	Prba.g_00037	Syad.g_01493
OG0001139	Prba.g_00036	Syad.g_01491
OG0001140	Prba.g_00035	Syad.g_01490
OG0001141	Prba.g_00034	Syad.g_01489
OG0001142	Prba.g_00033	Syad.g_01488
OG0001143	Prba.g_00026	Syad.g_01473
OG0001144	Prba.g_00021	Syad.g_01457
OG0001145	Prba.g_01184	Syad.g_01112
OG0001146	Prba.g_01196	Syad.g_02412
OG0001147	Prba.g_00210	Syad.g_02349
OG0001148	Prba.g_00194	Syad.g_00889
OG0001149	Prba.g_00193	Syad.g_00888
OG0001150	Prba.g_00192	Syad.g_00887
OG0001151	Prba.g_00181	Syad.g_00875
OG0001152	Prba.g_00180	Syad.g_00872
OG0001153	Prba.g_00681	Syad.g_02318
OG0001154	Prba.g_00680	Syad.g_02319
OG0001155	Prba.g_00343	Syad.g_02540
OG0001156	Prba.g_00340	Syad.g_02543
OG0001157	Prba.g_00339	Syad.g_02544
OG0001158	Prba.g_00338	Syad.g_02546
OG0001159	Prba.g_00337	Syad.g_02547
OG0001160	Prba.g_00313	Syad.g_02595
