Orthogroup	Prba	Syat
OG0000590	Prba.g_01695	Syat.g_03317
OG0000591	Prba.g_01692	Syat.g_03308
OG0000592	Prba.g_01691	Syat.g_03307
OG0000593	Prba.g_01685	Syat.g_00113
OG0000594	Prba.g_01684	Syat.g_00114
OG0000595	Prba.g_01683	Syat.g_00115
OG0000596	Prba.g_01679	Syat.g_00129
OG0000597	Prba.g_01677	Syat.g_00132
OG0000598	Prba.g_01676	Syat.g_00133
OG0000599	Prba.g_01673	Syat.g_00381
OG0000600	Prba.g_01672	Syat.g_00380
OG0000601	Prba.g_01671	Syat.g_00379
OG0000602	Prba.g_01669	Syat.g_00375
OG0000603	Prba.g_01668	Syat.g_00374
OG0000604	Prba.g_01667	Syat.g_00372
OG0000605	Prba.g_01666	Syat.g_00370
OG0000606	Prba.g_01663	Syat.g_00367
OG0000607	Prba.g_01660	Syat.g_00364
OG0000608	Prba.g_01659	Syat.g_00363
OG0000609	Prba.g_01658	Syat.g_00344
OG0000610	Prba.g_01653	Syat.g_00399
OG0000611	Prba.g_01650	Syat.g_00402
OG0000612	Prba.g_01649	Syat.g_00403
OG0000613	Prba.g_01644	Syat.g_02129
OG0000614	Prba.g_01625	Syat.g_01084
OG0000615	Prba.g_01617	Syat.g_00442
OG0000616	Prba.g_01613	Syat.g_02397
OG0000617	Prba.g_01588	Syat.g_00665
OG0000618	Prba.g_01587	Syat.g_00666
OG0000619	Prba.g_01586	Syat.g_00667
OG0000620	Prba.g_01583	Syat.g_02591
OG0000621	Prba.g_01582	Syat.g_02590
OG0000622	Prba.g_01581	Syat.g_02572
OG0000623	Prba.g_01580	Syat.g_00672
OG0000624	Prba.g_01579	Syat.g_00673
OG0000625	Prba.g_01578	Syat.g_00674
OG0000626	Prba.g_01577	Syat.g_00675
OG0000627	Prba.g_01576	Syat.g_00641
OG0000628	Prba.g_01575	Syat.g_00640
OG0000629	Prba.g_01574	Syat.g_00637
OG0000630	Prba.g_01571	Syat.g_00631
OG0000631	Prba.g_01508	Syat.g_00624
OG0000632	Prba.g_01507	Syat.g_00623
OG0000633	Prba.g_01506	Syat.g_00622
OG0000634	Prba.g_01503	Syat.g_00475
OG0000635	Prba.g_01502	Syat.g_00476
OG0000636	Prba.g_01500	Syat.g_00478
OG0000637	Prba.g_01498	Syat.g_00480
OG0000638	Prba.g_01497	Syat.g_00481
OG0000639	Prba.g_01496	Syat.g_00482
OG0000640	Prba.g_01495	Syat.g_00483
OG0000641	Prba.g_01491	Syat.g_00488
OG0000642	Prba.g_01490	Syat.g_00489
OG0000643	Prba.g_01489	Syat.g_00494
OG0000644	Prba.g_01488	Syat.g_00495
OG0000645	Prba.g_01487	Syat.g_00496
OG0000646	Prba.g_01485	Syat.g_00499
OG0000647	Prba.g_01484	Syat.g_00501
OG0000648	Prba.g_01482	Syat.g_00504
OG0000649	Prba.g_01481	Syat.g_00505
OG0000650	Prba.g_01480	Syat.g_00506
OG0000651	Prba.g_01479	Syat.g_00507
OG0000652	Prba.g_01478	Syat.g_00508
OG0000653	Prba.g_01476	Syat.g_00510
OG0000654	Prba.g_01475	Syat.g_00514
OG0000655	Prba.g_01474	Syat.g_00515
OG0000656	Prba.g_01471	Syat.g_00518
OG0000657	Prba.g_01463	Syat.g_00720
OG0000658	Prba.g_01462	Syat.g_00723
OG0000659	Prba.g_01461	Syat.g_00724
OG0000660	Prba.g_01457	Syat.g_00740
OG0000661	Prba.g_01455	Syat.g_00742
OG0000662	Prba.g_01453	Syat.g_00746
OG0000663	Prba.g_01451	Syat.g_00749
OG0000664	Prba.g_01450	Syat.g_00752
OG0000665	Prba.g_01446	Syat.g_03302
OG0000666	Prba.g_01445	Syat.g_01415
OG0000667	Prba.g_01441	Syat.g_00958, Syat.g_03278
OG0000668	Prba.g_01411	Syat.g_00710
OG0000669	Prba.g_01404	Syat.g_00416
OG0000670	Prba.g_01402	Syat.g_00419
OG0000671	Prba.g_01400	Syat.g_00421
OG0000672	Prba.g_01397	Syat.g_00424
OG0000673	Prba.g_01394	Syat.g_00430
OG0000674	Prba.g_01392	Syat.g_00432
OG0000675	Prba.g_01391	Syat.g_00433
OG0000676	Prba.g_01389	Syat.g_00436
OG0000677	Prba.g_01388	Syat.g_00437
OG0000678	Prba.g_01386	Syat.g_00439
OG0000679	Prba.g_01382	Syat.g_00448
OG0000680	Prba.g_01381	Syat.g_00449
OG0000681	Prba.g_01379	Syat.g_00452
OG0000682	Prba.g_01378	Syat.g_00453
OG0000683	Prba.g_01377	Syat.g_00454
OG0000684	Prba.g_01375	Syat.g_00457
OG0000685	Prba.g_01373	Syat.g_02571
OG0000686	Prba.g_01372	Syat.g_00459
OG0000687	Prba.g_01371	Syat.g_00460
OG0000688	Prba.g_01368	Syat.g_00463
OG0000689	Prba.g_01367	Syat.g_00465
OG0000690	Prba.g_01366	Syat.g_00466
OG0000691	Prba.g_01365	Syat.g_00467
OG0000692	Prba.g_01363	Syat.g_00469
OG0000693	Prba.g_01362	Syat.g_00471
OG0000694	Prba.g_01361	Syat.g_00472
OG0000695	Prba.g_01359	Syat.g_00619
OG0000696	Prba.g_01358	Syat.g_00618
OG0000697	Prba.g_01357	Syat.g_00616
OG0000698	Prba.g_01354	Syat.g_00613
OG0000699	Prba.g_01353	Syat.g_00611
OG0000700	Prba.g_01352	Syat.g_00610
OG0000701	Prba.g_01351	Syat.g_00609
OG0000702	Prba.g_01349	Syat.g_00606
OG0000703	Prba.g_01348	Syat.g_00601
OG0000704	Prba.g_01347	Syat.g_00599
OG0000705	Prba.g_01343	Syat.g_00592
OG0000706	Prba.g_01342	Syat.g_00591
OG0000707	Prba.g_01341	Syat.g_00590
OG0000708	Prba.g_01340	Syat.g_00587
OG0000709	Prba.g_01336	Syat.g_00573
OG0000710	Prba.g_01333	Syat.g_00567
OG0000711	Prba.g_01316	Syat.g_00539
OG0000712	Prba.g_01314	Syat.g_00537
OG0000713	Prba.g_01313	Syat.g_00536
OG0000714	Prba.g_01312	Syat.g_00532
OG0000715	Prba.g_01310	Syat.g_00530
OG0000716	Prba.g_01308	Syat.g_00527
OG0000717	Prba.g_01307	Syat.g_00526
OG0000718	Prba.g_01295	Syat.g_00522
OG0000719	Prba.g_01293	Syat.g_00712
OG0000720	Prba.g_01284	Syat.g_00699
OG0000721	Prba.g_01282	Syat.g_00697
OG0000722	Prba.g_01281	Syat.g_00696
OG0000723	Prba.g_01278	Syat.g_00686
OG0000724	Prba.g_01269	Syat.g_00782
OG0000725	Prba.g_01263	Syat.g_00810
OG0000726	Prba.g_01262	Syat.g_00811
OG0000727	Prba.g_01261	Syat.g_00812
OG0000728	Prba.g_01259	Syat.g_00814
OG0000729	Prba.g_01214	Syat.g_02224
OG0000730	Prba.g_00749	Syat.g_01617
OG0000731	Prba.g_00745	Syat.g_01605
OG0000732	Prba.g_00735	Syat.g_02290
OG0000733	Prba.g_00096	Syat.g_03285
OG0000734	Prba.g_00079	Syat.g_01579
OG0000735	Prba.g_00077	Syat.g_03235
OG0000736	Prba.g_00076	Syat.g_03236
OG0000737	Prba.g_00075	Syat.g_03237
OG0000738	Prba.g_00071	Syat.g_03251
OG0000739	Prba.g_00070	Syat.g_03252
OG0000740	Prba.g_00069	Syat.g_03253
OG0000741	Prba.g_00068	Syat.g_03256
OG0000742	Prba.g_00065	Syat.g_03259
OG0000743	Prba.g_00063	Syat.g_03262
OG0000744	Prba.g_00062	Syat.g_03263
OG0000745	Prba.g_00060	Syat.g_03266
OG0000746	Prba.g_00058	Syat.g_00314
OG0000747	Prba.g_00057	Syat.g_00313
OG0000748	Prba.g_00054	Syat.g_00305
OG0000749	Prba.g_00053	Syat.g_00303
OG0000750	Prba.g_00052	Syat.g_00302
OG0000751	Prba.g_00050	Syat.g_00296
OG0000752	Prba.g_00048	Syat.g_00294
OG0000753	Prba.g_00045	Syat.g_00291
OG0000754	Prba.g_00042	Syat.g_00250
OG0000755	Prba.g_00039	Syat.g_00217
OG0000756	Prba.g_00038	Syat.g_00216
OG0000757	Prba.g_00032	Syat.g_00205
OG0000758	Prba.g_00031	Syat.g_00204
OG0000759	Prba.g_00030	Syat.g_00203
OG0000760	Prba.g_00029	Syat.g_00202
OG0000761	Prba.g_00028	Syat.g_00201
OG0000762	Prba.g_00027	Syat.g_00199
OG0000763	Prba.g_00025	Syat.g_00924
OG0000764	Prba.g_00024	Syat.g_00923
OG0000765	Prba.g_00015	Syat.g_00897
OG0000766	Prba.g_00014	Syat.g_00896
OG0000767	Prba.g_00012	Syat.g_00894
OG0000768	Prba.g_00011	Syat.g_00893
OG0000769	Prba.g_00009	Syat.g_00891
OG0000770	Prba.g_00007	Syat.g_00886
OG0000771	Prba.g_01084	Syat.g_00788
OG0000772	Prba.g_01167	Syat.g_01768
OG0000773	Prba.g_01183	Syat.g_01114
OG0000774	Prba.g_01185	Syat.g_01146
OG0000775	Prba.g_01187	Syat.g_01148
OG0000776	Prba.g_01188	Syat.g_01149
OG0000777	Prba.g_01189	Syat.g_01150
OG0000778	Prba.g_01190	Syat.g_01151
OG0000779	Prba.g_01194	Syat.g_01154
OG0000780	Prba.g_01195	Syat.g_01157
OG0000781	Prba.g_01198	Syat.g_01161
OG0000782	Prba.g_01199	Syat.g_01162
OG0000783	Prba.g_01200	Syat.g_01163
OG0000784	Prba.g_01201	Syat.g_01164
OG0000785	Prba.g_01203	Syat.g_01166
OG0000786	Prba.g_01205	Syat.g_01170
OG0000787	Prba.g_01206	Syat.g_01171
OG0000788	Prba.g_00209	Syat.g_00087
OG0000789	Prba.g_00206	Syat.g_00845
OG0000790	Prba.g_00191	Syat.g_01300
OG0000791	Prba.g_00189	Syat.g_01302
OG0000792	Prba.g_00188	Syat.g_01303
OG0000793	Prba.g_00185	Syat.g_01412
OG0000794	Prba.g_00184	Syat.g_01414
OG0000795	Prba.g_00183	Syat.g_01416
OG0000796	Prba.g_00179	Syat.g_01422
OG0000797	Prba.g_00178	Syat.g_01423
OG0000798	Prba.g_00166	Syat.g_01214
OG0000799	Prba.g_00115	Syat.g_01256
OG0000800	Prba.g_00114	Syat.g_01255
OG0000801	Prba.g_00113	Syat.g_01253
OG0000802	Prba.g_00111	Syat.g_01245
OG0000803	Prba.g_00109	Syat.g_01241
OG0000804	Prba.g_00108	Syat.g_01238
OG0000805	Prba.g_00106	Syat.g_01236
OG0000806	Prba.g_00720	Syat.g_01234
OG0000807	Prba.g_00719	Syat.g_01233
OG0000808	Prba.g_00718	Syat.g_01232
OG0000809	Prba.g_00715	Syat.g_01229
OG0000810	Prba.g_00714	Syat.g_01228
OG0000811	Prba.g_00710	Syat.g_01186
OG0000812	Prba.g_00708	Syat.g_01182
OG0000813	Prba.g_00707	Syat.g_01181
OG0000814	Prba.g_00705	Syat.g_01179
OG0000815	Prba.g_00704	Syat.g_01177
OG0000816	Prba.g_00702	Syat.g_01175
OG0000817	Prba.g_00701	Syat.g_01279
OG0000818	Prba.g_00696	Syat.g_01325
OG0000819	Prba.g_00695	Syat.g_01326
OG0000820	Prba.g_00694	Syat.g_01327
OG0000821	Prba.g_00690	Syat.g_01333
OG0000822	Prba.g_00689	Syat.g_01335
OG0000823	Prba.g_00688	Syat.g_01336
OG0000824	Prba.g_00685	Syat.g_01342
OG0000825	Prba.g_00684	Syat.g_01343
OG0000826	Prba.g_00683	Syat.g_01344
OG0000827	Prba.g_00682	Syat.g_01345
OG0000828	Prba.g_00679	Syat.g_01348
OG0000829	Prba.g_00678	Syat.g_01349
OG0000830	Prba.g_00677	Syat.g_01350
OG0000831	Prba.g_00350	Syat.g_01353
OG0000832	Prba.g_00344	Syat.g_02982
OG0000833	Prba.g_00336	Syat.g_03072
OG0000834	Prba.g_00335	Syat.g_03073
OG0000835	Prba.g_00334	Syat.g_03075
OG0000836	Prba.g_00333	Syat.g_03078
OG0000837	Prba.g_00332	Syat.g_03079
OG0000838	Prba.g_00330	Syat.g_03083
OG0000839	Prba.g_00329	Syat.g_03084
OG0000840	Prba.g_00328	Syat.g_03085
OG0000841	Prba.g_00327	Syat.g_03086
OG0000842	Prba.g_00326	Syat.g_03087
OG0000843	Prba.g_00325	Syat.g_03088
OG0000844	Prba.g_00324	Syat.g_03090
OG0000845	Prba.g_00323	Syat.g_03091
OG0000846	Prba.g_00322	Syat.g_03092
OG0000847	Prba.g_00321	Syat.g_03093
OG0000848	Prba.g_00320	Syat.g_03095
OG0000849	Prba.g_00319	Syat.g_03096
OG0000850	Prba.g_00317	Syat.g_03098
OG0000851	Prba.g_00316	Syat.g_03101
OG0000852	Prba.g_00315	Syat.g_03102
OG0000853	Prba.g_00311	Syat.g_03106
OG0000854	Prba.g_00309	Syat.g_03108
OG0000855	Prba.g_00308	Syat.g_03109
OG0000856	Prba.g_00293	Syat.g_03305
OG0000857	Prba.g_00266	Syat.g_00500
OG0000858	Prba.g_00232	Syat.g_03114
OG0000859	Prba.g_00231	Syat.g_03115
OG0000860	Prba.g_00618	Syat.g_03126
OG0000861	Prba.g_00617	Syat.g_03127
OG0000862	Prba.g_00616	Syat.g_03136
OG0000863	Prba.g_00614	Syat.g_03138
OG0000864	Prba.g_00613	Syat.g_03139
OG0000865	Prba.g_00612	Syat.g_03140
OG0000866	Prba.g_00611	Syat.g_03141
OG0000867	Prba.g_00610	Syat.g_03142
OG0000868	Prba.g_00609	Syat.g_03067
OG0000869	Prba.g_00605	Syat.g_03054
OG0000870	Prba.g_00600	Syat.g_03049
OG0000871	Prba.g_00599	Syat.g_03048
OG0000872	Prba.g_00598	Syat.g_03042
OG0000873	Prba.g_00595	Syat.g_03039
OG0000874	Prba.g_00592	Syat.g_03037
OG0000875	Prba.g_00591	Syat.g_03035
OG0000876	Prba.g_00590	Syat.g_00745
OG0000877	Prba.g_00588	Syat.g_03024
OG0000878	Prba.g_00587	Syat.g_03023
OG0000879	Prba.g_00586	Syat.g_03022
OG0000880	Prba.g_00585	Syat.g_03021
OG0000881	Prba.g_00581	Syat.g_03016
OG0000882	Prba.g_00576	Syat.g_03011
OG0000883	Prba.g_00574	Syat.g_03007
OG0000884	Prba.g_00573	Syat.g_03005
OG0000885	Prba.g_00572	Syat.g_03004
OG0000886	Prba.g_00571	Syat.g_03003
OG0000887	Prba.g_00570	Syat.g_03002
OG0000888	Prba.g_00568	Syat.g_03000
OG0000889	Prba.g_00566	Syat.g_02997
OG0000890	Prba.g_00565	Syat.g_02994
OG0000891	Prba.g_00564	Syat.g_02993
OG0000892	Prba.g_00352	Syat.g_02992
OG0000893	Prba.g_00357	Syat.g_01864
OG0000894	Prba.g_00359	Syat.g_01860
OG0000895	Prba.g_00362	Syat.g_01856
OG0000896	Prba.g_00363	Syat.g_01855
OG0000897	Prba.g_00365	Syat.g_01853
OG0000898	Prba.g_00366	Syat.g_01852
OG0000899	Prba.g_00367	Syat.g_01851
OG0000900	Prba.g_00368	Syat.g_01850
OG0000901	Prba.g_00371	Syat.g_01845
OG0000902	Prba.g_00373	Syat.g_01843
OG0000903	Prba.g_00376	Syat.g_01830
OG0000904	Prba.g_00378	Syat.g_01834
OG0000905	Prba.g_00383	Syat.g_01839
OG0000906	Prba.g_00384	Syat.g_01841
OG0000907	Prba.g_00387	Syat.g_01828
OG0000908	Prba.g_00390	Syat.g_01825
OG0000909	Prba.g_00391	Syat.g_01824
OG0000910	Prba.g_00392	Syat.g_01823
OG0000911	Prba.g_00394	Syat.g_01821
OG0000912	Prba.g_00395	Syat.g_01820
OG0000913	Prba.g_00396	Syat.g_01819
OG0000914	Prba.g_00397	Syat.g_01818
OG0000915	Prba.g_00398	Syat.g_01816
OG0000916	Prba.g_00399	Syat.g_01815
OG0000917	Prba.g_00400	Syat.g_01814
OG0000918	Prba.g_00401	Syat.g_01813
OG0000919	Prba.g_00402	Syat.g_01812
OG0000920	Prba.g_00403	Syat.g_01811
OG0000921	Prba.g_00404	Syat.g_01810
OG0000922	Prba.g_00405	Syat.g_01809
OG0000923	Prba.g_00409	Syat.g_01805
OG0000924	Prba.g_00410	Syat.g_01804
OG0000925	Prba.g_00411	Syat.g_01803
OG0000926	Prba.g_00412	Syat.g_01802
OG0000927	Prba.g_00414	Syat.g_01800
OG0000928	Prba.g_00415	Syat.g_01799
OG0000929	Prba.g_00416	Syat.g_01798
OG0000930	Prba.g_00417	Syat.g_01797
OG0000931	Prba.g_00418	Syat.g_01796
OG0000932	Prba.g_00419	Syat.g_01794
OG0000933	Prba.g_00423	Syat.g_01788
OG0000934	Prba.g_00425	Syat.g_01786
OG0000935	Prba.g_00426	Syat.g_01665
OG0000936	Prba.g_00427	Syat.g_01664
OG0000937	Prba.g_00428	Syat.g_01663
OG0000938	Prba.g_00430	Syat.g_01659
OG0000939	Prba.g_00431	Syat.g_01658
OG0000940	Prba.g_00438	Syat.g_01651
OG0000941	Prba.g_01049	Syat.g_01649
OG0000942	Prba.g_01051	Syat.g_01647
OG0000943	Prba.g_01052	Syat.g_01646
OG0000944	Prba.g_01053	Syat.g_01644
OG0000945	Prba.g_01054	Syat.g_01643
OG0000946	Prba.g_01059	Syat.g_01633
OG0000947	Prba.g_01061	Syat.g_01630
OG0000948	Prba.g_01062	Syat.g_01629
OG0000949	Prba.g_01065	Syat.g_02142
OG0000950	Prba.g_01070	Syat.g_02152
OG0000951	Prba.g_01074	Syat.g_02157
OG0000952	Prba.g_01078	Syat.g_02162
OG0000953	Prba.g_00753	Syat.g_02166
OG0000954	Prba.g_00757	Syat.g_02187
OG0000955	Prba.g_00758	Syat.g_02188
OG0000956	Prba.g_00760	Syat.g_02191
OG0000957	Prba.g_00766	Syat.g_02204
OG0000958	Prba.g_00767	Syat.g_02205
OG0000959	Prba.g_00771	Syat.g_02212
OG0000960	Prba.g_00772	Syat.g_02213
OG0000961	Prba.g_00774	Syat.g_02873
OG0000962	Prba.g_00776	Syat.g_02223
OG0000963	Prba.g_00780	Syat.g_02226
OG0000964	Prba.g_00781	Syat.g_02227
OG0000965	Prba.g_00782	Syat.g_02228
OG0000966	Prba.g_00789	Syat.g_02259
OG0000967	Prba.g_00794	Syat.g_02263
OG0000968	Prba.g_00796	Syat.g_02269
OG0000969	Prba.g_00797	Syat.g_02271
OG0000970	Prba.g_00798	Syat.g_02272
OG0000971	Prba.g_00799	Syat.g_02274
OG0000972	Prba.g_00800	Syat.g_02275
OG0000973	Prba.g_00801	Syat.g_02276
OG0000974	Prba.g_00802	Syat.g_02277
OG0000975	Prba.g_00803	Syat.g_02278
OG0000976	Prba.g_00804	Syat.g_02279
OG0000977	Prba.g_00805	Syat.g_02281
OG0000978	Prba.g_00806	Syat.g_02283
OG0000979	Prba.g_00809	Syat.g_02286
OG0000980	Prba.g_00811	Syat.g_02289
OG0000981	Prba.g_00813	Syat.g_02292
OG0000982	Prba.g_00815	Syat.g_02691
OG0000983	Prba.g_00816	Syat.g_02690
OG0000984	Prba.g_00817	Syat.g_02689
OG0000985	Prba.g_00820	Syat.g_02685
OG0000986	Prba.g_00822	Syat.g_02680
OG0000987	Prba.g_00823	Syat.g_02678
OG0000988	Prba.g_00826	Syat.g_02672
OG0000989	Prba.g_00830	Syat.g_02657
OG0000990	Prba.g_00833	Syat.g_02500
OG0000991	Prba.g_00834	Syat.g_02503
OG0000992	Prba.g_00836	Syat.g_02507
OG0000993	Prba.g_00837	Syat.g_02508
OG0000994	Prba.g_00838	Syat.g_02512
OG0000995	Prba.g_00842	Syat.g_02517
OG0000996	Prba.g_00843	Syat.g_02446
OG0000997	Prba.g_00844	Syat.g_02417
OG0000998	Prba.g_00846	Syat.g_02415
OG0000999	Prba.g_00847	Syat.g_02414
OG0001001	Prba.g_01780	Syat.g_02400
OG0001002	Prba.g_01784	Syat.g_02394
OG0001003	Prba.g_01785	Syat.g_02392
OG0001004	Prba.g_01786	Syat.g_02391
OG0001005	Prba.g_01787	Syat.g_02390
OG0001006	Prba.g_01791	Syat.g_02378
OG0001007	Prba.g_01793	Syat.g_02376
OG0001008	Prba.g_01024	Syat.g_02971
OG0001009	Prba.g_01820	Syat.g_02311
OG0001010	Prba.g_01821	Syat.g_02310
OG0001011	Prba.g_01822	Syat.g_02308
OG0001012	Prba.g_01837	Syat.g_01004
OG0001013	Prba.g_01842	Syat.g_02716
OG0001014	Prba.g_01845	Syat.g_02721
OG0001015	Prba.g_01846	Syat.g_02722
OG0001016	Prba.g_01861	Syat.g_01474
OG0001017	Prba.g_01865	Syat.g_01480
OG0001018	Prba.g_01868	Syat.g_01482
OG0001019	Prba.g_01877	Syat.g_01532
OG0001020	Prba.g_01878	Syat.g_01539
OG0001021	Prba.g_01879	Syat.g_01552
OG0001022	Prba.g_01882	Syat.g_01555
OG0001023	Prba.g_01883	Syat.g_01556
OG0001024	Prba.g_01886	Syat.g_01560
OG0001025	Prba.g_01892	Syat.g_01566
OG0001026	Prba.g_01899	Syat.g_01582
OG0001027	Prba.g_01900	Syat.g_02947
OG0001028	Prba.g_01902	Syat.g_02944
OG0001029	Prba.g_01903	Syat.g_02942
OG0001030	Prba.g_01918	Syat.g_02922
OG0001031	Prba.g_00642	Syat.g_02836
OG0001032	Prba.g_00643	Syat.g_02834
OG0001033	Prba.g_00664	Syat.g_02784
OG0001034	Prba.g_00455	Syat.g_01448
OG0001035	Prba.g_00473	Syat.g_01885
OG0001036	Prba.g_00477	Syat.g_01939
OG0001037	Prba.g_00478	Syat.g_01941
OG0001038	Prba.g_00495	Syat.g_02058
OG0001039	Prba.g_00498	Syat.g_02061
OG0001040	Prba.g_00500	Syat.g_02064
OG0001041	Prba.g_00504	Syat.g_02070
OG0001042	Prba.g_00520	Syat.g_02100
OG0001043	Prba.g_00521	Syat.g_02103
OG0001044	Prba.g_00549	Syat.g_01615
OG0001045	Prba.g_00558	Syat.g_01602
OG0001046	Prba.g_00873	Syat.g_00552
OG0001047	Prba.g_01022	Syat.g_02973
OG0001048	Prba.g_01021	Syat.g_02974
OG0001049	Prba.g_01019	Syat.g_01290
OG0001050	Prba.g_01018	Syat.g_01289
OG0001051	Prba.g_01017	Syat.g_01288
OG0001052	Prba.g_00990	Syat.g_01375
OG0001053	Prba.g_00978	Syat.g_03173
OG0001054	Prba.g_00963	Syat.g_03192
OG0001055	Prba.g_00944	Syat.g_03224
OG0001056	Prba.g_00925	Syat.g_03275
OG0001057	Prba.g_01774	Syat.g_00102
OG0001058	Prba.g_01766	Syat.g_00079
OG0001059	Prba.g_01762	Syat.g_00075
OG0001061	Prba.g_01742	Syat.g_00051
OG0001062	Prba.g_01740	Syat.g_00048
OG0001063	Prba.g_01738	Syat.g_00042
OG0001064	Prba.g_01737	Syat.g_00041
OG0001065	Prba.g_01736	Syat.g_00040
OG0001066	Prba.g_01735	Syat.g_00039
OG0001067	Prba.g_01734	Syat.g_00038
OG0001068	Prba.g_01733	Syat.g_00037
OG0001069	Prba.g_01732	Syat.g_00036
OG0001070	Prba.g_01729	Syat.g_00032
OG0001071	Prba.g_01728	Syat.g_00031
OG0001072	Prba.g_01727	Syat.g_00028
OG0001073	Prba.g_01713	Syat.g_00009
OG0001074	Prba.g_01702	Syat.g_01015
OG0001075	Prba.g_01701	Syat.g_01037
OG0001076	Prba.g_01693	Syat.g_03315
OG0001077	Prba.g_01689	Syat.g_03290
OG0001078	Prba.g_01681	Syat.g_00118
OG0001079	Prba.g_01670	Syat.g_00378
OG0001080	Prba.g_01664	Syat.g_00368
OG0001081	Prba.g_01662	Syat.g_00366
OG0001082	Prba.g_01661	Syat.g_00365
OG0001083	Prba.g_01656	Syat.g_00390
OG0001084	Prba.g_01655	Syat.g_00391
OG0001085	Prba.g_01647	Syat.g_00408
OG0001086	Prba.g_01646	Syat.g_00410
OG0001087	Prba.g_01629	Syat.g_03277
OG0001088	Prba.g_01628	Syat.g_02496
OG0001089	Prba.g_01620	Syat.g_00818
OG0001090	Prba.g_01593	Syat.g_00659
OG0001091	Prba.g_01591	Syat.g_00661
OG0001092	Prba.g_01590	Syat.g_00663
OG0001093	Prba.g_01585	Syat.g_00669
OG0001094	Prba.g_01505	Syat.g_00473
OG0001095	Prba.g_01486	Syat.g_00497
OG0001096	Prba.g_01473	Syat.g_00516
OG0001097	Prba.g_01454	Syat.g_00743
OG0001098	Prba.g_01439	Syat.g_01672
OG0001099	Prba.g_01407	Syat.g_02943
OG0001100	Prba.g_01403	Syat.g_00418
OG0001101	Prba.g_01401	Syat.g_00420
OG0001102	Prba.g_01398	Syat.g_00423
OG0001103	Prba.g_01396	Syat.g_00425
OG0001104	Prba.g_01374	Syat.g_00458
OG0001105	Prba.g_01370	Syat.g_00461
OG0001106	Prba.g_01346	Syat.g_00598
OG0001107	Prba.g_01339	Syat.g_00580
OG0001108	Prba.g_01335	Syat.g_00570
OG0001109	Prba.g_01334	Syat.g_00568
OG0001110	Prba.g_01332	Syat.g_00566
OG0001111	Prba.g_01331	Syat.g_00564
OG0001112	Prba.g_01330	Syat.g_00562
OG0001113	Prba.g_01329	Syat.g_00561
OG0001114	Prba.g_01328	Syat.g_00560
OG0001115	Prba.g_01326	Syat.g_00557
OG0001116	Prba.g_01325	Syat.g_00555
OG0001117	Prba.g_01324	Syat.g_00554
OG0001118	Prba.g_01323	Syat.g_00553
OG0001119	Prba.g_01322	Syat.g_00551
OG0001120	Prba.g_01320	Syat.g_00546
OG0001122	Prba.g_01292	Syat.g_00711
OG0001123	Prba.g_01288	Syat.g_00704
OG0001124	Prba.g_01286	Syat.g_00702
OG0001125	Prba.g_01285	Syat.g_00700
OG0001126	Prba.g_01275	Syat.g_00790
OG0001127	Prba.g_01274	Syat.g_00789
OG0001128	Prba.g_01272	Syat.g_00786
OG0001129	Prba.g_01271	Syat.g_00784
OG0001130	Prba.g_01270	Syat.g_00783
OG0001131	Prba.g_01234	Syat.g_01674
OG0001132	Prba.g_01225	Syat.g_00965
OG0001133	Prba.g_00729	Syat.g_03311
OG0001136	Prba.g_00067	Syat.g_03257
OG0001137	Prba.g_00055	Syat.g_00306
OG0001138	Prba.g_00037	Syat.g_00214
OG0001139	Prba.g_00036	Syat.g_00209
OG0001140	Prba.g_00035	Syat.g_00208
OG0001141	Prba.g_00034	Syat.g_00207
OG0001142	Prba.g_00033	Syat.g_00206
OG0001143	Prba.g_00026	Syat.g_00925
OG0001144	Prba.g_00021	Syat.g_00906
OG0001145	Prba.g_01184	Syat.g_01117
OG0001146	Prba.g_01196	Syat.g_01158
OG0001147	Prba.g_00210	Syat.g_01368
OG0001148	Prba.g_00194	Syat.g_01297
OG0001149	Prba.g_00193	Syat.g_01298
OG0001150	Prba.g_00192	Syat.g_01299
OG0001151	Prba.g_00181	Syat.g_01420
OG0001152	Prba.g_00180	Syat.g_01421
OG0001153	Prba.g_00681	Syat.g_01346
OG0001154	Prba.g_00680	Syat.g_01347
OG0001155	Prba.g_00343	Syat.g_02774
OG0001156	Prba.g_00340	Syat.g_02978
OG0001157	Prba.g_00339	Syat.g_02977
OG0001158	Prba.g_00338	Syat.g_02976
OG0001159	Prba.g_00337	Syat.g_02975
OG0001160	Prba.g_00313	Syat.g_03104
OG0001161	Prba.g_00300	Syat.g_02384
OG0001162	Prba.g_00289	Syat.g_01528
OG0001163	Prba.g_00234	Syat.g_03112
OG0001164	Prba.g_00230	Syat.g_03116
OG0001165	Prba.g_00227	Syat.g_03121
OG0001166	Prba.g_00601	Syat.g_03050
OG0001167	Prba.g_00584	Syat.g_03019
OG0001168	Prba.g_00582	Syat.g_03017
OG0001169	Prba.g_00580	Syat.g_03015
OG0001170	Prba.g_00578	Syat.g_03013
OG0001171	Prba.g_00569	Syat.g_03001
OG0001172	Prba.g_00360	Syat.g_01858
OG0001173	Prba.g_00361	Syat.g_01857
OG0001174	Prba.g_00369	Syat.g_01849
OG0001175	Prba.g_00370	Syat.g_01848
OG0001176	Prba.g_00377	Syat.g_01831
