Orthogroup	Prac	Prbe
OG0000569	Prac.g_00750	Prbe.g_00513
OG0000570	Prac.g_00749	Prbe.g_00512
OG0000571	Prac.g_00747	Prbe.g_00510
OG0000572	Prac.g_00746	Prbe.g_00508
OG0000573	Prac.g_00745	Prbe.g_00507
OG0000574	Prac.g_00744	Prbe.g_00506
OG0000575	Prac.g_00743	Prbe.g_00504
OG0000576	Prac.g_00742	Prbe.g_00503
OG0000577	Prac.g_00741	Prbe.g_01490
OG0000578	Prac.g_00740	Prbe.g_01489
OG0000579	Prac.g_00739	Prbe.g_01488
OG0000580	Prac.g_00738	Prbe.g_01487
OG0000581	Prac.g_00737	Prbe.g_01486
OG0000582	Prac.g_00736	Prbe.g_01485
OG0000583	Prac.g_00735	Prbe.g_01484
OG0000584	Prac.g_00733	Prbe.g_01482
OG0000585	Prac.g_00732	Prbe.g_01481
OG0000586	Prac.g_00731	Prbe.g_01479
OG0000587	Prac.g_00730	Prbe.g_01478
OG0000588	Prac.g_00729	Prbe.g_01477
OG0000589	Prac.g_00728	Prbe.g_01476
OG0000590	Prac.g_00727	Prbe.g_01475
OG0000591	Prac.g_00726	Prbe.g_01474
OG0000592	Prac.g_00725	Prbe.g_01473
OG0000593	Prac.g_00724	Prbe.g_01472
OG0000594	Prac.g_00723	Prbe.g_01471
OG0000595	Prac.g_00722	Prbe.g_01470
OG0000596	Prac.g_00721	Prbe.g_01469
OG0000597	Prac.g_00717	Prbe.g_01465
OG0000598	Prac.g_00716	Prbe.g_01464
OG0000599	Prac.g_00715	Prbe.g_01463
OG0000600	Prac.g_00714	Prbe.g_01462
OG0000601	Prac.g_00713	Prbe.g_01461
OG0000602	Prac.g_00712	Prbe.g_01460
OG0000603	Prac.g_00711	Prbe.g_01459
OG0000604	Prac.g_00710	Prbe.g_01458
OG0000605	Prac.g_00709	Prbe.g_01457
OG0000606	Prac.g_00708	Prbe.g_01456
OG0000607	Prac.g_00707	Prbe.g_01454
OG0000608	Prac.g_00706	Prbe.g_01453
OG0000609	Prac.g_00704	Prbe.g_01451
OG0000610	Prac.g_00703	Prbe.g_01450
OG0000611	Prac.g_00701	Prbe.g_00444
OG0000612	Prac.g_00700	Prbe.g_00445
OG0000613	Prac.g_00698	Prbe.g_00447
OG0000614	Prac.g_00692	Prbe.g_00453
OG0000615	Prac.g_00691	Prbe.g_00454
OG0000616	Prac.g_00690	Prbe.g_00455
OG0000617	Prac.g_00688	Prbe.g_00458
OG0000618	Prac.g_00687	Prbe.g_00459
OG0000619	Prac.g_00686	Prbe.g_00460
OG0000620	Prac.g_00684	Prbe.g_00462
OG0000621	Prac.g_00683	Prbe.g_00463
OG0000622	Prac.g_00682	Prbe.g_00464
OG0000623	Prac.g_00681	Prbe.g_00465
OG0000624	Prac.g_00679	Prbe.g_00468
OG0000625	Prac.g_00678	Prbe.g_01199
OG0000626	Prac.g_00677	Prbe.g_01200
OG0000627	Prac.g_00676	Prbe.g_01203
OG0000628	Prac.g_00675	Prbe.g_01204
OG0000629	Prac.g_00674	Prbe.g_01205
OG0000630	Prac.g_00672	Prbe.g_01207
OG0000631	Prac.g_00671	Prbe.g_01209
OG0000632	Prac.g_00667	Prbe.g_01197
OG0000633	Prac.g_00666	Prbe.g_00403
OG0000634	Prac.g_01559	Prbe.g_01215
OG0000635	Prac.g_01557	Prbe.g_01437
OG0000636	Prac.g_01556	Prbe.g_01436
OG0000637	Prac.g_01554	Prbe.g_01434
OG0000638	Prac.g_01553	Prbe.g_01433
OG0000639	Prac.g_01552	Prbe.g_01432
OG0000640	Prac.g_01551	Prbe.g_01431
OG0000641	Prac.g_01550	Prbe.g_01430
OG0000642	Prac.g_01549	Prbe.g_01429
OG0000643	Prac.g_01548	Prbe.g_01428
OG0000644	Prac.g_01546	Prbe.g_01426
OG0000645	Prac.g_01545	Prbe.g_01424
OG0000646	Prac.g_01544	Prbe.g_01423
OG0000647	Prac.g_01543	Prbe.g_01422
OG0000648	Prac.g_01542	Prbe.g_01421
OG0000649	Prac.g_01541	Prbe.g_01420
OG0000650	Prac.g_01540	Prbe.g_01419
OG0000651	Prac.g_01539	Prbe.g_01418
OG0000652	Prac.g_01537	Prbe.g_01416
OG0000653	Prac.g_01523	Prbe.g_01604
OG0000654	Prac.g_01521	Prbe.g_00055
OG0000655	Prac.g_01513	Prbe.g_00496
OG0000656	Prac.g_01508	Prbe.g_00909
OG0000657	Prac.g_01507	Prbe.g_00487
OG0000658	Prac.g_01506	Prbe.g_00488
OG0000659	Prac.g_01505	Prbe.g_00489
OG0000660	Prac.g_01498	Prbe.g_01889
OG0000661	Prac.g_01489	Prbe.g_01317
OG0000662	Prac.g_01487	Prbe.g_01321
OG0000663	Prac.g_01484	Prbe.g_01323
OG0000664	Prac.g_01483	Prbe.g_01324
OG0000665	Prac.g_01482	Prbe.g_01325
OG0000666	Prac.g_01481	Prbe.g_01438
OG0000667	Prac.g_01480	Prbe.g_01217
OG0000668	Prac.g_01479	Prbe.g_01218
OG0000669	Prac.g_01478	Prbe.g_01219
OG0000670	Prac.g_01476	Prbe.g_01221
OG0000671	Prac.g_01475	Prbe.g_01222
OG0000672	Prac.g_01474	Prbe.g_01223
OG0000673	Prac.g_01473	Prbe.g_01224
OG0000674	Prac.g_01472	Prbe.g_01225
OG0000675	Prac.g_01471	Prbe.g_01226
OG0000676	Prac.g_01469	Prbe.g_01228
OG0000677	Prac.g_01467	Prbe.g_01230
OG0000678	Prac.g_01466	Prbe.g_01231
OG0000679	Prac.g_01465	Prbe.g_01232
OG0000680	Prac.g_01464	Prbe.g_01233
OG0000681	Prac.g_01463	Prbe.g_01234
OG0000682	Prac.g_01462	Prbe.g_01235
OG0000683	Prac.g_01461	Prbe.g_01236
OG0000684	Prac.g_01460	Prbe.g_01238
OG0000685	Prac.g_01459	Prbe.g_01239
OG0000686	Prac.g_01458	Prbe.g_01240
OG0000687	Prac.g_01457	Prbe.g_01241
OG0000688	Prac.g_01456	Prbe.g_01242
OG0000689	Prac.g_01455	Prbe.g_01243
OG0000690	Prac.g_01454	Prbe.g_01244
OG0000691	Prac.g_01452	Prbe.g_01246
OG0000692	Prac.g_01451	Prbe.g_01247
OG0000693	Prac.g_01450	Prbe.g_01248
OG0000694	Prac.g_01449	Prbe.g_01249
OG0000695	Prac.g_01448	Prbe.g_01250
OG0000696	Prac.g_01447	Prbe.g_01251
OG0000697	Prac.g_01445	Prbe.g_01253
OG0000698	Prac.g_01444	Prbe.g_01254
OG0000699	Prac.g_01441	Prbe.g_01258
OG0000700	Prac.g_01440	Prbe.g_01259
OG0000701	Prac.g_01439	Prbe.g_01261
OG0000702	Prac.g_01438	Prbe.g_01262
OG0000703	Prac.g_01437	Prbe.g_01263
OG0000704	Prac.g_01436	Prbe.g_01264
OG0000705	Prac.g_01434	Prbe.g_01266
OG0000706	Prac.g_01433	Prbe.g_01267
OG0000707	Prac.g_01432	Prbe.g_01268
OG0000708	Prac.g_01431	Prbe.g_01269
OG0000709	Prac.g_01430	Prbe.g_01270
OG0000710	Prac.g_01429	Prbe.g_01271
OG0000711	Prac.g_01428	Prbe.g_01272
OG0000712	Prac.g_01427	Prbe.g_01273
OG0000713	Prac.g_01426	Prbe.g_01274
OG0000714	Prac.g_01424	Prbe.g_01278
OG0000715	Prac.g_01423	Prbe.g_01279
OG0000716	Prac.g_01422	Prbe.g_01280
OG0000717	Prac.g_01421	Prbe.g_01281
OG0000718	Prac.g_01420	Prbe.g_01282
OG0000719	Prac.g_01418	Prbe.g_01284
OG0000720	Prac.g_01416	Prbe.g_01288
OG0000721	Prac.g_01415	Prbe.g_01289
OG0000722	Prac.g_01401	Prbe.g_00105
OG0000723	Prac.g_01396	Prbe.g_00110
OG0000724	Prac.g_01393	Prbe.g_00406
OG0000725	Prac.g_01392	Prbe.g_00408
OG0000726	Prac.g_01391	Prbe.g_00409
OG0000727	Prac.g_01390	Prbe.g_00411
OG0000728	Prac.g_01389	Prbe.g_00412
OG0000729	Prac.g_01387	Prbe.g_00414
OG0000730	Prac.g_01386	Prbe.g_00415
OG0000731	Prac.g_01384	Prbe.g_00417
OG0000732	Prac.g_01383	Prbe.g_00418
OG0000733	Prac.g_01382	Prbe.g_00419
OG0000734	Prac.g_01381	Prbe.g_00420
OG0000735	Prac.g_01380	Prbe.g_00421
OG0000736	Prac.g_01378	Prbe.g_00423
OG0000737	Prac.g_01377	Prbe.g_00424
OG0000738	Prac.g_01375	Prbe.g_00426
OG0000739	Prac.g_01374	Prbe.g_00427
OG0000740	Prac.g_01373	Prbe.g_00428
OG0000741	Prac.g_01371	Prbe.g_00430
OG0000742	Prac.g_01370	Prbe.g_00431
OG0000743	Prac.g_01367	Prbe.g_00435
OG0000744	Prac.g_01366	Prbe.g_00436
OG0000745	Prac.g_01365	Prbe.g_00438
OG0000746	Prac.g_01364	Prbe.g_00439
OG0000747	Prac.g_01363	Prbe.g_00440
OG0000748	Prac.g_01362	Prbe.g_00441
OG0000749	Prac.g_01361	Prbe.g_00442
OG0000750	Prac.g_01360	Prbe.g_00443
OG0000751	Prac.g_01358	Prbe.g_01446
OG0000752	Prac.g_01357	Prbe.g_01445
OG0000753	Prac.g_01356	Prbe.g_01444
OG0000754	Prac.g_01355	Prbe.g_01443
OG0000755	Prac.g_01353	Prbe.g_01441
OG0000756	Prac.g_01352	Prbe.g_01440
OG0000757	Prac.g_01351	Prbe.g_01439
OG0000758	Prac.g_01350	Prbe.g_01326
OG0000759	Prac.g_01349	Prbe.g_01327
OG0000760	Prac.g_01348	Prbe.g_01328
OG0000761	Prac.g_01347	Prbe.g_01329
OG0000762	Prac.g_01345	Prbe.g_01331
OG0000763	Prac.g_01344	Prbe.g_01332
OG0000764	Prac.g_01343	Prbe.g_01333
OG0000765	Prac.g_01342	Prbe.g_01334
OG0000766	Prac.g_01341	Prbe.g_01335
OG0000767	Prac.g_01340	Prbe.g_01336
OG0000768	Prac.g_01339	Prbe.g_01337
OG0000769	Prac.g_01338	Prbe.g_01338
OG0000770	Prac.g_01337	Prbe.g_01340
OG0000771	Prac.g_01336	Prbe.g_01341
OG0000772	Prac.g_01335	Prbe.g_01400
OG0000773	Prac.g_01333	Prbe.g_01343
OG0000774	Prac.g_01332	Prbe.g_01344
OG0000775	Prac.g_01331	Prbe.g_01345
OG0000776	Prac.g_01330	Prbe.g_01347
OG0000777	Prac.g_01329	Prbe.g_01348
OG0000778	Prac.g_01328	Prbe.g_01349
OG0000779	Prac.g_01326	Prbe.g_01351
OG0000780	Prac.g_01325	Prbe.g_01352
OG0000781	Prac.g_01324	Prbe.g_01353
OG0000782	Prac.g_01322	Prbe.g_01355
OG0000783	Prac.g_01321	Prbe.g_01356
OG0000784	Prac.g_01320	Prbe.g_01357
OG0000785	Prac.g_01319	Prbe.g_01358
OG0000786	Prac.g_01318	Prbe.g_01359
OG0000787	Prac.g_01316	Prbe.g_01361
OG0000788	Prac.g_01315	Prbe.g_01362
OG0000789	Prac.g_01314	Prbe.g_01363
OG0000790	Prac.g_01313	Prbe.g_01364
OG0000791	Prac.g_01312	Prbe.g_01365
OG0000792	Prac.g_01311	Prbe.g_01615
OG0000793	Prac.g_01310	Prbe.g_01367
OG0000794	Prac.g_01309	Prbe.g_01368
OG0000795	Prac.g_01308	Prbe.g_01369
OG0000796	Prac.g_01307	Prbe.g_01372
OG0000797	Prac.g_01305	Prbe.g_01373
OG0000798	Prac.g_01304	Prbe.g_01374
OG0000799	Prac.g_01303	Prbe.g_01375
OG0000800	Prac.g_01302	Prbe.g_01376
OG0000801	Prac.g_01301	Prbe.g_01377
OG0000802	Prac.g_01299	Prbe.g_01379
OG0000803	Prac.g_01298	Prbe.g_01380
OG0000804	Prac.g_01287	Prbe.g_01384
OG0000805	Prac.g_01285	Prbe.g_01386
OG0000806	Prac.g_01284	Prbe.g_01387
OG0000807	Prac.g_01283	Prbe.g_01388
OG0000808	Prac.g_01282	Prbe.g_01389
OG0000809	Prac.g_01278	Prbe.g_01395
OG0000810	Prac.g_01277	Prbe.g_01397
OG0000811	Prac.g_01276	Prbe.g_01398
OG0000812	Prac.g_01275	Prbe.g_01399
OG0000813	Prac.g_01274	Prbe.g_01402
OG0000814	Prac.g_01273	Prbe.g_01403
OG0000815	Prac.g_01272	Prbe.g_01404
OG0000816	Prac.g_01270	Prbe.g_01407
OG0000817	Prac.g_01267	Prbe.g_01308
OG0000818	Prac.g_01266	Prbe.g_01307
OG0000819	Prac.g_01264	Prbe.g_01305
OG0000820	Prac.g_01263	Prbe.g_01304
OG0000821	Prac.g_01262	Prbe.g_01303
OG0000822	Prac.g_01261	Prbe.g_01302
OG0000823	Prac.g_01258	Prbe.g_01299
OG0000824	Prac.g_01257	Prbe.g_01298
OG0000825	Prac.g_01255	Prbe.g_01296
OG0000826	Prac.g_01254	Prbe.g_01295
OG0000827	Prac.g_01253	Prbe.g_01294
OG0000828	Prac.g_01251	Prbe.g_01292
OG0000829	Prac.g_01225	Prbe.g_01919
OG0000830	Prac.g_01216	Prbe.g_00071
OG0000831	Prac.g_01213	Prbe.g_01597
OG0000832	Prac.g_01212	Prbe.g_00492
OG0000833	Prac.g_01205	Prbe.g_00915
OG0000834	Prac.g_01046	Prbe.g_01591
OG0000835	Prac.g_01042	Prbe.g_01898
OG0000836	Prac.g_01040	Prbe.g_01618
OG0000837	Prac.g_01031	Prbe.g_00374
OG0000838	Prac.g_01017	Prbe.g_00042
OG0000839	Prac.g_01016	Prbe.g_00043
OG0000840	Prac.g_01011	Prbe.g_00060
OG0000841	Prac.g_01004	Prbe.g_01571
OG0000842	Prac.g_01000	Prbe.g_01565
OG0000843	Prac.g_00998	Prbe.g_01563
OG0000844	Prac.g_00997	Prbe.g_01562
OG0000845	Prac.g_00996	Prbe.g_01561
OG0000846	Prac.g_00995	Prbe.g_01560
OG0000847	Prac.g_00994	Prbe.g_01559
OG0000848	Prac.g_00993	Prbe.g_01558
OG0000849	Prac.g_00992	Prbe.g_01557
OG0000850	Prac.g_00991	Prbe.g_01556
OG0000851	Prac.g_00989	Prbe.g_01553
OG0000852	Prac.g_00986	Prbe.g_01550
OG0000853	Prac.g_00984	Prbe.g_01548
OG0000854	Prac.g_00983	Prbe.g_01547
OG0000855	Prac.g_00982	Prbe.g_01546
OG0000856	Prac.g_00981	Prbe.g_01545
OG0000857	Prac.g_00980	Prbe.g_01544
OG0000858	Prac.g_00978	Prbe.g_01541
OG0000859	Prac.g_00977	Prbe.g_01540
OG0000860	Prac.g_00976	Prbe.g_01539
OG0000861	Prac.g_00975	Prbe.g_01538
OG0000862	Prac.g_00974	Prbe.g_01537
OG0000863	Prac.g_00973	Prbe.g_01535
OG0000864	Prac.g_00972	Prbe.g_01534
OG0000865	Prac.g_00971	Prbe.g_01533
OG0000866	Prac.g_00970	Prbe.g_01532
OG0000867	Prac.g_00967	Prbe.g_01530
OG0000868	Prac.g_00965	Prbe.g_01528
OG0000869	Prac.g_00964	Prbe.g_01527
OG0000870	Prac.g_00963	Prbe.g_01524
OG0000871	Prac.g_00962	Prbe.g_01523
OG0000872	Prac.g_00961	Prbe.g_01521
OG0000873	Prac.g_00960	Prbe.g_01520
OG0000874	Prac.g_00959	Prbe.g_01519
OG0000875	Prac.g_00958	Prbe.g_01517
OG0000876	Prac.g_00956	Prbe.g_01515
OG0000877	Prac.g_00955	Prbe.g_01514
OG0000878	Prac.g_00954	Prbe.g_01513
OG0000879	Prac.g_00953	Prbe.g_01512
OG0000880	Prac.g_00952	Prbe.g_01511
OG0000881	Prac.g_00951	Prbe.g_01510
OG0000882	Prac.g_00950	Prbe.g_01509
OG0000883	Prac.g_00949	Prbe.g_01508
OG0000884	Prac.g_00948	Prbe.g_01507
OG0000885	Prac.g_00947	Prbe.g_01506
OG0000886	Prac.g_00946	Prbe.g_01505
OG0000887	Prac.g_00945	Prbe.g_01504
OG0000888	Prac.g_00944	Prbe.g_01503
OG0000889	Prac.g_00943	Prbe.g_01502
OG0000890	Prac.g_00942	Prbe.g_01501
OG0000891	Prac.g_00941	Prbe.g_01500
OG0000892	Prac.g_00940	Prbe.g_01499
OG0000893	Prac.g_00939	Prbe.g_01498
OG0000894	Prac.g_00937	Prbe.g_01497
OG0000895	Prac.g_00936	Prbe.g_01496
OG0000896	Prac.g_00934	Prbe.g_01494
OG0000897	Prac.g_00933	Prbe.g_01493
OG0000898	Prac.g_00932	Prbe.g_01492
OG0000899	Prac.g_00931	Prbe.g_01491
OG0000900	Prac.g_00929	Prbe.g_00502
OG0000901	Prac.g_00154	Prbe.g_01128
OG0000902	Prac.g_00164	Prbe.g_00904
OG0000903	Prac.g_00165	Prbe.g_00903
OG0000904	Prac.g_00166	Prbe.g_00902
OG0000905	Prac.g_00167	Prbe.g_00901
OG0000906	Prac.g_00168	Prbe.g_00900
OG0000907	Prac.g_00170	Prbe.g_00898
OG0000908	Prac.g_00171	Prbe.g_00897
OG0000909	Prac.g_00172	Prbe.g_00896
OG0000910	Prac.g_00173	Prbe.g_00895
OG0000911	Prac.g_00174	Prbe.g_00894
OG0000912	Prac.g_00177	Prbe.g_00891
OG0000913	Prac.g_00178	Prbe.g_00890
OG0000914	Prac.g_00179	Prbe.g_00889
OG0000915	Prac.g_00181	Prbe.g_00886
OG0000916	Prac.g_00182	Prbe.g_00885
OG0000917	Prac.g_00183	Prbe.g_00884
OG0000918	Prac.g_00184	Prbe.g_00883
OG0000919	Prac.g_00185	Prbe.g_00882
OG0000920	Prac.g_00186	Prbe.g_00881
OG0000921	Prac.g_00188	Prbe.g_00878
OG0000922	Prac.g_00189	Prbe.g_00877
OG0000923	Prac.g_00199	Prbe.g_00397
OG0000924	Prac.g_00200	Prbe.g_00398
OG0000925	Prac.g_00203	Prbe.g_00869
OG0000926	Prac.g_00204	Prbe.g_00634
OG0000927	Prac.g_00205	Prbe.g_01614
OG0000928	Prac.g_00207	Prbe.g_00212
OG0000929	Prac.g_00209	Prbe.g_01592
OG0000930	Prac.g_00211	Prbe.g_01574
OG0000931	Prac.g_00212	Prbe.g_01286
OG0000932	Prac.g_00215	Prbe.g_01611
OG0000933	Prac.g_00219	Prbe.g_00371
OG0000934	Prac.g_00220	Prbe.g_00370
OG0000935	Prac.g_00221	Prbe.g_00369
OG0000936	Prac.g_00222	Prbe.g_00368
OG0000937	Prac.g_00223	Prbe.g_00367
OG0000938	Prac.g_00224	Prbe.g_00366
OG0000939	Prac.g_00225	Prbe.g_00365
OG0000940	Prac.g_00226	Prbe.g_00364
OG0000941	Prac.g_00227	Prbe.g_00363
OG0000942	Prac.g_00228	Prbe.g_00362
OG0000943	Prac.g_00229	Prbe.g_00361
OG0000944	Prac.g_00230	Prbe.g_00360
OG0000945	Prac.g_00231	Prbe.g_00359
OG0000946	Prac.g_00232	Prbe.g_00358
OG0000947	Prac.g_00233	Prbe.g_00357
OG0000948	Prac.g_00234	Prbe.g_00356
OG0000949	Prac.g_00235	Prbe.g_00355
OG0000950	Prac.g_00447	Prbe.g_00792
OG0000951	Prac.g_00429	Prbe.g_00328
OG0000952	Prac.g_00428	Prbe.g_00327
OG0000953	Prac.g_00427	Prbe.g_00326
OG0000954	Prac.g_00426	Prbe.g_00325
OG0000955	Prac.g_00425	Prbe.g_00324
OG0000956	Prac.g_00423	Prbe.g_00322
OG0000957	Prac.g_00422	Prbe.g_00321
OG0000958	Prac.g_00421	Prbe.g_00320
OG0000959	Prac.g_00420	Prbe.g_00319
OG0000960	Prac.g_00419	Prbe.g_00318
OG0000961	Prac.g_00418	Prbe.g_00317
OG0000962	Prac.g_00417	Prbe.g_00316
OG0000963	Prac.g_00416	Prbe.g_00315
OG0000964	Prac.g_00415	Prbe.g_00314
OG0000965	Prac.g_00413	Prbe.g_00313
OG0000966	Prac.g_00412	Prbe.g_00312
OG0000967	Prac.g_00409	Prbe.g_00309
OG0000968	Prac.g_00408	Prbe.g_00308
OG0000969	Prac.g_00407	Prbe.g_00307
OG0000970	Prac.g_00406	Prbe.g_00306
OG0000971	Prac.g_00405	Prbe.g_00305
OG0000972	Prac.g_00404	Prbe.g_00304
OG0000973	Prac.g_00402	Prbe.g_00302
OG0000974	Prac.g_00401	Prbe.g_00301
OG0000975	Prac.g_00400	Prbe.g_00300
OG0000976	Prac.g_00399	Prbe.g_00299
OG0000977	Prac.g_00398	Prbe.g_00298
OG0000978	Prac.g_00397	Prbe.g_00297
OG0000979	Prac.g_00396	Prbe.g_00296
OG0000980	Prac.g_00395	Prbe.g_00295
OG0000981	Prac.g_00394	Prbe.g_00294
OG0000982	Prac.g_00393	Prbe.g_00293
OG0000983	Prac.g_00392	Prbe.g_00292
OG0000984	Prac.g_00388	Prbe.g_00288
OG0000985	Prac.g_00387	Prbe.g_00287
OG0000986	Prac.g_00386	Prbe.g_00286
OG0000987	Prac.g_00384	Prbe.g_00284
OG0000988	Prac.g_00383	Prbe.g_00283
OG0000989	Prac.g_00382	Prbe.g_00282
OG0000990	Prac.g_00381	Prbe.g_00281
OG0000991	Prac.g_00380	Prbe.g_00280
OG0000992	Prac.g_00379	Prbe.g_00279
OG0000993	Prac.g_00378	Prbe.g_00278
OG0000994	Prac.g_00377	Prbe.g_00277
OG0000995	Prac.g_00376	Prbe.g_00276
OG0000996	Prac.g_00375	Prbe.g_00275
OG0000997	Prac.g_00373	Prbe.g_00273
OG0000998	Prac.g_00370	Prbe.g_00267
OG0000999	Prac.g_00368	Prbe.g_00265
OG0001000	Prac.g_00367	Prbe.g_00263
OG0001001	Prac.g_00366	Prbe.g_00261
OG0001002	Prac.g_00364	Prbe.g_00259
OG0001003	Prac.g_00363	Prbe.g_00258
OG0001004	Prac.g_00362	Prbe.g_00257
OG0001005	Prac.g_00361	Prbe.g_00256
OG0001006	Prac.g_00359	Prbe.g_00254
OG0001007	Prac.g_00358	Prbe.g_00253
OG0001008	Prac.g_00357	Prbe.g_00252
OG0001009	Prac.g_00356	Prbe.g_00251
OG0001010	Prac.g_00355	Prbe.g_00250
OG0001011	Prac.g_00354	Prbe.g_00249
OG0001012	Prac.g_00353	Prbe.g_00248
OG0001013	Prac.g_00352	Prbe.g_00247
OG0001014	Prac.g_00351	Prbe.g_00246
OG0001015	Prac.g_00350	Prbe.g_00245
OG0001016	Prac.g_00349	Prbe.g_00244
OG0001017	Prac.g_00348	Prbe.g_00243
OG0001018	Prac.g_00347	Prbe.g_00242
OG0001019	Prac.g_00346	Prbe.g_00241
OG0001020	Prac.g_00345	Prbe.g_00240
OG0001021	Prac.g_00344	Prbe.g_00239
OG0001022	Prac.g_00343	Prbe.g_00238
OG0001023	Prac.g_00342	Prbe.g_00237
OG0001024	Prac.g_00340	Prbe.g_00235
OG0001025	Prac.g_00339	Prbe.g_00234
OG0001026	Prac.g_00338	Prbe.g_00233
OG0001027	Prac.g_00337	Prbe.g_00232
OG0001028	Prac.g_00336	Prbe.g_00229
OG0001029	Prac.g_00335	Prbe.g_00228
OG0001030	Prac.g_00332	Prbe.g_00225
OG0001031	Prac.g_00331	Prbe.g_00224
OG0001032	Prac.g_00324	Prbe.g_01042
OG0001033	Prac.g_00317	Prbe.g_00505
OG0001034	Prac.g_00288	Prbe.g_01237
OG0001035	Prac.g_00631	Prbe.g_00992
OG0001036	Prac.g_00630	Prbe.g_00991
OG0001037	Prac.g_00624	Prbe.g_00984
OG0001038	Prac.g_00623	Prbe.g_00983
OG0001039	Prac.g_00622	Prbe.g_00982
OG0001040	Prac.g_00621	Prbe.g_00981
OG0001041	Prac.g_00619	Prbe.g_00979
OG0001042	Prac.g_00618	Prbe.g_00978
OG0001043	Prac.g_00617	Prbe.g_00977
OG0001044	Prac.g_00616	Prbe.g_00976
OG0001045	Prac.g_00615	Prbe.g_00975
OG0001046	Prac.g_00614	Prbe.g_00973
OG0001047	Prac.g_00613	Prbe.g_00972
OG0001048	Prac.g_00611	Prbe.g_00971
OG0001049	Prac.g_00610	Prbe.g_00970
OG0001050	Prac.g_00609	Prbe.g_00969
OG0001051	Prac.g_00608	Prbe.g_00968
OG0001052	Prac.g_00607	Prbe.g_00967
OG0001053	Prac.g_00606	Prbe.g_00966
OG0001054	Prac.g_00605	Prbe.g_00965
OG0001055	Prac.g_00604	Prbe.g_00964
OG0001056	Prac.g_00603	Prbe.g_00963
OG0001057	Prac.g_00601	Prbe.g_00961
OG0001058	Prac.g_00600	Prbe.g_00960
OG0001059	Prac.g_00599	Prbe.g_00959
OG0001060	Prac.g_00598	Prbe.g_00958
OG0001061	Prac.g_00597	Prbe.g_00957
OG0001062	Prac.g_00596	Prbe.g_00956
OG0001063	Prac.g_00595	Prbe.g_00955
OG0001064	Prac.g_00594	Prbe.g_00954
OG0001065	Prac.g_00593	Prbe.g_00953
OG0001066	Prac.g_00592	Prbe.g_00952
OG0001067	Prac.g_00591	Prbe.g_00951
OG0001068	Prac.g_00590	Prbe.g_00950
OG0001069	Prac.g_00587	Prbe.g_00947
OG0001070	Prac.g_00585	Prbe.g_00945
OG0001071	Prac.g_00584	Prbe.g_00944
OG0001072	Prac.g_00583	Prbe.g_00943
OG0001073	Prac.g_00582	Prbe.g_00942
OG0001074	Prac.g_00581	Prbe.g_00941
OG0001075	Prac.g_00580	Prbe.g_00939
OG0001076	Prac.g_00578	Prbe.g_00937
OG0001077	Prac.g_00577	Prbe.g_00936
OG0001078	Prac.g_00576	Prbe.g_00935
OG0001079	Prac.g_00575	Prbe.g_00934
OG0001080	Prac.g_00574	Prbe.g_00933
OG0001081	Prac.g_00573	Prbe.g_00932
OG0001082	Prac.g_00572	Prbe.g_00931
OG0001083	Prac.g_00571	Prbe.g_00930
OG0001084	Prac.g_00570	Prbe.g_00929
OG0001085	Prac.g_00569	Prbe.g_00928
OG0001086	Prac.g_00476	Prbe.g_00922
OG0001087	Prac.g_00477	Prbe.g_00920
OG0001088	Prac.g_00478	Prbe.g_00919
OG0001089	Prac.g_00480	Prbe.g_01112
OG0001090	Prac.g_00481	Prbe.g_01111
OG0001091	Prac.g_00482	Prbe.g_01110
OG0001092	Prac.g_00483	Prbe.g_01109
OG0001093	Prac.g_00484	Prbe.g_01108
OG0001094	Prac.g_00485	Prbe.g_01107
OG0001095	Prac.g_00486	Prbe.g_01106
OG0001096	Prac.g_00487	Prbe.g_01105
OG0001097	Prac.g_00488	Prbe.g_01104
OG0001098	Prac.g_00489	Prbe.g_01103
OG0001099	Prac.g_00490	Prbe.g_01102
OG0001100	Prac.g_00491	Prbe.g_01101
OG0001101	Prac.g_00492	Prbe.g_01100
OG0001102	Prac.g_00495	Prbe.g_01096
OG0001103	Prac.g_00496	Prbe.g_01095
OG0001104	Prac.g_00497	Prbe.g_01092
OG0001105	Prac.g_00499	Prbe.g_01093
OG0001106	Prac.g_00501	Prbe.g_01097
OG0001107	Prac.g_00502	Prbe.g_01098
OG0001108	Prac.g_00503	Prbe.g_01099
OG0001109	Prac.g_00506	Prbe.g_01089
OG0001110	Prac.g_00508	Prbe.g_01087
OG0001111	Prac.g_00509	Prbe.g_01086
OG0001112	Prac.g_00510	Prbe.g_01085
OG0001113	Prac.g_00511	Prbe.g_01084
OG0001114	Prac.g_00512	Prbe.g_01083
OG0001115	Prac.g_00513	Prbe.g_01082
OG0001116	Prac.g_00514	Prbe.g_01081
OG0001117	Prac.g_00515	Prbe.g_01080
OG0001118	Prac.g_00516	Prbe.g_01079
OG0001119	Prac.g_00517	Prbe.g_01078
OG0001120	Prac.g_00518	Prbe.g_00867
OG0001121	Prac.g_00519	Prbe.g_00866
OG0001122	Prac.g_00520	Prbe.g_00865
OG0001123	Prac.g_00521	Prbe.g_00864
OG0001124	Prac.g_00522	Prbe.g_00863
OG0001125	Prac.g_00523	Prbe.g_00862
OG0001126	Prac.g_00524	Prbe.g_00861
OG0001127	Prac.g_00525	Prbe.g_00860
