Orthogroup	Prac	Prbg
OG0000569	Prac.g_00750	Prbg.g_00340
OG0000570	Prac.g_00749	Prbg.g_00341
OG0000571	Prac.g_00747	Prbg.g_00343
OG0000572	Prac.g_00746	Prbg.g_00345
OG0000573	Prac.g_00745	Prbg.g_00346
OG0000574	Prac.g_00744	Prbg.g_00347
OG0000575	Prac.g_00743	Prbg.g_00349
OG0000576	Prac.g_00742	Prbg.g_00350
OG0000577	Prac.g_00741	Prbg.g_01427
OG0000578	Prac.g_00740	Prbg.g_01426
OG0000579	Prac.g_00739	Prbg.g_01425
OG0000580	Prac.g_00738	Prbg.g_01424
OG0000581	Prac.g_00737	Prbg.g_01423
OG0000582	Prac.g_00736	Prbg.g_01422
OG0000583	Prac.g_00735	Prbg.g_01421
OG0000584	Prac.g_00733	Prbg.g_01419
OG0000585	Prac.g_00732	Prbg.g_01418
OG0000586	Prac.g_00731	Prbg.g_01416
OG0000587	Prac.g_00730	Prbg.g_01415
OG0000588	Prac.g_00729	Prbg.g_01414
OG0000589	Prac.g_00728	Prbg.g_01413
OG0000590	Prac.g_00727	Prbg.g_01412
OG0000591	Prac.g_00726	Prbg.g_01411
OG0000592	Prac.g_00725	Prbg.g_01410
OG0000593	Prac.g_00724	Prbg.g_01409
OG0000594	Prac.g_00723	Prbg.g_01408
OG0000595	Prac.g_00722	Prbg.g_01407
OG0000596	Prac.g_00721	Prbg.g_01406
OG0000597	Prac.g_00717	Prbg.g_01402
OG0000598	Prac.g_00716	Prbg.g_01401
OG0000599	Prac.g_00715	Prbg.g_01400
OG0000600	Prac.g_00714	Prbg.g_01399
OG0000601	Prac.g_00713	Prbg.g_01398
OG0000602	Prac.g_00712	Prbg.g_01397
OG0000603	Prac.g_00711	Prbg.g_01396
OG0000604	Prac.g_00710	Prbg.g_01395
OG0000605	Prac.g_00709	Prbg.g_01394
OG0000606	Prac.g_00708	Prbg.g_01393
OG0000607	Prac.g_00707	Prbg.g_01391
OG0000608	Prac.g_00706	Prbg.g_01390
OG0000609	Prac.g_00704	Prbg.g_01388
OG0000610	Prac.g_00703	Prbg.g_01387
OG0000611	Prac.g_00701	Prbg.g_01111
OG0000612	Prac.g_00700	Prbg.g_01112
OG0000613	Prac.g_00698	Prbg.g_01114
OG0000614	Prac.g_00692	Prbg.g_01120
OG0000615	Prac.g_00691	Prbg.g_01121
OG0000616	Prac.g_00690	Prbg.g_01122
OG0000617	Prac.g_00688	Prbg.g_01125
OG0000618	Prac.g_00687	Prbg.g_01126
OG0000619	Prac.g_00686	Prbg.g_01127
OG0000620	Prac.g_00684	Prbg.g_01129
OG0000621	Prac.g_00683	Prbg.g_01130
OG0000622	Prac.g_00682	Prbg.g_01131
OG0000623	Prac.g_00681	Prbg.g_01132
OG0000624	Prac.g_00679	Prbg.g_01135
OG0000625	Prac.g_00678	Prbg.g_01136
OG0000626	Prac.g_00677	Prbg.g_01137
OG0000627	Prac.g_00676	Prbg.g_01140
OG0000628	Prac.g_00675	Prbg.g_01141
OG0000629	Prac.g_00674	Prbg.g_01142
OG0000630	Prac.g_00672	Prbg.g_01144
OG0000631	Prac.g_00671	Prbg.g_01146
OG0000632	Prac.g_00667	Prbg.g_01939
OG0000633	Prac.g_00666	Prbg.g_01070
OG0000634	Prac.g_01559	Prbg.g_01152
OG0000635	Prac.g_01557	Prbg.g_01374
OG0000636	Prac.g_01556	Prbg.g_01373
OG0000637	Prac.g_01554	Prbg.g_01371
OG0000638	Prac.g_01553	Prbg.g_01370
OG0000639	Prac.g_01552	Prbg.g_01369
OG0000640	Prac.g_01551	Prbg.g_01368
OG0000641	Prac.g_01550	Prbg.g_01367
OG0000642	Prac.g_01549	Prbg.g_01366
OG0000643	Prac.g_01548	Prbg.g_01365
OG0000644	Prac.g_01546	Prbg.g_01363
OG0000645	Prac.g_01545	Prbg.g_01361
OG0000646	Prac.g_01544	Prbg.g_01360
OG0000647	Prac.g_01543	Prbg.g_01359
OG0000648	Prac.g_01542	Prbg.g_01358
OG0000649	Prac.g_01541	Prbg.g_01357
OG0000650	Prac.g_01540	Prbg.g_01356
OG0000651	Prac.g_01539	Prbg.g_01355
OG0000652	Prac.g_01537	Prbg.g_01353
OG0000653	Prac.g_01523	Prbg.g_01541
OG0000654	Prac.g_01521	Prbg.g_00006
OG0000655	Prac.g_01513	Prbg.g_00357
OG0000656	Prac.g_01508	Prbg.g_00461
OG0000657	Prac.g_01507	Prbg.g_00366
OG0000658	Prac.g_01506	Prbg.g_00365
OG0000659	Prac.g_01505	Prbg.g_00364
OG0000660	Prac.g_01498	Prbg.g_00114
OG0000661	Prac.g_01489	Prbg.g_01254
OG0000662	Prac.g_01487	Prbg.g_01258
OG0000663	Prac.g_01484	Prbg.g_01260
OG0000664	Prac.g_01483	Prbg.g_01261
OG0000665	Prac.g_01482	Prbg.g_01262
OG0000666	Prac.g_01481	Prbg.g_01375
OG0000667	Prac.g_01480	Prbg.g_01154
OG0000668	Prac.g_01479	Prbg.g_01155
OG0000669	Prac.g_01478	Prbg.g_01156
OG0000670	Prac.g_01476	Prbg.g_01158
OG0000671	Prac.g_01475	Prbg.g_01159
OG0000672	Prac.g_01474	Prbg.g_01160
OG0000673	Prac.g_01473	Prbg.g_01161
OG0000674	Prac.g_01472	Prbg.g_01162
OG0000675	Prac.g_01471	Prbg.g_01163
OG0000676	Prac.g_01469	Prbg.g_01165
OG0000677	Prac.g_01467	Prbg.g_01167
OG0000678	Prac.g_01466	Prbg.g_01168
OG0000679	Prac.g_01465	Prbg.g_01169
OG0000680	Prac.g_01464	Prbg.g_01170
OG0000681	Prac.g_01463	Prbg.g_01171
OG0000682	Prac.g_01462	Prbg.g_01172
OG0000683	Prac.g_01461	Prbg.g_01173
OG0000684	Prac.g_01460	Prbg.g_01175
OG0000685	Prac.g_01459	Prbg.g_01176
OG0000686	Prac.g_01458	Prbg.g_01177
OG0000687	Prac.g_01457	Prbg.g_01178
OG0000688	Prac.g_01456	Prbg.g_01179
OG0000689	Prac.g_01455	Prbg.g_01180
OG0000690	Prac.g_01454	Prbg.g_01181
OG0000691	Prac.g_01452	Prbg.g_01183
OG0000692	Prac.g_01451	Prbg.g_01184
OG0000693	Prac.g_01450	Prbg.g_01185
OG0000694	Prac.g_01449	Prbg.g_01186
OG0000695	Prac.g_01448	Prbg.g_01187
OG0000696	Prac.g_01447	Prbg.g_01188
OG0000697	Prac.g_01445	Prbg.g_01190
OG0000698	Prac.g_01444	Prbg.g_01191
OG0000699	Prac.g_01441	Prbg.g_01195
OG0000700	Prac.g_01440	Prbg.g_01196
OG0000701	Prac.g_01439	Prbg.g_01198
OG0000702	Prac.g_01438	Prbg.g_01199
OG0000703	Prac.g_01437	Prbg.g_01200
OG0000704	Prac.g_01436	Prbg.g_01201
OG0000705	Prac.g_01434	Prbg.g_01203
OG0000706	Prac.g_01433	Prbg.g_01204
OG0000707	Prac.g_01432	Prbg.g_01205
OG0000708	Prac.g_01431	Prbg.g_01206
OG0000709	Prac.g_01430	Prbg.g_01207
OG0000710	Prac.g_01429	Prbg.g_01208
OG0000711	Prac.g_01428	Prbg.g_01209
OG0000712	Prac.g_01427	Prbg.g_01210
OG0000713	Prac.g_01426	Prbg.g_01211
OG0000714	Prac.g_01424	Prbg.g_01215
OG0000715	Prac.g_01423	Prbg.g_01216
OG0000716	Prac.g_01422	Prbg.g_01217
OG0000717	Prac.g_01421	Prbg.g_01218
OG0000718	Prac.g_01420	Prbg.g_01219
OG0000719	Prac.g_01418	Prbg.g_01221
OG0000720	Prac.g_01416	Prbg.g_01225
OG0000721	Prac.g_01415	Prbg.g_01226
OG0000722	Prac.g_01401	Prbg.g_01062
OG0000723	Prac.g_01396	Prbg.g_01067
OG0000724	Prac.g_01393	Prbg.g_01073
OG0000725	Prac.g_01392	Prbg.g_01075
OG0000726	Prac.g_01391	Prbg.g_01076
OG0000727	Prac.g_01390	Prbg.g_01078
OG0000728	Prac.g_01389	Prbg.g_01079
OG0000729	Prac.g_01387	Prbg.g_01081
OG0000730	Prac.g_01386	Prbg.g_01082
OG0000731	Prac.g_01384	Prbg.g_01084
OG0000732	Prac.g_01383	Prbg.g_01085
OG0000733	Prac.g_01382	Prbg.g_01086
OG0000734	Prac.g_01381	Prbg.g_01087
OG0000735	Prac.g_01380	Prbg.g_01088
OG0000736	Prac.g_01378	Prbg.g_01090
OG0000737	Prac.g_01377	Prbg.g_01091
OG0000738	Prac.g_01375	Prbg.g_01093
OG0000739	Prac.g_01374	Prbg.g_01094
OG0000740	Prac.g_01373	Prbg.g_01095
OG0000741	Prac.g_01371	Prbg.g_01097
OG0000742	Prac.g_01370	Prbg.g_01098
OG0000743	Prac.g_01367	Prbg.g_01102
OG0000744	Prac.g_01366	Prbg.g_01103
OG0000745	Prac.g_01365	Prbg.g_01105
OG0000746	Prac.g_01364	Prbg.g_01106
OG0000747	Prac.g_01363	Prbg.g_01107
OG0000748	Prac.g_01362	Prbg.g_01108
OG0000749	Prac.g_01361	Prbg.g_01109
OG0000750	Prac.g_01360	Prbg.g_01110
OG0000751	Prac.g_01358	Prbg.g_01383
OG0000752	Prac.g_01357	Prbg.g_01382
OG0000753	Prac.g_01356	Prbg.g_01381
OG0000754	Prac.g_01355	Prbg.g_01380
OG0000755	Prac.g_01353	Prbg.g_01378
OG0000756	Prac.g_01352	Prbg.g_01377
OG0000757	Prac.g_01351	Prbg.g_01376
OG0000758	Prac.g_01350	Prbg.g_01263
OG0000759	Prac.g_01349	Prbg.g_01264
OG0000760	Prac.g_01348	Prbg.g_01265
OG0000761	Prac.g_01347	Prbg.g_01266
OG0000762	Prac.g_01345	Prbg.g_01268
OG0000763	Prac.g_01344	Prbg.g_01269
OG0000764	Prac.g_01343	Prbg.g_01270
OG0000765	Prac.g_01342	Prbg.g_01271
OG0000766	Prac.g_01341	Prbg.g_01272
OG0000767	Prac.g_01340	Prbg.g_01273
OG0000768	Prac.g_01339	Prbg.g_01274
OG0000769	Prac.g_01338	Prbg.g_01275
OG0000770	Prac.g_01337	Prbg.g_01277
OG0000771	Prac.g_01336	Prbg.g_01278
OG0000772	Prac.g_01335	Prbg.g_01337
OG0000773	Prac.g_01333	Prbg.g_01280
OG0000774	Prac.g_01332	Prbg.g_01281
OG0000775	Prac.g_01331	Prbg.g_01282
OG0000776	Prac.g_01330	Prbg.g_01284
OG0000777	Prac.g_01329	Prbg.g_01285
OG0000778	Prac.g_01328	Prbg.g_01286
OG0000779	Prac.g_01326	Prbg.g_01288
OG0000780	Prac.g_01325	Prbg.g_01289
OG0000781	Prac.g_01324	Prbg.g_01290
OG0000782	Prac.g_01322	Prbg.g_01292
OG0000783	Prac.g_01321	Prbg.g_01293
OG0000784	Prac.g_01320	Prbg.g_01294
OG0000785	Prac.g_01319	Prbg.g_01295
OG0000786	Prac.g_01318	Prbg.g_01296
OG0000787	Prac.g_01316	Prbg.g_01298
OG0000788	Prac.g_01315	Prbg.g_01299
OG0000789	Prac.g_01314	Prbg.g_01300
OG0000790	Prac.g_01313	Prbg.g_01301
OG0000791	Prac.g_01312	Prbg.g_01302
OG0000792	Prac.g_01311	Prbg.g_01552
OG0000793	Prac.g_01310	Prbg.g_01304
OG0000794	Prac.g_01309	Prbg.g_01305
OG0000795	Prac.g_01308	Prbg.g_01306
OG0000796	Prac.g_01307	Prbg.g_01309
OG0000797	Prac.g_01305	Prbg.g_01310
OG0000798	Prac.g_01304	Prbg.g_01311
OG0000799	Prac.g_01303	Prbg.g_01312
OG0000800	Prac.g_01302	Prbg.g_01313
OG0000801	Prac.g_01301	Prbg.g_01314
OG0000802	Prac.g_01299	Prbg.g_01316
OG0000803	Prac.g_01298	Prbg.g_01317
OG0000804	Prac.g_01287	Prbg.g_01321
OG0000805	Prac.g_01285	Prbg.g_01323
OG0000806	Prac.g_01284	Prbg.g_01324
OG0000807	Prac.g_01283	Prbg.g_01325
OG0000808	Prac.g_01282	Prbg.g_01326
OG0000809	Prac.g_01278	Prbg.g_01332
OG0000810	Prac.g_01277	Prbg.g_01334
OG0000811	Prac.g_01276	Prbg.g_01335
OG0000812	Prac.g_01275	Prbg.g_01336
OG0000813	Prac.g_01274	Prbg.g_01339
OG0000814	Prac.g_01273	Prbg.g_01340
OG0000815	Prac.g_01272	Prbg.g_01341
OG0000816	Prac.g_01270	Prbg.g_01344
OG0000817	Prac.g_01267	Prbg.g_01245
OG0000818	Prac.g_01266	Prbg.g_01244
OG0000819	Prac.g_01264	Prbg.g_01242
OG0000820	Prac.g_01263	Prbg.g_01241
OG0000821	Prac.g_01262	Prbg.g_01240
OG0000822	Prac.g_01261	Prbg.g_01239
OG0000823	Prac.g_01258	Prbg.g_01236
OG0000824	Prac.g_01257	Prbg.g_01235
OG0000825	Prac.g_01255	Prbg.g_01233
OG0000826	Prac.g_01254	Prbg.g_01232
OG0000827	Prac.g_01253	Prbg.g_01231
OG0000828	Prac.g_01251	Prbg.g_01229
OG0000829	Prac.g_01225	Prbg.g_00141
OG0000830	Prac.g_01216	Prbg.g_00022
OG0000831	Prac.g_01213	Prbg.g_01534
OG0000832	Prac.g_01212	Prbg.g_00361
OG0000833	Prac.g_01205	Prbg.g_00455
OG0000834	Prac.g_01046	Prbg.g_01528
OG0000835	Prac.g_01042	Prbg.g_00123
OG0000836	Prac.g_01040	Prbg.g_01555
OG0000837	Prac.g_01031	Prbg.g_00528
OG0000838	Prac.g_01017	Prbg.g_00750
OG0000839	Prac.g_01016	Prbg.g_00751
OG0000840	Prac.g_01011	Prbg.g_00011
OG0000841	Prac.g_01004	Prbg.g_01508
OG0000842	Prac.g_01000	Prbg.g_01502
OG0000843	Prac.g_00998	Prbg.g_01500
OG0000844	Prac.g_00997	Prbg.g_01499
OG0000845	Prac.g_00996	Prbg.g_01498
OG0000846	Prac.g_00995	Prbg.g_01497
OG0000847	Prac.g_00994	Prbg.g_01496
OG0000848	Prac.g_00993	Prbg.g_01495
OG0000849	Prac.g_00992	Prbg.g_01494
OG0000850	Prac.g_00991	Prbg.g_01493
OG0000851	Prac.g_00989	Prbg.g_01490
OG0000852	Prac.g_00986	Prbg.g_01487
OG0000853	Prac.g_00984	Prbg.g_01485
OG0000854	Prac.g_00983	Prbg.g_01484
OG0000855	Prac.g_00982	Prbg.g_01483
OG0000856	Prac.g_00981	Prbg.g_01482
OG0000857	Prac.g_00980	Prbg.g_01481
OG0000858	Prac.g_00978	Prbg.g_01478
OG0000859	Prac.g_00977	Prbg.g_01477
OG0000860	Prac.g_00976	Prbg.g_01476
OG0000861	Prac.g_00975	Prbg.g_01475
OG0000862	Prac.g_00974	Prbg.g_01474
OG0000863	Prac.g_00973	Prbg.g_01472
OG0000864	Prac.g_00972	Prbg.g_01471
OG0000865	Prac.g_00971	Prbg.g_01470
OG0000866	Prac.g_00970	Prbg.g_01469
OG0000867	Prac.g_00967	Prbg.g_01467
OG0000868	Prac.g_00965	Prbg.g_01465
OG0000869	Prac.g_00964	Prbg.g_01464
OG0000870	Prac.g_00963	Prbg.g_01461
OG0000871	Prac.g_00962	Prbg.g_01460
OG0000872	Prac.g_00961	Prbg.g_01458
OG0000873	Prac.g_00960	Prbg.g_01457
OG0000874	Prac.g_00959	Prbg.g_01456
OG0000875	Prac.g_00958	Prbg.g_01454
OG0000876	Prac.g_00956	Prbg.g_01452
OG0000877	Prac.g_00955	Prbg.g_01451
OG0000878	Prac.g_00954	Prbg.g_01450
OG0000879	Prac.g_00953	Prbg.g_01449
OG0000880	Prac.g_00952	Prbg.g_01448
OG0000881	Prac.g_00951	Prbg.g_01447
OG0000882	Prac.g_00950	Prbg.g_01446
OG0000883	Prac.g_00949	Prbg.g_01445
OG0000884	Prac.g_00948	Prbg.g_01444
OG0000885	Prac.g_00947	Prbg.g_01443
OG0000886	Prac.g_00946	Prbg.g_01442
OG0000887	Prac.g_00945	Prbg.g_01441
OG0000888	Prac.g_00944	Prbg.g_01440
OG0000889	Prac.g_00943	Prbg.g_01439
OG0000890	Prac.g_00942	Prbg.g_01438
OG0000891	Prac.g_00941	Prbg.g_01437
OG0000892	Prac.g_00940	Prbg.g_01436
OG0000893	Prac.g_00939	Prbg.g_01435
OG0000894	Prac.g_00937	Prbg.g_01434
OG0000895	Prac.g_00936	Prbg.g_01433
OG0000896	Prac.g_00934	Prbg.g_01431
OG0000897	Prac.g_00933	Prbg.g_01430
OG0000898	Prac.g_00932	Prbg.g_01429
OG0000899	Prac.g_00931	Prbg.g_01428
OG0000900	Prac.g_00929	Prbg.g_00351
OG0000901	Prac.g_00154	Prbg.g_01576
OG0000902	Prac.g_00164	Prbg.g_00466
OG0000903	Prac.g_00165	Prbg.g_00467
OG0000904	Prac.g_00166	Prbg.g_00468
OG0000905	Prac.g_00167	Prbg.g_00469
OG0000906	Prac.g_00168	Prbg.g_00470
OG0000907	Prac.g_00170	Prbg.g_00472
OG0000908	Prac.g_00171	Prbg.g_00473
OG0000909	Prac.g_00172	Prbg.g_00474
OG0000910	Prac.g_00173	Prbg.g_00475
OG0000911	Prac.g_00174	Prbg.g_00476
OG0000912	Prac.g_00177	Prbg.g_00479
OG0000913	Prac.g_00178	Prbg.g_00480
OG0000914	Prac.g_00179	Prbg.g_00481
OG0000915	Prac.g_00181	Prbg.g_00484
OG0000916	Prac.g_00182	Prbg.g_00485
OG0000917	Prac.g_00183	Prbg.g_00486
OG0000918	Prac.g_00184	Prbg.g_00487
OG0000919	Prac.g_00185	Prbg.g_00488
OG0000920	Prac.g_00186	Prbg.g_00489
OG0000921	Prac.g_00188	Prbg.g_00492
OG0000922	Prac.g_00189	Prbg.g_00493
OG0000923	Prac.g_00199	Prbg.g_00505
OG0000924	Prac.g_00200	Prbg.g_00504
OG0000925	Prac.g_00203	Prbg.g_00501
OG0000926	Prac.g_00204	Prbg.g_00218
OG0000927	Prac.g_00205	Prbg.g_01551
OG0000928	Prac.g_00207	Prbg.g_00690
OG0000929	Prac.g_00209	Prbg.g_01529
OG0000930	Prac.g_00211	Prbg.g_01511
OG0000931	Prac.g_00212	Prbg.g_01223
OG0000932	Prac.g_00215	Prbg.g_01548
OG0000933	Prac.g_00219	Prbg.g_00531
OG0000934	Prac.g_00220	Prbg.g_00532
OG0000935	Prac.g_00221	Prbg.g_00533
OG0000936	Prac.g_00222	Prbg.g_00534
OG0000937	Prac.g_00223	Prbg.g_00535
OG0000938	Prac.g_00224	Prbg.g_00536
OG0000939	Prac.g_00225	Prbg.g_00537
OG0000940	Prac.g_00226	Prbg.g_00538
OG0000941	Prac.g_00227	Prbg.g_00539
OG0000942	Prac.g_00228	Prbg.g_00540
OG0000943	Prac.g_00229	Prbg.g_00541
OG0000944	Prac.g_00230	Prbg.g_00542
OG0000945	Prac.g_00231	Prbg.g_00543
OG0000946	Prac.g_00232	Prbg.g_00544
OG0000947	Prac.g_00233	Prbg.g_00545
OG0000948	Prac.g_00234	Prbg.g_00546
OG0000949	Prac.g_00235	Prbg.g_00547
OG0000950	Prac.g_00447	Prbg.g_01829
OG0000951	Prac.g_00429	Prbg.g_00574
OG0000952	Prac.g_00428	Prbg.g_00575
OG0000953	Prac.g_00427	Prbg.g_00576
OG0000954	Prac.g_00426	Prbg.g_00577
OG0000955	Prac.g_00425	Prbg.g_00578
OG0000956	Prac.g_00423	Prbg.g_00580
OG0000957	Prac.g_00422	Prbg.g_00581
OG0000958	Prac.g_00421	Prbg.g_00582
OG0000959	Prac.g_00420	Prbg.g_00583
OG0000960	Prac.g_00419	Prbg.g_00584
OG0000961	Prac.g_00418	Prbg.g_00585
OG0000962	Prac.g_00417	Prbg.g_00586
OG0000963	Prac.g_00416	Prbg.g_00587
OG0000964	Prac.g_00415	Prbg.g_00588
OG0000965	Prac.g_00413	Prbg.g_00589
OG0000966	Prac.g_00412	Prbg.g_00590
OG0000967	Prac.g_00409	Prbg.g_00593
OG0000968	Prac.g_00408	Prbg.g_00594
OG0000969	Prac.g_00407	Prbg.g_00595
OG0000970	Prac.g_00406	Prbg.g_00596
OG0000971	Prac.g_00405	Prbg.g_00597
OG0000972	Prac.g_00404	Prbg.g_00598
OG0000973	Prac.g_00402	Prbg.g_00600
OG0000974	Prac.g_00401	Prbg.g_00601
OG0000975	Prac.g_00400	Prbg.g_00602
OG0000976	Prac.g_00399	Prbg.g_00603
OG0000977	Prac.g_00398	Prbg.g_00604
OG0000978	Prac.g_00397	Prbg.g_00605
OG0000979	Prac.g_00396	Prbg.g_00606
OG0000980	Prac.g_00395	Prbg.g_00607
OG0000981	Prac.g_00394	Prbg.g_00608
OG0000982	Prac.g_00393	Prbg.g_00609
OG0000983	Prac.g_00392	Prbg.g_00610
OG0000984	Prac.g_00388	Prbg.g_00614
OG0000985	Prac.g_00387	Prbg.g_00615
OG0000986	Prac.g_00386	Prbg.g_00616
OG0000987	Prac.g_00384	Prbg.g_00618
OG0000988	Prac.g_00383	Prbg.g_00619
OG0000989	Prac.g_00382	Prbg.g_00620
OG0000990	Prac.g_00381	Prbg.g_00621
OG0000991	Prac.g_00380	Prbg.g_00622
OG0000992	Prac.g_00379	Prbg.g_00623
OG0000993	Prac.g_00378	Prbg.g_00624
OG0000994	Prac.g_00377	Prbg.g_00625
OG0000995	Prac.g_00376	Prbg.g_00626
OG0000996	Prac.g_00375	Prbg.g_00627
OG0000997	Prac.g_00373	Prbg.g_00629
OG0000998	Prac.g_00370	Prbg.g_00635
OG0000999	Prac.g_00368	Prbg.g_00637
OG0001000	Prac.g_00367	Prbg.g_00639
OG0001001	Prac.g_00366	Prbg.g_00641
OG0001002	Prac.g_00364	Prbg.g_00643
OG0001003	Prac.g_00363	Prbg.g_00644
OG0001004	Prac.g_00362	Prbg.g_00645
OG0001005	Prac.g_00361	Prbg.g_00646
OG0001006	Prac.g_00359	Prbg.g_00648
OG0001007	Prac.g_00358	Prbg.g_00649
OG0001008	Prac.g_00357	Prbg.g_00650
OG0001009	Prac.g_00356	Prbg.g_00651
OG0001010	Prac.g_00355	Prbg.g_00652
OG0001011	Prac.g_00354	Prbg.g_00653
OG0001012	Prac.g_00353	Prbg.g_00654
OG0001013	Prac.g_00352	Prbg.g_00655
OG0001014	Prac.g_00351	Prbg.g_00656
OG0001015	Prac.g_00350	Prbg.g_00657
OG0001016	Prac.g_00349	Prbg.g_00658
OG0001017	Prac.g_00348	Prbg.g_00659
OG0001018	Prac.g_00347	Prbg.g_00660
OG0001019	Prac.g_00346	Prbg.g_00661
OG0001020	Prac.g_00345	Prbg.g_00662
OG0001021	Prac.g_00344	Prbg.g_00663
OG0001022	Prac.g_00343	Prbg.g_00664
OG0001023	Prac.g_00342	Prbg.g_00665
OG0001024	Prac.g_00340	Prbg.g_00667
OG0001025	Prac.g_00339	Prbg.g_00668
OG0001026	Prac.g_00338	Prbg.g_00669
OG0001027	Prac.g_00337	Prbg.g_00670
OG0001028	Prac.g_00336	Prbg.g_00673
OG0001029	Prac.g_00335	Prbg.g_00674
OG0001030	Prac.g_00332	Prbg.g_00677
OG0001031	Prac.g_00331	Prbg.g_00678
OG0001032	Prac.g_00324	Prbg.g_01593
OG0001033	Prac.g_00317	Prbg.g_00348
OG0001034	Prac.g_00288	Prbg.g_01174
OG0001035	Prac.g_00631	Prbg.g_01643
OG0001036	Prac.g_00630	Prbg.g_01644
OG0001037	Prac.g_00624	Prbg.g_01651
OG0001038	Prac.g_00623	Prbg.g_01652
OG0001039	Prac.g_00622	Prbg.g_01653
OG0001040	Prac.g_00621	Prbg.g_01654
OG0001041	Prac.g_00619	Prbg.g_01656
OG0001042	Prac.g_00618	Prbg.g_01657
OG0001043	Prac.g_00617	Prbg.g_01658
OG0001044	Prac.g_00616	Prbg.g_01659
OG0001045	Prac.g_00615	Prbg.g_01660
OG0001046	Prac.g_00614	Prbg.g_01662
OG0001047	Prac.g_00613	Prbg.g_01663
OG0001048	Prac.g_00611	Prbg.g_01664
OG0001049	Prac.g_00610	Prbg.g_01665
OG0001050	Prac.g_00609	Prbg.g_01666
OG0001051	Prac.g_00608	Prbg.g_01667
OG0001052	Prac.g_00607	Prbg.g_01668
OG0001053	Prac.g_00606	Prbg.g_01669
OG0001054	Prac.g_00605	Prbg.g_01670
OG0001055	Prac.g_00604	Prbg.g_01671
OG0001056	Prac.g_00603	Prbg.g_01672
OG0001057	Prac.g_00601	Prbg.g_01674
OG0001058	Prac.g_00600	Prbg.g_01675
OG0001059	Prac.g_00599	Prbg.g_01676
OG0001060	Prac.g_00598	Prbg.g_01677
OG0001061	Prac.g_00597	Prbg.g_01678
OG0001062	Prac.g_00596	Prbg.g_01679
OG0001063	Prac.g_00595	Prbg.g_01680
OG0001064	Prac.g_00594	Prbg.g_01681
OG0001065	Prac.g_00593	Prbg.g_01682
OG0001066	Prac.g_00592	Prbg.g_01683
OG0001067	Prac.g_00591	Prbg.g_01684
OG0001068	Prac.g_00590	Prbg.g_01685
OG0001069	Prac.g_00587	Prbg.g_01688
OG0001070	Prac.g_00585	Prbg.g_01690
OG0001071	Prac.g_00584	Prbg.g_01691
OG0001072	Prac.g_00583	Prbg.g_01692
OG0001073	Prac.g_00582	Prbg.g_01693
OG0001074	Prac.g_00581	Prbg.g_01694
OG0001075	Prac.g_00580	Prbg.g_01696
OG0001076	Prac.g_00578	Prbg.g_01698
OG0001077	Prac.g_00577	Prbg.g_01699
OG0001078	Prac.g_00576	Prbg.g_01700
OG0001079	Prac.g_00575	Prbg.g_01701
OG0001080	Prac.g_00574	Prbg.g_01702
OG0001081	Prac.g_00573	Prbg.g_01703
OG0001082	Prac.g_00572	Prbg.g_01704
OG0001083	Prac.g_00571	Prbg.g_01705
OG0001084	Prac.g_00570	Prbg.g_01706
OG0001085	Prac.g_00569	Prbg.g_01707
OG0001086	Prac.g_00476	Prbg.g_01713
OG0001087	Prac.g_00477	Prbg.g_01715
OG0001088	Prac.g_00478	Prbg.g_01716
OG0001089	Prac.g_00480	Prbg.g_01719
OG0001090	Prac.g_00481	Prbg.g_01720
OG0001091	Prac.g_00482	Prbg.g_01721
OG0001092	Prac.g_00483	Prbg.g_01722
OG0001093	Prac.g_00484	Prbg.g_01723
OG0001094	Prac.g_00485	Prbg.g_01724
OG0001095	Prac.g_00486	Prbg.g_01725
OG0001096	Prac.g_00487	Prbg.g_01726
OG0001097	Prac.g_00488	Prbg.g_01727
OG0001098	Prac.g_00489	Prbg.g_01728
OG0001099	Prac.g_00490	Prbg.g_01729
OG0001100	Prac.g_00491	Prbg.g_01730
OG0001101	Prac.g_00492	Prbg.g_01731
OG0001102	Prac.g_00495	Prbg.g_01735
OG0001103	Prac.g_00496	Prbg.g_01736
OG0001104	Prac.g_00497	Prbg.g_01739
OG0001105	Prac.g_00499	Prbg.g_01738
OG0001106	Prac.g_00501	Prbg.g_01734
OG0001107	Prac.g_00502	Prbg.g_01733
OG0001108	Prac.g_00503	Prbg.g_01732
OG0001109	Prac.g_00506	Prbg.g_01742
OG0001110	Prac.g_00508	Prbg.g_01744
OG0001111	Prac.g_00509	Prbg.g_01745
OG0001112	Prac.g_00510	Prbg.g_01746
OG0001113	Prac.g_00511	Prbg.g_01747
OG0001114	Prac.g_00512	Prbg.g_01748
OG0001115	Prac.g_00513	Prbg.g_01749
OG0001116	Prac.g_00514	Prbg.g_01750
OG0001117	Prac.g_00515	Prbg.g_01751
OG0001118	Prac.g_00516	Prbg.g_01752
OG0001119	Prac.g_00517	Prbg.g_01753
OG0001120	Prac.g_00518	Prbg.g_01754
OG0001121	Prac.g_00519	Prbg.g_01755
OG0001122	Prac.g_00520	Prbg.g_01756
OG0001123	Prac.g_00521	Prbg.g_01757
OG0001124	Prac.g_00522	Prbg.g_01758
OG0001125	Prac.g_00523	Prbg.g_01759
OG0001126	Prac.g_00524	Prbg.g_01760
OG0001127	Prac.g_00525	Prbg.g_01761
