Orthogroup	Prac	Prah
OG0000596	Prac.g_00721	Prah.g_00476
OG0000597	Prac.g_00717	Prah.g_00466
OG0000598	Prac.g_00716	Prah.g_00465
OG0000599	Prac.g_00715	Prah.g_00464
OG0000600	Prac.g_00714	Prah.g_00463
OG0000601	Prac.g_00713	Prah.g_00462
OG0000602	Prac.g_00712	Prah.g_00460
OG0000603	Prac.g_00711	Prah.g_00457
OG0000604	Prac.g_00710	Prah.g_00456
OG0000605	Prac.g_00709	Prah.g_00455
OG0000606	Prac.g_00708	Prah.g_00454
OG0000607	Prac.g_00707	Prah.g_00452
OG0000608	Prac.g_00706	Prah.g_00451
OG0000609	Prac.g_00704	Prah.g_00449
OG0000610	Prac.g_00703	Prah.g_00448
OG0000611	Prac.g_00701	Prah.g_00444
OG0000612	Prac.g_00700	Prah.g_00442
OG0000613	Prac.g_00698	Prah.g_02193
OG0000614	Prac.g_00692	Prah.g_01789
OG0000615	Prac.g_00691	Prah.g_01029
OG0000616	Prac.g_00690	Prah.g_02413
OG0000617	Prac.g_00688	Prah.g_00625
OG0000618	Prac.g_00687	Prah.g_02051
OG0000619	Prac.g_00686	Prah.g_00981
OG0000620	Prac.g_00684	Prah.g_00965
OG0000621	Prac.g_00683	Prah.g_00968
OG0000622	Prac.g_00682	Prah.g_00972
OG0000623	Prac.g_00681	Prah.g_00973
OG0000624	Prac.g_00679	Prah.g_00985
OG0000625	Prac.g_00678	Prah.g_00986
OG0000626	Prac.g_00677	Prah.g_00987
OG0000627	Prac.g_00676	Prah.g_01022
OG0000628	Prac.g_00675	Prah.g_01023
OG0000629	Prac.g_00674	Prah.g_01025
OG0000630	Prac.g_00672	Prah.g_01028
OG0000631	Prac.g_00671	Prah.g_00706
OG0000632	Prac.g_00667	Prah.g_02588
OG0000633	Prac.g_00666	Prah.g_01344
OG0000634	Prac.g_01559	Prah.g_00886
OG0000635	Prac.g_01557	Prah.g_00884
OG0000636	Prac.g_01556	Prah.g_00882
OG0000637	Prac.g_01554	Prah.g_00881
OG0000638	Prac.g_01553	Prah.g_00880
OG0000639	Prac.g_01552	Prah.g_00879
OG0000640	Prac.g_01551	Prah.g_00878
OG0000641	Prac.g_01550	Prah.g_00876
OG0000642	Prac.g_01549	Prah.g_00875
OG0000643	Prac.g_01548	Prah.g_00874
OG0000644	Prac.g_01546	Prah.g_00872
OG0000645	Prac.g_01545	Prah.g_00871
OG0000646	Prac.g_01544	Prah.g_00870
OG0000647	Prac.g_01543	Prah.g_00869
OG0000648	Prac.g_01542	Prah.g_00746
OG0000649	Prac.g_01541	Prah.g_00747
OG0000650	Prac.g_01540	Prah.g_00750
OG0000651	Prac.g_01539	Prah.g_00751
OG0000652	Prac.g_01537	Prah.g_00754
OG0000653	Prac.g_01523	Prah.g_00615
OG0000654	Prac.g_01521	Prah.g_01447
OG0000656	Prac.g_01508	Prah.g_01543
OG0000657	Prac.g_01507	Prah.g_00788
OG0000658	Prac.g_01506	Prah.g_00787
OG0000659	Prac.g_01505	Prah.g_00786
OG0000660	Prac.g_01498	Prah.g_01946
OG0000661	Prac.g_01489	Prah.g_01802
OG0000662	Prac.g_01487	Prah.g_00755
OG0000663	Prac.g_01484	Prah.g_00758
OG0000664	Prac.g_01483	Prah.g_00759
OG0000665	Prac.g_01482	Prah.g_00760
OG0000666	Prac.g_01481	Prah.g_00673
OG0000667	Prac.g_01480	Prah.g_00672
OG0000668	Prac.g_01479	Prah.g_00671
OG0000669	Prac.g_01478	Prah.g_00670
OG0000670	Prac.g_01476	Prah.g_00668
OG0000671	Prac.g_01475	Prah.g_00667
OG0000672	Prac.g_01474	Prah.g_00666
OG0000673	Prac.g_01473	Prah.g_00665
OG0000674	Prac.g_01472	Prah.g_00664
OG0000675	Prac.g_01471	Prah.g_00663
OG0000676	Prac.g_01469	Prah.g_00661
OG0000677	Prac.g_01467	Prah.g_00659
OG0000678	Prac.g_01466	Prah.g_00658
OG0000679	Prac.g_01465	Prah.g_00657
OG0000680	Prac.g_01464	Prah.g_00656
OG0000681	Prac.g_01463	Prah.g_00655
OG0000682	Prac.g_01462	Prah.g_00654
OG0000683	Prac.g_01461	Prah.g_00652
OG0000684	Prac.g_01460	Prah.g_00650
OG0000685	Prac.g_01459	Prah.g_00649
OG0000686	Prac.g_01458	Prah.g_00648
OG0000687	Prac.g_01457	Prah.g_00647
OG0000688	Prac.g_01456	Prah.g_00646
OG0000689	Prac.g_01455	Prah.g_00645
OG0000690	Prac.g_01454	Prah.g_00644
OG0000691	Prac.g_01452	Prah.g_00640
OG0000692	Prac.g_01451	Prah.g_00639
OG0000693	Prac.g_01450	Prah.g_00638
OG0000694	Prac.g_01449	Prah.g_00637
OG0000695	Prac.g_01448	Prah.g_00636
OG0000696	Prac.g_01447	Prah.g_00635
OG0000697	Prac.g_01445	Prah.g_00609
OG0000698	Prac.g_01444	Prah.g_00608
OG0000699	Prac.g_01441	Prah.g_00604
OG0000700	Prac.g_01440	Prah.g_00603
OG0000701	Prac.g_01439	Prah.g_00601
OG0000702	Prac.g_01438	Prah.g_00600
OG0000703	Prac.g_01437	Prah.g_00599
OG0000704	Prac.g_01436	Prah.g_00598
OG0000705	Prac.g_01434	Prah.g_00596
OG0000706	Prac.g_01433	Prah.g_00595
OG0000707	Prac.g_01432	Prah.g_00594
OG0000708	Prac.g_01431	Prah.g_00593
OG0000709	Prac.g_01430	Prah.g_00592
OG0000710	Prac.g_01429	Prah.g_00591
OG0000711	Prac.g_01428	Prah.g_00589
OG0000712	Prac.g_01427	Prah.g_00588
OG0000713	Prac.g_01426	Prah.g_00587
OG0000714	Prac.g_01424	Prah.g_00575
OG0000715	Prac.g_01423	Prah.g_00574
OG0000716	Prac.g_01422	Prah.g_00572
OG0000717	Prac.g_01421	Prah.g_00568
OG0000718	Prac.g_01420	Prah.g_00566
OG0000719	Prac.g_01418	Prah.g_00564
OG0000720	Prac.g_01416	Prah.g_00743
OG0000721	Prac.g_01415	Prah.g_00866
OG0000722	Prac.g_01401	Prah.g_00850
OG0000723	Prac.g_01396	Prah.g_00192
OG0000724	Prac.g_01393	Prah.g_00558
OG0000725	Prac.g_01392	Prah.g_00740
OG0000726	Prac.g_01391	Prah.g_01212
OG0000727	Prac.g_01390	Prah.g_00739
OG0000728	Prac.g_01389	Prah.g_00738
OG0000729	Prac.g_01387	Prah.g_00736
OG0000730	Prac.g_01386	Prah.g_00735
OG0000731	Prac.g_01384	Prah.g_00733
OG0000732	Prac.g_01383	Prah.g_00732
OG0000733	Prac.g_01382	Prah.g_00731
OG0000734	Prac.g_01381	Prah.g_00730
OG0000735	Prac.g_01380	Prah.g_00729
OG0000736	Prac.g_01378	Prah.g_00726
OG0000737	Prac.g_01377	Prah.g_00724
OG0000738	Prac.g_01375	Prah.g_00721
OG0000739	Prac.g_01374	Prah.g_00718
OG0000740	Prac.g_01373	Prah.g_00715
OG0000741	Prac.g_01371	Prah.g_00702
OG0000742	Prac.g_01370	Prah.g_00701
OG0000743	Prac.g_01367	Prah.g_00698
OG0000744	Prac.g_01366	Prah.g_00697
OG0000745	Prac.g_01365	Prah.g_00683
OG0000746	Prac.g_01364	Prah.g_00684
OG0000747	Prac.g_01363	Prah.g_00685
OG0000748	Prac.g_01362	Prah.g_00686
OG0000749	Prac.g_01361	Prah.g_00687
OG0000750	Prac.g_01360	Prah.g_00689
OG0000751	Prac.g_01358	Prah.g_00681
OG0000752	Prac.g_01357	Prah.g_00680
OG0000753	Prac.g_01356	Prah.g_00679
OG0000754	Prac.g_01355	Prah.g_00678
OG0000755	Prac.g_01353	Prah.g_00677
OG0000756	Prac.g_01352	Prah.g_00675
OG0000757	Prac.g_01351	Prah.g_00674
OG0000758	Prac.g_01350	Prah.g_00761
OG0000759	Prac.g_01349	Prah.g_00762
OG0000760	Prac.g_01348	Prah.g_00763
OG0000761	Prac.g_01347	Prah.g_00765
OG0000762	Prac.g_01345	Prah.g_00767
OG0000763	Prac.g_01344	Prah.g_00768
OG0000764	Prac.g_01343	Prah.g_00770
OG0000765	Prac.g_01342	Prah.g_00771
OG0000766	Prac.g_01341	Prah.g_00772
OG0000767	Prac.g_01340	Prah.g_01178
OG0000768	Prac.g_01339	Prah.g_00780
OG0000769	Prac.g_01338	Prah.g_00781
OG0000770	Prac.g_01337	Prah.g_00783
OG0000771	Prac.g_01336	Prah.g_00784
OG0000772	Prac.g_01335	Prah.g_02517
OG0000773	Prac.g_01333	Prah.g_00789
OG0000774	Prac.g_01332	Prah.g_00790
OG0000775	Prac.g_01331	Prah.g_00791
OG0000776	Prac.g_01330	Prah.g_00793
OG0000777	Prac.g_01329	Prah.g_00794
OG0000778	Prac.g_01328	Prah.g_00795
OG0000779	Prac.g_01326	Prah.g_00800
OG0000780	Prac.g_01325	Prah.g_00801
OG0000781	Prac.g_01324	Prah.g_00803
OG0000782	Prac.g_01322	Prah.g_00806
OG0000783	Prac.g_01321	Prah.g_00808
OG0000784	Prac.g_01320	Prah.g_00810
OG0000785	Prac.g_01319	Prah.g_00811
OG0000786	Prac.g_01318	Prah.g_00812
OG0000787	Prac.g_01316	Prah.g_00814
OG0000788	Prac.g_01315	Prah.g_00815
OG0000789	Prac.g_01314	Prah.g_00816
OG0000790	Prac.g_01313	Prah.g_00817
OG0000791	Prac.g_01312	Prah.g_00818
OG0000792	Prac.g_01311	Prah.g_01131
OG0000793	Prac.g_01310	Prah.g_00821
OG0000794	Prac.g_01309	Prah.g_00824
OG0000795	Prac.g_01308	Prah.g_00826
OG0000796	Prac.g_01307	Prah.g_00828
OG0000797	Prac.g_01305	Prah.g_00829
OG0000798	Prac.g_01304	Prah.g_00830
OG0000799	Prac.g_01303	Prah.g_00833
OG0000800	Prac.g_01302	Prah.g_00834
OG0000801	Prac.g_01301	Prah.g_00835
OG0000802	Prac.g_01299	Prah.g_00839
OG0000803	Prac.g_01298	Prah.g_00840
OG0000804	Prac.g_01287	Prah.g_00846
OG0000805	Prac.g_01285	Prah.g_00848
OG0000806	Prac.g_01284	Prah.g_00849
OG0000807	Prac.g_01283	Prah.g_00851
OG0000808	Prac.g_01282	Prah.g_00852
OG0000809	Prac.g_01278	Prah.g_00858
OG0000810	Prac.g_01277	Prah.g_00860
OG0000811	Prac.g_01276	Prah.g_00861
OG0000812	Prac.g_01275	Prah.g_02518
OG0000813	Prac.g_01274	Prah.g_00862
OG0000814	Prac.g_01273	Prah.g_00863
OG0000815	Prac.g_01272	Prah.g_00864
OG0000816	Prac.g_01270	Prah.g_00867
OG0000817	Prac.g_01267	Prah.g_00903
OG0000818	Prac.g_01266	Prah.g_00904
OG0000819	Prac.g_01264	Prah.g_00907
OG0000820	Prac.g_01263	Prah.g_00908
OG0000821	Prac.g_01262	Prah.g_00909
OG0000822	Prac.g_01261	Prah.g_00910
OG0000823	Prac.g_01258	Prah.g_00913
OG0000824	Prac.g_01257	Prah.g_00914
OG0000825	Prac.g_01255	Prah.g_00919
OG0000826	Prac.g_01254	Prah.g_00920
OG0000827	Prac.g_01253	Prah.g_00921
OG0000828	Prac.g_01251	Prah.g_00922
OG0000829	Prac.g_01225	Prah.g_00893
OG0000830	Prac.g_01216	Prah.g_00539
OG0000831	Prac.g_01213	Prah.g_01601
OG0000832	Prac.g_01212	Prah.g_01176
OG0000833	Prac.g_01205	Prah.g_00133
OG0000834	Prac.g_01046	Prah.g_01942
OG0000835	Prac.g_01042	Prah.g_01932
OG0000836	Prac.g_01040	Prah.g_00383
OG0000837	Prac.g_01031	Prah.g_00521
OG0000838	Prac.g_01017	Prah.g_02532
OG0000839	Prac.g_01016	Prah.g_02525
OG0000840	Prac.g_01011	Prah.g_01803
OG0000841	Prac.g_01004	Prah.g_00378
OG0000842	Prac.g_01000	Prah.g_01905
OG0000843	Prac.g_00998	Prah.g_01340
OG0000844	Prac.g_00997	Prah.g_01339
OG0000845	Prac.g_00996	Prah.g_01338
OG0000846	Prac.g_00995	Prah.g_01337
OG0000847	Prac.g_00994	Prah.g_01336
OG0000848	Prac.g_00993	Prah.g_01335
OG0000849	Prac.g_00992	Prah.g_01331
OG0000850	Prac.g_00991	Prah.g_01329
OG0000851	Prac.g_00989	Prah.g_01325
OG0000852	Prac.g_00986	Prah.g_01323
OG0000853	Prac.g_00984	Prah.g_01321
OG0000854	Prac.g_00983	Prah.g_01320
OG0000855	Prac.g_00982	Prah.g_01318
OG0000856	Prac.g_00981	Prah.g_01317
OG0000857	Prac.g_00980	Prah.g_01316
OG0000858	Prac.g_00978	Prah.g_01307
OG0000859	Prac.g_00977	Prah.g_01305
OG0000860	Prac.g_00976	Prah.g_01304
OG0000861	Prac.g_00975	Prah.g_01303
OG0000862	Prac.g_00974	Prah.g_01302
OG0000863	Prac.g_00973	Prah.g_01298
OG0000864	Prac.g_00972	Prah.g_01297
OG0000865	Prac.g_00971	Prah.g_01296
OG0000866	Prac.g_00970	Prah.g_01295
OG0000867	Prac.g_00967	Prah.g_01292
OG0000868	Prac.g_00965	Prah.g_01291
OG0000869	Prac.g_00964	Prah.g_01262
OG0000870	Prac.g_00963	Prah.g_01259
OG0000871	Prac.g_00962	Prah.g_01258
OG0000872	Prac.g_00961	Prah.g_01255
OG0000873	Prac.g_00960	Prah.g_01254
OG0000874	Prac.g_00959	Prah.g_01253
OG0000875	Prac.g_00958	Prah.g_01251
OG0000876	Prac.g_00956	Prah.g_01249
OG0000877	Prac.g_00955	Prah.g_01248
OG0000878	Prac.g_00954	Prah.g_01247
OG0000879	Prac.g_00953	Prah.g_01246
OG0000880	Prac.g_00952	Prah.g_01245
OG0000881	Prac.g_00951	Prah.g_01244
OG0000882	Prac.g_00950	Prah.g_01243
OG0000883	Prac.g_00949	Prah.g_01263
OG0000884	Prac.g_00948	Prah.g_01264
OG0000885	Prac.g_00947	Prah.g_01265
OG0000886	Prac.g_00946	Prah.g_01266
OG0000887	Prac.g_00945	Prah.g_01268
OG0000888	Prac.g_00944	Prah.g_01272
OG0000889	Prac.g_00943	Prah.g_01273
OG0000890	Prac.g_00942	Prah.g_01275
OG0000891	Prac.g_00941	Prah.g_01276
OG0000892	Prac.g_00940	Prah.g_01278
OG0000893	Prac.g_00939	Prah.g_01279
OG0000894	Prac.g_00937	Prah.g_01282
OG0000895	Prac.g_00936	Prah.g_01283
OG0000896	Prac.g_00934	Prah.g_01285
OG0000897	Prac.g_00933	Prah.g_01286
OG0000898	Prac.g_00932	Prah.g_01289
OG0000899	Prac.g_00931	Prah.g_01290
OG0000900	Prac.g_00929	Prah.g_01239
OG0000901	Prac.g_00154	Prah.g_01610
OG0000902	Prac.g_00164	Prah.g_01349
OG0000903	Prac.g_00165	Prah.g_01350
OG0000904	Prac.g_00166	Prah.g_01351
OG0000905	Prac.g_00167	Prah.g_01353
OG0000906	Prac.g_00168	Prah.g_01355
OG0000907	Prac.g_00170	Prah.g_01357
OG0000908	Prac.g_00171	Prah.g_01358
OG0000909	Prac.g_00172	Prah.g_01359
OG0000910	Prac.g_00173	Prah.g_01360
OG0000911	Prac.g_00174	Prah.g_01361
OG0000912	Prac.g_00177	Prah.g_01365
OG0000913	Prac.g_00178	Prah.g_01368
OG0000914	Prac.g_00179	Prah.g_01369
OG0000915	Prac.g_00181	Prah.g_01372
OG0000916	Prac.g_00182	Prah.g_01373
OG0000917	Prac.g_00183	Prah.g_01374
OG0000918	Prac.g_00184	Prah.g_01375
OG0000919	Prac.g_00185	Prah.g_01376
OG0000920	Prac.g_00186	Prah.g_01377
OG0000921	Prac.g_00188	Prah.g_01380
OG0000922	Prac.g_00189	Prah.g_01381
OG0000923	Prac.g_00199	Prah.g_00327
OG0000924	Prac.g_00200	Prah.g_00326
OG0000925	Prac.g_00203	Prah.g_00323
OG0000926	Prac.g_00204	Prah.g_00224
OG0000927	Prac.g_00205	Prah.g_00571
OG0000928	Prac.g_00207	Prah.g_01183
OG0000929	Prac.g_00209	Prah.g_00918
OG0000930	Prac.g_00211	Prah.g_00895
OG0000931	Prac.g_00212	Prah.g_00560
OG0000932	Prac.g_00215	Prah.g_01663
OG0000933	Prac.g_00219	Prah.g_01577
OG0000934	Prac.g_00220	Prah.g_01578
OG0000935	Prac.g_00221	Prah.g_01579
OG0000936	Prac.g_00222	Prah.g_01580
OG0000937	Prac.g_00223	Prah.g_01581
OG0000938	Prac.g_00224	Prah.g_01582
OG0000939	Prac.g_00225	Prah.g_01583
OG0000940	Prac.g_00226	Prah.g_01584
OG0000941	Prac.g_00227	Prah.g_01586
OG0000942	Prac.g_00228	Prah.g_01587
OG0000943	Prac.g_00229	Prah.g_01588
OG0000944	Prac.g_00230	Prah.g_01589
OG0000945	Prac.g_00231	Prah.g_01590
OG0000946	Prac.g_00232	Prah.g_01591
OG0000947	Prac.g_00233	Prah.g_01592
OG0000948	Prac.g_00234	Prah.g_01593
OG0000949	Prac.g_00235	Prah.g_01594
OG0000950	Prac.g_00447	Prah.g_02242
OG0000951	Prac.g_00429	Prah.g_00435
OG0000952	Prac.g_00428	Prah.g_00434
OG0000953	Prac.g_00427	Prah.g_00433
OG0000954	Prac.g_00426	Prah.g_00428
OG0000955	Prac.g_00425	Prah.g_00427
OG0000956	Prac.g_00423	Prah.g_00423
OG0000957	Prac.g_00422	Prah.g_00421
OG0000958	Prac.g_00421	Prah.g_00420
OG0000959	Prac.g_00420	Prah.g_00419
OG0000960	Prac.g_00419	Prah.g_00418
OG0000961	Prac.g_00418	Prah.g_00417
OG0000962	Prac.g_00417	Prah.g_00415
OG0000963	Prac.g_00416	Prah.g_00414
OG0000964	Prac.g_00415	Prah.g_00412
OG0000965	Prac.g_00413	Prah.g_00410
OG0000966	Prac.g_00412	Prah.g_00409
OG0000967	Prac.g_00409	Prah.g_00406
OG0000968	Prac.g_00408	Prah.g_00403
OG0000969	Prac.g_00407	Prah.g_00402
OG0000970	Prac.g_00406	Prah.g_00401
OG0000971	Prac.g_00405	Prah.g_00400
OG0000972	Prac.g_00404	Prah.g_00399
OG0000973	Prac.g_00402	Prah.g_00397
OG0000974	Prac.g_00401	Prah.g_00396
OG0000975	Prac.g_00400	Prah.g_00395
OG0000976	Prac.g_00399	Prah.g_00394
OG0000977	Prac.g_00398	Prah.g_00391
OG0000978	Prac.g_00397	Prah.g_00390
OG0000979	Prac.g_00396	Prah.g_00389
OG0000980	Prac.g_00395	Prah.g_00388
OG0000981	Prac.g_00394	Prah.g_00386
OG0000982	Prac.g_00393	Prah.g_00385
OG0000983	Prac.g_00392	Prah.g_00384
OG0000984	Prac.g_00388	Prah.g_00379
OG0000985	Prac.g_00387	Prah.g_00376
OG0000986	Prac.g_00386	Prah.g_00374
OG0000987	Prac.g_00384	Prah.g_00371
OG0000988	Prac.g_00383	Prah.g_00370
OG0000989	Prac.g_00382	Prah.g_00369
OG0000990	Prac.g_00381	Prah.g_00368
OG0000991	Prac.g_00380	Prah.g_00367
OG0000992	Prac.g_00379	Prah.g_00366
OG0000993	Prac.g_00378	Prah.g_00365
OG0000994	Prac.g_00377	Prah.g_00364
OG0000995	Prac.g_00376	Prah.g_00363
OG0000996	Prac.g_00375	Prah.g_00362
OG0000997	Prac.g_00373	Prah.g_00360
OG0000998	Prac.g_00370	Prah.g_01217
OG0000999	Prac.g_00368	Prah.g_01605
OG0001000	Prac.g_00367	Prah.g_01615
OG0001001	Prac.g_00366	Prah.g_01617
OG0001002	Prac.g_00364	Prah.g_01619
OG0001003	Prac.g_00363	Prah.g_01620
OG0001004	Prac.g_00362	Prah.g_00538
OG0001005	Prac.g_00361	Prah.g_01621
OG0001006	Prac.g_00359	Prah.g_01623
OG0001007	Prac.g_00358	Prah.g_01624
OG0001008	Prac.g_00357	Prah.g_01625
OG0001009	Prac.g_00356	Prah.g_01627
OG0001010	Prac.g_00355	Prah.g_01628
OG0001011	Prac.g_00354	Prah.g_01631
OG0001012	Prac.g_00353	Prah.g_01632
OG0001013	Prac.g_00352	Prah.g_01633
OG0001014	Prac.g_00351	Prah.g_01634
OG0001015	Prac.g_00350	Prah.g_01635
OG0001016	Prac.g_00349	Prah.g_01636
OG0001017	Prac.g_00348	Prah.g_01637
OG0001018	Prac.g_00347	Prah.g_01639
OG0001019	Prac.g_00346	Prah.g_01640
OG0001020	Prac.g_00345	Prah.g_01641
OG0001021	Prac.g_00344	Prah.g_01642
OG0001022	Prac.g_00343	Prah.g_01643
OG0001023	Prac.g_00342	Prah.g_01644
OG0001024	Prac.g_00340	Prah.g_01645
OG0001025	Prac.g_00339	Prah.g_01648
OG0001026	Prac.g_00338	Prah.g_01649
OG0001027	Prac.g_00337	Prah.g_01791
OG0001028	Prac.g_00336	Prah.g_01651
OG0001029	Prac.g_00335	Prah.g_01652
OG0001030	Prac.g_00332	Prah.g_01655
OG0001031	Prac.g_00331	Prah.g_01656
OG0001032	Prac.g_00324	Prah.g_00541
OG0001033	Prac.g_00317	Prah.g_00515
OG0001034	Prac.g_00288	Prah.g_00651
OG0001035	Prac.g_00631	Prah.g_01667
OG0001036	Prac.g_00630	Prah.g_01668
OG0001037	Prac.g_00624	Prah.g_01677
OG0001038	Prac.g_00623	Prah.g_01678
OG0001039	Prac.g_00622	Prah.g_01679
OG0001040	Prac.g_00621	Prah.g_01681
OG0001041	Prac.g_00619	Prah.g_01685
OG0001042	Prac.g_00618	Prah.g_01687
OG0001043	Prac.g_00617	Prah.g_01688
OG0001044	Prac.g_00616	Prah.g_01689
OG0001045	Prac.g_00615	Prah.g_01690
OG0001046	Prac.g_00614	Prah.g_01692
OG0001047	Prac.g_00613	Prah.g_01693
OG0001048	Prac.g_00611	Prah.g_01694
OG0001049	Prac.g_00610	Prah.g_01695
OG0001050	Prac.g_00609	Prah.g_01696
OG0001051	Prac.g_00608	Prah.g_01697
OG0001052	Prac.g_00607	Prah.g_01698
OG0001053	Prac.g_00606	Prah.g_01699
OG0001054	Prac.g_00605	Prah.g_01700
OG0001055	Prac.g_00604	Prah.g_01701
OG0001056	Prac.g_00603	Prah.g_01703
OG0001057	Prac.g_00601	Prah.g_01705
OG0001058	Prac.g_00600	Prah.g_01707
OG0001059	Prac.g_00599	Prah.g_01709
OG0001060	Prac.g_00598	Prah.g_01710
OG0001061	Prac.g_00597	Prah.g_01711
OG0001062	Prac.g_00596	Prah.g_01713
OG0001063	Prac.g_00595	Prah.g_01714
OG0001064	Prac.g_00594	Prah.g_01716
OG0001065	Prac.g_00593	Prah.g_01717
OG0001066	Prac.g_00592	Prah.g_01718
OG0001067	Prac.g_00591	Prah.g_01719
OG0001068	Prac.g_00590	Prah.g_01720
OG0001069	Prac.g_00587	Prah.g_01727
OG0001070	Prac.g_00585	Prah.g_01729
OG0001071	Prac.g_00584	Prah.g_01730
OG0001072	Prac.g_00583	Prah.g_01731
OG0001073	Prac.g_00582	Prah.g_01732
OG0001074	Prac.g_00581	Prah.g_01733
OG0001075	Prac.g_00580	Prah.g_01736
OG0001076	Prac.g_00578	Prah.g_01738
OG0001077	Prac.g_00577	Prah.g_01739
OG0001078	Prac.g_00576	Prah.g_01740
OG0001079	Prac.g_00575	Prah.g_01741
OG0001080	Prac.g_00574	Prah.g_01742
OG0001081	Prac.g_00573	Prah.g_01743
OG0001082	Prac.g_00572	Prah.g_01744
OG0001083	Prac.g_00571	Prah.g_01745
OG0001084	Prac.g_00570	Prah.g_01759
OG0001085	Prac.g_00569	Prah.g_01760
OG0001086	Prac.g_00476	Prah.g_02073
OG0001087	Prac.g_00477	Prah.g_02071
OG0001088	Prac.g_00478	Prah.g_02070
OG0001089	Prac.g_00480	Prah.g_02067
OG0001090	Prac.g_00481	Prah.g_02066
OG0001091	Prac.g_00482	Prah.g_02065
OG0001092	Prac.g_00483	Prah.g_02064
OG0001093	Prac.g_00484	Prah.g_02063
OG0001094	Prac.g_00485	Prah.g_02062
OG0001095	Prac.g_00486	Prah.g_02061
OG0001096	Prac.g_00487	Prah.g_02060
OG0001097	Prac.g_00488	Prah.g_02059
OG0001098	Prac.g_00489	Prah.g_02058
OG0001099	Prac.g_00490	Prah.g_02056
OG0001100	Prac.g_00491	Prah.g_02055
OG0001101	Prac.g_00492	Prah.g_02054
OG0001102	Prac.g_00495	Prah.g_02041
OG0001103	Prac.g_00496	Prah.g_02042
OG0001104	Prac.g_00497	Prah.g_02046
OG0001105	Prac.g_00499	Prah.g_02044
OG0001106	Prac.g_00501	Prah.g_02047
OG0001107	Prac.g_00502	Prah.g_02048
OG0001108	Prac.g_00503	Prah.g_02050
OG0001109	Prac.g_00506	Prah.g_02039
OG0001110	Prac.g_00508	Prah.g_02037
OG0001111	Prac.g_00509	Prah.g_02036
OG0001112	Prac.g_00510	Prah.g_02035
OG0001113	Prac.g_00511	Prah.g_02034
OG0001114	Prac.g_00512	Prah.g_02033
OG0001115	Prac.g_00513	Prah.g_02032
OG0001116	Prac.g_00514	Prah.g_02031
OG0001117	Prac.g_00515	Prah.g_02030
OG0001118	Prac.g_00516	Prah.g_02029
OG0001119	Prac.g_00517	Prah.g_02028
OG0001120	Prac.g_00518	Prah.g_02027
OG0001121	Prac.g_00519	Prah.g_02026
OG0001122	Prac.g_00520	Prah.g_02025
OG0001123	Prac.g_00521	Prah.g_02024
OG0001124	Prac.g_00522	Prah.g_02023
OG0001125	Prac.g_00523	Prah.g_02022
OG0001126	Prac.g_00524	Prah.g_02021
OG0001127	Prac.g_00525	Prah.g_02020
OG0001128	Prac.g_00526	Prah.g_02019
OG0001129	Prac.g_00527	Prah.g_02018
OG0001130	Prac.g_00528	Prah.g_02017
OG0001131	Prac.g_00529	Prah.g_02016
OG0001132	Prac.g_00530	Prah.g_02015
OG0001133	Prac.g_00531	Prah.g_02014
OG0001134	Prac.g_00532	Prah.g_02013
OG0001135	Prac.g_00533	Prah.g_02012
OG0001136	Prac.g_00534	Prah.g_02011
OG0001137	Prac.g_00535	Prah.g_02010
OG0001138	Prac.g_00536	Prah.g_02009
OG0001139	Prac.g_00537	Prah.g_02008
OG0001140	Prac.g_00538	Prah.g_02007
OG0001141	Prac.g_00540	Prah.g_02004
OG0001142	Prac.g_00541	Prah.g_02003
OG0001143	Prac.g_00542	Prah.g_02002
OG0001144	Prac.g_00544	Prah.g_02000
OG0001145	Prac.g_00546	Prah.g_01998
OG0001146	Prac.g_00547	Prah.g_01997
OG0001147	Prac.g_00549	Prah.g_01994
OG0001148	Prac.g_00550	Prah.g_01993
OG0001149	Prac.g_00551	Prah.g_01991
OG0001150	Prac.g_00553	Prah.g_01988
OG0001151	Prac.g_00554	Prah.g_01987
OG0001152	Prac.g_00555	Prah.g_01986
OG0001153	Prac.g_00556	Prah.g_01985
OG0001154	Prac.g_00557	Prah.g_01984
OG0001155	Prac.g_00558	Prah.g_01983
OG0001156	Prac.g_00559	Prah.g_01982
OG0001157	Prac.g_00561	Prah.g_01980
OG0001158	Prac.g_00562	Prah.g_01978
OG0001159	Prac.g_00563	Prah.g_01977
OG0001160	Prac.g_00564	Prah.g_01976
OG0001161	Prac.g_00005	Prah.g_01966
OG0001162	Prac.g_00006	Prah.g_01965
OG0001163	Prac.g_00007	Prah.g_01963
OG0001164	Prac.g_00008	Prah.g_01962
OG0001165	Prac.g_00009	Prah.g_01961
OG0001166	Prac.g_00010	Prah.g_01960
OG0001167	Prac.g_00011	Prah.g_01958
OG0001168	Prac.g_00013	Prah.g_02224
OG0001169	Prac.g_00014	Prah.g_02227
OG0001170	Prac.g_00016	Prah.g_02231
OG0001171	Prac.g_00017	Prah.g_02232
OG0001172	Prac.g_00018	Prah.g_02234
OG0001173	Prac.g_00020	Prah.g_02236
OG0001174	Prac.g_00022	Prah.g_02239
OG0001175	Prac.g_00024	Prah.g_02241
OG0001176	Prac.g_00025	Prah.g_02243
OG0001177	Prac.g_00027	Prah.g_02245
OG0001178	Prac.g_00028	Prah.g_02246
