Orthogroup	Prac	Prbj
OG0000578	Prac.g_00740	Prbj.g_02568
OG0000579	Prac.g_00739	Prbj.g_02569
OG0000580	Prac.g_00738	Prbj.g_02570
OG0000581	Prac.g_00737	Prbj.g_02571
OG0000582	Prac.g_00736	Prbj.g_02573
OG0000583	Prac.g_00735	Prbj.g_02574
OG0000584	Prac.g_00733	Prbj.g_02576
OG0000585	Prac.g_00732	Prbj.g_02577
OG0000586	Prac.g_00731	Prbj.g_02579
OG0000587	Prac.g_00730	Prbj.g_02580
OG0000588	Prac.g_00729	Prbj.g_02581
OG0000589	Prac.g_00728	Prbj.g_02589
OG0000590	Prac.g_00727	Prbj.g_02590
OG0000591	Prac.g_00726	Prbj.g_02591
OG0000592	Prac.g_00725	Prbj.g_02592
OG0000593	Prac.g_00724	Prbj.g_02593
OG0000594	Prac.g_00723	Prbj.g_02596
OG0000595	Prac.g_00722	Prbj.g_02597
OG0000596	Prac.g_00721	Prbj.g_02598
OG0000597	Prac.g_00717	Prbj.g_00803
OG0000598	Prac.g_00716	Prbj.g_00804
OG0000599	Prac.g_00715	Prbj.g_00805
OG0000600	Prac.g_00714	Prbj.g_00806
OG0000601	Prac.g_00713	Prbj.g_00807
OG0000602	Prac.g_00712	Prbj.g_00809
OG0000603	Prac.g_00711	Prbj.g_00812
OG0000604	Prac.g_00710	Prbj.g_00813
OG0000605	Prac.g_00709	Prbj.g_00815
OG0000606	Prac.g_00708	Prbj.g_00816
OG0000607	Prac.g_00707	Prbj.g_00818
OG0000608	Prac.g_00706	Prbj.g_00819
OG0000609	Prac.g_00704	Prbj.g_00821
OG0000610	Prac.g_00703	Prbj.g_00822
OG0000611	Prac.g_00701	Prbj.g_00825
OG0000612	Prac.g_00700	Prbj.g_02707
OG0000613	Prac.g_00698	Prbj.g_01466
OG0000614	Prac.g_00692	Prbj.g_00184
OG0000615	Prac.g_00691	Prbj.g_00760
OG0000616	Prac.g_00690	Prbj.g_00248
OG0000617	Prac.g_00688	Prbj.g_02453
OG0000618	Prac.g_00687	Prbj.g_02636
OG0000619	Prac.g_00686	Prbj.g_00943
OG0000620	Prac.g_00684	Prbj.g_00921
OG0000621	Prac.g_00683	Prbj.g_00927
OG0000622	Prac.g_00682	Prbj.g_00931
OG0000623	Prac.g_00681	Prbj.g_00932
OG0000624	Prac.g_00679	Prbj.g_00946
OG0000625	Prac.g_00678	Prbj.g_00947
OG0000626	Prac.g_00677	Prbj.g_00948
OG0000627	Prac.g_00676	Prbj.g_00754
OG0000628	Prac.g_00675	Prbj.g_00755
OG0000629	Prac.g_00674	Prbj.g_00757
OG0000630	Prac.g_00672	Prbj.g_00759
OG0000631	Prac.g_00671	Prbj.g_02373
OG0000632	Prac.g_00667	Prbj.g_02057
OG0000633	Prac.g_00666	Prbj.g_00168
OG0000634	Prac.g_01559	Prbj.g_02180
OG0000635	Prac.g_01557	Prbj.g_02182
OG0000636	Prac.g_01556	Prbj.g_02183
OG0000637	Prac.g_01554	Prbj.g_02184
OG0000638	Prac.g_01553	Prbj.g_02185
OG0000639	Prac.g_01552	Prbj.g_02186
OG0000640	Prac.g_01551	Prbj.g_02187
OG0000641	Prac.g_01550	Prbj.g_02189
OG0000642	Prac.g_01549	Prbj.g_02190
OG0000643	Prac.g_01548	Prbj.g_02191
OG0000644	Prac.g_01546	Prbj.g_02193
OG0000645	Prac.g_01545	Prbj.g_02194
OG0000646	Prac.g_01544	Prbj.g_02195
OG0000647	Prac.g_01543	Prbj.g_02196
OG0000648	Prac.g_01542	Prbj.g_02320
OG0000649	Prac.g_01541	Prbj.g_02319
OG0000650	Prac.g_01540	Prbj.g_02316
OG0000651	Prac.g_01539	Prbj.g_02315
OG0000652	Prac.g_01537	Prbj.g_02312
OG0000653	Prac.g_01523	Prbj.g_02463
OG0000654	Prac.g_01521	Prbj.g_01884
OG0000656	Prac.g_01508	Prbj.g_01607
OG0000657	Prac.g_01507	Prbj.g_02276
OG0000658	Prac.g_01506	Prbj.g_02277
OG0000659	Prac.g_01505	Prbj.g_02278
OG0000660	Prac.g_01498	Prbj.g_00347
OG0000661	Prac.g_01489	Prbj.g_01337
OG0000662	Prac.g_01487	Prbj.g_02311
OG0000663	Prac.g_01484	Prbj.g_02306
OG0000664	Prac.g_01483	Prbj.g_02305
OG0000665	Prac.g_01482	Prbj.g_02304
OG0000666	Prac.g_01481	Prbj.g_02406
OG0000667	Prac.g_01480	Prbj.g_02407
OG0000668	Prac.g_01479	Prbj.g_02408
OG0000669	Prac.g_01478	Prbj.g_02409
OG0000670	Prac.g_01476	Prbj.g_02411
OG0000671	Prac.g_01475	Prbj.g_02412
OG0000672	Prac.g_01474	Prbj.g_02413
OG0000673	Prac.g_01473	Prbj.g_02414
OG0000674	Prac.g_01472	Prbj.g_02415
OG0000675	Prac.g_01471	Prbj.g_02416
OG0000676	Prac.g_01469	Prbj.g_02418
OG0000677	Prac.g_01467	Prbj.g_02420
OG0000678	Prac.g_01466	Prbj.g_02421
OG0000679	Prac.g_01465	Prbj.g_02422
OG0000680	Prac.g_01464	Prbj.g_02423
OG0000681	Prac.g_01463	Prbj.g_02424
OG0000682	Prac.g_01462	Prbj.g_02425
OG0000683	Prac.g_01461	Prbj.g_02427
OG0000684	Prac.g_01460	Prbj.g_02430
OG0000685	Prac.g_01459	Prbj.g_02431
OG0000686	Prac.g_01458	Prbj.g_02432
OG0000687	Prac.g_01457	Prbj.g_02433
OG0000688	Prac.g_01456	Prbj.g_02434
OG0000689	Prac.g_01455	Prbj.g_02435
OG0000690	Prac.g_01454	Prbj.g_02436
OG0000691	Prac.g_01452	Prbj.g_02438
OG0000692	Prac.g_01451	Prbj.g_02439
OG0000693	Prac.g_01450	Prbj.g_02440
OG0000694	Prac.g_01449	Prbj.g_02441
OG0000695	Prac.g_01448	Prbj.g_02442
OG0000696	Prac.g_01447	Prbj.g_02443
OG0000697	Prac.g_01445	Prbj.g_02470
OG0000698	Prac.g_01444	Prbj.g_02471
OG0000699	Prac.g_01441	Prbj.g_02475
OG0000700	Prac.g_01440	Prbj.g_02476
OG0000701	Prac.g_01439	Prbj.g_02478
OG0000702	Prac.g_01438	Prbj.g_02479
OG0000703	Prac.g_01437	Prbj.g_02480
OG0000704	Prac.g_01436	Prbj.g_02481
OG0000705	Prac.g_01434	Prbj.g_02483
OG0000706	Prac.g_01433	Prbj.g_02484
OG0000707	Prac.g_01432	Prbj.g_02485
OG0000708	Prac.g_01431	Prbj.g_02486
OG0000709	Prac.g_01430	Prbj.g_02487
OG0000710	Prac.g_01429	Prbj.g_02488
OG0000711	Prac.g_01428	Prbj.g_02490
OG0000712	Prac.g_01427	Prbj.g_02491
OG0000713	Prac.g_01426	Prbj.g_02492
OG0000714	Prac.g_01424	Prbj.g_02503
OG0000715	Prac.g_01423	Prbj.g_02504
OG0000716	Prac.g_01422	Prbj.g_02507
OG0000717	Prac.g_01421	Prbj.g_02511
OG0000718	Prac.g_01420	Prbj.g_02512
OG0000719	Prac.g_01418	Prbj.g_02514
OG0000720	Prac.g_01416	Prbj.g_02323
OG0000721	Prac.g_01415	Prbj.g_02199
OG0000722	Prac.g_01401	Prbj.g_02215
OG0000723	Prac.g_01396	Prbj.g_01553
OG0000724	Prac.g_01393	Prbj.g_02523
OG0000725	Prac.g_01392	Prbj.g_02333
OG0000726	Prac.g_01391	Prbj.g_00044
OG0000727	Prac.g_01390	Prbj.g_02334
OG0000728	Prac.g_01389	Prbj.g_02335
OG0000729	Prac.g_01387	Prbj.g_02337
OG0000730	Prac.g_01386	Prbj.g_02338
OG0000731	Prac.g_01384	Prbj.g_02340
OG0000732	Prac.g_01383	Prbj.g_02341
OG0000733	Prac.g_01382	Prbj.g_02342
OG0000734	Prac.g_01381	Prbj.g_02343
OG0000735	Prac.g_01380	Prbj.g_02344
OG0000736	Prac.g_01378	Prbj.g_02352
OG0000737	Prac.g_01377	Prbj.g_02354
OG0000738	Prac.g_01375	Prbj.g_02359
OG0000739	Prac.g_01374	Prbj.g_02361
OG0000740	Prac.g_01373	Prbj.g_02364
OG0000741	Prac.g_01371	Prbj.g_02379
OG0000742	Prac.g_01370	Prbj.g_02380
OG0000743	Prac.g_01367	Prbj.g_02383
OG0000744	Prac.g_01366	Prbj.g_02384
OG0000745	Prac.g_01365	Prbj.g_02397
OG0000746	Prac.g_01364	Prbj.g_02396
OG0000747	Prac.g_01363	Prbj.g_02395
OG0000748	Prac.g_01362	Prbj.g_02394
OG0000749	Prac.g_01361	Prbj.g_02393
OG0000750	Prac.g_01360	Prbj.g_02391
OG0000751	Prac.g_01358	Prbj.g_02399
OG0000752	Prac.g_01357	Prbj.g_02400
OG0000753	Prac.g_01356	Prbj.g_02401
OG0000754	Prac.g_01355	Prbj.g_02402
OG0000755	Prac.g_01353	Prbj.g_02403
OG0000756	Prac.g_01352	Prbj.g_02404
OG0000757	Prac.g_01351	Prbj.g_02405
OG0000758	Prac.g_01350	Prbj.g_02303
OG0000759	Prac.g_01349	Prbj.g_02302
OG0000760	Prac.g_01348	Prbj.g_02301
OG0000761	Prac.g_01347	Prbj.g_02299
OG0000762	Prac.g_01345	Prbj.g_02297
OG0000763	Prac.g_01344	Prbj.g_02296
OG0000764	Prac.g_01343	Prbj.g_02294
OG0000765	Prac.g_01342	Prbj.g_02293
OG0000766	Prac.g_01341	Prbj.g_02292
OG0000767	Prac.g_01340	Prbj.g_00694
OG0000768	Prac.g_01339	Prbj.g_02284
OG0000769	Prac.g_01338	Prbj.g_02283
OG0000770	Prac.g_01337	Prbj.g_02281
OG0000771	Prac.g_01336	Prbj.g_02280
OG0000772	Prac.g_01335	Prbj.g_01984
OG0000773	Prac.g_01333	Prbj.g_02275
OG0000774	Prac.g_01332	Prbj.g_02274
OG0000775	Prac.g_01331	Prbj.g_02273
OG0000776	Prac.g_01330	Prbj.g_02271
OG0000777	Prac.g_01329	Prbj.g_02270
OG0000778	Prac.g_01328	Prbj.g_02269
OG0000779	Prac.g_01326	Prbj.g_02264
OG0000780	Prac.g_01325	Prbj.g_02263
OG0000781	Prac.g_01324	Prbj.g_02261
OG0000782	Prac.g_01322	Prbj.g_02259
OG0000783	Prac.g_01321	Prbj.g_02257
OG0000784	Prac.g_01320	Prbj.g_02255
OG0000785	Prac.g_01319	Prbj.g_02254
OG0000786	Prac.g_01318	Prbj.g_02253
OG0000787	Prac.g_01316	Prbj.g_02251
OG0000788	Prac.g_01315	Prbj.g_02250
OG0000789	Prac.g_01314	Prbj.g_02249
OG0000790	Prac.g_01313	Prbj.g_02248
OG0000791	Prac.g_01312	Prbj.g_02247
OG0000792	Prac.g_01311	Prbj.g_00722
OG0000793	Prac.g_01310	Prbj.g_02245
OG0000794	Prac.g_01309	Prbj.g_02243
OG0000795	Prac.g_01308	Prbj.g_02241
OG0000796	Prac.g_01307	Prbj.g_02237
OG0000797	Prac.g_01305	Prbj.g_02236
OG0000798	Prac.g_01304	Prbj.g_02235
OG0000799	Prac.g_01303	Prbj.g_02231
OG0000800	Prac.g_01302	Prbj.g_02230
OG0000801	Prac.g_01301	Prbj.g_02229
OG0000802	Prac.g_01299	Prbj.g_02225
OG0000803	Prac.g_01298	Prbj.g_02224
OG0000804	Prac.g_01287	Prbj.g_02219
OG0000805	Prac.g_01285	Prbj.g_02217
OG0000806	Prac.g_01284	Prbj.g_02216
OG0000807	Prac.g_01283	Prbj.g_02214
OG0000808	Prac.g_01282	Prbj.g_02213
OG0000809	Prac.g_01278	Prbj.g_02207
OG0000810	Prac.g_01277	Prbj.g_02205
OG0000811	Prac.g_01276	Prbj.g_02204
OG0000812	Prac.g_01275	Prbj.g_01985
OG0000813	Prac.g_01274	Prbj.g_02203
OG0000814	Prac.g_01273	Prbj.g_02202
OG0000815	Prac.g_01272	Prbj.g_02201
OG0000816	Prac.g_01270	Prbj.g_02198
OG0000817	Prac.g_01267	Prbj.g_01850
OG0000818	Prac.g_01266	Prbj.g_01849
OG0000819	Prac.g_01264	Prbj.g_01846
OG0000820	Prac.g_01263	Prbj.g_01845
OG0000821	Prac.g_01262	Prbj.g_01844
OG0000822	Prac.g_01261	Prbj.g_01843
OG0000823	Prac.g_01258	Prbj.g_01840
OG0000824	Prac.g_01257	Prbj.g_01839
OG0000825	Prac.g_01255	Prbj.g_01836
OG0000826	Prac.g_01254	Prbj.g_01835
OG0000827	Prac.g_01253	Prbj.g_01834
OG0000828	Prac.g_01251	Prbj.g_01833
OG0000829	Prac.g_01225	Prbj.g_02687
OG0000830	Prac.g_01216	Prbj.g_02537
OG0000831	Prac.g_01213	Prbj.g_01669
OG0000832	Prac.g_01212	Prbj.g_00696
OG0000833	Prac.g_01205	Prbj.g_01289
OG0000834	Prac.g_01046	Prbj.g_00343
OG0000835	Prac.g_01042	Prbj.g_00333
OG0000836	Prac.g_01040	Prbj.g_00634
OG0000837	Prac.g_01031	Prbj.g_02555
OG0000838	Prac.g_01017	Prbj.g_01997
OG0000839	Prac.g_01016	Prbj.g_01991
OG0000840	Prac.g_01011	Prbj.g_01336
OG0000841	Prac.g_01004	Prbj.g_00641
OG0000842	Prac.g_01000	Prbj.g_00627
OG0000843	Prac.g_00998	Prbj.g_00953
OG0000844	Prac.g_00997	Prbj.g_00954
OG0000845	Prac.g_00996	Prbj.g_00955
OG0000846	Prac.g_00995	Prbj.g_00956
OG0000847	Prac.g_00994	Prbj.g_00958
OG0000848	Prac.g_00993	Prbj.g_00959
OG0000849	Prac.g_00992	Prbj.g_00962
OG0000850	Prac.g_00991	Prbj.g_00964
OG0000851	Prac.g_00989	Prbj.g_00968
OG0000852	Prac.g_00986	Prbj.g_00970
OG0000853	Prac.g_00984	Prbj.g_00972
OG0000854	Prac.g_00983	Prbj.g_00973
OG0000855	Prac.g_00982	Prbj.g_00846
OG0000856	Prac.g_00981	Prbj.g_00845
OG0000857	Prac.g_00980	Prbj.g_00844
OG0000858	Prac.g_00978	Prbj.g_00834
OG0000859	Prac.g_00977	Prbj.g_00832
OG0000860	Prac.g_00976	Prbj.g_00831
OG0000861	Prac.g_00975	Prbj.g_00830
OG0000862	Prac.g_00974	Prbj.g_00829
OG0000863	Prac.g_00973	Prbj.g_00304
OG0000864	Prac.g_00972	Prbj.g_00305
OG0000865	Prac.g_00971	Prbj.g_00307
OG0000866	Prac.g_00970	Prbj.g_00308
OG0000867	Prac.g_00967	Prbj.g_00311
OG0000868	Prac.g_00965	Prbj.g_00312
OG0000869	Prac.g_00964	Prbj.g_01910
OG0000870	Prac.g_00963	Prbj.g_01913
OG0000871	Prac.g_00962	Prbj.g_01914
OG0000872	Prac.g_00961	Prbj.g_00002
OG0000873	Prac.g_00960	Prbj.g_00003
OG0000874	Prac.g_00959	Prbj.g_00004
OG0000875	Prac.g_00958	Prbj.g_00006
OG0000876	Prac.g_00956	Prbj.g_00008
OG0000877	Prac.g_00955	Prbj.g_00009
OG0000878	Prac.g_00954	Prbj.g_00010
OG0000879	Prac.g_00953	Prbj.g_00011
OG0000880	Prac.g_00952	Prbj.g_00012
OG0000881	Prac.g_00951	Prbj.g_00013
OG0000882	Prac.g_00950	Prbj.g_00014
OG0000883	Prac.g_00949	Prbj.g_01908
OG0000884	Prac.g_00948	Prbj.g_01907
OG0000885	Prac.g_00947	Prbj.g_01906
OG0000886	Prac.g_00946	Prbj.g_01905
OG0000887	Prac.g_00945	Prbj.g_01903
OG0000888	Prac.g_00944	Prbj.g_02152
OG0000889	Prac.g_00943	Prbj.g_02153
OG0000890	Prac.g_00942	Prbj.g_02155
OG0000891	Prac.g_00941	Prbj.g_02156
OG0000892	Prac.g_00940	Prbj.g_02158
OG0000893	Prac.g_00939	Prbj.g_02159
OG0000894	Prac.g_00937	Prbj.g_02163
OG0000895	Prac.g_00936	Prbj.g_02164
OG0000896	Prac.g_00934	Prbj.g_02166
OG0000897	Prac.g_00933	Prbj.g_02167
OG0000898	Prac.g_00932	Prbj.g_00314
OG0000899	Prac.g_00931	Prbj.g_00313
OG0000900	Prac.g_00929	Prbj.g_00019
OG0000901	Prac.g_00154	Prbj.g_01679
OG0000902	Prac.g_00164	Prbj.g_00163
OG0000903	Prac.g_00165	Prbj.g_00162
OG0000904	Prac.g_00166	Prbj.g_00161
OG0000905	Prac.g_00167	Prbj.g_01717
OG0000906	Prac.g_00168	Prbj.g_01719
OG0000907	Prac.g_00170	Prbj.g_01721
OG0000908	Prac.g_00171	Prbj.g_01722
OG0000909	Prac.g_00172	Prbj.g_01723
OG0000910	Prac.g_00173	Prbj.g_01724
OG0000911	Prac.g_00174	Prbj.g_01725
OG0000912	Prac.g_00177	Prbj.g_01729
OG0000913	Prac.g_00178	Prbj.g_01732
OG0000914	Prac.g_00179	Prbj.g_01733
OG0000915	Prac.g_00181	Prbj.g_01736
OG0000916	Prac.g_00182	Prbj.g_01737
OG0000917	Prac.g_00183	Prbj.g_01738
OG0000918	Prac.g_00184	Prbj.g_01739
OG0000919	Prac.g_00185	Prbj.g_01740
OG0000920	Prac.g_00186	Prbj.g_01741
OG0000921	Prac.g_00188	Prbj.g_01744
OG0000922	Prac.g_00189	Prbj.g_01745
OG0000923	Prac.g_00199	Prbj.g_00669
OG0000924	Prac.g_00200	Prbj.g_00670
OG0000925	Prac.g_00203	Prbj.g_00121
OG0000926	Prac.g_00204	Prbj.g_00094
OG0000927	Prac.g_00205	Prbj.g_02508
OG0000928	Prac.g_00207	Prbj.g_00687
OG0000929	Prac.g_00209	Prbj.g_01837
OG0000930	Prac.g_00211	Prbj.g_02689
OG0000931	Prac.g_00212	Prbj.g_02521
OG0000932	Prac.g_00215	Prbj.g_00873
OG0000933	Prac.g_00219	Prbj.g_01640
OG0000934	Prac.g_00220	Prbj.g_01641
OG0000935	Prac.g_00221	Prbj.g_01642
OG0000936	Prac.g_00222	Prbj.g_01643
OG0000937	Prac.g_00223	Prbj.g_01644
OG0000938	Prac.g_00224	Prbj.g_01645
OG0000939	Prac.g_00225	Prbj.g_01646
OG0000940	Prac.g_00226	Prbj.g_01647
OG0000941	Prac.g_00227	Prbj.g_01649
OG0000942	Prac.g_00228	Prbj.g_01650
OG0000943	Prac.g_00229	Prbj.g_01651
OG0000944	Prac.g_00230	Prbj.g_01652
OG0000945	Prac.g_00231	Prbj.g_01653
OG0000946	Prac.g_00232	Prbj.g_01654
OG0000947	Prac.g_00233	Prbj.g_01655
OG0000948	Prac.g_00234	Prbj.g_01656
OG0000949	Prac.g_00235	Prbj.g_01657
OG0000950	Prac.g_00447	Prbj.g_01514
OG0000951	Prac.g_00429	Prbj.g_01304
OG0000952	Prac.g_00428	Prbj.g_01303
OG0000953	Prac.g_00427	Prbj.g_01302
OG0000954	Prac.g_00426	Prbj.g_01294
OG0000955	Prac.g_00425	Prbj.g_01293
OG0000956	Prac.g_00423	Prbj.g_01041
OG0000957	Prac.g_00422	Prbj.g_01043
OG0000958	Prac.g_00421	Prbj.g_01044
OG0000959	Prac.g_00420	Prbj.g_01045
OG0000960	Prac.g_00419	Prbj.g_01046
OG0000961	Prac.g_00418	Prbj.g_01047
OG0000962	Prac.g_00417	Prbj.g_01049
OG0000963	Prac.g_00416	Prbj.g_01050
OG0000964	Prac.g_00415	Prbj.g_01052
OG0000965	Prac.g_00413	Prbj.g_01054
OG0000966	Prac.g_00412	Prbj.g_01055
OG0000967	Prac.g_00409	Prbj.g_01058
OG0000968	Prac.g_00408	Prbj.g_01067
OG0000969	Prac.g_00407	Prbj.g_01068
OG0000970	Prac.g_00406	Prbj.g_01069
OG0000971	Prac.g_00405	Prbj.g_01070
OG0000972	Prac.g_00404	Prbj.g_01071
OG0000973	Prac.g_00402	Prbj.g_01073
OG0000974	Prac.g_00401	Prbj.g_01074
OG0000975	Prac.g_00400	Prbj.g_01075
OG0000976	Prac.g_00399	Prbj.g_01076
OG0000977	Prac.g_00398	Prbj.g_01077
OG0000978	Prac.g_00397	Prbj.g_01078
OG0000979	Prac.g_00396	Prbj.g_01079
OG0000980	Prac.g_00395	Prbj.g_01080
OG0000981	Prac.g_00394	Prbj.g_00631
OG0000982	Prac.g_00393	Prbj.g_00632
OG0000983	Prac.g_00392	Prbj.g_00633
OG0000984	Prac.g_00388	Prbj.g_00640
OG0000985	Prac.g_00387	Prbj.g_00642
OG0000986	Prac.g_00386	Prbj.g_00643
OG0000987	Prac.g_00384	Prbj.g_00646
OG0000988	Prac.g_00383	Prbj.g_00647
OG0000989	Prac.g_00382	Prbj.g_00648
OG0000990	Prac.g_00381	Prbj.g_00649
OG0000991	Prac.g_00380	Prbj.g_00650
OG0000992	Prac.g_00379	Prbj.g_00651
OG0000993	Prac.g_00378	Prbj.g_00652
OG0000994	Prac.g_00377	Prbj.g_00653
OG0000995	Prac.g_00376	Prbj.g_00654
OG0000996	Prac.g_00375	Prbj.g_00655
OG0000997	Prac.g_00373	Prbj.g_00657
OG0000998	Prac.g_00370	Prbj.g_00036
OG0000999	Prac.g_00368	Prbj.g_01674
OG0001000	Prac.g_00367	Prbj.g_01684
OG0001001	Prac.g_00366	Prbj.g_01686
OG0001002	Prac.g_00364	Prbj.g_01688
OG0001003	Prac.g_00363	Prbj.g_01689
OG0001004	Prac.g_00362	Prbj.g_02538
OG0001005	Prac.g_00361	Prbj.g_01690
OG0001006	Prac.g_00359	Prbj.g_01692
OG0001007	Prac.g_00358	Prbj.g_01693
OG0001008	Prac.g_00357	Prbj.g_01694
OG0001009	Prac.g_00356	Prbj.g_01696
OG0001010	Prac.g_00355	Prbj.g_01697
OG0001011	Prac.g_00354	Prbj.g_01699
OG0001012	Prac.g_00353	Prbj.g_01700
OG0001013	Prac.g_00352	Prbj.g_01701
OG0001014	Prac.g_00351	Prbj.g_01702
OG0001015	Prac.g_00350	Prbj.g_01703
OG0001016	Prac.g_00349	Prbj.g_01704
OG0001017	Prac.g_00348	Prbj.g_01705
OG0001018	Prac.g_00347	Prbj.g_01707
OG0001019	Prac.g_00346	Prbj.g_01708
OG0001020	Prac.g_00345	Prbj.g_01709
OG0001021	Prac.g_00344	Prbj.g_01710
OG0001022	Prac.g_00343	Prbj.g_01711
OG0001023	Prac.g_00342	Prbj.g_01712
OG0001024	Prac.g_00340	Prbj.g_01713
OG0001025	Prac.g_00339	Prbj.g_00888
OG0001026	Prac.g_00338	Prbj.g_00887
OG0001027	Prac.g_00337	Prbj.g_00185
OG0001028	Prac.g_00336	Prbj.g_00884
OG0001029	Prac.g_00335	Prbj.g_00883
OG0001030	Prac.g_00332	Prbj.g_00880
OG0001031	Prac.g_00331	Prbj.g_00879
OG0001032	Prac.g_00324	Prbj.g_02535
OG0001033	Prac.g_00317	Prbj.g_02561
OG0001034	Prac.g_00288	Prbj.g_02429
OG0001035	Prac.g_00631	Prbj.g_00868
OG0001036	Prac.g_00630	Prbj.g_00867
OG0001037	Prac.g_00624	Prbj.g_00856
OG0001038	Prac.g_00623	Prbj.g_00855
OG0001039	Prac.g_00622	Prbj.g_00854
OG0001040	Prac.g_00621	Prbj.g_00852
OG0001041	Prac.g_00619	Prbj.g_00495
OG0001042	Prac.g_00618	Prbj.g_00494
OG0001043	Prac.g_00617	Prbj.g_00493
OG0001044	Prac.g_00616	Prbj.g_00492
OG0001045	Prac.g_00615	Prbj.g_00491
OG0001046	Prac.g_00614	Prbj.g_00489
OG0001047	Prac.g_00613	Prbj.g_00488
OG0001048	Prac.g_00611	Prbj.g_00487
OG0001049	Prac.g_00610	Prbj.g_00486
OG0001050	Prac.g_00609	Prbj.g_00485
OG0001051	Prac.g_00608	Prbj.g_00484
OG0001052	Prac.g_00607	Prbj.g_00483
OG0001053	Prac.g_00606	Prbj.g_00482
OG0001054	Prac.g_00605	Prbj.g_00481
OG0001055	Prac.g_00604	Prbj.g_00480
OG0001056	Prac.g_00603	Prbj.g_00478
OG0001057	Prac.g_00601	Prbj.g_00476
OG0001058	Prac.g_00600	Prbj.g_00475
OG0001059	Prac.g_00599	Prbj.g_00473
OG0001060	Prac.g_00598	Prbj.g_00472
OG0001061	Prac.g_00597	Prbj.g_00471
OG0001062	Prac.g_00596	Prbj.g_00470
OG0001063	Prac.g_00595	Prbj.g_00469
OG0001064	Prac.g_00594	Prbj.g_00467
OG0001065	Prac.g_00593	Prbj.g_00466
OG0001066	Prac.g_00592	Prbj.g_00465
OG0001067	Prac.g_00591	Prbj.g_00464
OG0001068	Prac.g_00590	Prbj.g_00463
OG0001069	Prac.g_00587	Prbj.g_00459
OG0001070	Prac.g_00585	Prbj.g_00457
OG0001071	Prac.g_00584	Prbj.g_00456
OG0001072	Prac.g_00583	Prbj.g_00455
OG0001073	Prac.g_00582	Prbj.g_00454
OG0001074	Prac.g_00581	Prbj.g_00453
OG0001075	Prac.g_00580	Prbj.g_00451
OG0001076	Prac.g_00578	Prbj.g_00449
OG0001077	Prac.g_00577	Prbj.g_00448
OG0001078	Prac.g_00576	Prbj.g_00447
OG0001079	Prac.g_00575	Prbj.g_00446
OG0001080	Prac.g_00574	Prbj.g_00445
OG0001081	Prac.g_00573	Prbj.g_00444
OG0001082	Prac.g_00572	Prbj.g_00443
OG0001083	Prac.g_00571	Prbj.g_00442
OG0001084	Prac.g_00570	Prbj.g_00428
OG0001085	Prac.g_00569	Prbj.g_00427
OG0001086	Prac.g_00476	Prbj.g_02660
OG0001087	Prac.g_00477	Prbj.g_02657
OG0001088	Prac.g_00478	Prbj.g_02656
OG0001089	Prac.g_00480	Prbj.g_02652
OG0001090	Prac.g_00481	Prbj.g_02651
OG0001091	Prac.g_00482	Prbj.g_02650
OG0001092	Prac.g_00483	Prbj.g_02649
OG0001093	Prac.g_00484	Prbj.g_02648
OG0001094	Prac.g_00485	Prbj.g_02647
OG0001095	Prac.g_00486	Prbj.g_02646
OG0001096	Prac.g_00487	Prbj.g_02645
OG0001097	Prac.g_00488	Prbj.g_02644
OG0001098	Prac.g_00489	Prbj.g_02643
OG0001099	Prac.g_00490	Prbj.g_02641
OG0001100	Prac.g_00491	Prbj.g_02640
OG0001101	Prac.g_00492	Prbj.g_02639
OG0001102	Prac.g_00495	Prbj.g_01027
OG0001103	Prac.g_00496	Prbj.g_01028
OG0001104	Prac.g_00497	Prbj.g_01032
OG0001105	Prac.g_00499	Prbj.g_01030
OG0001106	Prac.g_00501	Prbj.g_01033
OG0001107	Prac.g_00502	Prbj.g_01034
OG0001108	Prac.g_00503	Prbj.g_02635
OG0001109	Prac.g_00506	Prbj.g_01025
OG0001110	Prac.g_00508	Prbj.g_01023
OG0001111	Prac.g_00509	Prbj.g_01022
OG0001112	Prac.g_00510	Prbj.g_01021
OG0001113	Prac.g_00511	Prbj.g_01020
OG0001114	Prac.g_00512	Prbj.g_01019
OG0001115	Prac.g_00513	Prbj.g_01018
OG0001116	Prac.g_00514	Prbj.g_01017
OG0001117	Prac.g_00515	Prbj.g_01016
OG0001118	Prac.g_00516	Prbj.g_01015
OG0001119	Prac.g_00517	Prbj.g_01014
OG0001120	Prac.g_00518	Prbj.g_01013
OG0001121	Prac.g_00519	Prbj.g_01012
OG0001122	Prac.g_00520	Prbj.g_01011
OG0001123	Prac.g_00521	Prbj.g_01010
OG0001124	Prac.g_00522	Prbj.g_01009
OG0001125	Prac.g_00523	Prbj.g_01008
OG0001126	Prac.g_00524	Prbj.g_01007
OG0001127	Prac.g_00525	Prbj.g_01006
OG0001128	Prac.g_00526	Prbj.g_01005
OG0001129	Prac.g_00527	Prbj.g_01004
OG0001130	Prac.g_00528	Prbj.g_01003
OG0001131	Prac.g_00529	Prbj.g_01002
OG0001132	Prac.g_00530	Prbj.g_01001
OG0001133	Prac.g_00531	Prbj.g_01000
OG0001134	Prac.g_00532	Prbj.g_00999
OG0001135	Prac.g_00533	Prbj.g_00998
OG0001136	Prac.g_00534	Prbj.g_00997
OG0001137	Prac.g_00535	Prbj.g_00996
