Orthogroup	Pray	Syah
OG0000581	Pray.g_01158	Syah.g_01163
OG0000582	Pray.g_01155	Syah.g_01979
OG0000583	Pray.g_01154	Syah.g_01978
OG0000584	Pray.g_01153	Syah.g_01977
OG0000585	Pray.g_01151	Syah.g_01975
OG0000586	Pray.g_01150	Syah.g_01974
OG0000587	Pray.g_01149	Syah.g_01972
OG0000588	Pray.g_01145	Syah.g_01966
OG0000589	Pray.g_01142	Syah.g_01962
OG0000590	Pray.g_01141	Syah.g_01961
OG0000591	Pray.g_01138	Syah.g_01954
OG0000592	Pray.g_01137	Syah.g_01953
OG0000593	Pray.g_01131	Syah.g_01939
OG0000594	Pray.g_01130	Syah.g_01938
OG0000595	Pray.g_01129	Syah.g_01937
OG0000596	Pray.g_01125	Syah.g_01932
OG0000597	Pray.g_01123	Syah.g_01929
OG0000598	Pray.g_01122	Syah.g_01928
OG0000599	Pray.g_01119	Syah.g_01925
OG0000600	Pray.g_01118	Syah.g_01924
OG0000601	Pray.g_01117	Syah.g_01923
OG0000602	Pray.g_01115	Syah.g_01917
OG0000603	Pray.g_01114	Syah.g_01916
OG0000604	Pray.g_01113	Syah.g_01913
OG0000605	Pray.g_01112	Syah.g_01825
OG0000606	Pray.g_01109	Syah.g_01485
OG0000607	Pray.g_01106	Syah.g_01489
OG0000608	Pray.g_01105	Syah.g_01490
OG0000609	Pray.g_01104	Syah.g_01492
OG0000610	Pray.g_01099	Syah.g_01499
OG0000611	Pray.g_01096	Syah.g_01502
OG0000612	Pray.g_01095	Syah.g_01503
OG0000613	Pray.g_01090	Syah.g_00147
OG0000614	Pray.g_01071	Syah.g_02004
OG0000615	Pray.g_01063	Syah.g_01814
OG0000616	Pray.g_01059	Syah.g_00389
OG0000617	Pray.g_01034	Syah.g_01722
OG0000618	Pray.g_01033	Syah.g_01721
OG0000619	Pray.g_01032	Syah.g_01720
OG0000620	Pray.g_01029	Syah.g_01713
OG0000621	Pray.g_01028	Syah.g_01712
OG0000622	Pray.g_01027	Syah.g_01711
OG0000623	Pray.g_01026	Syah.g_01710
OG0000624	Pray.g_01025	Syah.g_01708
OG0000625	Pray.g_00269	Syah.g_01707
OG0000626	Pray.g_00270	Syah.g_01706
OG0000627	Pray.g_00271	Syah.g_01569
OG0000628	Pray.g_00272	Syah.g_01570
OG0000629	Pray.g_00273	Syah.g_01573
OG0000630	Pray.g_00276	Syah.g_01577
OG0000631	Pray.g_00339	Syah.g_01582
OG0000632	Pray.g_00340	Syah.g_01583
OG0000633	Pray.g_00341	Syah.g_01584
OG0000634	Pray.g_00344	Syah.g_01783
OG0000635	Pray.g_00345	Syah.g_01782
OG0000636	Pray.g_00347	Syah.g_01780
OG0000637	Pray.g_00349	Syah.g_01778
OG0000638	Pray.g_00350	Syah.g_01777
OG0000639	Pray.g_00351	Syah.g_01776
OG0000640	Pray.g_00352	Syah.g_01775
OG0000641	Pray.g_00356	Syah.g_01771
OG0000642	Pray.g_00357	Syah.g_01770
OG0000643	Pray.g_00358	Syah.g_01768
OG0000644	Pray.g_00359	Syah.g_01767
OG0000645	Pray.g_00360	Syah.g_01765
OG0000646	Pray.g_00362	Syah.g_01762
OG0000647	Pray.g_00363	Syah.g_01760
OG0000648	Pray.g_00365	Syah.g_01757
OG0000649	Pray.g_00366	Syah.g_01756
OG0000650	Pray.g_00367	Syah.g_01755
OG0000651	Pray.g_00368	Syah.g_01754
OG0000652	Pray.g_00369	Syah.g_01753
OG0000653	Pray.g_00371	Syah.g_01751
OG0000654	Pray.g_00372	Syah.g_01750
OG0000655	Pray.g_00373	Syah.g_01749
OG0000656	Pray.g_00376	Syah.g_01746
OG0000657	Pray.g_00384	Syah.g_02083
OG0000658	Pray.g_00385	Syah.g_02086
OG0000659	Pray.g_00386	Syah.g_02087
OG0000660	Pray.g_00390	Syah.g_02091
OG0000661	Pray.g_00392	Syah.g_02093
OG0000662	Pray.g_00394	Syah.g_02095
OG0000663	Pray.g_00396	Syah.g_02098
OG0000664	Pray.g_00397	Syah.g_02099
OG0000665	Pray.g_00401	Syah.g_01895
OG0000666	Pray.g_00402	Syah.g_01826
OG0000667	Pray.g_00406	Syah.g_00714
OG0000668	Pray.g_00436	Syah.g_01680
OG0000669	Pray.g_00443	Syah.g_01520
OG0000670	Pray.g_00445	Syah.g_02352
OG0000671	Pray.g_00447	Syah.g_01524
OG0000672	Pray.g_00450	Syah.g_01527
OG0000673	Pray.g_00453	Syah.g_01530
OG0000674	Pray.g_00455	Syah.g_01532
OG0000675	Pray.g_00456	Syah.g_01533
OG0000676	Pray.g_00458	Syah.g_01535
OG0000677	Pray.g_00459	Syah.g_01536
OG0000678	Pray.g_00461	Syah.g_01821
OG0000679	Pray.g_00465	Syah.g_01812
OG0000680	Pray.g_00466	Syah.g_01811
OG0000681	Pray.g_00469	Syah.g_01808
OG0000682	Pray.g_00470	Syah.g_01807
OG0000683	Pray.g_00471	Syah.g_01806
OG0000684	Pray.g_00473	Syah.g_01802
OG0000685	Pray.g_00475	Syah.g_01800
OG0000686	Pray.g_00476	Syah.g_01799
OG0000687	Pray.g_00477	Syah.g_01798
OG0000688	Pray.g_00480	Syah.g_01793
OG0000689	Pray.g_00481	Syah.g_01791
OG0000690	Pray.g_00482	Syah.g_01790
OG0000691	Pray.g_00483	Syah.g_01789
OG0000692	Pray.g_00485	Syah.g_01788
OG0000693	Pray.g_00486	Syah.g_01787
OG0000694	Pray.g_00487	Syah.g_01786
OG0000695	Pray.g_00489	Syah.g_01586
OG0000696	Pray.g_00490	Syah.g_01587
OG0000697	Pray.g_00491	Syah.g_01589
OG0000698	Pray.g_00494	Syah.g_01592
OG0000699	Pray.g_00495	Syah.g_01594
OG0000700	Pray.g_00496	Syah.g_01595
OG0000701	Pray.g_00497	Syah.g_01596
OG0000702	Pray.g_00499	Syah.g_01604
OG0000703	Pray.g_00500	Syah.g_01605
OG0000704	Pray.g_00501	Syah.g_01608
OG0000705	Pray.g_00505	Syah.g_01614
OG0000706	Pray.g_00506	Syah.g_01615
OG0000707	Pray.g_00507	Syah.g_01616
OG0000708	Pray.g_00508	Syah.g_01619
OG0000709	Pray.g_00512	Syah.g_01627
OG0000710	Pray.g_00515	Syah.g_01631
OG0000711	Pray.g_00532	Syah.g_01661
OG0000712	Pray.g_00534	Syah.g_01662
OG0000713	Pray.g_00535	Syah.g_01663
OG0000714	Pray.g_00536	Syah.g_01665
OG0000715	Pray.g_00538	Syah.g_01667
OG0000716	Pray.g_00540	Syah.g_01671
OG0000717	Pray.g_00541	Syah.g_01672
OG0000718	Pray.g_00553	Syah.g_01676
OG0000719	Pray.g_00555	Syah.g_01678
OG0000720	Pray.g_00564	Syah.g_01691
OG0000721	Pray.g_00566	Syah.g_01693
OG0000722	Pray.g_00567	Syah.g_01694
OG0000723	Pray.g_00570	Syah.g_01704
OG0000724	Pray.g_00579	Syah.g_02036
OG0000725	Pray.g_00585	Syah.g_02027
OG0000726	Pray.g_00586	Syah.g_02026
OG0000727	Pray.g_00587	Syah.g_02025
OG0000728	Pray.g_00589	Syah.g_02023
OG0000729	Pray.g_00634	Syah.g_00263
OG0000730	Pray.g_00132	Syah.g_00855
OG0000731	Pray.g_00128	Syah.g_00867
OG0000732	Pray.g_00118	Syah.g_00319
OG0000733	Pray.g_00096	Syah.g_00473
OG0000734	Pray.g_00079	Syah.g_02545
OG0000735	Pray.g_00077	Syah.g_02178
OG0000736	Pray.g_00076	Syah.g_02177
OG0000737	Pray.g_00075	Syah.g_02176
OG0000738	Pray.g_00071	Syah.g_02170
OG0000739	Pray.g_00070	Syah.g_02165
OG0000740	Pray.g_00069	Syah.g_02164
OG0000741	Pray.g_00068	Syah.g_02161
OG0000742	Pray.g_00065	Syah.g_02159
OG0000743	Pray.g_00063	Syah.g_02157
OG0000744	Pray.g_00062	Syah.g_02156
OG0000745	Pray.g_00060	Syah.g_02154
OG0000746	Pray.g_00058	Syah.g_02151
OG0000747	Pray.g_00057	Syah.g_02150
OG0000748	Pray.g_00054	Syah.g_02140
OG0000749	Pray.g_00053	Syah.g_02138
OG0000750	Pray.g_00052	Syah.g_02137
OG0000751	Pray.g_00050	Syah.g_02130
OG0000752	Pray.g_00048	Syah.g_02128
OG0000753	Pray.g_00045	Syah.g_02125
OG0000754	Pray.g_00042	Syah.g_01431
OG0000755	Pray.g_00039	Syah.g_01423
OG0000756	Pray.g_00038	Syah.g_01422
OG0000757	Pray.g_00032	Syah.g_01415
OG0000758	Pray.g_00031	Syah.g_01414
OG0000759	Pray.g_00030	Syah.g_01413
OG0000760	Pray.g_00029	Syah.g_01412
OG0000761	Pray.g_00028	Syah.g_01411
OG0000762	Pray.g_00027	Syah.g_01409
OG0000763	Pray.g_00025	Syah.g_01407
OG0000764	Pray.g_00024	Syah.g_01406
OG0000765	Pray.g_00015	Syah.g_01392
OG0000766	Pray.g_00014	Syah.g_01391
OG0000767	Pray.g_00012	Syah.g_01389
OG0000768	Pray.g_00011	Syah.g_01388
OG0000769	Pray.g_00009	Syah.g_01386
OG0000770	Pray.g_00007	Syah.g_01383
OG0000771	Pray.g_00250	Syah.g_02042
OG0000772	Pray.g_01895	Syah.g_01351
OG0000773	Pray.g_01879	Syah.g_02187
OG0000774	Pray.g_01877	Syah.g_02191
OG0000775	Pray.g_01875	Syah.g_02193
OG0000776	Pray.g_01874	Syah.g_02194
OG0000777	Pray.g_01873	Syah.g_02195
OG0000778	Pray.g_01872	Syah.g_02196
OG0000779	Pray.g_01868	Syah.g_02201
OG0000780	Pray.g_01867	Syah.g_02205
OG0000781	Pray.g_01864	Syah.g_02209
OG0000782	Pray.g_01863	Syah.g_02210
OG0000783	Pray.g_01862	Syah.g_02211
OG0000784	Pray.g_01861	Syah.g_02212
OG0000785	Pray.g_01859	Syah.g_02214
OG0000786	Pray.g_01857	Syah.g_01171
OG0000787	Pray.g_01856	Syah.g_01170
OG0000788	Pray.g_01842	Syah.g_01922
OG0000789	Pray.g_01839	Syah.g_01556
OG0000790	Pray.g_01824	Syah.g_00981
OG0000791	Pray.g_01822	Syah.g_00980
OG0000792	Pray.g_01821	Syah.g_00979
OG0000793	Pray.g_01818	Syah.g_00974
OG0000794	Pray.g_01817	Syah.g_00973
OG0000795	Pray.g_01816	Syah.g_00972
OG0000796	Pray.g_01812	Syah.g_00968
OG0000797	Pray.g_01811	Syah.g_00967
OG0000799	Pray.g_01740	Syah.g_01326
OG0000800	Pray.g_01739	Syah.g_01325
OG0000801	Pray.g_01738	Syah.g_01324
OG0000802	Pray.g_01736	Syah.g_01320
OG0000803	Pray.g_01734	Syah.g_01315
OG0000804	Pray.g_01733	Syah.g_01312
OG0000805	Pray.g_01731	Syah.g_01303
OG0000806	Pray.g_01729	Syah.g_01301
OG0000807	Pray.g_01728	Syah.g_01299
OG0000808	Pray.g_01727	Syah.g_01298
OG0000809	Pray.g_01724	Syah.g_01295
OG0000810	Pray.g_01723	Syah.g_01294
OG0000811	Pray.g_01719	Syah.g_01286
OG0000812	Pray.g_01717	Syah.g_01284
OG0000813	Pray.g_01716	Syah.g_01283
OG0000814	Pray.g_01714	Syah.g_01281
OG0000815	Pray.g_01713	Syah.g_01280
OG0000816	Pray.g_01711	Syah.g_01279
OG0000817	Pray.g_01710	Syah.g_01278
OG0000818	Pray.g_01705	Syah.g_01272
OG0000819	Pray.g_01704	Syah.g_01271
OG0000820	Pray.g_01703	Syah.g_01270
OG0000821	Pray.g_01699	Syah.g_01265
OG0000822	Pray.g_01698	Syah.g_01263
OG0000823	Pray.g_01697	Syah.g_01262
OG0000824	Pray.g_01694	Syah.g_01258
OG0000825	Pray.g_01693	Syah.g_01257
OG0000826	Pray.g_01692	Syah.g_01256
OG0000827	Pray.g_01691	Syah.g_01254
OG0000828	Pray.g_01688	Syah.g_01251
OG0000829	Pray.g_01687	Syah.g_01250
OG0000830	Pray.g_01686	Syah.g_01249
OG0000831	Pray.g_01684	Syah.g_01247
OG0000832	Pray.g_01678	Syah.g_02311
OG0000833	Pray.g_01670	Syah.g_02322
OG0000834	Pray.g_01669	Syah.g_02324
OG0000835	Pray.g_01668	Syah.g_02325
OG0000836	Pray.g_01667	Syah.g_02329
OG0000837	Pray.g_01666	Syah.g_02330
OG0000838	Pray.g_01664	Syah.g_02334
OG0000839	Pray.g_01663	Syah.g_02335
OG0000840	Pray.g_01662	Syah.g_02336
OG0000841	Pray.g_01661	Syah.g_02337
OG0000842	Pray.g_01660	Syah.g_02338
OG0000843	Pray.g_01659	Syah.g_02339
OG0000844	Pray.g_01658	Syah.g_02341
OG0000845	Pray.g_01657	Syah.g_02342
OG0000846	Pray.g_01656	Syah.g_02343
OG0000847	Pray.g_01655	Syah.g_02344
OG0000848	Pray.g_01654	Syah.g_02346
OG0000849	Pray.g_01653	Syah.g_02347
OG0000850	Pray.g_01651	Syah.g_02349
OG0000851	Pray.g_01650	Syah.g_02359
OG0000852	Pray.g_01649	Syah.g_02360
OG0000853	Pray.g_01645	Syah.g_02364
OG0000854	Pray.g_01643	Syah.g_02366
OG0000855	Pray.g_01642	Syah.g_02367
OG0000856	Pray.g_01627	Syah.g_01951
OG0000857	Pray.g_01600	Syah.g_01761
OG0000858	Pray.g_01565	Syah.g_02373
OG0000859	Pray.g_01564	Syah.g_02374
OG0000860	Pray.g_01557	Syah.g_02386
OG0000861	Pray.g_01556	Syah.g_02387
OG0000862	Pray.g_01555	Syah.g_02389
OG0000863	Pray.g_01553	Syah.g_02391
OG0000864	Pray.g_01552	Syah.g_02392
OG0000865	Pray.g_01551	Syah.g_02396
OG0000866	Pray.g_01550	Syah.g_02397
OG0000867	Pray.g_01549	Syah.g_02398
OG0000868	Pray.g_01548	Syah.g_02401
OG0000869	Pray.g_01544	Syah.g_02406
OG0000870	Pray.g_01539	Syah.g_02411
OG0000871	Pray.g_01538	Syah.g_02412
OG0000872	Pray.g_01537	Syah.g_02421
OG0000873	Pray.g_01534	Syah.g_02424
OG0000874	Pray.g_01531	Syah.g_02420
OG0000875	Pray.g_01530	Syah.g_02426
OG0000876	Pray.g_01529	Syah.g_02250
OG0000877	Pray.g_01527	Syah.g_02254
OG0000878	Pray.g_01526	Syah.g_02255
OG0000879	Pray.g_01525	Syah.g_02256
OG0000880	Pray.g_01524	Syah.g_02257
OG0000881	Pray.g_01520	Syah.g_02262
OG0000882	Pray.g_01515	Syah.g_02267
OG0000883	Pray.g_01513	Syah.g_02270
OG0000884	Pray.g_01512	Syah.g_02272
OG0000885	Pray.g_01511	Syah.g_02273
OG0000886	Pray.g_01510	Syah.g_02274
OG0000887	Pray.g_01509	Syah.g_02275
OG0000888	Pray.g_01507	Syah.g_02277
OG0000889	Pray.g_01505	Syah.g_02279
OG0000890	Pray.g_01504	Syah.g_02284
OG0000891	Pray.g_01503	Syah.g_02285
OG0000892	Pray.g_01229	Syah.g_02288
OG0000893	Pray.g_01234	Syah.g_00684
OG0000894	Pray.g_01236	Syah.g_00690
OG0000895	Pray.g_01239	Syah.g_00694
OG0000896	Pray.g_01240	Syah.g_00695
OG0000897	Pray.g_01242	Syah.g_00697
OG0000898	Pray.g_01243	Syah.g_00698
OG0000899	Pray.g_01244	Syah.g_00699
OG0000900	Pray.g_01245	Syah.g_00700
OG0000901	Pray.g_01248	Syah.g_00705
OG0000902	Pray.g_01250	Syah.g_00707
OG0000903	Pray.g_01253	Syah.g_00739
OG0000904	Pray.g_01255	Syah.g_00734
OG0000905	Pray.g_01260	Syah.g_00731
OG0000906	Pray.g_01261	Syah.g_00729
OG0000907	Pray.g_01264	Syah.g_00741
OG0000908	Pray.g_01267	Syah.g_00744
OG0000909	Pray.g_01268	Syah.g_00745
OG0000910	Pray.g_01269	Syah.g_00746
OG0000911	Pray.g_01271	Syah.g_00748
OG0000912	Pray.g_01272	Syah.g_00749
OG0000913	Pray.g_01273	Syah.g_00750
OG0000914	Pray.g_01274	Syah.g_00751
OG0000915	Pray.g_01275	Syah.g_00752
OG0000916	Pray.g_01276	Syah.g_00753
OG0000917	Pray.g_01277	Syah.g_00754
OG0000918	Pray.g_01278	Syah.g_00755
OG0000919	Pray.g_01279	Syah.g_00756
OG0000920	Pray.g_01280	Syah.g_00757
OG0000921	Pray.g_01281	Syah.g_00758
OG0000922	Pray.g_01282	Syah.g_00759
OG0000923	Pray.g_01286	Syah.g_00763
OG0000924	Pray.g_01287	Syah.g_00764
OG0000925	Pray.g_01288	Syah.g_00765
OG0000926	Pray.g_01289	Syah.g_00766
OG0000927	Pray.g_01291	Syah.g_00768
OG0000928	Pray.g_01292	Syah.g_00769
OG0000929	Pray.g_01293	Syah.g_00770
OG0000930	Pray.g_01294	Syah.g_00771
OG0000931	Pray.g_01295	Syah.g_00772
OG0000932	Pray.g_01296	Syah.g_00773
OG0000933	Pray.g_01300	Syah.g_00778
OG0000934	Pray.g_01302	Syah.g_00780
OG0000935	Pray.g_01303	Syah.g_00781
OG0000936	Pray.g_01304	Syah.g_00782
OG0000937	Pray.g_01305	Syah.g_00783
OG0000938	Pray.g_01307	Syah.g_00787
OG0000939	Pray.g_01308	Syah.g_00788
OG0000940	Pray.g_01315	Syah.g_00795
OG0000941	Pray.g_01317	Syah.g_00797
OG0000942	Pray.g_01319	Syah.g_00799
OG0000943	Pray.g_01320	Syah.g_00800
OG0000944	Pray.g_01321	Syah.g_00802
OG0000945	Pray.g_01322	Syah.g_00804
OG0000946	Pray.g_01327	Syah.g_00809
OG0000947	Pray.g_01329	Syah.g_00812
OG0000948	Pray.g_01330	Syah.g_00813
OG0000949	Pray.g_01333	Syah.g_00173
OG0000950	Pray.g_01338	Syah.g_00184
OG0000951	Pray.g_01342	Syah.g_00190
OG0000952	Pray.g_01346	Syah.g_00202
OG0000953	Pray.g_01349	Syah.g_00207
OG0000954	Pray.g_01353	Syah.g_00233
OG0000955	Pray.g_01354	Syah.g_00234
OG0000956	Pray.g_01356	Syah.g_00236
OG0000957	Pray.g_01362	Syah.g_00248
OG0000958	Pray.g_01363	Syah.g_00249
OG0000959	Pray.g_01367	Syah.g_00253
OG0000960	Pray.g_01368	Syah.g_00254
OG0000961	Pray.g_01370	Syah.g_00259
OG0000962	Pray.g_01372	Syah.g_00262
OG0000963	Pray.g_01376	Syah.g_00267
OG0000964	Pray.g_01377	Syah.g_00268
OG0000965	Pray.g_01378	Syah.g_00269
OG0000966	Pray.g_01385	Syah.g_00288
OG0000967	Pray.g_01390	Syah.g_00300
OG0000968	Pray.g_01392	Syah.g_00295
OG0000969	Pray.g_01393	Syah.g_00297
OG0000970	Pray.g_01394	Syah.g_00298
OG0000971	Pray.g_01395	Syah.g_00303
OG0000972	Pray.g_01396	Syah.g_00304
OG0000973	Pray.g_01397	Syah.g_00305
OG0000974	Pray.g_01398	Syah.g_00306
OG0000975	Pray.g_01399	Syah.g_00307
OG0000976	Pray.g_01400	Syah.g_00308
OG0000977	Pray.g_01401	Syah.g_00310
OG0000978	Pray.g_01402	Syah.g_00312
OG0000979	Pray.g_01405	Syah.g_00315
OG0000980	Pray.g_01407	Syah.g_00318
OG0000981	Pray.g_01409	Syah.g_00321
OG0000982	Pray.g_01411	Syah.g_00511
OG0000983	Pray.g_01412	Syah.g_00510
OG0000984	Pray.g_01413	Syah.g_00509
OG0000985	Pray.g_01416	Syah.g_00505
OG0000986	Pray.g_01418	Syah.g_00496
OG0000987	Pray.g_01419	Syah.g_00494
OG0000988	Pray.g_01422	Syah.g_00489
OG0000989	Pray.g_01426	Syah.g_00481
OG0000990	Pray.g_01429	Syah.g_00466
OG0000991	Pray.g_01430	Syah.g_00462
OG0000992	Pray.g_01432	Syah.g_00460
OG0000993	Pray.g_01433	Syah.g_00459
OG0000994	Pray.g_01434	Syah.g_00457
OG0000995	Pray.g_01438	Syah.g_00452
OG0000996	Pray.g_01439	Syah.g_00412
OG0000997	Pray.g_01440	Syah.g_00403
OG0000998	Pray.g_01442	Syah.g_00401
OG0000999	Pray.g_01443	Syah.g_00400
OG0001000	Pray.g_01446	Syah.g_00397
OG0001001	Pray.g_01448	Syah.g_00392
OG0001002	Pray.g_01452	Syah.g_00386
OG0001003	Pray.g_01453	Syah.g_00384
OG0001004	Pray.g_01454	Syah.g_00383
OG0001005	Pray.g_01455	Syah.g_00382
OG0001006	Pray.g_01459	Syah.g_00375
OG0001007	Pray.g_01461	Syah.g_00373
OG0001008	Pray.g_00927	Syah.g_02235
OG0001009	Pray.g_01489	Syah.g_00344
OG0001010	Pray.g_01490	Syah.g_00343
OG0001011	Pray.g_01491	Syah.g_00342
OG0001012	Pray.g_00240	Syah.g_00514
OG0001013	Pray.g_00235	Syah.g_00527
OG0001014	Pray.g_00232	Syah.g_00531
OG0001015	Pray.g_00231	Syah.g_00532
OG0001016	Pray.g_00216	Syah.g_02487
OG0001017	Pray.g_00212	Syah.g_02493
OG0001018	Pray.g_00209	Syah.g_02495
OG0001019	Pray.g_00200	Syah.g_02512
OG0001020	Pray.g_00199	Syah.g_02517
OG0001021	Pray.g_00198	Syah.g_02521
OG0001022	Pray.g_00195	Syah.g_02524
OG0001023	Pray.g_00194	Syah.g_02525
OG0001024	Pray.g_00191	Syah.g_02529
OG0001025	Pray.g_00185	Syah.g_02534
OG0001026	Pray.g_00178	Syah.g_02547
OG0001027	Pray.g_00177	Syah.g_00001
OG0001028	Pray.g_00175	Syah.g_00003
OG0001029	Pray.g_00174	Syah.g_00005
OG0001030	Pray.g_00159	Syah.g_00025
OG0001031	Pray.g_00667	Syah.g_00611
OG0001032	Pray.g_00668	Syah.g_00609
OG0001033	Pray.g_00689	Syah.g_00577
OG0001034	Pray.g_00717	Syah.g_00908
OG0001035	Pray.g_00735	Syah.g_00660
OG0001036	Pray.g_00739	Syah.g_00655
OG0001037	Pray.g_00740	Syah.g_00653
OG0001038	Pray.g_00757	Syah.g_00626
OG0001039	Pray.g_00760	Syah.g_00623
OG0001040	Pray.g_00762	Syah.g_00090
OG0001042	Pray.g_00782	Syah.g_00122
OG0001043	Pray.g_00783	Syah.g_00126
OG0001044	Pray.g_00811	Syah.g_00857
OG0001045	Pray.g_00820	Syah.g_00870
OG0001046	Pray.g_00857	Syah.g_01647
OG0001047	Pray.g_00929	Syah.g_02233
OG0001048	Pray.g_00930	Syah.g_02232
OG0001049	Pray.g_00932	Syah.g_02225
OG0001050	Pray.g_00933	Syah.g_02224
OG0001051	Pray.g_00934	Syah.g_02223
OG0001052	Pray.g_00961	Syah.g_01217
OG0001053	Pray.g_00973	Syah.g_01000
OG0001054	Pray.g_00989	Syah.g_01017
OG0001055	Pray.g_01008	Syah.g_01037
OG0001056	Pray.g_01225	Syah.g_01069
OG0001057	Pray.g_01220	Syah.g_01075
OG0001058	Pray.g_01212	Syah.g_01091
OG0001059	Pray.g_01208	Syah.g_01095
OG0001060	Pray.g_01201	Syah.g_01102
OG0001061	Pray.g_01188	Syah.g_01123
OG0001062	Pray.g_01186	Syah.g_01125
OG0001063	Pray.g_01184	Syah.g_01129
OG0001064	Pray.g_01183	Syah.g_01130
OG0001065	Pray.g_01182	Syah.g_01131
OG0001066	Pray.g_01181	Syah.g_01132
OG0001067	Pray.g_01180	Syah.g_01133
OG0001068	Pray.g_01179	Syah.g_01134
OG0001069	Pray.g_01178	Syah.g_01135
OG0001070	Pray.g_01175	Syah.g_01138
OG0001071	Pray.g_01174	Syah.g_01139
OG0001072	Pray.g_01173	Syah.g_01144
OG0001074	Pray.g_01148	Syah.g_01970
OG0001075	Pray.g_01147	Syah.g_01969
OG0001076	Pray.g_01139	Syah.g_01959
OG0001077	Pray.g_01135	Syah.g_01948
OG0001078	Pray.g_01127	Syah.g_01934
OG0001079	Pray.g_01116	Syah.g_01921
OG0001080	Pray.g_01110	Syah.g_01538
OG0001081	Pray.g_01108	Syah.g_01487
OG0001082	Pray.g_01107	Syah.g_01488
OG0001083	Pray.g_01102	Syah.g_01495
OG0001084	Pray.g_01101	Syah.g_01496
OG0001085	Pray.g_01093	Syah.g_01506
OG0001086	Pray.g_01092	Syah.g_01508
OG0001087	Pray.g_01075	Syah.g_01992
OG0001088	Pray.g_01074	Syah.g_01995
OG0001089	Pray.g_01066	Syah.g_02019
OG0001090	Pray.g_01039	Syah.g_01728
OG0001091	Pray.g_01037	Syah.g_01726
OG0001092	Pray.g_01036	Syah.g_01724
OG0001093	Pray.g_01031	Syah.g_01718
OG0001094	Pray.g_00342	Syah.g_01785
OG0001095	Pray.g_00361	Syah.g_01764
OG0001096	Pray.g_00374	Syah.g_01748
OG0001097	Pray.g_00393	Syah.g_02094
OG0001098	Pray.g_00408	Syah.g_01542
OG0001099	Pray.g_00440	Syah.g_00004
OG0001100	Pray.g_00444	Syah.g_01522
OG0001101	Pray.g_00446	Syah.g_01523
OG0001102	Pray.g_00449	Syah.g_01526
OG0001103	Pray.g_00451	Syah.g_01528
OG0001104	Pray.g_00474	Syah.g_01801
OG0001105	Pray.g_00478	Syah.g_01797
OG0001106	Pray.g_00502	Syah.g_01609
OG0001107	Pray.g_00509	Syah.g_01620
OG0001108	Pray.g_00513	Syah.g_01628
OG0001109	Pray.g_00514	Syah.g_01630
OG0001110	Pray.g_00516	Syah.g_01632
OG0001111	Pray.g_00517	Syah.g_01634
OG0001112	Pray.g_00518	Syah.g_01636
OG0001113	Pray.g_00519	Syah.g_01637
OG0001114	Pray.g_00520	Syah.g_01638
OG0001115	Pray.g_00522	Syah.g_01642
OG0001116	Pray.g_00523	Syah.g_01644
OG0001117	Pray.g_00524	Syah.g_01645
OG0001118	Pray.g_00525	Syah.g_01646
OG0001119	Pray.g_00526	Syah.g_01648
OG0001120	Pray.g_00528	Syah.g_01652
OG0001121	Pray.g_00099, Pray.g_00531	Syah.g_00927, Syah.g_02183
OG0001122	Pray.g_00556	Syah.g_01679
OG0001123	Pray.g_00560	Syah.g_01686
OG0001124	Pray.g_00562	Syah.g_01688
OG0001125	Pray.g_00563	Syah.g_01690
OG0001126	Pray.g_00573	Syah.g_02058
OG0001127	Pray.g_00574	Syah.g_02057
OG0001128	Pray.g_00576	Syah.g_02040
OG0001129	Pray.g_00577	Syah.g_02038
OG0001130	Pray.g_00578	Syah.g_02037
OG0001131	Pray.g_00614	Syah.g_01819
OG0001132	Pray.g_00623	Syah.g_01850
OG0001133	Pray.g_00112	Syah.g_01957
OG0001134	Pray.g_00097	Syah.g_01437
OG0001135	Pray.g_00094	Syah.g_01439
OG0001136	Pray.g_00067	Syah.g_02160
OG0001137	Pray.g_00055	Syah.g_02141
OG0001138	Pray.g_00037	Syah.g_01421
OG0001139	Pray.g_00036	Syah.g_01419
OG0001140	Pray.g_00035	Syah.g_01418
OG0001141	Pray.g_00034	Syah.g_01417
OG0001142	Pray.g_00033	Syah.g_01416
OG0001143	Pray.g_00026	Syah.g_01408
OG0001144	Pray.g_00021	Syah.g_01399
OG0001145	Pray.g_01878	Syah.g_02188
OG0001146	Pray.g_01866	Syah.g_02206
OG0001147	Pray.g_01843	Syah.g_01234
OG0001148	Pray.g_01827	Syah.g_00984
OG0001149	Pray.g_01826	Syah.g_00983
OG0001150	Pray.g_01825	Syah.g_00982
OG0001151	Pray.g_01814	Syah.g_00970
OG0001152	Pray.g_01813	Syah.g_00969
OG0001153	Pray.g_01690	Syah.g_01253
OG0001154	Pray.g_01689	Syah.g_01252
OG0001155	Pray.g_01677	Syah.g_02313
OG0001156	Pray.g_01674	Syah.g_02316
OG0001157	Pray.g_01673	Syah.g_02317
OG0001158	Pray.g_01672	Syah.g_02318
OG0001159	Pray.g_01671	Syah.g_02319
OG0001161	Pray.g_01634	Syah.g_00475
OG0001162	Pray.g_01623	Syah.g_01745
OG0001163	Pray.g_01567	Syah.g_02370
OG0001164	Pray.g_01563	Syah.g_02376
OG0001165	Pray.g_01560	Syah.g_02381
