Orthogroup	Pray	Syar
OG0000560	Pray.g_01207	Syar.g_02320
OG0000561	Pray.g_01206	Syar.g_02319
OG0000562	Pray.g_01205	Syar.g_02318
OG0000563	Pray.g_01204	Syar.g_02317
OG0000564	Pray.g_01203	Syar.g_02316
OG0000565	Pray.g_01200	Syar.g_02312
OG0000566	Pray.g_01198	Syar.g_02308
OG0000567	Pray.g_01194	Syar.g_02304
OG0000568	Pray.g_01193	Syar.g_02302
OG0000569	Pray.g_01192	Syar.g_02301
OG0000570	Pray.g_01191	Syar.g_02300
OG0000571	Pray.g_01189	Syar.g_02298
OG0000572	Pray.g_01176	Syar.g_02201
OG0000573	Pray.g_01171	Syar.g_02191
OG0000574	Pray.g_01170	Syar.g_02190
OG0000575	Pray.g_01166	Syar.g_03180
OG0000576	Pray.g_01164	Syar.g_02187
OG0000577	Pray.g_01163	Syar.g_02186
OG0000578	Pray.g_01162	Syar.g_02185
OG0000579	Pray.g_01161	Syar.g_02184
OG0000580	Pray.g_01160	Syar.g_02183
OG0000581	Pray.g_01158	Syar.g_02175
OG0000582	Pray.g_01155	Syar.g_02131
OG0000583	Pray.g_01154	Syar.g_02132
OG0000584	Pray.g_01153	Syar.g_02133
OG0000585	Pray.g_01151	Syar.g_02170
OG0000586	Pray.g_01150	Syar.g_02171
OG0000587	Pray.g_01149	Syar.g_02173
OG0000588	Pray.g_01145	Syar.g_02275
OG0000589	Pray.g_01142	Syar.g_02261
OG0000590	Pray.g_01141	Syar.g_02260
OG0000591	Pray.g_01138	Syar.g_02246
OG0000592	Pray.g_01137	Syar.g_02245
OG0000593	Pray.g_01131	Syar.g_02414
OG0000594	Pray.g_01130	Syar.g_02415
OG0000595	Pray.g_01129	Syar.g_02416
OG0000596	Pray.g_01125	Syar.g_02421
OG0000597	Pray.g_01123	Syar.g_02424
OG0000598	Pray.g_01122	Syar.g_02425
OG0000599	Pray.g_01119	Syar.g_02428
OG0000600	Pray.g_01118	Syar.g_02429
OG0000601	Pray.g_01117	Syar.g_02430
OG0000602	Pray.g_01115	Syar.g_02435
OG0000603	Pray.g_01114	Syar.g_02436
OG0000604	Pray.g_01113	Syar.g_02438
OG0000605	Pray.g_01112	Syar.g_02440
OG0000606	Pray.g_01109	Syar.g_02443
OG0000607	Pray.g_01106	Syar.g_02446
OG0000608	Pray.g_01105	Syar.g_02447
OG0000609	Pray.g_01104	Syar.g_02470
OG0000610	Pray.g_01099	Syar.g_01917
OG0000611	Pray.g_01096	Syar.g_01914
OG0000612	Pray.g_01095	Syar.g_01913
OG0000613	Pray.g_01090	Syar.g_00712
OG0000614	Pray.g_01071	Syar.g_02012, Syar.g_01344
OG0000615	Pray.g_01063	Syar.g_02603
OG0000616	Pray.g_01059	Syar.g_00454
OG0000617	Pray.g_01034	Syar.g_01576
OG0000618	Pray.g_01033	Syar.g_01575
OG0000619	Pray.g_01032	Syar.g_01574
OG0000620	Pray.g_01029	Syar.g_01569
OG0000621	Pray.g_01028	Syar.g_01568
OG0000622	Pray.g_01027	Syar.g_01566
OG0000623	Pray.g_01026	Syar.g_01565
OG0000624	Pray.g_01025	Syar.g_01564
OG0000625	Pray.g_00269	Syar.g_01563
OG0000626	Pray.g_00270	Syar.g_01562
OG0000627	Pray.g_00271	Syar.g_01868
OG0000628	Pray.g_00272	Syar.g_01869
OG0000629	Pray.g_00273	Syar.g_01872
OG0000630	Pray.g_00276	Syar.g_02586
OG0000631	Pray.g_00339	Syar.g_02579
OG0000632	Pray.g_00340	Syar.g_02578
OG0000633	Pray.g_00341	Syar.g_02576
OG0000634	Pray.g_00344	Syar.g_02635
OG0000635	Pray.g_00345	Syar.g_02636
OG0000636	Pray.g_00347	Syar.g_02638
OG0000637	Pray.g_00349	Syar.g_02640
OG0000638	Pray.g_00350	Syar.g_02641
OG0000639	Pray.g_00351	Syar.g_02642
OG0000640	Pray.g_00352	Syar.g_02643
OG0000641	Pray.g_00356	Syar.g_02648
OG0000642	Pray.g_00357	Syar.g_02649
OG0000643	Pray.g_00358	Syar.g_02650
OG0000644	Pray.g_00359	Syar.g_02651
OG0000645	Pray.g_00360	Syar.g_02652
OG0000646	Pray.g_00362	Syar.g_02655
OG0000647	Pray.g_00363	Syar.g_02657
OG0000648	Pray.g_00365	Syar.g_02659
OG0000649	Pray.g_00366	Syar.g_02660
OG0000650	Pray.g_00367	Syar.g_02661
OG0000651	Pray.g_00368	Syar.g_02662
OG0000652	Pray.g_00369	Syar.g_02663
OG0000653	Pray.g_00371	Syar.g_02665
OG0000654	Pray.g_00372	Syar.g_02666
OG0000655	Pray.g_00373	Syar.g_02667
OG0000656	Pray.g_00376	Syar.g_02479
OG0000657	Pray.g_00384	Syar.g_01812
OG0000658	Pray.g_00385	Syar.g_01815
OG0000659	Pray.g_00386	Syar.g_01816
OG0000660	Pray.g_00390	Syar.g_01820
OG0000661	Pray.g_00392	Syar.g_03175, Syar.g_01822
OG0000662	Pray.g_00394	Syar.g_01829
OG0000663	Pray.g_00396	Syar.g_01832
OG0000664	Pray.g_00397	Syar.g_01837
OG0000665	Pray.g_00401	Syar.g_02774
OG0000666	Pray.g_00402	Syar.g_01241
OG0000667	Pray.g_00406	Syar.g_02346
OG0000668	Pray.g_00436	Syar.g_01802
OG0000669	Pray.g_00443	Syar.g_01627
OG0000670	Pray.g_00445	Syar.g_01624
OG0000671	Pray.g_00447	Syar.g_01622
OG0000672	Pray.g_00450	Syar.g_01619
OG0000673	Pray.g_00453	Syar.g_01615
OG0000674	Pray.g_00455	Syar.g_01613
OG0000675	Pray.g_00456	Syar.g_01612
OG0000676	Pray.g_00458	Syar.g_01608
OG0000677	Pray.g_00459	Syar.g_01607
OG0000678	Pray.g_00461	Syar.g_02037
OG0000679	Pray.g_00465	Syar.g_02606
OG0000680	Pray.g_00466	Syar.g_02607
OG0000681	Pray.g_00469	Syar.g_02610
OG0000682	Pray.g_00470	Syar.g_02611
OG0000683	Pray.g_00471	Syar.g_02612
OG0000684	Pray.g_00473	Syar.g_02615
OG0000685	Pray.g_00475	Syar.g_02617
OG0000686	Pray.g_00476	Syar.g_02618
OG0000687	Pray.g_00477	Syar.g_02619
OG0000688	Pray.g_00480	Syar.g_02624
OG0000689	Pray.g_00481	Syar.g_02626
OG0000690	Pray.g_00482	Syar.g_02627
OG0000691	Pray.g_00483	Syar.g_02628
OG0000692	Pray.g_00485	Syar.g_02629
OG0000693	Pray.g_00486	Syar.g_02631
OG0000694	Pray.g_00487	Syar.g_02632
OG0000695	Pray.g_00489	Syar.g_02573
OG0000696	Pray.g_00490	Syar.g_02572
OG0000697	Pray.g_00491	Syar.g_02570
OG0000698	Pray.g_00494	Syar.g_02567
OG0000699	Pray.g_00495	Syar.g_02566
OG0000700	Pray.g_00496	Syar.g_02565
OG0000701	Pray.g_00497	Syar.g_02564
OG0000702	Pray.g_00499	Syar.g_02559
OG0000703	Pray.g_00500	Syar.g_02557
OG0000704	Pray.g_00501	Syar.g_02555
OG0000705	Pray.g_00505	Syar.g_02547
OG0000706	Pray.g_00506	Syar.g_02546
OG0000707	Pray.g_00507	Syar.g_02545
OG0000708	Pray.g_00508	Syar.g_02542
OG0000709	Pray.g_00512	Syar.g_02534
OG0000710	Pray.g_00515	Syar.g_02528
OG0000711	Pray.g_00532	Syar.g_02499
OG0000712	Pray.g_00534	Syar.g_02497
OG0000713	Pray.g_00535	Syar.g_02496
OG0000714	Pray.g_00536	Syar.g_02494
OG0000715	Pray.g_00538	Syar.g_02492
OG0000716	Pray.g_00540	Syar.g_02488
OG0000717	Pray.g_00541	Syar.g_02487
OG0000718	Pray.g_00553	Syar.g_02483
OG0000719	Pray.g_00555	Syar.g_01804
OG0000720	Pray.g_00564	Syar.g_01790
OG0000721	Pray.g_00566	Syar.g_01788
OG0000722	Pray.g_00567	Syar.g_01787
OG0000723	Pray.g_00570	Syar.g_01560
OG0000724	Pray.g_00579	Syar.g_01367, Syar.g_02120
OG0000725	Pray.g_00585	Syar.g_01934
OG0000726	Pray.g_00586	Syar.g_01935
OG0000727	Pray.g_00587	Syar.g_01936
OG0000728	Pray.g_00589	Syar.g_01938
OG0000729	Pray.g_00634	Syar.g_00593
OG0000730	Pray.g_00132	Syar.g_01115
OG0000731	Pray.g_00128	Syar.g_01127
OG0000732	Pray.g_00118	Syar.g_00522
OG0000733	Pray.g_00096	Syar.g_02234
OG0000734	Pray.g_00079	Syar.g_03128
OG0000735	Pray.g_00077	Syar.g_01522
OG0000736	Pray.g_00076	Syar.g_01523
OG0000737	Pray.g_00075	Syar.g_01524
OG0000738	Pray.g_00071	Syar.g_01530
OG0000739	Pray.g_00070	Syar.g_01531
OG0000740	Pray.g_00069	Syar.g_01532
OG0000741	Pray.g_00068	Syar.g_01535
OG0000742	Pray.g_00065	Syar.g_01538
OG0000743	Pray.g_00063	Syar.g_01541
OG0000744	Pray.g_00062	Syar.g_01542
OG0000745	Pray.g_00060	Syar.g_01545
OG0000746	Pray.g_00058	Syar.g_01549
OG0000747	Pray.g_00057	Syar.g_01551
OG0000748	Pray.g_00054	Syar.g_01945
OG0000749	Pray.g_00053	Syar.g_01946
OG0000750	Pray.g_00052	Syar.g_01947
OG0000751	Pray.g_00050	Syar.g_01952
OG0000752	Pray.g_00048	Syar.g_01954
OG0000753	Pray.g_00045	Syar.g_01957
OG0000754	Pray.g_00042	Syar.g_01963
OG0000755	Pray.g_00039	Syar.g_01974
OG0000756	Pray.g_00038	Syar.g_01975
OG0000757	Pray.g_00032	Syar.g_01984
OG0000758	Pray.g_00031	Syar.g_01985
OG0000759	Pray.g_00030	Syar.g_01986
OG0000760	Pray.g_00029	Syar.g_01987
OG0000761	Pray.g_00028	Syar.g_01988
OG0000762	Pray.g_00027	Syar.g_01992
OG0000763	Pray.g_00025	Syar.g_01699
OG0000764	Pray.g_00024	Syar.g_01700
OG0000765	Pray.g_00015	Syar.g_01718
OG0000766	Pray.g_00014	Syar.g_01719
OG0000767	Pray.g_00012	Syar.g_01721
OG0000768	Pray.g_00011	Syar.g_01722
OG0000769	Pray.g_00009	Syar.g_01724
OG0000770	Pray.g_00007	Syar.g_01727
OG0000771	Pray.g_00250	Syar.g_01373
OG0000772	Pray.g_01895	Syar.g_00746
OG0000773	Pray.g_01879	Syar.g_02694
OG0000774	Pray.g_01877	Syar.g_02771
OG0000775	Pray.g_01875	Syar.g_02773
OG0000776	Pray.g_01874	Syar.g_01755
OG0000777	Pray.g_01873	Syar.g_01754
OG0000778	Pray.g_01872	Syar.g_01753
OG0000779	Pray.g_01868	Syar.g_02779
OG0000780	Pray.g_01867	Syar.g_02781
OG0000781	Pray.g_01864	Syar.g_02785
OG0000782	Pray.g_01863	Syar.g_02786
OG0000783	Pray.g_01862	Syar.g_02787
OG0000784	Pray.g_01861	Syar.g_02788
OG0000785	Pray.g_01859	Syar.g_02791
OG0000786	Pray.g_01857	Syar.g_02795
OG0000787	Pray.g_01856	Syar.g_02796
OG0000788	Pray.g_01842	Syar.g_02331
OG0000789	Pray.g_01839	Syar.g_02040
OG0000790	Pray.g_01824	Syar.g_01456
OG0000791	Pray.g_01822	Syar.g_01454
OG0000792	Pray.g_01821	Syar.g_01453
OG0000793	Pray.g_01818	Syar.g_01243
OG0000794	Pray.g_01817	Syar.g_01242
OG0000795	Pray.g_01816	Syar.g_01240
OG0000796	Pray.g_01812	Syar.g_01236
OG0000797	Pray.g_01811	Syar.g_01235
OG0000798	Pray.g_01799	Syar.g_02701
OG0000799	Pray.g_01740	Syar.g_02844
OG0000800	Pray.g_01739	Syar.g_02843
OG0000801	Pray.g_01738	Syar.g_02842
OG0000802	Pray.g_01736	Syar.g_02825
OG0000803	Pray.g_01734	Syar.g_02822
OG0000804	Pray.g_01733	Syar.g_02819
OG0000805	Pray.g_01731	Syar.g_02817
OG0000806	Pray.g_01729	Syar.g_02815
OG0000807	Pray.g_01728	Syar.g_02814
OG0000808	Pray.g_01727	Syar.g_02813
OG0000809	Pray.g_01724	Syar.g_02811
OG0000810	Pray.g_01723	Syar.g_02810
OG0000811	Pray.g_01719	Syar.g_02805
OG0000812	Pray.g_01717	Syar.g_02803
OG0000813	Pray.g_01716	Syar.g_02802
OG0000814	Pray.g_01714	Syar.g_02800
OG0000815	Pray.g_01713	Syar.g_02799
OG0000816	Pray.g_01711	Syar.g_02797
OG0000817	Pray.g_01710	Syar.g_02861
OG0000818	Pray.g_01705	Syar.g_01418
OG0000819	Pray.g_01704	Syar.g_01417
OG0000820	Pray.g_01703	Syar.g_01416
OG0000821	Pray.g_01699	Syar.g_01410
OG0000822	Pray.g_01698	Syar.g_01408
OG0000823	Pray.g_01697	Syar.g_00017, Syar.g_01407
OG0000824	Pray.g_01694	Syar.g_01402
OG0000825	Pray.g_01693	Syar.g_01401
OG0000826	Pray.g_01692	Syar.g_01400
OG0000827	Pray.g_01691	Syar.g_01399
OG0000828	Pray.g_01688	Syar.g_01396
OG0000829	Pray.g_01687	Syar.g_01395
OG0000830	Pray.g_01686	Syar.g_01394
OG0000831	Pray.g_01684	Syar.g_01391
OG0000832	Pray.g_01678	Syar.g_01213
OG0000833	Pray.g_01670	Syar.g_02877
OG0000834	Pray.g_01669	Syar.g_02878
OG0000835	Pray.g_01668	Syar.g_02879
OG0000836	Pray.g_01667	Syar.g_02881
OG0000837	Pray.g_01666	Syar.g_02882
OG0000838	Pray.g_01664	Syar.g_02886
OG0000839	Pray.g_01663	Syar.g_02887
OG0000840	Pray.g_01662	Syar.g_02888
OG0000841	Pray.g_01661	Syar.g_02889
OG0000842	Pray.g_01660	Syar.g_02890
OG0000843	Pray.g_01659	Syar.g_02891
OG0000844	Pray.g_01658	Syar.g_02893
OG0000845	Pray.g_01657	Syar.g_02894
OG0000846	Pray.g_01656	Syar.g_02895
OG0000847	Pray.g_01655	Syar.g_02896
OG0000848	Pray.g_01654	Syar.g_02898
OG0000849	Pray.g_01653	Syar.g_02899
OG0000850	Pray.g_01651	Syar.g_02902
OG0000851	Pray.g_01650	Syar.g_02905
OG0000852	Pray.g_01649	Syar.g_02906
OG0000853	Pray.g_01645	Syar.g_02910
OG0000854	Pray.g_01643	Syar.g_02912
OG0000855	Pray.g_01642	Syar.g_02913
OG0000856	Pray.g_01627	Syar.g_02243
OG0000857	Pray.g_01600	Syar.g_02656
OG0000858	Pray.g_01565	Syar.g_02920
OG0000859	Pray.g_01564	Syar.g_02921
OG0000860	Pray.g_01557	Syar.g_02931
OG0000861	Pray.g_01556	Syar.g_02932
OG0000862	Pray.g_01555	Syar.g_02942
OG0000863	Pray.g_01553	Syar.g_02944
OG0000864	Pray.g_01552	Syar.g_02945
OG0000865	Pray.g_01551	Syar.g_02946
OG0000866	Pray.g_01550	Syar.g_02947
OG0000867	Pray.g_01549	Syar.g_02948
OG0000868	Pray.g_01548	Syar.g_02950
OG0000869	Pray.g_01544	Syar.g_02955
OG0000870	Pray.g_01539	Syar.g_02960
OG0000871	Pray.g_01538	Syar.g_02961
OG0000872	Pray.g_01537	Syar.g_02967
OG0000873	Pray.g_01534	Syar.g_02970
OG0000874	Pray.g_01531	Syar.g_02974
OG0000875	Pray.g_01530	Syar.g_02975
OG0000876	Pray.g_01529	Syar.g_01828
OG0000877	Pray.g_01527	Syar.g_02977
OG0000878	Pray.g_01526	Syar.g_02978
OG0000879	Pray.g_01525	Syar.g_02979
OG0000880	Pray.g_01524	Syar.g_02980
OG0000881	Pray.g_01520	Syar.g_02984
OG0000882	Pray.g_01515	Syar.g_02989
OG0000883	Pray.g_01513	Syar.g_02992
OG0000884	Pray.g_01512	Syar.g_02994
OG0000885	Pray.g_01511	Syar.g_02995
OG0000886	Pray.g_01510	Syar.g_02996
OG0000887	Pray.g_01509	Syar.g_02998
OG0000888	Pray.g_01507	Syar.g_03000
OG0000889	Pray.g_01505	Syar.g_03002
OG0000890	Pray.g_01504	Syar.g_03005
OG0000891	Pray.g_01503	Syar.g_03006
OG0000892	Pray.g_01229	Syar.g_03008
OG0000893	Pray.g_01234	Syar.g_00150
OG0000894	Pray.g_01236	Syar.g_00145
OG0000895	Pray.g_01239	Syar.g_00141
OG0000896	Pray.g_01240	Syar.g_00140
OG0000897	Pray.g_01242	Syar.g_00138
OG0000898	Pray.g_01243	Syar.g_00137
OG0000899	Pray.g_01244	Syar.g_00136
OG0000900	Pray.g_01245	Syar.g_00135
OG0000901	Pray.g_01248	Syar.g_00130
OG0000902	Pray.g_01250	Syar.g_01013
OG0000903	Pray.g_01253	Syar.g_01026
OG0000904	Pray.g_01255	Syar.g_01021
OG0000905	Pray.g_01260	Syar.g_01018
OG0000906	Pray.g_01261	Syar.g_01015
OG0000907	Pray.g_01264	Syar.g_01028
OG0000908	Pray.g_01267	Syar.g_01031
OG0000909	Pray.g_01268	Syar.g_01032
OG0000910	Pray.g_01269	Syar.g_01033
OG0000911	Pray.g_01271	Syar.g_01035
OG0000912	Pray.g_01272	Syar.g_01036
OG0000913	Pray.g_01273	Syar.g_01037
OG0000914	Pray.g_01274	Syar.g_01038
OG0000915	Pray.g_01275	Syar.g_01040
OG0000916	Pray.g_01276	Syar.g_01041
OG0000917	Pray.g_01277	Syar.g_01042
OG0000918	Pray.g_01278	Syar.g_01043
OG0000919	Pray.g_01279	Syar.g_01044
OG0000920	Pray.g_01280	Syar.g_01045
OG0000921	Pray.g_01281	Syar.g_01046
OG0000922	Pray.g_01282	Syar.g_01047
OG0000923	Pray.g_01286	Syar.g_01051
OG0000924	Pray.g_01287	Syar.g_01052
OG0000925	Pray.g_01288	Syar.g_01053
OG0000926	Pray.g_01289	Syar.g_01054
OG0000927	Pray.g_01291	Syar.g_01056
OG0000928	Pray.g_01292	Syar.g_01057
OG0000929	Pray.g_01293	Syar.g_01058
OG0000930	Pray.g_01294	Syar.g_01059
OG0000931	Pray.g_01295	Syar.g_01060
OG0000932	Pray.g_01296	Syar.g_01061
OG0000933	Pray.g_01300	Syar.g_01066
OG0000934	Pray.g_01302	Syar.g_01068
OG0000935	Pray.g_01303	Syar.g_01069
OG0000936	Pray.g_01304	Syar.g_01070
OG0000937	Pray.g_01305	Syar.g_01071
OG0000938	Pray.g_01307	Syar.g_01074
OG0000939	Pray.g_01308	Syar.g_01075
OG0000940	Pray.g_01315	Syar.g_01081
OG0000941	Pray.g_01317	Syar.g_01083
OG0000942	Pray.g_01319	Syar.g_01085
OG0000943	Pray.g_01320	Syar.g_01086
OG0000944	Pray.g_01321	Syar.g_01088
OG0000945	Pray.g_01322	Syar.g_01089
OG0000946	Pray.g_01327	Syar.g_01095
OG0000947	Pray.g_01329	Syar.g_01098
OG0000948	Pray.g_01330	Syar.g_01099
OG0000949	Pray.g_01333	Syar.g_00283
OG0000950	Pray.g_01338	Syar.g_00661
OG0000951	Pray.g_01342	Syar.g_00656
OG0000952	Pray.g_01346	Syar.g_00651
OG0000953	Pray.g_01349	Syar.g_00248
OG0000954	Pray.g_01353	Syar.g_00258
OG0000955	Pray.g_01354	Syar.g_00259
OG0000956	Pray.g_01356	Syar.g_00261
OG0000957	Pray.g_01362	Syar.g_00610
OG0000958	Pray.g_01363	Syar.g_00609
OG0000959	Pray.g_01367	Syar.g_00605
OG0000960	Pray.g_01368	Syar.g_00604
OG0000961	Pray.g_01370	Syar.g_00094
OG0000962	Pray.g_01372	Syar.g_00594
OG0000963	Pray.g_01376	Syar.g_00590
OG0000964	Pray.g_01377	Syar.g_00589
OG0000965	Pray.g_01378	Syar.g_00588
OG0000966	Pray.g_01385	Syar.g_00549
OG0000967	Pray.g_01390	Syar.g_00545
OG0000968	Pray.g_01392	Syar.g_00542
OG0000969	Pray.g_01393	Syar.g_00540
OG0000970	Pray.g_01394	Syar.g_00539
OG0000971	Pray.g_01395	Syar.g_00537
OG0000972	Pray.g_01396	Syar.g_00536
OG0000973	Pray.g_01397	Syar.g_00535
OG0000974	Pray.g_01398	Syar.g_00534
OG0000975	Pray.g_01399	Syar.g_00533
OG0000976	Pray.g_01400	Syar.g_00532
OG0000977	Pray.g_01401	Syar.g_00530
OG0000978	Pray.g_01402	Syar.g_00529
OG0000979	Pray.g_01405	Syar.g_00526
OG0000980	Pray.g_01407	Syar.g_00523
OG0000981	Pray.g_01409	Syar.g_00520
OG0000982	Pray.g_01411	Syar.g_00331
OG0000983	Pray.g_01412	Syar.g_00332
OG0000984	Pray.g_01413	Syar.g_00333
OG0000985	Pray.g_01416	Syar.g_00337
OG0000986	Pray.g_01418	Syar.g_00344
OG0000987	Pray.g_01419	Syar.g_00346
OG0000988	Pray.g_01422	Syar.g_00352
OG0000989	Pray.g_01426	Syar.g_00377
OG0000990	Pray.g_01429	Syar.g_00697
OG0000991	Pray.g_01430	Syar.g_00700
OG0000992	Pray.g_01432	Syar.g_00704
OG0000993	Pray.g_01433	Syar.g_00705
OG0000994	Pray.g_01434	Syar.g_00708
OG0000995	Pray.g_01438	Syar.g_03212, Syar.g_00624
OG0000996	Pray.g_01439	Syar.g_00861
OG0000997	Pray.g_01440	Syar.g_00437
OG0000998	Pray.g_01442	Syar.g_00439
OG0000999	Pray.g_01443	Syar.g_00440
OG0001000	Pray.g_01446	Syar.g_00955, Syar.g_00444
OG0001001	Pray.g_01448	Syar.g_00450
OG0001002	Pray.g_01452	Syar.g_00457
OG0001003	Pray.g_01453	Syar.g_00459
OG0001004	Pray.g_01454	Syar.g_00460
OG0001005	Pray.g_01455	Syar.g_00461
OG0001006	Pray.g_01459	Syar.g_00468
OG0001007	Pray.g_01461	Syar.g_00470
OG0001008	Pray.g_00927	Syar.g_01178, Syar.g_03274
OG0001009	Pray.g_01489	Syar.g_00500
OG0001010	Pray.g_01490	Syar.g_00501
OG0001011	Pray.g_01491	Syar.g_00503
OG0001013	Pray.g_00235	Syar.g_00906
OG0001014	Pray.g_00232	Syar.g_00914
OG0001015	Pray.g_00231	Syar.g_00915
OG0001017	Pray.g_00212	Syar.g_03050
OG0001018	Pray.g_00209	Syar.g_03052
OG0001019	Pray.g_00200	Syar.g_03086
OG0001020	Pray.g_00199	Syar.g_03092
OG0001021	Pray.g_00198	Syar.g_03098
OG0001022	Pray.g_00195	Syar.g_03102
OG0001023	Pray.g_00194	Syar.g_03103
OG0001024	Pray.g_00191	Syar.g_02276
OG0001025	Pray.g_00185	Syar.g_03115
OG0001026	Pray.g_00178	Syar.g_03131
OG0001027	Pray.g_00177	Syar.g_00031
OG0001028	Pray.g_00175	Syar.g_00034
OG0001029	Pray.g_00174	Syar.g_00036
OG0001030	Pray.g_00159	Syar.g_00058
OG0001031	Pray.g_00667	Syar.g_00129
OG0001032	Pray.g_00668	Syar.g_01011
OG0001033	Pray.g_00689	Syar.g_00962
OG0001034	Pray.g_00717	Syar.g_03022
OG0001035	Pray.g_00735	Syar.g_00171
OG0001036	Pray.g_00739	Syar.g_00193
OG0001037	Pray.g_00740	Syar.g_00195
OG0001038	Pray.g_00757	Syar.g_00223
OG0001039	Pray.g_00760	Syar.g_00226
OG0001040	Pray.g_00762	Syar.g_00229
OG0001041	Pray.g_00766	Syar.g_00234
OG0001042	Pray.g_00782	Syar.g_00831
OG0001043	Pray.g_00783	Syar.g_00826
OG0001044	Pray.g_00811	Syar.g_01117
OG0001045	Pray.g_00820	Syar.g_01130
OG0001046	Pray.g_00857	Syar.g_02514
OG0001047	Pray.g_00929	Syar.g_01180
OG0001048	Pray.g_00930	Syar.g_01181
OG0001049	Pray.g_00932	Syar.g_02872
OG0001050	Pray.g_00933	Syar.g_02871
OG0001051	Pray.g_00934	Syar.g_02870
OG0001052	Pray.g_00961	Syar.g_01269
OG0001053	Pray.g_00973	Syar.g_01472
OG0001054	Pray.g_00989	Syar.g_01492
OG0001055	Pray.g_01008	Syar.g_01513
OG0001056	Pray.g_01225	Syar.g_02349
OG0001057	Pray.g_01220	Syar.g_02341
OG0001058	Pray.g_01212	Syar.g_02324
OG0001059	Pray.g_01208	Syar.g_00422
OG0001060	Pray.g_01201	Syar.g_02315
OG0001061	Pray.g_01188	Syar.g_02297
OG0001062	Pray.g_01186	Syar.g_02294
OG0001063	Pray.g_01184	Syar.g_02209
OG0001064	Pray.g_01183	Syar.g_02208
OG0001065	Pray.g_01182	Syar.g_02207
OG0001066	Pray.g_01181	Syar.g_02206
OG0001067	Pray.g_01180	Syar.g_02205
OG0001068	Pray.g_01179	Syar.g_02204
OG0001069	Pray.g_01178	Syar.g_02203
OG0001070	Pray.g_01175	Syar.g_02200
OG0001071	Pray.g_01174	Syar.g_02199
OG0001072	Pray.g_01173	Syar.g_02195
OG0001073	Pray.g_01159	Syar.g_02182
OG0001074	Pray.g_01148	Syar.g_02031
OG0001075	Pray.g_01147	Syar.g_02215
OG0001076	Pray.g_01139	Syar.g_02253
OG0001077	Pray.g_01135	Syar.g_02240
OG0001078	Pray.g_01127	Syar.g_02419
OG0001079	Pray.g_01116	Syar.g_02431
OG0001080	Pray.g_01110	Syar.g_02442
OG0001081	Pray.g_01108	Syar.g_02444
OG0001082	Pray.g_01107	Syar.g_02445
OG0001083	Pray.g_01102	Syar.g_02473
OG0001084	Pray.g_01101	Syar.g_02474
OG0001085	Pray.g_01093	Syar.g_01688
OG0001086	Pray.g_01092	Syar.g_01686
OG0001087	Pray.g_01075	Syar.g_02347
OG0001088	Pray.g_01074	Syar.g_00431
OG0001089	Pray.g_01066	Syar.g_01942
OG0001090	Pray.g_01039	Syar.g_01582
OG0001091	Pray.g_01037	Syar.g_01580
OG0001092	Pray.g_01036	Syar.g_01578
OG0001093	Pray.g_01031	Syar.g_01572
OG0001094	Pray.g_00342	Syar.g_02633
OG0001095	Pray.g_00361	Syar.g_02653
OG0001096	Pray.g_00374	Syar.g_02476
OG0001097	Pray.g_00393	Syar.g_01823
OG0001098	Pray.g_00408	Syar.g_01672
OG0001099	Pray.g_00440	Syar.g_00035
OG0001100	Pray.g_00444	Syar.g_01625
OG0001101	Pray.g_00446	Syar.g_01623
OG0001102	Pray.g_00449	Syar.g_01620
OG0001103	Pray.g_00451	Syar.g_01618
OG0001104	Pray.g_00474	Syar.g_02616
OG0001105	Pray.g_00478	Syar.g_02620
OG0001106	Pray.g_00502	Syar.g_02553
OG0001107	Pray.g_00509	Syar.g_02541
OG0001109	Pray.g_00514	Syar.g_02529
OG0001110	Pray.g_00516	Syar.g_02527
OG0001111	Pray.g_00517	Syar.g_02525
OG0001112	Pray.g_00518	Syar.g_02523
OG0001113	Pray.g_00519	Syar.g_02522
OG0001114	Pray.g_00520	Syar.g_02521
OG0001115	Pray.g_00522	Syar.g_02519
OG0001116	Pray.g_00523	Syar.g_02517
OG0001117	Pray.g_00524	Syar.g_02516
OG0001118	Pray.g_00525	Syar.g_02515
OG0001119	Pray.g_00526	Syar.g_02513
OG0001120	Pray.g_00528	Syar.g_02507
OG0001122	Pray.g_00556	Syar.g_01803
OG0001123	Pray.g_00560	Syar.g_01796
OG0001124	Pray.g_00562	Syar.g_01793
OG0001125	Pray.g_00563	Syar.g_01791
OG0001126	Pray.g_00573	Syar.g_01375
OG0001127	Pray.g_00574	Syar.g_01374
OG0001128	Pray.g_00576	Syar.g_01371
OG0001129	Pray.g_00577	Syar.g_01369
OG0001130	Pray.g_00578	Syar.g_01368
OG0001131	Pray.g_00614	Syar.g_02448
OG0001132	Pray.g_00623	Syar.g_00684
OG0001133	Pray.g_00112	Syar.g_02249
OG0001134	Pray.g_00097	Syar.g_02235
OG0001135	Pray.g_00094	Syar.g_02232
OG0001136	Pray.g_00067	Syar.g_01536
OG0001137	Pray.g_00055	Syar.g_01944
OG0001138	Pray.g_00037	Syar.g_01977
OG0001139	Pray.g_00036	Syar.g_01980
OG0001140	Pray.g_00035	Syar.g_01981
OG0001141	Pray.g_00034	Syar.g_01982
OG0001142	Pray.g_00033	Syar.g_01983
OG0001143	Pray.g_00026	Syar.g_01698
