Orthogroup	Pray	Syan
OG0000578	Pray.g_01162	Syan.g_01009
OG0000579	Pray.g_01161	Syan.g_01010
OG0000580	Pray.g_01160	Syan.g_01011
OG0000581	Pray.g_01158	Syan.g_01018
OG0000582	Pray.g_01155	Syan.g_01030
OG0000583	Pray.g_01154	Syan.g_01029
OG0000584	Pray.g_01153	Syan.g_01028
OG0000585	Pray.g_01151	Syan.g_01024
OG0000586	Pray.g_01150	Syan.g_01022
OG0000587	Pray.g_01149	Syan.g_01020
OG0000588	Pray.g_01145	Syan.g_00215
OG0000589	Pray.g_01142	Syan.g_00016
OG0000590	Pray.g_01141	Syan.g_00015
OG0000591	Pray.g_01138	Syan.g_00003
OG0000592	Pray.g_01137	Syan.g_00002
OG0000593	Pray.g_01131	Syan.g_00820
OG0000594	Pray.g_01130	Syan.g_00819
OG0000595	Pray.g_01129	Syan.g_00818
OG0000596	Pray.g_01125	Syan.g_00813
OG0000597	Pray.g_01123	Syan.g_00810
OG0000598	Pray.g_01122	Syan.g_00809
OG0000599	Pray.g_01119	Syan.g_00802
OG0000600	Pray.g_01118	Syan.g_00801
OG0000601	Pray.g_01117	Syan.g_00800
OG0000602	Pray.g_01115	Syan.g_00796
OG0000603	Pray.g_01114	Syan.g_00795
OG0000604	Pray.g_01113	Syan.g_00792
OG0000605	Pray.g_01112	Syan.g_00783
OG0000606	Pray.g_01109	Syan.g_00780
OG0000607	Pray.g_01106	Syan.g_00777
OG0000608	Pray.g_01105	Syan.g_00776
OG0000609	Pray.g_01104	Syan.g_00774
OG0000610	Pray.g_01099	Syan.g_00766
OG0000611	Pray.g_01096	Syan.g_00763
OG0000612	Pray.g_01095	Syan.g_00762
OG0000613	Pray.g_01090	Syan.g_01965
OG0000614	Pray.g_01071	Syan.g_00184
OG0000615	Pray.g_01063	Syan.g_00728
OG0000616	Pray.g_01059	Syan.g_01694
OG0000617	Pray.g_01034	Syan.g_00324
OG0000618	Pray.g_01033	Syan.g_00325
OG0000619	Pray.g_01032	Syan.g_00326
OG0000620	Pray.g_01029	Syan.g_00331
OG0000621	Pray.g_01028	Syan.g_00332
OG0000622	Pray.g_01027	Syan.g_00334
OG0000623	Pray.g_01026	Syan.g_00335
OG0000624	Pray.g_01025	Syan.g_00337
OG0000625	Pray.g_00269	Syan.g_00338
OG0000626	Pray.g_00270	Syan.g_00339
OG0000627	Pray.g_00271	Syan.g_00465
OG0000628	Pray.g_00272	Syan.g_00466
OG0000629	Pray.g_00273	Syan.g_00469
OG0000630	Pray.g_00276	Syan.g_00474
OG0000631	Pray.g_00339	Syan.g_00484
OG0000632	Pray.g_00340	Syan.g_00485
OG0000633	Pray.g_00341	Syan.g_00489
OG0000634	Pray.g_00344	Syan.g_00694
OG0000635	Pray.g_00345	Syan.g_00693
OG0000636	Pray.g_00347	Syan.g_00691
OG0000637	Pray.g_00349	Syan.g_00689
OG0000638	Pray.g_00350	Syan.g_00688
OG0000639	Pray.g_00351	Syan.g_00687
OG0000640	Pray.g_00352	Syan.g_00686
OG0000641	Pray.g_00356	Syan.g_00682
OG0000642	Pray.g_00357	Syan.g_00681
OG0000643	Pray.g_00358	Syan.g_00679
OG0000644	Pray.g_00359	Syan.g_00678
OG0000645	Pray.g_00360	Syan.g_00676
OG0000646	Pray.g_00362	Syan.g_00673
OG0000647	Pray.g_00363	Syan.g_00671
OG0000648	Pray.g_00365	Syan.g_00669
OG0000649	Pray.g_00366	Syan.g_00668
OG0000650	Pray.g_00367	Syan.g_00667
OG0000651	Pray.g_00368	Syan.g_00666
OG0000652	Pray.g_00369	Syan.g_00665
OG0000653	Pray.g_00371	Syan.g_00663
OG0000654	Pray.g_00372	Syan.g_00661
OG0000655	Pray.g_00373	Syan.g_00660
OG0000656	Pray.g_00376	Syan.g_00656
OG0000657	Pray.g_00384	Syan.g_00375
OG0000658	Pray.g_00385	Syan.g_00378
OG0000659	Pray.g_00386	Syan.g_00379
OG0000660	Pray.g_00390	Syan.g_00383
OG0000661	Pray.g_00392	Syan.g_00385
OG0000662	Pray.g_00394	Syan.g_00392
OG0000663	Pray.g_00396	Syan.g_00395
OG0000664	Pray.g_00397	Syan.g_00397
OG0000665	Pray.g_00401	Syan.g_00788
OG0000666	Pray.g_00402	Syan.g_02100
OG0000667	Pray.g_00406	Syan.g_00044
OG0000668	Pray.g_00436	Syan.g_00365
OG0000669	Pray.g_00443	Syan.g_00751
OG0000670	Pray.g_00445	Syan.g_00748
OG0000671	Pray.g_00447	Syan.g_00746
OG0000672	Pray.g_00450	Syan.g_00743
OG0000673	Pray.g_00453	Syan.g_00740
OG0000674	Pray.g_00455	Syan.g_00738
OG0000675	Pray.g_00456	Syan.g_00737
OG0000676	Pray.g_00458	Syan.g_00735
OG0000677	Pray.g_00459	Syan.g_00734
OG0000678	Pray.g_00461	Syan.g_00732
OG0000679	Pray.g_00465	Syan.g_00724
OG0000680	Pray.g_00466	Syan.g_00723
OG0000681	Pray.g_00469	Syan.g_00720
OG0000682	Pray.g_00470	Syan.g_00719
OG0000683	Pray.g_00471	Syan.g_00718
OG0000684	Pray.g_00473	Syan.g_00715
OG0000685	Pray.g_00475	Syan.g_00713
OG0000686	Pray.g_00476	Syan.g_00712
OG0000687	Pray.g_00477	Syan.g_00711
OG0000688	Pray.g_00480	Syan.g_00706
OG0000689	Pray.g_00481	Syan.g_00704
OG0000690	Pray.g_00482	Syan.g_00703
OG0000691	Pray.g_00483	Syan.g_00702
OG0000692	Pray.g_00485	Syan.g_00700
OG0000693	Pray.g_00486	Syan.g_00698
OG0000694	Pray.g_00487	Syan.g_00697
OG0000695	Pray.g_00489	Syan.g_00492
OG0000696	Pray.g_00490	Syan.g_00493
OG0000697	Pray.g_00491	Syan.g_00495
OG0000698	Pray.g_00494	Syan.g_00498
OG0000699	Pray.g_00495	Syan.g_00500
OG0000700	Pray.g_00496	Syan.g_00501
OG0000701	Pray.g_00497	Syan.g_00502
OG0000702	Pray.g_00499	Syan.g_00534
OG0000703	Pray.g_00500	Syan.g_00546
OG0000704	Pray.g_00501	Syan.g_00550
OG0000705	Pray.g_00505	Syan.g_00557
OG0000706	Pray.g_00506	Syan.g_00558
OG0000707	Pray.g_00507	Syan.g_00559
OG0000708	Pray.g_00508	Syan.g_00562
OG0000709	Pray.g_00512	Syan.g_00570
OG0000710	Pray.g_00515	Syan.g_00574
OG0000711	Pray.g_00532	Syan.g_00607
OG0000712	Pray.g_00534	Syan.g_00609
OG0000713	Pray.g_00535	Syan.g_00610
OG0000714	Pray.g_00536	Syan.g_00624
OG0000715	Pray.g_00538	Syan.g_00626
OG0000716	Pray.g_00540	Syan.g_00630
OG0000717	Pray.g_00541	Syan.g_00631
OG0000718	Pray.g_00553	Syan.g_00651
OG0000719	Pray.g_00555	Syan.g_00367
OG0000720	Pray.g_00564	Syan.g_00354
OG0000721	Pray.g_00566	Syan.g_00352
OG0000722	Pray.g_00567	Syan.g_00351
OG0000723	Pray.g_00570	Syan.g_00341
OG0000724	Pray.g_00579	Syan.g_00299
OG0000725	Pray.g_00585	Syan.g_00194
OG0000726	Pray.g_00586	Syan.g_00193
OG0000727	Pray.g_00587	Syan.g_00192
OG0000728	Pray.g_00589	Syan.g_00190
OG0000729	Pray.g_00634	Syan.g_01885
OG0000730	Pray.g_00132	Syan.g_02147
OG0000731	Pray.g_00128	Syan.g_02135
OG0000732	Pray.g_00118	Syan.g_01726
OG0000733	Pray.g_00096	Syan.g_01147
OG0000734	Pray.g_00079	Syan.g_02982
OG0000735	Pray.g_00077	Syan.g_02713
OG0000736	Pray.g_00076	Syan.g_02712
OG0000737	Pray.g_00075	Syan.g_02711
OG0000738	Pray.g_00071	Syan.g_02705
OG0000739	Pray.g_00070	Syan.g_02704
OG0000740	Pray.g_00069	Syan.g_02703
OG0000741	Pray.g_00068	Syan.g_02700
OG0000742	Pray.g_00065	Syan.g_02697
OG0000743	Pray.g_00063	Syan.g_02694
OG0000744	Pray.g_00062	Syan.g_02693
OG0000745	Pray.g_00060	Syan.g_02690
OG0000746	Pray.g_00058	Syan.g_02687
OG0000747	Pray.g_00057	Syan.g_02685
OG0000748	Pray.g_00054	Syan.g_02669
OG0000749	Pray.g_00053	Syan.g_02668
OG0000750	Pray.g_00052	Syan.g_02667
OG0000751	Pray.g_00050	Syan.g_02661
OG0000752	Pray.g_00048	Syan.g_02659
OG0000753	Pray.g_00045	Syan.g_02656
OG0000754	Pray.g_00042	Syan.g_02650
OG0000755	Pray.g_00039	Syan.g_02641
OG0000756	Pray.g_00038	Syan.g_02640
OG0000757	Pray.g_00032	Syan.g_02623
OG0000758	Pray.g_00031	Syan.g_02622
OG0000759	Pray.g_00030	Syan.g_02621
OG0000760	Pray.g_00029	Syan.g_02620
OG0000761	Pray.g_00028	Syan.g_02619
OG0000762	Pray.g_00027	Syan.g_02617
OG0000763	Pray.g_00025	Syan.g_02615
OG0000764	Pray.g_00024	Syan.g_02614
OG0000765	Pray.g_00015	Syan.g_02587
OG0000766	Pray.g_00014	Syan.g_02586
OG0000767	Pray.g_00012	Syan.g_02584
OG0000768	Pray.g_00011	Syan.g_02583
OG0000769	Pray.g_00009	Syan.g_02581
OG0000770	Pray.g_00007	Syan.g_02561
OG0000771	Pray.g_00250	Syan.g_00305
OG0000772	Pray.g_01895	Syan.g_00436
OG0000773	Pray.g_01879	Syan.g_01199
OG0000774	Pray.g_01877	Syan.g_01205
OG0000775	Pray.g_01875	Syan.g_01207
OG0000776	Pray.g_01874	Syan.g_01208
OG0000777	Pray.g_01873	Syan.g_01209
OG0000778	Pray.g_01872	Syan.g_01210
OG0000779	Pray.g_01868	Syan.g_01215
OG0000780	Pray.g_01867	Syan.g_01218
OG0000781	Pray.g_01864	Syan.g_01222
OG0000782	Pray.g_01863	Syan.g_01223
OG0000783	Pray.g_01862	Syan.g_01224
OG0000784	Pray.g_01861	Syan.g_01225
OG0000785	Pray.g_01859	Syan.g_01228
OG0000786	Pray.g_01857	Syan.g_01243
OG0000787	Pray.g_01856	Syan.g_01244
OG0000788	Pray.g_01842	Syan.g_00843
OG0000789	Pray.g_01839	Syan.g_00075
OG0000790	Pray.g_01824	Syan.g_02778
OG0000791	Pray.g_01822	Syan.g_02780
OG0000792	Pray.g_01821	Syan.g_02781
OG0000793	Pray.g_01818	Syan.g_02879
OG0000794	Pray.g_01817	Syan.g_02881
OG0000795	Pray.g_01816	Syan.g_02882
OG0000796	Pray.g_01812	Syan.g_02886
OG0000797	Pray.g_01811	Syan.g_02888
OG0000799	Pray.g_01740	Syan.g_01310
OG0000800	Pray.g_01739	Syan.g_01308
OG0000801	Pray.g_01738	Syan.g_01307
OG0000802	Pray.g_01736	Syan.g_01303
OG0000803	Pray.g_01734	Syan.g_01294
OG0000804	Pray.g_01733	Syan.g_01291
OG0000805	Pray.g_01731	Syan.g_01289
OG0000806	Pray.g_01729	Syan.g_01287
OG0000807	Pray.g_01728	Syan.g_01286
OG0000808	Pray.g_01727	Syan.g_01285
OG0000809	Pray.g_01724	Syan.g_01281
OG0000810	Pray.g_01723	Syan.g_01280
OG0000811	Pray.g_01719	Syan.g_01272
OG0000812	Pray.g_01717	Syan.g_01270
OG0000813	Pray.g_01716	Syan.g_01269
OG0000814	Pray.g_01714	Syan.g_01267
OG0000815	Pray.g_01713	Syan.g_01249
OG0000816	Pray.g_01711	Syan.g_01247
OG0000817	Pray.g_01710	Syan.g_01328
OG0000818	Pray.g_01705	Syan.g_02807
OG0000819	Pray.g_01704	Syan.g_02808
OG0000820	Pray.g_01703	Syan.g_02809
OG0000821	Pray.g_01699	Syan.g_02815
OG0000822	Pray.g_01698	Syan.g_02817
OG0000823	Pray.g_01697	Syan.g_02818
OG0000824	Pray.g_01694	Syan.g_02824
OG0000825	Pray.g_01693	Syan.g_02825
OG0000826	Pray.g_01692	Syan.g_02826
OG0000827	Pray.g_01691	Syan.g_02827
OG0000828	Pray.g_01688	Syan.g_02830
OG0000829	Pray.g_01687	Syan.g_02831
OG0000830	Pray.g_01686	Syan.g_02832
OG0000831	Pray.g_01684	Syan.g_02834
OG0000832	Pray.g_01678	Syan.g_02408
OG0000833	Pray.g_01670	Syan.g_01343
OG0000834	Pray.g_01669	Syan.g_01345
OG0000835	Pray.g_01668	Syan.g_01346
OG0000836	Pray.g_01667	Syan.g_01349
OG0000837	Pray.g_01666	Syan.g_01351
OG0000838	Pray.g_01664	Syan.g_01355
OG0000839	Pray.g_01663	Syan.g_01356
OG0000840	Pray.g_01662	Syan.g_01357
OG0000841	Pray.g_01661	Syan.g_01358
OG0000842	Pray.g_01660	Syan.g_01359
OG0000843	Pray.g_01659	Syan.g_01360
OG0000844	Pray.g_01658	Syan.g_01362
OG0000845	Pray.g_01657	Syan.g_01363
OG0000846	Pray.g_01656	Syan.g_01364
OG0000847	Pray.g_01655	Syan.g_01365
OG0000848	Pray.g_01654	Syan.g_01367
OG0000849	Pray.g_01653	Syan.g_01368
OG0000850	Pray.g_01651	Syan.g_01371
OG0000851	Pray.g_01650	Syan.g_01374
OG0000852	Pray.g_01649	Syan.g_01375
OG0000853	Pray.g_01645	Syan.g_01379
OG0000854	Pray.g_01643	Syan.g_01381
OG0000855	Pray.g_01642	Syan.g_01382
OG0000856	Pray.g_01627	Syan.g_01136
OG0000857	Pray.g_01600	Syan.g_00672
OG0000858	Pray.g_01565	Syan.g_01389
OG0000859	Pray.g_01564	Syan.g_01390
OG0000860	Pray.g_01557	Syan.g_01402
OG0000861	Pray.g_01556	Syan.g_01403
OG0000862	Pray.g_01555	Syan.g_01412
OG0000863	Pray.g_01553	Syan.g_01414
OG0000864	Pray.g_01552	Syan.g_00969
OG0000865	Pray.g_01551	Syan.g_01415
OG0000866	Pray.g_01550	Syan.g_01416
OG0000867	Pray.g_01549	Syan.g_01417
OG0000868	Pray.g_01548	Syan.g_01421
OG0000869	Pray.g_01544	Syan.g_01426
OG0000870	Pray.g_01539	Syan.g_01431
OG0000871	Pray.g_01538	Syan.g_01432
OG0000872	Pray.g_01537	Syan.g_01438
OG0000873	Pray.g_01534	Syan.g_01441
OG0000874	Pray.g_01531	Syan.g_01443
OG0000875	Pray.g_01530	Syan.g_01445
OG0000876	Pray.g_01529	Syan.g_00391
OG0000877	Pray.g_01527	Syan.g_01449
OG0000878	Pray.g_01526	Syan.g_01450
OG0000879	Pray.g_01525	Syan.g_01451
OG0000880	Pray.g_01524	Syan.g_01452
OG0000881	Pray.g_01520	Syan.g_01457
OG0000882	Pray.g_01515	Syan.g_01462
OG0000883	Pray.g_01513	Syan.g_01464
OG0000884	Pray.g_01512	Syan.g_01466
OG0000885	Pray.g_01511	Syan.g_01467
OG0000886	Pray.g_01510	Syan.g_01468
OG0000887	Pray.g_01509	Syan.g_01469
OG0000888	Pray.g_01507	Syan.g_01471
OG0000889	Pray.g_01505	Syan.g_01473
OG0000890	Pray.g_01504	Syan.g_01476
OG0000891	Pray.g_01503	Syan.g_01477
OG0000892	Pray.g_01229	Syan.g_01480
OG0000893	Pray.g_01234	Syan.g_02103
OG0000894	Pray.g_01236	Syan.g_02108
OG0000895	Pray.g_01239	Syan.g_02112
OG0000896	Pray.g_01240	Syan.g_02113
OG0000897	Pray.g_01242	Syan.g_02115
OG0000898	Pray.g_01243	Syan.g_02116
OG0000899	Pray.g_01244	Syan.g_02117
OG0000900	Pray.g_01245	Syan.g_02118
OG0000901	Pray.g_01248	Syan.g_02123
OG0000902	Pray.g_01250	Syan.g_02125
OG0000903	Pray.g_01253	Syan.g_02252
OG0000904	Pray.g_01255	Syan.g_02258
OG0000905	Pray.g_01260	Syan.g_02129
OG0000906	Pray.g_01261	Syan.g_02127
OG0000907	Pray.g_01264	Syan.g_02245
OG0000908	Pray.g_01267	Syan.g_02242
OG0000909	Pray.g_01268	Syan.g_02241
OG0000910	Pray.g_01269	Syan.g_02240
OG0000911	Pray.g_01271	Syan.g_02238
OG0000912	Pray.g_01272	Syan.g_02237
OG0000913	Pray.g_01273	Syan.g_02236
OG0000914	Pray.g_01274	Syan.g_02235
OG0000915	Pray.g_01275	Syan.g_02233
OG0000916	Pray.g_01276	Syan.g_02232
OG0000917	Pray.g_01277	Syan.g_02231
OG0000918	Pray.g_01278	Syan.g_02230
OG0000919	Pray.g_01279	Syan.g_02229
OG0000920	Pray.g_01280	Syan.g_02228
OG0000921	Pray.g_01281	Syan.g_02227
OG0000922	Pray.g_01282	Syan.g_02226
OG0000923	Pray.g_01286	Syan.g_02222
OG0000924	Pray.g_01287	Syan.g_02221
OG0000925	Pray.g_01288	Syan.g_02220
OG0000926	Pray.g_01289	Syan.g_02219
OG0000927	Pray.g_01291	Syan.g_02217
OG0000928	Pray.g_01292	Syan.g_02216
OG0000929	Pray.g_01293	Syan.g_02215
OG0000930	Pray.g_01294	Syan.g_02214
OG0000931	Pray.g_01295	Syan.g_02213
OG0000932	Pray.g_01296	Syan.g_02212
OG0000933	Pray.g_01300	Syan.g_02206
OG0000934	Pray.g_01302	Syan.g_02204
OG0000935	Pray.g_01303	Syan.g_02203
OG0000936	Pray.g_01304	Syan.g_02202
OG0000937	Pray.g_01305	Syan.g_02201
OG0000938	Pray.g_01307	Syan.g_02198
OG0000939	Pray.g_01308	Syan.g_02197
OG0000940	Pray.g_01315	Syan.g_02188
OG0000941	Pray.g_01317	Syan.g_02186
OG0000942	Pray.g_01319	Syan.g_02184
OG0000943	Pray.g_01320	Syan.g_02183
OG0000944	Pray.g_01321	Syan.g_02181
OG0000945	Pray.g_01322	Syan.g_02180
OG0000946	Pray.g_01327	Syan.g_02167
OG0000947	Pray.g_01329	Syan.g_02164
OG0000948	Pray.g_01330	Syan.g_02163
OG0000949	Pray.g_01333	Syan.g_01951
OG0000950	Pray.g_01338	Syan.g_01940
OG0000951	Pray.g_01342	Syan.g_01932
OG0000952	Pray.g_01346	Syan.g_01927
OG0000953	Pray.g_01349	Syan.g_01922
OG0000954	Pray.g_01353	Syan.g_01916
OG0000955	Pray.g_01354	Syan.g_01915
OG0000956	Pray.g_01356	Syan.g_01913
OG0000957	Pray.g_01362	Syan.g_01898
OG0000958	Pray.g_01363	Syan.g_01897
OG0000959	Pray.g_01367	Syan.g_01893
OG0000960	Pray.g_01368	Syan.g_01892
OG0000961	Pray.g_01370	Syan.g_03024
OG0000962	Pray.g_01372	Syan.g_01887
OG0000963	Pray.g_01376	Syan.g_01881
OG0000964	Pray.g_01377	Syan.g_01880
OG0000965	Pray.g_01378	Syan.g_01879
OG0000966	Pray.g_01385	Syan.g_01812
OG0000967	Pray.g_01390	Syan.g_01804
OG0000968	Pray.g_01392	Syan.g_01706
OG0000969	Pray.g_01393	Syan.g_01708
OG0000970	Pray.g_01394	Syan.g_01709
OG0000971	Pray.g_01395	Syan.g_01711
OG0000972	Pray.g_01396	Syan.g_01712
OG0000973	Pray.g_01397	Syan.g_01713
OG0000974	Pray.g_01398	Syan.g_01714
OG0000975	Pray.g_01399	Syan.g_01715
OG0000976	Pray.g_01400	Syan.g_01716
OG0000977	Pray.g_01401	Syan.g_01718
OG0000978	Pray.g_01402	Syan.g_01719
OG0000979	Pray.g_01405	Syan.g_01722
OG0000980	Pray.g_01407	Syan.g_01725
OG0000981	Pray.g_01409	Syan.g_01728
OG0000982	Pray.g_01411	Syan.g_01566
OG0000983	Pray.g_01412	Syan.g_01567
OG0000984	Pray.g_01413	Syan.g_01568
OG0000985	Pray.g_01416	Syan.g_01572
OG0000986	Pray.g_01418	Syan.g_01574
OG0000987	Pray.g_01419	Syan.g_01576
OG0000988	Pray.g_01422	Syan.g_01581
OG0000989	Pray.g_01426	Syan.g_01587
OG0000990	Pray.g_01429	Syan.g_01615
OG0000991	Pray.g_01430	Syan.g_01618
OG0000992	Pray.g_01432	Syan.g_01622
OG0000993	Pray.g_01433	Syan.g_01623
OG0000994	Pray.g_01434	Syan.g_01625
OG0000995	Pray.g_01438	Syan.g_01629
OG0000996	Pray.g_01439	Syan.g_01653
OG0000997	Pray.g_01440	Syan.g_01677
OG0000998	Pray.g_01442	Syan.g_01679
OG0000999	Pray.g_01443	Syan.g_01680
OG0001000	Pray.g_01446	Syan.g_01684
OG0001001	Pray.g_01448	Syan.g_01690
OG0001002	Pray.g_01452	Syan.g_01697
OG0001003	Pray.g_01453	Syan.g_01699
OG0001004	Pray.g_01454	Syan.g_01700
OG0001005	Pray.g_01455	Syan.g_01701
OG0001006	Pray.g_01459	Syan.g_01794
OG0001007	Pray.g_01461	Syan.g_01796
OG0001008	Pray.g_00927	Syan.g_02397
OG0001009	Pray.g_01489	Syan.g_01748
OG0001010	Pray.g_01490	Syan.g_01747
OG0001011	Pray.g_01491	Syan.g_01745
OG0001012	Pray.g_00240	Syan.g_00281
OG0001013	Pray.g_00235	Syan.g_01542
OG0001014	Pray.g_00232	Syan.g_01535
OG0001015	Pray.g_00231	Syan.g_01534
OG0001016	Pray.g_00216	Syan.g_02912
OG0001017	Pray.g_00212	Syan.g_02918
OG0001018	Pray.g_00209	Syan.g_02920
OG0001019	Pray.g_00200	Syan.g_02947
OG0001020	Pray.g_00199	Syan.g_02951
OG0001021	Pray.g_00198	Syan.g_02958
OG0001022	Pray.g_00195	Syan.g_02964
OG0001023	Pray.g_00194	Syan.g_02965
OG0001024	Pray.g_00191	Syan.g_00968
OG0001025	Pray.g_00185	Syan.g_02971
OG0001026	Pray.g_00178	Syan.g_02984
OG0001027	Pray.g_00177	Syan.g_02308
OG0001028	Pray.g_00175	Syan.g_02305
OG0001029	Pray.g_00174	Syan.g_02303
OG0001030	Pray.g_00159	Syan.g_02281
OG0001031	Pray.g_00667	Syan.g_03060
OG0001032	Pray.g_00668	Syan.g_03063
OG0001033	Pray.g_00689	Syan.g_00970
OG0001034	Pray.g_00717	Syan.g_02425
OG0001035	Pray.g_00735	Syan.g_02062
OG0001036	Pray.g_00739	Syan.g_02056
OG0001037	Pray.g_00740	Syan.g_02054
OG0001038	Pray.g_00757	Syan.g_02025
OG0001039	Pray.g_00760	Syan.g_02022
OG0001040	Pray.g_00762	Syan.g_02019
OG0001041	Pray.g_00766	Syan.g_02015
OG0001042	Pray.g_00782	Syan.g_01992
OG0001043	Pray.g_00783	Syan.g_01988
OG0001044	Pray.g_00811	Syan.g_02145
OG0001045	Pray.g_00820	Syan.g_02132
OG0001046	Pray.g_00857	Syan.g_00591
OG0001047	Pray.g_00929	Syan.g_02399
OG0001048	Pray.g_00930	Syan.g_02400
OG0001049	Pray.g_00932	Syan.g_01340
OG0001050	Pray.g_00933	Syan.g_01339
OG0001051	Pray.g_00934	Syan.g_01338
OG0001052	Pray.g_00961	Syan.g_02850
OG0001053	Pray.g_00973	Syan.g_02761
OG0001054	Pray.g_00989	Syan.g_02742
OG0001055	Pray.g_01008	Syan.g_02721
OG0001056	Pray.g_01225	Syan.g_01161
OG0001057	Pray.g_01220	Syan.g_00832
OG0001058	Pray.g_01212	Syan.g_00851
OG0001059	Pray.g_01208	Syan.g_00855
OG0001060	Pray.g_01201	Syan.g_00861
OG0001061	Pray.g_01188	Syan.g_00880
OG0001063	Pray.g_01184	Syan.g_00945
OG0001064	Pray.g_01183	Syan.g_00946
OG0001065	Pray.g_01182	Syan.g_00947
OG0001066	Pray.g_01181	Syan.g_00948
OG0001067	Pray.g_01180	Syan.g_00949
OG0001068	Pray.g_01179	Syan.g_00950
OG0001069	Pray.g_01178	Syan.g_00951
OG0001070	Pray.g_01175	Syan.g_00955
OG0001071	Pray.g_01174	Syan.g_00956
OG0001072	Pray.g_01173	Syan.g_00960
OG0001073	Pray.g_01159	Syan.g_01012
OG0001074	Pray.g_01148	Syan.g_00202
OG0001075	Pray.g_01147	Syan.g_00200
OG0001076	Pray.g_01139	Syan.g_00012
OG0001077	Pray.g_01135	Syan.g_01140
OG0001078	Pray.g_01127	Syan.g_00815
OG0001079	Pray.g_01116	Syan.g_00799
OG0001080	Pray.g_01110	Syan.g_00781
OG0001081	Pray.g_01108	Syan.g_00779
OG0001082	Pray.g_01107	Syan.g_00778
OG0001083	Pray.g_01102	Syan.g_00771
OG0001084	Pray.g_01101	Syan.g_00770
OG0001086	Pray.g_01092	Syan.g_00757
OG0001087	Pray.g_01075	Syan.g_01159
OG0001088	Pray.g_01074	Syan.g_02688
OG0001089	Pray.g_01066	Syan.g_00185
OG0001090	Pray.g_01039	Syan.g_00317
OG0001091	Pray.g_01037	Syan.g_00320
OG0001092	Pray.g_01036	Syan.g_00322
OG0001093	Pray.g_01031	Syan.g_00328
OG0001094	Pray.g_00342	Syan.g_00696
OG0001095	Pray.g_00361	Syan.g_00675
OG0001096	Pray.g_00374	Syan.g_00659
OG0001097	Pray.g_00393	Syan.g_00386
OG0001099	Pray.g_00440	Syan.g_02304
OG0001100	Pray.g_00444	Syan.g_00749
OG0001101	Pray.g_00446	Syan.g_00747
OG0001102	Pray.g_00449	Syan.g_00744
OG0001103	Pray.g_00451	Syan.g_00742
OG0001104	Pray.g_00474	Syan.g_00714
OG0001106	Pray.g_00502	Syan.g_00551
OG0001107	Pray.g_00509	Syan.g_00563
OG0001108	Pray.g_00513	Syan.g_00571
OG0001109	Pray.g_00514	Syan.g_00573
OG0001110	Pray.g_00516	Syan.g_00575
OG0001111	Pray.g_00517	Syan.g_00577
OG0001112	Pray.g_00518	Syan.g_00579
OG0001113	Pray.g_00519	Syan.g_00580
OG0001114	Pray.g_00520	Syan.g_00581
OG0001115	Pray.g_00522	Syan.g_00586
OG0001116	Pray.g_00523	Syan.g_00588
OG0001117	Pray.g_00524	Syan.g_00589
OG0001118	Pray.g_00525	Syan.g_00590
OG0001119	Pray.g_00526	Syan.g_00592
OG0001120	Pray.g_00528	Syan.g_00597
OG0001122	Pray.g_00556	Syan.g_00366
OG0001123	Pray.g_00560	Syan.g_00359
OG0001124	Pray.g_00562	Syan.g_00357
OG0001125	Pray.g_00563	Syan.g_00355
OG0001126	Pray.g_00573	Syan.g_00307
OG0001127	Pray.g_00574	Syan.g_00306
OG0001128	Pray.g_00576	Syan.g_00303
OG0001129	Pray.g_00577	Syan.g_00301
OG0001130	Pray.g_00578	Syan.g_00300
OG0001131	Pray.g_00614	Syan.g_00079
OG0001132	Pray.g_00623	Syan.g_00100
OG0001133	Pray.g_00112	Syan.g_00006
OG0001134	Pray.g_00097	Syan.g_01146
OG0001135	Pray.g_00094	Syan.g_02542, Syan.g_01150
OG0001136	Pray.g_00067	Syan.g_02699
OG0001137	Pray.g_00055	Syan.g_02670
OG0001138	Pray.g_00037	Syan.g_02638
OG0001139	Pray.g_00036	Syan.g_02636
OG0001140	Pray.g_00035	Syan.g_02635
OG0001141	Pray.g_00034	Syan.g_02625
OG0001142	Pray.g_00033	Syan.g_02624
OG0001143	Pray.g_00026	Syan.g_02616
OG0001144	Pray.g_00021	Syan.g_02596
OG0001145	Pray.g_01878	Syan.g_01200
OG0001146	Pray.g_01866	Syan.g_01219
OG0001147	Pray.g_01843	Syan.g_02842
OG0001148	Pray.g_01827	Syan.g_02775
OG0001149	Pray.g_01826	Syan.g_02776
OG0001150	Pray.g_01825	Syan.g_02777
OG0001151	Pray.g_01814	Syan.g_02884
OG0001152	Pray.g_01813	Syan.g_02885
OG0001153	Pray.g_01690	Syan.g_02828
OG0001154	Pray.g_01689	Syan.g_02829
OG0001156	Pray.g_01674	Syan.g_02404
OG0001157	Pray.g_01673	Syan.g_02403
OG0001158	Pray.g_01672	Syan.g_02402
OG0001159	Pray.g_01671	Syan.g_02401
OG0001160	Pray.g_01647	Syan.g_01377
OG0001161	Pray.g_01634	Syan.g_01594
OG0001162	Pray.g_01623	Syan.g_02943
OG0001163	Pray.g_01567	Syan.g_01385
OG0001164	Pray.g_01563	Syan.g_01392
OG0001165	Pray.g_01560	Syan.g_01397
OG0001166	Pray.g_01540	Syan.g_01430
