Orthogroup	Prbi	Praq
OG0000550	Prbi.g_00629	Praq.g_00975
OG0000551	Prbi.g_00630	Praq.g_00974
OG0000552	Prbi.g_00631	Praq.g_00973
OG0000553	Prbi.g_00632	Praq.g_00972
OG0000554	Prbi.g_00634	Praq.g_00971
OG0000555	Prbi.g_00635	Praq.g_00970
OG0000556	Prbi.g_00636	Praq.g_00969
OG0000557	Prbi.g_00637	Praq.g_00968
OG0000558	Prbi.g_00638	Praq.g_00967
OG0000559	Prbi.g_00639	Praq.g_00966
OG0000560	Prbi.g_00641	Praq.g_00964
OG0000561	Prbi.g_00642	Praq.g_00963
OG0000562	Prbi.g_00643	Praq.g_00962
OG0000563	Prbi.g_00644	Praq.g_00961
OG0000564	Prbi.g_00645	Praq.g_00960
OG0000565	Prbi.g_00646	Praq.g_00959
OG0000566	Prbi.g_00647	Praq.g_00958
OG0000567	Prbi.g_00648	Praq.g_00957
OG0000568	Prbi.g_00649	Praq.g_00775
OG0000569	Prbi.g_00650	Praq.g_00776
OG0000570	Prbi.g_00651	Praq.g_00777
OG0000571	Prbi.g_00652	Praq.g_00778
OG0000572	Prbi.g_00653	Praq.g_00779
OG0000573	Prbi.g_00656	Praq.g_00782
OG0000574	Prbi.g_00657	Praq.g_00783
OG0000575	Prbi.g_00658	Praq.g_00784
OG0000576	Prbi.g_00659	Praq.g_00785
OG0000577	Prbi.g_00660	Praq.g_00786
OG0000578	Prbi.g_00661	Praq.g_00787
OG0000579	Prbi.g_00662	Praq.g_00788
OG0000580	Prbi.g_00663	Praq.g_00789
OG0000581	Prbi.g_00664	Praq.g_00790
OG0000582	Prbi.g_00665	Praq.g_00791
OG0000583	Prbi.g_00666	Praq.g_00792
OG0000584	Prbi.g_00667	Praq.g_00793
OG0000585	Prbi.g_00668	Praq.g_00794
OG0000586	Prbi.g_00670	Praq.g_00796
OG0000587	Prbi.g_00671	Praq.g_00797
OG0000588	Prbi.g_00673	Praq.g_00799
OG0000589	Prbi.g_00674	Praq.g_00800
OG0000590	Prbi.g_00676	Praq.g_00802
OG0000591	Prbi.g_00682	Praq.g_00808
OG0000592	Prbi.g_00683	Praq.g_00809
OG0000593	Prbi.g_00684	Praq.g_00810
OG0000594	Prbi.g_00686	Praq.g_00812
OG0000595	Prbi.g_00687	Praq.g_00813
OG0000596	Prbi.g_00688	Praq.g_00814
OG0000597	Prbi.g_00690	Praq.g_00816
OG0000598	Prbi.g_00691	Praq.g_00817
OG0000599	Prbi.g_00692	Praq.g_00818
OG0000600	Prbi.g_00693	Praq.g_00819
OG0000601	Prbi.g_00695	Praq.g_00821
OG0000602	Prbi.g_00696	Praq.g_00822
OG0000603	Prbi.g_00697	Praq.g_00823
OG0000604	Prbi.g_00698	Praq.g_00824
OG0000605	Prbi.g_00699	Praq.g_00825
OG0000606	Prbi.g_00700	Praq.g_00826
OG0000607	Prbi.g_00703	Praq.g_00828
OG0000608	Prbi.g_00704	Praq.g_00829
OG0000609	Prbi.g_00708	Praq.g_00833
OG0000610	Prbi.g_00709	Praq.g_00834
OG0000611	Prbi.g_00746	Praq.g_00584
OG0000612	Prbi.g_00747	Praq.g_00585
OG0000613	Prbi.g_00748	Praq.g_00586
OG0000614	Prbi.g_00749	Praq.g_00587
OG0000615	Prbi.g_00751	Praq.g_00589
OG0000616	Prbi.g_00752	Praq.g_00590
OG0000617	Prbi.g_00753	Praq.g_00591
OG0000618	Prbi.g_00754	Praq.g_00592
OG0000619	Prbi.g_00755	Praq.g_00593
OG0000620	Prbi.g_00756	Praq.g_00594
OG0000621	Prbi.g_00757	Praq.g_00595
OG0000622	Prbi.g_00758	Praq.g_00596
OG0000623	Prbi.g_00759	Praq.g_00597
OG0000624	Prbi.g_00760	Praq.g_00598
OG0000625	Prbi.g_00761	Praq.g_00599
OG0000626	Prbi.g_00762	Praq.g_00600
OG0000627	Prbi.g_00763	Praq.g_00601
OG0000628	Prbi.g_00764	Praq.g_00602
OG0000629	Prbi.g_00765	Praq.g_00603
OG0000630	Prbi.g_00766	Praq.g_00604
OG0000631	Prbi.g_00768	Praq.g_00606
OG0000632	Prbi.g_00788	Praq.g_00618
OG0000633	Prbi.g_00792	Praq.g_00622
OG0000634	Prbi.g_00807	Praq.g_00637
OG0000635	Prbi.g_00811	Praq.g_00638
OG0000636	Prbi.g_00812	Praq.g_00639
OG0000637	Prbi.g_00813	Praq.g_00640
OG0000638	Prbi.g_00825	Praq.g_00647
OG0000639	Prbi.g_00834	Praq.g_00656
OG0000640	Prbi.g_00835	Praq.g_00658
OG0000641	Prbi.g_00838	Praq.g_00661
OG0000642	Prbi.g_00839	Praq.g_00662
OG0000643	Prbi.g_00840	Praq.g_00663
OG0000644	Prbi.g_00841	Praq.g_00664
OG0000645	Prbi.g_00842	Praq.g_00665
OG0000646	Prbi.g_00843	Praq.g_00666
OG0000647	Prbi.g_00844	Praq.g_00667
OG0000648	Prbi.g_00846	Praq.g_00669
OG0000649	Prbi.g_00847	Praq.g_00670
OG0000650	Prbi.g_00848	Praq.g_00671
OG0000651	Prbi.g_00849	Praq.g_00672
OG0000652	Prbi.g_00850	Praq.g_00673
OG0000653	Prbi.g_00851	Praq.g_00674
OG0000654	Prbi.g_00853	Praq.g_00676
OG0000655	Prbi.g_00855	Praq.g_00678
OG0000656	Prbi.g_00856	Praq.g_01407
OG0000657	Prbi.g_00857	Praq.g_01408
OG0000658	Prbi.g_00858	Praq.g_01409
OG0000659	Prbi.g_00859	Praq.g_01410
OG0000660	Prbi.g_00860	Praq.g_01411
OG0000661	Prbi.g_00861	Praq.g_01412
OG0000662	Prbi.g_00862	Praq.g_01413
OG0000663	Prbi.g_00863	Praq.g_01414
OG0000664	Prbi.g_00864	Praq.g_01415
OG0000665	Prbi.g_00865	Praq.g_01416
OG0000666	Prbi.g_00866	Praq.g_01417
OG0000667	Prbi.g_00867	Praq.g_01418
OG0000668	Prbi.g_00868	Praq.g_01419
OG0000669	Prbi.g_00870	Praq.g_01421
OG0000670	Prbi.g_00871	Praq.g_01422
OG0000671	Prbi.g_00872	Praq.g_01423
OG0000672	Prbi.g_00873	Praq.g_01424
OG0000673	Prbi.g_00874	Praq.g_01425
OG0000674	Prbi.g_00875	Praq.g_01426
OG0000675	Prbi.g_00877	Praq.g_01428
OG0000676	Prbi.g_00878	Praq.g_01429
OG0000677	Prbi.g_00881	Praq.g_01431
OG0000678	Prbi.g_00883	Praq.g_01433
OG0000679	Prbi.g_00884	Praq.g_01434
OG0000680	Prbi.g_00885	Praq.g_01435
OG0000681	Prbi.g_00886	Praq.g_01436
OG0000682	Prbi.g_00887	Praq.g_01437
OG0000683	Prbi.g_00889	Praq.g_01439
OG0000684	Prbi.g_00890	Praq.g_01440
OG0000685	Prbi.g_00891	Praq.g_01441
OG0000686	Prbi.g_00892	Praq.g_01442
OG0000687	Prbi.g_00893	Praq.g_01443
OG0000688	Prbi.g_00894	Praq.g_01444
OG0000689	Prbi.g_00895	Praq.g_01445
OG0000690	Prbi.g_00896	Praq.g_01446
OG0000691	Prbi.g_00897	Praq.g_01447
OG0000692	Prbi.g_00899	Praq.g_01449
OG0000693	Prbi.g_00900	Praq.g_01450
OG0000694	Prbi.g_00901	Praq.g_01451
OG0000695	Prbi.g_00902	Praq.g_01452
OG0000696	Prbi.g_00903	Praq.g_01454
OG0000697	Prbi.g_00905	Praq.g_01456
OG0000698	Prbi.g_00907	Praq.g_01458
OG0000699	Prbi.g_00908	Praq.g_01459
OG0000700	Prbi.g_00934	Praq.g_01473
OG0000701	Prbi.g_00939	Praq.g_01478
OG0000702	Prbi.g_00942	Praq.g_01481
OG0000703	Prbi.g_00943	Praq.g_01482
OG0000704	Prbi.g_00944	Praq.g_01483
OG0000705	Prbi.g_00945	Praq.g_01484
OG0000706	Prbi.g_00946	Praq.g_01485
OG0000707	Prbi.g_00948	Praq.g_01487
OG0000708	Prbi.g_00949	Praq.g_01488
OG0000709	Prbi.g_00951	Praq.g_01490
OG0000710	Prbi.g_00952	Praq.g_01491
OG0000711	Prbi.g_00953	Praq.g_01492
OG0000712	Prbi.g_00954	Praq.g_01493
OG0000713	Prbi.g_00955	Praq.g_01494
OG0000714	Prbi.g_00957	Praq.g_01496
OG0000715	Prbi.g_00958	Praq.g_01497
OG0000716	Prbi.g_00960	Praq.g_01499
OG0000717	Prbi.g_00961	Praq.g_01500
OG0000718	Prbi.g_00962	Praq.g_01501
OG0000719	Prbi.g_00964	Praq.g_01503
OG0000720	Prbi.g_00965	Praq.g_01504
OG0000721	Prbi.g_00968	Praq.g_01506
OG0000722	Prbi.g_00969	Praq.g_01507
OG0000723	Prbi.g_00970	Praq.g_01508
OG0000724	Prbi.g_00971	Praq.g_01510
OG0000725	Prbi.g_00972	Praq.g_01511
OG0000726	Prbi.g_00973	Praq.g_01512
OG0000727	Prbi.g_00974	Praq.g_01513
OG0000728	Prbi.g_00975	Praq.g_01514
OG0000729	Prbi.g_00976	Praq.g_01515
OG0000730	Prbi.g_00977	Praq.g_01516
OG0000731	Prbi.g_00978	Praq.g_01517
OG0000732	Prbi.g_00979	Praq.g_01518
OG0000733	Prbi.g_00980	Praq.g_01519
OG0000734	Prbi.g_00981	Praq.g_01520
OG0000735	Prbi.g_00983	Praq.g_01522
OG0000736	Prbi.g_00984	Praq.g_01523
OG0000737	Prbi.g_00985	Praq.g_01524
OG0000738	Prbi.g_00986	Praq.g_01525
OG0000739	Prbi.g_00987	Praq.g_01526
OG0000740	Prbi.g_00988	Praq.g_01527
OG0000741	Prbi.g_00989	Praq.g_01528
OG0000742	Prbi.g_00991	Praq.g_01530
OG0000743	Prbi.g_00992	Praq.g_01531
OG0000744	Prbi.g_00993	Praq.g_01532
OG0000745	Prbi.g_00994	Praq.g_01533
OG0000746	Prbi.g_00995	Praq.g_01534
OG0000747	Prbi.g_00996	Praq.g_01535
OG0000748	Prbi.g_00997	Praq.g_01536
OG0000749	Prbi.g_00998	Praq.g_01537
OG0000750	Prbi.g_00999	Praq.g_01538
OG0000751	Prbi.g_01000	Praq.g_01539
OG0000752	Prbi.g_01001	Praq.g_01540
OG0000753	Prbi.g_01003	Praq.g_01542
OG0000754	Prbi.g_01004	Praq.g_01543
OG0000755	Prbi.g_01005	Praq.g_01544
OG0000756	Prbi.g_01006	Praq.g_01545
OG0000757	Prbi.g_01007	Praq.g_01546
OG0000758	Prbi.g_01008	Praq.g_01547
OG0000759	Prbi.g_01010	Praq.g_01549
OG0000760	Prbi.g_01011	Praq.g_01550
OG0000761	Prbi.g_01012	Praq.g_01551
OG0000762	Prbi.g_01014	Praq.g_01553
OG0000763	Prbi.g_01015	Praq.g_01554
OG0000764	Prbi.g_01016	Praq.g_01555
OG0000765	Prbi.g_01017	Praq.g_01556
OG0000766	Prbi.g_01018	Praq.g_01557
OG0000767	Prbi.g_01020	Praq.g_01559
OG0000768	Prbi.g_01021	Praq.g_01560
OG0000769	Prbi.g_01022	Praq.g_01561
OG0000770	Prbi.g_01023	Praq.g_01562
OG0000771	Prbi.g_01024	Praq.g_01563
OG0000772	Prbi.g_01025	Praq.g_01564
OG0000773	Prbi.g_01026	Praq.g_01565
OG0000774	Prbi.g_01027	Praq.g_01566
OG0000775	Prbi.g_01028	Praq.g_01567
OG0000776	Prbi.g_01030	Praq.g_01568
OG0000777	Prbi.g_01032	Praq.g_01570
OG0000778	Prbi.g_01033	Praq.g_01571
OG0000779	Prbi.g_01034	Praq.g_01572
OG0000780	Prbi.g_01036	Praq.g_01574
OG0000781	Prbi.g_01038	Praq.g_01576
OG0000782	Prbi.g_01039	Praq.g_01577
OG0000783	Prbi.g_01055	Praq.g_01588
OG0000784	Prbi.g_01057	Praq.g_01590
OG0000785	Prbi.g_01058	Praq.g_01591
OG0000786	Prbi.g_01059	Praq.g_01592
OG0000787	Prbi.g_01060	Praq.g_01593
OG0000788	Prbi.g_01064	Praq.g_01597
OG0000789	Prbi.g_01066	Praq.g_01599
OG0000790	Prbi.g_01067	Praq.g_01600
OG0000791	Prbi.g_01068	Praq.g_01601
OG0000792	Prbi.g_01069	Praq.g_01602
OG0000793	Prbi.g_01070	Praq.g_01603
OG0000794	Prbi.g_01072	Praq.g_01605
OG0000795	Prbi.g_01075	Praq.g_01608
OG0000796	Prbi.g_01076	Praq.g_01609
OG0000797	Prbi.g_01078	Praq.g_01611
OG0000798	Prbi.g_01079	Praq.g_01612
OG0000799	Prbi.g_01080	Praq.g_01613
OG0000800	Prbi.g_01081	Praq.g_01614
OG0000801	Prbi.g_01084	Praq.g_01617
OG0000802	Prbi.g_01085	Praq.g_01618
OG0000803	Prbi.g_01087	Praq.g_01620
OG0000804	Prbi.g_01088	Praq.g_01621
OG0000805	Prbi.g_01089	Praq.g_01622
OG0000806	Prbi.g_01091	Praq.g_01624
OG0000807	Prbi.g_01117	Praq.g_01649
OG0000808	Prbi.g_01127	Praq.g_01658
OG0000809	Prbi.g_01130	Praq.g_01661
OG0000810	Prbi.g_01131	Praq.g_01662
OG0000811	Prbi.g_01138	Praq.g_01669
OG0000812	Prbi.g_01142	Praq.g_01273
OG0000813	Prbi.g_01146	Praq.g_01276
OG0000814	Prbi.g_01148	Praq.g_01278
OG0000815	Prbi.g_01161	Praq.g_01287
OG0000816	Prbi.g_01175	Praq.g_01301
OG0000817	Prbi.g_01176	Praq.g_01302
OG0000818	Prbi.g_01181	Praq.g_01307
OG0000819	Prbi.g_01188	Praq.g_01314
OG0000820	Prbi.g_01192	Praq.g_01318
OG0000821	Prbi.g_01194	Praq.g_01320
OG0000822	Prbi.g_01195	Praq.g_01321
OG0000823	Prbi.g_01196	Praq.g_01322
OG0000824	Prbi.g_01197	Praq.g_01323
OG0000825	Prbi.g_01198	Praq.g_01324
OG0000826	Prbi.g_01199	Praq.g_01325
OG0000827	Prbi.g_01200	Praq.g_01326
OG0000828	Prbi.g_01201	Praq.g_01327
OG0000829	Prbi.g_01202	Praq.g_01328
OG0000830	Prbi.g_01203	Praq.g_01329
OG0000831	Prbi.g_01206	Praq.g_01332
OG0000832	Prbi.g_01208	Praq.g_01334
OG0000833	Prbi.g_01209	Praq.g_01335
OG0000834	Prbi.g_01210	Praq.g_01336
OG0000835	Prbi.g_01211	Praq.g_01337
OG0000836	Prbi.g_01212	Praq.g_01338
OG0000837	Prbi.g_01214	Praq.g_01340
OG0000838	Prbi.g_01215	Praq.g_01341
OG0000839	Prbi.g_01216	Praq.g_01342
OG0000840	Prbi.g_01217	Praq.g_01343
OG0000841	Prbi.g_01218	Praq.g_01344
OG0000842	Prbi.g_01219	Praq.g_01345
OG0000843	Prbi.g_01220	Praq.g_01346
OG0000844	Prbi.g_01221	Praq.g_01347
OG0000845	Prbi.g_01222	Praq.g_01348
OG0000846	Prbi.g_01225	Praq.g_01351
OG0000847	Prbi.g_01227	Praq.g_01353
OG0000848	Prbi.g_01228	Praq.g_01354
OG0000849	Prbi.g_01229	Praq.g_01355
OG0000850	Prbi.g_01230	Praq.g_01356
OG0000851	Prbi.g_01231	Praq.g_01357
OG0000852	Prbi.g_01233	Praq.g_01359
OG0000853	Prbi.g_01234	Praq.g_01360
OG0000854	Prbi.g_01236	Praq.g_01362
OG0000855	Prbi.g_01237	Praq.g_01363
OG0000856	Prbi.g_01238	Praq.g_01364
OG0000857	Prbi.g_01239	Praq.g_01365
OG0000858	Prbi.g_01240	Praq.g_01366
OG0000859	Prbi.g_01241	Praq.g_01367
OG0000860	Prbi.g_01242	Praq.g_01368
OG0000861	Prbi.g_01243	Praq.g_01369
OG0000862	Prbi.g_01244	Praq.g_01370
OG0000863	Prbi.g_01245	Praq.g_01371
OG0000864	Prbi.g_01246	Praq.g_01372
OG0000865	Prbi.g_01247	Praq.g_01373
OG0000866	Prbi.g_01248	Praq.g_01374
OG0000867	Prbi.g_01249	Praq.g_01375
OG0000868	Prbi.g_01250	Praq.g_01376
OG0000869	Prbi.g_01252	Praq.g_01378
OG0000870	Prbi.g_01253	Praq.g_01379
OG0000871	Prbi.g_01255	Praq.g_01381
OG0000872	Prbi.g_01256	Praq.g_01382
OG0000873	Prbi.g_01258	Praq.g_01384
OG0000874	Prbi.g_01259	Praq.g_01385
OG0000875	Prbi.g_01260	Praq.g_01386
OG0000876	Prbi.g_01261	Praq.g_01387
OG0000877	Prbi.g_01263	Praq.g_01389
OG0000878	Prbi.g_01363	Praq.g_00112
OG0000879	Prbi.g_01380	Praq.g_00122
OG0000880	Prbi.g_01381	Praq.g_00123
OG0000881	Prbi.g_01382	Praq.g_00124
OG0000882	Prbi.g_01383	Praq.g_00125
OG0000883	Prbi.g_01384	Praq.g_00126
OG0000884	Prbi.g_01386	Praq.g_00128
OG0000885	Prbi.g_01387	Praq.g_00129
OG0000886	Prbi.g_01388	Praq.g_00130
OG0000887	Prbi.g_01389	Praq.g_00131
OG0000888	Prbi.g_01390	Praq.g_00132
OG0000889	Prbi.g_01393	Praq.g_00135
OG0000890	Prbi.g_01394	Praq.g_00136
OG0000891	Prbi.g_01395	Praq.g_00137
OG0000892	Prbi.g_01397	Praq.g_00139
OG0000893	Prbi.g_01398	Praq.g_00140
OG0000894	Prbi.g_01399	Praq.g_00141
OG0000895	Prbi.g_01400	Praq.g_00142
OG0000896	Prbi.g_01401	Praq.g_00143
OG0000897	Prbi.g_01402	Praq.g_00144
OG0000898	Prbi.g_01404	Praq.g_00146
OG0000899	Prbi.g_01405	Praq.g_00147
OG0000900	Prbi.g_01421	Praq.g_00157
OG0000901	Prbi.g_01425	Praq.g_00161
OG0000902	Prbi.g_01426	Praq.g_00162
OG0000903	Prbi.g_01427	Praq.g_00163
OG0000904	Prbi.g_01429	Praq.g_00165
OG0000905	Prbi.g_01431	Praq.g_00167
OG0000906	Prbi.g_01433	Praq.g_00169
OG0000907	Prbi.g_01434	Praq.g_00170
OG0000908	Prbi.g_01437	Praq.g_00173
OG0000909	Prbi.g_01441	Praq.g_00179
OG0000910	Prbi.g_01442	Praq.g_00180
OG0000911	Prbi.g_01443	Praq.g_00181
OG0000912	Prbi.g_01444	Praq.g_00182
OG0000913	Prbi.g_01445	Praq.g_00183
OG0000914	Prbi.g_01446	Praq.g_00184
OG0000915	Prbi.g_01447	Praq.g_00185
OG0000916	Prbi.g_01448	Praq.g_00186
OG0000917	Prbi.g_01449	Praq.g_00187
OG0000918	Prbi.g_01450	Praq.g_00188
OG0000919	Prbi.g_01451	Praq.g_00189
OG0000920	Prbi.g_01452	Praq.g_00190
OG0000921	Prbi.g_01453	Praq.g_00191
OG0000922	Prbi.g_01454	Praq.g_00192
OG0000923	Prbi.g_01455	Praq.g_00193
OG0000924	Prbi.g_01456	Praq.g_00194
OG0000925	Prbi.g_01457	Praq.g_00195
OG0000926	Prbi.g_01489	Praq.g_00258
OG0000927	Prbi.g_01571	Praq.g_00276
OG0000928	Prbi.g_01572	Praq.g_00277
OG0000929	Prbi.g_01573	Praq.g_00278
OG0000930	Prbi.g_01574	Praq.g_00279
OG0000931	Prbi.g_01575	Praq.g_00280
OG0000932	Prbi.g_01577	Praq.g_00282
OG0000933	Prbi.g_01578	Praq.g_00283
OG0000934	Prbi.g_01579	Praq.g_00284
OG0000935	Prbi.g_01580	Praq.g_00285
OG0000936	Prbi.g_01581	Praq.g_00286
OG0000937	Prbi.g_01582	Praq.g_00287
OG0000938	Prbi.g_01583	Praq.g_00288
OG0000939	Prbi.g_01584	Praq.g_00289
OG0000940	Prbi.g_01585	Praq.g_00290
OG0000941	Prbi.g_01587	Praq.g_00292
OG0000942	Prbi.g_01588	Praq.g_00293
OG0000943	Prbi.g_01593	Praq.g_00296
OG0000944	Prbi.g_01594	Praq.g_00297
OG0000945	Prbi.g_01595	Praq.g_00298
OG0000946	Prbi.g_01596	Praq.g_00299
OG0000947	Prbi.g_01597	Praq.g_00300
OG0000948	Prbi.g_01598	Praq.g_00301
OG0000949	Prbi.g_01599	Praq.g_00302
OG0000950	Prbi.g_01600	Praq.g_00303
OG0000951	Prbi.g_01601	Praq.g_00304
OG0000952	Prbi.g_01602	Praq.g_00305
OG0000953	Prbi.g_01603	Praq.g_00306
OG0000954	Prbi.g_01604	Praq.g_00307
OG0000955	Prbi.g_01605	Praq.g_00308
OG0000956	Prbi.g_01606	Praq.g_00309
OG0000957	Prbi.g_01607	Praq.g_00310
OG0000958	Prbi.g_01608	Praq.g_00311
OG0000959	Prbi.g_01609	Praq.g_00312
OG0000960	Prbi.g_01610	Praq.g_00313
OG0000961	Prbi.g_01613	Praq.g_00317
OG0000962	Prbi.g_01614	Praq.g_00318
OG0000963	Prbi.g_01615	Praq.g_00319
OG0000964	Prbi.g_01617	Praq.g_00321
OG0000965	Prbi.g_01618	Praq.g_00322
OG0000966	Prbi.g_01619	Praq.g_00323
OG0000967	Prbi.g_01620	Praq.g_00324
OG0000968	Prbi.g_01621	Praq.g_00325
OG0000969	Prbi.g_01622	Praq.g_00326
OG0000970	Prbi.g_01623	Praq.g_00327
OG0000971	Prbi.g_01624	Praq.g_00328
OG0000972	Prbi.g_01625	Praq.g_00329
OG0000973	Prbi.g_01626	Praq.g_00330
OG0000974	Prbi.g_01628	Praq.g_00332
OG0000975	Prbi.g_01631	Praq.g_00335
OG0000976	Prbi.g_01633	Praq.g_00337
OG0000977	Prbi.g_01634	Praq.g_00338
OG0000978	Prbi.g_01635	Praq.g_00339
OG0000979	Prbi.g_01637	Praq.g_00341
OG0000980	Prbi.g_01638	Praq.g_00342
OG0000981	Prbi.g_01639	Praq.g_00343
OG0000982	Prbi.g_01640	Praq.g_00344
OG0000983	Prbi.g_01642	Praq.g_00346
OG0000984	Prbi.g_01643	Praq.g_00347
OG0000985	Prbi.g_01644	Praq.g_00348
OG0000986	Prbi.g_01645	Praq.g_00349
OG0000987	Prbi.g_01646	Praq.g_00350
OG0000988	Prbi.g_01647	Praq.g_00351
OG0000989	Prbi.g_01648	Praq.g_00352
OG0000990	Prbi.g_01649	Praq.g_00353
OG0000991	Prbi.g_01650	Praq.g_00354
OG0000992	Prbi.g_01651	Praq.g_00355
OG0000993	Prbi.g_01652	Praq.g_00356
OG0000994	Prbi.g_01653	Praq.g_00357
OG0000995	Prbi.g_01654	Praq.g_00358
OG0000996	Prbi.g_01655	Praq.g_00359
OG0000997	Prbi.g_01656	Praq.g_00360
OG0000998	Prbi.g_01657	Praq.g_00361
OG0000999	Prbi.g_01658	Praq.g_00362
OG0001000	Prbi.g_01659	Praq.g_00363
OG0001001	Prbi.g_01661	Praq.g_00365
OG0001002	Prbi.g_01662	Praq.g_00366
OG0001003	Prbi.g_01663	Praq.g_00367
OG0001004	Prbi.g_01664	Praq.g_00368
OG0001005	Prbi.g_01665	Praq.g_00369
OG0001006	Prbi.g_01666	Praq.g_00370
OG0001007	Prbi.g_01667	Praq.g_00371
OG0001008	Prbi.g_01669	Praq.g_00373
OG0001009	Prbi.g_01670	Praq.g_00374
OG0001010	Prbi.g_01678	Praq.g_00382
OG0001011	Prbi.g_01685	Praq.g_00001
OG0001012	Prbi.g_01711	Praq.g_00030
OG0001013	Prbi.g_01781	Praq.g_01953
OG0001014	Prbi.g_01782	Praq.g_01952
OG0001015	Prbi.g_01788	Praq.g_00496
OG0001016	Prbi.g_01789	Praq.g_00495
OG0001017	Prbi.g_01790	Praq.g_00494
OG0001018	Prbi.g_01791	Praq.g_00493
OG0001019	Prbi.g_01793	Praq.g_00491
OG0001020	Prbi.g_01794	Praq.g_00490
OG0001021	Prbi.g_01795	Praq.g_00489
OG0001022	Prbi.g_01796	Praq.g_00488
OG0001023	Prbi.g_01797	Praq.g_00487
OG0001024	Prbi.g_01798	Praq.g_00486
OG0001025	Prbi.g_01799	Praq.g_00485
OG0001026	Prbi.g_01801	Praq.g_00483
OG0001027	Prbi.g_01802	Praq.g_00482
OG0001028	Prbi.g_01803	Praq.g_00481
OG0001029	Prbi.g_01804	Praq.g_00480
OG0001030	Prbi.g_01805	Praq.g_00479
OG0001031	Prbi.g_01806	Praq.g_00478
OG0001032	Prbi.g_01807	Praq.g_00477
OG0001033	Prbi.g_01808	Praq.g_00476
OG0001034	Prbi.g_01809	Praq.g_00475
OG0001035	Prbi.g_01811	Praq.g_00473
OG0001036	Prbi.g_01812	Praq.g_00472
OG0001037	Prbi.g_01813	Praq.g_00471
OG0001038	Prbi.g_01814	Praq.g_00470
OG0001039	Prbi.g_01815	Praq.g_00469
OG0001040	Prbi.g_01816	Praq.g_00468
OG0001041	Prbi.g_01817	Praq.g_00467
OG0001042	Prbi.g_01818	Praq.g_00466
OG0001043	Prbi.g_01819	Praq.g_00465
OG0001044	Prbi.g_01820	Praq.g_00464
OG0001045	Prbi.g_01821	Praq.g_00463
OG0001046	Prbi.g_01822	Praq.g_00462
OG0001047	Prbi.g_01825	Praq.g_00459
OG0001048	Prbi.g_01827	Praq.g_00457
OG0001049	Prbi.g_01828	Praq.g_00456
OG0001050	Prbi.g_01829	Praq.g_00455
OG0001051	Prbi.g_01830	Praq.g_00454
OG0001052	Prbi.g_01831	Praq.g_00453
OG0001053	Prbi.g_01832	Praq.g_00452
OG0001054	Prbi.g_01834	Praq.g_00450
OG0001055	Prbi.g_01835	Praq.g_00449
OG0001056	Prbi.g_01836	Praq.g_00448
OG0001057	Prbi.g_01837	Praq.g_00447
OG0001058	Prbi.g_01838	Praq.g_00446
OG0001059	Prbi.g_01839	Praq.g_00445
OG0001060	Prbi.g_01840	Praq.g_00444
OG0001061	Prbi.g_01841	Praq.g_00443
OG0001062	Prbi.g_01842	Praq.g_00442
OG0001063	Prbi.g_01843	Praq.g_00441
OG0001064	Prbi.g_01845	Praq.g_00956
OG0001065	Prbi.g_01848	Praq.g_00951
OG0001066	Prbi.g_01849	Praq.g_00950
OG0001067	Prbi.g_01850	Praq.g_00949
OG0001068	Prbi.g_01852	Praq.g_00947
OG0001069	Prbi.g_01853	Praq.g_00946
OG0001070	Prbi.g_01854	Praq.g_00945
OG0001071	Prbi.g_01855	Praq.g_00944
OG0001072	Prbi.g_01856	Praq.g_00943
OG0001073	Prbi.g_01857	Praq.g_00942
OG0001074	Prbi.g_01858	Praq.g_00941
OG0001075	Prbi.g_01859	Praq.g_00940
OG0001076	Prbi.g_01860	Praq.g_00939
OG0001077	Prbi.g_01861	Praq.g_00938
OG0001078	Prbi.g_01863	Praq.g_00937
OG0001079	Prbi.g_01864	Praq.g_00936
OG0001080	Prbi.g_01865	Praq.g_00935
OG0001081	Prbi.g_01868	Praq.g_00932
OG0001082	Prbi.g_01869	Praq.g_00931
OG0001083	Prbi.g_01870	Praq.g_00930
OG0001084	Prbi.g_01872	Praq.g_00928
OG0001085	Prbi.g_01873	Praq.g_00927
OG0001086	Prbi.g_01874	Praq.g_00926
OG0001087	Prbi.g_01875	Praq.g_00925
OG0001088	Prbi.g_01876	Praq.g_00924
OG0001089	Prbi.g_01896	Praq.g_00921
OG0001090	Prbi.g_01898	Praq.g_00919
OG0001091	Prbi.g_01899	Praq.g_00918
OG0001092	Prbi.g_01900	Praq.g_00917
OG0001093	Prbi.g_01901	Praq.g_00916
OG0001094	Prbi.g_01902	Praq.g_00915
OG0001095	Prbi.g_01903	Praq.g_00914
OG0001096	Prbi.g_01904	Praq.g_00913
OG0001097	Prbi.g_01905	Praq.g_00912
OG0001098	Prbi.g_01906	Praq.g_00911
OG0001099	Prbi.g_01907	Praq.g_00910
OG0001100	Prbi.g_01908	Praq.g_00909
OG0001101	Prbi.g_01909	Praq.g_00908
OG0001102	Prbi.g_01910	Praq.g_00907
OG0001103	Prbi.g_01911	Praq.g_00906
OG0001104	Prbi.g_01912	Praq.g_00905
OG0001105	Prbi.g_01913	Praq.g_00904
OG0001106	Prbi.g_01914	Praq.g_00903
OG0001107	Prbi.g_01915	Praq.g_00902
OG0001108	Prbi.g_01916	Praq.g_00901
