Orthogroup	Prbb	Prbd
OG0000528	Prbb.g_00575	Prbd.g_00671
OG0000529	Prbb.g_00576	Prbd.g_00670
OG0000530	Prbb.g_00577	Prbd.g_00669
OG0000531	Prbb.g_00578	Prbd.g_00668
OG0000532	Prbb.g_00579	Prbd.g_00667
OG0000533	Prbb.g_00580	Prbd.g_00665
OG0000534	Prbb.g_00581	Prbd.g_00664
OG0000535	Prbb.g_00582	Prbd.g_00663
OG0000536	Prbb.g_00583	Prbd.g_00662
OG0000537	Prbb.g_00584	Prbd.g_00661
OG0000538	Prbb.g_00585	Prbd.g_00660
OG0000539	Prbb.g_00587	Prbd.g_00657
OG0000540	Prbb.g_00588	Prbd.g_00656
OG0000541	Prbb.g_00589	Prbd.g_00655
OG0000542	Prbb.g_00591	Prbd.g_00653
OG0000543	Prbb.g_00592	Prbd.g_00652
OG0000544	Prbb.g_00594	Prbd.g_00651
OG0000545	Prbb.g_00593	Prbd.g_00650
OG0000546	Prbb.g_00595	Prbd.g_00649
OG0000547	Prbb.g_00596	Prbd.g_00648
OG0000548	Prbb.g_00597	Prbd.g_00647
OG0000549	Prbb.g_00599	Prbd.g_00645
OG0000550	Prbb.g_00600	Prbd.g_00644
OG0000551	Prbb.g_00601	Prbd.g_00643
OG0000552	Prbb.g_00602	Prbd.g_00642
OG0000553	Prbb.g_00603	Prbd.g_00641
OG0000554	Prbb.g_00604	Prbd.g_00640
OG0000555	Prbb.g_00606	Prbd.g_00639
OG0000556	Prbb.g_00607	Prbd.g_00638
OG0000557	Prbb.g_00608	Prbd.g_00637
OG0000558	Prbb.g_00609	Prbd.g_00636
OG0000559	Prbb.g_00610	Prbd.g_00635
OG0000560	Prbb.g_00611	Prbd.g_00634
OG0000561	Prbb.g_00612	Prbd.g_00633
OG0000562	Prbb.g_00613	Prbd.g_00632
OG0000563	Prbb.g_00614	Prbd.g_00631
OG0000564	Prbb.g_00615	Prbd.g_00630
OG0000565	Prbb.g_00616	Prbd.g_00629
OG0000566	Prbb.g_00617	Prbd.g_00628
OG0000567	Prbb.g_00618	Prbd.g_00627
OG0000568	Prbb.g_00619	Prbd.g_00626
OG0000569	Prbb.g_00622	Prbd.g_00623
OG0000570	Prbb.g_00623	Prbd.g_00622
OG0000571	Prbb.g_00624	Prbd.g_00620
OG0000572	Prbb.g_00626	Prbd.g_00619
OG0000573	Prbb.g_00627	Prbd.g_00618
OG0000574	Prbb.g_00628	Prbd.g_00617
OG0000575	Prbb.g_00629	Prbd.g_00616
OG0000576	Prbb.g_00630	Prbd.g_00615
OG0000577	Prbb.g_00631	Prbd.g_00614
OG0000578	Prbb.g_00632	Prbd.g_00613
OG0000579	Prbb.g_00633	Prbd.g_00612
OG0000580	Prbb.g_00634	Prbd.g_00611
OG0000581	Prbb.g_00635	Prbd.g_00610
OG0000582	Prbb.g_00636	Prbd.g_00609
OG0000583	Prbb.g_00637	Prbd.g_00608
OG0000584	Prbb.g_00639	Prbd.g_00606
OG0000585	Prbb.g_00640	Prbd.g_00605
OG0000586	Prbb.g_00641	Prbd.g_00604
OG0000587	Prbb.g_00642	Prbd.g_00603
OG0000588	Prbb.g_00643	Prbd.g_00602
OG0000589	Prbb.g_00644	Prbd.g_00601
OG0000590	Prbb.g_00645	Prbd.g_00600
OG0000591	Prbb.g_00646	Prbd.g_00599
OG0000592	Prbb.g_00647	Prbd.g_00598
OG0000593	Prbb.g_00648	Prbd.g_00597
OG0000594	Prbb.g_00649	Prbd.g_00596
OG0000595	Prbb.g_00650	Prbd.g_00595
OG0000596	Prbb.g_00651	Prbd.g_00594
OG0000597	Prbb.g_00655	Prbd.g_00590
OG0000598	Prbb.g_00656	Prbd.g_00589
OG0000599	Prbb.g_00657	Prbd.g_00588
OG0000600	Prbb.g_00658	Prbd.g_00587
OG0000601	Prbb.g_00659	Prbd.g_00586
OG0000602	Prbb.g_00660	Prbd.g_00585
OG0000603	Prbb.g_00661	Prbd.g_00584
OG0000604	Prbb.g_00662	Prbd.g_00583
OG0000605	Prbb.g_00664	Prbd.g_00582
OG0000606	Prbb.g_00665	Prbd.g_00581
OG0000607	Prbb.g_00667	Prbd.g_00580
OG0000608	Prbb.g_00668	Prbd.g_00579
OG0000609	Prbb.g_00670	Prbd.g_00577
OG0000610	Prbb.g_00671	Prbd.g_00576
OG0000611	Prbb.g_00674	Prbd.g_00574
OG0000612	Prbb.g_00675	Prbd.g_00573
OG0000613	Prbb.g_00677	Prbd.g_00571
OG0000614	Prbb.g_00684	Prbd.g_00565
OG0000615	Prbb.g_00685	Prbd.g_00564
OG0000616	Prbb.g_00686	Prbd.g_00563
OG0000617	Prbb.g_00689	Prbd.g_00561
OG0000618	Prbb.g_00690	Prbd.g_00560
OG0000619	Prbb.g_00691	Prbd.g_00559
OG0000620	Prbb.g_00693	Prbd.g_00557
OG0000621	Prbb.g_00694	Prbd.g_00556
OG0000622	Prbb.g_00695	Prbd.g_00555
OG0000623	Prbb.g_00696	Prbd.g_00554
OG0000624	Prbb.g_00700	Prbd.g_00552
OG0000625	Prbb.g_00701	Prbd.g_00551
OG0000626	Prbb.g_00702	Prbd.g_00550
OG0000627	Prbb.g_01450	Prbd.g_00549
OG0000628	Prbb.g_00703	Prbd.g_00548
OG0000629	Prbb.g_00705	Prbd.g_00547
OG0000630	Prbb.g_00707	Prbd.g_00545
OG0000631	Prbb.g_00708	Prbd.g_00544
OG0000632	Prbb.g_02176	Prbd.g_00540
OG0000633	Prbb.g_01260	Prbd.g_00539
OG0000634	Prbb.g_00714	Prbd.g_00008
OG0000635	Prbb.g_00716	Prbd.g_00010
OG0000636	Prbb.g_00717	Prbd.g_00011
OG0000637	Prbb.g_00719	Prbd.g_00013
OG0000638	Prbb.g_00720	Prbd.g_00014
OG0000639	Prbb.g_00721	Prbd.g_00015
OG0000640	Prbb.g_00722	Prbd.g_00016
OG0000641	Prbb.g_00723	Prbd.g_00017
OG0000642	Prbb.g_00724	Prbd.g_00018
OG0000643	Prbb.g_00725	Prbd.g_00019
OG0000644	Prbb.g_00727	Prbd.g_00021
OG0000645	Prbb.g_00729	Prbd.g_00022
OG0000646	Prbb.g_00730	Prbd.g_00023
OG0000647	Prbb.g_00731	Prbd.g_00024
OG0000648	Prbb.g_00733	Prbd.g_00025
OG0000649	Prbb.g_00734	Prbd.g_00026
OG0000650	Prbb.g_00735	Prbd.g_00027
OG0000651	Prbb.g_00736	Prbd.g_00028
OG0000652	Prbb.g_00738	Prbd.g_00030
OG0000653	Prbb.g_00086	Prbd.g_00047
OG0000654	Prbb.g_00108	Prbd.g_00049
OG0000655	Prbb.g_01452	Prbd.g_00058, Prbd.g_01923
OG0000656	Prbb.g_01099	Prbd.g_00062
OG0000657	Prbb.g_00983	Prbd.g_00066
OG0000658	Prbb.g_00982	Prbd.g_00067
OG0000659	Prbb.g_00981	Prbd.g_00068
OG0000660	Prbb.g_00389	Prbd.g_00080
OG0000661	Prbb.g_00958	Prbd.g_00089
OG0000662	Prbb.g_00960	Prbd.g_00091
OG0000663	Prbb.g_00962	Prbd.g_00093
OG0000664	Prbb.g_00963	Prbd.g_00094
OG0000665	Prbb.g_00964	Prbd.g_00095
OG0000666	Prbb.g_00777	Prbd.g_00096
OG0000667	Prbb.g_00778	Prbd.g_00097
OG0000668	Prbb.g_00779	Prbd.g_00098
OG0000669	Prbb.g_00780	Prbd.g_00099
OG0000670	Prbb.g_00782	Prbd.g_00101
OG0000671	Prbb.g_00783	Prbd.g_00102
OG0000672	Prbb.g_00784	Prbd.g_00103
OG0000673	Prbb.g_00785	Prbd.g_00104
OG0000674	Prbb.g_00786	Prbd.g_00105
OG0000675	Prbb.g_00787	Prbd.g_00106
OG0000676	Prbb.g_00789	Prbd.g_00108
OG0000677	Prbb.g_00791	Prbd.g_00110
OG0000678	Prbb.g_00792	Prbd.g_00111
OG0000679	Prbb.g_00793	Prbd.g_00112
OG0000680	Prbb.g_00794	Prbd.g_00113
OG0000681	Prbb.g_00795	Prbd.g_00114
OG0000682	Prbb.g_00796	Prbd.g_00115
OG0000683	Prbb.g_00798	Prbd.g_00116
OG0000684	Prbb.g_00800	Prbd.g_00117
OG0000685	Prbb.g_00801	Prbd.g_00118
OG0000686	Prbb.g_00802	Prbd.g_00119
OG0000687	Prbb.g_00803	Prbd.g_00120
OG0000688	Prbb.g_00804	Prbd.g_00121
OG0000689	Prbb.g_00805	Prbd.g_00122
OG0000690	Prbb.g_00806	Prbd.g_00123
OG0000691	Prbb.g_00808	Prbd.g_00125
OG0000692	Prbb.g_00809	Prbd.g_00126
OG0000693	Prbb.g_00810	Prbd.g_00127
OG0000694	Prbb.g_00811	Prbd.g_00128
OG0000695	Prbb.g_00812	Prbd.g_00129
OG0000696	Prbb.g_00813	Prbd.g_00130
OG0000697	Prbb.g_00814	Prbd.g_00132
OG0000698	Prbb.g_00815	Prbd.g_00133
OG0000699	Prbb.g_00818	Prbd.g_00137
OG0000700	Prbb.g_00819	Prbd.g_00138
OG0000701	Prbb.g_00821	Prbd.g_00139
OG0000702	Prbb.g_00822	Prbd.g_00140
OG0000703	Prbb.g_00823	Prbd.g_00141
OG0000704	Prbb.g_00824	Prbd.g_00142
OG0000705	Prbb.g_00827	Prbd.g_00144
OG0000706	Prbb.g_00828	Prbd.g_00145
OG0000707	Prbb.g_00829	Prbd.g_00146
OG0000708	Prbb.g_00830	Prbd.g_00147
OG0000709	Prbb.g_00831	Prbd.g_00148
OG0000710	Prbb.g_00832	Prbd.g_00149
OG0000711	Prbb.g_00833	Prbd.g_00150
OG0000712	Prbb.g_00834	Prbd.g_00151
OG0000713	Prbb.g_00835	Prbd.g_00152
OG0000714	Prbb.g_00837	Prbd.g_00154
OG0000715	Prbb.g_00838	Prbd.g_00155
OG0000716	Prbb.g_00839	Prbd.g_00156
OG0000717	Prbb.g_00840	Prbd.g_00157
OG0000718	Prbb.g_00841	Prbd.g_00158
OG0000719	Prbb.g_00843	Prbd.g_00160
OG0000720	Prbb.g_00847	Prbd.g_00162
OG0000721	Prbb.g_00848	Prbd.g_00163
OG0000722	Prbb.g_00914	Prbd.g_00190
OG0000723	Prbb.g_00917	Prbd.g_00194
OG0000724	Prbb.g_00922	Prbd.g_00197
OG0000725	Prbb.g_00924	Prbd.g_00198
OG0000726	Prbb.g_00925	Prbd.g_00199
OG0000727	Prbb.g_00926	Prbd.g_00200
OG0000728	Prbb.g_00927	Prbd.g_00201
OG0000729	Prbb.g_00929	Prbd.g_00203
OG0000730	Prbb.g_00930	Prbd.g_00204
OG0000731	Prbb.g_00932	Prbd.g_00206
OG0000732	Prbb.g_00933	Prbd.g_00207
OG0000733	Prbb.g_00934	Prbd.g_00208
OG0000734	Prbb.g_00935	Prbd.g_00209
OG0000735	Prbb.g_00936	Prbd.g_00210
OG0000736	Prbb.g_00938	Prbd.g_00212
OG0000737	Prbb.g_00939	Prbd.g_00213
OG0000738	Prbb.g_00942	Prbd.g_00215
OG0000739	Prbb.g_00943	Prbd.g_00216
OG0000740	Prbb.g_00944	Prbd.g_00217
OG0000741	Prbb.g_00946	Prbd.g_00219
OG0000742	Prbb.g_00947	Prbd.g_00220
OG0000743	Prbb.g_00951	Prbd.g_00223
OG0000744	Prbb.g_00952	Prbd.g_00224
OG0000745	Prbb.g_00762	Prbd.g_00226
OG0000746	Prbb.g_00763	Prbd.g_00227
OG0000747	Prbb.g_00764	Prbd.g_00228
OG0000748	Prbb.g_00765	Prbd.g_00229
OG0000749	Prbb.g_00766	Prbd.g_00230
OG0000750	Prbb.g_00767	Prbd.g_00231
OG0000751	Prbb.g_00769	Prbd.g_00233
OG0000752	Prbb.g_00770	Prbd.g_00234
OG0000753	Prbb.g_00771	Prbd.g_00235
OG0000754	Prbb.g_00772	Prbd.g_00236
OG0000755	Prbb.g_00774	Prbd.g_00238
OG0000756	Prbb.g_00775	Prbd.g_00239
OG0000757	Prbb.g_00776	Prbd.g_00240
OG0000758	Prbb.g_00965	Prbd.g_00241
OG0000759	Prbb.g_00966	Prbd.g_00242
OG0000760	Prbb.g_00967	Prbd.g_00243
OG0000761	Prbb.g_00968	Prbd.g_00244
OG0000762	Prbb.g_00970	Prbd.g_00246
OG0000763	Prbb.g_00971	Prbd.g_00247
OG0000764	Prbb.g_00972	Prbd.g_00248
OG0000765	Prbb.g_00973	Prbd.g_00249
OG0000766	Prbb.g_00974	Prbd.g_00250
OG0000767	Prbb.g_00975	Prbd.g_00251
OG0000768	Prbb.g_00976	Prbd.g_00252
OG0000769	Prbb.g_00977	Prbd.g_00253
OG0000770	Prbb.g_00978	Prbd.g_00254
OG0000771	Prbb.g_00979	Prbd.g_00255
OG0000772	Prbb.g_00893	Prbd.g_00256
OG0000773	Prbb.g_00984	Prbd.g_00258
OG0000774	Prbb.g_00985	Prbd.g_00259
OG0000775	Prbb.g_00986	Prbd.g_00260
OG0000776	Prbb.g_00988	Prbd.g_00261
OG0000777	Prbb.g_00989	Prbd.g_00262
OG0000778	Prbb.g_00990	Prbd.g_00263
OG0000779	Prbb.g_00992	Prbd.g_00265
OG0000780	Prbb.g_00993	Prbd.g_00266
OG0000781	Prbb.g_00994	Prbd.g_00267
OG0000782	Prbb.g_00996	Prbd.g_00269
OG0000783	Prbb.g_00997	Prbd.g_00270
OG0000784	Prbb.g_00998	Prbd.g_00271
OG0000785	Prbb.g_00999	Prbd.g_00272
OG0000786	Prbb.g_01000	Prbd.g_00273
OG0000787	Prbb.g_01002	Prbd.g_00275
OG0000788	Prbb.g_01003	Prbd.g_00276
OG0000789	Prbb.g_01004	Prbd.g_00277
OG0000790	Prbb.g_01005	Prbd.g_00278
OG0000791	Prbb.g_01006	Prbd.g_00279
OG0000792	Prbb.g_00101	Prbd.g_00280
OG0000793	Prbb.g_01007	Prbd.g_00281
OG0000794	Prbb.g_01008	Prbd.g_00282
OG0000795	Prbb.g_01009	Prbd.g_00283
OG0000796	Prbb.g_01010	Prbd.g_00285
OG0000797	Prbb.g_01012	Prbd.g_00287
OG0000798	Prbb.g_01013	Prbd.g_00288
OG0000799	Prbb.g_01014	Prbd.g_00289
OG0000800	Prbb.g_01015	Prbd.g_00290
OG0000801	Prbb.g_01016	Prbd.g_00291
OG0000802	Prbb.g_01017	Prbd.g_00293
OG0000803	Prbb.g_01018	Prbd.g_00294
OG0000804	Prbb.g_01036	Prbd.g_00309
OG0000805	Prbb.g_01037	Prbd.g_00311
OG0000806	Prbb.g_01038	Prbd.g_00312
OG0000807	Prbb.g_01039	Prbd.g_00313
OG0000808	Prbb.g_01040	Prbd.g_00314
OG0000809	Prbb.g_01045	Prbd.g_00318
OG0000810	Prbb.g_01047	Prbd.g_00319
OG0000811	Prbb.g_01048	Prbd.g_00320
OG0000812	Prbb.g_00892	Prbd.g_00321
OG0000813	Prbb.g_01049	Prbd.g_00322
OG0000814	Prbb.g_01050	Prbd.g_00323
OG0000815	Prbb.g_01051	Prbd.g_00324
OG0000816	Prbb.g_01054	Prbd.g_00326
OG0000817	Prbb.g_01058	Prbd.g_00329
OG0000818	Prbb.g_01059	Prbd.g_00330
OG0000819	Prbb.g_01062	Prbd.g_00332
OG0000820	Prbb.g_01063	Prbd.g_00333
OG0000821	Prbb.g_01064	Prbd.g_00334
OG0000822	Prbb.g_01065	Prbd.g_00335
OG0000823	Prbb.g_01068	Prbd.g_00338
OG0000824	Prbb.g_01069	Prbd.g_00339
OG0000825	Prbb.g_00891	Prbd.g_00341
OG0000826	Prbb.g_00890	Prbd.g_00342
OG0000827	Prbb.g_00889	Prbd.g_00343
OG0000828	Prbb.g_00887	Prbd.g_00345
OG0000829	Prbb.g_00897	Prbd.g_00370
OG0000830	Prbb.g_01108	Prbd.g_00380
OG0000831	Prbb.g_01090	Prbd.g_00383
OG0000832	Prbb.g_01783	Prbd.g_00384
OG0000833	Prbb.g_02071	Prbd.g_00391
OG0000834	Prbb.g_00392	Prbd.g_00395
OG0000835	Prbb.g_00400	Prbd.g_00399
OG0000836	Prbb.g_01780	Prbd.g_00401
OG0000837	Prbb.g_01085	Prbd.g_00414
OG0000838	Prbb.g_01888	Prbd.g_00428
OG0000839	Prbb.g_01889	Prbd.g_00429
OG0000840	Prbb.g_01126	Prbd.g_00434
OG0000841	Prbb.g_01539	Prbd.g_00449
OG0000842	Prbb.g_01533	Prbd.g_00453
OG0000843	Prbb.g_01531	Prbd.g_00455
OG0000844	Prbb.g_01530	Prbd.g_00456
OG0000845	Prbb.g_01529	Prbd.g_00457
OG0000846	Prbb.g_01528	Prbd.g_00458
OG0000847	Prbb.g_01527	Prbd.g_00459
OG0000848	Prbb.g_01526	Prbd.g_00460
OG0000849	Prbb.g_01525	Prbd.g_00461
OG0000850	Prbb.g_01524	Prbd.g_00462
OG0000851	Prbb.g_01521	Prbd.g_00464
OG0000852	Prbb.g_01518	Prbd.g_00467
OG0000853	Prbb.g_01516	Prbd.g_00469
OG0000854	Prbb.g_01515	Prbd.g_00470
OG0000855	Prbb.g_01513	Prbd.g_00471
OG0000856	Prbb.g_01512	Prbd.g_00472
OG0000857	Prbb.g_01511	Prbd.g_00473
OG0000858	Prbb.g_01508	Prbd.g_00475
OG0000859	Prbb.g_01507	Prbd.g_00476
OG0000860	Prbb.g_01506	Prbd.g_00477
OG0000861	Prbb.g_01505	Prbd.g_00478
OG0000862	Prbb.g_01504	Prbd.g_00479
OG0000863	Prbb.g_01502	Prbd.g_00480
OG0000864	Prbb.g_01501	Prbd.g_00481
OG0000865	Prbb.g_01500	Prbd.g_00482
OG0000866	Prbb.g_01499	Prbd.g_00483
OG0000867	Prbb.g_01497	Prbd.g_00486
OG0000868	Prbb.g_01495	Prbd.g_00488
OG0000869	Prbb.g_01493	Prbd.g_00489
OG0000870	Prbb.g_01491	Prbd.g_00490
OG0000871	Prbb.g_01490	Prbd.g_00491
OG0000872	Prbb.g_01488	Prbd.g_00492
OG0000873	Prbb.g_01487	Prbd.g_00493
OG0000874	Prbb.g_01486	Prbd.g_00494
OG0000875	Prbb.g_01484	Prbd.g_00495
OG0000876	Prbb.g_01482	Prbd.g_00497
OG0000877	Prbb.g_01481	Prbd.g_00498
OG0000878	Prbb.g_01480	Prbd.g_00499
OG0000879	Prbb.g_01479	Prbd.g_00500
OG0000880	Prbb.g_01478	Prbd.g_00501
OG0000881	Prbb.g_01477	Prbd.g_00502
OG0000882	Prbb.g_01476	Prbd.g_00503
OG0000883	Prbb.g_01475	Prbd.g_00504
OG0000884	Prbb.g_01474	Prbd.g_00505
OG0000885	Prbb.g_01473	Prbd.g_00506
OG0000886	Prbb.g_01472	Prbd.g_00507
OG0000887	Prbb.g_01471	Prbd.g_00508
OG0000888	Prbb.g_01470	Prbd.g_00509
OG0000889	Prbb.g_01469	Prbd.g_00510
OG0000890	Prbb.g_01468	Prbd.g_00511
OG0000891	Prbb.g_01467	Prbd.g_00512
OG0000892	Prbb.g_01465	Prbd.g_00513
OG0000893	Prbb.g_01464	Prbd.g_00514
OG0000894	Prbb.g_01463	Prbd.g_00516
OG0000895	Prbb.g_01462	Prbd.g_00517
OG0000896	Prbb.g_01461	Prbd.g_00519
OG0000897	Prbb.g_01460	Prbd.g_00520
OG0000898	Prbb.g_01459	Prbd.g_00521
OG0000899	Prbb.g_01458	Prbd.g_00522
OG0000900	Prbb.g_01457	Prbd.g_00524
OG0000901	Prbb.g_01291	Prbd.g_01858
OG0000902	Prbb.g_01575	Prbd.g_01812
OG0000903	Prbb.g_01576	Prbd.g_01811
OG0000904	Prbb.g_01577	Prbd.g_01810
OG0000905	Prbb.g_01578	Prbd.g_01809
OG0000906	Prbb.g_01580	Prbd.g_01808
OG0000907	Prbb.g_01581	Prbd.g_01806
OG0000908	Prbb.g_01582	Prbd.g_01805
OG0000909	Prbb.g_01583	Prbd.g_01804
OG0000910	Prbb.g_01584	Prbd.g_01803
OG0000911	Prbb.g_01585	Prbd.g_01802
OG0000912	Prbb.g_01588	Prbd.g_01799
OG0000913	Prbb.g_01589	Prbd.g_01798
OG0000914	Prbb.g_01590	Prbd.g_01797
OG0000915	Prbb.g_01592	Prbd.g_01795
OG0000916	Prbb.g_01593	Prbd.g_01794
OG0000917	Prbb.g_01594	Prbd.g_01793
OG0000918	Prbb.g_01595	Prbd.g_01792
OG0000919	Prbb.g_01596	Prbd.g_01791
OG0000920	Prbb.g_01597	Prbd.g_01790
OG0000921	Prbb.g_01600	Prbd.g_01788
OG0000922	Prbb.g_01601	Prbd.g_01787
OG0000923	Prbb.g_01608	Prbd.g_01782
OG0000924	Prbb.g_01609	Prbd.g_01781
OG0000925	Prbb.g_01612	Prbd.g_01778
OG0000926	Prbb.g_00746	Prbd.g_01777
OG0000927	Prbb.g_01541	Prbd.g_01776
OG0000928	Prbb.g_01057	Prbd.g_01774
OG0000929	Prbb.g_01789	Prbd.g_01772
OG0000930	Prbb.g_01637	Prbd.g_01770
OG0000931	Prbb.g_00845	Prbd.g_01769
OG0000932	Prbb.g_01201	Prbd.g_01766
OG0000933	Prbb.g_01641	Prbd.g_01762
OG0000934	Prbb.g_01642	Prbd.g_01761
OG0000935	Prbb.g_01643	Prbd.g_01760
OG0000936	Prbb.g_01644	Prbd.g_01759
OG0000937	Prbb.g_01645	Prbd.g_01758
OG0000938	Prbb.g_01646	Prbd.g_01757
OG0000939	Prbb.g_01647	Prbd.g_01756
OG0000940	Prbb.g_01648	Prbd.g_01755
OG0000941	Prbb.g_01649	Prbd.g_01754
OG0000942	Prbb.g_01650	Prbd.g_01753
OG0000943	Prbb.g_01651	Prbd.g_01752
OG0000944	Prbb.g_01652	Prbd.g_01751
OG0000945	Prbb.g_01653	Prbd.g_01750
OG0000946	Prbb.g_01654	Prbd.g_01749
OG0000947	Prbb.g_01655	Prbd.g_01748
OG0000948	Prbb.g_01656	Prbd.g_01747
OG0000949	Prbb.g_01657	Prbd.g_01746
OG0000950	Prbb.g_02044	Prbd.g_01736
OG0000951	Prbb.g_01668	Prbd.g_01707
OG0000952	Prbb.g_01669	Prbd.g_01706
OG0000953	Prbb.g_01670	Prbd.g_01705
OG0000954	Prbb.g_01671	Prbd.g_01704
OG0000955	Prbb.g_01672	Prbd.g_01703
OG0000956	Prbb.g_01674	Prbd.g_01701
OG0000957	Prbb.g_01675	Prbd.g_01700
OG0000958	Prbb.g_01676	Prbd.g_01699
OG0000959	Prbb.g_01677	Prbd.g_01698
OG0000960	Prbb.g_01678	Prbd.g_01697
OG0000961	Prbb.g_01679	Prbd.g_01696
OG0000962	Prbb.g_01680	Prbd.g_01695
OG0000963	Prbb.g_01681	Prbd.g_01694
OG0000964	Prbb.g_01683	Prbd.g_01693
OG0000965	Prbb.g_01684	Prbd.g_01691
OG0000966	Prbb.g_01685	Prbd.g_01690
OG0000967	Prbb.g_01688	Prbd.g_01687
OG0000968	Prbb.g_01689	Prbd.g_01686
OG0000969	Prbb.g_01690	Prbd.g_01685
OG0000970	Prbb.g_01691	Prbd.g_01684
OG0000971	Prbb.g_01692	Prbd.g_01683
OG0000972	Prbb.g_01693	Prbd.g_01682
OG0000973	Prbb.g_01695	Prbd.g_01680
OG0000974	Prbb.g_01696	Prbd.g_01679
OG0000975	Prbb.g_01697	Prbd.g_01678
OG0000976	Prbb.g_01698	Prbd.g_01677
OG0000977	Prbb.g_01699	Prbd.g_01676
OG0000978	Prbb.g_01700	Prbd.g_01675
OG0000979	Prbb.g_01701	Prbd.g_01674
OG0000980	Prbb.g_00465	Prbd.g_01673
OG0000981	Prbb.g_01702	Prbd.g_01672
OG0000982	Prbb.g_01703	Prbd.g_01671
OG0000983	Prbb.g_01704	Prbd.g_01670
OG0000984	Prbb.g_01707	Prbd.g_01666
OG0000985	Prbb.g_01708	Prbd.g_01665
OG0000986	Prbb.g_01709	Prbd.g_01664
OG0000987	Prbb.g_01711	Prbd.g_01662
OG0000988	Prbb.g_01712	Prbd.g_01661
OG0000989	Prbb.g_01713	Prbd.g_01660
OG0000990	Prbb.g_01714	Prbd.g_01659
OG0000991	Prbb.g_01715	Prbd.g_01658
OG0000992	Prbb.g_01716	Prbd.g_01657
OG0000993	Prbb.g_01717	Prbd.g_01656
OG0000994	Prbb.g_01718	Prbd.g_01655
OG0000995	Prbb.g_01719	Prbd.g_01654
OG0000996	Prbb.g_01720	Prbd.g_01653
OG0000997	Prbb.g_01722	Prbd.g_01651
OG0000998	Prbb.g_01728	Prbd.g_01648
OG0000999	Prbb.g_01731	Prbd.g_01646
OG0001000	Prbb.g_01732	Prbd.g_01645
OG0001001	Prbb.g_01733	Prbd.g_01644
OG0001002	Prbb.g_01735	Prbd.g_01642
OG0001003	Prbb.g_01736	Prbd.g_01641
OG0001004	Prbb.g_01737	Prbd.g_01640
OG0001005	Prbb.g_01738	Prbd.g_01639
OG0001006	Prbb.g_01740	Prbd.g_01637
OG0001007	Prbb.g_01741	Prbd.g_01636
OG0001008	Prbb.g_01742	Prbd.g_01635
OG0001009	Prbb.g_01744	Prbd.g_01634
OG0001010	Prbb.g_01745	Prbd.g_01633
OG0001011	Prbb.g_01746	Prbd.g_01632
OG0001012	Prbb.g_01747	Prbd.g_01631
OG0001013	Prbb.g_01748	Prbd.g_01630
OG0001014	Prbb.g_01749	Prbd.g_01629
OG0001015	Prbb.g_01750	Prbd.g_01628
OG0001016	Prbb.g_01751	Prbd.g_01627
OG0001017	Prbb.g_01752	Prbd.g_01626
OG0001018	Prbb.g_01753	Prbd.g_01625
OG0001019	Prbb.g_01754	Prbd.g_01624
OG0001020	Prbb.g_01755	Prbd.g_01623
OG0001021	Prbb.g_01756	Prbd.g_01622
OG0001022	Prbb.g_01757	Prbd.g_01621
OG0001023	Prbb.g_01758	Prbd.g_01620
OG0001024	Prbb.g_01760	Prbd.g_01617
OG0001025	Prbb.g_01761	Prbd.g_01616
OG0001026	Prbb.g_01762	Prbd.g_01615
OG0001027	Prbb.g_01763	Prbd.g_01614
OG0001028	Prbb.g_01765	Prbd.g_01613
OG0001029	Prbb.g_01766	Prbd.g_01612
OG0001030	Prbb.g_01769	Prbd.g_01609
OG0001031	Prbb.g_01770	Prbd.g_01608
OG0001032	Prbb.g_01555	Prbd.g_01600
OG0001033	Prbb.g_01659	Prbd.g_01593
OG0001034	Prbb.g_00799	Prbd.g_01566
OG0001035	Prbb.g_01817	Prbd.g_01531
OG0001036	Prbb.g_01818	Prbd.g_01530
OG0001037	Prbb.g_01824	Prbd.g_01524
OG0001038	Prbb.g_01825	Prbd.g_01523
OG0001039	Prbb.g_01826	Prbd.g_01522
OG0001040	Prbb.g_01827	Prbd.g_01521
OG0001041	Prbb.g_01828	Prbd.g_01519
OG0001042	Prbb.g_01829	Prbd.g_01518
OG0001043	Prbb.g_01830	Prbd.g_01517
OG0001044	Prbb.g_01831	Prbd.g_01516
OG0001045	Prbb.g_01832	Prbd.g_01515
OG0001046	Prbb.g_01833	Prbd.g_01514
OG0001047	Prbb.g_01834	Prbd.g_01513
OG0001048	Prbb.g_01835	Prbd.g_01511
OG0001049	Prbb.g_01836	Prbd.g_01510
OG0001050	Prbb.g_01837	Prbd.g_01509
OG0001051	Prbb.g_01838	Prbd.g_01508
OG0001052	Prbb.g_01839	Prbd.g_01507
OG0001053	Prbb.g_01840	Prbd.g_01506
OG0001054	Prbb.g_01841	Prbd.g_01505
OG0001055	Prbb.g_01842	Prbd.g_01504
OG0001056	Prbb.g_01843	Prbd.g_01503
OG0001057	Prbb.g_01845	Prbd.g_01501
OG0001058	Prbb.g_01846	Prbd.g_01500
OG0001059	Prbb.g_01847	Prbd.g_01499
OG0001060	Prbb.g_01848	Prbd.g_01498
OG0001061	Prbb.g_01849	Prbd.g_01497
OG0001062	Prbb.g_01851	Prbd.g_01496
OG0001063	Prbb.g_01852	Prbd.g_01495
OG0001064	Prbb.g_01853	Prbd.g_01494
