Orthogroup	Prbb	Praf
OG0000551	Prbb.g_00601	Praf.g_00755
OG0000552	Prbb.g_00602	Praf.g_00756
OG0000553	Prbb.g_00603	Praf.g_00757
OG0000554	Prbb.g_00604	Praf.g_00758
OG0000555	Prbb.g_00606	Praf.g_00761
OG0000556	Prbb.g_00607	Praf.g_00763
OG0000557	Prbb.g_00608	Praf.g_00764
OG0000558	Prbb.g_00609	Praf.g_00765
OG0000559	Prbb.g_00610	Praf.g_00766
OG0000560	Prbb.g_00611	Praf.g_00767
OG0000561	Prbb.g_00612	Praf.g_00768
OG0000562	Prbb.g_00613	Praf.g_00769
OG0000563	Prbb.g_00614	Praf.g_00771
OG0000564	Prbb.g_00615	Praf.g_00773
OG0000565	Prbb.g_00616	Praf.g_01659
OG0000566	Prbb.g_00617	Praf.g_01661
OG0000567	Prbb.g_00618	Praf.g_01662
OG0000568	Prbb.g_00619	Praf.g_01663
OG0000569	Prbb.g_00622	Praf.g_01666
OG0000570	Prbb.g_00623	Praf.g_01667
OG0000571	Prbb.g_00624	Praf.g_01669
OG0000572	Prbb.g_00626	Praf.g_01674
OG0000573	Prbb.g_00627	Praf.g_01675
OG0000574	Prbb.g_00628	Praf.g_01676
OG0000575	Prbb.g_00629	Praf.g_01680
OG0000576	Prbb.g_00630	Praf.g_01684
OG0000577	Prbb.g_00631	Praf.g_01685
OG0000578	Prbb.g_00632	Praf.g_01687
OG0000579	Prbb.g_00633	Praf.g_01688
OG0000580	Prbb.g_00634	Praf.g_01689
OG0000581	Prbb.g_00635	Praf.g_01690
OG0000582	Prbb.g_00636	Praf.g_01692
OG0000583	Prbb.g_00637	Praf.g_01693
OG0000584	Prbb.g_00639	Praf.g_01695
OG0000585	Prbb.g_00640	Praf.g_01696
OG0000586	Prbb.g_00641	Praf.g_01698
OG0000587	Prbb.g_00642	Praf.g_01699
OG0000588	Prbb.g_00643	Praf.g_01700
OG0000589	Prbb.g_00644	Praf.g_01708
OG0000590	Prbb.g_00645	Praf.g_01709
OG0000591	Prbb.g_00646	Praf.g_01710
OG0000592	Prbb.g_00647	Praf.g_01711
OG0000593	Prbb.g_00648	Praf.g_01713
OG0000594	Prbb.g_00649	Praf.g_01716
OG0000595	Prbb.g_00650	Praf.g_01717
OG0000596	Prbb.g_00651	Praf.g_01718
OG0000597	Prbb.g_00655	Praf.g_01727
OG0000598	Prbb.g_00656	Praf.g_01728
OG0000599	Prbb.g_00657	Praf.g_01729
OG0000600	Prbb.g_00658	Praf.g_01730
OG0000601	Prbb.g_00659	Praf.g_01731
OG0000602	Prbb.g_00660	Praf.g_01733
OG0000603	Prbb.g_00661	Praf.g_01736
OG0000604	Prbb.g_00662	Praf.g_01737
OG0000605	Prbb.g_00664	Praf.g_01738
OG0000606	Prbb.g_00665	Praf.g_01739
OG0000607	Prbb.g_00667	Praf.g_01741
OG0000608	Prbb.g_00668	Praf.g_01742
OG0000609	Prbb.g_00670	Praf.g_01744
OG0000610	Prbb.g_00671	Praf.g_01745
OG0000611	Prbb.g_00674	Praf.g_01749
OG0000612	Prbb.g_00675	Praf.g_01751
OG0000613	Prbb.g_00677	Praf.g_02344
OG0000614	Prbb.g_00684	Praf.g_00371
OG0000615	Prbb.g_00685	Praf.g_01127
OG0000616	Prbb.g_00686	Praf.g_02570
OG0000617	Prbb.g_00689	Praf.g_01572
OG0000618	Prbb.g_00690	Praf.g_02180
OG0000619	Prbb.g_00691	Praf.g_01210
OG0000620	Prbb.g_00693	Praf.g_01230
OG0000621	Prbb.g_00694	Praf.g_01225
OG0000622	Prbb.g_00695	Praf.g_01221
OG0000623	Prbb.g_00696	Praf.g_01220
OG0000624	Prbb.g_00700	Praf.g_01207
OG0000625	Prbb.g_00701	Praf.g_01206
OG0000626	Prbb.g_00702	Praf.g_01205
OG0000627	Prbb.g_01450	Praf.g_01121
OG0000628	Prbb.g_00703	Praf.g_01122
OG0000629	Prbb.g_00705	Praf.g_01124
OG0000630	Prbb.g_00707	Praf.g_01126
OG0000631	Prbb.g_00708	Praf.g_01489
OG0000632	Prbb.g_02176	Praf.g_02767
OG0000633	Prbb.g_01260	Praf.g_00817
OG0000634	Prbb.g_00714	Praf.g_01303
OG0000635	Prbb.g_00716	Praf.g_01305
OG0000636	Prbb.g_00717	Praf.g_01307
OG0000637	Prbb.g_00719	Praf.g_01308
OG0000638	Prbb.g_00720	Praf.g_01309
OG0000639	Prbb.g_00721	Praf.g_01310
OG0000640	Prbb.g_00722	Praf.g_01311
OG0000641	Prbb.g_00723	Praf.g_01313
OG0000642	Prbb.g_00724	Praf.g_01314
OG0000643	Prbb.g_00725	Praf.g_01315
OG0000644	Prbb.g_00727	Praf.g_01317
OG0000645	Prbb.g_00729	Praf.g_01318
OG0000646	Prbb.g_00730	Praf.g_01319
OG0000647	Prbb.g_00731	Praf.g_01320
OG0000648	Prbb.g_00733	Praf.g_01441
OG0000649	Prbb.g_00734	Praf.g_01440
OG0000650	Prbb.g_00735	Praf.g_01437
OG0000651	Prbb.g_00736	Praf.g_01436
OG0000652	Prbb.g_00738	Praf.g_01433
OG0000653	Prbb.g_00086	Praf.g_01580
OG0000654	Prbb.g_00108	Praf.g_00710
OG0000656	Prbb.g_01099	Praf.g_00617
OG0000657	Prbb.g_00983	Praf.g_01400
OG0000658	Prbb.g_00982	Praf.g_01401
OG0000659	Prbb.g_00981	Praf.g_01402
OG0000660	Prbb.g_00389	Praf.g_02063
OG0000661	Prbb.g_00958	Praf.g_00360
OG0000662	Prbb.g_00960	Praf.g_01432
OG0000663	Prbb.g_00962	Praf.g_01429
OG0000664	Prbb.g_00963	Praf.g_01428
OG0000665	Prbb.g_00964	Praf.g_01427
OG0000666	Prbb.g_00777	Praf.g_01524
OG0000667	Prbb.g_00778	Praf.g_01525
OG0000668	Prbb.g_00779	Praf.g_01526
OG0000669	Prbb.g_00780	Praf.g_01527
OG0000670	Prbb.g_00782	Praf.g_01529
OG0000671	Prbb.g_00783	Praf.g_01530
OG0000672	Prbb.g_00784	Praf.g_01531
OG0000673	Prbb.g_00785	Praf.g_01532
OG0000674	Prbb.g_00786	Praf.g_01533
OG0000675	Prbb.g_00787	Praf.g_01534
OG0000676	Prbb.g_00789	Praf.g_01536
OG0000677	Prbb.g_00791	Praf.g_01538
OG0000678	Prbb.g_00792	Praf.g_01539
OG0000679	Prbb.g_00793	Praf.g_01540
OG0000680	Prbb.g_00794	Praf.g_01541
OG0000681	Prbb.g_00795	Praf.g_01542
OG0000682	Prbb.g_00796	Praf.g_01543
OG0000683	Prbb.g_00798	Praf.g_01545
OG0000684	Prbb.g_00800	Praf.g_01547
OG0000685	Prbb.g_00801	Praf.g_01548
OG0000686	Prbb.g_00802	Praf.g_01549
OG0000687	Prbb.g_00803	Praf.g_01550
OG0000688	Prbb.g_00804	Praf.g_01551
OG0000689	Prbb.g_00805	Praf.g_01552
OG0000690	Prbb.g_00806	Praf.g_01553
OG0000691	Prbb.g_00808	Praf.g_01557
OG0000692	Prbb.g_00809	Praf.g_01558
OG0000693	Prbb.g_00810	Praf.g_01559
OG0000694	Prbb.g_00811	Praf.g_01560
OG0000695	Prbb.g_00812	Praf.g_01561
OG0000696	Prbb.g_00813	Praf.g_01562
OG0000697	Prbb.g_00814	Praf.g_01585
OG0000698	Prbb.g_00815	Praf.g_01586
OG0000699	Prbb.g_00818	Praf.g_01591
OG0000700	Prbb.g_00819	Praf.g_01592
OG0000701	Prbb.g_00821	Praf.g_01594
OG0000702	Prbb.g_00822	Praf.g_01595
OG0000703	Prbb.g_00823	Praf.g_01596
OG0000704	Prbb.g_00824	Praf.g_01597
OG0000705	Prbb.g_00827	Praf.g_01599
OG0000706	Prbb.g_00828	Praf.g_01600
OG0000707	Prbb.g_00829	Praf.g_01601
OG0000708	Prbb.g_00830	Praf.g_01602
OG0000709	Prbb.g_00831	Praf.g_01603
OG0000710	Prbb.g_00832	Praf.g_01604
OG0000711	Prbb.g_00833	Praf.g_01606
OG0000712	Prbb.g_00834	Praf.g_01607
OG0000713	Prbb.g_00835	Praf.g_01608
OG0000714	Prbb.g_00837	Praf.g_01619
OG0000715	Prbb.g_00838	Praf.g_01620
OG0000716	Prbb.g_00839	Praf.g_01622
OG0000717	Prbb.g_00840	Praf.g_01625
OG0000718	Prbb.g_00841	Praf.g_01627
OG0000719	Prbb.g_00843	Praf.g_01629
OG0000720	Prbb.g_00847	Praf.g_01444
OG0000721	Prbb.g_00848	Praf.g_01323
OG0000722	Prbb.g_00914	Praf.g_01339
OG0000723	Prbb.g_00917	Praf.g_00222
OG0000724	Prbb.g_00922	Praf.g_01638
OG0000725	Prbb.g_00924	Praf.g_01454
OG0000726	Prbb.g_00925	Praf.g_00961
OG0000727	Prbb.g_00926	Praf.g_01455
OG0000728	Prbb.g_00927	Praf.g_01456
OG0000729	Prbb.g_00929	Praf.g_01458
OG0000730	Prbb.g_00930	Praf.g_01459
OG0000731	Prbb.g_00932	Praf.g_01461
OG0000732	Prbb.g_00933	Praf.g_01462
OG0000733	Prbb.g_00934	Praf.g_01463
OG0000734	Prbb.g_00935	Praf.g_01464
OG0000735	Prbb.g_00936	Praf.g_01465
OG0000736	Prbb.g_00938	Praf.g_01467
OG0000737	Prbb.g_00939	Praf.g_01469
OG0000738	Prbb.g_00942	Praf.g_01475
OG0000739	Prbb.g_00943	Praf.g_01478
OG0000740	Prbb.g_00944	Praf.g_01480
OG0000741	Prbb.g_00946	Praf.g_01494
OG0000742	Prbb.g_00947	Praf.g_01495
OG0000743	Prbb.g_00951	Praf.g_01498
OG0000744	Prbb.g_00952	Praf.g_01499
OG0000745	Prbb.g_00762	Praf.g_01512
OG0000746	Prbb.g_00763	Praf.g_01511
OG0000747	Prbb.g_00764	Praf.g_01510
OG0000748	Prbb.g_00765	Praf.g_01509
OG0000749	Prbb.g_00766	Praf.g_01508
OG0000750	Prbb.g_00767	Praf.g_01506
OG0000751	Prbb.g_00769	Praf.g_01515
OG0000752	Prbb.g_00770	Praf.g_01516
OG0000753	Prbb.g_00771	Praf.g_01517
OG0000754	Prbb.g_00772	Praf.g_01519
OG0000755	Prbb.g_00774	Praf.g_01520
OG0000756	Prbb.g_00775	Praf.g_01522
OG0000757	Prbb.g_00776	Praf.g_01523
OG0000758	Prbb.g_00965	Praf.g_01426
OG0000759	Prbb.g_00966	Praf.g_01425
OG0000760	Prbb.g_00967	Praf.g_01424
OG0000761	Prbb.g_00968	Praf.g_01422
OG0000762	Prbb.g_00970	Praf.g_01420
OG0000763	Prbb.g_00971	Praf.g_01419
OG0000764	Prbb.g_00972	Praf.g_01417
OG0000765	Prbb.g_00973	Praf.g_01416
OG0000766	Prbb.g_00974	Praf.g_01415
OG0000767	Prbb.g_00975	Praf.g_01006
OG0000768	Prbb.g_00976	Praf.g_01408
OG0000769	Prbb.g_00977	Praf.g_01407
OG0000770	Prbb.g_00978	Praf.g_01405
OG0000771	Prbb.g_00979	Praf.g_01404
OG0000772	Prbb.g_00893	Praf.g_02684
OG0000773	Prbb.g_00984	Praf.g_01399
OG0000774	Prbb.g_00985	Praf.g_01398
OG0000775	Prbb.g_00986	Praf.g_01397
OG0000776	Prbb.g_00988	Praf.g_01395
OG0000777	Prbb.g_00989	Praf.g_01394
OG0000778	Prbb.g_00990	Praf.g_01393
OG0000779	Prbb.g_00992	Praf.g_01388
OG0000780	Prbb.g_00993	Praf.g_01387
OG0000781	Prbb.g_00994	Praf.g_01385
OG0000782	Prbb.g_00996	Praf.g_01382
OG0000783	Prbb.g_00997	Praf.g_01380
OG0000784	Prbb.g_00998	Praf.g_01378
OG0000785	Prbb.g_00999	Praf.g_01377
OG0000786	Prbb.g_01000	Praf.g_01376
OG0000787	Prbb.g_01002	Praf.g_01374
OG0000788	Prbb.g_01003	Praf.g_01372
OG0000789	Prbb.g_01004	Praf.g_01371
OG0000790	Prbb.g_01005	Praf.g_01370
OG0000791	Prbb.g_01006	Praf.g_01369
OG0000792	Prbb.g_00101	Praf.g_01073
OG0000793	Prbb.g_01007	Praf.g_01366
OG0000794	Prbb.g_01008	Praf.g_01364
OG0000795	Prbb.g_01009	Praf.g_01362
OG0000796	Prbb.g_01010	Praf.g_01360
OG0000797	Prbb.g_01012	Praf.g_01359
OG0000798	Prbb.g_01013	Praf.g_01358
OG0000799	Prbb.g_01014	Praf.g_01355
OG0000800	Prbb.g_01015	Praf.g_01354
OG0000801	Prbb.g_01016	Praf.g_01353
OG0000802	Prbb.g_01017	Praf.g_01349
OG0000803	Prbb.g_01018	Praf.g_01348
OG0000804	Prbb.g_01036	Praf.g_01343
OG0000805	Prbb.g_01037	Praf.g_01341
OG0000806	Prbb.g_01038	Praf.g_01340
OG0000807	Prbb.g_01039	Praf.g_01338
OG0000808	Prbb.g_01040	Praf.g_01337
OG0000809	Prbb.g_01045	Praf.g_01331
OG0000810	Prbb.g_01047	Praf.g_01329
OG0000811	Prbb.g_01048	Praf.g_01328
OG0000812	Prbb.g_00892	Praf.g_02685
OG0000813	Prbb.g_01049	Praf.g_01327
OG0000814	Prbb.g_01050	Praf.g_01326
OG0000815	Prbb.g_01051	Praf.g_01325
OG0000816	Prbb.g_01054	Praf.g_01322
OG0000817	Prbb.g_01058	Praf.g_01287
OG0000818	Prbb.g_01059	Praf.g_01286
OG0000819	Prbb.g_01062	Praf.g_01283
OG0000820	Prbb.g_01063	Praf.g_01281
OG0000821	Prbb.g_01064	Praf.g_01280
OG0000822	Prbb.g_01065	Praf.g_01279
OG0000823	Prbb.g_01068	Praf.g_01276
OG0000824	Prbb.g_01069	Praf.g_01275
OG0000825	Prbb.g_00891	Praf.g_01270
OG0000826	Prbb.g_00890	Praf.g_01269
OG0000827	Prbb.g_00889	Praf.g_01268
OG0000828	Prbb.g_00887	Praf.g_01267
OG0000829	Prbb.g_00897	Praf.g_01296
OG0000830	Prbb.g_01108	Praf.g_01652
OG0000831	Prbb.g_01090	Praf.g_00558
OG0000832	Prbb.g_01783	Praf.g_01008
OG0000833	Prbb.g_02071	Praf.g_00162
OG0000834	Prbb.g_00392	Praf.g_02056
OG0000835	Prbb.g_00400	Praf.g_02047
OG0000836	Prbb.g_01780	Praf.g_01825
OG0000837	Prbb.g_01085	Praf.g_01671
OG0000838	Prbb.g_01888	Praf.g_02698
OG0000839	Prbb.g_01889	Praf.g_02691
OG0000840	Prbb.g_01126	Praf.g_00359
OG0000841	Prbb.g_01539	Praf.g_01832
OG0000842	Prbb.g_01533	Praf.g_00233
OG0000843	Prbb.g_01531	Praf.g_00822
OG0000844	Prbb.g_01530	Praf.g_00823
OG0000845	Prbb.g_01529	Praf.g_00824
OG0000846	Prbb.g_01528	Praf.g_00825
OG0000847	Prbb.g_01527	Praf.g_00826
OG0000848	Prbb.g_01526	Praf.g_00827
OG0000849	Prbb.g_01525	Praf.g_00830
OG0000850	Prbb.g_01524	Praf.g_00832
OG0000851	Prbb.g_01521	Praf.g_00836
OG0000852	Prbb.g_01518	Praf.g_00853
OG0000853	Prbb.g_01516	Praf.g_00855
OG0000854	Prbb.g_01515	Praf.g_00856
OG0000855	Prbb.g_01513	Praf.g_00858
OG0000856	Prbb.g_01512	Praf.g_00859
OG0000857	Prbb.g_01511	Praf.g_00860
OG0000858	Prbb.g_01508	Praf.g_00870
OG0000859	Prbb.g_01507	Praf.g_00872
OG0000860	Prbb.g_01506	Praf.g_00873
OG0000861	Prbb.g_01505	Praf.g_00874
OG0000862	Prbb.g_01504	Praf.g_00875
OG0000863	Prbb.g_01502	Praf.g_00879
OG0000864	Prbb.g_01501	Praf.g_00880
OG0000865	Prbb.g_01500	Praf.g_00881
OG0000866	Prbb.g_01499	Praf.g_00882
OG0000867	Prbb.g_01497	Praf.g_00885
OG0000868	Prbb.g_01495	Praf.g_00886
OG0000869	Prbb.g_01493	Praf.g_00914
OG0000870	Prbb.g_01491	Praf.g_00917
OG0000871	Prbb.g_01490	Praf.g_00918
OG0000872	Prbb.g_01488	Praf.g_00921
OG0000873	Prbb.g_01487	Praf.g_00922
OG0000874	Prbb.g_01486	Praf.g_00923
OG0000875	Prbb.g_01484	Praf.g_00925
OG0000876	Prbb.g_01482	Praf.g_00927
OG0000877	Prbb.g_01481	Praf.g_00928
OG0000878	Prbb.g_01480	Praf.g_00929
OG0000879	Prbb.g_01479	Praf.g_00930
OG0000880	Prbb.g_01478	Praf.g_00931
OG0000881	Prbb.g_01477	Praf.g_00932
OG0000882	Prbb.g_01476	Praf.g_00933
OG0000883	Prbb.g_01475	Praf.g_00913
OG0000884	Prbb.g_01474	Praf.g_00912
OG0000885	Prbb.g_01473	Praf.g_00911
OG0000886	Prbb.g_01472	Praf.g_00910
OG0000887	Prbb.g_01471	Praf.g_00908
OG0000888	Prbb.g_01470	Praf.g_00905
OG0000889	Prbb.g_01469	Praf.g_00904
OG0000890	Prbb.g_01468	Praf.g_00902
OG0000891	Prbb.g_01467	Praf.g_00901
OG0000892	Prbb.g_01465	Praf.g_00899
OG0000893	Prbb.g_01464	Praf.g_00898
OG0000894	Prbb.g_01463	Praf.g_00895
OG0000895	Prbb.g_01462	Praf.g_00894
OG0000896	Prbb.g_01461	Praf.g_00892
OG0000897	Prbb.g_01460	Praf.g_00891
OG0000898	Prbb.g_01459	Praf.g_00888
OG0000899	Prbb.g_01458	Praf.g_00887
OG0000900	Prbb.g_01457	Praf.g_00937
OG0000901	Prbb.g_01291	Praf.g_00548
OG0000902	Prbb.g_01575	Praf.g_00810
OG0000903	Prbb.g_01576	Praf.g_00809
OG0000904	Prbb.g_01577	Praf.g_00808
OG0000905	Prbb.g_01578	Praf.g_00806
OG0000906	Prbb.g_01580	Praf.g_00804
OG0000907	Prbb.g_01581	Praf.g_00802
OG0000908	Prbb.g_01582	Praf.g_00801
OG0000909	Prbb.g_01583	Praf.g_00800
OG0000910	Prbb.g_01584	Praf.g_00799
OG0000911	Prbb.g_01585	Praf.g_00798
OG0000912	Prbb.g_01588	Praf.g_00794
OG0000913	Prbb.g_01589	Praf.g_00791
OG0000914	Prbb.g_01590	Praf.g_00790
OG0000915	Prbb.g_01592	Praf.g_00787
OG0000916	Prbb.g_01593	Praf.g_00786
OG0000917	Prbb.g_01594	Praf.g_00785
OG0000918	Prbb.g_01595	Praf.g_00784
OG0000919	Prbb.g_01596	Praf.g_00783
OG0000920	Prbb.g_01597	Praf.g_00782
OG0000921	Prbb.g_01600	Praf.g_00777
OG0000922	Prbb.g_01601	Praf.g_00776
OG0000923	Prbb.g_01608	Praf.g_01886
OG0000924	Prbb.g_01609	Praf.g_01893
OG0000925	Prbb.g_01612	Praf.g_01897
OG0000926	Prbb.g_00746	Praf.g_01996
OG0000927	Prbb.g_01541	Praf.g_01623
OG0000928	Prbb.g_01057	Praf.g_01001
OG0000929	Prbb.g_01789	Praf.g_01271
OG0000930	Prbb.g_01637	Praf.g_01294
OG0000931	Prbb.g_00845	Praf.g_01635
OG0000932	Prbb.g_01201	Praf.g_00494
OG0000933	Prbb.g_01641	Praf.g_00582
OG0000934	Prbb.g_01642	Praf.g_00581
OG0000935	Prbb.g_01643	Praf.g_00580
OG0000936	Prbb.g_01644	Praf.g_00579
OG0000937	Prbb.g_01645	Praf.g_00578
OG0000938	Prbb.g_01646	Praf.g_00577
OG0000939	Prbb.g_01647	Praf.g_00576
OG0000940	Prbb.g_01648	Praf.g_00575
OG0000941	Prbb.g_01649	Praf.g_00573
OG0000942	Prbb.g_01650	Praf.g_00572
OG0000943	Prbb.g_01651	Praf.g_00571
OG0000944	Prbb.g_01652	Praf.g_00570
OG0000945	Prbb.g_01653	Praf.g_00569
OG0000946	Prbb.g_01654	Praf.g_00568
OG0000947	Prbb.g_01655	Praf.g_00567
OG0000948	Prbb.g_01656	Praf.g_00566
OG0000949	Prbb.g_01657	Praf.g_00565
OG0000950	Prbb.g_02044	Praf.g_02394
OG0000951	Prbb.g_01668	Praf.g_01765
OG0000952	Prbb.g_01669	Praf.g_01766
OG0000953	Prbb.g_01670	Praf.g_01767
OG0000954	Prbb.g_01671	Praf.g_01772
OG0000955	Prbb.g_01672	Praf.g_01773
OG0000956	Prbb.g_01674	Praf.g_01779
OG0000957	Prbb.g_01675	Praf.g_01781
OG0000958	Prbb.g_01676	Praf.g_01782
OG0000959	Prbb.g_01677	Praf.g_01783
OG0000960	Prbb.g_01678	Praf.g_01784
OG0000961	Prbb.g_01679	Praf.g_01785
OG0000962	Prbb.g_01680	Praf.g_01787
OG0000963	Prbb.g_01681	Praf.g_01788
OG0000964	Prbb.g_01683	Praf.g_01790
OG0000965	Prbb.g_01684	Praf.g_01792
OG0000966	Prbb.g_01685	Praf.g_01793
OG0000967	Prbb.g_01688	Praf.g_01796
OG0000968	Prbb.g_01689	Praf.g_01801
OG0000969	Prbb.g_01690	Praf.g_01802
OG0000970	Prbb.g_01691	Praf.g_01803
OG0000971	Prbb.g_01692	Praf.g_01804
OG0000972	Prbb.g_01693	Praf.g_01805
OG0000973	Prbb.g_01695	Praf.g_01807
OG0000974	Prbb.g_01696	Praf.g_01808
OG0000975	Prbb.g_01697	Praf.g_01809
OG0000976	Prbb.g_01698	Praf.g_01810
OG0000977	Prbb.g_01699	Praf.g_01817
OG0000978	Prbb.g_01700	Praf.g_01818
OG0000979	Prbb.g_01701	Praf.g_01819
OG0000980	Prbb.g_00465	Praf.g_01820
OG0000981	Prbb.g_01702	Praf.g_01822
OG0000982	Prbb.g_01703	Praf.g_01823
OG0000983	Prbb.g_01704	Praf.g_01824
OG0000984	Prbb.g_01707	Praf.g_01831
OG0000985	Prbb.g_01708	Praf.g_01833
OG0000986	Prbb.g_01709	Praf.g_01834
OG0000987	Prbb.g_01711	Praf.g_01837
OG0000988	Prbb.g_01712	Praf.g_01838
OG0000989	Prbb.g_01713	Praf.g_01839
OG0000990	Prbb.g_01714	Praf.g_01840
OG0000991	Prbb.g_01715	Praf.g_01841
OG0000992	Prbb.g_01716	Praf.g_01842
OG0000993	Prbb.g_01717	Praf.g_01843
OG0000994	Prbb.g_01718	Praf.g_01844
OG0000995	Prbb.g_01719	Praf.g_01845
OG0000996	Prbb.g_01720	Praf.g_01846
OG0000997	Prbb.g_01722	Praf.g_01849
OG0000998	Prbb.g_01728	Praf.g_00956
OG0000999	Prbb.g_01731	Praf.g_00554
OG0001000	Prbb.g_01732	Praf.g_00542
OG0001001	Prbb.g_01733	Praf.g_00540
OG0001002	Prbb.g_01735	Praf.g_00538
OG0001003	Prbb.g_01736	Praf.g_00537
OG0001004	Prbb.g_01737	Praf.g_01653
OG0001005	Prbb.g_01738	Praf.g_00536
OG0001006	Prbb.g_01740	Praf.g_00534
OG0001007	Prbb.g_01741	Praf.g_00533
OG0001008	Prbb.g_01742	Praf.g_00532
OG0001009	Prbb.g_01744	Praf.g_00530
OG0001010	Prbb.g_01745	Praf.g_00529
OG0001011	Prbb.g_01746	Praf.g_00526
OG0001012	Prbb.g_01747	Praf.g_00525
OG0001013	Prbb.g_01748	Praf.g_00524
OG0001014	Prbb.g_01749	Praf.g_00523
OG0001015	Prbb.g_01750	Praf.g_00522
OG0001016	Prbb.g_01751	Praf.g_00521
OG0001017	Prbb.g_01752	Praf.g_00520
OG0001018	Prbb.g_01753	Praf.g_00518
OG0001019	Prbb.g_01754	Praf.g_00517
OG0001020	Prbb.g_01755	Praf.g_00516
OG0001021	Prbb.g_01756	Praf.g_00515
OG0001022	Prbb.g_01757	Praf.g_00513
OG0001023	Prbb.g_01758	Praf.g_00512
OG0001024	Prbb.g_01760	Praf.g_00511
OG0001025	Prbb.g_01761	Praf.g_00508
OG0001026	Prbb.g_01762	Praf.g_00507
OG0001027	Prbb.g_01763	Praf.g_00370
OG0001028	Prbb.g_01765	Praf.g_00504
OG0001029	Prbb.g_01766	Praf.g_00503
OG0001030	Prbb.g_01769	Praf.g_00500
OG0001031	Prbb.g_01770	Praf.g_00499
OG0001032	Prbb.g_01555	Praf.g_01650
OG0001033	Prbb.g_01659	Praf.g_01677
OG0001034	Prbb.g_00799	Praf.g_01546
OG0001035	Prbb.g_01817	Praf.g_00490
OG0001036	Prbb.g_01818	Praf.g_00489
OG0001037	Prbb.g_01824	Praf.g_00479
OG0001038	Prbb.g_01825	Praf.g_00478
OG0001039	Prbb.g_01826	Praf.g_00477
OG0001040	Prbb.g_01827	Praf.g_00475
OG0001041	Prbb.g_01828	Praf.g_00472
OG0001042	Prbb.g_01829	Praf.g_00471
OG0001043	Prbb.g_01830	Praf.g_00470
OG0001044	Prbb.g_01831	Praf.g_00469
OG0001045	Prbb.g_01832	Praf.g_00468
OG0001046	Prbb.g_01833	Praf.g_00466
OG0001047	Prbb.g_01834	Praf.g_00465
OG0001048	Prbb.g_01835	Praf.g_00464
OG0001049	Prbb.g_01836	Praf.g_00463
OG0001050	Prbb.g_01837	Praf.g_00462
OG0001051	Prbb.g_01838	Praf.g_00461
OG0001052	Prbb.g_01839	Praf.g_00460
OG0001053	Prbb.g_01840	Praf.g_00459
OG0001054	Prbb.g_01841	Praf.g_00458
OG0001055	Prbb.g_01842	Praf.g_00457
OG0001056	Prbb.g_01843	Praf.g_00455
OG0001057	Prbb.g_01845	Praf.g_00453
OG0001058	Prbb.g_01846	Praf.g_00452
OG0001059	Prbb.g_01847	Praf.g_00450
OG0001060	Prbb.g_01848	Praf.g_00449
OG0001061	Prbb.g_01849	Praf.g_00448
OG0001062	Prbb.g_01851	Praf.g_00447
OG0001063	Prbb.g_01852	Praf.g_00446
OG0001064	Prbb.g_01853	Praf.g_00444
OG0001065	Prbb.g_01854	Praf.g_00443
OG0001066	Prbb.g_01855	Praf.g_00442
OG0001067	Prbb.g_01856	Praf.g_00441
OG0001068	Prbb.g_01857	Praf.g_00440
OG0001069	Prbb.g_01859	Praf.g_00435
OG0001070	Prbb.g_01861	Praf.g_00433
OG0001071	Prbb.g_01862	Praf.g_00432
OG0001072	Prbb.g_01863	Praf.g_00431
OG0001073	Prbb.g_01864	Praf.g_00430
OG0001074	Prbb.g_01865	Praf.g_00429
OG0001075	Prbb.g_01867	Praf.g_00427
OG0001076	Prbb.g_01869	Praf.g_00425
OG0001077	Prbb.g_01870	Praf.g_00424
OG0001078	Prbb.g_01871	Praf.g_00423
OG0001079	Prbb.g_01872	Praf.g_00422
OG0001080	Prbb.g_01873	Praf.g_00421
OG0001081	Prbb.g_01874	Praf.g_00420
OG0001082	Prbb.g_01875	Praf.g_00419
OG0001083	Prbb.g_01876	Praf.g_00418
OG0001084	Prbb.g_01877	Praf.g_00405
OG0001085	Prbb.g_01878	Praf.g_00404
OG0001086	Prbb.g_01922	Praf.g_02202
OG0001087	Prbb.g_01924	Praf.g_02200
OG0001088	Prbb.g_01925	Praf.g_02199
OG0001089	Prbb.g_01927	Praf.g_02196
OG0001090	Prbb.g_01928	Praf.g_02195
OG0001091	Prbb.g_01929	Praf.g_02194
OG0001092	Prbb.g_01930	Praf.g_02193
OG0001093	Prbb.g_01931	Praf.g_02192
OG0001094	Prbb.g_01932	Praf.g_02191
OG0001095	Prbb.g_01933	Praf.g_02190
OG0001096	Prbb.g_01934	Praf.g_02189
OG0001097	Prbb.g_01935	Praf.g_02188
OG0001098	Prbb.g_01936	Praf.g_02187
OG0001099	Prbb.g_01937	Praf.g_02185
OG0001100	Prbb.g_01938	Praf.g_02184
OG0001101	Prbb.g_01939	Praf.g_02183
OG0001102	Prbb.g_01948	Praf.g_02170
OG0001103	Prbb.g_01947	Praf.g_02171
OG0001104	Prbb.g_01943	Praf.g_02175
OG0001105	Prbb.g_01945	Praf.g_02173
OG0001106	Prbb.g_01942	Praf.g_02176
OG0001107	Prbb.g_01941	Praf.g_02177
OG0001108	Prbb.g_01940	Praf.g_02179
OG0001109	Prbb.g_01958	Praf.g_02163
OG0001110	Prbb.g_01960	Praf.g_02161
