Orthogroup	Prbb	Prbg
OG0000523	Prbb.g_00570	Prbg.g_00285
OG0000524	Prbb.g_00571	Prbg.g_00286
OG0000525	Prbb.g_00572	Prbg.g_00287
OG0000526	Prbb.g_00573	Prbg.g_00288
OG0000527	Prbb.g_00574	Prbg.g_00289
OG0000528	Prbb.g_00575	Prbg.g_00290
OG0000529	Prbb.g_00576	Prbg.g_00291
OG0000530	Prbb.g_00577	Prbg.g_00292
OG0000531	Prbb.g_00578	Prbg.g_00293
OG0000532	Prbb.g_00579	Prbg.g_00294
OG0000533	Prbb.g_00580	Prbg.g_00296
OG0000534	Prbb.g_00581	Prbg.g_00297
OG0000535	Prbb.g_00582	Prbg.g_00298
OG0000536	Prbb.g_00583	Prbg.g_00299
OG0000537	Prbb.g_00584	Prbg.g_00300
OG0000538	Prbb.g_00585	Prbg.g_00301
OG0000539	Prbb.g_00587	Prbg.g_00305
OG0000540	Prbb.g_00588	Prbg.g_00306
OG0000541	Prbb.g_00589	Prbg.g_00307
OG0000542	Prbb.g_00591	Prbg.g_00310
OG0000543	Prbb.g_00592	Prbg.g_00311
OG0000544	Prbb.g_00594	Prbg.g_00312
OG0000545	Prbb.g_00593	Prbg.g_00313
OG0000546	Prbb.g_00595	Prbg.g_00314
OG0000547	Prbb.g_00596	Prbg.g_00315
OG0000548	Prbb.g_00597	Prbg.g_00316
OG0000549	Prbb.g_00599	Prbg.g_00318
OG0000550	Prbb.g_00600	Prbg.g_00319
OG0000551	Prbb.g_00601	Prbg.g_00320
OG0000552	Prbb.g_00602	Prbg.g_00321
OG0000553	Prbb.g_00603	Prbg.g_00322
OG0000554	Prbb.g_00604	Prbg.g_00323
OG0000555	Prbb.g_00606	Prbg.g_00325
OG0000556	Prbb.g_00607	Prbg.g_00326
OG0000557	Prbb.g_00608	Prbg.g_00327
OG0000558	Prbb.g_00609	Prbg.g_00328
OG0000559	Prbb.g_00610	Prbg.g_00329
OG0000560	Prbb.g_00611	Prbg.g_00330
OG0000561	Prbb.g_00612	Prbg.g_00331
OG0000562	Prbb.g_00613	Prbg.g_00332
OG0000563	Prbb.g_00614	Prbg.g_00333
OG0000564	Prbb.g_00615	Prbg.g_00334
OG0000565	Prbb.g_00616	Prbg.g_00335
OG0000566	Prbb.g_00617	Prbg.g_00336
OG0000567	Prbb.g_00618	Prbg.g_00337
OG0000568	Prbb.g_00619	Prbg.g_00338
OG0000569	Prbb.g_00622	Prbg.g_00340
OG0000570	Prbb.g_00623	Prbg.g_00341
OG0000571	Prbb.g_00624	Prbg.g_00343
OG0000572	Prbb.g_00626	Prbg.g_00345
OG0000573	Prbb.g_00627	Prbg.g_00346
OG0000574	Prbb.g_00628	Prbg.g_00347
OG0000575	Prbb.g_00629	Prbg.g_00349
OG0000576	Prbb.g_00630	Prbg.g_00350
OG0000577	Prbb.g_00631	Prbg.g_01427
OG0000578	Prbb.g_00632	Prbg.g_01426
OG0000579	Prbb.g_00633	Prbg.g_01425
OG0000580	Prbb.g_00634	Prbg.g_01424
OG0000581	Prbb.g_00635	Prbg.g_01423
OG0000582	Prbb.g_00636	Prbg.g_01422
OG0000583	Prbb.g_00637	Prbg.g_01421
OG0000584	Prbb.g_00639	Prbg.g_01419
OG0000585	Prbb.g_00640	Prbg.g_01418
OG0000586	Prbb.g_00641	Prbg.g_01416
OG0000587	Prbb.g_00642	Prbg.g_01415
OG0000588	Prbb.g_00643	Prbg.g_01414
OG0000589	Prbb.g_00644	Prbg.g_01413
OG0000590	Prbb.g_00645	Prbg.g_01412
OG0000591	Prbb.g_00646	Prbg.g_01411
OG0000592	Prbb.g_00647	Prbg.g_01410
OG0000593	Prbb.g_00648	Prbg.g_01409
OG0000594	Prbb.g_00649	Prbg.g_01408
OG0000595	Prbb.g_00650	Prbg.g_01407
OG0000596	Prbb.g_00651	Prbg.g_01406
OG0000597	Prbb.g_00655	Prbg.g_01402
OG0000598	Prbb.g_00656	Prbg.g_01401
OG0000599	Prbb.g_00657	Prbg.g_01400
OG0000600	Prbb.g_00658	Prbg.g_01399
OG0000601	Prbb.g_00659	Prbg.g_01398
OG0000602	Prbb.g_00660	Prbg.g_01397
OG0000603	Prbb.g_00661	Prbg.g_01396
OG0000604	Prbb.g_00662	Prbg.g_01395
OG0000605	Prbb.g_00664	Prbg.g_01394
OG0000606	Prbb.g_00665	Prbg.g_01393
OG0000607	Prbb.g_00667	Prbg.g_01391
OG0000608	Prbb.g_00668	Prbg.g_01390
OG0000609	Prbb.g_00670	Prbg.g_01388
OG0000610	Prbb.g_00671	Prbg.g_01387
OG0000611	Prbb.g_00674	Prbg.g_01111
OG0000612	Prbb.g_00675	Prbg.g_01112
OG0000613	Prbb.g_00677	Prbg.g_01114
OG0000614	Prbb.g_00684	Prbg.g_01120
OG0000615	Prbb.g_00685	Prbg.g_01121
OG0000616	Prbb.g_00686	Prbg.g_01122
OG0000617	Prbb.g_00689	Prbg.g_01125
OG0000618	Prbb.g_00690	Prbg.g_01126
OG0000619	Prbb.g_00691	Prbg.g_01127
OG0000620	Prbb.g_00693	Prbg.g_01129
OG0000621	Prbb.g_00694	Prbg.g_01130
OG0000622	Prbb.g_00695	Prbg.g_01131
OG0000623	Prbb.g_00696	Prbg.g_01132
OG0000624	Prbb.g_00700	Prbg.g_01135
OG0000625	Prbb.g_00701	Prbg.g_01136
OG0000626	Prbb.g_00702	Prbg.g_01137
OG0000627	Prbb.g_01450	Prbg.g_01140
OG0000628	Prbb.g_00703	Prbg.g_01141
OG0000629	Prbb.g_00705	Prbg.g_01142
OG0000630	Prbb.g_00707	Prbg.g_01144
OG0000631	Prbb.g_00708	Prbg.g_01146
OG0000632	Prbb.g_02176	Prbg.g_01939
OG0000633	Prbb.g_01260	Prbg.g_01070
OG0000634	Prbb.g_00714	Prbg.g_01152
OG0000635	Prbb.g_00716	Prbg.g_01374
OG0000636	Prbb.g_00717	Prbg.g_01373
OG0000637	Prbb.g_00719	Prbg.g_01371
OG0000638	Prbb.g_00720	Prbg.g_01370
OG0000639	Prbb.g_00721	Prbg.g_01369
OG0000640	Prbb.g_00722	Prbg.g_01368
OG0000641	Prbb.g_00723	Prbg.g_01367
OG0000642	Prbb.g_00724	Prbg.g_01366
OG0000643	Prbb.g_00725	Prbg.g_01365
OG0000644	Prbb.g_00727	Prbg.g_01363
OG0000645	Prbb.g_00729	Prbg.g_01361
OG0000646	Prbb.g_00730	Prbg.g_01360
OG0000647	Prbb.g_00731	Prbg.g_01359
OG0000648	Prbb.g_00733	Prbg.g_01358
OG0000649	Prbb.g_00734	Prbg.g_01357
OG0000650	Prbb.g_00735	Prbg.g_01356
OG0000651	Prbb.g_00736	Prbg.g_01355
OG0000652	Prbb.g_00738	Prbg.g_01353
OG0000653	Prbb.g_00086	Prbg.g_01541
OG0000654	Prbb.g_00108	Prbg.g_00006
OG0000655	Prbb.g_01452	Prbg.g_00357
OG0000656	Prbb.g_01099	Prbg.g_00461
OG0000657	Prbb.g_00983	Prbg.g_00366
OG0000658	Prbb.g_00982	Prbg.g_00365
OG0000659	Prbb.g_00981	Prbg.g_00364
OG0000660	Prbb.g_00389	Prbg.g_00114
OG0000661	Prbb.g_00958	Prbg.g_01254
OG0000662	Prbb.g_00960	Prbg.g_01258
OG0000663	Prbb.g_00962	Prbg.g_01260
OG0000664	Prbb.g_00963	Prbg.g_01261
OG0000665	Prbb.g_00964	Prbg.g_01262
OG0000666	Prbb.g_00777	Prbg.g_01375
OG0000667	Prbb.g_00778	Prbg.g_01154
OG0000668	Prbb.g_00779	Prbg.g_01155
OG0000669	Prbb.g_00780	Prbg.g_01156
OG0000670	Prbb.g_00782	Prbg.g_01158
OG0000671	Prbb.g_00783	Prbg.g_01159
OG0000672	Prbb.g_00784	Prbg.g_01160
OG0000673	Prbb.g_00785	Prbg.g_01161
OG0000674	Prbb.g_00786	Prbg.g_01162
OG0000675	Prbb.g_00787	Prbg.g_01163
OG0000676	Prbb.g_00789	Prbg.g_01165
OG0000677	Prbb.g_00791	Prbg.g_01167
OG0000678	Prbb.g_00792	Prbg.g_01168
OG0000679	Prbb.g_00793	Prbg.g_01169
OG0000680	Prbb.g_00794	Prbg.g_01170
OG0000681	Prbb.g_00795	Prbg.g_01171
OG0000682	Prbb.g_00796	Prbg.g_01172
OG0000683	Prbb.g_00798	Prbg.g_01173
OG0000684	Prbb.g_00800	Prbg.g_01175
OG0000685	Prbb.g_00801	Prbg.g_01176
OG0000686	Prbb.g_00802	Prbg.g_01177
OG0000687	Prbb.g_00803	Prbg.g_01178
OG0000688	Prbb.g_00804	Prbg.g_01179
OG0000689	Prbb.g_00805	Prbg.g_01180
OG0000690	Prbb.g_00806	Prbg.g_01181
OG0000691	Prbb.g_00808	Prbg.g_01183
OG0000692	Prbb.g_00809	Prbg.g_01184
OG0000693	Prbb.g_00810	Prbg.g_01185
OG0000694	Prbb.g_00811	Prbg.g_01186
OG0000695	Prbb.g_00812	Prbg.g_01187
OG0000696	Prbb.g_00813	Prbg.g_01188
OG0000697	Prbb.g_00814	Prbg.g_01190
OG0000698	Prbb.g_00815	Prbg.g_01191
OG0000699	Prbb.g_00818	Prbg.g_01195
OG0000700	Prbb.g_00819	Prbg.g_01196
OG0000701	Prbb.g_00821	Prbg.g_01198
OG0000702	Prbb.g_00822	Prbg.g_01199
OG0000703	Prbb.g_00823	Prbg.g_01200
OG0000704	Prbb.g_00824	Prbg.g_01201
OG0000705	Prbb.g_00827	Prbg.g_01203
OG0000706	Prbb.g_00828	Prbg.g_01204
OG0000707	Prbb.g_00829	Prbg.g_01205
OG0000708	Prbb.g_00830	Prbg.g_01206
OG0000709	Prbb.g_00831	Prbg.g_01207
OG0000710	Prbb.g_00832	Prbg.g_01208
OG0000711	Prbb.g_00833	Prbg.g_01209
OG0000712	Prbb.g_00834	Prbg.g_01210
OG0000713	Prbb.g_00835	Prbg.g_01211
OG0000714	Prbb.g_00837	Prbg.g_01215
OG0000715	Prbb.g_00838	Prbg.g_01216
OG0000716	Prbb.g_00839	Prbg.g_01217
OG0000717	Prbb.g_00840	Prbg.g_01218
OG0000718	Prbb.g_00841	Prbg.g_01219
OG0000719	Prbb.g_00843	Prbg.g_01221
OG0000720	Prbb.g_00847	Prbg.g_01225
OG0000721	Prbb.g_00848	Prbg.g_01226
OG0000722	Prbb.g_00914	Prbg.g_01062
OG0000723	Prbb.g_00917	Prbg.g_01067
OG0000724	Prbb.g_00922	Prbg.g_01073
OG0000725	Prbb.g_00924	Prbg.g_01075
OG0000726	Prbb.g_00925	Prbg.g_01076
OG0000727	Prbb.g_00926	Prbg.g_01078
OG0000728	Prbb.g_00927	Prbg.g_01079
OG0000729	Prbb.g_00929	Prbg.g_01081
OG0000730	Prbb.g_00930	Prbg.g_01082
OG0000731	Prbb.g_00932	Prbg.g_01084
OG0000732	Prbb.g_00933	Prbg.g_01085
OG0000733	Prbb.g_00934	Prbg.g_01086
OG0000734	Prbb.g_00935	Prbg.g_01087
OG0000735	Prbb.g_00936	Prbg.g_01088
OG0000736	Prbb.g_00938	Prbg.g_01090
OG0000737	Prbb.g_00939	Prbg.g_01091
OG0000738	Prbb.g_00942	Prbg.g_01093
OG0000739	Prbb.g_00943	Prbg.g_01094
OG0000740	Prbb.g_00944	Prbg.g_01095
OG0000741	Prbb.g_00946	Prbg.g_01097
OG0000742	Prbb.g_00947	Prbg.g_01098
OG0000743	Prbb.g_00951	Prbg.g_01102
OG0000744	Prbb.g_00952	Prbg.g_01103
OG0000745	Prbb.g_00762	Prbg.g_01105
OG0000746	Prbb.g_00763	Prbg.g_01106
OG0000747	Prbb.g_00764	Prbg.g_01107
OG0000748	Prbb.g_00765	Prbg.g_01108
OG0000749	Prbb.g_00766	Prbg.g_01109
OG0000750	Prbb.g_00767	Prbg.g_01110
OG0000751	Prbb.g_00769	Prbg.g_01383
OG0000752	Prbb.g_00770	Prbg.g_01382
OG0000753	Prbb.g_00771	Prbg.g_01381
OG0000754	Prbb.g_00772	Prbg.g_01380
OG0000755	Prbb.g_00774	Prbg.g_01378
OG0000756	Prbb.g_00775	Prbg.g_01377
OG0000757	Prbb.g_00776	Prbg.g_01376
OG0000758	Prbb.g_00965	Prbg.g_01263
OG0000759	Prbb.g_00966	Prbg.g_01264
OG0000760	Prbb.g_00967	Prbg.g_01265
OG0000761	Prbb.g_00968	Prbg.g_01266
OG0000762	Prbb.g_00970	Prbg.g_01268
OG0000763	Prbb.g_00971	Prbg.g_01269
OG0000764	Prbb.g_00972	Prbg.g_01270
OG0000765	Prbb.g_00973	Prbg.g_01271
OG0000766	Prbb.g_00974	Prbg.g_01272
OG0000767	Prbb.g_00975	Prbg.g_01273
OG0000768	Prbb.g_00976	Prbg.g_01274
OG0000769	Prbb.g_00977	Prbg.g_01275
OG0000770	Prbb.g_00978	Prbg.g_01277
OG0000771	Prbb.g_00979	Prbg.g_01278
OG0000772	Prbb.g_00893	Prbg.g_01337
OG0000773	Prbb.g_00984	Prbg.g_01280
OG0000774	Prbb.g_00985	Prbg.g_01281
OG0000775	Prbb.g_00986	Prbg.g_01282
OG0000776	Prbb.g_00988	Prbg.g_01284
OG0000777	Prbb.g_00989	Prbg.g_01285
OG0000778	Prbb.g_00990	Prbg.g_01286
OG0000779	Prbb.g_00992	Prbg.g_01288
OG0000780	Prbb.g_00993	Prbg.g_01289
OG0000781	Prbb.g_00994	Prbg.g_01290
OG0000782	Prbb.g_00996	Prbg.g_01292
OG0000783	Prbb.g_00997	Prbg.g_01293
OG0000784	Prbb.g_00998	Prbg.g_01294
OG0000785	Prbb.g_00999	Prbg.g_01295
OG0000786	Prbb.g_01000	Prbg.g_01296
OG0000787	Prbb.g_01002	Prbg.g_01298
OG0000788	Prbb.g_01003	Prbg.g_01299
OG0000789	Prbb.g_01004	Prbg.g_01300
OG0000790	Prbb.g_01005	Prbg.g_01301
OG0000791	Prbb.g_01006	Prbg.g_01302
OG0000792	Prbb.g_00101	Prbg.g_01552
OG0000793	Prbb.g_01007	Prbg.g_01304
OG0000794	Prbb.g_01008	Prbg.g_01305
OG0000795	Prbb.g_01009	Prbg.g_01306
OG0000796	Prbb.g_01010	Prbg.g_01309
OG0000797	Prbb.g_01012	Prbg.g_01310
OG0000798	Prbb.g_01013	Prbg.g_01311
OG0000799	Prbb.g_01014	Prbg.g_01312
OG0000800	Prbb.g_01015	Prbg.g_01313
OG0000801	Prbb.g_01016	Prbg.g_01314
OG0000802	Prbb.g_01017	Prbg.g_01316
OG0000803	Prbb.g_01018	Prbg.g_01317
OG0000804	Prbb.g_01036	Prbg.g_01321
OG0000805	Prbb.g_01037	Prbg.g_01323
OG0000806	Prbb.g_01038	Prbg.g_01324
OG0000807	Prbb.g_01039	Prbg.g_01325
OG0000808	Prbb.g_01040	Prbg.g_01326
OG0000809	Prbb.g_01045	Prbg.g_01332
OG0000810	Prbb.g_01047	Prbg.g_01334
OG0000811	Prbb.g_01048	Prbg.g_01335
OG0000812	Prbb.g_00892	Prbg.g_01336
OG0000813	Prbb.g_01049	Prbg.g_01339
OG0000814	Prbb.g_01050	Prbg.g_01340
OG0000815	Prbb.g_01051	Prbg.g_01341
OG0000816	Prbb.g_01054	Prbg.g_01344
OG0000817	Prbb.g_01058	Prbg.g_01245
OG0000818	Prbb.g_01059	Prbg.g_01244
OG0000819	Prbb.g_01062	Prbg.g_01242
OG0000820	Prbb.g_01063	Prbg.g_01241
OG0000821	Prbb.g_01064	Prbg.g_01240
OG0000822	Prbb.g_01065	Prbg.g_01239
OG0000823	Prbb.g_01068	Prbg.g_01236
OG0000824	Prbb.g_01069	Prbg.g_01235
OG0000825	Prbb.g_00891	Prbg.g_01233
OG0000826	Prbb.g_00890	Prbg.g_01232
OG0000827	Prbb.g_00889	Prbg.g_01231
OG0000828	Prbb.g_00887	Prbg.g_01229
OG0000829	Prbb.g_00897	Prbg.g_00141
OG0000830	Prbb.g_01108	Prbg.g_00022
OG0000831	Prbb.g_01090	Prbg.g_01534
OG0000832	Prbb.g_01783	Prbg.g_00361
OG0000833	Prbb.g_02071	Prbg.g_00455
OG0000834	Prbb.g_00392	Prbg.g_01528
OG0000835	Prbb.g_00400	Prbg.g_00123
OG0000836	Prbb.g_01780	Prbg.g_01555
OG0000837	Prbb.g_01085	Prbg.g_00528
OG0000838	Prbb.g_01888	Prbg.g_00750
OG0000839	Prbb.g_01889	Prbg.g_00751
OG0000840	Prbb.g_01126	Prbg.g_00011
OG0000841	Prbb.g_01539	Prbg.g_01508
OG0000842	Prbb.g_01533	Prbg.g_01502
OG0000843	Prbb.g_01531	Prbg.g_01500
OG0000844	Prbb.g_01530	Prbg.g_01499
OG0000845	Prbb.g_01529	Prbg.g_01498
OG0000846	Prbb.g_01528	Prbg.g_01497
OG0000847	Prbb.g_01527	Prbg.g_01496
OG0000848	Prbb.g_01526	Prbg.g_01495
OG0000849	Prbb.g_01525	Prbg.g_01494
OG0000850	Prbb.g_01524	Prbg.g_01493
OG0000851	Prbb.g_01521	Prbg.g_01490
OG0000852	Prbb.g_01518	Prbg.g_01487
OG0000853	Prbb.g_01516	Prbg.g_01485
OG0000854	Prbb.g_01515	Prbg.g_01484
OG0000855	Prbb.g_01513	Prbg.g_01483
OG0000856	Prbb.g_01512	Prbg.g_01482
OG0000857	Prbb.g_01511	Prbg.g_01481
OG0000858	Prbb.g_01508	Prbg.g_01478
OG0000859	Prbb.g_01507	Prbg.g_01477
OG0000860	Prbb.g_01506	Prbg.g_01476
OG0000861	Prbb.g_01505	Prbg.g_01475
OG0000862	Prbb.g_01504	Prbg.g_01474
OG0000863	Prbb.g_01502	Prbg.g_01472
OG0000864	Prbb.g_01501	Prbg.g_01471
OG0000865	Prbb.g_01500	Prbg.g_01470
OG0000866	Prbb.g_01499	Prbg.g_01469
OG0000867	Prbb.g_01497	Prbg.g_01467
OG0000868	Prbb.g_01495	Prbg.g_01465
OG0000869	Prbb.g_01493	Prbg.g_01464
OG0000870	Prbb.g_01491	Prbg.g_01461
OG0000871	Prbb.g_01490	Prbg.g_01460
OG0000872	Prbb.g_01488	Prbg.g_01458
OG0000873	Prbb.g_01487	Prbg.g_01457
OG0000874	Prbb.g_01486	Prbg.g_01456
OG0000875	Prbb.g_01484	Prbg.g_01454
OG0000876	Prbb.g_01482	Prbg.g_01452
OG0000877	Prbb.g_01481	Prbg.g_01451
OG0000878	Prbb.g_01480	Prbg.g_01450
OG0000879	Prbb.g_01479	Prbg.g_01449
OG0000880	Prbb.g_01478	Prbg.g_01448
OG0000881	Prbb.g_01477	Prbg.g_01447
OG0000882	Prbb.g_01476	Prbg.g_01446
OG0000883	Prbb.g_01475	Prbg.g_01445
OG0000884	Prbb.g_01474	Prbg.g_01444
OG0000885	Prbb.g_01473	Prbg.g_01443
OG0000886	Prbb.g_01472	Prbg.g_01442
OG0000887	Prbb.g_01471	Prbg.g_01441
OG0000888	Prbb.g_01470	Prbg.g_01440
OG0000889	Prbb.g_01469	Prbg.g_01439
OG0000890	Prbb.g_01468	Prbg.g_01438
OG0000891	Prbb.g_01467	Prbg.g_01437
OG0000892	Prbb.g_01465	Prbg.g_01436
OG0000893	Prbb.g_01464	Prbg.g_01435
OG0000894	Prbb.g_01463	Prbg.g_01434
OG0000895	Prbb.g_01462	Prbg.g_01433
OG0000896	Prbb.g_01461	Prbg.g_01431
OG0000897	Prbb.g_01460	Prbg.g_01430
OG0000898	Prbb.g_01459	Prbg.g_01429
OG0000899	Prbb.g_01458	Prbg.g_01428
OG0000900	Prbb.g_01457	Prbg.g_00351
OG0000901	Prbb.g_01291	Prbg.g_01576
OG0000902	Prbb.g_01575	Prbg.g_00466
OG0000903	Prbb.g_01576	Prbg.g_00467
OG0000904	Prbb.g_01577	Prbg.g_00468
OG0000905	Prbb.g_01578	Prbg.g_00469
OG0000906	Prbb.g_01580	Prbg.g_00470
OG0000907	Prbb.g_01581	Prbg.g_00472
OG0000908	Prbb.g_01582	Prbg.g_00473
OG0000909	Prbb.g_01583	Prbg.g_00474
OG0000910	Prbb.g_01584	Prbg.g_00475
OG0000911	Prbb.g_01585	Prbg.g_00476
OG0000912	Prbb.g_01588	Prbg.g_00479
OG0000913	Prbb.g_01589	Prbg.g_00480
OG0000914	Prbb.g_01590	Prbg.g_00481
OG0000915	Prbb.g_01592	Prbg.g_00484
OG0000916	Prbb.g_01593	Prbg.g_00485
OG0000917	Prbb.g_01594	Prbg.g_00486
OG0000918	Prbb.g_01595	Prbg.g_00487
OG0000919	Prbb.g_01596	Prbg.g_00488
OG0000920	Prbb.g_01597	Prbg.g_00489
OG0000921	Prbb.g_01600	Prbg.g_00492
OG0000922	Prbb.g_01601	Prbg.g_00493
OG0000923	Prbb.g_01608	Prbg.g_00505
OG0000924	Prbb.g_01609	Prbg.g_00504
OG0000925	Prbb.g_01612	Prbg.g_00501
OG0000926	Prbb.g_00746	Prbg.g_00218
OG0000927	Prbb.g_01541	Prbg.g_01551
OG0000928	Prbb.g_01057	Prbg.g_00690
OG0000929	Prbb.g_01789	Prbg.g_01529
OG0000930	Prbb.g_01637	Prbg.g_01511
OG0000931	Prbb.g_00845	Prbg.g_01223
OG0000932	Prbb.g_01201	Prbg.g_01548
OG0000933	Prbb.g_01641	Prbg.g_00531
OG0000934	Prbb.g_01642	Prbg.g_00532
OG0000935	Prbb.g_01643	Prbg.g_00533
OG0000936	Prbb.g_01644	Prbg.g_00534
OG0000937	Prbb.g_01645	Prbg.g_00535
OG0000938	Prbb.g_01646	Prbg.g_00536
OG0000939	Prbb.g_01647	Prbg.g_00537
OG0000940	Prbb.g_01648	Prbg.g_00538
OG0000941	Prbb.g_01649	Prbg.g_00539
OG0000942	Prbb.g_01650	Prbg.g_00540
OG0000943	Prbb.g_01651	Prbg.g_00541
OG0000944	Prbb.g_01652	Prbg.g_00542
OG0000945	Prbb.g_01653	Prbg.g_00543
OG0000946	Prbb.g_01654	Prbg.g_00544
OG0000947	Prbb.g_01655	Prbg.g_00545
OG0000948	Prbb.g_01656	Prbg.g_00546
OG0000949	Prbb.g_01657	Prbg.g_00547
OG0000950	Prbb.g_02044	Prbg.g_01829
OG0000951	Prbb.g_01668	Prbg.g_00574
OG0000952	Prbb.g_01669	Prbg.g_00575
OG0000953	Prbb.g_01670	Prbg.g_00576
OG0000954	Prbb.g_01671	Prbg.g_00577
OG0000955	Prbb.g_01672	Prbg.g_00578
OG0000956	Prbb.g_01674	Prbg.g_00580
OG0000957	Prbb.g_01675	Prbg.g_00581
OG0000958	Prbb.g_01676	Prbg.g_00582
OG0000959	Prbb.g_01677	Prbg.g_00583
OG0000960	Prbb.g_01678	Prbg.g_00584
OG0000961	Prbb.g_01679	Prbg.g_00585
OG0000962	Prbb.g_01680	Prbg.g_00586
OG0000963	Prbb.g_01681	Prbg.g_00587
OG0000964	Prbb.g_01683	Prbg.g_00588
OG0000965	Prbb.g_01684	Prbg.g_00589
OG0000966	Prbb.g_01685	Prbg.g_00590
OG0000967	Prbb.g_01688	Prbg.g_00593
OG0000968	Prbb.g_01689	Prbg.g_00594
OG0000969	Prbb.g_01690	Prbg.g_00595
OG0000970	Prbb.g_01691	Prbg.g_00596
OG0000971	Prbb.g_01692	Prbg.g_00597
OG0000972	Prbb.g_01693	Prbg.g_00598
OG0000973	Prbb.g_01695	Prbg.g_00600
OG0000974	Prbb.g_01696	Prbg.g_00601
OG0000975	Prbb.g_01697	Prbg.g_00602
OG0000976	Prbb.g_01698	Prbg.g_00603
OG0000977	Prbb.g_01699	Prbg.g_00604
OG0000978	Prbb.g_01700	Prbg.g_00605
OG0000979	Prbb.g_01701	Prbg.g_00606
OG0000980	Prbb.g_00465	Prbg.g_00607
OG0000981	Prbb.g_01702	Prbg.g_00608
OG0000982	Prbb.g_01703	Prbg.g_00609
OG0000983	Prbb.g_01704	Prbg.g_00610
OG0000984	Prbb.g_01707	Prbg.g_00614
OG0000985	Prbb.g_01708	Prbg.g_00615
OG0000986	Prbb.g_01709	Prbg.g_00616
OG0000987	Prbb.g_01711	Prbg.g_00618
OG0000988	Prbb.g_01712	Prbg.g_00619
OG0000989	Prbb.g_01713	Prbg.g_00620
OG0000990	Prbb.g_01714	Prbg.g_00621
OG0000991	Prbb.g_01715	Prbg.g_00622
OG0000992	Prbb.g_01716	Prbg.g_00623
OG0000993	Prbb.g_01717	Prbg.g_00624
OG0000994	Prbb.g_01718	Prbg.g_00625
OG0000995	Prbb.g_01719	Prbg.g_00626
OG0000996	Prbb.g_01720	Prbg.g_00627
OG0000997	Prbb.g_01722	Prbg.g_00629
OG0000998	Prbb.g_01728	Prbg.g_00635
OG0000999	Prbb.g_01731	Prbg.g_00637
OG0001000	Prbb.g_01732	Prbg.g_00639
OG0001001	Prbb.g_01733	Prbg.g_00641
OG0001002	Prbb.g_01735	Prbg.g_00643
OG0001003	Prbb.g_01736	Prbg.g_00644
OG0001004	Prbb.g_01737	Prbg.g_00645
OG0001005	Prbb.g_01738	Prbg.g_00646
OG0001006	Prbb.g_01740	Prbg.g_00648
OG0001007	Prbb.g_01741	Prbg.g_00649
OG0001008	Prbb.g_01742	Prbg.g_00650
OG0001009	Prbb.g_01744	Prbg.g_00651
OG0001010	Prbb.g_01745	Prbg.g_00652
OG0001011	Prbb.g_01746	Prbg.g_00653
OG0001012	Prbb.g_01747	Prbg.g_00654
OG0001013	Prbb.g_01748	Prbg.g_00655
OG0001014	Prbb.g_01749	Prbg.g_00656
OG0001015	Prbb.g_01750	Prbg.g_00657
OG0001016	Prbb.g_01751	Prbg.g_00658
OG0001017	Prbb.g_01752	Prbg.g_00659
OG0001018	Prbb.g_01753	Prbg.g_00660
OG0001019	Prbb.g_01754	Prbg.g_00661
OG0001020	Prbb.g_01755	Prbg.g_00662
OG0001021	Prbb.g_01756	Prbg.g_00663
OG0001022	Prbb.g_01757	Prbg.g_00664
OG0001023	Prbb.g_01758	Prbg.g_00665
OG0001024	Prbb.g_01760	Prbg.g_00667
OG0001025	Prbb.g_01761	Prbg.g_00668
OG0001026	Prbb.g_01762	Prbg.g_00669
OG0001027	Prbb.g_01763	Prbg.g_00670
OG0001028	Prbb.g_01765	Prbg.g_00673
OG0001029	Prbb.g_01766	Prbg.g_00674
OG0001030	Prbb.g_01769	Prbg.g_00677
OG0001031	Prbb.g_01770	Prbg.g_00678
OG0001032	Prbb.g_01555	Prbg.g_01593
OG0001033	Prbb.g_01659	Prbg.g_00348
OG0001034	Prbb.g_00799	Prbg.g_01174
OG0001035	Prbb.g_01817	Prbg.g_01643
OG0001036	Prbb.g_01818	Prbg.g_01644
OG0001037	Prbb.g_01824	Prbg.g_01651
OG0001038	Prbb.g_01825	Prbg.g_01652
OG0001039	Prbb.g_01826	Prbg.g_01653
OG0001040	Prbb.g_01827	Prbg.g_01654
OG0001041	Prbb.g_01828	Prbg.g_01656
OG0001042	Prbb.g_01829	Prbg.g_01657
OG0001043	Prbb.g_01830	Prbg.g_01658
OG0001044	Prbb.g_01831	Prbg.g_01659
OG0001045	Prbb.g_01832	Prbg.g_01660
OG0001046	Prbb.g_01833	Prbg.g_01662
OG0001047	Prbb.g_01834	Prbg.g_01663
OG0001048	Prbb.g_01835	Prbg.g_01664
OG0001049	Prbb.g_01836	Prbg.g_01665
OG0001050	Prbb.g_01837	Prbg.g_01666
OG0001051	Prbb.g_01838	Prbg.g_01667
OG0001052	Prbb.g_01839	Prbg.g_01668
OG0001053	Prbb.g_01840	Prbg.g_01669
OG0001054	Prbb.g_01841	Prbg.g_01670
OG0001055	Prbb.g_01842	Prbg.g_01671
OG0001056	Prbb.g_01843	Prbg.g_01672
OG0001057	Prbb.g_01845	Prbg.g_01674
OG0001058	Prbb.g_01846	Prbg.g_01675
OG0001059	Prbb.g_01847	Prbg.g_01676
