Orthogroup	Prbb	Pram
OG0000542	Prbb.g_00591	Pram.g_00528
OG0000543	Prbb.g_00592	Pram.g_00529
OG0000544	Prbb.g_00594	Pram.g_00530
OG0000545	Prbb.g_00593	Pram.g_00531
OG0000546	Prbb.g_00595	Pram.g_00532
OG0000547	Prbb.g_00596	Pram.g_00533
OG0000548	Prbb.g_00597	Pram.g_00534
OG0000549	Prbb.g_00599	Pram.g_00536
OG0000550	Prbb.g_00600	Pram.g_00537
OG0000551	Prbb.g_00601	Pram.g_00538
OG0000552	Prbb.g_00602	Pram.g_00539
OG0000553	Prbb.g_00603	Pram.g_00540
OG0000554	Prbb.g_00604	Pram.g_00541
OG0000555	Prbb.g_00606	Pram.g_00543
OG0000556	Prbb.g_00607	Pram.g_00544
OG0000557	Prbb.g_00608	Pram.g_00545
OG0000558	Prbb.g_00609	Pram.g_00546
OG0000559	Prbb.g_00610	Pram.g_00547
OG0000560	Prbb.g_00611	Pram.g_00548
OG0000561	Prbb.g_00612	Pram.g_00549
OG0000562	Prbb.g_00613	Pram.g_00550
OG0000563	Prbb.g_00614	Pram.g_00551
OG0000564	Prbb.g_00615	Pram.g_00552
OG0000565	Prbb.g_00616	Pram.g_00553
OG0000566	Prbb.g_00617	Pram.g_00554
OG0000567	Prbb.g_00618	Pram.g_00555
OG0000568	Prbb.g_00619	Pram.g_00556
OG0000569	Prbb.g_00622	Pram.g_00559
OG0000570	Prbb.g_00623	Pram.g_00560
OG0000571	Prbb.g_00624	Pram.g_00562
OG0000572	Prbb.g_00626	Pram.g_00564
OG0000573	Prbb.g_00627	Pram.g_00565
OG0000574	Prbb.g_00628	Pram.g_00566
OG0000575	Prbb.g_00629	Pram.g_00568
OG0000576	Prbb.g_00630	Pram.g_00569
OG0000577	Prbb.g_00631	Pram.g_01080
OG0000578	Prbb.g_00632	Pram.g_01079
OG0000579	Prbb.g_00633	Pram.g_01078
OG0000580	Prbb.g_00634	Pram.g_01077
OG0000581	Prbb.g_00635	Pram.g_01076
OG0000582	Prbb.g_00636	Pram.g_01075
OG0000583	Prbb.g_00637	Pram.g_01074
OG0000584	Prbb.g_00639	Pram.g_01073
OG0000585	Prbb.g_00640	Pram.g_01072
OG0000586	Prbb.g_00641	Pram.g_01070
OG0000587	Prbb.g_00642	Pram.g_01069
OG0000588	Prbb.g_00643	Pram.g_01068
OG0000589	Prbb.g_00644	Pram.g_01067
OG0000590	Prbb.g_00645	Pram.g_01066
OG0000591	Prbb.g_00646	Pram.g_01065
OG0000592	Prbb.g_00647	Pram.g_01064
OG0000593	Prbb.g_00648	Pram.g_01063
OG0000594	Prbb.g_00649	Pram.g_01062
OG0000595	Prbb.g_00650	Pram.g_01061
OG0000596	Prbb.g_00651	Pram.g_01060
OG0000597	Prbb.g_00655	Pram.g_01056
OG0000598	Prbb.g_00656	Pram.g_01055
OG0000599	Prbb.g_00657	Pram.g_01054
OG0000600	Prbb.g_00658	Pram.g_01053
OG0000601	Prbb.g_00659	Pram.g_01052
OG0000602	Prbb.g_00660	Pram.g_01051
OG0000603	Prbb.g_00661	Pram.g_01050
OG0000604	Prbb.g_00662	Pram.g_01049
OG0000605	Prbb.g_00664	Pram.g_01048
OG0000606	Prbb.g_00665	Pram.g_01047
OG0000607	Prbb.g_00667	Pram.g_01045
OG0000608	Prbb.g_00668	Pram.g_01044
OG0000609	Prbb.g_00670	Pram.g_01042
OG0000610	Prbb.g_00671	Pram.g_01041
OG0000611	Prbb.g_00674	Pram.g_00760
OG0000612	Prbb.g_00675	Pram.g_00761
OG0000613	Prbb.g_00677	Pram.g_00763
OG0000614	Prbb.g_00684	Pram.g_00769
OG0000615	Prbb.g_00685	Pram.g_00770
OG0000616	Prbb.g_00686	Pram.g_00771
OG0000617	Prbb.g_00689	Pram.g_00774
OG0000618	Prbb.g_00690	Pram.g_00775
OG0000619	Prbb.g_00691	Pram.g_00776
OG0000620	Prbb.g_00693	Pram.g_00778
OG0000621	Prbb.g_00694	Pram.g_00779
OG0000622	Prbb.g_00695	Pram.g_00780
OG0000623	Prbb.g_00696	Pram.g_00781
OG0000624	Prbb.g_00700	Pram.g_00784
OG0000625	Prbb.g_00701	Pram.g_00785
OG0000626	Prbb.g_00702	Pram.g_00786
OG0000627	Prbb.g_01450	Pram.g_00789
OG0000628	Prbb.g_00703	Pram.g_00790
OG0000629	Prbb.g_00705	Pram.g_00791
OG0000630	Prbb.g_00707	Pram.g_00793
OG0000631	Prbb.g_00708	Pram.g_00795
OG0000632	Prbb.g_02176	Pram.g_01927
OG0000633	Prbb.g_01260	Pram.g_00720
OG0000634	Prbb.g_00714	Pram.g_00802
OG0000635	Prbb.g_00716	Pram.g_01027
OG0000636	Prbb.g_00717	Pram.g_01026
OG0000637	Prbb.g_00719	Pram.g_01024
OG0000638	Prbb.g_00720	Pram.g_01023
OG0000639	Prbb.g_00721	Pram.g_01022
OG0000640	Prbb.g_00722	Pram.g_01021
OG0000641	Prbb.g_00723	Pram.g_01020
OG0000642	Prbb.g_00724	Pram.g_01019
OG0000643	Prbb.g_00725	Pram.g_01018
OG0000644	Prbb.g_00727	Pram.g_01016
OG0000645	Prbb.g_00729	Pram.g_01014
OG0000646	Prbb.g_00730	Pram.g_01013
OG0000647	Prbb.g_00731	Pram.g_01012
OG0000648	Prbb.g_00733	Pram.g_01011
OG0000649	Prbb.g_00734	Pram.g_01010
OG0000650	Prbb.g_00735	Pram.g_01008
OG0000651	Prbb.g_00736	Pram.g_01007
OG0000652	Prbb.g_00738	Pram.g_01005
OG0000653	Prbb.g_00086	Pram.g_01533
OG0000654	Prbb.g_00108	Pram.g_01539
OG0000655	Prbb.g_01452	Pram.g_00576
OG0000656	Prbb.g_01099	Pram.g_01534
OG0000657	Prbb.g_00983	Pram.g_00935
OG0000658	Prbb.g_00982	Pram.g_00934
OG0000659	Prbb.g_00981	Pram.g_00933
OG0000660	Prbb.g_00389	Pram.g_00325
OG0000661	Prbb.g_00958	Pram.g_00908
OG0000662	Prbb.g_00960	Pram.g_00911
OG0000663	Prbb.g_00962	Pram.g_00913
OG0000664	Prbb.g_00963	Pram.g_00914
OG0000665	Prbb.g_00964	Pram.g_00915
OG0000666	Prbb.g_00777	Pram.g_01028
OG0000667	Prbb.g_00778	Pram.g_00804
OG0000668	Prbb.g_00779	Pram.g_00805
OG0000669	Prbb.g_00780	Pram.g_00806
OG0000670	Prbb.g_00782	Pram.g_00808
OG0000671	Prbb.g_00783	Pram.g_00809
OG0000672	Prbb.g_00784	Pram.g_00810
OG0000673	Prbb.g_00785	Pram.g_00811
OG0000674	Prbb.g_00786	Pram.g_00812
OG0000675	Prbb.g_00787	Pram.g_00813
OG0000676	Prbb.g_00789	Pram.g_00815
OG0000677	Prbb.g_00791	Pram.g_00817
OG0000678	Prbb.g_00792	Pram.g_00818
OG0000679	Prbb.g_00793	Pram.g_00819
OG0000680	Prbb.g_00794	Pram.g_00820
OG0000681	Prbb.g_00795	Pram.g_00821
OG0000682	Prbb.g_00796	Pram.g_00822
OG0000683	Prbb.g_00798	Pram.g_00823
OG0000684	Prbb.g_00800	Pram.g_00825
OG0000685	Prbb.g_00801	Pram.g_00826
OG0000686	Prbb.g_00802	Pram.g_00827
OG0000687	Prbb.g_00803	Pram.g_00828
OG0000688	Prbb.g_00804	Pram.g_00829
OG0000689	Prbb.g_00805	Pram.g_00830
OG0000690	Prbb.g_00806	Pram.g_00831
OG0000691	Prbb.g_00808	Pram.g_00833
OG0000692	Prbb.g_00809	Pram.g_00834
OG0000693	Prbb.g_00810	Pram.g_00835
OG0000694	Prbb.g_00811	Pram.g_00836
OG0000695	Prbb.g_00812	Pram.g_00837
OG0000696	Prbb.g_00813	Pram.g_00838
OG0000697	Prbb.g_00814	Pram.g_00839
OG0000698	Prbb.g_00815	Pram.g_00840
OG0000699	Prbb.g_00818	Pram.g_00844
OG0000700	Prbb.g_00819	Pram.g_00845
OG0000701	Prbb.g_00821	Pram.g_00847
OG0000702	Prbb.g_00822	Pram.g_00848
OG0000703	Prbb.g_00823	Pram.g_00849
OG0000704	Prbb.g_00824	Pram.g_00850
OG0000705	Prbb.g_00827	Pram.g_00852
OG0000706	Prbb.g_00828	Pram.g_00853
OG0000707	Prbb.g_00829	Pram.g_00854
OG0000708	Prbb.g_00830	Pram.g_00855
OG0000709	Prbb.g_00831	Pram.g_00857
OG0000710	Prbb.g_00832	Pram.g_00858
OG0000711	Prbb.g_00833	Pram.g_00859
OG0000712	Prbb.g_00834	Pram.g_00860
OG0000713	Prbb.g_00835	Pram.g_00861
OG0000714	Prbb.g_00837	Pram.g_00865
OG0000715	Prbb.g_00838	Pram.g_00866
OG0000716	Prbb.g_00839	Pram.g_00867
OG0000717	Prbb.g_00840	Pram.g_00868
OG0000718	Prbb.g_00841	Pram.g_00870
OG0000719	Prbb.g_00843	Pram.g_00872
OG0000720	Prbb.g_00847	Pram.g_00876
OG0000721	Prbb.g_00848	Pram.g_00877
OG0000722	Prbb.g_00914	Pram.g_00713
OG0000723	Prbb.g_00917	Pram.g_00717
OG0000724	Prbb.g_00922	Pram.g_00724
OG0000725	Prbb.g_00924	Pram.g_00726
OG0000726	Prbb.g_00925	Pram.g_00727
OG0000727	Prbb.g_00926	Pram.g_00728
OG0000728	Prbb.g_00927	Pram.g_00729
OG0000729	Prbb.g_00929	Pram.g_00731
OG0000730	Prbb.g_00930	Pram.g_00732
OG0000731	Prbb.g_00932	Pram.g_00734
OG0000732	Prbb.g_00933	Pram.g_00735
OG0000733	Prbb.g_00934	Pram.g_00736
OG0000734	Prbb.g_00935	Pram.g_00737
OG0000735	Prbb.g_00936	Pram.g_00738
OG0000736	Prbb.g_00938	Pram.g_00740
OG0000737	Prbb.g_00939	Pram.g_00741
OG0000738	Prbb.g_00942	Pram.g_00743
OG0000739	Prbb.g_00943	Pram.g_00744
OG0000740	Prbb.g_00944	Pram.g_00745
OG0000741	Prbb.g_00946	Pram.g_00747
OG0000742	Prbb.g_00947	Pram.g_00748
OG0000743	Prbb.g_00951	Pram.g_00752
OG0000744	Prbb.g_00952	Pram.g_00753
OG0000745	Prbb.g_00762	Pram.g_00754
OG0000746	Prbb.g_00763	Pram.g_00755
OG0000747	Prbb.g_00764	Pram.g_00756
OG0000748	Prbb.g_00765	Pram.g_00757
OG0000749	Prbb.g_00766	Pram.g_00758
OG0000750	Prbb.g_00767	Pram.g_00759
OG0000751	Prbb.g_00769	Pram.g_01036
OG0000752	Prbb.g_00770	Pram.g_01035
OG0000753	Prbb.g_00771	Pram.g_01034
OG0000754	Prbb.g_00772	Pram.g_01033
OG0000755	Prbb.g_00774	Pram.g_01031
OG0000756	Prbb.g_00775	Pram.g_01030
OG0000757	Prbb.g_00776	Pram.g_01029
OG0000758	Prbb.g_00965	Pram.g_00916
OG0000759	Prbb.g_00966	Pram.g_00917
OG0000760	Prbb.g_00967	Pram.g_00918
OG0000761	Prbb.g_00968	Pram.g_00919
OG0000762	Prbb.g_00970	Pram.g_00921
OG0000763	Prbb.g_00971	Pram.g_00922
OG0000764	Prbb.g_00972	Pram.g_00923
OG0000765	Prbb.g_00973	Pram.g_00924
OG0000766	Prbb.g_00974	Pram.g_00925
OG0000767	Prbb.g_00975	Pram.g_00926
OG0000768	Prbb.g_00976	Pram.g_00927
OG0000769	Prbb.g_00977	Pram.g_00928
OG0000770	Prbb.g_00978	Pram.g_00930
OG0000771	Prbb.g_00979	Pram.g_00931
OG0000772	Prbb.g_00893	Pram.g_00988
OG0000773	Prbb.g_00984	Pram.g_00936
OG0000774	Prbb.g_00985	Pram.g_00937
OG0000775	Prbb.g_00986	Pram.g_00938
OG0000776	Prbb.g_00988	Pram.g_00940
OG0000777	Prbb.g_00989	Pram.g_00941
OG0000778	Prbb.g_00990	Pram.g_00942
OG0000779	Prbb.g_00992	Pram.g_00944
OG0000780	Prbb.g_00993	Pram.g_00945
OG0000781	Prbb.g_00994	Pram.g_00946
OG0000782	Prbb.g_00996	Pram.g_00948
OG0000783	Prbb.g_00997	Pram.g_00949
OG0000784	Prbb.g_00998	Pram.g_00950
OG0000785	Prbb.g_00999	Pram.g_00951
OG0000786	Prbb.g_01000	Pram.g_00952
OG0000787	Prbb.g_01002	Pram.g_00954
OG0000788	Prbb.g_01003	Pram.g_00955
OG0000789	Prbb.g_01004	Pram.g_00956
OG0000790	Prbb.g_01005	Pram.g_00957
OG0000791	Prbb.g_01006	Pram.g_00958
OG0000792	Prbb.g_00101	Pram.g_01199
OG0000793	Prbb.g_01007	Pram.g_00959
OG0000794	Prbb.g_01008	Pram.g_00960
OG0000795	Prbb.g_01009	Pram.g_00961
OG0000796	Prbb.g_01010	Pram.g_00963
OG0000797	Prbb.g_01012	Pram.g_00964
OG0000798	Prbb.g_01013	Pram.g_00965
OG0000799	Prbb.g_01014	Pram.g_00966
OG0000800	Prbb.g_01015	Pram.g_00967
OG0000801	Prbb.g_01016	Pram.g_00968
OG0000802	Prbb.g_01017	Pram.g_00970
OG0000803	Prbb.g_01018	Pram.g_00971
OG0000804	Prbb.g_01036	Pram.g_00973
OG0000805	Prbb.g_01037	Pram.g_00975
OG0000806	Prbb.g_01038	Pram.g_00976
OG0000807	Prbb.g_01039	Pram.g_00977
OG0000808	Prbb.g_01040	Pram.g_00978
OG0000809	Prbb.g_01045	Pram.g_00983
OG0000810	Prbb.g_01047	Pram.g_00985
OG0000811	Prbb.g_01048	Pram.g_00986
OG0000812	Prbb.g_00892	Pram.g_00987
OG0000813	Prbb.g_01049	Pram.g_00990
OG0000814	Prbb.g_01050	Pram.g_00991
OG0000815	Prbb.g_01051	Pram.g_00992
OG0000816	Prbb.g_01054	Pram.g_00995
OG0000817	Prbb.g_01058	Pram.g_00899
OG0000818	Prbb.g_01059	Pram.g_00898
OG0000819	Prbb.g_01062	Pram.g_00896
OG0000820	Prbb.g_01063	Pram.g_00895
OG0000821	Prbb.g_01064	Pram.g_00894
OG0000822	Prbb.g_01065	Pram.g_00893
OG0000823	Prbb.g_01068	Pram.g_00890
OG0000824	Prbb.g_01069	Pram.g_00889
OG0000825	Prbb.g_00891	Pram.g_00887
OG0000826	Prbb.g_00890	Pram.g_00886
OG0000827	Prbb.g_00889	Pram.g_00885
OG0000828	Prbb.g_00887	Pram.g_00883
OG0000829	Prbb.g_00897	Pram.g_00356
OG0000830	Prbb.g_01108	Pram.g_00683
OG0000831	Prbb.g_01090	Pram.g_01188
OG0000832	Prbb.g_01783	Pram.g_00579
OG0000833	Prbb.g_02071	Pram.g_01208
OG0000834	Prbb.g_00392	Pram.g_01182
OG0000835	Prbb.g_00400	Pram.g_00335
OG0000836	Prbb.g_01780	Pram.g_01201
OG0000837	Prbb.g_01085	Pram.g_01469
OG0000838	Prbb.g_01888	Pram.g_01547
OG0000839	Prbb.g_01889	Pram.g_01548
OG0000840	Prbb.g_01126	Pram.g_00690
OG0000841	Prbb.g_01539	Pram.g_01162
OG0000842	Prbb.g_01533	Pram.g_01156
OG0000843	Prbb.g_01531	Pram.g_01154
OG0000844	Prbb.g_01530	Pram.g_01153
OG0000845	Prbb.g_01529	Pram.g_01152
OG0000846	Prbb.g_01528	Pram.g_01151
OG0000847	Prbb.g_01527	Pram.g_01150
OG0000848	Prbb.g_01526	Pram.g_01149
OG0000849	Prbb.g_01525	Pram.g_01148
OG0000850	Prbb.g_01524	Pram.g_01147
OG0000851	Prbb.g_01521	Pram.g_01144
OG0000852	Prbb.g_01518	Pram.g_01141
OG0000853	Prbb.g_01516	Pram.g_01139
OG0000854	Prbb.g_01515	Pram.g_01137
OG0000855	Prbb.g_01513	Pram.g_01136
OG0000856	Prbb.g_01512	Pram.g_01135
OG0000857	Prbb.g_01511	Pram.g_01134
OG0000858	Prbb.g_01508	Pram.g_01131
OG0000859	Prbb.g_01507	Pram.g_01130
OG0000860	Prbb.g_01506	Pram.g_01129
OG0000861	Prbb.g_01505	Pram.g_01128
OG0000862	Prbb.g_01504	Pram.g_01127
OG0000863	Prbb.g_01502	Pram.g_01125
OG0000864	Prbb.g_01501	Pram.g_01124
OG0000865	Prbb.g_01500	Pram.g_01123
OG0000866	Prbb.g_01499	Pram.g_01122
OG0000867	Prbb.g_01497	Pram.g_01119
OG0000868	Prbb.g_01495	Pram.g_01118
OG0000869	Prbb.g_01493	Pram.g_01117
OG0000870	Prbb.g_01491	Pram.g_01114
OG0000871	Prbb.g_01490	Pram.g_01113
OG0000872	Prbb.g_01488	Pram.g_01111
OG0000873	Prbb.g_01487	Pram.g_01110
OG0000874	Prbb.g_01486	Pram.g_01109
OG0000875	Prbb.g_01484	Pram.g_01107
OG0000876	Prbb.g_01482	Pram.g_01105
OG0000877	Prbb.g_01481	Pram.g_01104
OG0000878	Prbb.g_01480	Pram.g_01103
OG0000879	Prbb.g_01479	Pram.g_01102
OG0000880	Prbb.g_01478	Pram.g_01101
OG0000881	Prbb.g_01477	Pram.g_01100
OG0000882	Prbb.g_01476	Pram.g_01099
OG0000883	Prbb.g_01475	Pram.g_01098
OG0000884	Prbb.g_01474	Pram.g_01097
OG0000885	Prbb.g_01473	Pram.g_01096
OG0000886	Prbb.g_01472	Pram.g_01095
OG0000887	Prbb.g_01471	Pram.g_01094
OG0000888	Prbb.g_01470	Pram.g_01093
OG0000889	Prbb.g_01469	Pram.g_01092
OG0000890	Prbb.g_01468	Pram.g_01091
OG0000891	Prbb.g_01467	Pram.g_01090
OG0000892	Prbb.g_01465	Pram.g_01089
OG0000893	Prbb.g_01464	Pram.g_01088
OG0000894	Prbb.g_01463	Pram.g_01087
OG0000895	Prbb.g_01462	Pram.g_01086
OG0000896	Prbb.g_01461	Pram.g_01084
OG0000897	Prbb.g_01460	Pram.g_01083
OG0000898	Prbb.g_01459	Pram.g_01082
OG0000899	Prbb.g_01458	Pram.g_01081
OG0000900	Prbb.g_01457	Pram.g_00570
OG0000901	Prbb.g_01291	Pram.g_01569
OG0000902	Prbb.g_01575	Pram.g_01219
OG0000903	Prbb.g_01576	Pram.g_01220
OG0000904	Prbb.g_01577	Pram.g_01221
OG0000905	Prbb.g_01578	Pram.g_01222
OG0000906	Prbb.g_01580	Pram.g_01223
OG0000907	Prbb.g_01581	Pram.g_01225
OG0000908	Prbb.g_01582	Pram.g_01226
OG0000909	Prbb.g_01583	Pram.g_01227
OG0000910	Prbb.g_01584	Pram.g_01228
OG0000911	Prbb.g_01585	Pram.g_01229
OG0000912	Prbb.g_01588	Pram.g_01232
OG0000913	Prbb.g_01589	Pram.g_01233
OG0000914	Prbb.g_01590	Pram.g_01234
OG0000915	Prbb.g_01592	Pram.g_01236
OG0000916	Prbb.g_01593	Pram.g_01237
OG0000917	Prbb.g_01594	Pram.g_01238
OG0000918	Prbb.g_01595	Pram.g_01239
OG0000919	Prbb.g_01596	Pram.g_01240
OG0000920	Prbb.g_01597	Pram.g_01241
OG0000921	Prbb.g_01600	Pram.g_01244
OG0000922	Prbb.g_01601	Pram.g_01245
OG0000923	Prbb.g_01608	Pram.g_01478
OG0000924	Prbb.g_01609	Pram.g_01477
OG0000925	Prbb.g_01612	Pram.g_01475
OG0000926	Prbb.g_00746	Pram.g_01271
OG0000927	Prbb.g_01541	Pram.g_01198
OG0000928	Prbb.g_01057	Pram.g_01281
OG0000929	Prbb.g_01789	Pram.g_01183
OG0000930	Prbb.g_01637	Pram.g_01165
OG0000931	Prbb.g_00845	Pram.g_00874
OG0000932	Prbb.g_01201	Pram.g_01542
OG0000933	Prbb.g_01641	Pram.g_01466
OG0000934	Prbb.g_01642	Pram.g_01465
OG0000935	Prbb.g_01643	Pram.g_01464
OG0000936	Prbb.g_01644	Pram.g_01463
OG0000937	Prbb.g_01645	Pram.g_01462
OG0000938	Prbb.g_01646	Pram.g_01461
OG0000939	Prbb.g_01647	Pram.g_01460
OG0000940	Prbb.g_01648	Pram.g_01458
OG0000941	Prbb.g_01649	Pram.g_01457
OG0000942	Prbb.g_01650	Pram.g_01456
OG0000943	Prbb.g_01651	Pram.g_01455
OG0000944	Prbb.g_01652	Pram.g_01454
OG0000945	Prbb.g_01653	Pram.g_01453
OG0000946	Prbb.g_01654	Pram.g_01452
OG0000947	Prbb.g_01655	Pram.g_01451
OG0000948	Prbb.g_01656	Pram.g_01450
OG0000949	Prbb.g_01657	Pram.g_01449
OG0000950	Prbb.g_02044	Pram.g_01815
OG0000951	Prbb.g_01668	Pram.g_01398
OG0000952	Prbb.g_01669	Pram.g_01397
OG0000953	Prbb.g_01670	Pram.g_01396
OG0000954	Prbb.g_01671	Pram.g_01395
OG0000955	Prbb.g_01672	Pram.g_01394
OG0000956	Prbb.g_01674	Pram.g_01392
OG0000957	Prbb.g_01675	Pram.g_01391
OG0000958	Prbb.g_01676	Pram.g_01390
OG0000959	Prbb.g_01677	Pram.g_01389
OG0000960	Prbb.g_01678	Pram.g_01388
OG0000961	Prbb.g_01679	Pram.g_01387
OG0000962	Prbb.g_01680	Pram.g_01386
OG0000963	Prbb.g_01681	Pram.g_01385
OG0000964	Prbb.g_01683	Pram.g_01384
OG0000965	Prbb.g_01684	Pram.g_01383
OG0000966	Prbb.g_01685	Pram.g_01382
OG0000967	Prbb.g_01688	Pram.g_01376
OG0000968	Prbb.g_01689	Pram.g_01375
OG0000969	Prbb.g_01690	Pram.g_01374
OG0000970	Prbb.g_01691	Pram.g_01373
OG0000971	Prbb.g_01692	Pram.g_01372
OG0000972	Prbb.g_01693	Pram.g_01371
OG0000973	Prbb.g_01695	Pram.g_01369
OG0000974	Prbb.g_01696	Pram.g_01368
OG0000975	Prbb.g_01697	Pram.g_01367
OG0000976	Prbb.g_01698	Pram.g_01366
OG0000977	Prbb.g_01699	Pram.g_01365
OG0000978	Prbb.g_01700	Pram.g_01364
OG0000979	Prbb.g_01701	Pram.g_01363
OG0000980	Prbb.g_00465	Pram.g_01362
OG0000981	Prbb.g_01702	Pram.g_01361
OG0000982	Prbb.g_01703	Pram.g_01360
OG0000983	Prbb.g_01704	Pram.g_01359
OG0000984	Prbb.g_01707	Pram.g_01355
OG0000985	Prbb.g_01708	Pram.g_01354
OG0000986	Prbb.g_01709	Pram.g_01353
OG0000987	Prbb.g_01711	Pram.g_01351
OG0000988	Prbb.g_01712	Pram.g_01350
OG0000989	Prbb.g_01713	Pram.g_01349
OG0000990	Prbb.g_01714	Pram.g_01348
OG0000991	Prbb.g_01715	Pram.g_01347
OG0000992	Prbb.g_01716	Pram.g_01346
OG0000993	Prbb.g_01717	Pram.g_01345
OG0000994	Prbb.g_01718	Pram.g_01344
OG0000995	Prbb.g_01719	Pram.g_01343
OG0000996	Prbb.g_01720	Pram.g_01342
OG0000997	Prbb.g_01722	Pram.g_01340
OG0000998	Prbb.g_01728	Pram.g_01333
OG0000999	Prbb.g_01731	Pram.g_01331
OG0001000	Prbb.g_01732	Pram.g_01330
OG0001001	Prbb.g_01733	Pram.g_01328
OG0001002	Prbb.g_01735	Pram.g_01326
OG0001003	Prbb.g_01736	Pram.g_01325
OG0001004	Prbb.g_01737	Pram.g_01324
OG0001005	Prbb.g_01738	Pram.g_01323
OG0001006	Prbb.g_01740	Pram.g_01321
OG0001007	Prbb.g_01741	Pram.g_01320
OG0001008	Prbb.g_01742	Pram.g_01319
OG0001009	Prbb.g_01744	Pram.g_01318
OG0001010	Prbb.g_01745	Pram.g_01317
OG0001011	Prbb.g_01746	Pram.g_01315
OG0001012	Prbb.g_01747	Pram.g_01314
OG0001013	Prbb.g_01748	Pram.g_01313
OG0001014	Prbb.g_01749	Pram.g_01312
OG0001015	Prbb.g_01750	Pram.g_01311
OG0001016	Prbb.g_01751	Pram.g_01310
OG0001017	Prbb.g_01752	Pram.g_01309
OG0001018	Prbb.g_01753	Pram.g_01308
OG0001019	Prbb.g_01754	Pram.g_01307
OG0001020	Prbb.g_01755	Pram.g_01306
OG0001021	Prbb.g_01756	Pram.g_01305
OG0001022	Prbb.g_01757	Pram.g_01304
OG0001023	Prbb.g_01758	Pram.g_01303
OG0001024	Prbb.g_01760	Pram.g_01301
OG0001025	Prbb.g_01761	Pram.g_01300
OG0001026	Prbb.g_01762	Pram.g_01299
OG0001027	Prbb.g_01763	Pram.g_01298
OG0001028	Prbb.g_01765	Pram.g_01296
OG0001029	Prbb.g_01766	Pram.g_01295
OG0001030	Prbb.g_01769	Pram.g_01292
OG0001031	Prbb.g_01770	Pram.g_01291
OG0001032	Prbb.g_01555	Pram.g_01577
OG0001033	Prbb.g_01659	Pram.g_00567
OG0001034	Prbb.g_00799	Pram.g_00824
OG0001035	Prbb.g_01817	Pram.g_01625
OG0001036	Prbb.g_01818	Pram.g_01626
OG0001037	Prbb.g_01824	Pram.g_01633
OG0001038	Prbb.g_01825	Pram.g_01634
OG0001039	Prbb.g_01826	Pram.g_01635
OG0001040	Prbb.g_01827	Pram.g_01636
OG0001041	Prbb.g_01828	Pram.g_01638
OG0001042	Prbb.g_01829	Pram.g_01639
OG0001043	Prbb.g_01830	Pram.g_01640
OG0001044	Prbb.g_01831	Pram.g_01641
OG0001045	Prbb.g_01832	Pram.g_01642
OG0001046	Prbb.g_01833	Pram.g_01644
OG0001047	Prbb.g_01834	Pram.g_01645
OG0001048	Prbb.g_01835	Pram.g_01646
OG0001049	Prbb.g_01836	Pram.g_01647
OG0001050	Prbb.g_01837	Pram.g_01648
OG0001051	Prbb.g_01838	Pram.g_01649
OG0001052	Prbb.g_01839	Pram.g_01650
OG0001053	Prbb.g_01840	Pram.g_01651
OG0001054	Prbb.g_01841	Pram.g_01652
OG0001055	Prbb.g_01842	Pram.g_01653
OG0001056	Prbb.g_01843	Pram.g_01654
OG0001057	Prbb.g_01845	Pram.g_01656
OG0001058	Prbb.g_01846	Pram.g_01657
OG0001059	Prbb.g_01847	Pram.g_01658
OG0001060	Prbb.g_01848	Pram.g_01659
OG0001061	Prbb.g_01849	Pram.g_01660
OG0001062	Prbb.g_01851	Pram.g_01662
OG0001063	Prbb.g_01852	Pram.g_01663
OG0001064	Prbb.g_01853	Pram.g_01664
OG0001065	Prbb.g_01854	Pram.g_01665
OG0001066	Prbb.g_01855	Pram.g_01666
OG0001067	Prbb.g_01856	Pram.g_01667
OG0001068	Prbb.g_01857	Pram.g_01668
OG0001069	Prbb.g_01859	Pram.g_01671
OG0001070	Prbb.g_01861	Pram.g_01673
OG0001071	Prbb.g_01862	Pram.g_01674
OG0001072	Prbb.g_01863	Pram.g_01675
OG0001073	Prbb.g_01864	Pram.g_01676
OG0001074	Prbb.g_01865	Pram.g_01677
OG0001075	Prbb.g_01867	Pram.g_01679
OG0001076	Prbb.g_01869	Pram.g_01681
OG0001077	Prbb.g_01870	Pram.g_01682
OG0001078	Prbb.g_01871	Pram.g_01683
OG0001079	Prbb.g_01872	Pram.g_01684
OG0001080	Prbb.g_01873	Pram.g_01685
OG0001081	Prbb.g_01874	Pram.g_01686
OG0001082	Prbb.g_01875	Pram.g_01687
OG0001083	Prbb.g_01876	Pram.g_01688
OG0001084	Prbb.g_01877	Pram.g_01689
OG0001085	Prbb.g_01878	Pram.g_01690
OG0001086	Prbb.g_01922	Pram.g_01695
OG0001087	Prbb.g_01924	Pram.g_01697
OG0001088	Prbb.g_01925	Pram.g_01698
OG0001089	Prbb.g_01927	Pram.g_01701
OG0001090	Prbb.g_01928	Pram.g_01702
OG0001091	Prbb.g_01929	Pram.g_01703
OG0001092	Prbb.g_01930	Pram.g_01704
OG0001093	Prbb.g_01931	Pram.g_01705
OG0001094	Prbb.g_01932	Pram.g_01706
OG0001095	Prbb.g_01933	Pram.g_01707
OG0001096	Prbb.g_01934	Pram.g_01708
OG0001097	Prbb.g_01935	Pram.g_01709
OG0001098	Prbb.g_01936	Pram.g_01710
OG0001099	Prbb.g_01937	Pram.g_01711
OG0001100	Prbb.g_01938	Pram.g_01712
