Orthogroup	Prbb	Prap
OG0000543	Prbb.g_00592	Prap.g_01176
OG0000544	Prbb.g_00594	Prap.g_01175
OG0000545	Prbb.g_00593	Prap.g_01174
OG0000546	Prbb.g_00595	Prap.g_01173
OG0000547	Prbb.g_00596	Prap.g_01172
OG0000548	Prbb.g_00597	Prap.g_01171
OG0000549	Prbb.g_00599	Prap.g_01169
OG0000550	Prbb.g_00600	Prap.g_01168
OG0000551	Prbb.g_00601	Prap.g_01167
OG0000552	Prbb.g_00602	Prap.g_01166
OG0000553	Prbb.g_00603	Prap.g_01165
OG0000554	Prbb.g_00604	Prap.g_01164
OG0000555	Prbb.g_00606	Prap.g_01162
OG0000556	Prbb.g_00607	Prap.g_01161
OG0000557	Prbb.g_00608	Prap.g_01160
OG0000558	Prbb.g_00609	Prap.g_01159
OG0000559	Prbb.g_00610	Prap.g_01158
OG0000560	Prbb.g_00611	Prap.g_01157
OG0000561	Prbb.g_00612	Prap.g_01156
OG0000562	Prbb.g_00613	Prap.g_01155
OG0000563	Prbb.g_00614	Prap.g_01154
OG0000564	Prbb.g_00615	Prap.g_01153
OG0000565	Prbb.g_00616	Prap.g_01152
OG0000566	Prbb.g_00617	Prap.g_01151
OG0000567	Prbb.g_00618	Prap.g_01150
OG0000568	Prbb.g_00619	Prap.g_01149
OG0000569	Prbb.g_00622	Prap.g_01147
OG0000570	Prbb.g_00623	Prap.g_01146
OG0000571	Prbb.g_00624	Prap.g_01144
OG0000572	Prbb.g_00626	Prap.g_01142
OG0000573	Prbb.g_00627	Prap.g_01141
OG0000574	Prbb.g_00628	Prap.g_01140
OG0000575	Prbb.g_00629	Prap.g_01138
OG0000576	Prbb.g_00630	Prap.g_01137
OG0000577	Prbb.g_00631	Prap.g_00397
OG0000578	Prbb.g_00632	Prap.g_00396
OG0000579	Prbb.g_00633	Prap.g_00395
OG0000580	Prbb.g_00634	Prap.g_00394
OG0000581	Prbb.g_00635	Prap.g_00393
OG0000582	Prbb.g_00636	Prap.g_00392
OG0000583	Prbb.g_00637	Prap.g_00391
OG0000584	Prbb.g_00639	Prap.g_00389
OG0000585	Prbb.g_00640	Prap.g_00388
OG0000586	Prbb.g_00641	Prap.g_00386
OG0000587	Prbb.g_00642	Prap.g_00385
OG0000588	Prbb.g_00643	Prap.g_00384
OG0000589	Prbb.g_00644	Prap.g_00383
OG0000590	Prbb.g_00645	Prap.g_00382
OG0000591	Prbb.g_00646	Prap.g_00381
OG0000592	Prbb.g_00647	Prap.g_00380
OG0000593	Prbb.g_00648	Prap.g_00379
OG0000594	Prbb.g_00649	Prap.g_00378
OG0000595	Prbb.g_00650	Prap.g_00377
OG0000596	Prbb.g_00651	Prap.g_00376
OG0000597	Prbb.g_00655	Prap.g_00372
OG0000598	Prbb.g_00656	Prap.g_00371
OG0000599	Prbb.g_00657	Prap.g_00370
OG0000600	Prbb.g_00658	Prap.g_00369
OG0000601	Prbb.g_00659	Prap.g_00368
OG0000602	Prbb.g_00660	Prap.g_00367
OG0000603	Prbb.g_00661	Prap.g_00366
OG0000604	Prbb.g_00662	Prap.g_00365
OG0000605	Prbb.g_00664	Prap.g_00364
OG0000606	Prbb.g_00665	Prap.g_00363
OG0000607	Prbb.g_00667	Prap.g_00361
OG0000608	Prbb.g_00668	Prap.g_00360
OG0000609	Prbb.g_00670	Prap.g_00358
OG0000610	Prbb.g_00671	Prap.g_00357
OG0000611	Prbb.g_00674	Prap.g_00831
OG0000612	Prbb.g_00675	Prap.g_00830
OG0000613	Prbb.g_00677	Prap.g_00828
OG0000614	Prbb.g_00684	Prap.g_00822
OG0000615	Prbb.g_00685	Prap.g_00821
OG0000616	Prbb.g_00686	Prap.g_00820
OG0000617	Prbb.g_00689	Prap.g_00817
OG0000618	Prbb.g_00690	Prap.g_00816
OG0000619	Prbb.g_00691	Prap.g_00815
OG0000620	Prbb.g_00693	Prap.g_00813
OG0000621	Prbb.g_00694	Prap.g_00812
OG0000622	Prbb.g_00695	Prap.g_00811
OG0000623	Prbb.g_00696	Prap.g_00810
OG0000624	Prbb.g_00700	Prap.g_00807
OG0000625	Prbb.g_00701	Prap.g_00806
OG0000626	Prbb.g_00702	Prap.g_00805
OG0000627	Prbb.g_01450	Prap.g_00802
OG0000628	Prbb.g_00703	Prap.g_00801
OG0000629	Prbb.g_00705	Prap.g_00800
OG0000630	Prbb.g_00707	Prap.g_00798
OG0000631	Prbb.g_00708	Prap.g_00796
OG0000632	Prbb.g_02176	Prap.g_01489
OG0000633	Prbb.g_01260	Prap.g_00872
OG0000634	Prbb.g_00714	Prap.g_00790
OG0000635	Prbb.g_00716	Prap.g_00344
OG0000636	Prbb.g_00717	Prap.g_00343
OG0000637	Prbb.g_00719	Prap.g_00341
OG0000638	Prbb.g_00720	Prap.g_00340
OG0000639	Prbb.g_00721	Prap.g_00339
OG0000640	Prbb.g_00722	Prap.g_00338
OG0000641	Prbb.g_00723	Prap.g_00337
OG0000642	Prbb.g_00724	Prap.g_00336
OG0000643	Prbb.g_00725	Prap.g_00335
OG0000644	Prbb.g_00727	Prap.g_00333
OG0000645	Prbb.g_00729	Prap.g_00331
OG0000646	Prbb.g_00730	Prap.g_00330
OG0000647	Prbb.g_00731	Prap.g_00329
OG0000648	Prbb.g_00733	Prap.g_00328
OG0000649	Prbb.g_00734	Prap.g_00327
OG0000650	Prbb.g_00735	Prap.g_00326
OG0000651	Prbb.g_00736	Prap.g_00325
OG0000652	Prbb.g_00738	Prap.g_00323
OG0000653	Prbb.g_00086	Prap.g_00511
OG0000654	Prbb.g_00108	Prap.g_00036
OG0000655	Prbb.g_01452	Prap.g_01130
OG0000656	Prbb.g_01099	Prap.g_00545
OG0000657	Prbb.g_00983	Prap.g_01121
OG0000658	Prbb.g_00982	Prap.g_01122
OG0000659	Prbb.g_00981	Prap.g_01123
OG0000660	Prbb.g_00389	Prap.g_01375
OG0000661	Prbb.g_00958	Prap.g_00688
OG0000662	Prbb.g_00960	Prap.g_00685
OG0000663	Prbb.g_00962	Prap.g_00683
OG0000664	Prbb.g_00963	Prap.g_00682
OG0000665	Prbb.g_00964	Prap.g_00681
OG0000666	Prbb.g_00777	Prap.g_00345
OG0000667	Prbb.g_00778	Prap.g_00788
OG0000668	Prbb.g_00779	Prap.g_00787
OG0000669	Prbb.g_00780	Prap.g_00786
OG0000670	Prbb.g_00782	Prap.g_00784
OG0000671	Prbb.g_00783	Prap.g_00783
OG0000672	Prbb.g_00784	Prap.g_00782
OG0000673	Prbb.g_00785	Prap.g_00781
OG0000674	Prbb.g_00786	Prap.g_00780
OG0000675	Prbb.g_00787	Prap.g_00779
OG0000676	Prbb.g_00789	Prap.g_00777
OG0000677	Prbb.g_00791	Prap.g_00775
OG0000678	Prbb.g_00792	Prap.g_00774
OG0000679	Prbb.g_00793	Prap.g_00773
OG0000680	Prbb.g_00794	Prap.g_00772
OG0000681	Prbb.g_00795	Prap.g_00771
OG0000682	Prbb.g_00796	Prap.g_00770
OG0000683	Prbb.g_00798	Prap.g_00769
OG0000684	Prbb.g_00800	Prap.g_00767
OG0000685	Prbb.g_00801	Prap.g_00766
OG0000686	Prbb.g_00802	Prap.g_00765
OG0000687	Prbb.g_00803	Prap.g_00764
OG0000688	Prbb.g_00804	Prap.g_00763
OG0000689	Prbb.g_00805	Prap.g_00762
OG0000690	Prbb.g_00806	Prap.g_00761
OG0000691	Prbb.g_00808	Prap.g_00759
OG0000692	Prbb.g_00809	Prap.g_00758
OG0000693	Prbb.g_00810	Prap.g_00757
OG0000694	Prbb.g_00811	Prap.g_00756
OG0000695	Prbb.g_00812	Prap.g_00755
OG0000696	Prbb.g_00813	Prap.g_00754
OG0000697	Prbb.g_00814	Prap.g_00752
OG0000698	Prbb.g_00815	Prap.g_00751
OG0000699	Prbb.g_00818	Prap.g_00747
OG0000700	Prbb.g_00819	Prap.g_00746
OG0000701	Prbb.g_00821	Prap.g_00744
OG0000702	Prbb.g_00822	Prap.g_00743
OG0000703	Prbb.g_00823	Prap.g_00742
OG0000704	Prbb.g_00824	Prap.g_00741
OG0000705	Prbb.g_00827	Prap.g_00739
OG0000706	Prbb.g_00828	Prap.g_00738
OG0000707	Prbb.g_00829	Prap.g_00737
OG0000708	Prbb.g_00830	Prap.g_00736
OG0000709	Prbb.g_00831	Prap.g_00735
OG0000710	Prbb.g_00832	Prap.g_00734
OG0000711	Prbb.g_00833	Prap.g_00733
OG0000712	Prbb.g_00834	Prap.g_00732
OG0000713	Prbb.g_00835	Prap.g_00731
OG0000714	Prbb.g_00837	Prap.g_00727
OG0000715	Prbb.g_00838	Prap.g_00726
OG0000716	Prbb.g_00839	Prap.g_00725
OG0000717	Prbb.g_00840	Prap.g_00724
OG0000718	Prbb.g_00841	Prap.g_00723
OG0000719	Prbb.g_00843	Prap.g_00721
OG0000720	Prbb.g_00847	Prap.g_00717
OG0000721	Prbb.g_00848	Prap.g_00716
OG0000722	Prbb.g_00914	Prap.g_00660
OG0000723	Prbb.g_00917	Prap.g_00655
OG0000724	Prbb.g_00922	Prap.g_00869
OG0000725	Prbb.g_00924	Prap.g_00867
OG0000726	Prbb.g_00925	Prap.g_00866
OG0000727	Prbb.g_00926	Prap.g_00864
OG0000728	Prbb.g_00927	Prap.g_00863
OG0000729	Prbb.g_00929	Prap.g_00861
OG0000730	Prbb.g_00930	Prap.g_00860
OG0000731	Prbb.g_00932	Prap.g_00858
OG0000732	Prbb.g_00933	Prap.g_00857
OG0000733	Prbb.g_00934	Prap.g_00856
OG0000734	Prbb.g_00935	Prap.g_00855
OG0000735	Prbb.g_00936	Prap.g_00854
OG0000736	Prbb.g_00938	Prap.g_00852
OG0000737	Prbb.g_00939	Prap.g_00851
OG0000738	Prbb.g_00942	Prap.g_00849
OG0000739	Prbb.g_00943	Prap.g_00848
OG0000740	Prbb.g_00944	Prap.g_00847
OG0000741	Prbb.g_00946	Prap.g_00845
OG0000742	Prbb.g_00947	Prap.g_00844
OG0000743	Prbb.g_00951	Prap.g_00840
OG0000744	Prbb.g_00952	Prap.g_00839
OG0000745	Prbb.g_00762	Prap.g_00837
OG0000746	Prbb.g_00763	Prap.g_00836
OG0000747	Prbb.g_00764	Prap.g_00835
OG0000748	Prbb.g_00765	Prap.g_00834
OG0000749	Prbb.g_00766	Prap.g_00833
OG0000750	Prbb.g_00767	Prap.g_00832
OG0000751	Prbb.g_00769	Prap.g_00353
OG0000752	Prbb.g_00770	Prap.g_00352
OG0000753	Prbb.g_00771	Prap.g_00351
OG0000754	Prbb.g_00772	Prap.g_00350
OG0000755	Prbb.g_00774	Prap.g_00348
OG0000756	Prbb.g_00775	Prap.g_00347
OG0000757	Prbb.g_00776	Prap.g_00346
OG0000758	Prbb.g_00965	Prap.g_00680
OG0000759	Prbb.g_00966	Prap.g_00679
OG0000760	Prbb.g_00967	Prap.g_00678
OG0000761	Prbb.g_00968	Prap.g_00677
OG0000762	Prbb.g_00970	Prap.g_00675
OG0000763	Prbb.g_00971	Prap.g_00239
OG0000764	Prbb.g_00972	Prap.g_00240
OG0000765	Prbb.g_00973	Prap.g_00241
OG0000766	Prbb.g_00974	Prap.g_00242
OG0000767	Prbb.g_00975	Prap.g_00243
OG0000768	Prbb.g_00976	Prap.g_00244
OG0000769	Prbb.g_00977	Prap.g_00245
OG0000770	Prbb.g_00978	Prap.g_00247
OG0000771	Prbb.g_00979	Prap.g_00248
OG0000772	Prbb.g_00893	Prap.g_00307
OG0000773	Prbb.g_00984	Prap.g_00250
OG0000774	Prbb.g_00985	Prap.g_00251
OG0000775	Prbb.g_00986	Prap.g_00252
OG0000776	Prbb.g_00988	Prap.g_00254
OG0000777	Prbb.g_00989	Prap.g_00255
OG0000778	Prbb.g_00990	Prap.g_00256
OG0000779	Prbb.g_00992	Prap.g_00258
OG0000780	Prbb.g_00993	Prap.g_00259
OG0000781	Prbb.g_00994	Prap.g_00260
OG0000782	Prbb.g_00996	Prap.g_00262
OG0000783	Prbb.g_00997	Prap.g_00263
OG0000784	Prbb.g_00998	Prap.g_00264
OG0000785	Prbb.g_00999	Prap.g_00265
OG0000786	Prbb.g_01000	Prap.g_00266
OG0000787	Prbb.g_01002	Prap.g_00268
OG0000788	Prbb.g_01003	Prap.g_00269
OG0000789	Prbb.g_01004	Prap.g_00270
OG0000790	Prbb.g_01005	Prap.g_00271
OG0000791	Prbb.g_01006	Prap.g_00272
OG0000792	Prbb.g_00101	Prap.g_00522
OG0000793	Prbb.g_01007	Prap.g_00274
OG0000794	Prbb.g_01008	Prap.g_00275
OG0000795	Prbb.g_01009	Prap.g_00276
OG0000796	Prbb.g_01010	Prap.g_00279
OG0000797	Prbb.g_01012	Prap.g_00280
OG0000798	Prbb.g_01013	Prap.g_00281
OG0000799	Prbb.g_01014	Prap.g_00282
OG0000800	Prbb.g_01015	Prap.g_00283
OG0000801	Prbb.g_01016	Prap.g_00284
OG0000802	Prbb.g_01017	Prap.g_00286
OG0000803	Prbb.g_01018	Prap.g_00287
OG0000804	Prbb.g_01036	Prap.g_00291
OG0000805	Prbb.g_01037	Prap.g_00293
OG0000806	Prbb.g_01038	Prap.g_00294
OG0000807	Prbb.g_01039	Prap.g_00295
OG0000808	Prbb.g_01040	Prap.g_00296
OG0000809	Prbb.g_01045	Prap.g_00302
OG0000810	Prbb.g_01047	Prap.g_00304
OG0000811	Prbb.g_01048	Prap.g_00305
OG0000812	Prbb.g_00892	Prap.g_00306
OG0000813	Prbb.g_01049	Prap.g_00309
OG0000814	Prbb.g_01050	Prap.g_00310
OG0000815	Prbb.g_01051	Prap.g_00311
OG0000816	Prbb.g_01054	Prap.g_00314
OG0000817	Prbb.g_01058	Prap.g_00697
OG0000818	Prbb.g_01059	Prap.g_00698
OG0000819	Prbb.g_01062	Prap.g_00700
OG0000820	Prbb.g_01063	Prap.g_00701
OG0000821	Prbb.g_01064	Prap.g_00702
OG0000822	Prbb.g_01065	Prap.g_00703
OG0000823	Prbb.g_01068	Prap.g_00706
OG0000824	Prbb.g_01069	Prap.g_00707
OG0000825	Prbb.g_00891	Prap.g_00709
OG0000826	Prbb.g_00890	Prap.g_00710
OG0000827	Prbb.g_00889	Prap.g_00711
OG0000828	Prbb.g_00887	Prap.g_00713
OG0000829	Prbb.g_00897	Prap.g_01345
OG0000830	Prbb.g_01108	Prap.g_00020
OG0000831	Prbb.g_01090	Prap.g_00504
OG0000832	Prbb.g_01783	Prap.g_01126
OG0000833	Prbb.g_02071	Prap.g_00539
OG0000834	Prbb.g_00392	Prap.g_00498
OG0000835	Prbb.g_00400	Prap.g_01366
OG0000836	Prbb.g_01780	Prap.g_00525
OG0000837	Prbb.g_01085	Prap.g_00058
OG0000838	Prbb.g_01888	Prap.g_01882
OG0000839	Prbb.g_01889	Prap.g_01881
OG0000840	Prbb.g_01126	Prap.g_00031
OG0000841	Prbb.g_01539	Prap.g_00478
OG0000842	Prbb.g_01533	Prap.g_00472
OG0000843	Prbb.g_01531	Prap.g_00470
OG0000844	Prbb.g_01530	Prap.g_00469
OG0000845	Prbb.g_01529	Prap.g_00468
OG0000846	Prbb.g_01528	Prap.g_00467
OG0000847	Prbb.g_01527	Prap.g_00466
OG0000848	Prbb.g_01526	Prap.g_00465
OG0000849	Prbb.g_01525	Prap.g_00464
OG0000850	Prbb.g_01524	Prap.g_00463
OG0000851	Prbb.g_01521	Prap.g_00460
OG0000852	Prbb.g_01518	Prap.g_00457
OG0000853	Prbb.g_01516	Prap.g_00455
OG0000854	Prbb.g_01515	Prap.g_00454
OG0000855	Prbb.g_01513	Prap.g_00453
OG0000856	Prbb.g_01512	Prap.g_00452
OG0000857	Prbb.g_01511	Prap.g_00451
OG0000858	Prbb.g_01508	Prap.g_00448
OG0000859	Prbb.g_01507	Prap.g_00447
OG0000860	Prbb.g_01506	Prap.g_00446
OG0000861	Prbb.g_01505	Prap.g_00445
OG0000862	Prbb.g_01504	Prap.g_00444
OG0000863	Prbb.g_01502	Prap.g_00442
OG0000864	Prbb.g_01501	Prap.g_00441
OG0000865	Prbb.g_01500	Prap.g_00440
OG0000866	Prbb.g_01499	Prap.g_00439
OG0000867	Prbb.g_01497	Prap.g_00437
OG0000868	Prbb.g_01495	Prap.g_00435
OG0000869	Prbb.g_01493	Prap.g_00434
OG0000870	Prbb.g_01491	Prap.g_00431
OG0000871	Prbb.g_01490	Prap.g_00430
OG0000872	Prbb.g_01488	Prap.g_00428
OG0000873	Prbb.g_01487	Prap.g_00427
OG0000874	Prbb.g_01486	Prap.g_00426
OG0000875	Prbb.g_01484	Prap.g_00424
OG0000876	Prbb.g_01482	Prap.g_00422
OG0000877	Prbb.g_01481	Prap.g_00421
OG0000878	Prbb.g_01480	Prap.g_00420
OG0000879	Prbb.g_01479	Prap.g_00419
OG0000880	Prbb.g_01478	Prap.g_00418
OG0000881	Prbb.g_01477	Prap.g_00417
OG0000882	Prbb.g_01476	Prap.g_00416
OG0000883	Prbb.g_01475	Prap.g_00415
OG0000884	Prbb.g_01474	Prap.g_00414
OG0000885	Prbb.g_01473	Prap.g_00413
OG0000886	Prbb.g_01472	Prap.g_00412
OG0000887	Prbb.g_01471	Prap.g_00411
OG0000888	Prbb.g_01470	Prap.g_00410
OG0000889	Prbb.g_01469	Prap.g_00409
OG0000890	Prbb.g_01468	Prap.g_00408
OG0000891	Prbb.g_01467	Prap.g_00407
OG0000892	Prbb.g_01465	Prap.g_00406
OG0000893	Prbb.g_01464	Prap.g_00405
OG0000894	Prbb.g_01463	Prap.g_00404
OG0000895	Prbb.g_01462	Prap.g_00403
OG0000896	Prbb.g_01461	Prap.g_00401
OG0000897	Prbb.g_01460	Prap.g_00400
OG0000898	Prbb.g_01459	Prap.g_00399
OG0000899	Prbb.g_01458	Prap.g_00398
OG0000900	Prbb.g_01457	Prap.g_01136
OG0000901	Prbb.g_01291	Prap.g_01853
OG0000902	Prbb.g_01575	Prap.g_00550
OG0000903	Prbb.g_01576	Prap.g_00551
OG0000904	Prbb.g_01577	Prap.g_00552
OG0000905	Prbb.g_01578	Prap.g_00553
OG0000906	Prbb.g_01580	Prap.g_00554
OG0000907	Prbb.g_01581	Prap.g_00556
OG0000908	Prbb.g_01582	Prap.g_00557
OG0000909	Prbb.g_01583	Prap.g_00558
OG0000910	Prbb.g_01584	Prap.g_00559
OG0000911	Prbb.g_01585	Prap.g_00560
OG0000912	Prbb.g_01588	Prap.g_00563
OG0000913	Prbb.g_01589	Prap.g_00564
OG0000914	Prbb.g_01590	Prap.g_00565
OG0000915	Prbb.g_01592	Prap.g_00568
OG0000916	Prbb.g_01593	Prap.g_00569
OG0000917	Prbb.g_01594	Prap.g_00570
OG0000918	Prbb.g_01595	Prap.g_00571
OG0000919	Prbb.g_01596	Prap.g_00572
OG0000920	Prbb.g_01597	Prap.g_00573
OG0000921	Prbb.g_01600	Prap.g_00576
OG0000922	Prbb.g_01601	Prap.g_00577
OG0000923	Prbb.g_01608	Prap.g_01928
OG0000924	Prbb.g_01609	Prap.g_01927
OG0000925	Prbb.g_01612	Prap.g_00585
OG0000926	Prbb.g_00746	Prap.g_01268
OG0000927	Prbb.g_01541	Prap.g_00521
OG0000928	Prbb.g_01057	Prap.g_00220
OG0000929	Prbb.g_01789	Prap.g_00499
OG0000930	Prbb.g_01637	Prap.g_00481
OG0000931	Prbb.g_00845	Prap.g_00719
OG0000932	Prbb.g_01201	Prap.g_00518
OG0000933	Prbb.g_01641	Prap.g_00061
OG0000934	Prbb.g_01642	Prap.g_00062
OG0000935	Prbb.g_01643	Prap.g_00063
OG0000936	Prbb.g_01644	Prap.g_00064
OG0000937	Prbb.g_01645	Prap.g_00065
OG0000938	Prbb.g_01646	Prap.g_00066
OG0000939	Prbb.g_01647	Prap.g_00067
OG0000940	Prbb.g_01648	Prap.g_00068
OG0000941	Prbb.g_01649	Prap.g_00069
OG0000942	Prbb.g_01650	Prap.g_00070
OG0000943	Prbb.g_01651	Prap.g_00071
OG0000944	Prbb.g_01652	Prap.g_00072
OG0000945	Prbb.g_01653	Prap.g_00073
OG0000946	Prbb.g_01654	Prap.g_00074
OG0000947	Prbb.g_01655	Prap.g_00075
OG0000948	Prbb.g_01656	Prap.g_00076
OG0000949	Prbb.g_01657	Prap.g_00077
OG0000950	Prbb.g_02044	Prap.g_01598
OG0000951	Prbb.g_01668	Prap.g_00104
OG0000952	Prbb.g_01669	Prap.g_00105
OG0000953	Prbb.g_01670	Prap.g_00106
OG0000954	Prbb.g_01671	Prap.g_00107
OG0000955	Prbb.g_01672	Prap.g_00108
OG0000956	Prbb.g_01674	Prap.g_00110
OG0000957	Prbb.g_01675	Prap.g_00111
OG0000958	Prbb.g_01676	Prap.g_00112
OG0000959	Prbb.g_01677	Prap.g_00113
OG0000960	Prbb.g_01678	Prap.g_00114
OG0000961	Prbb.g_01679	Prap.g_00115
OG0000962	Prbb.g_01680	Prap.g_00116
OG0000963	Prbb.g_01681	Prap.g_00117
OG0000964	Prbb.g_01683	Prap.g_00118
OG0000965	Prbb.g_01684	Prap.g_00119
OG0000966	Prbb.g_01685	Prap.g_00120
OG0000967	Prbb.g_01688	Prap.g_00123
OG0000968	Prbb.g_01689	Prap.g_00124
OG0000969	Prbb.g_01690	Prap.g_00125
OG0000970	Prbb.g_01691	Prap.g_00126
OG0000971	Prbb.g_01692	Prap.g_00127
OG0000972	Prbb.g_01693	Prap.g_00128
OG0000973	Prbb.g_01695	Prap.g_00130
OG0000974	Prbb.g_01696	Prap.g_00131
OG0000975	Prbb.g_01697	Prap.g_00132
OG0000976	Prbb.g_01698	Prap.g_00133
OG0000977	Prbb.g_01699	Prap.g_00134
OG0000978	Prbb.g_01700	Prap.g_00135
OG0000979	Prbb.g_01701	Prap.g_00136
OG0000980	Prbb.g_00465	Prap.g_00137
OG0000981	Prbb.g_01702	Prap.g_00138
OG0000982	Prbb.g_01703	Prap.g_00139
OG0000983	Prbb.g_01704	Prap.g_00140
OG0000984	Prbb.g_01707	Prap.g_00144
OG0000985	Prbb.g_01708	Prap.g_00145
OG0000986	Prbb.g_01709	Prap.g_00146
OG0000987	Prbb.g_01711	Prap.g_00148
OG0000988	Prbb.g_01712	Prap.g_00149
OG0000989	Prbb.g_01713	Prap.g_00150
OG0000990	Prbb.g_01714	Prap.g_00151
OG0000991	Prbb.g_01715	Prap.g_00152
OG0000992	Prbb.g_01716	Prap.g_00153
OG0000993	Prbb.g_01717	Prap.g_00154
OG0000994	Prbb.g_01718	Prap.g_00155
OG0000995	Prbb.g_01719	Prap.g_00156
OG0000996	Prbb.g_01720	Prap.g_00157
OG0000997	Prbb.g_01722	Prap.g_00159
OG0000998	Prbb.g_01728	Prap.g_00165
OG0000999	Prbb.g_01731	Prap.g_00167
OG0001000	Prbb.g_01732	Prap.g_00169
OG0001001	Prbb.g_01733	Prap.g_00171
OG0001002	Prbb.g_01735	Prap.g_00173
OG0001003	Prbb.g_01736	Prap.g_00174
OG0001004	Prbb.g_01737	Prap.g_00175
OG0001005	Prbb.g_01738	Prap.g_00176
OG0001006	Prbb.g_01740	Prap.g_00178
OG0001007	Prbb.g_01741	Prap.g_00179
OG0001008	Prbb.g_01742	Prap.g_00180
OG0001009	Prbb.g_01744	Prap.g_00181
OG0001010	Prbb.g_01745	Prap.g_00182
OG0001011	Prbb.g_01746	Prap.g_00183
OG0001012	Prbb.g_01747	Prap.g_00184
OG0001013	Prbb.g_01748	Prap.g_00185
OG0001014	Prbb.g_01749	Prap.g_00186
OG0001015	Prbb.g_01750	Prap.g_00187
OG0001016	Prbb.g_01751	Prap.g_00188
OG0001017	Prbb.g_01752	Prap.g_00189
OG0001018	Prbb.g_01753	Prap.g_00190
OG0001019	Prbb.g_01754	Prap.g_00191
OG0001020	Prbb.g_01755	Prap.g_00192
OG0001021	Prbb.g_01756	Prap.g_00193
OG0001022	Prbb.g_01757	Prap.g_00194
OG0001023	Prbb.g_01758	Prap.g_00195
OG0001024	Prbb.g_01760	Prap.g_00197
OG0001025	Prbb.g_01761	Prap.g_00198
OG0001026	Prbb.g_01762	Prap.g_00199
OG0001027	Prbb.g_01763	Prap.g_00200
OG0001028	Prbb.g_01765	Prap.g_00203
OG0001029	Prbb.g_01766	Prap.g_00204
OG0001030	Prbb.g_01769	Prap.g_00207
OG0001031	Prbb.g_01770	Prap.g_00208
OG0001032	Prbb.g_01555	Prap.g_01836
OG0001033	Prbb.g_01659	Prap.g_01139
OG0001034	Prbb.g_00799	Prap.g_00768
OG0001035	Prbb.g_01817	Prap.g_01786
OG0001036	Prbb.g_01818	Prap.g_01785
OG0001037	Prbb.g_01824	Prap.g_01778
OG0001038	Prbb.g_01825	Prap.g_01777
OG0001039	Prbb.g_01826	Prap.g_01776
OG0001040	Prbb.g_01827	Prap.g_01775
OG0001041	Prbb.g_01828	Prap.g_01773
OG0001042	Prbb.g_01829	Prap.g_01772
OG0001043	Prbb.g_01830	Prap.g_01771
OG0001044	Prbb.g_01831	Prap.g_01770
OG0001045	Prbb.g_01832	Prap.g_01769
OG0001046	Prbb.g_01833	Prap.g_01767
OG0001047	Prbb.g_01834	Prap.g_01766
OG0001048	Prbb.g_01835	Prap.g_01765
OG0001049	Prbb.g_01836	Prap.g_01764
OG0001050	Prbb.g_01837	Prap.g_01763
OG0001051	Prbb.g_01838	Prap.g_01762
OG0001052	Prbb.g_01839	Prap.g_01761
OG0001053	Prbb.g_01840	Prap.g_01760
OG0001054	Prbb.g_01841	Prap.g_01759
OG0001055	Prbb.g_01842	Prap.g_01758
OG0001056	Prbb.g_01843	Prap.g_01757
OG0001057	Prbb.g_01845	Prap.g_01754
OG0001058	Prbb.g_01846	Prap.g_01753
OG0001059	Prbb.g_01847	Prap.g_01752
OG0001060	Prbb.g_01848	Prap.g_01751
OG0001061	Prbb.g_01849	Prap.g_01750
OG0001062	Prbb.g_01851	Prap.g_01749
OG0001063	Prbb.g_01852	Prap.g_01748
OG0001064	Prbb.g_01853	Prap.g_01747
OG0001065	Prbb.g_01854	Prap.g_01746
OG0001066	Prbb.g_01855	Prap.g_01745
OG0001067	Prbb.g_01856	Prap.g_01744
OG0001068	Prbb.g_01857	Prap.g_01743
OG0001069	Prbb.g_01859	Prap.g_01740
OG0001070	Prbb.g_01861	Prap.g_01738
OG0001071	Prbb.g_01862	Prap.g_01737
OG0001072	Prbb.g_01863	Prap.g_01736
OG0001073	Prbb.g_01864	Prap.g_01735
OG0001074	Prbb.g_01865	Prap.g_01734
OG0001075	Prbb.g_01867	Prap.g_01732
OG0001076	Prbb.g_01869	Prap.g_01730
OG0001077	Prbb.g_01870	Prap.g_01729
OG0001078	Prbb.g_01871	Prap.g_01728
OG0001079	Prbb.g_01872	Prap.g_01727
OG0001080	Prbb.g_01873	Prap.g_01726
OG0001081	Prbb.g_01874	Prap.g_01725
OG0001082	Prbb.g_01875	Prap.g_01724
OG0001083	Prbb.g_01876	Prap.g_01723
OG0001084	Prbb.g_01877	Prap.g_01722
OG0001085	Prbb.g_01878	Prap.g_01721
OG0001086	Prbb.g_01922	Prap.g_01715
OG0001087	Prbb.g_01924	Prap.g_01713
OG0001088	Prbb.g_01925	Prap.g_01712
OG0001089	Prbb.g_01927	Prap.g_01709
OG0001090	Prbb.g_01928	Prap.g_01708
OG0001091	Prbb.g_01929	Prap.g_01707
OG0001092	Prbb.g_01930	Prap.g_01706
OG0001093	Prbb.g_01931	Prap.g_01705
OG0001094	Prbb.g_01932	Prap.g_01704
OG0001095	Prbb.g_01933	Prap.g_01703
OG0001096	Prbb.g_01934	Prap.g_01702
OG0001097	Prbb.g_01935	Prap.g_01701
OG0001098	Prbb.g_01936	Prap.g_01700
OG0001099	Prbb.g_01937	Prap.g_01699
OG0001100	Prbb.g_01938	Prap.g_01698
OG0001101	Prbb.g_01939	Prap.g_01697
