Orthogroup	Syaf	Prbe
OG0000543	Syaf.g_02689	Prbe.g_00626
OG0000544	Syaf.g_02688	Prbe.g_00625
OG0000545	Syaf.g_02686	Prbe.g_00623
OG0000546	Syaf.g_02684	Prbe.g_00620
OG0000547	Syaf.g_02682	Prbe.g_00618
OG0000548	Syaf.g_02681	Prbe.g_00617
OG0000549	Syaf.g_02676	Prbe.g_00615
OG0000550	Syaf.g_02671	Prbe.g_00611
OG0000551	Syaf.g_02666	Prbe.g_00608
OG0000552	Syaf.g_02665	Prbe.g_00607
OG0000553	Syaf.g_02663	Prbe.g_00606
OG0000554	Syaf.g_02653	Prbe.g_00601
OG0000555	Syaf.g_02635	Prbe.g_00593
OG0000556	Syaf.g_02630	Prbe.g_00591
OG0000557	Syaf.g_02628	Prbe.g_00590
OG0000558	Syaf.g_02626	Prbe.g_00588
OG0000559	Syaf.g_02622	Prbe.g_00584
OG0000560	Syaf.g_02619	Prbe.g_00581
OG0000561	Syaf.g_02618	Prbe.g_00580
OG0000562	Syaf.g_02617	Prbe.g_00579
OG0000563	Syaf.g_02616	Prbe.g_00578
OG0000564	Syaf.g_02615	Prbe.g_00577
OG0000565	Syaf.g_02612	Prbe.g_00575
OG0000566	Syaf.g_02608	Prbe.g_00571
OG0000567	Syaf.g_02604	Prbe.g_00567
OG0000568	Syaf.g_02599	Prbe.g_00566
OG0000569	Syaf.g_02596	Prbe.g_00565
OG0000570	Syaf.g_02595	Prbe.g_00564
OG0000571	Syaf.g_02591	Prbe.g_00562
OG0000572	Syaf.g_02575	Prbe.g_00548
OG0000573	Syaf.g_02567	Prbe.g_00542
OG0000574	Syaf.g_02566	Prbe.g_00541
OG0000575	Syaf.g_02562	Prbe.g_00537
OG0000576	Syaf.g_02560	Prbe.g_00535
OG0000577	Syaf.g_02559	Prbe.g_00534
OG0000578	Syaf.g_02558	Prbe.g_00533
OG0000579	Syaf.g_02557	Prbe.g_00532
OG0000580	Syaf.g_02556	Prbe.g_00531
OG0000581	Syaf.g_02550	Prbe.g_00528
OG0000582	Syaf.g_02374	Prbe.g_00525
OG0000583	Syaf.g_02373	Prbe.g_00524
OG0000584	Syaf.g_02372	Prbe.g_00523
OG0000585	Syaf.g_02370	Prbe.g_00521
OG0000586	Syaf.g_02369	Prbe.g_00520
OG0000587	Syaf.g_02367	Prbe.g_00519
OG0000588	Syaf.g_02350	Prbe.g_00515
OG0000589	Syaf.g_02340	Prbe.g_00513
OG0000590	Syaf.g_02339	Prbe.g_00512
OG0000591	Syaf.g_02331	Prbe.g_00508
OG0000592	Syaf.g_02330	Prbe.g_00507
OG0000593	Syaf.g_02314	Prbe.g_01488
OG0000594	Syaf.g_02313	Prbe.g_01487
OG0000595	Syaf.g_02312	Prbe.g_01486
OG0000596	Syaf.g_02307	Prbe.g_01482
OG0000597	Syaf.g_02304	Prbe.g_01479
OG0000598	Syaf.g_02303	Prbe.g_01478
OG0000599	Syaf.g_02300	Prbe.g_01475
OG0000600	Syaf.g_02299	Prbe.g_01474
OG0000601	Syaf.g_02298	Prbe.g_01473
OG0000602	Syaf.g_02293	Prbe.g_01471
OG0000603	Syaf.g_02292	Prbe.g_01470
OG0000604	Syaf.g_02289	Prbe.g_01469
OG0000605	Syaf.g_01734	Prbe.g_01468
OG0000606	Syaf.g_02145	Prbe.g_01465
OG0000607	Syaf.g_02142	Prbe.g_01462
OG0000608	Syaf.g_02141	Prbe.g_01461
OG0000609	Syaf.g_02139	Prbe.g_01460
OG0000610	Syaf.g_02132	Prbe.g_01454
OG0000611	Syaf.g_02129	Prbe.g_01451
OG0000612	Syaf.g_02128	Prbe.g_01450
OG0000613	Syaf.g_00315	Prbe.g_00447
OG0000614	Syaf.g_01469	Prbe.g_00468
OG0000615	Syaf.g_02085	Prbe.g_01209
OG0000616	Syaf.g_00518	Prbe.g_01197
OG0000617	Syaf.g_01975	Prbe.g_01434
OG0000618	Syaf.g_01974	Prbe.g_01433
OG0000619	Syaf.g_01973	Prbe.g_01432
OG0000620	Syaf.g_01966	Prbe.g_01429
OG0000621	Syaf.g_01965	Prbe.g_01428
OG0000622	Syaf.g_01964	Prbe.g_01427
OG0000623	Syaf.g_01963	Prbe.g_01426
OG0000624	Syaf.g_01961	Prbe.g_01424
OG0000625	Syaf.g_01960	Prbe.g_01423
OG0000626	Syaf.g_01959	Prbe.g_01422
OG0000627	Syaf.g_01782	Prbe.g_01421
OG0000628	Syaf.g_01783	Prbe.g_01420
OG0000629	Syaf.g_01786	Prbe.g_01419
OG0000630	Syaf.g_01790	Prbe.g_01416
OG0000631	Syaf.g_01801	Prbe.g_01323
OG0000632	Syaf.g_01802	Prbe.g_01324
OG0000633	Syaf.g_01803	Prbe.g_01325
OG0000634	Syaf.g_02053	Prbe.g_01218
OG0000635	Syaf.g_02052	Prbe.g_01219
OG0000636	Syaf.g_02050	Prbe.g_01221
OG0000637	Syaf.g_02048	Prbe.g_01223
OG0000638	Syaf.g_02047	Prbe.g_01224
OG0000639	Syaf.g_02046	Prbe.g_01225
OG0000640	Syaf.g_02045	Prbe.g_01226
OG0000641	Syaf.g_02041	Prbe.g_01230
OG0000642	Syaf.g_02040	Prbe.g_01231
OG0000643	Syaf.g_02038	Prbe.g_01232
OG0000644	Syaf.g_02037	Prbe.g_01233
OG0000645	Syaf.g_02035	Prbe.g_01234
OG0000646	Syaf.g_02032	Prbe.g_01236
OG0000647	Syaf.g_02030	Prbe.g_01238
OG0000648	Syaf.g_02027	Prbe.g_01240
OG0000649	Syaf.g_02026	Prbe.g_01241
OG0000650	Syaf.g_02025	Prbe.g_01242
OG0000651	Syaf.g_02024	Prbe.g_01243
OG0000652	Syaf.g_02023	Prbe.g_01244
OG0000653	Syaf.g_02021	Prbe.g_01246
OG0000654	Syaf.g_02020	Prbe.g_01247
OG0000655	Syaf.g_02019	Prbe.g_01248
OG0000656	Syaf.g_02016	Prbe.g_01251
OG0000657	Syaf.g_01384	Prbe.g_01259
OG0000658	Syaf.g_01381	Prbe.g_01261
OG0000659	Syaf.g_01380	Prbe.g_01262
OG0000660	Syaf.g_01376	Prbe.g_01266
OG0000661	Syaf.g_01374	Prbe.g_01268
OG0000662	Syaf.g_01372	Prbe.g_01270
OG0000663	Syaf.g_01369	Prbe.g_01272
OG0000664	Syaf.g_01368	Prbe.g_01273
OG0000665	Syaf.g_00980	Prbe.g_01279
OG0000666	Syaf.g_01733	Prbe.g_01280
OG0000667	Syaf.g_01635	Prbe.g_01284
OG0000668	Syaf.g_01928	Prbe.g_00105
OG0000669	Syaf.g_02112	Prbe.g_00406
OG0000670	Syaf.g_02769	Prbe.g_00409
OG0000671	Syaf.g_02108	Prbe.g_00412
OG0000672	Syaf.g_02105	Prbe.g_00415
OG0000673	Syaf.g_02102	Prbe.g_00418
OG0000674	Syaf.g_02100	Prbe.g_00420
OG0000675	Syaf.g_02099	Prbe.g_00421
OG0000676	Syaf.g_02097	Prbe.g_00423
OG0000677	Syaf.g_02096	Prbe.g_00424
OG0000678	Syaf.g_02092	Prbe.g_00426
OG0000679	Syaf.g_02083	Prbe.g_00430
OG0000680	Syaf.g_02082	Prbe.g_00431
OG0000681	Syaf.g_02079	Prbe.g_00434
OG0000682	Syaf.g_02078	Prbe.g_00435
OG0000683	Syaf.g_02077	Prbe.g_00436
OG0000684	Syaf.g_02072	Prbe.g_00438
OG0000685	Syaf.g_02070	Prbe.g_00440
OG0000686	Syaf.g_02069	Prbe.g_00441
OG0000687	Syaf.g_02068	Prbe.g_00442
OG0000688	Syaf.g_02063	Prbe.g_01446
OG0000689	Syaf.g_02061	Prbe.g_01445
OG0000690	Syaf.g_02060	Prbe.g_01444
OG0000691	Syaf.g_02059	Prbe.g_01443
OG0000692	Syaf.g_02058	Prbe.g_01441
OG0000693	Syaf.g_02057	Prbe.g_01440
OG0000694	Syaf.g_02056	Prbe.g_01439
OG0000695	Syaf.g_01805	Prbe.g_01327
OG0000696	Syaf.g_01806	Prbe.g_01328
OG0000697	Syaf.g_01808	Prbe.g_01329
OG0000698	Syaf.g_01811	Prbe.g_01332
OG0000699	Syaf.g_01813	Prbe.g_01333
OG0000700	Syaf.g_01814	Prbe.g_01334
OG0000701	Syaf.g_01815	Prbe.g_01335
OG0000702	Syaf.g_01843	Prbe.g_01337
OG0000703	Syaf.g_01844	Prbe.g_01338
OG0000704	Syaf.g_01846	Prbe.g_01340
OG0000705	Syaf.g_01853	Prbe.g_01343
OG0000706	Syaf.g_01854	Prbe.g_01344
OG0000707	Syaf.g_01855	Prbe.g_01345
OG0000708	Syaf.g_01858	Prbe.g_01347
OG0000709	Syaf.g_01867	Prbe.g_01351
OG0000710	Syaf.g_01878	Prbe.g_01354
OG0000711	Syaf.g_01908	Prbe.g_01372
OG0000712	Syaf.g_01910	Prbe.g_01373
OG0000713	Syaf.g_01911	Prbe.g_01374
OG0000714	Syaf.g_01913	Prbe.g_01375
OG0000715	Syaf.g_01915	Prbe.g_01377
OG0000716	Syaf.g_01919	Prbe.g_01379
OG0000717	Syaf.g_01920	Prbe.g_01380
OG0000718	Syaf.g_01924	Prbe.g_01384
OG0000719	Syaf.g_01926	Prbe.g_01386
OG0000720	Syaf.g_01939	Prbe.g_01398
OG0000721	Syaf.g_01941	Prbe.g_01402
OG0000722	Syaf.g_01942	Prbe.g_01403
OG0000723	Syaf.g_01957	Prbe.g_01407
OG0000724	Syaf.g_01418	Prbe.g_01302
OG0000725	Syaf.g_01445	Prbe.g_01296
OG0000726	Syaf.g_01446	Prbe.g_01295
OG0000727	Syaf.g_01447	Prbe.g_01294
OG0000728	Syaf.g_01449	Prbe.g_01292
OG0000729	Syaf.g_00405	Prbe.g_00915
OG0000730	Syaf.g_00026	Prbe.g_01591
OG0000731	Syaf.g_00014	Prbe.g_01898
OG0000732	Syaf.g_00444	Prbe.g_01148
OG0000733	Syaf.g_00615	Prbe.g_00042
OG0000734	Syaf.g_00895	Prbe.g_01565
OG0000735	Syaf.g_01273	Prbe.g_01563
OG0000736	Syaf.g_01274	Prbe.g_01562
OG0000737	Syaf.g_01275	Prbe.g_01561
OG0000738	Syaf.g_01280	Prbe.g_01557
OG0000739	Syaf.g_01281	Prbe.g_01556
OG0000740	Syaf.g_01282	Prbe.g_01555
OG0000741	Syaf.g_01285	Prbe.g_01553
OG0000742	Syaf.g_01287	Prbe.g_01550
OG0000743	Syaf.g_01289	Prbe.g_01548
OG0000744	Syaf.g_01290	Prbe.g_01547
OG0000745	Syaf.g_01293	Prbe.g_01546
OG0000746	Syaf.g_01295	Prbe.g_01544
OG0000747	Syaf.g_01296	Prbe.g_01543
OG0000748	Syaf.g_01307	Prbe.g_01539
OG0000749	Syaf.g_01309	Prbe.g_01538
OG0000750	Syaf.g_01310	Prbe.g_01537
OG0000751	Syaf.g_01317	Prbe.g_01534
OG0000752	Syaf.g_01319	Prbe.g_01532
OG0000753	Syaf.g_01322	Prbe.g_01530
OG0000754	Syaf.g_01611	Prbe.g_01527
OG0000755	Syaf.g_01599	Prbe.g_01521
OG0000756	Syaf.g_01598	Prbe.g_01520
OG0000757	Syaf.g_01590	Prbe.g_01513
OG0000758	Syaf.g_01589	Prbe.g_01512
OG0000759	Syaf.g_01588	Prbe.g_01511
OG0000760	Syaf.g_01587	Prbe.g_01510
OG0000761	Syaf.g_01586	Prbe.g_01509
OG0000762	Syaf.g_01584	Prbe.g_01508
OG0000763	Syaf.g_01582	Prbe.g_01506
OG0000764	Syaf.g_01581	Prbe.g_01505
OG0000765	Syaf.g_01564	Prbe.g_01497
OG0000766	Syaf.g_01563	Prbe.g_01496
OG0000767	Syaf.g_01561	Prbe.g_01494
OG0000768	Syaf.g_01560	Prbe.g_01493
OG0000769	Syaf.g_01558	Prbe.g_01491
OG0000770	Syaf.g_01553	Prbe.g_00502
OG0000771	Syaf.g_01411	Prbe.g_00215
OG0000772	Syaf.g_01705	Prbe.g_01128
OG0000773	Syaf.g_01268	Prbe.g_00902
OG0000774	Syaf.g_01263	Prbe.g_00900
OG0000775	Syaf.g_01261	Prbe.g_00898
OG0000776	Syaf.g_01260	Prbe.g_00897
OG0000777	Syaf.g_01259	Prbe.g_00896
OG0000778	Syaf.g_01258	Prbe.g_00895
OG0000779	Syaf.g_01252	Prbe.g_00891
OG0000780	Syaf.g_01249	Prbe.g_00890
OG0000781	Syaf.g_01245	Prbe.g_00886
OG0000782	Syaf.g_01244	Prbe.g_00885
OG0000783	Syaf.g_01243	Prbe.g_00884
OG0000784	Syaf.g_01242	Prbe.g_00883
OG0000785	Syaf.g_01240	Prbe.g_00881
OG0000786	Syaf.g_02546	Prbe.g_00878
OG0000787	Syaf.g_02547	Prbe.g_00877
OG0000788	Syaf.g_02297	Prbe.g_00634
OG0000789	Syaf.g_01750	Prbe.g_00212
OG0000790	Syaf.g_02738	Prbe.g_00368
OG0000791	Syaf.g_02740	Prbe.g_00366
OG0000792	Syaf.g_02741	Prbe.g_00365
OG0000793	Syaf.g_02746	Prbe.g_00362
OG0000794	Syaf.g_02747	Prbe.g_00361
OG0000795	Syaf.g_02748	Prbe.g_00360
OG0000796	Syaf.g_02752	Prbe.g_00356
OG0000797	Syaf.g_02753	Prbe.g_00355
OG0000799	Syaf.g_02380	Prbe.g_00328
OG0000800	Syaf.g_02383	Prbe.g_00327
OG0000801	Syaf.g_02384	Prbe.g_00326
OG0000802	Syaf.g_02388	Prbe.g_00324
OG0000803	Syaf.g_02393	Prbe.g_00322
OG0000804	Syaf.g_02396	Prbe.g_00321
OG0000805	Syaf.g_02398	Prbe.g_00319
OG0000806	Syaf.g_02405	Prbe.g_00317
OG0000807	Syaf.g_02406	Prbe.g_00316
OG0000808	Syaf.g_02407	Prbe.g_00315
OG0000809	Syaf.g_02410	Prbe.g_00313
OG0000810	Syaf.g_02411	Prbe.g_00312
OG0000811	Syaf.g_02420	Prbe.g_00308
OG0000812	Syaf.g_02422	Prbe.g_00306
OG0000813	Syaf.g_02423	Prbe.g_00305
OG0000814	Syaf.g_02425	Prbe.g_00303
OG0000815	Syaf.g_02426	Prbe.g_00302
OG0000816	Syaf.g_02428	Prbe.g_00300
OG0000817	Syaf.g_02429	Prbe.g_00299
OG0000818	Syaf.g_02442	Prbe.g_00294
OG0000819	Syaf.g_02443	Prbe.g_00293
OG0000820	Syaf.g_02444	Prbe.g_00292
OG0000821	Syaf.g_02450	Prbe.g_00288
OG0000822	Syaf.g_02452	Prbe.g_00287
OG0000823	Syaf.g_02453	Prbe.g_00286
OG0000824	Syaf.g_02459	Prbe.g_00283
OG0000825	Syaf.g_02460	Prbe.g_00282
OG0000826	Syaf.g_02461	Prbe.g_00281
OG0000827	Syaf.g_02462	Prbe.g_00280
OG0000828	Syaf.g_02465	Prbe.g_00277
OG0000829	Syaf.g_02466	Prbe.g_00276
OG0000830	Syaf.g_02467	Prbe.g_00275
OG0000831	Syaf.g_02470	Prbe.g_00273
OG0000832	Syaf.g_01109	Prbe.g_00263
OG0000833	Syaf.g_01100	Prbe.g_00254
OG0000834	Syaf.g_01098	Prbe.g_00253
OG0000835	Syaf.g_01097	Prbe.g_00252
OG0000836	Syaf.g_01093	Prbe.g_00251
OG0000837	Syaf.g_01091	Prbe.g_00250
OG0000838	Syaf.g_01087	Prbe.g_00248
OG0000839	Syaf.g_01086	Prbe.g_00247
OG0000840	Syaf.g_01085	Prbe.g_00246
OG0000841	Syaf.g_01084	Prbe.g_00245
OG0000842	Syaf.g_01083	Prbe.g_00244
OG0000843	Syaf.g_01082	Prbe.g_00243
OG0000844	Syaf.g_01080	Prbe.g_00242
OG0000845	Syaf.g_01079	Prbe.g_00241
OG0000846	Syaf.g_01078	Prbe.g_00240
OG0000847	Syaf.g_01077	Prbe.g_00239
OG0000848	Syaf.g_01075	Prbe.g_00238
OG0000849	Syaf.g_01074	Prbe.g_00237
OG0000850	Syaf.g_01072	Prbe.g_00235
OG0000851	Syaf.g_01061	Prbe.g_00234
OG0000852	Syaf.g_01060	Prbe.g_00233
OG0000853	Syaf.g_01056	Prbe.g_00227
OG0000854	Syaf.g_01054	Prbe.g_00225
OG0000855	Syaf.g_01053	Prbe.g_00224
OG0000856	Syaf.g_02328	Prbe.g_00505
OG0000857	Syaf.g_02031	Prbe.g_01237
OG0000858	Syaf.g_01047	Prbe.g_00992
OG0000859	Syaf.g_01046	Prbe.g_00991
OG0000860	Syaf.g_01031	Prbe.g_00983
OG0000861	Syaf.g_01030	Prbe.g_00982
OG0000862	Syaf.g_01029	Prbe.g_00981
OG0000863	Syaf.g_01026	Prbe.g_00979
OG0000864	Syaf.g_01025	Prbe.g_00978
OG0000865	Syaf.g_01024	Prbe.g_00977
OG0000866	Syaf.g_01023	Prbe.g_00976
OG0000867	Syaf.g_01022	Prbe.g_00975
OG0000868	Syaf.g_01019	Prbe.g_00973
OG0000869	Syaf.g_01014	Prbe.g_00970
OG0000870	Syaf.g_01009	Prbe.g_00965
OG0000871	Syaf.g_01008	Prbe.g_00964
OG0000872	Syaf.g_01001	Prbe.g_00963
OG0000873	Syaf.g_00998	Prbe.g_00960
OG0000874	Syaf.g_01002	Prbe.g_00957
OG0000875	Syaf.g_00996	Prbe.g_00956
OG0000876	Syaf.g_01198	Prbe.g_00955
OG0000877	Syaf.g_01188	Prbe.g_00953
OG0000878	Syaf.g_01187	Prbe.g_00952
OG0000879	Syaf.g_01186	Prbe.g_00951
OG0000880	Syaf.g_01185	Prbe.g_00950
OG0000881	Syaf.g_01179	Prbe.g_00946
OG0000882	Syaf.g_01174	Prbe.g_00941
OG0000883	Syaf.g_01172	Prbe.g_00939
OG0000884	Syaf.g_01170	Prbe.g_00937
OG0000885	Syaf.g_01169	Prbe.g_00936
OG0000886	Syaf.g_01168	Prbe.g_00935
OG0000887	Syaf.g_01167	Prbe.g_00934
OG0000888	Syaf.g_01165	Prbe.g_00932
OG0000889	Syaf.g_01163	Prbe.g_00930
OG0000890	Syaf.g_01157	Prbe.g_00929
OG0000891	Syaf.g_01156	Prbe.g_00928
OG0000892	Syaf.g_01154	Prbe.g_00926
OG0000893	Syaf.g_00178	Prbe.g_00922
OG0000894	Syaf.g_00175	Prbe.g_00919
OG0000895	Syaf.g_00171	Prbe.g_01111
OG0000896	Syaf.g_00170	Prbe.g_01110
OG0000897	Syaf.g_00168	Prbe.g_01108
OG0000898	Syaf.g_00167	Prbe.g_01107
OG0000899	Syaf.g_00166	Prbe.g_01106
OG0000900	Syaf.g_00165	Prbe.g_01105
OG0000901	Syaf.g_00160	Prbe.g_01102
OG0000902	Syaf.g_00158	Prbe.g_01100
OG0000903	Syaf.g_00141	Prbe.g_01096
OG0000904	Syaf.g_00146	Prbe.g_01092
OG0000905	Syaf.g_00151	Prbe.g_01098
OG0000906	Syaf.g_00154	Prbe.g_01099
OG0000907	Syaf.g_00139	Prbe.g_01089
OG0000908	Syaf.g_00136	Prbe.g_01086
OG0000909	Syaf.g_00135	Prbe.g_01085
OG0000910	Syaf.g_00134	Prbe.g_01084
OG0000911	Syaf.g_00132	Prbe.g_01082
OG0000912	Syaf.g_00131	Prbe.g_01081
OG0000913	Syaf.g_00130	Prbe.g_01080
OG0000914	Syaf.g_00129	Prbe.g_01079
OG0000915	Syaf.g_00127	Prbe.g_01078
OG0000916	Syaf.g_00126	Prbe.g_00867
OG0000917	Syaf.g_00125	Prbe.g_00866
OG0000918	Syaf.g_00124	Prbe.g_00865
OG0000919	Syaf.g_00123	Prbe.g_00864
OG0000920	Syaf.g_00122	Prbe.g_00863
OG0000921	Syaf.g_00121	Prbe.g_00862
OG0000922	Syaf.g_00120	Prbe.g_00861
OG0000923	Syaf.g_00116	Prbe.g_00857
OG0000924	Syaf.g_00115	Prbe.g_00856
OG0000925	Syaf.g_00114	Prbe.g_00855
OG0000926	Syaf.g_00113	Prbe.g_00854
OG0000927	Syaf.g_00111	Prbe.g_00852
OG0000928	Syaf.g_00110	Prbe.g_00851
OG0000929	Syaf.g_00109	Prbe.g_00850
OG0000930	Syaf.g_00108	Prbe.g_00849
OG0000931	Syaf.g_00107	Prbe.g_00848
OG0000932	Syaf.g_00106	Prbe.g_00847
OG0000933	Syaf.g_00100	Prbe.g_00843
OG0000934	Syaf.g_00098	Prbe.g_00841
OG0000935	Syaf.g_00097	Prbe.g_00840
OG0000936	Syaf.g_00096	Prbe.g_00839
OG0000937	Syaf.g_00095	Prbe.g_00838
OG0000938	Syaf.g_00092	Prbe.g_00835
OG0000939	Syaf.g_00091	Prbe.g_00834
OG0000940	Syaf.g_00084	Prbe.g_00827
OG0000941	Syaf.g_00082	Prbe.g_00825
OG0000942	Syaf.g_00080	Prbe.g_00823
OG0000943	Syaf.g_00079	Prbe.g_00822
OG0000944	Syaf.g_00077	Prbe.g_00820
OG0000945	Syaf.g_00075	Prbe.g_00819
OG0000946	Syaf.g_00070	Prbe.g_00814
OG0000947	Syaf.g_00067	Prbe.g_00812
OG0000948	Syaf.g_00066	Prbe.g_00811
OG0000949	Syaf.g_00337	Prbe.g_00808
OG0000950	Syaf.g_00351	Prbe.g_00801
OG0000951	Syaf.g_00358	Prbe.g_00797
OG0000952	Syaf.g_00363	Prbe.g_00793
OG0000953	Syaf.g_00367	Prbe.g_00789
OG0000954	Syaf.g_00372	Prbe.g_00785
OG0000955	Syaf.g_00373	Prbe.g_00784
OG0000956	Syaf.g_00375	Prbe.g_00782
OG0000957	Syaf.g_00386	Prbe.g_00776
OG0000958	Syaf.g_00387	Prbe.g_00775
OG0000959	Syaf.g_00391	Prbe.g_00771
OG0000960	Syaf.g_00392	Prbe.g_00770
OG0000961	Syaf.g_00402	Prbe.g_00767
OG0000962	Syaf.g_00404	Prbe.g_00765
OG0000963	Syaf.g_00409	Prbe.g_00761
OG0000964	Syaf.g_00410	Prbe.g_00760
OG0000965	Syaf.g_00411	Prbe.g_00759
OG0000966	Syaf.g_00421	Prbe.g_00749
OG0000967	Syaf.g_00426	Prbe.g_00753
OG0000968	Syaf.g_00417	Prbe.g_00755
OG0000969	Syaf.g_00423	Prbe.g_00756
OG0000970	Syaf.g_00424	Prbe.g_01134
OG0000971	Syaf.g_00429	Prbe.g_01135
OG0000972	Syaf.g_00430	Prbe.g_01136
OG0000973	Syaf.g_00431	Prbe.g_01137
OG0000974	Syaf.g_00432	Prbe.g_01138
OG0000975	Syaf.g_00433	Prbe.g_01139
OG0000976	Syaf.g_00434	Prbe.g_01140
OG0000977	Syaf.g_00436	Prbe.g_01141
OG0000978	Syaf.g_00437	Prbe.g_01142
OG0000979	Syaf.g_00440	Prbe.g_01145
OG0000980	Syaf.g_00443	Prbe.g_01147
OG0000981	Syaf.g_00446	Prbe.g_01150
OG0000982	Syaf.g_00645	Prbe.g_01152
OG0000983	Syaf.g_00644	Prbe.g_01153
OG0000984	Syaf.g_00643	Prbe.g_01154
OG0000985	Syaf.g_00641	Prbe.g_01157
OG0000986	Syaf.g_00639	Prbe.g_01159
OG0000987	Syaf.g_00637	Prbe.g_01160
OG0000988	Syaf.g_00633	Prbe.g_01163
OG0000989	Syaf.g_00624	Prbe.g_01167
OG0000990	Syaf.g_00606	Prbe.g_01171
OG0000991	Syaf.g_00604	Prbe.g_01172
OG0000992	Syaf.g_00601	Prbe.g_01175
OG0000993	Syaf.g_00600	Prbe.g_01176
OG0000994	Syaf.g_00597	Prbe.g_01177
OG0000995	Syaf.g_00592	Prbe.g_01181
OG0000996	Syaf.g_00543	Prbe.g_01182
OG0000997	Syaf.g_00532	Prbe.g_01185
OG0000998	Syaf.g_00530	Prbe.g_01187
OG0000999	Syaf.g_00529	Prbe.g_01188
OG0001000	Syaf.g_00526	Prbe.g_01191
OG0001001	Syaf.g_00521	Prbe.g_01194
OG0001002	Syaf.g_00515	Prbe.g_01056
OG0001003	Syaf.g_00514	Prbe.g_01057
OG0001004	Syaf.g_00513	Prbe.g_01058
OG0001005	Syaf.g_00510	Prbe.g_01059
OG0001006	Syaf.g_00500	Prbe.g_01063
OG0001007	Syaf.g_00498	Prbe.g_01065
OG0001008	Syaf.g_01215	Prbe.g_01935
OG0001009	Syaf.g_00466	Prbe.g_00127
OG0001010	Syaf.g_00465	Prbe.g_00128
OG0001011	Syaf.g_00463	Prbe.g_00130
OG0001012	Syaf.g_00649	Prbe.g_00144
OG0001013	Syaf.g_00669	Prbe.g_00151
OG0001014	Syaf.g_00691	Prbe.g_00154
OG0001015	Syaf.g_00692	Prbe.g_00156
OG0001016	Syaf.g_00958	Prbe.g_00178
OG0001017	Syaf.g_00952	Prbe.g_00182
OG0001018	Syaf.g_00950	Prbe.g_00184
OG0001019	Syaf.g_00931	Prbe.g_00193
OG0001020	Syaf.g_00926	Prbe.g_01630
OG0001021	Syaf.g_00922	Prbe.g_01631
OG0001022	Syaf.g_00918	Prbe.g_01634
OG0001023	Syaf.g_00917	Prbe.g_01635
OG0001024	Syaf.g_00913	Prbe.g_01639
OG0001025	Syaf.g_00906	Prbe.g_01646
OG0001026	Syaf.g_00893	Prbe.g_01655
OG0001027	Syaf.g_00884	Prbe.g_01656
OG0001028	Syaf.g_00882	Prbe.g_01658
OG0001029	Syaf.g_00880	Prbe.g_01659
OG0001030	Syaf.g_00860	Prbe.g_01675
OG0001031	Syaf.g_00784	Prbe.g_01735
OG0001032	Syaf.g_00781	Prbe.g_01736
OG0001034	Syaf.g_02787	Prbe.g_01788
OG0001035	Syaf.g_00207	Prbe.g_01808
OG0001036	Syaf.g_00212	Prbe.g_01812
OG0001037	Syaf.g_00214	Prbe.g_01813
OG0001038	Syaf.g_00242	Prbe.g_01832
OG0001039	Syaf.g_00245	Prbe.g_01835
OG0001040	Syaf.g_00248	Prbe.g_01837
OG0001041	Syaf.g_00253	Prbe.g_01842
OG0001042	Syaf.g_00275	Prbe.g_01859
OG0001043	Syaf.g_00279	Prbe.g_01860
OG0001044	Syaf.g_00024	Prbe.g_01891
OG0001045	Syaf.g_00011	Prbe.g_01900
OG0001046	Syaf.g_01894	Prbe.g_01033
OG0001047	Syaf.g_01217	Prbe.g_01937
OG0001048	Syaf.g_01218	Prbe.g_01938
OG0001049	Syaf.g_01226	Prbe.g_01940
OG0001050	Syaf.g_01227	Prbe.g_01941
OG0001051	Syaf.g_01228	Prbe.g_01942
OG0001052	Syaf.g_02502	Prbe.g_00662
OG0001053	Syaf.g_02718	Prbe.g_00650
OG0001054	Syaf.g_02701	Prbe.g_00635
OG0001056	Syaf.g_02649	Prbe.g_00599
OG0001057	Syaf.g_02638	Prbe.g_00594
OG0001058	Syaf.g_02624	Prbe.g_00586
OG0001059	Syaf.g_02620	Prbe.g_00582
OG0001060	Syaf.g_02614	Prbe.g_00576
OG0001061	Syaf.g_02590	Prbe.g_00561
OG0001062	Syaf.g_02588	Prbe.g_00559
OG0001063	Syaf.g_02583	Prbe.g_00557
OG0001064	Syaf.g_02582	Prbe.g_00556
OG0001065	Syaf.g_02581	Prbe.g_00555
OG0001066	Syaf.g_02580	Prbe.g_00554
OG0001067	Syaf.g_02579	Prbe.g_00553
OG0001068	Syaf.g_02578	Prbe.g_00552
OG0001069	Syaf.g_02577	Prbe.g_00551
OG0001070	Syaf.g_02574	Prbe.g_00547
OG0001071	Syaf.g_02573	Prbe.g_00546
OG0001072	Syaf.g_02569	Prbe.g_00544
OG0001073	Syaf.g_02555	Prbe.g_00530
OG0001074	Syaf.g_02365	Prbe.g_00518
OG0001075	Syaf.g_02363	Prbe.g_00517
OG0001076	Syaf.g_02337	Prbe.g_00510
OG0001077	Syaf.g_02325	Prbe.g_00504
OG0001078	Syaf.g_02309	Prbe.g_01484
OG0001079	Syaf.g_02296	Prbe.g_01472
OG0001080	Syaf.g_01740	Prbe.g_01466
OG0001081	Syaf.g_02144	Prbe.g_01464
OG0001082	Syaf.g_02143	Prbe.g_01463
