Orthogroup	Syaf	Prbi
OG0000542	Syaf.g_02691	Prbi.g_00508
OG0000543	Syaf.g_02689	Prbi.g_00510
OG0000544	Syaf.g_02688	Prbi.g_00511
OG0000545	Syaf.g_02686	Prbi.g_00513
OG0000546	Syaf.g_02684	Prbi.g_00516
OG0000547	Syaf.g_02682	Prbi.g_00518
OG0000548	Syaf.g_02681	Prbi.g_00519
OG0000549	Syaf.g_02676	Prbi.g_00521
OG0000550	Syaf.g_02671	Prbi.g_00526
OG0000551	Syaf.g_02666	Prbi.g_00530
OG0000552	Syaf.g_02665	Prbi.g_00531
OG0000553	Syaf.g_02663	Prbi.g_00532
OG0000554	Syaf.g_02653	Prbi.g_00537
OG0000555	Syaf.g_02635	Prbi.g_00545
OG0000556	Syaf.g_02630	Prbi.g_00547
OG0000557	Syaf.g_02628	Prbi.g_00548
OG0000558	Syaf.g_02626	Prbi.g_00550
OG0000559	Syaf.g_02622	Prbi.g_00554
OG0000560	Syaf.g_02619	Prbi.g_00557
OG0000561	Syaf.g_02618	Prbi.g_00558
OG0000562	Syaf.g_02617	Prbi.g_00559
OG0000563	Syaf.g_02616	Prbi.g_00560
OG0000564	Syaf.g_02615	Prbi.g_00561
OG0000565	Syaf.g_02612	Prbi.g_00564
OG0000566	Syaf.g_02608	Prbi.g_00566
OG0000567	Syaf.g_02604	Prbi.g_00570
OG0000568	Syaf.g_02599	Prbi.g_00571
OG0000569	Syaf.g_02596	Prbi.g_00572
OG0000570	Syaf.g_02595	Prbi.g_00573
OG0000571	Syaf.g_02591	Prbi.g_00575
OG0000572	Syaf.g_02575	Prbi.g_00588
OG0000573	Syaf.g_02567	Prbi.g_00594
OG0000574	Syaf.g_02566	Prbi.g_00595
OG0000575	Syaf.g_02562	Prbi.g_00599
OG0000576	Syaf.g_02560	Prbi.g_00601
OG0000577	Syaf.g_02559	Prbi.g_00602
OG0000578	Syaf.g_02558	Prbi.g_00603
OG0000579	Syaf.g_02557	Prbi.g_00604
OG0000580	Syaf.g_02556	Prbi.g_00605
OG0000581	Syaf.g_02550	Prbi.g_00607
OG0000582	Syaf.g_02374	Prbi.g_00610
OG0000583	Syaf.g_02373	Prbi.g_00611
OG0000584	Syaf.g_02372	Prbi.g_00612
OG0000585	Syaf.g_02370	Prbi.g_00614
OG0000586	Syaf.g_02369	Prbi.g_00615
OG0000587	Syaf.g_02367	Prbi.g_00616
OG0000588	Syaf.g_02350	Prbi.g_00620
OG0000589	Syaf.g_02340	Prbi.g_00623
OG0000590	Syaf.g_02339	Prbi.g_00624
OG0000591	Syaf.g_02331	Prbi.g_00627
OG0000592	Syaf.g_02330	Prbi.g_00628
OG0000593	Syaf.g_02314	Prbi.g_00635
OG0000594	Syaf.g_02313	Prbi.g_00636
OG0000595	Syaf.g_02312	Prbi.g_00637
OG0000596	Syaf.g_02307	Prbi.g_00641
OG0000597	Syaf.g_02304	Prbi.g_00643
OG0000598	Syaf.g_02303	Prbi.g_00644
OG0000599	Syaf.g_02300	Prbi.g_00647
OG0000600	Syaf.g_02299	Prbi.g_00648
OG0000601	Syaf.g_02298	Prbi.g_00649
OG0000602	Syaf.g_02293	Prbi.g_00651
OG0000603	Syaf.g_02292	Prbi.g_00652
OG0000604	Syaf.g_02289	Prbi.g_00653
OG0000605	Syaf.g_01734	Prbi.g_00654
OG0000606	Syaf.g_02145	Prbi.g_00657
OG0000607	Syaf.g_02142	Prbi.g_00660
OG0000608	Syaf.g_02141	Prbi.g_00661
OG0000609	Syaf.g_02139	Prbi.g_00662
OG0000610	Syaf.g_02132	Prbi.g_00667
OG0000611	Syaf.g_02129	Prbi.g_00670
OG0000612	Syaf.g_02128	Prbi.g_00671
OG0000613	Syaf.g_00315	Prbi.g_00676
OG0000614	Syaf.g_01469	Prbi.g_00695
OG0000615	Syaf.g_02085	Prbi.g_00704
OG0000616	Syaf.g_00518	Prbi.g_00708
OG0000617	Syaf.g_01975	Prbi.g_00751
OG0000618	Syaf.g_01974	Prbi.g_00752
OG0000619	Syaf.g_01973	Prbi.g_00753
OG0000620	Syaf.g_01966	Prbi.g_00756
OG0000621	Syaf.g_01965	Prbi.g_00757
OG0000622	Syaf.g_01964	Prbi.g_00758
OG0000623	Syaf.g_01963	Prbi.g_00759
OG0000624	Syaf.g_01961	Prbi.g_00760
OG0000625	Syaf.g_01960	Prbi.g_00761
OG0000626	Syaf.g_01959	Prbi.g_00762
OG0000627	Syaf.g_01782	Prbi.g_00763
OG0000628	Syaf.g_01783	Prbi.g_00764
OG0000629	Syaf.g_01786	Prbi.g_00765
OG0000630	Syaf.g_01790	Prbi.g_00768
OG0000631	Syaf.g_01801	Prbi.g_00838
OG0000632	Syaf.g_01802	Prbi.g_00839
OG0000633	Syaf.g_01803	Prbi.g_00840
OG0000634	Syaf.g_02053	Prbi.g_00843
OG0000635	Syaf.g_02052	Prbi.g_00844
OG0000636	Syaf.g_02050	Prbi.g_00846
OG0000637	Syaf.g_02048	Prbi.g_00848
OG0000638	Syaf.g_02047	Prbi.g_00849
OG0000639	Syaf.g_02046	Prbi.g_00850
OG0000640	Syaf.g_02045	Prbi.g_00851
OG0000641	Syaf.g_02041	Prbi.g_00855
OG0000642	Syaf.g_02040	Prbi.g_00856
OG0000643	Syaf.g_02038	Prbi.g_00857
OG0000644	Syaf.g_02037	Prbi.g_00858
OG0000645	Syaf.g_02035	Prbi.g_00859
OG0000646	Syaf.g_02032	Prbi.g_00861
OG0000647	Syaf.g_02030	Prbi.g_00862
OG0000648	Syaf.g_02027	Prbi.g_00864
OG0000649	Syaf.g_02026	Prbi.g_00865
OG0000650	Syaf.g_02025	Prbi.g_00866
OG0000651	Syaf.g_02024	Prbi.g_00867
OG0000652	Syaf.g_02023	Prbi.g_00868
OG0000653	Syaf.g_02021	Prbi.g_00870
OG0000654	Syaf.g_02020	Prbi.g_00871
OG0000655	Syaf.g_02019	Prbi.g_00872
OG0000656	Syaf.g_02016	Prbi.g_00875
OG0000657	Syaf.g_01384	Prbi.g_00883
OG0000658	Syaf.g_01381	Prbi.g_00884
OG0000659	Syaf.g_01380	Prbi.g_00885
OG0000660	Syaf.g_01376	Prbi.g_00889
OG0000661	Syaf.g_01374	Prbi.g_00891
OG0000662	Syaf.g_01372	Prbi.g_00893
OG0000663	Syaf.g_01369	Prbi.g_00895
OG0000664	Syaf.g_01368	Prbi.g_00896
OG0000665	Syaf.g_00980	Prbi.g_00900
OG0000666	Syaf.g_01733	Prbi.g_00901
OG0000667	Syaf.g_01635	Prbi.g_00905
OG0000668	Syaf.g_01928	Prbi.g_00934
OG0000669	Syaf.g_02112	Prbi.g_00942
OG0000670	Syaf.g_02769	Prbi.g_00944
OG0000671	Syaf.g_02108	Prbi.g_00946
OG0000672	Syaf.g_02105	Prbi.g_00949
OG0000673	Syaf.g_02102	Prbi.g_00952
OG0000674	Syaf.g_02100	Prbi.g_00954
OG0000675	Syaf.g_02099	Prbi.g_00955
OG0000676	Syaf.g_02097	Prbi.g_00957
OG0000677	Syaf.g_02096	Prbi.g_00958
OG0000678	Syaf.g_02092	Prbi.g_00960
OG0000679	Syaf.g_02083	Prbi.g_00964
OG0000680	Syaf.g_02082	Prbi.g_00965
OG0000681	Syaf.g_02079	Prbi.g_00968
OG0000682	Syaf.g_02078	Prbi.g_00969
OG0000683	Syaf.g_02077	Prbi.g_00970
OG0000684	Syaf.g_02072	Prbi.g_00971
OG0000685	Syaf.g_02070	Prbi.g_00973
OG0000686	Syaf.g_02069	Prbi.g_00974
OG0000687	Syaf.g_02068	Prbi.g_00975
OG0000688	Syaf.g_02063	Prbi.g_00978
OG0000689	Syaf.g_02061	Prbi.g_00979
OG0000690	Syaf.g_02060	Prbi.g_00980
OG0000691	Syaf.g_02059	Prbi.g_00981
OG0000692	Syaf.g_02058	Prbi.g_00983
OG0000693	Syaf.g_02057	Prbi.g_00984
OG0000694	Syaf.g_02056	Prbi.g_00985
OG0000695	Syaf.g_01805	Prbi.g_00987
OG0000696	Syaf.g_01806	Prbi.g_00988
OG0000697	Syaf.g_01808	Prbi.g_00989
OG0000698	Syaf.g_01811	Prbi.g_00992
OG0000699	Syaf.g_01813	Prbi.g_00993
OG0000700	Syaf.g_01814	Prbi.g_00994
OG0000701	Syaf.g_01815	Prbi.g_00995
OG0000702	Syaf.g_01843	Prbi.g_00997
OG0000703	Syaf.g_01844	Prbi.g_00998
OG0000704	Syaf.g_01846	Prbi.g_00999
OG0000705	Syaf.g_01853	Prbi.g_01003
OG0000706	Syaf.g_01854	Prbi.g_01004
OG0000707	Syaf.g_01855	Prbi.g_01005
OG0000708	Syaf.g_01858	Prbi.g_01006
OG0000709	Syaf.g_01867	Prbi.g_01010
OG0000710	Syaf.g_01878	Prbi.g_01013
OG0000711	Syaf.g_01908	Prbi.g_01030
OG0000712	Syaf.g_01910	Prbi.g_01032
OG0000713	Syaf.g_01911	Prbi.g_01033
OG0000714	Syaf.g_01913	Prbi.g_01034
OG0000715	Syaf.g_01915	Prbi.g_01036
OG0000716	Syaf.g_01919	Prbi.g_01038
OG0000717	Syaf.g_01920	Prbi.g_01039
OG0000718	Syaf.g_01924	Prbi.g_01055
OG0000719	Syaf.g_01926	Prbi.g_01057
OG0000720	Syaf.g_01939	Prbi.g_01066
OG0000721	Syaf.g_01941	Prbi.g_01068
OG0000722	Syaf.g_01942	Prbi.g_01069
OG0000723	Syaf.g_01957	Prbi.g_01072
OG0000724	Syaf.g_01418	Prbi.g_01081
OG0000725	Syaf.g_01445	Prbi.g_01087
OG0000726	Syaf.g_01446	Prbi.g_01088
OG0000727	Syaf.g_01447	Prbi.g_01089
OG0000728	Syaf.g_01449	Prbi.g_01091
OG0000729	Syaf.g_00405	Prbi.g_01138
OG0000730	Syaf.g_00026	Prbi.g_01142
OG0000731	Syaf.g_00014	Prbi.g_01146
OG0000732	Syaf.g_00444	Prbi.g_01155
OG0000733	Syaf.g_00615	Prbi.g_01175
OG0000734	Syaf.g_00895	Prbi.g_01192
OG0000735	Syaf.g_01273	Prbi.g_01194
OG0000736	Syaf.g_01274	Prbi.g_01195
OG0000737	Syaf.g_01275	Prbi.g_01196
OG0000738	Syaf.g_01280	Prbi.g_01200
OG0000739	Syaf.g_01281	Prbi.g_01201
OG0000740	Syaf.g_01282	Prbi.g_01202
OG0000741	Syaf.g_01285	Prbi.g_01203
OG0000742	Syaf.g_01287	Prbi.g_01206
OG0000743	Syaf.g_01289	Prbi.g_01208
OG0000744	Syaf.g_01290	Prbi.g_01209
OG0000745	Syaf.g_01293	Prbi.g_01210
OG0000746	Syaf.g_01295	Prbi.g_01212
OG0000747	Syaf.g_01296	Prbi.g_01213
OG0000748	Syaf.g_01307	Prbi.g_01216
OG0000749	Syaf.g_01309	Prbi.g_01217
OG0000750	Syaf.g_01310	Prbi.g_01218
OG0000751	Syaf.g_01317	Prbi.g_01220
OG0000752	Syaf.g_01319	Prbi.g_01222
OG0000753	Syaf.g_01322	Prbi.g_01225
OG0000754	Syaf.g_01611	Prbi.g_01228
OG0000755	Syaf.g_01599	Prbi.g_01231
OG0000756	Syaf.g_01598	Prbi.g_01232
OG0000757	Syaf.g_01590	Prbi.g_01238
OG0000758	Syaf.g_01589	Prbi.g_01239
OG0000759	Syaf.g_01588	Prbi.g_01240
OG0000760	Syaf.g_01587	Prbi.g_01241
OG0000761	Syaf.g_01586	Prbi.g_01242
OG0000762	Syaf.g_01584	Prbi.g_01243
OG0000763	Syaf.g_01582	Prbi.g_01245
OG0000764	Syaf.g_01581	Prbi.g_01246
OG0000765	Syaf.g_01564	Prbi.g_01255
OG0000766	Syaf.g_01563	Prbi.g_01256
OG0000767	Syaf.g_01561	Prbi.g_01258
OG0000768	Syaf.g_01560	Prbi.g_01259
OG0000769	Syaf.g_01558	Prbi.g_01261
OG0000770	Syaf.g_01553	Prbi.g_01263
OG0000771	Syaf.g_01411	Prbi.g_01277
OG0000772	Syaf.g_01705	Prbi.g_01363
OG0000773	Syaf.g_01268	Prbi.g_01382
OG0000774	Syaf.g_01263	Prbi.g_01384
OG0000775	Syaf.g_01261	Prbi.g_01386
OG0000776	Syaf.g_01260	Prbi.g_01387
OG0000777	Syaf.g_01259	Prbi.g_01388
OG0000778	Syaf.g_01258	Prbi.g_01389
OG0000779	Syaf.g_01252	Prbi.g_01393
OG0000780	Syaf.g_01249	Prbi.g_01394
OG0000781	Syaf.g_01245	Prbi.g_01397
OG0000782	Syaf.g_01244	Prbi.g_01398
OG0000783	Syaf.g_01243	Prbi.g_01399
OG0000784	Syaf.g_01242	Prbi.g_01400
OG0000785	Syaf.g_01240	Prbi.g_01402
OG0000786	Syaf.g_02546	Prbi.g_01404
OG0000787	Syaf.g_02547	Prbi.g_01405
OG0000788	Syaf.g_02297	Prbi.g_01426
OG0000789	Syaf.g_01750	Prbi.g_01429
OG0000790	Syaf.g_02738	Prbi.g_01444
OG0000791	Syaf.g_02740	Prbi.g_01446
OG0000792	Syaf.g_02741	Prbi.g_01447
OG0000793	Syaf.g_02746	Prbi.g_01450
OG0000794	Syaf.g_02747	Prbi.g_01451
OG0000795	Syaf.g_02748	Prbi.g_01452
OG0000796	Syaf.g_02752	Prbi.g_01456
OG0000797	Syaf.g_02753	Prbi.g_01457
OG0000799	Syaf.g_02380	Prbi.g_01571
OG0000800	Syaf.g_02383	Prbi.g_01572
OG0000801	Syaf.g_02384	Prbi.g_01573
OG0000802	Syaf.g_02388	Prbi.g_01575
OG0000803	Syaf.g_02393	Prbi.g_01577
OG0000804	Syaf.g_02396	Prbi.g_01578
OG0000805	Syaf.g_02398	Prbi.g_01580
OG0000806	Syaf.g_02405	Prbi.g_01582
OG0000807	Syaf.g_02406	Prbi.g_01583
OG0000808	Syaf.g_02407	Prbi.g_01584
OG0000809	Syaf.g_02410	Prbi.g_01587
OG0000810	Syaf.g_02411	Prbi.g_01588
OG0000811	Syaf.g_02420	Prbi.g_01594
OG0000812	Syaf.g_02422	Prbi.g_01596
OG0000813	Syaf.g_02423	Prbi.g_01597
OG0000814	Syaf.g_02425	Prbi.g_01599
OG0000815	Syaf.g_02426	Prbi.g_01600
OG0000816	Syaf.g_02428	Prbi.g_01602
OG0000817	Syaf.g_02429	Prbi.g_01603
OG0000818	Syaf.g_02442	Prbi.g_01608
OG0000819	Syaf.g_02443	Prbi.g_01609
OG0000820	Syaf.g_02444	Prbi.g_01610
OG0000821	Syaf.g_02450	Prbi.g_01613
OG0000822	Syaf.g_02452	Prbi.g_01614
OG0000823	Syaf.g_02453	Prbi.g_01615
OG0000824	Syaf.g_02459	Prbi.g_01618
OG0000825	Syaf.g_02460	Prbi.g_01619
OG0000826	Syaf.g_02461	Prbi.g_01620
OG0000827	Syaf.g_02462	Prbi.g_01621
OG0000828	Syaf.g_02465	Prbi.g_01624
OG0000829	Syaf.g_02466	Prbi.g_01625
OG0000830	Syaf.g_02467	Prbi.g_01626
OG0000831	Syaf.g_02470	Prbi.g_01628
OG0000832	Syaf.g_01109	Prbi.g_01634
OG0000833	Syaf.g_01100	Prbi.g_01642
OG0000834	Syaf.g_01098	Prbi.g_01643
OG0000835	Syaf.g_01097	Prbi.g_01644
OG0000836	Syaf.g_01093	Prbi.g_01645
OG0000837	Syaf.g_01091	Prbi.g_01646
OG0000838	Syaf.g_01087	Prbi.g_01648
OG0000839	Syaf.g_01086	Prbi.g_01649
OG0000840	Syaf.g_01085	Prbi.g_01650
OG0000841	Syaf.g_01084	Prbi.g_01651
OG0000842	Syaf.g_01083	Prbi.g_01652
OG0000843	Syaf.g_01082	Prbi.g_01653
OG0000844	Syaf.g_01080	Prbi.g_01654
OG0000845	Syaf.g_01079	Prbi.g_01655
OG0000846	Syaf.g_01078	Prbi.g_01656
OG0000847	Syaf.g_01077	Prbi.g_01657
OG0000848	Syaf.g_01075	Prbi.g_01658
OG0000849	Syaf.g_01074	Prbi.g_01659
OG0000850	Syaf.g_01072	Prbi.g_01661
OG0000851	Syaf.g_01061	Prbi.g_01662
OG0000852	Syaf.g_01060	Prbi.g_01663
OG0000853	Syaf.g_01056	Prbi.g_01667
OG0000854	Syaf.g_01054	Prbi.g_01669
OG0000855	Syaf.g_01053	Prbi.g_01670
OG0000856	Syaf.g_02328	Prbi.g_01685
OG0000857	Syaf.g_02031	Prbi.g_01711
OG0000858	Syaf.g_01047	Prbi.g_01781
OG0000859	Syaf.g_01046	Prbi.g_01782
OG0000860	Syaf.g_01031	Prbi.g_01789
OG0000861	Syaf.g_01030	Prbi.g_01790
OG0000862	Syaf.g_01029	Prbi.g_01791
OG0000863	Syaf.g_01026	Prbi.g_01793
OG0000864	Syaf.g_01025	Prbi.g_01794
OG0000865	Syaf.g_01024	Prbi.g_01795
OG0000866	Syaf.g_01023	Prbi.g_01796
OG0000867	Syaf.g_01022	Prbi.g_01797
OG0000868	Syaf.g_01019	Prbi.g_01798
OG0000869	Syaf.g_01014	Prbi.g_01802
OG0000870	Syaf.g_01009	Prbi.g_01807
OG0000871	Syaf.g_01008	Prbi.g_01808
OG0000872	Syaf.g_01001	Prbi.g_01809
OG0000873	Syaf.g_00998	Prbi.g_01812
OG0000874	Syaf.g_01002	Prbi.g_01815
OG0000875	Syaf.g_00996	Prbi.g_01816
OG0000876	Syaf.g_01198	Prbi.g_01817
OG0000877	Syaf.g_01188	Prbi.g_01819
OG0000878	Syaf.g_01187	Prbi.g_01820
OG0000879	Syaf.g_01186	Prbi.g_01821
OG0000880	Syaf.g_01185	Prbi.g_01822
OG0000881	Syaf.g_01179	Prbi.g_01826
OG0000882	Syaf.g_01174	Prbi.g_01831
OG0000883	Syaf.g_01172	Prbi.g_01832
OG0000884	Syaf.g_01170	Prbi.g_01834
OG0000885	Syaf.g_01169	Prbi.g_01835
OG0000886	Syaf.g_01168	Prbi.g_01836
OG0000887	Syaf.g_01167	Prbi.g_01837
OG0000888	Syaf.g_01165	Prbi.g_01839
OG0000889	Syaf.g_01163	Prbi.g_01841
OG0000890	Syaf.g_01157	Prbi.g_01842
OG0000891	Syaf.g_01156	Prbi.g_01843
OG0000892	Syaf.g_01154	Prbi.g_01845
OG0000893	Syaf.g_00178	Prbi.g_01848
OG0000894	Syaf.g_00175	Prbi.g_01850
OG0000895	Syaf.g_00171	Prbi.g_01853
OG0000896	Syaf.g_00170	Prbi.g_01854
OG0000897	Syaf.g_00168	Prbi.g_01856
OG0000898	Syaf.g_00167	Prbi.g_01857
OG0000899	Syaf.g_00166	Prbi.g_01858
OG0000900	Syaf.g_00165	Prbi.g_01859
OG0000901	Syaf.g_00160	Prbi.g_01863
OG0000902	Syaf.g_00158	Prbi.g_01865
OG0000903	Syaf.g_00141	Prbi.g_01868
OG0000904	Syaf.g_00146	Prbi.g_01870
OG0000905	Syaf.g_00151	Prbi.g_01875
OG0000906	Syaf.g_00154	Prbi.g_01876
OG0000907	Syaf.g_00139	Prbi.g_01896
OG0000908	Syaf.g_00136	Prbi.g_01899
OG0000909	Syaf.g_00135	Prbi.g_01900
OG0000910	Syaf.g_00134	Prbi.g_01901
OG0000911	Syaf.g_00132	Prbi.g_01903
OG0000912	Syaf.g_00131	Prbi.g_01904
OG0000913	Syaf.g_00130	Prbi.g_01905
OG0000914	Syaf.g_00129	Prbi.g_01906
OG0000915	Syaf.g_00127	Prbi.g_01907
OG0000916	Syaf.g_00126	Prbi.g_01908
OG0000917	Syaf.g_00125	Prbi.g_01909
OG0000918	Syaf.g_00124	Prbi.g_01910
OG0000919	Syaf.g_00123	Prbi.g_01911
OG0000920	Syaf.g_00122	Prbi.g_01912
OG0000921	Syaf.g_00121	Prbi.g_01913
OG0000922	Syaf.g_00120	Prbi.g_01914
OG0000923	Syaf.g_00116	Prbi.g_01918
OG0000924	Syaf.g_00115	Prbi.g_01919
OG0000925	Syaf.g_00114	Prbi.g_01920
OG0000926	Syaf.g_00113	Prbi.g_01921
OG0000927	Syaf.g_00111	Prbi.g_01923
OG0000928	Syaf.g_00110	Prbi.g_01924
OG0000929	Syaf.g_00109	Prbi.g_01925
OG0000930	Syaf.g_00108	Prbi.g_01926
OG0000931	Syaf.g_00107	Prbi.g_01927
OG0000932	Syaf.g_00106	Prbi.g_01928
OG0000933	Syaf.g_00100	Prbi.g_01932
OG0000934	Syaf.g_00098	Prbi.g_01934
OG0000935	Syaf.g_00097	Prbi.g_01935
OG0000936	Syaf.g_00096	Prbi.g_01936
OG0000937	Syaf.g_00095	Prbi.g_01937
OG0000938	Syaf.g_00092	Prbi.g_01939
OG0000939	Syaf.g_00091	Prbi.g_01940
OG0000940	Syaf.g_00084	Prbi.g_01947
OG0000941	Syaf.g_00082	Prbi.g_01949
OG0000942	Syaf.g_00080	Prbi.g_01951
OG0000943	Syaf.g_00079	Prbi.g_01952
OG0000944	Syaf.g_00077	Prbi.g_01953
OG0000945	Syaf.g_00075	Prbi.g_01954
OG0000946	Syaf.g_00070	Prbi.g_01958
OG0000947	Syaf.g_00067	Prbi.g_01960
OG0000948	Syaf.g_00066	Prbi.g_01961
OG0000949	Syaf.g_00337	Prbi.g_01964
OG0000950	Syaf.g_00351	Prbi.g_01969
OG0000951	Syaf.g_00358	Prbi.g_01973
OG0000952	Syaf.g_00363	Prbi.g_01977
OG0000953	Syaf.g_00367	Prbi.g_01980
OG0000954	Syaf.g_00372	Prbi.g_01984
OG0000955	Syaf.g_00373	Prbi.g_01985
OG0000956	Syaf.g_00375	Prbi.g_01987
OG0000957	Syaf.g_00386	Prbi.g_01992
OG0000958	Syaf.g_00387	Prbi.g_01993
OG0000959	Syaf.g_00391	Prbi.g_01997
OG0000960	Syaf.g_00392	Prbi.g_01998
OG0000961	Syaf.g_00402	Prbi.g_02000
OG0000962	Syaf.g_00404	Prbi.g_02002
OG0000963	Syaf.g_00409	Prbi.g_02006
OG0000964	Syaf.g_00410	Prbi.g_02007
OG0000965	Syaf.g_00411	Prbi.g_02008
OG0000966	Syaf.g_00421	Prbi.g_02027
OG0000967	Syaf.g_00426	Prbi.g_02032
OG0000968	Syaf.g_00417	Prbi.g_02034
OG0000969	Syaf.g_00423	Prbi.g_02035
OG0000970	Syaf.g_00424	Prbi.g_02036
OG0000971	Syaf.g_00429	Prbi.g_02037
OG0000972	Syaf.g_00430	Prbi.g_02038
OG0000973	Syaf.g_00431	Prbi.g_02039
OG0000974	Syaf.g_00432	Prbi.g_02040
OG0000975	Syaf.g_00433	Prbi.g_02041
OG0000976	Syaf.g_00434	Prbi.g_02042
OG0000977	Syaf.g_00436	Prbi.g_02043
OG0000978	Syaf.g_00437	Prbi.g_02044
OG0000979	Syaf.g_00440	Prbi.g_02047
OG0000980	Syaf.g_00443	Prbi.g_02049
OG0000981	Syaf.g_00446	Prbi.g_02051
OG0000982	Syaf.g_00645	Prbi.g_02053
OG0000983	Syaf.g_00644	Prbi.g_02054
OG0000984	Syaf.g_00643	Prbi.g_02055
OG0000985	Syaf.g_00641	Prbi.g_02058
OG0000986	Syaf.g_00639	Prbi.g_02060
OG0000987	Syaf.g_00637	Prbi.g_02061
OG0000988	Syaf.g_00633	Prbi.g_02064
OG0000989	Syaf.g_00624	Prbi.g_02068
OG0000990	Syaf.g_00606	Prbi.g_02071
OG0000991	Syaf.g_00604	Prbi.g_02072
OG0000992	Syaf.g_00601	Prbi.g_02074
OG0000993	Syaf.g_00600	Prbi.g_02075
OG0000994	Syaf.g_00597	Prbi.g_02076
OG0000995	Syaf.g_00592	Prbi.g_02080
OG0000996	Syaf.g_00543	Prbi.g_02081
OG0000997	Syaf.g_00532	Prbi.g_02082
OG0000998	Syaf.g_00530	Prbi.g_02084
OG0000999	Syaf.g_00529	Prbi.g_02085
OG0001000	Syaf.g_00526	Prbi.g_02088
OG0001001	Syaf.g_00521	Prbi.g_02090
OG0001002	Syaf.g_00515	Prbi.g_02094
OG0001003	Syaf.g_00514	Prbi.g_02095
OG0001004	Syaf.g_00513	Prbi.g_02096
OG0001005	Syaf.g_00510	Prbi.g_02097
OG0001006	Syaf.g_00500	Prbi.g_02101
OG0001007	Syaf.g_00498	Prbi.g_02103
OG0001008	Syaf.g_01215	Prbi.g_00438
OG0001009	Syaf.g_00466	Prbi.g_00027
OG0001010	Syaf.g_00465	Prbi.g_00028
OG0001011	Syaf.g_00463	Prbi.g_00029
OG0001012	Syaf.g_00649	Prbi.g_00052
OG0001013	Syaf.g_00669	Prbi.g_00059
OG0001014	Syaf.g_00691	Prbi.g_00062
OG0001015	Syaf.g_00692	Prbi.g_00063
OG0001016	Syaf.g_00958	Prbi.g_00080
OG0001017	Syaf.g_00952	Prbi.g_00084
OG0001018	Syaf.g_00950	Prbi.g_00087
OG0001019	Syaf.g_00931	Prbi.g_00096
OG0001020	Syaf.g_00926	Prbi.g_00097
OG0001021	Syaf.g_00922	Prbi.g_00098
OG0001022	Syaf.g_00918	Prbi.g_00101
OG0001023	Syaf.g_00917	Prbi.g_00102
OG0001024	Syaf.g_00913	Prbi.g_00105
OG0001025	Syaf.g_00906	Prbi.g_00111
OG0001026	Syaf.g_00893	Prbi.g_00118
OG0001027	Syaf.g_00884	Prbi.g_00119
OG0001028	Syaf.g_00882	Prbi.g_00121
OG0001029	Syaf.g_00880	Prbi.g_00123
OG0001030	Syaf.g_00860	Prbi.g_00138
OG0001031	Syaf.g_00784	Prbi.g_00210
OG0001032	Syaf.g_00781	Prbi.g_00211
OG0001034	Syaf.g_02787	Prbi.g_00260
OG0001035	Syaf.g_00207	Prbi.g_00278
OG0001036	Syaf.g_00212	Prbi.g_00283
OG0001037	Syaf.g_00214	Prbi.g_00284
OG0001038	Syaf.g_00242	Prbi.g_00302
OG0001039	Syaf.g_00245	Prbi.g_00305
OG0001040	Syaf.g_00248	Prbi.g_00307
OG0001041	Syaf.g_00253	Prbi.g_00311
OG0001042	Syaf.g_00275	Prbi.g_00328
OG0001043	Syaf.g_00279	Prbi.g_00329
OG0001044	Syaf.g_00024	Prbi.g_00357
OG0001045	Syaf.g_00011	Prbi.g_00366
OG0001046	Syaf.g_01894	Prbi.g_00403
OG0001047	Syaf.g_01217	Prbi.g_00440
OG0001048	Syaf.g_01218	Prbi.g_00441
OG0001049	Syaf.g_01226	Prbi.g_00443
OG0001050	Syaf.g_01227	Prbi.g_00444
OG0001051	Syaf.g_01228	Prbi.g_00445
OG0001052	Syaf.g_02502	Prbi.g_00474
OG0001053	Syaf.g_02718	Prbi.g_00486
OG0001054	Syaf.g_02701	Prbi.g_00501
OG0001056	Syaf.g_02649	Prbi.g_00539
OG0001057	Syaf.g_02638	Prbi.g_00544
OG0001058	Syaf.g_02624	Prbi.g_00552
OG0001059	Syaf.g_02620	Prbi.g_00556
OG0001060	Syaf.g_02614	Prbi.g_00563
OG0001061	Syaf.g_02590	Prbi.g_00576
OG0001062	Syaf.g_02588	Prbi.g_00578
OG0001063	Syaf.g_02583	Prbi.g_00580
OG0001064	Syaf.g_02582	Prbi.g_00581
OG0001065	Syaf.g_02581	Prbi.g_00582
OG0001066	Syaf.g_02580	Prbi.g_00583
OG0001067	Syaf.g_02579	Prbi.g_00584
OG0001068	Syaf.g_02578	Prbi.g_00585
OG0001069	Syaf.g_02577	Prbi.g_00586
OG0001070	Syaf.g_02574	Prbi.g_00589
OG0001071	Syaf.g_02573	Prbi.g_00590
OG0001072	Syaf.g_02569	Prbi.g_00592
OG0001073	Syaf.g_02555	Prbi.g_00606
OG0001074	Syaf.g_02365	Prbi.g_00617
OG0001075	Syaf.g_02363	Prbi.g_00618
OG0001076	Syaf.g_02337	Prbi.g_00626
OG0001077	Syaf.g_02325	Prbi.g_00630
OG0001078	Syaf.g_02309	Prbi.g_00639
OG0001079	Syaf.g_02296	Prbi.g_00650
OG0001080	Syaf.g_01740	Prbi.g_00656
OG0001081	Syaf.g_02144	Prbi.g_00658
