Orthogroup	Syaf	Prah
OG0000566	Syaf.g_02608	Prah.g_01452
OG0000567	Syaf.g_02604	Prah.g_01448
OG0000568	Syaf.g_02599	Prah.g_01446
OG0000569	Syaf.g_02596	Prah.g_01445
OG0000570	Syaf.g_02595	Prah.g_01444
OG0000571	Syaf.g_02591	Prah.g_01441
OG0000572	Syaf.g_02575	Prah.g_01425
OG0000573	Syaf.g_02567	Prah.g_01416
OG0000574	Syaf.g_02566	Prah.g_01415
OG0000575	Syaf.g_02562	Prah.g_01406
OG0000576	Syaf.g_02560	Prah.g_01404
OG0000577	Syaf.g_02559	Prah.g_01403
OG0000578	Syaf.g_02558	Prah.g_01402
OG0000579	Syaf.g_02557	Prah.g_01401
OG0000580	Syaf.g_02556	Prah.g_01400
OG0000581	Syaf.g_02550	Prah.g_01396
OG0000582	Syaf.g_02374	Prah.g_01392
OG0000583	Syaf.g_02373	Prah.g_01391
OG0000584	Syaf.g_02372	Prah.g_01390
OG0000585	Syaf.g_02370	Prah.g_01388
OG0000586	Syaf.g_02369	Prah.g_01387
OG0000587	Syaf.g_02367	Prah.g_01385
OG0000588	Syaf.g_02350	Prah.g_00529
OG0000589	Syaf.g_02340	Prah.g_00526
OG0000590	Syaf.g_02339	Prah.g_00525
OG0000591	Syaf.g_02331	Prah.g_00518
OG0000592	Syaf.g_02330	Prah.g_00517
OG0000593	Syaf.g_02314	Prah.g_00505
OG0000594	Syaf.g_02313	Prah.g_00504
OG0000595	Syaf.g_02312	Prah.g_00503
OG0000596	Syaf.g_02307	Prah.g_00498
OG0000597	Syaf.g_02304	Prah.g_00495
OG0000598	Syaf.g_02303	Prah.g_00494
OG0000599	Syaf.g_02300	Prah.g_00485
OG0000600	Syaf.g_02299	Prah.g_00484
OG0000601	Syaf.g_02298	Prah.g_00483
OG0000602	Syaf.g_02293	Prah.g_00478
OG0000603	Syaf.g_02292	Prah.g_00477
OG0000604	Syaf.g_02289	Prah.g_00476
OG0000605	Syaf.g_01734	Prah.g_00474
OG0000606	Syaf.g_02145	Prah.g_00466
OG0000607	Syaf.g_02142	Prah.g_00463
OG0000608	Syaf.g_02141	Prah.g_00462
OG0000609	Syaf.g_02139	Prah.g_00460
OG0000610	Syaf.g_02132	Prah.g_00452
OG0000611	Syaf.g_02129	Prah.g_00449
OG0000612	Syaf.g_02128	Prah.g_00448
OG0000613	Syaf.g_00315	Prah.g_02193
OG0000614	Syaf.g_01469	Prah.g_00985
OG0000615	Syaf.g_02085	Prah.g_00706
OG0000616	Syaf.g_00518	Prah.g_02588
OG0000617	Syaf.g_01975	Prah.g_00881
OG0000618	Syaf.g_01974	Prah.g_00880
OG0000619	Syaf.g_01973	Prah.g_00879
OG0000620	Syaf.g_01966	Prah.g_00875
OG0000621	Syaf.g_01965	Prah.g_00874
OG0000622	Syaf.g_01964	Prah.g_00873
OG0000623	Syaf.g_01963	Prah.g_00872
OG0000624	Syaf.g_01961	Prah.g_00871
OG0000625	Syaf.g_01960	Prah.g_00870
OG0000626	Syaf.g_01959	Prah.g_00869
OG0000627	Syaf.g_01782	Prah.g_00746
OG0000628	Syaf.g_01783	Prah.g_00747
OG0000629	Syaf.g_01786	Prah.g_00750
OG0000630	Syaf.g_01790	Prah.g_00754
OG0000631	Syaf.g_01801	Prah.g_00758
OG0000632	Syaf.g_01802	Prah.g_00759
OG0000633	Syaf.g_01803	Prah.g_00760
OG0000634	Syaf.g_02053	Prah.g_00671
OG0000635	Syaf.g_02052	Prah.g_00670
OG0000636	Syaf.g_02050	Prah.g_00668
OG0000637	Syaf.g_02048	Prah.g_00666
OG0000638	Syaf.g_02047	Prah.g_00665
OG0000639	Syaf.g_02046	Prah.g_00664
OG0000640	Syaf.g_02045	Prah.g_00663
OG0000641	Syaf.g_02041	Prah.g_00659
OG0000642	Syaf.g_02040	Prah.g_00658
OG0000643	Syaf.g_02038	Prah.g_00657
OG0000644	Syaf.g_02037	Prah.g_00656
OG0000645	Syaf.g_02035	Prah.g_00655
OG0000646	Syaf.g_02032	Prah.g_00652
OG0000647	Syaf.g_02030	Prah.g_00650
OG0000648	Syaf.g_02027	Prah.g_00648
OG0000649	Syaf.g_02026	Prah.g_00647
OG0000650	Syaf.g_02025	Prah.g_00646
OG0000651	Syaf.g_02024	Prah.g_00645
OG0000652	Syaf.g_02023	Prah.g_00644
OG0000653	Syaf.g_02021	Prah.g_00640
OG0000654	Syaf.g_02020	Prah.g_00639
OG0000655	Syaf.g_02019	Prah.g_00638
OG0000656	Syaf.g_02016	Prah.g_00635
OG0000657	Syaf.g_01384	Prah.g_00603
OG0000658	Syaf.g_01381	Prah.g_00601
OG0000659	Syaf.g_01380	Prah.g_00600
OG0000660	Syaf.g_01376	Prah.g_00596
OG0000661	Syaf.g_01374	Prah.g_00594
OG0000662	Syaf.g_01372	Prah.g_00592
OG0000663	Syaf.g_01369	Prah.g_00589
OG0000664	Syaf.g_01368	Prah.g_00588
OG0000665	Syaf.g_00980	Prah.g_00574
OG0000666	Syaf.g_01733	Prah.g_00572
OG0000667	Syaf.g_01635	Prah.g_00564
OG0000668	Syaf.g_01928	Prah.g_00850
OG0000669	Syaf.g_02112	Prah.g_00558
OG0000670	Syaf.g_02769	Prah.g_01212
OG0000671	Syaf.g_02108	Prah.g_00738
OG0000672	Syaf.g_02105	Prah.g_00735
OG0000673	Syaf.g_02102	Prah.g_00732
OG0000674	Syaf.g_02100	Prah.g_00730
OG0000675	Syaf.g_02099	Prah.g_00729
OG0000676	Syaf.g_02097	Prah.g_00726
OG0000677	Syaf.g_02096	Prah.g_00724
OG0000678	Syaf.g_02092	Prah.g_00721
OG0000679	Syaf.g_02083	Prah.g_00702
OG0000680	Syaf.g_02082	Prah.g_00701
OG0000681	Syaf.g_02079	Prah.g_00699
OG0000682	Syaf.g_02078	Prah.g_00698
OG0000683	Syaf.g_02077	Prah.g_00697
OG0000684	Syaf.g_02072	Prah.g_00683
OG0000685	Syaf.g_02070	Prah.g_00685
OG0000686	Syaf.g_02069	Prah.g_00686
OG0000687	Syaf.g_02068	Prah.g_00687
OG0000688	Syaf.g_02063	Prah.g_00681
OG0000689	Syaf.g_02061	Prah.g_00680
OG0000690	Syaf.g_02060	Prah.g_00679
OG0000691	Syaf.g_02059	Prah.g_00678
OG0000692	Syaf.g_02058	Prah.g_00677
OG0000693	Syaf.g_02057	Prah.g_00675
OG0000694	Syaf.g_02056	Prah.g_00674
OG0000695	Syaf.g_01805	Prah.g_00762
OG0000696	Syaf.g_01806	Prah.g_00763
OG0000697	Syaf.g_01808	Prah.g_00765
OG0000698	Syaf.g_01811	Prah.g_00768
OG0000699	Syaf.g_01813	Prah.g_00770
OG0000700	Syaf.g_01814	Prah.g_00771
OG0000701	Syaf.g_01815	Prah.g_00772
OG0000702	Syaf.g_01843	Prah.g_00780
OG0000703	Syaf.g_01844	Prah.g_00781
OG0000704	Syaf.g_01846	Prah.g_00783
OG0000705	Syaf.g_01853	Prah.g_00789
OG0000706	Syaf.g_01854	Prah.g_00790
OG0000707	Syaf.g_01855	Prah.g_00791
OG0000708	Syaf.g_01858	Prah.g_00793
OG0000709	Syaf.g_01867	Prah.g_00800
OG0000710	Syaf.g_01878	Prah.g_00805
OG0000711	Syaf.g_01908	Prah.g_00828
OG0000712	Syaf.g_01910	Prah.g_00829
OG0000713	Syaf.g_01911	Prah.g_00830
OG0000714	Syaf.g_01913	Prah.g_00833
OG0000715	Syaf.g_01915	Prah.g_00835
OG0000716	Syaf.g_01919	Prah.g_00839
OG0000717	Syaf.g_01920	Prah.g_00840
OG0000718	Syaf.g_01924	Prah.g_00846
OG0000719	Syaf.g_01926	Prah.g_00848
OG0000720	Syaf.g_01939	Prah.g_00861
OG0000721	Syaf.g_01941	Prah.g_00862
OG0000722	Syaf.g_01942	Prah.g_00863
OG0000723	Syaf.g_01957	Prah.g_00867
OG0000724	Syaf.g_01418	Prah.g_00910
OG0000725	Syaf.g_01445	Prah.g_00919
OG0000726	Syaf.g_01446	Prah.g_00920
OG0000727	Syaf.g_01447	Prah.g_00921
OG0000728	Syaf.g_01449	Prah.g_00922
OG0000729	Syaf.g_00405	Prah.g_00133
OG0000730	Syaf.g_00026	Prah.g_01942
OG0000731	Syaf.g_00014	Prah.g_01932
OG0000732	Syaf.g_00444	Prah.g_00054
OG0000733	Syaf.g_00615	Prah.g_02532
OG0000734	Syaf.g_00895	Prah.g_01905
OG0000735	Syaf.g_01273	Prah.g_01340
OG0000736	Syaf.g_01274	Prah.g_01339
OG0000737	Syaf.g_01275	Prah.g_01338
OG0000738	Syaf.g_01280	Prah.g_01331
OG0000739	Syaf.g_01281	Prah.g_01329
OG0000740	Syaf.g_01282	Prah.g_01328
OG0000741	Syaf.g_01285	Prah.g_01325
OG0000742	Syaf.g_01287	Prah.g_01323
OG0000743	Syaf.g_01289	Prah.g_01321
OG0000744	Syaf.g_01290	Prah.g_01320
OG0000745	Syaf.g_01293	Prah.g_01318
OG0000746	Syaf.g_01295	Prah.g_01316
OG0000747	Syaf.g_01296	Prah.g_01315
OG0000748	Syaf.g_01307	Prah.g_01304
OG0000749	Syaf.g_01309	Prah.g_01303
OG0000750	Syaf.g_01310	Prah.g_01302
OG0000751	Syaf.g_01317	Prah.g_01297
OG0000752	Syaf.g_01319	Prah.g_01295
OG0000753	Syaf.g_01322	Prah.g_01292
OG0000754	Syaf.g_01611	Prah.g_01262
OG0000755	Syaf.g_01599	Prah.g_01255
OG0000756	Syaf.g_01598	Prah.g_01254
OG0000757	Syaf.g_01590	Prah.g_01247
OG0000758	Syaf.g_01589	Prah.g_01246
OG0000759	Syaf.g_01588	Prah.g_01245
OG0000760	Syaf.g_01587	Prah.g_01244
OG0000761	Syaf.g_01586	Prah.g_01243
OG0000762	Syaf.g_01584	Prah.g_01263
OG0000763	Syaf.g_01582	Prah.g_01265
OG0000764	Syaf.g_01581	Prah.g_01266
OG0000765	Syaf.g_01564	Prah.g_01282
OG0000766	Syaf.g_01563	Prah.g_01283
OG0000767	Syaf.g_01561	Prah.g_01285
OG0000768	Syaf.g_01560	Prah.g_01286
OG0000769	Syaf.g_01558	Prah.g_01290
OG0000770	Syaf.g_01553	Prah.g_01239
OG0000771	Syaf.g_01411	Prah.g_00905
OG0000772	Syaf.g_01705	Prah.g_01610
OG0000773	Syaf.g_01268	Prah.g_01351
OG0000774	Syaf.g_01263	Prah.g_01355
OG0000775	Syaf.g_01261	Prah.g_01357
OG0000776	Syaf.g_01260	Prah.g_01358
OG0000777	Syaf.g_01259	Prah.g_01359
OG0000778	Syaf.g_01258	Prah.g_01360
OG0000779	Syaf.g_01252	Prah.g_01365
OG0000780	Syaf.g_01249	Prah.g_01368
OG0000781	Syaf.g_01245	Prah.g_01372
OG0000782	Syaf.g_01244	Prah.g_01373
OG0000783	Syaf.g_01243	Prah.g_01374
OG0000784	Syaf.g_01242	Prah.g_01375
OG0000785	Syaf.g_01240	Prah.g_01377
OG0000786	Syaf.g_02546	Prah.g_01380
OG0000787	Syaf.g_02547	Prah.g_01381
OG0000788	Syaf.g_02297	Prah.g_00224
OG0000789	Syaf.g_01750	Prah.g_01183
OG0000790	Syaf.g_02738	Prah.g_01580
OG0000791	Syaf.g_02740	Prah.g_01582
OG0000792	Syaf.g_02741	Prah.g_01583
OG0000793	Syaf.g_02746	Prah.g_01587
OG0000794	Syaf.g_02747	Prah.g_01588
OG0000795	Syaf.g_02748	Prah.g_01589
OG0000796	Syaf.g_02752	Prah.g_01593
OG0000797	Syaf.g_02753	Prah.g_01594
OG0000798	Syaf.g_00240	Prah.g_02131
OG0000799	Syaf.g_02380	Prah.g_00435
OG0000800	Syaf.g_02383	Prah.g_00434
OG0000801	Syaf.g_02384	Prah.g_00433
OG0000802	Syaf.g_02388	Prah.g_00427
OG0000803	Syaf.g_02393	Prah.g_00423
OG0000804	Syaf.g_02396	Prah.g_00421
OG0000805	Syaf.g_02398	Prah.g_00419
OG0000806	Syaf.g_02405	Prah.g_00417
OG0000807	Syaf.g_02406	Prah.g_00415
OG0000808	Syaf.g_02407	Prah.g_00414
OG0000809	Syaf.g_02410	Prah.g_00410
OG0000810	Syaf.g_02411	Prah.g_00409
OG0000811	Syaf.g_02420	Prah.g_00403
OG0000812	Syaf.g_02422	Prah.g_00401
OG0000813	Syaf.g_02423	Prah.g_00400
OG0000814	Syaf.g_02425	Prah.g_00398
OG0000815	Syaf.g_02426	Prah.g_00397
OG0000816	Syaf.g_02428	Prah.g_00395
OG0000817	Syaf.g_02429	Prah.g_00394
OG0000818	Syaf.g_02442	Prah.g_00386
OG0000819	Syaf.g_02443	Prah.g_00385
OG0000820	Syaf.g_02444	Prah.g_00384
OG0000821	Syaf.g_02450	Prah.g_00379
OG0000822	Syaf.g_02452	Prah.g_00376
OG0000823	Syaf.g_02453	Prah.g_00374
OG0000824	Syaf.g_02459	Prah.g_00370
OG0000825	Syaf.g_02460	Prah.g_00369
OG0000826	Syaf.g_02461	Prah.g_00368
OG0000827	Syaf.g_02462	Prah.g_00367
OG0000828	Syaf.g_02465	Prah.g_00364
OG0000829	Syaf.g_02466	Prah.g_00363
OG0000830	Syaf.g_02467	Prah.g_00362
OG0000831	Syaf.g_02470	Prah.g_00360
OG0000832	Syaf.g_01109	Prah.g_01615
OG0000833	Syaf.g_01100	Prah.g_01623
OG0000834	Syaf.g_01098	Prah.g_01624
OG0000835	Syaf.g_01097	Prah.g_01625
OG0000836	Syaf.g_01093	Prah.g_01627
OG0000837	Syaf.g_01091	Prah.g_01628
OG0000838	Syaf.g_01087	Prah.g_01632
OG0000839	Syaf.g_01086	Prah.g_01633
OG0000840	Syaf.g_01085	Prah.g_01634
OG0000841	Syaf.g_01084	Prah.g_01635
OG0000842	Syaf.g_01083	Prah.g_01636
OG0000843	Syaf.g_01082	Prah.g_01637
OG0000844	Syaf.g_01080	Prah.g_01639
OG0000845	Syaf.g_01079	Prah.g_01640
OG0000846	Syaf.g_01078	Prah.g_01641
OG0000847	Syaf.g_01077	Prah.g_01642
OG0000848	Syaf.g_01075	Prah.g_01643
OG0000849	Syaf.g_01074	Prah.g_01644
OG0000850	Syaf.g_01072	Prah.g_01645
OG0000851	Syaf.g_01061	Prah.g_01648
OG0000852	Syaf.g_01060	Prah.g_01649
OG0000853	Syaf.g_01056	Prah.g_01653
OG0000854	Syaf.g_01054	Prah.g_01655
OG0000855	Syaf.g_01053	Prah.g_01656
OG0000856	Syaf.g_02328	Prah.g_00515
OG0000857	Syaf.g_02031	Prah.g_00651
OG0000858	Syaf.g_01047	Prah.g_01667
OG0000859	Syaf.g_01046	Prah.g_01668
OG0000860	Syaf.g_01031	Prah.g_01678
OG0000861	Syaf.g_01030	Prah.g_01679
OG0000862	Syaf.g_01029	Prah.g_01681
OG0000863	Syaf.g_01026	Prah.g_01685
OG0000864	Syaf.g_01025	Prah.g_01687
OG0000865	Syaf.g_01024	Prah.g_01688
OG0000866	Syaf.g_01023	Prah.g_01689
OG0000867	Syaf.g_01022	Prah.g_01690
OG0000868	Syaf.g_01019	Prah.g_01692
OG0000869	Syaf.g_01014	Prah.g_01695
OG0000870	Syaf.g_01009	Prah.g_01700
OG0000871	Syaf.g_01008	Prah.g_01701
OG0000872	Syaf.g_01001	Prah.g_01703
OG0000873	Syaf.g_00998	Prah.g_01707
OG0000874	Syaf.g_01002	Prah.g_01711
OG0000875	Syaf.g_00996	Prah.g_01713
OG0000876	Syaf.g_01198	Prah.g_01714
OG0000877	Syaf.g_01188	Prah.g_01717
OG0000878	Syaf.g_01187	Prah.g_01718
OG0000879	Syaf.g_01186	Prah.g_01719
OG0000880	Syaf.g_01185	Prah.g_01720
OG0000881	Syaf.g_01179	Prah.g_01728
OG0000882	Syaf.g_01174	Prah.g_01733
OG0000883	Syaf.g_01172	Prah.g_01736
OG0000884	Syaf.g_01170	Prah.g_01738
OG0000885	Syaf.g_01169	Prah.g_01739
OG0000886	Syaf.g_01168	Prah.g_01740
OG0000887	Syaf.g_01167	Prah.g_01741
OG0000888	Syaf.g_01165	Prah.g_01743
OG0000889	Syaf.g_01163	Prah.g_01745
OG0000890	Syaf.g_01157	Prah.g_01759
OG0000891	Syaf.g_01156	Prah.g_01760
OG0000892	Syaf.g_01154	Prah.g_01762
OG0000893	Syaf.g_00178	Prah.g_02073
OG0000894	Syaf.g_00175	Prah.g_02070
OG0000895	Syaf.g_00171	Prah.g_02066
OG0000896	Syaf.g_00170	Prah.g_02065
OG0000897	Syaf.g_00168	Prah.g_02063
OG0000898	Syaf.g_00167	Prah.g_02062
OG0000899	Syaf.g_00166	Prah.g_02061
OG0000900	Syaf.g_00165	Prah.g_02060
OG0000901	Syaf.g_00160	Prah.g_02056
OG0000902	Syaf.g_00158	Prah.g_02054
OG0000903	Syaf.g_00141	Prah.g_02041
OG0000904	Syaf.g_00146	Prah.g_02046
OG0000905	Syaf.g_00151	Prah.g_02048
OG0000906	Syaf.g_00154	Prah.g_02050
OG0000907	Syaf.g_00139	Prah.g_02039
OG0000908	Syaf.g_00136	Prah.g_02036
OG0000909	Syaf.g_00135	Prah.g_02035
OG0000910	Syaf.g_00134	Prah.g_02034
OG0000911	Syaf.g_00132	Prah.g_02032
OG0000912	Syaf.g_00131	Prah.g_02031
OG0000913	Syaf.g_00130	Prah.g_02030
OG0000914	Syaf.g_00129	Prah.g_02029
OG0000915	Syaf.g_00127	Prah.g_02028
OG0000916	Syaf.g_00126	Prah.g_02027
OG0000917	Syaf.g_00125	Prah.g_02026
OG0000918	Syaf.g_00124	Prah.g_02025
OG0000919	Syaf.g_00123	Prah.g_02024
OG0000920	Syaf.g_00122	Prah.g_02023
OG0000921	Syaf.g_00121	Prah.g_02022
OG0000922	Syaf.g_00120	Prah.g_02021
OG0000923	Syaf.g_00116	Prah.g_02017
OG0000924	Syaf.g_00115	Prah.g_02016
OG0000925	Syaf.g_00114	Prah.g_02015
OG0000926	Syaf.g_00113	Prah.g_02014
OG0000927	Syaf.g_00111	Prah.g_02012
OG0000928	Syaf.g_00110	Prah.g_02011
OG0000929	Syaf.g_00109	Prah.g_02010
OG0000930	Syaf.g_00108	Prah.g_02009
OG0000931	Syaf.g_00107	Prah.g_02008
OG0000932	Syaf.g_00106	Prah.g_02007
OG0000933	Syaf.g_00100	Prah.g_02002
OG0000934	Syaf.g_00098	Prah.g_02000
OG0000935	Syaf.g_00097	Prah.g_01999
OG0000936	Syaf.g_00096	Prah.g_01998
OG0000937	Syaf.g_00095	Prah.g_01997
OG0000938	Syaf.g_00092	Prah.g_01994
OG0000939	Syaf.g_00091	Prah.g_01993
OG0000940	Syaf.g_00084	Prah.g_01985
OG0000941	Syaf.g_00082	Prah.g_01983
OG0000942	Syaf.g_00080	Prah.g_01981
OG0000943	Syaf.g_00079	Prah.g_01980
OG0000944	Syaf.g_00077	Prah.g_01978
OG0000945	Syaf.g_00075	Prah.g_01977
OG0000946	Syaf.g_00070	Prah.g_01966
OG0000947	Syaf.g_00067	Prah.g_01963
OG0000948	Syaf.g_00066	Prah.g_01962
OG0000949	Syaf.g_00337	Prah.g_01958
OG0000950	Syaf.g_00351	Prah.g_02231
OG0000951	Syaf.g_00358	Prah.g_02236
OG0000952	Syaf.g_00363	Prah.g_02241
OG0000953	Syaf.g_00367	Prah.g_02245
OG0000954	Syaf.g_00372	Prah.g_00167
OG0000955	Syaf.g_00373	Prah.g_00166
OG0000956	Syaf.g_00375	Prah.g_00164
OG0000957	Syaf.g_00386	Prah.g_00152
OG0000958	Syaf.g_00387	Prah.g_00151
OG0000959	Syaf.g_00391	Prah.g_00146
OG0000960	Syaf.g_00392	Prah.g_00145
OG0000961	Syaf.g_00402	Prah.g_00136
OG0000962	Syaf.g_00404	Prah.g_00134
OG0000963	Syaf.g_00409	Prah.g_00129
OG0000964	Syaf.g_00410	Prah.g_00128
OG0000965	Syaf.g_00411	Prah.g_00127
OG0000966	Syaf.g_00421	Prah.g_00086
OG0000967	Syaf.g_00426	Prah.g_00079
OG0000968	Syaf.g_00417	Prah.g_00076
OG0000969	Syaf.g_00423	Prah.g_00074
OG0000970	Syaf.g_00424	Prah.g_00073
OG0000971	Syaf.g_00429	Prah.g_00071
OG0000972	Syaf.g_00430	Prah.g_00070
OG0000973	Syaf.g_00431	Prah.g_00068
OG0000974	Syaf.g_00432	Prah.g_00067
OG0000975	Syaf.g_00433	Prah.g_00066
OG0000976	Syaf.g_00434	Prah.g_00065
OG0000977	Syaf.g_00436	Prah.g_00063
OG0000978	Syaf.g_00437	Prah.g_00062
OG0000979	Syaf.g_00440	Prah.g_00059
OG0000980	Syaf.g_00443	Prah.g_00055
OG0000981	Syaf.g_00446	Prah.g_00052
OG0000982	Syaf.g_00645	Prah.g_02491
OG0000983	Syaf.g_00644	Prah.g_02492
OG0000984	Syaf.g_00643	Prah.g_02493
OG0000985	Syaf.g_00641	Prah.g_02497
OG0000986	Syaf.g_00639	Prah.g_02499
OG0000987	Syaf.g_00637	Prah.g_02501
OG0000988	Syaf.g_00633	Prah.g_02505
OG0000989	Syaf.g_00624	Prah.g_02513
OG0000990	Syaf.g_00606	Prah.g_02536
OG0000991	Syaf.g_00604	Prah.g_02540
OG0000992	Syaf.g_00601	Prah.g_02543
OG0000993	Syaf.g_00600	Prah.g_02544
OG0000994	Syaf.g_00597	Prah.g_02547
OG0000995	Syaf.g_00592	Prah.g_02552
OG0000996	Syaf.g_00543	Prah.g_02565
OG0000997	Syaf.g_00532	Prah.g_02574
OG0000998	Syaf.g_00530	Prah.g_02576
OG0000999	Syaf.g_00529	Prah.g_02577
OG0001000	Syaf.g_00526	Prah.g_02580
OG0001001	Syaf.g_00521	Prah.g_02584
OG0001002	Syaf.g_00515	Prah.g_02591
OG0001003	Syaf.g_00514	Prah.g_02593
OG0001004	Syaf.g_00513	Prah.g_02594
OG0001005	Syaf.g_00510	Prah.g_02596
OG0001006	Syaf.g_00500	Prah.g_02602
OG0001007	Syaf.g_00498	Prah.g_02604
OG0001008	Syaf.g_01215	Prah.g_00231
OG0001009	Syaf.g_00466	Prah.g_00033
OG0001010	Syaf.g_00465	Prah.g_00034
OG0001011	Syaf.g_00463	Prah.g_00036
OG0001012	Syaf.g_00649	Prah.g_02488
OG0001013	Syaf.g_00669	Prah.g_02466
OG0001014	Syaf.g_00691	Prah.g_02454
OG0001015	Syaf.g_00692	Prah.g_02453
OG0001016	Syaf.g_00958	Prah.g_01843
OG0001017	Syaf.g_00952	Prah.g_01849
OG0001018	Syaf.g_00950	Prah.g_01851
OG0001019	Syaf.g_00931	Prah.g_01867
OG0001020	Syaf.g_00926	Prah.g_01873
OG0001021	Syaf.g_00922	Prah.g_01877
OG0001022	Syaf.g_00918	Prah.g_01882
OG0001023	Syaf.g_00917	Prah.g_01883
OG0001024	Syaf.g_00913	Prah.g_01887
OG0001025	Syaf.g_00906	Prah.g_01894
OG0001026	Syaf.g_00893	Prah.g_01908
OG0001027	Syaf.g_00884	Prah.g_00195
OG0001028	Syaf.g_00882	Prah.g_00193
OG0001029	Syaf.g_00880	Prah.g_00191
OG0001030	Syaf.g_00860	Prah.g_02257
OG0001031	Syaf.g_00784	Prah.g_02336
OG0001032	Syaf.g_00781	Prah.g_02339
OG0001034	Syaf.g_02787	Prah.g_01779
OG0001035	Syaf.g_00207	Prah.g_02099
OG0001036	Syaf.g_00212	Prah.g_02103
OG0001037	Syaf.g_00214	Prah.g_02105
OG0001038	Syaf.g_00242	Prah.g_02132
OG0001039	Syaf.g_00245	Prah.g_02135
OG0001040	Syaf.g_00248	Prah.g_02138
OG0001041	Syaf.g_00253	Prah.g_02143
OG0001042	Syaf.g_00275	Prah.g_02168
OG0001043	Syaf.g_00279	Prah.g_02170
OG0001044	Syaf.g_00024	Prah.g_01941
OG0001045	Syaf.g_00011	Prah.g_01929
OG0001046	Syaf.g_01894	Prah.g_01661
OG0001047	Syaf.g_01217	Prah.g_00233
OG0001048	Syaf.g_01218	Prah.g_00234
OG0001049	Syaf.g_01226	Prah.g_00237
OG0001050	Syaf.g_01227	Prah.g_00238
OG0001051	Syaf.g_01228	Prah.g_00239
OG0001052	Syaf.g_02502	Prah.g_00308
OG0001053	Syaf.g_02718	Prah.g_01563
OG0001054	Syaf.g_02701	Prah.g_01545
OG0001056	Syaf.g_02649	Prah.g_01496
OG0001057	Syaf.g_02638	Prah.g_01482
OG0001058	Syaf.g_02624	Prah.g_01468
OG0001059	Syaf.g_02620	Prah.g_01464
OG0001060	Syaf.g_02614	Prah.g_01458
OG0001061	Syaf.g_02590	Prah.g_01440
OG0001062	Syaf.g_02588	Prah.g_01438
OG0001063	Syaf.g_02583	Prah.g_01434
OG0001064	Syaf.g_02582	Prah.g_01433
OG0001065	Syaf.g_02581	Prah.g_01432
OG0001066	Syaf.g_02580	Prah.g_01431
OG0001067	Syaf.g_02579	Prah.g_01430
OG0001068	Syaf.g_02578	Prah.g_01429
OG0001069	Syaf.g_02577	Prah.g_01428
OG0001070	Syaf.g_02574	Prah.g_01424
OG0001071	Syaf.g_02573	Prah.g_01423
OG0001072	Syaf.g_02569	Prah.g_01418
OG0001073	Syaf.g_02555	Prah.g_01399
OG0001074	Syaf.g_02365	Prah.g_00532
OG0001075	Syaf.g_02363	Prah.g_00531
OG0001076	Syaf.g_02337	Prah.g_00523
OG0001077	Syaf.g_02325	Prah.g_00513
OG0001078	Syaf.g_02309	Prah.g_00500
OG0001079	Syaf.g_02296	Prah.g_00482
OG0001080	Syaf.g_01740	Prah.g_00472
OG0001081	Syaf.g_02144	Prah.g_00465
OG0001082	Syaf.g_02143	Prah.g_00464
OG0001083	Syaf.g_02136	Prah.g_00456
OG0001084	Syaf.g_02135	Prah.g_00455
OG0001085	Syaf.g_02125	Prah.g_00444
OG0001086	Syaf.g_02123	Prah.g_00442
OG0001087	Syaf.g_01482	Prah.g_00968
OG0001088	Syaf.g_01478	Prah.g_00972
OG0001089	Syaf.g_01453	Prah.g_01025
OG0001090	Syaf.g_01981	Prah.g_00886
OG0001091	Syaf.g_01979	Prah.g_00884
OG0001092	Syaf.g_01977	Prah.g_00882
OG0001093	Syaf.g_01971	Prah.g_00878
OG0001094	Syaf.g_02055	Prah.g_00673
OG0001095	Syaf.g_02034	Prah.g_00654
OG0001096	Syaf.g_02018	Prah.g_00637
OG0001097	Syaf.g_01373	Prah.g_00593
OG0001098	Syaf.g_01743	Prah.g_00743
OG0001099	Syaf.g_00881	Prah.g_00192
OG0001100	Syaf.g_02110	Prah.g_00740
OG0001101	Syaf.g_02109	Prah.g_00739
OG0001102	Syaf.g_02106	Prah.g_00736
OG0001103	Syaf.g_02104	Prah.g_00734
OG0001104	Syaf.g_02071	Prah.g_00684
OG0001105	Syaf.g_02067	Prah.g_00689
OG0001106	Syaf.g_01847	Prah.g_00784
OG0001107	Syaf.g_01859	Prah.g_00794
OG0001108	Syaf.g_01868	Prah.g_00801
OG0001109	Syaf.g_01877	Prah.g_00803
OG0001110	Syaf.g_01879	Prah.g_00806
OG0001111	Syaf.g_01881	Prah.g_00808
OG0001112	Syaf.g_01883	Prah.g_00810
OG0001113	Syaf.g_01884	Prah.g_00811
OG0001114	Syaf.g_01885	Prah.g_00812
OG0001115	Syaf.g_01889	Prah.g_00814
OG0001116	Syaf.g_01891	Prah.g_00815
OG0001117	Syaf.g_01892	Prah.g_00816
OG0001118	Syaf.g_01893	Prah.g_00817
OG0001119	Syaf.g_01895	Prah.g_00818
OG0001120	Syaf.g_01899	Prah.g_00821
OG0001122	Syaf.g_01927	Prah.g_00849
OG0001123	Syaf.g_01934	Prah.g_00856
OG0001124	Syaf.g_01936	Prah.g_00858
OG0001125	Syaf.g_01938	Prah.g_00860
OG0001126	Syaf.g_01409	Prah.g_00903
OG0001127	Syaf.g_01410	Prah.g_00904
