Orthogroup	Syaf	Prat
OG0000563	Syaf.g_02616	Prat.g_00519
OG0000564	Syaf.g_02615	Prat.g_00520
OG0000565	Syaf.g_02612	Prat.g_00523
OG0000566	Syaf.g_02608	Prat.g_00527
OG0000567	Syaf.g_02604	Prat.g_00531
OG0000568	Syaf.g_02599	Prat.g_00532
OG0000569	Syaf.g_02596	Prat.g_00533
OG0000570	Syaf.g_02595	Prat.g_00534
OG0000571	Syaf.g_02591	Prat.g_00537
OG0000572	Syaf.g_02575	Prat.g_00549
OG0000573	Syaf.g_02567	Prat.g_00554
OG0000574	Syaf.g_02566	Prat.g_00555
OG0000575	Syaf.g_02562	Prat.g_00559
OG0000576	Syaf.g_02560	Prat.g_00561
OG0000577	Syaf.g_02559	Prat.g_00562
OG0000578	Syaf.g_02558	Prat.g_00563
OG0000579	Syaf.g_02557	Prat.g_00564
OG0000580	Syaf.g_02556	Prat.g_00565
OG0000581	Syaf.g_02550	Prat.g_00568
OG0000582	Syaf.g_02374	Prat.g_00571
OG0000583	Syaf.g_02373	Prat.g_00572
OG0000584	Syaf.g_02372	Prat.g_00573
OG0000585	Syaf.g_02370	Prat.g_00575
OG0000586	Syaf.g_02369	Prat.g_00576
OG0000587	Syaf.g_02367	Prat.g_00577
OG0000588	Syaf.g_02350	Prat.g_00582
OG0000589	Syaf.g_02340	Prat.g_00584
OG0000590	Syaf.g_02339	Prat.g_00585
OG0000591	Syaf.g_02331	Prat.g_00589
OG0000592	Syaf.g_02330	Prat.g_00590
OG0000593	Syaf.g_02314	Prat.g_01094
OG0000594	Syaf.g_02313	Prat.g_01093
OG0000595	Syaf.g_02312	Prat.g_01091
OG0000596	Syaf.g_02307	Prat.g_01087
OG0000597	Syaf.g_02304	Prat.g_01084
OG0000598	Syaf.g_02303	Prat.g_01083
OG0000599	Syaf.g_02300	Prat.g_01080
OG0000600	Syaf.g_02299	Prat.g_01079
OG0000601	Syaf.g_02298	Prat.g_01078
OG0000602	Syaf.g_02293	Prat.g_01076
OG0000603	Syaf.g_02292	Prat.g_01075
OG0000604	Syaf.g_02289	Prat.g_01074
OG0000605	Syaf.g_01734	Prat.g_01073
OG0000606	Syaf.g_02145	Prat.g_01070
OG0000607	Syaf.g_02142	Prat.g_01067
OG0000608	Syaf.g_02141	Prat.g_01066
OG0000609	Syaf.g_02139	Prat.g_01065
OG0000610	Syaf.g_02132	Prat.g_01059
OG0000611	Syaf.g_02129	Prat.g_01056
OG0000612	Syaf.g_02128	Prat.g_01055
OG0000613	Syaf.g_00315	Prat.g_00747
OG0000614	Syaf.g_01469	Prat.g_00767
OG0000615	Syaf.g_02085	Prat.g_00777
OG0000616	Syaf.g_00518	Prat.g_01882
OG0000617	Syaf.g_01975	Prat.g_00797
OG0000618	Syaf.g_01974	Prat.g_00798
OG0000619	Syaf.g_01973	Prat.g_00799
OG0000620	Syaf.g_01966	Prat.g_00802
OG0000621	Syaf.g_01965	Prat.g_00803
OG0000622	Syaf.g_01964	Prat.g_00804
OG0000623	Syaf.g_01963	Prat.g_00805
OG0000624	Syaf.g_01961	Prat.g_00807
OG0000625	Syaf.g_01960	Prat.g_00808
OG0000626	Syaf.g_01959	Prat.g_00809
OG0000627	Syaf.g_01782	Prat.g_00811
OG0000628	Syaf.g_01783	Prat.g_00812
OG0000629	Syaf.g_01786	Prat.g_00813
OG0000630	Syaf.g_01790	Prat.g_00816
OG0000631	Syaf.g_01801	Prat.g_00865
OG0000632	Syaf.g_01802	Prat.g_00866
OG0000633	Syaf.g_01803	Prat.g_00867
OG0000634	Syaf.g_02053	Prat.g_01041
OG0000635	Syaf.g_02052	Prat.g_01040
OG0000636	Syaf.g_02050	Prat.g_01038
OG0000637	Syaf.g_02048	Prat.g_01036
OG0000638	Syaf.g_02047	Prat.g_01035
OG0000639	Syaf.g_02046	Prat.g_01034
OG0000640	Syaf.g_02045	Prat.g_01033
OG0000641	Syaf.g_02041	Prat.g_01029
OG0000642	Syaf.g_02040	Prat.g_01028
OG0000643	Syaf.g_02038	Prat.g_01027
OG0000644	Syaf.g_02037	Prat.g_01026
OG0000645	Syaf.g_02035	Prat.g_01025
OG0000646	Syaf.g_02032	Prat.g_01023
OG0000647	Syaf.g_02030	Prat.g_01021
OG0000648	Syaf.g_02027	Prat.g_01019
OG0000649	Syaf.g_02026	Prat.g_01018
OG0000650	Syaf.g_02025	Prat.g_01017
OG0000651	Syaf.g_02024	Prat.g_01016
OG0000652	Syaf.g_02023	Prat.g_01015
OG0000653	Syaf.g_02021	Prat.g_01013
OG0000654	Syaf.g_02020	Prat.g_01012
OG0000655	Syaf.g_02019	Prat.g_01011
OG0000656	Syaf.g_02016	Prat.g_01008
OG0000657	Syaf.g_01384	Prat.g_01002
OG0000658	Syaf.g_01381	Prat.g_01001
OG0000659	Syaf.g_01380	Prat.g_01000
OG0000660	Syaf.g_01376	Prat.g_00996
OG0000661	Syaf.g_01374	Prat.g_00994
OG0000662	Syaf.g_01372	Prat.g_00992
OG0000663	Syaf.g_01369	Prat.g_00990
OG0000664	Syaf.g_01368	Prat.g_00989
OG0000665	Syaf.g_00980	Prat.g_00983
OG0000666	Syaf.g_01733	Prat.g_00982
OG0000667	Syaf.g_01635	Prat.g_00978
OG0000668	Syaf.g_01928	Prat.g_00694
OG0000669	Syaf.g_02112	Prat.g_00705
OG0000670	Syaf.g_02769	Prat.g_00708
OG0000671	Syaf.g_02108	Prat.g_00710
OG0000672	Syaf.g_02105	Prat.g_00713
OG0000673	Syaf.g_02102	Prat.g_00717
OG0000674	Syaf.g_02100	Prat.g_00719
OG0000675	Syaf.g_02099	Prat.g_00720
OG0000676	Syaf.g_02097	Prat.g_00722
OG0000677	Syaf.g_02096	Prat.g_00723
OG0000678	Syaf.g_02092	Prat.g_00725
OG0000679	Syaf.g_02083	Prat.g_00730
OG0000680	Syaf.g_02082	Prat.g_00731
OG0000681	Syaf.g_02079	Prat.g_00734
OG0000682	Syaf.g_02078	Prat.g_00735
OG0000683	Syaf.g_02077	Prat.g_00736
OG0000684	Syaf.g_02072	Prat.g_00738
OG0000685	Syaf.g_02070	Prat.g_00740
OG0000686	Syaf.g_02069	Prat.g_00741
OG0000687	Syaf.g_02068	Prat.g_00742
OG0000688	Syaf.g_02063	Prat.g_01051
OG0000689	Syaf.g_02061	Prat.g_01050
OG0000690	Syaf.g_02060	Prat.g_01049
OG0000691	Syaf.g_02059	Prat.g_01048
OG0000692	Syaf.g_02058	Prat.g_01046
OG0000693	Syaf.g_02057	Prat.g_01045
OG0000694	Syaf.g_02056	Prat.g_01044
OG0000695	Syaf.g_01805	Prat.g_00869
OG0000696	Syaf.g_01806	Prat.g_00870
OG0000697	Syaf.g_01808	Prat.g_00871
OG0000698	Syaf.g_01811	Prat.g_00874
OG0000699	Syaf.g_01813	Prat.g_00876
OG0000700	Syaf.g_01814	Prat.g_00877
OG0000701	Syaf.g_01815	Prat.g_00878
OG0000702	Syaf.g_01843	Prat.g_00880
OG0000703	Syaf.g_01844	Prat.g_00881
OG0000704	Syaf.g_01846	Prat.g_00883
OG0000705	Syaf.g_01853	Prat.g_00889
OG0000706	Syaf.g_01854	Prat.g_00890
OG0000707	Syaf.g_01855	Prat.g_00891
OG0000708	Syaf.g_01858	Prat.g_00893
OG0000709	Syaf.g_01867	Prat.g_00897
OG0000710	Syaf.g_01878	Prat.g_00900
OG0000711	Syaf.g_01908	Prat.g_00916
OG0000712	Syaf.g_01910	Prat.g_00917
OG0000713	Syaf.g_01911	Prat.g_00918
OG0000714	Syaf.g_01913	Prat.g_00919
OG0000715	Syaf.g_01915	Prat.g_00921
OG0000716	Syaf.g_01919	Prat.g_00923
OG0000717	Syaf.g_01920	Prat.g_00924
OG0000718	Syaf.g_01924	Prat.g_00929
OG0000719	Syaf.g_01926	Prat.g_00931
OG0000720	Syaf.g_01939	Prat.g_00942
OG0000721	Syaf.g_01941	Prat.g_00946
OG0000722	Syaf.g_01942	Prat.g_00947
OG0000723	Syaf.g_01957	Prat.g_00951
OG0000724	Syaf.g_01418	Prat.g_00960
OG0000725	Syaf.g_01445	Prat.g_00966
OG0000726	Syaf.g_01446	Prat.g_00967
OG0000727	Syaf.g_01447	Prat.g_00968
OG0000728	Syaf.g_01449	Prat.g_00970
OG0000729	Syaf.g_00405	Prat.g_01214
OG0000730	Syaf.g_00026	Prat.g_01199
OG0000731	Syaf.g_00014	Prat.g_00354
OG0000732	Syaf.g_00444	Prat.g_01831
OG0000733	Syaf.g_00615	Prat.g_01560
OG0000734	Syaf.g_00895	Prat.g_01171
OG0000735	Syaf.g_01273	Prat.g_01169
OG0000736	Syaf.g_01274	Prat.g_01168
OG0000737	Syaf.g_01275	Prat.g_01167
OG0000738	Syaf.g_01280	Prat.g_01163
OG0000739	Syaf.g_01281	Prat.g_01162
OG0000740	Syaf.g_01282	Prat.g_01161
OG0000741	Syaf.g_01285	Prat.g_01159
OG0000742	Syaf.g_01287	Prat.g_01157
OG0000743	Syaf.g_01289	Prat.g_01155
OG0000744	Syaf.g_01290	Prat.g_01154
OG0000745	Syaf.g_01293	Prat.g_01153
OG0000746	Syaf.g_01295	Prat.g_01151
OG0000747	Syaf.g_01296	Prat.g_01150
OG0000748	Syaf.g_01307	Prat.g_01146
OG0000749	Syaf.g_01309	Prat.g_01145
OG0000750	Syaf.g_01310	Prat.g_01144
OG0000751	Syaf.g_01317	Prat.g_01141
OG0000752	Syaf.g_01319	Prat.g_01139
OG0000753	Syaf.g_01322	Prat.g_01136
OG0000754	Syaf.g_01611	Prat.g_01134
OG0000755	Syaf.g_01599	Prat.g_01128
OG0000756	Syaf.g_01598	Prat.g_01127
OG0000757	Syaf.g_01590	Prat.g_01121
OG0000758	Syaf.g_01589	Prat.g_01120
OG0000759	Syaf.g_01588	Prat.g_01119
OG0000760	Syaf.g_01587	Prat.g_01118
OG0000761	Syaf.g_01586	Prat.g_01117
OG0000762	Syaf.g_01584	Prat.g_01116
OG0000763	Syaf.g_01582	Prat.g_01114
OG0000764	Syaf.g_01581	Prat.g_01113
OG0000765	Syaf.g_01564	Prat.g_01104
OG0000766	Syaf.g_01563	Prat.g_01103
OG0000767	Syaf.g_01561	Prat.g_01101
OG0000768	Syaf.g_01560	Prat.g_01100
OG0000769	Syaf.g_01558	Prat.g_01098
OG0000770	Syaf.g_01553	Prat.g_00594
OG0000771	Syaf.g_01411	Prat.g_01509
OG0000772	Syaf.g_01705	Prat.g_00626
OG0000773	Syaf.g_01268	Prat.g_01240
OG0000774	Syaf.g_01263	Prat.g_01242
OG0000775	Syaf.g_01261	Prat.g_01244
OG0000776	Syaf.g_01260	Prat.g_01245
OG0000777	Syaf.g_01259	Prat.g_01246
OG0000778	Syaf.g_01258	Prat.g_01247
OG0000779	Syaf.g_01252	Prat.g_01251
OG0000780	Syaf.g_01249	Prat.g_01252
OG0000781	Syaf.g_01245	Prat.g_01255
OG0000782	Syaf.g_01244	Prat.g_01256
OG0000783	Syaf.g_01243	Prat.g_01257
OG0000784	Syaf.g_01242	Prat.g_01258
OG0000785	Syaf.g_01240	Prat.g_01260
OG0000786	Syaf.g_02546	Prat.g_01263
OG0000787	Syaf.g_02547	Prat.g_01264
OG0000788	Syaf.g_02297	Prat.g_01471
OG0000789	Syaf.g_01750	Prat.g_01455
OG0000790	Syaf.g_02738	Prat.g_01296
OG0000791	Syaf.g_02740	Prat.g_01298
OG0000792	Syaf.g_02741	Prat.g_01299
OG0000793	Syaf.g_02746	Prat.g_01302
OG0000794	Syaf.g_02747	Prat.g_01303
OG0000795	Syaf.g_02748	Prat.g_01304
OG0000796	Syaf.g_02752	Prat.g_01308
OG0000797	Syaf.g_02753	Prat.g_01309
OG0000799	Syaf.g_02380	Prat.g_01333
OG0000800	Syaf.g_02383	Prat.g_01334
OG0000801	Syaf.g_02384	Prat.g_01335
OG0000802	Syaf.g_02388	Prat.g_01337
OG0000803	Syaf.g_02393	Prat.g_01339
OG0000804	Syaf.g_02396	Prat.g_01340
OG0000805	Syaf.g_02398	Prat.g_01342
OG0000806	Syaf.g_02405	Prat.g_01344
OG0000807	Syaf.g_02406	Prat.g_01345
OG0000808	Syaf.g_02407	Prat.g_01346
OG0000809	Syaf.g_02410	Prat.g_01350
OG0000810	Syaf.g_02411	Prat.g_01351
OG0000811	Syaf.g_02420	Prat.g_01356
OG0000812	Syaf.g_02422	Prat.g_01358
OG0000813	Syaf.g_02423	Prat.g_01359
OG0000814	Syaf.g_02425	Prat.g_01361
OG0000815	Syaf.g_02426	Prat.g_01362
OG0000816	Syaf.g_02428	Prat.g_01364
OG0000817	Syaf.g_02429	Prat.g_01365
OG0000818	Syaf.g_02442	Prat.g_01370
OG0000819	Syaf.g_02443	Prat.g_01371
OG0000820	Syaf.g_02444	Prat.g_01372
OG0000821	Syaf.g_02450	Prat.g_01378
OG0000822	Syaf.g_02452	Prat.g_01379
OG0000823	Syaf.g_02453	Prat.g_01380
OG0000824	Syaf.g_02459	Prat.g_01383
OG0000825	Syaf.g_02460	Prat.g_01384
OG0000826	Syaf.g_02461	Prat.g_01385
OG0000827	Syaf.g_02462	Prat.g_01386
OG0000828	Syaf.g_02465	Prat.g_01389
OG0000829	Syaf.g_02466	Prat.g_01390
OG0000830	Syaf.g_02467	Prat.g_01391
OG0000831	Syaf.g_02470	Prat.g_01393
OG0000832	Syaf.g_01109	Prat.g_01405
OG0000833	Syaf.g_01100	Prat.g_01414
OG0000834	Syaf.g_01098	Prat.g_01415
OG0000835	Syaf.g_01097	Prat.g_01416
OG0000836	Syaf.g_01093	Prat.g_01417
OG0000837	Syaf.g_01091	Prat.g_01418
OG0000838	Syaf.g_01087	Prat.g_01421
OG0000839	Syaf.g_01086	Prat.g_01422
OG0000840	Syaf.g_01085	Prat.g_01423
OG0000841	Syaf.g_01084	Prat.g_01424
OG0000842	Syaf.g_01083	Prat.g_01425
OG0000843	Syaf.g_01082	Prat.g_01426
OG0000844	Syaf.g_01080	Prat.g_01427
OG0000845	Syaf.g_01079	Prat.g_01428
OG0000846	Syaf.g_01078	Prat.g_01429
OG0000847	Syaf.g_01077	Prat.g_01430
OG0000848	Syaf.g_01075	Prat.g_01431
OG0000849	Syaf.g_01074	Prat.g_01432
OG0000850	Syaf.g_01072	Prat.g_01434
OG0000851	Syaf.g_01061	Prat.g_01435
OG0000852	Syaf.g_01060	Prat.g_01436
OG0000853	Syaf.g_01056	Prat.g_01441
OG0000854	Syaf.g_01054	Prat.g_01443
OG0000855	Syaf.g_01053	Prat.g_01444
OG0000856	Syaf.g_02328	Prat.g_01457
OG0000857	Syaf.g_02031	Prat.g_01022
OG0000858	Syaf.g_01047	Prat.g_01585
OG0000859	Syaf.g_01046	Prat.g_01586
OG0000860	Syaf.g_01031	Prat.g_01594
OG0000861	Syaf.g_01030	Prat.g_01595
OG0000862	Syaf.g_01029	Prat.g_01596
OG0000863	Syaf.g_01026	Prat.g_01598
OG0000864	Syaf.g_01025	Prat.g_01599
OG0000865	Syaf.g_01024	Prat.g_01600
OG0000866	Syaf.g_01023	Prat.g_01601
OG0000867	Syaf.g_01022	Prat.g_01602
OG0000868	Syaf.g_01019	Prat.g_01603
OG0000869	Syaf.g_01014	Prat.g_01606
OG0000870	Syaf.g_01009	Prat.g_01611
OG0000871	Syaf.g_01008	Prat.g_01612
OG0000872	Syaf.g_01001	Prat.g_01613
OG0000873	Syaf.g_00998	Prat.g_01616
OG0000874	Syaf.g_01002	Prat.g_01619
OG0000875	Syaf.g_00996	Prat.g_01621
OG0000876	Syaf.g_01198	Prat.g_01622
OG0000877	Syaf.g_01188	Prat.g_01624
OG0000878	Syaf.g_01187	Prat.g_01625
OG0000879	Syaf.g_01186	Prat.g_01626
OG0000880	Syaf.g_01185	Prat.g_01627
OG0000881	Syaf.g_01179	Prat.g_01631
OG0000882	Syaf.g_01174	Prat.g_01636
OG0000883	Syaf.g_01172	Prat.g_01639
OG0000884	Syaf.g_01170	Prat.g_01641
OG0000885	Syaf.g_01169	Prat.g_01642
OG0000886	Syaf.g_01168	Prat.g_01643
OG0000887	Syaf.g_01167	Prat.g_01644
OG0000888	Syaf.g_01165	Prat.g_01646
OG0000889	Syaf.g_01163	Prat.g_01648
OG0000890	Syaf.g_01157	Prat.g_01649
OG0000891	Syaf.g_01156	Prat.g_01650
OG0000892	Syaf.g_01154	Prat.g_01652
OG0000893	Syaf.g_00178	Prat.g_01655
OG0000894	Syaf.g_00175	Prat.g_01658
OG0000895	Syaf.g_00171	Prat.g_01662
OG0000896	Syaf.g_00170	Prat.g_01663
OG0000897	Syaf.g_00168	Prat.g_01665
OG0000898	Syaf.g_00167	Prat.g_01666
OG0000899	Syaf.g_00166	Prat.g_01667
OG0000900	Syaf.g_00165	Prat.g_01668
OG0000901	Syaf.g_00160	Prat.g_01671
OG0000902	Syaf.g_00158	Prat.g_01673
OG0000903	Syaf.g_00141	Prat.g_01677
OG0000904	Syaf.g_00146	Prat.g_01682
OG0000905	Syaf.g_00151	Prat.g_01675
OG0000906	Syaf.g_00154	Prat.g_01674
OG0000907	Syaf.g_00139	Prat.g_01684
OG0000908	Syaf.g_00136	Prat.g_01687
OG0000909	Syaf.g_00135	Prat.g_01688
OG0000910	Syaf.g_00134	Prat.g_01689
OG0000911	Syaf.g_00132	Prat.g_01691
OG0000912	Syaf.g_00131	Prat.g_01692
OG0000913	Syaf.g_00130	Prat.g_01693
OG0000914	Syaf.g_00129	Prat.g_01694
OG0000915	Syaf.g_00127	Prat.g_01695
OG0000916	Syaf.g_00126	Prat.g_01696
OG0000917	Syaf.g_00125	Prat.g_01697
OG0000918	Syaf.g_00124	Prat.g_01698
OG0000919	Syaf.g_00123	Prat.g_01699
OG0000920	Syaf.g_00122	Prat.g_01700
OG0000921	Syaf.g_00121	Prat.g_01701
OG0000922	Syaf.g_00120	Prat.g_01702
OG0000923	Syaf.g_00116	Prat.g_01706
OG0000924	Syaf.g_00115	Prat.g_01707
OG0000925	Syaf.g_00114	Prat.g_01708
OG0000926	Syaf.g_00113	Prat.g_01709
OG0000927	Syaf.g_00111	Prat.g_01711
OG0000928	Syaf.g_00110	Prat.g_01712
OG0000929	Syaf.g_00109	Prat.g_01713
OG0000930	Syaf.g_00108	Prat.g_01714
OG0000931	Syaf.g_00107	Prat.g_01715
OG0000932	Syaf.g_00106	Prat.g_01327
OG0000933	Syaf.g_00100	Prat.g_01719
OG0000934	Syaf.g_00098	Prat.g_01721
OG0000935	Syaf.g_00097	Prat.g_01722
OG0000936	Syaf.g_00096	Prat.g_01723
OG0000937	Syaf.g_00095	Prat.g_01724
OG0000938	Syaf.g_00092	Prat.g_01727
OG0000939	Syaf.g_00091	Prat.g_01728
OG0000940	Syaf.g_00084	Prat.g_01735
OG0000941	Syaf.g_00082	Prat.g_01737
OG0000942	Syaf.g_00080	Prat.g_01739
OG0000943	Syaf.g_00079	Prat.g_01740
OG0000944	Syaf.g_00077	Prat.g_01742
OG0000945	Syaf.g_00075	Prat.g_01744
OG0000946	Syaf.g_00070	Prat.g_01748
OG0000947	Syaf.g_00067	Prat.g_01750
OG0000948	Syaf.g_00066	Prat.g_01751
OG0000949	Syaf.g_00337	Prat.g_01754
OG0000950	Syaf.g_00351	Prat.g_01760
OG0000951	Syaf.g_00358	Prat.g_01764
OG0000952	Syaf.g_00363	Prat.g_01768
OG0000953	Syaf.g_00367	Prat.g_01772
OG0000954	Syaf.g_00372	Prat.g_01777
OG0000955	Syaf.g_00373	Prat.g_01778
OG0000956	Syaf.g_00375	Prat.g_01780
OG0000957	Syaf.g_00386	Prat.g_01786
OG0000958	Syaf.g_00387	Prat.g_01787
OG0000959	Syaf.g_00391	Prat.g_01791
OG0000960	Syaf.g_00392	Prat.g_01792
OG0000961	Syaf.g_00402	Prat.g_01795
OG0000962	Syaf.g_00404	Prat.g_01797
OG0000963	Syaf.g_00409	Prat.g_01801
OG0000964	Syaf.g_00410	Prat.g_01802
OG0000965	Syaf.g_00411	Prat.g_01803
OG0000966	Syaf.g_00421	Prat.g_01809
OG0000967	Syaf.g_00426	Prat.g_01813
OG0000968	Syaf.g_00417	Prat.g_01815
OG0000969	Syaf.g_00423	Prat.g_01816
OG0000970	Syaf.g_00424	Prat.g_01817
OG0000971	Syaf.g_00429	Prat.g_01818
OG0000972	Syaf.g_00430	Prat.g_01819
OG0000973	Syaf.g_00431	Prat.g_01820
OG0000974	Syaf.g_00432	Prat.g_01821
OG0000975	Syaf.g_00433	Prat.g_01822
OG0000976	Syaf.g_00434	Prat.g_01823
OG0000977	Syaf.g_00436	Prat.g_01824
OG0000978	Syaf.g_00437	Prat.g_01825
OG0000979	Syaf.g_00440	Prat.g_01828
OG0000980	Syaf.g_00443	Prat.g_01830
OG0000981	Syaf.g_00446	Prat.g_01833
OG0000982	Syaf.g_00645	Prat.g_01835
OG0000983	Syaf.g_00644	Prat.g_01836
OG0000984	Syaf.g_00643	Prat.g_01837
OG0000985	Syaf.g_00641	Prat.g_01840
OG0000986	Syaf.g_00639	Prat.g_01842
OG0000987	Syaf.g_00637	Prat.g_01843
OG0000988	Syaf.g_00633	Prat.g_01846
OG0000989	Syaf.g_00624	Prat.g_01850
OG0000990	Syaf.g_00606	Prat.g_01856
OG0000991	Syaf.g_00604	Prat.g_01857
OG0000992	Syaf.g_00601	Prat.g_01860
OG0000993	Syaf.g_00600	Prat.g_01861
OG0000994	Syaf.g_00597	Prat.g_01862
OG0000995	Syaf.g_00592	Prat.g_01866
OG0000996	Syaf.g_00543	Prat.g_01867
OG0000997	Syaf.g_00532	Prat.g_01869
OG0000998	Syaf.g_00530	Prat.g_01871
OG0000999	Syaf.g_00529	Prat.g_01872
OG0001000	Syaf.g_00526	Prat.g_01875
OG0001001	Syaf.g_00521	Prat.g_01879
OG0001002	Syaf.g_00515	Prat.g_01884
OG0001003	Syaf.g_00514	Prat.g_01885
OG0001004	Syaf.g_00513	Prat.g_01886
OG0001005	Syaf.g_00510	Prat.g_01887
OG0001006	Syaf.g_00500	Prat.g_01891
OG0001007	Syaf.g_00498	Prat.g_01893
OG0001008	Syaf.g_01215	Prat.g_00397
OG0001009	Syaf.g_00466	Prat.g_00028
OG0001010	Syaf.g_00465	Prat.g_00029
OG0001011	Syaf.g_00463	Prat.g_00031
OG0001012	Syaf.g_00649	Prat.g_00046
OG0001013	Syaf.g_00669	Prat.g_00053
OG0001014	Syaf.g_00691	Prat.g_00056
OG0001015	Syaf.g_00692	Prat.g_00057
OG0001016	Syaf.g_00958	Prat.g_00070
OG0001017	Syaf.g_00952	Prat.g_00074
OG0001018	Syaf.g_00950	Prat.g_00076
OG0001019	Syaf.g_00931	Prat.g_00087
OG0001020	Syaf.g_00926	Prat.g_00088
OG0001021	Syaf.g_00922	Prat.g_00089
OG0001022	Syaf.g_00918	Prat.g_00091
OG0001023	Syaf.g_00917	Prat.g_00092
OG0001024	Syaf.g_00913	Prat.g_00095
OG0001025	Syaf.g_00906	Prat.g_00102
OG0001026	Syaf.g_00893	Prat.g_00110
OG0001027	Syaf.g_00884	Prat.g_00111
OG0001028	Syaf.g_00882	Prat.g_00113
OG0001029	Syaf.g_00880	Prat.g_00114
OG0001030	Syaf.g_00860	Prat.g_00130
OG0001031	Syaf.g_00784	Prat.g_00188
OG0001032	Syaf.g_00781	Prat.g_00189
OG0001034	Syaf.g_02787	Prat.g_00241
OG0001035	Syaf.g_00207	Prat.g_00261
OG0001036	Syaf.g_00212	Prat.g_00266
OG0001037	Syaf.g_00214	Prat.g_00267
OG0001038	Syaf.g_00242	Prat.g_00285
OG0001039	Syaf.g_00245	Prat.g_00288
OG0001040	Syaf.g_00248	Prat.g_00291
OG0001041	Syaf.g_00253	Prat.g_00295
OG0001042	Syaf.g_00275	Prat.g_00312
OG0001043	Syaf.g_00279	Prat.g_00313
OG0001044	Syaf.g_00024	Prat.g_00347
OG0001045	Syaf.g_00011	Prat.g_00356
OG0001046	Syaf.g_01894	Prat.g_01469
OG0001047	Syaf.g_01217	Prat.g_00399
OG0001048	Syaf.g_01218	Prat.g_00400
OG0001049	Syaf.g_01226	Prat.g_00403
OG0001050	Syaf.g_01227	Prat.g_00404
OG0001051	Syaf.g_01228	Prat.g_00405
OG0001052	Syaf.g_02502	Prat.g_00430
OG0001053	Syaf.g_02718	Prat.g_00443
OG0001054	Syaf.g_02701	Prat.g_00459
OG0001056	Syaf.g_02649	Prat.g_00498
OG0001057	Syaf.g_02638	Prat.g_00502
OG0001058	Syaf.g_02624	Prat.g_00510
OG0001059	Syaf.g_02620	Prat.g_00515
OG0001060	Syaf.g_02614	Prat.g_00522
OG0001061	Syaf.g_02590	Prat.g_00538
OG0001062	Syaf.g_02588	Prat.g_00540
OG0001063	Syaf.g_02583	Prat.g_00542
OG0001064	Syaf.g_02582	Prat.g_00543
OG0001065	Syaf.g_02581	Prat.g_00544
OG0001066	Syaf.g_02580	Prat.g_00545
OG0001067	Syaf.g_02579	Prat.g_00546
OG0001068	Syaf.g_02578	Prat.g_00547
OG0001069	Syaf.g_02577	Prat.g_00548
OG0001070	Syaf.g_02574	Prat.g_00550
OG0001071	Syaf.g_02573	Prat.g_00551
OG0001072	Syaf.g_02569	Prat.g_00552
OG0001073	Syaf.g_02555	Prat.g_00566
OG0001074	Syaf.g_02365	Prat.g_00579
OG0001075	Syaf.g_02363	Prat.g_00580
OG0001076	Syaf.g_02337	Prat.g_00587
OG0001077	Syaf.g_02325	Prat.g_00592
OG0001078	Syaf.g_02309	Prat.g_01089
OG0001079	Syaf.g_02296	Prat.g_01077
OG0001080	Syaf.g_01740	Prat.g_01071
OG0001081	Syaf.g_02144	Prat.g_01069
OG0001082	Syaf.g_02143	Prat.g_01068
OG0001083	Syaf.g_02136	Prat.g_01063
OG0001084	Syaf.g_02135	Prat.g_01062
OG0001085	Syaf.g_02125	Prat.g_00744
OG0001086	Syaf.g_02123	Prat.g_00745
OG0001087	Syaf.g_01482	Prat.g_00762
OG0001088	Syaf.g_01478	Prat.g_00763
OG0001089	Syaf.g_01453	Prat.g_00774
OG0001090	Syaf.g_01981	Prat.g_00789
OG0001091	Syaf.g_01979	Prat.g_00791
OG0001092	Syaf.g_01977	Prat.g_00792
OG0001093	Syaf.g_01971	Prat.g_00800
OG0001094	Syaf.g_02055	Prat.g_01043
OG0001095	Syaf.g_02034	Prat.g_01024
OG0001096	Syaf.g_02018	Prat.g_01010
OG0001097	Syaf.g_01373	Prat.g_00993
OG0001098	Syaf.g_01743	Prat.g_00974
OG0001099	Syaf.g_00881	Prat.g_00699
OG0001100	Syaf.g_02110	Prat.g_00707
OG0001101	Syaf.g_02109	Prat.g_00709
OG0001102	Syaf.g_02106	Prat.g_00712
OG0001103	Syaf.g_02104	Prat.g_00715
OG0001104	Syaf.g_02071	Prat.g_00739
OG0001105	Syaf.g_02067	Prat.g_00743
OG0001106	Syaf.g_01847	Prat.g_00884
OG0001107	Syaf.g_01859	Prat.g_00894
OG0001108	Syaf.g_01868	Prat.g_00898
OG0001109	Syaf.g_01877	Prat.g_00899
OG0001110	Syaf.g_01879	Prat.g_00901
OG0001111	Syaf.g_01881	Prat.g_00902
OG0001112	Syaf.g_01883	Prat.g_00903
OG0001113	Syaf.g_01884	Prat.g_00904
OG0001114	Syaf.g_01885	Prat.g_00905
OG0001115	Syaf.g_01889	Prat.g_00907
OG0001116	Syaf.g_01891	Prat.g_00908
OG0001117	Syaf.g_01892	Prat.g_00909
OG0001118	Syaf.g_01893	Prat.g_00910
OG0001119	Syaf.g_01895	Prat.g_00911
OG0001120	Syaf.g_01899	Prat.g_00913
OG0001122	Syaf.g_01927	Prat.g_00932
OG0001123	Syaf.g_01934	Prat.g_00937
OG0001124	Syaf.g_01936	Prat.g_00939
OG0001125	Syaf.g_01938	Prat.g_00941
