Orthogroup	Syaf	Prap
OG0000565	Syaf.g_02612	Prap.g_01209
OG0000566	Syaf.g_02608	Prap.g_01205
OG0000567	Syaf.g_02604	Prap.g_01201
OG0000568	Syaf.g_02599	Prap.g_01200
OG0000569	Syaf.g_02596	Prap.g_01199
OG0000570	Syaf.g_02595	Prap.g_01198
OG0000571	Syaf.g_02591	Prap.g_01196
OG0000572	Syaf.g_02575	Prap.g_01182
OG0000573	Syaf.g_02567	Prap.g_01176
OG0000574	Syaf.g_02566	Prap.g_01175
OG0000575	Syaf.g_02562	Prap.g_01171
OG0000576	Syaf.g_02560	Prap.g_01169
OG0000577	Syaf.g_02559	Prap.g_01168
OG0000578	Syaf.g_02558	Prap.g_01167
OG0000579	Syaf.g_02557	Prap.g_01166
OG0000580	Syaf.g_02556	Prap.g_01165
OG0000581	Syaf.g_02550	Prap.g_01162
OG0000582	Syaf.g_02374	Prap.g_01159
OG0000583	Syaf.g_02373	Prap.g_01158
OG0000584	Syaf.g_02372	Prap.g_01157
OG0000585	Syaf.g_02370	Prap.g_01155
OG0000586	Syaf.g_02369	Prap.g_01154
OG0000587	Syaf.g_02367	Prap.g_01153
OG0000588	Syaf.g_02350	Prap.g_01149
OG0000589	Syaf.g_02340	Prap.g_01147
OG0000590	Syaf.g_02339	Prap.g_01146
OG0000591	Syaf.g_02331	Prap.g_01142
OG0000592	Syaf.g_02330	Prap.g_01141
OG0000593	Syaf.g_02314	Prap.g_00395
OG0000594	Syaf.g_02313	Prap.g_00394
OG0000595	Syaf.g_02312	Prap.g_00393
OG0000596	Syaf.g_02307	Prap.g_00389
OG0000597	Syaf.g_02304	Prap.g_00386
OG0000598	Syaf.g_02303	Prap.g_00385
OG0000599	Syaf.g_02300	Prap.g_00382
OG0000600	Syaf.g_02299	Prap.g_00381
OG0000601	Syaf.g_02298	Prap.g_00380
OG0000602	Syaf.g_02293	Prap.g_00378
OG0000603	Syaf.g_02292	Prap.g_00377
OG0000604	Syaf.g_02289	Prap.g_00376
OG0000605	Syaf.g_01734	Prap.g_00375
OG0000606	Syaf.g_02145	Prap.g_00372
OG0000607	Syaf.g_02142	Prap.g_00369
OG0000608	Syaf.g_02141	Prap.g_00368
OG0000609	Syaf.g_02139	Prap.g_00367
OG0000610	Syaf.g_02132	Prap.g_00361
OG0000611	Syaf.g_02129	Prap.g_00358
OG0000612	Syaf.g_02128	Prap.g_00357
OG0000613	Syaf.g_00315	Prap.g_00828
OG0000614	Syaf.g_01469	Prap.g_00807
OG0000615	Syaf.g_02085	Prap.g_00796
OG0000616	Syaf.g_00518	Prap.g_01489
OG0000617	Syaf.g_01975	Prap.g_00341
OG0000618	Syaf.g_01974	Prap.g_00340
OG0000619	Syaf.g_01973	Prap.g_00339
OG0000620	Syaf.g_01966	Prap.g_00336
OG0000621	Syaf.g_01965	Prap.g_00335
OG0000622	Syaf.g_01964	Prap.g_00334
OG0000623	Syaf.g_01963	Prap.g_00333
OG0000624	Syaf.g_01961	Prap.g_00331
OG0000625	Syaf.g_01960	Prap.g_00330
OG0000626	Syaf.g_01959	Prap.g_00329
OG0000627	Syaf.g_01782	Prap.g_00328
OG0000628	Syaf.g_01783	Prap.g_00327
OG0000629	Syaf.g_01786	Prap.g_00326
OG0000630	Syaf.g_01790	Prap.g_00323
OG0000631	Syaf.g_01801	Prap.g_00683
OG0000632	Syaf.g_01802	Prap.g_00682
OG0000633	Syaf.g_01803	Prap.g_00681
OG0000634	Syaf.g_02053	Prap.g_00787
OG0000635	Syaf.g_02052	Prap.g_00786
OG0000636	Syaf.g_02050	Prap.g_00784
OG0000637	Syaf.g_02048	Prap.g_00782
OG0000638	Syaf.g_02047	Prap.g_00781
OG0000639	Syaf.g_02046	Prap.g_00780
OG0000640	Syaf.g_02045	Prap.g_00779
OG0000641	Syaf.g_02041	Prap.g_00775
OG0000642	Syaf.g_02040	Prap.g_00774
OG0000643	Syaf.g_02038	Prap.g_00773
OG0000644	Syaf.g_02037	Prap.g_00772
OG0000645	Syaf.g_02035	Prap.g_00771
OG0000646	Syaf.g_02032	Prap.g_00769
OG0000647	Syaf.g_02030	Prap.g_00767
OG0000648	Syaf.g_02027	Prap.g_00765
OG0000649	Syaf.g_02026	Prap.g_00764
OG0000650	Syaf.g_02025	Prap.g_00763
OG0000651	Syaf.g_02024	Prap.g_00762
OG0000652	Syaf.g_02023	Prap.g_00761
OG0000653	Syaf.g_02021	Prap.g_00759
OG0000654	Syaf.g_02020	Prap.g_00758
OG0000655	Syaf.g_02019	Prap.g_00757
OG0000656	Syaf.g_02016	Prap.g_00754
OG0000657	Syaf.g_01384	Prap.g_00746
OG0000658	Syaf.g_01381	Prap.g_00744
OG0000659	Syaf.g_01380	Prap.g_00743
OG0000660	Syaf.g_01376	Prap.g_00739
OG0000661	Syaf.g_01374	Prap.g_00737
OG0000662	Syaf.g_01372	Prap.g_00735
OG0000663	Syaf.g_01369	Prap.g_00733
OG0000664	Syaf.g_01368	Prap.g_00732
OG0000665	Syaf.g_00980	Prap.g_00726
OG0000666	Syaf.g_01733	Prap.g_00725
OG0000667	Syaf.g_01635	Prap.g_00721
OG0000668	Syaf.g_01928	Prap.g_00660
OG0000669	Syaf.g_02112	Prap.g_00869
OG0000670	Syaf.g_02769	Prap.g_00866
OG0000671	Syaf.g_02108	Prap.g_00863
OG0000672	Syaf.g_02105	Prap.g_00860
OG0000673	Syaf.g_02102	Prap.g_00857
OG0000674	Syaf.g_02100	Prap.g_00855
OG0000675	Syaf.g_02099	Prap.g_00854
OG0000676	Syaf.g_02097	Prap.g_00852
OG0000677	Syaf.g_02096	Prap.g_00851
OG0000678	Syaf.g_02092	Prap.g_00849
OG0000679	Syaf.g_02083	Prap.g_00845
OG0000680	Syaf.g_02082	Prap.g_00844
OG0000681	Syaf.g_02079	Prap.g_00841
OG0000682	Syaf.g_02078	Prap.g_00840
OG0000683	Syaf.g_02077	Prap.g_00839
OG0000684	Syaf.g_02072	Prap.g_00837
OG0000685	Syaf.g_02070	Prap.g_00835
OG0000686	Syaf.g_02069	Prap.g_00834
OG0000687	Syaf.g_02068	Prap.g_00833
OG0000688	Syaf.g_02063	Prap.g_00353
OG0000689	Syaf.g_02061	Prap.g_00352
OG0000690	Syaf.g_02060	Prap.g_00351
OG0000691	Syaf.g_02059	Prap.g_00350
OG0000692	Syaf.g_02058	Prap.g_00348
OG0000693	Syaf.g_02057	Prap.g_00347
OG0000694	Syaf.g_02056	Prap.g_00346
OG0000695	Syaf.g_01805	Prap.g_00679
OG0000696	Syaf.g_01806	Prap.g_00678
OG0000697	Syaf.g_01808	Prap.g_00677
OG0000698	Syaf.g_01811	Prap.g_00239
OG0000699	Syaf.g_01813	Prap.g_00240
OG0000700	Syaf.g_01814	Prap.g_00241
OG0000701	Syaf.g_01815	Prap.g_00242
OG0000702	Syaf.g_01843	Prap.g_00244
OG0000703	Syaf.g_01844	Prap.g_00245
OG0000704	Syaf.g_01846	Prap.g_00247
OG0000705	Syaf.g_01853	Prap.g_00250
OG0000706	Syaf.g_01854	Prap.g_00251
OG0000707	Syaf.g_01855	Prap.g_00252
OG0000708	Syaf.g_01858	Prap.g_00254
OG0000709	Syaf.g_01867	Prap.g_00258
OG0000710	Syaf.g_01878	Prap.g_00261
OG0000711	Syaf.g_01908	Prap.g_00279
OG0000712	Syaf.g_01910	Prap.g_00280
OG0000713	Syaf.g_01911	Prap.g_00281
OG0000714	Syaf.g_01913	Prap.g_00282
OG0000715	Syaf.g_01915	Prap.g_00284
OG0000716	Syaf.g_01919	Prap.g_00286
OG0000717	Syaf.g_01920	Prap.g_00287
OG0000718	Syaf.g_01924	Prap.g_00291
OG0000719	Syaf.g_01926	Prap.g_00293
OG0000720	Syaf.g_01939	Prap.g_00305
OG0000721	Syaf.g_01941	Prap.g_00309
OG0000722	Syaf.g_01942	Prap.g_00310
OG0000723	Syaf.g_01957	Prap.g_00314
OG0000724	Syaf.g_01418	Prap.g_00703
OG0000725	Syaf.g_01445	Prap.g_00709
OG0000726	Syaf.g_01446	Prap.g_00710
OG0000727	Syaf.g_01447	Prap.g_00711
OG0000728	Syaf.g_01449	Prap.g_00713
OG0000729	Syaf.g_00405	Prap.g_00539
OG0000730	Syaf.g_00026	Prap.g_00498
OG0000731	Syaf.g_00014	Prap.g_01366
OG0000732	Syaf.g_00444	Prap.g_01538
OG0000733	Syaf.g_00615	Prap.g_01882
OG0000734	Syaf.g_00895	Prap.g_00472
OG0000735	Syaf.g_01273	Prap.g_00470
OG0000736	Syaf.g_01274	Prap.g_00469
OG0000737	Syaf.g_01275	Prap.g_00468
OG0000738	Syaf.g_01280	Prap.g_00464
OG0000739	Syaf.g_01281	Prap.g_00463
OG0000740	Syaf.g_01282	Prap.g_00462
OG0000741	Syaf.g_01285	Prap.g_00460
OG0000742	Syaf.g_01287	Prap.g_00457
OG0000743	Syaf.g_01289	Prap.g_00455
OG0000744	Syaf.g_01290	Prap.g_00454
OG0000745	Syaf.g_01293	Prap.g_00453
OG0000746	Syaf.g_01295	Prap.g_00451
OG0000747	Syaf.g_01296	Prap.g_00450
OG0000748	Syaf.g_01307	Prap.g_00446
OG0000749	Syaf.g_01309	Prap.g_00445
OG0000750	Syaf.g_01310	Prap.g_00444
OG0000751	Syaf.g_01317	Prap.g_00441
OG0000752	Syaf.g_01319	Prap.g_00439
OG0000753	Syaf.g_01322	Prap.g_00437
OG0000754	Syaf.g_01611	Prap.g_00434
OG0000755	Syaf.g_01599	Prap.g_00428
OG0000756	Syaf.g_01598	Prap.g_00427
OG0000757	Syaf.g_01590	Prap.g_00420
OG0000758	Syaf.g_01589	Prap.g_00419
OG0000759	Syaf.g_01588	Prap.g_00418
OG0000760	Syaf.g_01587	Prap.g_00417
OG0000761	Syaf.g_01586	Prap.g_00416
OG0000762	Syaf.g_01584	Prap.g_00415
OG0000763	Syaf.g_01582	Prap.g_00413
OG0000764	Syaf.g_01581	Prap.g_00412
OG0000765	Syaf.g_01564	Prap.g_00404
OG0000766	Syaf.g_01563	Prap.g_00403
OG0000767	Syaf.g_01561	Prap.g_00401
OG0000768	Syaf.g_01560	Prap.g_00400
OG0000769	Syaf.g_01558	Prap.g_00398
OG0000770	Syaf.g_01553	Prap.g_01136
OG0000771	Syaf.g_01411	Prap.g_00217
OG0000772	Syaf.g_01705	Prap.g_01853
OG0000773	Syaf.g_01268	Prap.g_00552
OG0000774	Syaf.g_01263	Prap.g_00554
OG0000775	Syaf.g_01261	Prap.g_00556
OG0000776	Syaf.g_01260	Prap.g_00557
OG0000777	Syaf.g_01259	Prap.g_00558
OG0000778	Syaf.g_01258	Prap.g_00559
OG0000779	Syaf.g_01252	Prap.g_00563
OG0000780	Syaf.g_01249	Prap.g_00564
OG0000781	Syaf.g_01245	Prap.g_00568
OG0000782	Syaf.g_01244	Prap.g_00569
OG0000783	Syaf.g_01243	Prap.g_00570
OG0000784	Syaf.g_01242	Prap.g_00571
OG0000785	Syaf.g_01240	Prap.g_00573
OG0000786	Syaf.g_02546	Prap.g_00576
OG0000787	Syaf.g_02547	Prap.g_00577
OG0000788	Syaf.g_02297	Prap.g_01268
OG0000789	Syaf.g_01750	Prap.g_00220
OG0000790	Syaf.g_02738	Prap.g_00064
OG0000791	Syaf.g_02740	Prap.g_00066
OG0000792	Syaf.g_02741	Prap.g_00067
OG0000793	Syaf.g_02746	Prap.g_00070
OG0000794	Syaf.g_02747	Prap.g_00071
OG0000795	Syaf.g_02748	Prap.g_00072
OG0000796	Syaf.g_02752	Prap.g_00076
OG0000797	Syaf.g_02753	Prap.g_00077
OG0000799	Syaf.g_02380	Prap.g_00104
OG0000800	Syaf.g_02383	Prap.g_00105
OG0000801	Syaf.g_02384	Prap.g_00106
OG0000802	Syaf.g_02388	Prap.g_00108
OG0000803	Syaf.g_02393	Prap.g_00110
OG0000804	Syaf.g_02396	Prap.g_00111
OG0000805	Syaf.g_02398	Prap.g_00113
OG0000806	Syaf.g_02405	Prap.g_00115
OG0000807	Syaf.g_02406	Prap.g_00116
OG0000808	Syaf.g_02407	Prap.g_00117
OG0000809	Syaf.g_02410	Prap.g_00119
OG0000810	Syaf.g_02411	Prap.g_00120
OG0000811	Syaf.g_02420	Prap.g_00124
OG0000812	Syaf.g_02422	Prap.g_00126
OG0000813	Syaf.g_02423	Prap.g_00127
OG0000814	Syaf.g_02425	Prap.g_00129
OG0000815	Syaf.g_02426	Prap.g_00130
OG0000816	Syaf.g_02428	Prap.g_00132
OG0000817	Syaf.g_02429	Prap.g_00133
OG0000818	Syaf.g_02442	Prap.g_00138
OG0000819	Syaf.g_02443	Prap.g_00139
OG0000820	Syaf.g_02444	Prap.g_00140
OG0000821	Syaf.g_02450	Prap.g_00144
OG0000822	Syaf.g_02452	Prap.g_00145
OG0000823	Syaf.g_02453	Prap.g_00146
OG0000824	Syaf.g_02459	Prap.g_00149
OG0000825	Syaf.g_02460	Prap.g_00150
OG0000826	Syaf.g_02461	Prap.g_00151
OG0000827	Syaf.g_02462	Prap.g_00152
OG0000828	Syaf.g_02465	Prap.g_00155
OG0000829	Syaf.g_02466	Prap.g_00156
OG0000830	Syaf.g_02467	Prap.g_00157
OG0000831	Syaf.g_02470	Prap.g_00159
OG0000832	Syaf.g_01109	Prap.g_00169
OG0000833	Syaf.g_01100	Prap.g_00178
OG0000834	Syaf.g_01098	Prap.g_00179
OG0000835	Syaf.g_01097	Prap.g_00180
OG0000836	Syaf.g_01093	Prap.g_00181
OG0000837	Syaf.g_01091	Prap.g_00182
OG0000838	Syaf.g_01087	Prap.g_00184
OG0000839	Syaf.g_01086	Prap.g_00185
OG0000840	Syaf.g_01085	Prap.g_00186
OG0000841	Syaf.g_01084	Prap.g_00187
OG0000842	Syaf.g_01083	Prap.g_00188
OG0000843	Syaf.g_01082	Prap.g_00189
OG0000844	Syaf.g_01080	Prap.g_00190
OG0000845	Syaf.g_01079	Prap.g_00191
OG0000846	Syaf.g_01078	Prap.g_00192
OG0000847	Syaf.g_01077	Prap.g_00193
OG0000848	Syaf.g_01075	Prap.g_00194
OG0000849	Syaf.g_01074	Prap.g_00195
OG0000850	Syaf.g_01072	Prap.g_00197
OG0000851	Syaf.g_01061	Prap.g_00198
OG0000852	Syaf.g_01060	Prap.g_00199
OG0000853	Syaf.g_01056	Prap.g_00205
OG0000854	Syaf.g_01054	Prap.g_00207
OG0000855	Syaf.g_01053	Prap.g_00208
OG0000856	Syaf.g_02328	Prap.g_01139
OG0000857	Syaf.g_02031	Prap.g_00768
OG0000858	Syaf.g_01047	Prap.g_01786
OG0000859	Syaf.g_01046	Prap.g_01785
OG0000860	Syaf.g_01031	Prap.g_01777
OG0000861	Syaf.g_01030	Prap.g_01776
OG0000862	Syaf.g_01029	Prap.g_01775
OG0000863	Syaf.g_01026	Prap.g_01773
OG0000864	Syaf.g_01025	Prap.g_01772
OG0000865	Syaf.g_01024	Prap.g_01771
OG0000866	Syaf.g_01023	Prap.g_01770
OG0000867	Syaf.g_01022	Prap.g_01769
OG0000868	Syaf.g_01019	Prap.g_01767
OG0000869	Syaf.g_01014	Prap.g_01764
OG0000870	Syaf.g_01009	Prap.g_01759
OG0000871	Syaf.g_01008	Prap.g_01758
OG0000872	Syaf.g_01001	Prap.g_01757
OG0000873	Syaf.g_00998	Prap.g_01753
OG0000874	Syaf.g_01002	Prap.g_01750
OG0000875	Syaf.g_00996	Prap.g_01749
OG0000876	Syaf.g_01198	Prap.g_01748
OG0000877	Syaf.g_01188	Prap.g_01746
OG0000878	Syaf.g_01187	Prap.g_01745
OG0000879	Syaf.g_01186	Prap.g_01744
OG0000880	Syaf.g_01185	Prap.g_01743
OG0000881	Syaf.g_01179	Prap.g_01739
OG0000882	Syaf.g_01174	Prap.g_01734
OG0000883	Syaf.g_01172	Prap.g_01732
OG0000884	Syaf.g_01170	Prap.g_01730
OG0000885	Syaf.g_01169	Prap.g_01729
OG0000886	Syaf.g_01168	Prap.g_01728
OG0000887	Syaf.g_01167	Prap.g_01727
OG0000888	Syaf.g_01165	Prap.g_01725
OG0000889	Syaf.g_01163	Prap.g_01723
OG0000890	Syaf.g_01157	Prap.g_01722
OG0000891	Syaf.g_01156	Prap.g_01721
OG0000892	Syaf.g_01154	Prap.g_01719
OG0000893	Syaf.g_00178	Prap.g_01715
OG0000894	Syaf.g_00175	Prap.g_01712
OG0000895	Syaf.g_00171	Prap.g_01708
OG0000896	Syaf.g_00170	Prap.g_01707
OG0000897	Syaf.g_00168	Prap.g_01705
OG0000898	Syaf.g_00167	Prap.g_01704
OG0000899	Syaf.g_00166	Prap.g_01703
OG0000900	Syaf.g_00165	Prap.g_01702
OG0000901	Syaf.g_00160	Prap.g_01699
OG0000902	Syaf.g_00158	Prap.g_01697
OG0000903	Syaf.g_00141	Prap.g_01693
OG0000904	Syaf.g_00146	Prap.g_01689
OG0000905	Syaf.g_00151	Prap.g_01695
OG0000906	Syaf.g_00154	Prap.g_01696
OG0000907	Syaf.g_00139	Prap.g_01686
OG0000908	Syaf.g_00136	Prap.g_01683
OG0000909	Syaf.g_00135	Prap.g_01682
OG0000910	Syaf.g_00134	Prap.g_01681
OG0000911	Syaf.g_00132	Prap.g_01679
OG0000912	Syaf.g_00131	Prap.g_01678
OG0000913	Syaf.g_00130	Prap.g_01677
OG0000914	Syaf.g_00129	Prap.g_01676
OG0000915	Syaf.g_00127	Prap.g_01675
OG0000916	Syaf.g_00126	Prap.g_01674
OG0000917	Syaf.g_00125	Prap.g_01673
OG0000918	Syaf.g_00124	Prap.g_01672
OG0000919	Syaf.g_00123	Prap.g_01671
OG0000920	Syaf.g_00122	Prap.g_01670
OG0000921	Syaf.g_00121	Prap.g_01669
OG0000922	Syaf.g_00120	Prap.g_01668
OG0000923	Syaf.g_00116	Prap.g_01664
OG0000924	Syaf.g_00115	Prap.g_01663
OG0000925	Syaf.g_00114	Prap.g_01662
OG0000926	Syaf.g_00113	Prap.g_01661
OG0000927	Syaf.g_00111	Prap.g_01659
OG0000928	Syaf.g_00110	Prap.g_01658
OG0000929	Syaf.g_00109	Prap.g_01657
OG0000930	Syaf.g_00108	Prap.g_01656
OG0000931	Syaf.g_00107	Prap.g_01655
OG0000932	Syaf.g_00106	Prap.g_01654
OG0000933	Syaf.g_00100	Prap.g_01650
OG0000934	Syaf.g_00098	Prap.g_01647
OG0000935	Syaf.g_00097	Prap.g_01646
OG0000936	Syaf.g_00096	Prap.g_01645
OG0000937	Syaf.g_00095	Prap.g_01644
OG0000938	Syaf.g_00092	Prap.g_01641
OG0000939	Syaf.g_00091	Prap.g_01640
OG0000940	Syaf.g_00084	Prap.g_01633
OG0000941	Syaf.g_00082	Prap.g_01631
OG0000942	Syaf.g_00080	Prap.g_01629
OG0000943	Syaf.g_00079	Prap.g_01628
OG0000944	Syaf.g_00077	Prap.g_01626
OG0000945	Syaf.g_00075	Prap.g_01625
OG0000946	Syaf.g_00070	Prap.g_01620
OG0000947	Syaf.g_00067	Prap.g_01618
OG0000948	Syaf.g_00066	Prap.g_01617
OG0000949	Syaf.g_00337	Prap.g_01614
OG0000950	Syaf.g_00351	Prap.g_01607
OG0000951	Syaf.g_00358	Prap.g_01603
OG0000952	Syaf.g_00363	Prap.g_01599
OG0000953	Syaf.g_00367	Prap.g_01595
OG0000954	Syaf.g_00372	Prap.g_01591
OG0000955	Syaf.g_00373	Prap.g_01590
OG0000956	Syaf.g_00375	Prap.g_01588
OG0000957	Syaf.g_00386	Prap.g_01582
OG0000958	Syaf.g_00387	Prap.g_01581
OG0000959	Syaf.g_00391	Prap.g_01577
OG0000960	Syaf.g_00392	Prap.g_01576
OG0000961	Syaf.g_00402	Prap.g_01573
OG0000962	Syaf.g_00404	Prap.g_01571
OG0000963	Syaf.g_00409	Prap.g_01567
OG0000964	Syaf.g_00410	Prap.g_01566
OG0000965	Syaf.g_00411	Prap.g_01565
OG0000966	Syaf.g_00421	Prap.g_01559
OG0000967	Syaf.g_00426	Prap.g_01555
OG0000968	Syaf.g_00417	Prap.g_01553
OG0000969	Syaf.g_00423	Prap.g_01552
OG0000970	Syaf.g_00424	Prap.g_01551
OG0000971	Syaf.g_00429	Prap.g_01550
OG0000972	Syaf.g_00430	Prap.g_01549
OG0000973	Syaf.g_00431	Prap.g_01548
OG0000974	Syaf.g_00432	Prap.g_01547
OG0000975	Syaf.g_00433	Prap.g_01546
OG0000976	Syaf.g_00434	Prap.g_01545
OG0000977	Syaf.g_00436	Prap.g_01544
OG0000978	Syaf.g_00437	Prap.g_01543
OG0000979	Syaf.g_00440	Prap.g_01541
OG0000980	Syaf.g_00443	Prap.g_01539
OG0000981	Syaf.g_00446	Prap.g_01536
OG0000982	Syaf.g_00645	Prap.g_01534
OG0000983	Syaf.g_00644	Prap.g_01533
OG0000984	Syaf.g_00643	Prap.g_01532
OG0000985	Syaf.g_00641	Prap.g_01529
OG0000986	Syaf.g_00639	Prap.g_01527
OG0000987	Syaf.g_00637	Prap.g_01526
OG0000988	Syaf.g_00633	Prap.g_01523
OG0000989	Syaf.g_00624	Prap.g_01519
OG0000990	Syaf.g_00606	Prap.g_01515
OG0000991	Syaf.g_00604	Prap.g_01514
OG0000992	Syaf.g_00601	Prap.g_01511
OG0000993	Syaf.g_00600	Prap.g_01510
OG0000994	Syaf.g_00597	Prap.g_01509
OG0000995	Syaf.g_00592	Prap.g_01505
OG0000996	Syaf.g_00543	Prap.g_01504
OG0000997	Syaf.g_00532	Prap.g_01501
OG0000998	Syaf.g_00530	Prap.g_01499
OG0000999	Syaf.g_00529	Prap.g_01498
OG0001000	Syaf.g_00526	Prap.g_01495
OG0001001	Syaf.g_00521	Prap.g_01492
OG0001002	Syaf.g_00515	Prap.g_01874
OG0001003	Syaf.g_00514	Prap.g_01873
OG0001004	Syaf.g_00513	Prap.g_01872
OG0001005	Syaf.g_00510	Prap.g_01871
OG0001006	Syaf.g_00500	Prap.g_00056
OG0001007	Syaf.g_00498	Prap.g_00054
OG0001008	Syaf.g_01215	Prap.g_01329
OG0001009	Syaf.g_00466	Prap.g_00928
OG0001010	Syaf.g_00465	Prap.g_00927
OG0001011	Syaf.g_00463	Prap.g_00925
OG0001012	Syaf.g_00649	Prap.g_00911
OG0001013	Syaf.g_00669	Prap.g_00904
OG0001014	Syaf.g_00691	Prap.g_00901
OG0001015	Syaf.g_00692	Prap.g_00899
OG0001016	Syaf.g_00958	Prap.g_00877
OG0001017	Syaf.g_00952	Prap.g_01100
OG0001018	Syaf.g_00950	Prap.g_01098
OG0001019	Syaf.g_00931	Prap.g_01089
OG0001020	Syaf.g_00926	Prap.g_01088
OG0001021	Syaf.g_00922	Prap.g_01087
OG0001022	Syaf.g_00918	Prap.g_01084
OG0001023	Syaf.g_00917	Prap.g_01083
OG0001024	Syaf.g_00913	Prap.g_01079
OG0001025	Syaf.g_00906	Prap.g_01072
OG0001026	Syaf.g_00893	Prap.g_01063
OG0001027	Syaf.g_00884	Prap.g_01062
OG0001028	Syaf.g_00882	Prap.g_01060
OG0001029	Syaf.g_00880	Prap.g_01059
OG0001030	Syaf.g_00860	Prap.g_01043
OG0001031	Syaf.g_00784	Prap.g_00983
OG0001032	Syaf.g_00781	Prap.g_00982
OG0001034	Syaf.g_02787	Prap.g_01476
OG0001035	Syaf.g_00207	Prap.g_01456
OG0001036	Syaf.g_00212	Prap.g_01452
OG0001037	Syaf.g_00214	Prap.g_01451
OG0001038	Syaf.g_00242	Prap.g_01432
OG0001039	Syaf.g_00245	Prap.g_01429
OG0001040	Syaf.g_00248	Prap.g_01427
OG0001041	Syaf.g_00253	Prap.g_01422
OG0001042	Syaf.g_00275	Prap.g_01405
OG0001043	Syaf.g_00279	Prap.g_01404
OG0001044	Syaf.g_00024	Prap.g_01373
OG0001045	Syaf.g_00011	Prap.g_01364
OG0001046	Syaf.g_01894	Prap.g_01827
OG0001047	Syaf.g_01217	Prap.g_01327
OG0001048	Syaf.g_01218	Prap.g_01326
OG0001049	Syaf.g_01226	Prap.g_01324
OG0001050	Syaf.g_01227	Prap.g_01323
OG0001051	Syaf.g_01228	Prap.g_01322
OG0001052	Syaf.g_02502	Prap.g_01296
OG0001053	Syaf.g_02718	Prap.g_01284
OG0001054	Syaf.g_02701	Prap.g_01269
OG0001056	Syaf.g_02649	Prap.g_01233
OG0001057	Syaf.g_02638	Prap.g_01228
OG0001058	Syaf.g_02624	Prap.g_01220
OG0001059	Syaf.g_02620	Prap.g_01216
OG0001060	Syaf.g_02614	Prap.g_01210
OG0001061	Syaf.g_02590	Prap.g_01195
OG0001062	Syaf.g_02588	Prap.g_01193
OG0001063	Syaf.g_02583	Prap.g_01191
OG0001064	Syaf.g_02582	Prap.g_01190
OG0001065	Syaf.g_02581	Prap.g_01189
OG0001066	Syaf.g_02580	Prap.g_01188
OG0001067	Syaf.g_02579	Prap.g_01187
OG0001068	Syaf.g_02578	Prap.g_01186
OG0001069	Syaf.g_02577	Prap.g_01185
OG0001070	Syaf.g_02574	Prap.g_01181
OG0001071	Syaf.g_02573	Prap.g_01180
OG0001072	Syaf.g_02569	Prap.g_01178
OG0001073	Syaf.g_02555	Prap.g_01164
OG0001074	Syaf.g_02365	Prap.g_01152
OG0001075	Syaf.g_02363	Prap.g_01151
OG0001076	Syaf.g_02337	Prap.g_01144
OG0001077	Syaf.g_02325	Prap.g_01138
OG0001078	Syaf.g_02309	Prap.g_00391
OG0001079	Syaf.g_02296	Prap.g_00379
OG0001080	Syaf.g_01740	Prap.g_00373
OG0001081	Syaf.g_02144	Prap.g_00371
OG0001082	Syaf.g_02143	Prap.g_00370
OG0001083	Syaf.g_02136	Prap.g_00365
OG0001084	Syaf.g_02135	Prap.g_00364
OG0001085	Syaf.g_02125	Prap.g_00831
OG0001086	Syaf.g_02123	Prap.g_00830
OG0001087	Syaf.g_01482	Prap.g_00812
OG0001088	Syaf.g_01478	Prap.g_00811
OG0001089	Syaf.g_01453	Prap.g_00800
OG0001090	Syaf.g_01981	Prap.g_00790
OG0001091	Syaf.g_01979	Prap.g_00344
OG0001092	Syaf.g_01977	Prap.g_00343
OG0001093	Syaf.g_01971	Prap.g_00338
OG0001094	Syaf.g_02055	Prap.g_00345
OG0001095	Syaf.g_02034	Prap.g_00770
OG0001096	Syaf.g_02018	Prap.g_00756
OG0001097	Syaf.g_01373	Prap.g_00736
OG0001098	Syaf.g_01743	Prap.g_00717
OG0001099	Syaf.g_00881	Prap.g_00655
OG0001100	Syaf.g_02110	Prap.g_00867
OG0001101	Syaf.g_02109	Prap.g_00864
OG0001102	Syaf.g_02106	Prap.g_00861
OG0001103	Syaf.g_02104	Prap.g_00859
OG0001104	Syaf.g_02071	Prap.g_00836
OG0001105	Syaf.g_02067	Prap.g_00832
OG0001106	Syaf.g_01847	Prap.g_00248
OG0001107	Syaf.g_01859	Prap.g_00255
OG0001108	Syaf.g_01868	Prap.g_00259
OG0001109	Syaf.g_01877	Prap.g_00260
OG0001110	Syaf.g_01879	Prap.g_00262
OG0001111	Syaf.g_01881	Prap.g_00263
OG0001112	Syaf.g_01883	Prap.g_00264
OG0001113	Syaf.g_01884	Prap.g_00265
OG0001114	Syaf.g_01885	Prap.g_00266
OG0001115	Syaf.g_01889	Prap.g_00268
OG0001116	Syaf.g_01891	Prap.g_00269
OG0001117	Syaf.g_01892	Prap.g_00270
OG0001118	Syaf.g_01893	Prap.g_00271
OG0001119	Syaf.g_01895	Prap.g_00272
OG0001120	Syaf.g_01899	Prap.g_00274
OG0001122	Syaf.g_01927	Prap.g_00294
OG0001123	Syaf.g_01934	Prap.g_00300
OG0001124	Syaf.g_01936	Prap.g_00302
OG0001125	Syaf.g_01938	Prap.g_00304
OG0001126	Syaf.g_01409	Prap.g_00697
OG0001127	Syaf.g_01410	Prap.g_00698
