Orthogroup	Syaf	Syam
OG0000548	Syaf.g_02681	Syam.g_00623
OG0000549	Syaf.g_02676	Syam.g_00630
OG0000550	Syaf.g_02671	Syam.g_00635
OG0000551	Syaf.g_02666	Syam.g_00640
OG0000552	Syaf.g_02665	Syam.g_00641
OG0000553	Syaf.g_02663	Syam.g_00643
OG0000554	Syaf.g_02653	Syam.g_00652
OG0000555	Syaf.g_02635	Syam.g_00667
OG0000556	Syaf.g_02630	Syam.g_00670
OG0000557	Syaf.g_02628	Syam.g_00672
OG0000558	Syaf.g_02626	Syam.g_00675
OG0000559	Syaf.g_02622	Syam.g_00679
OG0000560	Syaf.g_02619	Syam.g_00682
OG0000561	Syaf.g_02618	Syam.g_00683
OG0000562	Syaf.g_02617	Syam.g_00684
OG0000563	Syaf.g_02616	Syam.g_00685
OG0000564	Syaf.g_02615	Syam.g_00686
OG0000565	Syaf.g_02612	Syam.g_00690
OG0000566	Syaf.g_02608	Syam.g_00694
OG0000567	Syaf.g_02604	Syam.g_00698
OG0000568	Syaf.g_02599	Syam.g_01751
OG0000569	Syaf.g_02596	Syam.g_01750
OG0000570	Syaf.g_02595	Syam.g_01749
OG0000571	Syaf.g_02591	Syam.g_01745
OG0000572	Syaf.g_02575	Syam.g_01729
OG0000573	Syaf.g_02567	Syam.g_01721
OG0000574	Syaf.g_02566	Syam.g_01720
OG0000575	Syaf.g_02562	Syam.g_01716
OG0000576	Syaf.g_02560	Syam.g_01714
OG0000577	Syaf.g_02559	Syam.g_01713
OG0000578	Syaf.g_02558	Syam.g_01712
OG0000579	Syaf.g_02557	Syam.g_01711
OG0000580	Syaf.g_02556	Syam.g_01710
OG0000581	Syaf.g_02550	Syam.g_01704
OG0000582	Syaf.g_02374	Syam.g_01513
OG0000583	Syaf.g_02373	Syam.g_01512
OG0000584	Syaf.g_02372	Syam.g_01511
OG0000585	Syaf.g_02370	Syam.g_01509
OG0000586	Syaf.g_02369	Syam.g_01508
OG0000587	Syaf.g_02367	Syam.g_01506
OG0000588	Syaf.g_02350	Syam.g_01498
OG0000589	Syaf.g_02340	Syam.g_01494
OG0000590	Syaf.g_02339	Syam.g_01493
OG0000591	Syaf.g_02331	Syam.g_01486
OG0000592	Syaf.g_02330	Syam.g_01485
OG0000593	Syaf.g_02314	Syam.g_01471
OG0000594	Syaf.g_02313	Syam.g_01470
OG0000595	Syaf.g_02312	Syam.g_01469
OG0000596	Syaf.g_02307	Syam.g_01465
OG0000597	Syaf.g_02304	Syam.g_01462
OG0000598	Syaf.g_02303	Syam.g_01461
OG0000599	Syaf.g_02300	Syam.g_01458
OG0000600	Syaf.g_02299	Syam.g_01457
OG0000601	Syaf.g_02298	Syam.g_01456
OG0000602	Syaf.g_02293	Syam.g_01451
OG0000603	Syaf.g_02292	Syam.g_01450
OG0000604	Syaf.g_02289	Syam.g_01447
OG0000605	Syaf.g_01734	Syam.g_01031
OG0000606	Syaf.g_02145	Syam.g_01387
OG0000607	Syaf.g_02142	Syam.g_01384
OG0000608	Syaf.g_02141	Syam.g_01383
OG0000609	Syaf.g_02139	Syam.g_01380
OG0000610	Syaf.g_02132	Syam.g_01373
OG0000611	Syaf.g_02129	Syam.g_01370
OG0000612	Syaf.g_02128	Syam.g_01369
OG0000613	Syaf.g_00315	Syam.g_00170
OG0000614	Syaf.g_01469	Syam.g_00801
OG0000615	Syaf.g_02085	Syam.g_01332
OG0000616	Syaf.g_00518	Syam.g_02430
OG0000617	Syaf.g_01975	Syam.g_01240
OG0000618	Syaf.g_01974	Syam.g_01239
OG0000619	Syaf.g_01973	Syam.g_01238
OG0000620	Syaf.g_01966	Syam.g_01233
OG0000621	Syaf.g_01965	Syam.g_01232
OG0000622	Syaf.g_01964	Syam.g_01231
OG0000623	Syaf.g_01963	Syam.g_01230
OG0000624	Syaf.g_01961	Syam.g_01228
OG0000625	Syaf.g_01960	Syam.g_01227
OG0000626	Syaf.g_01959	Syam.g_01226
OG0000627	Syaf.g_01782	Syam.g_01065
OG0000628	Syaf.g_01783	Syam.g_01067
OG0000629	Syaf.g_01786	Syam.g_01070
OG0000630	Syaf.g_01790	Syam.g_01074
OG0000631	Syaf.g_01801	Syam.g_01084
OG0000632	Syaf.g_01802	Syam.g_01085
OG0000633	Syaf.g_01803	Syam.g_01086
OG0000634	Syaf.g_02053	Syam.g_01294
OG0000635	Syaf.g_02052	Syam.g_01293
OG0000636	Syaf.g_02050	Syam.g_01291
OG0000637	Syaf.g_02048	Syam.g_01289
OG0000638	Syaf.g_02047	Syam.g_01288
OG0000639	Syaf.g_02046	Syam.g_01287
OG0000640	Syaf.g_02045	Syam.g_01286
OG0000641	Syaf.g_02041	Syam.g_01282
OG0000642	Syaf.g_02040	Syam.g_01281
OG0000643	Syaf.g_02038	Syam.g_01280
OG0000644	Syaf.g_02037	Syam.g_01279
OG0000645	Syaf.g_02035	Syam.g_01277
OG0000646	Syaf.g_02032	Syam.g_01274
OG0000647	Syaf.g_02030	Syam.g_01272
OG0000648	Syaf.g_02027	Syam.g_01269
OG0000649	Syaf.g_02026	Syam.g_01268
OG0000650	Syaf.g_02025	Syam.g_01267
OG0000651	Syaf.g_02024	Syam.g_01266
OG0000652	Syaf.g_02023	Syam.g_01265
OG0000653	Syaf.g_02021	Syam.g_01263
OG0000654	Syaf.g_02020	Syam.g_01262
OG0000655	Syaf.g_02019	Syam.g_01261
OG0000656	Syaf.g_02016	Syam.g_01258
OG0000657	Syaf.g_01384	Syam.g_00739
OG0000658	Syaf.g_01381	Syam.g_00735
OG0000659	Syaf.g_01380	Syam.g_00734
OG0000660	Syaf.g_01376	Syam.g_00730
OG0000661	Syaf.g_01374	Syam.g_00728
OG0000662	Syaf.g_01372	Syam.g_00726
OG0000663	Syaf.g_01369	Syam.g_00723
OG0000664	Syaf.g_01368	Syam.g_00722
OG0000665	Syaf.g_00980	Syam.g_02027
OG0000666	Syaf.g_01733	Syam.g_01030
OG0000667	Syaf.g_01635	Syam.g_00937
OG0000668	Syaf.g_01928	Syam.g_01185
OG0000669	Syaf.g_02112	Syam.g_01358
OG0000670	Syaf.g_02769	Syam.g_00528
OG0000671	Syaf.g_02108	Syam.g_01354
OG0000672	Syaf.g_02105	Syam.g_01351
OG0000673	Syaf.g_02102	Syam.g_01348
OG0000674	Syaf.g_02100	Syam.g_01346
OG0000675	Syaf.g_02099	Syam.g_01345
OG0000676	Syaf.g_02097	Syam.g_01343
OG0000677	Syaf.g_02096	Syam.g_01342
OG0000678	Syaf.g_02092	Syam.g_01339
OG0000679	Syaf.g_02083	Syam.g_01323
OG0000680	Syaf.g_02082	Syam.g_01322
OG0000681	Syaf.g_02079	Syam.g_01319
OG0000682	Syaf.g_02078	Syam.g_01318
OG0000683	Syaf.g_02077	Syam.g_01317
OG0000684	Syaf.g_02072	Syam.g_01312
OG0000685	Syaf.g_02070	Syam.g_01310
OG0000686	Syaf.g_02069	Syam.g_01309
OG0000687	Syaf.g_02068	Syam.g_01308
OG0000688	Syaf.g_02063	Syam.g_01304
OG0000689	Syaf.g_02061	Syam.g_01302
OG0000690	Syaf.g_02060	Syam.g_01301
OG0000691	Syaf.g_02059	Syam.g_01300
OG0000692	Syaf.g_02058	Syam.g_01299
OG0000693	Syaf.g_02057	Syam.g_01298
OG0000694	Syaf.g_02056	Syam.g_01297
OG0000695	Syaf.g_01805	Syam.g_01088
OG0000696	Syaf.g_01806	Syam.g_01089
OG0000697	Syaf.g_01808	Syam.g_01091
OG0000698	Syaf.g_01811	Syam.g_01094
OG0000699	Syaf.g_01813	Syam.g_01096
OG0000700	Syaf.g_01814	Syam.g_01097
OG0000701	Syaf.g_01815	Syam.g_01098
OG0000702	Syaf.g_01843	Syam.g_01106
OG0000703	Syaf.g_01844	Syam.g_01107
OG0000704	Syaf.g_01846	Syam.g_01109
OG0000705	Syaf.g_01853	Syam.g_01116
OG0000706	Syaf.g_01854	Syam.g_01117
OG0000707	Syaf.g_01855	Syam.g_01118
OG0000708	Syaf.g_01858	Syam.g_01121
OG0000709	Syaf.g_01867	Syam.g_01131
OG0000710	Syaf.g_01878	Syam.g_01135
OG0000711	Syaf.g_01908	Syam.g_01165
OG0000712	Syaf.g_01910	Syam.g_01167
OG0000713	Syaf.g_01911	Syam.g_01168
OG0000714	Syaf.g_01913	Syam.g_01170
OG0000715	Syaf.g_01915	Syam.g_01172
OG0000716	Syaf.g_01919	Syam.g_01176
OG0000717	Syaf.g_01920	Syam.g_01177
OG0000718	Syaf.g_01924	Syam.g_01181
OG0000719	Syaf.g_01926	Syam.g_01183
OG0000720	Syaf.g_01939	Syam.g_01197
OG0000721	Syaf.g_01941	Syam.g_01199
OG0000722	Syaf.g_01942	Syam.g_01200
OG0000723	Syaf.g_01957	Syam.g_01224
OG0000724	Syaf.g_01418	Syam.g_00768
OG0000725	Syaf.g_01445	Syam.g_00777
OG0000726	Syaf.g_01446	Syam.g_00778
OG0000727	Syaf.g_01447	Syam.g_00779
OG0000728	Syaf.g_01449	Syam.g_00781
OG0000729	Syaf.g_00405	Syam.g_00105
OG0000730	Syaf.g_00026	Syam.g_00454
OG0000731	Syaf.g_00014	Syam.g_00466
OG0000732	Syaf.g_00444	Syam.g_00051
OG0000733	Syaf.g_00615	Syam.g_02339
OG0000734	Syaf.g_00895	Syam.g_02128
OG0000735	Syaf.g_01273	Syam.g_01810
OG0000736	Syaf.g_01274	Syam.g_01809
OG0000737	Syaf.g_01275	Syam.g_01808
OG0000738	Syaf.g_01280	Syam.g_01803
OG0000739	Syaf.g_01281	Syam.g_01802
OG0000740	Syaf.g_01282	Syam.g_01801
OG0000741	Syaf.g_01285	Syam.g_01798
OG0000742	Syaf.g_01287	Syam.g_01796
OG0000743	Syaf.g_01289	Syam.g_01794
OG0000744	Syaf.g_01290	Syam.g_01793
OG0000745	Syaf.g_01293	Syam.g_01791
OG0000746	Syaf.g_01295	Syam.g_01789
OG0000747	Syaf.g_01296	Syam.g_01788
OG0000748	Syaf.g_01307	Syam.g_01779
OG0000749	Syaf.g_01309	Syam.g_01776
OG0000750	Syaf.g_01310	Syam.g_01775
OG0000751	Syaf.g_01317	Syam.g_01770
OG0000752	Syaf.g_01319	Syam.g_01768
OG0000753	Syaf.g_01322	Syam.g_01765
OG0000754	Syaf.g_01611	Syam.g_00910
OG0000755	Syaf.g_01599	Syam.g_00900
OG0000756	Syaf.g_01598	Syam.g_00899
OG0000757	Syaf.g_01590	Syam.g_00891
OG0000758	Syaf.g_01589	Syam.g_00890
OG0000759	Syaf.g_01588	Syam.g_00889
OG0000760	Syaf.g_01587	Syam.g_00888
OG0000761	Syaf.g_01586	Syam.g_00886
OG0000762	Syaf.g_01584	Syam.g_00884
OG0000763	Syaf.g_01582	Syam.g_00882
OG0000764	Syaf.g_01581	Syam.g_00881
OG0000765	Syaf.g_01564	Syam.g_00864
OG0000766	Syaf.g_01563	Syam.g_00863
OG0000767	Syaf.g_01561	Syam.g_00861
OG0000768	Syaf.g_01560	Syam.g_00860
OG0000769	Syaf.g_01558	Syam.g_00858
OG0000770	Syaf.g_01553	Syam.g_00855
OG0000771	Syaf.g_01411	Syam.g_00762
OG0000772	Syaf.g_01705	Syam.g_01005
OG0000773	Syaf.g_01268	Syam.g_01816
OG0000774	Syaf.g_01263	Syam.g_01820
OG0000775	Syaf.g_01261	Syam.g_01823
OG0000776	Syaf.g_01260	Syam.g_01824
OG0000777	Syaf.g_01259	Syam.g_01825
OG0000778	Syaf.g_01258	Syam.g_01826
OG0000779	Syaf.g_01252	Syam.g_01832
OG0000780	Syaf.g_01249	Syam.g_01835
OG0000781	Syaf.g_01245	Syam.g_01839
OG0000782	Syaf.g_01244	Syam.g_01840
OG0000783	Syaf.g_01243	Syam.g_01841
OG0000784	Syaf.g_01242	Syam.g_01842
OG0000785	Syaf.g_01240	Syam.g_01844
OG0000786	Syaf.g_02546	Syam.g_01700
OG0000787	Syaf.g_02547	Syam.g_01701
OG0000788	Syaf.g_02297	Syam.g_01455
OG0000789	Syaf.g_01750	Syam.g_01044
OG0000790	Syaf.g_02738	Syam.g_00570
OG0000791	Syaf.g_02740	Syam.g_00568
OG0000792	Syaf.g_02741	Syam.g_00567
OG0000793	Syaf.g_02746	Syam.g_00562
OG0000794	Syaf.g_02747	Syam.g_00561
OG0000795	Syaf.g_02748	Syam.g_00560
OG0000796	Syaf.g_02752	Syam.g_00556
OG0000797	Syaf.g_02753	Syam.g_00555
OG0000798	Syaf.g_00240	Syam.g_00233
OG0000799	Syaf.g_02380	Syam.g_01585
OG0000800	Syaf.g_02383	Syam.g_01588
OG0000801	Syaf.g_02384	Syam.g_01589
OG0000802	Syaf.g_02388	Syam.g_01592
OG0000803	Syaf.g_02393	Syam.g_01597
OG0000804	Syaf.g_02396	Syam.g_01600
OG0000805	Syaf.g_02398	Syam.g_01602
OG0000806	Syaf.g_02405	Syam.g_01604
OG0000807	Syaf.g_02406	Syam.g_01606
OG0000808	Syaf.g_02407	Syam.g_01607
OG0000809	Syaf.g_02410	Syam.g_01610
OG0000810	Syaf.g_02411	Syam.g_01611
OG0000811	Syaf.g_02420	Syam.g_01616
OG0000812	Syaf.g_02422	Syam.g_01618
OG0000813	Syaf.g_02423	Syam.g_01619
OG0000814	Syaf.g_02425	Syam.g_01621
OG0000815	Syaf.g_02426	Syam.g_01622
OG0000816	Syaf.g_02428	Syam.g_01624
OG0000817	Syaf.g_02429	Syam.g_01625
OG0000818	Syaf.g_02442	Syam.g_01631
OG0000819	Syaf.g_02443	Syam.g_01632
OG0000820	Syaf.g_02444	Syam.g_01633
OG0000821	Syaf.g_02450	Syam.g_01639
OG0000822	Syaf.g_02452	Syam.g_01641
OG0000823	Syaf.g_02453	Syam.g_01642
OG0000824	Syaf.g_02459	Syam.g_01648
OG0000825	Syaf.g_02460	Syam.g_01649
OG0000826	Syaf.g_02461	Syam.g_01650
OG0000827	Syaf.g_02462	Syam.g_01651
OG0000828	Syaf.g_02465	Syam.g_01655
OG0000829	Syaf.g_02466	Syam.g_01656
OG0000830	Syaf.g_02467	Syam.g_01657
OG0000831	Syaf.g_02470	Syam.g_01659
OG0000832	Syaf.g_01109	Syam.g_01923
OG0000833	Syaf.g_01100	Syam.g_01932
OG0000834	Syaf.g_01098	Syam.g_01933
OG0000835	Syaf.g_01097	Syam.g_01934
OG0000836	Syaf.g_01093	Syam.g_01937
OG0000837	Syaf.g_01091	Syam.g_01938
OG0000838	Syaf.g_01087	Syam.g_01946
OG0000839	Syaf.g_01086	Syam.g_01947
OG0000840	Syaf.g_01085	Syam.g_01948
OG0000841	Syaf.g_01084	Syam.g_01949
OG0000842	Syaf.g_01083	Syam.g_01950
OG0000843	Syaf.g_01082	Syam.g_01951
OG0000844	Syaf.g_01080	Syam.g_01953
OG0000845	Syaf.g_01079	Syam.g_01954
OG0000846	Syaf.g_01078	Syam.g_01955
OG0000847	Syaf.g_01077	Syam.g_01956
OG0000848	Syaf.g_01075	Syam.g_01958
OG0000849	Syaf.g_01074	Syam.g_01959
OG0000850	Syaf.g_01072	Syam.g_01961
OG0000851	Syaf.g_01061	Syam.g_01966
OG0000852	Syaf.g_01060	Syam.g_01967
OG0000853	Syaf.g_01056	Syam.g_01971
OG0000854	Syaf.g_01054	Syam.g_01973
OG0000855	Syaf.g_01053	Syam.g_01974
OG0000856	Syaf.g_02328	Syam.g_01483
OG0000857	Syaf.g_02031	Syam.g_01273
OG0000858	Syaf.g_01047	Syam.g_01980
OG0000859	Syaf.g_01046	Syam.g_01981
OG0000860	Syaf.g_01031	Syam.g_01992
OG0000861	Syaf.g_01030	Syam.g_01993
OG0000862	Syaf.g_01029	Syam.g_01994
OG0000863	Syaf.g_01026	Syam.g_01996
OG0000864	Syaf.g_01025	Syam.g_01997
OG0000865	Syaf.g_01024	Syam.g_01998
OG0000866	Syaf.g_01023	Syam.g_01999
OG0000867	Syaf.g_01022	Syam.g_02000
OG0000868	Syaf.g_01019	Syam.g_02003
OG0000869	Syaf.g_01014	Syam.g_02007
OG0000870	Syaf.g_01009	Syam.g_02012
OG0000871	Syaf.g_01008	Syam.g_02013
OG0000872	Syaf.g_01001	Syam.g_02021
OG0000873	Syaf.g_00998	Syam.g_02024
OG0000874	Syaf.g_01002	Syam.g_02019
OG0000875	Syaf.g_00996	Syam.g_02026
OG0000876	Syaf.g_01198	Syam.g_01877
OG0000877	Syaf.g_01188	Syam.g_01882
OG0000878	Syaf.g_01187	Syam.g_01883
OG0000879	Syaf.g_01186	Syam.g_01884
OG0000880	Syaf.g_01185	Syam.g_01885
OG0000881	Syaf.g_01179	Syam.g_01891
OG0000882	Syaf.g_01174	Syam.g_01896
OG0000883	Syaf.g_01172	Syam.g_01898
OG0000884	Syaf.g_01170	Syam.g_01900
OG0000885	Syaf.g_01169	Syam.g_01901
OG0000886	Syaf.g_01168	Syam.g_01902
OG0000887	Syaf.g_01167	Syam.g_01903
OG0000888	Syaf.g_01165	Syam.g_01905
OG0000889	Syaf.g_01163	Syam.g_01907
OG0000890	Syaf.g_01157	Syam.g_01910
OG0000891	Syaf.g_01156	Syam.g_01911
OG0000892	Syaf.g_01154	Syam.g_01913
OG0000893	Syaf.g_00178	Syam.g_00287
OG0000894	Syaf.g_00175	Syam.g_00290
OG0000895	Syaf.g_00171	Syam.g_00294
OG0000896	Syaf.g_00170	Syam.g_00295
OG0000897	Syaf.g_00168	Syam.g_00297
OG0000898	Syaf.g_00167	Syam.g_00298
OG0000899	Syaf.g_00166	Syam.g_00299
OG0000900	Syaf.g_00165	Syam.g_00300
OG0000901	Syaf.g_00160	Syam.g_00305
OG0000902	Syaf.g_00158	Syam.g_00307
OG0000903	Syaf.g_00141	Syam.g_00322
OG0000904	Syaf.g_00146	Syam.g_00317
OG0000905	Syaf.g_00151	Syam.g_00312
OG0000906	Syaf.g_00154	Syam.g_00309
OG0000907	Syaf.g_00139	Syam.g_00324
OG0000908	Syaf.g_00136	Syam.g_00327
OG0000909	Syaf.g_00135	Syam.g_00328
OG0000910	Syaf.g_00134	Syam.g_00329
OG0000911	Syaf.g_00132	Syam.g_00331
OG0000912	Syaf.g_00131	Syam.g_00332
OG0000913	Syaf.g_00130	Syam.g_00333
OG0000914	Syaf.g_00129	Syam.g_00334
OG0000915	Syaf.g_00127	Syam.g_00336
OG0000916	Syaf.g_00126	Syam.g_00337
OG0000917	Syaf.g_00125	Syam.g_00338
OG0000918	Syaf.g_00124	Syam.g_00339
OG0000919	Syaf.g_00123	Syam.g_00340
OG0000920	Syaf.g_00122	Syam.g_00341
OG0000921	Syaf.g_00121	Syam.g_00342
OG0000922	Syaf.g_00120	Syam.g_00343
OG0000923	Syaf.g_00116	Syam.g_00347
OG0000924	Syaf.g_00115	Syam.g_00348
OG0000925	Syaf.g_00114	Syam.g_00349
OG0000926	Syaf.g_00113	Syam.g_00350
OG0000927	Syaf.g_00111	Syam.g_00352
OG0000928	Syaf.g_00110	Syam.g_00353
OG0000929	Syaf.g_00109	Syam.g_00354
OG0000930	Syaf.g_00108	Syam.g_00355
OG0000931	Syaf.g_00107	Syam.g_00356
OG0000932	Syaf.g_00106	Syam.g_00357
OG0000933	Syaf.g_00100	Syam.g_00363
OG0000934	Syaf.g_00098	Syam.g_00365
OG0000935	Syaf.g_00097	Syam.g_00366
OG0000936	Syaf.g_00096	Syam.g_00368
OG0000937	Syaf.g_00095	Syam.g_00369
OG0000938	Syaf.g_00092	Syam.g_00373
OG0000939	Syaf.g_00091	Syam.g_00374
OG0000940	Syaf.g_00084	Syam.g_00381
OG0000941	Syaf.g_00082	Syam.g_00383
OG0000942	Syaf.g_00080	Syam.g_00385
OG0000943	Syaf.g_00079	Syam.g_00386
OG0000944	Syaf.g_00077	Syam.g_00388
OG0000945	Syaf.g_00075	Syam.g_00390
OG0000946	Syaf.g_00070	Syam.g_00395
OG0000947	Syaf.g_00067	Syam.g_00398
OG0000948	Syaf.g_00066	Syam.g_00399
OG0000949	Syaf.g_00337	Syam.g_00159
OG0000950	Syaf.g_00351	Syam.g_00150
OG0000951	Syaf.g_00358	Syam.g_00145
OG0000952	Syaf.g_00363	Syam.g_00140
OG0000953	Syaf.g_00367	Syam.g_00136
OG0000954	Syaf.g_00372	Syam.g_00131
OG0000955	Syaf.g_00373	Syam.g_00130
OG0000956	Syaf.g_00375	Syam.g_00128
OG0000957	Syaf.g_00386	Syam.g_00117
OG0000958	Syaf.g_00387	Syam.g_00116
OG0000959	Syaf.g_00391	Syam.g_00112
OG0000960	Syaf.g_00392	Syam.g_00111
OG0000961	Syaf.g_00402	Syam.g_00108
OG0000962	Syaf.g_00404	Syam.g_00106
OG0000963	Syaf.g_00409	Syam.g_00101
OG0000964	Syaf.g_00410	Syam.g_00100
OG0000965	Syaf.g_00411	Syam.g_00099
OG0000966	Syaf.g_00421	Syam.g_00074
OG0000967	Syaf.g_00426	Syam.g_00069
OG0000968	Syaf.g_00417	Syam.g_00077
OG0000969	Syaf.g_00423	Syam.g_00072
OG0000970	Syaf.g_00424	Syam.g_00071
OG0000971	Syaf.g_00429	Syam.g_00066
OG0000972	Syaf.g_00430	Syam.g_00065
OG0000973	Syaf.g_00431	Syam.g_00064
OG0000974	Syaf.g_00432	Syam.g_00063
OG0000975	Syaf.g_00433	Syam.g_00062
OG0000976	Syaf.g_00434	Syam.g_00061
OG0000977	Syaf.g_00436	Syam.g_00059
OG0000978	Syaf.g_00437	Syam.g_00058
OG0000979	Syaf.g_00440	Syam.g_00055
OG0000980	Syaf.g_00443	Syam.g_00052
OG0000981	Syaf.g_00446	Syam.g_00049
OG0000982	Syaf.g_00645	Syam.g_02314
OG0000983	Syaf.g_00644	Syam.g_02315
OG0000984	Syaf.g_00643	Syam.g_02316
OG0000985	Syaf.g_00641	Syam.g_02318
OG0000986	Syaf.g_00639	Syam.g_02320
OG0000987	Syaf.g_00637	Syam.g_02322
OG0000988	Syaf.g_00633	Syam.g_02327
OG0000989	Syaf.g_00624	Syam.g_02334
OG0000990	Syaf.g_00606	Syam.g_02346
OG0000991	Syaf.g_00604	Syam.g_02348
OG0000992	Syaf.g_00601	Syam.g_02351
OG0000993	Syaf.g_00600	Syam.g_02352
OG0000994	Syaf.g_00597	Syam.g_02354
OG0000995	Syaf.g_00592	Syam.g_02359
OG0000996	Syaf.g_00543	Syam.g_02405
OG0000997	Syaf.g_00532	Syam.g_02416
OG0000998	Syaf.g_00530	Syam.g_02418
OG0000999	Syaf.g_00529	Syam.g_02419
OG0001000	Syaf.g_00526	Syam.g_02422
OG0001001	Syaf.g_00521	Syam.g_02427
OG0001002	Syaf.g_00515	Syam.g_02433
OG0001003	Syaf.g_00514	Syam.g_02434
OG0001004	Syaf.g_00513	Syam.g_02435
OG0001005	Syaf.g_00510	Syam.g_02436
OG0001006	Syaf.g_00500	Syam.g_02444
OG0001007	Syaf.g_00498	Syam.g_02446
OG0001008	Syaf.g_01215	Syam.g_01866
OG0001009	Syaf.g_00466	Syam.g_00032
OG0001010	Syaf.g_00465	Syam.g_00033
OG0001011	Syaf.g_00463	Syam.g_00034
OG0001012	Syaf.g_00649	Syam.g_02310
OG0001013	Syaf.g_00669	Syam.g_02296
OG0001014	Syaf.g_00691	Syam.g_02292
OG0001015	Syaf.g_00692	Syam.g_02291
OG0001016	Syaf.g_00958	Syam.g_02067
OG0001017	Syaf.g_00952	Syam.g_02073
OG0001018	Syaf.g_00950	Syam.g_02075
OG0001019	Syaf.g_00931	Syam.g_02093
OG0001020	Syaf.g_00926	Syam.g_02098
OG0001021	Syaf.g_00922	Syam.g_02102
OG0001022	Syaf.g_00918	Syam.g_02106
OG0001023	Syaf.g_00917	Syam.g_02107
OG0001024	Syaf.g_00913	Syam.g_02111
OG0001025	Syaf.g_00906	Syam.g_02118
OG0001026	Syaf.g_00893	Syam.g_02130
OG0001027	Syaf.g_00884	Syam.g_02135
OG0001028	Syaf.g_00882	Syam.g_02137
OG0001029	Syaf.g_00880	Syam.g_02139
OG0001030	Syaf.g_00860	Syam.g_02163
OG0001031	Syaf.g_00784	Syam.g_02239
OG0001032	Syaf.g_00781	Syam.g_02241
OG0001034	Syaf.g_02787	Syam.g_00508
OG0001035	Syaf.g_00207	Syam.g_00265
OG0001036	Syaf.g_00212	Syam.g_00261
OG0001037	Syaf.g_00214	Syam.g_00259
OG0001038	Syaf.g_00242	Syam.g_00232
OG0001039	Syaf.g_00245	Syam.g_00229
OG0001040	Syaf.g_00248	Syam.g_00226
OG0001041	Syaf.g_00253	Syam.g_00221
OG0001042	Syaf.g_00275	Syam.g_00196
OG0001043	Syaf.g_00279	Syam.g_00192
OG0001044	Syaf.g_00024	Syam.g_00456
OG0001045	Syaf.g_00011	Syam.g_00469
OG0001046	Syaf.g_01894	Syam.g_01151
OG0001047	Syaf.g_01217	Syam.g_01864
OG0001048	Syaf.g_01218	Syam.g_01863
OG0001049	Syaf.g_01226	Syam.g_01855
OG0001050	Syaf.g_01227	Syam.g_01854
OG0001051	Syaf.g_01228	Syam.g_01853
OG0001052	Syaf.g_02502	Syam.g_01672
OG0001053	Syaf.g_02718	Syam.g_00586
OG0001054	Syaf.g_02701	Syam.g_00603
OG0001056	Syaf.g_02649	Syam.g_00656
OG0001057	Syaf.g_02638	Syam.g_00664
OG0001058	Syaf.g_02624	Syam.g_00677
OG0001059	Syaf.g_02620	Syam.g_00681
OG0001060	Syaf.g_02614	Syam.g_00688
OG0001061	Syaf.g_02590	Syam.g_01744
OG0001062	Syaf.g_02588	Syam.g_01742
OG0001063	Syaf.g_02583	Syam.g_01737
OG0001064	Syaf.g_02582	Syam.g_01736
OG0001065	Syaf.g_02581	Syam.g_01735
OG0001066	Syaf.g_02580	Syam.g_01734
OG0001067	Syaf.g_02579	Syam.g_01733
OG0001068	Syaf.g_02578	Syam.g_01732
OG0001069	Syaf.g_02577	Syam.g_01731
OG0001070	Syaf.g_02574	Syam.g_01728
OG0001071	Syaf.g_02573	Syam.g_01727
OG0001072	Syaf.g_02569	Syam.g_01723
OG0001073	Syaf.g_02555	Syam.g_01709
OG0001074	Syaf.g_02365	Syam.g_01504
OG0001075	Syaf.g_02363	Syam.g_01502
OG0001076	Syaf.g_02337	Syam.g_01491
OG0001077	Syaf.g_02325	Syam.g_01480
OG0001078	Syaf.g_02309	Syam.g_01467
OG0001079	Syaf.g_02296	Syam.g_01454
OG0001080	Syaf.g_01740	Syam.g_01034
OG0001081	Syaf.g_02144	Syam.g_01386
OG0001082	Syaf.g_02143	Syam.g_01385
OG0001083	Syaf.g_02136	Syam.g_01377
OG0001084	Syaf.g_02135	Syam.g_01376
OG0001085	Syaf.g_02125	Syam.g_01366
OG0001086	Syaf.g_02123	Syam.g_01364
OG0001087	Syaf.g_01482	Syam.g_00813
OG0001088	Syaf.g_01478	Syam.g_00809
OG0001089	Syaf.g_01453	Syam.g_00785
OG0001090	Syaf.g_01981	Syam.g_01246
OG0001091	Syaf.g_01979	Syam.g_01244
OG0001092	Syaf.g_01977	Syam.g_01242
OG0001093	Syaf.g_01971	Syam.g_01236
OG0001094	Syaf.g_02055	Syam.g_01296
OG0001095	Syaf.g_02034	Syam.g_01276
OG0001096	Syaf.g_02018	Syam.g_01260
OG0001097	Syaf.g_01373	Syam.g_00727
OG0001098	Syaf.g_01743	Syam.g_01037
OG0001099	Syaf.g_00881	Syam.g_02138
OG0001100	Syaf.g_02110	Syam.g_01356
OG0001101	Syaf.g_02109	Syam.g_01355
OG0001103	Syaf.g_02104	Syam.g_01350
OG0001104	Syaf.g_02071	Syam.g_01311
OG0001105	Syaf.g_02067	Syam.g_01307
OG0001106	Syaf.g_01847	Syam.g_01110
OG0001107	Syaf.g_01859	Syam.g_01122
OG0001108	Syaf.g_01868	Syam.g_01132
OG0001109	Syaf.g_01877	Syam.g_01134
