Orthogroup	Syaf	Syah
OG0000552	Syaf.g_02665	Syah.g_01052
OG0000553	Syaf.g_02663	Syah.g_01054
OG0000554	Syaf.g_02653	Syah.g_01065
OG0000555	Syaf.g_02635	Syah.g_01078
OG0000556	Syaf.g_02630	Syah.g_01084
OG0000557	Syaf.g_02628	Syah.g_01086
OG0000558	Syaf.g_02626	Syah.g_01088
OG0000559	Syaf.g_02622	Syah.g_01093
OG0000560	Syaf.g_02619	Syah.g_01096
OG0000561	Syaf.g_02618	Syah.g_01097
OG0000562	Syaf.g_02617	Syah.g_01098
OG0000563	Syaf.g_02616	Syah.g_01099
OG0000564	Syaf.g_02615	Syah.g_01100
OG0000565	Syaf.g_02612	Syah.g_01104
OG0000566	Syaf.g_02608	Syah.g_01108
OG0000567	Syaf.g_02604	Syah.g_01112
OG0000568	Syaf.g_02599	Syah.g_01116
OG0000569	Syaf.g_02596	Syah.g_01117
OG0000570	Syaf.g_02595	Syah.g_01118
OG0000571	Syaf.g_02591	Syah.g_01122
OG0000572	Syaf.g_02575	Syah.g_01137
OG0000573	Syaf.g_02567	Syah.g_01146
OG0000574	Syaf.g_02566	Syah.g_01147
OG0000575	Syaf.g_02562	Syah.g_01151
OG0000576	Syaf.g_02560	Syah.g_01153
OG0000577	Syaf.g_02559	Syah.g_01154
OG0000578	Syaf.g_02558	Syah.g_01155
OG0000579	Syaf.g_02557	Syah.g_01156
OG0000580	Syaf.g_02556	Syah.g_01157
OG0000581	Syaf.g_02550	Syah.g_01163
OG0000582	Syaf.g_02374	Syah.g_01979
OG0000583	Syaf.g_02373	Syah.g_01978
OG0000584	Syaf.g_02372	Syah.g_01977
OG0000585	Syaf.g_02370	Syah.g_01975
OG0000586	Syaf.g_02369	Syah.g_01974
OG0000587	Syaf.g_02367	Syah.g_01972
OG0000588	Syaf.g_02350	Syah.g_01966
OG0000589	Syaf.g_02340	Syah.g_01962
OG0000590	Syaf.g_02339	Syah.g_01961
OG0000591	Syaf.g_02331	Syah.g_01954
OG0000592	Syaf.g_02330	Syah.g_01953
OG0000593	Syaf.g_02314	Syah.g_01939
OG0000594	Syaf.g_02313	Syah.g_01938
OG0000595	Syaf.g_02312	Syah.g_01937
OG0000596	Syaf.g_02307	Syah.g_01932
OG0000597	Syaf.g_02304	Syah.g_01929
OG0000598	Syaf.g_02303	Syah.g_01928
OG0000599	Syaf.g_02300	Syah.g_01925
OG0000600	Syaf.g_02299	Syah.g_01924
OG0000601	Syaf.g_02298	Syah.g_01923
OG0000602	Syaf.g_02293	Syah.g_01917
OG0000603	Syaf.g_02292	Syah.g_01916
OG0000604	Syaf.g_02289	Syah.g_01913
OG0000605	Syaf.g_01734	Syah.g_01825
OG0000606	Syaf.g_02145	Syah.g_01485
OG0000607	Syaf.g_02142	Syah.g_01489
OG0000608	Syaf.g_02141	Syah.g_01490
OG0000609	Syaf.g_02139	Syah.g_01492
OG0000610	Syaf.g_02132	Syah.g_01499
OG0000611	Syaf.g_02129	Syah.g_01502
OG0000612	Syaf.g_02128	Syah.g_01503
OG0000613	Syaf.g_00315	Syah.g_00147
OG0000614	Syaf.g_01469	Syah.g_02004
OG0000615	Syaf.g_02085	Syah.g_01814
OG0000616	Syaf.g_00518	Syah.g_00389
OG0000617	Syaf.g_01975	Syah.g_01722
OG0000618	Syaf.g_01974	Syah.g_01721
OG0000619	Syaf.g_01973	Syah.g_01720
OG0000620	Syaf.g_01966	Syah.g_01713
OG0000621	Syaf.g_01965	Syah.g_01712
OG0000622	Syaf.g_01964	Syah.g_01711
OG0000623	Syaf.g_01963	Syah.g_01710
OG0000624	Syaf.g_01961	Syah.g_01708
OG0000625	Syaf.g_01960	Syah.g_01707
OG0000626	Syaf.g_01959	Syah.g_01706
OG0000627	Syaf.g_01782	Syah.g_01569
OG0000628	Syaf.g_01783	Syah.g_01570
OG0000629	Syaf.g_01786	Syah.g_01573
OG0000630	Syaf.g_01790	Syah.g_01577
OG0000631	Syaf.g_01801	Syah.g_01582
OG0000632	Syaf.g_01802	Syah.g_01583
OG0000633	Syaf.g_01803	Syah.g_01584
OG0000634	Syaf.g_02053	Syah.g_01783
OG0000635	Syaf.g_02052	Syah.g_01782
OG0000636	Syaf.g_02050	Syah.g_01780
OG0000637	Syaf.g_02048	Syah.g_01778
OG0000638	Syaf.g_02047	Syah.g_01777
OG0000639	Syaf.g_02046	Syah.g_01776
OG0000640	Syaf.g_02045	Syah.g_01775
OG0000641	Syaf.g_02041	Syah.g_01771
OG0000642	Syaf.g_02040	Syah.g_01770
OG0000643	Syaf.g_02038	Syah.g_01768
OG0000644	Syaf.g_02037	Syah.g_01767
OG0000645	Syaf.g_02035	Syah.g_01765
OG0000646	Syaf.g_02032	Syah.g_01762
OG0000647	Syaf.g_02030	Syah.g_01760
OG0000648	Syaf.g_02027	Syah.g_01757
OG0000649	Syaf.g_02026	Syah.g_01756
OG0000650	Syaf.g_02025	Syah.g_01755
OG0000651	Syaf.g_02024	Syah.g_01754
OG0000652	Syaf.g_02023	Syah.g_01753
OG0000653	Syaf.g_02021	Syah.g_01751
OG0000654	Syaf.g_02020	Syah.g_01750
OG0000655	Syaf.g_02019	Syah.g_01749
OG0000656	Syaf.g_02016	Syah.g_01746
OG0000657	Syaf.g_01384	Syah.g_02083
OG0000658	Syaf.g_01381	Syah.g_02086
OG0000659	Syaf.g_01380	Syah.g_02087
OG0000660	Syaf.g_01376	Syah.g_02091
OG0000661	Syaf.g_01374	Syah.g_02093
OG0000662	Syaf.g_01372	Syah.g_02095
OG0000663	Syaf.g_01369	Syah.g_02098
OG0000664	Syaf.g_01368	Syah.g_02099
OG0000665	Syaf.g_00980	Syah.g_01895
OG0000666	Syaf.g_01733	Syah.g_01826
OG0000667	Syaf.g_01635	Syah.g_00714
OG0000668	Syaf.g_01928	Syah.g_01680
OG0000669	Syaf.g_02112	Syah.g_01520
OG0000670	Syaf.g_02769	Syah.g_02352
OG0000671	Syaf.g_02108	Syah.g_01524
OG0000672	Syaf.g_02105	Syah.g_01527
OG0000673	Syaf.g_02102	Syah.g_01530
OG0000674	Syaf.g_02100	Syah.g_01532
OG0000675	Syaf.g_02099	Syah.g_01533
OG0000676	Syaf.g_02097	Syah.g_01535
OG0000677	Syaf.g_02096	Syah.g_01536
OG0000678	Syaf.g_02092	Syah.g_01821
OG0000679	Syaf.g_02083	Syah.g_01812
OG0000680	Syaf.g_02082	Syah.g_01811
OG0000681	Syaf.g_02079	Syah.g_01808
OG0000682	Syaf.g_02078	Syah.g_01807
OG0000683	Syaf.g_02077	Syah.g_01806
OG0000684	Syaf.g_02072	Syah.g_01802
OG0000685	Syaf.g_02070	Syah.g_01800
OG0000686	Syaf.g_02069	Syah.g_01799
OG0000687	Syaf.g_02068	Syah.g_01798
OG0000688	Syaf.g_02063	Syah.g_01793
OG0000689	Syaf.g_02061	Syah.g_01791
OG0000690	Syaf.g_02060	Syah.g_01790
OG0000691	Syaf.g_02059	Syah.g_01789
OG0000692	Syaf.g_02058	Syah.g_01788
OG0000693	Syaf.g_02057	Syah.g_01787
OG0000694	Syaf.g_02056	Syah.g_01786
OG0000695	Syaf.g_01805	Syah.g_01586
OG0000696	Syaf.g_01806	Syah.g_01587
OG0000697	Syaf.g_01808	Syah.g_01589
OG0000698	Syaf.g_01811	Syah.g_01592
OG0000699	Syaf.g_01813	Syah.g_01594
OG0000700	Syaf.g_01814	Syah.g_01595
OG0000701	Syaf.g_01815	Syah.g_01596
OG0000702	Syaf.g_01843	Syah.g_01604
OG0000703	Syaf.g_01844	Syah.g_01605
OG0000704	Syaf.g_01846	Syah.g_01608
OG0000705	Syaf.g_01853	Syah.g_01614
OG0000706	Syaf.g_01854	Syah.g_01615
OG0000707	Syaf.g_01855	Syah.g_01616
OG0000708	Syaf.g_01858	Syah.g_01619
OG0000709	Syaf.g_01867	Syah.g_01627
OG0000710	Syaf.g_01878	Syah.g_01631
OG0000711	Syaf.g_01908	Syah.g_01661
OG0000712	Syaf.g_01910	Syah.g_01662
OG0000713	Syaf.g_01911	Syah.g_01663
OG0000714	Syaf.g_01913	Syah.g_01665
OG0000715	Syaf.g_01915	Syah.g_01667
OG0000716	Syaf.g_01919	Syah.g_01671
OG0000717	Syaf.g_01920	Syah.g_01672
OG0000718	Syaf.g_01924	Syah.g_01676
OG0000719	Syaf.g_01926	Syah.g_01678
OG0000720	Syaf.g_01939	Syah.g_01691
OG0000721	Syaf.g_01941	Syah.g_01693
OG0000722	Syaf.g_01942	Syah.g_01694
OG0000723	Syaf.g_01957	Syah.g_01704
OG0000724	Syaf.g_01418	Syah.g_02036
OG0000725	Syaf.g_01445	Syah.g_02027
OG0000726	Syaf.g_01446	Syah.g_02026
OG0000727	Syaf.g_01447	Syah.g_02025
OG0000728	Syaf.g_01449	Syah.g_02023
OG0000729	Syaf.g_00405	Syah.g_00263
OG0000730	Syaf.g_00026	Syah.g_00855
OG0000731	Syaf.g_00014	Syah.g_00867
OG0000732	Syaf.g_00444	Syah.g_00319
OG0000733	Syaf.g_00615	Syah.g_00473
OG0000734	Syaf.g_00895	Syah.g_02545
OG0000735	Syaf.g_01273	Syah.g_02178
OG0000736	Syaf.g_01274	Syah.g_02177
OG0000737	Syaf.g_01275	Syah.g_02176
OG0000738	Syaf.g_01280	Syah.g_02170
OG0000739	Syaf.g_01281	Syah.g_02165
OG0000740	Syaf.g_01282	Syah.g_02164
OG0000741	Syaf.g_01285	Syah.g_02161
OG0000742	Syaf.g_01287	Syah.g_02159
OG0000743	Syaf.g_01289	Syah.g_02157
OG0000744	Syaf.g_01290	Syah.g_02156
OG0000745	Syaf.g_01293	Syah.g_02154
OG0000746	Syaf.g_01295	Syah.g_02151
OG0000747	Syaf.g_01296	Syah.g_02150
OG0000748	Syaf.g_01307	Syah.g_02140
OG0000749	Syaf.g_01309	Syah.g_02138
OG0000750	Syaf.g_01310	Syah.g_02137
OG0000751	Syaf.g_01317	Syah.g_02130
OG0000752	Syaf.g_01319	Syah.g_02128
OG0000753	Syaf.g_01322	Syah.g_02125
OG0000754	Syaf.g_01611	Syah.g_01431
OG0000755	Syaf.g_01599	Syah.g_01423
OG0000756	Syaf.g_01598	Syah.g_01422
OG0000757	Syaf.g_01590	Syah.g_01415
OG0000758	Syaf.g_01589	Syah.g_01414
OG0000759	Syaf.g_01588	Syah.g_01413
OG0000760	Syaf.g_01587	Syah.g_01412
OG0000761	Syaf.g_01586	Syah.g_01411
OG0000762	Syaf.g_01584	Syah.g_01409
OG0000763	Syaf.g_01582	Syah.g_01407
OG0000764	Syaf.g_01581	Syah.g_01406
OG0000765	Syaf.g_01564	Syah.g_01392
OG0000766	Syaf.g_01563	Syah.g_01391
OG0000767	Syaf.g_01561	Syah.g_01389
OG0000768	Syaf.g_01560	Syah.g_01388
OG0000769	Syaf.g_01558	Syah.g_01386
OG0000770	Syaf.g_01553	Syah.g_01383
OG0000771	Syaf.g_01411	Syah.g_02042
OG0000772	Syaf.g_01705	Syah.g_01351
OG0000773	Syaf.g_01268	Syah.g_02187
OG0000774	Syaf.g_01263	Syah.g_02191
OG0000775	Syaf.g_01261	Syah.g_02193
OG0000776	Syaf.g_01260	Syah.g_02194
OG0000777	Syaf.g_01259	Syah.g_02195
OG0000778	Syaf.g_01258	Syah.g_02196
OG0000779	Syaf.g_01252	Syah.g_02201
OG0000780	Syaf.g_01249	Syah.g_02205
OG0000781	Syaf.g_01245	Syah.g_02209
OG0000782	Syaf.g_01244	Syah.g_02210
OG0000783	Syaf.g_01243	Syah.g_02211
OG0000784	Syaf.g_01242	Syah.g_02212
OG0000785	Syaf.g_01240	Syah.g_02214
OG0000786	Syaf.g_02546	Syah.g_01171
OG0000787	Syaf.g_02547	Syah.g_01170
OG0000788	Syaf.g_02297	Syah.g_01922
OG0000789	Syaf.g_01750	Syah.g_01556
OG0000790	Syaf.g_02738	Syah.g_00981
OG0000791	Syaf.g_02740	Syah.g_00980
OG0000792	Syaf.g_02741	Syah.g_00979
OG0000793	Syaf.g_02746	Syah.g_00974
OG0000794	Syaf.g_02747	Syah.g_00973
OG0000795	Syaf.g_02748	Syah.g_00972
OG0000796	Syaf.g_02752	Syah.g_00968
OG0000797	Syaf.g_02753	Syah.g_00967
OG0000798	Syaf.g_00240	Syah.g_00627
OG0000799	Syaf.g_02380	Syah.g_01326
OG0000800	Syaf.g_02383	Syah.g_01325
OG0000801	Syaf.g_02384	Syah.g_01324
OG0000802	Syaf.g_02388	Syah.g_01320
OG0000803	Syaf.g_02393	Syah.g_01315
OG0000804	Syaf.g_02396	Syah.g_01312
OG0000805	Syaf.g_02398	Syah.g_01303
OG0000806	Syaf.g_02405	Syah.g_01301
OG0000807	Syaf.g_02406	Syah.g_01299
OG0000808	Syaf.g_02407	Syah.g_01298
OG0000809	Syaf.g_02410	Syah.g_01295
OG0000810	Syaf.g_02411	Syah.g_01294
OG0000811	Syaf.g_02420	Syah.g_01286
OG0000812	Syaf.g_02422	Syah.g_01284
OG0000813	Syaf.g_02423	Syah.g_01283
OG0000814	Syaf.g_02425	Syah.g_01281
OG0000815	Syaf.g_02426	Syah.g_01280
OG0000816	Syaf.g_02428	Syah.g_01279
OG0000817	Syaf.g_02429	Syah.g_01278
OG0000818	Syaf.g_02442	Syah.g_01272
OG0000819	Syaf.g_02443	Syah.g_01271
OG0000820	Syaf.g_02444	Syah.g_01270
OG0000821	Syaf.g_02450	Syah.g_01265
OG0000822	Syaf.g_02452	Syah.g_01263
OG0000823	Syaf.g_02453	Syah.g_01262
OG0000824	Syaf.g_02459	Syah.g_01258
OG0000825	Syaf.g_02460	Syah.g_01257
OG0000826	Syaf.g_02461	Syah.g_01256
OG0000827	Syaf.g_02462	Syah.g_01254
OG0000828	Syaf.g_02465	Syah.g_01251
OG0000829	Syaf.g_02466	Syah.g_01250
OG0000830	Syaf.g_02467	Syah.g_01249
OG0000831	Syaf.g_02470	Syah.g_01247
OG0000832	Syaf.g_01109	Syah.g_02311
OG0000833	Syaf.g_01100	Syah.g_02322
OG0000834	Syaf.g_01098	Syah.g_02324
OG0000835	Syaf.g_01097	Syah.g_02325
OG0000836	Syaf.g_01093	Syah.g_02329
OG0000837	Syaf.g_01091	Syah.g_02330
OG0000838	Syaf.g_01087	Syah.g_02334
OG0000839	Syaf.g_01086	Syah.g_02335
OG0000840	Syaf.g_01085	Syah.g_02336
OG0000841	Syaf.g_01084	Syah.g_02337
OG0000842	Syaf.g_01083	Syah.g_02338
OG0000843	Syaf.g_01082	Syah.g_02339
OG0000844	Syaf.g_01080	Syah.g_02341
OG0000845	Syaf.g_01079	Syah.g_02342
OG0000846	Syaf.g_01078	Syah.g_02343
OG0000847	Syaf.g_01077	Syah.g_02344
OG0000848	Syaf.g_01075	Syah.g_02346
OG0000849	Syaf.g_01074	Syah.g_02347
OG0000850	Syaf.g_01072	Syah.g_02349
OG0000851	Syaf.g_01061	Syah.g_02359
OG0000852	Syaf.g_01060	Syah.g_02360
OG0000853	Syaf.g_01056	Syah.g_02364
OG0000854	Syaf.g_01054	Syah.g_02366
OG0000855	Syaf.g_01053	Syah.g_02367
OG0000856	Syaf.g_02328	Syah.g_01951
OG0000857	Syaf.g_02031	Syah.g_01761
OG0000858	Syaf.g_01047	Syah.g_02373
OG0000859	Syaf.g_01046	Syah.g_02374
OG0000860	Syaf.g_01031	Syah.g_02386
OG0000861	Syaf.g_01030	Syah.g_02387
OG0000862	Syaf.g_01029	Syah.g_02389
OG0000863	Syaf.g_01026	Syah.g_02391
OG0000864	Syaf.g_01025	Syah.g_02392
OG0000865	Syaf.g_01024	Syah.g_02396
OG0000866	Syaf.g_01023	Syah.g_02397
OG0000867	Syaf.g_01022	Syah.g_02398
OG0000868	Syaf.g_01019	Syah.g_02401
OG0000869	Syaf.g_01014	Syah.g_02406
OG0000870	Syaf.g_01009	Syah.g_02411
OG0000871	Syaf.g_01008	Syah.g_02412
OG0000872	Syaf.g_01001	Syah.g_02421
OG0000873	Syaf.g_00998	Syah.g_02424
OG0000874	Syaf.g_01002	Syah.g_02420
OG0000875	Syaf.g_00996	Syah.g_02426
OG0000876	Syaf.g_01198	Syah.g_02250
OG0000877	Syaf.g_01188	Syah.g_02254
OG0000878	Syaf.g_01187	Syah.g_02255
OG0000879	Syaf.g_01186	Syah.g_02256
OG0000880	Syaf.g_01185	Syah.g_02257
OG0000881	Syaf.g_01179	Syah.g_02262
OG0000882	Syaf.g_01174	Syah.g_02267
OG0000883	Syaf.g_01172	Syah.g_02270
OG0000884	Syaf.g_01170	Syah.g_02272
OG0000885	Syaf.g_01169	Syah.g_02273
OG0000886	Syaf.g_01168	Syah.g_02274
OG0000887	Syaf.g_01167	Syah.g_02275
OG0000888	Syaf.g_01165	Syah.g_02277
OG0000889	Syaf.g_01163	Syah.g_02279
OG0000890	Syaf.g_01157	Syah.g_02284
OG0000891	Syaf.g_01156	Syah.g_02285
OG0000892	Syaf.g_01154	Syah.g_02288
OG0000893	Syaf.g_00178	Syah.g_00684
OG0000894	Syaf.g_00175	Syah.g_00690
OG0000895	Syaf.g_00171	Syah.g_00694
OG0000896	Syaf.g_00170	Syah.g_00695
OG0000897	Syaf.g_00168	Syah.g_00697
OG0000898	Syaf.g_00167	Syah.g_00698
OG0000899	Syaf.g_00166	Syah.g_00699
OG0000900	Syaf.g_00165	Syah.g_00700
OG0000901	Syaf.g_00160	Syah.g_00705
OG0000902	Syaf.g_00158	Syah.g_00707
OG0000903	Syaf.g_00141	Syah.g_00739
OG0000904	Syaf.g_00146	Syah.g_00734
OG0000905	Syaf.g_00151	Syah.g_00731
OG0000906	Syaf.g_00154	Syah.g_00729
OG0000907	Syaf.g_00139	Syah.g_00741
OG0000908	Syaf.g_00136	Syah.g_00744
OG0000909	Syaf.g_00135	Syah.g_00745
OG0000910	Syaf.g_00134	Syah.g_00746
OG0000911	Syaf.g_00132	Syah.g_00748
OG0000912	Syaf.g_00131	Syah.g_00749
OG0000913	Syaf.g_00130	Syah.g_00750
OG0000914	Syaf.g_00129	Syah.g_00751
OG0000915	Syaf.g_00127	Syah.g_00752
OG0000916	Syaf.g_00126	Syah.g_00753
OG0000917	Syaf.g_00125	Syah.g_00754
OG0000918	Syaf.g_00124	Syah.g_00755
OG0000919	Syaf.g_00123	Syah.g_00756
OG0000920	Syaf.g_00122	Syah.g_00757
OG0000921	Syaf.g_00121	Syah.g_00758
OG0000922	Syaf.g_00120	Syah.g_00759
OG0000923	Syaf.g_00116	Syah.g_00763
OG0000924	Syaf.g_00115	Syah.g_00764
OG0000925	Syaf.g_00114	Syah.g_00765
OG0000926	Syaf.g_00113	Syah.g_00766
OG0000927	Syaf.g_00111	Syah.g_00768
OG0000928	Syaf.g_00110	Syah.g_00769
OG0000929	Syaf.g_00109	Syah.g_00770
OG0000930	Syaf.g_00108	Syah.g_00771
OG0000931	Syaf.g_00107	Syah.g_00772
OG0000932	Syaf.g_00106	Syah.g_00773
OG0000933	Syaf.g_00100	Syah.g_00778
OG0000934	Syaf.g_00098	Syah.g_00780
OG0000935	Syaf.g_00097	Syah.g_00781
OG0000936	Syaf.g_00096	Syah.g_00782
OG0000937	Syaf.g_00095	Syah.g_00783
OG0000938	Syaf.g_00092	Syah.g_00787
OG0000939	Syaf.g_00091	Syah.g_00788
OG0000940	Syaf.g_00084	Syah.g_00795
OG0000941	Syaf.g_00082	Syah.g_00797
OG0000942	Syaf.g_00080	Syah.g_00799
OG0000943	Syaf.g_00079	Syah.g_00800
OG0000944	Syaf.g_00077	Syah.g_00802
OG0000945	Syaf.g_00075	Syah.g_00804
OG0000946	Syaf.g_00070	Syah.g_00809
OG0000947	Syaf.g_00067	Syah.g_00812
OG0000948	Syaf.g_00066	Syah.g_00813
OG0000949	Syaf.g_00337	Syah.g_00173
OG0000950	Syaf.g_00351	Syah.g_00184
OG0000951	Syaf.g_00358	Syah.g_00190
OG0000952	Syaf.g_00363	Syah.g_00202
OG0000953	Syaf.g_00367	Syah.g_00207
OG0000954	Syaf.g_00372	Syah.g_00233
OG0000955	Syaf.g_00373	Syah.g_00234
OG0000956	Syaf.g_00375	Syah.g_00236
OG0000957	Syaf.g_00386	Syah.g_00248
OG0000958	Syaf.g_00387	Syah.g_00249
OG0000959	Syaf.g_00391	Syah.g_00253
OG0000960	Syaf.g_00392	Syah.g_00254
OG0000961	Syaf.g_00402	Syah.g_00259
OG0000962	Syaf.g_00404	Syah.g_00262
OG0000963	Syaf.g_00409	Syah.g_00267
OG0000964	Syaf.g_00410	Syah.g_00268
OG0000965	Syaf.g_00411	Syah.g_00269
OG0000966	Syaf.g_00421	Syah.g_00288
OG0000967	Syaf.g_00426	Syah.g_00300
OG0000968	Syaf.g_00417	Syah.g_00295
OG0000969	Syaf.g_00423	Syah.g_00297
OG0000970	Syaf.g_00424	Syah.g_00298
OG0000971	Syaf.g_00429	Syah.g_00303
OG0000972	Syaf.g_00430	Syah.g_00304
OG0000973	Syaf.g_00431	Syah.g_00305
OG0000974	Syaf.g_00432	Syah.g_00306
OG0000975	Syaf.g_00433	Syah.g_00307
OG0000976	Syaf.g_00434	Syah.g_00308
OG0000977	Syaf.g_00436	Syah.g_00310
OG0000978	Syaf.g_00437	Syah.g_00312
OG0000979	Syaf.g_00440	Syah.g_00315
OG0000980	Syaf.g_00443	Syah.g_00318
OG0000981	Syaf.g_00446	Syah.g_00321
OG0000982	Syaf.g_00645	Syah.g_00511
OG0000983	Syaf.g_00644	Syah.g_00510
OG0000984	Syaf.g_00643	Syah.g_00509
OG0000985	Syaf.g_00641	Syah.g_00505
OG0000986	Syaf.g_00639	Syah.g_00496
OG0000987	Syaf.g_00637	Syah.g_00494
OG0000988	Syaf.g_00633	Syah.g_00489
OG0000989	Syaf.g_00624	Syah.g_00481
OG0000990	Syaf.g_00606	Syah.g_00466
OG0000991	Syaf.g_00604	Syah.g_00462
OG0000992	Syaf.g_00601	Syah.g_00460
OG0000993	Syaf.g_00600	Syah.g_00459
OG0000994	Syaf.g_00597	Syah.g_00457
OG0000995	Syaf.g_00592	Syah.g_00452
OG0000996	Syaf.g_00543	Syah.g_00412
OG0000997	Syaf.g_00532	Syah.g_00403
OG0000998	Syaf.g_00530	Syah.g_00401
OG0000999	Syaf.g_00529	Syah.g_00400
OG0001000	Syaf.g_00526	Syah.g_00397
OG0001001	Syaf.g_00521	Syah.g_00392
OG0001002	Syaf.g_00515	Syah.g_00386
OG0001003	Syaf.g_00514	Syah.g_00384
OG0001004	Syaf.g_00513	Syah.g_00383
OG0001005	Syaf.g_00510	Syah.g_00382
OG0001006	Syaf.g_00500	Syah.g_00375
OG0001007	Syaf.g_00498	Syah.g_00373
OG0001008	Syaf.g_01215	Syah.g_02235
OG0001009	Syaf.g_00466	Syah.g_00344
OG0001010	Syaf.g_00465	Syah.g_00343
OG0001011	Syaf.g_00463	Syah.g_00342
OG0001012	Syaf.g_00649	Syah.g_00514
OG0001013	Syaf.g_00669	Syah.g_00527
OG0001014	Syaf.g_00691	Syah.g_00531
OG0001015	Syaf.g_00692	Syah.g_00532
OG0001016	Syaf.g_00958	Syah.g_02487
OG0001017	Syaf.g_00952	Syah.g_02493
OG0001018	Syaf.g_00950	Syah.g_02495
OG0001019	Syaf.g_00931	Syah.g_02512
OG0001020	Syaf.g_00926	Syah.g_02517
OG0001021	Syaf.g_00922	Syah.g_02521
OG0001022	Syaf.g_00918	Syah.g_02524
OG0001023	Syaf.g_00917	Syah.g_02525
OG0001024	Syaf.g_00913	Syah.g_02529
OG0001025	Syaf.g_00906	Syah.g_02534
OG0001026	Syaf.g_00893	Syah.g_02547
OG0001027	Syaf.g_00884	Syah.g_00001
OG0001028	Syaf.g_00882	Syah.g_00003
OG0001029	Syaf.g_00880	Syah.g_00005
OG0001030	Syaf.g_00860	Syah.g_00025
OG0001031	Syaf.g_00784	Syah.g_00611
OG0001032	Syaf.g_00781	Syah.g_00609
OG0001034	Syaf.g_02787	Syah.g_00908
OG0001035	Syaf.g_00207	Syah.g_00660
OG0001036	Syaf.g_00212	Syah.g_00655
OG0001037	Syaf.g_00214	Syah.g_00653
OG0001038	Syaf.g_00242	Syah.g_00626
OG0001039	Syaf.g_00245	Syah.g_00623
OG0001040	Syaf.g_00248	Syah.g_00090
OG0001042	Syaf.g_00275	Syah.g_00122
OG0001043	Syaf.g_00279	Syah.g_00126
OG0001044	Syaf.g_00024	Syah.g_00857
OG0001045	Syaf.g_00011	Syah.g_00870
OG0001046	Syaf.g_01894	Syah.g_01647
OG0001047	Syaf.g_01217	Syah.g_02233
OG0001048	Syaf.g_01218	Syah.g_02232
OG0001049	Syaf.g_01226	Syah.g_02225
OG0001050	Syaf.g_01227	Syah.g_02224
OG0001051	Syaf.g_01228	Syah.g_02223
OG0001052	Syaf.g_02502	Syah.g_01217
OG0001053	Syaf.g_02718	Syah.g_01000
OG0001054	Syaf.g_02701	Syah.g_01017
OG0001056	Syaf.g_02649	Syah.g_01069
OG0001057	Syaf.g_02638	Syah.g_01075
OG0001058	Syaf.g_02624	Syah.g_01091
OG0001059	Syaf.g_02620	Syah.g_01095
OG0001060	Syaf.g_02614	Syah.g_01102
OG0001061	Syaf.g_02590	Syah.g_01123
OG0001062	Syaf.g_02588	Syah.g_01125
OG0001063	Syaf.g_02583	Syah.g_01129
OG0001064	Syaf.g_02582	Syah.g_01130
OG0001065	Syaf.g_02581	Syah.g_01131
OG0001066	Syaf.g_02580	Syah.g_01132
OG0001067	Syaf.g_02579	Syah.g_01133
OG0001068	Syaf.g_02578	Syah.g_01134
OG0001069	Syaf.g_02577	Syah.g_01135
OG0001070	Syaf.g_02574	Syah.g_01138
OG0001071	Syaf.g_02573	Syah.g_01139
OG0001072	Syaf.g_02569	Syah.g_01144
OG0001074	Syaf.g_02365	Syah.g_01970
OG0001075	Syaf.g_02363	Syah.g_01969
OG0001076	Syaf.g_02337	Syah.g_01959
OG0001077	Syaf.g_02325	Syah.g_01948
OG0001078	Syaf.g_02309	Syah.g_01934
OG0001079	Syaf.g_02296	Syah.g_01921
OG0001080	Syaf.g_01740	Syah.g_01538
OG0001081	Syaf.g_02144	Syah.g_01487
OG0001082	Syaf.g_02143	Syah.g_01488
OG0001083	Syaf.g_02136	Syah.g_01495
OG0001084	Syaf.g_02135	Syah.g_01496
OG0001085	Syaf.g_02125	Syah.g_01506
OG0001086	Syaf.g_02123	Syah.g_01508
OG0001087	Syaf.g_01482	Syah.g_01992
OG0001088	Syaf.g_01478	Syah.g_01995
OG0001089	Syaf.g_01453	Syah.g_02019
OG0001090	Syaf.g_01981	Syah.g_01728
OG0001091	Syaf.g_01979	Syah.g_01726
OG0001092	Syaf.g_01977	Syah.g_01724
OG0001093	Syaf.g_01971	Syah.g_01718
OG0001094	Syaf.g_02055	Syah.g_01785
OG0001095	Syaf.g_02034	Syah.g_01764
OG0001096	Syaf.g_02018	Syah.g_01748
OG0001097	Syaf.g_01373	Syah.g_02094
OG0001098	Syaf.g_01743	Syah.g_01542
OG0001099	Syaf.g_00881	Syah.g_00004
OG0001100	Syaf.g_02110	Syah.g_01522
OG0001101	Syaf.g_02109	Syah.g_01523
OG0001102	Syaf.g_02106	Syah.g_01526
OG0001103	Syaf.g_02104	Syah.g_01528
OG0001104	Syaf.g_02071	Syah.g_01801
OG0001105	Syaf.g_02067	Syah.g_01797
OG0001106	Syaf.g_01847	Syah.g_01609
OG0001107	Syaf.g_01859	Syah.g_01620
OG0001108	Syaf.g_01868	Syah.g_01628
OG0001109	Syaf.g_01877	Syah.g_01630
OG0001110	Syaf.g_01879	Syah.g_01632
OG0001111	Syaf.g_01881	Syah.g_01634
OG0001112	Syaf.g_01883	Syah.g_01636
OG0001113	Syaf.g_01884	Syah.g_01637
OG0001114	Syaf.g_01885	Syah.g_01638
