Orthogroup	Syaf	Syap
OG0000585	Syaf.g_02370	Syap.g_01526
OG0000586	Syaf.g_02369	Syap.g_01525
OG0000587	Syaf.g_02367	Syap.g_01523
OG0000588	Syaf.g_02350	Syap.g_00776
OG0000589	Syaf.g_02340	Syap.g_00941
OG0000590	Syaf.g_02339	Syap.g_00940
OG0000591	Syaf.g_02331	Syap.g_01289
OG0000592	Syaf.g_02330	Syap.g_01288
OG0000593	Syaf.g_02314	Syap.g_00890
OG0000594	Syaf.g_02313	Syap.g_00891
OG0000595	Syaf.g_02312	Syap.g_00892
OG0000596	Syaf.g_02307	Syap.g_00898
OG0000597	Syaf.g_02304	Syap.g_00903
OG0000598	Syaf.g_02303	Syap.g_00904
OG0000599	Syaf.g_02300	Syap.g_00908
OG0000600	Syaf.g_02299	Syap.g_00909
OG0000601	Syaf.g_02298	Syap.g_00910
OG0000602	Syaf.g_02293	Syap.g_00640
OG0000603	Syaf.g_02292	Syap.g_00641
OG0000604	Syaf.g_02289	Syap.g_02769
OG0000605	Syaf.g_01734	Syap.g_02501, Syap.g_02771
OG0000606	Syaf.g_02145	Syap.g_02506
OG0000607	Syaf.g_02142	Syap.g_00093
OG0000608	Syaf.g_02141	Syap.g_00094
OG0000609	Syaf.g_02139	Syap.g_00096
OG0000610	Syaf.g_02132	Syap.g_01963
OG0000611	Syaf.g_02129	Syap.g_01958
OG0000612	Syaf.g_02128	Syap.g_01957
OG0000613	Syaf.g_00315	Syap.g_02480
OG0000615	Syaf.g_02085	Syap.g_00154
OG0000616	Syaf.g_00518	Syap.g_00127
OG0000617	Syaf.g_01975	Syap.g_00513
OG0000618	Syaf.g_01974	Syap.g_00514
OG0000619	Syaf.g_01973	Syap.g_00515
OG0000620	Syaf.g_01966	Syap.g_00520
OG0000621	Syaf.g_01965	Syap.g_00521
OG0000622	Syaf.g_01964	Syap.g_00523
OG0000623	Syaf.g_01963	Syap.g_00526
OG0000624	Syaf.g_01961	Syap.g_00527
OG0000625	Syaf.g_01960	Syap.g_00528
OG0000626	Syaf.g_01959	Syap.g_00529
OG0000627	Syaf.g_01782	Syap.g_00848
OG0000628	Syaf.g_01783	Syap.g_00850
OG0000629	Syaf.g_01786	Syap.g_02334
OG0000630	Syaf.g_01790	Syap.g_02793
OG0000631	Syaf.g_01801	Syap.g_01724
OG0000632	Syaf.g_01802	Syap.g_01725
OG0000633	Syaf.g_01803	Syap.g_01726
OG0000634	Syaf.g_02053	Syap.g_00190
OG0000635	Syaf.g_02052	Syap.g_00191
OG0000636	Syaf.g_02050	Syap.g_00193
OG0000637	Syaf.g_02048	Syap.g_00195
OG0000638	Syaf.g_02047	Syap.g_00196
OG0000639	Syaf.g_02046	Syap.g_00197
OG0000640	Syaf.g_02045	Syap.g_00198
OG0000641	Syaf.g_02041	Syap.g_00203
OG0000642	Syaf.g_02040	Syap.g_02732
OG0000643	Syaf.g_02038	Syap.g_02731
OG0000644	Syaf.g_02037	Syap.g_02730
OG0000645	Syaf.g_02035	Syap.g_02726
OG0000646	Syaf.g_02032	Syap.g_02723
OG0000647	Syaf.g_02030	Syap.g_02721
OG0000648	Syaf.g_02027	Syap.g_02719
OG0000649	Syaf.g_02026	Syap.g_02718
OG0000650	Syaf.g_02025	Syap.g_02717
OG0000651	Syaf.g_02024	Syap.g_02716
OG0000652	Syaf.g_02023	Syap.g_02715
OG0000653	Syaf.g_02021	Syap.g_02713
OG0000654	Syaf.g_02020	Syap.g_02711
OG0000655	Syaf.g_02019	Syap.g_02710
OG0000656	Syaf.g_02016	Syap.g_02706
OG0000657	Syaf.g_01384	Syap.g_01845
OG0000658	Syaf.g_01381	Syap.g_01841
OG0000659	Syaf.g_01380	Syap.g_01840
OG0000660	Syaf.g_01376	Syap.g_01835
OG0000662	Syaf.g_01372	Syap.g_00823
OG0000663	Syaf.g_01369	Syap.g_00826
OG0000664	Syaf.g_01368	Syap.g_00828
OG0000665	Syaf.g_00980	Syap.g_02331
OG0000666	Syaf.g_01733	Syap.g_01573
OG0000667	Syaf.g_01635	Syap.g_01979
OG0000668	Syaf.g_01928	Syap.g_02765
OG0000669	Syaf.g_02112	Syap.g_02371
OG0000670	Syaf.g_02769	Syap.g_02368
OG0000671	Syaf.g_02108	Syap.g_01260
OG0000672	Syaf.g_02105	Syap.g_01257
OG0000673	Syaf.g_02102	Syap.g_01253
OG0000674	Syaf.g_02100	Syap.g_01251
OG0000675	Syaf.g_02099	Syap.g_01250
OG0000676	Syaf.g_02097	Syap.g_01248
OG0000677	Syaf.g_02096	Syap.g_01246
OG0000678	Syaf.g_02092	Syap.g_01239
OG0000679	Syaf.g_02083	Syap.g_00157
OG0000680	Syaf.g_02082	Syap.g_00158
OG0000681	Syaf.g_02079	Syap.g_00163
OG0000682	Syaf.g_02078	Syap.g_00165
OG0000683	Syaf.g_02077	Syap.g_00166
OG0000684	Syaf.g_02072	Syap.g_00169
OG0000685	Syaf.g_02070	Syap.g_00172
OG0000686	Syaf.g_02069	Syap.g_00173
OG0000687	Syaf.g_02068	Syap.g_00174
OG0000688	Syaf.g_02063	Syap.g_00178
OG0000689	Syaf.g_02061	Syap.g_00180
OG0000690	Syaf.g_02060	Syap.g_00181
OG0000691	Syaf.g_02059	Syap.g_00182
OG0000692	Syaf.g_02058	Syap.g_00184
OG0000693	Syaf.g_02057	Syap.g_00185
OG0000694	Syaf.g_02056	Syap.g_00186
OG0000695	Syaf.g_01805	Syap.g_01729
OG0000696	Syaf.g_01806	Syap.g_01730
OG0000697	Syaf.g_01808	Syap.g_01734
OG0000698	Syaf.g_01811	Syap.g_01737
OG0000699	Syaf.g_01813	Syap.g_01738
OG0000700	Syaf.g_01814	Syap.g_01739
OG0000701	Syaf.g_01815	Syap.g_01740
OG0000702	Syaf.g_01843	Syap.g_01747
OG0000703	Syaf.g_01844	Syap.g_01750
OG0000704	Syaf.g_01846	Syap.g_01753
OG0000705	Syaf.g_01853	Syap.g_02022
OG0000706	Syaf.g_01854	Syap.g_02020
OG0000707	Syaf.g_01855	Syap.g_02019
OG0000708	Syaf.g_01858	Syap.g_02016
OG0000709	Syaf.g_01867	Syap.g_00121
OG0000711	Syaf.g_01908	Syap.g_02686
OG0000712	Syaf.g_01910	Syap.g_02688
OG0000713	Syaf.g_01911	Syap.g_02689
OG0000714	Syaf.g_01913	Syap.g_02691
OG0000715	Syaf.g_01915	Syap.g_02693
OG0000716	Syaf.g_01919	Syap.g_02696
OG0000717	Syaf.g_01920	Syap.g_02697
OG0000718	Syaf.g_01924	Syap.g_02701
OG0000719	Syaf.g_01926	Syap.g_02767
OG0000720	Syaf.g_01939	Syap.g_02780
OG0000721	Syaf.g_01941	Syap.g_02782
OG0000722	Syaf.g_01942	Syap.g_02783
OG0000723	Syaf.g_01957	Syap.g_00532
OG0000725	Syaf.g_01445	Syap.g_01559
OG0000726	Syaf.g_01446	Syap.g_01560
OG0000727	Syaf.g_01447	Syap.g_01561
OG0000728	Syaf.g_01449	Syap.g_01564
OG0000729	Syaf.g_00405	Syap.g_01122
OG0000730	Syaf.g_00026	Syap.g_00572
OG0000731	Syaf.g_00014	Syap.g_00560
OG0000732	Syaf.g_00444	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syaf.g_00615	Syap.g_01971
OG0000734	Syaf.g_00895	Syap.g_02628
OG0000735	Syaf.g_01273	Syap.g_00244
OG0000736	Syaf.g_01274	Syap.g_00243
OG0000737	Syaf.g_01275	Syap.g_00242
OG0000738	Syaf.g_01280	Syap.g_00236
OG0000739	Syaf.g_01281	Syap.g_00235
OG0000740	Syaf.g_01282	Syap.g_00234
OG0000741	Syaf.g_01285	Syap.g_00231
OG0000742	Syaf.g_01287	Syap.g_00229
OG0000743	Syaf.g_01289	Syap.g_00226
OG0000744	Syaf.g_01290	Syap.g_00225
OG0000745	Syaf.g_01293	Syap.g_00222
OG0000746	Syaf.g_01295	Syap.g_00220
OG0000747	Syaf.g_01296	Syap.g_00219
OG0000748	Syaf.g_01307	Syap.g_00212
OG0000749	Syaf.g_01309	Syap.g_00211
OG0000750	Syaf.g_01310	Syap.g_00210
OG0000751	Syaf.g_01317	Syap.g_00205
OG0000752	Syaf.g_01319	Syap.g_01793
OG0000753	Syaf.g_01322	Syap.g_02775
OG0000754	Syaf.g_01611	Syap.g_01883
OG0000755	Syaf.g_01599	Syap.g_01893
OG0000757	Syaf.g_01590	Syap.g_00427
OG0000758	Syaf.g_01589	Syap.g_00428
OG0000759	Syaf.g_01588	Syap.g_00429
OG0000760	Syaf.g_01587	Syap.g_00430
OG0000761	Syaf.g_01586	Syap.g_00431
OG0000762	Syaf.g_01584	Syap.g_00434
OG0000763	Syaf.g_01582	Syap.g_02624
OG0000764	Syaf.g_01581	Syap.g_02623
OG0000765	Syaf.g_01564	Syap.g_02440
OG0000766	Syaf.g_01563	Syap.g_02439
OG0000767	Syaf.g_01561	Syap.g_02437
OG0000768	Syaf.g_01560	Syap.g_02436
OG0000769	Syaf.g_01558	Syap.g_02434
OG0000770	Syaf.g_01553	Syap.g_02431
OG0000772	Syaf.g_01705	Syap.g_02295
OG0000773	Syaf.g_01268	Syap.g_00885
OG0000774	Syaf.g_01263	Syap.g_01473
OG0000775	Syaf.g_01261	Syap.g_01475
OG0000776	Syaf.g_01260	Syap.g_01476
OG0000777	Syaf.g_01259	Syap.g_01478
OG0000778	Syaf.g_01258	Syap.g_01479
OG0000779	Syaf.g_01252	Syap.g_01494
OG0000780	Syaf.g_01249	Syap.g_01496
OG0000781	Syaf.g_01245	Syap.g_02609
OG0000782	Syaf.g_01244	Syap.g_02611
OG0000783	Syaf.g_01243	Syap.g_02612
OG0000784	Syaf.g_01242	Syap.g_02613
OG0000785	Syaf.g_01240	Syap.g_02281
OG0000786	Syaf.g_02546	Syap.g_02287
OG0000787	Syaf.g_02547	Syap.g_02288
OG0000788	Syaf.g_02297	Syap.g_01932
OG0000789	Syaf.g_01750	Syap.g_00372
OG0000791	Syaf.g_02740	Syap.g_02520
OG0000792	Syaf.g_02741	Syap.g_02519
OG0000793	Syaf.g_02746	Syap.g_02141
OG0000794	Syaf.g_02747	Syap.g_02200
OG0000795	Syaf.g_02748	Syap.g_02199
OG0000796	Syaf.g_02752	Syap.g_02448
OG0000797	Syaf.g_02753	Syap.g_02449
OG0000798	Syaf.g_00240	Syap.g_01363
OG0000799	Syaf.g_02380	Syap.g_02488
OG0000800	Syaf.g_02383	Syap.g_02487
OG0000801	Syaf.g_02384	Syap.g_02486
OG0000802	Syaf.g_02388	Syap.g_02659
OG0000803	Syaf.g_02393	Syap.g_02109
OG0000804	Syaf.g_02396	Syap.g_02113
OG0000805	Syaf.g_02398	Syap.g_02115
OG0000806	Syaf.g_02405	Syap.g_02117
OG0000807	Syaf.g_02406	Syap.g_02118
OG0000808	Syaf.g_02407	Syap.g_02119
OG0000809	Syaf.g_02410	Syap.g_02122
OG0000810	Syaf.g_02411	Syap.g_02124
OG0000811	Syaf.g_02420	Syap.g_02472
OG0000812	Syaf.g_02422	Syap.g_02474
OG0000813	Syaf.g_02423	Syap.g_02475
OG0000814	Syaf.g_02425	Syap.g_02753
OG0000815	Syaf.g_02426	Syap.g_02752
OG0000816	Syaf.g_02428	Syap.g_02289
OG0000817	Syaf.g_02429	Syap.g_02527
OG0000818	Syaf.g_02442	Syap.g_02001
OG0000819	Syaf.g_02443	Syap.g_02002
OG0000820	Syaf.g_02444	Syap.g_02003
OG0000821	Syaf.g_02450	Syap.g_02009
OG0000822	Syaf.g_02452	Syap.g_02011
OG0000824	Syaf.g_02459	Syap.g_00008
OG0000825	Syaf.g_02460	Syap.g_00009
OG0000826	Syaf.g_02461	Syap.g_00010
OG0000827	Syaf.g_02462	Syap.g_00011
OG0000828	Syaf.g_02465	Syap.g_00014
OG0000829	Syaf.g_02466	Syap.g_00015
OG0000830	Syaf.g_02467	Syap.g_00016
OG0000831	Syaf.g_02470	Syap.g_00019
OG0000832	Syaf.g_01109	Syap.g_00752
OG0000833	Syaf.g_01100	Syap.g_00021
OG0000834	Syaf.g_01098	Syap.g_00023
OG0000835	Syaf.g_01097	Syap.g_00024
OG0000836	Syaf.g_01093	Syap.g_00026
OG0000837	Syaf.g_01091	Syap.g_00027
OG0000838	Syaf.g_01087	Syap.g_00031
OG0000839	Syaf.g_01086	Syap.g_00032
OG0000840	Syaf.g_01085	Syap.g_00033
OG0000841	Syaf.g_01084	Syap.g_00034
OG0000842	Syaf.g_01083	Syap.g_00035
OG0000843	Syaf.g_01082	Syap.g_00036
OG0000844	Syaf.g_01080	Syap.g_00039
OG0000845	Syaf.g_01079	Syap.g_00040
OG0000846	Syaf.g_01078	Syap.g_00042
OG0000847	Syaf.g_01077	Syap.g_00043
OG0000848	Syaf.g_01075	Syap.g_00045
OG0000849	Syaf.g_01074	Syap.g_00046
OG0000850	Syaf.g_01072	Syap.g_00310
OG0000851	Syaf.g_01061	Syap.g_01214
OG0000852	Syaf.g_01060	Syap.g_01215
OG0000853	Syaf.g_01056	Syap.g_01219
OG0000854	Syaf.g_01054	Syap.g_01222
OG0000855	Syaf.g_01053	Syap.g_01223
OG0000856	Syaf.g_02328	Syap.g_01286
OG0000857	Syaf.g_02031	Syap.g_02722
OG0000858	Syaf.g_01047	Syap.g_00612
OG0000859	Syaf.g_01046	Syap.g_00613
OG0000860	Syaf.g_01031	Syap.g_00623
OG0000861	Syaf.g_01030	Syap.g_02789
OG0000862	Syaf.g_01029	Syap.g_01789
OG0000863	Syaf.g_01026	Syap.g_01784
OG0000864	Syaf.g_01025	Syap.g_01783
OG0000865	Syaf.g_01024	Syap.g_01781, Syap.g_01782
OG0000866	Syaf.g_01023	Syap.g_01780
OG0000867	Syaf.g_01022	Syap.g_01779
OG0000868	Syaf.g_01019	Syap.g_01775
OG0000869	Syaf.g_01014	Syap.g_01770
OG0000870	Syaf.g_01009	Syap.g_01401
OG0000871	Syaf.g_01008	Syap.g_01400
OG0000872	Syaf.g_01001	Syap.g_01394
OG0000873	Syaf.g_00998	Syap.g_01390
OG0000874	Syaf.g_01002	Syap.g_01388
OG0000875	Syaf.g_00996	Syap.g_01386
OG0000876	Syaf.g_01198	Syap.g_00822
OG0000877	Syaf.g_01188	Syap.g_01380
OG0000878	Syaf.g_01187	Syap.g_01378
OG0000879	Syaf.g_01186	Syap.g_01377
OG0000880	Syaf.g_01185	Syap.g_01376
OG0000882	Syaf.g_01174	Syap.g_01516
OG0000883	Syaf.g_01172	Syap.g_01511
OG0000884	Syaf.g_01170	Syap.g_01509
OG0000885	Syaf.g_01169	Syap.g_01508
OG0000886	Syaf.g_01168	Syap.g_01507
OG0000887	Syaf.g_01167	Syap.g_01506
OG0000888	Syaf.g_01165	Syap.g_01504
OG0000889	Syaf.g_01163	Syap.g_01502
OG0000890	Syaf.g_01157	Syap.g_01499
OG0000891	Syaf.g_01156	Syap.g_01498
OG0000892	Syaf.g_01154	Syap.g_02671
OG0000893	Syaf.g_00178	Syap.g_02497
OG0000894	Syaf.g_00175	Syap.g_02679
OG0000895	Syaf.g_00171	Syap.g_00546
OG0000896	Syaf.g_00170	Syap.g_00545
OG0000897	Syaf.g_00168	Syap.g_00543
OG0000898	Syaf.g_00167	Syap.g_00542
OG0000899	Syaf.g_00166	Syap.g_00541
OG0000900	Syaf.g_00165	Syap.g_00540
OG0000901	Syaf.g_00160	Syap.g_01930
OG0000902	Syaf.g_00158	Syap.g_01929
OG0000903	Syaf.g_00141	Syap.g_01916
OG0000904	Syaf.g_00146	Syap.g_01922
OG0000905	Syaf.g_00151	Syap.g_01925
OG0000906	Syaf.g_00154	Syap.g_01927
OG0000907	Syaf.g_00139	Syap.g_01914
OG0000908	Syaf.g_00136	Syap.g_01235
OG0000909	Syaf.g_00135	Syap.g_01236
OG0000910	Syaf.g_00134	Syap.g_01237
OG0000911	Syaf.g_00132	Syap.g_00511
OG0000912	Syaf.g_00131	Syap.g_00510
OG0000913	Syaf.g_00130	Syap.g_00509
OG0000914	Syaf.g_00129	Syap.g_00508
OG0000915	Syaf.g_00127	Syap.g_00506
OG0000916	Syaf.g_00126	Syap.g_00505
OG0000917	Syaf.g_00125	Syap.g_00504
OG0000918	Syaf.g_00124	Syap.g_00503
OG0000919	Syaf.g_00123	Syap.g_00502
OG0000920	Syaf.g_00122	Syap.g_00501
OG0000921	Syaf.g_00121	Syap.g_00500
OG0000922	Syaf.g_00120	Syap.g_00499
OG0000923	Syaf.g_00116	Syap.g_00495
OG0000924	Syaf.g_00115	Syap.g_00494
OG0000925	Syaf.g_00114	Syap.g_00493
OG0000926	Syaf.g_00113	Syap.g_00492
OG0000927	Syaf.g_00111	Syap.g_00490
OG0000928	Syaf.g_00110	Syap.g_00489
OG0000929	Syaf.g_00109	Syap.g_00488
OG0000930	Syaf.g_00108	Syap.g_00487
OG0000931	Syaf.g_00107	Syap.g_00486
OG0000932	Syaf.g_00106	Syap.g_00485
OG0000933	Syaf.g_00100	Syap.g_00479
OG0000934	Syaf.g_00098	Syap.g_00477
OG0000935	Syaf.g_00097	Syap.g_00476
OG0000936	Syaf.g_00096	Syap.g_00475
OG0000937	Syaf.g_00095	Syap.g_00474
OG0000938	Syaf.g_00092	Syap.g_00471
OG0000939	Syaf.g_00091	Syap.g_00469
OG0000940	Syaf.g_00084	Syap.g_00460
OG0000941	Syaf.g_00082	Syap.g_00458
OG0000942	Syaf.g_00080	Syap.g_00606
OG0000943	Syaf.g_00079	Syap.g_00604
OG0000944	Syaf.g_00077	Syap.g_00602
OG0000945	Syaf.g_00075	Syap.g_00601
OG0000946	Syaf.g_00070	Syap.g_00595
OG0000947	Syaf.g_00067	Syap.g_00591
OG0000948	Syaf.g_00066	Syap.g_00590
OG0000949	Syaf.g_00337	Syap.g_01051
OG0000950	Syaf.g_00351	Syap.g_01061
OG0000951	Syaf.g_00358	Syap.g_01070
OG0000952	Syaf.g_00363	Syap.g_01074
OG0000953	Syaf.g_00367	Syap.g_01078
OG0000954	Syaf.g_00372	Syap.g_01089
OG0000955	Syaf.g_00373	Syap.g_01090
OG0000956	Syaf.g_00375	Syap.g_01092
OG0000957	Syaf.g_00386	Syap.g_01109
OG0000958	Syaf.g_00387	Syap.g_01110
OG0000959	Syaf.g_00391	Syap.g_01114
OG0000960	Syaf.g_00392	Syap.g_01115
OG0000961	Syaf.g_00402	Syap.g_02170
OG0000962	Syaf.g_00404	Syap.g_01121
OG0000963	Syaf.g_00409	Syap.g_01124
OG0000964	Syaf.g_00410	Syap.g_01125
OG0000965	Syaf.g_00411	Syap.g_01126
OG0000966	Syaf.g_00421	Syap.g_01141
OG0000967	Syaf.g_00426	Syap.g_00633
OG0000968	Syaf.g_00417	Syap.g_00998
OG0000969	Syaf.g_00423	Syap.g_00996
OG0000970	Syaf.g_00424	Syap.g_00995
OG0000971	Syaf.g_00429	Syap.g_00993
OG0000972	Syaf.g_00430	Syap.g_00992
OG0000973	Syaf.g_00431	Syap.g_00991
OG0000974	Syaf.g_00432	Syap.g_00990
OG0000975	Syaf.g_00433	Syap.g_00989
OG0000976	Syaf.g_00434	Syap.g_00988
OG0000977	Syaf.g_00436	Syap.g_00986
OG0000978	Syaf.g_00437	Syap.g_00985
OG0000979	Syaf.g_00440	Syap.g_00980
OG0000980	Syaf.g_00443	Syap.g_00977
OG0000981	Syaf.g_00446	Syap.g_01812
OG0000982	Syaf.g_00645	Syap.g_00132
OG0000983	Syaf.g_00644	Syap.g_00134
OG0000984	Syaf.g_00643	Syap.g_00135
OG0000985	Syaf.g_00641	Syap.g_00140
OG0000986	Syaf.g_00639	Syap.g_01044
OG0000987	Syaf.g_00637	Syap.g_01033
OG0000988	Syaf.g_00633	Syap.g_01027
OG0000989	Syaf.g_00624	Syap.g_01011
OG0000990	Syaf.g_00606	Syap.g_02087
OG0000991	Syaf.g_00604	Syap.g_02091
OG0000992	Syaf.g_00601	Syap.g_02095
OG0000993	Syaf.g_00600	Syap.g_02097
OG0000994	Syaf.g_00597	Syap.g_02101
OG0000996	Syaf.g_00543	Syap.g_01817
OG0000997	Syaf.g_00532	Syap.g_02590
OG0000998	Syaf.g_00530	Syap.g_02591
OG0000999	Syaf.g_00529	Syap.g_02592
OG0001001	Syaf.g_00521	Syap.g_02605
OG0001002	Syaf.g_00515	Syap.g_00124
OG0001003	Syaf.g_00514	Syap.g_02310
OG0001004	Syaf.g_00513	Syap.g_02311
OG0001005	Syaf.g_00510	Syap.g_02312
OG0001006	Syaf.g_00500	Syap.g_00053
OG0001007	Syaf.g_00498	Syap.g_00055
OG0001008	Syaf.g_01215	Syap.g_02060
OG0001012	Syaf.g_00649	Syap.g_00371
OG0001013	Syaf.g_00669	Syap.g_01325
OG0001016	Syaf.g_00958	Syap.g_01695
OG0001035	Syaf.g_00207	Syap.g_01594
OG0001038	Syaf.g_00242	Syap.g_01362
OG0001039	Syaf.g_00245	Syap.g_01359
OG0001040	Syaf.g_00248	Syap.g_01356
OG0001041	Syaf.g_00253	Syap.g_01352
OG0001043	Syaf.g_00279	Syap.g_01676
OG0001044	Syaf.g_00024	Syap.g_00571
OG0001053	Syaf.g_02718	Syap.g_02253
OG0001054	Syaf.g_02701	Syap.g_00274
OG0001059	Syaf.g_02620	Syap.g_00306
OG0001060	Syaf.g_02614	Syap.g_00299
OG0001061	Syaf.g_02590	Syap.g_01309
OG0001062	Syaf.g_02588	Syap.g_01314
OG0001072	Syaf.g_02569	Syap.g_00441
OG0001073	Syaf.g_02555	Syap.g_00122, Syap.g_00455
OG0001078	Syaf.g_02309	Syap.g_00896
OG0001080	Syaf.g_01740	Syap.g_02505
OG0001085	Syaf.g_02125	Syap.g_01953
OG0001094	Syaf.g_02055	Syap.g_00187
OG0001095	Syaf.g_02034	Syap.g_02725
OG0001096	Syaf.g_02018	Syap.g_02709
OG0001100	Syaf.g_02110	Syap.g_02369
OG0001102	Syaf.g_02106	Syap.g_01258
OG0001103	Syaf.g_02104	Syap.g_01256
OG0001104	Syaf.g_02071	Syap.g_00171
OG0001105	Syaf.g_02067	Syap.g_00175
OG0001107	Syaf.g_01859	Syap.g_02015
OG0001108	Syaf.g_01868	Syap.g_00119
OG0001122	Syaf.g_01927	Syap.g_02766
OG0001123	Syaf.g_01934	Syap.g_01872
OG0001133	Syaf.g_02334	Syap.g_01292
OG0001136	Syaf.g_01286	Syap.g_00230
OG0001137	Syaf.g_01306	Syap.g_00213
OG0001140	Syaf.g_01593	Syap.g_02134
OG0001152	Syaf.g_02751	Syap.g_02447
OG0001154	Syaf.g_02464	Syap.g_00013
OG0001155	Syaf.g_01107	Syap.g_00750
OG0001160	Syaf.g_01058	Syap.g_01217
OG0001162	Syaf.g_02015	Syap.g_02366
OG0001163	Syaf.g_01050	Syap.g_00609
OG0001164	Syaf.g_01044	Syap.g_00614
OG0001165	Syaf.g_01039	Syap.g_00619
OG0001168	Syaf.g_01180	Syap.g_01372
OG0001171	Syaf.g_01166	Syap.g_01505
OG0001172	Syaf.g_00173	Syap.g_00547
OG0001177	Syaf.g_00144	Syap.g_01920
OG0001178	Syaf.g_01028	Syap.g_01786, Syap.g_01787
OG0001179	Syaf.g_00112	Syap.g_00491
OG0001180	Syaf.g_00087	Syap.g_00097, Syap.g_00465
OG0001181	Syaf.g_00083	Syap.g_00459
OG0001185	Syaf.g_00382	Syap.g_01104
OG0001186	Syaf.g_00418	Syap.g_01140
OG0001187	Syaf.g_00422	Syap.g_01142
OG0001188	Syaf.g_00425	Syap.g_00634
OG0001189	Syaf.g_00441	Syap.g_00979
OG0001191	Syaf.g_00635	Syap.g_01030
OG0001192	Syaf.g_00630	Syap.g_01021
OG0001197	Syaf.g_00517	Syap.g_00126
OG0001198	Syaf.g_00501	Syap.g_00052
OG0001199	Syaf.g_00957	Syap.g_01696
OG0001200	Syaf.g_00955	Syap.g_01698
OG0001202	Syaf.g_00764	Syap.g_01613
OG0001203	Syaf.g_02785	Syap.g_01154
OG0001204	Syaf.g_00185	Syap.g_01577
OG0001214	Syaf.g_02308	Syap.g_00897
OG0001217	Syaf.g_02237	Syap.g_01464
OG0001218	Syaf.g_02473	Syap.g_00020
OG0001219	Syaf.g_01796	Syap.g_02794
OG0001221	Syaf.g_02087	Syap.g_01777
OG0001222	Syaf.g_01848	Syap.g_02027
OG0001224	Syaf.g_01438	Syap.g_01551
OG0001225	Syaf.g_01440	Syap.g_01553
OG0001226	Syaf.g_02262	Syap.g_02551
OG0001228	Syaf.g_01223	Syap.g_01063
OG0001229	Syaf.g_01464	Syap.g_00827
OG0001230	Syaf.g_02404	Syap.g_02116
OG0001231	Syaf.g_00481	Syap.g_00073
OG0001232	Syaf.g_01000	Syap.g_01393
OG0001235	Syaf.g_00150	Syap.g_01924
OG0001236	Syaf.g_00357	Syap.g_01069
OG0001237	Syaf.g_00362	Syap.g_01073
OG0001238	Syaf.g_00634	Syap.g_01028
OG0001239	Syaf.g_00960	Syap.g_01693, Syap.g_01692
OG0001242	Syaf.g_00874	Syap.g_02227, Syap.g_02229
OG0001243	Syaf.g_00867	Syap.g_02219
OG0001244	Syaf.g_00836	Syap.g_02192
OG0001246	Syaf.g_02693	Syap.g_01165, Syap.g_00267
OG0001248	Syaf.g_02012	Syap.g_00423
OG0001250	Syaf.g_01377	Syap.g_01836
OG0001251	Syaf.g_00588	Syap.g_01549, Syap.g_01727
OG0001255	Syaf.g_01070	Syap.g_02523
OG0001256	Syaf.g_01051	Syap.g_01225
OG0001257	Syaf.g_02534	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Syaf.g_01041	Syap.g_00617
OG0001260	Syaf.g_01155	Syap.g_01497
OG0001261	Syaf.g_00103	Syap.g_00482
OG0001262	Syaf.g_00439	Syap.g_00981
OG0001263	Syaf.g_00864	Syap.g_02216
OG0001265	Syaf.g_00876	Syap.g_02231
OG0001266	Syaf.g_00760	Syap.g_01618
OG0001267	Syaf.g_00244	Syap.g_01360
OG0001268	Syaf.g_00017	Syap.g_00563
OG0001270	Syaf.g_01210	Syap.g_02056
OG0001271	Syaf.g_02501	Syap.g_02759
OG0001272	Syaf.g_02715	Syap.g_02250
OG0001274	Syaf.g_00707	Syap.g_01897
OG0001275	Syaf.g_01917	Syap.g_02694
OG0001276	Syaf.g_01933	Syap.g_01873
OG0001277	Syaf.g_00533	Syap.g_01293
OG0001278	Syaf.g_01562	Syap.g_02438
OG0001279	Syaf.g_02385	Syap.g_02663
OG0001282	Syaf.g_02734	Syap.g_01701
OG0001284	Syaf.g_01073	Syap.g_00047
OG0001286	Syaf.g_00089	Syap.g_00467
OG0001287	Syaf.g_00390	Syap.g_00418
OG0001288	Syaf.g_00408	Syap.g_01123
OG0001289	Syaf.g_00935	Syap.g_02365
OG0001291	Syaf.g_00853	Syap.g_02207
OG0001292	Syaf.g_00191	Syap.g_01583
OG0001297	Syaf.g_02683	Syap.g_00255
OG0001299	Syaf.g_02130	Syap.g_01959
OG0001303	Syaf.g_01798	Syap.g_02795
OG0001304	Syaf.g_01950	Syap.g_00536
OG0001305	Syaf.g_01448	Syap.g_01562
OG0001306	Syaf.g_01272	Syap.g_00245
OG0001307	Syaf.g_01638	Syap.g_00403
OG0001308	Syaf.g_02427	Syap.g_02751, Syap.g_02750
OG0001310	Syaf.g_01018	Syap.g_01774
OG0001311	Syaf.g_01935	Syap.g_01871
OG0001312	Syaf.g_01809	Syap.g_01735
OG0001315	Syaf.g_00071	Syap.g_00596
OG0001318	Syaf.g_00209	Syap.g_01596, Syap.g_01597
OG0001319	Syaf.g_00232	Syap.g_02338
OG0001323	Syaf.g_02675	Syap.g_00757
OG0001326	Syaf.g_00578	Syap.g_02646
OG0001333	Syaf.g_01181	Syap.g_01373
OG0001336	Syaf.g_00523	Syap.g_02602
