Orthogroup	Syaf	Prbb
OG0000538	Syaf.g_02697	Prbb.g_00504
OG0000539	Syaf.g_02696	Prbb.g_00505
OG0000540	Syaf.g_02695	Prbb.g_00506
OG0000541	Syaf.g_02694	Prbb.g_00507
OG0000542	Syaf.g_02691	Prbb.g_00509
OG0000543	Syaf.g_02689	Prbb.g_00511
OG0000544	Syaf.g_02688	Prbb.g_00512
OG0000545	Syaf.g_02686	Prbb.g_00514
OG0000546	Syaf.g_02684	Prbb.g_00517
OG0000547	Syaf.g_02682	Prbb.g_00519
OG0000548	Syaf.g_02681	Prbb.g_00520
OG0000549	Syaf.g_02676	Prbb.g_00523
OG0000550	Syaf.g_02671	Prbb.g_00527
OG0000551	Syaf.g_02666	Prbb.g_00530
OG0000552	Syaf.g_02665	Prbb.g_00531
OG0000553	Syaf.g_02663	Prbb.g_00532
OG0000554	Syaf.g_02653	Prbb.g_00537
OG0000555	Syaf.g_02635	Prbb.g_00545
OG0000556	Syaf.g_02630	Prbb.g_00547
OG0000557	Syaf.g_02628	Prbb.g_00548
OG0000558	Syaf.g_02626	Prbb.g_00551
OG0000559	Syaf.g_02622	Prbb.g_00555
OG0000560	Syaf.g_02619	Prbb.g_00558
OG0000561	Syaf.g_02618	Prbb.g_00559
OG0000562	Syaf.g_02617	Prbb.g_00560
OG0000563	Syaf.g_02616	Prbb.g_00561
OG0000564	Syaf.g_02615	Prbb.g_00562
OG0000565	Syaf.g_02612	Prbb.g_00565
OG0000566	Syaf.g_02608	Prbb.g_00567
OG0000567	Syaf.g_02604	Prbb.g_00571
OG0000568	Syaf.g_02599	Prbb.g_00572
OG0000569	Syaf.g_02596	Prbb.g_00573
OG0000570	Syaf.g_02595	Prbb.g_00574
OG0000571	Syaf.g_02591	Prbb.g_00576
OG0000572	Syaf.g_02575	Prbb.g_00587
OG0000573	Syaf.g_02567	Prbb.g_00592
OG0000574	Syaf.g_02566	Prbb.g_00594
OG0000575	Syaf.g_02562	Prbb.g_00597
OG0000576	Syaf.g_02560	Prbb.g_00599
OG0000577	Syaf.g_02559	Prbb.g_00600
OG0000578	Syaf.g_02558	Prbb.g_00601
OG0000579	Syaf.g_02557	Prbb.g_00602
OG0000580	Syaf.g_02556	Prbb.g_00603
OG0000581	Syaf.g_02550	Prbb.g_00606
OG0000582	Syaf.g_02374	Prbb.g_00609
OG0000583	Syaf.g_02373	Prbb.g_00610
OG0000584	Syaf.g_02372	Prbb.g_00611
OG0000585	Syaf.g_02370	Prbb.g_00613
OG0000586	Syaf.g_02369	Prbb.g_00614
OG0000587	Syaf.g_02367	Prbb.g_00615
OG0000588	Syaf.g_02350	Prbb.g_00619
OG0000589	Syaf.g_02340	Prbb.g_00622
OG0000590	Syaf.g_02339	Prbb.g_00623
OG0000591	Syaf.g_02331	Prbb.g_00626
OG0000592	Syaf.g_02330	Prbb.g_00627
OG0000593	Syaf.g_02314	Prbb.g_00633
OG0000594	Syaf.g_02313	Prbb.g_00634
OG0000595	Syaf.g_02312	Prbb.g_00635
OG0000596	Syaf.g_02307	Prbb.g_00639
OG0000597	Syaf.g_02304	Prbb.g_00641
OG0000598	Syaf.g_02303	Prbb.g_00642
OG0000599	Syaf.g_02300	Prbb.g_00645
OG0000600	Syaf.g_02299	Prbb.g_00646
OG0000601	Syaf.g_02298	Prbb.g_00647
OG0000602	Syaf.g_02293	Prbb.g_00649
OG0000603	Syaf.g_02292	Prbb.g_00650
OG0000604	Syaf.g_02289	Prbb.g_00651
OG0000605	Syaf.g_01734	Prbb.g_00652
OG0000606	Syaf.g_02145	Prbb.g_00655
OG0000607	Syaf.g_02142	Prbb.g_00658
OG0000608	Syaf.g_02141	Prbb.g_00659
OG0000609	Syaf.g_02139	Prbb.g_00660
OG0000610	Syaf.g_02132	Prbb.g_00667
OG0000611	Syaf.g_02129	Prbb.g_00670
OG0000612	Syaf.g_02128	Prbb.g_00671
OG0000613	Syaf.g_00315	Prbb.g_00677
OG0000614	Syaf.g_01469	Prbb.g_00700
OG0000615	Syaf.g_02085	Prbb.g_00708
OG0000616	Syaf.g_00518	Prbb.g_02176
OG0000617	Syaf.g_01975	Prbb.g_00719
OG0000618	Syaf.g_01974	Prbb.g_00720
OG0000619	Syaf.g_01973	Prbb.g_00721
OG0000620	Syaf.g_01966	Prbb.g_00724
OG0000621	Syaf.g_01965	Prbb.g_00725
OG0000622	Syaf.g_01964	Prbb.g_00726
OG0000623	Syaf.g_01963	Prbb.g_00727
OG0000624	Syaf.g_01961	Prbb.g_00729
OG0000625	Syaf.g_01960	Prbb.g_00730
OG0000626	Syaf.g_01959	Prbb.g_00731
OG0000627	Syaf.g_01782	Prbb.g_00733
OG0000628	Syaf.g_01783	Prbb.g_00734
OG0000629	Syaf.g_01786	Prbb.g_00735
OG0000630	Syaf.g_01790	Prbb.g_00738
OG0000631	Syaf.g_01801	Prbb.g_00962
OG0000632	Syaf.g_01802	Prbb.g_00963
OG0000633	Syaf.g_01803	Prbb.g_00964
OG0000634	Syaf.g_02053	Prbb.g_00779
OG0000635	Syaf.g_02052	Prbb.g_00780
OG0000636	Syaf.g_02050	Prbb.g_00782
OG0000637	Syaf.g_02048	Prbb.g_00784
OG0000638	Syaf.g_02047	Prbb.g_00785
OG0000639	Syaf.g_02046	Prbb.g_00786
OG0000640	Syaf.g_02045	Prbb.g_00787
OG0000641	Syaf.g_02041	Prbb.g_00791
OG0000642	Syaf.g_02040	Prbb.g_00792
OG0000643	Syaf.g_02038	Prbb.g_00793
OG0000644	Syaf.g_02037	Prbb.g_00794
OG0000645	Syaf.g_02035	Prbb.g_00795
OG0000646	Syaf.g_02032	Prbb.g_00798
OG0000647	Syaf.g_02030	Prbb.g_00800
OG0000648	Syaf.g_02027	Prbb.g_00802
OG0000649	Syaf.g_02026	Prbb.g_00803
OG0000650	Syaf.g_02025	Prbb.g_00804
OG0000651	Syaf.g_02024	Prbb.g_00805
OG0000652	Syaf.g_02023	Prbb.g_00806
OG0000653	Syaf.g_02021	Prbb.g_00808
OG0000654	Syaf.g_02020	Prbb.g_00809
OG0000655	Syaf.g_02019	Prbb.g_00810
OG0000656	Syaf.g_02016	Prbb.g_00813
OG0000657	Syaf.g_01384	Prbb.g_00819
OG0000658	Syaf.g_01381	Prbb.g_00821
OG0000659	Syaf.g_01380	Prbb.g_00822
OG0000660	Syaf.g_01376	Prbb.g_00827
OG0000661	Syaf.g_01374	Prbb.g_00829
OG0000662	Syaf.g_01372	Prbb.g_00831
OG0000663	Syaf.g_01369	Prbb.g_00833
OG0000664	Syaf.g_01368	Prbb.g_00834
OG0000665	Syaf.g_00980	Prbb.g_00838
OG0000666	Syaf.g_01733	Prbb.g_00839
OG0000667	Syaf.g_01635	Prbb.g_00843
OG0000668	Syaf.g_01928	Prbb.g_00914
OG0000669	Syaf.g_02112	Prbb.g_00922
OG0000670	Syaf.g_02769	Prbb.g_00925
OG0000671	Syaf.g_02108	Prbb.g_00927
OG0000672	Syaf.g_02105	Prbb.g_00930
OG0000673	Syaf.g_02102	Prbb.g_00933
OG0000674	Syaf.g_02100	Prbb.g_00935
OG0000675	Syaf.g_02099	Prbb.g_00936
OG0000676	Syaf.g_02097	Prbb.g_00938
OG0000677	Syaf.g_02096	Prbb.g_00939
OG0000678	Syaf.g_02092	Prbb.g_00942
OG0000679	Syaf.g_02083	Prbb.g_00946
OG0000680	Syaf.g_02082	Prbb.g_00947
OG0000681	Syaf.g_02079	Prbb.g_00950
OG0000682	Syaf.g_02078	Prbb.g_00951
OG0000683	Syaf.g_02077	Prbb.g_00952
OG0000684	Syaf.g_02072	Prbb.g_00762
OG0000685	Syaf.g_02070	Prbb.g_00764
OG0000686	Syaf.g_02069	Prbb.g_00765
OG0000687	Syaf.g_02068	Prbb.g_00766
OG0000688	Syaf.g_02063	Prbb.g_00769
OG0000689	Syaf.g_02061	Prbb.g_00770
OG0000690	Syaf.g_02060	Prbb.g_00771
OG0000691	Syaf.g_02059	Prbb.g_00772
OG0000692	Syaf.g_02058	Prbb.g_00774
OG0000693	Syaf.g_02057	Prbb.g_00775
OG0000694	Syaf.g_02056	Prbb.g_00776
OG0000695	Syaf.g_01805	Prbb.g_00966
OG0000696	Syaf.g_01806	Prbb.g_00967
OG0000697	Syaf.g_01808	Prbb.g_00968
OG0000698	Syaf.g_01811	Prbb.g_00971
OG0000699	Syaf.g_01813	Prbb.g_00972
OG0000700	Syaf.g_01814	Prbb.g_00973
OG0000701	Syaf.g_01815	Prbb.g_00974
OG0000702	Syaf.g_01843	Prbb.g_00976
OG0000703	Syaf.g_01844	Prbb.g_00977
OG0000704	Syaf.g_01846	Prbb.g_00978
OG0000705	Syaf.g_01853	Prbb.g_00984
OG0000706	Syaf.g_01854	Prbb.g_00985
OG0000707	Syaf.g_01855	Prbb.g_00986
OG0000708	Syaf.g_01858	Prbb.g_00988
OG0000709	Syaf.g_01867	Prbb.g_00992
OG0000710	Syaf.g_01878	Prbb.g_00995
OG0000711	Syaf.g_01908	Prbb.g_01010
OG0000712	Syaf.g_01910	Prbb.g_01012
OG0000713	Syaf.g_01911	Prbb.g_01013
OG0000714	Syaf.g_01913	Prbb.g_01014
OG0000715	Syaf.g_01915	Prbb.g_01016
OG0000716	Syaf.g_01919	Prbb.g_01017
OG0000717	Syaf.g_01920	Prbb.g_01018
OG0000718	Syaf.g_01924	Prbb.g_01036
OG0000719	Syaf.g_01926	Prbb.g_01037
OG0000720	Syaf.g_01939	Prbb.g_01048
OG0000721	Syaf.g_01941	Prbb.g_01049
OG0000722	Syaf.g_01942	Prbb.g_01050
OG0000723	Syaf.g_01957	Prbb.g_01054
OG0000724	Syaf.g_01418	Prbb.g_01065
OG0000725	Syaf.g_01445	Prbb.g_00891
OG0000726	Syaf.g_01446	Prbb.g_00890
OG0000727	Syaf.g_01447	Prbb.g_00889
OG0000728	Syaf.g_01449	Prbb.g_00887
OG0000729	Syaf.g_00405	Prbb.g_02071
OG0000730	Syaf.g_00026	Prbb.g_00392
OG0000731	Syaf.g_00014	Prbb.g_00400
OG0000732	Syaf.g_00444	Prbb.g_02121
OG0000733	Syaf.g_00615	Prbb.g_01888
OG0000734	Syaf.g_00895	Prbb.g_01533
OG0000735	Syaf.g_01273	Prbb.g_01531
OG0000736	Syaf.g_01274	Prbb.g_01530
OG0000737	Syaf.g_01275	Prbb.g_01529
OG0000738	Syaf.g_01280	Prbb.g_01525
OG0000739	Syaf.g_01281	Prbb.g_01524
OG0000740	Syaf.g_01282	Prbb.g_01523
OG0000741	Syaf.g_01285	Prbb.g_01521
OG0000742	Syaf.g_01287	Prbb.g_01518
OG0000743	Syaf.g_01289	Prbb.g_01516
OG0000744	Syaf.g_01290	Prbb.g_01515
OG0000745	Syaf.g_01293	Prbb.g_01513
OG0000746	Syaf.g_01295	Prbb.g_01511
OG0000747	Syaf.g_01296	Prbb.g_01510
OG0000748	Syaf.g_01307	Prbb.g_01506
OG0000749	Syaf.g_01309	Prbb.g_01505
OG0000750	Syaf.g_01310	Prbb.g_01504
OG0000751	Syaf.g_01317	Prbb.g_01501
OG0000752	Syaf.g_01319	Prbb.g_01499
OG0000753	Syaf.g_01322	Prbb.g_01497
OG0000754	Syaf.g_01611	Prbb.g_01493
OG0000755	Syaf.g_01599	Prbb.g_01488
OG0000756	Syaf.g_01598	Prbb.g_01487
OG0000757	Syaf.g_01590	Prbb.g_01480
OG0000758	Syaf.g_01589	Prbb.g_01479
OG0000759	Syaf.g_01588	Prbb.g_01478
OG0000760	Syaf.g_01587	Prbb.g_01477
OG0000761	Syaf.g_01586	Prbb.g_01476
OG0000762	Syaf.g_01584	Prbb.g_01475
OG0000763	Syaf.g_01582	Prbb.g_01473
OG0000764	Syaf.g_01581	Prbb.g_01472
OG0000765	Syaf.g_01564	Prbb.g_01463
OG0000766	Syaf.g_01563	Prbb.g_01462
OG0000767	Syaf.g_01561	Prbb.g_01461
OG0000768	Syaf.g_01560	Prbb.g_01460
OG0000769	Syaf.g_01558	Prbb.g_01458
OG0000770	Syaf.g_01553	Prbb.g_01457
OG0000771	Syaf.g_01411	Prbb.g_01060
OG0000772	Syaf.g_01705	Prbb.g_01291
OG0000773	Syaf.g_01268	Prbb.g_01577
OG0000774	Syaf.g_01263	Prbb.g_01580
OG0000775	Syaf.g_01261	Prbb.g_01581
OG0000776	Syaf.g_01260	Prbb.g_01582
OG0000777	Syaf.g_01259	Prbb.g_01583
OG0000778	Syaf.g_01258	Prbb.g_01584
OG0000779	Syaf.g_01252	Prbb.g_01588
OG0000780	Syaf.g_01249	Prbb.g_01589
OG0000781	Syaf.g_01245	Prbb.g_01592
OG0000782	Syaf.g_01244	Prbb.g_01593
OG0000783	Syaf.g_01243	Prbb.g_01594
OG0000784	Syaf.g_01242	Prbb.g_01595
OG0000785	Syaf.g_01240	Prbb.g_01597
OG0000786	Syaf.g_02546	Prbb.g_01600
OG0000787	Syaf.g_02547	Prbb.g_01601
OG0000788	Syaf.g_02297	Prbb.g_00746
OG0000789	Syaf.g_01750	Prbb.g_01057
OG0000790	Syaf.g_02738	Prbb.g_01644
OG0000791	Syaf.g_02740	Prbb.g_01646
OG0000792	Syaf.g_02741	Prbb.g_01647
OG0000793	Syaf.g_02746	Prbb.g_01650
OG0000794	Syaf.g_02747	Prbb.g_01651
OG0000795	Syaf.g_02748	Prbb.g_01652
OG0000796	Syaf.g_02752	Prbb.g_01656
OG0000797	Syaf.g_02753	Prbb.g_01657
OG0000799	Syaf.g_02380	Prbb.g_01668
OG0000800	Syaf.g_02383	Prbb.g_01669
OG0000801	Syaf.g_02384	Prbb.g_01670
OG0000802	Syaf.g_02388	Prbb.g_01672
OG0000803	Syaf.g_02393	Prbb.g_01674
OG0000804	Syaf.g_02396	Prbb.g_01675
OG0000805	Syaf.g_02398	Prbb.g_01677
OG0000806	Syaf.g_02405	Prbb.g_01679
OG0000807	Syaf.g_02406	Prbb.g_01680
OG0000808	Syaf.g_02407	Prbb.g_01681
OG0000809	Syaf.g_02410	Prbb.g_01684
OG0000810	Syaf.g_02411	Prbb.g_01685
OG0000811	Syaf.g_02420	Prbb.g_01689
OG0000812	Syaf.g_02422	Prbb.g_01691
OG0000813	Syaf.g_02423	Prbb.g_01692
OG0000814	Syaf.g_02425	Prbb.g_01694
OG0000815	Syaf.g_02426	Prbb.g_01695
OG0000816	Syaf.g_02428	Prbb.g_01697
OG0000817	Syaf.g_02429	Prbb.g_01698
OG0000818	Syaf.g_02442	Prbb.g_01702
OG0000819	Syaf.g_02443	Prbb.g_01703
OG0000820	Syaf.g_02444	Prbb.g_01704
OG0000821	Syaf.g_02450	Prbb.g_01707
OG0000822	Syaf.g_02452	Prbb.g_01708
OG0000823	Syaf.g_02453	Prbb.g_01709
OG0000824	Syaf.g_02459	Prbb.g_01712
OG0000825	Syaf.g_02460	Prbb.g_01713
OG0000826	Syaf.g_02461	Prbb.g_01714
OG0000827	Syaf.g_02462	Prbb.g_01715
OG0000828	Syaf.g_02465	Prbb.g_01718
OG0000829	Syaf.g_02466	Prbb.g_01719
OG0000830	Syaf.g_02467	Prbb.g_01720
OG0000831	Syaf.g_02470	Prbb.g_01722
OG0000832	Syaf.g_01109	Prbb.g_01732
OG0000833	Syaf.g_01100	Prbb.g_01740
OG0000834	Syaf.g_01098	Prbb.g_01741
OG0000835	Syaf.g_01097	Prbb.g_01742
OG0000836	Syaf.g_01093	Prbb.g_01744
OG0000837	Syaf.g_01091	Prbb.g_01745
OG0000838	Syaf.g_01087	Prbb.g_01747
OG0000839	Syaf.g_01086	Prbb.g_01748
OG0000840	Syaf.g_01085	Prbb.g_01749
OG0000841	Syaf.g_01084	Prbb.g_01750
OG0000842	Syaf.g_01083	Prbb.g_01751
OG0000843	Syaf.g_01082	Prbb.g_01752
OG0000844	Syaf.g_01080	Prbb.g_01753
OG0000845	Syaf.g_01079	Prbb.g_01754
OG0000846	Syaf.g_01078	Prbb.g_01755
OG0000847	Syaf.g_01077	Prbb.g_01756
OG0000848	Syaf.g_01075	Prbb.g_01757
OG0000849	Syaf.g_01074	Prbb.g_01758
OG0000850	Syaf.g_01072	Prbb.g_01760
OG0000851	Syaf.g_01061	Prbb.g_01761
OG0000852	Syaf.g_01060	Prbb.g_01762
OG0000853	Syaf.g_01056	Prbb.g_01767
OG0000854	Syaf.g_01054	Prbb.g_01769
OG0000855	Syaf.g_01053	Prbb.g_01770
OG0000856	Syaf.g_02328	Prbb.g_01659
OG0000857	Syaf.g_02031	Prbb.g_00799
OG0000858	Syaf.g_01047	Prbb.g_01817
OG0000859	Syaf.g_01046	Prbb.g_01818
OG0000860	Syaf.g_01031	Prbb.g_01825
OG0000861	Syaf.g_01030	Prbb.g_01826
OG0000862	Syaf.g_01029	Prbb.g_01827
OG0000863	Syaf.g_01026	Prbb.g_01828
OG0000864	Syaf.g_01025	Prbb.g_01829
OG0000865	Syaf.g_01024	Prbb.g_01830
OG0000866	Syaf.g_01023	Prbb.g_01831
OG0000867	Syaf.g_01022	Prbb.g_01832
OG0000868	Syaf.g_01019	Prbb.g_01833
OG0000869	Syaf.g_01014	Prbb.g_01836
OG0000870	Syaf.g_01009	Prbb.g_01841
OG0000871	Syaf.g_01008	Prbb.g_01842
OG0000872	Syaf.g_01001	Prbb.g_01843
OG0000873	Syaf.g_00998	Prbb.g_01846
OG0000874	Syaf.g_01002	Prbb.g_01849
OG0000875	Syaf.g_00996	Prbb.g_01851
OG0000876	Syaf.g_01198	Prbb.g_01852
OG0000877	Syaf.g_01188	Prbb.g_01854
OG0000878	Syaf.g_01187	Prbb.g_01855
OG0000879	Syaf.g_01186	Prbb.g_01856
OG0000880	Syaf.g_01185	Prbb.g_01857
OG0000881	Syaf.g_01179	Prbb.g_01860
OG0000882	Syaf.g_01174	Prbb.g_01865
OG0000883	Syaf.g_01172	Prbb.g_01867
OG0000884	Syaf.g_01170	Prbb.g_01869
OG0000885	Syaf.g_01169	Prbb.g_01870
OG0000886	Syaf.g_01168	Prbb.g_01871
OG0000887	Syaf.g_01167	Prbb.g_01872
OG0000888	Syaf.g_01165	Prbb.g_01874
OG0000889	Syaf.g_01163	Prbb.g_01876
OG0000890	Syaf.g_01157	Prbb.g_01877
OG0000891	Syaf.g_01156	Prbb.g_01878
OG0000892	Syaf.g_01154	Prbb.g_01880
OG0000893	Syaf.g_00178	Prbb.g_01922
OG0000894	Syaf.g_00175	Prbb.g_01925
OG0000895	Syaf.g_00171	Prbb.g_01928
OG0000896	Syaf.g_00170	Prbb.g_01929
OG0000897	Syaf.g_00168	Prbb.g_01931
OG0000898	Syaf.g_00167	Prbb.g_01932
OG0000899	Syaf.g_00166	Prbb.g_01933
OG0000900	Syaf.g_00165	Prbb.g_01934
OG0000901	Syaf.g_00160	Prbb.g_01937
OG0000902	Syaf.g_00158	Prbb.g_01939
OG0000903	Syaf.g_00141	Prbb.g_01948
OG0000904	Syaf.g_00146	Prbb.g_01943
OG0000905	Syaf.g_00151	Prbb.g_01941
OG0000906	Syaf.g_00154	Prbb.g_01940
OG0000907	Syaf.g_00139	Prbb.g_01958
OG0000908	Syaf.g_00136	Prbb.g_01961
OG0000909	Syaf.g_00135	Prbb.g_01962
OG0000910	Syaf.g_00134	Prbb.g_01963
OG0000911	Syaf.g_00132	Prbb.g_01965
OG0000912	Syaf.g_00131	Prbb.g_01966
OG0000913	Syaf.g_00130	Prbb.g_01967
OG0000914	Syaf.g_00129	Prbb.g_01968
OG0000915	Syaf.g_00127	Prbb.g_01969
OG0000916	Syaf.g_00126	Prbb.g_01970
OG0000917	Syaf.g_00125	Prbb.g_01971
OG0000918	Syaf.g_00124	Prbb.g_01972
OG0000919	Syaf.g_00123	Prbb.g_01973
OG0000920	Syaf.g_00122	Prbb.g_01974
OG0000921	Syaf.g_00121	Prbb.g_01975
OG0000922	Syaf.g_00120	Prbb.g_01976
OG0000923	Syaf.g_00116	Prbb.g_01980
OG0000924	Syaf.g_00115	Prbb.g_01981
OG0000925	Syaf.g_00114	Prbb.g_01982
OG0000926	Syaf.g_00113	Prbb.g_01983
OG0000927	Syaf.g_00111	Prbb.g_01985
OG0000928	Syaf.g_00110	Prbb.g_01986
OG0000929	Syaf.g_00109	Prbb.g_01987
OG0000930	Syaf.g_00108	Prbb.g_01988
OG0000931	Syaf.g_00107	Prbb.g_01989
OG0000932	Syaf.g_00106	Prbb.g_01990
OG0000933	Syaf.g_00100	Prbb.g_01994
OG0000934	Syaf.g_00098	Prbb.g_01996
OG0000935	Syaf.g_00097	Prbb.g_01997
OG0000936	Syaf.g_00096	Prbb.g_01998
OG0000937	Syaf.g_00095	Prbb.g_01999
OG0000938	Syaf.g_00092	Prbb.g_02002
OG0000939	Syaf.g_00091	Prbb.g_02003
OG0000940	Syaf.g_00084	Prbb.g_02010
OG0000941	Syaf.g_00082	Prbb.g_02012
OG0000942	Syaf.g_00080	Prbb.g_02014
OG0000943	Syaf.g_00079	Prbb.g_02015
OG0000944	Syaf.g_00077	Prbb.g_02017
OG0000945	Syaf.g_00075	Prbb.g_02018
OG0000946	Syaf.g_00070	Prbb.g_02024
OG0000947	Syaf.g_00067	Prbb.g_02026
OG0000948	Syaf.g_00066	Prbb.g_02027
OG0000949	Syaf.g_00337	Prbb.g_02030
OG0000950	Syaf.g_00351	Prbb.g_02035
OG0000951	Syaf.g_00358	Prbb.g_02039
OG0000952	Syaf.g_00363	Prbb.g_02043
OG0000953	Syaf.g_00367	Prbb.g_02047
OG0000954	Syaf.g_00372	Prbb.g_02051
OG0000955	Syaf.g_00373	Prbb.g_02052
OG0000956	Syaf.g_00375	Prbb.g_02054
OG0000957	Syaf.g_00386	Prbb.g_02059
OG0000958	Syaf.g_00387	Prbb.g_02060
OG0000959	Syaf.g_00391	Prbb.g_02064
OG0000960	Syaf.g_00392	Prbb.g_02065
OG0000961	Syaf.g_00402	Prbb.g_02068
OG0000962	Syaf.g_00404	Prbb.g_02070
OG0000963	Syaf.g_00409	Prbb.g_02075
OG0000964	Syaf.g_00410	Prbb.g_02076
OG0000965	Syaf.g_00411	Prbb.g_02077
OG0000966	Syaf.g_00421	Prbb.g_02099
OG0000967	Syaf.g_00426	Prbb.g_02103
OG0000968	Syaf.g_00417	Prbb.g_02105
OG0000969	Syaf.g_00423	Prbb.g_02106
OG0000970	Syaf.g_00424	Prbb.g_02107
OG0000971	Syaf.g_00429	Prbb.g_02108
OG0000972	Syaf.g_00430	Prbb.g_02109
OG0000973	Syaf.g_00431	Prbb.g_02110
OG0000974	Syaf.g_00432	Prbb.g_02111
OG0000975	Syaf.g_00433	Prbb.g_02112
OG0000976	Syaf.g_00434	Prbb.g_02113
OG0000977	Syaf.g_00436	Prbb.g_02114
OG0000978	Syaf.g_00437	Prbb.g_02115
OG0000979	Syaf.g_00440	Prbb.g_02118
OG0000980	Syaf.g_00443	Prbb.g_02120
OG0000981	Syaf.g_00446	Prbb.g_02123
OG0000982	Syaf.g_00645	Prbb.g_02125
OG0000983	Syaf.g_00644	Prbb.g_02126
OG0000984	Syaf.g_00643	Prbb.g_02127
OG0000985	Syaf.g_00641	Prbb.g_02130
OG0000986	Syaf.g_00639	Prbb.g_02132
OG0000987	Syaf.g_00637	Prbb.g_02133
OG0000988	Syaf.g_00633	Prbb.g_02136
OG0000989	Syaf.g_00624	Prbb.g_02140
OG0000990	Syaf.g_00606	Prbb.g_02145
OG0000991	Syaf.g_00604	Prbb.g_02146
OG0000992	Syaf.g_00601	Prbb.g_02149
OG0000993	Syaf.g_00600	Prbb.g_02150
OG0000994	Syaf.g_00597	Prbb.g_02151
OG0000995	Syaf.g_00592	Prbb.g_02155
OG0000996	Syaf.g_00543	Prbb.g_02156
OG0000997	Syaf.g_00532	Prbb.g_02164
OG0000998	Syaf.g_00530	Prbb.g_02166
OG0000999	Syaf.g_00529	Prbb.g_02167
OG0001000	Syaf.g_00526	Prbb.g_02170
OG0001001	Syaf.g_00521	Prbb.g_02173
OG0001002	Syaf.g_00515	Prbb.g_02178
OG0001003	Syaf.g_00514	Prbb.g_02180
OG0001004	Syaf.g_00513	Prbb.g_02181
OG0001005	Syaf.g_00510	Prbb.g_02182
OG0001006	Syaf.g_00500	Prbb.g_02187
OG0001007	Syaf.g_00498	Prbb.g_02189
OG0001008	Syaf.g_01215	Prbb.g_00442
OG0001009	Syaf.g_00466	Prbb.g_00028
OG0001010	Syaf.g_00465	Prbb.g_00029
OG0001011	Syaf.g_00463	Prbb.g_00030
OG0001012	Syaf.g_00649	Prbb.g_00058
OG0001013	Syaf.g_00669	Prbb.g_00063
OG0001014	Syaf.g_00691	Prbb.g_00066
OG0001015	Syaf.g_00692	Prbb.g_00067
OG0001016	Syaf.g_00958	Prbb.g_00128
OG0001017	Syaf.g_00952	Prbb.g_00132
OG0001018	Syaf.g_00950	Prbb.g_00135
OG0001019	Syaf.g_00931	Prbb.g_00144
OG0001020	Syaf.g_00926	Prbb.g_00145
OG0001021	Syaf.g_00922	Prbb.g_00146
OG0001022	Syaf.g_00918	Prbb.g_00149
OG0001023	Syaf.g_00917	Prbb.g_00150
OG0001024	Syaf.g_00913	Prbb.g_00153
OG0001025	Syaf.g_00906	Prbb.g_00160
OG0001026	Syaf.g_00893	Prbb.g_00168
OG0001027	Syaf.g_00884	Prbb.g_00169
OG0001028	Syaf.g_00882	Prbb.g_00171
OG0001029	Syaf.g_00880	Prbb.g_00173
OG0001030	Syaf.g_00860	Prbb.g_00189
OG0001031	Syaf.g_00784	Prbb.g_00243
OG0001032	Syaf.g_00781	Prbb.g_00244
OG0001034	Syaf.g_02787	Prbb.g_00293
OG0001035	Syaf.g_00207	Prbb.g_00310
OG0001036	Syaf.g_00212	Prbb.g_00314
OG0001037	Syaf.g_00214	Prbb.g_00315
OG0001038	Syaf.g_00242	Prbb.g_00331
OG0001040	Syaf.g_00248	Prbb.g_00335
OG0001041	Syaf.g_00253	Prbb.g_00339
OG0001042	Syaf.g_00275	Prbb.g_00355
OG0001043	Syaf.g_00279	Prbb.g_00356
OG0001044	Syaf.g_00024	Prbb.g_00393
OG0001045	Syaf.g_00011	Prbb.g_00402
OG0001046	Syaf.g_01894	Prbb.g_01124
OG0001047	Syaf.g_01217	Prbb.g_00444
OG0001048	Syaf.g_01218	Prbb.g_00445
OG0001049	Syaf.g_01226	Prbb.g_00447
OG0001050	Syaf.g_01227	Prbb.g_00448
OG0001051	Syaf.g_01228	Prbb.g_00449
OG0001052	Syaf.g_02502	Prbb.g_00475
OG0001053	Syaf.g_02718	Prbb.g_00488
OG0001054	Syaf.g_02701	Prbb.g_00502
OG0001056	Syaf.g_02649	Prbb.g_00539
OG0001057	Syaf.g_02638	Prbb.g_00544
OG0001058	Syaf.g_02624	Prbb.g_00553
OG0001059	Syaf.g_02620	Prbb.g_00557
OG0001060	Syaf.g_02614	Prbb.g_00564
OG0001061	Syaf.g_02590	Prbb.g_00577
OG0001062	Syaf.g_02588	Prbb.g_00579
OG0001063	Syaf.g_02583	Prbb.g_00580
OG0001064	Syaf.g_02582	Prbb.g_00581
OG0001065	Syaf.g_02581	Prbb.g_00582
OG0001066	Syaf.g_02580	Prbb.g_00583
OG0001067	Syaf.g_02579	Prbb.g_00584
OG0001068	Syaf.g_02578	Prbb.g_00585
OG0001069	Syaf.g_02577	Prbb.g_00586
OG0001070	Syaf.g_02574	Prbb.g_00588
OG0001071	Syaf.g_02573	Prbb.g_00589
OG0001072	Syaf.g_02569	Prbb.g_00590
OG0001073	Syaf.g_02555	Prbb.g_00604
OG0001074	Syaf.g_02365	Prbb.g_00616
OG0001075	Syaf.g_02363	Prbb.g_00617
OG0001076	Syaf.g_02337	Prbb.g_00624
OG0001077	Syaf.g_02325	Prbb.g_00629
OG0001078	Syaf.g_02309	Prbb.g_00637
