Orthogroup	Syaf	Prax
OG0000565	Syaf.g_02612	Prax.g_00022
OG0000566	Syaf.g_02608	Prax.g_00024
OG0000567	Syaf.g_02604	Prax.g_00028
OG0000568	Syaf.g_02599	Prax.g_00029
OG0000569	Syaf.g_02596	Prax.g_00030
OG0000570	Syaf.g_02595	Prax.g_00031
OG0000571	Syaf.g_02591	Prax.g_00033
OG0000572	Syaf.g_02575	Prax.g_00046
OG0000573	Syaf.g_02567	Prax.g_00051
OG0000574	Syaf.g_02566	Prax.g_00052
OG0000575	Syaf.g_02562	Prax.g_00056
OG0000576	Syaf.g_02560	Prax.g_00058
OG0000577	Syaf.g_02559	Prax.g_00059
OG0000578	Syaf.g_02558	Prax.g_00060
OG0000579	Syaf.g_02557	Prax.g_00061
OG0000580	Syaf.g_02556	Prax.g_00062
OG0000581	Syaf.g_02550	Prax.g_00064
OG0000582	Syaf.g_02374	Prax.g_00067
OG0000583	Syaf.g_02373	Prax.g_00068
OG0000584	Syaf.g_02372	Prax.g_00069
OG0000585	Syaf.g_02370	Prax.g_00071
OG0000586	Syaf.g_02369	Prax.g_00072
OG0000587	Syaf.g_02367	Prax.g_00073
OG0000588	Syaf.g_02350	Prax.g_00077
OG0000589	Syaf.g_02340	Prax.g_00080
OG0000590	Syaf.g_02339	Prax.g_00081
OG0000591	Syaf.g_02331	Prax.g_00084
OG0000592	Syaf.g_02330	Prax.g_00085
OG0000593	Syaf.g_02314	Prax.g_00091
OG0000594	Syaf.g_02313	Prax.g_00092
OG0000595	Syaf.g_02312	Prax.g_00093
OG0000596	Syaf.g_02307	Prax.g_00097
OG0000597	Syaf.g_02304	Prax.g_00099
OG0000598	Syaf.g_02303	Prax.g_00100
OG0000599	Syaf.g_02300	Prax.g_00103
OG0000600	Syaf.g_02299	Prax.g_00104
OG0000601	Syaf.g_02298	Prax.g_00105
OG0000602	Syaf.g_02293	Prax.g_00107
OG0000603	Syaf.g_02292	Prax.g_00108
OG0000604	Syaf.g_02289	Prax.g_00109
OG0000605	Syaf.g_01734	Prax.g_00110
OG0000606	Syaf.g_02145	Prax.g_00113
OG0000607	Syaf.g_02142	Prax.g_00116
OG0000608	Syaf.g_02141	Prax.g_00117
OG0000609	Syaf.g_02139	Prax.g_00118
OG0000610	Syaf.g_02132	Prax.g_00123
OG0000611	Syaf.g_02129	Prax.g_00975
OG0000612	Syaf.g_02128	Prax.g_00974
OG0000613	Syaf.g_00315	Prax.g_00969
OG0000614	Syaf.g_01469	Prax.g_00950
OG0000615	Syaf.g_02085	Prax.g_00942
OG0000616	Syaf.g_00518	Prax.g_00938
OG0000617	Syaf.g_01975	Prax.g_00479
OG0000618	Syaf.g_01974	Prax.g_00478
OG0000619	Syaf.g_01973	Prax.g_00477
OG0000620	Syaf.g_01966	Prax.g_00474
OG0000621	Syaf.g_01965	Prax.g_00473
OG0000622	Syaf.g_01964	Prax.g_00472
OG0000623	Syaf.g_01963	Prax.g_00471
OG0000624	Syaf.g_01961	Prax.g_00470
OG0000625	Syaf.g_01960	Prax.g_00469
OG0000626	Syaf.g_01959	Prax.g_00468
OG0000627	Syaf.g_01782	Prax.g_00467
OG0000628	Syaf.g_01783	Prax.g_00466
OG0000629	Syaf.g_01786	Prax.g_00465
OG0000630	Syaf.g_01790	Prax.g_00462
OG0000631	Syaf.g_01801	Prax.g_00382
OG0000632	Syaf.g_01802	Prax.g_00381
OG0000633	Syaf.g_01803	Prax.g_00380
OG0000634	Syaf.g_02053	Prax.g_00377
OG0000635	Syaf.g_02052	Prax.g_00376
OG0000636	Syaf.g_02050	Prax.g_00374
OG0000637	Syaf.g_02048	Prax.g_00372
OG0000638	Syaf.g_02047	Prax.g_00371
OG0000639	Syaf.g_02046	Prax.g_00370
OG0000640	Syaf.g_02045	Prax.g_00369
OG0000641	Syaf.g_02041	Prax.g_00365
OG0000642	Syaf.g_02040	Prax.g_00364
OG0000643	Syaf.g_02038	Prax.g_00363
OG0000644	Syaf.g_02037	Prax.g_00362
OG0000645	Syaf.g_02035	Prax.g_00361
OG0000646	Syaf.g_02032	Prax.g_00359
OG0000647	Syaf.g_02030	Prax.g_00358
OG0000648	Syaf.g_02027	Prax.g_00356
OG0000649	Syaf.g_02026	Prax.g_00355
OG0000650	Syaf.g_02025	Prax.g_00354
OG0000651	Syaf.g_02024	Prax.g_00353
OG0000652	Syaf.g_02023	Prax.g_00352
OG0000653	Syaf.g_02021	Prax.g_00350
OG0000654	Syaf.g_02020	Prax.g_00349
OG0000655	Syaf.g_02019	Prax.g_00348
OG0000656	Syaf.g_02016	Prax.g_00345
OG0000657	Syaf.g_01384	Prax.g_00337
OG0000658	Syaf.g_01381	Prax.g_00336
OG0000659	Syaf.g_01380	Prax.g_00335
OG0000660	Syaf.g_01376	Prax.g_00331
OG0000661	Syaf.g_01374	Prax.g_00329
OG0000662	Syaf.g_01372	Prax.g_00327
OG0000663	Syaf.g_01369	Prax.g_00325
OG0000664	Syaf.g_01368	Prax.g_00324
OG0000665	Syaf.g_00980	Prax.g_00320
OG0000666	Syaf.g_01733	Prax.g_00319
OG0000667	Syaf.g_01635	Prax.g_00315
OG0000668	Syaf.g_01928	Prax.g_00546
OG0000669	Syaf.g_02112	Prax.g_00553
OG0000670	Syaf.g_02769	Prax.g_00555
OG0000671	Syaf.g_02108	Prax.g_00557
OG0000672	Syaf.g_02105	Prax.g_00559
OG0000673	Syaf.g_02102	Prax.g_00562
OG0000674	Syaf.g_02100	Prax.g_00564
OG0000675	Syaf.g_02099	Prax.g_00565
OG0000676	Syaf.g_02097	Prax.g_00567
OG0000677	Syaf.g_02096	Prax.g_00568
OG0000678	Syaf.g_02092	Prax.g_00570
OG0000679	Syaf.g_02083	Prax.g_00574
OG0000680	Syaf.g_02082	Prax.g_00575
OG0000681	Syaf.g_02079	Prax.g_00578
OG0000682	Syaf.g_02078	Prax.g_00579
OG0000683	Syaf.g_02077	Prax.g_00580
OG0000684	Syaf.g_02072	Prax.g_00582
OG0000685	Syaf.g_02070	Prax.g_00584
OG0000686	Syaf.g_02069	Prax.g_00585
OG0000687	Syaf.g_02068	Prax.g_00586
OG0000688	Syaf.g_02063	Prax.g_00589
OG0000689	Syaf.g_02061	Prax.g_00590
OG0000690	Syaf.g_02060	Prax.g_00591
OG0000691	Syaf.g_02059	Prax.g_00592
OG0000692	Syaf.g_02058	Prax.g_00594
OG0000693	Syaf.g_02057	Prax.g_00595
OG0000694	Syaf.g_02056	Prax.g_00596
OG0000695	Syaf.g_01805	Prax.g_00598
OG0000696	Syaf.g_01806	Prax.g_00599
OG0000697	Syaf.g_01808	Prax.g_00600
OG0000698	Syaf.g_01811	Prax.g_00603
OG0000699	Syaf.g_01813	Prax.g_00604
OG0000700	Syaf.g_01814	Prax.g_00605
OG0000701	Syaf.g_01815	Prax.g_00606
OG0000702	Syaf.g_01843	Prax.g_00608
OG0000703	Syaf.g_01844	Prax.g_00609
OG0000704	Syaf.g_01846	Prax.g_00610
OG0000705	Syaf.g_01853	Prax.g_00614
OG0000706	Syaf.g_01854	Prax.g_00615
OG0000707	Syaf.g_01855	Prax.g_00616
OG0000708	Syaf.g_01858	Prax.g_00617
OG0000709	Syaf.g_01867	Prax.g_01130
OG0000710	Syaf.g_01878	Prax.g_01133
OG0000711	Syaf.g_01908	Prax.g_01150
OG0000712	Syaf.g_01910	Prax.g_01152
OG0000713	Syaf.g_01911	Prax.g_01153
OG0000714	Syaf.g_01913	Prax.g_01154
OG0000715	Syaf.g_01915	Prax.g_01156
OG0000716	Syaf.g_01919	Prax.g_01158
OG0000717	Syaf.g_01920	Prax.g_01159
OG0000718	Syaf.g_01924	Prax.g_01173
OG0000719	Syaf.g_01926	Prax.g_01175
OG0000720	Syaf.g_01939	Prax.g_01184
OG0000721	Syaf.g_01941	Prax.g_01186
OG0000722	Syaf.g_01942	Prax.g_01187
OG0000723	Syaf.g_01957	Prax.g_01190
OG0000724	Syaf.g_01418	Prax.g_01199
OG0000725	Syaf.g_01445	Prax.g_01205
OG0000726	Syaf.g_01446	Prax.g_01206
OG0000727	Syaf.g_01447	Prax.g_01207
OG0000728	Syaf.g_01449	Prax.g_01209
OG0000729	Syaf.g_00405	Prax.g_01256
OG0000730	Syaf.g_00026	Prax.g_00126
OG0000731	Syaf.g_00014	Prax.g_00130
OG0000732	Syaf.g_00444	Prax.g_00140
OG0000733	Syaf.g_00615	Prax.g_00162
OG0000734	Syaf.g_00895	Prax.g_00185
OG0000735	Syaf.g_01273	Prax.g_00187
OG0000736	Syaf.g_01274	Prax.g_00188
OG0000737	Syaf.g_01275	Prax.g_00189
OG0000738	Syaf.g_01280	Prax.g_00193
OG0000739	Syaf.g_01281	Prax.g_00194
OG0000740	Syaf.g_01282	Prax.g_00195
OG0000741	Syaf.g_01285	Prax.g_00196
OG0000742	Syaf.g_01287	Prax.g_00199
OG0000743	Syaf.g_01289	Prax.g_00201
OG0000744	Syaf.g_01290	Prax.g_00202
OG0000745	Syaf.g_01293	Prax.g_00203
OG0000746	Syaf.g_01295	Prax.g_00205
OG0000747	Syaf.g_01296	Prax.g_00206
OG0000748	Syaf.g_01307	Prax.g_00209
OG0000749	Syaf.g_01309	Prax.g_00210
OG0000750	Syaf.g_01310	Prax.g_00211
OG0000751	Syaf.g_01317	Prax.g_00213
OG0000752	Syaf.g_01319	Prax.g_00215
OG0000753	Syaf.g_01322	Prax.g_00218
OG0000754	Syaf.g_01611	Prax.g_00221
OG0000755	Syaf.g_01599	Prax.g_00224
OG0000756	Syaf.g_01598	Prax.g_00225
OG0000757	Syaf.g_01590	Prax.g_00231
OG0000758	Syaf.g_01589	Prax.g_00232
OG0000759	Syaf.g_01588	Prax.g_00233
OG0000760	Syaf.g_01587	Prax.g_00234
OG0000761	Syaf.g_01586	Prax.g_00235
OG0000762	Syaf.g_01584	Prax.g_00236
OG0000763	Syaf.g_01582	Prax.g_00238
OG0000764	Syaf.g_01581	Prax.g_00239
OG0000765	Syaf.g_01564	Prax.g_00248
OG0000766	Syaf.g_01563	Prax.g_00249
OG0000767	Syaf.g_01561	Prax.g_00251
OG0000768	Syaf.g_01560	Prax.g_00252
OG0000769	Syaf.g_01558	Prax.g_00254
OG0000770	Syaf.g_01553	Prax.g_00256
OG0000771	Syaf.g_01411	Prax.g_01789
OG0000772	Syaf.g_01705	Prax.g_01928
OG0000773	Syaf.g_01268	Prax.g_01908
OG0000774	Syaf.g_01263	Prax.g_01906
OG0000775	Syaf.g_01261	Prax.g_01904
OG0000776	Syaf.g_01260	Prax.g_01903
OG0000777	Syaf.g_01259	Prax.g_01902
OG0000778	Syaf.g_01258	Prax.g_01901
OG0000779	Syaf.g_01252	Prax.g_01897
OG0000780	Syaf.g_01249	Prax.g_01896
OG0000781	Syaf.g_01245	Prax.g_01893
OG0000782	Syaf.g_01244	Prax.g_01892
OG0000783	Syaf.g_01243	Prax.g_01891
OG0000784	Syaf.g_01242	Prax.g_01890
OG0000785	Syaf.g_01240	Prax.g_01888
OG0000786	Syaf.g_02546	Prax.g_01886
OG0000787	Syaf.g_02547	Prax.g_01885
OG0000788	Syaf.g_02297	Prax.g_01876
OG0000789	Syaf.g_01750	Prax.g_01873
OG0000790	Syaf.g_02738	Prax.g_01858
OG0000791	Syaf.g_02740	Prax.g_01856
OG0000792	Syaf.g_02741	Prax.g_01855
OG0000793	Syaf.g_02746	Prax.g_01852
OG0000794	Syaf.g_02747	Prax.g_01851
OG0000795	Syaf.g_02748	Prax.g_01850
OG0000796	Syaf.g_02752	Prax.g_01846
OG0000797	Syaf.g_02753	Prax.g_01845
OG0000798	Syaf.g_00240	Prax.g_01819
OG0000799	Syaf.g_02380	Prax.g_01751
OG0000800	Syaf.g_02383	Prax.g_01750
OG0000801	Syaf.g_02384	Prax.g_01749
OG0000802	Syaf.g_02388	Prax.g_01747
OG0000803	Syaf.g_02393	Prax.g_01745
OG0000804	Syaf.g_02396	Prax.g_01744
OG0000805	Syaf.g_02398	Prax.g_01742
OG0000806	Syaf.g_02405	Prax.g_01740
OG0000807	Syaf.g_02406	Prax.g_01739
OG0000808	Syaf.g_02407	Prax.g_01738
OG0000809	Syaf.g_02410	Prax.g_01735
OG0000810	Syaf.g_02411	Prax.g_01734
OG0000811	Syaf.g_02420	Prax.g_01725
OG0000812	Syaf.g_02422	Prax.g_01723
OG0000813	Syaf.g_02423	Prax.g_01722
OG0000814	Syaf.g_02425	Prax.g_01720
OG0000815	Syaf.g_02426	Prax.g_01719
OG0000816	Syaf.g_02428	Prax.g_01717
OG0000817	Syaf.g_02429	Prax.g_01716
OG0000818	Syaf.g_02442	Prax.g_01711
OG0000819	Syaf.g_02443	Prax.g_01710
OG0000820	Syaf.g_02444	Prax.g_01709
OG0000821	Syaf.g_02450	Prax.g_01705
OG0000822	Syaf.g_02452	Prax.g_01704
OG0000823	Syaf.g_02453	Prax.g_01703
OG0000824	Syaf.g_02459	Prax.g_01700
OG0000825	Syaf.g_02460	Prax.g_01699
OG0000826	Syaf.g_02461	Prax.g_01698
OG0000827	Syaf.g_02462	Prax.g_01697
OG0000828	Syaf.g_02465	Prax.g_01694
OG0000829	Syaf.g_02466	Prax.g_01693
OG0000830	Syaf.g_02467	Prax.g_01692
OG0000831	Syaf.g_02470	Prax.g_01690
OG0000832	Syaf.g_01109	Prax.g_01684
OG0000833	Syaf.g_01100	Prax.g_01676
OG0000834	Syaf.g_01098	Prax.g_01675
OG0000835	Syaf.g_01097	Prax.g_01674
OG0000836	Syaf.g_01093	Prax.g_01673
OG0000837	Syaf.g_01091	Prax.g_01672
OG0000838	Syaf.g_01087	Prax.g_01670
OG0000839	Syaf.g_01086	Prax.g_01669
OG0000840	Syaf.g_01085	Prax.g_01668
OG0000841	Syaf.g_01084	Prax.g_01667
OG0000842	Syaf.g_01083	Prax.g_01666
OG0000843	Syaf.g_01082	Prax.g_01665
OG0000844	Syaf.g_01080	Prax.g_01664
OG0000845	Syaf.g_01079	Prax.g_01663
OG0000846	Syaf.g_01078	Prax.g_01662
OG0000847	Syaf.g_01077	Prax.g_01661
OG0000848	Syaf.g_01075	Prax.g_01660
OG0000849	Syaf.g_01074	Prax.g_01659
OG0000850	Syaf.g_01072	Prax.g_01657
OG0000851	Syaf.g_01061	Prax.g_01656
OG0000852	Syaf.g_01060	Prax.g_01655
OG0000853	Syaf.g_01056	Prax.g_01651
OG0000854	Syaf.g_01054	Prax.g_01649
OG0000855	Syaf.g_01053	Prax.g_01648
OG0000856	Syaf.g_02328	Prax.g_01633
OG0000857	Syaf.g_02031	Prax.g_01605
OG0000858	Syaf.g_01047	Prax.g_01565
OG0000859	Syaf.g_01046	Prax.g_01564
OG0000860	Syaf.g_01031	Prax.g_01557
OG0000861	Syaf.g_01030	Prax.g_01556
OG0000862	Syaf.g_01029	Prax.g_01555
OG0000863	Syaf.g_01026	Prax.g_01553
OG0000864	Syaf.g_01025	Prax.g_01552
OG0000865	Syaf.g_01024	Prax.g_01551
OG0000866	Syaf.g_01023	Prax.g_01550
OG0000867	Syaf.g_01022	Prax.g_01549
OG0000868	Syaf.g_01019	Prax.g_01548
OG0000869	Syaf.g_01014	Prax.g_01544
OG0000870	Syaf.g_01009	Prax.g_01539
OG0000871	Syaf.g_01008	Prax.g_01538
OG0000872	Syaf.g_01001	Prax.g_01537
OG0000873	Syaf.g_00998	Prax.g_01534
OG0000874	Syaf.g_01002	Prax.g_01531
OG0000875	Syaf.g_00996	Prax.g_01530
OG0000876	Syaf.g_01198	Prax.g_01529
OG0000877	Syaf.g_01188	Prax.g_01527
OG0000878	Syaf.g_01187	Prax.g_01526
OG0000879	Syaf.g_01186	Prax.g_01525
OG0000880	Syaf.g_01185	Prax.g_01524
OG0000881	Syaf.g_01179	Prax.g_01520
OG0000882	Syaf.g_01174	Prax.g_01515
OG0000883	Syaf.g_01172	Prax.g_01513
OG0000884	Syaf.g_01170	Prax.g_01511
OG0000885	Syaf.g_01169	Prax.g_01510
OG0000886	Syaf.g_01168	Prax.g_01509
OG0000887	Syaf.g_01167	Prax.g_01508
OG0000888	Syaf.g_01165	Prax.g_01506
OG0000889	Syaf.g_01163	Prax.g_01504
OG0000890	Syaf.g_01157	Prax.g_01503
OG0000891	Syaf.g_01156	Prax.g_01502
OG0000892	Syaf.g_01154	Prax.g_01257
OG0000893	Syaf.g_00178	Prax.g_01262
OG0000894	Syaf.g_00175	Prax.g_01264
OG0000895	Syaf.g_00171	Prax.g_01267
OG0000896	Syaf.g_00170	Prax.g_01268
OG0000897	Syaf.g_00168	Prax.g_01270
OG0000898	Syaf.g_00167	Prax.g_01271
OG0000899	Syaf.g_00166	Prax.g_01272
OG0000900	Syaf.g_00165	Prax.g_01273
OG0000901	Syaf.g_00160	Prax.g_01276
OG0000902	Syaf.g_00158	Prax.g_01278
OG0000903	Syaf.g_00141	Prax.g_01281
OG0000904	Syaf.g_00146	Prax.g_01283
OG0000905	Syaf.g_00151	Prax.g_01288
OG0000906	Syaf.g_00154	Prax.g_01289
OG0000907	Syaf.g_00139	Prax.g_01296
OG0000908	Syaf.g_00136	Prax.g_01299
OG0000909	Syaf.g_00135	Prax.g_01300
OG0000910	Syaf.g_00134	Prax.g_01301
OG0000911	Syaf.g_00132	Prax.g_01303
OG0000912	Syaf.g_00131	Prax.g_01304
OG0000913	Syaf.g_00130	Prax.g_01305
OG0000914	Syaf.g_00129	Prax.g_01306
OG0000915	Syaf.g_00127	Prax.g_01307
OG0000916	Syaf.g_00126	Prax.g_01308
OG0000917	Syaf.g_00125	Prax.g_01309
OG0000918	Syaf.g_00124	Prax.g_01310
OG0000919	Syaf.g_00123	Prax.g_01311
OG0000920	Syaf.g_00122	Prax.g_01312
OG0000921	Syaf.g_00121	Prax.g_01313
OG0000922	Syaf.g_00120	Prax.g_01314
OG0000923	Syaf.g_00116	Prax.g_01318
OG0000924	Syaf.g_00115	Prax.g_01319
OG0000925	Syaf.g_00114	Prax.g_01320
OG0000926	Syaf.g_00113	Prax.g_01321
OG0000927	Syaf.g_00111	Prax.g_01323
OG0000928	Syaf.g_00110	Prax.g_01324
OG0000929	Syaf.g_00109	Prax.g_01325
OG0000930	Syaf.g_00108	Prax.g_01326
OG0000931	Syaf.g_00107	Prax.g_01327
OG0000932	Syaf.g_00106	Prax.g_01328
OG0000933	Syaf.g_00100	Prax.g_01332
OG0000934	Syaf.g_00098	Prax.g_01334
OG0000935	Syaf.g_00097	Prax.g_01335
OG0000936	Syaf.g_00096	Prax.g_01336
OG0000937	Syaf.g_00095	Prax.g_01337
OG0000938	Syaf.g_00092	Prax.g_01339
OG0000939	Syaf.g_00091	Prax.g_01340
OG0000940	Syaf.g_00084	Prax.g_01347
OG0000941	Syaf.g_00082	Prax.g_01349
OG0000942	Syaf.g_00080	Prax.g_01351
OG0000943	Syaf.g_00079	Prax.g_01352
OG0000944	Syaf.g_00077	Prax.g_01353
OG0000945	Syaf.g_00075	Prax.g_01354
OG0000946	Syaf.g_00070	Prax.g_01358
OG0000947	Syaf.g_00067	Prax.g_01360
OG0000948	Syaf.g_00066	Prax.g_01361
OG0000949	Syaf.g_00337	Prax.g_01364
OG0000950	Syaf.g_00351	Prax.g_01369
OG0000951	Syaf.g_00358	Prax.g_01373
OG0000952	Syaf.g_00363	Prax.g_01377
OG0000953	Syaf.g_00367	Prax.g_01380
OG0000954	Syaf.g_00372	Prax.g_01384
OG0000955	Syaf.g_00373	Prax.g_01385
OG0000956	Syaf.g_00375	Prax.g_01387
OG0000957	Syaf.g_00386	Prax.g_01392
OG0000958	Syaf.g_00387	Prax.g_01393
OG0000959	Syaf.g_00391	Prax.g_01397
OG0000960	Syaf.g_00392	Prax.g_01398
OG0000961	Syaf.g_00402	Prax.g_01400
OG0000962	Syaf.g_00404	Prax.g_01402
OG0000963	Syaf.g_00409	Prax.g_01406
OG0000964	Syaf.g_00410	Prax.g_01407
OG0000965	Syaf.g_00411	Prax.g_01408
OG0000966	Syaf.g_00421	Prax.g_01415
OG0000967	Syaf.g_00426	Prax.g_01420
OG0000968	Syaf.g_00417	Prax.g_01422
OG0000969	Syaf.g_00423	Prax.g_01423
OG0000970	Syaf.g_00424	Prax.g_01424
OG0000971	Syaf.g_00429	Prax.g_01425
OG0000972	Syaf.g_00430	Prax.g_01426
OG0000973	Syaf.g_00431	Prax.g_01427
OG0000974	Syaf.g_00432	Prax.g_01428
OG0000975	Syaf.g_00433	Prax.g_01429
OG0000976	Syaf.g_00434	Prax.g_01430
OG0000977	Syaf.g_00436	Prax.g_01431
OG0000978	Syaf.g_00437	Prax.g_01432
OG0000979	Syaf.g_00440	Prax.g_01435
OG0000980	Syaf.g_00443	Prax.g_01437
OG0000981	Syaf.g_00446	Prax.g_01439
OG0000982	Syaf.g_00645	Prax.g_01441
OG0000983	Syaf.g_00644	Prax.g_01442
OG0000984	Syaf.g_00643	Prax.g_01443
OG0000985	Syaf.g_00641	Prax.g_01446
OG0000986	Syaf.g_00639	Prax.g_01448
OG0000987	Syaf.g_00637	Prax.g_01449
OG0000988	Syaf.g_00633	Prax.g_01452
OG0000989	Syaf.g_00624	Prax.g_01455
OG0000990	Syaf.g_00606	Prax.g_01458
OG0000991	Syaf.g_00604	Prax.g_01459
OG0000992	Syaf.g_00601	Prax.g_01461
OG0000993	Syaf.g_00600	Prax.g_01462
OG0000994	Syaf.g_00597	Prax.g_01463
OG0000995	Syaf.g_00592	Prax.g_01467
OG0000996	Syaf.g_00543	Prax.g_01468
OG0000997	Syaf.g_00532	Prax.g_01469
OG0000998	Syaf.g_00530	Prax.g_01471
OG0000999	Syaf.g_00529	Prax.g_01472
OG0001000	Syaf.g_00526	Prax.g_01475
OG0001001	Syaf.g_00521	Prax.g_01477
OG0001002	Syaf.g_00515	Prax.g_01481
OG0001003	Syaf.g_00514	Prax.g_01482
OG0001004	Syaf.g_00513	Prax.g_01483
OG0001005	Syaf.g_00510	Prax.g_01484
OG0001006	Syaf.g_00500	Prax.g_01488
OG0001007	Syaf.g_00498	Prax.g_01490
OG0001008	Syaf.g_01215	Prax.g_00763
OG0001009	Syaf.g_00466	Prax.g_00286
OG0001010	Syaf.g_00465	Prax.g_00285
OG0001011	Syaf.g_00463	Prax.g_00284
OG0001012	Syaf.g_00649	Prax.g_00270
OG0001013	Syaf.g_00669	Prax.g_00623
OG0001014	Syaf.g_00691	Prax.g_00626
OG0001015	Syaf.g_00692	Prax.g_00627
OG0001016	Syaf.g_00958	Prax.g_00644
OG0001017	Syaf.g_00952	Prax.g_00648
OG0001018	Syaf.g_00950	Prax.g_00651
OG0001019	Syaf.g_00931	Prax.g_00660
OG0001020	Syaf.g_00926	Prax.g_01128
OG0001021	Syaf.g_00922	Prax.g_01127
OG0001022	Syaf.g_00918	Prax.g_01124
OG0001023	Syaf.g_00917	Prax.g_01123
OG0001024	Syaf.g_00913	Prax.g_01120
OG0001025	Syaf.g_00906	Prax.g_01114
OG0001026	Syaf.g_00893	Prax.g_01108
OG0001027	Syaf.g_00884	Prax.g_01107
OG0001028	Syaf.g_00882	Prax.g_01105
OG0001029	Syaf.g_00880	Prax.g_01103
OG0001030	Syaf.g_00860	Prax.g_01088
OG0001031	Syaf.g_00784	Prax.g_01032
OG0001032	Syaf.g_00781	Prax.g_01031
OG0001034	Syaf.g_02787	Prax.g_00982
OG0001035	Syaf.g_00207	Prax.g_00921
OG0001036	Syaf.g_00212	Prax.g_00916
OG0001037	Syaf.g_00214	Prax.g_00915
OG0001038	Syaf.g_00242	Prax.g_00897
OG0001039	Syaf.g_00245	Prax.g_00894
OG0001040	Syaf.g_00248	Prax.g_00892
OG0001041	Syaf.g_00253	Prax.g_00888
OG0001042	Syaf.g_00275	Prax.g_00871
OG0001043	Syaf.g_00279	Prax.g_00870
OG0001044	Syaf.g_00024	Prax.g_00840
OG0001045	Syaf.g_00011	Prax.g_00831
OG0001046	Syaf.g_01894	Prax.g_00795
OG0001047	Syaf.g_01217	Prax.g_00761
OG0001048	Syaf.g_01218	Prax.g_00760
OG0001049	Syaf.g_01226	Prax.g_00758
OG0001050	Syaf.g_01227	Prax.g_00757
OG0001051	Syaf.g_01228	Prax.g_00756
OG0001052	Syaf.g_02502	Prax.g_00731
OG0001053	Syaf.g_02718	Prax.g_00719
OG0001054	Syaf.g_02701	Prax.g_00703
OG0001056	Syaf.g_02649	Prax.g_00665
OG0001057	Syaf.g_02638	Prax.g_00002
OG0001058	Syaf.g_02624	Prax.g_00010
OG0001059	Syaf.g_02620	Prax.g_00014
OG0001060	Syaf.g_02614	Prax.g_00021
OG0001061	Syaf.g_02590	Prax.g_00034
OG0001062	Syaf.g_02588	Prax.g_00036
OG0001063	Syaf.g_02583	Prax.g_00038
OG0001064	Syaf.g_02582	Prax.g_00039
OG0001065	Syaf.g_02581	Prax.g_00040
OG0001066	Syaf.g_02580	Prax.g_00041
OG0001067	Syaf.g_02579	Prax.g_00042
OG0001068	Syaf.g_02578	Prax.g_00043
OG0001069	Syaf.g_02577	Prax.g_00044
OG0001070	Syaf.g_02574	Prax.g_00047
OG0001071	Syaf.g_02573	Prax.g_00048
OG0001072	Syaf.g_02569	Prax.g_00049
OG0001073	Syaf.g_02555	Prax.g_00063
OG0001074	Syaf.g_02365	Prax.g_00074
OG0001075	Syaf.g_02363	Prax.g_00075
OG0001076	Syaf.g_02337	Prax.g_00083
OG0001077	Syaf.g_02325	Prax.g_00087
OG0001078	Syaf.g_02309	Prax.g_00095
OG0001079	Syaf.g_02296	Prax.g_00106
OG0001080	Syaf.g_01740	Prax.g_00112
OG0001081	Syaf.g_02144	Prax.g_00114
OG0001082	Syaf.g_02143	Prax.g_00115
OG0001083	Syaf.g_02136	Prax.g_00120
OG0001084	Syaf.g_02135	Prax.g_00121
OG0001085	Syaf.g_02125	Prax.g_00972
OG0001086	Syaf.g_02123	Prax.g_00971
OG0001087	Syaf.g_01482	Prax.g_00954
OG0001088	Syaf.g_01478	Prax.g_00953
OG0001089	Syaf.g_01453	Prax.g_00945
OG0001090	Syaf.g_01981	Prax.g_00484
OG0001091	Syaf.g_01979	Prax.g_00482
OG0001092	Syaf.g_01977	Prax.g_00481
OG0001093	Syaf.g_01971	Prax.g_00476
OG0001094	Syaf.g_02055	Prax.g_00379
OG0001095	Syaf.g_02034	Prax.g_00360
OG0001096	Syaf.g_02018	Prax.g_00347
OG0001097	Syaf.g_01373	Prax.g_00328
OG0001098	Syaf.g_01743	Prax.g_00313
OG0001099	Syaf.g_00881	Prax.g_00550
OG0001100	Syaf.g_02110	Prax.g_00554
OG0001101	Syaf.g_02109	Prax.g_00556
OG0001102	Syaf.g_02106	Prax.g_00558
OG0001103	Syaf.g_02104	Prax.g_00560
OG0001104	Syaf.g_02071	Prax.g_00583
OG0001105	Syaf.g_02067	Prax.g_00587
OG0001106	Syaf.g_01847	Prax.g_00611
OG0001107	Syaf.g_01859	Prax.g_00618
OG0001108	Syaf.g_01868	Prax.g_01131
OG0001109	Syaf.g_01877	Prax.g_01132
OG0001110	Syaf.g_01879	Prax.g_01134
OG0001111	Syaf.g_01881	Prax.g_01135
OG0001112	Syaf.g_01883	Prax.g_01136
OG0001113	Syaf.g_01884	Prax.g_01137
OG0001114	Syaf.g_01885	Prax.g_01138
OG0001115	Syaf.g_01889	Prax.g_01140
OG0001116	Syaf.g_01891	Prax.g_01141
OG0001117	Syaf.g_01892	Prax.g_01142
OG0001118	Syaf.g_01893	Prax.g_01143
OG0001119	Syaf.g_01895	Prax.g_01144
OG0001120	Syaf.g_01899	Prax.g_01146
OG0001122	Syaf.g_01927	Prax.g_01176
OG0001123	Syaf.g_01934	Prax.g_01180
OG0001124	Syaf.g_01936	Prax.g_01182
OG0001125	Syaf.g_01938	Prax.g_01183
OG0001126	Syaf.g_01409	Prax.g_01193
