Orthogroup	Syaf	Pram
OG0000564	Syaf.g_02615	Pram.g_00495
OG0000565	Syaf.g_02612	Pram.g_00498
OG0000566	Syaf.g_02608	Pram.g_00502
OG0000567	Syaf.g_02604	Pram.g_00506
OG0000568	Syaf.g_02599	Pram.g_00507
OG0000569	Syaf.g_02596	Pram.g_00508
OG0000570	Syaf.g_02595	Pram.g_00509
OG0000571	Syaf.g_02591	Pram.g_00511
OG0000572	Syaf.g_02575	Pram.g_00523
OG0000573	Syaf.g_02567	Pram.g_00529
OG0000574	Syaf.g_02566	Pram.g_00530
OG0000575	Syaf.g_02562	Pram.g_00534
OG0000576	Syaf.g_02560	Pram.g_00536
OG0000577	Syaf.g_02559	Pram.g_00537
OG0000578	Syaf.g_02558	Pram.g_00538
OG0000579	Syaf.g_02557	Pram.g_00539
OG0000580	Syaf.g_02556	Pram.g_00540
OG0000581	Syaf.g_02550	Pram.g_00543
OG0000582	Syaf.g_02374	Pram.g_00546
OG0000583	Syaf.g_02373	Pram.g_00547
OG0000584	Syaf.g_02372	Pram.g_00548
OG0000585	Syaf.g_02370	Pram.g_00550
OG0000586	Syaf.g_02369	Pram.g_00551
OG0000587	Syaf.g_02367	Pram.g_00552
OG0000588	Syaf.g_02350	Pram.g_00556
OG0000589	Syaf.g_02340	Pram.g_00559
OG0000590	Syaf.g_02339	Pram.g_00560
OG0000591	Syaf.g_02331	Pram.g_00564
OG0000592	Syaf.g_02330	Pram.g_00565
OG0000593	Syaf.g_02314	Pram.g_01078
OG0000594	Syaf.g_02313	Pram.g_01077
OG0000595	Syaf.g_02312	Pram.g_01076
OG0000596	Syaf.g_02307	Pram.g_01073
OG0000597	Syaf.g_02304	Pram.g_01070
OG0000598	Syaf.g_02303	Pram.g_01069
OG0000599	Syaf.g_02300	Pram.g_01066
OG0000600	Syaf.g_02299	Pram.g_01065
OG0000601	Syaf.g_02298	Pram.g_01064
OG0000602	Syaf.g_02293	Pram.g_01062
OG0000603	Syaf.g_02292	Pram.g_01061
OG0000604	Syaf.g_02289	Pram.g_01060
OG0000605	Syaf.g_01734	Pram.g_01059
OG0000606	Syaf.g_02145	Pram.g_01056
OG0000607	Syaf.g_02142	Pram.g_01053
OG0000608	Syaf.g_02141	Pram.g_01052
OG0000609	Syaf.g_02139	Pram.g_01051
OG0000610	Syaf.g_02132	Pram.g_01045
OG0000611	Syaf.g_02129	Pram.g_01042
OG0000612	Syaf.g_02128	Pram.g_01041
OG0000613	Syaf.g_00315	Pram.g_00763
OG0000614	Syaf.g_01469	Pram.g_00784
OG0000615	Syaf.g_02085	Pram.g_00795
OG0000616	Syaf.g_00518	Pram.g_01927
OG0000617	Syaf.g_01975	Pram.g_01024
OG0000618	Syaf.g_01974	Pram.g_01023
OG0000619	Syaf.g_01973	Pram.g_01022
OG0000620	Syaf.g_01966	Pram.g_01019
OG0000621	Syaf.g_01965	Pram.g_01018
OG0000622	Syaf.g_01964	Pram.g_01017
OG0000623	Syaf.g_01963	Pram.g_01016
OG0000624	Syaf.g_01961	Pram.g_01014
OG0000625	Syaf.g_01960	Pram.g_01013
OG0000626	Syaf.g_01959	Pram.g_01012
OG0000627	Syaf.g_01782	Pram.g_01011
OG0000628	Syaf.g_01783	Pram.g_01010
OG0000629	Syaf.g_01786	Pram.g_01008
OG0000630	Syaf.g_01790	Pram.g_01005
OG0000631	Syaf.g_01801	Pram.g_00913
OG0000632	Syaf.g_01802	Pram.g_00914
OG0000633	Syaf.g_01803	Pram.g_00915
OG0000634	Syaf.g_02053	Pram.g_00805
OG0000635	Syaf.g_02052	Pram.g_00806
OG0000636	Syaf.g_02050	Pram.g_00808
OG0000637	Syaf.g_02048	Pram.g_00810
OG0000638	Syaf.g_02047	Pram.g_00811
OG0000639	Syaf.g_02046	Pram.g_00812
OG0000640	Syaf.g_02045	Pram.g_00813
OG0000641	Syaf.g_02041	Pram.g_00817
OG0000642	Syaf.g_02040	Pram.g_00818
OG0000643	Syaf.g_02038	Pram.g_00819
OG0000644	Syaf.g_02037	Pram.g_00820
OG0000645	Syaf.g_02035	Pram.g_00821
OG0000646	Syaf.g_02032	Pram.g_00823
OG0000647	Syaf.g_02030	Pram.g_00825
OG0000648	Syaf.g_02027	Pram.g_00827
OG0000649	Syaf.g_02026	Pram.g_00828
OG0000650	Syaf.g_02025	Pram.g_00829
OG0000651	Syaf.g_02024	Pram.g_00830
OG0000652	Syaf.g_02023	Pram.g_00831
OG0000653	Syaf.g_02021	Pram.g_00833
OG0000654	Syaf.g_02020	Pram.g_00834
OG0000655	Syaf.g_02019	Pram.g_00835
OG0000656	Syaf.g_02016	Pram.g_00838
OG0000657	Syaf.g_01384	Pram.g_00845
OG0000658	Syaf.g_01381	Pram.g_00847
OG0000659	Syaf.g_01380	Pram.g_00848
OG0000660	Syaf.g_01376	Pram.g_00852
OG0000661	Syaf.g_01374	Pram.g_00854
OG0000662	Syaf.g_01372	Pram.g_00857
OG0000663	Syaf.g_01369	Pram.g_00859
OG0000664	Syaf.g_01368	Pram.g_00860
OG0000665	Syaf.g_00980	Pram.g_00866
OG0000666	Syaf.g_01733	Pram.g_00867
OG0000667	Syaf.g_01635	Pram.g_00872
OG0000668	Syaf.g_01928	Pram.g_00713
OG0000669	Syaf.g_02112	Pram.g_00724
OG0000670	Syaf.g_02769	Pram.g_00727
OG0000671	Syaf.g_02108	Pram.g_00729
OG0000672	Syaf.g_02105	Pram.g_00732
OG0000673	Syaf.g_02102	Pram.g_00735
OG0000674	Syaf.g_02100	Pram.g_00737
OG0000675	Syaf.g_02099	Pram.g_00738
OG0000676	Syaf.g_02097	Pram.g_00740
OG0000677	Syaf.g_02096	Pram.g_00741
OG0000678	Syaf.g_02092	Pram.g_00743
OG0000679	Syaf.g_02083	Pram.g_00747
OG0000680	Syaf.g_02082	Pram.g_00748
OG0000681	Syaf.g_02079	Pram.g_00751
OG0000682	Syaf.g_02078	Pram.g_00752
OG0000683	Syaf.g_02077	Pram.g_00753
OG0000684	Syaf.g_02072	Pram.g_00754
OG0000685	Syaf.g_02070	Pram.g_00756
OG0000686	Syaf.g_02069	Pram.g_00757
OG0000687	Syaf.g_02068	Pram.g_00758
OG0000688	Syaf.g_02063	Pram.g_01036
OG0000689	Syaf.g_02061	Pram.g_01035
OG0000690	Syaf.g_02060	Pram.g_01034
OG0000691	Syaf.g_02059	Pram.g_01033
OG0000692	Syaf.g_02058	Pram.g_01031
OG0000693	Syaf.g_02057	Pram.g_01030
OG0000694	Syaf.g_02056	Pram.g_01029
OG0000695	Syaf.g_01805	Pram.g_00917
OG0000696	Syaf.g_01806	Pram.g_00918
OG0000697	Syaf.g_01808	Pram.g_00919
OG0000698	Syaf.g_01811	Pram.g_00922
OG0000699	Syaf.g_01813	Pram.g_00923
OG0000700	Syaf.g_01814	Pram.g_00924
OG0000701	Syaf.g_01815	Pram.g_00925
OG0000702	Syaf.g_01843	Pram.g_00927
OG0000703	Syaf.g_01844	Pram.g_00928
OG0000704	Syaf.g_01846	Pram.g_00930
OG0000705	Syaf.g_01853	Pram.g_00936
OG0000706	Syaf.g_01854	Pram.g_00937
OG0000707	Syaf.g_01855	Pram.g_00938
OG0000708	Syaf.g_01858	Pram.g_00940
OG0000709	Syaf.g_01867	Pram.g_00944
OG0000710	Syaf.g_01878	Pram.g_00947
OG0000711	Syaf.g_01908	Pram.g_00963
OG0000712	Syaf.g_01910	Pram.g_00964
OG0000713	Syaf.g_01911	Pram.g_00965
OG0000714	Syaf.g_01913	Pram.g_00966
OG0000715	Syaf.g_01915	Pram.g_00968
OG0000716	Syaf.g_01919	Pram.g_00970
OG0000717	Syaf.g_01920	Pram.g_00971
OG0000718	Syaf.g_01924	Pram.g_00973
OG0000719	Syaf.g_01926	Pram.g_00975
OG0000720	Syaf.g_01939	Pram.g_00986
OG0000721	Syaf.g_01941	Pram.g_00990
OG0000722	Syaf.g_01942	Pram.g_00991
OG0000723	Syaf.g_01957	Pram.g_00995
OG0000724	Syaf.g_01418	Pram.g_00893
OG0000725	Syaf.g_01445	Pram.g_00887
OG0000726	Syaf.g_01446	Pram.g_00886
OG0000727	Syaf.g_01447	Pram.g_00885
OG0000728	Syaf.g_01449	Pram.g_00883
OG0000729	Syaf.g_00405	Pram.g_01208
OG0000730	Syaf.g_00026	Pram.g_01182
OG0000731	Syaf.g_00014	Pram.g_00335
OG0000733	Syaf.g_00615	Pram.g_01547
OG0000734	Syaf.g_00895	Pram.g_01156
OG0000735	Syaf.g_01273	Pram.g_01154
OG0000736	Syaf.g_01274	Pram.g_01153
OG0000737	Syaf.g_01275	Pram.g_01152
OG0000738	Syaf.g_01280	Pram.g_01148
OG0000739	Syaf.g_01281	Pram.g_01147
OG0000740	Syaf.g_01282	Pram.g_01146
OG0000741	Syaf.g_01285	Pram.g_01144
OG0000742	Syaf.g_01287	Pram.g_01141
OG0000743	Syaf.g_01289	Pram.g_01139
OG0000744	Syaf.g_01290	Pram.g_01137
OG0000745	Syaf.g_01293	Pram.g_01136
OG0000746	Syaf.g_01295	Pram.g_01134
OG0000747	Syaf.g_01296	Pram.g_01133
OG0000748	Syaf.g_01307	Pram.g_01129
OG0000749	Syaf.g_01309	Pram.g_01128
OG0000750	Syaf.g_01310	Pram.g_01127
OG0000751	Syaf.g_01317	Pram.g_01124
OG0000752	Syaf.g_01319	Pram.g_01122
OG0000753	Syaf.g_01322	Pram.g_01119
OG0000754	Syaf.g_01611	Pram.g_01117
OG0000755	Syaf.g_01599	Pram.g_01111
OG0000756	Syaf.g_01598	Pram.g_01110
OG0000757	Syaf.g_01590	Pram.g_01103
OG0000758	Syaf.g_01589	Pram.g_01102
OG0000759	Syaf.g_01588	Pram.g_01101
OG0000760	Syaf.g_01587	Pram.g_01100
OG0000761	Syaf.g_01586	Pram.g_01099
OG0000762	Syaf.g_01584	Pram.g_01098
OG0000763	Syaf.g_01582	Pram.g_01096
OG0000764	Syaf.g_01581	Pram.g_01095
OG0000765	Syaf.g_01564	Pram.g_01087
OG0000766	Syaf.g_01563	Pram.g_01086
OG0000767	Syaf.g_01561	Pram.g_01084
OG0000768	Syaf.g_01560	Pram.g_01083
OG0000769	Syaf.g_01558	Pram.g_01081
OG0000770	Syaf.g_01553	Pram.g_00570
OG0000771	Syaf.g_01411	Pram.g_01254
OG0000772	Syaf.g_01705	Pram.g_01569
OG0000773	Syaf.g_01268	Pram.g_01221
OG0000774	Syaf.g_01263	Pram.g_01223
OG0000775	Syaf.g_01261	Pram.g_01225
OG0000776	Syaf.g_01260	Pram.g_01226
OG0000777	Syaf.g_01259	Pram.g_01227
OG0000778	Syaf.g_01258	Pram.g_01228
OG0000779	Syaf.g_01252	Pram.g_01232
OG0000780	Syaf.g_01249	Pram.g_01233
OG0000781	Syaf.g_01245	Pram.g_01236
OG0000782	Syaf.g_01244	Pram.g_01237
OG0000783	Syaf.g_01243	Pram.g_01238
OG0000784	Syaf.g_01242	Pram.g_01239
OG0000785	Syaf.g_01240	Pram.g_01241
OG0000786	Syaf.g_02546	Pram.g_01244
OG0000787	Syaf.g_02547	Pram.g_01245
OG0000788	Syaf.g_02297	Pram.g_01271
OG0000789	Syaf.g_01750	Pram.g_01281
OG0000790	Syaf.g_02738	Pram.g_01463
OG0000791	Syaf.g_02740	Pram.g_01461
OG0000792	Syaf.g_02741	Pram.g_01460
OG0000793	Syaf.g_02746	Pram.g_01456
OG0000794	Syaf.g_02747	Pram.g_01455
OG0000795	Syaf.g_02748	Pram.g_01454
OG0000796	Syaf.g_02752	Pram.g_01450
OG0000797	Syaf.g_02753	Pram.g_01449
OG0000798	Syaf.g_00240	Pram.g_01444
OG0000799	Syaf.g_02380	Pram.g_01398
OG0000800	Syaf.g_02383	Pram.g_01397
OG0000801	Syaf.g_02384	Pram.g_01396
OG0000802	Syaf.g_02388	Pram.g_01394
OG0000803	Syaf.g_02393	Pram.g_01392
OG0000804	Syaf.g_02396	Pram.g_01391
OG0000805	Syaf.g_02398	Pram.g_01389
OG0000806	Syaf.g_02405	Pram.g_01387
OG0000807	Syaf.g_02406	Pram.g_01386
OG0000808	Syaf.g_02407	Pram.g_01385
OG0000809	Syaf.g_02410	Pram.g_01383
OG0000810	Syaf.g_02411	Pram.g_01382
OG0000811	Syaf.g_02420	Pram.g_01375
OG0000812	Syaf.g_02422	Pram.g_01373
OG0000813	Syaf.g_02423	Pram.g_01372
OG0000814	Syaf.g_02425	Pram.g_01370
OG0000815	Syaf.g_02426	Pram.g_01369
OG0000816	Syaf.g_02428	Pram.g_01367
OG0000817	Syaf.g_02429	Pram.g_01366
OG0000818	Syaf.g_02442	Pram.g_01361
OG0000819	Syaf.g_02443	Pram.g_01360
OG0000820	Syaf.g_02444	Pram.g_01359
OG0000821	Syaf.g_02450	Pram.g_01355
OG0000822	Syaf.g_02452	Pram.g_01354
OG0000823	Syaf.g_02453	Pram.g_01353
OG0000824	Syaf.g_02459	Pram.g_01350
OG0000825	Syaf.g_02460	Pram.g_01349
OG0000826	Syaf.g_02461	Pram.g_01348
OG0000827	Syaf.g_02462	Pram.g_01347
OG0000828	Syaf.g_02465	Pram.g_01344
OG0000829	Syaf.g_02466	Pram.g_01343
OG0000830	Syaf.g_02467	Pram.g_01342
OG0000831	Syaf.g_02470	Pram.g_01340
OG0000832	Syaf.g_01109	Pram.g_01330
OG0000833	Syaf.g_01100	Pram.g_01321
OG0000834	Syaf.g_01098	Pram.g_01320
OG0000835	Syaf.g_01097	Pram.g_01319
OG0000836	Syaf.g_01093	Pram.g_01318
OG0000837	Syaf.g_01091	Pram.g_01317
OG0000838	Syaf.g_01087	Pram.g_01314
OG0000839	Syaf.g_01086	Pram.g_01313
OG0000840	Syaf.g_01085	Pram.g_01312
OG0000841	Syaf.g_01084	Pram.g_01311
OG0000842	Syaf.g_01083	Pram.g_01310
OG0000843	Syaf.g_01082	Pram.g_01309
OG0000844	Syaf.g_01080	Pram.g_01308
OG0000845	Syaf.g_01079	Pram.g_01307
OG0000846	Syaf.g_01078	Pram.g_01306
OG0000847	Syaf.g_01077	Pram.g_01305
OG0000848	Syaf.g_01075	Pram.g_01304
OG0000849	Syaf.g_01074	Pram.g_01303
OG0000850	Syaf.g_01072	Pram.g_01301
OG0000851	Syaf.g_01061	Pram.g_01300
OG0000852	Syaf.g_01060	Pram.g_01299
OG0000853	Syaf.g_01056	Pram.g_01294
OG0000854	Syaf.g_01054	Pram.g_01292
OG0000855	Syaf.g_01053	Pram.g_01291
OG0000856	Syaf.g_02328	Pram.g_00567
OG0000857	Syaf.g_02031	Pram.g_00824
OG0000858	Syaf.g_01047	Pram.g_01625
OG0000859	Syaf.g_01046	Pram.g_01626
OG0000860	Syaf.g_01031	Pram.g_01634
OG0000861	Syaf.g_01030	Pram.g_01635
OG0000862	Syaf.g_01029	Pram.g_01636
OG0000863	Syaf.g_01026	Pram.g_01638
OG0000864	Syaf.g_01025	Pram.g_01639
OG0000865	Syaf.g_01024	Pram.g_01640
OG0000866	Syaf.g_01023	Pram.g_01641
OG0000867	Syaf.g_01022	Pram.g_01642
OG0000868	Syaf.g_01019	Pram.g_01644
OG0000869	Syaf.g_01014	Pram.g_01647
OG0000870	Syaf.g_01009	Pram.g_01652
OG0000871	Syaf.g_01008	Pram.g_01653
OG0000872	Syaf.g_01001	Pram.g_01654
OG0000873	Syaf.g_00998	Pram.g_01657
OG0000874	Syaf.g_01002	Pram.g_01660
OG0000875	Syaf.g_00996	Pram.g_01662
OG0000876	Syaf.g_01198	Pram.g_01663
OG0000877	Syaf.g_01188	Pram.g_01665
OG0000878	Syaf.g_01187	Pram.g_01666
OG0000879	Syaf.g_01186	Pram.g_01667
OG0000880	Syaf.g_01185	Pram.g_01668
OG0000881	Syaf.g_01179	Pram.g_01672
OG0000882	Syaf.g_01174	Pram.g_01677
OG0000883	Syaf.g_01172	Pram.g_01679
OG0000884	Syaf.g_01170	Pram.g_01681
OG0000885	Syaf.g_01169	Pram.g_01682
OG0000886	Syaf.g_01168	Pram.g_01683
OG0000887	Syaf.g_01167	Pram.g_01684
OG0000888	Syaf.g_01165	Pram.g_01686
OG0000889	Syaf.g_01163	Pram.g_01688
OG0000890	Syaf.g_01157	Pram.g_01689
OG0000891	Syaf.g_01156	Pram.g_01690
OG0000892	Syaf.g_01154	Pram.g_01691
OG0000893	Syaf.g_00178	Pram.g_01695
OG0000894	Syaf.g_00175	Pram.g_01698
OG0000895	Syaf.g_00171	Pram.g_01702
OG0000896	Syaf.g_00170	Pram.g_01703
OG0000897	Syaf.g_00168	Pram.g_01705
OG0000898	Syaf.g_00167	Pram.g_01706
OG0000899	Syaf.g_00166	Pram.g_01707
OG0000900	Syaf.g_00165	Pram.g_01708
OG0000901	Syaf.g_00160	Pram.g_01711
OG0000902	Syaf.g_00158	Pram.g_01713
OG0000903	Syaf.g_00141	Pram.g_01717
OG0000904	Syaf.g_00146	Pram.g_01722
OG0000905	Syaf.g_00151	Pram.g_01715
OG0000906	Syaf.g_00154	Pram.g_01714
OG0000907	Syaf.g_00139	Pram.g_01727
OG0000908	Syaf.g_00136	Pram.g_01730
OG0000909	Syaf.g_00135	Pram.g_01731
OG0000910	Syaf.g_00134	Pram.g_01732
OG0000911	Syaf.g_00132	Pram.g_01734
OG0000912	Syaf.g_00131	Pram.g_01735
OG0000913	Syaf.g_00130	Pram.g_01736
OG0000914	Syaf.g_00129	Pram.g_01737
OG0000915	Syaf.g_00127	Pram.g_01738
OG0000916	Syaf.g_00126	Pram.g_01739
OG0000917	Syaf.g_00125	Pram.g_01740
OG0000918	Syaf.g_00124	Pram.g_01741
OG0000919	Syaf.g_00123	Pram.g_01742
OG0000920	Syaf.g_00122	Pram.g_01743
OG0000921	Syaf.g_00121	Pram.g_01744
OG0000922	Syaf.g_00120	Pram.g_01745
OG0000923	Syaf.g_00116	Pram.g_01749
OG0000924	Syaf.g_00115	Pram.g_01750
OG0000925	Syaf.g_00114	Pram.g_01751
OG0000926	Syaf.g_00113	Pram.g_01752
OG0000927	Syaf.g_00111	Pram.g_01754
OG0000928	Syaf.g_00110	Pram.g_01755
OG0000929	Syaf.g_00109	Pram.g_01756
OG0000930	Syaf.g_00108	Pram.g_01757
OG0000931	Syaf.g_00107	Pram.g_01758
OG0000932	Syaf.g_00106	Pram.g_01759
OG0000933	Syaf.g_00100	Pram.g_01763
OG0000934	Syaf.g_00098	Pram.g_01765
OG0000935	Syaf.g_00097	Pram.g_01766
OG0000936	Syaf.g_00096	Pram.g_01767
OG0000937	Syaf.g_00095	Pram.g_01768
OG0000938	Syaf.g_00092	Pram.g_01771
OG0000939	Syaf.g_00091	Pram.g_01772
OG0000940	Syaf.g_00084	Pram.g_01779
OG0000941	Syaf.g_00082	Pram.g_01781
OG0000942	Syaf.g_00080	Pram.g_01783
OG0000943	Syaf.g_00079	Pram.g_01784
OG0000944	Syaf.g_00077	Pram.g_01786
OG0000945	Syaf.g_00075	Pram.g_01787
OG0000946	Syaf.g_00070	Pram.g_01793
OG0000947	Syaf.g_00067	Pram.g_01795
OG0000948	Syaf.g_00066	Pram.g_01796
OG0000949	Syaf.g_00337	Pram.g_01799
OG0000950	Syaf.g_00351	Pram.g_01806
OG0000951	Syaf.g_00358	Pram.g_01810
OG0000952	Syaf.g_00363	Pram.g_01814
OG0000953	Syaf.g_00367	Pram.g_01818
OG0000954	Syaf.g_00372	Pram.g_01822
OG0000955	Syaf.g_00373	Pram.g_01823
OG0000956	Syaf.g_00375	Pram.g_01825
OG0000957	Syaf.g_00386	Pram.g_01831
OG0000958	Syaf.g_00387	Pram.g_01832
OG0000959	Syaf.g_00391	Pram.g_01836
OG0000960	Syaf.g_00392	Pram.g_01837
OG0000961	Syaf.g_00402	Pram.g_01840
OG0000962	Syaf.g_00404	Pram.g_01842
OG0000963	Syaf.g_00409	Pram.g_01846
OG0000964	Syaf.g_00410	Pram.g_01847
OG0000965	Syaf.g_00411	Pram.g_01848
OG0000966	Syaf.g_00421	Pram.g_01854
OG0000967	Syaf.g_00426	Pram.g_01858
OG0000968	Syaf.g_00417	Pram.g_01860
OG0000969	Syaf.g_00423	Pram.g_01861
OG0000970	Syaf.g_00424	Pram.g_01862
OG0000971	Syaf.g_00429	Pram.g_01863
OG0000972	Syaf.g_00430	Pram.g_01864
OG0000973	Syaf.g_00431	Pram.g_01865
OG0000974	Syaf.g_00432	Pram.g_01866
OG0000975	Syaf.g_00433	Pram.g_01867
OG0000976	Syaf.g_00434	Pram.g_01868
OG0000977	Syaf.g_00436	Pram.g_01869
OG0000978	Syaf.g_00437	Pram.g_01870
OG0000979	Syaf.g_00440	Pram.g_01873
OG0000980	Syaf.g_00443	Pram.g_01875
OG0000981	Syaf.g_00446	Pram.g_01878
OG0000982	Syaf.g_00645	Pram.g_01880
OG0000983	Syaf.g_00644	Pram.g_01881
OG0000984	Syaf.g_00643	Pram.g_01882
OG0000985	Syaf.g_00641	Pram.g_01885
OG0000986	Syaf.g_00639	Pram.g_01887
OG0000987	Syaf.g_00637	Pram.g_01888
OG0000988	Syaf.g_00633	Pram.g_01891
OG0000989	Syaf.g_00624	Pram.g_01895
OG0000990	Syaf.g_00606	Pram.g_01900
OG0000991	Syaf.g_00604	Pram.g_01901
OG0000992	Syaf.g_00601	Pram.g_01904
OG0000993	Syaf.g_00600	Pram.g_01905
OG0000994	Syaf.g_00597	Pram.g_01906
OG0000995	Syaf.g_00592	Pram.g_01910
OG0000996	Syaf.g_00543	Pram.g_01911
OG0000997	Syaf.g_00532	Pram.g_01913
OG0000998	Syaf.g_00530	Pram.g_01915
OG0000999	Syaf.g_00529	Pram.g_01916
OG0001000	Syaf.g_00526	Pram.g_01919
OG0001001	Syaf.g_00521	Pram.g_01924
OG0001002	Syaf.g_00515	Pram.g_01929
OG0001003	Syaf.g_00514	Pram.g_01930
OG0001004	Syaf.g_00513	Pram.g_01931
OG0001005	Syaf.g_00510	Pram.g_01932
OG0001006	Syaf.g_00500	Pram.g_01936
OG0001007	Syaf.g_00498	Pram.g_01938
OG0001008	Syaf.g_01215	Pram.g_00372
OG0001009	Syaf.g_00466	Pram.g_00014
OG0001010	Syaf.g_00465	Pram.g_00015
OG0001011	Syaf.g_00463	Pram.g_00016
OG0001012	Syaf.g_00649	Pram.g_00028
OG0001013	Syaf.g_00669	Pram.g_00035
OG0001014	Syaf.g_00691	Pram.g_00038
OG0001015	Syaf.g_00692	Pram.g_00039
OG0001016	Syaf.g_00958	Pram.g_00058
OG0001017	Syaf.g_00952	Pram.g_00062
OG0001018	Syaf.g_00950	Pram.g_00064
OG0001019	Syaf.g_00931	Pram.g_00073
OG0001020	Syaf.g_00926	Pram.g_00074
OG0001021	Syaf.g_00922	Pram.g_00075
OG0001022	Syaf.g_00918	Pram.g_00078
OG0001023	Syaf.g_00917	Pram.g_00079
OG0001024	Syaf.g_00913	Pram.g_00082
OG0001025	Syaf.g_00906	Pram.g_00089
OG0001026	Syaf.g_00893	Pram.g_00097
OG0001027	Syaf.g_00884	Pram.g_00098
OG0001028	Syaf.g_00882	Pram.g_00100
OG0001029	Syaf.g_00880	Pram.g_00101
OG0001030	Syaf.g_00860	Pram.g_00117
OG0001031	Syaf.g_00784	Pram.g_00171
OG0001032	Syaf.g_00781	Pram.g_00172
OG0001034	Syaf.g_02787	Pram.g_00223
OG0001035	Syaf.g_00207	Pram.g_00243
OG0001036	Syaf.g_00212	Pram.g_00247
OG0001037	Syaf.g_00214	Pram.g_00248
OG0001038	Syaf.g_00242	Pram.g_00266
OG0001039	Syaf.g_00245	Pram.g_00269
OG0001040	Syaf.g_00248	Pram.g_00271
OG0001041	Syaf.g_00253	Pram.g_00276
OG0001042	Syaf.g_00275	Pram.g_00293
OG0001043	Syaf.g_00279	Pram.g_00294
OG0001044	Syaf.g_00024	Pram.g_00327
OG0001045	Syaf.g_00011	Pram.g_00337
OG0001046	Syaf.g_01894	Pram.g_01537
OG0001047	Syaf.g_01217	Pram.g_00374
OG0001048	Syaf.g_01218	Pram.g_00375
OG0001049	Syaf.g_01226	Pram.g_00377
OG0001050	Syaf.g_01227	Pram.g_00378
OG0001051	Syaf.g_01228	Pram.g_00379
OG0001052	Syaf.g_02502	Pram.g_00407
OG0001053	Syaf.g_02718	Pram.g_00419
OG0001054	Syaf.g_02701	Pram.g_00434
OG0001056	Syaf.g_02649	Pram.g_00474
OG0001057	Syaf.g_02638	Pram.g_00478
OG0001058	Syaf.g_02624	Pram.g_00486
OG0001059	Syaf.g_02620	Pram.g_00490
OG0001060	Syaf.g_02614	Pram.g_00497
OG0001061	Syaf.g_02590	Pram.g_00512
OG0001062	Syaf.g_02588	Pram.g_00514
OG0001063	Syaf.g_02583	Pram.g_00516
OG0001064	Syaf.g_02582	Pram.g_00517
OG0001065	Syaf.g_02581	Pram.g_00518
OG0001066	Syaf.g_02580	Pram.g_00519
OG0001067	Syaf.g_02579	Pram.g_00520
OG0001068	Syaf.g_02578	Pram.g_00521
OG0001069	Syaf.g_02577	Pram.g_00522
OG0001070	Syaf.g_02574	Pram.g_00524
OG0001071	Syaf.g_02573	Pram.g_00525
OG0001072	Syaf.g_02569	Pram.g_00527
OG0001073	Syaf.g_02555	Pram.g_00541
OG0001074	Syaf.g_02365	Pram.g_00553
OG0001075	Syaf.g_02363	Pram.g_00554
OG0001076	Syaf.g_02337	Pram.g_00562
OG0001077	Syaf.g_02325	Pram.g_00568
OG0001078	Syaf.g_02309	Pram.g_01074
OG0001079	Syaf.g_02296	Pram.g_01063
OG0001080	Syaf.g_01740	Pram.g_01057
OG0001081	Syaf.g_02144	Pram.g_01055
OG0001082	Syaf.g_02143	Pram.g_01054
OG0001083	Syaf.g_02136	Pram.g_01049
OG0001084	Syaf.g_02135	Pram.g_01048
OG0001085	Syaf.g_02125	Pram.g_00760
OG0001086	Syaf.g_02123	Pram.g_00761
OG0001087	Syaf.g_01482	Pram.g_00779
OG0001088	Syaf.g_01478	Pram.g_00780
OG0001089	Syaf.g_01453	Pram.g_00791
OG0001090	Syaf.g_01981	Pram.g_00802
OG0001091	Syaf.g_01979	Pram.g_01027
OG0001092	Syaf.g_01977	Pram.g_01026
OG0001093	Syaf.g_01971	Pram.g_01021
OG0001094	Syaf.g_02055	Pram.g_01028
OG0001095	Syaf.g_02034	Pram.g_00822
OG0001096	Syaf.g_02018	Pram.g_00836
OG0001097	Syaf.g_01373	Pram.g_00855
OG0001098	Syaf.g_01743	Pram.g_00876
OG0001099	Syaf.g_00881	Pram.g_00717
OG0001100	Syaf.g_02110	Pram.g_00726
OG0001101	Syaf.g_02109	Pram.g_00728
OG0001102	Syaf.g_02106	Pram.g_00731
OG0001103	Syaf.g_02104	Pram.g_00733
OG0001104	Syaf.g_02071	Pram.g_00755
OG0001105	Syaf.g_02067	Pram.g_00759
OG0001106	Syaf.g_01847	Pram.g_00931
OG0001107	Syaf.g_01859	Pram.g_00941
OG0001108	Syaf.g_01868	Pram.g_00945
OG0001109	Syaf.g_01877	Pram.g_00946
OG0001110	Syaf.g_01879	Pram.g_00948
OG0001111	Syaf.g_01881	Pram.g_00949
OG0001112	Syaf.g_01883	Pram.g_00950
OG0001113	Syaf.g_01884	Pram.g_00951
OG0001114	Syaf.g_01885	Pram.g_00952
OG0001115	Syaf.g_01889	Pram.g_00954
OG0001116	Syaf.g_01891	Pram.g_00955
OG0001117	Syaf.g_01892	Pram.g_00956
OG0001118	Syaf.g_01893	Pram.g_00957
OG0001119	Syaf.g_01895	Pram.g_00958
OG0001120	Syaf.g_01899	Pram.g_00959
OG0001122	Syaf.g_01927	Pram.g_00976
OG0001123	Syaf.g_01934	Pram.g_00981
OG0001124	Syaf.g_01936	Pram.g_00983
OG0001125	Syaf.g_01938	Pram.g_00985
OG0001126	Syaf.g_01409	Pram.g_00899
