Orthogroup	Syaf	Syas
OG0000588	Syaf.g_02350	Syas.g_00960
OG0000589	Syaf.g_02340	Syas.g_00121
OG0000590	Syaf.g_02339	Syas.g_00120
OG0000591	Syaf.g_02331	Syas.g_00106
OG0000592	Syaf.g_02330	Syas.g_00105
OG0000593	Syaf.g_02314	Syas.g_00750
OG0000594	Syaf.g_02313	Syas.g_00749
OG0000595	Syaf.g_02312	Syas.g_00748
OG0000596	Syaf.g_02307	Syas.g_00743
OG0000597	Syaf.g_02304	Syas.g_00740
OG0000598	Syaf.g_02303	Syas.g_00739
OG0000599	Syaf.g_02300	Syas.g_00732
OG0000600	Syaf.g_02299	Syas.g_00731
OG0000601	Syaf.g_02298	Syas.g_00730
OG0000602	Syaf.g_02293	Syas.g_00725
OG0000603	Syaf.g_02292	Syas.g_00724
OG0000604	Syaf.g_02289	Syas.g_00721
OG0000605	Syaf.g_01734	Syas.g_00719
OG0000606	Syaf.g_02145	Syas.g_00716
OG0000607	Syaf.g_02142	Syas.g_00713
OG0000608	Syaf.g_02141	Syas.g_00712
OG0000609	Syaf.g_02139	Syas.g_00710
OG0000610	Syaf.g_02132	Syas.g_00702
OG0000611	Syaf.g_02129	Syas.g_00699
OG0000612	Syaf.g_02128	Syas.g_00698
OG0000613	Syaf.g_00315	Syas.g_01825
OG0000614	Syaf.g_01469	Syas.g_01044
OG0000615	Syaf.g_02085	Syas.g_00650
OG0000616	Syaf.g_00518	Syas.g_02011
OG0000617	Syaf.g_01975	Syas.g_00180
OG0000618	Syaf.g_01974	Syas.g_00181
OG0000619	Syaf.g_01973	Syas.g_00182
OG0000620	Syaf.g_01966	Syas.g_00188
OG0000621	Syaf.g_01965	Syas.g_00189
OG0000622	Syaf.g_01964	Syas.g_00190
OG0000623	Syaf.g_01963	Syas.g_00191
OG0000624	Syaf.g_01961	Syas.g_00192
OG0000625	Syaf.g_01960	Syas.g_00193
OG0000626	Syaf.g_01959	Syas.g_00194
OG0000627	Syaf.g_01782	Syas.g_00372
OG0000628	Syaf.g_01783	Syas.g_00373
OG0000629	Syaf.g_01786	Syas.g_00376
OG0000630	Syaf.g_01790	Syas.g_00397
OG0000631	Syaf.g_01801	Syas.g_00405
OG0000632	Syaf.g_01802	Syas.g_00406
OG0000633	Syaf.g_01803	Syas.g_00407
OG0000634	Syaf.g_02053	Syas.g_00600
OG0000635	Syaf.g_02052	Syas.g_00599
OG0000636	Syaf.g_02050	Syas.g_00597
OG0000637	Syaf.g_02048	Syas.g_00595
OG0000638	Syaf.g_02047	Syas.g_00594
OG0000639	Syaf.g_02046	Syas.g_00593
OG0000640	Syaf.g_02045	Syas.g_00592
OG0000641	Syaf.g_02041	Syas.g_00587
OG0000642	Syaf.g_02040	Syas.g_00586
OG0000643	Syaf.g_02038	Syas.g_00585
OG0000644	Syaf.g_02037	Syas.g_00584
OG0000645	Syaf.g_02035	Syas.g_00583
OG0000646	Syaf.g_02032	Syas.g_00580
OG0000647	Syaf.g_02030	Syas.g_00578
OG0000648	Syaf.g_02027	Syas.g_00576
OG0000649	Syaf.g_02026	Syas.g_00575
OG0000650	Syaf.g_02025	Syas.g_00574
OG0000651	Syaf.g_02024	Syas.g_00573
OG0000652	Syaf.g_02023	Syas.g_00572
OG0000653	Syaf.g_02021	Syas.g_00570
OG0000654	Syaf.g_02020	Syas.g_00569
OG0000655	Syaf.g_02019	Syas.g_00568
OG0000656	Syaf.g_02016	Syas.g_00565
OG0000657	Syaf.g_01384	Syas.g_00232
OG0000658	Syaf.g_01381	Syas.g_00235
OG0000659	Syaf.g_01380	Syas.g_00236
OG0000660	Syaf.g_01376	Syas.g_00240
OG0000662	Syaf.g_01372	Syas.g_00281
OG0000663	Syaf.g_01369	Syas.g_00284
OG0000664	Syaf.g_01368	Syas.g_00287
OG0000665	Syaf.g_00980	Syas.g_00385
OG0000666	Syaf.g_01733	Syas.g_01362
OG0000667	Syaf.g_01635	Syas.g_00088
OG0000668	Syaf.g_01928	Syas.g_00221
OG0000669	Syaf.g_02112	Syas.g_00684
OG0000670	Syaf.g_02769	Syas.g_00681
OG0000671	Syaf.g_02108	Syas.g_00679
OG0000672	Syaf.g_02105	Syas.g_00676
OG0000673	Syaf.g_02102	Syas.g_00673
OG0000674	Syaf.g_02100	Syas.g_00671
OG0000675	Syaf.g_02099	Syas.g_00670
OG0000676	Syaf.g_02097	Syas.g_00668
OG0000677	Syaf.g_02096	Syas.g_00667
OG0000678	Syaf.g_02092	Syas.g_00660
OG0000679	Syaf.g_02083	Syas.g_00629
OG0000680	Syaf.g_02082	Syas.g_00628
OG0000681	Syaf.g_02079	Syas.g_00625
OG0000682	Syaf.g_02078	Syas.g_00624
OG0000683	Syaf.g_02077	Syas.g_00623
OG0000684	Syaf.g_02072	Syas.g_00621
OG0000685	Syaf.g_02070	Syas.g_00187
OG0000686	Syaf.g_02069	Syas.g_00619
OG0000687	Syaf.g_02068	Syas.g_00618
OG0000688	Syaf.g_02063	Syas.g_00612
OG0000689	Syaf.g_02061	Syas.g_00610
OG0000690	Syaf.g_02060	Syas.g_00609
OG0000691	Syaf.g_02059	Syas.g_00608
OG0000692	Syaf.g_02058	Syas.g_00606
OG0000693	Syaf.g_02057	Syas.g_00604
OG0000694	Syaf.g_02056	Syas.g_00603
OG0000695	Syaf.g_01805	Syas.g_00410
OG0000696	Syaf.g_01806	Syas.g_00411
OG0000697	Syaf.g_01808	Syas.g_00413
OG0000698	Syaf.g_01811	Syas.g_00417
OG0000699	Syaf.g_01813	Syas.g_00419
OG0000700	Syaf.g_01814	Syas.g_00420
OG0000701	Syaf.g_01815	Syas.g_00421
OG0000702	Syaf.g_01843	Syas.g_00437
OG0000703	Syaf.g_01844	Syas.g_00438
OG0000704	Syaf.g_01846	Syas.g_00446
OG0000705	Syaf.g_01853	Syas.g_00453
OG0000706	Syaf.g_01854	Syas.g_00454
OG0000707	Syaf.g_01855	Syas.g_00455
OG0000708	Syaf.g_01858	Syas.g_00458
OG0000709	Syaf.g_01867	Syas.g_00466
OG0000710	Syaf.g_01878	Syas.g_00497
OG0000711	Syaf.g_01908	Syas.g_00546
OG0000712	Syaf.g_01910	Syas.g_00548
OG0000713	Syaf.g_01911	Syas.g_00549
OG0000714	Syaf.g_01913	Syas.g_00551
OG0000715	Syaf.g_01915	Syas.g_00553
OG0000716	Syaf.g_01919	Syas.g_00556
OG0000717	Syaf.g_01920	Syas.g_00557
OG0000718	Syaf.g_01924	Syas.g_00561
OG0000719	Syaf.g_01926	Syas.g_00223
OG0000720	Syaf.g_01939	Syas.g_00209
OG0000721	Syaf.g_01941	Syas.g_00207
OG0000722	Syaf.g_01942	Syas.g_00206
OG0000723	Syaf.g_01957	Syas.g_00196
OG0000724	Syaf.g_01418	Syas.g_00999
OG0000725	Syaf.g_01445	Syas.g_01024
OG0000726	Syaf.g_01446	Syas.g_01025
OG0000727	Syaf.g_01447	Syas.g_01026
OG0000728	Syaf.g_01449	Syas.g_01028
OG0000729	Syaf.g_00405	Syas.g_02145
OG0000730	Syaf.g_00026	Syas.g_01544
OG0000731	Syaf.g_00014	Syas.g_01532
OG0000732	Syaf.g_00444	Syas.g_02086
OG0000733	Syaf.g_00615	Syas.g_00096
OG0000734	Syaf.g_00895	Syas.g_02414
OG0000735	Syaf.g_01273	Syas.g_01201
OG0000736	Syaf.g_01274	Syas.g_01200
OG0000737	Syaf.g_01275	Syas.g_01199
OG0000738	Syaf.g_01280	Syas.g_01193
OG0000739	Syaf.g_01281	Syas.g_01192
OG0000740	Syaf.g_01282	Syas.g_01191
OG0000741	Syaf.g_01285	Syas.g_01188
OG0000742	Syaf.g_01287	Syas.g_01185
OG0000743	Syaf.g_01289	Syas.g_01182
OG0000744	Syaf.g_01290	Syas.g_01181
OG0000745	Syaf.g_01293	Syas.g_01178
OG0000746	Syaf.g_01295	Syas.g_01176
OG0000747	Syaf.g_01296	Syas.g_01174
OG0000748	Syaf.g_01307	Syas.g_01146
OG0000749	Syaf.g_01309	Syas.g_01144
OG0000750	Syaf.g_01310	Syas.g_01143
OG0000751	Syaf.g_01317	Syas.g_01138
OG0000752	Syaf.g_01319	Syas.g_01136
OG0000753	Syaf.g_01322	Syas.g_01133
OG0000754	Syaf.g_01611	Syas.g_01128
OG0000755	Syaf.g_01599	Syas.g_01117
OG0000756	Syaf.g_01598	Syas.g_01116
OG0000757	Syaf.g_01590	Syas.g_01108
OG0000758	Syaf.g_01589	Syas.g_01107
OG0000759	Syaf.g_01588	Syas.g_01106
OG0000760	Syaf.g_01587	Syas.g_01105
OG0000761	Syaf.g_01586	Syas.g_01104
OG0000762	Syaf.g_01584	Syas.g_01102
OG0000763	Syaf.g_01582	Syas.g_01091
OG0000764	Syaf.g_01581	Syas.g_01090
OG0000765	Syaf.g_01564	Syas.g_01076
OG0000766	Syaf.g_01563	Syas.g_01075
OG0000767	Syaf.g_01561	Syas.g_01073
OG0000768	Syaf.g_01560	Syas.g_01072
OG0000769	Syaf.g_01558	Syas.g_01070
OG0000770	Syaf.g_01553	Syas.g_01067
OG0000771	Syaf.g_01411	Syas.g_00993
OG0000772	Syaf.g_01705	Syas.g_01461
OG0000773	Syaf.g_01268	Syas.g_00002
OG0000774	Syaf.g_01263	Syas.g_02862
OG0000775	Syaf.g_01261	Syas.g_02860
OG0000776	Syaf.g_01260	Syas.g_02859
OG0000777	Syaf.g_01259	Syas.g_02858
OG0000778	Syaf.g_01258	Syas.g_02857
OG0000779	Syaf.g_01252	Syas.g_02852
OG0000780	Syaf.g_01249	Syas.g_02847
OG0000781	Syaf.g_01245	Syas.g_02842
OG0000782	Syaf.g_01244	Syas.g_02841
OG0000783	Syaf.g_01243	Syas.g_02840
OG0000784	Syaf.g_01242	Syas.g_02839
OG0000785	Syaf.g_01240	Syas.g_02837
OG0000786	Syaf.g_02546	Syas.g_02833
OG0000787	Syaf.g_02547	Syas.g_02832
OG0000788	Syaf.g_02297	Syas.g_00782
OG0000789	Syaf.g_01750	Syas.g_01507
OG0000790	Syaf.g_02738	Syas.g_01266
OG0000791	Syaf.g_02740	Syas.g_01268
OG0000792	Syaf.g_02741	Syas.g_01269
OG0000793	Syaf.g_02746	Syas.g_01359
OG0000794	Syaf.g_02747	Syas.g_01361
OG0000795	Syaf.g_02748	Syas.g_01363
OG0000796	Syaf.g_02752	Syas.g_01368
OG0000797	Syaf.g_02753	Syas.g_01369
OG0000798	Syaf.g_00240	Syas.g_01750
OG0000799	Syaf.g_02380	Syas.g_02789
OG0000800	Syaf.g_02383	Syas.g_02790
OG0000801	Syaf.g_02384	Syas.g_02791
OG0000802	Syaf.g_02388	Syas.g_02797
OG0000803	Syaf.g_02393	Syas.g_02800
OG0000804	Syaf.g_02396	Syas.g_02803
OG0000805	Syaf.g_02398	Syas.g_02805
OG0000806	Syaf.g_02405	Syas.g_02807
OG0000807	Syaf.g_02406	Syas.g_02808
OG0000808	Syaf.g_02407	Syas.g_02809
OG0000809	Syaf.g_02410	Syas.g_02811
OG0000810	Syaf.g_02411	Syas.g_02813
OG0000811	Syaf.g_02420	Syas.g_02822
OG0000812	Syaf.g_02422	Syas.g_02824
OG0000813	Syaf.g_02423	Syas.g_02825
OG0000814	Syaf.g_02425	Syas.g_02827
OG0000815	Syaf.g_02426	Syas.g_02829
OG0000816	Syaf.g_02428	Syas.g_02831
OG0000817	Syaf.g_02429	Syas.g_02753
OG0000818	Syaf.g_02442	Syas.g_01282
OG0000819	Syaf.g_02443	Syas.g_01283
OG0000820	Syaf.g_02444	Syas.g_01284
OG0000821	Syaf.g_02450	Syas.g_01289
OG0000822	Syaf.g_02452	Syas.g_01291
OG0000823	Syaf.g_02453	Syas.g_01292
OG0000824	Syaf.g_02459	Syas.g_01297
OG0000825	Syaf.g_02460	Syas.g_01298
OG0000826	Syaf.g_02461	Syas.g_01299
OG0000827	Syaf.g_02462	Syas.g_01300
OG0000828	Syaf.g_02465	Syas.g_01303
OG0000829	Syaf.g_02466	Syas.g_01304
OG0000830	Syaf.g_02467	Syas.g_01305
OG0000831	Syaf.g_02470	Syas.g_01308
OG0000832	Syaf.g_01109	Syas.g_01476
OG0000833	Syaf.g_01100	Syas.g_02738
OG0000834	Syaf.g_01098	Syas.g_02737
OG0000835	Syaf.g_01097	Syas.g_02736
OG0000836	Syaf.g_01093	Syas.g_02732
OG0000837	Syaf.g_01091	Syas.g_02731
OG0000838	Syaf.g_01087	Syas.g_02727
OG0000839	Syaf.g_01086	Syas.g_02726
OG0000840	Syaf.g_01085	Syas.g_02725
OG0000841	Syaf.g_01084	Syas.g_02724
OG0000842	Syaf.g_01083	Syas.g_02723
OG0000843	Syaf.g_01082	Syas.g_02722
OG0000844	Syaf.g_01080	Syas.g_02720
OG0000845	Syaf.g_01079	Syas.g_02719
OG0000846	Syaf.g_01078	Syas.g_02718
OG0000847	Syaf.g_01077	Syas.g_02717
OG0000848	Syaf.g_01075	Syas.g_02715
OG0000849	Syaf.g_01074	Syas.g_02714
OG0000850	Syaf.g_01072	Syas.g_02711
OG0000851	Syaf.g_01061	Syas.g_02708
OG0000852	Syaf.g_01060	Syas.g_02707
OG0000853	Syaf.g_01056	Syas.g_02703
OG0000854	Syaf.g_01054	Syas.g_02701
OG0000855	Syaf.g_01053	Syas.g_02700
OG0000856	Syaf.g_02328	Syas.g_00103
OG0000857	Syaf.g_02031	Syas.g_00579
OG0000858	Syaf.g_01047	Syas.g_02693
OG0000859	Syaf.g_01046	Syas.g_02692
OG0000860	Syaf.g_01031	Syas.g_02679
OG0000861	Syaf.g_01030	Syas.g_02678
OG0000862	Syaf.g_01029	Syas.g_02677
OG0000863	Syaf.g_01026	Syas.g_02675
OG0000864	Syaf.g_01025	Syas.g_02674
OG0000865	Syaf.g_01024	Syas.g_02673
OG0000866	Syaf.g_01023	Syas.g_02672
OG0000867	Syaf.g_01022	Syas.g_02671
OG0000868	Syaf.g_01019	Syas.g_02667
OG0000869	Syaf.g_01014	Syas.g_02662
OG0000870	Syaf.g_01009	Syas.g_02657
OG0000871	Syaf.g_01008	Syas.g_02656
OG0000872	Syaf.g_01001	Syas.g_02650
OG0000873	Syaf.g_00998	Syas.g_02647
OG0000874	Syaf.g_01002	Syas.g_02645
OG0000875	Syaf.g_00996	Syas.g_02644
OG0000876	Syaf.g_01198	Syas.g_00280
OG0000877	Syaf.g_01188	Syas.g_02603
OG0000878	Syaf.g_01187	Syas.g_02602
OG0000879	Syaf.g_01186	Syas.g_02601
OG0000880	Syaf.g_01185	Syas.g_02600
OG0000881	Syaf.g_01179	Syas.g_02596
OG0000882	Syaf.g_01174	Syas.g_02591
OG0000883	Syaf.g_01172	Syas.g_02586
OG0000884	Syaf.g_01170	Syas.g_02584
OG0000885	Syaf.g_01169	Syas.g_02583
OG0000886	Syaf.g_01168	Syas.g_02582
OG0000887	Syaf.g_01167	Syas.g_02581
OG0000888	Syaf.g_01165	Syas.g_02579
OG0000889	Syaf.g_01163	Syas.g_02577
OG0000890	Syaf.g_01157	Syas.g_02574
OG0000891	Syaf.g_01156	Syas.g_02573
OG0000892	Syaf.g_01154	Syas.g_02571
OG0000893	Syaf.g_00178	Syas.g_01677
OG0000894	Syaf.g_00175	Syas.g_01667
OG0000895	Syaf.g_00171	Syas.g_01663
OG0000896	Syaf.g_00170	Syas.g_01662
OG0000897	Syaf.g_00168	Syas.g_01660
OG0000898	Syaf.g_00167	Syas.g_01659
OG0000899	Syaf.g_00166	Syas.g_01658
OG0000900	Syaf.g_00165	Syas.g_01657
OG0000901	Syaf.g_00160	Syas.g_01652
OG0000902	Syaf.g_00158	Syas.g_01651
OG0000903	Syaf.g_00141	Syas.g_01637
OG0000904	Syaf.g_00146	Syas.g_01642
OG0000905	Syaf.g_00151	Syas.g_01647
OG0000906	Syaf.g_00154	Syas.g_01649
OG0000907	Syaf.g_00139	Syas.g_01635
OG0000908	Syaf.g_00136	Syas.g_01632
OG0000909	Syaf.g_00135	Syas.g_01631
OG0000910	Syaf.g_00134	Syas.g_01630
OG0000911	Syaf.g_00132	Syas.g_01628
OG0000912	Syaf.g_00131	Syas.g_01627
OG0000913	Syaf.g_00130	Syas.g_01626
OG0000914	Syaf.g_00129	Syas.g_01625
OG0000915	Syaf.g_00127	Syas.g_01623
OG0000916	Syaf.g_00126	Syas.g_01622
OG0000917	Syaf.g_00125	Syas.g_01621
OG0000918	Syaf.g_00124	Syas.g_01620
OG0000919	Syaf.g_00123	Syas.g_01619
OG0000920	Syaf.g_00122	Syas.g_01618
OG0000921	Syaf.g_00121	Syas.g_01617
OG0000922	Syaf.g_00120	Syas.g_01616
OG0000923	Syaf.g_00116	Syas.g_01612
OG0000924	Syaf.g_00115	Syas.g_01611
OG0000925	Syaf.g_00114	Syas.g_01610
OG0000926	Syaf.g_00113	Syas.g_01609
OG0000927	Syaf.g_00111	Syas.g_01607
OG0000928	Syaf.g_00110	Syas.g_01606
OG0000929	Syaf.g_00109	Syas.g_01605
OG0000930	Syaf.g_00108	Syas.g_01604
OG0000931	Syaf.g_00107	Syas.g_01603
OG0000932	Syaf.g_00106	Syas.g_01602
OG0000933	Syaf.g_00100	Syas.g_01596
OG0000934	Syaf.g_00098	Syas.g_01594
OG0000935	Syaf.g_00097	Syas.g_01593
OG0000936	Syaf.g_00096	Syas.g_01592
OG0000937	Syaf.g_00095	Syas.g_01591
OG0000938	Syaf.g_00092	Syas.g_01588
OG0000939	Syaf.g_00091	Syas.g_01587
OG0000940	Syaf.g_00084	Syas.g_01580
OG0000941	Syaf.g_00082	Syas.g_01578
OG0000942	Syaf.g_00080	Syas.g_01576
OG0000943	Syaf.g_00079	Syas.g_01575
OG0000944	Syaf.g_00077	Syas.g_01573
OG0000945	Syaf.g_00075	Syas.g_01572
OG0000946	Syaf.g_00070	Syas.g_01565
OG0000947	Syaf.g_00067	Syas.g_01562
OG0000948	Syaf.g_00066	Syas.g_01561
OG0000949	Syaf.g_00337	Syas.g_02213
OG0000950	Syaf.g_00351	Syas.g_02197
OG0000951	Syaf.g_00358	Syas.g_02190
OG0000952	Syaf.g_00363	Syas.g_02186
OG0000953	Syaf.g_00367	Syas.g_02182
OG0000954	Syaf.g_00372	Syas.g_02174
OG0000955	Syaf.g_00373	Syas.g_02173
OG0000956	Syaf.g_00375	Syas.g_02171
OG0000957	Syaf.g_00386	Syas.g_02158
OG0000958	Syaf.g_00387	Syas.g_02157
OG0000959	Syaf.g_00391	Syas.g_02154
OG0000960	Syaf.g_00392	Syas.g_02153
OG0000961	Syaf.g_00402	Syas.g_02345
OG0000962	Syaf.g_00404	Syas.g_02146
OG0000963	Syaf.g_00409	Syas.g_02143
OG0000964	Syaf.g_00410	Syas.g_02142
OG0000965	Syaf.g_00411	Syas.g_02141
OG0000966	Syaf.g_00421	Syas.g_02112
OG0000967	Syaf.g_00426	Syas.g_02108
OG0000968	Syaf.g_00417	Syas.g_02106
OG0000969	Syaf.g_00423	Syas.g_02104
OG0000970	Syaf.g_00424	Syas.g_02103
OG0000971	Syaf.g_00429	Syas.g_02101
OG0000972	Syaf.g_00430	Syas.g_02100
OG0000973	Syaf.g_00431	Syas.g_02099
OG0000974	Syaf.g_00432	Syas.g_02098
OG0000975	Syaf.g_00433	Syas.g_02097
OG0000976	Syaf.g_00434	Syas.g_02096
OG0000977	Syaf.g_00436	Syas.g_02094
OG0000978	Syaf.g_00437	Syas.g_02093
OG0000979	Syaf.g_00440	Syas.g_02090
OG0000980	Syaf.g_00443	Syas.g_02087
OG0000981	Syaf.g_00446	Syas.g_02084
OG0000982	Syaf.g_00645	Syas.g_01882
OG0000983	Syaf.g_00644	Syas.g_01883
OG0000984	Syaf.g_00643	Syas.g_01884
OG0000985	Syaf.g_00641	Syas.g_01888
OG0000986	Syaf.g_00639	Syas.g_01891
OG0000987	Syaf.g_00637	Syas.g_01897
OG0000988	Syaf.g_00633	Syas.g_01902
OG0000989	Syaf.g_00624	Syas.g_01908
OG0000990	Syaf.g_00606	Syas.g_01937
OG0000991	Syaf.g_00604	Syas.g_01939
OG0000992	Syaf.g_00601	Syas.g_01943
OG0000993	Syaf.g_00600	Syas.g_01945
OG0000994	Syaf.g_00597	Syas.g_01948
OG0000995	Syaf.g_00592	Syas.g_01955
OG0000996	Syaf.g_00543	Syas.g_01977
OG0000997	Syaf.g_00532	Syas.g_01993
OG0000998	Syaf.g_00530	Syas.g_01995
OG0000999	Syaf.g_00529	Syas.g_01996
OG0001000	Syaf.g_00526	Syas.g_02000
OG0001001	Syaf.g_00521	Syas.g_02006
OG0001002	Syaf.g_00515	Syas.g_02014
OG0001003	Syaf.g_00514	Syas.g_02016
OG0001004	Syaf.g_00513	Syas.g_02017
OG0001005	Syaf.g_00510	Syas.g_02018
OG0001006	Syaf.g_00500	Syas.g_02032
OG0001007	Syaf.g_00498	Syas.g_02034
OG0001008	Syaf.g_01215	Syas.g_01496
OG0001009	Syaf.g_00466	Syas.g_02065
OG0001010	Syaf.g_00465	Syas.g_02066
OG0001011	Syaf.g_00463	Syas.g_02068
OG0001012	Syaf.g_00649	Syas.g_00152
OG0001013	Syaf.g_00669	Syas.g_01866
OG0001014	Syaf.g_00691	Syas.g_01857
OG0001015	Syaf.g_00692	Syas.g_01856
OG0001016	Syaf.g_00958	Syas.g_02517
OG0001017	Syaf.g_00952	Syas.g_02511
OG0001018	Syaf.g_00950	Syas.g_02509
OG0001019	Syaf.g_00931	Syas.g_02469
OG0001020	Syaf.g_00926	Syas.g_02443
OG0001021	Syaf.g_00922	Syas.g_02437
OG0001022	Syaf.g_00918	Syas.g_02434
OG0001023	Syaf.g_00917	Syas.g_02433
OG0001024	Syaf.g_00913	Syas.g_00135
OG0001025	Syaf.g_00906	Syas.g_02424
OG0001026	Syaf.g_00893	Syas.g_02412
OG0001027	Syaf.g_00884	Syas.g_02408
OG0001028	Syaf.g_00882	Syas.g_02405
OG0001029	Syaf.g_00880	Syas.g_02403
OG0001030	Syaf.g_00860	Syas.g_02384
OG0001031	Syaf.g_00784	Syas.g_02293
OG0001032	Syaf.g_00781	Syas.g_02290
OG0001034	Syaf.g_02787	Syas.g_02556
OG0001035	Syaf.g_00207	Syas.g_01704
OG0001036	Syaf.g_00212	Syas.g_01709
OG0001037	Syaf.g_00214	Syas.g_01711
OG0001038	Syaf.g_00242	Syas.g_01751
OG0001039	Syaf.g_00245	Syas.g_01754
OG0001041	Syaf.g_00253	Syas.g_01761
OG0001042	Syaf.g_00275	Syas.g_01821
OG0001043	Syaf.g_00279	Syas.g_01817
OG0001044	Syaf.g_00024	Syas.g_01542
OG0001045	Syaf.g_00011	Syas.g_01529
OG0001046	Syaf.g_01894	Syas.g_00532
OG0001047	Syaf.g_01217	Syas.g_01494
OG0001048	Syaf.g_01218	Syas.g_01493
OG0001049	Syaf.g_01226	Syas.g_02742
OG0001050	Syaf.g_01227	Syas.g_02743
OG0001051	Syaf.g_01228	Syas.g_02744
OG0001052	Syaf.g_02502	Syas.g_01337
OG0001053	Syaf.g_02718	Syas.g_01250
OG0001054	Syaf.g_02701	Syas.g_01231
OG0001056	Syaf.g_02649	Syas.g_00068
OG0001057	Syaf.g_02638	Syas.g_00763
OG0001058	Syaf.g_02624	Syas.g_00787
OG0001059	Syaf.g_02620	Syas.g_00791
OG0001060	Syaf.g_02614	Syas.g_00797
OG0001061	Syaf.g_02590	Syas.g_00816
OG0001062	Syaf.g_02588	Syas.g_00819
OG0001063	Syaf.g_02583	Syas.g_00830
OG0001064	Syaf.g_02582	Syas.g_00831
OG0001065	Syaf.g_02581	Syas.g_00832
OG0001066	Syaf.g_02580	Syas.g_00833
OG0001067	Syaf.g_02579	Syas.g_00834
OG0001068	Syaf.g_02578	Syas.g_00835
OG0001069	Syaf.g_02577	Syas.g_00836
OG0001070	Syaf.g_02574	Syas.g_00840
OG0001071	Syaf.g_02573	Syas.g_00841
OG0001072	Syaf.g_02569	Syas.g_00844
OG0001073	Syaf.g_02555	Syas.g_00855
OG0001074	Syaf.g_02365	Syas.g_00157
OG0001075	Syaf.g_02363	Syas.g_00163
OG0001076	Syaf.g_02337	Syas.g_00113
OG0001077	Syaf.g_02325	Syas.g_00101
OG0001078	Syaf.g_02309	Syas.g_00745
OG0001079	Syaf.g_02296	Syas.g_00729
OG0001080	Syaf.g_01740	Syas.g_00717
OG0001081	Syaf.g_02144	Syas.g_00715
OG0001082	Syaf.g_02143	Syas.g_00714
OG0001083	Syaf.g_02136	Syas.g_00707
OG0001084	Syaf.g_02135	Syas.g_00706
OG0001085	Syaf.g_02125	Syas.g_00693
OG0001086	Syaf.g_02123	Syas.g_00691
OG0001087	Syaf.g_01482	Syas.g_00071
OG0001088	Syaf.g_01478	Syas.g_01060
OG0001089	Syaf.g_01453	Syas.g_01039
OG0001090	Syaf.g_01981	Syas.g_00980
OG0001091	Syaf.g_01979	Syas.g_00979
OG0001092	Syaf.g_01977	Syas.g_00178
OG0001093	Syaf.g_01971	Syas.g_00184
OG0001095	Syaf.g_02034	Syas.g_00582
OG0001097	Syaf.g_01373	Syas.g_00243
OG0001098	Syaf.g_01743	Syas.g_00880
OG0001099	Syaf.g_00881	Syas.g_02404
OG0001100	Syaf.g_02110	Syas.g_00682
OG0001101	Syaf.g_02109	Syas.g_00680
OG0001102	Syaf.g_02106	Syas.g_00677
OG0001103	Syaf.g_02104	Syas.g_00675
OG0001104	Syaf.g_02071	Syas.g_00620
OG0001105	Syaf.g_02067	Syas.g_00617
OG0001106	Syaf.g_01847	Syas.g_00447
OG0001107	Syaf.g_01859	Syas.g_00459
OG0001108	Syaf.g_01868	Syas.g_00494
OG0001109	Syaf.g_01877	Syas.g_00496
OG0001110	Syaf.g_01879	Syas.g_00498
OG0001111	Syaf.g_01881	Syas.g_00500
OG0001112	Syaf.g_01883	Syas.g_00503
OG0001113	Syaf.g_01884	Syas.g_00504
OG0001114	Syaf.g_01885	Syas.g_00505
OG0001115	Syaf.g_01889	Syas.g_00527
OG0001116	Syaf.g_01891	Syas.g_00529
OG0001117	Syaf.g_01892	Syas.g_00530
OG0001118	Syaf.g_01893	Syas.g_00531
OG0001119	Syaf.g_01895	Syas.g_00533
OG0001120	Syaf.g_01899	Syas.g_00539
OG0001122	Syaf.g_01927	Syas.g_00222
OG0001123	Syaf.g_01934	Syas.g_00214
OG0001124	Syaf.g_01936	Syas.g_00212
OG0001125	Syaf.g_01938	Syas.g_00210
OG0001126	Syaf.g_01409	Syas.g_00991
OG0001127	Syaf.g_01410	Syas.g_00992
OG0001128	Syaf.g_01413	Syas.g_00995
OG0001129	Syaf.g_01415	Syas.g_00997
OG0001130	Syaf.g_01416	Syas.g_00998
OG0001131	Syaf.g_02090	Syas.g_01401
OG0001132	Syaf.g_01722	Syas.g_00525
OG0001133	Syaf.g_02334	Syas.g_00109
OG0001136	Syaf.g_01286	Syas.g_01187
OG0001138	Syaf.g_01596	Syas.g_01114
OG0001139	Syaf.g_01594	Syas.g_01112
OG0001140	Syaf.g_01593	Syas.g_01111
OG0001141	Syaf.g_01592	Syas.g_01110
OG0001142	Syaf.g_01591	Syas.g_01109
OG0001143	Syaf.g_01583	Syas.g_01092
OG0001144	Syaf.g_01573	Syas.g_01084
OG0001145	Syaf.g_01267	Syas.g_02867
OG0001146	Syaf.g_01248	Syas.g_02846
OG0001147	Syaf.g_02489	Syas.g_01329
OG0001148	Syaf.g_02735	Syas.g_01263
OG0001149	Syaf.g_02736	Syas.g_01264
OG0001150	Syaf.g_02737	Syas.g_01265
OG0001151	Syaf.g_02750	Syas.g_01366
OG0001152	Syaf.g_02751	Syas.g_01367
OG0001153	Syaf.g_02463	Syas.g_01301
OG0001154	Syaf.g_02464	Syas.g_01302
OG0001155	Syaf.g_01107	Syas.g_01478
OG0001156	Syaf.g_01104	Syas.g_01489
