Orthogroup	Syaf	Syat
OG0000578	Syaf.g_02558	Syat.g_00012
OG0000579	Syaf.g_02557	Syat.g_00011
OG0000580	Syaf.g_02556	Syat.g_00010
OG0000581	Syaf.g_02550	Syat.g_00003
OG0000582	Syaf.g_02374	Syat.g_03403
OG0000583	Syaf.g_02373	Syat.g_03404
OG0000584	Syaf.g_02372	Syat.g_03405
OG0000585	Syaf.g_02370	Syat.g_03408
OG0000586	Syaf.g_02369	Syat.g_03409
OG0000587	Syaf.g_02367	Syat.g_00001
OG0000588	Syaf.g_02350	Syat.g_00338
OG0000589	Syaf.g_02340	Syat.g_03318
OG0000590	Syaf.g_02339	Syat.g_03317
OG0000591	Syaf.g_02331	Syat.g_03308
OG0000592	Syaf.g_02330	Syat.g_03307
OG0000593	Syaf.g_02314	Syat.g_00113
OG0000594	Syaf.g_02313	Syat.g_00114
OG0000595	Syaf.g_02312	Syat.g_00115
OG0000596	Syaf.g_02307	Syat.g_00129
OG0000597	Syaf.g_02304	Syat.g_00132
OG0000598	Syaf.g_02303	Syat.g_00133
OG0000599	Syaf.g_02300	Syat.g_00381
OG0000600	Syaf.g_02299	Syat.g_00380
OG0000601	Syaf.g_02298	Syat.g_00379
OG0000602	Syaf.g_02293	Syat.g_00375
OG0000603	Syaf.g_02292	Syat.g_00374
OG0000604	Syaf.g_02289	Syat.g_00372
OG0000605	Syaf.g_01734	Syat.g_00370
OG0000606	Syaf.g_02145	Syat.g_00367
OG0000607	Syaf.g_02142	Syat.g_00364
OG0000608	Syaf.g_02141	Syat.g_00363
OG0000609	Syaf.g_02139	Syat.g_00344
OG0000610	Syaf.g_02132	Syat.g_00399
OG0000611	Syaf.g_02129	Syat.g_00402
OG0000612	Syaf.g_02128	Syat.g_00403
OG0000613	Syaf.g_00315	Syat.g_02129
OG0000614	Syaf.g_01469	Syat.g_01084
OG0000615	Syaf.g_02085	Syat.g_00442
OG0000616	Syaf.g_00518	Syat.g_02397
OG0000617	Syaf.g_01975	Syat.g_00665
OG0000618	Syaf.g_01974	Syat.g_00666
OG0000619	Syaf.g_01973	Syat.g_00667
OG0000620	Syaf.g_01966	Syat.g_02591
OG0000621	Syaf.g_01965	Syat.g_02590
OG0000622	Syaf.g_01964	Syat.g_02572
OG0000623	Syaf.g_01963	Syat.g_00672
OG0000624	Syaf.g_01961	Syat.g_00673
OG0000625	Syaf.g_01960	Syat.g_00674
OG0000626	Syaf.g_01959	Syat.g_00675
OG0000627	Syaf.g_01782	Syat.g_00641
OG0000628	Syaf.g_01783	Syat.g_00640
OG0000629	Syaf.g_01786	Syat.g_00637
OG0000630	Syaf.g_01790	Syat.g_00631
OG0000631	Syaf.g_01801	Syat.g_00624
OG0000632	Syaf.g_01802	Syat.g_00623
OG0000633	Syaf.g_01803	Syat.g_00622
OG0000634	Syaf.g_02053	Syat.g_00475
OG0000635	Syaf.g_02052	Syat.g_00476
OG0000636	Syaf.g_02050	Syat.g_00478
OG0000637	Syaf.g_02048	Syat.g_00480
OG0000638	Syaf.g_02047	Syat.g_00481
OG0000639	Syaf.g_02046	Syat.g_00482
OG0000640	Syaf.g_02045	Syat.g_00483
OG0000641	Syaf.g_02041	Syat.g_00488
OG0000642	Syaf.g_02040	Syat.g_00489
OG0000643	Syaf.g_02038	Syat.g_00494
OG0000644	Syaf.g_02037	Syat.g_00495
OG0000645	Syaf.g_02035	Syat.g_00496
OG0000646	Syaf.g_02032	Syat.g_00499
OG0000647	Syaf.g_02030	Syat.g_00501
OG0000648	Syaf.g_02027	Syat.g_00504
OG0000649	Syaf.g_02026	Syat.g_00505
OG0000650	Syaf.g_02025	Syat.g_00506
OG0000651	Syaf.g_02024	Syat.g_00507
OG0000652	Syaf.g_02023	Syat.g_00508
OG0000653	Syaf.g_02021	Syat.g_00510
OG0000654	Syaf.g_02020	Syat.g_00514
OG0000655	Syaf.g_02019	Syat.g_00515
OG0000656	Syaf.g_02016	Syat.g_00518
OG0000657	Syaf.g_01384	Syat.g_00720
OG0000658	Syaf.g_01381	Syat.g_00723
OG0000659	Syaf.g_01380	Syat.g_00724
OG0000660	Syaf.g_01376	Syat.g_00740
OG0000662	Syaf.g_01372	Syat.g_00746
OG0000663	Syaf.g_01369	Syat.g_00749
OG0000664	Syaf.g_01368	Syat.g_00752
OG0000665	Syaf.g_00980	Syat.g_03302
OG0000666	Syaf.g_01733	Syat.g_01415
OG0000667	Syaf.g_01635	Syat.g_00958, Syat.g_03278
OG0000668	Syaf.g_01928	Syat.g_00710
OG0000669	Syaf.g_02112	Syat.g_00416
OG0000670	Syaf.g_02769	Syat.g_00419
OG0000671	Syaf.g_02108	Syat.g_00421
OG0000672	Syaf.g_02105	Syat.g_00424
OG0000673	Syaf.g_02102	Syat.g_00430
OG0000674	Syaf.g_02100	Syat.g_00432
OG0000675	Syaf.g_02099	Syat.g_00433
OG0000676	Syaf.g_02097	Syat.g_00436
OG0000677	Syaf.g_02096	Syat.g_00437
OG0000678	Syaf.g_02092	Syat.g_00439
OG0000679	Syaf.g_02083	Syat.g_00448
OG0000680	Syaf.g_02082	Syat.g_00449
OG0000681	Syaf.g_02079	Syat.g_00452
OG0000682	Syaf.g_02078	Syat.g_00453
OG0000683	Syaf.g_02077	Syat.g_00454
OG0000684	Syaf.g_02072	Syat.g_00457
OG0000685	Syaf.g_02070	Syat.g_02571
OG0000686	Syaf.g_02069	Syat.g_00459
OG0000687	Syaf.g_02068	Syat.g_00460
OG0000688	Syaf.g_02063	Syat.g_00463
OG0000689	Syaf.g_02061	Syat.g_00465
OG0000690	Syaf.g_02060	Syat.g_00466
OG0000691	Syaf.g_02059	Syat.g_00467
OG0000692	Syaf.g_02058	Syat.g_00469
OG0000693	Syaf.g_02057	Syat.g_00471
OG0000694	Syaf.g_02056	Syat.g_00472
OG0000695	Syaf.g_01805	Syat.g_00619
OG0000696	Syaf.g_01806	Syat.g_00618
OG0000697	Syaf.g_01808	Syat.g_00616
OG0000698	Syaf.g_01811	Syat.g_00613
OG0000699	Syaf.g_01813	Syat.g_00611
OG0000700	Syaf.g_01814	Syat.g_00610
OG0000701	Syaf.g_01815	Syat.g_00609
OG0000702	Syaf.g_01843	Syat.g_00606
OG0000703	Syaf.g_01844	Syat.g_00601
OG0000704	Syaf.g_01846	Syat.g_00599
OG0000705	Syaf.g_01853	Syat.g_00592
OG0000706	Syaf.g_01854	Syat.g_00591
OG0000707	Syaf.g_01855	Syat.g_00590
OG0000708	Syaf.g_01858	Syat.g_00587
OG0000709	Syaf.g_01867	Syat.g_00573
OG0000710	Syaf.g_01878	Syat.g_00567
OG0000711	Syaf.g_01908	Syat.g_00539
OG0000712	Syaf.g_01910	Syat.g_00537
OG0000713	Syaf.g_01911	Syat.g_00536
OG0000714	Syaf.g_01913	Syat.g_00532
OG0000715	Syaf.g_01915	Syat.g_00530
OG0000716	Syaf.g_01919	Syat.g_00527
OG0000717	Syaf.g_01920	Syat.g_00526
OG0000718	Syaf.g_01924	Syat.g_00522
OG0000719	Syaf.g_01926	Syat.g_00712
OG0000720	Syaf.g_01939	Syat.g_00699
OG0000721	Syaf.g_01941	Syat.g_00697
OG0000722	Syaf.g_01942	Syat.g_00696
OG0000723	Syaf.g_01957	Syat.g_00686
OG0000724	Syaf.g_01418	Syat.g_00782
OG0000725	Syaf.g_01445	Syat.g_00810
OG0000726	Syaf.g_01446	Syat.g_00811
OG0000727	Syaf.g_01447	Syat.g_00812
OG0000728	Syaf.g_01449	Syat.g_00814
OG0000729	Syaf.g_00405	Syat.g_02224
OG0000730	Syaf.g_00026	Syat.g_01617
OG0000731	Syaf.g_00014	Syat.g_01605
OG0000732	Syaf.g_00444	Syat.g_02290
OG0000733	Syaf.g_00615	Syat.g_03285
OG0000734	Syaf.g_00895	Syat.g_01579
OG0000735	Syaf.g_01273	Syat.g_03235
OG0000736	Syaf.g_01274	Syat.g_03236
OG0000737	Syaf.g_01275	Syat.g_03237
OG0000738	Syaf.g_01280	Syat.g_03251
OG0000739	Syaf.g_01281	Syat.g_03252
OG0000740	Syaf.g_01282	Syat.g_03253
OG0000741	Syaf.g_01285	Syat.g_03256
OG0000742	Syaf.g_01287	Syat.g_03259
OG0000743	Syaf.g_01289	Syat.g_03262
OG0000744	Syaf.g_01290	Syat.g_03263
OG0000745	Syaf.g_01293	Syat.g_03266
OG0000746	Syaf.g_01295	Syat.g_00314
OG0000747	Syaf.g_01296	Syat.g_00313
OG0000748	Syaf.g_01307	Syat.g_00305
OG0000749	Syaf.g_01309	Syat.g_00303
OG0000750	Syaf.g_01310	Syat.g_00302
OG0000751	Syaf.g_01317	Syat.g_00296
OG0000752	Syaf.g_01319	Syat.g_00294
OG0000753	Syaf.g_01322	Syat.g_00291
OG0000754	Syaf.g_01611	Syat.g_00250
OG0000755	Syaf.g_01599	Syat.g_00217
OG0000756	Syaf.g_01598	Syat.g_00216
OG0000757	Syaf.g_01590	Syat.g_00205
OG0000758	Syaf.g_01589	Syat.g_00204
OG0000759	Syaf.g_01588	Syat.g_00203
OG0000760	Syaf.g_01587	Syat.g_00202
OG0000761	Syaf.g_01586	Syat.g_00201
OG0000762	Syaf.g_01584	Syat.g_00199
OG0000763	Syaf.g_01582	Syat.g_00924
OG0000764	Syaf.g_01581	Syat.g_00923
OG0000765	Syaf.g_01564	Syat.g_00897
OG0000766	Syaf.g_01563	Syat.g_00896
OG0000767	Syaf.g_01561	Syat.g_00894
OG0000768	Syaf.g_01560	Syat.g_00893
OG0000769	Syaf.g_01558	Syat.g_00891
OG0000770	Syaf.g_01553	Syat.g_00886
OG0000771	Syaf.g_01411	Syat.g_00788
OG0000772	Syaf.g_01705	Syat.g_01768
OG0000773	Syaf.g_01268	Syat.g_01114
OG0000774	Syaf.g_01263	Syat.g_01146
OG0000775	Syaf.g_01261	Syat.g_01148
OG0000776	Syaf.g_01260	Syat.g_01149
OG0000777	Syaf.g_01259	Syat.g_01150
OG0000778	Syaf.g_01258	Syat.g_01151
OG0000779	Syaf.g_01252	Syat.g_01154
OG0000780	Syaf.g_01249	Syat.g_01157
OG0000781	Syaf.g_01245	Syat.g_01161
OG0000782	Syaf.g_01244	Syat.g_01162
OG0000783	Syaf.g_01243	Syat.g_01163
OG0000784	Syaf.g_01242	Syat.g_01164
OG0000785	Syaf.g_01240	Syat.g_01166
OG0000786	Syaf.g_02546	Syat.g_01170
OG0000787	Syaf.g_02547	Syat.g_01171
OG0000788	Syaf.g_02297	Syat.g_00087
OG0000789	Syaf.g_01750	Syat.g_00845
OG0000790	Syaf.g_02738	Syat.g_01300
OG0000791	Syaf.g_02740	Syat.g_01302
OG0000792	Syaf.g_02741	Syat.g_01303
OG0000793	Syaf.g_02746	Syat.g_01412
OG0000794	Syaf.g_02747	Syat.g_01414
OG0000795	Syaf.g_02748	Syat.g_01416
OG0000796	Syaf.g_02752	Syat.g_01422
OG0000797	Syaf.g_02753	Syat.g_01423
OG0000798	Syaf.g_00240	Syat.g_02057
OG0000799	Syaf.g_02380	Syat.g_01256
OG0000800	Syaf.g_02383	Syat.g_01255
OG0000801	Syaf.g_02384	Syat.g_01253
OG0000802	Syaf.g_02388	Syat.g_01245
OG0000803	Syaf.g_02393	Syat.g_01241
OG0000804	Syaf.g_02396	Syat.g_01238
OG0000805	Syaf.g_02398	Syat.g_01236
OG0000806	Syaf.g_02405	Syat.g_01234
OG0000807	Syaf.g_02406	Syat.g_01233
OG0000808	Syaf.g_02407	Syat.g_01232
OG0000809	Syaf.g_02410	Syat.g_01229
OG0000810	Syaf.g_02411	Syat.g_01228
OG0000811	Syaf.g_02420	Syat.g_01186
OG0000812	Syaf.g_02422	Syat.g_01182
OG0000813	Syaf.g_02423	Syat.g_01181
OG0000814	Syaf.g_02425	Syat.g_01179
OG0000815	Syaf.g_02426	Syat.g_01177
OG0000816	Syaf.g_02428	Syat.g_01175
OG0000817	Syaf.g_02429	Syat.g_01279
OG0000818	Syaf.g_02442	Syat.g_01325
OG0000819	Syaf.g_02443	Syat.g_01326
OG0000820	Syaf.g_02444	Syat.g_01327
OG0000821	Syaf.g_02450	Syat.g_01333
OG0000822	Syaf.g_02452	Syat.g_01335
OG0000823	Syaf.g_02453	Syat.g_01336
OG0000824	Syaf.g_02459	Syat.g_01342
OG0000825	Syaf.g_02460	Syat.g_01343
OG0000826	Syaf.g_02461	Syat.g_01344
OG0000827	Syaf.g_02462	Syat.g_01345
OG0000828	Syaf.g_02465	Syat.g_01348
OG0000829	Syaf.g_02466	Syat.g_01349
OG0000830	Syaf.g_02467	Syat.g_01350
OG0000831	Syaf.g_02470	Syat.g_01353
OG0000832	Syaf.g_01109	Syat.g_02982
OG0000833	Syaf.g_01100	Syat.g_03072
OG0000834	Syaf.g_01098	Syat.g_03073
OG0000835	Syaf.g_01097	Syat.g_03075
OG0000836	Syaf.g_01093	Syat.g_03078
OG0000837	Syaf.g_01091	Syat.g_03079
OG0000838	Syaf.g_01087	Syat.g_03083
OG0000839	Syaf.g_01086	Syat.g_03084
OG0000840	Syaf.g_01085	Syat.g_03085
OG0000841	Syaf.g_01084	Syat.g_03086
OG0000842	Syaf.g_01083	Syat.g_03087
OG0000843	Syaf.g_01082	Syat.g_03088
OG0000844	Syaf.g_01080	Syat.g_03090
OG0000845	Syaf.g_01079	Syat.g_03091
OG0000846	Syaf.g_01078	Syat.g_03092
OG0000847	Syaf.g_01077	Syat.g_03093
OG0000848	Syaf.g_01075	Syat.g_03095
OG0000849	Syaf.g_01074	Syat.g_03096
OG0000850	Syaf.g_01072	Syat.g_03098
OG0000851	Syaf.g_01061	Syat.g_03101
OG0000852	Syaf.g_01060	Syat.g_03102
OG0000853	Syaf.g_01056	Syat.g_03106
OG0000854	Syaf.g_01054	Syat.g_03108
OG0000855	Syaf.g_01053	Syat.g_03109
OG0000856	Syaf.g_02328	Syat.g_03305
OG0000857	Syaf.g_02031	Syat.g_00500
OG0000858	Syaf.g_01047	Syat.g_03114
OG0000859	Syaf.g_01046	Syat.g_03115
OG0000860	Syaf.g_01031	Syat.g_03126
OG0000861	Syaf.g_01030	Syat.g_03127
OG0000862	Syaf.g_01029	Syat.g_03136
OG0000863	Syaf.g_01026	Syat.g_03138
OG0000864	Syaf.g_01025	Syat.g_03139
OG0000865	Syaf.g_01024	Syat.g_03140
OG0000866	Syaf.g_01023	Syat.g_03141
OG0000867	Syaf.g_01022	Syat.g_03142
OG0000868	Syaf.g_01019	Syat.g_03067
OG0000869	Syaf.g_01014	Syat.g_03054
OG0000870	Syaf.g_01009	Syat.g_03049
OG0000871	Syaf.g_01008	Syat.g_03048
OG0000872	Syaf.g_01001	Syat.g_03042
OG0000873	Syaf.g_00998	Syat.g_03039
OG0000874	Syaf.g_01002	Syat.g_03037
OG0000875	Syaf.g_00996	Syat.g_03035
OG0000876	Syaf.g_01198	Syat.g_00745
OG0000877	Syaf.g_01188	Syat.g_03024
OG0000878	Syaf.g_01187	Syat.g_03023
OG0000879	Syaf.g_01186	Syat.g_03022
OG0000880	Syaf.g_01185	Syat.g_03021
OG0000881	Syaf.g_01179	Syat.g_03016
OG0000882	Syaf.g_01174	Syat.g_03011
OG0000883	Syaf.g_01172	Syat.g_03007
OG0000884	Syaf.g_01170	Syat.g_03005
OG0000885	Syaf.g_01169	Syat.g_03004
OG0000886	Syaf.g_01168	Syat.g_03003
OG0000887	Syaf.g_01167	Syat.g_03002
OG0000888	Syaf.g_01165	Syat.g_03000
OG0000889	Syaf.g_01163	Syat.g_02997
OG0000890	Syaf.g_01157	Syat.g_02994
OG0000891	Syaf.g_01156	Syat.g_02993
OG0000892	Syaf.g_01154	Syat.g_02992
OG0000893	Syaf.g_00178	Syat.g_01864
OG0000894	Syaf.g_00175	Syat.g_01860
OG0000895	Syaf.g_00171	Syat.g_01856
OG0000896	Syaf.g_00170	Syat.g_01855
OG0000897	Syaf.g_00168	Syat.g_01853
OG0000898	Syaf.g_00167	Syat.g_01852
OG0000899	Syaf.g_00166	Syat.g_01851
OG0000900	Syaf.g_00165	Syat.g_01850
OG0000901	Syaf.g_00160	Syat.g_01845
OG0000902	Syaf.g_00158	Syat.g_01843
OG0000903	Syaf.g_00141	Syat.g_01830
OG0000904	Syaf.g_00146	Syat.g_01834
OG0000905	Syaf.g_00151	Syat.g_01839
OG0000906	Syaf.g_00154	Syat.g_01841
OG0000907	Syaf.g_00139	Syat.g_01828
OG0000908	Syaf.g_00136	Syat.g_01825
OG0000909	Syaf.g_00135	Syat.g_01824
OG0000910	Syaf.g_00134	Syat.g_01823
OG0000911	Syaf.g_00132	Syat.g_01821
OG0000912	Syaf.g_00131	Syat.g_01820
OG0000913	Syaf.g_00130	Syat.g_01819
OG0000914	Syaf.g_00129	Syat.g_01818
OG0000915	Syaf.g_00127	Syat.g_01816
OG0000916	Syaf.g_00126	Syat.g_01815
OG0000917	Syaf.g_00125	Syat.g_01814
OG0000918	Syaf.g_00124	Syat.g_01813
OG0000919	Syaf.g_00123	Syat.g_01812
OG0000920	Syaf.g_00122	Syat.g_01811
OG0000921	Syaf.g_00121	Syat.g_01810
OG0000922	Syaf.g_00120	Syat.g_01809
OG0000923	Syaf.g_00116	Syat.g_01805
OG0000924	Syaf.g_00115	Syat.g_01804
OG0000925	Syaf.g_00114	Syat.g_01803
OG0000926	Syaf.g_00113	Syat.g_01802
OG0000927	Syaf.g_00111	Syat.g_01800
OG0000928	Syaf.g_00110	Syat.g_01799
OG0000929	Syaf.g_00109	Syat.g_01798
OG0000930	Syaf.g_00108	Syat.g_01797
OG0000931	Syaf.g_00107	Syat.g_01796
OG0000932	Syaf.g_00106	Syat.g_01794
OG0000933	Syaf.g_00100	Syat.g_01788
OG0000934	Syaf.g_00098	Syat.g_01786
OG0000935	Syaf.g_00097	Syat.g_01665
OG0000936	Syaf.g_00096	Syat.g_01664
OG0000937	Syaf.g_00095	Syat.g_01663
OG0000938	Syaf.g_00092	Syat.g_01659
OG0000939	Syaf.g_00091	Syat.g_01658
OG0000940	Syaf.g_00084	Syat.g_01651
OG0000941	Syaf.g_00082	Syat.g_01649
OG0000942	Syaf.g_00080	Syat.g_01647
OG0000943	Syaf.g_00079	Syat.g_01646
OG0000944	Syaf.g_00077	Syat.g_01644
OG0000945	Syaf.g_00075	Syat.g_01643
OG0000946	Syaf.g_00070	Syat.g_01633
OG0000947	Syaf.g_00067	Syat.g_01630
OG0000948	Syaf.g_00066	Syat.g_01629
OG0000949	Syaf.g_00337	Syat.g_02142
OG0000950	Syaf.g_00351	Syat.g_02152
OG0000951	Syaf.g_00358	Syat.g_02157
OG0000952	Syaf.g_00363	Syat.g_02162
OG0000953	Syaf.g_00367	Syat.g_02166
OG0000954	Syaf.g_00372	Syat.g_02187
OG0000955	Syaf.g_00373	Syat.g_02188
OG0000956	Syaf.g_00375	Syat.g_02191
OG0000957	Syaf.g_00386	Syat.g_02204
OG0000958	Syaf.g_00387	Syat.g_02205
OG0000959	Syaf.g_00391	Syat.g_02212
OG0000960	Syaf.g_00392	Syat.g_02213
OG0000961	Syaf.g_00402	Syat.g_02873
OG0000962	Syaf.g_00404	Syat.g_02223
OG0000963	Syaf.g_00409	Syat.g_02226
OG0000964	Syaf.g_00410	Syat.g_02227
OG0000965	Syaf.g_00411	Syat.g_02228
OG0000966	Syaf.g_00421	Syat.g_02259
OG0000967	Syaf.g_00426	Syat.g_02263
OG0000968	Syaf.g_00417	Syat.g_02269
OG0000969	Syaf.g_00423	Syat.g_02271
OG0000970	Syaf.g_00424	Syat.g_02272
OG0000971	Syaf.g_00429	Syat.g_02274
OG0000972	Syaf.g_00430	Syat.g_02275
OG0000973	Syaf.g_00431	Syat.g_02276
OG0000974	Syaf.g_00432	Syat.g_02277
OG0000975	Syaf.g_00433	Syat.g_02278
OG0000976	Syaf.g_00434	Syat.g_02279
OG0000977	Syaf.g_00436	Syat.g_02281
OG0000978	Syaf.g_00437	Syat.g_02283
OG0000979	Syaf.g_00440	Syat.g_02286
OG0000980	Syaf.g_00443	Syat.g_02289
OG0000981	Syaf.g_00446	Syat.g_02292
OG0000982	Syaf.g_00645	Syat.g_02691
OG0000983	Syaf.g_00644	Syat.g_02690
OG0000984	Syaf.g_00643	Syat.g_02689
OG0000985	Syaf.g_00641	Syat.g_02685
OG0000986	Syaf.g_00639	Syat.g_02680
OG0000987	Syaf.g_00637	Syat.g_02678
OG0000988	Syaf.g_00633	Syat.g_02672
OG0000989	Syaf.g_00624	Syat.g_02657
OG0000990	Syaf.g_00606	Syat.g_02500
OG0000991	Syaf.g_00604	Syat.g_02503
OG0000992	Syaf.g_00601	Syat.g_02507
OG0000993	Syaf.g_00600	Syat.g_02508
OG0000994	Syaf.g_00597	Syat.g_02512
OG0000995	Syaf.g_00592	Syat.g_02517
OG0000996	Syaf.g_00543	Syat.g_02446
OG0000997	Syaf.g_00532	Syat.g_02417
OG0000998	Syaf.g_00530	Syat.g_02415
OG0000999	Syaf.g_00529	Syat.g_02414
OG0001001	Syaf.g_00521	Syat.g_02400
OG0001002	Syaf.g_00515	Syat.g_02394
OG0001003	Syaf.g_00514	Syat.g_02392
OG0001004	Syaf.g_00513	Syat.g_02391
OG0001005	Syaf.g_00510	Syat.g_02390
OG0001006	Syaf.g_00500	Syat.g_02378
OG0001007	Syaf.g_00498	Syat.g_02376
OG0001008	Syaf.g_01215	Syat.g_02971
OG0001009	Syaf.g_00466	Syat.g_02311
OG0001010	Syaf.g_00465	Syat.g_02310
OG0001011	Syaf.g_00463	Syat.g_02308
OG0001012	Syaf.g_00649	Syat.g_01004
OG0001013	Syaf.g_00669	Syat.g_02716
OG0001014	Syaf.g_00691	Syat.g_02721
OG0001015	Syaf.g_00692	Syat.g_02722
OG0001016	Syaf.g_00958	Syat.g_01474
OG0001017	Syaf.g_00952	Syat.g_01480
OG0001018	Syaf.g_00950	Syat.g_01482
OG0001019	Syaf.g_00931	Syat.g_01532
OG0001020	Syaf.g_00926	Syat.g_01539
OG0001021	Syaf.g_00922	Syat.g_01552
OG0001022	Syaf.g_00918	Syat.g_01555
OG0001023	Syaf.g_00917	Syat.g_01556
OG0001024	Syaf.g_00913	Syat.g_01560
OG0001025	Syaf.g_00906	Syat.g_01566
OG0001026	Syaf.g_00893	Syat.g_01582
OG0001027	Syaf.g_00884	Syat.g_02947
OG0001028	Syaf.g_00882	Syat.g_02944
OG0001029	Syaf.g_00880	Syat.g_02942
OG0001030	Syaf.g_00860	Syat.g_02922
OG0001031	Syaf.g_00784	Syat.g_02836
OG0001032	Syaf.g_00781	Syat.g_02834
OG0001034	Syaf.g_02787	Syat.g_01448
OG0001035	Syaf.g_00207	Syat.g_01885
OG0001036	Syaf.g_00212	Syat.g_01939
OG0001037	Syaf.g_00214	Syat.g_01941
OG0001038	Syaf.g_00242	Syat.g_02058
OG0001039	Syaf.g_00245	Syat.g_02061
OG0001040	Syaf.g_00248	Syat.g_02064
OG0001041	Syaf.g_00253	Syat.g_02070
OG0001042	Syaf.g_00275	Syat.g_02100
OG0001043	Syaf.g_00279	Syat.g_02103
OG0001044	Syaf.g_00024	Syat.g_01615
OG0001045	Syaf.g_00011	Syat.g_01602
OG0001046	Syaf.g_01894	Syat.g_00552
OG0001047	Syaf.g_01217	Syat.g_02973
OG0001048	Syaf.g_01218	Syat.g_02974
OG0001049	Syaf.g_01226	Syat.g_01290
OG0001050	Syaf.g_01227	Syat.g_01289
OG0001051	Syaf.g_01228	Syat.g_01288
OG0001052	Syaf.g_02502	Syat.g_01375
OG0001053	Syaf.g_02718	Syat.g_03173
OG0001054	Syaf.g_02701	Syat.g_03192
OG0001056	Syaf.g_02649	Syat.g_03275
OG0001057	Syaf.g_02638	Syat.g_00102
OG0001058	Syaf.g_02624	Syat.g_00079
OG0001059	Syaf.g_02620	Syat.g_00075
OG0001061	Syaf.g_02590	Syat.g_00051
OG0001062	Syaf.g_02588	Syat.g_00048
OG0001063	Syaf.g_02583	Syat.g_00042
OG0001064	Syaf.g_02582	Syat.g_00041
OG0001065	Syaf.g_02581	Syat.g_00040
OG0001066	Syaf.g_02580	Syat.g_00039
OG0001067	Syaf.g_02579	Syat.g_00038
OG0001068	Syaf.g_02578	Syat.g_00037
OG0001069	Syaf.g_02577	Syat.g_00036
OG0001070	Syaf.g_02574	Syat.g_00032
OG0001071	Syaf.g_02573	Syat.g_00031
OG0001072	Syaf.g_02569	Syat.g_00028
OG0001073	Syaf.g_02555	Syat.g_00009
OG0001074	Syaf.g_02365	Syat.g_01015
OG0001075	Syaf.g_02363	Syat.g_01037
OG0001076	Syaf.g_02337	Syat.g_03315
OG0001077	Syaf.g_02325	Syat.g_03290
OG0001078	Syaf.g_02309	Syat.g_00118
OG0001079	Syaf.g_02296	Syat.g_00378
OG0001080	Syaf.g_01740	Syat.g_00368
OG0001081	Syaf.g_02144	Syat.g_00366
OG0001082	Syaf.g_02143	Syat.g_00365
OG0001083	Syaf.g_02136	Syat.g_00390
OG0001084	Syaf.g_02135	Syat.g_00391
OG0001085	Syaf.g_02125	Syat.g_00408
OG0001086	Syaf.g_02123	Syat.g_00410
OG0001087	Syaf.g_01482	Syat.g_03277
OG0001088	Syaf.g_01478	Syat.g_02496
OG0001089	Syaf.g_01453	Syat.g_00818
OG0001090	Syaf.g_01981	Syat.g_00659
OG0001091	Syaf.g_01979	Syat.g_00661
OG0001092	Syaf.g_01977	Syat.g_00663
OG0001093	Syaf.g_01971	Syat.g_00669
OG0001094	Syaf.g_02055	Syat.g_00473
OG0001095	Syaf.g_02034	Syat.g_00497
OG0001096	Syaf.g_02018	Syat.g_00516
OG0001097	Syaf.g_01373	Syat.g_00743
OG0001098	Syaf.g_01743	Syat.g_01672
OG0001099	Syaf.g_00881	Syat.g_02943
OG0001100	Syaf.g_02110	Syat.g_00418
OG0001101	Syaf.g_02109	Syat.g_00420
OG0001102	Syaf.g_02106	Syat.g_00423
OG0001103	Syaf.g_02104	Syat.g_00425
OG0001104	Syaf.g_02071	Syat.g_00458
OG0001105	Syaf.g_02067	Syat.g_00461
OG0001106	Syaf.g_01847	Syat.g_00598
OG0001107	Syaf.g_01859	Syat.g_00580
OG0001108	Syaf.g_01868	Syat.g_00570
OG0001109	Syaf.g_01877	Syat.g_00568
OG0001110	Syaf.g_01879	Syat.g_00566
OG0001111	Syaf.g_01881	Syat.g_00564
OG0001112	Syaf.g_01883	Syat.g_00562
OG0001113	Syaf.g_01884	Syat.g_00561
OG0001114	Syaf.g_01885	Syat.g_00560
OG0001115	Syaf.g_01889	Syat.g_00557
OG0001116	Syaf.g_01891	Syat.g_00555
OG0001117	Syaf.g_01892	Syat.g_00554
OG0001118	Syaf.g_01893	Syat.g_00553
OG0001119	Syaf.g_01895	Syat.g_00551
OG0001120	Syaf.g_01899	Syat.g_00546
OG0001122	Syaf.g_01927	Syat.g_00711
OG0001123	Syaf.g_01934	Syat.g_00704
OG0001124	Syaf.g_01936	Syat.g_00702
OG0001125	Syaf.g_01938	Syat.g_00700
OG0001126	Syaf.g_01409	Syat.g_00790
OG0001127	Syaf.g_01410	Syat.g_00789
OG0001128	Syaf.g_01413	Syat.g_00786
OG0001129	Syaf.g_01415	Syat.g_00784
OG0001130	Syaf.g_01416	Syat.g_00783
OG0001131	Syaf.g_02090	Syat.g_01674
OG0001132	Syaf.g_01722	Syat.g_00965
OG0001133	Syaf.g_02334	Syat.g_03311
OG0001136	Syaf.g_01286	Syat.g_03257
OG0001137	Syaf.g_01306	Syat.g_00306
OG0001138	Syaf.g_01596	Syat.g_00214
OG0001139	Syaf.g_01594	Syat.g_00209
OG0001140	Syaf.g_01593	Syat.g_00208
OG0001141	Syaf.g_01592	Syat.g_00207
OG0001142	Syaf.g_01591	Syat.g_00206
OG0001143	Syaf.g_01583	Syat.g_00925
OG0001144	Syaf.g_01573	Syat.g_00906
