Orthogroup	Prbl	Syae
OG0000570	Prbl.g_01800	Syae.g_02429
OG0000571	Prbl.g_01797	Syae.g_02433
OG0000572	Prbl.g_01781	Syae.g_02448
OG0000573	Prbl.g_01774	Syae.g_02456
OG0000574	Prbl.g_01773	Syae.g_02457
OG0000575	Prbl.g_01764	Syae.g_02461
OG0000576	Prbl.g_01762	Syae.g_02463
OG0000577	Prbl.g_01761	Syae.g_02464
OG0000578	Prbl.g_01760	Syae.g_02465
OG0000579	Prbl.g_01759	Syae.g_02466
OG0000580	Prbl.g_01758	Syae.g_02467
OG0000581	Prbl.g_01754	Syae.g_02473
OG0000582	Prbl.g_01750	Syae.g_00018
OG0000583	Prbl.g_01749	Syae.g_00019
OG0000584	Prbl.g_01748	Syae.g_00020
OG0000585	Prbl.g_01746	Syae.g_00022
OG0000586	Prbl.g_01744	Syae.g_00023
OG0000587	Prbl.g_01742	Syae.g_00025
OG0000588	Prbl.g_01613	Syae.g_00043
OG0000589	Prbl.g_01616	Syae.g_00047
OG0000590	Prbl.g_01617	Syae.g_00048
OG0000591	Prbl.g_01624	Syae.g_00056
OG0000592	Prbl.g_01625	Syae.g_00057
OG0000593	Prbl.g_01635	Syae.g_00070
OG0000594	Prbl.g_01636	Syae.g_00071
OG0000595	Prbl.g_01637	Syae.g_00072
OG0000596	Prbl.g_01642	Syae.g_00077
OG0000597	Prbl.g_01645	Syae.g_00080
OG0000598	Prbl.g_01646	Syae.g_00081
OG0000599	Prbl.g_01656	Syae.g_00084
OG0000600	Prbl.g_01657	Syae.g_00085
OG0000601	Prbl.g_01658	Syae.g_00086
OG0000602	Prbl.g_01662	Syae.g_00091
OG0000603	Prbl.g_01663	Syae.g_00092
OG0000604	Prbl.g_01664	Syae.g_00095
OG0000605	Prbl.g_01043	Syae.g_00260
OG0000606	Prbl.g_01032	Syae.g_00616
OG0000607	Prbl.g_01412	Syae.g_00613
OG0000608	Prbl.g_01411	Syae.g_00612
OG0000609	Prbl.g_01409	Syae.g_00610
OG0000610	Prbl.g_01401	Syae.g_00601
OG0000611	Prbl.g_01398	Syae.g_00598
OG0000612	Prbl.g_01397	Syae.g_00597
OG0000613	Prbl.g_00891	Syae.g_01910
OG0000614	Prbl.g_01872	Syae.g_00765
OG0000615	Prbl.g_02373	Syae.g_00557
OG0000616	Prbl.g_02137	Syae.g_01696
OG0000617	Prbl.g_02561	Syae.g_00464
OG0000618	Prbl.g_02560	Syae.g_00463
OG0000619	Prbl.g_02559	Syae.g_00462
OG0000620	Prbl.g_02555	Syae.g_00456
OG0000621	Prbl.g_02554	Syae.g_00455
OG0000622	Prbl.g_02553	Syae.g_00454
OG0000623	Prbl.g_02552	Syae.g_00453
OG0000624	Prbl.g_02551	Syae.g_00451
OG0000625	Prbl.g_02550	Syae.g_00450
OG0000626	Prbl.g_02549	Syae.g_00449
OG0000627	Prbl.g_02426	Syae.g_00299
OG0000628	Prbl.g_02427	Syae.g_00300
OG0000629	Prbl.g_02430	Syae.g_00303
OG0000630	Prbl.g_02434	Syae.g_00310
OG0000631	Prbl.g_02440	Syae.g_00317
OG0000632	Prbl.g_02441	Syae.g_00318
OG0000633	Prbl.g_02442	Syae.g_00320
OG0000634	Prbl.g_02339	Syae.g_00525
OG0000635	Prbl.g_02338	Syae.g_00524
OG0000636	Prbl.g_02336	Syae.g_00522
OG0000637	Prbl.g_02334	Syae.g_00520
OG0000638	Prbl.g_02333	Syae.g_00519
OG0000639	Prbl.g_02332	Syae.g_00518
OG0000640	Prbl.g_02331	Syae.g_00517
OG0000641	Prbl.g_02327	Syae.g_00513
OG0000642	Prbl.g_02326	Syae.g_00512
OG0000643	Prbl.g_02325	Syae.g_00510
OG0000644	Prbl.g_02324	Syae.g_00509
OG0000645	Prbl.g_02323	Syae.g_00507
OG0000646	Prbl.g_02320	Syae.g_00504
OG0000647	Prbl.g_02317	Syae.g_00502
OG0000648	Prbl.g_02315	Syae.g_00499
OG0000649	Prbl.g_02314	Syae.g_00498
OG0000650	Prbl.g_02313	Syae.g_00497
OG0000651	Prbl.g_02312	Syae.g_00496
OG0000652	Prbl.g_02311	Syae.g_00495
OG0000653	Prbl.g_02309	Syae.g_00493
OG0000654	Prbl.g_02308	Syae.g_00492
OG0000655	Prbl.g_02307	Syae.g_00491
OG0000656	Prbl.g_02304	Syae.g_00488
OG0000657	Prbl.g_01540	Syae.g_00834
OG0000658	Prbl.g_01542	Syae.g_00837
OG0000659	Prbl.g_01543	Syae.g_00838
OG0000660	Prbl.g_01547	Syae.g_00842
OG0000661	Prbl.g_01549	Syae.g_00844
OG0000662	Prbl.g_01551	Syae.g_00846
OG0000663	Prbl.g_01554	Syae.g_00849
OG0000664	Prbl.g_01555	Syae.g_00850
OG0000665	Prbl.g_01568	Syae.g_00121
OG0000666	Prbl.g_01571	Syae.g_00258
OG0000667	Prbl.g_01579	Syae.g_02056
OG0000668	Prbl.g_02530	Syae.g_00418
OG0000669	Prbl.g_01588	Syae.g_00585
OG0000670	Prbl.g_01078	Syae.g_00582
OG0000671	Prbl.g_02412	Syae.g_00580
OG0000672	Prbl.g_02409	Syae.g_00577
OG0000673	Prbl.g_02406	Syae.g_00574
OG0000674	Prbl.g_02404	Syae.g_00572
OG0000675	Prbl.g_02403	Syae.g_00571
OG0000676	Prbl.g_02395	Syae.g_00569
OG0000677	Prbl.g_02393	Syae.g_00568
OG0000678	Prbl.g_02388	Syae.g_00564
OG0000679	Prbl.g_02368	Syae.g_00555
OG0000680	Prbl.g_02367	Syae.g_00554
OG0000681	Prbl.g_02365	Syae.g_00551
OG0000682	Prbl.g_02364	Syae.g_00550
OG0000683	Prbl.g_02363	Syae.g_00549
OG0000684	Prbl.g_02350	Syae.g_00545
OG0000685	Prbl.g_02352	Syae.g_00543
OG0000686	Prbl.g_02353	Syae.g_00542
OG0000687	Prbl.g_02354	Syae.g_00541
OG0000688	Prbl.g_02348	Syae.g_00536
OG0000689	Prbl.g_02347	Syae.g_00534
OG0000690	Prbl.g_02346	Syae.g_00533
OG0000691	Prbl.g_02345	Syae.g_00532
OG0000692	Prbl.g_02344	Syae.g_00531
OG0000693	Prbl.g_02343	Syae.g_00529
OG0000694	Prbl.g_02342	Syae.g_00528
OG0000695	Prbl.g_02444	Syae.g_00322
OG0000696	Prbl.g_02445	Syae.g_00323
OG0000697	Prbl.g_02447	Syae.g_00325
OG0000698	Prbl.g_02450	Syae.g_00328
OG0000699	Prbl.g_02452	Syae.g_00330
OG0000700	Prbl.g_02453	Syae.g_00331
OG0000701	Prbl.g_02454	Syae.g_00332
OG0000702	Prbl.g_02462	Syae.g_00341
OG0000703	Prbl.g_02463	Syae.g_00342
OG0000704	Prbl.g_02465	Syae.g_00345
OG0000705	Prbl.g_02471	Syae.g_00352
OG0000706	Prbl.g_02472	Syae.g_00353
OG0000707	Prbl.g_02473	Syae.g_00354
OG0000708	Prbl.g_02475	Syae.g_00357
OG0000709	Prbl.g_02482	Syae.g_00365
OG0000710	Prbl.g_02486	Syae.g_00369
OG0000711	Prbl.g_02508	Syae.g_00398
OG0000712	Prbl.g_02509	Syae.g_00400
OG0000713	Prbl.g_02510	Syae.g_00401
OG0000714	Prbl.g_02514	Syae.g_00403
OG0000715	Prbl.g_02516	Syae.g_00405
OG0000716	Prbl.g_02520	Syae.g_00409
OG0000717	Prbl.g_02521	Syae.g_00410
OG0000718	Prbl.g_02526	Syae.g_00414
OG0000719	Prbl.g_02528	Syae.g_00416
OG0000720	Prbl.g_02541	Syae.g_00429
OG0000721	Prbl.g_02542	Syae.g_00431
OG0000722	Prbl.g_02543	Syae.g_00432
OG0000723	Prbl.g_02547	Syae.g_00445
OG0000724	Prbl.g_00932	Syae.g_00799
OG0000725	Prbl.g_00925	Syae.g_00789
OG0000726	Prbl.g_00924	Syae.g_00788
OG0000727	Prbl.g_00923	Syae.g_00787
OG0000728	Prbl.g_00922	Syae.g_00785
OG0000729	Prbl.g_02062	Syae.g_01819
OG0000730	Prbl.g_01199	Syae.g_02189
OG0000731	Prbl.g_01208	Syae.g_02201
OG0000732	Prbl.g_01993	Syae.g_01764
OG0000733	Prbl.g_02197	Syae.g_01599
OG0000734	Prbl.g_00545	Syae.g_01371
OG0000735	Prbl.g_02066	Syae.g_00942
OG0000736	Prbl.g_02067	Syae.g_00941
OG0000737	Prbl.g_02068	Syae.g_00940
OG0000738	Prbl.g_02075	Syae.g_00935
OG0000739	Prbl.g_02077	Syae.g_00928
OG0000740	Prbl.g_02078	Syae.g_00927
OG0000741	Prbl.g_02081	Syae.g_00924
OG0000742	Prbl.g_02083	Syae.g_00922
OG0000743	Prbl.g_02085	Syae.g_00920
OG0000744	Prbl.g_02086	Syae.g_00919
OG0000745	Prbl.g_02088	Syae.g_00917
OG0000746	Prbl.g_02090	Syae.g_00915
OG0000747	Prbl.g_02091	Syae.g_00914
OG0000748	Prbl.g_02103	Syae.g_00902
OG0000749	Prbl.g_02104	Syae.g_00900
OG0000750	Prbl.g_02105	Syae.g_00899
OG0000751	Prbl.g_00179	Syae.g_00892
OG0000752	Prbl.g_00181	Syae.g_00890
OG0000753	Prbl.g_00184	Syae.g_00887
OG0000754	Prbl.g_01379	Syae.g_00641
OG0000755	Prbl.g_01120	Syae.g_00651
OG0000756	Prbl.g_01119	Syae.g_00652
OG0000757	Prbl.g_01112	Syae.g_00661
OG0000758	Prbl.g_01111	Syae.g_00662
OG0000759	Prbl.g_01110	Syae.g_00663
OG0000760	Prbl.g_01109	Syae.g_00664
OG0000761	Prbl.g_01108	Syae.g_00668
OG0000762	Prbl.g_01377	Syae.g_00672
OG0000763	Prbl.g_01375	Syae.g_00676
OG0000764	Prbl.g_01374	Syae.g_00677
OG0000765	Prbl.g_02590	Syae.g_00695
OG0000766	Prbl.g_02591	Syae.g_00696
OG0000767	Prbl.g_02593	Syae.g_00698
OG0000768	Prbl.g_02594	Syae.g_00699
OG0000769	Prbl.g_00186	Syae.g_00701
OG0000770	Prbl.g_01103	Syae.g_00704
OG0000771	Prbl.g_00937	Syae.g_00805
OG0000772	Prbl.g_00461	Syae.g_00168
OG0000773	Prbl.g_00113	Syae.g_00947
OG0000774	Prbl.g_01713	Syae.g_00951
OG0000775	Prbl.g_01715	Syae.g_00954
OG0000776	Prbl.g_01716	Syae.g_00955
OG0000777	Prbl.g_01717	Syae.g_00956
OG0000778	Prbl.g_01718	Syae.g_00957
OG0000779	Prbl.g_01723	Syae.g_00963
OG0000780	Prbl.g_01726	Syae.g_00967
OG0000781	Prbl.g_01730	Syae.g_00971
OG0000782	Prbl.g_01731	Syae.g_00972
OG0000783	Prbl.g_01732	Syae.g_00973
OG0000784	Prbl.g_01733	Syae.g_00974
OG0000785	Prbl.g_01735	Syae.g_00976
OG0000786	Prbl.g_01738	Syae.g_02477
OG0000787	Prbl.g_01739	Syae.g_02476
OG0000788	Prbl.g_00658	Syae.g_00087
OG0000789	Prbl.g_01695	Syae.g_00281
OG0000790	Prbl.g_00498	Syae.g_02294
OG0000791	Prbl.g_00496	Syae.g_02292
OG0000792	Prbl.g_00495	Syae.g_02291
OG0000793	Prbl.g_00491	Syae.g_02286
OG0000794	Prbl.g_00490	Syae.g_02285
OG0000795	Prbl.g_00489	Syae.g_02284
OG0000796	Prbl.g_00485	Syae.g_02280
OG0000797	Prbl.g_00484	Syae.g_02279
OG0000798	Prbl.g_01456	Syae.g_01972
OG0000799	Prbl.g_00152	Syae.g_00010
OG0000800	Prbl.g_00153	Syae.g_00009
OG0000801	Prbl.g_00154	Syae.g_00008
OG0000802	Prbl.g_00161	Syae.g_02686
OG0000803	Prbl.g_00257	Syae.g_02680
OG0000804	Prbl.g_00255	Syae.g_02677
OG0000805	Prbl.g_00253	Syae.g_02663
OG0000806	Prbl.g_00251	Syae.g_02661
OG0000807	Prbl.g_00249	Syae.g_02659
OG0000808	Prbl.g_00248	Syae.g_02658
OG0000809	Prbl.g_00244	Syae.g_02655
OG0000810	Prbl.g_00243	Syae.g_02654
OG0000811	Prbl.g_00231	Syae.g_02648
OG0000812	Prbl.g_00229	Syae.g_02646
OG0000813	Prbl.g_00228	Syae.g_02645
OG0000814	Prbl.g_00226	Syae.g_02643
OG0000815	Prbl.g_00225	Syae.g_02642
OG0000816	Prbl.g_00223	Syae.g_02641
OG0000817	Prbl.g_00222	Syae.g_02640
OG0000818	Prbl.g_00684	Syae.g_02634
OG0000819	Prbl.g_00685	Syae.g_02633
OG0000820	Prbl.g_00686	Syae.g_02632
OG0000821	Prbl.g_00693	Syae.g_02626
OG0000822	Prbl.g_00695	Syae.g_02624
OG0000823	Prbl.g_00696	Syae.g_02623
OG0000824	Prbl.g_00700	Syae.g_02617
OG0000825	Prbl.g_00701	Syae.g_02616
OG0000826	Prbl.g_00702	Syae.g_02615
OG0000827	Prbl.g_00703	Syae.g_02614
OG0000828	Prbl.g_00706	Syae.g_02612
OG0000829	Prbl.g_00707	Syae.g_02611
OG0000830	Prbl.g_00708	Syae.g_02610
OG0000831	Prbl.g_00710	Syae.g_02608
OG0000832	Prbl.g_00456	Syae.g_01081
OG0000833	Prbl.g_00448	Syae.g_01106
OG0000834	Prbl.g_00447	Syae.g_01108
OG0000835	Prbl.g_00446	Syae.g_01109
OG0000836	Prbl.g_00444	Syae.g_01113
OG0000837	Prbl.g_00443	Syae.g_01115
OG0000838	Prbl.g_00440	Syae.g_01119
OG0000839	Prbl.g_00439	Syae.g_01120
OG0000840	Prbl.g_00438	Syae.g_01121
OG0000841	Prbl.g_00437	Syae.g_01122
OG0000842	Prbl.g_00436	Syae.g_01123
OG0000843	Prbl.g_00435	Syae.g_01124
OG0000844	Prbl.g_00433	Syae.g_01125
OG0000845	Prbl.g_00432	Syae.g_01126
OG0000846	Prbl.g_00431	Syae.g_01127
OG0000847	Prbl.g_00430	Syae.g_01128
OG0000848	Prbl.g_00429	Syae.g_01130
OG0000849	Prbl.g_00428	Syae.g_01131
OG0000850	Prbl.g_00427	Syae.g_01133
OG0000851	Prbl.g_00423	Syae.g_01139
OG0000852	Prbl.g_00422	Syae.g_01140
OG0000853	Prbl.g_00418	Syae.g_01144
OG0000854	Prbl.g_00416	Syae.g_01146
OG0000855	Prbl.g_00415	Syae.g_01147
OG0000856	Prbl.g_01627	Syae.g_00059
OG0000857	Prbl.g_02318	Syae.g_00503
OG0000858	Prbl.g_00404	Syae.g_01153
OG0000859	Prbl.g_00403	Syae.g_01154
OG0000860	Prbl.g_00392	Syae.g_01165
OG0000861	Prbl.g_00391	Syae.g_01166
OG0000862	Prbl.g_00389	Syae.g_01167
OG0000863	Prbl.g_00385	Syae.g_01170
OG0000864	Prbl.g_00383	Syae.g_01171
OG0000865	Prbl.g_00382	Syae.g_01172
OG0000866	Prbl.g_00381	Syae.g_01173
OG0000867	Prbl.g_00380	Syae.g_01174
OG0000868	Prbl.g_00378	Syae.g_01177
OG0000869	Prbl.g_00375	Syae.g_01182
OG0000870	Prbl.g_00370	Syae.g_01187
OG0000871	Prbl.g_00369	Syae.g_01188
OG0000872	Prbl.g_00367	Syae.g_01196
OG0000873	Prbl.g_00364	Syae.g_01199
OG0000874	Prbl.g_00360	Syae.g_01194
OG0000875	Prbl.g_00359	Syae.g_01244
OG0000876	Prbl.g_00358	Syae.g_01020
OG0000877	Prbl.g_00355	Syae.g_01025
OG0000878	Prbl.g_00354	Syae.g_01026
OG0000879	Prbl.g_00353	Syae.g_01027
OG0000880	Prbl.g_00352	Syae.g_01028
OG0000881	Prbl.g_00347	Syae.g_01034
OG0000882	Prbl.g_00342	Syae.g_01039
OG0000883	Prbl.g_00340	Syae.g_01041
OG0000884	Prbl.g_00338	Syae.g_01043
OG0000885	Prbl.g_00337	Syae.g_01044
OG0000886	Prbl.g_00336	Syae.g_01045
OG0000887	Prbl.g_00335	Syae.g_01046
OG0000888	Prbl.g_00333	Syae.g_01048
OG0000889	Prbl.g_00331	Syae.g_01050
OG0000890	Prbl.g_00317	Syae.g_01056
OG0000891	Prbl.g_00316	Syae.g_01057
OG0000892	Prbl.g_02620	Syae.g_01059
OG0000893	Prbl.g_02680	Syae.g_02031
OG0000894	Prbl.g_02684	Syae.g_02034
OG0000895	Prbl.g_01061	Syae.g_02038
OG0000896	Prbl.g_01060	Syae.g_02039
OG0000897	Prbl.g_01058	Syae.g_02041
OG0000898	Prbl.g_01057	Syae.g_02042
OG0000899	Prbl.g_01056	Syae.g_02043
OG0000900	Prbl.g_01055	Syae.g_02044
OG0000901	Prbl.g_01051	Syae.g_02049
OG0000902	Prbl.g_01049	Syae.g_02051
OG0000903	Prbl.g_00954	Syae.g_02077
OG0000904	Prbl.g_00949	Syae.g_02071
OG0000905	Prbl.g_00947	Syae.g_02065
OG0000906	Prbl.g_01045	Syae.g_02063
OG0000907	Prbl.g_00956	Syae.g_02079
OG0000908	Prbl.g_00959	Syae.g_02082
OG0000909	Prbl.g_00960	Syae.g_02083
OG0000910	Prbl.g_00961	Syae.g_02084
OG0000911	Prbl.g_00963	Syae.g_02086
OG0000912	Prbl.g_00964	Syae.g_02087
OG0000913	Prbl.g_00965	Syae.g_02088
OG0000914	Prbl.g_00966	Syae.g_02089
OG0000915	Prbl.g_00967	Syae.g_02091
OG0000916	Prbl.g_00968	Syae.g_02092
OG0000917	Prbl.g_00969	Syae.g_02093
OG0000918	Prbl.g_00970	Syae.g_02094
OG0000919	Prbl.g_00971	Syae.g_02095
OG0000920	Prbl.g_00972	Syae.g_02096
OG0000921	Prbl.g_00973	Syae.g_02097
OG0000922	Prbl.g_00974	Syae.g_02098
OG0000923	Prbl.g_00978	Syae.g_02102
OG0000924	Prbl.g_00979	Syae.g_02103
OG0000925	Prbl.g_00980	Syae.g_02104
OG0000926	Prbl.g_00981	Syae.g_02105
OG0000927	Prbl.g_00983	Syae.g_02107
OG0000928	Prbl.g_00984	Syae.g_02108
OG0000929	Prbl.g_00985	Syae.g_02109
OG0000930	Prbl.g_00986	Syae.g_02110
OG0000931	Prbl.g_00987	Syae.g_02111
OG0000932	Prbl.g_00988	Syae.g_02112
OG0000933	Prbl.g_00993	Syae.g_02118
OG0000934	Prbl.g_00995	Syae.g_02120
OG0000935	Prbl.g_00996	Syae.g_02121
OG0000936	Prbl.g_00997	Syae.g_02122
OG0000937	Prbl.g_00998	Syae.g_02123
OG0000938	Prbl.g_01127	Syae.g_02126
OG0000939	Prbl.g_01128	Syae.g_02127
OG0000940	Prbl.g_01137	Syae.g_02133
OG0000941	Prbl.g_01139	Syae.g_02135
OG0000942	Prbl.g_01141	Syae.g_02137
OG0000943	Prbl.g_01142	Syae.g_02138
OG0000944	Prbl.g_01144	Syae.g_02140
OG0000945	Prbl.g_01146	Syae.g_02142
OG0000946	Prbl.g_01174	Syae.g_02146
OG0000947	Prbl.g_01177	Syae.g_02149
OG0000948	Prbl.g_01178	Syae.g_02150
OG0000949	Prbl.g_01181	Syae.g_01884
OG0000950	Prbl.g_00856	Syae.g_01873
OG0000951	Prbl.g_00851	Syae.g_01866
OG0000952	Prbl.g_00844	Syae.g_01859
OG0000953	Prbl.g_00840	Syae.g_01854
OG0000954	Prbl.g_01306	Syae.g_01845
OG0000955	Prbl.g_01305	Syae.g_01844
OG0000956	Prbl.g_01303	Syae.g_01842
OG0000957	Prbl.g_01287	Syae.g_01831
OG0000958	Prbl.g_01286	Syae.g_01830
OG0000959	Prbl.g_02638	Syae.g_01826
OG0000960	Prbl.g_02637	Syae.g_01825
OG0000961	Prbl.g_01235	Syae.g_01822
OG0000962	Prbl.g_02063	Syae.g_01820
OG0000963	Prbl.g_02058	Syae.g_01814
OG0000964	Prbl.g_02057	Syae.g_01813
OG0000965	Prbl.g_02056	Syae.g_01812
OG0000966	Prbl.g_02023	Syae.g_01789
OG0000967	Prbl.g_02017	Syae.g_01782
OG0000968	Prbl.g_02014	Syae.g_01787
OG0000969	Prbl.g_02012	Syae.g_01785
OG0000970	Prbl.g_02011	Syae.g_01784
OG0000971	Prbl.g_02009	Syae.g_01779
OG0000972	Prbl.g_02008	Syae.g_01778
OG0000973	Prbl.g_02007	Syae.g_01777
OG0000974	Prbl.g_02006	Syae.g_01776
OG0000975	Prbl.g_02005	Syae.g_01775
OG0000976	Prbl.g_02004	Syae.g_01774
OG0000977	Prbl.g_02002	Syae.g_01772
OG0000978	Prbl.g_02001	Syae.g_01771
OG0000979	Prbl.g_01998	Syae.g_01768
OG0000980	Prbl.g_01994	Syae.g_01765
OG0000981	Prbl.g_01991	Syae.g_01762
OG0000982	Prbl.g_02238	Syae.g_01568
OG0000983	Prbl.g_02237	Syae.g_01569
OG0000984	Prbl.g_02236	Syae.g_01570
OG0000985	Prbl.g_02232	Syae.g_01572
OG0000986	Prbl.g_02230	Syae.g_01575
OG0000987	Prbl.g_02228	Syae.g_01577
OG0000988	Prbl.g_02224	Syae.g_01583
OG0000989	Prbl.g_02214	Syae.g_01591
OG0000990	Prbl.g_02192	Syae.g_01606
OG0000991	Prbl.g_02189	Syae.g_01609
OG0000992	Prbl.g_02186	Syae.g_01612
OG0000993	Prbl.g_02185	Syae.g_01613
OG0000994	Prbl.g_02182	Syae.g_01616
OG0000995	Prbl.g_02173	Syae.g_01627
OG0000996	Prbl.g_02160	Syae.g_01667
OG0000997	Prbl.g_02151	Syae.g_01678
OG0000998	Prbl.g_02149	Syae.g_01680
OG0000999	Prbl.g_02148	Syae.g_01683
OG0001000	Prbl.g_02145	Syae.g_01686
OG0001001	Prbl.g_02141	Syae.g_01692
OG0001002	Prbl.g_02134	Syae.g_01699
OG0001003	Prbl.g_02132	Syae.g_01701
OG0001004	Prbl.g_02131	Syae.g_01702
OG0001005	Prbl.g_02129	Syae.g_01703
OG0001006	Prbl.g_02123	Syae.g_01710
OG0001007	Prbl.g_02121	Syae.g_01712
OG0001008	Prbl.g_00651	Syae.g_00993
OG0001009	Prbl.g_01972	Syae.g_01744
OG0001010	Prbl.g_01973	Syae.g_01745
OG0001011	Prbl.g_01975	Syae.g_01747
OG0001012	Prbl.g_02241	Syae.g_01564
OG0001013	Prbl.g_02266	Syae.g_01552
OG0001014	Prbl.g_02275	Syae.g_01548
OG0001015	Prbl.g_02276	Syae.g_01547
OG0001016	Prbl.g_00603	Syae.g_01290
OG0001017	Prbl.g_00597	Syae.g_01296
OG0001018	Prbl.g_00595	Syae.g_01298
OG0001019	Prbl.g_00582	Syae.g_01334
OG0001020	Prbl.g_00576	Syae.g_01340
OG0001021	Prbl.g_00572	Syae.g_01344
OG0001022	Prbl.g_00567	Syae.g_01348
OG0001023	Prbl.g_00566	Syae.g_01349
OG0001024	Prbl.g_00562	Syae.g_01353
OG0001025	Prbl.g_00555	Syae.g_01360
OG0001026	Prbl.g_00542	Syae.g_01373
OG0001027	Prbl.g_01332	Syae.g_01377
OG0001028	Prbl.g_01330	Syae.g_01379
OG0001029	Prbl.g_01328	Syae.g_01381
OG0001030	Prbl.g_00822	Syae.g_01403
OG0001031	Prbl.g_00074	Syae.g_01475
OG0001032	Prbl.g_00077	Syae.g_01479
OG0001033	Prbl.g_01281	Syae.g_01505
OG0001034	Prbl.g_00199	Syae.g_02238
OG0001035	Prbl.g_01498	Syae.g_02006
OG0001036	Prbl.g_01494	Syae.g_02001
OG0001037	Prbl.g_01492	Syae.g_01999
OG0001038	Prbl.g_01455	Syae.g_01971
OG0001039	Prbl.g_01452	Syae.g_01968
OG0001040	Prbl.g_01449	Syae.g_01965
OG0001041	Prbl.g_01444	Syae.g_01960
OG0001042	Prbl.g_01419	Syae.g_01935
OG0001043	Prbl.g_01417	Syae.g_01931
OG0001044	Prbl.g_01200	Syae.g_02191
OG0001045	Prbl.g_01211	Syae.g_02204
OG0001046	Prbl.g_00410	Syae.g_00385
OG0001047	Prbl.g_00649	Syae.g_00991
OG0001048	Prbl.g_00648	Syae.g_00990
OG0001049	Prbl.g_00645	Syae.g_00987
OG0001050	Prbl.g_00644	Syae.g_00986
OG0001051	Prbl.g_00643	Syae.g_00985
OG0001052	Prbl.g_01344	Syae.g_02526
OG0001053	Prbl.g_00514	Syae.g_02312
OG0001054	Prbl.g_00532	Syae.g_02329
OG0001055	Prbl.g_00790	Syae.g_02350
OG0001056	Prbl.g_00761	Syae.g_02379
OG0001057	Prbl.g_00749	Syae.g_02388
OG0001058	Prbl.g_01883	Syae.g_02402
OG0001059	Prbl.g_01887	Syae.g_02406
OG0001060	Prbl.g_01894	Syae.g_02412
OG0001061	Prbl.g_01796	Syae.g_02434
OG0001062	Prbl.g_01794	Syae.g_02436
OG0001063	Prbl.g_01790	Syae.g_02440
OG0001064	Prbl.g_01789	Syae.g_02441
OG0001065	Prbl.g_01788	Syae.g_02442
OG0001066	Prbl.g_01787	Syae.g_02443
OG0001067	Prbl.g_01786	Syae.g_02444
OG0001068	Prbl.g_01785	Syae.g_02445
OG0001069	Prbl.g_01784	Syae.g_02446
OG0001070	Prbl.g_01780	Syae.g_02449
OG0001071	Prbl.g_01779	Syae.g_02450
OG0001072	Prbl.g_01776	Syae.g_02454
OG0001073	Prbl.g_01757	Syae.g_02468
OG0001074	Prbl.g_01610	Syae.g_00027
OG0001075	Prbl.g_01611	Syae.g_00029
OG0001076	Prbl.g_01619	Syae.g_00050
OG0001077	Prbl.g_01629	Syae.g_00061
OG0001078	Prbl.g_01640	Syae.g_00075
OG0001079	Prbl.g_01659	Syae.g_00088
OG0001080	Prbl.g_01041	Syae.g_00267
OG0001081	Prbl.g_01031	Syae.g_00615
OG0001082	Prbl.g_01030	Syae.g_00614
OG0001083	Prbl.g_01405	Syae.g_00605
OG0001084	Prbl.g_01404	Syae.g_00604
OG0001085	Prbl.g_01394	Syae.g_00594
OG0001086	Prbl.g_01392	Syae.g_00592
OG0001087	Prbl.g_01853	Syae.g_00751
OG0001088	Prbl.g_01857	Syae.g_00755
OG0001089	Prbl.g_00024	Syae.g_00781
OG0001090	Prbl.g_02565	Syae.g_00471
OG0001091	Prbl.g_02563	Syae.g_00469
OG0001092	Prbl.g_02562	Syae.g_00466
OG0001093	Prbl.g_02558	Syae.g_00460
OG0001094	Prbl.g_02341	Syae.g_00527
OG0001095	Prbl.g_02322	Syae.g_00506
OG0001096	Prbl.g_02306	Syae.g_00490
OG0001097	Prbl.g_01550	Syae.g_00845
OG0001098	Prbl.g_02423	Syae.g_00269
OG0001099	Prbl.g_01329	Syae.g_01380
OG0001100	Prbl.g_02414	Syae.g_00583
OG0001101	Prbl.g_02413	Syae.g_00581
OG0001102	Prbl.g_02410	Syae.g_00578
OG0001103	Prbl.g_02408	Syae.g_00576
OG0001104	Prbl.g_02351	Syae.g_00544
OG0001105	Prbl.g_02356	Syae.g_00540
OG0001106	Prbl.g_02466	Syae.g_00346
OG0001107	Prbl.g_02476	Syae.g_00358
OG0001108	Prbl.g_02483	Syae.g_00366
OG0001109	Prbl.g_02485	Syae.g_00368
OG0001110	Prbl.g_02487	Syae.g_00370
OG0001111	Prbl.g_02489	Syae.g_00372
OG0001112	Prbl.g_02491	Syae.g_00374
OG0001113	Prbl.g_02492	Syae.g_00375
OG0001114	Prbl.g_02493	Syae.g_00376
OG0001115	Prbl.g_02495	Syae.g_00380
OG0001116	Prbl.g_02496	Syae.g_00382
OG0001117	Prbl.g_02497	Syae.g_00383
OG0001118	Prbl.g_02498	Syae.g_00384
OG0001119	Prbl.g_02499	Syae.g_00386
OG0001120	Prbl.g_02501	Syae.g_00390
OG0001122	Prbl.g_02529	Syae.g_00417
OG0001123	Prbl.g_02536	Syae.g_00424
OG0001124	Prbl.g_02538	Syae.g_00426
OG0001125	Prbl.g_02540	Syae.g_00428
OG0001126	Prbl.g_00939	Syae.g_00807
OG0001127	Prbl.g_00938	Syae.g_00806
OG0001128	Prbl.g_00935	Syae.g_00803
OG0001129	Prbl.g_00934	Syae.g_00801
