Orthogroup	Prbl	Praj
OG0000566	Prbl.g_01899	Praj.g_00554
OG0000567	Prbl.g_01903	Praj.g_00558
OG0000568	Prbl.g_01905	Praj.g_00559
OG0000569	Prbl.g_01801	Praj.g_00560
OG0000570	Prbl.g_01800	Praj.g_00561
OG0000571	Prbl.g_01797	Praj.g_00563
OG0000572	Prbl.g_01781	Praj.g_00574
OG0000573	Prbl.g_01774	Praj.g_00579
OG0000574	Prbl.g_01773	Praj.g_00581
OG0000575	Prbl.g_01764	Praj.g_00584
OG0000576	Prbl.g_01762	Praj.g_00586
OG0000577	Prbl.g_01761	Praj.g_00587
OG0000578	Prbl.g_01760	Praj.g_00588
OG0000579	Prbl.g_01759	Praj.g_00589
OG0000580	Prbl.g_01758	Praj.g_00590
OG0000581	Prbl.g_01754	Praj.g_00593
OG0000582	Prbl.g_01750	Praj.g_00596
OG0000583	Prbl.g_01749	Praj.g_00597
OG0000584	Prbl.g_01748	Praj.g_00598
OG0000585	Prbl.g_01746	Praj.g_00600
OG0000586	Prbl.g_01744	Praj.g_00601
OG0000587	Prbl.g_01742	Praj.g_00602
OG0000588	Prbl.g_01613	Praj.g_00606
OG0000589	Prbl.g_01616	Praj.g_00609
OG0000590	Prbl.g_01617	Praj.g_00610
OG0000591	Prbl.g_01624	Praj.g_00613
OG0000592	Prbl.g_01625	Praj.g_00614
OG0000593	Prbl.g_01635	Praj.g_00620
OG0000594	Prbl.g_01636	Praj.g_00621
OG0000595	Prbl.g_01637	Praj.g_00622
OG0000596	Prbl.g_01642	Praj.g_00626
OG0000597	Prbl.g_01645	Praj.g_00628
OG0000598	Prbl.g_01646	Praj.g_00629
OG0000599	Prbl.g_01656	Praj.g_00632
OG0000600	Prbl.g_01657	Praj.g_00633
OG0000601	Prbl.g_01658	Praj.g_00634
OG0000602	Prbl.g_01662	Praj.g_00636
OG0000603	Prbl.g_01663	Praj.g_00637
OG0000604	Prbl.g_01664	Praj.g_00638
OG0000605	Prbl.g_01043	Praj.g_00639
OG0000606	Prbl.g_01032	Praj.g_00642
OG0000607	Prbl.g_01412	Praj.g_00645
OG0000608	Prbl.g_01411	Praj.g_00646
OG0000609	Prbl.g_01409	Praj.g_00647
OG0000610	Prbl.g_01401	Praj.g_00653
OG0000611	Prbl.g_01398	Praj.g_00656
OG0000612	Prbl.g_01397	Praj.g_00657
OG0000613	Prbl.g_00891	Praj.g_00663
OG0000614	Prbl.g_01872	Praj.g_00686
OG0000615	Prbl.g_02373	Praj.g_00693
OG0000616	Prbl.g_02137	Praj.g_02137
OG0000617	Prbl.g_02561	Praj.g_00704
OG0000618	Prbl.g_02560	Praj.g_00705
OG0000619	Prbl.g_02559	Praj.g_00706
OG0000620	Prbl.g_02555	Praj.g_00709
OG0000621	Prbl.g_02554	Praj.g_00710
OG0000622	Prbl.g_02553	Praj.g_00711
OG0000623	Prbl.g_02552	Praj.g_00712
OG0000624	Prbl.g_02551	Praj.g_00714
OG0000625	Prbl.g_02550	Praj.g_00715
OG0000626	Prbl.g_02549	Praj.g_00716
OG0000627	Prbl.g_02426	Praj.g_00718
OG0000628	Prbl.g_02427	Praj.g_00719
OG0000629	Prbl.g_02430	Praj.g_00720
OG0000630	Prbl.g_02434	Praj.g_00723
OG0000631	Prbl.g_02440	Praj.g_00917
OG0000632	Prbl.g_02441	Praj.g_00918
OG0000633	Prbl.g_02442	Praj.g_00919
OG0000634	Prbl.g_02339	Praj.g_00765
OG0000635	Prbl.g_02338	Praj.g_00766
OG0000636	Prbl.g_02336	Praj.g_00768
OG0000637	Prbl.g_02334	Praj.g_00770
OG0000638	Prbl.g_02333	Praj.g_00771
OG0000639	Prbl.g_02332	Praj.g_00772
OG0000640	Prbl.g_02331	Praj.g_00773
OG0000641	Prbl.g_02327	Praj.g_00777
OG0000642	Prbl.g_02326	Praj.g_00778
OG0000643	Prbl.g_02325	Praj.g_00779
OG0000644	Prbl.g_02324	Praj.g_00780
OG0000645	Prbl.g_02323	Praj.g_00781
OG0000646	Prbl.g_02320	Praj.g_00784
OG0000647	Prbl.g_02317	Praj.g_00786
OG0000648	Prbl.g_02315	Praj.g_00788
OG0000649	Prbl.g_02314	Praj.g_00789
OG0000650	Prbl.g_02313	Praj.g_00790
OG0000651	Prbl.g_02312	Praj.g_00791
OG0000652	Prbl.g_02311	Praj.g_00792
OG0000653	Prbl.g_02309	Praj.g_00794
OG0000654	Prbl.g_02308	Praj.g_00795
OG0000655	Prbl.g_02307	Praj.g_00796
OG0000656	Prbl.g_02304	Praj.g_00799
OG0000657	Prbl.g_01540	Praj.g_00806
OG0000658	Prbl.g_01542	Praj.g_00808
OG0000659	Prbl.g_01543	Praj.g_00809
OG0000660	Prbl.g_01547	Praj.g_00814
OG0000661	Prbl.g_01549	Praj.g_00816
OG0000662	Prbl.g_01551	Praj.g_00818
OG0000663	Prbl.g_01554	Praj.g_00820
OG0000664	Prbl.g_01555	Praj.g_00821
OG0000665	Prbl.g_01568	Praj.g_00826
OG0000666	Prbl.g_01571	Praj.g_00827
OG0000667	Prbl.g_01579	Praj.g_00831
OG0000668	Prbl.g_02530	Praj.g_00869
OG0000669	Prbl.g_01588	Praj.g_00877
OG0000670	Prbl.g_01078	Praj.g_00880
OG0000671	Prbl.g_02412	Praj.g_00882
OG0000672	Prbl.g_02409	Praj.g_00885
OG0000673	Prbl.g_02406	Praj.g_00888
OG0000674	Prbl.g_02404	Praj.g_00890
OG0000675	Prbl.g_02403	Praj.g_00891
OG0000676	Prbl.g_02395	Praj.g_00893
OG0000677	Prbl.g_02393	Praj.g_00894
OG0000678	Prbl.g_02388	Praj.g_00897
OG0000679	Prbl.g_02368	Praj.g_00901
OG0000680	Prbl.g_02367	Praj.g_00902
OG0000681	Prbl.g_02365	Praj.g_00905
OG0000682	Prbl.g_02364	Praj.g_00906
OG0000683	Prbl.g_02363	Praj.g_00907
OG0000684	Prbl.g_02350	Praj.g_00748
OG0000685	Prbl.g_02352	Praj.g_00750
OG0000686	Prbl.g_02353	Praj.g_00751
OG0000687	Prbl.g_02354	Praj.g_00752
OG0000688	Prbl.g_02348	Praj.g_00755
OG0000689	Prbl.g_02347	Praj.g_00756
OG0000690	Prbl.g_02346	Praj.g_00757
OG0000691	Prbl.g_02345	Praj.g_00758
OG0000692	Prbl.g_02344	Praj.g_00760
OG0000693	Prbl.g_02343	Praj.g_00761
OG0000694	Prbl.g_02342	Praj.g_00762
OG0000695	Prbl.g_02444	Praj.g_00921
OG0000696	Prbl.g_02445	Praj.g_00922
OG0000697	Prbl.g_02447	Praj.g_00923
OG0000698	Prbl.g_02450	Praj.g_00926
OG0000699	Prbl.g_02452	Praj.g_00927
OG0000700	Prbl.g_02453	Praj.g_00928
OG0000701	Prbl.g_02454	Praj.g_00929
OG0000702	Prbl.g_02462	Praj.g_00931
OG0000703	Prbl.g_02463	Praj.g_00932
OG0000704	Prbl.g_02465	Praj.g_00933
OG0000705	Prbl.g_02471	Praj.g_00939
OG0000706	Prbl.g_02472	Praj.g_00940
OG0000707	Prbl.g_02473	Praj.g_00941
OG0000708	Prbl.g_02475	Praj.g_00943
OG0000709	Prbl.g_02482	Praj.g_00947
OG0000710	Prbl.g_02486	Praj.g_00950
OG0000711	Prbl.g_02508	Praj.g_00966
OG0000712	Prbl.g_02509	Praj.g_00968
OG0000713	Prbl.g_02510	Praj.g_00969
OG0000714	Prbl.g_02514	Praj.g_00970
OG0000715	Prbl.g_02516	Praj.g_00972
OG0000716	Prbl.g_02520	Praj.g_00973
OG0000717	Prbl.g_02521	Praj.g_00974
OG0000718	Prbl.g_02526	Praj.g_00991
OG0000719	Prbl.g_02528	Praj.g_00992
OG0000720	Prbl.g_02541	Praj.g_01002
OG0000721	Prbl.g_02542	Praj.g_01003
OG0000722	Prbl.g_02543	Praj.g_01004
OG0000723	Prbl.g_02547	Praj.g_01008
OG0000724	Prbl.g_00932	Praj.g_01019
OG0000725	Prbl.g_00925	Praj.g_00845
OG0000726	Prbl.g_00924	Praj.g_00844
OG0000727	Prbl.g_00923	Praj.g_00843
OG0000728	Prbl.g_00922	Praj.g_00841
OG0000729	Prbl.g_02062	Praj.g_02022
OG0000730	Prbl.g_01199	Praj.g_00378
OG0000731	Prbl.g_01208	Praj.g_00386
OG0000732	Prbl.g_01993	Praj.g_02081
OG0000733	Prbl.g_02197	Praj.g_01833
OG0000734	Prbl.g_00545	Praj.g_01476
OG0000735	Prbl.g_02066	Praj.g_01474
OG0000736	Prbl.g_02067	Praj.g_01473
OG0000737	Prbl.g_02068	Praj.g_01472
OG0000738	Prbl.g_02075	Praj.g_01468
OG0000739	Prbl.g_02077	Praj.g_01467
OG0000740	Prbl.g_02078	Praj.g_01466
OG0000741	Prbl.g_02081	Praj.g_01464
OG0000742	Prbl.g_02083	Praj.g_01462
OG0000743	Prbl.g_02085	Praj.g_01460
OG0000744	Prbl.g_02086	Praj.g_01459
OG0000745	Prbl.g_02088	Praj.g_01458
OG0000746	Prbl.g_02090	Praj.g_01456
OG0000747	Prbl.g_02091	Praj.g_01455
OG0000748	Prbl.g_02103	Praj.g_01451
OG0000749	Prbl.g_02104	Praj.g_01450
OG0000750	Prbl.g_02105	Praj.g_01449
OG0000751	Prbl.g_00179	Praj.g_01446
OG0000752	Prbl.g_00181	Praj.g_01444
OG0000753	Prbl.g_00184	Praj.g_01442
OG0000754	Prbl.g_01379	Praj.g_01438
OG0000755	Prbl.g_01120	Praj.g_01434
OG0000756	Prbl.g_01119	Praj.g_01433
OG0000757	Prbl.g_01112	Praj.g_01426
OG0000758	Prbl.g_01111	Praj.g_01425
OG0000759	Prbl.g_01110	Praj.g_01424
OG0000760	Prbl.g_01109	Praj.g_01423
OG0000761	Prbl.g_01108	Praj.g_01422
OG0000762	Prbl.g_01377	Praj.g_01421
OG0000763	Prbl.g_01375	Praj.g_01419
OG0000764	Prbl.g_01374	Praj.g_01418
OG0000765	Prbl.g_02590	Praj.g_01409
OG0000766	Prbl.g_02591	Praj.g_01408
OG0000767	Prbl.g_02593	Praj.g_01407
OG0000768	Prbl.g_02594	Praj.g_01406
OG0000769	Prbl.g_00186	Praj.g_01404
OG0000770	Prbl.g_01103	Praj.g_01403
OG0000771	Prbl.g_00937	Praj.g_01014
OG0000772	Prbl.g_00461	Praj.g_01246
OG0000773	Prbl.g_00113	Praj.g_01519
OG0000774	Prbl.g_01713	Praj.g_01522
OG0000775	Prbl.g_01715	Praj.g_01523
OG0000776	Prbl.g_01716	Praj.g_01524
OG0000777	Prbl.g_01717	Praj.g_01525
OG0000778	Prbl.g_01718	Praj.g_01526
OG0000779	Prbl.g_01723	Praj.g_01530
OG0000780	Prbl.g_01726	Praj.g_01531
OG0000781	Prbl.g_01730	Praj.g_01534
OG0000782	Prbl.g_01731	Praj.g_01535
OG0000783	Prbl.g_01732	Praj.g_01536
OG0000784	Prbl.g_01733	Praj.g_01537
OG0000785	Prbl.g_01735	Praj.g_01539
OG0000786	Prbl.g_01738	Praj.g_01542
OG0000787	Prbl.g_01739	Praj.g_01543
OG0000788	Prbl.g_00658	Praj.g_00732
OG0000789	Prbl.g_01695	Praj.g_01011
OG0000790	Prbl.g_00498	Praj.g_01580
OG0000791	Prbl.g_00496	Praj.g_01582
OG0000792	Prbl.g_00495	Praj.g_01583
OG0000793	Prbl.g_00491	Praj.g_01586
OG0000794	Prbl.g_00490	Praj.g_01587
OG0000795	Prbl.g_00489	Praj.g_01588
OG0000796	Prbl.g_00485	Praj.g_01592
OG0000797	Prbl.g_00484	Praj.g_01593
OG0000799	Prbl.g_00152	Praj.g_01613
OG0000800	Prbl.g_00153	Praj.g_01614
OG0000801	Prbl.g_00154	Praj.g_01615
OG0000802	Prbl.g_00161	Praj.g_01617
OG0000803	Prbl.g_00257	Praj.g_01619
OG0000804	Prbl.g_00255	Praj.g_01620
OG0000805	Prbl.g_00253	Praj.g_01622
OG0000806	Prbl.g_00251	Praj.g_01624
OG0000807	Prbl.g_00249	Praj.g_01625
OG0000808	Prbl.g_00248	Praj.g_01626
OG0000809	Prbl.g_00244	Praj.g_01630
OG0000810	Prbl.g_00243	Praj.g_01631
OG0000811	Prbl.g_00231	Praj.g_01635
OG0000812	Prbl.g_00229	Praj.g_01637
OG0000813	Prbl.g_00228	Praj.g_01638
OG0000814	Prbl.g_00226	Praj.g_01640
OG0000815	Prbl.g_00225	Praj.g_01641
OG0000816	Prbl.g_00223	Praj.g_01643
OG0000817	Prbl.g_00222	Praj.g_01644
OG0000818	Prbl.g_00684	Praj.g_01648
OG0000819	Prbl.g_00685	Praj.g_01649
OG0000820	Prbl.g_00686	Praj.g_01650
OG0000821	Prbl.g_00693	Praj.g_01653
OG0000822	Prbl.g_00695	Praj.g_01654
OG0000823	Prbl.g_00696	Praj.g_01655
OG0000824	Prbl.g_00700	Praj.g_01658
OG0000825	Prbl.g_00701	Praj.g_01659
OG0000826	Prbl.g_00702	Praj.g_01660
OG0000827	Prbl.g_00703	Praj.g_01661
OG0000828	Prbl.g_00706	Praj.g_01664
OG0000829	Prbl.g_00707	Praj.g_01665
OG0000830	Prbl.g_00708	Praj.g_01666
OG0000831	Prbl.g_00710	Praj.g_01668
OG0000832	Prbl.g_00456	Praj.g_01678
OG0000833	Prbl.g_00448	Praj.g_01686
OG0000834	Prbl.g_00447	Praj.g_01687
OG0000835	Prbl.g_00446	Praj.g_01688
OG0000836	Prbl.g_00444	Praj.g_01690
OG0000837	Prbl.g_00443	Praj.g_01691
OG0000838	Prbl.g_00440	Praj.g_01693
OG0000839	Prbl.g_00439	Praj.g_01694
OG0000840	Prbl.g_00438	Praj.g_01695
OG0000841	Prbl.g_00437	Praj.g_01696
OG0000842	Prbl.g_00436	Praj.g_01697
OG0000843	Prbl.g_00435	Praj.g_01698
OG0000844	Prbl.g_00433	Praj.g_01699
OG0000845	Prbl.g_00432	Praj.g_01700
OG0000846	Prbl.g_00431	Praj.g_01701
OG0000847	Prbl.g_00430	Praj.g_01702
OG0000848	Prbl.g_00429	Praj.g_01703
OG0000849	Prbl.g_00428	Praj.g_01704
OG0000850	Prbl.g_00427	Praj.g_01706
OG0000851	Prbl.g_00423	Praj.g_01707
OG0000852	Prbl.g_00422	Praj.g_01708
OG0000853	Prbl.g_00418	Praj.g_01713
OG0000854	Prbl.g_00416	Praj.g_01715
OG0000855	Prbl.g_00415	Praj.g_01716
OG0000856	Prbl.g_01627	Praj.g_01599
OG0000857	Prbl.g_02318	Praj.g_00785
OG0000858	Prbl.g_00404	Praj.g_01763
OG0000859	Prbl.g_00403	Praj.g_01764
OG0000860	Prbl.g_00392	Praj.g_01770
OG0000861	Prbl.g_00391	Praj.g_01771
OG0000862	Prbl.g_00389	Praj.g_01772
OG0000863	Prbl.g_00385	Praj.g_01773
OG0000864	Prbl.g_00383	Praj.g_01774
OG0000865	Prbl.g_00382	Praj.g_01775
OG0000866	Prbl.g_00381	Praj.g_01776
OG0000867	Prbl.g_00380	Praj.g_01777
OG0000868	Prbl.g_00378	Praj.g_01778
OG0000869	Prbl.g_00375	Praj.g_01781
OG0000870	Prbl.g_00370	Praj.g_01786
OG0000871	Prbl.g_00369	Praj.g_01787
OG0000872	Prbl.g_00367	Praj.g_01788
OG0000873	Prbl.g_00364	Praj.g_01791
OG0000874	Prbl.g_00360	Praj.g_01794
OG0000875	Prbl.g_00359	Praj.g_01796
OG0000876	Prbl.g_00358	Praj.g_01797
OG0000877	Prbl.g_00355	Praj.g_01799
OG0000878	Prbl.g_00354	Praj.g_01800
OG0000879	Prbl.g_00353	Praj.g_01801
OG0000880	Prbl.g_00352	Praj.g_01802
OG0000881	Prbl.g_00347	Praj.g_01805
OG0000882	Prbl.g_00342	Praj.g_01810
OG0000883	Prbl.g_00340	Praj.g_01812
OG0000884	Prbl.g_00338	Praj.g_01814
OG0000885	Prbl.g_00337	Praj.g_01815
OG0000886	Prbl.g_00336	Praj.g_01816
OG0000887	Prbl.g_00335	Praj.g_01817
OG0000888	Prbl.g_00333	Praj.g_01819
OG0000889	Prbl.g_00331	Praj.g_01821
OG0000890	Prbl.g_00317	Praj.g_01822
OG0000891	Prbl.g_00316	Praj.g_01823
OG0000892	Prbl.g_02620	Praj.g_01825
OG0000893	Prbl.g_02680	Praj.g_01868
OG0000894	Prbl.g_02684	Praj.g_01871
OG0000895	Prbl.g_01061	Praj.g_01874
OG0000896	Prbl.g_01060	Praj.g_01875
OG0000897	Prbl.g_01058	Praj.g_01877
OG0000898	Prbl.g_01057	Praj.g_01878
OG0000899	Prbl.g_01056	Praj.g_01879
OG0000900	Prbl.g_01055	Praj.g_01880
OG0000901	Prbl.g_01051	Praj.g_01883
OG0000902	Prbl.g_01049	Praj.g_01885
OG0000903	Prbl.g_00954	Praj.g_01894
OG0000904	Prbl.g_00949	Praj.g_01889
OG0000905	Prbl.g_00947	Praj.g_01887
OG0000906	Prbl.g_01045	Praj.g_01886
OG0000907	Prbl.g_00956	Praj.g_01909
OG0000908	Prbl.g_00959	Praj.g_01912
OG0000909	Prbl.g_00960	Praj.g_01913
OG0000910	Prbl.g_00961	Praj.g_01914
OG0000911	Prbl.g_00963	Praj.g_01916
OG0000912	Prbl.g_00964	Praj.g_01917
OG0000913	Prbl.g_00965	Praj.g_01918
OG0000914	Prbl.g_00966	Praj.g_01919
OG0000915	Prbl.g_00967	Praj.g_01920
OG0000916	Prbl.g_00968	Praj.g_01921
OG0000917	Prbl.g_00969	Praj.g_01922
OG0000918	Prbl.g_00970	Praj.g_01923
OG0000919	Prbl.g_00971	Praj.g_01924
OG0000920	Prbl.g_00972	Praj.g_01925
OG0000921	Prbl.g_00973	Praj.g_01926
OG0000922	Prbl.g_00974	Praj.g_01927
OG0000923	Prbl.g_00978	Praj.g_01931
OG0000924	Prbl.g_00979	Praj.g_01932
OG0000925	Prbl.g_00980	Praj.g_01933
OG0000926	Prbl.g_00981	Praj.g_01934
OG0000927	Prbl.g_00983	Praj.g_01936
OG0000928	Prbl.g_00984	Praj.g_01937
OG0000929	Prbl.g_00985	Praj.g_01938
OG0000930	Prbl.g_00986	Praj.g_01939
OG0000931	Prbl.g_00987	Praj.g_01940
OG0000932	Prbl.g_00988	Praj.g_01941
OG0000933	Prbl.g_00993	Praj.g_01945
OG0000934	Prbl.g_00995	Praj.g_01947
OG0000935	Prbl.g_00996	Praj.g_01948
OG0000936	Prbl.g_00997	Praj.g_01949
OG0000937	Prbl.g_00998	Praj.g_01950
OG0000938	Prbl.g_01127	Praj.g_01953
OG0000939	Prbl.g_01128	Praj.g_01954
OG0000940	Prbl.g_01137	Praj.g_01961
OG0000941	Prbl.g_01139	Praj.g_01963
OG0000942	Prbl.g_01141	Praj.g_01965
OG0000943	Prbl.g_01142	Praj.g_01966
OG0000944	Prbl.g_01144	Praj.g_01968
OG0000945	Prbl.g_01146	Praj.g_01969
OG0000946	Prbl.g_01174	Praj.g_01975
OG0000947	Prbl.g_01177	Praj.g_01977
OG0000948	Prbl.g_01178	Praj.g_01978
OG0000949	Prbl.g_01181	Praj.g_01981
OG0000950	Prbl.g_00856	Praj.g_01986
OG0000951	Prbl.g_00851	Praj.g_01990
OG0000952	Prbl.g_00844	Praj.g_01994
OG0000953	Prbl.g_00840	Praj.g_01998
OG0000954	Prbl.g_01306	Praj.g_02002
OG0000955	Prbl.g_01305	Praj.g_02003
OG0000956	Prbl.g_01303	Praj.g_02005
OG0000957	Prbl.g_01287	Praj.g_02010
OG0000958	Prbl.g_01286	Praj.g_02011
OG0000959	Prbl.g_02638	Praj.g_02015
OG0000960	Prbl.g_02637	Praj.g_02016
OG0000961	Prbl.g_01235	Praj.g_02019
OG0000962	Prbl.g_02063	Praj.g_02021
OG0000963	Prbl.g_02058	Praj.g_02026
OG0000964	Prbl.g_02057	Praj.g_02027
OG0000965	Prbl.g_02056	Praj.g_02028
OG0000966	Prbl.g_02023	Praj.g_02059
OG0000967	Prbl.g_02017	Praj.g_02063
OG0000968	Prbl.g_02014	Praj.g_02065
OG0000969	Prbl.g_02012	Praj.g_02066
OG0000970	Prbl.g_02011	Praj.g_02067
OG0000971	Prbl.g_02009	Praj.g_02068
OG0000972	Prbl.g_02008	Praj.g_02069
OG0000973	Prbl.g_02007	Praj.g_02070
OG0000974	Prbl.g_02006	Praj.g_02071
OG0000975	Prbl.g_02005	Praj.g_02072
OG0000976	Prbl.g_02004	Praj.g_02073
OG0000977	Prbl.g_02002	Praj.g_02074
OG0000978	Prbl.g_02001	Praj.g_02075
OG0000979	Prbl.g_01998	Praj.g_02078
OG0000980	Prbl.g_01994	Praj.g_02080
OG0000981	Prbl.g_01991	Praj.g_02083
OG0000982	Prbl.g_02238	Praj.g_02085
OG0000983	Prbl.g_02237	Praj.g_02086
OG0000984	Prbl.g_02236	Praj.g_02087
OG0000985	Prbl.g_02232	Praj.g_02090
OG0000986	Prbl.g_02230	Praj.g_02092
OG0000987	Prbl.g_02228	Praj.g_02093
OG0000988	Prbl.g_02224	Praj.g_02096
OG0000989	Prbl.g_02214	Praj.g_02100
OG0000990	Prbl.g_02192	Praj.g_02105
OG0000991	Prbl.g_02189	Praj.g_02106
OG0000992	Prbl.g_02186	Praj.g_02109
OG0000993	Prbl.g_02185	Praj.g_02110
OG0000994	Prbl.g_02182	Praj.g_02111
OG0000995	Prbl.g_02173	Praj.g_02115
OG0000996	Prbl.g_02160	Praj.g_02116
OG0000997	Prbl.g_02151	Praj.g_02124
OG0000998	Prbl.g_02149	Praj.g_02126
OG0000999	Prbl.g_02148	Praj.g_02127
OG0001000	Prbl.g_02145	Praj.g_02130, Praj.g_02131
OG0001001	Prbl.g_02141	Praj.g_02134
OG0001002	Prbl.g_02134	Praj.g_02139
OG0001003	Prbl.g_02132	Praj.g_02141
OG0001004	Prbl.g_02131	Praj.g_02142
OG0001005	Prbl.g_02129	Praj.g_02143
OG0001006	Prbl.g_02123	Praj.g_02147
OG0001007	Prbl.g_02121	Praj.g_02149
OG0001008	Prbl.g_00651	Praj.g_00431
OG0001009	Prbl.g_01972	Praj.g_00027
OG0001010	Prbl.g_01973	Praj.g_00028
OG0001011	Prbl.g_01975	Praj.g_00029
OG0001012	Prbl.g_02241	Praj.g_00047
OG0001013	Prbl.g_02266	Praj.g_00052
OG0001014	Prbl.g_02275	Praj.g_00055
OG0001015	Prbl.g_02276	Praj.g_00056
OG0001016	Prbl.g_00603	Praj.g_00111
OG0001017	Prbl.g_00597	Praj.g_00115
OG0001018	Prbl.g_00595	Praj.g_00118
OG0001019	Prbl.g_00582	Praj.g_00127
OG0001020	Prbl.g_00576	Praj.g_00128
OG0001021	Prbl.g_00572	Praj.g_00129
OG0001022	Prbl.g_00567	Praj.g_00132
OG0001023	Prbl.g_00566	Praj.g_00133
OG0001024	Prbl.g_00562	Praj.g_00136
OG0001025	Prbl.g_00555	Praj.g_00143
OG0001026	Prbl.g_00542	Praj.g_00151
OG0001027	Prbl.g_01332	Praj.g_00152
OG0001028	Prbl.g_01330	Praj.g_00154
OG0001029	Prbl.g_01328	Praj.g_00156
OG0001030	Prbl.g_00822	Praj.g_00172
OG0001031	Prbl.g_00074	Praj.g_00226
OG0001032	Prbl.g_00077	Praj.g_00227
OG0001033	Prbl.g_01281	Praj.g_00247
OG0001034	Prbl.g_00199	Praj.g_00276
OG0001035	Prbl.g_01498	Praj.g_00293
OG0001036	Prbl.g_01494	Praj.g_00297
OG0001037	Prbl.g_01492	Praj.g_00298
OG0001038	Prbl.g_01455	Praj.g_00314
OG0001039	Prbl.g_01452	Praj.g_00316
OG0001040	Prbl.g_01449	Praj.g_00319
OG0001041	Prbl.g_01444	Praj.g_00323
OG0001042	Prbl.g_01419	Praj.g_00339
OG0001043	Prbl.g_01417	Praj.g_00340
OG0001044	Prbl.g_01200	Praj.g_00379
OG0001045	Prbl.g_01211	Praj.g_00388
OG0001046	Prbl.g_00410	Praj.g_01081
OG0001047	Prbl.g_00649	Praj.g_00433
OG0001048	Prbl.g_00648	Praj.g_00434
OG0001049	Prbl.g_00645	Praj.g_00436
OG0001050	Prbl.g_00644	Praj.g_00437
OG0001051	Prbl.g_00643	Praj.g_00438
OG0001052	Prbl.g_01344	Praj.g_00464
OG0001053	Prbl.g_00514	Praj.g_00476
OG0001054	Prbl.g_00532	Praj.g_00490
OG0001055	Prbl.g_00790	Praj.g_00509
OG0001056	Prbl.g_00761	Praj.g_00527
OG0001057	Prbl.g_00749	Praj.g_00532
OG0001058	Prbl.g_01883	Praj.g_00540
OG0001059	Prbl.g_01887	Praj.g_00544
OG0001060	Prbl.g_01894	Praj.g_00551
OG0001061	Prbl.g_01796	Praj.g_00564
OG0001062	Prbl.g_01794	Praj.g_00566
OG0001063	Prbl.g_01790	Praj.g_00567
OG0001064	Prbl.g_01789	Praj.g_00568
OG0001065	Prbl.g_01788	Praj.g_00569
OG0001066	Prbl.g_01787	Praj.g_00570
OG0001067	Prbl.g_01786	Praj.g_00571
OG0001068	Prbl.g_01785	Praj.g_00572
OG0001069	Prbl.g_01784	Praj.g_00573
OG0001070	Prbl.g_01780	Praj.g_00575
OG0001071	Prbl.g_01779	Praj.g_00576
OG0001072	Prbl.g_01776	Praj.g_00577
OG0001073	Prbl.g_01757	Praj.g_00591
OG0001074	Prbl.g_01610	Praj.g_00603
OG0001075	Prbl.g_01611	Praj.g_00604
OG0001076	Prbl.g_01619	Praj.g_00611
OG0001077	Prbl.g_01629	Praj.g_00616
OG0001078	Prbl.g_01640	Praj.g_00624
OG0001079	Prbl.g_01659	Praj.g_00635
OG0001080	Prbl.g_01041	Praj.g_00641
OG0001081	Prbl.g_01031	Praj.g_00643
OG0001082	Prbl.g_01030	Praj.g_00644
OG0001083	Prbl.g_01405	Praj.g_00649
OG0001084	Prbl.g_01404	Praj.g_00650
OG0001085	Prbl.g_01394	Praj.g_00660
OG0001086	Prbl.g_01392	Praj.g_00661
OG0001087	Prbl.g_01853	Praj.g_00681
OG0001088	Prbl.g_01857	Praj.g_00682
OG0001089	Prbl.g_00024	Praj.g_00690
OG0001090	Prbl.g_02565	Praj.g_00699
OG0001091	Prbl.g_02563	Praj.g_00701
OG0001092	Prbl.g_02562	Praj.g_00702
OG0001093	Prbl.g_02558	Praj.g_00707
OG0001094	Prbl.g_02341	Praj.g_00763
OG0001095	Prbl.g_02322	Praj.g_00782
OG0001096	Prbl.g_02306	Praj.g_00797
OG0001097	Prbl.g_01550	Praj.g_00817
OG0001098	Prbl.g_02423	Praj.g_00835
OG0001099	Prbl.g_01329	Praj.g_00872
OG0001100	Prbl.g_02414	Praj.g_00879
OG0001101	Prbl.g_02413	Praj.g_00881
OG0001102	Prbl.g_02410	Praj.g_00884
OG0001103	Prbl.g_02408	Praj.g_00886
OG0001104	Prbl.g_02351	Praj.g_00749
OG0001105	Prbl.g_02356	Praj.g_00753
OG0001106	Prbl.g_02466	Praj.g_00934
OG0001107	Prbl.g_02476	Praj.g_00944
OG0001108	Prbl.g_02483	Praj.g_00948
OG0001109	Prbl.g_02485	Praj.g_00949
OG0001110	Prbl.g_02487	Praj.g_00951
OG0001111	Prbl.g_02489	Praj.g_00952
OG0001112	Prbl.g_02491	Praj.g_00953
OG0001113	Prbl.g_02492	Praj.g_00954
OG0001114	Prbl.g_02493	Praj.g_00955
OG0001115	Prbl.g_02495	Praj.g_00957
OG0001116	Prbl.g_02496	Praj.g_00958
OG0001117	Prbl.g_02497	Praj.g_00959
OG0001118	Prbl.g_02498	Praj.g_00960
OG0001119	Prbl.g_02499	Praj.g_00961
OG0001120	Prbl.g_02501	Praj.g_00963
OG0001122	Prbl.g_02529	Praj.g_00993
OG0001123	Prbl.g_02536	Praj.g_00997
OG0001124	Prbl.g_02538	Praj.g_00999
OG0001125	Prbl.g_02540	Praj.g_01001
OG0001126	Prbl.g_00939	Praj.g_01012
