Orthogroup	Prbl	Prar
OG0000572	Prbl.g_01781	Prar.g_01415
OG0000573	Prbl.g_01774	Prar.g_01422
OG0000574	Prbl.g_01773	Prar.g_01423
OG0000575	Prbl.g_01764	Prar.g_01427
OG0000576	Prbl.g_01762	Prar.g_01429
OG0000577	Prbl.g_01761	Prar.g_01430
OG0000578	Prbl.g_01760	Prar.g_01431
OG0000579	Prbl.g_01759	Prar.g_01432
OG0000580	Prbl.g_01758	Prar.g_01433
OG0000581	Prbl.g_01754	Prar.g_01435
OG0000582	Prbl.g_01750	Prar.g_01438
OG0000583	Prbl.g_01749	Prar.g_01439
OG0000584	Prbl.g_01748	Prar.g_01440
OG0000585	Prbl.g_01746	Prar.g_01442
OG0000586	Prbl.g_01744	Prar.g_01443
OG0000587	Prbl.g_01742	Prar.g_01444
OG0000588	Prbl.g_01613	Prar.g_01448
OG0000589	Prbl.g_01616	Prar.g_01451
OG0000590	Prbl.g_01617	Prar.g_01452
OG0000591	Prbl.g_01624	Prar.g_01455
OG0000592	Prbl.g_01625	Prar.g_01456
OG0000593	Prbl.g_01635	Prar.g_01462
OG0000594	Prbl.g_01636	Prar.g_01463
OG0000595	Prbl.g_01637	Prar.g_01464
OG0000596	Prbl.g_01642	Prar.g_01468
OG0000597	Prbl.g_01645	Prar.g_01470
OG0000598	Prbl.g_01646	Prar.g_01471
OG0000599	Prbl.g_01656	Prar.g_01474
OG0000600	Prbl.g_01657	Prar.g_01475
OG0000601	Prbl.g_01658	Prar.g_01476
OG0000602	Prbl.g_01662	Prar.g_01478
OG0000603	Prbl.g_01663	Prar.g_01479
OG0000604	Prbl.g_01664	Prar.g_01480
OG0000605	Prbl.g_01043	Prar.g_01481
OG0000606	Prbl.g_01032	Prar.g_01484
OG0000607	Prbl.g_01412	Prar.g_01487
OG0000608	Prbl.g_01411	Prar.g_01488
OG0000609	Prbl.g_01409	Prar.g_01489
OG0000610	Prbl.g_01401	Prar.g_01494
OG0000611	Prbl.g_01398	Prar.g_01497
OG0000612	Prbl.g_01397	Prar.g_01498
OG0000613	Prbl.g_00891	Prar.g_01503
OG0000614	Prbl.g_01872	Prar.g_01522
OG0000615	Prbl.g_02373	Prar.g_01530
OG0000616	Prbl.g_02137	Prar.g_01534
OG0000617	Prbl.g_02561	Prar.g_01605
OG0000618	Prbl.g_02560	Prar.g_01606
OG0000619	Prbl.g_02559	Prar.g_01607
OG0000620	Prbl.g_02555	Prar.g_01610
OG0000621	Prbl.g_02554	Prar.g_01611
OG0000622	Prbl.g_02553	Prar.g_01612
OG0000623	Prbl.g_02552	Prar.g_01613
OG0000624	Prbl.g_02551	Prar.g_01614
OG0000625	Prbl.g_02550	Prar.g_01615
OG0000626	Prbl.g_02549	Prar.g_01616
OG0000627	Prbl.g_02426	Prar.g_01617
OG0000628	Prbl.g_02427	Prar.g_01618
OG0000629	Prbl.g_02430	Prar.g_01619
OG0000630	Prbl.g_02434	Prar.g_01622
OG0000631	Prbl.g_02440	Prar.g_01675
OG0000632	Prbl.g_02441	Prar.g_01676
OG0000633	Prbl.g_02442	Prar.g_01677
OG0000634	Prbl.g_02339	Prar.g_01680
OG0000635	Prbl.g_02338	Prar.g_01681
OG0000636	Prbl.g_02336	Prar.g_01683
OG0000637	Prbl.g_02334	Prar.g_01685
OG0000638	Prbl.g_02333	Prar.g_01686
OG0000639	Prbl.g_02332	Prar.g_01687
OG0000640	Prbl.g_02331	Prar.g_01688
OG0000641	Prbl.g_02327	Prar.g_01692
OG0000642	Prbl.g_02326	Prar.g_01693
OG0000643	Prbl.g_02325	Prar.g_01694
OG0000644	Prbl.g_02324	Prar.g_01695
OG0000645	Prbl.g_02323	Prar.g_01696
OG0000646	Prbl.g_02320	Prar.g_01698
OG0000647	Prbl.g_02317	Prar.g_01699
OG0000648	Prbl.g_02315	Prar.g_01701
OG0000649	Prbl.g_02314	Prar.g_01702
OG0000650	Prbl.g_02313	Prar.g_01703
OG0000651	Prbl.g_02312	Prar.g_01704
OG0000652	Prbl.g_02311	Prar.g_01705
OG0000653	Prbl.g_02309	Prar.g_01707
OG0000654	Prbl.g_02308	Prar.g_01708
OG0000655	Prbl.g_02307	Prar.g_01709
OG0000656	Prbl.g_02304	Prar.g_01712
OG0000657	Prbl.g_01540	Prar.g_01719
OG0000658	Prbl.g_01542	Prar.g_01720
OG0000659	Prbl.g_01543	Prar.g_01721
OG0000660	Prbl.g_01547	Prar.g_01725
OG0000661	Prbl.g_01549	Prar.g_01727
OG0000662	Prbl.g_01551	Prar.g_01729
OG0000663	Prbl.g_01554	Prar.g_01731
OG0000664	Prbl.g_01555	Prar.g_01732
OG0000665	Prbl.g_01568	Prar.g_01736
OG0000666	Prbl.g_01571	Prar.g_01737
OG0000667	Prbl.g_01579	Prar.g_01742
OG0000668	Prbl.g_02530	Prar.g_01759
OG0000669	Prbl.g_01588	Prar.g_01767
OG0000670	Prbl.g_01078	Prar.g_01769
OG0000671	Prbl.g_02412	Prar.g_01771
OG0000672	Prbl.g_02409	Prar.g_01774
OG0000673	Prbl.g_02406	Prar.g_01777
OG0000674	Prbl.g_02404	Prar.g_01779
OG0000675	Prbl.g_02403	Prar.g_01780
OG0000676	Prbl.g_02395	Prar.g_01782
OG0000677	Prbl.g_02393	Prar.g_01783
OG0000678	Prbl.g_02388	Prar.g_01785
OG0000679	Prbl.g_02368	Prar.g_01789
OG0000680	Prbl.g_02367	Prar.g_01790
OG0000681	Prbl.g_02365	Prar.g_01792
OG0000682	Prbl.g_02364	Prar.g_01793
OG0000683	Prbl.g_02363	Prar.g_01794
OG0000684	Prbl.g_02350	Prar.g_01795
OG0000685	Prbl.g_02352	Prar.g_01797
OG0000686	Prbl.g_02353	Prar.g_01798
OG0000687	Prbl.g_02354	Prar.g_01799
OG0000688	Prbl.g_02348	Prar.g_01802
OG0000689	Prbl.g_02347	Prar.g_01803
OG0000690	Prbl.g_02346	Prar.g_01804
OG0000691	Prbl.g_02345	Prar.g_01805
OG0000692	Prbl.g_02344	Prar.g_01807
OG0000693	Prbl.g_02343	Prar.g_01808
OG0000694	Prbl.g_02342	Prar.g_01809
OG0000695	Prbl.g_02444	Prar.g_01811
OG0000696	Prbl.g_02445	Prar.g_01812
OG0000697	Prbl.g_02447	Prar.g_01813
OG0000698	Prbl.g_02450	Prar.g_01816
OG0000699	Prbl.g_02452	Prar.g_01817
OG0000700	Prbl.g_02453	Prar.g_01818
OG0000701	Prbl.g_02454	Prar.g_01819
OG0000702	Prbl.g_02462	Prar.g_01821
OG0000703	Prbl.g_02463	Prar.g_01822
OG0000704	Prbl.g_02465	Prar.g_01823
OG0000705	Prbl.g_02471	Prar.g_01827
OG0000706	Prbl.g_02472	Prar.g_01828
OG0000707	Prbl.g_02473	Prar.g_01829
OG0000708	Prbl.g_02475	Prar.g_01830
OG0000709	Prbl.g_02482	Prar.g_01834
OG0000710	Prbl.g_02486	Prar.g_01837
OG0000711	Prbl.g_02508	Prar.g_01853
OG0000712	Prbl.g_02509	Prar.g_01855
OG0000713	Prbl.g_02510	Prar.g_01856
OG0000714	Prbl.g_02514	Prar.g_01857
OG0000715	Prbl.g_02516	Prar.g_01859
OG0000716	Prbl.g_02520	Prar.g_01861
OG0000717	Prbl.g_02521	Prar.g_01862
OG0000718	Prbl.g_02526	Prar.g_01873
OG0000719	Prbl.g_02528	Prar.g_01875
OG0000720	Prbl.g_02541	Prar.g_01884
OG0000721	Prbl.g_02542	Prar.g_01886
OG0000722	Prbl.g_02543	Prar.g_01887
OG0000723	Prbl.g_02547	Prar.g_01890
OG0000724	Prbl.g_00932	Prar.g_01899
OG0000725	Prbl.g_00925	Prar.g_01905
OG0000726	Prbl.g_00924	Prar.g_01906
OG0000727	Prbl.g_00923	Prar.g_01907
OG0000728	Prbl.g_00922	Prar.g_01909
OG0000729	Prbl.g_02062	Prar.g_01955
OG0000730	Prbl.g_01199	Prar.g_01324
OG0000731	Prbl.g_01208	Prar.g_01320
OG0000732	Prbl.g_01993	Prar.g_01314
OG0000733	Prbl.g_02197	Prar.g_01295
OG0000734	Prbl.g_00545	Prar.g_01278
OG0000735	Prbl.g_02066	Prar.g_01276
OG0000736	Prbl.g_02067	Prar.g_01275
OG0000737	Prbl.g_02068	Prar.g_01274
OG0000738	Prbl.g_02075	Prar.g_01270
OG0000739	Prbl.g_02077	Prar.g_01269
OG0000740	Prbl.g_02078	Prar.g_01268
OG0000741	Prbl.g_02081	Prar.g_01267
OG0000742	Prbl.g_02083	Prar.g_01264
OG0000743	Prbl.g_02085	Prar.g_01262
OG0000744	Prbl.g_02086	Prar.g_01261
OG0000745	Prbl.g_02088	Prar.g_01260
OG0000746	Prbl.g_02090	Prar.g_01258
OG0000747	Prbl.g_02091	Prar.g_01257
OG0000748	Prbl.g_02103	Prar.g_01254
OG0000749	Prbl.g_02104	Prar.g_01253
OG0000750	Prbl.g_02105	Prar.g_01252
OG0000751	Prbl.g_00179	Prar.g_01250
OG0000752	Prbl.g_00181	Prar.g_01248
OG0000753	Prbl.g_00184	Prar.g_01245
OG0000754	Prbl.g_01379	Prar.g_01242
OG0000755	Prbl.g_01120	Prar.g_01239
OG0000756	Prbl.g_01119	Prar.g_01238
OG0000757	Prbl.g_01112	Prar.g_01232
OG0000758	Prbl.g_01111	Prar.g_01231
OG0000759	Prbl.g_01110	Prar.g_01230
OG0000760	Prbl.g_01109	Prar.g_01229
OG0000761	Prbl.g_01108	Prar.g_01228
OG0000762	Prbl.g_01377	Prar.g_01227
OG0000763	Prbl.g_01375	Prar.g_01225
OG0000764	Prbl.g_01374	Prar.g_01224
OG0000765	Prbl.g_02590	Prar.g_01215
OG0000766	Prbl.g_02591	Prar.g_01214
OG0000767	Prbl.g_02593	Prar.g_01212
OG0000768	Prbl.g_02594	Prar.g_01211
OG0000769	Prbl.g_00186	Prar.g_01209
OG0000770	Prbl.g_01103	Prar.g_01207
OG0000771	Prbl.g_00937	Prar.g_00376
OG0000772	Prbl.g_00461	Prar.g_00976
OG0000773	Prbl.g_00113	Prar.g_00964
OG0000774	Prbl.g_01713	Prar.g_00962
OG0000775	Prbl.g_01715	Prar.g_00960
OG0000776	Prbl.g_01716	Prar.g_00959
OG0000777	Prbl.g_01717	Prar.g_00958
OG0000778	Prbl.g_01718	Prar.g_00957
OG0000779	Prbl.g_01723	Prar.g_00953
OG0000780	Prbl.g_01726	Prar.g_00952
OG0000781	Prbl.g_01730	Prar.g_00949
OG0000782	Prbl.g_01731	Prar.g_00948
OG0000783	Prbl.g_01732	Prar.g_00947
OG0000784	Prbl.g_01733	Prar.g_00946
OG0000785	Prbl.g_01735	Prar.g_00944
OG0000786	Prbl.g_01738	Prar.g_00942
OG0000787	Prbl.g_01739	Prar.g_00941
OG0000788	Prbl.g_00658	Prar.g_00924
OG0000789	Prbl.g_01695	Prar.g_00921
OG0000790	Prbl.g_00498	Prar.g_00906
OG0000791	Prbl.g_00496	Prar.g_00904
OG0000792	Prbl.g_00495	Prar.g_00903
OG0000793	Prbl.g_00491	Prar.g_00900
OG0000794	Prbl.g_00490	Prar.g_00899
OG0000795	Prbl.g_00489	Prar.g_00898
OG0000796	Prbl.g_00485	Prar.g_00894
OG0000797	Prbl.g_00484	Prar.g_00893
OG0000798	Prbl.g_01456	Prar.g_00866
OG0000799	Prbl.g_00152	Prar.g_00357
OG0000800	Prbl.g_00153	Prar.g_00356
OG0000801	Prbl.g_00154	Prar.g_00355
OG0000802	Prbl.g_00161	Prar.g_00353
OG0000803	Prbl.g_00257	Prar.g_00351
OG0000804	Prbl.g_00255	Prar.g_00350
OG0000805	Prbl.g_00253	Prar.g_00348
OG0000806	Prbl.g_00251	Prar.g_00346
OG0000807	Prbl.g_00249	Prar.g_00345
OG0000808	Prbl.g_00248	Prar.g_00344
OG0000809	Prbl.g_00244	Prar.g_00341
OG0000810	Prbl.g_00243	Prar.g_00340
OG0000811	Prbl.g_00231	Prar.g_00336
OG0000812	Prbl.g_00229	Prar.g_00842
OG0000813	Prbl.g_00228	Prar.g_00841
OG0000814	Prbl.g_00226	Prar.g_00839
OG0000815	Prbl.g_00225	Prar.g_00838
OG0000816	Prbl.g_00223	Prar.g_00836
OG0000817	Prbl.g_00222	Prar.g_00835
OG0000818	Prbl.g_00684	Prar.g_00830
OG0000819	Prbl.g_00685	Prar.g_00829
OG0000820	Prbl.g_00686	Prar.g_00828
OG0000821	Prbl.g_00693	Prar.g_00824
OG0000822	Prbl.g_00695	Prar.g_00823
OG0000823	Prbl.g_00696	Prar.g_00822
OG0000824	Prbl.g_00700	Prar.g_00819
OG0000825	Prbl.g_00701	Prar.g_00818
OG0000826	Prbl.g_00702	Prar.g_00817
OG0000827	Prbl.g_00703	Prar.g_00816
OG0000828	Prbl.g_00706	Prar.g_00813
OG0000829	Prbl.g_00707	Prar.g_00812
OG0000830	Prbl.g_00708	Prar.g_00811
OG0000831	Prbl.g_00710	Prar.g_00809
OG0000832	Prbl.g_00456	Prar.g_00803
OG0000833	Prbl.g_00448	Prar.g_00795
OG0000834	Prbl.g_00447	Prar.g_00794
OG0000835	Prbl.g_00446	Prar.g_00793
OG0000836	Prbl.g_00444	Prar.g_00792
OG0000837	Prbl.g_00443	Prar.g_00791
OG0000838	Prbl.g_00440	Prar.g_00789
OG0000839	Prbl.g_00439	Prar.g_00788
OG0000840	Prbl.g_00438	Prar.g_00787
OG0000841	Prbl.g_00437	Prar.g_00786
OG0000842	Prbl.g_00436	Prar.g_00785
OG0000843	Prbl.g_00435	Prar.g_00784
OG0000844	Prbl.g_00433	Prar.g_00783
OG0000845	Prbl.g_00432	Prar.g_00782
OG0000846	Prbl.g_00431	Prar.g_00781
OG0000847	Prbl.g_00430	Prar.g_00780
OG0000848	Prbl.g_00429	Prar.g_00779
OG0000849	Prbl.g_00428	Prar.g_00778
OG0000850	Prbl.g_00427	Prar.g_00776
OG0000851	Prbl.g_00423	Prar.g_00775
OG0000852	Prbl.g_00422	Prar.g_00774
OG0000853	Prbl.g_00418	Prar.g_00770
OG0000854	Prbl.g_00416	Prar.g_00768
OG0000855	Prbl.g_00415	Prar.g_00767
OG0000856	Prbl.g_01627	Prar.g_00753
OG0000857	Prbl.g_02318	Prar.g_00725
OG0000858	Prbl.g_00404	Prar.g_01149
OG0000859	Prbl.g_00403	Prar.g_01148
OG0000860	Prbl.g_00392	Prar.g_01141
OG0000861	Prbl.g_00391	Prar.g_01140
OG0000862	Prbl.g_00389	Prar.g_01139
OG0000863	Prbl.g_00385	Prar.g_01137
OG0000864	Prbl.g_00383	Prar.g_01136
OG0000865	Prbl.g_00382	Prar.g_01135
OG0000866	Prbl.g_00381	Prar.g_01134
OG0000867	Prbl.g_00380	Prar.g_01133
OG0000868	Prbl.g_00378	Prar.g_01132
OG0000869	Prbl.g_00375	Prar.g_01128
OG0000870	Prbl.g_00370	Prar.g_01123
OG0000871	Prbl.g_00369	Prar.g_01122
OG0000872	Prbl.g_00367	Prar.g_01121
OG0000873	Prbl.g_00364	Prar.g_01965
OG0000874	Prbl.g_00360	Prar.g_01968
OG0000875	Prbl.g_00359	Prar.g_01969
OG0000876	Prbl.g_00358	Prar.g_01970
OG0000877	Prbl.g_00355	Prar.g_01963
OG0000878	Prbl.g_00354	Prar.g_01962
OG0000879	Prbl.g_00353	Prar.g_01961
OG0000880	Prbl.g_00352	Prar.g_01960
OG0000881	Prbl.g_00347	Prar.g_00595, Prar.g_01956
OG0000882	Prbl.g_00342	Prar.g_00600
OG0000883	Prbl.g_00340	Prar.g_00601
OG0000884	Prbl.g_00338	Prar.g_00603
OG0000885	Prbl.g_00337	Prar.g_00604
OG0000886	Prbl.g_00336	Prar.g_00605
OG0000887	Prbl.g_00335	Prar.g_00606
OG0000888	Prbl.g_00333	Prar.g_00608
OG0000889	Prbl.g_00331	Prar.g_00610
OG0000890	Prbl.g_00317	Prar.g_00611
OG0000891	Prbl.g_00316	Prar.g_00612
OG0000892	Prbl.g_02620	Prar.g_01119
OG0000893	Prbl.g_02680	Prar.g_01114
OG0000894	Prbl.g_02684	Prar.g_01112
OG0000895	Prbl.g_01061	Prar.g_01109
OG0000896	Prbl.g_01060	Prar.g_01108
OG0000897	Prbl.g_01058	Prar.g_01106
OG0000898	Prbl.g_01057	Prar.g_01105
OG0000899	Prbl.g_01056	Prar.g_01104
OG0000900	Prbl.g_01055	Prar.g_01103
OG0000901	Prbl.g_01051	Prar.g_01100
OG0000902	Prbl.g_01049	Prar.g_01098
OG0000903	Prbl.g_00954	Prar.g_01095
OG0000904	Prbl.g_00949	Prar.g_01093
OG0000905	Prbl.g_00947	Prar.g_01088
OG0000906	Prbl.g_01045	Prar.g_01087
OG0000907	Prbl.g_00956	Prar.g_01069
OG0000908	Prbl.g_00959	Prar.g_01066
OG0000909	Prbl.g_00960	Prar.g_01065
OG0000910	Prbl.g_00961	Prar.g_01064
OG0000911	Prbl.g_00963	Prar.g_01062
OG0000912	Prbl.g_00964	Prar.g_01061
OG0000913	Prbl.g_00965	Prar.g_01060
OG0000914	Prbl.g_00966	Prar.g_01059
OG0000915	Prbl.g_00967	Prar.g_01058
OG0000916	Prbl.g_00968	Prar.g_01057
OG0000917	Prbl.g_00969	Prar.g_01056
OG0000918	Prbl.g_00970	Prar.g_01055
OG0000919	Prbl.g_00971	Prar.g_01054
OG0000920	Prbl.g_00972	Prar.g_01053
OG0000921	Prbl.g_00973	Prar.g_01052
OG0000922	Prbl.g_00974	Prar.g_01051
OG0000923	Prbl.g_00978	Prar.g_01047
OG0000924	Prbl.g_00979	Prar.g_01046
OG0000925	Prbl.g_00980	Prar.g_01045
OG0000926	Prbl.g_00981	Prar.g_01044
OG0000927	Prbl.g_00983	Prar.g_01042
OG0000928	Prbl.g_00984	Prar.g_01041
OG0000929	Prbl.g_00985	Prar.g_01040
OG0000930	Prbl.g_00986	Prar.g_01039
OG0000931	Prbl.g_00987	Prar.g_01038
OG0000932	Prbl.g_00988	Prar.g_01037
OG0000933	Prbl.g_00993	Prar.g_01033
OG0000934	Prbl.g_00995	Prar.g_01031
OG0000935	Prbl.g_00996	Prar.g_01030
OG0000936	Prbl.g_00997	Prar.g_01029
OG0000937	Prbl.g_00998	Prar.g_01028
OG0000938	Prbl.g_01127	Prar.g_01026
OG0000939	Prbl.g_01128	Prar.g_01025
OG0000940	Prbl.g_01137	Prar.g_01019
OG0000941	Prbl.g_01139	Prar.g_01017
OG0000942	Prbl.g_01141	Prar.g_01015
OG0000943	Prbl.g_01142	Prar.g_01014
OG0000944	Prbl.g_01144	Prar.g_01013
OG0000945	Prbl.g_01146	Prar.g_01012
OG0000946	Prbl.g_01174	Prar.g_00617
OG0000947	Prbl.g_01177	Prar.g_00619
OG0000948	Prbl.g_01178	Prar.g_00620
OG0000949	Prbl.g_01181	Prar.g_00623
OG0000950	Prbl.g_00856	Prar.g_00628
OG0000951	Prbl.g_00851	Prar.g_00632
OG0000952	Prbl.g_00844	Prar.g_00636
OG0000953	Prbl.g_00840	Prar.g_00639
OG0000954	Prbl.g_01306	Prar.g_00643
OG0000955	Prbl.g_01305	Prar.g_00644
OG0000956	Prbl.g_01303	Prar.g_00646
OG0000957	Prbl.g_01287	Prar.g_00651
OG0000958	Prbl.g_01286	Prar.g_00652
OG0000959	Prbl.g_02638	Prar.g_00656
OG0000960	Prbl.g_02637	Prar.g_00657
OG0000961	Prbl.g_01235	Prar.g_00659
OG0000962	Prbl.g_02063	Prar.g_00661
OG0000963	Prbl.g_02058	Prar.g_00664
OG0000964	Prbl.g_02057	Prar.g_00665
OG0000965	Prbl.g_02056	Prar.g_00666
OG0000966	Prbl.g_02023	Prar.g_00673
OG0000967	Prbl.g_02017	Prar.g_00677
OG0000968	Prbl.g_02014	Prar.g_00679
OG0000969	Prbl.g_02012	Prar.g_00680
OG0000970	Prbl.g_02011	Prar.g_00681
OG0000971	Prbl.g_02009	Prar.g_00682
OG0000972	Prbl.g_02008	Prar.g_00683
OG0000973	Prbl.g_02007	Prar.g_00684
OG0000974	Prbl.g_02006	Prar.g_00685
OG0000975	Prbl.g_02005	Prar.g_00686
OG0000976	Prbl.g_02004	Prar.g_00687
OG0000977	Prbl.g_02002	Prar.g_00688
OG0000978	Prbl.g_02001	Prar.g_00689
OG0000979	Prbl.g_01998	Prar.g_00692
OG0000980	Prbl.g_01994	Prar.g_00694
OG0000981	Prbl.g_01991	Prar.g_00696
OG0000982	Prbl.g_02238	Prar.g_00698
OG0000983	Prbl.g_02237	Prar.g_00699
OG0000984	Prbl.g_02236	Prar.g_00700
OG0000985	Prbl.g_02232	Prar.g_00703
OG0000986	Prbl.g_02230	Prar.g_00705
OG0000987	Prbl.g_02228	Prar.g_00706
OG0000988	Prbl.g_02224	Prar.g_00709
OG0000989	Prbl.g_02214	Prar.g_00073
OG0000990	Prbl.g_02192	Prar.g_00070
OG0000991	Prbl.g_02189	Prar.g_00069
OG0000992	Prbl.g_02186	Prar.g_00067
OG0000993	Prbl.g_02185	Prar.g_00066
OG0000994	Prbl.g_02182	Prar.g_00065
OG0000995	Prbl.g_02173	Prar.g_00061
OG0000996	Prbl.g_02160	Prar.g_00060
OG0000997	Prbl.g_02151	Prar.g_00059
OG0000998	Prbl.g_02149	Prar.g_00057
OG0000999	Prbl.g_02148	Prar.g_00056
OG0001000	Prbl.g_02145	Prar.g_00053
OG0001001	Prbl.g_02141	Prar.g_00051
OG0001002	Prbl.g_02134	Prar.g_00047
OG0001003	Prbl.g_02132	Prar.g_00046
OG0001004	Prbl.g_02131	Prar.g_00045
OG0001005	Prbl.g_02129	Prar.g_00044
OG0001006	Prbl.g_02123	Prar.g_00040
OG0001007	Prbl.g_02121	Prar.g_00038
OG0001008	Prbl.g_00651	Prar.g_00485
OG0001009	Prbl.g_01972	Prar.g_00011
OG0001010	Prbl.g_01973	Prar.g_00010
OG0001011	Prbl.g_01975	Prar.g_00009
OG0001012	Prbl.g_02241	Prar.g_00577
OG0001013	Prbl.g_02266	Prar.g_00571
OG0001014	Prbl.g_02275	Prar.g_00568
OG0001015	Prbl.g_02276	Prar.g_00567
OG0001016	Prbl.g_00603	Prar.g_00255
OG0001017	Prbl.g_00597	Prar.g_00251
OG0001018	Prbl.g_00595	Prar.g_00248
OG0001019	Prbl.g_00582	Prar.g_00239
OG0001020	Prbl.g_00576	Prar.g_00238
OG0001021	Prbl.g_00572	Prar.g_00237
OG0001022	Prbl.g_00567	Prar.g_00234
OG0001023	Prbl.g_00566	Prar.g_00233
OG0001024	Prbl.g_00562	Prar.g_00230
OG0001025	Prbl.g_00555	Prar.g_00224
OG0001026	Prbl.g_00542	Prar.g_00217
OG0001027	Prbl.g_01332	Prar.g_00216
OG0001028	Prbl.g_01330	Prar.g_00214
OG0001029	Prbl.g_01328	Prar.g_00213
OG0001030	Prbl.g_00822	Prar.g_00198
OG0001031	Prbl.g_00074	Prar.g_00141
OG0001032	Prbl.g_00077	Prar.g_00140
OG0001033	Prbl.g_01281	Prar.g_00119
OG0001034	Prbl.g_00199	Prar.g_00091
OG0001035	Prbl.g_01498	Prar.g_00333
OG0001036	Prbl.g_01494	Prar.g_00328
OG0001037	Prbl.g_01492	Prar.g_00327
OG0001038	Prbl.g_01455	Prar.g_00309
OG0001039	Prbl.g_01452	Prar.g_00306
OG0001040	Prbl.g_01449	Prar.g_00304
OG0001041	Prbl.g_01444	Prar.g_00300
OG0001042	Prbl.g_01419	Prar.g_00283
OG0001043	Prbl.g_01417	Prar.g_00282
OG0001044	Prbl.g_01200	Prar.g_00393
OG0001045	Prbl.g_01211	Prar.g_00402
OG0001046	Prbl.g_00410	Prar.g_00440
OG0001047	Prbl.g_00649	Prar.g_00487
OG0001048	Prbl.g_00648	Prar.g_00488
OG0001049	Prbl.g_00645	Prar.g_00490
OG0001050	Prbl.g_00644	Prar.g_00491
OG0001051	Prbl.g_00643	Prar.g_00492
OG0001052	Prbl.g_01344	Prar.g_00521
OG0001053	Prbl.g_00514	Prar.g_00533
OG0001054	Prbl.g_00532	Prar.g_01329
OG0001055	Prbl.g_00790	Prar.g_01347
OG0001056	Prbl.g_00761	Prar.g_01366
OG0001057	Prbl.g_00749	Prar.g_01371
OG0001058	Prbl.g_01883	Prar.g_01379
OG0001059	Prbl.g_01887	Prar.g_01383
OG0001060	Prbl.g_01894	Prar.g_01390
OG0001061	Prbl.g_01796	Prar.g_01403
OG0001062	Prbl.g_01794	Prar.g_01405
OG0001063	Prbl.g_01790	Prar.g_01407
OG0001064	Prbl.g_01789	Prar.g_01408
OG0001065	Prbl.g_01788	Prar.g_01409
OG0001066	Prbl.g_01787	Prar.g_01410
OG0001067	Prbl.g_01786	Prar.g_01411
OG0001068	Prbl.g_01785	Prar.g_01412
OG0001069	Prbl.g_01784	Prar.g_01413
OG0001070	Prbl.g_01780	Prar.g_01416
OG0001071	Prbl.g_01779	Prar.g_01417
OG0001072	Prbl.g_01776	Prar.g_01419
OG0001073	Prbl.g_01757	Prar.g_01434
OG0001074	Prbl.g_01610	Prar.g_01445
OG0001075	Prbl.g_01611	Prar.g_01446
OG0001076	Prbl.g_01619	Prar.g_01454
OG0001077	Prbl.g_01629	Prar.g_01458
OG0001078	Prbl.g_01640	Prar.g_01466
OG0001079	Prbl.g_01659	Prar.g_01477
OG0001080	Prbl.g_01041	Prar.g_01483
OG0001081	Prbl.g_01031	Prar.g_01485
OG0001082	Prbl.g_01030	Prar.g_01486
OG0001083	Prbl.g_01405	Prar.g_01491
OG0001084	Prbl.g_01404	Prar.g_01492
OG0001085	Prbl.g_01394	Prar.g_01500
OG0001086	Prbl.g_01392	Prar.g_01501
OG0001087	Prbl.g_01853	Prar.g_01518
OG0001088	Prbl.g_01857	Prar.g_01519
OG0001089	Prbl.g_00024	Prar.g_01527
OG0001090	Prbl.g_02565	Prar.g_01600
OG0001091	Prbl.g_02563	Prar.g_01602
OG0001092	Prbl.g_02562	Prar.g_01603
OG0001093	Prbl.g_02558	Prar.g_01608
OG0001094	Prbl.g_02341	Prar.g_01678
OG0001095	Prbl.g_02322	Prar.g_01697
OG0001096	Prbl.g_02306	Prar.g_01710
OG0001097	Prbl.g_01550	Prar.g_01728
OG0001098	Prbl.g_02423	Prar.g_01744
OG0001099	Prbl.g_01329	Prar.g_01764
OG0001100	Prbl.g_02414	Prar.g_01768
OG0001101	Prbl.g_02413	Prar.g_01770
OG0001102	Prbl.g_02410	Prar.g_01773
OG0001103	Prbl.g_02408	Prar.g_01775
OG0001104	Prbl.g_02351	Prar.g_01796
OG0001105	Prbl.g_02356	Prar.g_01800
OG0001106	Prbl.g_02466	Prar.g_01824
OG0001107	Prbl.g_02476	Prar.g_01831
OG0001108	Prbl.g_02483	Prar.g_01835
OG0001109	Prbl.g_02485	Prar.g_01836
OG0001110	Prbl.g_02487	Prar.g_01838
OG0001111	Prbl.g_02489	Prar.g_01839
OG0001112	Prbl.g_02491	Prar.g_01840
OG0001113	Prbl.g_02492	Prar.g_01841
OG0001114	Prbl.g_02493	Prar.g_01842
OG0001115	Prbl.g_02495	Prar.g_01844
OG0001116	Prbl.g_02496	Prar.g_01845
OG0001117	Prbl.g_02497	Prar.g_01846
OG0001118	Prbl.g_02498	Prar.g_01847
OG0001119	Prbl.g_02499	Prar.g_01848
OG0001120	Prbl.g_02501	Prar.g_01850
OG0001122	Prbl.g_02529	Prar.g_01876
OG0001123	Prbl.g_02536	Prar.g_01880
OG0001124	Prbl.g_02538	Prar.g_01882
OG0001125	Prbl.g_02540	Prar.g_01883
OG0001126	Prbl.g_00939	Prar.g_01893
OG0001127	Prbl.g_00938	Prar.g_01894
OG0001128	Prbl.g_00935	Prar.g_01896
OG0001129	Prbl.g_00934	Prar.g_01897
OG0001130	Prbl.g_00933	Prar.g_01898
OG0001131	Prbl.g_02575	Prar.g_01935
