Orthogroup	Prbl	Prbf
OG0000547	Prbl.g_00792	Prbf.g_01798
OG0000548	Prbl.g_00791	Prbf.g_01799
OG0000549	Prbl.g_00785	Prbf.g_01801
OG0000550	Prbl.g_00780	Prbf.g_01805
OG0000551	Prbl.g_00776	Prbf.g_01808
OG0000552	Prbl.g_00775	Prbf.g_01809
OG0000553	Prbl.g_00770	Prbf.g_01810
OG0000554	Prbl.g_00765	Prbf.g_01815
OG0000555	Prbl.g_00747	Prbf.g_01823
OG0000556	Prbl.g_02645	Prbf.g_01825
OG0000557	Prbl.g_01878	Prbf.g_01826
OG0000558	Prbl.g_01881	Prbf.g_01828
OG0000559	Prbl.g_01885	Prbf.g_01832
OG0000560	Prbl.g_01888	Prbf.g_01835
OG0000561	Prbl.g_01889	Prbf.g_01836
OG0000562	Prbl.g_01890	Prbf.g_01837
OG0000563	Prbl.g_01891	Prbf.g_01838
OG0000564	Prbl.g_01892	Prbf.g_01839
OG0000565	Prbl.g_01895	Prbf.g_01841
OG0000566	Prbl.g_01899	Prbf.g_01845
OG0000567	Prbl.g_01903	Prbf.g_01849
OG0000568	Prbl.g_01905	Prbf.g_01850
OG0000569	Prbl.g_01801	Prbf.g_01851
OG0000570	Prbl.g_01800	Prbf.g_01852
OG0000571	Prbl.g_01797	Prbf.g_01854
OG0000572	Prbl.g_01781	Prbf.g_01868
OG0000573	Prbl.g_01774	Prbf.g_01874
OG0000574	Prbl.g_01773	Prbf.g_01875
OG0000575	Prbl.g_01764	Prbf.g_01879
OG0000576	Prbl.g_01762	Prbf.g_01881
OG0000577	Prbl.g_01761	Prbf.g_01882
OG0000578	Prbl.g_01760	Prbf.g_01883
OG0000579	Prbl.g_01759	Prbf.g_01884
OG0000580	Prbl.g_01758	Prbf.g_01885
OG0000581	Prbl.g_01754	Prbf.g_01888
OG0000582	Prbl.g_01750	Prbf.g_01891
OG0000583	Prbl.g_01749	Prbf.g_01892
OG0000584	Prbl.g_01748	Prbf.g_01893
OG0000585	Prbl.g_01746	Prbf.g_01895
OG0000586	Prbl.g_01744	Prbf.g_01896
OG0000587	Prbl.g_01742	Prbf.g_01897
OG0000588	Prbl.g_01613	Prbf.g_01901
OG0000589	Prbl.g_01616	Prbf.g_01903
OG0000590	Prbl.g_01617	Prbf.g_01904
OG0000591	Prbl.g_01624	Prbf.g_01908
OG0000592	Prbl.g_01625	Prbf.g_01909
OG0000593	Prbl.g_01635	Prbf.g_00979
OG0000594	Prbl.g_01636	Prbf.g_00980
OG0000595	Prbl.g_01637	Prbf.g_00981
OG0000596	Prbl.g_01642	Prbf.g_00985
OG0000597	Prbl.g_01645	Prbf.g_00988
OG0000598	Prbl.g_01646	Prbf.g_00989
OG0000599	Prbl.g_01656	Prbf.g_00992
OG0000600	Prbl.g_01657	Prbf.g_00993
OG0000601	Prbl.g_01658	Prbf.g_00994
OG0000602	Prbl.g_01662	Prbf.g_00996
OG0000603	Prbl.g_01663	Prbf.g_00997
OG0000604	Prbl.g_01664	Prbf.g_00998
OG0000605	Prbl.g_01043	Prbf.g_00999
OG0000606	Prbl.g_01032	Prbf.g_01002
OG0000607	Prbl.g_01412	Prbf.g_01005
OG0000608	Prbl.g_01411	Prbf.g_01006
OG0000609	Prbl.g_01409	Prbf.g_01007
OG0000610	Prbl.g_01401	Prbf.g_01013
OG0000611	Prbl.g_01398	Prbf.g_01016
OG0000612	Prbl.g_01397	Prbf.g_01017
OG0000613	Prbl.g_00891	Prbf.g_01290
OG0000614	Prbl.g_01872	Prbf.g_01269
OG0000615	Prbl.g_02373	Prbf.g_01258
OG0000616	Prbl.g_02137	Prbf.g_00404
OG0000617	Prbl.g_02561	Prbf.g_01033
OG0000618	Prbl.g_02560	Prbf.g_01034
OG0000619	Prbl.g_02559	Prbf.g_01035
OG0000620	Prbl.g_02555	Prbf.g_01038
OG0000621	Prbl.g_02554	Prbf.g_01039
OG0000622	Prbl.g_02553	Prbf.g_01040
OG0000623	Prbl.g_02552	Prbf.g_01041
OG0000624	Prbl.g_02551	Prbf.g_01043
OG0000625	Prbl.g_02550	Prbf.g_01044
OG0000626	Prbl.g_02549	Prbf.g_01045
OG0000627	Prbl.g_02426	Prbf.g_01046
OG0000628	Prbl.g_02427	Prbf.g_01047
OG0000629	Prbl.g_02430	Prbf.g_01048
OG0000630	Prbl.g_02434	Prbf.g_01051
OG0000631	Prbl.g_02440	Prbf.g_01144
OG0000632	Prbl.g_02441	Prbf.g_01143
OG0000633	Prbl.g_02442	Prbf.g_01142
OG0000634	Prbl.g_02339	Prbf.g_01249
OG0000635	Prbl.g_02338	Prbf.g_01248
OG0000636	Prbl.g_02336	Prbf.g_01246
OG0000637	Prbl.g_02334	Prbf.g_01244
OG0000638	Prbl.g_02333	Prbf.g_01243
OG0000639	Prbl.g_02332	Prbf.g_01242
OG0000640	Prbl.g_02331	Prbf.g_01241
OG0000641	Prbl.g_02327	Prbf.g_01237
OG0000642	Prbl.g_02326	Prbf.g_01236
OG0000643	Prbl.g_02325	Prbf.g_01235
OG0000644	Prbl.g_02324	Prbf.g_01234
OG0000645	Prbl.g_02323	Prbf.g_01233
OG0000646	Prbl.g_02320	Prbf.g_01231
OG0000647	Prbl.g_02317	Prbf.g_01229
OG0000648	Prbl.g_02315	Prbf.g_01227
OG0000649	Prbl.g_02314	Prbf.g_01226
OG0000650	Prbl.g_02313	Prbf.g_01225
OG0000651	Prbl.g_02312	Prbf.g_01224
OG0000652	Prbl.g_02311	Prbf.g_01223
OG0000653	Prbl.g_02309	Prbf.g_01221
OG0000654	Prbl.g_02308	Prbf.g_01220
OG0000655	Prbl.g_02307	Prbf.g_01219
OG0000656	Prbl.g_02304	Prbf.g_01216
OG0000657	Prbl.g_01540	Prbf.g_01208
OG0000658	Prbl.g_01542	Prbf.g_01206
OG0000659	Prbl.g_01543	Prbf.g_01205
OG0000660	Prbl.g_01547	Prbf.g_01201
OG0000661	Prbl.g_01549	Prbf.g_01199
OG0000662	Prbl.g_01551	Prbf.g_01197
OG0000663	Prbl.g_01554	Prbf.g_01195
OG0000664	Prbl.g_01555	Prbf.g_01194
OG0000665	Prbl.g_01568	Prbf.g_01188
OG0000666	Prbl.g_01571	Prbf.g_01187
OG0000667	Prbl.g_01579	Prbf.g_01183
OG0000668	Prbl.g_02530	Prbf.g_00838
OG0000669	Prbl.g_01588	Prbf.g_01331
OG0000670	Prbl.g_01078	Prbf.g_01328
OG0000671	Prbl.g_02412	Prbf.g_01325
OG0000672	Prbl.g_02409	Prbf.g_01322
OG0000673	Prbl.g_02406	Prbf.g_01319
OG0000674	Prbl.g_02404	Prbf.g_01317
OG0000675	Prbl.g_02403	Prbf.g_01316
OG0000676	Prbl.g_02395	Prbf.g_01314
OG0000677	Prbl.g_02393	Prbf.g_01313
OG0000678	Prbl.g_02388	Prbf.g_01311
OG0000679	Prbl.g_02368	Prbf.g_01307
OG0000680	Prbl.g_02367	Prbf.g_01306
OG0000681	Prbl.g_02365	Prbf.g_01303
OG0000682	Prbl.g_02364	Prbf.g_01302
OG0000683	Prbl.g_02363	Prbf.g_01301
OG0000684	Prbl.g_02350	Prbf.g_01299
OG0000685	Prbl.g_02352	Prbf.g_01297
OG0000686	Prbl.g_02353	Prbf.g_01296
OG0000687	Prbl.g_02354	Prbf.g_01295
OG0000688	Prbl.g_02348	Prbf.g_01021
OG0000689	Prbl.g_02347	Prbf.g_01022
OG0000690	Prbl.g_02346	Prbf.g_01023
OG0000691	Prbl.g_02345	Prbf.g_01024
OG0000692	Prbl.g_02344	Prbf.g_01026
OG0000693	Prbl.g_02343	Prbf.g_01027
OG0000694	Prbl.g_02342	Prbf.g_01028
OG0000695	Prbl.g_02444	Prbf.g_01140
OG0000696	Prbl.g_02445	Prbf.g_01139
OG0000697	Prbl.g_02447	Prbf.g_01138
OG0000698	Prbl.g_02450	Prbf.g_01135
OG0000699	Prbl.g_02452	Prbf.g_01134
OG0000700	Prbl.g_02453	Prbf.g_01133
OG0000701	Prbl.g_02454	Prbf.g_01132
OG0000702	Prbl.g_02462	Prbf.g_01130
OG0000703	Prbl.g_02463	Prbf.g_01129
OG0000704	Prbl.g_02465	Prbf.g_01127
OG0000705	Prbl.g_02471	Prbf.g_01124
OG0000706	Prbl.g_02472	Prbf.g_01123
OG0000707	Prbl.g_02473	Prbf.g_01122
OG0000708	Prbl.g_02475	Prbf.g_01120
OG0000709	Prbl.g_02482	Prbf.g_01116
OG0000710	Prbl.g_02486	Prbf.g_01113
OG0000711	Prbl.g_02508	Prbf.g_01095
OG0000712	Prbl.g_02509	Prbf.g_01094
OG0000713	Prbl.g_02510	Prbf.g_01093
OG0000714	Prbl.g_02514	Prbf.g_01092
OG0000715	Prbl.g_02516	Prbf.g_01090
OG0000716	Prbl.g_02520	Prbf.g_01088
OG0000717	Prbl.g_02521	Prbf.g_01087
OG0000718	Prbl.g_02526	Prbf.g_01083
OG0000719	Prbl.g_02528	Prbf.g_01081
OG0000720	Prbl.g_02541	Prbf.g_01069
OG0000721	Prbl.g_02542	Prbf.g_01065
OG0000722	Prbl.g_02543	Prbf.g_01064
OG0000723	Prbl.g_02547	Prbf.g_01060
OG0000724	Prbl.g_00932	Prbf.g_01165
OG0000725	Prbl.g_00925	Prbf.g_01171
OG0000726	Prbl.g_00924	Prbf.g_01172
OG0000727	Prbl.g_00923	Prbf.g_01173
OG0000728	Prbl.g_00922	Prbf.g_01175
OG0000729	Prbl.g_02062	Prbf.g_00048
OG0000730	Prbl.g_01199	Prbf.g_00876
OG0000731	Prbl.g_01208	Prbf.g_01684
OG0000732	Prbl.g_01993	Prbf.g_00453
OG0000733	Prbl.g_02197	Prbf.g_00787
OG0000734	Prbl.g_00545	Prbf.g_00902
OG0000735	Prbl.g_02066	Prbf.g_00904
OG0000736	Prbl.g_02067	Prbf.g_00905
OG0000737	Prbl.g_02068	Prbf.g_00906
OG0000738	Prbl.g_02075	Prbf.g_00910
OG0000739	Prbl.g_02077	Prbf.g_00911
OG0000740	Prbl.g_02078	Prbf.g_00912
OG0000741	Prbl.g_02081	Prbf.g_00914
OG0000742	Prbl.g_02083	Prbf.g_00917
OG0000743	Prbl.g_02085	Prbf.g_00919
OG0000744	Prbl.g_02086	Prbf.g_00920
OG0000745	Prbl.g_02088	Prbf.g_00921
OG0000746	Prbl.g_02090	Prbf.g_00923
OG0000747	Prbl.g_02091	Prbf.g_00924
OG0000748	Prbl.g_02103	Prbf.g_00928
OG0000749	Prbl.g_02104	Prbf.g_00929
OG0000750	Prbl.g_02105	Prbf.g_00930
OG0000751	Prbl.g_00179	Prbf.g_00933
OG0000752	Prbl.g_00181	Prbf.g_00935
OG0000753	Prbl.g_00184	Prbf.g_00937
OG0000754	Prbl.g_01379	Prbf.g_00940
OG0000755	Prbl.g_01120	Prbf.g_00946
OG0000756	Prbl.g_01119	Prbf.g_00947
OG0000757	Prbl.g_01112	Prbf.g_00954
OG0000758	Prbl.g_01111	Prbf.g_00955
OG0000759	Prbl.g_01110	Prbf.g_00956
OG0000760	Prbl.g_01109	Prbf.g_00957
OG0000761	Prbl.g_01108	Prbf.g_00958
OG0000762	Prbl.g_01377	Prbf.g_00959
OG0000763	Prbl.g_01375	Prbf.g_00961
OG0000764	Prbl.g_01374	Prbf.g_00962
OG0000765	Prbl.g_02590	Prbf.g_00970
OG0000766	Prbl.g_02591	Prbf.g_00971
OG0000767	Prbl.g_02593	Prbf.g_00973
OG0000768	Prbl.g_02594	Prbf.g_00974
OG0000769	Prbl.g_00186	Prbf.g_00976
OG0000770	Prbl.g_01103	Prbf.g_01914
OG0000771	Prbl.g_00937	Prbf.g_00253
OG0000772	Prbl.g_00461	Prbf.g_00767
OG0000773	Prbl.g_00113	Prbf.g_00035
OG0000774	Prbl.g_01713	Prbf.g_00033
OG0000775	Prbl.g_01715	Prbf.g_00031
OG0000776	Prbl.g_01716	Prbf.g_00030
OG0000777	Prbl.g_01717	Prbf.g_00029
OG0000778	Prbl.g_01718	Prbf.g_00028
OG0000779	Prbl.g_01723	Prbf.g_00024
OG0000780	Prbl.g_01726	Prbf.g_00023
OG0000781	Prbl.g_01730	Prbf.g_00019
OG0000782	Prbl.g_01731	Prbf.g_00018
OG0000783	Prbl.g_01732	Prbf.g_00017
OG0000784	Prbl.g_01733	Prbf.g_00016
OG0000785	Prbl.g_01735	Prbf.g_00014
OG0000786	Prbl.g_01738	Prbf.g_00011
OG0000787	Prbl.g_01739	Prbf.g_00010
OG0000788	Prbl.g_00658	Prbf.g_01782
OG0000789	Prbl.g_01695	Prbf.g_00256
OG0000790	Prbl.g_00498	Prbf.g_00100
OG0000791	Prbl.g_00496	Prbf.g_00102
OG0000792	Prbl.g_00495	Prbf.g_00103
OG0000793	Prbl.g_00491	Prbf.g_00106
OG0000794	Prbl.g_00490	Prbf.g_00107
OG0000795	Prbl.g_00489	Prbf.g_00108
OG0000796	Prbl.g_00485	Prbf.g_00112
OG0000797	Prbl.g_00484	Prbf.g_00113
OG0000799	Prbl.g_00152	Prbf.g_00140
OG0000800	Prbl.g_00153	Prbf.g_00141
OG0000801	Prbl.g_00154	Prbf.g_00142
OG0000802	Prbl.g_00161	Prbf.g_00144
OG0000803	Prbl.g_00257	Prbf.g_00146
OG0000804	Prbl.g_00255	Prbf.g_00147
OG0000805	Prbl.g_00253	Prbf.g_00149
OG0000806	Prbl.g_00251	Prbf.g_00151
OG0000807	Prbl.g_00249	Prbf.g_00152
OG0000808	Prbl.g_00248	Prbf.g_00153
OG0000809	Prbl.g_00244	Prbf.g_00155
OG0000810	Prbl.g_00243	Prbf.g_00156
OG0000811	Prbl.g_00231	Prbf.g_00160
OG0000812	Prbl.g_00229	Prbf.g_00162
OG0000813	Prbl.g_00228	Prbf.g_00163
OG0000814	Prbl.g_00226	Prbf.g_00165
OG0000815	Prbl.g_00225	Prbf.g_00166
OG0000816	Prbl.g_00223	Prbf.g_00168
OG0000817	Prbl.g_00222	Prbf.g_00169
OG0000818	Prbl.g_00684	Prbf.g_00174
OG0000819	Prbl.g_00685	Prbf.g_00175
OG0000820	Prbl.g_00686	Prbf.g_00176
OG0000821	Prbl.g_00693	Prbf.g_00180
OG0000822	Prbl.g_00695	Prbf.g_00181
OG0000823	Prbl.g_00696	Prbf.g_00182
OG0000824	Prbl.g_00700	Prbf.g_00185
OG0000825	Prbl.g_00701	Prbf.g_00186
OG0000826	Prbl.g_00702	Prbf.g_00187
OG0000827	Prbl.g_00703	Prbf.g_00188
OG0000828	Prbl.g_00706	Prbf.g_00191
OG0000829	Prbl.g_00707	Prbf.g_00192
OG0000830	Prbl.g_00708	Prbf.g_00193
OG0000831	Prbl.g_00710	Prbf.g_00195
OG0000832	Prbl.g_00456	Prbf.g_00205
OG0000833	Prbl.g_00448	Prbf.g_00214
OG0000834	Prbl.g_00447	Prbf.g_00215
OG0000835	Prbl.g_00446	Prbf.g_00216
OG0000836	Prbl.g_00444	Prbf.g_00217
OG0000837	Prbl.g_00443	Prbf.g_00218
OG0000838	Prbl.g_00440	Prbf.g_00220
OG0000839	Prbl.g_00439	Prbf.g_00221
OG0000840	Prbl.g_00438	Prbf.g_00222
OG0000841	Prbl.g_00437	Prbf.g_00223
OG0000842	Prbl.g_00436	Prbf.g_00224
OG0000843	Prbl.g_00435	Prbf.g_00225
OG0000844	Prbl.g_00433	Prbf.g_00226
OG0000845	Prbl.g_00432	Prbf.g_00227
OG0000846	Prbl.g_00431	Prbf.g_00228
OG0000847	Prbl.g_00430	Prbf.g_00229
OG0000848	Prbl.g_00429	Prbf.g_00230
OG0000849	Prbl.g_00428	Prbf.g_00231
OG0000850	Prbl.g_00427	Prbf.g_00233
OG0000851	Prbl.g_00423	Prbf.g_00234
OG0000852	Prbl.g_00422	Prbf.g_00235
OG0000853	Prbl.g_00418	Prbf.g_00241
OG0000854	Prbl.g_00416	Prbf.g_00243
OG0000855	Prbl.g_00415	Prbf.g_00244
OG0000856	Prbl.g_01627	Prbf.g_01911
OG0000857	Prbl.g_02318	Prbf.g_01230
OG0000858	Prbl.g_00404	Prbf.g_00700
OG0000859	Prbl.g_00403	Prbf.g_00699
OG0000860	Prbl.g_00392	Prbf.g_00691
OG0000861	Prbl.g_00391	Prbf.g_00690
OG0000862	Prbl.g_00389	Prbf.g_00689
OG0000863	Prbl.g_00385	Prbf.g_00687
OG0000864	Prbl.g_00383	Prbf.g_00686
OG0000865	Prbl.g_00382	Prbf.g_00685
OG0000866	Prbl.g_00381	Prbf.g_00684
OG0000867	Prbl.g_00380	Prbf.g_00683
OG0000868	Prbl.g_00378	Prbf.g_00681
OG0000869	Prbl.g_00375	Prbf.g_00678
OG0000870	Prbl.g_00370	Prbf.g_00673
OG0000871	Prbl.g_00369	Prbf.g_00672
OG0000872	Prbl.g_00367	Prbf.g_00671
OG0000873	Prbl.g_00364	Prbf.g_00668
OG0000874	Prbl.g_00360	Prbf.g_00665
OG0000875	Prbl.g_00359	Prbf.g_00664
OG0000876	Prbl.g_00358	Prbf.g_00663
OG0000877	Prbl.g_00355	Prbf.g_00661
OG0000878	Prbl.g_00354	Prbf.g_00660
OG0000879	Prbl.g_00353	Prbf.g_00659
OG0000880	Prbl.g_00352	Prbf.g_00658
OG0000881	Prbl.g_00347	Prbf.g_00654
OG0000882	Prbl.g_00342	Prbf.g_00649
OG0000883	Prbl.g_00340	Prbf.g_00647
OG0000884	Prbl.g_00338	Prbf.g_00645
OG0000885	Prbl.g_00337	Prbf.g_00644
OG0000886	Prbl.g_00336	Prbf.g_00643
OG0000887	Prbl.g_00335	Prbf.g_00642
OG0000888	Prbl.g_00333	Prbf.g_00640
OG0000889	Prbl.g_00331	Prbf.g_00638
OG0000890	Prbl.g_00317	Prbf.g_00637
OG0000891	Prbl.g_00316	Prbf.g_00636
OG0000892	Prbl.g_02620	Prbf.g_00634
OG0000893	Prbl.g_02680	Prbf.g_00630
OG0000894	Prbl.g_02684	Prbf.g_00627
OG0000895	Prbl.g_01061	Prbf.g_00623
OG0000896	Prbl.g_01060	Prbf.g_00622
OG0000897	Prbl.g_01058	Prbf.g_00620
OG0000898	Prbl.g_01057	Prbf.g_00619
OG0000899	Prbl.g_01056	Prbf.g_00618
OG0000900	Prbl.g_01055	Prbf.g_00617
OG0000901	Prbl.g_01051	Prbf.g_00614
OG0000902	Prbl.g_01049	Prbf.g_00612
OG0000903	Prbl.g_00954	Prbf.g_00608
OG0000904	Prbl.g_00949	Prbf.g_00604
OG0000905	Prbl.g_00947	Prbf.g_00610
OG0000906	Prbl.g_01045	Prbf.g_00611
OG0000907	Prbl.g_00956	Prbf.g_00601
OG0000908	Prbl.g_00959	Prbf.g_00598
OG0000909	Prbl.g_00960	Prbf.g_00597
OG0000910	Prbl.g_00961	Prbf.g_00596
OG0000911	Prbl.g_00963	Prbf.g_00594
OG0000912	Prbl.g_00964	Prbf.g_00593
OG0000913	Prbl.g_00965	Prbf.g_00592
OG0000914	Prbl.g_00966	Prbf.g_00591
OG0000915	Prbl.g_00967	Prbf.g_00590
OG0000916	Prbl.g_00968	Prbf.g_00589
OG0000917	Prbl.g_00969	Prbf.g_00588
OG0000918	Prbl.g_00970	Prbf.g_00587
OG0000919	Prbl.g_00971	Prbf.g_00586
OG0000920	Prbl.g_00972	Prbf.g_00585
OG0000921	Prbl.g_00973	Prbf.g_00584
OG0000922	Prbl.g_00974	Prbf.g_00583
OG0000923	Prbl.g_00978	Prbf.g_00579
OG0000924	Prbl.g_00979	Prbf.g_00578
OG0000925	Prbl.g_00980	Prbf.g_00577
OG0000926	Prbl.g_00981	Prbf.g_00576
OG0000927	Prbl.g_00983	Prbf.g_00574
OG0000928	Prbl.g_00984	Prbf.g_00573
OG0000929	Prbl.g_00985	Prbf.g_00572
OG0000930	Prbl.g_00986	Prbf.g_00571
OG0000931	Prbl.g_00987	Prbf.g_00570
OG0000932	Prbl.g_00988	Prbf.g_00569
OG0000933	Prbl.g_00993	Prbf.g_00565
OG0000934	Prbl.g_00995	Prbf.g_00563
OG0000935	Prbl.g_00996	Prbf.g_00562
OG0000936	Prbl.g_00997	Prbf.g_00561
OG0000937	Prbl.g_00998	Prbf.g_00560
OG0000938	Prbl.g_01127	Prbf.g_00557
OG0000939	Prbl.g_01128	Prbf.g_00556
OG0000940	Prbl.g_01137	Prbf.g_00549
OG0000941	Prbl.g_01139	Prbf.g_00547
OG0000942	Prbl.g_01141	Prbf.g_00545
OG0000943	Prbl.g_01142	Prbf.g_00544
OG0000944	Prbl.g_01144	Prbf.g_00542
OG0000945	Prbl.g_01146	Prbf.g_00541
OG0000946	Prbl.g_01174	Prbf.g_00536
OG0000947	Prbl.g_01177	Prbf.g_00534
OG0000948	Prbl.g_01178	Prbf.g_00533
OG0000949	Prbl.g_01181	Prbf.g_00530
OG0000950	Prbl.g_00856	Prbf.g_00523
OG0000951	Prbl.g_00851	Prbf.g_00519
OG0000952	Prbl.g_00844	Prbf.g_00515
OG0000953	Prbl.g_00840	Prbf.g_00511
OG0000954	Prbl.g_01306	Prbf.g_00507
OG0000955	Prbl.g_01305	Prbf.g_00506
OG0000956	Prbl.g_01303	Prbf.g_00504
OG0000957	Prbl.g_01287	Prbf.g_00498
OG0000958	Prbl.g_01286	Prbf.g_00497
OG0000959	Prbl.g_02638	Prbf.g_00493
OG0000960	Prbl.g_02637	Prbf.g_00492
OG0000961	Prbl.g_01235	Prbf.g_00488
OG0000962	Prbl.g_02063	Prbf.g_00486
OG0000963	Prbl.g_02058	Prbf.g_00482
OG0000964	Prbl.g_02057	Prbf.g_00481
OG0000965	Prbl.g_02056	Prbf.g_00480
OG0000966	Prbl.g_02023	Prbf.g_00474
OG0000967	Prbl.g_02017	Prbf.g_00470
OG0000968	Prbl.g_02014	Prbf.g_00468
OG0000969	Prbl.g_02012	Prbf.g_00467
OG0000970	Prbl.g_02011	Prbf.g_00466
OG0000971	Prbl.g_02009	Prbf.g_00465
OG0000972	Prbl.g_02008	Prbf.g_00464
OG0000973	Prbl.g_02007	Prbf.g_00463
OG0000974	Prbl.g_02006	Prbf.g_00462
OG0000975	Prbl.g_02005	Prbf.g_00461
OG0000976	Prbl.g_02004	Prbf.g_00460
OG0000977	Prbl.g_02002	Prbf.g_00459
OG0000978	Prbl.g_02001	Prbf.g_00458
OG0000979	Prbl.g_01998	Prbf.g_00456
OG0000980	Prbl.g_01994	Prbf.g_00454
OG0000981	Prbl.g_01991	Prbf.g_00451
OG0000982	Prbl.g_02238	Prbf.g_00449
OG0000983	Prbl.g_02237	Prbf.g_00448
OG0000984	Prbl.g_02236	Prbf.g_00447
OG0000985	Prbl.g_02232	Prbf.g_00444
OG0000986	Prbl.g_02230	Prbf.g_00442
OG0000987	Prbl.g_02228	Prbf.g_00441
OG0000988	Prbl.g_02224	Prbf.g_00438
OG0000989	Prbl.g_02214	Prbf.g_00434
OG0000990	Prbl.g_02192	Prbf.g_00430
OG0000991	Prbl.g_02189	Prbf.g_00429
OG0000992	Prbl.g_02186	Prbf.g_00426
OG0000993	Prbl.g_02185	Prbf.g_00425
OG0000994	Prbl.g_02182	Prbf.g_00424
OG0000995	Prbl.g_02173	Prbf.g_00420
OG0000996	Prbl.g_02160	Prbf.g_00419
OG0000997	Prbl.g_02151	Prbf.g_00416
OG0000998	Prbl.g_02149	Prbf.g_00414
OG0000999	Prbl.g_02148	Prbf.g_00413
OG0001000	Prbl.g_02145	Prbf.g_00410
OG0001001	Prbl.g_02141	Prbf.g_00407
OG0001002	Prbl.g_02134	Prbf.g_00402
OG0001003	Prbl.g_02132	Prbf.g_00401
OG0001004	Prbl.g_02131	Prbf.g_00400
OG0001005	Prbl.g_02129	Prbf.g_00399
OG0001006	Prbl.g_02123	Prbf.g_00395
OG0001007	Prbl.g_02121	Prbf.g_00393
OG0001008	Prbl.g_00651	Prbf.g_01721
OG0001009	Prbl.g_01972	Prbf.g_01349
OG0001010	Prbl.g_01973	Prbf.g_01350
OG0001011	Prbl.g_01975	Prbf.g_01352
OG0001012	Prbl.g_02241	Prbf.g_01366
OG0001013	Prbl.g_02266	Prbf.g_01373
OG0001014	Prbl.g_02275	Prbf.g_01376
OG0001015	Prbl.g_02276	Prbf.g_01378
OG0001016	Prbl.g_00603	Prbf.g_01400
OG0001017	Prbl.g_00597	Prbf.g_01404
OG0001018	Prbl.g_00595	Prbf.g_01406
OG0001019	Prbl.g_00582	Prbf.g_01415
OG0001020	Prbl.g_00576	Prbf.g_01416
OG0001021	Prbl.g_00572	Prbf.g_01417
OG0001022	Prbl.g_00567	Prbf.g_01420
OG0001023	Prbl.g_00566	Prbf.g_01421
OG0001024	Prbl.g_00562	Prbf.g_01425
OG0001025	Prbl.g_00555	Prbf.g_01432
OG0001026	Prbl.g_00542	Prbf.g_01441
OG0001027	Prbl.g_01332	Prbf.g_01442
OG0001028	Prbl.g_01330	Prbf.g_01444
OG0001029	Prbl.g_01328	Prbf.g_01445
OG0001030	Prbl.g_00822	Prbf.g_01461
OG0001031	Prbl.g_00074	Prbf.g_01521
OG0001032	Prbl.g_00077	Prbf.g_01522
OG0001033	Prbl.g_01281	Prbf.g_01543
OG0001034	Prbl.g_00199	Prbf.g_01574
OG0001035	Prbl.g_01498	Prbf.g_01594
OG0001036	Prbl.g_01494	Prbf.g_01598
OG0001037	Prbl.g_01492	Prbf.g_01599
OG0001038	Prbl.g_01455	Prbf.g_01618
OG0001039	Prbl.g_01452	Prbf.g_01621
OG0001040	Prbl.g_01449	Prbf.g_01623
OG0001041	Prbl.g_01444	Prbf.g_01628
OG0001042	Prbl.g_01419	Prbf.g_01645
OG0001043	Prbl.g_01417	Prbf.g_01646
OG0001044	Prbl.g_01200	Prbf.g_01677
OG0001045	Prbl.g_01211	Prbf.g_01686
OG0001046	Prbl.g_00410	Prbf.g_00741
OG0001047	Prbl.g_00649	Prbf.g_01723
OG0001048	Prbl.g_00648	Prbf.g_01724
OG0001049	Prbl.g_00645	Prbf.g_01726
OG0001050	Prbl.g_00644	Prbf.g_01727
OG0001051	Prbl.g_00643	Prbf.g_01728
OG0001052	Prbl.g_01344	Prbf.g_01754
OG0001053	Prbl.g_00514	Prbf.g_01766
OG0001054	Prbl.g_00532	Prbf.g_01781
OG0001055	Prbl.g_00790	Prbf.g_01800
OG0001056	Prbl.g_00761	Prbf.g_01817
OG0001057	Prbl.g_00749	Prbf.g_01822
OG0001058	Prbl.g_01883	Prbf.g_01830
OG0001059	Prbl.g_01887	Prbf.g_01834
OG0001060	Prbl.g_01894	Prbf.g_01840
OG0001061	Prbl.g_01796	Prbf.g_01855
OG0001062	Prbl.g_01794	Prbf.g_01857
OG0001063	Prbl.g_01790	Prbf.g_01859
OG0001064	Prbl.g_01789	Prbf.g_01860
OG0001065	Prbl.g_01788	Prbf.g_01861
OG0001066	Prbl.g_01787	Prbf.g_01862
OG0001067	Prbl.g_01786	Prbf.g_01863
OG0001068	Prbl.g_01785	Prbf.g_01864
OG0001069	Prbl.g_01784	Prbf.g_01865
OG0001070	Prbl.g_01780	Prbf.g_01869
OG0001071	Prbl.g_01779	Prbf.g_01870
OG0001072	Prbl.g_01776	Prbf.g_01872
OG0001073	Prbl.g_01757	Prbf.g_01886
OG0001074	Prbl.g_01610	Prbf.g_01898
OG0001075	Prbl.g_01611	Prbf.g_01899
OG0001076	Prbl.g_01619	Prbf.g_01906
OG0001077	Prbl.g_01629	Prbf.g_01912
OG0001078	Prbl.g_01640	Prbf.g_00983
OG0001079	Prbl.g_01659	Prbf.g_00995
OG0001080	Prbl.g_01041	Prbf.g_01001
OG0001081	Prbl.g_01031	Prbf.g_01003
OG0001082	Prbl.g_01030	Prbf.g_01004
OG0001083	Prbl.g_01405	Prbf.g_01009
OG0001084	Prbl.g_01404	Prbf.g_01010
