Orthogroup	Prbl	Syai
OG0000564	Prbl.g_01892	Syai.g_00743
OG0000565	Prbl.g_01895	Syai.g_00746
OG0000566	Prbl.g_01899	Syai.g_00750
OG0000567	Prbl.g_01903	Syai.g_00754
OG0000568	Prbl.g_01905	Syai.g_00758
OG0000569	Prbl.g_01801	Syai.g_00759
OG0000570	Prbl.g_01800	Syai.g_00760
OG0000571	Prbl.g_01797	Syai.g_00764
OG0000572	Prbl.g_01781	Syai.g_00782
OG0000573	Prbl.g_01774	Syai.g_00790
OG0000574	Prbl.g_01773	Syai.g_00796
OG0000575	Prbl.g_01764	Syai.g_00800
OG0000576	Prbl.g_01762	Syai.g_00802
OG0000577	Prbl.g_01761	Syai.g_00803
OG0000578	Prbl.g_01760	Syai.g_00804
OG0000579	Prbl.g_01759	Syai.g_00805
OG0000580	Prbl.g_01758	Syai.g_00806
OG0000581	Prbl.g_01754	Syai.g_00812
OG0000582	Prbl.g_01750	Syai.g_01042
OG0000583	Prbl.g_01749	Syai.g_01043
OG0000584	Prbl.g_01748	Syai.g_01044
OG0000585	Prbl.g_01746	Syai.g_01046
OG0000586	Prbl.g_01744	Syai.g_01047
OG0000587	Prbl.g_01742	Syai.g_01049
OG0000588	Prbl.g_01613	Syai.g_01063
OG0000589	Prbl.g_01616	Syai.g_01066
OG0000590	Prbl.g_01617	Syai.g_01067
OG0000591	Prbl.g_01624	Syai.g_01075
OG0000592	Prbl.g_01625	Syai.g_01076
OG0000593	Prbl.g_01635	Syai.g_01100
OG0000594	Prbl.g_01636	Syai.g_01101
OG0000595	Prbl.g_01637	Syai.g_01102
OG0000596	Prbl.g_01642	Syai.g_01107
OG0000597	Prbl.g_01645	Syai.g_01110
OG0000598	Prbl.g_01646	Syai.g_01111
OG0000599	Prbl.g_01656	Syai.g_01114
OG0000600	Prbl.g_01657	Syai.g_01115
OG0000601	Prbl.g_01658	Syai.g_01116
OG0000602	Prbl.g_01662	Syai.g_01121
OG0000603	Prbl.g_01663	Syai.g_01122
OG0000604	Prbl.g_01664	Syai.g_01125
OG0000605	Prbl.g_01043	Syai.g_01609
OG0000606	Prbl.g_01032	Syai.g_01221
OG0000607	Prbl.g_01412	Syai.g_01224
OG0000608	Prbl.g_01411	Syai.g_01225
OG0000609	Prbl.g_01409	Syai.g_01227
OG0000610	Prbl.g_01401	Syai.g_01234
OG0000611	Prbl.g_01398	Syai.g_01237
OG0000612	Prbl.g_01397	Syai.g_01238
OG0000613	Prbl.g_00891	Syai.g_00196
OG0000614	Prbl.g_01872	Syai.g_01981
OG0000615	Prbl.g_02373	Syai.g_01286
OG0000616	Prbl.g_02137	Syai.g_02914
OG0000617	Prbl.g_02561	Syai.g_01393
OG0000618	Prbl.g_02560	Syai.g_01394
OG0000619	Prbl.g_02559	Syai.g_01395
OG0000620	Prbl.g_02555	Syai.g_01402
OG0000621	Prbl.g_02554	Syai.g_01403
OG0000622	Prbl.g_02553	Syai.g_01404
OG0000623	Prbl.g_02552	Syai.g_01405
OG0000624	Prbl.g_02551	Syai.g_01407
OG0000625	Prbl.g_02550	Syai.g_01408
OG0000626	Prbl.g_02549	Syai.g_01409
OG0000627	Prbl.g_02426	Syai.g_01575
OG0000628	Prbl.g_02427	Syai.g_01573
OG0000629	Prbl.g_02430	Syai.g_01570
OG0000630	Prbl.g_02434	Syai.g_01566
OG0000631	Prbl.g_02440	Syai.g_01557
OG0000632	Prbl.g_02441	Syai.g_01556
OG0000633	Prbl.g_02442	Syai.g_01555
OG0000634	Prbl.g_02339	Syai.g_01317
OG0000635	Prbl.g_02338	Syai.g_01318
OG0000636	Prbl.g_02336	Syai.g_01320
OG0000637	Prbl.g_02334	Syai.g_01322
OG0000638	Prbl.g_02333	Syai.g_01323
OG0000639	Prbl.g_02332	Syai.g_01324
OG0000640	Prbl.g_02331	Syai.g_01325
OG0000641	Prbl.g_02327	Syai.g_01329
OG0000642	Prbl.g_02326	Syai.g_01330
OG0000643	Prbl.g_02325	Syai.g_01349
OG0000644	Prbl.g_02324	Syai.g_01350
OG0000645	Prbl.g_02323	Syai.g_01352
OG0000646	Prbl.g_02320	Syai.g_01355
OG0000647	Prbl.g_02317	Syai.g_01357
OG0000648	Prbl.g_02315	Syai.g_01362
OG0000649	Prbl.g_02314	Syai.g_01363
OG0000650	Prbl.g_02313	Syai.g_01364
OG0000651	Prbl.g_02312	Syai.g_01365
OG0000652	Prbl.g_02311	Syai.g_01366
OG0000653	Prbl.g_02309	Syai.g_01368
OG0000654	Prbl.g_02308	Syai.g_01369
OG0000655	Prbl.g_02307	Syai.g_01370
OG0000656	Prbl.g_02304	Syai.g_01373
OG0000657	Prbl.g_01540	Syai.g_02045
OG0000658	Prbl.g_01542	Syai.g_02049
OG0000659	Prbl.g_01543	Syai.g_02050
OG0000660	Prbl.g_01547	Syai.g_02054
OG0000661	Prbl.g_01549	Syai.g_02056
OG0000662	Prbl.g_01551	Syai.g_02058
OG0000663	Prbl.g_01554	Syai.g_02061
OG0000664	Prbl.g_01555	Syai.g_02062
OG0000665	Prbl.g_01568	Syai.g_02431
OG0000666	Prbl.g_01571	Syai.g_01610
OG0000667	Prbl.g_01579	Syai.g_01724
OG0000668	Prbl.g_02530	Syai.g_01436
OG0000669	Prbl.g_01588	Syai.g_01251
OG0000670	Prbl.g_01078	Syai.g_00561
OG0000671	Prbl.g_02412	Syai.g_01255
OG0000672	Prbl.g_02409	Syai.g_01259
OG0000673	Prbl.g_02406	Syai.g_01262
OG0000674	Prbl.g_02404	Syai.g_01264
OG0000675	Prbl.g_02403	Syai.g_01265
OG0000676	Prbl.g_02395	Syai.g_01275
OG0000677	Prbl.g_02393	Syai.g_01276
OG0000678	Prbl.g_02388	Syai.g_01279
OG0000679	Prbl.g_02368	Syai.g_01288
OG0000680	Prbl.g_02367	Syai.g_01289
OG0000681	Prbl.g_02365	Syai.g_01292
OG0000682	Prbl.g_02364	Syai.g_01293
OG0000683	Prbl.g_02363	Syai.g_01294
OG0000684	Prbl.g_02350	Syai.g_01299
OG0000685	Prbl.g_02352	Syai.g_01301
OG0000686	Prbl.g_02353	Syai.g_01302
OG0000687	Prbl.g_02354	Syai.g_01303
OG0000688	Prbl.g_02348	Syai.g_01307
OG0000689	Prbl.g_02347	Syai.g_01309
OG0000690	Prbl.g_02346	Syai.g_01310
OG0000691	Prbl.g_02345	Syai.g_01311
OG0000692	Prbl.g_02344	Syai.g_01312
OG0000693	Prbl.g_02343	Syai.g_01313
OG0000694	Prbl.g_02342	Syai.g_01314
OG0000695	Prbl.g_02444	Syai.g_01553
OG0000696	Prbl.g_02445	Syai.g_01552
OG0000697	Prbl.g_02447	Syai.g_01550
OG0000698	Prbl.g_02450	Syai.g_01547
OG0000699	Prbl.g_02452	Syai.g_01545
OG0000700	Prbl.g_02453	Syai.g_01544
OG0000701	Prbl.g_02454	Syai.g_01543
OG0000702	Prbl.g_02462	Syai.g_01521
OG0000703	Prbl.g_02463	Syai.g_01520
OG0000704	Prbl.g_02465	Syai.g_01518
OG0000705	Prbl.g_02471	Syai.g_01511
OG0000706	Prbl.g_02472	Syai.g_01510
OG0000707	Prbl.g_02473	Syai.g_01509
OG0000708	Prbl.g_02475	Syai.g_01506
OG0000709	Prbl.g_02482	Syai.g_01497
OG0000710	Prbl.g_02486	Syai.g_01487
OG0000711	Prbl.g_02508	Syai.g_01456
OG0000712	Prbl.g_02509	Syai.g_01454
OG0000713	Prbl.g_02510	Syai.g_01453
OG0000714	Prbl.g_02514	Syai.g_01451
OG0000715	Prbl.g_02516	Syai.g_01449
OG0000716	Prbl.g_02520	Syai.g_01445
OG0000717	Prbl.g_02521	Syai.g_01444
OG0000718	Prbl.g_02526	Syai.g_01440
OG0000719	Prbl.g_02528	Syai.g_01438
OG0000720	Prbl.g_02541	Syai.g_01425
OG0000721	Prbl.g_02542	Syai.g_01423
OG0000722	Prbl.g_02543	Syai.g_01422
OG0000723	Prbl.g_02547	Syai.g_01411
OG0000724	Prbl.g_00932	Syai.g_02013
OG0000725	Prbl.g_00925	Syai.g_02004
OG0000726	Prbl.g_00924	Syai.g_02003
OG0000727	Prbl.g_00923	Syai.g_02002
OG0000728	Prbl.g_00922	Syai.g_02000
OG0000729	Prbl.g_02062	Syai.g_00097
OG0000730	Prbl.g_01199	Syai.g_00483
OG0000731	Prbl.g_01208	Syai.g_00495
OG0000732	Prbl.g_01993	Syai.g_00058
OG0000733	Prbl.g_02197	Syai.g_02805
OG0000734	Prbl.g_00545	Syai.g_02548
OG0000735	Prbl.g_02066	Syai.g_02159
OG0000736	Prbl.g_02067	Syai.g_02158
OG0000737	Prbl.g_02068	Syai.g_02157
OG0000738	Prbl.g_02075	Syai.g_02152
OG0000739	Prbl.g_02077	Syai.g_02151
OG0000740	Prbl.g_02078	Syai.g_02150
OG0000741	Prbl.g_02081	Syai.g_02147
OG0000742	Prbl.g_02083	Syai.g_02145
OG0000743	Prbl.g_02085	Syai.g_02143
OG0000744	Prbl.g_02086	Syai.g_02142
OG0000745	Prbl.g_02088	Syai.g_02140
OG0000746	Prbl.g_02090	Syai.g_02138
OG0000747	Prbl.g_02091	Syai.g_02137
OG0000748	Prbl.g_02103	Syai.g_02125
OG0000749	Prbl.g_02104	Syai.g_02123
OG0000750	Prbl.g_02105	Syai.g_02122
OG0000751	Prbl.g_00179	Syai.g_02116
OG0000752	Prbl.g_00181	Syai.g_02114
OG0000753	Prbl.g_00184	Syai.g_02111
OG0000754	Prbl.g_01379	Syai.g_01750
OG0000755	Prbl.g_01120	Syai.g_01760
OG0000756	Prbl.g_01119	Syai.g_01761
OG0000757	Prbl.g_01112	Syai.g_01769
OG0000758	Prbl.g_01111	Syai.g_01770
OG0000759	Prbl.g_01110	Syai.g_01771
OG0000760	Prbl.g_01109	Syai.g_01772
OG0000761	Prbl.g_01108	Syai.g_01775
OG0000762	Prbl.g_01377	Syai.g_01777
OG0000763	Prbl.g_01375	Syai.g_01779
OG0000764	Prbl.g_01374	Syai.g_01780
OG0000765	Prbl.g_02590	Syai.g_01797
OG0000766	Prbl.g_02591	Syai.g_01798
OG0000767	Prbl.g_02593	Syai.g_01800
OG0000768	Prbl.g_02594	Syai.g_01801
OG0000769	Prbl.g_00186	Syai.g_01803
OG0000770	Prbl.g_01103	Syai.g_01822
OG0000771	Prbl.g_00937	Syai.g_02019
OG0000772	Prbl.g_00461	Syai.g_01639
OG0000773	Prbl.g_00113	Syai.g_02164
OG0000774	Prbl.g_01713	Syai.g_02168
OG0000775	Prbl.g_01715	Syai.g_02172
OG0000776	Prbl.g_01716	Syai.g_02173
OG0000777	Prbl.g_01717	Syai.g_02174
OG0000778	Prbl.g_01718	Syai.g_02175
OG0000779	Prbl.g_01723	Syai.g_02181
OG0000780	Prbl.g_01726	Syai.g_02184
OG0000781	Prbl.g_01730	Syai.g_02188
OG0000782	Prbl.g_01731	Syai.g_02189
OG0000783	Prbl.g_01732	Syai.g_02190
OG0000784	Prbl.g_01733	Syai.g_02191
OG0000785	Prbl.g_01735	Syai.g_02193
OG0000786	Prbl.g_01738	Syai.g_00816
OG0000787	Prbl.g_01739	Syai.g_00815
OG0000788	Prbl.g_00658	Syai.g_01117
OG0000789	Prbl.g_01695	Syai.g_01596
OG0000790	Prbl.g_00498	Syai.g_00623
OG0000791	Prbl.g_00496	Syai.g_00621
OG0000792	Prbl.g_00495	Syai.g_00620
OG0000793	Prbl.g_00491	Syai.g_00615
OG0000794	Prbl.g_00490	Syai.g_00614
OG0000795	Prbl.g_00489	Syai.g_00613
OG0000796	Prbl.g_00485	Syai.g_00609
OG0000797	Prbl.g_00484	Syai.g_00608
OG0000798	Prbl.g_01456	Syai.g_00262
OG0000799	Prbl.g_00152	Syai.g_00996
OG0000800	Prbl.g_00153	Syai.g_00993
OG0000801	Prbl.g_00154	Syai.g_00992
OG0000802	Prbl.g_00161	Syai.g_00988
OG0000803	Prbl.g_00257	Syai.g_00983
OG0000804	Prbl.g_00255	Syai.g_00980
OG0000805	Prbl.g_00253	Syai.g_00965
OG0000806	Prbl.g_00251	Syai.g_00963
OG0000807	Prbl.g_00249	Syai.g_00961
OG0000808	Prbl.g_00248	Syai.g_00960
OG0000809	Prbl.g_00244	Syai.g_00957
OG0000810	Prbl.g_00243	Syai.g_00956
OG0000811	Prbl.g_00231	Syai.g_00950
OG0000812	Prbl.g_00229	Syai.g_00948
OG0000813	Prbl.g_00228	Syai.g_00947
OG0000814	Prbl.g_00226	Syai.g_00945
OG0000815	Prbl.g_00225	Syai.g_00944
OG0000816	Prbl.g_00223	Syai.g_00942
OG0000817	Prbl.g_00222	Syai.g_00941
OG0000818	Prbl.g_00684	Syai.g_00935
OG0000819	Prbl.g_00685	Syai.g_00934
OG0000820	Prbl.g_00686	Syai.g_00933
OG0000821	Prbl.g_00693	Syai.g_00916
OG0000822	Prbl.g_00695	Syai.g_00914
OG0000823	Prbl.g_00696	Syai.g_00913
OG0000824	Prbl.g_00700	Syai.g_00907
OG0000825	Prbl.g_00701	Syai.g_00906
OG0000826	Prbl.g_00702	Syai.g_00905
OG0000827	Prbl.g_00703	Syai.g_00904
OG0000828	Prbl.g_00706	Syai.g_00900
OG0000829	Prbl.g_00707	Syai.g_00899
OG0000830	Prbl.g_00708	Syai.g_00898
OG0000831	Prbl.g_00710	Syai.g_00896
OG0000832	Prbl.g_00456	Syai.g_02296
OG0000833	Prbl.g_00448	Syai.g_02305
OG0000834	Prbl.g_00447	Syai.g_02307
OG0000835	Prbl.g_00446	Syai.g_02308
OG0000836	Prbl.g_00444	Syai.g_02312
OG0000837	Prbl.g_00443	Syai.g_02313
OG0000838	Prbl.g_00440	Syai.g_02323
OG0000839	Prbl.g_00439	Syai.g_02324
OG0000840	Prbl.g_00438	Syai.g_02325
OG0000841	Prbl.g_00437	Syai.g_02326
OG0000842	Prbl.g_00436	Syai.g_02327
OG0000843	Prbl.g_00435	Syai.g_02328
OG0000844	Prbl.g_00433	Syai.g_02330
OG0000845	Prbl.g_00432	Syai.g_02331
OG0000846	Prbl.g_00431	Syai.g_02332
OG0000847	Prbl.g_00430	Syai.g_02333
OG0000848	Prbl.g_00429	Syai.g_02335
OG0000849	Prbl.g_00428	Syai.g_02336
OG0000850	Prbl.g_00427	Syai.g_02339
OG0000851	Prbl.g_00423	Syai.g_02352
OG0000852	Prbl.g_00422	Syai.g_02353
OG0000853	Prbl.g_00418	Syai.g_02357
OG0000854	Prbl.g_00416	Syai.g_02359
OG0000855	Prbl.g_00415	Syai.g_02360
OG0000856	Prbl.g_01627	Syai.g_01078
OG0000857	Prbl.g_02318	Syai.g_01356
OG0000858	Prbl.g_00404	Syai.g_02366
OG0000859	Prbl.g_00403	Syai.g_02367
OG0000860	Prbl.g_00392	Syai.g_02380
OG0000861	Prbl.g_00391	Syai.g_02381
OG0000862	Prbl.g_00389	Syai.g_02382
OG0000863	Prbl.g_00385	Syai.g_02385
OG0000864	Prbl.g_00383	Syai.g_02386
OG0000865	Prbl.g_00382	Syai.g_02387
OG0000866	Prbl.g_00381	Syai.g_02388
OG0000867	Prbl.g_00380	Syai.g_02389
OG0000868	Prbl.g_00378	Syai.g_02392
OG0000869	Prbl.g_00375	Syai.g_02396
OG0000870	Prbl.g_00370	Syai.g_02401
OG0000871	Prbl.g_00369	Syai.g_02402
OG0000872	Prbl.g_00367	Syai.g_02409
OG0000873	Prbl.g_00364	Syai.g_02412
OG0000874	Prbl.g_00360	Syai.g_02408
OG0000875	Prbl.g_00359	Syai.g_02416
OG0000876	Prbl.g_00358	Syai.g_02243
OG0000877	Prbl.g_00355	Syai.g_02250
OG0000878	Prbl.g_00354	Syai.g_02251
OG0000879	Prbl.g_00353	Syai.g_02252
OG0000880	Prbl.g_00352	Syai.g_02253
OG0000881	Prbl.g_00347	Syai.g_02257
OG0000882	Prbl.g_00342	Syai.g_02262
OG0000883	Prbl.g_00340	Syai.g_02264
OG0000884	Prbl.g_00338	Syai.g_02266
OG0000885	Prbl.g_00337	Syai.g_02267
OG0000886	Prbl.g_00336	Syai.g_02268
OG0000887	Prbl.g_00335	Syai.g_02269
OG0000888	Prbl.g_00333	Syai.g_02271
OG0000889	Prbl.g_00331	Syai.g_02273
OG0000890	Prbl.g_00317	Syai.g_02279
OG0000891	Prbl.g_00316	Syai.g_02280
OG0000892	Prbl.g_02620	Syai.g_02282
OG0000893	Prbl.g_02680	Syai.g_00318
OG0000894	Prbl.g_02684	Syai.g_00321
OG0000895	Prbl.g_01061	Syai.g_00325
OG0000896	Prbl.g_01060	Syai.g_00326
OG0000897	Prbl.g_01058	Syai.g_00328
OG0000898	Prbl.g_01057	Syai.g_00329
OG0000899	Prbl.g_01056	Syai.g_00330
OG0000900	Prbl.g_01055	Syai.g_00331
OG0000901	Prbl.g_01051	Syai.g_00336
OG0000902	Prbl.g_01049	Syai.g_00338
OG0000903	Prbl.g_00954	Syai.g_00353
OG0000904	Prbl.g_00949	Syai.g_00348
OG0000905	Prbl.g_00947	Syai.g_00342
OG0000906	Prbl.g_01045	Syai.g_00340
OG0000907	Prbl.g_00956	Syai.g_00358
OG0000908	Prbl.g_00959	Syai.g_00361
OG0000909	Prbl.g_00960	Syai.g_00362
OG0000910	Prbl.g_00961	Syai.g_00363
OG0000911	Prbl.g_00963	Syai.g_00365
OG0000912	Prbl.g_00964	Syai.g_00366
OG0000913	Prbl.g_00965	Syai.g_00367
OG0000914	Prbl.g_00966	Syai.g_00368
OG0000915	Prbl.g_00967	Syai.g_00370
OG0000916	Prbl.g_00968	Syai.g_00371
OG0000917	Prbl.g_00969	Syai.g_00372
OG0000918	Prbl.g_00970	Syai.g_00373
OG0000919	Prbl.g_00971	Syai.g_00374
OG0000920	Prbl.g_00972	Syai.g_00375
OG0000921	Prbl.g_00973	Syai.g_00376
OG0000922	Prbl.g_00974	Syai.g_00377
OG0000923	Prbl.g_00978	Syai.g_00381
OG0000924	Prbl.g_00979	Syai.g_00382
OG0000925	Prbl.g_00980	Syai.g_00383
OG0000926	Prbl.g_00981	Syai.g_00384
OG0000927	Prbl.g_00983	Syai.g_00386
OG0000928	Prbl.g_00984	Syai.g_00387
OG0000929	Prbl.g_00985	Syai.g_00388
OG0000930	Prbl.g_00986	Syai.g_00389
OG0000931	Prbl.g_00987	Syai.g_00390
OG0000932	Prbl.g_00988	Syai.g_00391
OG0000933	Prbl.g_00993	Syai.g_00397
OG0000934	Prbl.g_00995	Syai.g_00399
OG0000935	Prbl.g_00996	Syai.g_00400
OG0000936	Prbl.g_00997	Syai.g_00401
OG0000937	Prbl.g_00998	Syai.g_00402
OG0000938	Prbl.g_01127	Syai.g_00405
OG0000939	Prbl.g_01128	Syai.g_00406
OG0000940	Prbl.g_01137	Syai.g_00413
OG0000941	Prbl.g_01139	Syai.g_00415
OG0000942	Prbl.g_01141	Syai.g_00417
OG0000943	Prbl.g_01142	Syai.g_00418
OG0000944	Prbl.g_01144	Syai.g_00420
OG0000945	Prbl.g_01146	Syai.g_00422
OG0000946	Prbl.g_01174	Syai.g_00428
OG0000947	Prbl.g_01177	Syai.g_00431
OG0000948	Prbl.g_01178	Syai.g_00432
OG0000949	Prbl.g_01181	Syai.g_00174
OG0000950	Prbl.g_00856	Syai.g_00163
OG0000951	Prbl.g_00851	Syai.g_00158
OG0000952	Prbl.g_00844	Syai.g_00136
OG0000953	Prbl.g_00840	Syai.g_00132
OG0000954	Prbl.g_01306	Syai.g_00127
OG0000955	Prbl.g_01305	Syai.g_00126
OG0000956	Prbl.g_01303	Syai.g_00124
OG0000957	Prbl.g_01287	Syai.g_00113
OG0000958	Prbl.g_01286	Syai.g_00112
OG0000959	Prbl.g_02638	Syai.g_00108
OG0000960	Prbl.g_02637	Syai.g_00107
OG0000961	Prbl.g_01235	Syai.g_00100
OG0000962	Prbl.g_02063	Syai.g_00098
OG0000963	Prbl.g_02058	Syai.g_00094
OG0000964	Prbl.g_02057	Syai.g_00093
OG0000965	Prbl.g_02056	Syai.g_00092
OG0000966	Prbl.g_02023	Syai.g_00082
OG0000967	Prbl.g_02017	Syai.g_00077
OG0000968	Prbl.g_02014	Syai.g_00085
OG0000969	Prbl.g_02012	Syai.g_00080
OG0000970	Prbl.g_02011	Syai.g_00079
OG0000971	Prbl.g_02009	Syai.g_00074
OG0000972	Prbl.g_02008	Syai.g_00073
OG0000973	Prbl.g_02007	Syai.g_00072
OG0000974	Prbl.g_02006	Syai.g_00071
OG0000975	Prbl.g_02005	Syai.g_00070
OG0000976	Prbl.g_02004	Syai.g_00069
OG0000977	Prbl.g_02002	Syai.g_00067
OG0000978	Prbl.g_02001	Syai.g_00065
OG0000979	Prbl.g_01998	Syai.g_00062
OG0000980	Prbl.g_01994	Syai.g_00059
OG0000981	Prbl.g_01991	Syai.g_00056
OG0000982	Prbl.g_02238	Syai.g_02777
OG0000983	Prbl.g_02237	Syai.g_02778
OG0000984	Prbl.g_02236	Syai.g_02779
OG0000985	Prbl.g_02232	Syai.g_02781
OG0000986	Prbl.g_02230	Syai.g_02784
OG0000987	Prbl.g_02228	Syai.g_02786
OG0000988	Prbl.g_02224	Syai.g_02790
OG0000989	Prbl.g_02214	Syai.g_02797
OG0000990	Prbl.g_02192	Syai.g_02825
OG0000991	Prbl.g_02189	Syai.g_02827
OG0000992	Prbl.g_02186	Syai.g_02830
OG0000993	Prbl.g_02185	Syai.g_02831
OG0000994	Prbl.g_02182	Syai.g_02834
OG0000995	Prbl.g_02173	Syai.g_02840
OG0000996	Prbl.g_02160	Syai.g_02891
OG0000997	Prbl.g_02151	Syai.g_02900
OG0000998	Prbl.g_02149	Syai.g_02902
OG0000999	Prbl.g_02148	Syai.g_02903
OG0001000	Prbl.g_02145	Syai.g_02906
OG0001001	Prbl.g_02141	Syai.g_02911
OG0001002	Prbl.g_02134	Syai.g_02918
OG0001003	Prbl.g_02132	Syai.g_02919
OG0001004	Prbl.g_02131	Syai.g_02920
OG0001005	Prbl.g_02129	Syai.g_02921
OG0001006	Prbl.g_02123	Syai.g_02931
OG0001007	Prbl.g_02121	Syai.g_02933
OG0001008	Prbl.g_00651	Syai.g_02227
OG0001009	Prbl.g_01972	Syai.g_00034
OG0001010	Prbl.g_01973	Syai.g_00035
OG0001011	Prbl.g_01975	Syai.g_00037
OG0001012	Prbl.g_02241	Syai.g_02773
OG0001013	Prbl.g_02266	Syai.g_02750
OG0001014	Prbl.g_02275	Syai.g_02726
OG0001015	Prbl.g_02276	Syai.g_02725
OG0001016	Prbl.g_00603	Syai.g_02479
OG0001017	Prbl.g_00597	Syai.g_02485
OG0001018	Prbl.g_00595	Syai.g_02487
OG0001019	Prbl.g_00582	Syai.g_02508
OG0001020	Prbl.g_00576	Syai.g_02516
OG0001021	Prbl.g_00572	Syai.g_02523
OG0001022	Prbl.g_00567	Syai.g_02528
OG0001023	Prbl.g_00566	Syai.g_02529
OG0001024	Prbl.g_00562	Syai.g_02533
OG0001025	Prbl.g_00555	Syai.g_02540
OG0001026	Prbl.g_00542	Syai.g_02550
OG0001027	Prbl.g_01332	Syai.g_02555
OG0001028	Prbl.g_01330	Syai.g_02557
OG0001029	Prbl.g_01328	Syai.g_02559
OG0001030	Prbl.g_00822	Syai.g_02580
OG0001031	Prbl.g_00074	Syai.g_02656
OG0001032	Prbl.g_00077	Syai.g_02658
OG0001033	Prbl.g_01281	Syai.g_02685
OG0001034	Prbl.g_00199	Syai.g_00537
OG0001035	Prbl.g_01498	Syai.g_00295
OG0001036	Prbl.g_01494	Syai.g_00290
OG0001037	Prbl.g_01492	Syai.g_00288
OG0001038	Prbl.g_01455	Syai.g_00261
OG0001039	Prbl.g_01452	Syai.g_00258
OG0001040	Prbl.g_01449	Syai.g_00255
OG0001041	Prbl.g_01444	Syai.g_00250
OG0001042	Prbl.g_01419	Syai.g_00225
OG0001043	Prbl.g_01417	Syai.g_00221
OG0001044	Prbl.g_01200	Syai.g_00485
OG0001045	Prbl.g_01211	Syai.g_00498
OG0001046	Prbl.g_00410	Syai.g_01471
OG0001047	Prbl.g_00649	Syai.g_02225
OG0001048	Prbl.g_00648	Syai.g_02224
OG0001049	Prbl.g_00645	Syai.g_02215
OG0001050	Prbl.g_00644	Syai.g_02214
OG0001051	Prbl.g_00643	Syai.g_02213
OG0001052	Prbl.g_01344	Syai.g_00861
OG0001053	Prbl.g_00514	Syai.g_00641
OG0001054	Prbl.g_00532	Syai.g_00658
OG0001055	Prbl.g_00790	Syai.g_00679
OG0001056	Prbl.g_00761	Syai.g_00713
OG0001057	Prbl.g_00749	Syai.g_00721
OG0001058	Prbl.g_01883	Syai.g_00734
OG0001059	Prbl.g_01887	Syai.g_00738
OG0001060	Prbl.g_01894	Syai.g_00744
OG0001061	Prbl.g_01796	Syai.g_00765
OG0001062	Prbl.g_01794	Syai.g_00767
OG0001063	Prbl.g_01790	Syai.g_00774
OG0001064	Prbl.g_01789	Syai.g_00775
OG0001065	Prbl.g_01788	Syai.g_00776
OG0001066	Prbl.g_01787	Syai.g_00777
OG0001067	Prbl.g_01786	Syai.g_00778
OG0001068	Prbl.g_01785	Syai.g_00779
OG0001069	Prbl.g_01784	Syai.g_00780
OG0001070	Prbl.g_01780	Syai.g_00783
OG0001071	Prbl.g_01779	Syai.g_00784
OG0001072	Prbl.g_01776	Syai.g_00788
OG0001073	Prbl.g_01757	Syai.g_00807
OG0001074	Prbl.g_01610	Syai.g_01051
OG0001075	Prbl.g_01611	Syai.g_01053
OG0001076	Prbl.g_01619	Syai.g_01069
OG0001077	Prbl.g_01629	Syai.g_01081
OG0001078	Prbl.g_01640	Syai.g_01105
OG0001079	Prbl.g_01659	Syai.g_01118
OG0001080	Prbl.g_01041	Syai.g_01606
OG0001081	Prbl.g_01031	Syai.g_01222
OG0001082	Prbl.g_01030	Syai.g_01223
OG0001083	Prbl.g_01405	Syai.g_01230
OG0001084	Prbl.g_01404	Syai.g_01231
OG0001085	Prbl.g_01394	Syai.g_01241
OG0001086	Prbl.g_01392	Syai.g_01243
OG0001087	Prbl.g_01853	Syai.g_01953
OG0001088	Prbl.g_01857	Syai.g_01957
OG0001089	Prbl.g_00024	Syai.g_01996
OG0001090	Prbl.g_02565	Syai.g_01387
OG0001091	Prbl.g_02563	Syai.g_01389
OG0001092	Prbl.g_02562	Syai.g_01391
OG0001093	Prbl.g_02558	Syai.g_01397
OG0001094	Prbl.g_02341	Syai.g_01315
OG0001096	Prbl.g_02306	Syai.g_01371
OG0001097	Prbl.g_01550	Syai.g_02057
OG0001098	Prbl.g_02423	Syai.g_01603
OG0001099	Prbl.g_01329	Syai.g_02558
OG0001100	Prbl.g_02414	Syai.g_01253
OG0001101	Prbl.g_02413	Syai.g_01254
OG0001102	Prbl.g_02410	Syai.g_01257
OG0001103	Prbl.g_02408	Syai.g_01260
OG0001104	Prbl.g_02351	Syai.g_01300
OG0001105	Prbl.g_02356	Syai.g_01304
OG0001106	Prbl.g_02466	Syai.g_01517
OG0001107	Prbl.g_02476	Syai.g_01505
OG0001108	Prbl.g_02483	Syai.g_01496
OG0001109	Prbl.g_02485	Syai.g_01488
OG0001110	Prbl.g_02487	Syai.g_01486
OG0001111	Prbl.g_02489	Syai.g_01484
OG0001112	Prbl.g_02491	Syai.g_01482
OG0001113	Prbl.g_02492	Syai.g_01481
OG0001114	Prbl.g_02493	Syai.g_01480
OG0001115	Prbl.g_02495	Syai.g_01476
OG0001116	Prbl.g_02496	Syai.g_01474
OG0001117	Prbl.g_02497	Syai.g_01473
OG0001118	Prbl.g_02498	Syai.g_01472
OG0001119	Prbl.g_02499	Syai.g_01470
OG0001120	Prbl.g_02501	Syai.g_01466
OG0001122	Prbl.g_02529	Syai.g_01437
OG0001123	Prbl.g_02536	Syai.g_01430
OG0001124	Prbl.g_02538	Syai.g_01428
