Orthogroup	Prbl	Prbi
OG0000545	Prbl.g_00797	Prbi.g_00513
OG0000546	Prbl.g_00794	Prbi.g_00516
OG0000547	Prbl.g_00792	Prbi.g_00518
OG0000548	Prbl.g_00791	Prbi.g_00519
OG0000549	Prbl.g_00785	Prbi.g_00521
OG0000550	Prbl.g_00780	Prbi.g_00526
OG0000551	Prbl.g_00776	Prbi.g_00530
OG0000552	Prbl.g_00775	Prbi.g_00531
OG0000553	Prbl.g_00770	Prbi.g_00532
OG0000554	Prbl.g_00765	Prbi.g_00537
OG0000555	Prbl.g_00747	Prbi.g_00545
OG0000556	Prbl.g_02645	Prbi.g_00547
OG0000557	Prbl.g_01878	Prbi.g_00548
OG0000558	Prbl.g_01881	Prbi.g_00550
OG0000559	Prbl.g_01885	Prbi.g_00554
OG0000560	Prbl.g_01888	Prbi.g_00557
OG0000561	Prbl.g_01889	Prbi.g_00558
OG0000562	Prbl.g_01890	Prbi.g_00559
OG0000563	Prbl.g_01891	Prbi.g_00560
OG0000564	Prbl.g_01892	Prbi.g_00561
OG0000565	Prbl.g_01895	Prbi.g_00564
OG0000566	Prbl.g_01899	Prbi.g_00566
OG0000567	Prbl.g_01903	Prbi.g_00570
OG0000568	Prbl.g_01905	Prbi.g_00571
OG0000569	Prbl.g_01801	Prbi.g_00572
OG0000570	Prbl.g_01800	Prbi.g_00573
OG0000571	Prbl.g_01797	Prbi.g_00575
OG0000572	Prbl.g_01781	Prbi.g_00588
OG0000573	Prbl.g_01774	Prbi.g_00594
OG0000574	Prbl.g_01773	Prbi.g_00595
OG0000575	Prbl.g_01764	Prbi.g_00599
OG0000576	Prbl.g_01762	Prbi.g_00601
OG0000577	Prbl.g_01761	Prbi.g_00602
OG0000578	Prbl.g_01760	Prbi.g_00603
OG0000579	Prbl.g_01759	Prbi.g_00604
OG0000580	Prbl.g_01758	Prbi.g_00605
OG0000581	Prbl.g_01754	Prbi.g_00607
OG0000582	Prbl.g_01750	Prbi.g_00610
OG0000583	Prbl.g_01749	Prbi.g_00611
OG0000584	Prbl.g_01748	Prbi.g_00612
OG0000585	Prbl.g_01746	Prbi.g_00614
OG0000586	Prbl.g_01744	Prbi.g_00615
OG0000587	Prbl.g_01742	Prbi.g_00616
OG0000588	Prbl.g_01613	Prbi.g_00620
OG0000589	Prbl.g_01616	Prbi.g_00623
OG0000590	Prbl.g_01617	Prbi.g_00624
OG0000591	Prbl.g_01624	Prbi.g_00627
OG0000592	Prbl.g_01625	Prbi.g_00628
OG0000593	Prbl.g_01635	Prbi.g_00635
OG0000594	Prbl.g_01636	Prbi.g_00636
OG0000595	Prbl.g_01637	Prbi.g_00637
OG0000596	Prbl.g_01642	Prbi.g_00641
OG0000597	Prbl.g_01645	Prbi.g_00643
OG0000598	Prbl.g_01646	Prbi.g_00644
OG0000599	Prbl.g_01656	Prbi.g_00647
OG0000600	Prbl.g_01657	Prbi.g_00648
OG0000601	Prbl.g_01658	Prbi.g_00649
OG0000602	Prbl.g_01662	Prbi.g_00651
OG0000603	Prbl.g_01663	Prbi.g_00652
OG0000604	Prbl.g_01664	Prbi.g_00653
OG0000605	Prbl.g_01043	Prbi.g_00654
OG0000606	Prbl.g_01032	Prbi.g_00657
OG0000607	Prbl.g_01412	Prbi.g_00660
OG0000608	Prbl.g_01411	Prbi.g_00661
OG0000609	Prbl.g_01409	Prbi.g_00662
OG0000610	Prbl.g_01401	Prbi.g_00667
OG0000611	Prbl.g_01398	Prbi.g_00670
OG0000612	Prbl.g_01397	Prbi.g_00671
OG0000613	Prbl.g_00891	Prbi.g_00676
OG0000614	Prbl.g_01872	Prbi.g_00695
OG0000615	Prbl.g_02373	Prbi.g_00704
OG0000616	Prbl.g_02137	Prbi.g_00708
OG0000617	Prbl.g_02561	Prbi.g_00751
OG0000618	Prbl.g_02560	Prbi.g_00752
OG0000619	Prbl.g_02559	Prbi.g_00753
OG0000620	Prbl.g_02555	Prbi.g_00756
OG0000621	Prbl.g_02554	Prbi.g_00757
OG0000622	Prbl.g_02553	Prbi.g_00758
OG0000623	Prbl.g_02552	Prbi.g_00759
OG0000624	Prbl.g_02551	Prbi.g_00760
OG0000625	Prbl.g_02550	Prbi.g_00761
OG0000626	Prbl.g_02549	Prbi.g_00762
OG0000627	Prbl.g_02426	Prbi.g_00763
OG0000628	Prbl.g_02427	Prbi.g_00764
OG0000629	Prbl.g_02430	Prbi.g_00765
OG0000630	Prbl.g_02434	Prbi.g_00768
OG0000631	Prbl.g_02440	Prbi.g_00838
OG0000632	Prbl.g_02441	Prbi.g_00839
OG0000633	Prbl.g_02442	Prbi.g_00840
OG0000634	Prbl.g_02339	Prbi.g_00843
OG0000635	Prbl.g_02338	Prbi.g_00844
OG0000636	Prbl.g_02336	Prbi.g_00846
OG0000637	Prbl.g_02334	Prbi.g_00848
OG0000638	Prbl.g_02333	Prbi.g_00849
OG0000639	Prbl.g_02332	Prbi.g_00850
OG0000640	Prbl.g_02331	Prbi.g_00851
OG0000641	Prbl.g_02327	Prbi.g_00855
OG0000642	Prbl.g_02326	Prbi.g_00856
OG0000643	Prbl.g_02325	Prbi.g_00857
OG0000644	Prbl.g_02324	Prbi.g_00858
OG0000645	Prbl.g_02323	Prbi.g_00859
OG0000646	Prbl.g_02320	Prbi.g_00861
OG0000647	Prbl.g_02317	Prbi.g_00862
OG0000648	Prbl.g_02315	Prbi.g_00864
OG0000649	Prbl.g_02314	Prbi.g_00865
OG0000650	Prbl.g_02313	Prbi.g_00866
OG0000651	Prbl.g_02312	Prbi.g_00867
OG0000652	Prbl.g_02311	Prbi.g_00868
OG0000653	Prbl.g_02309	Prbi.g_00870
OG0000654	Prbl.g_02308	Prbi.g_00871
OG0000655	Prbl.g_02307	Prbi.g_00872
OG0000656	Prbl.g_02304	Prbi.g_00875
OG0000657	Prbl.g_01540	Prbi.g_00883
OG0000658	Prbl.g_01542	Prbi.g_00884
OG0000659	Prbl.g_01543	Prbi.g_00885
OG0000660	Prbl.g_01547	Prbi.g_00889
OG0000661	Prbl.g_01549	Prbi.g_00891
OG0000662	Prbl.g_01551	Prbi.g_00893
OG0000663	Prbl.g_01554	Prbi.g_00895
OG0000664	Prbl.g_01555	Prbi.g_00896
OG0000665	Prbl.g_01568	Prbi.g_00900
OG0000666	Prbl.g_01571	Prbi.g_00901
OG0000667	Prbl.g_01579	Prbi.g_00905
OG0000668	Prbl.g_02530	Prbi.g_00934
OG0000669	Prbl.g_01588	Prbi.g_00942
OG0000670	Prbl.g_01078	Prbi.g_00944
OG0000671	Prbl.g_02412	Prbi.g_00946
OG0000672	Prbl.g_02409	Prbi.g_00949
OG0000673	Prbl.g_02406	Prbi.g_00952
OG0000674	Prbl.g_02404	Prbi.g_00954
OG0000675	Prbl.g_02403	Prbi.g_00955
OG0000676	Prbl.g_02395	Prbi.g_00957
OG0000677	Prbl.g_02393	Prbi.g_00958
OG0000678	Prbl.g_02388	Prbi.g_00960
OG0000679	Prbl.g_02368	Prbi.g_00964
OG0000680	Prbl.g_02367	Prbi.g_00965
OG0000681	Prbl.g_02365	Prbi.g_00968
OG0000682	Prbl.g_02364	Prbi.g_00969
OG0000683	Prbl.g_02363	Prbi.g_00970
OG0000684	Prbl.g_02350	Prbi.g_00971
OG0000685	Prbl.g_02352	Prbi.g_00973
OG0000686	Prbl.g_02353	Prbi.g_00974
OG0000687	Prbl.g_02354	Prbi.g_00975
OG0000688	Prbl.g_02348	Prbi.g_00978
OG0000689	Prbl.g_02347	Prbi.g_00979
OG0000690	Prbl.g_02346	Prbi.g_00980
OG0000691	Prbl.g_02345	Prbi.g_00981
OG0000692	Prbl.g_02344	Prbi.g_00983
OG0000693	Prbl.g_02343	Prbi.g_00984
OG0000694	Prbl.g_02342	Prbi.g_00985
OG0000695	Prbl.g_02444	Prbi.g_00987
OG0000696	Prbl.g_02445	Prbi.g_00988
OG0000697	Prbl.g_02447	Prbi.g_00989
OG0000698	Prbl.g_02450	Prbi.g_00992
OG0000699	Prbl.g_02452	Prbi.g_00993
OG0000700	Prbl.g_02453	Prbi.g_00994
OG0000701	Prbl.g_02454	Prbi.g_00995
OG0000702	Prbl.g_02462	Prbi.g_00997
OG0000703	Prbl.g_02463	Prbi.g_00998
OG0000704	Prbl.g_02465	Prbi.g_00999
OG0000705	Prbl.g_02471	Prbi.g_01003
OG0000706	Prbl.g_02472	Prbi.g_01004
OG0000707	Prbl.g_02473	Prbi.g_01005
OG0000708	Prbl.g_02475	Prbi.g_01006
OG0000709	Prbl.g_02482	Prbi.g_01010
OG0000710	Prbl.g_02486	Prbi.g_01013
OG0000711	Prbl.g_02508	Prbi.g_01030
OG0000712	Prbl.g_02509	Prbi.g_01032
OG0000713	Prbl.g_02510	Prbi.g_01033
OG0000714	Prbl.g_02514	Prbi.g_01034
OG0000715	Prbl.g_02516	Prbi.g_01036
OG0000716	Prbl.g_02520	Prbi.g_01038
OG0000717	Prbl.g_02521	Prbi.g_01039
OG0000718	Prbl.g_02526	Prbi.g_01055
OG0000719	Prbl.g_02528	Prbi.g_01057
OG0000720	Prbl.g_02541	Prbi.g_01066
OG0000721	Prbl.g_02542	Prbi.g_01068
OG0000722	Prbl.g_02543	Prbi.g_01069
OG0000723	Prbl.g_02547	Prbi.g_01072
OG0000724	Prbl.g_00932	Prbi.g_01081
OG0000725	Prbl.g_00925	Prbi.g_01087
OG0000726	Prbl.g_00924	Prbi.g_01088
OG0000727	Prbl.g_00923	Prbi.g_01089
OG0000728	Prbl.g_00922	Prbi.g_01091
OG0000729	Prbl.g_02062	Prbi.g_01138
OG0000730	Prbl.g_01199	Prbi.g_01142
OG0000731	Prbl.g_01208	Prbi.g_01146
OG0000732	Prbl.g_01993	Prbi.g_01155
OG0000733	Prbl.g_02197	Prbi.g_01175
OG0000734	Prbl.g_00545	Prbi.g_01192
OG0000735	Prbl.g_02066	Prbi.g_01194
OG0000736	Prbl.g_02067	Prbi.g_01195
OG0000737	Prbl.g_02068	Prbi.g_01196
OG0000738	Prbl.g_02075	Prbi.g_01200
OG0000739	Prbl.g_02077	Prbi.g_01201
OG0000740	Prbl.g_02078	Prbi.g_01202
OG0000741	Prbl.g_02081	Prbi.g_01203
OG0000742	Prbl.g_02083	Prbi.g_01206
OG0000743	Prbl.g_02085	Prbi.g_01208
OG0000744	Prbl.g_02086	Prbi.g_01209
OG0000745	Prbl.g_02088	Prbi.g_01210
OG0000746	Prbl.g_02090	Prbi.g_01212
OG0000747	Prbl.g_02091	Prbi.g_01213
OG0000748	Prbl.g_02103	Prbi.g_01216
OG0000749	Prbl.g_02104	Prbi.g_01217
OG0000750	Prbl.g_02105	Prbi.g_01218
OG0000751	Prbl.g_00179	Prbi.g_01220
OG0000752	Prbl.g_00181	Prbi.g_01222
OG0000753	Prbl.g_00184	Prbi.g_01225
OG0000754	Prbl.g_01379	Prbi.g_01228
OG0000755	Prbl.g_01120	Prbi.g_01231
OG0000756	Prbl.g_01119	Prbi.g_01232
OG0000757	Prbl.g_01112	Prbi.g_01238
OG0000758	Prbl.g_01111	Prbi.g_01239
OG0000759	Prbl.g_01110	Prbi.g_01240
OG0000760	Prbl.g_01109	Prbi.g_01241
OG0000761	Prbl.g_01108	Prbi.g_01242
OG0000762	Prbl.g_01377	Prbi.g_01243
OG0000763	Prbl.g_01375	Prbi.g_01245
OG0000764	Prbl.g_01374	Prbi.g_01246
OG0000765	Prbl.g_02590	Prbi.g_01255
OG0000766	Prbl.g_02591	Prbi.g_01256
OG0000767	Prbl.g_02593	Prbi.g_01258
OG0000768	Prbl.g_02594	Prbi.g_01259
OG0000769	Prbl.g_00186	Prbi.g_01261
OG0000770	Prbl.g_01103	Prbi.g_01263
OG0000771	Prbl.g_00937	Prbi.g_01277
OG0000772	Prbl.g_00461	Prbi.g_01363
OG0000773	Prbl.g_00113	Prbi.g_01382
OG0000774	Prbl.g_01713	Prbi.g_01384
OG0000775	Prbl.g_01715	Prbi.g_01386
OG0000776	Prbl.g_01716	Prbi.g_01387
OG0000777	Prbl.g_01717	Prbi.g_01388
OG0000778	Prbl.g_01718	Prbi.g_01389
OG0000779	Prbl.g_01723	Prbi.g_01393
OG0000780	Prbl.g_01726	Prbi.g_01394
OG0000781	Prbl.g_01730	Prbi.g_01397
OG0000782	Prbl.g_01731	Prbi.g_01398
OG0000783	Prbl.g_01732	Prbi.g_01399
OG0000784	Prbl.g_01733	Prbi.g_01400
OG0000785	Prbl.g_01735	Prbi.g_01402
OG0000786	Prbl.g_01738	Prbi.g_01404
OG0000787	Prbl.g_01739	Prbi.g_01405
OG0000788	Prbl.g_00658	Prbi.g_01426
OG0000789	Prbl.g_01695	Prbi.g_01429
OG0000790	Prbl.g_00498	Prbi.g_01444
OG0000791	Prbl.g_00496	Prbi.g_01446
OG0000792	Prbl.g_00495	Prbi.g_01447
OG0000793	Prbl.g_00491	Prbi.g_01450
OG0000794	Prbl.g_00490	Prbi.g_01451
OG0000795	Prbl.g_00489	Prbi.g_01452
OG0000796	Prbl.g_00485	Prbi.g_01456
OG0000797	Prbl.g_00484	Prbi.g_01457
OG0000799	Prbl.g_00152	Prbi.g_01571
OG0000800	Prbl.g_00153	Prbi.g_01572
OG0000801	Prbl.g_00154	Prbi.g_01573
OG0000802	Prbl.g_00161	Prbi.g_01575
OG0000803	Prbl.g_00257	Prbi.g_01577
OG0000804	Prbl.g_00255	Prbi.g_01578
OG0000805	Prbl.g_00253	Prbi.g_01580
OG0000806	Prbl.g_00251	Prbi.g_01582
OG0000807	Prbl.g_00249	Prbi.g_01583
OG0000808	Prbl.g_00248	Prbi.g_01584
OG0000809	Prbl.g_00244	Prbi.g_01587
OG0000810	Prbl.g_00243	Prbi.g_01588
OG0000811	Prbl.g_00231	Prbi.g_01594
OG0000812	Prbl.g_00229	Prbi.g_01596
OG0000813	Prbl.g_00228	Prbi.g_01597
OG0000814	Prbl.g_00226	Prbi.g_01599
OG0000815	Prbl.g_00225	Prbi.g_01600
OG0000816	Prbl.g_00223	Prbi.g_01602
OG0000817	Prbl.g_00222	Prbi.g_01603
OG0000818	Prbl.g_00684	Prbi.g_01608
OG0000819	Prbl.g_00685	Prbi.g_01609
OG0000820	Prbl.g_00686	Prbi.g_01610
OG0000821	Prbl.g_00693	Prbi.g_01613
OG0000822	Prbl.g_00695	Prbi.g_01614
OG0000823	Prbl.g_00696	Prbi.g_01615
OG0000824	Prbl.g_00700	Prbi.g_01618
OG0000825	Prbl.g_00701	Prbi.g_01619
OG0000826	Prbl.g_00702	Prbi.g_01620
OG0000827	Prbl.g_00703	Prbi.g_01621
OG0000828	Prbl.g_00706	Prbi.g_01624
OG0000829	Prbl.g_00707	Prbi.g_01625
OG0000830	Prbl.g_00708	Prbi.g_01626
OG0000831	Prbl.g_00710	Prbi.g_01628
OG0000832	Prbl.g_00456	Prbi.g_01634
OG0000833	Prbl.g_00448	Prbi.g_01642
OG0000834	Prbl.g_00447	Prbi.g_01643
OG0000835	Prbl.g_00446	Prbi.g_01644
OG0000836	Prbl.g_00444	Prbi.g_01645
OG0000837	Prbl.g_00443	Prbi.g_01646
OG0000838	Prbl.g_00440	Prbi.g_01648
OG0000839	Prbl.g_00439	Prbi.g_01649
OG0000840	Prbl.g_00438	Prbi.g_01650
OG0000841	Prbl.g_00437	Prbi.g_01651
OG0000842	Prbl.g_00436	Prbi.g_01652
OG0000843	Prbl.g_00435	Prbi.g_01653
OG0000844	Prbl.g_00433	Prbi.g_01654
OG0000845	Prbl.g_00432	Prbi.g_01655
OG0000846	Prbl.g_00431	Prbi.g_01656
OG0000847	Prbl.g_00430	Prbi.g_01657
OG0000848	Prbl.g_00429	Prbi.g_01658
OG0000849	Prbl.g_00428	Prbi.g_01659
OG0000850	Prbl.g_00427	Prbi.g_01661
OG0000851	Prbl.g_00423	Prbi.g_01662
OG0000852	Prbl.g_00422	Prbi.g_01663
OG0000853	Prbl.g_00418	Prbi.g_01667
OG0000854	Prbl.g_00416	Prbi.g_01669
OG0000855	Prbl.g_00415	Prbi.g_01670
OG0000856	Prbl.g_01627	Prbi.g_01685
OG0000857	Prbl.g_02318	Prbi.g_01711
OG0000858	Prbl.g_00404	Prbi.g_01781
OG0000859	Prbl.g_00403	Prbi.g_01782
OG0000860	Prbl.g_00392	Prbi.g_01789
OG0000861	Prbl.g_00391	Prbi.g_01790
OG0000862	Prbl.g_00389	Prbi.g_01791
OG0000863	Prbl.g_00385	Prbi.g_01793
OG0000864	Prbl.g_00383	Prbi.g_01794
OG0000865	Prbl.g_00382	Prbi.g_01795
OG0000866	Prbl.g_00381	Prbi.g_01796
OG0000867	Prbl.g_00380	Prbi.g_01797
OG0000868	Prbl.g_00378	Prbi.g_01798
OG0000869	Prbl.g_00375	Prbi.g_01802
OG0000870	Prbl.g_00370	Prbi.g_01807
OG0000871	Prbl.g_00369	Prbi.g_01808
OG0000872	Prbl.g_00367	Prbi.g_01809
OG0000873	Prbl.g_00364	Prbi.g_01812
OG0000874	Prbl.g_00360	Prbi.g_01815
OG0000875	Prbl.g_00359	Prbi.g_01816
OG0000876	Prbl.g_00358	Prbi.g_01817
OG0000877	Prbl.g_00355	Prbi.g_01819
OG0000878	Prbl.g_00354	Prbi.g_01820
OG0000879	Prbl.g_00353	Prbi.g_01821
OG0000880	Prbl.g_00352	Prbi.g_01822
OG0000881	Prbl.g_00347	Prbi.g_01826
OG0000882	Prbl.g_00342	Prbi.g_01831
OG0000883	Prbl.g_00340	Prbi.g_01832
OG0000884	Prbl.g_00338	Prbi.g_01834
OG0000885	Prbl.g_00337	Prbi.g_01835
OG0000886	Prbl.g_00336	Prbi.g_01836
OG0000887	Prbl.g_00335	Prbi.g_01837
OG0000888	Prbl.g_00333	Prbi.g_01839
OG0000889	Prbl.g_00331	Prbi.g_01841
OG0000890	Prbl.g_00317	Prbi.g_01842
OG0000891	Prbl.g_00316	Prbi.g_01843
OG0000892	Prbl.g_02620	Prbi.g_01845
OG0000893	Prbl.g_02680	Prbi.g_01848
OG0000894	Prbl.g_02684	Prbi.g_01850
OG0000895	Prbl.g_01061	Prbi.g_01853
OG0000896	Prbl.g_01060	Prbi.g_01854
OG0000897	Prbl.g_01058	Prbi.g_01856
OG0000898	Prbl.g_01057	Prbi.g_01857
OG0000899	Prbl.g_01056	Prbi.g_01858
OG0000900	Prbl.g_01055	Prbi.g_01859
OG0000901	Prbl.g_01051	Prbi.g_01863
OG0000902	Prbl.g_01049	Prbi.g_01865
OG0000903	Prbl.g_00954	Prbi.g_01868
OG0000904	Prbl.g_00949	Prbi.g_01870
OG0000905	Prbl.g_00947	Prbi.g_01875
OG0000906	Prbl.g_01045	Prbi.g_01876
OG0000907	Prbl.g_00956	Prbi.g_01896
OG0000908	Prbl.g_00959	Prbi.g_01899
OG0000909	Prbl.g_00960	Prbi.g_01900
OG0000910	Prbl.g_00961	Prbi.g_01901
OG0000911	Prbl.g_00963	Prbi.g_01903
OG0000912	Prbl.g_00964	Prbi.g_01904
OG0000913	Prbl.g_00965	Prbi.g_01905
OG0000914	Prbl.g_00966	Prbi.g_01906
OG0000915	Prbl.g_00967	Prbi.g_01907
OG0000916	Prbl.g_00968	Prbi.g_01908
OG0000917	Prbl.g_00969	Prbi.g_01909
OG0000918	Prbl.g_00970	Prbi.g_01910
OG0000919	Prbl.g_00971	Prbi.g_01911
OG0000920	Prbl.g_00972	Prbi.g_01912
OG0000921	Prbl.g_00973	Prbi.g_01913
OG0000922	Prbl.g_00974	Prbi.g_01914
OG0000923	Prbl.g_00978	Prbi.g_01918
OG0000924	Prbl.g_00979	Prbi.g_01919
OG0000925	Prbl.g_00980	Prbi.g_01920
OG0000926	Prbl.g_00981	Prbi.g_01921
OG0000927	Prbl.g_00983	Prbi.g_01923
OG0000928	Prbl.g_00984	Prbi.g_01924
OG0000929	Prbl.g_00985	Prbi.g_01925
OG0000930	Prbl.g_00986	Prbi.g_01926
OG0000931	Prbl.g_00987	Prbi.g_01927
OG0000932	Prbl.g_00988	Prbi.g_01928
OG0000933	Prbl.g_00993	Prbi.g_01932
OG0000934	Prbl.g_00995	Prbi.g_01934
OG0000935	Prbl.g_00996	Prbi.g_01935
OG0000936	Prbl.g_00997	Prbi.g_01936
OG0000937	Prbl.g_00998	Prbi.g_01937
OG0000938	Prbl.g_01127	Prbi.g_01939
OG0000939	Prbl.g_01128	Prbi.g_01940
OG0000940	Prbl.g_01137	Prbi.g_01947
OG0000941	Prbl.g_01139	Prbi.g_01949
OG0000942	Prbl.g_01141	Prbi.g_01951
OG0000943	Prbl.g_01142	Prbi.g_01952
OG0000944	Prbl.g_01144	Prbi.g_01953
OG0000945	Prbl.g_01146	Prbi.g_01954
OG0000946	Prbl.g_01174	Prbi.g_01958
OG0000947	Prbl.g_01177	Prbi.g_01960
OG0000948	Prbl.g_01178	Prbi.g_01961
OG0000949	Prbl.g_01181	Prbi.g_01964
OG0000950	Prbl.g_00856	Prbi.g_01969
OG0000951	Prbl.g_00851	Prbi.g_01973
OG0000952	Prbl.g_00844	Prbi.g_01977
OG0000953	Prbl.g_00840	Prbi.g_01980
OG0000954	Prbl.g_01306	Prbi.g_01984
OG0000955	Prbl.g_01305	Prbi.g_01985
OG0000956	Prbl.g_01303	Prbi.g_01987
OG0000957	Prbl.g_01287	Prbi.g_01992
OG0000958	Prbl.g_01286	Prbi.g_01993
OG0000959	Prbl.g_02638	Prbi.g_01997
OG0000960	Prbl.g_02637	Prbi.g_01998
OG0000961	Prbl.g_01235	Prbi.g_02000
OG0000962	Prbl.g_02063	Prbi.g_02002
OG0000963	Prbl.g_02058	Prbi.g_02006
OG0000964	Prbl.g_02057	Prbi.g_02007
OG0000965	Prbl.g_02056	Prbi.g_02008
OG0000966	Prbl.g_02023	Prbi.g_02027
OG0000967	Prbl.g_02017	Prbi.g_02032
OG0000968	Prbl.g_02014	Prbi.g_02034
OG0000969	Prbl.g_02012	Prbi.g_02035
OG0000970	Prbl.g_02011	Prbi.g_02036
OG0000971	Prbl.g_02009	Prbi.g_02037
OG0000972	Prbl.g_02008	Prbi.g_02038
OG0000973	Prbl.g_02007	Prbi.g_02039
OG0000974	Prbl.g_02006	Prbi.g_02040
OG0000975	Prbl.g_02005	Prbi.g_02041
OG0000976	Prbl.g_02004	Prbi.g_02042
OG0000977	Prbl.g_02002	Prbi.g_02043
OG0000978	Prbl.g_02001	Prbi.g_02044
OG0000979	Prbl.g_01998	Prbi.g_02047
OG0000980	Prbl.g_01994	Prbi.g_02049
OG0000981	Prbl.g_01991	Prbi.g_02051
OG0000982	Prbl.g_02238	Prbi.g_02053
OG0000983	Prbl.g_02237	Prbi.g_02054
OG0000984	Prbl.g_02236	Prbi.g_02055
OG0000985	Prbl.g_02232	Prbi.g_02058
OG0000986	Prbl.g_02230	Prbi.g_02060
OG0000987	Prbl.g_02228	Prbi.g_02061
OG0000988	Prbl.g_02224	Prbi.g_02064
OG0000989	Prbl.g_02214	Prbi.g_02068
OG0000990	Prbl.g_02192	Prbi.g_02071
OG0000991	Prbl.g_02189	Prbi.g_02072
OG0000992	Prbl.g_02186	Prbi.g_02074
OG0000993	Prbl.g_02185	Prbi.g_02075
OG0000994	Prbl.g_02182	Prbi.g_02076
OG0000995	Prbl.g_02173	Prbi.g_02080
OG0000996	Prbl.g_02160	Prbi.g_02081
OG0000997	Prbl.g_02151	Prbi.g_02082
OG0000998	Prbl.g_02149	Prbi.g_02084
OG0000999	Prbl.g_02148	Prbi.g_02085
OG0001000	Prbl.g_02145	Prbi.g_02088
OG0001001	Prbl.g_02141	Prbi.g_02090
OG0001002	Prbl.g_02134	Prbi.g_02094
OG0001003	Prbl.g_02132	Prbi.g_02095
OG0001004	Prbl.g_02131	Prbi.g_02096
OG0001005	Prbl.g_02129	Prbi.g_02097
OG0001006	Prbl.g_02123	Prbi.g_02101
OG0001007	Prbl.g_02121	Prbi.g_02103
OG0001008	Prbl.g_00651	Prbi.g_00438
OG0001009	Prbl.g_01972	Prbi.g_00027
OG0001010	Prbl.g_01973	Prbi.g_00028
OG0001011	Prbl.g_01975	Prbi.g_00029
OG0001012	Prbl.g_02241	Prbi.g_00052
OG0001013	Prbl.g_02266	Prbi.g_00059
OG0001014	Prbl.g_02275	Prbi.g_00062
OG0001015	Prbl.g_02276	Prbi.g_00063
OG0001016	Prbl.g_00603	Prbi.g_00080
OG0001017	Prbl.g_00597	Prbi.g_00084
OG0001018	Prbl.g_00595	Prbi.g_00087
OG0001019	Prbl.g_00582	Prbi.g_00096
OG0001020	Prbl.g_00576	Prbi.g_00097
OG0001021	Prbl.g_00572	Prbi.g_00098
OG0001022	Prbl.g_00567	Prbi.g_00101
OG0001023	Prbl.g_00566	Prbi.g_00102
OG0001024	Prbl.g_00562	Prbi.g_00105
OG0001025	Prbl.g_00555	Prbi.g_00111
OG0001026	Prbl.g_00542	Prbi.g_00118
OG0001027	Prbl.g_01332	Prbi.g_00119
OG0001028	Prbl.g_01330	Prbi.g_00121
OG0001029	Prbl.g_01328	Prbi.g_00123
OG0001030	Prbl.g_00822	Prbi.g_00138
OG0001031	Prbl.g_00074	Prbi.g_00210
OG0001032	Prbl.g_00077	Prbi.g_00211
OG0001033	Prbl.g_01281	Prbi.g_00232
OG0001034	Prbl.g_00199	Prbi.g_00260
OG0001035	Prbl.g_01498	Prbi.g_00278
OG0001036	Prbl.g_01494	Prbi.g_00283
OG0001037	Prbl.g_01492	Prbi.g_00284
OG0001038	Prbl.g_01455	Prbi.g_00302
OG0001039	Prbl.g_01452	Prbi.g_00305
OG0001040	Prbl.g_01449	Prbi.g_00307
OG0001041	Prbl.g_01444	Prbi.g_00311
OG0001042	Prbl.g_01419	Prbi.g_00328
OG0001043	Prbl.g_01417	Prbi.g_00329
OG0001044	Prbl.g_01200	Prbi.g_00357
OG0001045	Prbl.g_01211	Prbi.g_00366
OG0001046	Prbl.g_00410	Prbi.g_00403
OG0001047	Prbl.g_00649	Prbi.g_00440
OG0001048	Prbl.g_00648	Prbi.g_00441
OG0001049	Prbl.g_00645	Prbi.g_00443
OG0001050	Prbl.g_00644	Prbi.g_00444
OG0001051	Prbl.g_00643	Prbi.g_00445
OG0001052	Prbl.g_01344	Prbi.g_00474
OG0001053	Prbl.g_00514	Prbi.g_00486
OG0001054	Prbl.g_00532	Prbi.g_00501
OG0001055	Prbl.g_00790	Prbi.g_00520
OG0001056	Prbl.g_00761	Prbi.g_00539
OG0001057	Prbl.g_00749	Prbi.g_00544
OG0001058	Prbl.g_01883	Prbi.g_00552
OG0001059	Prbl.g_01887	Prbi.g_00556
OG0001060	Prbl.g_01894	Prbi.g_00563
OG0001061	Prbl.g_01796	Prbi.g_00576
OG0001062	Prbl.g_01794	Prbi.g_00578
OG0001063	Prbl.g_01790	Prbi.g_00580
OG0001064	Prbl.g_01789	Prbi.g_00581
OG0001065	Prbl.g_01788	Prbi.g_00582
OG0001066	Prbl.g_01787	Prbi.g_00583
OG0001067	Prbl.g_01786	Prbi.g_00584
OG0001068	Prbl.g_01785	Prbi.g_00585
OG0001069	Prbl.g_01784	Prbi.g_00586
OG0001070	Prbl.g_01780	Prbi.g_00589
OG0001071	Prbl.g_01779	Prbi.g_00590
OG0001072	Prbl.g_01776	Prbi.g_00592
OG0001073	Prbl.g_01757	Prbi.g_00606
OG0001074	Prbl.g_01610	Prbi.g_00617
OG0001075	Prbl.g_01611	Prbi.g_00618
OG0001076	Prbl.g_01619	Prbi.g_00626
OG0001077	Prbl.g_01629	Prbi.g_00630
OG0001078	Prbl.g_01640	Prbi.g_00639
OG0001079	Prbl.g_01659	Prbi.g_00650
OG0001080	Prbl.g_01041	Prbi.g_00656
OG0001081	Prbl.g_01031	Prbi.g_00658
OG0001082	Prbl.g_01030	Prbi.g_00659
