Orthogroup	Prbl	Syab
OG0000552	Prbl.g_00775	Syab.g_02154
OG0000553	Prbl.g_00770	Syab.g_02046
OG0000554	Prbl.g_00765	Syab.g_02040
OG0000555	Prbl.g_00747	Syab.g_02026
OG0000556	Prbl.g_02645	Syab.g_02022
OG0000557	Prbl.g_01878	Syab.g_02019
OG0000558	Prbl.g_01881	Syab.g_02016
OG0000559	Prbl.g_01885	Syab.g_02012
OG0000560	Prbl.g_01888	Syab.g_02009
OG0000561	Prbl.g_01889	Syab.g_02008
OG0000562	Prbl.g_01890	Syab.g_02007
OG0000563	Prbl.g_01891	Syab.g_02006
OG0000564	Prbl.g_01892	Syab.g_02005
OG0000565	Prbl.g_01895	Syab.g_02001
OG0000566	Prbl.g_01899	Syab.g_01997
OG0000567	Prbl.g_01903	Syab.g_01993
OG0000568	Prbl.g_01905	Syab.g_01991
OG0000569	Prbl.g_01801	Syab.g_01990
OG0000570	Prbl.g_01800	Syab.g_01989
OG0000571	Prbl.g_01797	Syab.g_01986
OG0000572	Prbl.g_01781	Syab.g_01969
OG0000573	Prbl.g_01774	Syab.g_01960
OG0000574	Prbl.g_01773	Syab.g_01959
OG0000575	Prbl.g_01764	Syab.g_01954
OG0000576	Prbl.g_01762	Syab.g_01952
OG0000577	Prbl.g_01761	Syab.g_01951
OG0000578	Prbl.g_01760	Syab.g_01950
OG0000579	Prbl.g_01759	Syab.g_01949
OG0000580	Prbl.g_01758	Syab.g_01948
OG0000581	Prbl.g_01754	Syab.g_01934
OG0000582	Prbl.g_01750	Syab.g_01929
OG0000583	Prbl.g_01749	Syab.g_01928
OG0000584	Prbl.g_01748	Syab.g_01927
OG0000585	Prbl.g_01746	Syab.g_01924
OG0000586	Prbl.g_01744	Syab.g_01923
OG0000587	Prbl.g_01742	Syab.g_01921
OG0000588	Prbl.g_01613	Syab.g_01910
OG0000589	Prbl.g_01616	Syab.g_01899
OG0000590	Prbl.g_01617	Syab.g_01898
OG0000591	Prbl.g_01624	Syab.g_01892
OG0000592	Prbl.g_01625	Syab.g_01891
OG0000593	Prbl.g_01635	Syab.g_01877
OG0000594	Prbl.g_01636	Syab.g_01876
OG0000595	Prbl.g_01637	Syab.g_01875
OG0000596	Prbl.g_01642	Syab.g_01871
OG0000597	Prbl.g_01645	Syab.g_01868
OG0000598	Prbl.g_01646	Syab.g_01867
OG0000599	Prbl.g_01656	Syab.g_01860
OG0000600	Prbl.g_01657	Syab.g_01859
OG0000601	Prbl.g_01658	Syab.g_01858
OG0000602	Prbl.g_01662	Syab.g_01853
OG0000603	Prbl.g_01663	Syab.g_01852
OG0000604	Prbl.g_01664	Syab.g_01850
OG0000605	Prbl.g_01043	Syab.g_01758
OG0000606	Prbl.g_01032	Syab.g_01529
OG0000607	Prbl.g_01412	Syab.g_01533
OG0000608	Prbl.g_01411	Syab.g_01534
OG0000609	Prbl.g_01409	Syab.g_01536
OG0000610	Prbl.g_01401	Syab.g_01555
OG0000611	Prbl.g_01398	Syab.g_01558
OG0000612	Prbl.g_01397	Syab.g_01559
OG0000613	Prbl.g_00891	Syab.g_00228
OG0000614	Prbl.g_01872	Syab.g_01179
OG0000615	Prbl.g_02373	Syab.g_01605
OG0000616	Prbl.g_02137	Syab.g_02897
OG0000617	Prbl.g_02561	Syab.g_01274
OG0000618	Prbl.g_02560	Syab.g_01275
OG0000619	Prbl.g_02559	Syab.g_01662
OG0000620	Prbl.g_02555	Syab.g_01668
OG0000621	Prbl.g_02554	Syab.g_01669
OG0000622	Prbl.g_02553	Syab.g_01670
OG0000623	Prbl.g_02552	Syab.g_01671
OG0000624	Prbl.g_02551	Syab.g_01673
OG0000625	Prbl.g_02550	Syab.g_01674
OG0000626	Prbl.g_02549	Syab.g_01675
OG0000627	Prbl.g_02426	Syab.g_01438
OG0000628	Prbl.g_02427	Syab.g_01437
OG0000629	Prbl.g_02430	Syab.g_01434
OG0000630	Prbl.g_02434	Syab.g_01430
OG0000631	Prbl.g_02440	Syab.g_01421
OG0000632	Prbl.g_02441	Syab.g_01420
OG0000633	Prbl.g_02442	Syab.g_01419
OG0000634	Prbl.g_02339	Syab.g_01651
OG0000635	Prbl.g_02338	Syab.g_01656
OG0000636	Prbl.g_02336	Syab.g_01658
OG0000637	Prbl.g_02334	Syab.g_01660
OG0000638	Prbl.g_02333	Syab.g_01661
OG0000639	Prbl.g_02332	Syab.g_01276
OG0000640	Prbl.g_02331	Syab.g_01277
OG0000641	Prbl.g_02327	Syab.g_01281
OG0000642	Prbl.g_02326	Syab.g_01282
OG0000643	Prbl.g_02325	Syab.g_01283
OG0000644	Prbl.g_02324	Syab.g_01284
OG0000645	Prbl.g_02323	Syab.g_01286
OG0000646	Prbl.g_02320	Syab.g_01289
OG0000647	Prbl.g_02317	Syab.g_01291
OG0000648	Prbl.g_02315	Syab.g_01684
OG0000649	Prbl.g_02314	Syab.g_01685
OG0000650	Prbl.g_02313	Syab.g_01686
OG0000651	Prbl.g_02312	Syab.g_01687
OG0000652	Prbl.g_02311	Syab.g_01688
OG0000653	Prbl.g_02309	Syab.g_01690
OG0000654	Prbl.g_02308	Syab.g_01691
OG0000655	Prbl.g_02307	Syab.g_01692
OG0000656	Prbl.g_02304	Syab.g_01695
OG0000657	Prbl.g_01540	Syab.g_01706
OG0000658	Prbl.g_01542	Syab.g_01710
OG0000659	Prbl.g_01543	Syab.g_01711
OG0000660	Prbl.g_01547	Syab.g_01715
OG0000661	Prbl.g_01549	Syab.g_01717
OG0000662	Prbl.g_01551	Syab.g_01719
OG0000663	Prbl.g_01554	Syab.g_01722
OG0000664	Prbl.g_01555	Syab.g_01723
OG0000665	Prbl.g_01568	Syab.g_01829
OG0000666	Prbl.g_01571	Syab.g_01842
OG0000667	Prbl.g_01579	Syab.g_01548
OG0000668	Prbl.g_02530	Syab.g_01319
OG0000669	Prbl.g_01588	Syab.g_01642
OG0000670	Prbl.g_01078	Syab.g_02156
OG0000671	Prbl.g_02412	Syab.g_01638
OG0000672	Prbl.g_02409	Syab.g_01635
OG0000673	Prbl.g_02406	Syab.g_01632
OG0000674	Prbl.g_02404	Syab.g_01630
OG0000675	Prbl.g_02403	Syab.g_01629
OG0000676	Prbl.g_02395	Syab.g_01620
OG0000677	Prbl.g_02393	Syab.g_01619
OG0000678	Prbl.g_02388	Syab.g_01613
OG0000679	Prbl.g_02368	Syab.g_01601
OG0000680	Prbl.g_02367	Syab.g_01600
OG0000681	Prbl.g_02365	Syab.g_01597
OG0000682	Prbl.g_02364	Syab.g_01596
OG0000683	Prbl.g_02363	Syab.g_01595
OG0000684	Prbl.g_02350	Syab.g_01591
OG0000685	Prbl.g_02352	Syab.g_01589
OG0000686	Prbl.g_02353	Syab.g_01588
OG0000687	Prbl.g_02354	Syab.g_01586
OG0000688	Prbl.g_02348	Syab.g_01576
OG0000689	Prbl.g_02347	Syab.g_01574
OG0000690	Prbl.g_02346	Syab.g_01573
OG0000691	Prbl.g_02345	Syab.g_01572
OG0000692	Prbl.g_02344	Syab.g_01571
OG0000693	Prbl.g_02343	Syab.g_01569
OG0000694	Prbl.g_02342	Syab.g_01568
OG0000695	Prbl.g_02444	Syab.g_01417
OG0000696	Prbl.g_02445	Syab.g_01416
OG0000697	Prbl.g_02447	Syab.g_01415
OG0000698	Prbl.g_02450	Syab.g_01412
OG0000699	Prbl.g_02452	Syab.g_01411
OG0000700	Prbl.g_02453	Syab.g_01410
OG0000701	Prbl.g_02454	Syab.g_01409
OG0000702	Prbl.g_02462	Syab.g_01401
OG0000703	Prbl.g_02463	Syab.g_01400
OG0000704	Prbl.g_02465	Syab.g_01398
OG0000705	Prbl.g_02471	Syab.g_01391
OG0000706	Prbl.g_02472	Syab.g_01390
OG0000707	Prbl.g_02473	Syab.g_01389
OG0000708	Prbl.g_02475	Syab.g_01386
OG0000709	Prbl.g_02482	Syab.g_01378
OG0000710	Prbl.g_02486	Syab.g_01367
OG0000711	Prbl.g_02508	Syab.g_01340
OG0000712	Prbl.g_02509	Syab.g_01338
OG0000713	Prbl.g_02510	Syab.g_01337
OG0000714	Prbl.g_02514	Syab.g_01334
OG0000715	Prbl.g_02516	Syab.g_01332
OG0000716	Prbl.g_02520	Syab.g_01328
OG0000717	Prbl.g_02521	Syab.g_01327
OG0000718	Prbl.g_02526	Syab.g_01323
OG0000719	Prbl.g_02528	Syab.g_01321
OG0000720	Prbl.g_02541	Syab.g_01307
OG0000721	Prbl.g_02542	Syab.g_01305
OG0000722	Prbl.g_02543	Syab.g_01304
OG0000723	Prbl.g_02547	Syab.g_01678
OG0000724	Prbl.g_00932	Syab.g_01223
OG0000725	Prbl.g_00925	Syab.g_01207
OG0000726	Prbl.g_00924	Syab.g_01206
OG0000727	Prbl.g_00923	Syab.g_01205
OG0000728	Prbl.g_00922	Syab.g_01203
OG0000729	Prbl.g_02062	Syab.g_00097
OG0000730	Prbl.g_01199	Syab.g_00521
OG0000731	Prbl.g_01208	Syab.g_00531
OG0000732	Prbl.g_01993	Syab.g_00055
OG0000733	Prbl.g_02197	Syab.g_02798
OG0000734	Prbl.g_00545	Syab.g_02508
OG0000735	Prbl.g_02066	Syab.g_00942
OG0000736	Prbl.g_02067	Syab.g_00943
OG0000737	Prbl.g_02068	Syab.g_00944
OG0000738	Prbl.g_02075	Syab.g_00949
OG0000739	Prbl.g_02077	Syab.g_00961
OG0000740	Prbl.g_02078	Syab.g_00962
OG0000741	Prbl.g_02081	Syab.g_00965
OG0000742	Prbl.g_02083	Syab.g_00968
OG0000743	Prbl.g_02085	Syab.g_00970
OG0000744	Prbl.g_02086	Syab.g_00971
OG0000745	Prbl.g_02088	Syab.g_00973
OG0000746	Prbl.g_02090	Syab.g_00975
OG0000747	Prbl.g_02091	Syab.g_00976
OG0000748	Prbl.g_02103	Syab.g_00991
OG0000749	Prbl.g_02104	Syab.g_00992
OG0000750	Prbl.g_02105	Syab.g_00993
OG0000751	Prbl.g_00179	Syab.g_01002
OG0000752	Prbl.g_00181	Syab.g_01004
OG0000753	Prbl.g_00184	Syab.g_01007
OG0000754	Prbl.g_01379	Syab.g_01012
OG0000755	Prbl.g_01120	Syab.g_01021
OG0000756	Prbl.g_01119	Syab.g_01022
OG0000757	Prbl.g_01112	Syab.g_01029
OG0000758	Prbl.g_01111	Syab.g_01030
OG0000759	Prbl.g_01110	Syab.g_01031
OG0000760	Prbl.g_01109	Syab.g_01032
OG0000761	Prbl.g_01108	Syab.g_01034
OG0000762	Prbl.g_01377	Syab.g_01036
OG0000763	Prbl.g_01375	Syab.g_01038
OG0000764	Prbl.g_01374	Syab.g_01039
OG0000765	Prbl.g_02590	Syab.g_01154
OG0000766	Prbl.g_02591	Syab.g_01153
OG0000767	Prbl.g_02593	Syab.g_01151
OG0000768	Prbl.g_02594	Syab.g_01150
OG0000769	Prbl.g_00186	Syab.g_01148
OG0000770	Prbl.g_01103	Syab.g_01145
OG0000771	Prbl.g_00937	Syab.g_01229
OG0000772	Prbl.g_00461	Syab.g_00957
OG0000773	Prbl.g_00113	Syab.g_00931
OG0000774	Prbl.g_01713	Syab.g_00924
OG0000775	Prbl.g_01715	Syab.g_00922
OG0000776	Prbl.g_01716	Syab.g_00921
OG0000777	Prbl.g_01717	Syab.g_00920
OG0000778	Prbl.g_01718	Syab.g_00919
OG0000779	Prbl.g_01723	Syab.g_00913
OG0000780	Prbl.g_01726	Syab.g_00908
OG0000781	Prbl.g_01730	Syab.g_00904
OG0000782	Prbl.g_01731	Syab.g_00903
OG0000783	Prbl.g_01732	Syab.g_00902
OG0000784	Prbl.g_01733	Syab.g_00901
OG0000785	Prbl.g_01735	Syab.g_00899
OG0000786	Prbl.g_01738	Syab.g_00895
OG0000787	Prbl.g_01739	Syab.g_00894
OG0000788	Prbl.g_00658	Syab.g_01857
OG0000789	Prbl.g_01695	Syab.g_01835
OG0000790	Prbl.g_00498	Syab.g_02082
OG0000791	Prbl.g_00496	Syab.g_02080
OG0000792	Prbl.g_00495	Syab.g_02079
OG0000793	Prbl.g_00491	Syab.g_02074
OG0000794	Prbl.g_00490	Syab.g_02073
OG0000795	Prbl.g_00489	Syab.g_02072
OG0000796	Prbl.g_00485	Syab.g_02068
OG0000797	Prbl.g_00484	Syab.g_02067
OG0000798	Prbl.g_01456	Syab.g_00298
OG0000799	Prbl.g_00152	Syab.g_00826
OG0000800	Prbl.g_00153	Syab.g_00821
OG0000801	Prbl.g_00154	Syab.g_00820
OG0000802	Prbl.g_00161	Syab.g_00816
OG0000803	Prbl.g_00257	Syab.g_00806
OG0000804	Prbl.g_00255	Syab.g_00802
OG0000805	Prbl.g_00253	Syab.g_00792
OG0000806	Prbl.g_00251	Syab.g_00790
OG0000807	Prbl.g_00249	Syab.g_00788
OG0000808	Prbl.g_00248	Syab.g_00783
OG0000809	Prbl.g_00244	Syab.g_00780
OG0000810	Prbl.g_00243	Syab.g_00779
OG0000811	Prbl.g_00231	Syab.g_00770
OG0000812	Prbl.g_00229	Syab.g_00768
OG0000813	Prbl.g_00228	Syab.g_00767
OG0000814	Prbl.g_00226	Syab.g_00765
OG0000815	Prbl.g_00225	Syab.g_00760
OG0000816	Prbl.g_00223	Syab.g_00758
OG0000817	Prbl.g_00222	Syab.g_00757
OG0000818	Prbl.g_00684	Syab.g_00751
OG0000819	Prbl.g_00685	Syab.g_00750
OG0000820	Prbl.g_00686	Syab.g_00749
OG0000821	Prbl.g_00693	Syab.g_00743
OG0000822	Prbl.g_00695	Syab.g_00741
OG0000823	Prbl.g_00696	Syab.g_00740
OG0000824	Prbl.g_00700	Syab.g_00735
OG0000825	Prbl.g_00701	Syab.g_00734
OG0000826	Prbl.g_00702	Syab.g_00733
OG0000827	Prbl.g_00703	Syab.g_00732
OG0000828	Prbl.g_00706	Syab.g_00729
OG0000829	Prbl.g_00707	Syab.g_00728
OG0000830	Prbl.g_00708	Syab.g_00727
OG0000831	Prbl.g_00710	Syab.g_00725
OG0000832	Prbl.g_00456	Syab.g_02169
OG0000833	Prbl.g_00448	Syab.g_02178
OG0000834	Prbl.g_00447	Syab.g_02181
OG0000835	Prbl.g_00446	Syab.g_02182
OG0000836	Prbl.g_00444	Syab.g_02185
OG0000837	Prbl.g_00443	Syab.g_02186
OG0000838	Prbl.g_00440	Syab.g_02190
OG0000839	Prbl.g_00439	Syab.g_02191
OG0000840	Prbl.g_00438	Syab.g_02192
OG0000841	Prbl.g_00437	Syab.g_02193
OG0000842	Prbl.g_00436	Syab.g_02194
OG0000843	Prbl.g_00435	Syab.g_02195
OG0000844	Prbl.g_00433	Syab.g_02197
OG0000845	Prbl.g_00432	Syab.g_02198
OG0000846	Prbl.g_00431	Syab.g_02199
OG0000847	Prbl.g_00430	Syab.g_02200
OG0000848	Prbl.g_00429	Syab.g_02202
OG0000849	Prbl.g_00428	Syab.g_02203
OG0000850	Prbl.g_00427	Syab.g_02212
OG0000851	Prbl.g_00423	Syab.g_02226
OG0000852	Prbl.g_00422	Syab.g_02227
OG0000853	Prbl.g_00418	Syab.g_02233
OG0000854	Prbl.g_00416	Syab.g_02235
OG0000855	Prbl.g_00415	Syab.g_02236
OG0000856	Prbl.g_01627	Syab.g_01889
OG0000857	Prbl.g_02318	Syab.g_01290
OG0000858	Prbl.g_00404	Syab.g_02244
OG0000859	Prbl.g_00403	Syab.g_02245
OG0000860	Prbl.g_00392	Syab.g_02258
OG0000861	Prbl.g_00391	Syab.g_02259
OG0000862	Prbl.g_00389	Syab.g_02261
OG0000863	Prbl.g_00385	Syab.g_02265
OG0000864	Prbl.g_00383	Syab.g_02266
OG0000865	Prbl.g_00382	Syab.g_02267
OG0000866	Prbl.g_00381	Syab.g_02268
OG0000867	Prbl.g_00380	Syab.g_02269
OG0000868	Prbl.g_00378	Syab.g_02287
OG0000869	Prbl.g_00375	Syab.g_02292
OG0000870	Prbl.g_00370	Syab.g_02297
OG0000871	Prbl.g_00369	Syab.g_02298
OG0000872	Prbl.g_00367	Syab.g_02305
OG0000873	Prbl.g_00364	Syab.g_02308
OG0000874	Prbl.g_00360	Syab.g_02311
OG0000875	Prbl.g_00359	Syab.g_02313
OG0000876	Prbl.g_00358	Syab.g_02315
OG0000877	Prbl.g_00355	Syab.g_02317
OG0000878	Prbl.g_00354	Syab.g_02318
OG0000879	Prbl.g_00353	Syab.g_02319
OG0000880	Prbl.g_00352	Syab.g_02320
OG0000881	Prbl.g_00347	Syab.g_02325
OG0000882	Prbl.g_00342	Syab.g_02330
OG0000883	Prbl.g_00340	Syab.g_02332
OG0000884	Prbl.g_00338	Syab.g_02334
OG0000885	Prbl.g_00337	Syab.g_02335
OG0000886	Prbl.g_00336	Syab.g_02336
OG0000887	Prbl.g_00335	Syab.g_02338
OG0000888	Prbl.g_00333	Syab.g_02340
OG0000889	Prbl.g_00331	Syab.g_02342
OG0000890	Prbl.g_00317	Syab.g_02348
OG0000891	Prbl.g_00316	Syab.g_02349
OG0000892	Prbl.g_02620	Syab.g_02353
OG0000893	Prbl.g_02680	Syab.g_00366
OG0000894	Prbl.g_02684	Syab.g_00369
OG0000895	Prbl.g_01061	Syab.g_00373
OG0000896	Prbl.g_01060	Syab.g_00374
OG0000897	Prbl.g_01058	Syab.g_00376
OG0000898	Prbl.g_01057	Syab.g_00377
OG0000899	Prbl.g_01056	Syab.g_00378
OG0000900	Prbl.g_01055	Syab.g_00379
OG0000901	Prbl.g_01051	Syab.g_00384
OG0000902	Prbl.g_01049	Syab.g_00386
OG0000903	Prbl.g_00954	Syab.g_00399
OG0000904	Prbl.g_00949	Syab.g_00395
OG0000905	Prbl.g_00947	Syab.g_00390
OG0000906	Prbl.g_01045	Syab.g_00388
OG0000907	Prbl.g_00956	Syab.g_00401
OG0000908	Prbl.g_00959	Syab.g_00404
OG0000909	Prbl.g_00960	Syab.g_00405
OG0000910	Prbl.g_00961	Syab.g_00406
OG0000911	Prbl.g_00963	Syab.g_00408
OG0000912	Prbl.g_00964	Syab.g_00409
OG0000913	Prbl.g_00965	Syab.g_00410
OG0000914	Prbl.g_00966	Syab.g_00411
OG0000915	Prbl.g_00967	Syab.g_00412
OG0000916	Prbl.g_00968	Syab.g_00413
OG0000917	Prbl.g_00969	Syab.g_00414
OG0000918	Prbl.g_00970	Syab.g_00415
OG0000919	Prbl.g_00971	Syab.g_00416
OG0000920	Prbl.g_00972	Syab.g_00417
OG0000921	Prbl.g_00973	Syab.g_00418
OG0000922	Prbl.g_00974	Syab.g_00419
OG0000923	Prbl.g_00978	Syab.g_00423
OG0000924	Prbl.g_00979	Syab.g_00424
OG0000925	Prbl.g_00980	Syab.g_00425
OG0000926	Prbl.g_00981	Syab.g_00426
OG0000927	Prbl.g_00983	Syab.g_00428
OG0000928	Prbl.g_00984	Syab.g_00429
OG0000929	Prbl.g_00985	Syab.g_00430
OG0000930	Prbl.g_00986	Syab.g_00431
OG0000931	Prbl.g_00987	Syab.g_00432
OG0000932	Prbl.g_00988	Syab.g_00433
OG0000933	Prbl.g_00993	Syab.g_00439
OG0000934	Prbl.g_00995	Syab.g_00441
OG0000935	Prbl.g_00996	Syab.g_00442
OG0000936	Prbl.g_00997	Syab.g_00443
OG0000937	Prbl.g_00998	Syab.g_00444
OG0000938	Prbl.g_01127	Syab.g_00447
OG0000939	Prbl.g_01128	Syab.g_00448
OG0000940	Prbl.g_01137	Syab.g_00456
OG0000941	Prbl.g_01139	Syab.g_00458
OG0000942	Prbl.g_01141	Syab.g_00460
OG0000943	Prbl.g_01142	Syab.g_00461
OG0000944	Prbl.g_01144	Syab.g_00463
OG0000945	Prbl.g_01146	Syab.g_00466
OG0000946	Prbl.g_01174	Syab.g_00473
OG0000947	Prbl.g_01177	Syab.g_00476
OG0000948	Prbl.g_01178	Syab.g_00477
OG0000949	Prbl.g_01181	Syab.g_00212
OG0000950	Prbl.g_00856	Syab.g_00204
OG0000951	Prbl.g_00851	Syab.g_00199
OG0000952	Prbl.g_00844	Syab.g_00191
OG0000953	Prbl.g_00840	Syab.g_00134
OG0000954	Prbl.g_01306	Syab.g_00129
OG0000955	Prbl.g_01305	Syab.g_00128
OG0000956	Prbl.g_01303	Syab.g_00126
OG0000957	Prbl.g_01287	Syab.g_00115
OG0000958	Prbl.g_01286	Syab.g_00114
OG0000959	Prbl.g_02638	Syab.g_00110
OG0000960	Prbl.g_02637	Syab.g_00109
OG0000961	Prbl.g_01235	Syab.g_00100
OG0000962	Prbl.g_02063	Syab.g_00098
OG0000963	Prbl.g_02058	Syab.g_00093
OG0000964	Prbl.g_02057	Syab.g_00092
OG0000965	Prbl.g_02056	Syab.g_00091
OG0000966	Prbl.g_02023	Syab.g_00082
OG0000967	Prbl.g_02017	Syab.g_00078
OG0000968	Prbl.g_02014	Syab.g_00075
OG0000969	Prbl.g_02012	Syab.g_00073
OG0000970	Prbl.g_02011	Syab.g_00072
OG0000971	Prbl.g_02009	Syab.g_00070
OG0000972	Prbl.g_02008	Syab.g_00069
OG0000973	Prbl.g_02007	Syab.g_00068
OG0000974	Prbl.g_02006	Syab.g_00067
OG0000975	Prbl.g_02005	Syab.g_00066
OG0000976	Prbl.g_02004	Syab.g_00065
OG0000977	Prbl.g_02002	Syab.g_00063
OG0000978	Prbl.g_02001	Syab.g_00062
OG0000979	Prbl.g_01998	Syab.g_00059
OG0000980	Prbl.g_01994	Syab.g_00056
OG0000981	Prbl.g_01991	Syab.g_00053
OG0000982	Prbl.g_02238	Syab.g_02756
OG0000983	Prbl.g_02237	Syab.g_02757
OG0000984	Prbl.g_02236	Syab.g_02758
OG0000985	Prbl.g_02232	Syab.g_02762
OG0000986	Prbl.g_02230	Syab.g_02764
OG0000987	Prbl.g_02228	Syab.g_02768
OG0000988	Prbl.g_02224	Syab.g_02774
OG0000989	Prbl.g_02214	Syab.g_02792
OG0000990	Prbl.g_02192	Syab.g_02811
OG0000991	Prbl.g_02189	Syab.g_02818
OG0000992	Prbl.g_02186	Syab.g_02821
OG0000993	Prbl.g_02185	Syab.g_02822
OG0000994	Prbl.g_02182	Syab.g_02826
OG0000995	Prbl.g_02173	Syab.g_02835
OG0000996	Prbl.g_02160	Syab.g_02866
OG0000997	Prbl.g_02151	Syab.g_02875
OG0000998	Prbl.g_02149	Syab.g_02877
OG0000999	Prbl.g_02148	Syab.g_02878
OG0001000	Prbl.g_02145	Syab.g_02881
OG0001001	Prbl.g_02141	Syab.g_02888
OG0001002	Prbl.g_02134	Syab.g_02900
OG0001003	Prbl.g_02132	Syab.g_02902
OG0001004	Prbl.g_02131	Syab.g_02903
OG0001005	Prbl.g_02129	Syab.g_02905
OG0001006	Prbl.g_02123	Syab.g_02912
OG0001007	Prbl.g_02121	Syab.g_02914
OG0001008	Prbl.g_00651	Syab.g_00584
OG0001009	Prbl.g_01972	Syab.g_00033
OG0001010	Prbl.g_01973	Syab.g_00034
OG0001011	Prbl.g_01975	Syab.g_00035
OG0001012	Prbl.g_02241	Syab.g_02752
OG0001013	Prbl.g_02266	Syab.g_02716
OG0001014	Prbl.g_02275	Syab.g_02712
OG0001015	Prbl.g_02276	Syab.g_02711
OG0001016	Prbl.g_00603	Syab.g_02439
OG0001017	Prbl.g_00597	Syab.g_02445
OG0001018	Prbl.g_00595	Syab.g_02447
OG0001019	Prbl.g_00582	Syab.g_02469
OG0001020	Prbl.g_00576	Syab.g_02477
OG0001021	Prbl.g_00572	Syab.g_02481
OG0001022	Prbl.g_00567	Syab.g_02485
OG0001023	Prbl.g_00566	Syab.g_02486
OG0001024	Prbl.g_00562	Syab.g_02490
OG0001025	Prbl.g_00555	Syab.g_02497
OG0001026	Prbl.g_00542	Syab.g_02510
OG0001027	Prbl.g_01332	Syab.g_02515
OG0001028	Prbl.g_01330	Syab.g_02517
OG0001029	Prbl.g_01328	Syab.g_02519
OG0001030	Prbl.g_00822	Syab.g_02540
OG0001031	Prbl.g_00074	Syab.g_02615
OG0001032	Prbl.g_00077	Syab.g_02617
OG0001033	Prbl.g_01281	Syab.g_02675
OG0001034	Prbl.g_00199	Syab.g_02370
OG0001035	Prbl.g_01498	Syab.g_00335
OG0001036	Prbl.g_01494	Syab.g_00327
OG0001037	Prbl.g_01492	Syab.g_00325
OG0001038	Prbl.g_01455	Syab.g_00297
OG0001039	Prbl.g_01452	Syab.g_00294
OG0001040	Prbl.g_01449	Syab.g_00291
OG0001041	Prbl.g_01444	Syab.g_00286
OG0001042	Prbl.g_01419	Syab.g_00254
OG0001043	Prbl.g_01417	Syab.g_00250
OG0001044	Prbl.g_01200	Syab.g_00522
OG0001045	Prbl.g_01211	Syab.g_00534
OG0001046	Prbl.g_00410	Syab.g_01352
OG0001047	Prbl.g_00649	Syab.g_00586
OG0001048	Prbl.g_00648	Syab.g_00587
OG0001049	Prbl.g_00645	Syab.g_00590
OG0001050	Prbl.g_00644	Syab.g_00591
OG0001051	Prbl.g_00643	Syab.g_00592
OG0001052	Prbl.g_01344	Syab.g_00693
OG0001053	Prbl.g_00514	Syab.g_02099
OG0001054	Prbl.g_00532	Syab.g_02118
OG0001055	Prbl.g_00790	Syab.g_02139
OG0001056	Prbl.g_00761	Syab.g_02036
OG0001057	Prbl.g_00749	Syab.g_00882
OG0001058	Prbl.g_01883	Syab.g_02014
OG0001059	Prbl.g_01887	Syab.g_02010
OG0001060	Prbl.g_01894	Syab.g_02003
OG0001061	Prbl.g_01796	Syab.g_01985
OG0001062	Prbl.g_01794	Syab.g_01983
OG0001063	Prbl.g_01790	Syab.g_01979
OG0001064	Prbl.g_01789	Syab.g_01978
OG0001065	Prbl.g_01788	Syab.g_01976
OG0001066	Prbl.g_01787	Syab.g_01975
OG0001067	Prbl.g_01786	Syab.g_01974
OG0001068	Prbl.g_01785	Syab.g_01973
OG0001069	Prbl.g_01784	Syab.g_01972
OG0001070	Prbl.g_01780	Syab.g_01968
OG0001071	Prbl.g_01779	Syab.g_01967
OG0001072	Prbl.g_01776	Syab.g_01962
OG0001073	Prbl.g_01757	Syab.g_01947
OG0001074	Prbl.g_01610	Syab.g_01815
OG0001075	Prbl.g_01611	Syab.g_01919
OG0001076	Prbl.g_01619	Syab.g_01897
OG0001077	Prbl.g_01629	Syab.g_01887
OG0001079	Prbl.g_01659	Syab.g_01856
OG0001080	Prbl.g_01041	Syab.g_01756
OG0001081	Prbl.g_01031	Syab.g_01530
OG0001082	Prbl.g_01030	Syab.g_01531
OG0001083	Prbl.g_01405	Syab.g_01540
OG0001084	Prbl.g_01404	Syab.g_01543
OG0001085	Prbl.g_01394	Syab.g_01563
OG0001086	Prbl.g_01392	Syab.g_01565
OG0001087	Prbl.g_01853	Syab.g_01167
OG0001088	Prbl.g_01857	Syab.g_01170
OG0001089	Prbl.g_00024	Syab.g_01198
OG0001090	Prbl.g_02565	Syab.g_01267
OG0001091	Prbl.g_02563	Syab.g_01270
OG0001092	Prbl.g_02562	Syab.g_01272
OG0001093	Prbl.g_02558	Syab.g_01664
OG0001094	Prbl.g_02341	Syab.g_01567
OG0001095	Prbl.g_02322	Syab.g_01287
OG0001096	Prbl.g_02306	Syab.g_01693
OG0001097	Prbl.g_01550	Syab.g_01718
OG0001098	Prbl.g_02423	Syab.g_01497
OG0001099	Prbl.g_01329	Syab.g_02518
OG0001100	Prbl.g_02414	Syab.g_01640
OG0001101	Prbl.g_02413	Syab.g_01639
OG0001102	Prbl.g_02410	Syab.g_01636
OG0001103	Prbl.g_02408	Syab.g_01634
OG0001104	Prbl.g_02351	Syab.g_01590
OG0001105	Prbl.g_02356	Syab.g_01585
OG0001106	Prbl.g_02466	Syab.g_01397
OG0001107	Prbl.g_02476	Syab.g_01385
OG0001108	Prbl.g_02483	Syab.g_01377
OG0001109	Prbl.g_02485	Syab.g_01368
OG0001110	Prbl.g_02487	Syab.g_01366
OG0001111	Prbl.g_02489	Syab.g_01364
