Orthogroup	Prbl	Syaj
OG0000536	Prbl.g_00524	Syaj.g_00084
OG0000537	Prbl.g_00525	Syaj.g_00085
OG0000538	Prbl.g_00536	Syaj.g_00096
OG0000539	Prbl.g_00806	Syaj.g_00097
OG0000540	Prbl.g_00805	Syaj.g_00098
OG0000541	Prbl.g_00804	Syaj.g_00099
OG0000542	Prbl.g_00801	Syaj.g_00102
OG0000543	Prbl.g_00799	Syaj.g_00104
OG0000544	Prbl.g_00798	Syaj.g_00105
OG0000545	Prbl.g_00797	Syaj.g_00107
OG0000546	Prbl.g_00794	Syaj.g_00109
OG0000547	Prbl.g_00792	Syaj.g_00111
OG0000548	Prbl.g_00791	Syaj.g_00112
OG0000549	Prbl.g_00785	Syaj.g_00118
OG0000550	Prbl.g_00780	Syaj.g_00123
OG0000551	Prbl.g_00776	Syaj.g_00128
OG0000552	Prbl.g_00775	Syaj.g_00129
OG0000553	Prbl.g_00770	Syaj.g_00133
OG0000554	Prbl.g_00765	Syaj.g_00145
OG0000555	Prbl.g_00747	Syaj.g_00163
OG0000556	Prbl.g_02645	Syaj.g_00167
OG0000557	Prbl.g_01878	Syaj.g_00178
OG0000558	Prbl.g_01881	Syaj.g_00181
OG0000559	Prbl.g_01885	Syaj.g_00185
OG0000560	Prbl.g_01888	Syaj.g_00188
OG0000561	Prbl.g_01889	Syaj.g_00189
OG0000562	Prbl.g_01890	Syaj.g_00190
OG0000563	Prbl.g_01891	Syaj.g_00191
OG0000564	Prbl.g_01892	Syaj.g_00192
OG0000565	Prbl.g_01895	Syaj.g_00195
OG0000566	Prbl.g_01899	Syaj.g_00199
OG0000567	Prbl.g_01903	Syaj.g_00203
OG0000568	Prbl.g_01905	Syaj.g_00207
OG0000569	Prbl.g_01801	Syaj.g_00208
OG0000570	Prbl.g_01800	Syaj.g_00209
OG0000571	Prbl.g_01797	Syaj.g_00213
OG0000572	Prbl.g_01781	Syaj.g_00230
OG0000573	Prbl.g_01774	Syaj.g_00238
OG0000574	Prbl.g_01773	Syaj.g_00242
OG0000575	Prbl.g_01764	Syaj.g_00247
OG0000576	Prbl.g_01762	Syaj.g_00249
OG0000577	Prbl.g_01761	Syaj.g_00250
OG0000578	Prbl.g_01760	Syaj.g_00251
OG0000579	Prbl.g_01759	Syaj.g_00252
OG0000580	Prbl.g_01758	Syaj.g_00253
OG0000581	Prbl.g_01754	Syaj.g_00261
OG0000582	Prbl.g_01750	Syaj.g_01338
OG0000583	Prbl.g_01749	Syaj.g_01337
OG0000584	Prbl.g_01748	Syaj.g_01336
OG0000585	Prbl.g_01746	Syaj.g_01334
OG0000586	Prbl.g_01744	Syaj.g_01333
OG0000587	Prbl.g_01742	Syaj.g_01331
OG0000588	Prbl.g_01613	Syaj.g_01313
OG0000589	Prbl.g_01616	Syaj.g_01308
OG0000590	Prbl.g_01617	Syaj.g_01307
OG0000591	Prbl.g_01624	Syaj.g_01299
OG0000592	Prbl.g_01625	Syaj.g_01298
OG0000593	Prbl.g_01635	Syaj.g_01287
OG0000594	Prbl.g_01636	Syaj.g_01286
OG0000595	Prbl.g_01637	Syaj.g_01285
OG0000596	Prbl.g_01642	Syaj.g_01280
OG0000597	Prbl.g_01645	Syaj.g_01277
OG0000598	Prbl.g_01646	Syaj.g_01276
OG0000599	Prbl.g_01656	Syaj.g_01273
OG0000600	Prbl.g_01657	Syaj.g_01272
OG0000601	Prbl.g_01658	Syaj.g_01271
OG0000602	Prbl.g_01662	Syaj.g_01266
OG0000603	Prbl.g_01663	Syaj.g_01265
OG0000604	Prbl.g_01664	Syaj.g_01262
OG0000605	Prbl.g_01043	Syaj.g_01153
OG0000606	Prbl.g_01032	Syaj.g_00698
OG0000607	Prbl.g_01412	Syaj.g_00702
OG0000608	Prbl.g_01411	Syaj.g_00703
OG0000609	Prbl.g_01409	Syaj.g_00705
OG0000610	Prbl.g_01401	Syaj.g_00714
OG0000611	Prbl.g_01398	Syaj.g_00717
OG0000612	Prbl.g_01397	Syaj.g_00718
OG0000613	Prbl.g_00891	Syaj.g_02500
OG0000614	Prbl.g_01872	Syaj.g_00480
OG0000615	Prbl.g_02373	Syaj.g_01065
OG0000616	Prbl.g_02137	Syaj.g_02245
OG0000617	Prbl.g_02561	Syaj.g_00952
OG0000618	Prbl.g_02560	Syaj.g_00951
OG0000619	Prbl.g_02559	Syaj.g_00950
OG0000620	Prbl.g_02555	Syaj.g_00945
OG0000621	Prbl.g_02554	Syaj.g_00944
OG0000622	Prbl.g_02553	Syaj.g_00943
OG0000623	Prbl.g_02552	Syaj.g_00942
OG0000624	Prbl.g_02551	Syaj.g_00940
OG0000625	Prbl.g_02550	Syaj.g_00939
OG0000626	Prbl.g_02549	Syaj.g_00938
OG0000627	Prbl.g_02426	Syaj.g_00765
OG0000628	Prbl.g_02427	Syaj.g_00766
OG0000629	Prbl.g_02430	Syaj.g_00769
OG0000630	Prbl.g_02434	Syaj.g_00773
OG0000631	Prbl.g_02440	Syaj.g_00786
OG0000632	Prbl.g_02441	Syaj.g_00787
OG0000633	Prbl.g_02442	Syaj.g_00789
OG0000634	Prbl.g_02339	Syaj.g_01030
OG0000635	Prbl.g_02338	Syaj.g_01029
OG0000636	Prbl.g_02336	Syaj.g_01024
OG0000637	Prbl.g_02334	Syaj.g_01022
OG0000638	Prbl.g_02333	Syaj.g_01021
OG0000639	Prbl.g_02332	Syaj.g_01020
OG0000640	Prbl.g_02331	Syaj.g_01019
OG0000641	Prbl.g_02327	Syaj.g_01015
OG0000642	Prbl.g_02326	Syaj.g_01014
OG0000643	Prbl.g_02325	Syaj.g_01012
OG0000644	Prbl.g_02324	Syaj.g_01011
OG0000645	Prbl.g_02323	Syaj.g_01009
OG0000646	Prbl.g_02320	Syaj.g_01006
OG0000647	Prbl.g_02317	Syaj.g_01004
OG0000648	Prbl.g_02315	Syaj.g_01001
OG0000649	Prbl.g_02314	Syaj.g_01000
OG0000650	Prbl.g_02313	Syaj.g_00999
OG0000651	Prbl.g_02312	Syaj.g_00998
OG0000652	Prbl.g_02311	Syaj.g_00997
OG0000653	Prbl.g_02309	Syaj.g_00991
OG0000654	Prbl.g_02308	Syaj.g_00990
OG0000655	Prbl.g_02307	Syaj.g_00989
OG0000656	Prbl.g_02304	Syaj.g_00986
OG0000657	Prbl.g_01540	Syaj.g_00382
OG0000658	Prbl.g_01542	Syaj.g_00379
OG0000659	Prbl.g_01543	Syaj.g_00378
OG0000660	Prbl.g_01547	Syaj.g_00374
OG0000661	Prbl.g_01549	Syaj.g_00372
OG0000662	Prbl.g_01551	Syaj.g_00370
OG0000663	Prbl.g_01554	Syaj.g_00367
OG0000664	Prbl.g_01555	Syaj.g_00358
OG0000665	Prbl.g_01568	Syaj.g_01243
OG0000666	Prbl.g_01571	Syaj.g_01154
OG0000667	Prbl.g_01579	Syaj.g_02661
OG0000668	Prbl.g_02530	Syaj.g_00816
OG0000669	Prbl.g_01588	Syaj.g_00730
OG0000670	Prbl.g_01078	Syaj.g_00733
OG0000671	Prbl.g_02412	Syaj.g_00735
OG0000672	Prbl.g_02409	Syaj.g_00739
OG0000673	Prbl.g_02406	Syaj.g_00742
OG0000674	Prbl.g_02404	Syaj.g_00744
OG0000675	Prbl.g_02403	Syaj.g_00757
OG0000676	Prbl.g_02395	Syaj.g_00759
OG0000677	Prbl.g_02393	Syaj.g_00760
OG0000678	Prbl.g_02388	Syaj.g_01075
OG0000679	Prbl.g_02368	Syaj.g_01061
OG0000680	Prbl.g_02367	Syaj.g_01060
OG0000681	Prbl.g_02365	Syaj.g_01057
OG0000682	Prbl.g_02364	Syaj.g_01056
OG0000683	Prbl.g_02363	Syaj.g_01055
OG0000684	Prbl.g_02350	Syaj.g_01051
OG0000685	Prbl.g_02352	Syaj.g_01049
OG0000686	Prbl.g_02353	Syaj.g_01048
OG0000687	Prbl.g_02354	Syaj.g_01047
OG0000688	Prbl.g_02348	Syaj.g_01041
OG0000689	Prbl.g_02347	Syaj.g_01039
OG0000690	Prbl.g_02346	Syaj.g_01038
OG0000691	Prbl.g_02345	Syaj.g_01037
OG0000692	Prbl.g_02344	Syaj.g_01036
OG0000693	Prbl.g_02343	Syaj.g_01034
OG0000694	Prbl.g_02342	Syaj.g_01033
OG0000695	Prbl.g_02444	Syaj.g_00791
OG0000696	Prbl.g_02445	Syaj.g_00792
OG0000697	Prbl.g_02447	Syaj.g_00932
OG0000698	Prbl.g_02450	Syaj.g_00929
OG0000699	Prbl.g_02452	Syaj.g_00928
OG0000700	Prbl.g_02453	Syaj.g_00927
OG0000701	Prbl.g_02454	Syaj.g_00926
OG0000702	Prbl.g_02462	Syaj.g_00916
OG0000703	Prbl.g_02463	Syaj.g_00915
OG0000704	Prbl.g_02465	Syaj.g_00913
OG0000705	Prbl.g_02471	Syaj.g_00906
OG0000706	Prbl.g_02472	Syaj.g_00905
OG0000707	Prbl.g_02473	Syaj.g_00904
OG0000708	Prbl.g_02475	Syaj.g_00901
OG0000709	Prbl.g_02482	Syaj.g_00872
OG0000710	Prbl.g_02486	Syaj.g_00867
OG0000711	Prbl.g_02508	Syaj.g_00839
OG0000712	Prbl.g_02509	Syaj.g_00837
OG0000713	Prbl.g_02510	Syaj.g_00836
OG0000714	Prbl.g_02514	Syaj.g_00834
OG0000715	Prbl.g_02516	Syaj.g_00832
OG0000716	Prbl.g_02520	Syaj.g_00825
OG0000717	Prbl.g_02521	Syaj.g_00824
OG0000718	Prbl.g_02526	Syaj.g_00820
OG0000719	Prbl.g_02528	Syaj.g_00818
OG0000720	Prbl.g_02541	Syaj.g_00805
OG0000721	Prbl.g_02542	Syaj.g_00803
OG0000722	Prbl.g_02543	Syaj.g_00802
OG0000723	Prbl.g_02547	Syaj.g_00934
OG0000724	Prbl.g_00932	Syaj.g_00421
OG0000725	Prbl.g_00925	Syaj.g_00430
OG0000726	Prbl.g_00924	Syaj.g_00431
OG0000727	Prbl.g_00923	Syaj.g_00432
OG0000728	Prbl.g_00922	Syaj.g_00434
OG0000729	Prbl.g_02062	Syaj.g_02397
OG0000730	Prbl.g_01199	Syaj.g_02802
OG0000731	Prbl.g_01208	Syaj.g_02814
OG0000732	Prbl.g_01993	Syaj.g_02315
OG0000733	Prbl.g_02197	Syaj.g_02151
OG0000734	Prbl.g_00545	Syaj.g_01895
OG0000735	Prbl.g_02066	Syaj.g_00286
OG0000736	Prbl.g_02067	Syaj.g_00287
OG0000737	Prbl.g_02068	Syaj.g_00288
OG0000738	Prbl.g_02075	Syaj.g_00293
OG0000739	Prbl.g_02077	Syaj.g_00295
OG0000740	Prbl.g_02078	Syaj.g_00296
OG0000741	Prbl.g_02081	Syaj.g_00299
OG0000742	Prbl.g_02083	Syaj.g_00301
OG0000743	Prbl.g_02085	Syaj.g_00303
OG0000744	Prbl.g_02086	Syaj.g_00304
OG0000745	Prbl.g_02088	Syaj.g_00306
OG0000746	Prbl.g_02090	Syaj.g_00308
OG0000747	Prbl.g_02091	Syaj.g_00309
OG0000748	Prbl.g_02103	Syaj.g_00319
OG0000749	Prbl.g_02104	Syaj.g_00322
OG0000750	Prbl.g_02105	Syaj.g_00323
OG0000751	Prbl.g_00179	Syaj.g_00331
OG0000752	Prbl.g_00181	Syaj.g_00333
OG0000753	Prbl.g_00184	Syaj.g_00336
OG0000754	Prbl.g_01379	Syaj.g_00643
OG0000755	Prbl.g_01120	Syaj.g_00631
OG0000756	Prbl.g_01119	Syaj.g_00625
OG0000757	Prbl.g_01112	Syaj.g_00614
OG0000758	Prbl.g_01111	Syaj.g_00613
OG0000759	Prbl.g_01110	Syaj.g_00612
OG0000760	Prbl.g_01109	Syaj.g_00611
OG0000761	Prbl.g_01108	Syaj.g_00609
OG0000762	Prbl.g_01377	Syaj.g_00603
OG0000763	Prbl.g_01375	Syaj.g_00597
OG0000764	Prbl.g_01374	Syaj.g_00596
OG0000765	Prbl.g_02590	Syaj.g_00577
OG0000766	Prbl.g_02591	Syaj.g_00576
OG0000767	Prbl.g_02593	Syaj.g_00574
OG0000768	Prbl.g_02594	Syaj.g_00573
OG0000769	Prbl.g_00186	Syaj.g_00571
OG0000770	Prbl.g_01103	Syaj.g_00567
OG0000771	Prbl.g_00937	Syaj.g_00415
OG0000772	Prbl.g_00461	Syaj.g_01208
OG0000773	Prbl.g_00113	Syaj.g_00280
OG0000774	Prbl.g_01713	Syaj.g_01502
OG0000775	Prbl.g_01715	Syaj.g_01504
OG0000776	Prbl.g_01716	Syaj.g_01505
OG0000777	Prbl.g_01717	Syaj.g_01506
OG0000778	Prbl.g_01718	Syaj.g_01507
OG0000779	Prbl.g_01723	Syaj.g_01513
OG0000780	Prbl.g_01726	Syaj.g_01517
OG0000781	Prbl.g_01730	Syaj.g_01521
OG0000782	Prbl.g_01731	Syaj.g_01522
OG0000783	Prbl.g_01732	Syaj.g_01524
OG0000784	Prbl.g_01733	Syaj.g_01525
OG0000785	Prbl.g_01735	Syaj.g_01526
OG0000786	Prbl.g_01738	Syaj.g_00265
OG0000787	Prbl.g_01739	Syaj.g_00264
OG0000788	Prbl.g_00658	Syaj.g_01270
OG0000789	Prbl.g_01695	Syaj.g_01121
OG0000790	Prbl.g_00498	Syaj.g_00054
OG0000791	Prbl.g_00496	Syaj.g_00053
OG0000792	Prbl.g_00495	Syaj.g_00052
OG0000793	Prbl.g_00491	Syaj.g_00047
OG0000794	Prbl.g_00490	Syaj.g_00046
OG0000795	Prbl.g_00489	Syaj.g_00045
OG0000796	Prbl.g_00485	Syaj.g_00039
OG0000797	Prbl.g_00484	Syaj.g_00038
OG0000798	Prbl.g_01456	Syaj.g_02568
OG0000799	Prbl.g_00152	Syaj.g_01352
OG0000800	Prbl.g_00153	Syaj.g_01354
OG0000801	Prbl.g_00154	Syaj.g_01355
OG0000802	Prbl.g_00161	Syaj.g_01359
OG0000803	Prbl.g_00257	Syaj.g_01363
OG0000804	Prbl.g_00255	Syaj.g_01366
OG0000805	Prbl.g_00253	Syaj.g_01369
OG0000806	Prbl.g_00251	Syaj.g_01370
OG0000807	Prbl.g_00249	Syaj.g_01372
OG0000808	Prbl.g_00248	Syaj.g_01373
OG0000809	Prbl.g_00244	Syaj.g_01376
OG0000810	Prbl.g_00243	Syaj.g_01377
OG0000811	Prbl.g_00231	Syaj.g_01385
OG0000812	Prbl.g_00229	Syaj.g_01387
OG0000813	Prbl.g_00228	Syaj.g_01388
OG0000814	Prbl.g_00226	Syaj.g_01390
OG0000815	Prbl.g_00225	Syaj.g_01391
OG0000816	Prbl.g_00223	Syaj.g_01392
OG0000817	Prbl.g_00222	Syaj.g_01393
OG0000818	Prbl.g_00684	Syaj.g_01399
OG0000819	Prbl.g_00685	Syaj.g_01400
OG0000820	Prbl.g_00686	Syaj.g_01401
OG0000821	Prbl.g_00693	Syaj.g_01412
OG0000822	Prbl.g_00695	Syaj.g_01414
OG0000823	Prbl.g_00696	Syaj.g_01415
OG0000824	Prbl.g_00700	Syaj.g_01421
OG0000825	Prbl.g_00701	Syaj.g_01422
OG0000826	Prbl.g_00702	Syaj.g_01423
OG0000827	Prbl.g_00703	Syaj.g_01424
OG0000828	Prbl.g_00706	Syaj.g_01427
OG0000829	Prbl.g_00707	Syaj.g_01428
OG0000830	Prbl.g_00708	Syaj.g_01429
OG0000831	Prbl.g_00710	Syaj.g_01431
OG0000832	Prbl.g_00456	Syaj.g_01635
OG0000833	Prbl.g_00448	Syaj.g_01647
OG0000834	Prbl.g_00447	Syaj.g_01649
OG0000835	Prbl.g_00446	Syaj.g_01650
OG0000836	Prbl.g_00444	Syaj.g_01654
OG0000837	Prbl.g_00443	Syaj.g_01661
OG0000838	Prbl.g_00440	Syaj.g_01665
OG0000839	Prbl.g_00439	Syaj.g_01666
OG0000840	Prbl.g_00438	Syaj.g_01667
OG0000841	Prbl.g_00437	Syaj.g_01668
OG0000842	Prbl.g_00436	Syaj.g_01669
OG0000843	Prbl.g_00435	Syaj.g_01670
OG0000844	Prbl.g_00433	Syaj.g_01680
OG0000845	Prbl.g_00432	Syaj.g_01681
OG0000846	Prbl.g_00431	Syaj.g_01682
OG0000847	Prbl.g_00430	Syaj.g_01683
OG0000848	Prbl.g_00429	Syaj.g_01685
OG0000849	Prbl.g_00428	Syaj.g_01686
OG0000850	Prbl.g_00427	Syaj.g_01689
OG0000851	Prbl.g_00423	Syaj.g_01694
OG0000852	Prbl.g_00422	Syaj.g_01695
OG0000853	Prbl.g_00418	Syaj.g_01699
OG0000854	Prbl.g_00416	Syaj.g_01701
OG0000855	Prbl.g_00415	Syaj.g_01702
OG0000856	Prbl.g_01627	Syaj.g_01296
OG0000857	Prbl.g_02318	Syaj.g_01005
OG0000858	Prbl.g_00404	Syaj.g_01708
OG0000859	Prbl.g_00403	Syaj.g_01709
OG0000860	Prbl.g_00392	Syaj.g_01723
OG0000861	Prbl.g_00391	Syaj.g_01724
OG0000862	Prbl.g_00389	Syaj.g_01725
OG0000863	Prbl.g_00385	Syaj.g_01728
OG0000864	Prbl.g_00383	Syaj.g_01729
OG0000865	Prbl.g_00382	Syaj.g_01730
OG0000866	Prbl.g_00381	Syaj.g_01731
OG0000867	Prbl.g_00380	Syaj.g_01732
OG0000868	Prbl.g_00378	Syaj.g_01734
OG0000869	Prbl.g_00375	Syaj.g_01742
OG0000870	Prbl.g_00370	Syaj.g_01747
OG0000871	Prbl.g_00369	Syaj.g_01748
OG0000872	Prbl.g_00367	Syaj.g_01756
OG0000873	Prbl.g_00364	Syaj.g_01759
OG0000874	Prbl.g_00360	Syaj.g_01754
OG0000875	Prbl.g_00359	Syaj.g_01762
OG0000876	Prbl.g_00358	Syaj.g_02084
OG0000877	Prbl.g_00355	Syaj.g_01586
OG0000878	Prbl.g_00354	Syaj.g_01587
OG0000879	Prbl.g_00353	Syaj.g_01588
OG0000880	Prbl.g_00352	Syaj.g_01589
OG0000881	Prbl.g_00347	Syaj.g_01595
OG0000882	Prbl.g_00342	Syaj.g_01599
OG0000883	Prbl.g_00340	Syaj.g_01601
OG0000884	Prbl.g_00338	Syaj.g_01603
OG0000885	Prbl.g_00337	Syaj.g_01604
OG0000886	Prbl.g_00336	Syaj.g_01605
OG0000887	Prbl.g_00335	Syaj.g_01606
OG0000888	Prbl.g_00333	Syaj.g_01608
OG0000889	Prbl.g_00331	Syaj.g_01610
OG0000890	Prbl.g_00317	Syaj.g_01615
OG0000891	Prbl.g_00316	Syaj.g_01616
OG0000892	Prbl.g_02620	Syaj.g_01620
OG0000893	Prbl.g_02680	Syaj.g_02636
OG0000894	Prbl.g_02684	Syaj.g_02639
OG0000895	Prbl.g_01061	Syaj.g_02643
OG0000896	Prbl.g_01060	Syaj.g_02644
OG0000897	Prbl.g_01058	Syaj.g_02646
OG0000898	Prbl.g_01057	Syaj.g_02647
OG0000899	Prbl.g_01056	Syaj.g_02648
OG0000900	Prbl.g_01055	Syaj.g_02649
OG0000901	Prbl.g_01051	Syaj.g_02654
OG0000902	Prbl.g_01049	Syaj.g_02656
OG0000903	Prbl.g_00954	Syaj.g_02689
OG0000904	Prbl.g_00949	Syaj.g_02684
OG0000905	Prbl.g_00947	Syaj.g_02678
OG0000906	Prbl.g_01045	Syaj.g_02676
OG0000907	Prbl.g_00956	Syaj.g_02692
OG0000908	Prbl.g_00959	Syaj.g_02695
OG0000909	Prbl.g_00960	Syaj.g_02696
OG0000910	Prbl.g_00961	Syaj.g_02697
OG0000911	Prbl.g_00963	Syaj.g_02699
OG0000912	Prbl.g_00964	Syaj.g_02700
OG0000913	Prbl.g_00965	Syaj.g_02701
OG0000914	Prbl.g_00966	Syaj.g_02702
OG0000915	Prbl.g_00967	Syaj.g_02704
OG0000916	Prbl.g_00968	Syaj.g_02705
OG0000917	Prbl.g_00969	Syaj.g_02706
OG0000918	Prbl.g_00970	Syaj.g_02707
OG0000919	Prbl.g_00971	Syaj.g_02708
OG0000920	Prbl.g_00972	Syaj.g_02709
OG0000921	Prbl.g_00973	Syaj.g_02710
OG0000922	Prbl.g_00974	Syaj.g_02711
OG0000923	Prbl.g_00978	Syaj.g_02715
OG0000924	Prbl.g_00979	Syaj.g_02716
OG0000925	Prbl.g_00980	Syaj.g_02717
OG0000926	Prbl.g_00981	Syaj.g_02718
OG0000927	Prbl.g_00983	Syaj.g_02720
OG0000928	Prbl.g_00984	Syaj.g_02721
OG0000929	Prbl.g_00985	Syaj.g_02722
OG0000930	Prbl.g_00986	Syaj.g_02723
OG0000931	Prbl.g_00987	Syaj.g_02724
OG0000932	Prbl.g_00988	Syaj.g_02725
OG0000933	Prbl.g_00993	Syaj.g_02731
OG0000934	Prbl.g_00995	Syaj.g_02733
OG0000935	Prbl.g_00996	Syaj.g_02734
OG0000936	Prbl.g_00997	Syaj.g_02735
OG0000937	Prbl.g_00998	Syaj.g_02736
OG0000938	Prbl.g_01127	Syaj.g_02739
OG0000939	Prbl.g_01128	Syaj.g_02740
OG0000940	Prbl.g_01137	Syaj.g_02747
OG0000941	Prbl.g_01139	Syaj.g_02749
OG0000942	Prbl.g_01141	Syaj.g_02751
OG0000943	Prbl.g_01142	Syaj.g_02752
OG0000944	Prbl.g_01144	Syaj.g_02754
OG0000945	Prbl.g_01146	Syaj.g_02756
OG0000946	Prbl.g_01174	Syaj.g_02761
OG0000947	Prbl.g_01177	Syaj.g_02764
OG0000948	Prbl.g_01178	Syaj.g_02765
OG0000949	Prbl.g_01181	Syaj.g_02474
OG0000950	Prbl.g_00856	Syaj.g_02459
OG0000951	Prbl.g_00851	Syaj.g_02452
OG0000952	Prbl.g_00844	Syaj.g_02446
OG0000953	Prbl.g_00840	Syaj.g_02442
OG0000954	Prbl.g_01306	Syaj.g_02435
OG0000955	Prbl.g_01305	Syaj.g_02434
OG0000956	Prbl.g_01303	Syaj.g_02432
OG0000957	Prbl.g_01287	Syaj.g_02419
OG0000958	Prbl.g_01286	Syaj.g_02418
OG0000959	Prbl.g_02638	Syaj.g_02413
OG0000960	Prbl.g_02637	Syaj.g_02412
OG0000961	Prbl.g_01235	Syaj.g_02402
OG0000962	Prbl.g_02063	Syaj.g_02398
OG0000963	Prbl.g_02058	Syaj.g_02393
OG0000964	Prbl.g_02057	Syaj.g_02392
OG0000965	Prbl.g_02056	Syaj.g_02391
OG0000966	Prbl.g_02023	Syaj.g_02370
OG0000967	Prbl.g_02017	Syaj.g_02334
OG0000968	Prbl.g_02014	Syaj.g_02363
OG0000969	Prbl.g_02012	Syaj.g_02338
OG0000970	Prbl.g_02011	Syaj.g_02337
OG0000971	Prbl.g_02009	Syaj.g_02331
OG0000972	Prbl.g_02008	Syaj.g_02330
OG0000973	Prbl.g_02007	Syaj.g_02329
OG0000974	Prbl.g_02006	Syaj.g_02328
OG0000975	Prbl.g_02005	Syaj.g_02327
OG0000976	Prbl.g_02004	Syaj.g_02326
OG0000977	Prbl.g_02002	Syaj.g_02324
OG0000978	Prbl.g_02001	Syaj.g_02322
OG0000979	Prbl.g_01998	Syaj.g_02319
OG0000980	Prbl.g_01994	Syaj.g_02316
OG0000981	Prbl.g_01991	Syaj.g_02313
OG0000982	Prbl.g_02238	Syaj.g_02112
OG0000983	Prbl.g_02237	Syaj.g_02113
OG0000984	Prbl.g_02236	Syaj.g_02114
OG0000985	Prbl.g_02232	Syaj.g_02116
OG0000986	Prbl.g_02230	Syaj.g_02123
OG0000987	Prbl.g_02228	Syaj.g_02125
OG0000988	Prbl.g_02224	Syaj.g_02131
OG0000989	Prbl.g_02214	Syaj.g_02142
OG0000990	Prbl.g_02192	Syaj.g_02165
OG0000991	Prbl.g_02189	Syaj.g_02168
OG0000992	Prbl.g_02186	Syaj.g_02171
OG0000993	Prbl.g_02185	Syaj.g_02173
OG0000994	Prbl.g_02182	Syaj.g_02177
OG0000995	Prbl.g_02173	Syaj.g_02182
OG0000996	Prbl.g_02160	Syaj.g_02221
OG0000997	Prbl.g_02151	Syaj.g_02228
OG0000998	Prbl.g_02149	Syaj.g_02230
OG0000999	Prbl.g_02148	Syaj.g_02231
OG0001000	Prbl.g_02145	Syaj.g_02236
OG0001001	Prbl.g_02141	Syaj.g_02241
OG0001002	Prbl.g_02134	Syaj.g_02248
OG0001003	Prbl.g_02132	Syaj.g_02250
OG0001004	Prbl.g_02131	Syaj.g_02251
OG0001005	Prbl.g_02129	Syaj.g_02252
OG0001006	Prbl.g_02123	Syaj.g_02260
OG0001007	Prbl.g_02121	Syaj.g_02262
OG0001008	Prbl.g_00651	Syaj.g_01554
OG0001009	Prbl.g_01972	Syaj.g_02294
OG0001010	Prbl.g_01973	Syaj.g_02295
OG0001011	Prbl.g_01975	Syaj.g_02296
OG0001012	Prbl.g_02241	Syaj.g_02108
OG0001014	Prbl.g_02275	Syaj.g_02083
OG0001015	Prbl.g_02276	Syaj.g_02082
OG0001016	Prbl.g_00603	Syaj.g_01824
OG0001017	Prbl.g_00597	Syaj.g_01830
OG0001018	Prbl.g_00595	Syaj.g_01832
OG0001019	Prbl.g_00582	Syaj.g_01849
OG0001020	Prbl.g_00576	Syaj.g_01862
OG0001021	Prbl.g_00572	Syaj.g_01867
OG0001022	Prbl.g_00567	Syaj.g_01872
OG0001023	Prbl.g_00566	Syaj.g_01873
OG0001024	Prbl.g_00562	Syaj.g_01877
OG0001025	Prbl.g_00555	Syaj.g_01884
OG0001026	Prbl.g_00542	Syaj.g_01897
OG0001027	Prbl.g_01332	Syaj.g_01903
OG0001028	Prbl.g_01330	Syaj.g_01905
OG0001029	Prbl.g_01328	Syaj.g_01907
OG0001030	Prbl.g_00822	Syaj.g_01933
OG0001031	Prbl.g_00074	Syaj.g_02012
OG0001032	Prbl.g_00077	Syaj.g_02015
OG0001033	Prbl.g_01281	Syaj.g_02044
OG0001034	Prbl.g_00199	Syaj.g_02875
OG0001035	Prbl.g_01498	Syaj.g_02603
OG0001036	Prbl.g_01494	Syaj.g_02599
OG0001037	Prbl.g_01492	Syaj.g_02597
OG0001038	Prbl.g_01455	Syaj.g_02567
OG0001039	Prbl.g_01452	Syaj.g_02564
OG0001040	Prbl.g_01449	Syaj.g_02561
OG0001041	Prbl.g_01444	Syaj.g_02556
OG0001042	Prbl.g_01419	Syaj.g_02527
OG0001043	Prbl.g_01417	Syaj.g_02523
OG0001044	Prbl.g_01200	Syaj.g_02804
OG0001045	Prbl.g_01211	Syaj.g_02817
OG0001046	Prbl.g_00410	Syaj.g_00851
OG0001047	Prbl.g_00649	Syaj.g_01552
OG0001048	Prbl.g_00648	Syaj.g_01551
OG0001049	Prbl.g_00645	Syaj.g_01548
OG0001050	Prbl.g_00644	Syaj.g_01547
OG0001051	Prbl.g_00643	Syaj.g_01546
OG0001052	Prbl.g_01344	Syaj.g_01448
OG0001053	Prbl.g_00514	Syaj.g_00075
OG0001054	Prbl.g_00532	Syaj.g_00092
OG0001055	Prbl.g_00790	Syaj.g_00113
OG0001056	Prbl.g_00761	Syaj.g_00149
OG0001057	Prbl.g_00749	Syaj.g_00160
OG0001058	Prbl.g_01883	Syaj.g_00183
OG0001059	Prbl.g_01887	Syaj.g_00187
OG0001060	Prbl.g_01894	Syaj.g_00193
OG0001061	Prbl.g_01796	Syaj.g_00214
OG0001062	Prbl.g_01794	Syaj.g_00216
OG0001063	Prbl.g_01790	Syaj.g_00222
OG0001064	Prbl.g_01789	Syaj.g_00223
OG0001065	Prbl.g_01788	Syaj.g_00224
OG0001066	Prbl.g_01787	Syaj.g_00225
OG0001067	Prbl.g_01786	Syaj.g_00226
OG0001068	Prbl.g_01785	Syaj.g_00227
OG0001069	Prbl.g_01784	Syaj.g_00228
OG0001070	Prbl.g_01780	Syaj.g_00231
OG0001071	Prbl.g_01779	Syaj.g_00232
OG0001072	Prbl.g_01776	Syaj.g_00236
OG0001073	Prbl.g_01757	Syaj.g_00254
