Orthogroup	Prbl	Syat
OG0000579	Prbl.g_01759	Syat.g_00011
OG0000580	Prbl.g_01758	Syat.g_00010
OG0000581	Prbl.g_01754	Syat.g_00003
OG0000582	Prbl.g_01750	Syat.g_03403
OG0000583	Prbl.g_01749	Syat.g_03404
OG0000584	Prbl.g_01748	Syat.g_03405
OG0000585	Prbl.g_01746	Syat.g_03408
OG0000586	Prbl.g_01744	Syat.g_03409
OG0000587	Prbl.g_01742	Syat.g_00001
OG0000588	Prbl.g_01613	Syat.g_00338
OG0000589	Prbl.g_01616	Syat.g_03318
OG0000590	Prbl.g_01617	Syat.g_03317
OG0000591	Prbl.g_01624	Syat.g_03308
OG0000592	Prbl.g_01625	Syat.g_03307
OG0000593	Prbl.g_01635	Syat.g_00113
OG0000594	Prbl.g_01636	Syat.g_00114
OG0000595	Prbl.g_01637	Syat.g_00115
OG0000596	Prbl.g_01642	Syat.g_00129
OG0000597	Prbl.g_01645	Syat.g_00132
OG0000598	Prbl.g_01646	Syat.g_00133
OG0000599	Prbl.g_01656	Syat.g_00381
OG0000600	Prbl.g_01657	Syat.g_00380
OG0000601	Prbl.g_01658	Syat.g_00379
OG0000602	Prbl.g_01662	Syat.g_00375
OG0000603	Prbl.g_01663	Syat.g_00374
OG0000604	Prbl.g_01664	Syat.g_00372
OG0000605	Prbl.g_01043	Syat.g_00370
OG0000606	Prbl.g_01032	Syat.g_00367
OG0000607	Prbl.g_01412	Syat.g_00364
OG0000608	Prbl.g_01411	Syat.g_00363
OG0000609	Prbl.g_01409	Syat.g_00344
OG0000610	Prbl.g_01401	Syat.g_00399
OG0000611	Prbl.g_01398	Syat.g_00402
OG0000612	Prbl.g_01397	Syat.g_00403
OG0000613	Prbl.g_00891	Syat.g_02129
OG0000614	Prbl.g_01872	Syat.g_01084
OG0000615	Prbl.g_02373	Syat.g_00442
OG0000616	Prbl.g_02137	Syat.g_02397
OG0000617	Prbl.g_02561	Syat.g_00665
OG0000618	Prbl.g_02560	Syat.g_00666
OG0000619	Prbl.g_02559	Syat.g_00667
OG0000620	Prbl.g_02555	Syat.g_02591
OG0000621	Prbl.g_02554	Syat.g_02590
OG0000622	Prbl.g_02553	Syat.g_02572
OG0000623	Prbl.g_02552	Syat.g_00672
OG0000624	Prbl.g_02551	Syat.g_00673
OG0000625	Prbl.g_02550	Syat.g_00674
OG0000626	Prbl.g_02549	Syat.g_00675
OG0000627	Prbl.g_02426	Syat.g_00641
OG0000628	Prbl.g_02427	Syat.g_00640
OG0000629	Prbl.g_02430	Syat.g_00637
OG0000630	Prbl.g_02434	Syat.g_00631
OG0000631	Prbl.g_02440	Syat.g_00624
OG0000632	Prbl.g_02441	Syat.g_00623
OG0000633	Prbl.g_02442	Syat.g_00622
OG0000634	Prbl.g_02339	Syat.g_00475
OG0000635	Prbl.g_02338	Syat.g_00476
OG0000636	Prbl.g_02336	Syat.g_00478
OG0000637	Prbl.g_02334	Syat.g_00480
OG0000638	Prbl.g_02333	Syat.g_00481
OG0000639	Prbl.g_02332	Syat.g_00482
OG0000640	Prbl.g_02331	Syat.g_00483
OG0000641	Prbl.g_02327	Syat.g_00488
OG0000642	Prbl.g_02326	Syat.g_00489
OG0000643	Prbl.g_02325	Syat.g_00494
OG0000644	Prbl.g_02324	Syat.g_00495
OG0000645	Prbl.g_02323	Syat.g_00496
OG0000646	Prbl.g_02320	Syat.g_00499
OG0000647	Prbl.g_02317	Syat.g_00501
OG0000648	Prbl.g_02315	Syat.g_00504
OG0000649	Prbl.g_02314	Syat.g_00505
OG0000650	Prbl.g_02313	Syat.g_00506
OG0000651	Prbl.g_02312	Syat.g_00507
OG0000652	Prbl.g_02311	Syat.g_00508
OG0000653	Prbl.g_02309	Syat.g_00510
OG0000654	Prbl.g_02308	Syat.g_00514
OG0000655	Prbl.g_02307	Syat.g_00515
OG0000656	Prbl.g_02304	Syat.g_00518
OG0000657	Prbl.g_01540	Syat.g_00720
OG0000658	Prbl.g_01542	Syat.g_00723
OG0000659	Prbl.g_01543	Syat.g_00724
OG0000660	Prbl.g_01547	Syat.g_00740
OG0000661	Prbl.g_01549	Syat.g_00742
OG0000662	Prbl.g_01551	Syat.g_00746
OG0000663	Prbl.g_01554	Syat.g_00749
OG0000664	Prbl.g_01555	Syat.g_00752
OG0000665	Prbl.g_01568	Syat.g_03302
OG0000666	Prbl.g_01571	Syat.g_01415
OG0000667	Prbl.g_01579	Syat.g_00958, Syat.g_03278
OG0000668	Prbl.g_02530	Syat.g_00710
OG0000669	Prbl.g_01588	Syat.g_00416
OG0000670	Prbl.g_01078	Syat.g_00419
OG0000671	Prbl.g_02412	Syat.g_00421
OG0000672	Prbl.g_02409	Syat.g_00424
OG0000673	Prbl.g_02406	Syat.g_00430
OG0000674	Prbl.g_02404	Syat.g_00432
OG0000675	Prbl.g_02403	Syat.g_00433
OG0000676	Prbl.g_02395	Syat.g_00436
OG0000677	Prbl.g_02393	Syat.g_00437
OG0000678	Prbl.g_02388	Syat.g_00439
OG0000679	Prbl.g_02368	Syat.g_00448
OG0000680	Prbl.g_02367	Syat.g_00449
OG0000681	Prbl.g_02365	Syat.g_00452
OG0000682	Prbl.g_02364	Syat.g_00453
OG0000683	Prbl.g_02363	Syat.g_00454
OG0000684	Prbl.g_02350	Syat.g_00457
OG0000685	Prbl.g_02352	Syat.g_02571
OG0000686	Prbl.g_02353	Syat.g_00459
OG0000687	Prbl.g_02354	Syat.g_00460
OG0000688	Prbl.g_02348	Syat.g_00463
OG0000689	Prbl.g_02347	Syat.g_00465
OG0000690	Prbl.g_02346	Syat.g_00466
OG0000691	Prbl.g_02345	Syat.g_00467
OG0000692	Prbl.g_02344	Syat.g_00469
OG0000693	Prbl.g_02343	Syat.g_00471
OG0000694	Prbl.g_02342	Syat.g_00472
OG0000695	Prbl.g_02444	Syat.g_00619
OG0000696	Prbl.g_02445	Syat.g_00618
OG0000697	Prbl.g_02447	Syat.g_00616
OG0000698	Prbl.g_02450	Syat.g_00613
OG0000699	Prbl.g_02452	Syat.g_00611
OG0000700	Prbl.g_02453	Syat.g_00610
OG0000701	Prbl.g_02454	Syat.g_00609
OG0000702	Prbl.g_02462	Syat.g_00606
OG0000703	Prbl.g_02463	Syat.g_00601
OG0000704	Prbl.g_02465	Syat.g_00599
OG0000705	Prbl.g_02471	Syat.g_00592
OG0000706	Prbl.g_02472	Syat.g_00591
OG0000707	Prbl.g_02473	Syat.g_00590
OG0000708	Prbl.g_02475	Syat.g_00587
OG0000709	Prbl.g_02482	Syat.g_00573
OG0000710	Prbl.g_02486	Syat.g_00567
OG0000711	Prbl.g_02508	Syat.g_00539
OG0000712	Prbl.g_02509	Syat.g_00537
OG0000713	Prbl.g_02510	Syat.g_00536
OG0000714	Prbl.g_02514	Syat.g_00532
OG0000715	Prbl.g_02516	Syat.g_00530
OG0000716	Prbl.g_02520	Syat.g_00527
OG0000717	Prbl.g_02521	Syat.g_00526
OG0000718	Prbl.g_02526	Syat.g_00522
OG0000719	Prbl.g_02528	Syat.g_00712
OG0000720	Prbl.g_02541	Syat.g_00699
OG0000721	Prbl.g_02542	Syat.g_00697
OG0000722	Prbl.g_02543	Syat.g_00696
OG0000723	Prbl.g_02547	Syat.g_00686
OG0000724	Prbl.g_00932	Syat.g_00782
OG0000725	Prbl.g_00925	Syat.g_00810
OG0000726	Prbl.g_00924	Syat.g_00811
OG0000727	Prbl.g_00923	Syat.g_00812
OG0000728	Prbl.g_00922	Syat.g_00814
OG0000729	Prbl.g_02062	Syat.g_02224
OG0000730	Prbl.g_01199	Syat.g_01617
OG0000731	Prbl.g_01208	Syat.g_01605
OG0000732	Prbl.g_01993	Syat.g_02290
OG0000733	Prbl.g_02197	Syat.g_03285
OG0000734	Prbl.g_00545	Syat.g_01579
OG0000735	Prbl.g_02066	Syat.g_03235
OG0000736	Prbl.g_02067	Syat.g_03236
OG0000737	Prbl.g_02068	Syat.g_03237
OG0000738	Prbl.g_02075	Syat.g_03251
OG0000739	Prbl.g_02077	Syat.g_03252
OG0000740	Prbl.g_02078	Syat.g_03253
OG0000741	Prbl.g_02081	Syat.g_03256
OG0000742	Prbl.g_02083	Syat.g_03259
OG0000743	Prbl.g_02085	Syat.g_03262
OG0000744	Prbl.g_02086	Syat.g_03263
OG0000745	Prbl.g_02088	Syat.g_03266
OG0000746	Prbl.g_02090	Syat.g_00314
OG0000747	Prbl.g_02091	Syat.g_00313
OG0000748	Prbl.g_02103	Syat.g_00305
OG0000749	Prbl.g_02104	Syat.g_00303
OG0000750	Prbl.g_02105	Syat.g_00302
OG0000751	Prbl.g_00179	Syat.g_00296
OG0000752	Prbl.g_00181	Syat.g_00294
OG0000753	Prbl.g_00184	Syat.g_00291
OG0000754	Prbl.g_01379	Syat.g_00250
OG0000755	Prbl.g_01120	Syat.g_00217
OG0000756	Prbl.g_01119	Syat.g_00216
OG0000757	Prbl.g_01112	Syat.g_00205
OG0000758	Prbl.g_01111	Syat.g_00204
OG0000759	Prbl.g_01110	Syat.g_00203
OG0000760	Prbl.g_01109	Syat.g_00202
OG0000761	Prbl.g_01108	Syat.g_00201
OG0000762	Prbl.g_01377	Syat.g_00199
OG0000763	Prbl.g_01375	Syat.g_00924
OG0000764	Prbl.g_01374	Syat.g_00923
OG0000765	Prbl.g_02590	Syat.g_00897
OG0000766	Prbl.g_02591	Syat.g_00896
OG0000767	Prbl.g_02593	Syat.g_00894
OG0000768	Prbl.g_02594	Syat.g_00893
OG0000769	Prbl.g_00186	Syat.g_00891
OG0000770	Prbl.g_01103	Syat.g_00886
OG0000771	Prbl.g_00937	Syat.g_00788
OG0000772	Prbl.g_00461	Syat.g_01768
OG0000773	Prbl.g_00113	Syat.g_01114
OG0000774	Prbl.g_01713	Syat.g_01146
OG0000775	Prbl.g_01715	Syat.g_01148
OG0000776	Prbl.g_01716	Syat.g_01149
OG0000777	Prbl.g_01717	Syat.g_01150
OG0000778	Prbl.g_01718	Syat.g_01151
OG0000779	Prbl.g_01723	Syat.g_01154
OG0000780	Prbl.g_01726	Syat.g_01157
OG0000781	Prbl.g_01730	Syat.g_01161
OG0000782	Prbl.g_01731	Syat.g_01162
OG0000783	Prbl.g_01732	Syat.g_01163
OG0000784	Prbl.g_01733	Syat.g_01164
OG0000785	Prbl.g_01735	Syat.g_01166
OG0000786	Prbl.g_01738	Syat.g_01170
OG0000787	Prbl.g_01739	Syat.g_01171
OG0000788	Prbl.g_00658	Syat.g_00087
OG0000789	Prbl.g_01695	Syat.g_00845
OG0000790	Prbl.g_00498	Syat.g_01300
OG0000791	Prbl.g_00496	Syat.g_01302
OG0000792	Prbl.g_00495	Syat.g_01303
OG0000793	Prbl.g_00491	Syat.g_01412
OG0000794	Prbl.g_00490	Syat.g_01414
OG0000795	Prbl.g_00489	Syat.g_01416
OG0000796	Prbl.g_00485	Syat.g_01422
OG0000797	Prbl.g_00484	Syat.g_01423
OG0000798	Prbl.g_01456	Syat.g_02057
OG0000799	Prbl.g_00152	Syat.g_01256
OG0000800	Prbl.g_00153	Syat.g_01255
OG0000801	Prbl.g_00154	Syat.g_01253
OG0000802	Prbl.g_00161	Syat.g_01245
OG0000803	Prbl.g_00257	Syat.g_01241
OG0000804	Prbl.g_00255	Syat.g_01238
OG0000805	Prbl.g_00253	Syat.g_01236
OG0000806	Prbl.g_00251	Syat.g_01234
OG0000807	Prbl.g_00249	Syat.g_01233
OG0000808	Prbl.g_00248	Syat.g_01232
OG0000809	Prbl.g_00244	Syat.g_01229
OG0000810	Prbl.g_00243	Syat.g_01228
OG0000811	Prbl.g_00231	Syat.g_01186
OG0000812	Prbl.g_00229	Syat.g_01182
OG0000813	Prbl.g_00228	Syat.g_01181
OG0000814	Prbl.g_00226	Syat.g_01179
OG0000815	Prbl.g_00225	Syat.g_01177
OG0000816	Prbl.g_00223	Syat.g_01175
OG0000817	Prbl.g_00222	Syat.g_01279
OG0000818	Prbl.g_00684	Syat.g_01325
OG0000819	Prbl.g_00685	Syat.g_01326
OG0000820	Prbl.g_00686	Syat.g_01327
OG0000821	Prbl.g_00693	Syat.g_01333
OG0000822	Prbl.g_00695	Syat.g_01335
OG0000823	Prbl.g_00696	Syat.g_01336
OG0000824	Prbl.g_00700	Syat.g_01342
OG0000825	Prbl.g_00701	Syat.g_01343
OG0000826	Prbl.g_00702	Syat.g_01344
OG0000827	Prbl.g_00703	Syat.g_01345
OG0000828	Prbl.g_00706	Syat.g_01348
OG0000829	Prbl.g_00707	Syat.g_01349
OG0000830	Prbl.g_00708	Syat.g_01350
OG0000831	Prbl.g_00710	Syat.g_01353
OG0000832	Prbl.g_00456	Syat.g_02982
OG0000833	Prbl.g_00448	Syat.g_03072
OG0000834	Prbl.g_00447	Syat.g_03073
OG0000835	Prbl.g_00446	Syat.g_03075
OG0000836	Prbl.g_00444	Syat.g_03078
OG0000837	Prbl.g_00443	Syat.g_03079
OG0000838	Prbl.g_00440	Syat.g_03083
OG0000839	Prbl.g_00439	Syat.g_03084
OG0000840	Prbl.g_00438	Syat.g_03085
OG0000841	Prbl.g_00437	Syat.g_03086
OG0000842	Prbl.g_00436	Syat.g_03087
OG0000843	Prbl.g_00435	Syat.g_03088
OG0000844	Prbl.g_00433	Syat.g_03090
OG0000845	Prbl.g_00432	Syat.g_03091
OG0000846	Prbl.g_00431	Syat.g_03092
OG0000847	Prbl.g_00430	Syat.g_03093
OG0000848	Prbl.g_00429	Syat.g_03095
OG0000849	Prbl.g_00428	Syat.g_03096
OG0000850	Prbl.g_00427	Syat.g_03098
OG0000851	Prbl.g_00423	Syat.g_03101
OG0000852	Prbl.g_00422	Syat.g_03102
OG0000853	Prbl.g_00418	Syat.g_03106
OG0000854	Prbl.g_00416	Syat.g_03108
OG0000855	Prbl.g_00415	Syat.g_03109
OG0000856	Prbl.g_01627	Syat.g_03305
OG0000857	Prbl.g_02318	Syat.g_00500
OG0000858	Prbl.g_00404	Syat.g_03114
OG0000859	Prbl.g_00403	Syat.g_03115
OG0000860	Prbl.g_00392	Syat.g_03126
OG0000861	Prbl.g_00391	Syat.g_03127
OG0000862	Prbl.g_00389	Syat.g_03136
OG0000863	Prbl.g_00385	Syat.g_03138
OG0000864	Prbl.g_00383	Syat.g_03139
OG0000865	Prbl.g_00382	Syat.g_03140
OG0000866	Prbl.g_00381	Syat.g_03141
OG0000867	Prbl.g_00380	Syat.g_03142
OG0000868	Prbl.g_00378	Syat.g_03067
OG0000869	Prbl.g_00375	Syat.g_03054
OG0000870	Prbl.g_00370	Syat.g_03049
OG0000871	Prbl.g_00369	Syat.g_03048
OG0000872	Prbl.g_00367	Syat.g_03042
OG0000873	Prbl.g_00364	Syat.g_03039
OG0000874	Prbl.g_00360	Syat.g_03037
OG0000875	Prbl.g_00359	Syat.g_03035
OG0000876	Prbl.g_00358	Syat.g_00745
OG0000877	Prbl.g_00355	Syat.g_03024
OG0000878	Prbl.g_00354	Syat.g_03023
OG0000879	Prbl.g_00353	Syat.g_03022
OG0000880	Prbl.g_00352	Syat.g_03021
OG0000881	Prbl.g_00347	Syat.g_03016
OG0000882	Prbl.g_00342	Syat.g_03011
OG0000883	Prbl.g_00340	Syat.g_03007
OG0000884	Prbl.g_00338	Syat.g_03005
OG0000885	Prbl.g_00337	Syat.g_03004
OG0000886	Prbl.g_00336	Syat.g_03003
OG0000887	Prbl.g_00335	Syat.g_03002
OG0000888	Prbl.g_00333	Syat.g_03000
OG0000889	Prbl.g_00331	Syat.g_02997
OG0000890	Prbl.g_00317	Syat.g_02994
OG0000891	Prbl.g_00316	Syat.g_02993
OG0000892	Prbl.g_02620	Syat.g_02992
OG0000893	Prbl.g_02680	Syat.g_01864
OG0000894	Prbl.g_02684	Syat.g_01860
OG0000895	Prbl.g_01061	Syat.g_01856
OG0000896	Prbl.g_01060	Syat.g_01855
OG0000897	Prbl.g_01058	Syat.g_01853
OG0000898	Prbl.g_01057	Syat.g_01852
OG0000899	Prbl.g_01056	Syat.g_01851
OG0000900	Prbl.g_01055	Syat.g_01850
OG0000901	Prbl.g_01051	Syat.g_01845
OG0000902	Prbl.g_01049	Syat.g_01843
OG0000903	Prbl.g_00954	Syat.g_01830
OG0000904	Prbl.g_00949	Syat.g_01834
OG0000905	Prbl.g_00947	Syat.g_01839
OG0000906	Prbl.g_01045	Syat.g_01841
OG0000907	Prbl.g_00956	Syat.g_01828
OG0000908	Prbl.g_00959	Syat.g_01825
OG0000909	Prbl.g_00960	Syat.g_01824
OG0000910	Prbl.g_00961	Syat.g_01823
OG0000911	Prbl.g_00963	Syat.g_01821
OG0000912	Prbl.g_00964	Syat.g_01820
OG0000913	Prbl.g_00965	Syat.g_01819
OG0000914	Prbl.g_00966	Syat.g_01818
OG0000915	Prbl.g_00967	Syat.g_01816
OG0000916	Prbl.g_00968	Syat.g_01815
OG0000917	Prbl.g_00969	Syat.g_01814
OG0000918	Prbl.g_00970	Syat.g_01813
OG0000919	Prbl.g_00971	Syat.g_01812
OG0000920	Prbl.g_00972	Syat.g_01811
OG0000921	Prbl.g_00973	Syat.g_01810
OG0000922	Prbl.g_00974	Syat.g_01809
OG0000923	Prbl.g_00978	Syat.g_01805
OG0000924	Prbl.g_00979	Syat.g_01804
OG0000925	Prbl.g_00980	Syat.g_01803
OG0000926	Prbl.g_00981	Syat.g_01802
OG0000927	Prbl.g_00983	Syat.g_01800
OG0000928	Prbl.g_00984	Syat.g_01799
OG0000929	Prbl.g_00985	Syat.g_01798
OG0000930	Prbl.g_00986	Syat.g_01797
OG0000931	Prbl.g_00987	Syat.g_01796
OG0000932	Prbl.g_00988	Syat.g_01794
OG0000933	Prbl.g_00993	Syat.g_01788
OG0000934	Prbl.g_00995	Syat.g_01786
OG0000935	Prbl.g_00996	Syat.g_01665
OG0000936	Prbl.g_00997	Syat.g_01664
OG0000937	Prbl.g_00998	Syat.g_01663
OG0000938	Prbl.g_01127	Syat.g_01659
OG0000939	Prbl.g_01128	Syat.g_01658
OG0000940	Prbl.g_01137	Syat.g_01651
OG0000941	Prbl.g_01139	Syat.g_01649
OG0000942	Prbl.g_01141	Syat.g_01647
OG0000943	Prbl.g_01142	Syat.g_01646
OG0000944	Prbl.g_01144	Syat.g_01644
OG0000945	Prbl.g_01146	Syat.g_01643
OG0000946	Prbl.g_01174	Syat.g_01633
OG0000947	Prbl.g_01177	Syat.g_01630
OG0000948	Prbl.g_01178	Syat.g_01629
OG0000949	Prbl.g_01181	Syat.g_02142
OG0000950	Prbl.g_00856	Syat.g_02152
OG0000951	Prbl.g_00851	Syat.g_02157
OG0000952	Prbl.g_00844	Syat.g_02162
OG0000953	Prbl.g_00840	Syat.g_02166
OG0000954	Prbl.g_01306	Syat.g_02187
OG0000955	Prbl.g_01305	Syat.g_02188
OG0000956	Prbl.g_01303	Syat.g_02191
OG0000957	Prbl.g_01287	Syat.g_02204
OG0000958	Prbl.g_01286	Syat.g_02205
OG0000959	Prbl.g_02638	Syat.g_02212
OG0000960	Prbl.g_02637	Syat.g_02213
OG0000961	Prbl.g_01235	Syat.g_02873
OG0000962	Prbl.g_02063	Syat.g_02223
OG0000963	Prbl.g_02058	Syat.g_02226
OG0000964	Prbl.g_02057	Syat.g_02227
OG0000965	Prbl.g_02056	Syat.g_02228
OG0000966	Prbl.g_02023	Syat.g_02259
OG0000967	Prbl.g_02017	Syat.g_02263
OG0000968	Prbl.g_02014	Syat.g_02269
OG0000969	Prbl.g_02012	Syat.g_02271
OG0000970	Prbl.g_02011	Syat.g_02272
OG0000971	Prbl.g_02009	Syat.g_02274
OG0000972	Prbl.g_02008	Syat.g_02275
OG0000973	Prbl.g_02007	Syat.g_02276
OG0000974	Prbl.g_02006	Syat.g_02277
OG0000975	Prbl.g_02005	Syat.g_02278
OG0000976	Prbl.g_02004	Syat.g_02279
OG0000977	Prbl.g_02002	Syat.g_02281
OG0000978	Prbl.g_02001	Syat.g_02283
OG0000979	Prbl.g_01998	Syat.g_02286
OG0000980	Prbl.g_01994	Syat.g_02289
OG0000981	Prbl.g_01991	Syat.g_02292
OG0000982	Prbl.g_02238	Syat.g_02691
OG0000983	Prbl.g_02237	Syat.g_02690
OG0000984	Prbl.g_02236	Syat.g_02689
OG0000985	Prbl.g_02232	Syat.g_02685
OG0000986	Prbl.g_02230	Syat.g_02680
OG0000987	Prbl.g_02228	Syat.g_02678
OG0000988	Prbl.g_02224	Syat.g_02672
OG0000989	Prbl.g_02214	Syat.g_02657
OG0000990	Prbl.g_02192	Syat.g_02500
OG0000991	Prbl.g_02189	Syat.g_02503
OG0000992	Prbl.g_02186	Syat.g_02507
OG0000993	Prbl.g_02185	Syat.g_02508
OG0000994	Prbl.g_02182	Syat.g_02512
OG0000995	Prbl.g_02173	Syat.g_02517
OG0000996	Prbl.g_02160	Syat.g_02446
OG0000997	Prbl.g_02151	Syat.g_02417
OG0000998	Prbl.g_02149	Syat.g_02415
OG0000999	Prbl.g_02148	Syat.g_02414
OG0001001	Prbl.g_02141	Syat.g_02400
OG0001002	Prbl.g_02134	Syat.g_02394
OG0001003	Prbl.g_02132	Syat.g_02392
OG0001004	Prbl.g_02131	Syat.g_02391
OG0001005	Prbl.g_02129	Syat.g_02390
OG0001006	Prbl.g_02123	Syat.g_02378
OG0001007	Prbl.g_02121	Syat.g_02376
OG0001008	Prbl.g_00651	Syat.g_02971
OG0001009	Prbl.g_01972	Syat.g_02311
OG0001010	Prbl.g_01973	Syat.g_02310
OG0001011	Prbl.g_01975	Syat.g_02308
OG0001012	Prbl.g_02241	Syat.g_01004
OG0001013	Prbl.g_02266	Syat.g_02716
OG0001014	Prbl.g_02275	Syat.g_02721
OG0001015	Prbl.g_02276	Syat.g_02722
OG0001016	Prbl.g_00603	Syat.g_01474
OG0001017	Prbl.g_00597	Syat.g_01480
OG0001018	Prbl.g_00595	Syat.g_01482
OG0001019	Prbl.g_00582	Syat.g_01532
OG0001020	Prbl.g_00576	Syat.g_01539
OG0001021	Prbl.g_00572	Syat.g_01552
OG0001022	Prbl.g_00567	Syat.g_01555
OG0001023	Prbl.g_00566	Syat.g_01556
OG0001024	Prbl.g_00562	Syat.g_01560
OG0001025	Prbl.g_00555	Syat.g_01566
OG0001026	Prbl.g_00542	Syat.g_01582
OG0001027	Prbl.g_01332	Syat.g_02947
OG0001028	Prbl.g_01330	Syat.g_02944
OG0001029	Prbl.g_01328	Syat.g_02942
OG0001030	Prbl.g_00822	Syat.g_02922
OG0001031	Prbl.g_00074	Syat.g_02836
OG0001032	Prbl.g_00077	Syat.g_02834
OG0001033	Prbl.g_01281	Syat.g_02784
OG0001034	Prbl.g_00199	Syat.g_01448
OG0001035	Prbl.g_01498	Syat.g_01885
OG0001036	Prbl.g_01494	Syat.g_01939
OG0001037	Prbl.g_01492	Syat.g_01941
OG0001038	Prbl.g_01455	Syat.g_02058
OG0001039	Prbl.g_01452	Syat.g_02061
OG0001040	Prbl.g_01449	Syat.g_02064
OG0001041	Prbl.g_01444	Syat.g_02070
OG0001042	Prbl.g_01419	Syat.g_02100
OG0001043	Prbl.g_01417	Syat.g_02103
OG0001044	Prbl.g_01200	Syat.g_01615
OG0001045	Prbl.g_01211	Syat.g_01602
OG0001046	Prbl.g_00410	Syat.g_00552
OG0001047	Prbl.g_00649	Syat.g_02973
OG0001048	Prbl.g_00648	Syat.g_02974
OG0001049	Prbl.g_00645	Syat.g_01290
OG0001050	Prbl.g_00644	Syat.g_01289
OG0001051	Prbl.g_00643	Syat.g_01288
OG0001052	Prbl.g_01344	Syat.g_01375
OG0001053	Prbl.g_00514	Syat.g_03173
OG0001054	Prbl.g_00532	Syat.g_03192
OG0001055	Prbl.g_00790	Syat.g_03224
OG0001056	Prbl.g_00761	Syat.g_03275
OG0001057	Prbl.g_00749	Syat.g_00102
OG0001058	Prbl.g_01883	Syat.g_00079
OG0001059	Prbl.g_01887	Syat.g_00075
OG0001061	Prbl.g_01796	Syat.g_00051
OG0001062	Prbl.g_01794	Syat.g_00048
OG0001063	Prbl.g_01790	Syat.g_00042
OG0001064	Prbl.g_01789	Syat.g_00041
OG0001065	Prbl.g_01788	Syat.g_00040
OG0001066	Prbl.g_01787	Syat.g_00039
OG0001067	Prbl.g_01786	Syat.g_00038
OG0001068	Prbl.g_01785	Syat.g_00037
OG0001069	Prbl.g_01784	Syat.g_00036
OG0001070	Prbl.g_01780	Syat.g_00032
OG0001071	Prbl.g_01779	Syat.g_00031
OG0001072	Prbl.g_01776	Syat.g_00028
OG0001073	Prbl.g_01757	Syat.g_00009
OG0001074	Prbl.g_01610	Syat.g_01015
OG0001075	Prbl.g_01611	Syat.g_01037
OG0001076	Prbl.g_01619	Syat.g_03315
OG0001077	Prbl.g_01629	Syat.g_03290
OG0001078	Prbl.g_01640	Syat.g_00118
OG0001079	Prbl.g_01659	Syat.g_00378
OG0001080	Prbl.g_01041	Syat.g_00368
OG0001081	Prbl.g_01031	Syat.g_00366
OG0001082	Prbl.g_01030	Syat.g_00365
OG0001083	Prbl.g_01405	Syat.g_00390
OG0001084	Prbl.g_01404	Syat.g_00391
OG0001085	Prbl.g_01394	Syat.g_00408
OG0001086	Prbl.g_01392	Syat.g_00410
OG0001087	Prbl.g_01853	Syat.g_03277
OG0001088	Prbl.g_01857	Syat.g_02496
OG0001089	Prbl.g_00024	Syat.g_00818
OG0001090	Prbl.g_02565	Syat.g_00659
OG0001091	Prbl.g_02563	Syat.g_00661
OG0001092	Prbl.g_02562	Syat.g_00663
OG0001093	Prbl.g_02558	Syat.g_00669
OG0001094	Prbl.g_02341	Syat.g_00473
OG0001095	Prbl.g_02322	Syat.g_00497
OG0001096	Prbl.g_02306	Syat.g_00516
OG0001097	Prbl.g_01550	Syat.g_00743
OG0001098	Prbl.g_02423	Syat.g_01672
OG0001099	Prbl.g_01329	Syat.g_02943
OG0001100	Prbl.g_02414	Syat.g_00418
OG0001101	Prbl.g_02413	Syat.g_00420
OG0001102	Prbl.g_02410	Syat.g_00423
OG0001103	Prbl.g_02408	Syat.g_00425
OG0001104	Prbl.g_02351	Syat.g_00458
OG0001105	Prbl.g_02356	Syat.g_00461
OG0001106	Prbl.g_02466	Syat.g_00598
OG0001107	Prbl.g_02476	Syat.g_00580
OG0001108	Prbl.g_02483	Syat.g_00570
OG0001109	Prbl.g_02485	Syat.g_00568
OG0001110	Prbl.g_02487	Syat.g_00566
OG0001111	Prbl.g_02489	Syat.g_00564
OG0001112	Prbl.g_02491	Syat.g_00562
OG0001113	Prbl.g_02492	Syat.g_00561
OG0001114	Prbl.g_02493	Syat.g_00560
OG0001115	Prbl.g_02495	Syat.g_00557
OG0001116	Prbl.g_02496	Syat.g_00555
OG0001117	Prbl.g_02497	Syat.g_00554
OG0001118	Prbl.g_02498	Syat.g_00553
OG0001119	Prbl.g_02499	Syat.g_00551
OG0001120	Prbl.g_02501	Syat.g_00546
OG0001122	Prbl.g_02529	Syat.g_00711
OG0001123	Prbl.g_02536	Syat.g_00704
OG0001124	Prbl.g_02538	Syat.g_00702
OG0001125	Prbl.g_02540	Syat.g_00700
OG0001126	Prbl.g_00939	Syat.g_00790
OG0001127	Prbl.g_00938	Syat.g_00789
OG0001128	Prbl.g_00935	Syat.g_00786
OG0001129	Prbl.g_00934	Syat.g_00784
OG0001130	Prbl.g_00933	Syat.g_00783
OG0001131	Prbl.g_02575	Syat.g_01674
OG0001132	Prbl.g_01603	Syat.g_00965
OG0001133	Prbl.g_01621	Syat.g_03311
OG0001136	Prbl.g_02082	Syat.g_03257
OG0001137	Prbl.g_02102	Syat.g_00306
OG0001138	Prbl.g_01118	Syat.g_00214
OG0001139	Prbl.g_01116	Syat.g_00209
OG0001140	Prbl.g_01115	Syat.g_00208
OG0001141	Prbl.g_01114	Syat.g_00207
OG0001142	Prbl.g_01113	Syat.g_00206
