Orthogroup	Prbl	Syas
OG0000582	Prbl.g_01750	Syas.g_00873
OG0000583	Prbl.g_01749	Syas.g_00872
OG0000584	Prbl.g_01748	Syas.g_00871
OG0000585	Prbl.g_01746	Syas.g_00868
OG0000586	Prbl.g_01744	Syas.g_00867
OG0000587	Prbl.g_01742	Syas.g_00865
OG0000588	Prbl.g_01613	Syas.g_00960
OG0000589	Prbl.g_01616	Syas.g_00121
OG0000590	Prbl.g_01617	Syas.g_00120
OG0000591	Prbl.g_01624	Syas.g_00106
OG0000592	Prbl.g_01625	Syas.g_00105
OG0000593	Prbl.g_01635	Syas.g_00750
OG0000594	Prbl.g_01636	Syas.g_00749
OG0000595	Prbl.g_01637	Syas.g_00748
OG0000596	Prbl.g_01642	Syas.g_00743
OG0000597	Prbl.g_01645	Syas.g_00740
OG0000598	Prbl.g_01646	Syas.g_00739
OG0000599	Prbl.g_01656	Syas.g_00732
OG0000600	Prbl.g_01657	Syas.g_00731
OG0000601	Prbl.g_01658	Syas.g_00730
OG0000602	Prbl.g_01662	Syas.g_00725
OG0000603	Prbl.g_01663	Syas.g_00724
OG0000604	Prbl.g_01664	Syas.g_00721
OG0000605	Prbl.g_01043	Syas.g_00719
OG0000606	Prbl.g_01032	Syas.g_00716
OG0000607	Prbl.g_01412	Syas.g_00713
OG0000608	Prbl.g_01411	Syas.g_00712
OG0000609	Prbl.g_01409	Syas.g_00710
OG0000610	Prbl.g_01401	Syas.g_00702
OG0000611	Prbl.g_01398	Syas.g_00699
OG0000612	Prbl.g_01397	Syas.g_00698
OG0000613	Prbl.g_00891	Syas.g_01825
OG0000614	Prbl.g_01872	Syas.g_01044
OG0000615	Prbl.g_02373	Syas.g_00650
OG0000616	Prbl.g_02137	Syas.g_02011
OG0000617	Prbl.g_02561	Syas.g_00180
OG0000618	Prbl.g_02560	Syas.g_00181
OG0000619	Prbl.g_02559	Syas.g_00182
OG0000620	Prbl.g_02555	Syas.g_00188
OG0000621	Prbl.g_02554	Syas.g_00189
OG0000622	Prbl.g_02553	Syas.g_00190
OG0000623	Prbl.g_02552	Syas.g_00191
OG0000624	Prbl.g_02551	Syas.g_00192
OG0000625	Prbl.g_02550	Syas.g_00193
OG0000626	Prbl.g_02549	Syas.g_00194
OG0000627	Prbl.g_02426	Syas.g_00372
OG0000628	Prbl.g_02427	Syas.g_00373
OG0000629	Prbl.g_02430	Syas.g_00376
OG0000630	Prbl.g_02434	Syas.g_00397
OG0000631	Prbl.g_02440	Syas.g_00405
OG0000632	Prbl.g_02441	Syas.g_00406
OG0000633	Prbl.g_02442	Syas.g_00407
OG0000634	Prbl.g_02339	Syas.g_00600
OG0000635	Prbl.g_02338	Syas.g_00599
OG0000636	Prbl.g_02336	Syas.g_00597
OG0000637	Prbl.g_02334	Syas.g_00595
OG0000638	Prbl.g_02333	Syas.g_00594
OG0000639	Prbl.g_02332	Syas.g_00593
OG0000640	Prbl.g_02331	Syas.g_00592
OG0000641	Prbl.g_02327	Syas.g_00587
OG0000642	Prbl.g_02326	Syas.g_00586
OG0000643	Prbl.g_02325	Syas.g_00585
OG0000644	Prbl.g_02324	Syas.g_00584
OG0000645	Prbl.g_02323	Syas.g_00583
OG0000646	Prbl.g_02320	Syas.g_00580
OG0000647	Prbl.g_02317	Syas.g_00578
OG0000648	Prbl.g_02315	Syas.g_00576
OG0000649	Prbl.g_02314	Syas.g_00575
OG0000650	Prbl.g_02313	Syas.g_00574
OG0000651	Prbl.g_02312	Syas.g_00573
OG0000652	Prbl.g_02311	Syas.g_00572
OG0000653	Prbl.g_02309	Syas.g_00570
OG0000654	Prbl.g_02308	Syas.g_00569
OG0000655	Prbl.g_02307	Syas.g_00568
OG0000656	Prbl.g_02304	Syas.g_00565
OG0000657	Prbl.g_01540	Syas.g_00232
OG0000658	Prbl.g_01542	Syas.g_00235
OG0000659	Prbl.g_01543	Syas.g_00236
OG0000660	Prbl.g_01547	Syas.g_00240
OG0000661	Prbl.g_01549	Syas.g_00242
OG0000662	Prbl.g_01551	Syas.g_00281
OG0000663	Prbl.g_01554	Syas.g_00284
OG0000664	Prbl.g_01555	Syas.g_00287
OG0000665	Prbl.g_01568	Syas.g_00385
OG0000666	Prbl.g_01571	Syas.g_01362
OG0000667	Prbl.g_01579	Syas.g_00088
OG0000668	Prbl.g_02530	Syas.g_00221
OG0000669	Prbl.g_01588	Syas.g_00684
OG0000670	Prbl.g_01078	Syas.g_00681
OG0000671	Prbl.g_02412	Syas.g_00679
OG0000672	Prbl.g_02409	Syas.g_00676
OG0000673	Prbl.g_02406	Syas.g_00673
OG0000674	Prbl.g_02404	Syas.g_00671
OG0000675	Prbl.g_02403	Syas.g_00670
OG0000676	Prbl.g_02395	Syas.g_00668
OG0000677	Prbl.g_02393	Syas.g_00667
OG0000678	Prbl.g_02388	Syas.g_00660
OG0000679	Prbl.g_02368	Syas.g_00629
OG0000680	Prbl.g_02367	Syas.g_00628
OG0000681	Prbl.g_02365	Syas.g_00625
OG0000682	Prbl.g_02364	Syas.g_00624
OG0000683	Prbl.g_02363	Syas.g_00623
OG0000684	Prbl.g_02350	Syas.g_00621
OG0000685	Prbl.g_02352	Syas.g_00187
OG0000686	Prbl.g_02353	Syas.g_00619
OG0000687	Prbl.g_02354	Syas.g_00618
OG0000688	Prbl.g_02348	Syas.g_00612
OG0000689	Prbl.g_02347	Syas.g_00610
OG0000690	Prbl.g_02346	Syas.g_00609
OG0000691	Prbl.g_02345	Syas.g_00608
OG0000692	Prbl.g_02344	Syas.g_00606
OG0000693	Prbl.g_02343	Syas.g_00604
OG0000694	Prbl.g_02342	Syas.g_00603
OG0000695	Prbl.g_02444	Syas.g_00410
OG0000696	Prbl.g_02445	Syas.g_00411
OG0000697	Prbl.g_02447	Syas.g_00413
OG0000698	Prbl.g_02450	Syas.g_00417
OG0000699	Prbl.g_02452	Syas.g_00419
OG0000700	Prbl.g_02453	Syas.g_00420
OG0000701	Prbl.g_02454	Syas.g_00421
OG0000702	Prbl.g_02462	Syas.g_00437
OG0000703	Prbl.g_02463	Syas.g_00438
OG0000704	Prbl.g_02465	Syas.g_00446
OG0000705	Prbl.g_02471	Syas.g_00453
OG0000706	Prbl.g_02472	Syas.g_00454
OG0000707	Prbl.g_02473	Syas.g_00455
OG0000708	Prbl.g_02475	Syas.g_00458
OG0000709	Prbl.g_02482	Syas.g_00466
OG0000710	Prbl.g_02486	Syas.g_00497
OG0000711	Prbl.g_02508	Syas.g_00546
OG0000712	Prbl.g_02509	Syas.g_00548
OG0000713	Prbl.g_02510	Syas.g_00549
OG0000714	Prbl.g_02514	Syas.g_00551
OG0000715	Prbl.g_02516	Syas.g_00553
OG0000716	Prbl.g_02520	Syas.g_00556
OG0000717	Prbl.g_02521	Syas.g_00557
OG0000718	Prbl.g_02526	Syas.g_00561
OG0000719	Prbl.g_02528	Syas.g_00223
OG0000720	Prbl.g_02541	Syas.g_00209
OG0000721	Prbl.g_02542	Syas.g_00207
OG0000722	Prbl.g_02543	Syas.g_00206
OG0000723	Prbl.g_02547	Syas.g_00196
OG0000724	Prbl.g_00932	Syas.g_00999
OG0000725	Prbl.g_00925	Syas.g_01024
OG0000726	Prbl.g_00924	Syas.g_01025
OG0000727	Prbl.g_00923	Syas.g_01026
OG0000728	Prbl.g_00922	Syas.g_01028
OG0000729	Prbl.g_02062	Syas.g_02145
OG0000730	Prbl.g_01199	Syas.g_01544
OG0000731	Prbl.g_01208	Syas.g_01532
OG0000732	Prbl.g_01993	Syas.g_02086
OG0000733	Prbl.g_02197	Syas.g_00096
OG0000734	Prbl.g_00545	Syas.g_02414
OG0000735	Prbl.g_02066	Syas.g_01201
OG0000736	Prbl.g_02067	Syas.g_01200
OG0000737	Prbl.g_02068	Syas.g_01199
OG0000738	Prbl.g_02075	Syas.g_01193
OG0000739	Prbl.g_02077	Syas.g_01192
OG0000740	Prbl.g_02078	Syas.g_01191
OG0000741	Prbl.g_02081	Syas.g_01188
OG0000742	Prbl.g_02083	Syas.g_01185
OG0000743	Prbl.g_02085	Syas.g_01182
OG0000744	Prbl.g_02086	Syas.g_01181
OG0000745	Prbl.g_02088	Syas.g_01178
OG0000746	Prbl.g_02090	Syas.g_01176
OG0000747	Prbl.g_02091	Syas.g_01174
OG0000748	Prbl.g_02103	Syas.g_01146
OG0000749	Prbl.g_02104	Syas.g_01144
OG0000750	Prbl.g_02105	Syas.g_01143
OG0000751	Prbl.g_00179	Syas.g_01138
OG0000752	Prbl.g_00181	Syas.g_01136
OG0000753	Prbl.g_00184	Syas.g_01133
OG0000754	Prbl.g_01379	Syas.g_01128
OG0000755	Prbl.g_01120	Syas.g_01117
OG0000756	Prbl.g_01119	Syas.g_01116
OG0000757	Prbl.g_01112	Syas.g_01108
OG0000758	Prbl.g_01111	Syas.g_01107
OG0000759	Prbl.g_01110	Syas.g_01106
OG0000760	Prbl.g_01109	Syas.g_01105
OG0000761	Prbl.g_01108	Syas.g_01104
OG0000762	Prbl.g_01377	Syas.g_01102
OG0000763	Prbl.g_01375	Syas.g_01091
OG0000764	Prbl.g_01374	Syas.g_01090
OG0000765	Prbl.g_02590	Syas.g_01076
OG0000766	Prbl.g_02591	Syas.g_01075
OG0000767	Prbl.g_02593	Syas.g_01073
OG0000768	Prbl.g_02594	Syas.g_01072
OG0000769	Prbl.g_00186	Syas.g_01070
OG0000770	Prbl.g_01103	Syas.g_01067
OG0000771	Prbl.g_00937	Syas.g_00993
OG0000772	Prbl.g_00461	Syas.g_01461
OG0000773	Prbl.g_00113	Syas.g_00002
OG0000774	Prbl.g_01713	Syas.g_02862
OG0000775	Prbl.g_01715	Syas.g_02860
OG0000776	Prbl.g_01716	Syas.g_02859
OG0000777	Prbl.g_01717	Syas.g_02858
OG0000778	Prbl.g_01718	Syas.g_02857
OG0000779	Prbl.g_01723	Syas.g_02852
OG0000780	Prbl.g_01726	Syas.g_02847
OG0000781	Prbl.g_01730	Syas.g_02842
OG0000782	Prbl.g_01731	Syas.g_02841
OG0000783	Prbl.g_01732	Syas.g_02840
OG0000784	Prbl.g_01733	Syas.g_02839
OG0000785	Prbl.g_01735	Syas.g_02837
OG0000786	Prbl.g_01738	Syas.g_02833
OG0000787	Prbl.g_01739	Syas.g_02832
OG0000788	Prbl.g_00658	Syas.g_00782
OG0000789	Prbl.g_01695	Syas.g_01507
OG0000790	Prbl.g_00498	Syas.g_01266
OG0000791	Prbl.g_00496	Syas.g_01268
OG0000792	Prbl.g_00495	Syas.g_01269
OG0000793	Prbl.g_00491	Syas.g_01359
OG0000794	Prbl.g_00490	Syas.g_01361
OG0000795	Prbl.g_00489	Syas.g_01363
OG0000796	Prbl.g_00485	Syas.g_01368
OG0000797	Prbl.g_00484	Syas.g_01369
OG0000798	Prbl.g_01456	Syas.g_01750
OG0000799	Prbl.g_00152	Syas.g_02789
OG0000800	Prbl.g_00153	Syas.g_02790
OG0000801	Prbl.g_00154	Syas.g_02791
OG0000802	Prbl.g_00161	Syas.g_02797
OG0000803	Prbl.g_00257	Syas.g_02800
OG0000804	Prbl.g_00255	Syas.g_02803
OG0000805	Prbl.g_00253	Syas.g_02805
OG0000806	Prbl.g_00251	Syas.g_02807
OG0000807	Prbl.g_00249	Syas.g_02808
OG0000808	Prbl.g_00248	Syas.g_02809
OG0000809	Prbl.g_00244	Syas.g_02811
OG0000810	Prbl.g_00243	Syas.g_02813
OG0000811	Prbl.g_00231	Syas.g_02822
OG0000812	Prbl.g_00229	Syas.g_02824
OG0000813	Prbl.g_00228	Syas.g_02825
OG0000814	Prbl.g_00226	Syas.g_02827
OG0000815	Prbl.g_00225	Syas.g_02829
OG0000816	Prbl.g_00223	Syas.g_02831
OG0000817	Prbl.g_00222	Syas.g_02753
OG0000818	Prbl.g_00684	Syas.g_01282
OG0000819	Prbl.g_00685	Syas.g_01283
OG0000820	Prbl.g_00686	Syas.g_01284
OG0000821	Prbl.g_00693	Syas.g_01289
OG0000822	Prbl.g_00695	Syas.g_01291
OG0000823	Prbl.g_00696	Syas.g_01292
OG0000824	Prbl.g_00700	Syas.g_01297
OG0000825	Prbl.g_00701	Syas.g_01298
OG0000826	Prbl.g_00702	Syas.g_01299
OG0000827	Prbl.g_00703	Syas.g_01300
OG0000828	Prbl.g_00706	Syas.g_01303
OG0000829	Prbl.g_00707	Syas.g_01304
OG0000830	Prbl.g_00708	Syas.g_01305
OG0000831	Prbl.g_00710	Syas.g_01308
OG0000832	Prbl.g_00456	Syas.g_01476
OG0000833	Prbl.g_00448	Syas.g_02738
OG0000834	Prbl.g_00447	Syas.g_02737
OG0000835	Prbl.g_00446	Syas.g_02736
OG0000836	Prbl.g_00444	Syas.g_02732
OG0000837	Prbl.g_00443	Syas.g_02731
OG0000838	Prbl.g_00440	Syas.g_02727
OG0000839	Prbl.g_00439	Syas.g_02726
OG0000840	Prbl.g_00438	Syas.g_02725
OG0000841	Prbl.g_00437	Syas.g_02724
OG0000842	Prbl.g_00436	Syas.g_02723
OG0000843	Prbl.g_00435	Syas.g_02722
OG0000844	Prbl.g_00433	Syas.g_02720
OG0000845	Prbl.g_00432	Syas.g_02719
OG0000846	Prbl.g_00431	Syas.g_02718
OG0000847	Prbl.g_00430	Syas.g_02717
OG0000848	Prbl.g_00429	Syas.g_02715
OG0000849	Prbl.g_00428	Syas.g_02714
OG0000850	Prbl.g_00427	Syas.g_02711
OG0000851	Prbl.g_00423	Syas.g_02708
OG0000852	Prbl.g_00422	Syas.g_02707
OG0000853	Prbl.g_00418	Syas.g_02703
OG0000854	Prbl.g_00416	Syas.g_02701
OG0000855	Prbl.g_00415	Syas.g_02700
OG0000856	Prbl.g_01627	Syas.g_00103
OG0000857	Prbl.g_02318	Syas.g_00579
OG0000858	Prbl.g_00404	Syas.g_02693
OG0000859	Prbl.g_00403	Syas.g_02692
OG0000860	Prbl.g_00392	Syas.g_02679
OG0000861	Prbl.g_00391	Syas.g_02678
OG0000862	Prbl.g_00389	Syas.g_02677
OG0000863	Prbl.g_00385	Syas.g_02675
OG0000864	Prbl.g_00383	Syas.g_02674
OG0000865	Prbl.g_00382	Syas.g_02673
OG0000866	Prbl.g_00381	Syas.g_02672
OG0000867	Prbl.g_00380	Syas.g_02671
OG0000868	Prbl.g_00378	Syas.g_02667
OG0000869	Prbl.g_00375	Syas.g_02662
OG0000870	Prbl.g_00370	Syas.g_02657
OG0000871	Prbl.g_00369	Syas.g_02656
OG0000872	Prbl.g_00367	Syas.g_02650
OG0000873	Prbl.g_00364	Syas.g_02647
OG0000874	Prbl.g_00360	Syas.g_02645
OG0000875	Prbl.g_00359	Syas.g_02644
OG0000876	Prbl.g_00358	Syas.g_00280
OG0000877	Prbl.g_00355	Syas.g_02603
OG0000878	Prbl.g_00354	Syas.g_02602
OG0000879	Prbl.g_00353	Syas.g_02601
OG0000880	Prbl.g_00352	Syas.g_02600
OG0000881	Prbl.g_00347	Syas.g_02596
OG0000882	Prbl.g_00342	Syas.g_02591
OG0000883	Prbl.g_00340	Syas.g_02586
OG0000884	Prbl.g_00338	Syas.g_02584
OG0000885	Prbl.g_00337	Syas.g_02583
OG0000886	Prbl.g_00336	Syas.g_02582
OG0000887	Prbl.g_00335	Syas.g_02581
OG0000888	Prbl.g_00333	Syas.g_02579
OG0000889	Prbl.g_00331	Syas.g_02577
OG0000890	Prbl.g_00317	Syas.g_02574
OG0000891	Prbl.g_00316	Syas.g_02573
OG0000892	Prbl.g_02620	Syas.g_02571
OG0000893	Prbl.g_02680	Syas.g_01677
OG0000894	Prbl.g_02684	Syas.g_01667
OG0000895	Prbl.g_01061	Syas.g_01663
OG0000896	Prbl.g_01060	Syas.g_01662
OG0000897	Prbl.g_01058	Syas.g_01660
OG0000898	Prbl.g_01057	Syas.g_01659
OG0000899	Prbl.g_01056	Syas.g_01658
OG0000900	Prbl.g_01055	Syas.g_01657
OG0000901	Prbl.g_01051	Syas.g_01652
OG0000902	Prbl.g_01049	Syas.g_01651
OG0000903	Prbl.g_00954	Syas.g_01637
OG0000904	Prbl.g_00949	Syas.g_01642
OG0000905	Prbl.g_00947	Syas.g_01647
OG0000906	Prbl.g_01045	Syas.g_01649
OG0000907	Prbl.g_00956	Syas.g_01635
OG0000908	Prbl.g_00959	Syas.g_01632
OG0000909	Prbl.g_00960	Syas.g_01631
OG0000910	Prbl.g_00961	Syas.g_01630
OG0000911	Prbl.g_00963	Syas.g_01628
OG0000912	Prbl.g_00964	Syas.g_01627
OG0000913	Prbl.g_00965	Syas.g_01626
OG0000914	Prbl.g_00966	Syas.g_01625
OG0000915	Prbl.g_00967	Syas.g_01623
OG0000916	Prbl.g_00968	Syas.g_01622
OG0000917	Prbl.g_00969	Syas.g_01621
OG0000918	Prbl.g_00970	Syas.g_01620
OG0000919	Prbl.g_00971	Syas.g_01619
OG0000920	Prbl.g_00972	Syas.g_01618
OG0000921	Prbl.g_00973	Syas.g_01617
OG0000922	Prbl.g_00974	Syas.g_01616
OG0000923	Prbl.g_00978	Syas.g_01612
OG0000924	Prbl.g_00979	Syas.g_01611
OG0000925	Prbl.g_00980	Syas.g_01610
OG0000926	Prbl.g_00981	Syas.g_01609
OG0000927	Prbl.g_00983	Syas.g_01607
OG0000928	Prbl.g_00984	Syas.g_01606
OG0000929	Prbl.g_00985	Syas.g_01605
OG0000930	Prbl.g_00986	Syas.g_01604
OG0000931	Prbl.g_00987	Syas.g_01603
OG0000932	Prbl.g_00988	Syas.g_01602
OG0000933	Prbl.g_00993	Syas.g_01596
OG0000934	Prbl.g_00995	Syas.g_01594
OG0000935	Prbl.g_00996	Syas.g_01593
OG0000936	Prbl.g_00997	Syas.g_01592
OG0000937	Prbl.g_00998	Syas.g_01591
OG0000938	Prbl.g_01127	Syas.g_01588
OG0000939	Prbl.g_01128	Syas.g_01587
OG0000940	Prbl.g_01137	Syas.g_01580
OG0000941	Prbl.g_01139	Syas.g_01578
OG0000942	Prbl.g_01141	Syas.g_01576
OG0000943	Prbl.g_01142	Syas.g_01575
OG0000944	Prbl.g_01144	Syas.g_01573
OG0000945	Prbl.g_01146	Syas.g_01572
OG0000946	Prbl.g_01174	Syas.g_01565
OG0000947	Prbl.g_01177	Syas.g_01562
OG0000948	Prbl.g_01178	Syas.g_01561
OG0000949	Prbl.g_01181	Syas.g_02213
OG0000950	Prbl.g_00856	Syas.g_02197
OG0000951	Prbl.g_00851	Syas.g_02190
OG0000952	Prbl.g_00844	Syas.g_02186
OG0000953	Prbl.g_00840	Syas.g_02182
OG0000954	Prbl.g_01306	Syas.g_02174
OG0000955	Prbl.g_01305	Syas.g_02173
OG0000956	Prbl.g_01303	Syas.g_02171
OG0000957	Prbl.g_01287	Syas.g_02158
OG0000958	Prbl.g_01286	Syas.g_02157
OG0000959	Prbl.g_02638	Syas.g_02154
OG0000960	Prbl.g_02637	Syas.g_02153
OG0000961	Prbl.g_01235	Syas.g_02345
OG0000962	Prbl.g_02063	Syas.g_02146
OG0000963	Prbl.g_02058	Syas.g_02143
OG0000964	Prbl.g_02057	Syas.g_02142
OG0000965	Prbl.g_02056	Syas.g_02141
OG0000966	Prbl.g_02023	Syas.g_02112
OG0000967	Prbl.g_02017	Syas.g_02108
OG0000968	Prbl.g_02014	Syas.g_02106
OG0000969	Prbl.g_02012	Syas.g_02104
OG0000970	Prbl.g_02011	Syas.g_02103
OG0000971	Prbl.g_02009	Syas.g_02101
OG0000972	Prbl.g_02008	Syas.g_02100
OG0000973	Prbl.g_02007	Syas.g_02099
OG0000974	Prbl.g_02006	Syas.g_02098
OG0000975	Prbl.g_02005	Syas.g_02097
OG0000976	Prbl.g_02004	Syas.g_02096
OG0000977	Prbl.g_02002	Syas.g_02094
OG0000978	Prbl.g_02001	Syas.g_02093
OG0000979	Prbl.g_01998	Syas.g_02090
OG0000980	Prbl.g_01994	Syas.g_02087
OG0000981	Prbl.g_01991	Syas.g_02084
OG0000982	Prbl.g_02238	Syas.g_01882
OG0000983	Prbl.g_02237	Syas.g_01883
OG0000984	Prbl.g_02236	Syas.g_01884
OG0000985	Prbl.g_02232	Syas.g_01888
OG0000986	Prbl.g_02230	Syas.g_01891
OG0000987	Prbl.g_02228	Syas.g_01897
OG0000988	Prbl.g_02224	Syas.g_01902
OG0000989	Prbl.g_02214	Syas.g_01908
OG0000990	Prbl.g_02192	Syas.g_01937
OG0000991	Prbl.g_02189	Syas.g_01939
OG0000992	Prbl.g_02186	Syas.g_01943
OG0000993	Prbl.g_02185	Syas.g_01945
OG0000994	Prbl.g_02182	Syas.g_01948
OG0000995	Prbl.g_02173	Syas.g_01955
OG0000996	Prbl.g_02160	Syas.g_01977
OG0000997	Prbl.g_02151	Syas.g_01993
OG0000998	Prbl.g_02149	Syas.g_01995
OG0000999	Prbl.g_02148	Syas.g_01996
OG0001000	Prbl.g_02145	Syas.g_02000
OG0001001	Prbl.g_02141	Syas.g_02006
OG0001002	Prbl.g_02134	Syas.g_02014
OG0001003	Prbl.g_02132	Syas.g_02016
OG0001004	Prbl.g_02131	Syas.g_02017
OG0001005	Prbl.g_02129	Syas.g_02018
OG0001006	Prbl.g_02123	Syas.g_02032
OG0001007	Prbl.g_02121	Syas.g_02034
OG0001008	Prbl.g_00651	Syas.g_01496
OG0001009	Prbl.g_01972	Syas.g_02065
OG0001010	Prbl.g_01973	Syas.g_02066
OG0001011	Prbl.g_01975	Syas.g_02068
OG0001012	Prbl.g_02241	Syas.g_00152
OG0001013	Prbl.g_02266	Syas.g_01866
OG0001014	Prbl.g_02275	Syas.g_01857
OG0001015	Prbl.g_02276	Syas.g_01856
OG0001016	Prbl.g_00603	Syas.g_02517
OG0001017	Prbl.g_00597	Syas.g_02511
OG0001018	Prbl.g_00595	Syas.g_02509
OG0001019	Prbl.g_00582	Syas.g_02469
OG0001020	Prbl.g_00576	Syas.g_02443
OG0001021	Prbl.g_00572	Syas.g_02437
OG0001022	Prbl.g_00567	Syas.g_02434
OG0001023	Prbl.g_00566	Syas.g_02433
OG0001024	Prbl.g_00562	Syas.g_00135
OG0001025	Prbl.g_00555	Syas.g_02424
OG0001026	Prbl.g_00542	Syas.g_02412
OG0001027	Prbl.g_01332	Syas.g_02408
OG0001028	Prbl.g_01330	Syas.g_02405
OG0001029	Prbl.g_01328	Syas.g_02403
OG0001030	Prbl.g_00822	Syas.g_02384
OG0001031	Prbl.g_00074	Syas.g_02293
OG0001032	Prbl.g_00077	Syas.g_02290
OG0001033	Prbl.g_01281	Syas.g_02239
OG0001034	Prbl.g_00199	Syas.g_02556
OG0001035	Prbl.g_01498	Syas.g_01704
OG0001036	Prbl.g_01494	Syas.g_01709
OG0001037	Prbl.g_01492	Syas.g_01711
OG0001038	Prbl.g_01455	Syas.g_01751
OG0001039	Prbl.g_01452	Syas.g_01754
OG0001041	Prbl.g_01444	Syas.g_01761
OG0001042	Prbl.g_01419	Syas.g_01821
OG0001043	Prbl.g_01417	Syas.g_01817
OG0001044	Prbl.g_01200	Syas.g_01542
OG0001045	Prbl.g_01211	Syas.g_01529
OG0001046	Prbl.g_00410	Syas.g_00532
OG0001047	Prbl.g_00649	Syas.g_01494
OG0001048	Prbl.g_00648	Syas.g_01493
OG0001049	Prbl.g_00645	Syas.g_02742
OG0001050	Prbl.g_00644	Syas.g_02743
OG0001051	Prbl.g_00643	Syas.g_02744
OG0001052	Prbl.g_01344	Syas.g_01337
OG0001053	Prbl.g_00514	Syas.g_01250
OG0001054	Prbl.g_00532	Syas.g_01231
OG0001055	Prbl.g_00790	Syas.g_01210
OG0001056	Prbl.g_00761	Syas.g_00068
OG0001057	Prbl.g_00749	Syas.g_00763
OG0001058	Prbl.g_01883	Syas.g_00787
OG0001059	Prbl.g_01887	Syas.g_00791
OG0001060	Prbl.g_01894	Syas.g_00797
OG0001061	Prbl.g_01796	Syas.g_00816
OG0001062	Prbl.g_01794	Syas.g_00819
OG0001063	Prbl.g_01790	Syas.g_00830
OG0001064	Prbl.g_01789	Syas.g_00831
OG0001065	Prbl.g_01788	Syas.g_00832
OG0001066	Prbl.g_01787	Syas.g_00833
OG0001067	Prbl.g_01786	Syas.g_00834
OG0001068	Prbl.g_01785	Syas.g_00835
OG0001069	Prbl.g_01784	Syas.g_00836
OG0001070	Prbl.g_01780	Syas.g_00840
OG0001071	Prbl.g_01779	Syas.g_00841
OG0001072	Prbl.g_01776	Syas.g_00844
OG0001073	Prbl.g_01757	Syas.g_00855
OG0001074	Prbl.g_01610	Syas.g_00157
OG0001075	Prbl.g_01611	Syas.g_00163
OG0001076	Prbl.g_01619	Syas.g_00113
OG0001077	Prbl.g_01629	Syas.g_00101
OG0001078	Prbl.g_01640	Syas.g_00745
OG0001079	Prbl.g_01659	Syas.g_00729
OG0001080	Prbl.g_01041	Syas.g_00717
OG0001081	Prbl.g_01031	Syas.g_00715
OG0001082	Prbl.g_01030	Syas.g_00714
OG0001083	Prbl.g_01405	Syas.g_00707
OG0001084	Prbl.g_01404	Syas.g_00706
OG0001085	Prbl.g_01394	Syas.g_00693
OG0001086	Prbl.g_01392	Syas.g_00691
OG0001087	Prbl.g_01853	Syas.g_00071
OG0001088	Prbl.g_01857	Syas.g_01060
OG0001089	Prbl.g_00024	Syas.g_01039
OG0001090	Prbl.g_02565	Syas.g_00980
OG0001091	Prbl.g_02563	Syas.g_00979
OG0001092	Prbl.g_02562	Syas.g_00178
OG0001093	Prbl.g_02558	Syas.g_00184
OG0001095	Prbl.g_02322	Syas.g_00582
OG0001097	Prbl.g_01550	Syas.g_00243
OG0001098	Prbl.g_02423	Syas.g_00880
OG0001099	Prbl.g_01329	Syas.g_02404
OG0001100	Prbl.g_02414	Syas.g_00682
OG0001101	Prbl.g_02413	Syas.g_00680
OG0001102	Prbl.g_02410	Syas.g_00677
OG0001103	Prbl.g_02408	Syas.g_00675
OG0001104	Prbl.g_02351	Syas.g_00620
OG0001105	Prbl.g_02356	Syas.g_00617
OG0001106	Prbl.g_02466	Syas.g_00447
OG0001107	Prbl.g_02476	Syas.g_00459
OG0001108	Prbl.g_02483	Syas.g_00494
OG0001109	Prbl.g_02485	Syas.g_00496
OG0001110	Prbl.g_02487	Syas.g_00498
OG0001111	Prbl.g_02489	Syas.g_00500
OG0001112	Prbl.g_02491	Syas.g_00503
OG0001113	Prbl.g_02492	Syas.g_00504
OG0001114	Prbl.g_02493	Syas.g_00505
OG0001115	Prbl.g_02495	Syas.g_00527
OG0001116	Prbl.g_02496	Syas.g_00529
OG0001117	Prbl.g_02497	Syas.g_00530
OG0001118	Prbl.g_02498	Syas.g_00531
OG0001119	Prbl.g_02499	Syas.g_00533
OG0001120	Prbl.g_02501	Syas.g_00539
OG0001122	Prbl.g_02529	Syas.g_00222
OG0001123	Prbl.g_02536	Syas.g_00214
OG0001124	Prbl.g_02538	Syas.g_00212
OG0001125	Prbl.g_02540	Syas.g_00210
OG0001126	Prbl.g_00939	Syas.g_00991
OG0001127	Prbl.g_00938	Syas.g_00992
OG0001128	Prbl.g_00935	Syas.g_00995
OG0001129	Prbl.g_00934	Syas.g_00997
OG0001130	Prbl.g_00933	Syas.g_00998
OG0001131	Prbl.g_02575	Syas.g_01401
OG0001132	Prbl.g_01603	Syas.g_00525
OG0001133	Prbl.g_01621	Syas.g_00109
OG0001136	Prbl.g_02082	Syas.g_01187
OG0001138	Prbl.g_01118	Syas.g_01114
OG0001139	Prbl.g_01116	Syas.g_01112
OG0001140	Prbl.g_01115	Syas.g_01111
OG0001141	Prbl.g_01114	Syas.g_01110
OG0001142	Prbl.g_01113	Syas.g_01109
OG0001143	Prbl.g_01376	Syas.g_01092
OG0001144	Prbl.g_02580	Syas.g_01084
OG0001145	Prbl.g_01711	Syas.g_02867
OG0001146	Prbl.g_01727	Syas.g_02846
OG0001147	Prbl.g_01333	Syas.g_01329
