Orthogroup	Prbl	Syal
OG0000564	Prbl.g_01892	Syal.g_02803
OG0000565	Prbl.g_01895	Syal.g_02799
OG0000566	Prbl.g_01899	Syal.g_02795
OG0000567	Prbl.g_01903	Syal.g_02791
OG0000568	Prbl.g_01905	Syal.g_02789
OG0000569	Prbl.g_01801	Syal.g_02788
OG0000570	Prbl.g_01800	Syal.g_02787
OG0000571	Prbl.g_01797	Syal.g_02784
OG0000572	Prbl.g_01781	Syal.g_02767
OG0000573	Prbl.g_01774	Syal.g_02759
OG0000574	Prbl.g_01773	Syal.g_02758
OG0000575	Prbl.g_01764	Syal.g_02753
OG0000576	Prbl.g_01762	Syal.g_02751
OG0000577	Prbl.g_01761	Syal.g_02750
OG0000578	Prbl.g_01760	Syal.g_02749
OG0000579	Prbl.g_01759	Syal.g_02748
OG0000580	Prbl.g_01758	Syal.g_02747
OG0000581	Prbl.g_01754	Syal.g_02741
OG0000582	Prbl.g_01750	Syal.g_02736
OG0000583	Prbl.g_01749	Syal.g_02735
OG0000584	Prbl.g_01748	Syal.g_02734
OG0000585	Prbl.g_01746	Syal.g_02731
OG0000586	Prbl.g_01744	Syal.g_02730
OG0000587	Prbl.g_01742	Syal.g_02728
OG0000588	Prbl.g_01613	Syal.g_02717
OG0000589	Prbl.g_01616	Syal.g_02714
OG0000590	Prbl.g_01617	Syal.g_02713
OG0000591	Prbl.g_01624	Syal.g_02707
OG0000592	Prbl.g_01625	Syal.g_02706
OG0000593	Prbl.g_01635	Syal.g_02640
OG0000594	Prbl.g_01636	Syal.g_02639
OG0000595	Prbl.g_01637	Syal.g_02638
OG0000596	Prbl.g_01642	Syal.g_02633
OG0000597	Prbl.g_01645	Syal.g_02630
OG0000598	Prbl.g_01646	Syal.g_02629
OG0000599	Prbl.g_01656	Syal.g_02622
OG0000600	Prbl.g_01657	Syal.g_02621
OG0000601	Prbl.g_01658	Syal.g_02620
OG0000602	Prbl.g_01662	Syal.g_02615
OG0000603	Prbl.g_01663	Syal.g_02614
OG0000604	Prbl.g_01664	Syal.g_02612
OG0000605	Prbl.g_01043	Syal.g_02516
OG0000606	Prbl.g_01032	Syal.g_02174
OG0000607	Prbl.g_01412	Syal.g_02177
OG0000608	Prbl.g_01411	Syal.g_02178
OG0000609	Prbl.g_01409	Syal.g_02180
OG0000610	Prbl.g_01401	Syal.g_02198
OG0000611	Prbl.g_01398	Syal.g_02201
OG0000612	Prbl.g_01397	Syal.g_02202
OG0000613	Prbl.g_00891	Syal.g_01325
OG0000614	Prbl.g_01872	Syal.g_01794
OG0000615	Prbl.g_02373	Syal.g_02256
OG0000616	Prbl.g_02137	Syal.g_00079
OG0000617	Prbl.g_02561	Syal.g_01866
OG0000618	Prbl.g_02560	Syal.g_01867
OG0000619	Prbl.g_02559	Syal.g_02417
OG0000620	Prbl.g_02555	Syal.g_02422
OG0000621	Prbl.g_02554	Syal.g_02423
OG0000622	Prbl.g_02553	Syal.g_02424
OG0000623	Prbl.g_02552	Syal.g_02425
OG0000624	Prbl.g_02551	Syal.g_02427
OG0000625	Prbl.g_02550	Syal.g_02428
OG0000626	Prbl.g_02549	Syal.g_02429
OG0000627	Prbl.g_02426	Syal.g_02048
OG0000628	Prbl.g_02427	Syal.g_02047
OG0000629	Prbl.g_02430	Syal.g_02044
OG0000630	Prbl.g_02434	Syal.g_02040
OG0000631	Prbl.g_02440	Syal.g_02031
OG0000632	Prbl.g_02441	Syal.g_02030
OG0000633	Prbl.g_02442	Syal.g_02029
OG0000634	Prbl.g_02339	Syal.g_02410
OG0000635	Prbl.g_02338	Syal.g_02411
OG0000636	Prbl.g_02336	Syal.g_02413
OG0000637	Prbl.g_02334	Syal.g_02415
OG0000638	Prbl.g_02333	Syal.g_02416
OG0000639	Prbl.g_02332	Syal.g_01868
OG0000640	Prbl.g_02331	Syal.g_01869
OG0000641	Prbl.g_02327	Syal.g_01873
OG0000642	Prbl.g_02326	Syal.g_01874
OG0000643	Prbl.g_02325	Syal.g_01875
OG0000644	Prbl.g_02324	Syal.g_01876
OG0000645	Prbl.g_02323	Syal.g_01878
OG0000646	Prbl.g_02320	Syal.g_01881
OG0000647	Prbl.g_02317	Syal.g_01883
OG0000648	Prbl.g_02315	Syal.g_02438
OG0000649	Prbl.g_02314	Syal.g_02439
OG0000650	Prbl.g_02313	Syal.g_02440
OG0000651	Prbl.g_02312	Syal.g_02441
OG0000652	Prbl.g_02311	Syal.g_02442
OG0000653	Prbl.g_02309	Syal.g_02444
OG0000654	Prbl.g_02308	Syal.g_02445
OG0000655	Prbl.g_02307	Syal.g_02446
OG0000656	Prbl.g_02304	Syal.g_02449
OG0000657	Prbl.g_01540	Syal.g_02460
OG0000658	Prbl.g_01542	Syal.g_02465
OG0000659	Prbl.g_01543	Syal.g_02466
OG0000660	Prbl.g_01547	Syal.g_02470
OG0000661	Prbl.g_01549	Syal.g_02472
OG0000662	Prbl.g_01551	Syal.g_02474
OG0000663	Prbl.g_01554	Syal.g_02477
OG0000664	Prbl.g_01555	Syal.g_02478
OG0000665	Prbl.g_01568	Syal.g_02593
OG0000666	Prbl.g_01571	Syal.g_02605
OG0000667	Prbl.g_01579	Syal.g_02192
OG0000668	Prbl.g_02530	Syal.g_01920
OG0000669	Prbl.g_01588	Syal.g_02295
OG0000670	Prbl.g_01078	Syal.g_02956
OG0000671	Prbl.g_02412	Syal.g_02291
OG0000672	Prbl.g_02409	Syal.g_02288
OG0000673	Prbl.g_02406	Syal.g_02285
OG0000674	Prbl.g_02404	Syal.g_02283
OG0000675	Prbl.g_02403	Syal.g_02282
OG0000676	Prbl.g_02395	Syal.g_02272
OG0000677	Prbl.g_02393	Syal.g_02271
OG0000678	Prbl.g_02388	Syal.g_02264
OG0000679	Prbl.g_02368	Syal.g_02252
OG0000680	Prbl.g_02367	Syal.g_02251
OG0000681	Prbl.g_02365	Syal.g_02248
OG0000682	Prbl.g_02364	Syal.g_02247
OG0000683	Prbl.g_02363	Syal.g_02246
OG0000684	Prbl.g_02350	Syal.g_02242
OG0000685	Prbl.g_02352	Syal.g_02240
OG0000686	Prbl.g_02353	Syal.g_02239
OG0000687	Prbl.g_02354	Syal.g_02237
OG0000688	Prbl.g_02348	Syal.g_02225
OG0000689	Prbl.g_02347	Syal.g_02223
OG0000690	Prbl.g_02346	Syal.g_02222
OG0000691	Prbl.g_02345	Syal.g_02221
OG0000692	Prbl.g_02344	Syal.g_02220
OG0000693	Prbl.g_02343	Syal.g_02218
OG0000694	Prbl.g_02342	Syal.g_02217
OG0000695	Prbl.g_02444	Syal.g_02027
OG0000696	Prbl.g_02445	Syal.g_02026
OG0000697	Prbl.g_02447	Syal.g_02025
OG0000698	Prbl.g_02450	Syal.g_02022
OG0000699	Prbl.g_02452	Syal.g_02021
OG0000700	Prbl.g_02453	Syal.g_02020
OG0000701	Prbl.g_02454	Syal.g_02019
OG0000702	Prbl.g_02462	Syal.g_02011
OG0000703	Prbl.g_02463	Syal.g_02010
OG0000704	Prbl.g_02465	Syal.g_02008
OG0000705	Prbl.g_02471	Syal.g_01999
OG0000706	Prbl.g_02472	Syal.g_01998
OG0000707	Prbl.g_02473	Syal.g_01997
OG0000708	Prbl.g_02475	Syal.g_01994
OG0000709	Prbl.g_02482	Syal.g_01986
OG0000710	Prbl.g_02486	Syal.g_01982
OG0000711	Prbl.g_02508	Syal.g_01954
OG0000712	Prbl.g_02509	Syal.g_01952
OG0000713	Prbl.g_02510	Syal.g_01951
OG0000714	Prbl.g_02514	Syal.g_01948
OG0000715	Prbl.g_02516	Syal.g_01934
OG0000716	Prbl.g_02520	Syal.g_01930
OG0000717	Prbl.g_02521	Syal.g_01929
OG0000718	Prbl.g_02526	Syal.g_01925
OG0000719	Prbl.g_02528	Syal.g_01922
OG0000720	Prbl.g_02541	Syal.g_01908
OG0000721	Prbl.g_02542	Syal.g_01906
OG0000722	Prbl.g_02543	Syal.g_01905
OG0000723	Prbl.g_02547	Syal.g_02433
OG0000724	Prbl.g_00932	Syal.g_01829
OG0000725	Prbl.g_00925	Syal.g_01820
OG0000726	Prbl.g_00924	Syal.g_01819
OG0000727	Prbl.g_00923	Syal.g_01818
OG0000728	Prbl.g_00922	Syal.g_01816
OG0000729	Prbl.g_02062	Syal.g_01510
OG0000730	Prbl.g_01199	Syal.g_00345
OG0000731	Prbl.g_01208	Syal.g_00356
OG0000732	Prbl.g_01993	Syal.g_00149
OG0000733	Prbl.g_02197	Syal.g_01105
OG0000734	Prbl.g_00545	Syal.g_00828
OG0000735	Prbl.g_02066	Syal.g_01627
OG0000736	Prbl.g_02067	Syal.g_01628
OG0000737	Prbl.g_02068	Syal.g_01629
OG0000738	Prbl.g_02075	Syal.g_01634
OG0000739	Prbl.g_02077	Syal.g_01645
OG0000740	Prbl.g_02078	Syal.g_01646
OG0000741	Prbl.g_02081	Syal.g_01649
OG0000742	Prbl.g_02083	Syal.g_01652
OG0000743	Prbl.g_02085	Syal.g_01654
OG0000744	Prbl.g_02086	Syal.g_01655
OG0000745	Prbl.g_02088	Syal.g_01657
OG0000746	Prbl.g_02090	Syal.g_01659
OG0000747	Prbl.g_02091	Syal.g_01660
OG0000748	Prbl.g_02103	Syal.g_01674
OG0000749	Prbl.g_02104	Syal.g_01675
OG0000750	Prbl.g_02105	Syal.g_01676
OG0000751	Prbl.g_00179	Syal.g_01688
OG0000752	Prbl.g_00181	Syal.g_01690
OG0000753	Prbl.g_00184	Syal.g_01693
OG0000754	Prbl.g_01379	Syal.g_01698
OG0000755	Prbl.g_01120	Syal.g_01707
OG0000756	Prbl.g_01119	Syal.g_01708
OG0000757	Prbl.g_01112	Syal.g_01715
OG0000758	Prbl.g_01111	Syal.g_01716
OG0000759	Prbl.g_01110	Syal.g_01717
OG0000760	Prbl.g_01109	Syal.g_01718
OG0000761	Prbl.g_01108	Syal.g_01719
OG0000762	Prbl.g_01377	Syal.g_01721
OG0000763	Prbl.g_01375	Syal.g_01723
OG0000764	Prbl.g_01374	Syal.g_01724
OG0000765	Prbl.g_02590	Syal.g_01768
OG0000766	Prbl.g_02591	Syal.g_01767
OG0000767	Prbl.g_02593	Syal.g_01765
OG0000768	Prbl.g_02594	Syal.g_01764
OG0000769	Prbl.g_00186	Syal.g_01762
OG0000770	Prbl.g_01103	Syal.g_01758
OG0000771	Prbl.g_00937	Syal.g_01835
OG0000772	Prbl.g_00461	Syal.g_01641
OG0000773	Prbl.g_00113	Syal.g_01618
OG0000774	Prbl.g_01713	Syal.g_01610
OG0000775	Prbl.g_01715	Syal.g_01608
OG0000776	Prbl.g_01716	Syal.g_01607
OG0000777	Prbl.g_01717	Syal.g_01606
OG0000778	Prbl.g_01718	Syal.g_01605
OG0000779	Prbl.g_01723	Syal.g_01599
OG0000780	Prbl.g_01726	Syal.g_01594
OG0000781	Prbl.g_01730	Syal.g_01590
OG0000782	Prbl.g_01731	Syal.g_01589
OG0000783	Prbl.g_01732	Syal.g_01588
OG0000784	Prbl.g_01733	Syal.g_01587
OG0000785	Prbl.g_01735	Syal.g_01585
OG0000786	Prbl.g_01738	Syal.g_01579
OG0000787	Prbl.g_01739	Syal.g_01578
OG0000788	Prbl.g_00658	Syal.g_02619
OG0000789	Prbl.g_01695	Syal.g_02598
OG0000790	Prbl.g_00498	Syal.g_02883
OG0000791	Prbl.g_00496	Syal.g_02882
OG0000792	Prbl.g_00495	Syal.g_02881
OG0000793	Prbl.g_00491	Syal.g_02876
OG0000794	Prbl.g_00490	Syal.g_02875
OG0000795	Prbl.g_00489	Syal.g_02874
OG0000796	Prbl.g_00485	Syal.g_02870
OG0000797	Prbl.g_00484	Syal.g_02869
OG0000798	Prbl.g_01456	Syal.g_01260
OG0000799	Prbl.g_00152	Syal.g_01547
OG0000800	Prbl.g_00153	Syal.g_01542
OG0000801	Prbl.g_00154	Syal.g_01541
OG0000802	Prbl.g_00161	Syal.g_01536
OG0000803	Prbl.g_00257	Syal.g_00040
OG0000804	Prbl.g_00255	Syal.g_00036
OG0000805	Prbl.g_00253	Syal.g_00030
OG0000806	Prbl.g_00251	Syal.g_00028
OG0000807	Prbl.g_00249	Syal.g_00026
OG0000808	Prbl.g_00248	Syal.g_00025
OG0000809	Prbl.g_00244	Syal.g_00022
OG0000810	Prbl.g_00243	Syal.g_00021
OG0000811	Prbl.g_00231	Syal.g_00380
OG0000812	Prbl.g_00229	Syal.g_00382
OG0000813	Prbl.g_00228	Syal.g_00383
OG0000814	Prbl.g_00226	Syal.g_00385
OG0000815	Prbl.g_00225	Syal.g_00391
OG0000816	Prbl.g_00223	Syal.g_00393
OG0000817	Prbl.g_00222	Syal.g_00394
OG0000818	Prbl.g_00684	Syal.g_00401
OG0000819	Prbl.g_00685	Syal.g_00402
OG0000820	Prbl.g_00686	Syal.g_00403
OG0000821	Prbl.g_00693	Syal.g_00409
OG0000822	Prbl.g_00695	Syal.g_00411
OG0000823	Prbl.g_00696	Syal.g_00412
OG0000824	Prbl.g_00700	Syal.g_00417
OG0000825	Prbl.g_00701	Syal.g_00418
OG0000826	Prbl.g_00702	Syal.g_00419
OG0000827	Prbl.g_00703	Syal.g_00420
OG0000828	Prbl.g_00706	Syal.g_00423
OG0000829	Prbl.g_00707	Syal.g_00424
OG0000830	Prbl.g_00708	Syal.g_00425
OG0000831	Prbl.g_00710	Syal.g_00427
OG0000832	Prbl.g_00456	Syal.g_02967
OG0000833	Prbl.g_00448	Syal.g_02976
OG0000834	Prbl.g_00447	Syal.g_02979
OG0000835	Prbl.g_00446	Syal.g_02980
OG0000836	Prbl.g_00444	Syal.g_02983
OG0000837	Prbl.g_00443	Syal.g_02984
OG0000838	Prbl.g_00440	Syal.g_02988
OG0000839	Prbl.g_00439	Syal.g_02989
OG0000840	Prbl.g_00438	Syal.g_02990
OG0000841	Prbl.g_00437	Syal.g_02991
OG0000842	Prbl.g_00436	Syal.g_02992
OG0000843	Prbl.g_00435	Syal.g_02993
OG0000844	Prbl.g_00433	Syal.g_02995
OG0000845	Prbl.g_00432	Syal.g_02996
OG0000846	Prbl.g_00431	Syal.g_02997
OG0000847	Prbl.g_00430	Syal.g_02998
OG0000848	Prbl.g_00429	Syal.g_03000
OG0000849	Prbl.g_00428	Syal.g_03001
OG0000850	Prbl.g_00427	Syal.g_03008
OG0000851	Prbl.g_00423	Syal.g_00561
OG0000852	Prbl.g_00422	Syal.g_00562
OG0000853	Prbl.g_00418	Syal.g_00566
OG0000854	Prbl.g_00416	Syal.g_00568
OG0000855	Prbl.g_00415	Syal.g_00569
OG0000856	Prbl.g_01627	Syal.g_02704
OG0000857	Prbl.g_02318	Syal.g_01882
OG0000858	Prbl.g_00404	Syal.g_00576
OG0000859	Prbl.g_00403	Syal.g_00577
OG0000860	Prbl.g_00392	Syal.g_00589
OG0000861	Prbl.g_00391	Syal.g_00590
OG0000862	Prbl.g_00389	Syal.g_00591
OG0000863	Prbl.g_00385	Syal.g_00594
OG0000864	Prbl.g_00383	Syal.g_00595
OG0000865	Prbl.g_00382	Syal.g_00596
OG0000866	Prbl.g_00381	Syal.g_00597
OG0000867	Prbl.g_00380	Syal.g_00598
OG0000868	Prbl.g_00378	Syal.g_00604
OG0000869	Prbl.g_00375	Syal.g_00609
OG0000870	Prbl.g_00370	Syal.g_00614
OG0000871	Prbl.g_00369	Syal.g_00615
OG0000872	Prbl.g_00367	Syal.g_00621
OG0000873	Prbl.g_00364	Syal.g_00624
OG0000874	Prbl.g_00360	Syal.g_00627
OG0000875	Prbl.g_00359	Syal.g_00629
OG0000876	Prbl.g_00358	Syal.g_00631
OG0000877	Prbl.g_00355	Syal.g_00633
OG0000878	Prbl.g_00354	Syal.g_00634
OG0000879	Prbl.g_00353	Syal.g_00635
OG0000880	Prbl.g_00352	Syal.g_00636
OG0000881	Prbl.g_00347	Syal.g_00641
OG0000882	Prbl.g_00342	Syal.g_00646
OG0000883	Prbl.g_00340	Syal.g_00648
OG0000884	Prbl.g_00338	Syal.g_00650
OG0000885	Prbl.g_00337	Syal.g_00651
OG0000886	Prbl.g_00336	Syal.g_00652
OG0000887	Prbl.g_00335	Syal.g_00653
OG0000888	Prbl.g_00333	Syal.g_00655
OG0000889	Prbl.g_00331	Syal.g_00657
OG0000890	Prbl.g_00317	Syal.g_00663
OG0000891	Prbl.g_00316	Syal.g_00664
OG0000892	Prbl.g_02620	Syal.g_00668
OG0000893	Prbl.g_02680	Syal.g_00193
OG0000894	Prbl.g_02684	Syal.g_00196
OG0000895	Prbl.g_01061	Syal.g_00200
OG0000896	Prbl.g_01060	Syal.g_00201
OG0000897	Prbl.g_01058	Syal.g_00203
OG0000898	Prbl.g_01057	Syal.g_00204
OG0000899	Prbl.g_01056	Syal.g_00205
OG0000900	Prbl.g_01055	Syal.g_00206
OG0000901	Prbl.g_01051	Syal.g_00211
OG0000902	Prbl.g_01049	Syal.g_00213
OG0000903	Prbl.g_00954	Syal.g_00227
OG0000904	Prbl.g_00949	Syal.g_00222
OG0000905	Prbl.g_00947	Syal.g_00217
OG0000906	Prbl.g_01045	Syal.g_00215
OG0000907	Prbl.g_00956	Syal.g_00229
OG0000908	Prbl.g_00959	Syal.g_00232
OG0000909	Prbl.g_00960	Syal.g_00233
OG0000910	Prbl.g_00961	Syal.g_00234
OG0000911	Prbl.g_00963	Syal.g_00237
OG0000912	Prbl.g_00964	Syal.g_00238
OG0000913	Prbl.g_00965	Syal.g_00239
OG0000914	Prbl.g_00966	Syal.g_00240
OG0000915	Prbl.g_00967	Syal.g_00241
OG0000916	Prbl.g_00968	Syal.g_00242
OG0000917	Prbl.g_00969	Syal.g_00243
OG0000918	Prbl.g_00970	Syal.g_00244
OG0000919	Prbl.g_00971	Syal.g_00245
OG0000920	Prbl.g_00972	Syal.g_00246
OG0000921	Prbl.g_00973	Syal.g_00247
OG0000922	Prbl.g_00974	Syal.g_00248
OG0000923	Prbl.g_00978	Syal.g_00252
OG0000924	Prbl.g_00979	Syal.g_00253
OG0000925	Prbl.g_00980	Syal.g_00254
OG0000926	Prbl.g_00981	Syal.g_00255
OG0000927	Prbl.g_00983	Syal.g_00257
OG0000928	Prbl.g_00984	Syal.g_00258
OG0000929	Prbl.g_00985	Syal.g_00259
OG0000930	Prbl.g_00986	Syal.g_00260
OG0000931	Prbl.g_00987	Syal.g_00261
OG0000932	Prbl.g_00988	Syal.g_00262
OG0000933	Prbl.g_00993	Syal.g_00268
OG0000934	Prbl.g_00995	Syal.g_00270
OG0000935	Prbl.g_00996	Syal.g_00271
OG0000936	Prbl.g_00997	Syal.g_00272
OG0000937	Prbl.g_00998	Syal.g_00273
OG0000938	Prbl.g_01127	Syal.g_00276
OG0000939	Prbl.g_01128	Syal.g_00277
OG0000940	Prbl.g_01137	Syal.g_00285
OG0000941	Prbl.g_01139	Syal.g_00287
OG0000942	Prbl.g_01141	Syal.g_00289
OG0000943	Prbl.g_01142	Syal.g_00290
OG0000944	Prbl.g_01144	Syal.g_00292
OG0000945	Prbl.g_01146	Syal.g_00294
OG0000946	Prbl.g_01174	Syal.g_00301
OG0000947	Prbl.g_01177	Syal.g_00304
OG0000948	Prbl.g_01178	Syal.g_00305
OG0000949	Prbl.g_01181	Syal.g_01341
OG0000950	Prbl.g_00856	Syal.g_01348
OG0000951	Prbl.g_00851	Syal.g_01353
OG0000952	Prbl.g_00844	Syal.g_01363
OG0000953	Prbl.g_00840	Syal.g_01435
OG0000954	Prbl.g_01306	Syal.g_01443
OG0000955	Prbl.g_01305	Syal.g_01444
OG0000956	Prbl.g_01303	Syal.g_01446
OG0000957	Prbl.g_01287	Syal.g_01457
OG0000958	Prbl.g_01286	Syal.g_01458
OG0000959	Prbl.g_02638	Syal.g_01482
OG0000960	Prbl.g_02637	Syal.g_01483
OG0000961	Prbl.g_01235	Syal.g_01507
OG0000962	Prbl.g_02063	Syal.g_01509
OG0000963	Prbl.g_02058	Syal.g_01514
OG0000964	Prbl.g_02057	Syal.g_01515
OG0000965	Prbl.g_02056	Syal.g_01516
OG0000966	Prbl.g_02023	Syal.g_00176
OG0000967	Prbl.g_02017	Syal.g_00171
OG0000968	Prbl.g_02014	Syal.g_00169
OG0000969	Prbl.g_02012	Syal.g_00167
OG0000970	Prbl.g_02011	Syal.g_00166
OG0000971	Prbl.g_02009	Syal.g_00164
OG0000972	Prbl.g_02008	Syal.g_00163
OG0000973	Prbl.g_02007	Syal.g_00162
OG0000974	Prbl.g_02006	Syal.g_00161
OG0000975	Prbl.g_02005	Syal.g_00160
OG0000976	Prbl.g_02004	Syal.g_00159
OG0000977	Prbl.g_02002	Syal.g_00157
OG0000978	Prbl.g_02001	Syal.g_00156
OG0000979	Prbl.g_01998	Syal.g_00153
OG0000980	Prbl.g_01994	Syal.g_00150
OG0000981	Prbl.g_01991	Syal.g_00147
OG0000982	Prbl.g_02238	Syal.g_01068
OG0000983	Prbl.g_02237	Syal.g_01069
OG0000984	Prbl.g_02236	Syal.g_01070
OG0000985	Prbl.g_02232	Syal.g_01074
OG0000986	Prbl.g_02230	Syal.g_01076
OG0000987	Prbl.g_02228	Syal.g_01080
OG0000988	Prbl.g_02224	Syal.g_01086
OG0000989	Prbl.g_02214	Syal.g_01098
OG0000990	Prbl.g_02192	Syal.g_01118
OG0000991	Prbl.g_02189	Syal.g_01120
OG0000992	Prbl.g_02186	Syal.g_01122
OG0000993	Prbl.g_02185	Syal.g_01123
OG0000994	Prbl.g_02182	Syal.g_01127
OG0000995	Prbl.g_02173	Syal.g_01132
OG0000996	Prbl.g_02160	Syal.g_01162
OG0000997	Prbl.g_02151	Syal.g_01171
OG0000998	Prbl.g_02149	Syal.g_01173
OG0000999	Prbl.g_02148	Syal.g_01174
OG0001000	Prbl.g_02145	Syal.g_01177
OG0001001	Prbl.g_02141	Syal.g_01182
OG0001002	Prbl.g_02134	Syal.g_00082
OG0001003	Prbl.g_02132	Syal.g_00084
OG0001004	Prbl.g_02131	Syal.g_00085
OG0001005	Prbl.g_02129	Syal.g_00087
OG0001006	Prbl.g_02123	Syal.g_00094
OG0001007	Prbl.g_02121	Syal.g_00096
OG0001008	Prbl.g_00651	Syal.g_00524
OG0001009	Prbl.g_01972	Syal.g_00129
OG0001010	Prbl.g_01973	Syal.g_00130
OG0001011	Prbl.g_01975	Syal.g_00131
OG0001012	Prbl.g_02241	Syal.g_01064
OG0001013	Prbl.g_02266	Syal.g_01026
OG0001014	Prbl.g_02275	Syal.g_01022
OG0001015	Prbl.g_02276	Syal.g_01021
OG0001016	Prbl.g_00603	Syal.g_00756
OG0001017	Prbl.g_00597	Syal.g_00762
OG0001018	Prbl.g_00595	Syal.g_00764
OG0001019	Prbl.g_00582	Syal.g_00785
OG0001020	Prbl.g_00576	Syal.g_00796
OG0001021	Prbl.g_00572	Syal.g_00800
OG0001022	Prbl.g_00567	Syal.g_00805
OG0001023	Prbl.g_00566	Syal.g_00806
OG0001024	Prbl.g_00562	Syal.g_00810
OG0001025	Prbl.g_00555	Syal.g_00817
OG0001026	Prbl.g_00542	Syal.g_00830
OG0001027	Prbl.g_01332	Syal.g_00834
OG0001028	Prbl.g_01330	Syal.g_00836
OG0001029	Prbl.g_01328	Syal.g_00838
OG0001030	Prbl.g_00822	Syal.g_00860
OG0001031	Prbl.g_00074	Syal.g_00936
OG0001032	Prbl.g_00077	Syal.g_00938
OG0001033	Prbl.g_01281	Syal.g_00972
OG0001034	Prbl.g_00199	Syal.g_00684
OG0001035	Prbl.g_01498	Syal.g_01226
OG0001036	Prbl.g_01494	Syal.g_01231
OG0001037	Prbl.g_01492	Syal.g_01233
OG0001038	Prbl.g_01455	Syal.g_01261
OG0001039	Prbl.g_01452	Syal.g_01264
OG0001040	Prbl.g_01449	Syal.g_01267
OG0001041	Prbl.g_01444	Syal.g_01272
OG0001042	Prbl.g_01419	Syal.g_01300
OG0001043	Prbl.g_01417	Syal.g_01304
OG0001044	Prbl.g_01200	Syal.g_00346
OG0001045	Prbl.g_01211	Syal.g_00359
OG0001046	Prbl.g_00410	Syal.g_01967
OG0001047	Prbl.g_00649	Syal.g_00522
OG0001048	Prbl.g_00648	Syal.g_00521
OG0001049	Prbl.g_00645	Syal.g_00518
OG0001050	Prbl.g_00644	Syal.g_00517
OG0001051	Prbl.g_00643	Syal.g_00516
OG0001052	Prbl.g_01344	Syal.g_00467
OG0001053	Prbl.g_00514	Syal.g_02900
OG0001054	Prbl.g_00532	Syal.g_02919
OG0001055	Prbl.g_00790	Syal.g_02940
OG0001056	Prbl.g_00761	Syal.g_02833
OG0001057	Prbl.g_00749	Syal.g_01574
OG0001058	Prbl.g_01883	Syal.g_02812
OG0001059	Prbl.g_01887	Syal.g_02808
OG0001060	Prbl.g_01894	Syal.g_02801
OG0001061	Prbl.g_01796	Syal.g_02783
OG0001062	Prbl.g_01794	Syal.g_02781
OG0001063	Prbl.g_01790	Syal.g_02776
OG0001064	Prbl.g_01789	Syal.g_02775
OG0001065	Prbl.g_01788	Syal.g_02774
OG0001066	Prbl.g_01787	Syal.g_02773
OG0001067	Prbl.g_01786	Syal.g_02772
OG0001068	Prbl.g_01785	Syal.g_02771
OG0001069	Prbl.g_01784	Syal.g_02770
OG0001070	Prbl.g_01780	Syal.g_02766
OG0001071	Prbl.g_01779	Syal.g_02765
OG0001072	Prbl.g_01776	Syal.g_02761
OG0001073	Prbl.g_01757	Syal.g_02746
OG0001074	Prbl.g_01610	Syal.g_02575
OG0001075	Prbl.g_01611	Syal.g_02726
OG0001076	Prbl.g_01619	Syal.g_02712
OG0001077	Prbl.g_01629	Syal.g_02702
OG0001078	Prbl.g_01640	Syal.g_02635
OG0001079	Prbl.g_01659	Syal.g_02618
OG0001080	Prbl.g_01041	Syal.g_02514
OG0001081	Prbl.g_01031	Syal.g_02175
OG0001082	Prbl.g_01030	Syal.g_02176
OG0001083	Prbl.g_01405	Syal.g_02184
OG0001084	Prbl.g_01404	Syal.g_02187
OG0001085	Prbl.g_01394	Syal.g_02206
OG0001086	Prbl.g_01392	Syal.g_02208
OG0001087	Prbl.g_01853	Syal.g_01782
OG0001088	Prbl.g_01857	Syal.g_01785
OG0001089	Prbl.g_00024	Syal.g_01811
OG0001090	Prbl.g_02565	Syal.g_01859
OG0001091	Prbl.g_02563	Syal.g_01862
OG0001092	Prbl.g_02562	Syal.g_01864
OG0001093	Prbl.g_02558	Syal.g_02419
OG0001094	Prbl.g_02341	Syal.g_02216
OG0001095	Prbl.g_02322	Syal.g_01879
OG0001096	Prbl.g_02306	Syal.g_02447
OG0001097	Prbl.g_01550	Syal.g_02473
OG0001098	Prbl.g_02423	Syal.g_02083
OG0001099	Prbl.g_01329	Syal.g_00837
OG0001100	Prbl.g_02414	Syal.g_02293
OG0001101	Prbl.g_02413	Syal.g_02292
OG0001102	Prbl.g_02410	Syal.g_02289
OG0001103	Prbl.g_02408	Syal.g_02287
OG0001104	Prbl.g_02351	Syal.g_02241
OG0001105	Prbl.g_02356	Syal.g_02236
OG0001106	Prbl.g_02466	Syal.g_02007
OG0001107	Prbl.g_02476	Syal.g_01993
OG0001108	Prbl.g_02483	Syal.g_01985
OG0001109	Prbl.g_02485	Syal.g_01983
OG0001110	Prbl.g_02487	Syal.g_01981
OG0001111	Prbl.g_02489	Syal.g_01979
OG0001112	Prbl.g_02491	Syal.g_01977
OG0001113	Prbl.g_02492	Syal.g_02244
OG0001114	Prbl.g_02493	Syal.g_01976
OG0001115	Prbl.g_02495	Syal.g_01972
OG0001116	Prbl.g_02496	Syal.g_01970
OG0001117	Prbl.g_02497	Syal.g_01969
OG0001118	Prbl.g_02498	Syal.g_01968
OG0001119	Prbl.g_02499	Syal.g_01966
OG0001120	Prbl.g_02501	Syal.g_01962
OG0001122	Prbl.g_02529	Syal.g_01921
OG0001123	Prbl.g_02536	Syal.g_01913
